Hybridization REF	TCGA-AN-A0FV-01A-11R-A00Z-07
VN1R5	0.3145
LATS2	0.08225
SELK	0.698
PGK2	0.346
MS4A1	-2.060375
TYW3	-0.7006
KRTAP5-1	0.71275
RCCD1	-1.48733333333333
BTN1A1	0.84625
DDX28	0.21475
TMEM65	1.004375
LOC92345	0.29125
TTC31	-0.16675
WDR46	-1.558
CHP2	-0.337166666666667
LSP1	0.41
ZNF542	-1.43525
EXOSC1	-0.55475
ARHGAP18	0.217
LRRTM4	-0.833375
MAOB	2.94958333333333
CACNB4	-1.075
MGC33846	0.070125
RANBP3L	3.929875
ATP5L	-0.513125
ONECUT1	-2.2035
NUDT9	0.21675
TMEM149	-0.2885
STX17	1.12425
IGSF10	-3.4325
TMPRSS9	0.3425
BMPR2	1.57425
ALLC	-0.17025
KLF7	1.375
GCC1	1.0701
TIMM9	-0.226
CDO1	-0.956
MGC10701	-1.1855
IFI6	2.2055
FRMD8	0.04075
MGAT2	0.31525
WBP5	1.00466666666667
CNIH2	0.542
KIAA0907	-1.5168
KCNH8	0.019
CTSG	-2.45825
GRIK1	-0.417333333333333
CUL5	0.224625
FRMD1	0.3025
OR9A4	0.726
SYT6	0.23625
FOXD4L2	0.7855
ANAPC2	0.346833333333333
OPN5	-0.406
TAF13	-0.322
LYG2	0.00725
GGNBP1	-0.21
C11orf40	0.1145
OTX2	-1.191
REG4	1.0795
EIF5	0.244125
PALB2	-0.7305
SEPSECS	-1.3611
RNASE3	0.07825
TRIM49	-0.7895
POLR2K	0.4766
GPR42	0.313
C8B	-2.712
SASS6	-1.341
PREB	0.0803333333333333
OR3A3	0.4355
TUBA8	0.31025
IGLV2-14	-2.453
STIL	-2.225
ANKFN1	-0.664333333333333
NME7	-0.2725
HOXC12	0.037
UBE2C	-1.059375
FHOD1	0.295125
CDK2AP1	1.28225
OR6K2	0.13025
DHPS	-0.3125
RPL5	-0.658833333333333
TRGV5	0.5465
LOC541472	-0.05175
HCCS	0.1716
DENND1B	0.433
LHX3	-0.4545
OR5D16	0.4185
CXorf57	-2.843
IRF2BP1	0.315
NDST2	0.223666666666667
LCE3D	0.103
BOLL	0.277125
SYT3	-0.023
PIH1D2	-0.8845
C20orf7	0.288166666666667
IL1R2	-1.18
SLAMF9	1.3975
PPME1	1.0855
PIK3CA	-0.1355
TRAPPC1	0.4685
COLEC10	-1.0725
SLC9A6	-0.308
PDDC1	-0.4285
CCDC53	0.97425
GK3P	0.90625
DAZL	-1.202
BRI3	0.181
SDK1	-0.793375
CYP2C18	0.0505
IFI44L	2.998625
RPL3L	0.321
FUT9	-1.11033333333333
KIFC2	-0.3215
PMP2	-0.26425
SLC4A9	-0.4035
PLAG1	-1.40366666666667
MYCBP2	1.3885
OR4E2	0.661
CCDC65	1.21875
C16orf82	0.14475
ENTPD4	-0.149875
BRP44L	0.222875
PMP22CD	0.19375
TMCO4	1.71033333333333
KCNN1	0.0911666666666667
WDR35	-0.00175
CCDC80	1.671375
C3orf31	-0.54725
SLC7A9	-0.8345
TMEM190	-1.19275
DBC1	0.5685
FADS3	-1.05683333333333
PDZD8	0.052
GRM5	0.2445
AZGP1	3.3539
PEX3	-0.1655
MED1	4.09707142857143
ATG4C	-1.71916666666667
HNRPH3	-1.160375
FAM109B	2.18475
C4orf17	0.0795
CA10	0.04975
OPRD1	0.3405
CCL16	-1.30375
SACM1L	-0.73075
CST6	4.36525
CD63	1.169375
LGI1	-0.39225
ZNF784	0.76275
CRYBB1	-0.9715
CX3CL1	0.42045
TOP2A	-2.4865
GYPB	-3.37366666666667
GADD45GIP1	-0.60025
FEN1	-1.31675
IGF1R	-1.3315
WDR72	-1.9135
PURG	-0.611166666666667
DEFB126	2.01275
PKD1L1	0.664
CAV1	-2.0615
GNPDA2	0.0228
DGAT2	0.08025
NLGN1	-3.38425
STRBP	0.342125
HPRT1	-0.7295
FANCI	-2.06325
PSMA7	0.582875
DBF4B	-0.871833333333333
TTF1	0.667
RAD54L	-2.82475
ELOF1	0.052
PLAGL2	-0.422625
ZNF256	-0.66175
HMGCL	0.3345
MSI2	-0.574666666666667
RPESP	-0.823833333333333
C11orf60	-0.08375
ABCD1	1.338
ACAA1	1.2116
SPARCL1	4.42528571428571
IL6ST	-0.9942
ZNF319	0.7775
TMEM109	0.4481
FAM90A1	-0.631666666666667
IL22RA1	-1.866
ATP4B	0.7785
TEC	-0.861333333333333
C7orf30	-0.9285
TXNDC2	-0.0615
ABCB4	-0.615
KIAA1191	0.011125
C9orf38	0.15
SFTPB	0.132125
CNTNAP2	2.17
FRK	0.974
TBX19	-0.65975
CHD4	0.18475
C6orf26	-2.31083333333333
MOSC2	0.6675
IKBKE	0.14175
HIF1A	-0.247166666666667
LOC595101	-0.544
RELA	0.542333333333333
TMEM16B	0.306333333333333
ABHD12B	-1.21725
TSEN34	0.037
KIF18A	-2.2665
TXNDC9	-0.553333333333333
SPATA2L	0.427
SEMA4G	-1.467
C21orf91	-1.286375
MATN1	-0.402
KCNIP4	-0.303666666666667
TUSC1	2.8815
OR4C15	0.392
ARMCX6	-0.108833333333333
WBSCR27	-0.982833333333333
OR52I2	-0.33
KIAA1604	-0.3355
DYNC1I1	-0.0525
PPP4C	0.44025
SLC47A2	-1.66983333333333
TREH	-0.01
CD48	0.191
ST14	1.47716666666667
PKN1	-0.06075
SPON2	3.1555
XBP1	0.580666666666667
SFRS12	-1.27883333333333
EFCAB6	2.1895
SELT	-0.038
SLC39A2	1.0335
ERF	-1.38683333333333
ARL3	0.373625
SURF6	-0.2765
MLLT10	-1.26871428571429
FLJ11171	0.226833333333333
TDGF1	-3.8475
ERCC6	0.13075
EIF2AK4	1.024
BAZ1A	0.688833333333333
LRRN3	-0.5125
TMC3	0.2855
EFTUD1	-0.22775
PTPRO	0.698833333333333
CLEC12A	-0.188714285714286
ACBD4	-0.285625
ZDHHC14	-0.45425
OTUD7B	0.25625
ACTB	1.0288125
MSRA	-0.087125
LCE5A	1.042
IFI35	0.42625
BSCL2	0.425333333333333
ANKRD12	-0.20175
CFHR2	0.5475
RGAG1	-0.00416666666666667
HSFY1	-0.2505
SLC30A5	-0.321416666666667
IMPG1	0.8105
GPR109A	0.8535
ZNF185	1.8165
IYD	2.98075
NPCDR1	0.2055
SERPINA13	1.3825
HMGCLL1	-1.4415
NEUROG1	0.832166666666667
UBQLN1	0.67575
LIN37	0.41275
SOCS2	-2.80625
DSCR4	-1.486625
XKR6	-1.0665
GPR142	0.508
KRTAP13-3	0.6615
CCDC15	-1.39316666666667
MOS	-0.076
CD1E	-2.367
OFCC1	0.0183333333333334
FAM83D	-1.8855
SRFBP1	-0.20875
C9orf96	-0.482
DHDH	-1.24525
CCDC90A	0.056
RABL3	0.5662
CD320	-2.415
ANGEL2	0.149083333333333
MRPL21	-0.6295
SMG6	0.457333333333333
INSR	0.9869375
FLJ14816	-0.773
GLRB	0.165166666666667
C9orf89	1.06275
CIZ1	0.068
URG4	0.259666666666667
LRDD	-1.699
CBY1	1.16816666666667
NFX1	0.6505
MTERFD2	-0.436
C19orf23	0.902
PGC	0.30475
IER3IP1	0.2006
RASAL2	1.40016666666667
C1orf89	-0.54225
SYNJ1	-0.456875
NFKBIE	0.297
FLJ40125	-0.116833333333333
TCEB2	0.569
NOG	-1.91
POLR2J2	-0.826666666666667
HLA-B	1.73175
PCDHA1	0.0015
PPP2R2B	-1.98675
ARHGEF17	0.613666666666667
TCF7L2	0.320857142857143
CHD5	1.70866666666667
ZNF431	-1.270625
TBC1D25	0.195
ZNF800	0.82875
SCUBE2	0.220636363636364
MYCBP	-0.281333333333333
GPX5	0.3215
C6orf129	-0.4205
QSER1	-0.897166666666667
ULK2	1.433
PIGO	1.42883333333333
NRCAM	-1.03657142857143
SLC35E3	0.2085
CSRP2	-0.2035
HYPE	0.7515
MAPK15	0.184166666666667
MGC14327	0.5265
TIMM13	-0.639666666666667
ZNF462	-1.53925
GBA3	-0.12125
TEX13A	-0.2685
MCM6	-1.54866666666667
MTRF1	-1.5535
ABCA7	-0.5585
EIF4A2	-0.80975
ZC3H10	0.6636
RPGR	0.0901666666666667
C20orf94	1.856
RP1L1	0.08775
GPR125	-1.30157142857143
USP22	1.2075
OR1L4	0.636
MLZE	0.76675
FLJ32065	0.77775
PTCD1	-0.1215
CRTAC1	0.304
BXDC2	-1.302
C18orf1	2.20933333333333
FAM107A	-0.309928571428571
EFNA3	2.016
P18SRP	-0.4616
CAMKK2	0.95125
KIAA0649	0.04075
NES	-1.3515
HS6ST3	1.384375
PON2	-0.28125
TCP11L2	-0.49425
CLEC4A	0.69075
PRR12	-0.2275
MLXIPL	-1.5423
C2orf50	0.4935
ZNF28	0.5185
ENC1	0.693
MAP2K1	-0.46225
FKSG2	0.71525
KIAA0430	0.7335
PTP4A1	-1.38666666666667
GPR156	0.9395
GTF3C6	-1.2125
UBR2	-0.2276
LOC388272	-0.15775
MAK	1.476
ACOT4	1.7075
STC2	-2.75833333333333
PIGW	-1.06675
SAE1	-0.374625
COL6A1	1.47595454545455
OAZ1	-0.0996666666666667
STMN4	2.50916666666667
EDG3	2.77666666666667
SGCE	-0.610666666666667
IL11	-2.41333333333333
PRSS8	3.1685
YIPF5	0.544666666666667
WNT4	1.8605
CSN2	0.380166666666667
TCF7	-3.230125
TDO2	1.4465
SAMD9	0.265
S100A7A	2.447
MMRN1	0.463166666666667
GKAP1	0.21325
AKR1C3	0.32375
RNF19A	0.426625
GMDS	-1.242
YKT6	1.4095
SPARC	2.4009
C12orf31	-0.28225
UBE2V2	0.00483333333333334
FBXL18	0.429
KIAA0460	0.4485
ADAM22	-1.17871428571429
SERPINC1	-4.408
KCTD21	1.618
MYOHD1	-2.08175
ZNF37A	-0.676333333333333
GTF3C1	0.4165
CTSZ	1.69225
PRNPIP	-0.818125
DRD1IP	1.255
NR1I2	-1.83016666666667
ZNF266	-1.6736
SPAG4L	0.107
COX4NB	0.23225
SAPS1	0.363833333333333
APOA1	-3.7865
TATDN1	-1.12533333333333
C10orf82	-1.56175
KPNB1	-0.4815
FOXO3	0.260916666666667
CRYBB2	-1.3155
ZBTB5	0.0473333333333333
SLC25A38	0.41825
DCTN2	0.066
IFT20	1.17975
CTHRC1	2.687
C1orf31	-1.099125
UHRF1	-1.712875
GPC6	0.1225
C10orf54	0.72225
MCF2L2	-0.6885
WNT9B	-0.068375
OLA1	0.3875
FAM120B	-0.09325
TTLL10	-0.526
CYorf15A	-4.8105
RELN	-1.905
SCN2B	0.748833333333333
MFHAS1	-0.01475
NKX3-2	0.038
RASGRF2	0.4255
SSBP1	-0.365
KPNA6	-0.220285714285714
LOC389118	-0.3745
HS3ST4	-1.166
SUPT7L	-0.352875
FLJ32658	-0.93025
IGFBPL1	0.53625
KIAA1641	-0.8611
SHKBP1	-0.0701666666666667
CSF1R	4.1785
NAGK	1.0955
MYL2	1.08925
HIST1H4C	-0.101333333333333
TOMM7	-0.226625
ADAMTSL3	2.8059
TNFSF14	-1.50275
PRRT2	-0.78725
VTA1	-0.31275
AOAH	2.24566666666667
CRISPLD2	1.6495
PNN	-1.3524
TA-NFKBH	-0.40525
ESPN	0.05275
RBM43	0.085
KIAA1267	-0.26375
DDX3X	0.135944444444444
KIAA1576	-4.69075
PLXDC1	3.5185
FLJ25801	-3.8795
HNRNPL	-1.49775
RUNDC3A	0.680833333333333
CASP12	0.26
SH2D5	-0.987625
RPL26L1	-0.229
OR51A7	0.34275
HDC	1.3865
C2orf16	0.00466666666666667
SYTL3	1.944875
GOLGA4	0.6689375
NOTCH1	-0.460666666666667
ATPAF2	0.0085
ECD	0.03375
SSX5	-1.4805
SNAP91	0.22925
OCA2	-5.19625
PNPO	-0.418833333333333
DAPK1	-0.863666666666667
PINX1	-0.659166666666667
SELENBP1	1.351375
NEK3	0.307
TMED4	1.2635
SSTR4	-0.0185
FOSL1	-2.5085
CD40LG	-0.1785
CES1	0.77875
DCI	-0.352833333333333
B3GAT3	0.292166666666667
STK17B	-0.1965
CNTN6	1.0125
CYP3A4	1.78233333333333
MBOAT2	3.50521428571429
PISD	1.986375
USP1	-1.52525
PYDC1	2.20816666666667
CENPM	-0.729375
SAR1B	0.55825
TTC7B	-0.784625
DP58	0.0125
GPC1	0.901
RBL1	-2.169125
TMEM137	-2.721
TOB1	0.979333333333333
TCEAL1	0.547833333333333
CENPF	-2.01981818181818
C6	-0.0075
PRSS1	-3.291
PPIL6	1.552
C6orf124	-0.8955
ODZ4	1.54216666666667
SNCB	0.169
NDUFB9	0.041125
CNOT6L	0.02
S100A9	0.764333333333333
TRIM50	-0.228
KCTD1	1.958
WDR63	0.0835
SPEF2	1.480875
RNGTT	-0.846666666666667
CXorf22	0.79
KCNK16	0.0215
CEP250	-1.1235
ATPBD1B	-0.0305
KCNJ2	3.549
MT1B	0.395
ZNF684	-1.0705
SLC4A1	0.10025
PDHA1	-0.233
ZNF492	-1.380125
TKT	-0.231
BYSL	-1.1425
RNF38	0.740375
AHDC1	0.5495
KLHL2	1.839125
CMTM8	1.33025
DMP1	0.137
HERPUD2	-0.071
CRTAM	1.32516666666667
ZNF572	0.347
TMEM16J	-0.4625
HSD17B2	-1.98125
UBE2G1	-0.24
AHSA2	-3.41975
PELI2	-0.573
TPX2	-1.926625
ATP9B	1.10233333333333
DAZAP1	0.097
HMGCS2	2.66683333333333
C17orf38	0.3165
B9D1	-0.53375
NKX2-5	-1.01433333333333
KIAA1276	-0.97225
LILRB2	2.945
CSTF1	-0.55
BTN2A1	-1.21333333333333
C15orf48	2.64825
IGF2BP3	-3.8195
FAM113B	-0.820833333333333
HRG	-0.109875
ZNF131	-0.686
USP47	1.13857142857143
CCDC88B	-0.79125
HCN1	0.4789
HTN1	-0.336166666666667
SYCP3	-0.542
C13orf23	0.0155
PAPOLA	0.09125
AATK	-0.2874
MSH3	-1.543
NDUFAB1	0.051
ITLN2	-0.848166666666667
BAK1	-0.218333333333333
MRPL45	-0.789666666666667
MTNR1B	0.138833333333333
LOC645843	-0.972
SPECC1L	0.561625
PGCP	-0.1145
SPN	-0.869
GPR143	0.225166666666667
ZNF576	0.277
TMEM39A	0.0375
ATP5D	-0.3885
MAGEB3	-0.9765
RPS5	-1.589
ANP32E	-3.19035714285714
MTMR1	0.799
YEATS4	-1.4515
SYNGAP1	-0.0855
PCOLCE	0.259
MNS1	0.0055
PCYT2	0.604666666666667
ZNF182	-0.6415
LAX1	-0.52625
SPPL2B	0.4679
ELOVL5	-0.2511
PCDHAC1	0.401
B4GALNT1	-1.19366666666667
BLOC1S2	0.3345
ZNF673	-1.0372
ARHGAP21	-0.660833333333333
IRX5	3.69025
LRFN5	-0.280166666666667
FAM7A1	-0.64275
RAB19	0.5575
GINS1	-2.1915
ITM2B	1.4163
PAPSS2	1.95016666666667
OR5BF1	0.266
ACSL3	0.77825
KIAA1919	-0.852666666666667
GLT8D2	2.750625
UTRN	0.523
CNN1	1.6895
HISPPD2A	0.589
SDAD1	0.509125
SIGLEC9	0.879
RPL35	0.0826428571428571
C22orf26	0.814
IMPDH2	-1.20475
WDR69	-0.82025
SEC14L5	0.989666666666667
CLTA	1.1535
RP11-529I10.4	0.511
GPR37L1	0.221666666666667
OGDH	1.1435
ASB13	-0.658
ZFP14	-0.5315
ZCRB1	-0.212166666666667
KPNA3	0.7865
HSPA1L	1.6395
RHOC	1.676
LOC554175	0.2165
PPP3CA	0.5276
SLC1A7	-0.8015
ZNF529	-1.0105
RBED1	0.25675
DDB2	-1.363
FLJ11286	-0.236
SPATA1	0.2085
MKNK1	0.357333333333333
DYSF	1.43416666666667
ALKBH2	-1.03225
NKD1	-2.41133333333333
C1orf174	-1.26375
PLEKHO1	0.458333333333333
ASB10	0.07775
RING1	-0.8195
NPC2	0.695
AVPR1B	0.433
YTHDF1	0.155666666666667
LMAN1L	0.4325
GSG2	-1.76
CEP170	0.0282
RPS4Y2	-5.2345
MSH6	-1.3505
HECTD2	-0.358333333333333
ZNF556	-3.045
PLEKHC1	-0.4426
AIRE	0.274833333333333
BCL2L10	1.03975
LMOD3	0.4328
ZBTB8	-0.4733
FOXA2	-3.3951
SLCO2A1	3.607625
C3orf46	-0.1905
PRDM16	0.164
TMEM98	-0.32525
FRMD5	-1.8135
PDE6C	0.045
C1orf216	0.4915
EP400	-0.100857142857143
PTK2	0.6445
RNF217	0.45875
NDUFA8	1.189
ZFAT1	0.2345
LAMP3	-0.503666666666667
GLTSCR2	-0.624875
NPW	2.3925
LLGL2	1.0515
PPM1K	-1.6995
C20orf177	-0.3295
KIR2DL4	0.4682
NFKB2	0.223
C21orf122	-0.602666666666667
HESX1	-0.32925
GPR114	-0.506833333333333
SLC25A35	-0.7455
GNAT1	-0.09975
ORAI3	0.63225
FAM76B	-1.568
TMEM99	-0.6476
TRIM29	-0.4492
CDS1	2.2685
RHEB	-0.8323
C4orf27	0.00383333333333333
RAB3A	1.658
OTUD6B	-1.2415
GPD1	-0.8075
CDH15	-0.543666666666667
NPM1	-1.19721428571429
TMEM117	-0.633
PRPS2	0.336166666666667
GCK	0.679
ADRA2A	3.74216666666667
TSPYL4	1.95733333333333
TASP1	0.32725
WDR19	-0.217583333333333
C10orf38	-2.19275
PDE4C	-0.745666666666667
FYB	0.0145
C1orf55	-0.441
PPFIA3	0.0565
RAD18	-0.3285
C12orf44	0.144833333333333
CRYBA4	-0.031
HVCN1	0.81325
TAF10	0.661833333333333
C16orf48	-0.3055
DEPDC5	0.5925
LTBP1	-1.4145
MAPRE1	0.145
FGF8	-0.0415
C3orf52	0.92875
SENP7	-0.0711666666666667
LRRK2	1.23125
RUNDC2A	0.868666666666667
KIAA0355	0.283
CPEB1	-0.583
PPEF2	-0.124
ABI2	-0.189666666666667
KIAA0317	0.2255
ATF1	-1.51266666666667
DYNC1H1	0.967875
DIP	0.869
TMEM33	-0.523277777777778
POLDIP3	0.163
C7orf24	1.25075
GPR171	1.00175
CDC6	-0.0275
PLD1	-1.3073
ITFG2	-1.0651
NDUFC1	0.31375
AKNA	-0.77725
NBR1	-0.01675
PKHD1	0.8855
HPS4	-0.4411
MAFA	0.94425
ULBP3	-0.059
DIRC1	0.2275
IMMT	-0.0235
C22orf13	1.49333333333333
CEL	0.3345
MARK3	-0.18875
ADAMTS2	1.56533333333333
ARPC3	0.685
TMEM10	-0.1735
NPHS1	0.679
BRD8	-1.09633333333333
WDR12	-1.2915
IDI2	0.48075
HOXD13	-2.0615
OR8G2	-0.59975
SLAIN1	-3.0335
GABRQ	-0.2805
NR2C2	-0.821
NKTR	-0.8101
TLE2	0.529
KIAA0892	0.206
AURKA	-1.77663636363636
GPRC5C	2.31633333333333
TBC1D9B	0.25475
PNPLA6	0.110166666666667
AP3B1	-0.08275
NAG	0.445
C11orf68	-0.522
AKR7A3	3.19575
AHCYL1	-0.189916666666667
COP1	-0.635
RPP14	-0.04925
PCDHB18	0.4705
CDH24	0.96575
KRT17	-0.3901
LACTB2	-0.6865
DDX24	0.6397
PHACTR1	-2.64433333333333
SLC35E2	-0.58925
LOXL1	0.2955
IQSEC2	0.403375
RGSL1	0.132
PCDHGC5	0.5535
MEGF10	1.235625
PRRX1	1.48916666666667
ASTE1	0.791166666666667
C6orf159	-1.44475
MYOD1	0.96975
GAA	0.802
ZNF747	0.79825
KLRC1	-1.98925
IL1RL2	0.23
GDF9	0.66675
GPR119	0.1965
TRAF2	-0.0573333333333333
HCK	2.991
BMP6	-3.7675
IL8RA	1.934
FLJ35848	-1.2805
EFHA1	0.83775
CDSN	0.808833333333333
C14orf54	0.0323333333333333
LSM3	-0.250125
ZFP41	0.099
C9orf126	-1.3475
VIT	-3.608
SPCS3	-0.4755
DEF8	-0.7613
CHAF1A	-2.00433333333333
C1orf165	0.159166666666667
ZFPM2	1.748
FTH1	0.7565
SLC35F1	-1.2735
YWHAH	0.79775
C17orf66	0.437833333333333
ADRB1	-0.0836666666666667
FOXL1	-0.188
RG9MTD3	0.611833333333333
UMPS	-0.04675
MGC13008	0.078
KIAA1161	1.775
CCDC77	-2.571
C12orf65	0.3566
COG4	-0.355666666666667
RCP9	1.11875
RP4-692D3.1	2.3215
CDC2L5	0.153
MGC7036	-0.745333333333333
DNAJC11	-0.56125
GDF2	0.036
TIMM17A	-0.087
HNRNPA0	-0.3283
OR2H1	-0.113
PCBP1	0.041
COL23A1	-1.841
LRRC2	-0.257214285714286
NSD1	0.142642857142857
FLJ37078	-0.751875
WDR91	0.0111666666666667
TMEM179	-0.29875
DSCR10	-0.028
CNDP2	1.447
FYN	-0.561
BEX2	-0.171333333333333
KCND3	0.4825
YPEL5	1.82425
LRRC42	-1.532
C17orf45	-1.82575
ZNF649	-0.7623
LOC150763	1.14
COL5A2	3.59083333333333
CNGA2	0.388
ELA2B	-0.949333333333333
RAB9B	1.52425
FAM100A	0.51375
NAIP	-0.725
MYOZ2	-0.15975
SPATA12	-0.366
XRCC4	-0.85525
CYB561	2.6472
CHST10	-0.15525
BAI1	1.56483333333333
BRSK1	-0.475
C17orf89	0.20875
PDE6H	-1.3405
FLJ20309	0.4719
MAP7	0.834375
SCN4B	1.16525
SPAG9	-0.8454375
SERTAD1	0.271666666666667
FLJ21963	1.16775
ANTXR1	1.4616
TMPRSS13	1.33083333333333
ETV7	2.7675
DGAT1	0.593666666666667
NKIRAS1	-0.185333333333333
TAC3	-1.56925
CORO1C	-0.471583333333333
RAD54B	-0.83
HRASLS3	0.0166666666666667
C21orf42	0.15075
BARD1	-0.646666666666667
ZNF177	0.233
MIP	0.2535
ZNF442	0.2495
F2	-3.4084
GRIA1	0.126875
GALNTL2	1.67133333333333
WNT5A	-1.2002
LENG9	0.4645
hCG_25371	-1.369
FOXR1	0.3635
TRA@	0.7918
PWWP2	1.417
C1QTNF7	1.42883333333333
SLC7A4	0.076
C4orf7	-0.315
C17orf80	0.18
KLK4	1.53266666666667
IL31	-0.202
TMEM176A	3.5725
CTNNB1	-0.1593125
BHLHB2	0.38625
TMEM185B	0.768166666666667
ARD1B	0.3355
C1orf93	0.561
BRUNOL4	-0.319333333333333
LOC541469	1.07533333333333
UPK2	-0.021
GAS8	0.720333333333333
PATE	0.3165
IMPACT	0.26275
WNK4	-2.33983333333333
HNRPLL	-0.57475
GAD2	0.335
ITGA6	2.121
BMP15	0.547666666666667
CYP2A7	0.20825
RIC8A	0.266625
CCND1	-0.485083333333333
USP35	0.9825
DSCR2	-1.017
CCL4	3.28633333333333
ZCCHC10	-0.35
NOL11	-0.46425
TRPM2	2.9095
PSMD2	-0.313818181818182
CHTF18	-2.14225
USP18	1.434875
RRAS	0.713875
LAMC3	-0.15125
TOX	-3.757
PCDH15	-0.0015
GABRG3	-1.33575
NUDCD2	-0.641375
SGCZ	0.3615
KCTD17	-0.0382
SPSB2	-0.0775
TPPP3	3.67233333333333
CILP2	1.76883333333333
CALB2	4.13
CEBPZ	-0.399166666666667
ZNF479	-1.0095
FMOD	4.89933333333333
C21orf66	-1.39807142857143
CLN6	-0.696166666666667
ANAPC1	-1.193375
SH2D3C	1.304
PTPN14	-0.7546
TRIM42	0.11675
APTX	1.20675
SNRPG	-0.159833333333333
BMS1	-0.4265
MAGEA3	0.797
NFATC3	-0.492166666666667
LRRC45	1.20883333333333
ARS2	-1.03935714285714
LRIG1	0.420833333333333
EPSTI1	0.981
PRSS27	1.0565
ERC2	-0.9125
PRKACB	-0.114
PRDM13	1.481
HCG27	-1.148
KLK12	-3.7245
HSD17B7	0.356166666666667
ZNF354A	0.0825
PCDH11X	0.194
DMGDH	-0.46325
PCBD2	-1.45316666666667
TMC6	-1.34425
RIMS1	-0.00112499999999999
SF3B2	-0.173833333333333
RCN1	-0.111833333333333
CPB1	2.45475
BCAR3	1.04925
FCRLB	0.283125
PAK1IP1	-1.071
OR10H1	0.3355
KIF9	1.4138
PITPNM2	-1.13425
L3MBTL4	0.02925
TGFB1	-0.1701
ZXDC	0.0655
SLC6A16	-1.0175
SRrp35	-2.25425
LRRC8E	1.75875
PPIAL4	1.63008333333333
EOMES	-0.205833333333333
PAX2	0.289
SCARF2	0.882375
PSEN2	1.323
PCDHB13	0.00525
C10orf28	-0.82725
DHRS7B	1.11735714285714
C1orf131	0.16275
ASB1	-0.3959
ZNF223	-0.0988333333333333
LCMT2	1.06375
MEP1A	-0.7665
TMEM53	0.5635
RSPH3	1.364
C10orf33	-1.22
LOC644285	-0.8165
PTPN9	-0.067
ABCA12	2.038
CCDC37	-1.55975
RUNDC1	1.1191
YES1	-0.305166666666667
FAM120AOS	0.6805
OR5M3	0.7285
PPP1R3F	0.257416666666667
IL13	0.4081
MDFI	-0.98
PRNT	0.22825
ZDBF2	-1.0425
OR10C1	0.347166666666667
CLIC1	-0.4735
LILRA5	0.4915
CSAG1	0.192
TREML2	-0.663333333333333
FAM125A	-0.3505
ZNF74	-0.9105
FAM104A	0.172
LRRC39	-0.7895
SAMD5	-1.1765
HYAL2	0.56725
HIST2H2AC	1.023875
IGFBP5	0.545913043478261
NRTN	-1.27066666666667
KIAA0556	0.4838
FAM29A	-1.68588888888889
JMJD2A	0.3685
EPHB1	1.01425
POLD4	0.384625
ANAPC10	-0.486
LRRC36	2.1185
MEGF6	0.527125
LPHN3	-0.714666666666667
BMP10	0.0613333333333333
C21orf55	-0.1275
CREM	-1.1724375
PTGER4	-0.4445
METAP1	-0.66425
KCNQ1	2.79183333333333
NR2F2	-0.690125
SSFA2	-0.422166666666667
CTTNBP2	-0.75575
BCL2A1	-0.712
ZBTB24	-1.344875
SLCO6A1	-0.704
PRDM1	0.3276
OR7D2	-0.544833333333333
CCDC47	0.1958
LOC646982	0.32
SLC26A6	-0.675666666666667
BIN1	-0.573
SRRM1	-0.0617142857142857
PCSK1N	-0.2835
ALS2	0.4918
ECT2	-1.15073684210526
CACNA2D2	-0.00300000000000001
DOCK6	-0.21925
C10orf119	-0.33925
FATE1	0.51375
DUSP23	1.979
TRIP6	-0.686142857142857
NUP35	-0.507
CDH3	0.18975
KLHDC8A	1.3775
C9orf116	1.04375
EI24	-0.29
CENTD1	-1.1885
RWDD2B	-0.722333333333333
DOCK1	0.8195
NPAS2	-0.908
NR3C2	2.7625
FAM63A	0.869
INPP5F	0.003
FAM111A	0.0757
MYBL1	-2.17983333333333
IQGAP3	-0.157
CRADD	-0.5795
DUSP12	-0.76175
PDZK1IP1	3.6995
VASH2	-0.63725
CTR9	0.253
VIL1	-4.19625
OR8U1	0.4855
CCDC107	1.1745
PTTG1IP	0.138125
OR4X2	0.469
COL9A1	-1.568
PSMD9	0.12975
ZFP62	0.20225
TIP39	0.047
PARP15	-0.2295
TTC19	-0.00275
C1orf114	-1.71133333333333
GFPT1	0.291
SLC27A6	-0.92275
MRPS10	-0.7514
CALML5	1.55516666666667
TRPM7	-0.53925
CGNL1	1.693375
CECR1	0.355
SERPINB8	0.0251666666666667
TMEM102	0.797375
PDIA2	-3.009
NUCKS1	0.335333333333333
HOTAIR	2.2305
EBI3	0.08825
NXN	0.12375
ZMYND19	0.137625
FOXJ3	-0.0605
EIF5B	-0.2077
EIF2B4	0.338
LEO1	0.25575
ZIC5	-1.25558333333333
IL20	0.627
KIAA0415	-0.29625
FLJ37357	0.587
TSPAN12	-0.08
ACTR3B	-0.60925
TFAM	-0.105666666666667
IL17RD	-1.551
PARP12	0.31525
KLHDC7A	0.633
KCTD4	-0.004
GTF2H1	0.1235
FLCN	-0.331166666666667
BIRC4	1.715125
LOC790955	-0.1245
VKORC1L1	0.06075
CYP4F22	-0.6685
TAS2R5	0.352
ZNF582	-0.2025
HS3ST3B1	-0.49125
CTNS	-0.5875
STK36	0.278333333333333
MMD2	0.35775
RP5-1103G7.6	0.4815
FLJ23356	0.279
CRH	0.19275
C1orf182	0.279333333333333
ACP5	2.887
AMFR	-0.2465
CA4	-2.39075
