Hybridization REF	TCGA-B6-A0WW-01A-11R-A109-07
WFDC11	0.076
CSH2	0.1285
OR2T8	-0.2935
TBX20	0.0755
LYPD5	2.74133333333333
STOML2	1.34866666666667
ALPI	0.137375
FAT3	-0.036
ZNF273	-0.7109375
NPSR1	0.352
FLAD1	1.12416666666667
RAB5C	-0.497
TTLL3	-1.745875
KIAA1618	0.041
NPPC	0.038
ZEB2	-0.0429
MRP63	-0.133125
WSCD2	0.00924999999999999
NEUROD4	0.09225
SNAPAP	1.29625
MTMR2	-0.845117647058824
STK35	-0.648875
USP48	-0.885
NR1H4	-3.3615
RASL10A	-0.54675
SSTR1	-2.5015
C1orf35	0.9165
APOBEC3C	-2.2075
RUSC2	0.6145
SALL4	-1.02
ZCCHC8	0.07025
RAD17	0.061125
ZNF708	-0.358666666666667
LILRB5	1.008375
TEX12	-0.826
C9orf79	0.2125
ARHGEF1	-0.3315
ABCA4	0.340833333333333
RNF214	-1.04675
PPAPDC2	-0.00525
ARID4A	0.3255
SYCP2	0.881875
OPRM1	-0.24775
RP13-102H20.1	-3.791
CYP26B1	-1.29416666666667
APCDD1	1.5475
PCCA	-0.40225
ALS2CR7	0.41
AQP5	-0.352666666666667
YLPM1	0.254625
PRKAR1B	-1.6525
IL16	0.3179
TCF3	-1.601875
ZSWIM7	0.1385
SERPINE1	-2.0265
BAI2	0.96275
SMC5	-0.257214285714286
SMN1	-0.851
SLC13A5	-3.0405
POU2F3	1.08975
BACH1	-0.694333333333333
GMCL1L	0.349666666666667
PPP2R2D	1.1285
LRRC51	1.18333333333333
EDARADD	1.1375
LRRC3	-0.062
FAM124B	0.6025
C20orf70	0.0125
LOC285735	-0.982
CTBP2	1.4458
ZMYND11	1.762875
CDH23	0.286583333333333
OR1N1	0.461
LOC400590	-0.25325
PDK1	-2.862625
LMTK3	0.595
USHBP1	0.7618125
ZFYVE21	0.67
hCG_21078	-0.864
OAF	-1.482
WDR41	-0.18925
SPINK6	-0.59
GDEP	-0.107
MEG3	-1.354
OXSR1	-0.651928571428571
RAD51	-1.8645
RPL13A	-0.17325
DYRK1A	0.6014
FLJ25791	1.59525
SARDH	0.4656
RBBP5	1.13883333333333
ORC2L	-0.6605
NCAPH2	-0.905833333333333
RNASET2	-0.747333333333333
WDR79	-0.539666666666667
FLJ39779	-1.10275
C3orf1	0.2915
DDX23	0.398
MGC40574	0.2875
MORC4	1.169
MYRIP	0.770909090909091
LY6E	0.25325
SLC39A11	2.589125
ATP12A	-0.218
AUP1	0.2295
PIP	2.72875
CORO7	-0.803
PITPNM3	0.3045
ENPP1	2.35
PPP1R1C	-1.85866666666667
NRBP2	-0.621
KCNE2	0.4835
P2RX4	2.0485
CCND2	-1.93685714285714
OR5T3	0.185
CUL4A	-0.522333333333333
CFB	3.918
PCP4	-1.81216666666667
HEMGN	-5.39333333333333
UBIAD1	-0.1285
CDC42BPB	-0.3974
CYB561D1	0.7025
RIMS2	-0.881375
ZNF488	-1.2095
RNMTL1	0.806
SART3	-0.180333333333333
CAPN10	-0.762071428571429
CCR5	3.03783333333333
APOA1BP	1.546
NDUFS5	-0.689
PDLIM3	1.194
VPS24	1.1263
SCN8A	-0.110375
C1orf67	-1.4465
MRCL3	0.661333333333333
TMEM145	-2.13725
KCTD16	0.053
RNF149	0.85275
FDXR	0.02
CDCP1	1.55933333333333
PAX3	-2.4202
LASS4	2.13275
HSD17B8	0.23575
YAP1	-0.680125
NNT	-0.7435
SC5DL	-0.115875
DKFZp566H0824	-0.8565
KSR2	-0.276
RAD21	0.98
ST8SIA2	0.30175
L3MBTL3	-0.89025
SNRPB	-0.913
MGC14425	0.33225
MIF	0.474
TAPT1	1.892
IRF8	1.4085
PRO0132	1.336
HERV-FRD	0.8515
ACD	-1.02966666666667
BCL3	1.8035
SPATA13	1.268
MRLC2	0.336375
F2RL3	0.598
CFHR3	1.525
DUSP15	0.215833333333333
TMEM46	0.6665
SF3B4	0.464333333333333
MAP7D3	-1.678
STELLAR	-0.983
SEMA5A	-0.0911
H2BFS	0.097
LRRC28	-0.364833333333333
MORN2	1.102
XYLB	-0.772875
WDR21C	0.237
HIATL1	0.67275
ADAMTS10	0.556833333333333
WDR55	0.00825
MFSD5	1.31466666666667
OR4N2	0.3695
DUSP16	0.994388888888889
NLGN4Y	-2.1068
INHBC	0.09025
NUMA1	0.00725
DEFB123	0.27325
GIPC1	0.5215
MGC27348	-1.3025
FLJ33590	-0.07
FZD1	1.0457
MKL1	0.478166666666667
SAA2	1.233
C1orf94	-1.403
C7orf28B	-0.183
TMEM185A	0.77245
ZZZ3	-0.421
C16orf5	-1.55766666666667
GALNAC4S-6ST	1.9415
C1orf186	1.767
IGFBP4	-0.584833333333333
NDUFA10	0.768666666666667
CLIC2	-1.08475
RNF13	0.897
GPR103	-0.852
CD69	-3.7695
MYOZ1	1.0445
IFNB1	-0.326
CLNS1A	-1.71975
CXorf45	-2.38325
ZXDB	0.7365
FUNDC2	0.46925
GPA33	-0.6365
C9orf70	0.0525
SLC2A9	0.419625
LOC126520	-0.262
MAGEB1	-1.11925
LCE2A	-0.0865
C18orf34	1.3745
FMNL2	-2.104
KRT85	0.6915
CRYGA	-0.1115
GEM	-0.322
THAP6	1.0726
ALKBH3	-0.534
TM6SF2	0.39125
C20orf82	2.78925
RANBP2	-0.119666666666667
LIG3	1.2283
RETSAT	0.59875
OR8S1	0.572
CAST	0.2385
TGFBI	-0.5546
C15orf37	-0.460875
PGM3	-0.359
SLC4A11	-0.8855
FAM123C	0.2075
TAOK1	1.25025
CISH	0.765625
OGDHL	-4.07125
SPINT2	2.6575
ZNF33A	0.0865
CLDN18	-0.0283333333333333
RNF128	-2.029375
CCDC71	-0.8295
RASSF6	1.215
HSPG2	0.509
ATP6V0E1	1.654625
ABHD6	-1.2265
CD274	0.5365
GCNT1	1.71275
NT5C1A	0.480166666666667
TM4SF5	-4.1685
C21orf58	-1.904
SUCLA2	-0.6855
RFTN2	1.94
SCNM1	0.56925
SLC9A10	0.5435
FUNDC1	0.12875
SLC35F4	-1.2065
AMD1	-1.0235
COL6A6	0.94275
OR4K2	0.824
TRIB2	-1.72366666666667
LOC91461	-3.21125
GHSR	0.367
ATP8B1	1.1105
C1orf78	1.71533333333333
RNF183	-1.516
STX4	0.3367
TPPP2	-0.411125
MYBPHL	-2.003
TXNDC6	0.3543
C9orf47	0.5385
FAM137B	0.2785
FANCB	-1.355
C11orf9	-1.81425
DPY19L1	-0.76075
VDAC2	-0.279666666666667
VHL	-1.4425
LMBR1	-0.01575
C8orf44	0.034
ZPBP	0.50425
FGF23	-1.4305
C21orf67	0.87775
PCNT	-0.828875
BCKDHB	-0.6818
GALNTL5	-0.0275
BET1	-1.01925
ARL13A	0.0885
HDAC6	-0.75575
N4BP3	1.69016666666667
OTOP1	0.304833333333333
TTC30A	2.035125
CRISP1	0.0125
KRT32	0.595
VSTM1	-0.0265
ZNF622	0.15675
POLR3B	-0.2131
DNAJC10	-0.03525
C12orf54	0.8
ADIPOQ	0.137166666666667
RIT2	-0.2055
CD44	-1.09875
ABCA3	1.412875
RPS17	-1.292
FEZF1	-0.288
PCDHB15	0.7765
KCNMA1	-1.40490909090909
CCDC116	-2.278
C15orf27	-2.4495
NARG2	-0.143125
ITGA5	-0.506
MEFV	0.72
TUT1	-0.347375
LOC541473	-0.425
NMBR	0.0455
GLT1D1	-2.8815
ABCB7	-1.27075
PFKP	-2.782
C9orf91	1.6108
LRRC41	0.0396666666666667
C1orf85	0.761833333333333
ATP5F1	-0.91625
STOX1	0.962
GFOD2	0.18825
SLC25A3	-0.348875
ZNF646	0.0953
ZAR1	-0.6995
OSTbeta	-2.7045
GALNT3	1.649
IFT122	1.44933333333333
LDB3	0.27
GARNL1	1.07628571428571
HOMEZ	1.3085
LRRC6	3.59875
ANGPTL5	-1.28475
UBAC1	-0.07125
DLEU7	-0.49775
RPL19	-0.117375
TOP1MT	0.122166666666667
LOC643641	0.222875
MBD3L2	0.24
NTSR1	0.206666666666667
WISP2	-1.92725
GPSM2	-1.382375
RDH10	0.695
PRKCG	-0.4055
HIST1H4J	1.6255
MON1B	-0.0565
MLF1IP	-1.293
ZNF446	0.936625
COL4A5	0.106
SLC26A1	0.504571428571429
RGN	-0.157
CCNB1	-1.74625
C9orf165	-0.26375
CCDC28B	-1.26175
CCDC97	0.582
FGR	1.11925
MSRB3	0.6986
EPN2	0.55525
COX15	0.181833333333333
KCNK6	-1.1857
XK	-4.70325
GDA	-4.869875
HEPH	-0.55525
THRAP3	0.721875
MET	-2.0135
PHYHIP	0.36925
LYAR	-1.82866666666667
ING3	-0.245
AK7	-1.95
CCT8L2	0.047625
COPS7A	0.180333333333333
WSCD1	-1.33675
RNF185	0.7945
TNS3	0.34075
KNDC1	-0.551666666666667
RWDD4A	0.185
MED13L	0.6945
ZFYVE1	0.829
C7orf44	-0.895833333333333
MRPL1	-0.6815
STGC3	-1.26475
TEAD1	-1.047
RPL7A	-0.294571428571429
ARL6IP1	0.4328
C1orf178	-0.3075
CTAGE5	1.068
TMEM184A	0.372666666666667
SLC25A14	-0.275
CACNG5	0.442
ATXN10	-0.0661
ECH1	0.3217
CCL22	0.359
CYP2F1	-1.57933333333333
GADL1	0.471
TMEM19	0.4639
RUNX3	-1.115
EFNB1	-0.423166666666667
LIPN	0.535
ACSM3	-4.6655
SIGLEC8	1.286
ASCC3L1	-0.21475
NOL8	-0.090875
RELT	-1.639
Magmas	0.214
PPP1R15B	1.2342
C11orf2	0.452
VKORC1	-0.288833333333333
MGC26647	0.33525
TRPM6	-0.303666666666667
UGT2B7	-4.2635
FEV	0.0355
FOXK2	0.0137
PDCD5	-1.34716666666667
SLC8A1	1.5231
DGUOK	-0.474833333333333
CLDN16	0.1595
GAGE1	-1.3165
RBM17	-0.313
C1QTNF3	1.58975
VGLL3	-0.68
UNQ5830	-0.0355
CD1A	-3.9165
SCGB1C1	-0.123
SUPT4H1	0.016625
TRAF5	0.84125
ASAHL	0.684625
FAM73A	0.828833333333333
OR6B1	0.7025
WHSC1	-1.16825
GFPT2	-0.265
LOC339809	1.05775
STARD5	0.446416666666667
SIP1	-1.4455
DNAJC15	0.36525
STAU2	1.6803125
FAM98A	0.206875
RAD23B	0.172125
LRRC33	-0.80425
CHRAC1	-0.09
C21orf89	0.55175
C19orf43	0.3505
KLK8	-2.33416666666667
CCNE1	-2.055875
PKDREJ	0.0596666666666667
SSU72	0.1255
C17orf73	0.372
GPR78	1.6235
WHSC1L1	0.1084
GSTA2	-2.5475
SMUG1	0.710333333333333
UFM1	-0.1007
AP3M2	2.24791666666667
USP14	-0.787875
FBXL14	0.13
DSTN	1.272
SFRS14	-0.19075
FBXO31	-0.921666666666667
C12orf40	-0.228
FRS2	1.3975
NR2E3	0.503
TUBB2C	-0.2235
GMPR	0.156833333333333
C9orf139	-0.1725
ING5	-0.6445
LOC730092	-0.2865
ORM1	-4.76775
RP11-11C5.2	-2.035
HSPD1	-0.1395
PIWIL3	-0.09325
C5orf13	-0.2814
OR5R1	0.721
LCOR	0.45075
PLEKHA9	0.0105
CCDC43	-0.077
ZNF232	-0.09
SLC6A7	0.4845
ADH5	-0.696416666666667
SHBG	-0.405666666666667
CROCCL2	-0.4295
PANX3	0.148
CDIPT	0.3635
SLC16A5	0.34375
TUBB	-0.7930625
TOR3A	0.4465
PREP	-0.3225
ENTPD8	0.300857142857143
CHMP1B	0.04125
SYT12	1.7845
MYH6	-1.9011
MAP3K13	1.43216666666667
KLHL30	0.283833333333333
LCMT1	0.313875
EIF1AX	-0.220416666666667
FOXD4L1	0.8225
SLC24A5	-0.1135
RNF166	-1.2297
TJAP1	-0.03775
TMEM156	-1.05633333333333
ZNF239	1.4215
SNX19	0.3439
GKN1	-0.03375
FCN1	0.822
C1QL1	-1.468
ATP11C	-0.486625
ZNF35	0.94275
CARD8	-0.455
LIMD1	-0.619
KIAA0286	-1.354125
XRN2	-0.3205
CD6	-0.372166666666667
TOX3	1.3435
ZSCAN4	-0.332666666666667
RSRC1	-0.3975
COG1	0.86725
PTRF	0.4709
C16orf35	-0.613875
FBXO24	-0.2195
CHST11	-1.1645
THRB	0.4382
MYBPC1	-0.192
RNF39	-0.496166666666667
PSMD11	0.099
ALAD	1.44883333333333
EN1	0.57925
SLC9A9	0.14975
GSTM4	-0.4672
CDC42BPA	0.633473684210526
RCSD1	-1.74975
LUC7L2	-0.2927
SPTBN1	0.0121
LOC146167	-0.188
BAT5	0.8678
ZNF452	-1.28725
LSM4	-0.466625
SRP72	-0.0442222222222222
SGK269	0.165083333333333
MTX1	1.14875
CENTA1	0.2225
UNQ9433	-0.0695
ATR	-0.41525
DDX49	0.413
PAQR8	-1.64316666666667
C14orf174	0.512
GBGT1	-0.45625
THAP1	1.42925
OR10K1	-0.177
RASIP1	-1.26316666666667
DPYD	-1.1284
DOHH	0.197
C18orf45	0.93975
POF1B	2.4269
ZNF552	2.8755
USP32	-0.511375
MED27	-0.0945
C14orf149	-0.648333333333333
PRDX4	-1.11133333333333
ABHD12	0.0295
AGT	-4.5885
SLC22A14	0.17475
C1orf58	0.8855
PILRA	-1.43825
ABCF2	-0.34125
C17orf85	-0.0173
TKTL1	-1.37425
FGF1	2.4538
IL6R	-0.991333333333333
VPS25	0.586
CHRNB2	-0.321
COL7A1	-1.8707
LRRC48	2.80166666666667
SPG20	0.834
COX10	0.41125
GCA	-0.36775
ECEL1	-0.2985
GLG1	-0.22
SRD5A2L2	0.13425
MUTYH	-1.514625
ZNF70	0.25925
L2HGDH	-0.4605
GPATCH2	1.33525
ZNF655	-0.730625
ZNF227	-0.0811666666666667
MCOLN2	-0.407333333333333
NQO2	0.023
KCNQ5	-0.0415
NEU1	1.2775
QRICH1	-0.22925
ZBTB20	1.02816666666667
RPUSD3	-1.3355
EPGN	-0.548
TSN	0.0904166666666667
SPRY2	-3.17483333333333
LZTFL1	-0.778875
GMFB	0.08025
PBEF1	-1.344
HBG2	-1.96775
TMEM8	-0.0335
PALM2-AKAP2	-1.13666666666667
NFYA	1.372
FAM108A1	0.929
PBLD	1.06625
NRG4	-2.364
PIGF	0.2415
PTGER1	1.01625
NOS2A	0.327
C21orf34	-0.461
C21orf51	0.19125
IL17C	-0.103
TRMT6	-0.639
ETV2	0.3975
CCDC109A	0.2705
MYLK2	-1.363
ATP10A	0.81
DPH4	-0.93275
C5orf5	-0.204666666666667
KCNA4	-0.146666666666667
NMNAT2	-0.299833333333333
GLYATL2	2.6225
LSMD1	1.381125
IL23R	-2.075
NRF1	0.1775
MUC15	-1.8765
PRDM12	-2.436
PAQR4	-0.882857142857143
RBBP6	-1.7703125
IFI27	3.91925
SKAP2	-1.03266666666667
TAGAP	1.109125
TJP3	2.062
C9orf61	1.91625
IDS	-0.779571428571429
PARG	0.09325
LOC131149	0.283
DYRK4	-0.127333333333333
MICALL1	0.013
GALR2	-0.2405
GPBP1L1	-0.275375
TBX21	2.03225
KCNJ6	0.292
GGN	0.71375
CASP5	0.136333333333333
RNF182	-4.7565
BRD4	0.39
DOK4	-1.5365
SLC46A2	0.161833333333333
SOX9	1.0455
ZNRD1	-0.469
PRR6	-3.563
FAU	-0.19475
DTNB	1.69866666666667
CARD9	-0.43775
STS-1	-1.14016666666667
SLC4A5	0.149625
NSBP1	-2.401
UGCGL2	-0.255916666666667
POTE15	2.744
NOXA1	1.2235
RP13-347D8.3	0.43375
SAMD10	-0.525166666666667
EP400NL	-1.9435
TCF21	-0.55275
AMELX	0.00699999999999998
JPH2	0.7979
SLA	0.91775
DLST	-1.36166666666667
SEPT12	0.21225
RGS20	-4.1215
LXN	0.630166666666667
ZNF419	0.489
UPK3B	-0.0953333333333333
RELL1	0.9515
ESPNL	-0.5475
KLHL21	-0.7995
PI15	3.0305
C2orf61	0.074
LOC407835	-0.100166666666667
RER1	0.00616666666666666
ELAVL2	0.0295
MGC26718	-1.9735
KLF2	2.02975
TNFAIP8L3	1.19758333333333
TFE3	0.252
C11orf17	-0.496625
15E1.2	-0.72
SNRPC	-0.70075
DLGAP1	0.235
PGLYRP1	0.313
OVCH2	-0.1435
IRF7	1.6423
SET	-0.6629
NAB2	-0.873
LRP5L	-1.49075
FAM120A	1.09425
ASCL2	0.511166666666667
SHH	0.1105
ATP5H	0.079
THPO	1.34416666666667
TYRP1	-4.05416666666667
HIST1H3E	1.236
EIF2S1	-0.768277777777778
TNFRSF17	-1.54666666666667
TARSL2	0.82475
NKX2-8	0.63675
C1orf115	0.72875
LOC56964	0.4855
KIAA0841	-0.858
ISCU	-0.161
TTMA	0.186
ZNF414	0.258
LOC441150	0.7595
RAB15	1.118
HBP1	1.09833333333333
TNNT2	-0.330833333333333
CECR5	-0.57625
PHGDH	-2.819
JRK	0.4128
XPO4	-1.084875
FAM131C	1.189
ARHGAP25	0.7
CA9	-3.56288888888889
GPR62	0.470166666666667
TLX1	-0.307666666666667
GPS1	0.281
OR2M2	0.429
BDP1	0.1785
FAM70B	1.06375
RPS29	-0.50775
MKLN1	0.0921
TSPAN19	-2.26175
SLC29A3	0.9977
LGALS4	-0.544333333333333
USH2A	-0.0656666666666667
NF1	0.551333333333333
APOBEC3A	-0.6705
IMPAD1	0.2395
OLR1	1.80233333333333
NRAP	-0.5325
HCFC1R1	0.835666666666667
TAOK2	0.042
MCM10	-1.78383333333333
MAP4K3	0.6765
CBS	-2.366125
CLK3	-0.8317
PCDHGA5	-0.194
ELF4	-0.317375
FAM71A	0.11375
C11orf49	0.0885
CLIP2	-0.847
BTBD9	0.6338
ZNF524	1.8815
KDELR1	0.359166666666667
ZNF509	0.126
NCSTN	1.874
ZNF533	0.592214285714286
PARP4	-0.495125
GALNT9	-0.193166666666667
NPY	-2.47125
BEGAIN	-2.69583333333333
TMEM77	-0.257666666666667
FOXRED1	-1.5165
SLC16A2	2.438
SLC35B1	0.171
GK5	-0.551
SDCCAG10	-0.75675
C4orf20	0.19275
SLC9A2	1.2895
ADD1	0.945428571428571
TAL2	-0.365
ACLY	0.019125
DNAJC1	1.314
SOST	-1.0515
USP43	1.73566666666667
CYP4F12	-1.205
FKBP5	-1.37825
CHCHD5	1.7189
NUDT22	0.151
CCDC85B	-0.886
OR51G2	0.706
STRN3	1.14578571428571
TMOD2	0.671
FLI1	-0.45375
MAB21L2	-0.804166666666667
DGKQ	0.50375
VPRBP	0.140333333333333
SCNN1B	1.4968
ECHDC3	2.1206
TMEM106C	0.4685
CSNK2A2	-0.793
RPL39	-0.1327
HERC3	-0.0231000000000001
ZBTB47	0.0501666666666667
ZNF681	-0.81275
PAGE2	-2.72
CLIC5	1.82021428571429
RABAC1	1.5515
ZFHX2	1.48
YPEL1	1.65733333333333
KIAA0776	0.049
NR1D2	-0.7475
DNAJC4	0.56825
NPNT	4.0531
ZNF677	-0.1895
ZNF536	0.35775
MEF2B	-0.00366666666666663
PTPN4	0.025625
CTCFL	-5.1975
STX5	0.967166666666667
CD72	1.2865
VEGFA	-0.495631578947368
XRCC1	0.0526
MAS1L	0.462166666666667
ELL	0.2984
SETBP1	-0.9105
CDH11	2.70816666666667
NDC80	-2.63538461538462
DMBX1	-2.178
NRSN1	0.3095
BAT2D1	0.523375
CDS2	0.858166666666667
C1orf212	-0.311333333333333
SENP3	-0.112875
IL1F9	0.0525
EEF2K	-0.443375
COG8	0.45575
CEP72	-2.92025
OR1L8	1.1295
MUS81	-0.635833333333333
PHYH	0.874875
GGT6	1.87483333333333
C22orf23	-0.99425
C13orf33	1.62575
MAPK8IP2	-0.01475
NELL2	2.6505
POU3F2	-3.05683333333333
ALPK1	1.025125
MRPS18C	-0.889
RPLP2	-0.899875
FGF22	-0.081
SPNS1	-0.015
ZFP1	-0.8545
IL1RAPL1	-1.00775
PCSK9	-3.342
NKX2-1	-0.479142857142857
C6orf189	0.66125
SP4	-0.119
SLC11A1	1.1341
C21orf25	1.50566666666667
ICAM2	-0.097375
SH3GL1	-0.155166666666667
GSK3B	0.220666666666667
RALB	0.940875
PDXP	-1.85766666666667
GNGT1	2.010375
KIR2DL1	0.218
TNFAIP3	-0.00558333333333335
C6orf32	-0.535
CBLN2	1.877
PANK3	0.968875
TAAR9	0.363
WDR82	-0.195571428571429
APOM	-4.210625
TRIP10	-1.186
SPATA16	0.475666666666667
C1orf135	-2.215
USP51	0.5805
TESK1	1.49575
C11orf64	-0.170375
ZNF611	0.6205
PDE6G	0.098
HLA-DQA1	1.189625
GCLC	0.235125
SEC61A1	0.347928571428571
TWSG1	-0.304333333333333
ZMYND10	1.5315
CTDP1	-0.018
ADAMTS6	-0.111
SLIT1	-1.56575
KRT86	0.0445
KIAA0574	0.17025
GTPBP2	-0.5526
PQLC3	0.7475
PRRX2	0.244
C15orf44	0.565333333333333
MKKS	-0.128375
C11orf10	-0.196
GPR110	1.17575
CD109	-1.46691666666667
ADCY1	0.0651666666666667
RHBG	-3.218
TP53I3	-0.390875
SLC22A3	-1.5796
UCP2	0.148
FOXG1	-1.93683333333333
OR2AG1	0.128
TRIM24	-0.564
PROC	-3.0995
TAAR6	0.01925
AMTN	-1.746
C10orf47	0.52
DEPDC1	-2.3465
FLJ45557	3.0175
ZDHHC17	0.1946875
KIAA1429	1.83333333333333
KCNH1	0.488
VNN3	-0.058125
PSMAL	1.21025
PPARD	0.39275
HFM1	-1.984
YBX1	-2.6495
ZNF695	-1.80775
SCTR	-0.112666666666667
DCDC1	-0.982
VPS26B	-0.031
MTF2	-1.27883333333333
ATP6V1F	0.5365
CCDC94	0.4305
PERF15	0.048
CCL11	2.3125
LMO7	-0.892125
DCST1	0.528
ADRBK1	0.623375
CDRT4	0.13375
ZNF84	-0.39825
HOXD8	2.043
STARD8	-0.630666666666667
FOXP2	-0.31525
CCDC103	0.56425
POLR3A	-0.0472
GSC	1.59183333333333
ZNF114	-3.00766666666667
HTR7P	0.565
LALBA	0.0925
RMND5A	-0.032
PSCD2	0.98625
ZNF409	0.458
KRTAP1-3	0.203666666666667
MAF1	0.7385
LOC201725	-1.42566666666667
NRN1	-2.023875
SPAG5	-1.57183333333333
DNAH7	1.0355
FLJ43860	0.4935
BRCA2	-1.65475
ACADM	-1.5905
CXXC6	-2.95975
RAGE	-1.356
CHMP2A	1.4865
FAM8A1	0.4782
GPR21	0.7565
SLC12A3	-2.9065
FVT1	0.1555
ZDHHC7	-0.689125
FLJ44048	0.1325
SLC44A3	2.08216666666667
SDSL	1.12383333333333
MMP8	-1.03475
PLA2G12B	-2.9735
ACY1	-1.262
MT1E	-0.361166666666667
OR4K15	0.744
TECTB	0.0905
GPR20	0.60575
IRAK2	-0.66625
RFPL3	0.125125
MYO9A	0.4705
NARG1L	-0.653083333333333
BLMH	-0.202125
CCDC3	2.02583333333333
C9orf21	-1.28466666666667
KIAA0513	-0.176666666666667
MIER2	0.308
PNMA2	-1.60641666666667
SH3BP2	0.9564
ANXA10	-0.88975
RTN2	-0.815
TFB1M	-1.678
PRPH2	1.538
C14orf133	0.245
GOLGB1	1.48166666666667
IRX4	0.763875
NFKBIL1	0.558333333333333
C10orf62	-0.0125
APBB3	-0.166
RPS10	-0.1594
LOC728378	2.05
TLE3	1.06155555555556
PSMB7	-0.308125
MESDC1	0.348
SLC6A1	0.813
OCLN	2.27058333333333
PTTG3	-1.6385
NAGLU	0.66525
SERTAD4	1.68525
SPRY1	0.8175
FLJ10781	0.15325
MYSM1	-1.53675
TRIM4	0.357214285714286
SH3YL1	1.093875
TREM2	3.2935
SERPINI1	2.932
HDHD3	1.174125
TMEM38A	0.14725
EID2B	-1.16875
TDRD3	0.131666666666667
SEDLP	0.4385
THSD7A	2.00383333333333
NDST3	-1.98425
KLHL15	-0.518
DHRS12	1.5935
FBXO9	0.0159285714285714
TNPO1	-0.110333333333333
MRPL13	0.394666666666667
SNX5	-2.6565
METTL6	-0.98775
SOD1	-0.024125
CHML	-1.265
PACS1	1.073125
SIRT5	-0.5673
CAPN2	-0.171333333333333
FXYD5	-1.1525
TWISTNB	-0.8945
LRFN1	0.373833333333333
UBE1L	1.477625
UBE1C	-0.60375
OR51B2	0.1785
OR4D11	0.639
C15orf2	-0.137
NR4A1	-0.0205
LOC339047	-2.93175
TRIM17	1.660875
ATP5G3	0.0917142857142857
RPL15	-1.27608333333333
ADAMTS8	-1.14175
HOXC4	0.038
C14orf37	1.9405
CEACAM5	0.77675
MYT1L	-0.6815
RASA2	-0.067
OSBPL7	-0.99
STAG1	-0.121
GIMAP4	3.73716666666667
FUT3	-1.04783333333333
PIF1	-2.793
LPIN2	-0.0478
SH3PX3	0.58975
PDP2	-0.54075
PAPD1	-0.141875
ERP27	1.6975
APOOL	0.3292
DIABLO	0.403
TRHR	0.261125
ARMC9	0.357
RNF152	2.39825
SLITRK3	-0.146166666666667
ZNF211	0.1212
PFDN1	0.360375
RGS11	0.978375
HS6ST1	1.1038
AKR1D1	-0.66225
TNP2	0.4605
STK31	0.8175
EML4	-1.52033333333333
SGTA	0.0645
HIST1H2BI	0.646833333333333
PSMD6	-2.37633333333333
KIAA1257	2.3555
C18orf55	-1.35183333333333
FLJ20273	2.766
RPL28	-0.8795
EPYC	2.475
NOX3	-0.2435
ELAC1	-0.544666666666667
METT11D1	-0.49475
BIN2	-0.816333333333333
NACA2	-0.75625
CCDC17	-1.42025
HM13	-0.1437
UBOX5	-0.19875
UBE2O	-0.37775
UBL5	0.4805
APOLD1	1.20575
C9orf31	0.14275
TNFSF8	0.744
ARHGAP29	0.267125
PROKR2	0.035
PDE5A	2.91433333333333
C6orf12	-0.3415
TOM1L1	0.492
WHDC1	0.0565
FOXI1	0.994166666666667
RAB4A	0.7814
TMEM39B	-0.812
ATPBD1C	-1.08175
FARSA	-0.444
PLEKHG5	0.1975
CMAS	-1.166
OR7E24	-0.8085
SLC30A1	-0.309
CDC42EP5	1.15583333333333
PLAC1	-0.4145
KLHL18	-0.185166666666667
LBA1	0.9532
TAZ	-1.162
CRIP2	2.34875
BTBD11	-0.8275
C16orf72	0.35975
DIO2	1.7711
LRRCC1	0.983166666666667
CCDC136	-2.3935
PRX	0.0295
RBM5	-0.6678
TMEM85	0.83
TUBGCP4	-0.161166666666667
APLN	1.37025
CDK7	-0.2415
SSR2	1.295
CRELD1	0.2625
C19orf46	2.41675
GAL3ST4	0.0791666666666667
KBTBD10	0.69
IL28A	0.751
WDR27	-0.693
MCM2	-1.303
SOX14	0.112
FLJ39743	0.3065
KIAA0922	0.8315
HIPK4	0.579
FLJ25758	0.6545
C16orf57	-0.977083333333333
PDZD2	-0.07575
MCC	1.261
HHLA3	-0.5149
ID2	0.4015
C20orf23	2.042
ZNF688	1.1875
APOC2	-2.12433333333333
LOC440093	0.15625
FAM50B	2.02566666666667
PWP1	-0.8975
DNAH10	-0.18425
HIST1H2BA	0.01525
GPR56	1.55683333333333
METAP2	-0.8125
PAN3	-0.0921666666666667
STXBP4	0.270875
PDHX	-0.381
MTA1	-0.0889166666666667
ZBED4	-0.740125
ZNF720	-0.31025
CDK2	-1.498625
RHOJ	0.34175
CDC37	-0.4275
ZER1	0.794375
GRK4	0.08725
PRPH	-0.32775
POLR2A	0.245375
OGFOD1	-0.96625
NOL5A	-1.1235
PHEX	0.4235
FLJ16478	0.03425
C20orf117	-0.349375
CAMTA2	0.51725
C11orf74	-0.646666666666667
DDX17	0.242916666666667
C5orf27	0.32425
PLEKHA2	-1.154
PDE4DIP	0.3082
SCN7A	-0.2985
ZNF559	-0.809333333333333
CXCL10	3.41375
ZMYM4	-0.225166666666667
STK32B	1.378
KIAA0888	-1.2926
TACR3	1.2795
CKAP2L	-0.924
KIF1A	-1.856
RSPRY1	0.17925
VCAN	1.58525
CYP27C1	0.415
SYDE1	-1.37416666666667
MED12L	-0.756
ZDHHC21	0.473
NHS	-0.9905
TM9SF3	1.4605
