Hybridization REF	TCGA-AN-A04C-01A-21R-A034-07
SH3PX3	1.597
PDP2	-0.22175
PAPD1	1.038
ERP27	1.522
APOOL	0.2067
DIABLO	0.019
TRHR	-0.035875
ARMC9	-0.7505
RNF152	4.8965
SLITRK3	-0.139166666666667
ZNF211	0.2031
PFDN1	0.435125
RGS11	0.17875
HS6ST1	0.8223
AKR1D1	-0.34525
TNP2	0.315833333333333
STK31	2.898
EML4	0.112166666666667
SGTA	-0.385833333333333
HIST1H2BI	0.4745
PSMD6	-2.28083333333333
KIAA1257	2.3895
C18orf55	0.122666666666667
FLJ20273	2.257625
RPL28	-0.0291666666666667
EPYC	0.7845
NOX3	-0.0055
ELAC1	-0.665833333333333
METT11D1	-0.5155
BIN2	0.700666666666667
NACA2	-0.12225
CCDC17	-0.52125
HM13	-0.3151
UBOX5	-0.00162499999999999
UBE2O	1.020375
UBL5	-0.03
APOLD1	1.318125
C9orf31	0.389
TNFSF8	-1.289
ARHGAP29	-0.706875
PROKR2	0.638
PDE5A	-0.361666666666667
C6orf12	0.766
TOM1L1	0.5655
WHDC1	0.347375
FOXI1	0.244333333333333
RAB4A	0.7396
TMEM39B	-0.5595
ATPBD1C	-1.98675
FARSA	-0.764166666666667
PLEKHG5	0.87925
CMAS	-0.7775
OR7E24	1.058
SLC30A1	-0.57175
CDC42EP5	1.54683333333333
PLAC1	-2.76825
KLHL18	0.166083333333333
LBA1	0.1271
TAZ	-1.19575
CRIP2	1.32575
BTBD11	-0.0511666666666667
C16orf72	0.16925
DIO2	0.4617
LRRCC1	-0.0686666666666666
CCDC136	-2.201
PRX	-0.098125
RBM5	-0.6595
TMEM85	0.018125
TUBGCP4	-1.0605
APLN	0.313875
CDK7	-0.576666666666667
SSR2	0.106583333333333
CRELD1	-0.51275
C19orf46	1.98775
GAL3ST4	-0.0206666666666667
KBTBD10	1.4295
IL28A	1.037
WDR27	-1.5815
MCM2	-1.05516666666667
SOX14	-0.6635
FLJ39743	0.2285
KIAA0922	0.34325
HIPK4	0.8955
FLJ25758	-0.198
C16orf57	0.00733333333333333
PDZD2	2.76025
MCC	-0.965
HHLA3	-1.0464
ID2	1.47475
C20orf23	2.11475
ZNF688	0.47075
APOC2	-1.2845
LOC440093	0.7745
FAM50B	0.9535
PWP1	-1.3035
DNAH10	0.06675
HIST1H2BA	-0.20275
GPR56	1.839
METAP2	-0.774875
PAN3	0.423833333333333
STXBP4	0.40775
PDHX	0.1955
MTA1	0.342083333333333
ZBED4	0.640375
ZNF720	0.97
CDK2	-1.521875
RHOJ	0.0675
CDC37	-0.873833333333333
ZER1	0.258125
GRK4	-0.019
PRPH	-0.23575
POLR2A	0.330125
OGFOD1	-0.073
NOL5A	-0.77525
PHEX	0.523
FLJ16478	-0.012
C20orf117	-0.461375
CAMTA2	-0.35525
C11orf74	-0.2
DDX17	0.271166666666667
C5orf27	0.2405
PLEKHA2	-1.4886
PDE4DIP	-1.5232
SCN7A	0.383666666666667
ZNF559	-1.27033333333333
CXCL10	3.5415
ZMYM4	0.984833333333333
STK32B	-0.422533333333333
KIAA0888	-3.5725
TACR3	1.868
CKAP2L	-0.08425
KIF1A	-0.327
RSPRY1	0.687
VCAN	0.25675
CYP27C1	0.271
SYDE1	-1.41583333333333
MED12L	-0.463
ZDHHC21	0.68
NHS	0.4355
TM9SF3	1.69516666666667
DDHD1	0.39475
MAFG	-0.0804166666666667
BICD2	-0.205
C14orf119	-0.383666666666667
C14orf43	0.362142857142857
CDH7	-1.05875
ALKBH5	-0.6195
JUP	3.770875
TMEM41A	0.914166666666667
MAMDC4	-0.902666666666667
CBX3	-0.90125
LRRC18	-0.226
RBMXL2	-0.0285
PLA2G4D	0.434833333333333
FGF13	2.24775
KIF3A	-0.167833333333333
PDIA6	-0.9085
DCXR	1.9435
CASKIN2	1.2415
EHD1	0.687666666666667
MARCKSL1	1.558
ZNF496	0.393333333333333
SCAF1	0.642833333333333
KCTD8	-0.13175
TRAF3IP3	-0.131571428571429
LSR	2.43125
CXorf1	0.02925
C14orf112	0.353833333333333
EIF2B1	-0.73525
OMP	0.529
GSTZ1	-0.7355
LOC92017	0.922
ISLR2	0.8085
C12orf36	0.618
GATA2	-0.602833333333333
GABRA5	-2.528
CELSR2	-0.585142857142857
STAM2	1.7585
TNAP	-0.749
PTPMT1	-0.546333333333333
GRP	1.1675
SV2A	-1.2398
MAGEA12	-4.58125
CACNG1	0.1765
C18orf19	-0.6435
GSG1	-0.0321666666666667
PTPRJ	0.521928571428571
FRMPD1	1.8945
ZNF668	0.7495
PLEKHJ1	-0.287875
ADAT1	-0.5664
TMEM50A	0.1148
UCN3	0.546
HOOK1	1.4905
IL17B	0.179
MLKL	-0.971666666666667
TTC14	-0.599666666666667
KLHL5	-1.649625
CRYL1	-0.456666666666667
FOXH1	0.404
NFYB	-0.553375
PPM1G	-0.1405
GOLGA2LY1	-0.126
NMT1	-1.019375
HADHA	0.0928
CHSY-2	0.96275
PLEKHF1	-0.582642857142857
SAGE1	-3.0675
MUSTN1	-0.61575
SUHW4	1.46125
TFEB	0.891166666666667
ZFYVE27	-0.3465
ATG12	-0.776333333333333
BMI1	1.05771428571429
ZIM3	0.51825
MYH4	-0.339
MASP1	-0.910833333333333
KIAA0984	0.20675
RPAP2	-0.1295
ASB5	0.746
BOLA3	-0.519
MIA3	0.962333333333333
KRT35	0.452
KIR3DL3	-0.2765
MRPL51	-0.4255
SEMA3F	0.658
NDUFB2	-0.0215
LOC253012	0.316666666666667
FAM46C	0.2451
G6PC	-1.83957142857143
CSAG3A	-4.79033333333333
PREX1	-0.992
SLC25A45	-0.342
MAPKBP1	0.1562
CPE	1.1092
GNB1	-0.081375
CXCR6	1.0845
TRIM46	0.3095
C16orf3	0.333333333333333
HPSE	0.101375
TIGD3	0.168
SPG3A	0.32475
LCAT	-1.74316666666667
ST6GAL1	-0.887222222222222
POMC	0.34475
FLJ36031	-0.00733333333333333
NSMAF	0.4465
SKIL	1.068
ADSS	1.28733333333333
HMGCS1	-0.7433
POLR3F	0.236
RAB10	0.695875
ZNF277P	-0.739
ZBTB7B	1.067125
DHRS1	0.18725
ABCC13	0.385571428571429
CNOT3	0.6785
NFKBIA	0.496
GAK	-0.790666666666667
SFT2D2	1.14716666666667
HOXA6	-0.634
CRTC1	0.519125
LY6D	-0.663666666666667
C20orf72	-0.243
CPT1A	1.8095
LMO1	-1.607
EIF3I	-0.09125
PRB4	-0.00525
MCM3APAS	-0.704625
C20orf132	-0.6078
FOXF2	-4.24425
S100A12	0.7345
MLH1	-0.8465
ACTN1	-0.1393
MRPL36	0.594333333333333
C20orf106	-0.77275
FBXO6	1.55066666666667
MKS1	0.1265
CX3CR1	-2.904875
PDE1B	0.8265
PLP1	-3.20575
KISS1	-0.504166666666667
C14orf2	0.17
TBC1D3P2	-0.9565
COMMD6	0.5499
ANKRD7	-1.37825
PTCHD1	-1.35816666666667
NARS2	-0.81025
DOCK7	-0.018875
FAM127B	0.03425
LOC390243	-0.362666666666667
N6AMT2	0.026
ZNF391	0.0035
DNAJB14	0.439333333333333
WRB	-0.48625
BPI	0.5298
TTC4	-0.458666666666667
FAM10A5	-0.2075
GOT1L1	0.235375
MAGED1	0.125375
RESP18	-0.4795
WFDC6	3.09775
MT2A	0.505
C11orf56	-0.1985
KIAA1432	1.357
ROR1	-1.818375
HSD17B14	1.0045
ZFAND2B	0.265
SAMD4B	1.49575
HEXA	0.342125
HNRNPU	0.5675
USP39	-0.056625
NRD1	-0.3125
R3HDML	0.6175
FLT4	0.4625
OMG	0.750666666666667
OR52N4	0.4575
LOC399818	-0.95925
ELA2	-2.0265
VENTXP1	0.066
RFC5	-1.9795
OR52L1	-0.4145
PAX5	0.053
FBXO2	-0.652
GMEB1	0.821
AKT3	-1.2135
CRB1	0.0530000000000001
CTTN	0.2235
UTP15	-0.5145
HSBP1	-0.276166666666667
PHF11	1.2445
NDEL1	-0.412833333333333
USP8	0.34375
BAIAP2	1.10375
SI	0.6268
ARSJ	0.428833333333333
BAAT	-2.22475
KCNS3	1.14383333333333
LOC126147	-0.125833333333333
TMEM37	-0.52525
C1orf162	2.97733333333333
MBD1	0.0189
ITGAL	0.0915
WDR73	0.0641666666666667
GKN2	-0.486
ARFGAP1	-0.712125
SLC5A8	3.0675
ZBTB40	-0.0769
CYP4B1	1.26783333333333
LYPLAL1	0.046
CHST3	-0.773
MAP3K9	0.5515
BTAF1	0.216166666666667
TFAP2E	0.401
RBM35B	1.93375
LOC441251	0.2205
ANKRD25	-0.561333333333333
UQCRC2	-0.826
MAEA	-0.567416666666667
HYAL1	-2.3675
RNPEPL1	0.468833333333333
CPSF2	-0.259125
PSD3	-1.2243
ABCA13	2.405
AGR2	0.613375
GBX1	-2.292
HDLBP	1.17178571428571
ACY3	0.5655
HECW1	-0.1905
ZNF519	-0.2025
HOPX	3.04
ZNF304	1.373875
OR12D3	0.5565
FKSG43	0.1535
METTL1	0.7045
MFSD3	0.8191
PSPH	-1.31525
CLCA3	-0.624
DARS2	-1.06916666666667
CDC25A	-1.43866666666667
BAIAP2L1	0.60875
B3GNT5	-0.507375
USP29	-0.4945
ARHGEF10L	0.6126
ATOX1	-0.4635
ADAM30	-0.1275
DNASE1	1.24925
STT3A	-0.370583333333333
RAB6IP1	-1.41025
PTN	0.0995
C1orf106	1.19769230769231
HECA	0.906
RNF122	-0.35825
SLC22A18AS	0.743833333333333
GNG8	0.8195
ELP4	0.18025
FAM65A	0.672166666666667
RPL10A	-0.242666666666667
IRS4	3.122
MACF1	0.3252
SEC24D	0.14825
LOC374395	0.254
TGFB2	-0.552375
MDFIC	0.119875
CHRNE	0.514166666666667
PCMTD2	-0.298
ATP6V0D1	0.37
MTA2	0.5255
LZTR1	-0.354833333333333
RAP1A	-0.614
AXIN1	0.507125
POLR1C	-0.19725
TRIO	1.04175
PLXNA4A	-0.596
C5orf33	-0.68475
DEPDC1B	-1.937625
ZNF473	0.0696666666666667
MTM1	0.235875
GPR107	0.12
CSNK1A1L	0.353666666666667
FLJ14154	0.0365
NLRC4	2.92125
ENPP4	1.837
PADI3	1.0445
RNF170	-1.443125
CG018	-1.1915
C16orf7	-0.56475
KCNE1	0.3205
NRM	-1.3215
SLC37A3	-0.661428571428571
TPD52L2	-0.894333333333333
UNC5B	0.234
C12orf12	0.4864
SDHB	-1.1725
CLRN1	-0.62475
NUDT10	-2.1005
UGT3A1	0.54225
FBXW8	-0.58375
RHOF	-0.883625
PTPLAD1	-0.0405
MYO3B	0.59675
DERA	-1.035
TPP2	-0.293
C19orf53	0.721833333333333
GINS3	-1.433375
ST6GALNAC5	-0.4945
CHSY1	-0.42125
MGC15705	0.4425
GPR83	1.0436
EXT2	0.375125
DOLK	0.29775
TUBAL3	2.51975
ACVRL1	1.4708
ABL2	-0.0979166666666667
C14orf156	-0.507833333333333
PTPRZ1	-3.825375
DIP2C	0.690125
LAMP1	0.74475
RXRA	0.4683
MAP3K5	0.18125
ALKBH1	0.195333333333333
PDLIM7	-0.393125
ARL14	-2.4195
SNIP1	-0.323333333333333
TIMP3	1.815
RGS3	0.3925
SPAG16	-0.2206
ABHD4	0.5235
ARHGEF12	0.392333333333333
GLUD2	-0.461
RAC2	-0.9299
UAP1L1	0.697
SLC18A3	-0.0055
YOD1	-0.508666666666667
RALY	-0.222
HMOX2	1.0905
DGKH	1.21
DBNDD2	-0.583666666666667
YIPF4	0.094
THAP10	-1.9755
ZNF513	0.691
HAGHL	1.01
ITGB4	2.02833333333333
CCDC141	-0.2745
YTHDF3	1.472
C5orf28	1.08175
RPL7L1	-0.641875
TMEM30B	0.630928571428571
ANKRD35	-0.8405
DUOXA2	-0.30775
TBC1D5	-1.048875
DFNB59	-0.579
HRH4	0.026
MYO6	1.9012
DNAJA4	3.331
RBM24	-1.5665
CEACAM20	-1.20325
RBM23	-0.464857142857143
NGFB	0.8065
C1orf63	-0.0587
KRTAP7-1	-0.67
PERLD1	3.8935
NPB	1.489
C17orf59	-0.1688
HSPBAP1	-0.72
SLC15A4	0.256625
PRTFDC1	-2.827
OSMR	-2.00442857142857
CYSLTR2	0.522
C19orf25	0.2081
KIAA1797	0.0495
NLRP6	-0.1245
FAM105B	0.6045
SCRN2	0.765833333333333
LRRC58	0.9868
RNF17	0.149333333333333
NEIL3	-1.13
FAM137A	0.40825
SKP2	-2.9
PARVA	0.0266666666666667
PKLR	-0.8585
RNF34	-0.7045
A3GALT2	-0.225
C12orf50	0.908166666666667
SUNC1	-0.700333333333333
FAM102B	-0.794166666666667
CCT2	-1.35025
LRRC37A2	-0.301
ARF4	-0.4735
SIKE	0.071875
C8orf48	-0.249833333333333
MBTPS1	-0.532642857142857
GPSN2	-1.1565
NCF2	2.26825
SLC12A6	-0.24
MRPL48	-0.08925
HMGN3	-0.182166666666667
LRRC62	-0.30925
PAX9	2.49275
FAM55A	0.7745
C20orf42	-3.28216666666667
SCML2	-1.5086
BCL9	0.4695
FAM40A	-0.25375
C9orf41	-0.484666666666667
ZNF774	-0.2875
LETM1	-1.20925
PLXNB1	-0.897833333333333
NIPSNAP1	-0.595875
USP10	-0.571
F9	0.13425
LIPE	1.3435
CNGB3	0.379
C12orf52	-0.26725
PI4K2A	-0.571875
MED8	-0.5065
STAT4	0.6343
FGD4	1.08083333333333
RNF145	-0.862333333333333
WDR32	0.157
CLDN2	0.153166666666667
TCEAL8	0.13825
ZMYND8	0.0533
PDXK	-0.61334375
GATAD2A	0.70225
PTGES3	-0.4915
CCM2	-0.47675
TAP1	0.45825
ZNF670	0.82225
ETS2	-0.130785714285714
C6orf166	-0.297166666666667
PRMT2	0.420857142857143
OR4B1	-0.13
INTS8	1.0085
CCDC102A	0.14575
CCDC83	-1.1735
ITGA1	-0.5402
EPHA5	-1.45866666666667
FAM24B	-1.30666666666667
TSGA10	2.7965
HAL	-2.35666666666667
MYOT	0.28625
SPACA3	0.249
BCL2L2	-0.413666666666667
CUGBP2	-1.708
CCNB3	-0.02775
RNF113B	-0.794
MERTK	-0.96875
BAG1	-1.1345
VPS36	0.44275
ORMDL3	0.6068
C1orf190	-1.2375
ZNF625	-0.21925
CORO2B	-1.71125
ALOX15	0.4335
CST1	0.475
NUPR1	2.11783333333333
CCL7	0.1145
SMCR5	-1.4685
DSC2	3.251
RBMS2	0.38375
GRIK4	0.811
TRIM65	0.4375
TMPRSS6	-0.504428571428571
TP53INP2	0.131
GLB1L	0.957
LOC388284	-0.297333333333333
PUS1	-0.544357142857143
BCL9L	0.537
OLFM1	-1.87183333333333
RET	-1.403125
MASTL	-1.00233333333333
ALX3	0.12625
IL1RL1	-0.1954
ZNF765	-0.3044
C14orf138	-1.15575
SNX10	-1.29016666666667
TAC4	0.202
C1orf64	0.645875
POGK	0.52475
MAPK9	-1.54775
ZNF366	2.91125
C8orf79	-0.0856
CLDN7	2.311625
OR5AT1	1.1875
TRIM37	-1.52525
LRRC25	1.70175
GRHL2	3.2272
TEKT3	-0.503
LASS5	-0.6415
ABCC4	-2.0451
DLG3	2.01225
VGLL1	2.497375
ZFP36L2	1.17416666666667
MFRP	-0.0486666666666667
KIAA1799	-1.0905
FLJ44379	0.1365
PCNX	0.0455
ANXA9	-0.815
CYP4V2	-0.7482
PIK3C2A	-0.36475
SRR	-1.3045
NOL3	0.4755
IFITM2	-0.7975
ARNTL2	-2.8405
ZNF595	-0.868
NLRP13	0.218
ASPH	1.779625
CPA2	-0.051
PVRIG	-1.38433333333333
LEPR	-1.0804
C16orf42	0.206166666666667
SH3BGRL	1.327
FAM77D	-0.2486
FNDC7	-0.3545
C9orf6	0.219166666666667
NOTCH2NL	0.518333333333333
PGBD1	-1.36183333333333
SYNGR2	0.964833333333333
PITPNA	-0.4485625
PRPF4B	-0.2937
SLC43A3	-1.97435714285714
NRBP1	0.001
SLC25A22	0.33225
ILK	-0.819375
SLC22A8	0.528333333333333
MRPS7	0.700375
PITX2	-3.22475
FABP3	-0.908
OR1L1	-0.121
LOC728215	-0.6995
BLID	-1.0325
KIAA1217	2.39723529411765
TFPT	1.51575
AP4B1	-0.99325
VBP1	-1.636
OR1K1	0.5905
MORC3	0.0615
BHMT2	-1.37666666666667
C3orf10	0.410125
FZD7	-0.163833333333333
WFDC10A	0.5705
PMS2CL	-0.411875
CCDC32	0.2435
FA2H	1.48925
ALG13	-1.1265
TTLL7	0.5737
SPOCK3	0.46
SLC13A2	0.938
AIM1	3.78975
GPRC6A	0.589
EGR2	2.94125
MED11	-0.23575
WWC1	1.538
SH3GL3	-2.68225
RIF1	0.489142857142857
PRLH	0.03
VLDLR	1.0465
DBT	0.2105625
C21orf63	1.07875
CGGBP1	-0.935375
KRTAP12-2	0.078
TADA3L	-0.237625
ZBTB16	0.27375
PDGFB	1.21675
RFX1	0.150375
UQCRB	0.7435
LOC133874	1.662
HPS3	-2.17975
LGALS3BP	-1.1823
DKFZP564O0823	1.41385714285714
MRFAP1L1	-1.30825
HOXA10	-1.68883333333333
NGB	-0.241
KIF21A	0.771153846153846
IFLTD1	4.474
LZTS1	-1.1885
ARHGEF3	0.3475
RHBDL3	-1.8695
CSNK1G2	0.225583333333333
ChGn	-0.989
KIAA1244	2.721
GABRB2	-0.147
MGC72080	0.67
CD27	2.79975
EGLN1	-2.4846
PEX13	1.87575
RWDD3	-0.317
RNF12	0.125833333333333
GRIN2B	0.6865
ADAMTS14	-0.423428571428571
DYDC2	-1.3605
ATP6AP1	0.7611
NR1H2	0.529666666666667
PDK2	-0.59075
C3orf17	-0.5445
SLC38A2	-0.108071428571429
SLC25A29	0.78
C15orf29	0.3435
ADAM9	-2.15966666666667
TMUB2	0.617875
GPR176	-0.797333333333333
AGK	-0.4295
MCCD1	0.5815
NDUFA4	-0.7315
TMEM146	0.568
DUSP1	1.064125
UNQ6975	3.623
EMX2OS	1.81025
INSM2	0.455333333333333
LUZP4	0.58325
SETD6	0.5925
P2RY2	3.2665
SLC45A2	-0.7145
RABGAP1	0.927166666666667
UBXD5	0.661375
GPRC5A	1.6557
PAK3	-0.2458
LOC63920	-1.1835
TGFBR1	0.7804
KRTAP6-3	0.17775
SFMBT2	0.0195
CDC42	0.4811875
C11orf35	0.8445
TTLL2	3.617
UACA	0.702666666666667
CD97	-1.4153
SETD5	0.24225
NINJ2	-1.309
PTER	0.876
POMGNT1	-0.34675
KRTAP4-2	-1.014
ECGF1	1.94185714285714
HRB	0.693363636363636
ATP1B2	0.2691
LOC400506	0.64675
COL4A3BP	0.48825
C6orf97	-2.1365
GRHPR	0.02775
TAS2R1	0.2225
SEMA7A	-1.6075
EDF1	-0.15725
ODF2L	0.8838
PCID2	-1.19866666666667
GTF2H4	-0.579
ZCCHC3	-0.45
CGB2	-0.0511666666666667
NEUROD1	1.4765
C20orf75	0.0375
RP5-1054A22.3	0.871666666666667
IFNA5	0.4935
ZNF134	-0.3025
MGC119295	-0.809
ZSWIM6	-1.016
SMEK1	0.559166666666667
PCGF2	0.422
C1orf102	1.228
CYP2A13	0.608
KCNH6	-0.8299
MDM1	-0.858
ALDH7A1	-0.0921666666666667
C9orf75	-0.16875
VDAC3	-1.426625
OR51T1	0.3425
EIF3F	-0.95225
KCNJ10	-0.294
LENG8	0.917
EDEM2	-0.298666666666667
CCNJL	-0.2175
DHX37	-0.5095
CRYGN	-0.63
AATF	-1.132
ZNF630	0.70025
E2F5	-0.0025
WFDC13	1.14533333333333
FTSJ3	0.179
C4orf33	-0.276
LHFPL4	-2.03625
C19orf56	-0.4285
SMAD4	-0.495375
AFM	0.237
G0S2	-0.95625
FCHSD2	0.4608
RRP1B	-0.5417
EEF1B2	-0.316
STAT6	1.1685
ZNF195	0.12
GNL1	-1.18066666666667
ZNRF2	1.29716666666667
PER3	-1.169125
ASB16	0.24875
C10orf10	1.13814285714286
ADCY8	0.7875
C9orf58	-0.376
ARMC10	-0.451333333333333
PSG1	-1.674
DHX34	0.2695
VARS2	-0.100625
NFIC	0.91475
ITPR2	0.22875
AGXT2	0.4316
OR6K3	0.836
H2AFZ	-0.159
MLLT3	-0.602833333333333
COX4I2	1.57925
CCNT2	0.468875
PLK4	-1.030875
NUMBL	0.341166666666667
MED16	0.04175
PLEKHQ1	0.71675
GOSR1	0.472388888888889
BTG4	-0.1255
RPL30	1.21591666666667
IGSF5	0.8385
IGFL2	-0.0833333333333333
ELMOD2	1.7655
SHC3	-1.022
HAVCR1	0.7
DYNC2H1	-1.30925
RNF5	-0.459666666666667
C2orf7	0.2415
NLF1	1.388
KLHL25	1.13525
LRP10	0.0086
KRI1	-0.04625
PUS7L	0.38
MGMT	-0.978
HOXD1	1.95066666666667
CSH1	0.6617
ATG16L2	-1.50425
FLJ44635	-0.174
CHODL	0.4735
EXOSC8	-1.92125
SLC28A1	0.31325
MYO7B	-0.63
SEH1L	-0.0825
MTNR1A	0.295666666666667
TSPAN5	0.572333333333333
CDC45L	-2.341
AMIGO1	0.0580000000000001
ATAD3A	-0.252375
OSGIN2	1.03966666666667
PDIK1L	1.21866666666667
DARC	1.949875
PIPSL	-0.1095
SHMT1	-0.46075
CRISP3	0.408
POPDC2	1.74716666666667
ZRANB2	-0.767
FBXL8	0.571
TRIP13	-0.517909090909091
EIF5AL1	-0.711
POU5F1P3	-4.9035
IL6	-0.537333333333333
CXorf38	-0.0593333333333333
IFNA16	-0.1955
FBXL2	1.55933333333333
BRD1	0.729
STATH	0.6895
FBXO44	0.9515
MCCC2	-0.232
CDC2	-1.1452
C5orf23	-1.97875
IVD	0.227333333333333
C10orf122	-0.80075
MSL3L1	0.6778
MVP	-0.458
EPOR	-1.2673
ZMYM1	0.186833333333333
BCL7C	0.972666666666667
PSTPIP2	0.7653
LYPD1	-2.011375
OR8G5	0.1705
ZP3	-0.8745
BCAS4	0.4345
EDG6	1.5645
ISY1	-0.63775
PRAMEF2	-0.47225
CUL1	0.09875
RNF213	0.3372
CCRK	0.4565
DHX9	-0.113875
C13orf29	-0.708
NCKAP1	1.149
MRPL43	0.482357142857143
XPR1	-0.55575
PKN2	0.7478
PODNL1	0.136
ZNF333	-0.01725
DALRD3	-0.00700000000000001
OPN1SW	0.2405
BTBD6	0.55275
C11orf82	-1.143
OR5P3	0.555
DUSP11	0.0545
L1CAM	-1.71466666666667
NEK11	1.29883333333333
OR7E91P	2.6355
CNTN3	0.503888888888889
CREB3L2	0.773
ZBTB37	0.5685
KIAA1324L	-2.22825
NDUFB10	-0.154
NUDT2	-0.58525
GTPBP8	0.12325
CACNA1D	1.200125
PRKAA2	-1.287
PRDM8	0.5585
MGC16075	-0.533833333333333
KRT14	0.620642857142857
PP8961	0.928857142857143
MRPL18	-1.46425
ABCG2	-3.34375
PACRG	0.39975
BBS2	-0.41025
KREMEN2	1.0165
FBXO21	-0.129
HNRPUL1	1.37741666666667
GRB10	-0.565
CLSTN1	0.839
LMAN2	-0.3845
C17orf61	-0.21375
NIPSNAP3A	0.50625
INSIG2	-1.29016666666667
PCDHB7	-0.599333333333333
STXBP2	-0.217125
CMAH	1.88536363636364
SEMA5B	-0.349
ZNF155	0.392833333333333
COQ6	-0.418833333333333
PRPF4	-0.00725
TSPAN15	1.5436
VN1R5	-0.06575
LATS2	-0.9515
SELK	-0.2515
PGK2	-0.34925
MS4A1	0.32525
TYW3	-0.2635
KRTAP5-1	0.9725
RCCD1	-0.950333333333333
BTN1A1	-0.2895
DDX28	0.30875
TMEM65	2.34975
LOC92345	-0.21275
TTC31	0.0075
WDR46	-0.739666666666667
CHP2	-1.0755
LSP1	0.207
ZNF542	0.9115
EXOSC1	-0.1465
ARHGAP18	-0.906
LRRTM4	-0.224875
MAOB	-0.106
CACNB4	-0.4165
MGC33846	0.539875
RANBP3L	-0.133857142857143
ATP5L	-0.352125
ONECUT1	-2.675
NUDT9	1.3695
TMEM149	0.1745
STX17	1.388
IGSF10	-3.93075
TMPRSS9	1.6885
BMPR2	0.972666666666667
ALLC	0.3575
KLF7	1.591
GCC1	0.9913
TIMM9	-0.4935
CDO1	-1.249
MGC10701	-1.06883333333333
IFI6	0.422666666666667
FRMD8	1.339
MGAT2	-0.86275
WBP5	-1.26366666666667
CNIH2	0.74125
KIAA0907	-1.0325
KCNH8	0.407
CTSG	-2.177
GRIK1	0.3545
CUL5	0.775125
FRMD1	0.3345
OR9A4	-1.495
SYT6	-1.45875
FOXD4L2	0.4055
ANAPC2	0.12
OPN5	0.024
TAF13	0.53075
LYG2	-0.221
GGNBP1	-0.9765
C11orf40	0.641
OTX2	-0.7725
REG4	0.0666666666666667
EIF5	-0.7155625
PALB2	0.29775
SEPSECS	-1.3652
RNASE3	1.97625
TRIM49	-0.828
POLR2K	1.0925
GPR42	-0.3285
C8B	-2.40266666666667
SASS6	-0.23625
PREB	-0.217833333333333
OR3A3	0.439
TUBA8	1.349625
IGLV2-14	-1.48275
STIL	-1.33975
ANKFN1	-0.199833333333333
NME7	-1.9815
HOXC12	3.40075
UBE2C	-0.617875
FHOD1	0.06675
CDK2AP1	0.514333333333333
OR6K2	0.68
DHPS	-1.071
RPL5	-0.643666666666667
TRGV5	0.326
LOC541472	0.20075
HCCS	-0.5702
DENND1B	1.6005
LHX3	0.589
OR5D16	0.182
CXorf57	-1.9476
IRF2BP1	1.693
NDST2	0.483833333333333
LCE3D	0.3515
BOLL	0.572375
SYT3	-0.13725
PIH1D2	0.02925
C20orf7	-0.308
IL1R2	-0.1945
SLAMF9	0.2185
PPME1	0.468125
PIK3CA	0.28625
TRAPPC1	0.087625
COLEC10	-0.583
SLC9A6	-2.3212
PDDC1	0.2505
CCDC53	-0.898
GK3P	-1.284
DAZL	-0.29175
BRI3	-1.17275
SDK1	-1.066875
CYP2C18	-0.2085
IFI44L	2.552
RPL3L	0.9745
FUT9	-0.446166666666667
KIFC2	0.396
PMP2	-0.105428571428571
SLC4A9	0.3705
PLAG1	-2.184
MYCBP2	-0.310333333333333
OR4E2	-0.186
CCDC65	0.27
C16orf82	-0.156142857142857
ENTPD4	-1.3785
BRP44L	-1.2765
PMP22CD	-0.0625
TMCO4	0.893333333333333
KCNN1	-0.770666666666667
WDR35	0.19125
CCDC80	1.562
C3orf31	-0.70075
SLC7A9	0.49425
TMEM190	-1.501
DBC1	0.221166666666667
FADS3	-1.417
PDZD8	1.27383333333333
GRM5	0.509625
AZGP1	4.4844
PEX3	-0.0685
MED1	-0.196071428571429
ATG4C	-2.23916666666667
HNRPH3	-0.544125
FAM109B	1.73175
C4orf17	0.4165
CA10	-0.695
OPRD1	-0.0445
CCL16	-0.905
SACM1L	-0.55275
CST6	4.7655
CD63	0.0439375
LGI1	-0.8165
ZNF784	0.99725
CRYBB1	-0.805
CX3CL1	1.66325
TOP2A	-2.184875
GYPB	-2.407
GADD45GIP1	0.161
FEN1	-0.5045
IGF1R	-1.2445
WDR72	-2.5628
PURG	-1.18783333333333
DEFB126	0.795
PKD1L1	-0.06
CAV1	-2.4762
GNPDA2	-1.8773
DGAT2	1.131125
NLGN1	-4.12225
STRBP	0.348
HPRT1	-1.7255
FANCI	-1.828875
PSMA7	0.774625
DBF4B	-0.478333333333333
TTF1	-0.257
RAD54L	-1.84775
ELOF1	-0.32425
PLAGL2	0.469625
ZNF256	0.35875
HMGCL	-1.1015
MSI2	0.406666666666667
RPESP	-0.641333333333333
C11orf60	0.32475
ABCD1	-0.009
ACAA1	0.3276
SPARCL1	4.342
IL6ST	-1.067
ZNF319	0.6405
TMEM109	0.1952
FAM90A1	0.4825
IL22RA1	-0.7295
ATP4B	1.6815
TEC	-0.5154
C7orf30	-1.02875
TXNDC2	-0.3735
ABCB4	-0.613
KIAA1191	-0.4275
C9orf38	0.5155
SFTPB	0.260571428571429
CNTNAP2	2.22941666666667
FRK	0.1485
TBX19	-0.222
CHD4	0.07175
C6orf26	-1.8135
MOSC2	1.84575
