Hybridization REF	TCGA-C8-A12W-01A-11R-A115-07
BCL2L2	-0.303833333333333
CUGBP2	0.142
CCNB3	2.28125
RNF113B	-0.2735
MERTK	1.024
BAG1	-0.7425
VPS36	0.24025
ORMDL3	0.4807
C1orf190	0.8325
ZNF625	-0.79125
CORO2B	-1.36975
ALOX15	-1.1765
CST1	3.7025
NUPR1	2.35433333333333
CCL7	2.2725
SMCR5	-2.6925
DSC2	1.5235
RBMS2	0.57475
GRIK4	0.9125
TRIM65	0.0909
TMPRSS6	-0.439928571428571
TP53INP2	-0.55825
GLB1L	0.822833333333333
LOC388284	1.13016666666667
PUS1	-0.734071428571429
BCL9L	0.04
OLFM1	0.145916666666667
RET	1.635
MASTL	-1.28783333333333
ALX3	0.412
IL1RL1	-0.3706
ZNF765	-1.3617
C14orf138	-0.392
SNX10	0.830666666666667
TAC4	0.622
C1orf64	4.27875
POGK	0.00249999999999999
MAPK9	-0.314
ZNF366	2.20375
C8orf79	-0.4967
CLDN7	2.94825
OR5AT1	0.8575
TRIM37	-1.78625
LRRC25	3.39525
GRHL2	1.9612
TEKT3	0.87175
LASS5	-0.2775
ABCC4	-2.6525
DLG3	0.82625
VGLL1	2.306875
ZFP36L2	0.296333333333333
MFRP	0.331333333333333
KIAA1799	-0.2565
FLJ44379	-0.155
PCNX	-0.253
ANXA9	0.2835
CYP4V2	0.6298
PIK3C2A	-0.5175
SRR	-0.132
NOL3	0.779
IFITM2	0.857
ARNTL2	-2.03625
ZNF595	0.0175
NLRP13	0.0215
ASPH	0.948
CPA2	-0.3545
PVRIG	-0.9085
LEPR	-0.678333333333333
C16orf42	0.44
SH3BGRL	0.31375
FAM77D	-0.870833333333333
FNDC7	0.152
C9orf6	-0.774333333333333
NOTCH2NL	0.5845
PGBD1	-0.275333333333333
SYNGR2	1.018
PITPNA	0.5073125
PRPF4B	-0.8401
SLC43A3	-1.59092857142857
NRBP1	0.118
SLC25A22	-0.11225
ILK	0.715
SLC22A8	0.455333333333333
MRPS7	0.025875
PITX2	-1.8535
FABP3	-0.386625
OR1L1	0.834
LOC728215	1.0855
BLID	-2.5625
KIAA1217	2.50605882352941
TFPT	1.02775
AP4B1	-1.35125
VBP1	-0.774
OR1K1	0.372
MORC3	0.203
BHMT2	0.0133333333333333
C3orf10	1.14525
FZD7	0.847
WFDC10A	-0.6675
PMS2CL	-0.60925
CCDC32	0.444166666666667
FA2H	-0.38575
ALG13	0.1345
TTLL7	-0.744
SPOCK3	0.18725
SLC13A2	1.5285
AIM1	0.4665
GPRC6A	0.1255
EGR2	3.913
MED11	1.286
WWC1	0.54825
SH3GL3	-4.278
RIF1	-0.315571428571429
PRLH	0.3655
VLDLR	-2.215
DBT	0.5254375
C21orf63	0.272
CGGBP1	-0.13175
KRTAP12-2	0.8895
TADA3L	0.6215
ZBTB16	0.89525
PDGFB	3.281125
RFX1	0.293
UQCRB	0.8905
LOC133874	0.4005
HPS3	-1.28875
LGALS3BP	1.2986
DKFZP564O0823	2.01571428571429
MRFAP1L1	0.23025
HOXA10	-1.13283333333333
NGB	0.0935
KIF21A	0.724
IFLTD1	-0.57
LZTS1	-0.54725
ARHGEF3	0.5475
RHBDL3	-1.136
CSNK1G2	-0.39675
ChGn	-1.343375
KIAA1244	0.646666666666667
GABRB2	-0.251
MGC72080	1.2205
CD27	4.474
EGLN1	-1.8536
PEX13	0.3885
RWDD3	-0.734
RNF12	-0.381833333333333
GRIN2B	0.3495
ADAMTS14	-0.639375
DYDC2	-0.085
ATP6AP1	0.4937
NR1H2	0.403166666666667
PDK2	0.87225
C3orf17	-0.812666666666667
SLC38A2	1.25278571428571
SLC25A29	-0.935
C15orf29	0.557125
ADAM9	-0.871916666666667
TMUB2	0.5265
GPR176	-0.87975
AGK	-1.27785714285714
MCCD1	0.9945
NDUFA4	0.652
TMEM146	-0.16575
DUSP1	0.879625
UNQ6975	1.342
EMX2OS	5.46375
INSM2	-0.0715
LUZP4	-0.411
SETD6	-0.54275
P2RY2	1.865
SLC45A2	-1.8805
RABGAP1	0.0565
UBXD5	0.5945
GPRC5A	1.0848
PAK3	-0.4925
LOC63920	-0.28675
TGFBR1	1.6634
KRTAP6-3	0.16725
SFMBT2	-0.23
CDC42	0.4703125
C11orf35	0.439
TTLL2	-0.21225
UACA	0.597333333333333
CD97	-1.2062
SETD5	-0.318375
NINJ2	0.814
PTER	-0.0631666666666667
POMGNT1	-0.4005
KRTAP4-2	-0.099
ECGF1	2.965625
HRB	-0.230636363636364
ATP1B2	-0.1883
LOC400506	-0.14975
COL4A3BP	0.987
C6orf97	0.20425
GRHPR	0.324
TAS2R1	-0.924
SEMA7A	0.169
EDF1	-0.264
ODF2L	0.9683
PCID2	-1.04783333333333
GTF2H4	-0.8685
ZCCHC3	0.0415
CGB2	-0.465166666666667
NEUROD1	1.1205
C20orf75	0.3665
RP5-1054A22.3	2.71733333333333
IFNA5	-0.623
ZNF134	-0.195833333333333
MGC119295	-0.6287
ZSWIM6	-0.326125
SMEK1	-0.712666666666667
PCGF2	0.2135
C1orf102	2.57225
CYP2A13	-0.263
KCNH6	-0.7651
MDM1	0.0527
ALDH7A1	0.08
C9orf75	0.214
VDAC3	-1.074625
OR51T1	-0.111
EIF3F	-0.483666666666667
KCNJ10	-0.092
LENG8	-0.217
EDEM2	-0.190166666666667
CCNJL	-1.84066666666667
DHX37	-0.6075
CRYGN	1.737
AATF	-0.1435
ZNF630	1.398
E2F5	-0.049
WFDC13	0.4385
FTSJ3	-0.164666666666667
C4orf33	-0.10975
LHFPL4	-2.571
C19orf56	-0.07425
SMAD4	0.205625
AFM	-0.0176666666666666
G0S2	-0.59225
FCHSD2	0.1055
RRP1B	0.0442
EEF1B2	-0.896333333333333
STAT6	-1.34816666666667
ZNF195	-1.10825
GNL1	-0.542333333333333
ZNRF2	1.3985
PER3	-0.82375
ASB16	0.46725
C10orf10	1.89807142857143
ADCY8	-3.52366666666667
C9orf58	-0.2005
ARMC10	-0.303333333333333
PSG1	-0.842
DHX34	0.03275
VARS2	-0.15
NFIC	1.0705
ITPR2	0.46425
AGXT2	-0.642166666666667
OR6K3	0.314
H2AFZ	-0.142833333333333
MLLT3	-0.0085833333333333
COX4I2	1.4275
CCNT2	-0.95325
PLK4	-1.232625
NUMBL	-0.557
MED16	0.48325
PLEKHQ1	1.4815
GOSR1	0.964888888888889
BTG4	-0.338
RPL30	0.867833333333333
IGSF5	1.10025
IGFL2	3.29016666666667
ELMOD2	1.1195
SHC3	-0.729333333333333
HAVCR1	0.414
DYNC2H1	-0.775857142857143
RNF5	0.231
C2orf7	0.0725
NLF1	1.059
KLHL25	0.72325
LRP10	1.3414
KRI1	-0.847
PUS7L	2.46383333333333
MGMT	1.301
HOXD1	0.323666666666667
CSH1	0.2671
ATG16L2	-1.5425
FLJ44635	0.227
CHODL	-0.1185
EXOSC8	-0.93
SLC28A1	0.04
MYO7B	-0.2725
SEH1L	-0.4801
MTNR1A	0.1305
TSPAN5	0.511333333333333
CDC45L	-1.6005
AMIGO1	0.513
ATAD3A	-0.976625
OSGIN2	1.05083333333333
PDIK1L	0.404
DARC	1.96525
PIPSL	0.308
SHMT1	-0.6165
CRISP3	-0.00749999999999995
POPDC2	1.967
ZRANB2	-0.822333333333333
FBXL8	0.9235
TRIP13	-2.33890909090909
EIF5AL1	0.128
POU5F1P3	-4.758
IL6	-2.61383333333333
CXorf38	-0.564166666666667
IFNA16	0.8775
FBXL2	1.3805
BRD1	0.302
STATH	0.639333333333333
FBXO44	0.562666666666667
MCCC2	-0.25025
CDC2	-1.0827
C5orf23	0.15425
IVD	1.18216666666667
C10orf122	-1.174
MSL3L1	0.0979
MVP	0.4835
EPOR	-0.7501
ZMYM1	-0.54
BCL7C	0.903166666666667
PSTPIP2	1.0367
LYPD1	-2.258375
OR8G5	0.931
ZP3	-0.771666666666667
BCAS4	2.17116666666667
EDG6	1.93075
ISY1	-0.278
PRAMEF2	-0.9175
CUL1	-0.964125
RNF213	0.4948
CCRK	0.92975
DHX9	-0.63825
C13orf29	-0.3085
NCKAP1	-0.0326666666666667
MRPL43	0.369214285714286
XPR1	-0.58525
PKN2	0.8496
PODNL1	1.819
ZNF333	-0.2205
DALRD3	1.31625
OPN1SW	0.195
BTBD6	0.26375
C11orf82	-1.579
OR5P3	-0.236
DUSP11	-0.179
L1CAM	-1.5242
NEK11	1.559
OR7E91P	0.33
CNTN3	0.7637
CREB3L2	0.89975
ZBTB37	-0.0045
KIAA1324L	0.06075
NDUFB10	0.164833333333333
NUDT2	-0.5595
GTPBP8	-0.55625
CACNA1D	0.9205
PRKAA2	-2.05816666666667
PRDM8	0.6105
MGC16075	1.49633333333333
KRT14	0.324
PP8961	1.206375
MRPL18	-0.46375
ABCG2	-2.27475
PACRG	0.39125
BBS2	0.75525
KREMEN2	1.9015
FBXO21	0.261
HNRPUL1	0.564833333333333
GRB10	-1.00275
CLSTN1	0.497875
LMAN2	-0.2075
C17orf61	1.1745
NIPSNAP3A	0.3835
INSIG2	-0.938
PCDHB7	0.0116666666666666
STXBP2	1.326125
CMAH	0.662833333333333
SEMA5B	-0.97775
ZNF155	-0.1355
COQ6	0.147666666666667
PRPF4	-0.5115
TSPAN15	2.7051
VN1R5	0.94275
LATS2	0.9435
SELK	1.00975
PGK2	0.519
MS4A1	-0.82925
TYW3	-0.8428
KRTAP5-1	1.02775
RCCD1	-1.26283333333333
BTN1A1	0.809
DDX28	0.40925
TMEM65	0.34525
LOC92345	0.58975
TTC31	-0.73575
WDR46	-0.860833333333333
CHP2	-1.6845
LSP1	1.69525
ZNF542	0.2885
EXOSC1	-0.075
ARHGAP18	-0.569833333333333
LRRTM4	-1.039625
MAOB	-1.14575
CACNB4	-0.3555
MGC33846	1.11425
RANBP3L	0.81
ATP5L	0.28275
ONECUT1	-2.856
NUDT9	1.0015
TMEM149	1.664
STX17	0.05975
IGSF10	-3.64125
TMPRSS9	0.504
BMPR2	0.971
ALLC	-0.75025
KLF7	0.869125
GCC1	0.2005
TIMM9	-0.1545
CDO1	0.745833333333333
MGC10701	-1.31266666666667
IFI6	1.90033333333333
FRMD8	-0.04125
MGAT2	-0.1815
WBP5	-0.470833333333333
CNIH2	0.46375
KIAA0907	-1.6625
KCNH8	-0.8015
CTSG	-2.168
GRIK1	-0.667166666666667
CUL5	0.667625
FRMD1	0.5065
OR9A4	0.5275
SYT6	-1.829625
FOXD4L2	0.763
ANAPC2	0.408666666666667
OPN5	0.556
TAF13	0.82975
LYG2	-1.059
GGNBP1	0.632
C11orf40	-0.2735
OTX2	-1.8825
REG4	-0.817166666666667
EIF5	0.0105625
PALB2	-0.68475
SEPSECS	-0.0595
RNASE3	-0.1105
TRIM49	-2.33
POLR2K	1.8767
GPR42	0.163
C8B	-2.896
SASS6	-1.21075
PREB	-0.559166666666667
OR3A3	0.282
TUBA8	0.681875
IGLV2-14	3.599
STIL	-1.532
ANKFN1	-1.3245
NME7	-0.24825
HOXC12	-0.3195
UBE2C	0.239
FHOD1	-0.568
CDK2AP1	-0.218416666666667
OR6K2	0.82675
DHPS	0.19875
RPL5	-0.900916666666667
TRGV5	0.7275
LOC541472	-0.0751249999999999
HCCS	-0.7657
DENND1B	0.226
LHX3	-0.3215
OR5D16	0.6235
CXorf57	-1.441
IRF2BP1	1.061
NDST2	0.4715
LCE3D	0.0685
BOLL	1.20825
SYT3	-0.784
PIH1D2	1.0415
C20orf7	0.438666666666667
IL1R2	0.595666666666667
SLAMF9	0.791
PPME1	-0.0845
PIK3CA	-0.19425
TRAPPC1	1.42825
COLEC10	-0.8975
SLC9A6	-0.629166666666667
PDDC1	-0.439333333333333
CCDC53	0.42925
GK3P	-1.7095
DAZL	-0.904
BRI3	-0.0475
SDK1	-0.302
CYP2C18	-0.1695
IFI44L	2.73625
RPL3L	0.556
FUT9	-1.475
KIFC2	0.628666666666667
PMP2	-0.0271428571428571
SLC4A9	0.2345
PLAG1	0.679333333333333
MYCBP2	0.328833333333333
OR4E2	0.35
CCDC65	2.232
C16orf82	-0.229714285714286
ENTPD4	-0.6185
BRP44L	-0.034875
PMP22CD	-0.419
TMCO4	0.496666666666667
KCNN1	-0.902
WDR35	-1.00775
CCDC80	1.920125
C3orf31	-1.016
SLC7A9	-2.66525
TMEM190	-1.112
DBC1	-1.1834
FADS3	-1.48666666666667
PDZD8	-0.379
GRM5	0.12075
AZGP1	3.7365
PEX3	-0.2245
MED1	0.962428571428571
ATG4C	-0.837166666666667
HNRPH3	-0.5335
FAM109B	2.3655
C4orf17	0.7505
CA10	-0.5395
OPRD1	0.0265
CCL16	-1.5195
SACM1L	-0.7555
CST6	5.603
CD63	0.488
LGI1	2.01625
ZNF784	1.1425
CRYBB1	0.2955
CX3CL1	0.98105
TOP2A	-1.2165
GYPB	-2.8855
GADD45GIP1	-0.014
FEN1	-1.719
IGF1R	0.4540625
WDR72	-2.75933333333333
PURG	-1.86516666666667
DEFB126	1.03
PKD1L1	-0.555666666666667
CAV1	-2.6256
GNPDA2	-0.167
DGAT2	-1.301375
NLGN1	-4.0785
STRBP	0.169375
HPRT1	-0.467666666666667
FANCI	-1.07925
PSMA7	1.608375
DBF4B	-0.658333333333333
TTF1	-1.00025
RAD54L	-2.116
ELOF1	-0.01625
PLAGL2	0.115375
ZNF256	-0.3555
HMGCL	0.84175
MSI2	-0.463666666666667
RPESP	-1.84733333333333
C11orf60	0.2635
ABCD1	0.77
ACAA1	0.246
SPARCL1	5.56228571428571
IL6ST	0.8101
ZNF319	0.01575
TMEM109	-0.2057
FAM90A1	1.29683333333333
IL22RA1	-1.8405
ATP4B	-0.805
TEC	-0.946333333333333
C7orf30	-0.781
TXNDC2	-0.873666666666667
ABCB4	-0.55975
KIAA1191	-0.162
C9orf38	0.1055
SFTPB	0.666875
CNTNAP2	3.91575
FRK	0.437
TBX19	-0.41425
CHD4	-0.1475
C6orf26	-3.06683333333333
MOSC2	0.175
IKBKE	-0.57625
HIF1A	-0.611333333333333
LOC595101	-0.6245
RELA	-0.055
TMEM16B	-0.1135
ABHD12B	-1.51575
TSEN34	0.9695
KIF18A	-1.403
TXNDC9	0.288666666666667
SPATA2L	1.277
SEMA4G	-1.033
C21orf91	-0.003625
MATN1	-0.904
KCNIP4	0.251166666666667
TUSC1	1.3325
OR4C15	0.151333333333333
ARMCX6	-0.267416666666667
WBSCR27	1.305
OR52I2	1.158
KIAA1604	-1.05925
DYNC1I1	-1.24525
PPP4C	-0.1795
SLC47A2	-2.52316666666667
TREH	-0.09725
CD48	2.4515
ST14	2.0955
PKN1	0.02325
SPON2	2.67325
XBP1	3.26475
SFRS12	-1.30566666666667
EFCAB6	2.1695
SELT	0.3535
SLC39A2	-0.0245
ERF	-0.7685
ARL3	0.36975
SURF6	-0.7495
MLLT10	-0.0965714285714286
FLJ11171	0.502333333333333
TDGF1	-4.263
ERCC6	-0.786
EIF2AK4	1.21075
BAZ1A	0.753166666666667
LRRN3	-0.876
TMC3	-0.599
EFTUD1	-0.49
PTPRO	1.534
CLEC12A	0.635125
ACBD4	0.6975
ZDHHC14	-0.86275
OTUD7B	0.967875
ACTB	0.5626875
MSRA	0.068875
LCE5A	2.1775
IFI35	0.76325
BSCL2	0.920833333333333
ANKRD12	-0.0543333333333333
CFHR2	1.05775
RGAG1	-0.695333333333333
HSFY1	1.875
SLC30A5	-0.682833333333333
IMPG1	0.903
GPR109A	0.6935
ZNF185	0.65975
IYD	3.10475
NPCDR1	1.278
SERPINA13	-0.834
HMGCLL1	-1.358
NEUROG1	1.496
UBQLN1	-0.000500000000000014
LIN37	0.72825
SOCS2	-1.718125
DSCR4	-1.333875
XKR6	-0.66525
GPR142	0.8425
KRTAP13-3	-0.993
CCDC15	-0.863333333333333
MOS	0.386
CD1E	-2.4565
OFCC1	-0.1715
FAM83D	1.25775
SRFBP1	0.17075
C9orf96	0.4345
DHDH	0.26625
CCDC90A	-0.13
RABL3	0.77905
CD320	-1.061
ANGEL2	-0.01575
MRPL21	1.87675
SMG6	0.980166666666667
INSR	0.991625
FLJ14816	-0.283
GLRB	0.178666666666667
C9orf89	0.69775
CIZ1	-0.635375
URG4	-0.590166666666667
LRDD	-1.49766666666667
CBY1	1.0985
NFX1	-0.269
MTERFD2	0.131642857142857
C19orf23	0.7445
PGC	-2.617375
IER3IP1	0.6967
RASAL2	1.18633333333333
C1orf89	0.0045
SYNJ1	-0.210875
NFKBIE	0.5065
FLJ40125	-0.847833333333333
TCEB2	0.2494
NOG	-2.1805
POLR2J2	-0.680833333333333
HLA-B	1.819
PCDHA1	0.0065
PPP2R2B	-1.63325
ARHGEF17	0.362166666666667
TCF7L2	-0.526785714285714
CHD5	-0.448
ZNF431	-0.518125
TBC1D25	-0.757
ZNF800	-0.0865
SCUBE2	3.59490909090909
MYCBP	0.0103333333333333
GPX5	0.1395
C6orf129	1.04216666666667
QSER1	-1.16116666666667
ULK2	1.778
PIGO	0.886333333333333
NRCAM	-1.59457142857143
SLC35E3	0.473125
CSRP2	-1.71975
HYPE	0.60825
MAPK15	0.952166666666667
MGC14327	-0.23475
TIMM13	-0.138
ZNF462	-1.0685
GBA3	-0.47025
TEX13A	0.0295
MCM6	-0.788444444444445
MTRF1	-0.37575
ABCA7	-1.2625
EIF4A2	-0.7585
ZC3H10	0.7663
RPGR	-0.4845
C20orf94	1.067
RP1L1	0.5175
GPR125	-0.681
USP22	0.189214285714286
OR1L4	-0.155
MLZE	0.163
FLJ32065	0.274
PTCD1	-0.16175
CRTAC1	0.178833333333333
BXDC2	-1.5435
C18orf1	1.11283333333333
FAM107A	0.658214285714286
EFNA3	0.50475
P18SRP	-0.9712
CAMKK2	-0.306666666666667
KIAA0649	-1.02525
NES	-0.4515
HS6ST3	2.05075
PON2	-1.33
TCP11L2	-0.6955
CLEC4A	2.693
PRR12	0.906
MLXIPL	-1.4151
C2orf50	2.485
ZNF28	-0.11425
ENC1	0.804833333333333
MAP2K1	-0.361375
FKSG2	0.88825
KIAA0430	0.24575
PTP4A1	-1.63077777777778
GPR156	2.0905
GTF3C6	-0.3895
UBR2	0.0231
LOC388272	-0.00825
MAK	0.8465
ACOT4	3.29525
STC2	0.554666666666667
PIGW	-0.175375
SAE1	0.063375
COL6A1	1.10295454545455
OAZ1	0.130666666666667
STMN4	0.217333333333333
EDG3	0.2165
SGCE	-1.29016666666667
IL11	-2.1136
PRSS8	1.8035
YIPF5	0.854083333333334
WNT4	2.92925
CSN2	-0.46
TCF7	-3.27275
TDO2	1.63225
SAMD9	-0.114
S100A7A	-0.5165
MMRN1	1.60283333333333
GKAP1	-1.20575
AKR1C3	-2.36225
RNF19A	0.30775
GMDS	-1.04175
YKT6	-0.705125
SPARC	2.1403
C12orf31	-0.1665
UBE2V2	1.51266666666667
FBXL18	-0.619333333333333
KIAA0460	0.743
ADAM22	-0.406
SERPINC1	-4.66275
KCTD21	-0.19575
MYOHD1	-0.7255
ZNF37A	0.371166666666667
GTF3C1	0.0201666666666667
CTSZ	3.24675
PRNPIP	0.265125
DRD1IP	0.60775
NR1I2	-2.85516666666667
ZNF266	-1.2406
SPAG4L	0.4435
COX4NB	0.47725
SAPS1	0.2565
APOA1	-3.338875
TATDN1	0.218666666666667
C10orf82	1.9825
KPNB1	-1.249
FOXO3	-0.0005
CRYBB2	1.0815
ZBTB5	-0.840333333333333
SLC25A38	-0.57025
DCTN2	-0.412666666666667
IFT20	0.72525
CTHRC1	3.1455
C1orf31	0.401125
UHRF1	-0.32575
GPC6	1.1485
C10orf54	1.919
MCF2L2	0.700333333333333
WNT9B	0.3125
OLA1	-0.72425
FAM120B	-0.46875
TTLL10	-0.366
CYorf15A	-4.62366666666667
RELN	-2.31344444444444
SCN2B	0.137363636363636
MFHAS1	-1.4295
NKX3-2	-0.0653333333333333
RASGRF2	-0.1915
SSBP1	-0.877166666666667
KPNA6	-0.483214285714286
LOC389118	0.0615
HS3ST4	-1.48525
SUPT7L	-0.056625
FLJ32658	0.34025
IGFBPL1	0.51875
KIAA1641	-1.1244
SHKBP1	0.2645
CSF1R	5.23
NAGK	0.36475
MYL2	0.39125
HIST1H4C	0.442666666666667
TOMM7	0.016375
ADAMTSL3	4.1651
TNFSF14	-0.3405
PRRT2	-1.83575
VTA1	-0.472125
AOAH	3.2035
CRISPLD2	2.15364285714286
PNN	-1.4752
TA-NFKBH	-0.035
ESPN	1.39
RBM43	-0.4535
KIAA1267	0.696875
DDX3X	-0.317
KIAA1576	-4.78
PLXDC1	4.99733333333333
FLJ25801	-4.8165
HNRNPL	-0.91875
RUNDC3A	0.4555
CASP12	0.779
SH2D5	-1.60775
RPL26L1	0.2765
OR51A7	-0.14325
HDC	3
C2orf16	0.528833333333333
SYTL3	1.60525
GOLGA4	0.26275
NOTCH1	-1.01966666666667
ATPAF2	1.106
ECD	-0.375
SSX5	-1.4136
SNAP91	-0.18725
OCA2	-5.6815
PNPO	0.802333333333333
DAPK1	-0.148666666666667
PINX1	-0.9945
SELENBP1	0.68225
NEK3	-0.811666666666667
TMED4	0.0927857142857142
SSTR4	-0.0715
FOSL1	-2.6086
CD40LG	0.053
CES1	-2.13166666666667
DCI	0.965666666666667
B3GAT3	-0.235
STK17B	-0.02975
CNTN6	0.04025
CYP3A4	-1.6586
MBOAT2	1.44271428571429
PISD	0.42725
USP1	-0.7795
PYDC1	0.492166666666667
CENPM	0.898375
SAR1B	0.47025
TTC7B	-0.449125
DP58	-1.244
GPC1	0.2365
RBL1	-0.63875
TMEM137	-2.61516666666667
TOB1	1.415
TCEAL1	1.59583333333333
CENPF	-1.33263636363636
C6	1.17966666666667
PRSS1	-3.78675
PPIL6	0.905166666666667
C6orf124	-0.333
ODZ4	2.14916666666667
SNCB	0.0355
NDUFB9	0.9375
CNOT6L	0.695166666666667
S100A9	1.7535
TRIM50	0.311
KCTD1	0.9739
WDR63	0.012
SPEF2	0.78125
RNGTT	-0.799833333333333
CXorf22	-0.289
KCNK16	-0.267
CEP250	-0.40125
ATPBD1B	0.06875
KCNJ2	3.5555
MT1B	1.2525
ZNF684	-0.878
SLC4A1	0.11975
PDHA1	-1.014
ZNF492	-0.875375
TKT	-0.466
BYSL	-0.19325
RNF38	-0.091875
AHDC1	0.6375
KLHL2	0.242625
CMTM8	1.61825
DMP1	-0.538
HERPUD2	0.09425
CRTAM	3.2965
ZNF572	1.93275
TMEM16J	-0.9455
HSD17B2	-4.497
UBE2G1	0.4875
AHSA2	-3.31375
PELI2	-0.5815
TPX2	-1.33325
ATP9B	0.7205
DAZAP1	0.1325
HMGCS2	1.47983333333333
C17orf38	1.011
B9D1	0.595125
NKX2-5	-1.28016666666667
KIAA1276	3.49725
LILRB2	4.016
CSTF1	0.7865
BTN2A1	-0.6525
C15orf48	4.239
IGF2BP3	-4.0525
FAM113B	2.89866666666667
HRG	-0.295875
ZNF131	-0.978
USP47	0.238714285714286
CCDC88B	-1.011625
HCN1	-0.544375
HTN1	-0.308833333333333
SYCP3	-0.55575
C13orf23	-0.1891
PAPOLA	-0.6534375
AATK	-0.5093
MSH3	-0.8205
NDUFAB1	0.01225
ITLN2	-0.9725
BAK1	0.046
MRPL45	0.3725
MTNR1B	0.184166666666667
LOC645843	-0.5445
SPECC1L	1.0395
PGCP	-0.04325
SPN	-0.378375
GPR143	1.69483333333333
ZNF576	0.946333333333333
TMEM39A	0.175
ATP5D	0.0851666666666667
MAGEB3	-2.22
RPS5	-0.6165
ANP32E	-1.55671428571429
MTMR1	0.1155
YEATS4	-0.846
SYNGAP1	0.163
PCOLCE	0.0778333333333333
MNS1	1.248
PCYT2	0.0861666666666667
ZNF182	-0.7625
LAX1	2.891625
SPPL2B	1.1391
ELOVL5	0.5872
PCDHAC1	-0.432
B4GALNT1	-0.69
BLOC1S2	0.680625
ZNF673	-0.9518
ARHGAP21	0.041
IRX5	3.25425
LRFN5	-0.2025
FAM7A1	-0.946
RAB19	-0.7405
GINS1	-0.16325
ITM2B	1.1892
PAPSS2	1.48083333333333
OR5BF1	0.4755
ACSL3	0.511
KIAA1919	-1.1215
GLT8D2	3.630125
UTRN	0.229285714285714
CNN1	1.5805
HISPPD2A	0.2625
SDAD1	0.382875
SIGLEC9	2.108
RPL35	-0.638
C22orf26	0.944
IMPDH2	-1.48175
WDR69	-1.3565
SEC14L5	-0.5735
CLTA	0.0745
RP11-529I10.4	-0.24125
GPR37L1	0.5745
OGDH	-0.1745
ASB13	0.2155
ZFP14	0.57675
ZCRB1	0.276833333333333
KPNA3	0.84025
HSPA1L	1.65275
RHOC	0.339
LOC554175	0.43825
PPP3CA	0.9051
SLC1A7	-0.8001
ZNF529	-1.21783333333333
RBED1	0.39575
DDB2	-1.35475
FLJ11286	-0.193
SPATA1	0.4565
MKNK1	-0.211333333333333
DYSF	0.802666666666667
ALKBH2	-0.36525
NKD1	-3.2285
C1orf174	-0.7365
PLEKHO1	0.427833333333333
ASB10	0.0135
RING1	0.139333333333333
NPC2	1.0745
AVPR1B	-3.666
YTHDF1	1.04433333333333
LMAN1L	0.5565
GSG2	-0.9465
CEP170	0.1325
RPS4Y2	-5.67075
MSH6	-0.8845
HECTD2	-0.0701666666666666
ZNF556	-2.9475
PLEKHC1	-0.4096
AIRE	0.3425
BCL2L10	0.40925
LMOD3	0.271166666666667
ZBTB8	0.1186
FOXA2	-2.6796
SLCO2A1	1.465625
C3orf46	-0.413
PRDM16	-0.2045
TMEM98	0.5115
FRMD5	-2.1155
PDE6C	-0.469
C1orf216	-0.4635
EP400	-0.647
PTK2	0.386666666666667
RNF217	-0.5855
NDUFA8	-0.03
ZFAT1	0.2025
LAMP3	0.848
GLTSCR2	-0.010625
NPW	4.2365
LLGL2	0.0591
PPM1K	-0.6966
C20orf177	0.2415
KIR2DL4	0.5057
NFKB2	0.60175
C21orf122	0.179666666666667
HESX1	-0.71
GPR114	1.004
SLC25A35	0.666833333333333
GNAT1	0.2655
ORAI3	-0.38675
FAM76B	-1.103
TMEM99	1.084
TRIM29	-0.9254
CDS1	2.327
RHEB	-0.6976
C4orf27	-0.320666666666667
RAB3A	0.02775
OTUD6B	-0.30175
GPD1	-0.41375
CDH15	-1.361
NPM1	-1.24271428571429
TMEM117	-0.8445
PRPS2	-0.679666666666667
GCK	0.1425
ADRA2A	3.77816666666667
TSPYL4	0.1485
TASP1	0.4305
WDR19	0.449416666666667
C10orf38	-1.995
PDE4C	-0.689166666666667
FYB	1.10616666666667
C1orf55	-0.345333333333333
PPFIA3	0.817
RAD18	-0.0365
C12orf44	0.302
CRYBA4	0.1565
HVCN1	1.63475
TAF10	0.553
C16orf48	0.240833333333333
DEPDC5	0.829666666666667
LTBP1	-0.23
MAPRE1	-0.04175
FGF8	-0.012
C3orf52	-0.717375
SENP7	-0.386166666666667
LRRK2	1.1575
RUNDC2A	0.6925
KIAA0355	0.2545
CPEB1	-1.977
PPEF2	0.918
ABI2	-0.8755
KIAA0317	-0.428875
ATF1	-0.782166666666667
DYNC1H1	-0.10975
DIP	0.5105
TMEM33	0.614388888888889
POLDIP3	0.64225
C7orf24	0.58175
GPR171	2.454
CDC6	-1.02533333333333
PLD1	-1.0522
ITFG2	1.1434
NDUFC1	0.6635
AKNA	-0.69775
NBR1	0.2545
PKHD1	0.652375
HPS4	-0.4007
MAFA	2.246
ULBP3	-0.564
DIRC1	-0.1365
IMMT	-1.128375
C22orf13	1.13133333333333
CEL	0.436
MARK3	-1.14625
ADAMTS2	1.56975
ARPC3	0.457166666666667
TMEM10	-0.200714285714286
NPHS1	0.3725
BRD8	-0.734333333333333
WDR12	-1.3345
IDI2	0.75225
HOXD13	-1.5685
OR8G2	-1.80075
SLAIN1	-0.64125
GABRQ	-0.27425
NR2C2	-1.0945
NKTR	-1.0493
TLE2	1.0635
KIAA0892	0.069
