Hybridization REF	TCGA-C8-A12Q-01A-11R-A115-07
NACA2	-0.443
CCDC17	-1.16425
HM13	0.2884
UBOX5	-0.44375
UBE2O	-0.27675
UBL5	0.74725
APOLD1	0.90175
C9orf31	0.04975
TNFSF8	1.281
ARHGAP29	1.23475
PROKR2	0.099
PDE5A	1.2015
C6orf12	0.1135
TOM1L1	1.226
WHDC1	0.3195
FOXI1	2.6155
RAB4A	0.00140000000000002
TMEM39B	-0.44225
ATPBD1C	-0.43975
FARSA	-0.1035
PLEKHG5	1.16775
CMAS	-0.254166666666667
OR7E24	-0.666
SLC30A1	-0.089
CDC42EP5	0.904166666666667
PLAC1	-1.95575
KLHL18	-0.372416666666667
LBA1	0.9698
TAZ	-0.4615
CRIP2	2.754625
BTBD11	0.838333333333333
C16orf72	0.9765
DIO2	2.8478
LRRCC1	1.21683333333333
CCDC136	-0.527
PRX	-0.146142857142857
RBM5	-0.603
TMEM85	0.48775
TUBGCP4	-1.77716666666667
APLN	0.5435
CDK7	-0.216666666666667
SSR2	1.30391666666667
CRELD1	-0.0745
C19orf46	1.63725
GAL3ST4	0.9125
KBTBD10	0.988
IL28A	0.30125
WDR27	-1.8575
MCM2	-1.2415
SOX14	0.308
FLJ39743	0.5055
KIAA0922	-0.6845
HIPK4	0.264
FLJ25758	0.1515
C16orf57	0.529833333333333
PDZD2	2.742375
MCC	0.172625
HHLA3	-0.0387
ID2	1.1425
C20orf23	2.70391666666667
ZNF688	0.634
APOC2	-0.270333333333333
LOC440093	0.2365
FAM50B	2.663
PWP1	-0.114
DNAH10	0.5735
HIST1H2BA	0.18325
GPR56	1.5375
METAP2	-0.713
PAN3	0.0221666666666667
STXBP4	0.391375
PDHX	-1.363
MTA1	0.913916666666667
ZBED4	-0.059875
ZNF720	0.53075
CDK2	-1.994
RHOJ	1.14375
CDC37	0.477666666666667
ZER1	0.326875
GRK4	0.158
PRPH	-0.5005
POLR2A	0.022375
OGFOD1	-0.2515
NOL5A	-0.70975
PHEX	1.919
FLJ16478	-0.03625
C20orf117	-0.57825
CAMTA2	-0.06375
C11orf74	-0.234166666666667
DDX17	0.57275
C5orf27	0.299
PLEKHA2	-0.0943
PDE4DIP	-0.3623
SCN7A	0.09925
ZNF559	-0.133333333333333
CXCL10	3.5555
ZMYM4	-0.095
STK32B	-1.11206666666667
KIAA0888	-1.4606
TACR3	1.7535
CKAP2L	-0.65875
KIF1A	-1.62183333333333
RSPRY1	1.42575
VCAN	1.6405
CYP27C1	0.7395
SYDE1	-1.09866666666667
MED12L	-1.7705
ZDHHC21	1.481625
NHS	0.6705
TM9SF3	1.16133333333333
DDHD1	0.163375
MAFG	-0.362666666666667
BICD2	-0.3799
C14orf119	-0.0833333333333333
C14orf43	0.0855714285714285
CDH7	-1.0255
ALKBH5	-0.154785714285714
JUP	1.017125
TMEM41A	0.344666666666667
MAMDC4	-1.46966666666667
CBX3	0.140375
LRRC18	-0.15725
RBMXL2	-1.27075
PLA2G4D	0.489333333333333
FGF13	2.319375
KIF3A	1.23683333333333
PDIA6	-0.62975
DCXR	0.87075
CASKIN2	0.856833333333333
EHD1	0.321166666666667
MARCKSL1	1.52166666666667
ZNF496	-0.868
SCAF1	0.630666666666667
KCTD8	-1.31475
TRAF3IP3	0.717857142857143
LSR	0.831
CXorf1	-0.015
C14orf112	0.467666666666667
EIF2B1	-0.22
OMP	-0.222
GSTZ1	-0.3965
LOC92017	1.0295
ISLR2	1.5595
C12orf36	0.664
GATA2	-2.06866666666667
GABRA5	-2.7705
CELSR2	-1.33185714285714
STAM2	1.2465
TNAP	-0.4955
PTPMT1	-1.24533333333333
GRP	5.96975
SV2A	-1.78216666666667
MAGEA12	-1.6375
CACNG1	3.354
C18orf19	-0.9075
GSG1	0.205166666666667
PTPRJ	0.332071428571429
FRMPD1	0.7835
ZNF668	0.83225
PLEKHJ1	-0.886375
ADAT1	0.0584
TMEM50A	0.8152
UCN3	-0.2615
HOOK1	1.955625
IL17B	0.353
MLKL	-0.586333333333333
TTC14	0.0111666666666667
KLHL5	0.123125
CRYL1	1.35783333333333
FOXH1	-0.3315
NFYB	0.031
PPM1G	0.01775
GOLGA2LY1	-0.93525
NMT1	-0.7105
HADHA	-0.3584
CHSY-2	3.13625
PLEKHF1	0.524928571428571
SAGE1	-3.2785
MUSTN1	0.4285
SUHW4	0.7535
TFEB	1.153
ZFYVE27	-0.0545
ATG12	0.065
BMI1	2.29207142857143
ZIM3	-0.3995
MYH4	-0.50475
MASP1	-1.64191666666667
KIAA0984	1.94575
RPAP2	-0.295
ASB5	-0.30025
BOLA3	-0.375333333333333
MIA3	0.822166666666667
KRT35	0.32
KIR3DL3	-0.864
MRPL51	-0.1005
SEMA3F	0.4505
NDUFB2	0.900166666666667
LOC253012	4.18825
FAM46C	0.6757
G6PC	-3.08075
CSAG3A	-1.88166666666667
PREX1	1.2385
SLC25A45	0.04225
MAPKBP1	0.4991
CPE	2.1432
GNB1	0.389625
CXCR6	2.347
TRIM46	0.61275
C16orf3	0.221833333333333
HPSE	1.879375
TIGD3	-0.6335
SPG3A	2.6985
LCAT	-1.15416666666667
ST6GAL1	0.480277777777778
POMC	0.30175
FLJ36031	0.614
NSMAF	-1.1995
SKIL	1.358
ADSS	0.872333333333333
HMGCS1	1.0557
POLR3F	0.685833333333333
RAB10	0.545875
ZNF277P	-0.076875
ZBTB7B	1.544375
DHRS1	-0.064875
ABCC13	-0.369625
CNOT3	-0.026
NFKBIA	1.10925
GAK	0.195666666666667
SFT2D2	1.06766666666667
HOXA6	0.315
CRTC1	0.395125
LY6D	1.78366666666667
C20orf72	-0.365
CPT1A	1.4695
LMO1	-0.28
EIF3I	0.2655
PRB4	0.21625
MCM3APAS	-2.64625
C20orf132	-1.0297
FOXF2	-1.8895
S100A12	3.48975
MLH1	1.22683333333333
ACTN1	0.7646
MRPL36	-0.0313333333333333
C20orf106	0.3755
FBXO6	1.15133333333333
MKS1	-0.304
CX3CR1	-1.779625
PDE1B	1.322
PLP1	-3.77
KISS1	0.984166666666667
C14orf2	0.174
TBC1D3P2	-0.37575
COMMD6	0.9834
ANKRD7	-1.895
PTCHD1	-0.856125
NARS2	0.00625
DOCK7	-0.143625
FAM127B	1.1515
LOC390243	0.0393333333333333
N6AMT2	0.6525
ZNF391	-1.243
DNAJB14	0.691833333333333
WRB	-0.54375
BPI	-0.281
TTC4	-0.7655
FAM10A5	0.6125
GOT1L1	0.2539
MAGED1	2.820625
RESP18	-0.01325
WFDC6	3.18325
MT2A	-0.518
C11orf56	-0.25725
KIAA1432	0.048
ROR1	-1.482125
HSD17B14	1.7275
ZFAND2B	0.225375
SAMD4B	0.01175
HEXA	-0.550875
HNRNPU	-0.2255
USP39	-0.29925
NRD1	-0.4885
R3HDML	0.2675
FLT4	0.739333333333333
OMG	-0.0381666666666667
OR52N4	0.613
LOC399818	-0.54675
ELA2	-2.08
VENTXP1	0.643
RFC5	-1.7785
OR52L1	0.1315
PAX5	0.2445
FBXO2	-0.09325
GMEB1	-0.0285
AKT3	0.392166666666667
CRB1	-2.29333333333333
CTTN	2.11133333333333
UTP15	-0.2805
HSBP1	0.520666666666667
PHF11	1.57625
NDEL1	0.445666666666667
USP8	0.19875
BAIAP2	-0.2519375
SI	0.272333333333333
ARSJ	0.6375
BAAT	-3.09925
KCNS3	2.70616666666667
LOC126147	-0.1755
TMEM37	-0.09225
C1orf162	3.385
MBD1	-0.2079
ITGAL	0.693666666666667
WDR73	0.00116666666666667
GKN2	0.191166666666667
ARFGAP1	-0.318375
SLC5A8	4.91066666666667
ZBTB40	-0.248
CYP4B1	4.66666666666667
LYPLAL1	-0.8435
CHST3	-0.69825
MAP3K9	0.326
BTAF1	-0.6635
TFAP2E	-0.107
RBM35B	1.11575
LOC441251	-0.0148333333333333
ANKRD25	-0.419277777777778
UQCRC2	-0.6645
MAEA	0.581666666666667
HYAL1	-2.163
RNPEPL1	0.572333333333333
CPSF2	-1.48575
PSD3	0.1516
ABCA13	-0.74325
AGR2	3.683625
GBX1	-1.209
HDLBP	0.601571428571429
ACY3	0.733
HECW1	-0.97875
ZNF519	-1.169
HOPX	3.513375
ZNF304	0.9395
OR12D3	-0.1365
FKSG43	0.05375
METTL1	-0.288125
MFSD3	-0.5483
PSPH	-0.1855
CLCA3	-0.659
DARS2	-0.398333333333333
CDC25A	-2.2435
BAIAP2L1	1.1
B3GNT5	-0.542375
USP29	0.041
ARHGEF10L	0.2172
ATOX1	0.49175
ADAM30	0.37525
DNASE1	1.29225
STT3A	-0.474583333333333
RAB6IP1	-0.808
PTN	2.5596
C1orf106	-0.536846153846154
HECA	1.99075
RNF122	0.2365
SLC22A18AS	0.309333333333333
GNG8	0.732
ELP4	-0.781
FAM65A	0.390666666666667
RPL10A	-0.323666666666667
IRS4	0.0105
MACF1	1.0689
SEC24D	1.195
LOC374395	0.03
TGFB2	-0.087625
MDFIC	0.442625
CHRNE	0.332166666666667
PCMTD2	0.121166666666667
ATP6V0D1	1.17433333333333
MTA2	0.15725
LZTR1	-0.261833333333333
RAP1A	1.08916666666667
AXIN1	0.2855
POLR1C	-0.3785
TRIO	0.26425
PLXNA4A	0.206583333333333
C5orf33	-0.167
DEPDC1B	-2.68975
ZNF473	-0.5695
MTM1	1.54125
GPR107	0.912166666666667
CSNK1A1L	1.47383333333333
FLJ14154	0.18675
NLRC4	4.30875
ENPP4	1.516
PADI3	-0.371
RNF170	0.133375
CG018	-0.0143333333333333
C16orf7	-0.1335
KCNE1	0.965
NRM	-0.585833333333333
SLC37A3	0.358428571428571
TPD52L2	-0.0835
UNC5B	1.61025
C12orf12	0.26
SDHB	-0.416
CLRN1	0.26825
NUDT10	1.84833333333333
UGT3A1	-0.1215
FBXW8	0.506125
RHOF	-0.974875
PTPLAD1	1.046625
MYO3B	-2.01175
DERA	-0.38825
TPP2	-0.98575
C19orf53	0.341
GINS3	-0.96675
ST6GALNAC5	0.2885
CHSY1	-0.2435
MGC15705	0.892
GPR83	-0.163
EXT2	-0.608875
DOLK	0.353
TUBAL3	0.81025
ACVRL1	1.9789
ABL2	-0.427666666666667
C14orf156	-1.64483333333333
PTPRZ1	-1.87725
DIP2C	0.495375
LAMP1	1.08075
RXRA	0.3721
MAP3K5	1.9685
ALKBH1	0.00766666666666667
PDLIM7	0.251375
ARL14	1.0945
SNIP1	0.151833333333333
TIMP3	1.85591666666667
RGS3	0.668833333333333
SPAG16	-1.0541
ABHD4	0.4025
ARHGEF12	0.208
GLUD2	0.1415
RAC2	0.4417
UAP1L1	-0.762
SLC18A3	-0.283
YOD1	-0.354083333333333
RALY	0.086
HMOX2	0.51
DGKH	-0.74425
DBNDD2	-0.0443333333333333
YIPF4	0.507125
THAP10	0.3615
ZNF513	0.82325
HAGHL	-1.4105
ITGB4	2.18683333333333
CCDC141	0.0515
YTHDF3	0.83375
C5orf28	0.84375
RPL7L1	-0.60725
TMEM30B	1.15042857142857
ANKRD35	1.6905
DUOXA2	-0.76475
TBC1D5	0.301625
DFNB59	-0.242
HRH4	0.29125
MYO6	1.4093
DNAJA4	0.422125
RBM24	-1.280375
CEACAM20	-0.67125
RBM23	0.0676428571428571
NGFB	0.3935
C1orf63	-0.751
KRTAP7-1	-0.2835
PERLD1	3.9095
NPB	0.4595
C17orf59	0.3045
HSPBAP1	-1.08375
SLC15A4	0.405125
PRTFDC1	-1.0115
OSMR	-0.428214285714286
CYSLTR2	-0.032
C19orf25	-0.0689
KIAA1797	-0.174
NLRP6	-0.4625
FAM105B	0.9387
SCRN2	-0.35
LRRC58	-0.0235
RNF17	0.003125
NEIL3	-2.149
FAM137A	-0.351
SKP2	-2.968
PARVA	1.359
PKLR	-2.017
RNF34	0.421875
A3GALT2	0.54225
C12orf50	-0.0458333333333333
SUNC1	-1.82825
FAM102B	-0.306666666666667
CCT2	-0.55625
LRRC37A2	-0.6635
ARF4	0.6875
SIKE	0.7
C8orf48	0.806333333333333
MBTPS1	0.638928571428571
GPSN2	-0.7505
NCF2	3.2265
SLC12A6	0.373833333333333
MRPL48	-1.38875
HMGN3	-0.489833333333333
LRRC62	-1.3825
PAX9	2.161375
FAM55A	-0.253
C20orf42	-2.67233333333333
SCML2	-2.741
BCL9	0.47075
FAM40A	-0.24325
C9orf41	-0.519166666666667
ZNF774	0.1705
LETM1	-0.02775
PLXNB1	-0.894333333333333
NIPSNAP1	0.448125
USP10	-0.0035
F9	2.04025
LIPE	2.13625
CNGB3	-0.47
C12orf52	0.02225
PI4K2A	0.3745
MED8	0.26
STAT4	1.2717
FGD4	0.233
RNF145	-1.59633333333333
WDR32	-0.7133
CLDN2	0.2765
TCEAL8	-0.447
ZMYND8	0.2804
PDXK	-0.53196875
GATAD2A	-0.481
PTGES3	-0.4845
CCM2	0.31175
TAP1	1.852375
ZNF670	0.4325
ETS2	-0.194928571428571
C6orf166	-0.3275
PRMT2	-0.460785714285714
OR4B1	0.2345
INTS8	-0.6435
CCDC102A	-0.6025
CCDC83	2.58516666666667
ITGA1	0.6982
EPHA5	-2.4855
FAM24B	-0.2565
TSGA10	1.913
HAL	-2.53883333333333
MYOT	-0.13475
SPACA3	0.179
BCL2L2	-0.4415
CUGBP2	0.0735
CCNB3	-0.532
RNF113B	0.743
MERTK	0.54925
BAG1	0.1555
VPS36	-0.02875
ORMDL3	3.2045
C1orf190	0.14925
ZNF625	0.6055
CORO2B	-1.46625
ALOX15	-1.054
CST1	2.921
NUPR1	2.29466666666667
CCL7	2.38575
SMCR5	-2.77
DSC2	2.6035
RBMS2	0.2265
GRIK4	0.288
TRIM65	-0.4828
TMPRSS6	0.480357142857143
TP53INP2	1.69475
GLB1L	0.136833333333333
LOC388284	-0.292833333333333
PUS1	-0.741714285714286
BCL9L	-0.0465
OLFM1	-1.07666666666667
RET	3.359
MASTL	-1.196
ALX3	0.00475
IL1RL1	0.1215
ZNF765	-0.9285
C14orf138	-0.34
SNX10	-0.188166666666667
TAC4	0.2355
C1orf64	-1.321625
POGK	0.637
MAPK9	0.8435
ZNF366	3.9105
C8orf79	0.8282
CLDN7	2.475875
OR5AT1	0.5755
TRIM37	-1.7625
LRRC25	2.82675
GRHL2	2.6629
TEKT3	0.32975
LASS5	-0.2605
ABCC4	-1.88483333333333
DLG3	2.2965
VGLL1	2.34625
ZFP36L2	1.12016666666667
MFRP	0.0371666666666667
KIAA1799	-0.175
FLJ44379	-0.219
PCNX	-0.53325
ANXA9	2.676
CYP4V2	1.214
PIK3C2A	0.5625
SRR	0.0125
NOL3	0.6745
IFITM2	0.405
ARNTL2	-2.2815
ZNF595	1.948
NLRP13	0.2765
ASPH	1.30825
CPA2	0.0215
PVRIG	-1.0585
LEPR	-1.009
C16orf42	0.539
SH3BGRL	3.1705
FAM77D	1.7066
FNDC7	-0.6405
C9orf6	0.501
NOTCH2NL	1.58633333333333
PGBD1	-1.757
SYNGR2	0.928166666666667
PITPNA	0.0708125
PRPF4B	-0.1154
SLC43A3	-1.387
NRBP1	0.28125
SLC25A22	-0.415
ILK	-0.217375
SLC22A8	0.6535
MRPS7	-0.17975
PITX2	-1.64825
FABP3	-0.124625
OR1L1	0.268
LOC728215	-0.14125
BLID	-2.0095
KIAA1217	2.44782352941176
TFPT	0.021
AP4B1	-0.39275
VBP1	-0.46275
OR1K1	0.4495
MORC3	-0.58475
BHMT2	-0.28
C3orf10	1.249375
FZD7	0.511666666666667
WFDC10A	-0.3225
PMS2CL	0.074875
CCDC32	0.462166666666667
FA2H	0.423
ALG13	0.0735
TTLL7	0.4874
SPOCK3	1.23075
SLC13A2	1.416
AIM1	3.57575
GPRC6A	0.057
EGR2	4.2
MED11	-0.22025
WWC1	1.655
SH3GL3	-4.748
RIF1	0.267071428571429
PRLH	0.3055
VLDLR	-1.137
DBT	0.4880625
C21orf63	-0.19975
CGGBP1	0.1435
KRTAP12-2	0.202
TADA3L	0.81325
ZBTB16	2.6765
PDGFB	1.252875
RFX1	0.661375
UQCRB	-0.4647
LOC133874	-1.244
HPS3	0.2985
LGALS3BP	1.2381
DKFZP564O0823	2.77757142857143
MRFAP1L1	0.731625
HOXA10	-1.248
NGB	-0.409
KIF21A	1.43730769230769
IFLTD1	0.1225
LZTS1	-0.3585
ARHGEF3	0.9275
RHBDL3	-2.548
CSNK1G2	-0.488333333333333
ChGn	0.52425
KIAA1244	2.34916666666667
GABRB2	0.2125
MGC72080	-0.56
CD27	3.07275
EGLN1	-1.4863
PEX13	1.097
RWDD3	0.1485
RNF12	-0.0205
GRIN2B	0.5615
ADAMTS14	-0.539375
DYDC2	0.683333333333333
ATP6AP1	1.4924
NR1H2	0.0638333333333333
PDK2	0.309
C3orf17	0.576833333333333
SLC38A2	0.02
SLC25A29	0.597166666666667
C15orf29	0.394375
ADAM9	1.00283333333333
TMUB2	-0.154125
GPR176	-0.44925
AGK	-0.469125
MCCD1	1.49075
NDUFA4	0.25625
TMEM146	-0.238
DUSP1	1.35225
UNQ6975	0.62
EMX2OS	4.348
INSM2	-0.199
LUZP4	-0.43325
SETD6	0.449
P2RY2	1.5395
SLC45A2	-1.978
RABGAP1	-0.0986666666666667
UBXD5	0.119875
GPRC5A	1.5592
PAK3	0.688833333333333
LOC63920	0.408
TGFBR1	1.9765
KRTAP6-3	0.08225
SFMBT2	0.07175
CDC42	1.0964375
C11orf35	-0.0785
TTLL2	0.22725
UACA	0.769833333333333
CD97	-0.8346
SETD5	-0.12175
NINJ2	-0.66775
PTER	0.438833333333333
POMGNT1	0.12725
KRTAP4-2	-0.146
ECGF1	2.81425
HRB	0.487545454545455
ATP1B2	0.1166
LOC400506	-0.10025
COL4A3BP	0.85925
C6orf97	-1.67625
GRHPR	-0.6955
TAS2R1	-0.205
SEMA7A	-0.069
EDF1	0.29775
ODF2L	1.8504
PCID2	-0.804166666666667
GTF2H4	-0.198166666666667
ZCCHC3	-1.012375
CGB2	0.0668333333333333
NEUROD1	0.05
C20orf75	-0.6505
RP5-1054A22.3	1.783
IFNA5	0.04
ZNF134	0.418666666666667
MGC119295	-0.3301
ZSWIM6	0.24425
SMEK1	-0.407166666666667
PCGF2	0.851875
C1orf102	1.80275
CYP2A13	0.399
KCNH6	-0.9361
MDM1	0.9849
ALDH7A1	0.4295
C9orf75	0.874
VDAC3	-0.48425
OR51T1	-0.0695
EIF3F	-0.958916666666667
KCNJ10	-0.337625
LENG8	-0.1035
EDEM2	0.4345
CCNJL	1.50966666666667
DHX37	-0.8995
CRYGN	1.151
AATF	-1.335
ZNF630	0.961125
E2F5	-0.221
WFDC13	-1.0955
FTSJ3	0.510666666666667
C4orf33	1.7985
LHFPL4	-3.05125
C19orf56	0.813583333333333
SMAD4	0.20425
AFM	-0.153833333333333
G0S2	0.048
FCHSD2	-0.6718
RRP1B	-1.7364
EEF1B2	-0.392166666666667
STAT6	-1.223
ZNF195	-0.524
GNL1	-0.518833333333333
ZNRF2	1.26983333333333
PER3	-0.70225
ASB16	0.34525
C10orf10	1.18428571428571
ADCY8	-2.8915
C9orf58	0.5945
ARMC10	0.316333333333333
PSG1	-1.106
DHX34	-0.53325
VARS2	0.022375
NFIC	1.037
ITPR2	-0.153
AGXT2	0.0735
OR6K3	0.394
H2AFZ	-0.536916666666667
MLLT3	-0.48525
COX4I2	2.377
CCNT2	0.43975
PLK4	-1.908125
NUMBL	-0.679
MED16	-0.38625
PLEKHQ1	1.337
GOSR1	0.396444444444444
BTG4	-0.56075
RPL30	-0.107416666666667
IGSF5	-0.01
IGFL2	1.42983333333333
ELMOD2	1.18516666666667
SHC3	-0.371333333333333
HAVCR1	-0.166
DYNC2H1	-0.924625
RNF5	0.331833333333333
C2orf7	0.5255
NLF1	1.2875
KLHL25	0.619
LRP10	1.1058
KRI1	-0.266
PUS7L	0.275
MGMT	1.31975
HOXD1	-0.511333333333333
CSH1	0.1334
ATG16L2	-1.86725
FLJ44635	0.62
CHODL	-0.547
EXOSC8	-1.46225
SLC28A1	0.20325
MYO7B	-0.652
SEH1L	-0.8434
MTNR1A	-0.170166666666667
TSPAN5	0.0271666666666667
CDC45L	-2.35533333333333
AMIGO1	0.4385
ATAD3A	-0.49675
OSGIN2	1.00116666666667
PDIK1L	0.9975
DARC	3.019625
PIPSL	0.323
SHMT1	-1.462
CRISP3	3.249
POPDC2	2.31333333333333
ZRANB2	-0.4045
FBXL8	0.11925
TRIP13	-1.89072727272727
EIF5AL1	-0.9235
POU5F1P3	-4.22666666666667
IL6	-1.80333333333333
CXorf38	-0.179833333333333
IFNA16	0.17
FBXL2	0.578666666666667
BRD1	0.34025
STATH	0.12325
FBXO44	0.212333333333333
MCCC2	0.90375
CDC2	-1.6069
C5orf23	0.02475
IVD	0.512666666666667
C10orf122	-1.61
MSL3L1	0.1819
MVP	1.166
EPOR	-1.1351
ZMYM1	-0.522
BCL7C	0.106666666666667
PSTPIP2	-0.00209999999999999
LYPD1	-1.542375
OR8G5	0.9365
ZP3	-0.611166666666667
BCAS4	0.737666666666667
EDG6	2.0115
ISY1	0.4855
PRAMEF2	-1.80275
CUL1	-0.17775
RNF213	0.2571
CCRK	-0.184
DHX9	-0.17
C13orf29	2.02
NCKAP1	0.507333333333333
MRPL43	0.673714285714286
XPR1	1.037
PKN2	0.5377
PODNL1	1.283
ZNF333	0.00887499999999999
DALRD3	1.128
OPN1SW	0.3895
BTBD6	1.4605
C11orf82	-3.017
OR5P3	-0.5325
DUSP11	0.5865
L1CAM	-1.3454
NEK11	2.22683333333333
OR7E91P	0.908
CNTN3	1.959
CREB3L2	0.995
ZBTB37	0.9885
KIAA1324L	0.5545
NDUFB10	0.0296666666666667
NUDT2	-0.17375
GTPBP8	0.83125
CACNA1D	-0.07175
PRKAA2	0.173666666666667
PRDM8	0.6045
MGC16075	0.214666666666667
KRT14	0.640714285714286
PP8961	0.883875
MRPL18	-0.25825
ABCG2	-2.2095
PACRG	1.276
BBS2	0.0355
KREMEN2	-3.011
FBXO21	0.3315
HNRPUL1	-0.333416666666667
GRB10	0.56375
CLSTN1	1.164125
LMAN2	0.416
C17orf61	-0.7595
NIPSNAP3A	-0.261
INSIG2	-0.318833333333333
PCDHB7	1.33766666666667
STXBP2	0.792
CMAH	0.84
SEMA5B	-0.52525
ZNF155	0.362
COQ6	-0.344
PRPF4	-0.30675
TSPAN15	2.7759
VN1R5	0.31725
LATS2	0.98975
SELK	0.1035
PGK2	-0.65375
MS4A1	1.02875
TYW3	-0.6486
KRTAP5-1	0.303
RCCD1	-1.971
BTN1A1	0.57775
DDX28	-0.22975
TMEM65	0.672
LOC92345	0.205
TTC31	-0.655
WDR46	-0.249333333333333
CHP2	-1.77466666666667
LSP1	0.747125
ZNF542	0.717
EXOSC1	-0.3355
ARHGAP18	0.537666666666667
LRRTM4	-1.30325
MAOB	1.06875
CACNB4	0.01475
MGC33846	0.200125
RANBP3L	3.066375
ATP5L	-0.903
ONECUT1	-2.705
NUDT9	0.2875
TMEM149	0.8265
STX17	-0.2815
IGSF10	-2.564
TMPRSS9	0.121
BMPR2	1.72491666666667
ALLC	-0.1875
KLF7	1.311125
GCC1	1.2034
TIMM9	-1.01375
CDO1	0.321166666666667
MGC10701	-1.45433333333333
IFI6	1.503
FRMD8	0.35925
MGAT2	0.17475
WBP5	-0.943
CNIH2	-0.0115
KIAA0907	-1.2824
KCNH8	-0.324
CTSG	-0.49375
GRIK1	-0.103333333333333
CUL5	-0.40325
FRMD1	0.271
OR9A4	0.7945
SYT6	-1.7135
FOXD4L2	0.43725
ANAPC2	0.0516666666666667
OPN5	0.0355
TAF13	1.76225
LYG2	-0.98625
GGNBP1	0.1655
C11orf40	0.3375
OTX2	-1.295
REG4	0.279166666666667
EIF5	0.7765625
PALB2	-0.6975
SEPSECS	0.1016
RNASE3	0.024
TRIM49	-2.0225
POLR2K	0.5904
GPR42	0.2145
C8B	1.303
SASS6	-1.1845
PREB	-0.2015
OR3A3	0.3725
TUBA8	1.074375
IGLV2-14	0.7165
STIL	-1.37475
ANKFN1	-0.906833333333333
NME7	0.09125
HOXC12	-2.0245
UBE2C	-1.1245
FHOD1	0.577125
CDK2AP1	1.03733333333333
OR6K2	0.27225
DHPS	0.501
RPL5	-0.669666666666667
TRGV5	0.4585
LOC541472	-0.46225
HCCS	0.3528
DENND1B	2.025
LHX3	0.1415
OR5D16	0.3565
CXorf57	-2.39866666666667
IRF2BP1	0.03675
NDST2	0.643666666666667
LCE3D	-0.144
BOLL	-0.07075
SYT3	-0.93875
PIH1D2	-0.21425
C20orf7	-0.0963333333333333
IL1R2	-0.284
SLAMF9	0.7775
PPME1	-0.226625
PIK3CA	0.85875
TRAPPC1	0.015625
COLEC10	-0.71725
SLC9A6	-1.176
PDDC1	-1.11525
CCDC53	0.67275
GK3P	-0.23175
DAZL	-0.864
BRI3	0.85425
SDK1	-0.83825
CYP2C18	0.30025
IFI44L	2.80725
RPL3L	0.1985
FUT9	-1.1375
KIFC2	-0.9825
PMP2	-0.794625
SLC4A9	-0.637
PLAG1	-2.14683333333333
MYCBP2	1.19283333333333
OR4E2	0.374
CCDC65	1.14675
C16orf82	-0.106625
ENTPD4	-0.154
BRP44L	0.37125
PMP22CD	0.04025
TMCO4	1.12133333333333
KCNN1	-1.07
WDR35	0.00725
CCDC80	2.2035
C3orf31	-0.459
SLC7A9	-0.63525
TMEM190	-1.61275
DBC1	-0.733666666666667
FADS3	-0.925666666666667
PDZD8	0.433666666666667
GRM5	0.023625
AZGP1	3.87
PEX3	-0.4165
MED1	1.19028571428571
ATG4C	-0.516166666666667
HNRPH3	-0.60075
FAM109B	2.30575
C4orf17	0.00299999999999999
CA10	4.327
OPRD1	0.226
CCL16	-2.01575
SACM1L	-0.7725
CST6	4.612
CD63	1.0385625
LGI1	-2.46625
ZNF784	0.11675
CRYBB1	-0.17
CX3CL1	0.33905
TOP2A	-2.8825
GYPB	-3.62066666666667
GADD45GIP1	0.27525
FEN1	-1.86875
IGF1R	-1.8263125
WDR72	-0.676833333333333
PURG	-0.931
DEFB126	0.65575
PKD1L1	0.58775
CAV1	-1.9
GNPDA2	0.4033
DGAT2	-0.274625
NLGN1	-4.03825
STRBP	-0.889
HPRT1	-0.585333333333333
FANCI	-2.066125
PSMA7	0.688
DBF4B	-1.17383333333333
TTF1	-0.10525
RAD54L	-2.41925
ELOF1	0.716
PLAGL2	0.0824999999999999
ZNF256	0.13725
HMGCL	-1.20725
MSI2	0.260666666666667
RPESP	3.717
C11orf60	-0.831
ABCD1	1.688
ACAA1	0.9185
SPARCL1	4.78771428571429
IL6ST	0.4187
ZNF319	0.54125
TMEM109	0.13
FAM90A1	-2.09866666666667
IL22RA1	-2.054
ATP4B	0.687
TEC	-0.474666666666667
C7orf30	-0.828
TXNDC2	-0.572166666666667
ABCB4	0.0785
KIAA1191	0.572625
C9orf38	0.3785
SFTPB	0.301625
CNTNAP2	1.45933333333333
FRK	3.5335
TBX19	-0.23875
CHD4	-0.3815
C6orf26	-2.63716666666667
MOSC2	1.1935
IKBKE	0.67725
HIF1A	-0.0133333333333333
LOC595101	-0.6965
RELA	-0.1775
TMEM16B	-0.438
ABHD12B	-2.9765
TSEN34	-0.07925
KIF18A	-2.69375
TXNDC9	0.719166666666667
SPATA2L	0.0875
SEMA4G	-1.4695
C21orf91	-0.899375
MATN1	0.5825
KCNIP4	0.130666666666667
TUSC1	1.166375
OR4C15	0.47175
ARMCX6	-1.39441666666667
WBSCR27	-1.1385
OR52I2	-0.02
KIAA1604	-0.21625
DYNC1I1	-0.765
PPP4C	0.89575
SLC47A2	-1.84916666666667
TREH	-0.305125
CD48	1.87933333333333
ST14	1.3945
PKN1	-0.02525
SPON2	3.176
XBP1	1.72675
SFRS12	-0.5995
EFCAB6	2.5995
SELT	1.19725
SLC39A2	1.6695
ERF	-1.069
ARL3	1.23975
