Hybridization REF	TCGA-A2-A0CU-01A-12R-A034-07
BHMT2	0.328833333333333
C3orf10	0.80825
FZD7	1.3965
WFDC10A	0.131
PMS2CL	-0.246625
CCDC32	0.515
FA2H	-1.13075
ALG13	-1.006
TTLL7	-0.6327
SPOCK3	-0.062
SLC13A2	0.831
AIM1	0.19775
GPRC6A	0.0995
EGR2	5.51425
MED11	0.073
WWC1	0.93475
SH3GL3	-4.905
RIF1	-0.406714285714286
PRLH	-0.1585
VLDLR	-1.706
DBT	0.72125
C21orf63	-0.0455
CGGBP1	-0.078125
KRTAP12-2	-0.087
TADA3L	-0.42075
ZBTB16	2.12775
PDGFB	1.804625
RFX1	0.22225
UQCRB	0.2399
LOC133874	0.109
HPS3	-1.7795
LGALS3BP	0.4724
DKFZP564O0823	2.20442857142857
MRFAP1L1	1.24825
HOXA10	-1.1725
NGB	0.4945
KIF21A	1.21161538461538
IFLTD1	0.7985
LZTS1	-0.595125
ARHGEF3	1.34325
RHBDL3	-0.781
CSNK1G2	-0.24275
ChGn	-1.252125
KIAA1244	3.06216666666667
GABRB2	0.537
MGC72080	-2.0795
CD27	3.0325
EGLN1	-1.8185
PEX13	0.25475
RWDD3	-0.06075
RNF12	-0.310666666666667
GRIN2B	0.868
ADAMTS14	-1.109875
DYDC2	1.57666666666667
ATP6AP1	1.9576
NR1H2	-0.2465
PDK2	0.835
C3orf17	-0.551666666666667
SLC38A2	-1.04771428571429
SLC25A29	0.160333333333333
C15orf29	0.711875
ADAM9	0.279083333333333
TMUB2	0.517
GPR176	-0.03175
AGK	-0.578
MCCD1	3.706
NDUFA4	-0.06675
TMEM146	-0.40675
DUSP1	2.249375
UNQ6975	1.449
EMX2OS	4.39675
INSM2	-0.39325
LUZP4	-0.37425
SETD6	-1.06475
P2RY2	3.69475
SLC45A2	-2.672
RABGAP1	1.34416666666667
UBXD5	-0.43575
GPRC5A	2.4207
PAK3	0.4245
LOC63920	-0.9085
TGFBR1	-0.0173
KRTAP6-3	-0.038
SFMBT2	-0.28
CDC42	0.6801875
C11orf35	1.227
TTLL2	-0.43675
UACA	0.717583333333333
CD97	-1.3148
SETD5	-0.22525
NINJ2	-0.77025
PTER	0.0903333333333333
POMGNT1	0.763
KRTAP4-2	-0.488
ECGF1	1.139875
HRB	-0.282727272727273
ATP1B2	0.2653
LOC400506	-0.11775
COL4A3BP	1.41675
C6orf97	1.59375
GRHPR	0.2085
TAS2R1	0.246
SEMA7A	-1.109
EDF1	-0.18375
ODF2L	0.3711
PCID2	-1.18666666666667
GTF2H4	-1.51383333333333
ZCCHC3	-0.59
CGB2	0.0568333333333333
NEUROD1	0.06875
C20orf75	0.3655
RP5-1054A22.3	1.56316666666667
IFNA5	0.3965
ZNF134	0.470666666666667
MGC119295	-0.8605
ZSWIM6	0.577625
SMEK1	-0.1355
PCGF2	0.771
C1orf102	3.0135
CYP2A13	0.5
KCNH6	-0.4569
MDM1	0.0922
ALDH7A1	-0.477666666666667
C9orf75	0.68725
VDAC3	0.1035
OR51T1	-0.2125
EIF3F	-0.854583333333333
KCNJ10	-0.587
LENG8	-0.1535
EDEM2	-0.00366666666666667
CCNJL	-2.19216666666667
DHX37	-1.067
CRYGN	-0.2725
AATF	0.117375
ZNF630	0.626
E2F5	0.2025
WFDC13	0.621
FTSJ3	-0.932666666666667
C4orf33	0.4955
LHFPL4	-3.20625
C19orf56	-0.333416666666667
SMAD4	-0.162375
AFM	-0.6465
G0S2	2.7885
FCHSD2	0.3227
RRP1B	-0.6563
EEF1B2	-1.1385
STAT6	1.74633333333333
ZNF195	-0.57425
GNL1	-1.20733333333333
ZNRF2	0.0578333333333333
PER3	-0.151375
ASB16	0.52275
C10orf10	2.08657142857143
ADCY8	-3.41766666666667
C9orf58	-0.260666666666667
ARMC10	0.0533333333333333
PSG1	-0.8565
DHX34	-0.428
VARS2	-0.756625
NFIC	0.91325
ITPR2	0.0975
AGXT2	-0.0773333333333333
OR6K3	0.0385
H2AFZ	-0.716166666666667
MLLT3	1.5485
COX4I2	2.17125
CCNT2	-0.15125
PLK4	-2.12875
NUMBL	-0.929
MED16	0.41675
PLEKHQ1	0.99525
GOSR1	1.22438888888889
BTG4	0.33875
RPL30	0.141666666666667
IGSF5	-0.657
IGFL2	1.93016666666667
ELMOD2	0.802666666666667
SHC3	1.81616666666667
HAVCR1	-1.11
DYNC2H1	-0.181875
RNF5	-1.43383333333333
C2orf7	-0.541
NLF1	0.8175
KLHL25	1.35275
LRP10	0.4934
KRI1	-0.3455
PUS7L	-0.138666666666667
MGMT	0.25425
HOXD1	0.838833333333333
CSH1	-0.066
ATG16L2	-0.41275
FLJ44635	0.1425
CHODL	0.22875
EXOSC8	-1.93225
SLC28A1	-0.488
MYO7B	-1.11533333333333
SEH1L	-0.8679
MTNR1A	0.782166666666667
TSPAN5	1.317
CDC45L	-3.39216666666667
AMIGO1	1.2995
ATAD3A	-1.117125
OSGIN2	1.13366666666667
PDIK1L	0.838833333333333
DARC	4.520875
PIPSL	0.288
SHMT1	-0.7655
CRISP3	0.3725
POPDC2	2.48416666666667
ZRANB2	-0.727
FBXL8	0.56975
TRIP13	-1.59054545454545
EIF5AL1	-1.534
POU5F1P3	-4.9445
IL6	1.9915
CXorf38	0.293333333333333
IFNA16	0.015
FBXL2	2.1035
BRD1	0.47
STATH	0.281
FBXO44	1.21516666666667
MCCC2	-0.781
CDC2	-1.9364
C5orf23	0.849
IVD	0.509833333333333
C10orf122	-1.35575
MSL3L1	-0.4266
MVP	0.11425
EPOR	-0.9093
ZMYM1	-0.335
BCL7C	0.753833333333333
PSTPIP2	0.4675
LYPD1	-2.778
OR8G5	0.6355
ZP3	-0.312333333333333
BCAS4	1.96183333333333
EDG6	1.8795
ISY1	-0.81475
PRAMEF2	-1.807
CUL1	-0.322375
RNF213	0.7841
CCRK	1.3365
DHX9	-0.18775
C13orf29	-1.61225
NCKAP1	0.527666666666667
MRPL43	0.476642857142857
XPR1	-0.1505
PKN2	0.6519
PODNL1	-0.112
ZNF333	0.57175
DALRD3	0.755
OPN1SW	-0.128
BTBD6	0.40225
C11orf82	-3.586
OR5P3	-0.1645
DUSP11	0.259
L1CAM	-2.0434
NEK11	2.25033333333333
OR7E91P	1.7795
CNTN3	4.1272
CREB3L2	0.25125
ZBTB37	0.5495
KIAA1324L	1.92475
NDUFB10	0.478666666666667
NUDT2	0.28525
GTPBP8	-0.74375
CACNA1D	2.04525
PRKAA2	1.21166666666667
PRDM8	-0.229
MGC16075	0.0441666666666667
KRT14	-1.03307142857143
PP8961	0.552
MRPL18	-0.5675
ABCG2	-1.8765
PACRG	1.8065
BBS2	0.27425
KREMEN2	-2.8765
FBXO21	1.174
HNRPUL1	-0.0716666666666667
GRB10	-0.1135
CLSTN1	1.079125
LMAN2	0.1445
C17orf61	-0.65275
NIPSNAP3A	0.02275
INSIG2	0.7235
PCDHB7	-0.239666666666667
STXBP2	0.534
CMAH	0.0904166666666667
SEMA5B	-0.34075
ZNF155	-0.2045
COQ6	-0.277333333333333
PRPF4	-0.13825
TSPAN15	2.5906
VN1R5	0.984
LATS2	0.65025
SELK	0.256
PGK2	0.677666666666667
MS4A1	0.2475
TYW3	-1.0409
KRTAP5-1	0.758
RCCD1	-1.4615
BTN1A1	0.45
DDX28	-0.1895
TMEM65	0.4705
LOC92345	2.031
TTC31	-0.57875
WDR46	-1.609
CHP2	0.034
LSP1	-0.110875
ZNF542	0.11975
EXOSC1	-1.0225
ARHGAP18	-0.796666666666667
LRRTM4	-1.27828571428571
MAOB	2.6105
CACNB4	-0.3795
MGC33846	0.881
RANBP3L	0.03775
ATP5L	0.596
ONECUT1	-3.414
NUDT9	0.993
TMEM149	-0.628
STX17	-0.4815
IGSF10	-4.23275
TMPRSS9	-0.379
BMPR2	1.80958333333333
ALLC	0.23175
KLF7	0.273875
GCC1	0.6096
TIMM9	-1.09
CDO1	1.63233333333333
MGC10701	-0.547666666666667
IFI6	-0.475666666666667
FRMD8	1.486
MGAT2	-0.20925
WBP5	0.631333333333333
CNIH2	0.03825
KIAA0907	-1.7889
KCNH8	-0.7395
CTSG	0.09325
GRIK1	0.338833333333333
CUL5	0.106
FRMD1	0.586
OR9A4	1.22
SYT6	-1.818
FOXD4L2	1.32225
ANAPC2	-0.371833333333333
OPN5	0.0825
TAF13	-0.2605
LYG2	-1.017
GGNBP1	-0.798
C11orf40	0.5595
OTX2	-1.683
REG4	-0.201166666666667
EIF5	-0.1345625
PALB2	-0.81325
SEPSECS	-0.1929
RNASE3	-0.279
TRIM49	-0.5545
POLR2K	0.6013
GPR42	0.399
C8B	-3.86466666666667
SASS6	-0.42025
PREB	-0.428333333333333
OR3A3	0.438
TUBA8	0.6475
IGLV2-14	-2.9955
STIL	-1.84
ANKFN1	-2.26866666666667
NME7	-0.713
HOXC12	-0.82475
UBE2C	-0.969125
FHOD1	-1.22
CDK2AP1	0.419666666666667
OR6K2	0.6915
DHPS	-0.11925
RPL5	-1.0765
TRGV5	0.847
LOC541472	0.080625
HCCS	0.00979999999999996
DENND1B	1.6225
LHX3	-0.088
OR5D16	0.581
CXorf57	-0.289166666666667
IRF2BP1	0.4275
NDST2	0.152666666666667
LCE3D	0.009
BOLL	0.528
SYT3	-1.63675
PIH1D2	-1.45875
C20orf7	-0.229666666666667
IL1R2	-0.3
SLAMF9	-0.3145
PPME1	-0.013875
PIK3CA	0.374
TRAPPC1	-0.640125
COLEC10	-1.1385
SLC9A6	0.483
PDDC1	-0.103916666666667
CCDC53	0.403
GK3P	0.206
DAZL	-1.4905
BRI3	-0.0255
SDK1	-0.520375
CYP2C18	0.31875
IFI44L	0.959125
RPL3L	-0.2475
FUT9	-2.446
KIFC2	0.196
PMP2	0.227125
SLC4A9	-1.1345
PLAG1	-2.26966666666667
MYCBP2	0.922
OR4E2	0.7895
CCDC65	0.29925
C16orf82	-0.38525
ENTPD4	0.059
BRP44L	-0.125125
PMP22CD	-0.249
TMCO4	2.20483333333333
KCNN1	-1.2522
WDR35	0.59775
CCDC80	2.67375
C3orf31	-3.3825
SLC7A9	-1.02175
TMEM190	-1.99775
DBC1	-1.4055
FADS3	-0.682333333333333
PDZD8	0.130666666666667
GRM5	-0.0235
AZGP1	3.4118
PEX3	-0.051
MED1	0.753571428571429
ATG4C	-1.71966666666667
HNRPH3	-0.89125
FAM109B	1.809
C4orf17	-0.311
CA10	-0.2075
OPRD1	-0.081
CCL16	-1.9075
SACM1L	-0.41675
CST6	5.31575
CD63	1.4160625
LGI1	-0.656
ZNF784	0.427
CRYBB1	-1.657
CX3CL1	0.37315
TOP2A	-1.174875
GYPB	-5.24466666666667
GADD45GIP1	-0.482
FEN1	-1.275125
IGF1R	1.7755
WDR72	-0.980666666666667
PURG	-1.11433333333333
DEFB126	2.649
PKD1L1	1.97575
CAV1	-1.3247
GNPDA2	1.1656
DGAT2	1.562375
NLGN1	-2.31025
STRBP	0.63825
HPRT1	-0.924666666666667
FANCI	-1.444625
PSMA7	0.44
DBF4B	-0.812333333333333
TTF1	-0.32375
RAD54L	-2.946
ELOF1	-0.419
PLAGL2	-0.223375
ZNF256	0.19425
HMGCL	1.286
MSI2	-0.359833333333333
RPESP	0.193666666666667
C11orf60	0.07625
ABCD1	-0.1525
ACAA1	0.1684
SPARCL1	5.235
IL6ST	2.179
ZNF319	0.4935
TMEM109	0.2998
FAM90A1	0.434
IL22RA1	0.502
ATP4B	0.0205
TEC	-0.824833333333333
C7orf30	-0.69775
TXNDC2	-0.8845
ABCB4	-0.472
KIAA1191	0.776875
C9orf38	-0.5205
SFTPB	0.054375
CNTNAP2	-0.340583333333333
FRK	1.453
TBX19	-0.14425
CHD4	-0.127
C6orf26	-1.921
MOSC2	1.334
IKBKE	0.20725
HIF1A	-1.5455
LOC595101	-0.517
RELA	0.606833333333333
TMEM16B	0.743833333333333
ABHD12B	0.153
TSEN34	1.34575
KIF18A	-2.45675
TXNDC9	0.004
SPATA2L	-0.0095
SEMA4G	-0.6525
C21orf91	-0.896875
MATN1	-0.087
KCNIP4	-0.047
TUSC1	2.09875
OR4C15	0.468
ARMCX6	1.87783333333333
WBSCR27	-1.6585
OR52I2	0.692
KIAA1604	-0.337
DYNC1I1	0.223625
PPP4C	0.325
SLC47A2	-2.939
TREH	-0.057125
CD48	0.9215
ST14	1.55983333333333
PKN1	-0.4255
SPON2	1.69375
XBP1	2.78441666666667
SFRS12	-0.753333333333333
EFCAB6	2.56725
SELT	0.13725
SLC39A2	2.778
ERF	-1.18933333333333
ARL3	1.5805
SURF6	-1.2633
MLLT10	-0.90347619047619
FLJ11171	0.334833333333333
TDGF1	-4.4005
ERCC6	-0.644
EIF2AK4	1.737375
BAZ1A	-0.620666666666667
LRRN3	0.243333333333333
TMC3	1.349
EFTUD1	0.142
PTPRO	1.02166666666667
CLEC12A	0.57275
ACBD4	0.4425
ZDHHC14	-0.955875
OTUD7B	0.819875
ACTB	0.532375
MSRA	0.459625
LCE5A	1.248
IFI35	-0.12725
BSCL2	0.9295
ANKRD12	-0.203333333333333
CFHR2	0.945
RGAG1	-0.573666666666667
HSFY1	-0.388
SLC30A5	0.1775
IMPG1	0.543
GPR109A	0.7915
ZNF185	2.20975
IYD	3.3455
NPCDR1	0.8045
SERPINA13	0.1315
HMGCLL1	2.956
NEUROG1	0.8045
UBQLN1	-0.2025
LIN37	-0.08425
SOCS2	-1.590375
DSCR4	-1.72185714285714
XKR6	2.16625
GPR142	0.985
KRTAP13-3	0.3805
CCDC15	-0.5275
MOS	-0.4605
CD1E	-1.405
OFCC1	0.0506
FAM83D	-1.34975
SRFBP1	0.2435
C9orf96	-0.4595
DHDH	0.157
CCDC90A	-1.018
RABL3	0.347
CD320	-1.07533333333333
ANGEL2	0.14125
MRPL21	0.00974999999999999
SMG6	0.0135
INSR	1.5860625
FLJ14816	-1.3795
GLRB	2.031
C9orf89	1.42775
CIZ1	-0.557875
URG4	-0.0481666666666667
LRDD	-1.44233333333333
CBY1	0.428166666666667
NFX1	0.075875
MTERFD2	-0.566214285714286
C19orf23	0.343
PGC	-2.412625
IER3IP1	0.4194
RASAL2	0.87475
C1orf89	-0.3975
SYNJ1	-0.484875
NFKBIE	0.5
FLJ40125	0.0565
TCEB2	0.8296
NOG	-2.194
POLR2J2	-0.416
HLA-B	0.7515
PCDHA1	-0.861
PPP2R2B	-0.2255
ARHGEF17	1.20783333333333
TCF7L2	0.761
CHD5	-0.054
ZNF431	-0.486625
TBC1D25	1.1315
ZNF800	0.66775
SCUBE2	3.04881818181818
MYCBP	0.266666666666667
GPX5	0.393
C6orf129	-0.571333333333333
QSER1	-1.108
ULK2	1.5145
PIGO	0.940833333333333
NRCAM	0.0992857142857143
SLC35E3	1.697375
CSRP2	-0.3245
HYPE	0.02625
MAPK15	0.746666666666667
MGC14327	0.3435
TIMM13	-0.469333333333333
ZNF462	-1.26625
GBA3	-0.8145
TEX13A	-0.523
MCM6	-0.593777777777778
MTRF1	-1.72025
ABCA7	-0.1445
EIF4A2	0.26825
ZC3H10	0.6405
RPGR	0.332166666666667
C20orf94	1.18025
RP1L1	-0.082
GPR125	-0.02575
USP22	0.138571428571429
OR1L4	0.611
MLZE	0.273
FLJ32065	0.33625
PTCD1	0.2865
CRTAC1	2.8325
BXDC2	-1.341
C18orf1	1.41416666666667
FAM107A	1.99742857142857
EFNA3	-1.48675
P18SRP	-0.0547
CAMKK2	0.617916666666667
KIAA0649	-0.4475
NES	-1.21966666666667
HS6ST3	2.284375
PON2	-0.2665
TCP11L2	-0.42825
CLEC4A	1.40325
PRR12	0.7545
MLXIPL	-1.1166
C2orf50	1.069
ZNF28	1.10225
ENC1	-0.0763333333333333
MAP2K1	-0.0315
FKSG2	0.63875
KIAA0430	0.5545
PTP4A1	-1.46872222222222
GPR156	1.0375
GTF3C6	-0.77725
UBR2	-0.7666
LOC388272	-1.5885
MAK	-0.00833333333333333
ACOT4	3.57775
STC2	3.43275
PIGW	-0.72875
SAE1	-0.02275
COL6A1	0.242090909090909
OAZ1	0.5395
STMN4	0.560166666666667
EDG3	0.8545
SGCE	-1.9995
IL11	-2.82916666666667
PRSS8	2.2915
YIPF5	0.65075
WNT4	4.0985
CSN2	0.290333333333333
TCF7	-2.689
TDO2	2.52475
SAMD9	-1.1541875
S100A7A	0.1865
MMRN1	3.28733333333333
GKAP1	0.352
AKR1C3	-1.62625
RNF19A	1.146125
GMDS	-1.4355
YKT6	-0.911375
SPARC	1.2673
C12orf31	-0.27625
UBE2V2	-0.421666666666667
FBXL18	-0.149333333333333
KIAA0460	0.5655
ADAM22	0.506428571428571
SERPINC1	-2.057
KCTD21	1.3685
MYOHD1	-1.515
ZNF37A	-0.553666666666667
GTF3C1	0.400833333333333
CTSZ	1.56775
PRNPIP	-0.735625
DRD1IP	-0.06525
NR1I2	-1.687
ZNF266	-0.5858
SPAG4L	-0.426
COX4NB	-0.3585
SAPS1	0.801333333333333
APOA1	-3.312375
TATDN1	-0.365666666666667
C10orf82	3.251
KPNB1	0.403
FOXO3	0.22575
CRYBB2	-1.3705
ZBTB5	-0.732333333333333
SLC25A38	-0.014
DCTN2	0.154166666666667
IFT20	0.66625
CTHRC1	1.38125
C1orf31	-1.084375
UHRF1	-0.401375
GPC6	-0.58625
C10orf54	1.57475
MCF2L2	-0.163333333333333
WNT9B	0.000285714285714294
OLA1	0.573125
FAM120B	0.5795
TTLL10	-0.2395
CYorf15A	-6.24833333333333
RELN	-1.5181
SCN2B	1.09072727272727
MFHAS1	-0.30475
NKX3-2	-1.9615
RASGRF2	-0.6845
SSBP1	-0.793833333333333
KPNA6	0.00199999999999997
LOC389118	-0.2855
HS3ST4	-2.38075
SUPT7L	-0.016375
FLJ32658	0.51775
IGFBPL1	-0.877
KIAA1641	-0.7344
SHKBP1	-0.500166666666667
CSF1R	4.6
NAGK	0.62325
MYL2	0.627
HIST1H4C	-1.6035
TOMM7	-0.3365
ADAMTSL3	3.959
TNFSF14	-0.70925
PRRT2	-0.14275
VTA1	-0.697125
AOAH	3.27516666666667
CRISPLD2	1.88064285714286
PNN	-1.2489
TA-NFKBH	-0.57425
ESPN	1.01675
RBM43	-0.872
KIAA1267	1.085375
DDX3X	0.158111111111111
KIAA1576	-4.0115
PLXDC1	3.738
FLJ25801	-4.432
HNRNPL	0.141
RUNDC3A	2.3875
CASP12	1.015
SH2D5	-2.052875
RPL26L1	-0.182
OR51A7	0.71725
HDC	3.169
C2orf16	-0.00533333333333335
SYTL3	0.9745
GOLGA4	0.142375
NOTCH1	-0.448166666666667
ATPAF2	0.06075
ECD	-0.16575
SSX5	-2.45416666666667
SNAP91	0.485
OCA2	-3.39425
PNPO	1.04216666666667
DAPK1	0.0768333333333333
PINX1	-0.234833333333333
SELENBP1	1.035625
NEK3	-0.623333333333333
TMED4	0.721928571428571
SSTR4	0.181
FOSL1	-2.7029
CD40LG	0.418
CES1	-0.798583333333333
DCI	0.875
B3GAT3	0.0253333333333333
STK17B	-0.89125
CNTN6	0.03275
CYP3A4	-1.56683333333333
MBOAT2	0.876642857142857
PISD	0.312625
USP1	-0.93575
PYDC1	1.594
CENPM	-1.27925
SAR1B	-0.02
TTC7B	-0.01075
DP58	0.62
GPC1	0.228
RBL1	-1.820375
TMEM137	-1.7555
TOB1	1.94266666666667
TCEAL1	0.748333333333333
CENPF	-1.757
C6	4.32716666666667
PRSS1	-3.21775
PPIL6	1.79216666666667
C6orf124	-0.647
ODZ4	0.718
SNCB	-0.3885
NDUFB9	1.123125
CNOT6L	1.34133333333333
S100A9	-0.873833333333333
TRIM50	0.597
KCTD1	1.4986
WDR63	2.213
SPEF2	2.587375
RNGTT	-0.2195
CXorf22	0.384
KCNK16	0.189
CEP250	-1.054
ATPBD1B	-0.80325
KCNJ2	3.308
MT1B	-2
ZNF684	-0.8365
SLC4A1	0.12775
PDHA1	-0.55775
ZNF492	-0.167625
TKT	-2.009
BYSL	-0.834
RNF38	0.399125
AHDC1	0.288
KLHL2	2.023125
CMTM8	2.6315
DMP1	-0.593
HERPUD2	0.146625
CRTAM	2.14433333333333
ZNF572	0.8655
TMEM16J	-0.0905
HSD17B2	-4.322
UBE2G1	-0.0785
AHSA2	-1.51475
PELI2	-0.808
TPX2	-1.932
ATP9B	1.66633333333333
DAZAP1	0.016625
HMGCS2	-0.438166666666667
C17orf38	0.282
B9D1	-1.318375
NKX2-5	-1.52816666666667
KIAA1276	0.36525
LILRB2	3.0355
CSTF1	-0.523333333333333
BTN2A1	-1.088
C15orf48	2.362
IGF2BP3	-4.52175
FAM113B	0.0886666666666667
HRG	-0.463625
ZNF131	-0.8055
USP47	1.59128571428571
CCDC88B	-1.876
HCN1	2.1261
HTN1	-0.655
SYCP3	-0.49825
C13orf23	-1.1697
PAPOLA	-0.2296875
AATK	-0.6587
MSH3	0.4315
NDUFAB1	-0.55925
ITLN2	1.17066666666667
BAK1	-0.757666666666667
MRPL45	-0.0883333333333333
MTNR1B	0.091
LOC645843	0.1265
SPECC1L	0.226625
PGCP	1.0965
SPN	-1.13625
GPR143	2.378
ZNF576	0.0871666666666667
TMEM39A	-0.0054
ATP5D	-0.700333333333333
MAGEB3	-1.082
RPS5	-1.28533333333333
ANP32E	-0.600142857142857
MTMR1	0.72575
YEATS4	-0.25025
SYNGAP1	-0.57575
PCOLCE	-1.13333333333333
MNS1	0.932
PCYT2	-0.161
ZNF182	-0.2635
LAX1	-0.08575
SPPL2B	0.6367
ELOVL5	0.2594
PCDHAC1	0.367
B4GALNT1	-1.84616666666667
BLOC1S2	0.289875
ZNF673	-0.1476
ARHGAP21	-0.5105
IRX5	3.2505
LRFN5	-1.05433333333333
FAM7A1	-1.382
RAB19	0.526
GINS1	-1.86625
ITM2B	2.8477
PAPSS2	1.334
OR5BF1	0.1365
ACSL3	0.83125
KIAA1919	-0.997333333333333
GLT8D2	1.5065
UTRN	0.328857142857143
CNN1	2.93225
HISPPD2A	1.39283333333333
SDAD1	0.3475
SIGLEC9	0.5665
RPL35	-0.496428571428571
C22orf26	0.205
IMPDH2	-2.05925
WDR69	-0.899
SEC14L5	0.239
CLTA	0.327
RP11-529I10.4	0.374
GPR37L1	1.15683333333333
OGDH	-0.444
ASB13	2.35466666666667
ZFP14	0.62125
ZCRB1	0.330333333333333
KPNA3	0.4865
HSPA1L	0.67075
RHOC	0.856625
LOC554175	0.3405
PPP3CA	1.5575
SLC1A7	-0.6177
ZNF529	-0.619833333333333
RBED1	0.995
DDB2	-0.81575
FLJ11286	-0.469166666666667
SPATA1	0.841
MKNK1	0.5645
DYSF	0.818833333333333
ALKBH2	-0.78175
NKD1	-3.51966666666667
C1orf174	-0.75375
PLEKHO1	0.219666666666667
ASB10	0.1625
RING1	-0.812333333333333
NPC2	0.5125
AVPR1B	0.202
YTHDF1	0.418916666666667
LMAN1L	0.391
GSG2	-2.15
CEP170	-0.7634
RPS4Y2	-5.7155
MSH6	-0.8825
HECTD2	0.581666666666667
ZNF556	-2.534
PLEKHC1	-0.9619
AIRE	0.255833333333333
BCL2L10	1.66625
LMOD3	-0.111333333333333
ZBTB8	-0.2319
FOXA2	-4.595
SLCO2A1	3.165875
C3orf46	0.0685
PRDM16	0.875166666666667
TMEM98	1.5215
FRMD5	-0.3075
PDE6C	-0.9845
C1orf216	0.649833333333333
EP400	-0.263642857142857
PTK2	1.02266666666667
RNF217	-1.142
NDUFA8	0.537
ZFAT1	0.638
LAMP3	0.83
GLTSCR2	-0.12075
NPW	3.24
LLGL2	0.1421
PPM1K	-1.55766666666667
C20orf177	0.088
KIR2DL4	0.156
NFKB2	0.08525
C21orf122	0.00283333333333333
HESX1	-0.00175
GPR114	-0.270333333333333
SLC25A35	-0.3465
GNAT1	0.04625
ORAI3	0.6215
FAM76B	-1.89175
TMEM99	0.7115
TRIM29	-2.1153
CDS1	3.94925
RHEB	-0.3105
C4orf27	0.2815
RAB3A	0.3955
OTUD6B	0.2695
GPD1	2.9895
CDH15	-0.650833333333333
NPM1	-0.944714285714286
TMEM117	0.1715
PRPS2	1.41175
GCK	-0.73
ADRA2A	4.2435
TSPYL4	0.244333333333333
TASP1	0.37525
WDR19	0.811583333333333
C10orf38	-1.439
PDE4C	-0.628166666666667
FYB	-0.00249999999999999
C1orf55	-0.3025
PPFIA3	-0.36125
RAD18	-1.2085
C12orf44	0.707333333333333
CRYBA4	-0.5115
HVCN1	0.72125
TAF10	-0.424333333333333
C16orf48	-0.446
DEPDC5	0.976666666666667
LTBP1	-0.9455
MAPRE1	-0.053
FGF8	0.5275
C3orf52	1.509625
SENP7	-0.08
LRRK2	0.07375
RUNDC2A	-0.0625
KIAA0355	0.426666666666667
CPEB1	-2.39275
PPEF2	0.888
ABI2	-0.859833333333333
KIAA0317	-0.246625
ATF1	-0.546833333333333
DYNC1H1	0.6655
DIP	0.1935
TMEM33	1.38505555555556
POLDIP3	0.0635
C7orf24	0.0245
GPR171	2.1
CDC6	-1.3305
PLD1	-0.9022
ITFG2	-0.2619
NDUFC1	0.92225
AKNA	-0.97475
NBR1	1.2305
PKHD1	-0.127
HPS4	-0.8212
MAFA	0.8315
ULBP3	-0.682
DIRC1	0.274
IMMT	-0.418125
C22orf13	0.301083333333333
CEL	0.02025
MARK3	-0.99775
ADAMTS2	0.674
ARPC3	0.109166666666667
TMEM10	0.45075
NPHS1	0.139
BRD8	-0.193333333333333
WDR12	-1.7555
IDI2	0.029375
HOXD13	-3.3795
OR8G2	-2.09775
SLAIN1	0.29575
GABRQ	-0.28875
NR2C2	-1.297
NKTR	-0.7242
TLE2	1.5775
KIAA0892	0.049
AURKA	-1.61163636363636
GPRC5C	2.06033333333333
TBC1D9B	0.637125
PNPLA6	-0.117833333333333
AP3B1	0.525
NAG	0.17075
C11orf68	-0.37175
AKR7A3	1.827
AHCYL1	0.706333333333333
COP1	-0.319166666666667
RPP14	-0.589583333333333
PCDHB18	0.19525
CDH24	0.837
KRT17	-2.3789
LACTB2	0.0925
DDX24	0.1797
PHACTR1	-2.489
SLC35E2	0.70675
LOXL1	-0.057
IQSEC2	1.332125
RGSL1	0.222
PCDHGC5	0.6195
MEGF10	2.61575
PRRX1	0.997333333333333
ASTE1	0.0276666666666667
C6orf159	-1.088
MYOD1	1.025
GAA	1.41825
ZNF747	0.9855
KLRC1	-2.55175
IL1RL2	0.466
GDF9	0.96875
GPR119	-0.104
TRAF2	0.0946666666666667
HCK	4.19966666666667
BMP6	-1.77825
IL8RA	2.71
FLJ35848	1.22725
EFHA1	0.5255
CDSN	-0.937
C14orf54	-0.223833333333333
LSM3	-0.325125
ZFP41	0.01
C9orf126	-1.3755
VIT	-0.7255
SPCS3	-1.3005
DEF8	-2.4194
CHAF1A	-1.2915
C1orf165	-0.0698333333333333
ZFPM2	0.931166666666667
FTH1	-0.085
SLC35F1	-1.6805
YWHAH	0.3195
C17orf66	0.4115
ADRB1	0.639833333333333
FOXL1	-0.246
RG9MTD3	-0.278166666666667
UMPS	-0.285875
MGC13008	-0.159
KIAA1161	0.5685
CCDC77	-1.64
C12orf65	-0.8538
COG4	-0.377666666666667
RCP9	0.80475
RP4-692D3.1	3.293
CDC2L5	0.182
MGC7036	0.426333333333333
DNAJC11	-0.93925
GDF2	-0.449166666666667
TIMM17A	0.096
HNRNPA0	-0.1743
OR2H1	-0.12
PCBP1	0.5075
COL23A1	-1.62775
LRRC2	0.0273571428571428
NSD1	0.544571428571428
FLJ37078	0.455625
WDR91	-0.531
TMEM179	0.028
DSCR10	0.0405
CNDP2	-0.1231
FYN	0.0755
BEX2	1.26833333333333
KCND3	0.8865
YPEL5	1.75775
LRRC42	-0.231666666666667
C17orf45	-1.553125
ZNF649	0.3436
LOC150763	0.472
COL5A2	1.71558333333333
CNGA2	0.156
ELA2B	-1.2825
