Hybridization REF	TCGA-AN-A0FN-01A-11R-A034-07
HEPH	0.54575
THRAP3	1.083
MET	-1.41407142857143
PHYHIP	1.4925
LYAR	-1.21016666666667
ING3	0.36175
AK7	-2.31475
CCT8L2	-0.640875
COPS7A	-0.4725
WSCD1	-0.106
RNF185	0.4475
TNS3	0.62875
KNDC1	-1.352
RWDD4A	0.268333333333333
MED13L	1.0154
ZFYVE1	0.587875
C7orf44	-1.319
MRPL1	0.0895
STGC3	-0.28725
TEAD1	-0.197166666666667
RPL7A	-0.392142857142857
ARL6IP1	-0.1097
C1orf178	-1.783
CTAGE5	0.236083333333333
TMEM184A	-0.478833333333333
SLC25A14	0.0665
CACNG5	-0.1645
ATXN10	-0.1911
ECH1	0.3359
CCL22	0.64325
CYP2F1	-2.33833333333333
GADL1	0.2855
TMEM19	-0.3129
RUNX3	1.7175
EFNB1	1.03466666666667
LIPN	-0.117
ACSM3	-4.291
SIGLEC8	1.76283333333333
ASCC3L1	-0.503
NOL8	0.2345
RELT	-0.672166666666667
Magmas	-1.31425
PPP1R15B	0.4515
C11orf2	0.309
VKORC1	-0.513333333333333
MGC26647	-0.193666666666667
TRPM6	0.40125
UGT2B7	-1.771
FEV	-0.445
FOXK2	-0.7368
PDCD5	-0.3625
SLC8A1	3.7066
DGUOK	0.21
CLDN16	0.9705
GAGE1	-1.706
RBM17	0.1828
C1QTNF3	2.808
VGLL3	0.7855
UNQ5830	0.2115
CD1A	-1.63416666666667
SCGB1C1	-0.1245
SUPT4H1	0.1575
TRAF5	0.84675
ASAHL	1.241875
FAM73A	0.453833333333333
OR6B1	0.6785
WHSC1	-1.88755
GFPT2	1.529
LOC339809	1.0455
STARD5	0.198333333333333
SIP1	-1.37025
DNAJC15	0.85375
STAU2	0.2293125
FAM98A	0.43425
RAD23B	0.182625
LRRC33	-0.578
CHRAC1	-1.27
C21orf89	0.69025
C19orf43	0.282166666666667
KLK8	-2.623
CCNE1	-2.36525
PKDREJ	0.791666666666667
SSU72	-0.19975
C17orf73	-0.0575
GPR78	2.0595
WHSC1L1	0.3245
GSTA2	-2.26075
SMUG1	-0.3595
UFM1	0.9179
AP3M2	0.254333333333333
USP14	0.352625
FBXL14	0.7985
DSTN	1.10075
SFRS14	-1.06125
FBXO31	-0.0775
C12orf40	-1.13033333333333
FRS2	0.63525
NR2E3	-0.30575
TUBB2C	-0.8585
GMPR	-1.26083333333333
C9orf139	0.311
ING5	-0.467642857142857
LOC730092	-0.043
ORM1	-4.64125
RP11-11C5.2	-1.50925
HSPD1	-1.9118
PIWIL3	-1.00966666666667
C5orf13	0.6346
OR5R1	0.6955
LCOR	0.647625
PLEKHA9	-0.3585
CCDC43	-0.751
ZNF232	-0.65075
SLC6A7	0.3015
ADH5	-0.440416666666667
SHBG	-1.05216666666667
CROCCL2	-0.2765
PANX3	0.429
CDIPT	-0.9615
SLC16A5	0.84025
TUBB	-1.0841875
TOR3A	-0.2176
PREP	0.093
ENTPD8	-0.0633571428571428
CHMP1B	0.03475
SYT12	-0.3596
MYH6	-1.6244
MAP3K13	0.402666666666667
KLHL30	-0.161666666666667
LCMT1	-0.10125
EIF1AX	0.01
FOXD4L1	1.022
SLC24A5	-1.973
RNF166	-0.6991
TJAP1	-0.65575
TMEM156	0.417166666666667
ZNF239	1.33475
SNX19	1.0109
GKN1	0.4905
FCN1	2.2938
C1QL1	-2.0535
ATP11C	0.165625
ZNF35	0.76325
CARD8	1.242125
LIMD1	-1.49966666666667
KIAA0286	-1.375875
XRN2	-1.19333333333333
CD6	1.48683333333333
TOX3	0.332625
ZSCAN4	-0.725166666666667
RSRC1	-0.289125
COG1	0.1125
PTRF	2.0237
C16orf35	-0.562375
FBXO24	-0.32625
CHST11	0.801
THRB	-0.5876
MYBPC1	-0.6155
RNF39	-0.933166666666667
PSMD11	-0.4825
ALAD	0.833333333333333
EN1	2.28275
SLC9A9	0.95325
GSTM4	-0.2023
CDC42BPA	0.366473684210526
RCSD1	0.547
LUC7L2	-0.6368
SPTBN1	0.3037
LOC146167	0.507
BAT5	0.3396
ZNF452	-1.081
LSM4	-1.549375
SRP72	-0.411
SGK269	0.740416666666667
MTX1	-0.2985
CENTA1	-0.05075
UNQ9433	-1.002
ATR	-0.19625
DDX49	-0.322666666666667
PAQR8	-0.0276666666666667
C14orf174	0.6795
GBGT1	0.2865
THAP1	0.54975
OR10K1	0.5735
RASIP1	-0.1455
DPYD	0.6023
DOHH	-0.31675
C18orf45	1.16425
POF1B	1.9463
ZNF552	2.263
USP32	-0.923375
MED27	-0.731
C14orf149	-0.904833333333333
PRDX4	-0.905833333333333
ABHD12	-0.6307
AGT	-4.0575
SLC22A14	-0.096
C1orf58	-0.01775
PILRA	-1.0065
ABCF2	-1.002875
C17orf85	0.3761
TKTL1	-0.58325
FGF1	3.05135
IL6R	0.424333333333333
VPS25	-0.2055
CHRNB2	-0.102125
COL7A1	-1.0948
LRRC48	2.14683333333333
SPG20	1.09316666666667
COX10	-0.576
GCA	0.496
ECEL1	0.43
GLG1	0.799
SRD5A2L2	-0.40875
MUTYH	-1.409125
ZNF70	0.08725
L2HGDH	-2.58375
GPATCH2	0.94675
ZNF655	-0.289
ZNF227	0.177
MCOLN2	1.297
NQO2	-0.474
KCNQ5	0.6215
NEU1	0.511333333333333
QRICH1	0.16025
ZBTB20	1.47666666666667
RPUSD3	-1.33475
EPGN	-1.65566666666667
TSN	-0.0914166666666667
SPRY2	-0.732833333333333
LZTFL1	0.110625
GMFB	-0.192375
PBEF1	-0.894
HBG2	-3.256
TMEM8	-0.61575
PALM2-AKAP2	1.61866666666667
NFYA	0.02175
FAM108A1	0.499625
PBLD	1.4825
NRG4	-0.901
PIGF	-0.86975
PTGER1	1.063
NOS2A	1.594
C21orf34	1.03583333333333
C21orf51	0.193916666666667
IL17C	-0.486
TRMT6	-0.956666666666667
ETV2	0.161166666666667
CCDC109A	0.6545
MYLK2	-0.761
ATP10A	1.7508
DPH4	0.03775
C5orf5	0.733666666666667
KCNA4	0.9704
NMNAT2	0.1465
GLYATL2	-1.4655
LSMD1	-0.00575000000000001
IL23R	-3.19275
NRF1	-0.62175
MUC15	-2.26683333333333
PRDM12	-4.3645
PAQR4	-1.16557142857143
RBBP6	-1.1781875
IFI27	3.9535
SKAP2	0.894333333333333
TAGAP	2.92175
TJP3	1.355
C9orf61	-0.377
IDS	0.324
PARG	-0.38525
LOC131149	1.622
DYRK4	0.1755
MICALL1	-1.06325
GALR2	0.0725
GPBP1L1	-0.12075
TBX21	4.96225
KCNJ6	1.132
GGN	0.91325
CASP5	1.0725
RNF182	-3.633
BRD4	0.363
DOK4	-0.260375
SLC46A2	0.5882
SOX9	0.706833333333333
ZNRD1	-0.220333333333333
PRR6	-3.127
FAU	-0.125
DTNB	0.479166666666667
CARD9	0.7345
STS-1	-0.607166666666667
SLC4A5	-0.078625
NSBP1	-2.0835
UGCGL2	-0.587333333333333
POTE15	-0.0595
NOXA1	0.187
RP13-347D8.3	1.54966666666667
SAMD10	-0.830333333333333
EP400NL	-1.16675
TCF21	0.34325
AMELX	0.24325
JPH2	0.5896
SLA	2.770125
DLST	-1.20216666666667
SEPT12	0.93325
RGS20	-3.458
LXN	1.71783333333333
ZNF419	0.29175
UPK3B	-0.124333333333333
RELL1	1.34125
ESPNL	-0.1195
KLHL21	-0.6955
PI15	-0.325
C2orf61	-0.5685
LOC407835	-0.964333333333333
RER1	-0.163916666666667
ELAVL2	-0.367
MGC26718	-0.53575
KLF2	3.60225
TNFAIP8L3	1.0055
TFE3	0.134
C11orf17	-0.21275
15E1.2	-1.93975
SNRPC	-0.68675
DLGAP1	-0.00825000000000001
PGLYRP1	-0.2475
OVCH2	0.235
IRF7	1.4358
SET	-0.8283
NAB2	-0.871
LRP5L	-0.26425
FAM120A	0.480875
ASCL2	0.136833333333333
SHH	-1.04
ATP5H	0.103
THPO	0.262333333333333
TYRP1	-3.55666666666667
HIST1H3E	0.134333333333333
EIF2S1	-0.325611111111111
TNFRSF17	0.729333333333333
TARSL2	0.3075
NKX2-8	1.0015
C1orf115	1.4395
LOC56964	0.736
KIAA0841	-1.25325
ISCU	1.33
TTMA	-0.5185
ZNF414	0.219
LOC441150	0.9955
RAB15	0.362
HBP1	0.526
TNNT2	-2.19733333333333
CECR5	-1.53
PHGDH	-3.090375
JRK	-0.4695
XPO4	-0.473125
FAM131C	1.5465
ARHGAP25	2.2505
CA9	-3.51377777777778
GPR62	0.379333333333333
TLX1	0.0995
GPS1	-0.6925
OR2M2	0.7555
BDP1	0.730857142857143
FAM70B	0.67725
RPS29	0.13
MKLN1	-0.0999
TSPAN19	-1.12633333333333
SLC29A3	1.0264
LGALS4	-1.03016666666667
USH2A	0.1665
NF1	-0.0276666666666667
APOBEC3A	0.659333333333333
IMPAD1	0.4785
OLR1	3.1165
NRAP	0.264
HCFC1R1	1.29283333333333
TAOK2	0.422833333333333
MCM10	-3.3515
MAP4K3	0.0995833333333333
CBS	-2.420125
CLK3	-0.8857
PCDHGA5	0.311
ELF4	0.359
FAM71A	-0.5295
C11orf49	-0.27375
CLIP2	-0.71625
BTBD9	0.8085
ZNF524	1.518
KDELR1	0.154
ZNF509	1.0045
NCSTN	1.073
ZNF533	2.95078571428571
PARP4	0.462875
GALNT9	-0.300166666666667
NPY	-2.15325
BEGAIN	-1.58816666666667
TMEM77	0.043
FOXRED1	-1.8515
SLC16A2	1.50333333333333
SLC35B1	-0.347
GK5	-0.1215
SDCCAG10	-0.748
C4orf20	0.139
SLC9A2	-1.79025
ADD1	0.476714285714286
TAL2	0.3315
ACLY	-0.550125
DNAJC1	1.06
SOST	-1.236
USP43	1.6855
CYP4F12	-1.769
FKBP5	0.705875
CHCHD5	0.4406
NUDT22	-0.12125
CCDC85B	-0.16875
OR51G2	0.3455
STRN3	0.367714285714286
TMOD2	0.65925
FLI1	1.66675
MAB21L2	-1.28866666666667
DGKQ	0.3985
VPRBP	0.144
SCNN1B	-0.9439
ECHDC3	0.7008
TMEM106C	-0.8495
CSNK2A2	-0.0655
RPL39	0.0111
HERC3	0.6766
ZBTB47	0.902
ZNF681	-0.495
PAGE2	-2.93075
CLIC5	3.72978571428571
RABAC1	0.9965
ZFHX2	0.56775
YPEL1	0.448666666666667
KIAA0776	0.461
NR1D2	1.2855
DNAJC4	0.717125
NPNT	3.4653
ZNF677	1.2215
ZNF536	-0.98775
MEF2B	0.498583333333333
PTPN4	-0.82
CTCFL	-6.829
STX5	0.205
CD72	2.906
VEGFA	-1.08073684210526
XRCC1	0.0157
MAS1L	0.6555
ELL	0.2903
SETBP1	2.12275
CDH11	5.10566666666667
NDC80	-2.06530769230769
DMBX1	-3.06
NRSN1	0.2618
BAT2D1	0.26125
CDS2	0.347
C1orf212	-0.286333333333333
SENP3	-0.799625
IL1F9	-0.4085
EEF2K	-0.22125
COG8	-0.312
CEP72	-2.28
OR1L8	-0.0665
MUS81	-0.631666666666667
PHYH	0.705625
GGT6	0.843
C22orf23	-1.12433333333333
C13orf33	4.116375
MAPK8IP2	0.094
NELL2	3.10825
POU3F2	-1.857
ALPK1	1.698875
MRPS18C	-0.447
RPLP2	0.433375
FGF22	-0.0665
SPNS1	-0.5745
ZFP1	-0.704
IL1RAPL1	-0.5435
PCSK9	-3.1225
NKX2-1	0.591384615384615
C6orf189	3.23675
SP4	-0.3535
SLC11A1	1.5902
C21orf25	0.387666666666667
ICAM2	1.854
SH3GL1	-0.327666666666667
GSK3B	-0.096
RALB	1.505625
PDXP	-1.985
GNGT1	-1.85857142857143
KIR2DL1	0.8255
TNFAIP3	1.80991666666667
C6orf32	2.0373
CBLN2	4.32
PANK3	0.322375
TAAR9	-1.1865
WDR82	0.534785714285714
APOM	-3.28075
TRIP10	-0.60125
SPATA16	0.32575
C1orf135	-2.9145
USP51	0.94475
TESK1	1.13175
C11orf64	-0.3045
ZNF611	-0.0535
PDE6G	0.1755
HLA-DQA1	2.5865
GCLC	0.316125
SEC61A1	0.0387142857142857
TWSG1	0.60075
ZMYND10	2.2765
CTDP1	0.174375
ADAMTS6	1.575
SLIT1	-1.791
KRT86	-2.647
KIAA0574	2.4015
GTPBP2	-0.5137
PQLC3	1.84925
PRRX2	1.30116666666667
C15orf44	0.1935
MKKS	-0.494875
C11orf10	-0.087
GPR110	0.0802857142857144
CD109	-0.274916666666667
ADCY1	0.266166666666667
RHBG	-3.3135
TP53I3	0.806125
SLC22A3	-0.2644
UCP2	0.20175
FOXG1	-1.43166666666667
OR2AG1	0.225
TRIM24	-0.9885
PROC	-2.584625
TAAR6	-0.10775
AMTN	-1.7915
C10orf47	0.0673333333333333
DEPDC1	-2.83866666666667
FLJ45557	2.41275
ZDHHC17	0.0145625
KIAA1429	-0.0461666666666667
KCNH1	1.46
VNN3	0.275428571428571
PSMAL	1.5105
PPARD	0.389
HFM1	-0.685
YBX1	-1.68266666666667
ZNF695	-2.979
SCTR	-0.0742
DCDC1	0.7905
VPS26B	-0.1896
MTF2	-0.5625
ATP6V1F	0.4935
CCDC94	-0.0675
PERF15	0.5345
CCL11	4.2825
LMO7	0.016625
DCST1	-1.438
ADRBK1	-0.289375
CDRT4	-0.378625
ZNF84	-0.49775
HOXD8	2.06025
STARD8	0.707833333333333
FOXP2	-0.749125
CCDC103	-0.1085
POLR3A	-1.035
GSC	1.98183333333333
ZNF114	-2.14583333333333
HTR7P	0.133
LALBA	-0.794
RMND5A	-0.549166666666667
PSCD2	0.38975
ZNF409	0.6605
KRTAP1-3	0.447333333333333
MAF1	-0.60675
LOC201725	-0.978666666666667
NRN1	-0.793
SPAG5	-2.78916666666667
DNAH7	1.98866666666667
FLJ43860	-0.2915
BRCA2	-0.527
ACADM	-1.177125
CXXC6	-2.822375
RAGE	-0.818125
CHMP2A	0.679
FAM8A1	-0.0273
GPR21	0.512
SLC12A3	-2.866
FVT1	0.888357142857143
ZDHHC7	-0.049375
FLJ44048	0.564666666666667
SLC44A3	1.31666666666667
SDSL	0.6895
MMP8	-2.26675
PLA2G12B	-3.27633333333333
ACY1	-0.98525
MT1E	0.535
OR4K15	0.2755
TECTB	-1.7885
GPR20	0.89075
IRAK2	-0.54875
RFPL3	0.29425
MYO9A	0.0395
NARG1L	-0.229333333333333
BLMH	-0.342
CCDC3	3.34116666666667
C9orf21	0.2395
KIAA0513	0.612666666666667
MIER2	0.50925
PNMA2	-0.627
SH3BP2	0.6674
ANXA10	-1.616
RTN2	0.172666666666667
TFB1M	-1.575
PRPH2	3.6425
C14orf133	-0.4395
GOLGB1	0.723583333333333
IRX4	0.217875
NFKBIL1	-0.0741666666666667
C10orf62	-0.8415
APBB3	-0.72075
RPS10	0.2681
LOC728378	-0.19125
TLE3	0.988166666666667
PSMB7	-0.746625
MESDC1	0.7125
SLC6A1	1.07716666666667
OCLN	0.142333333333333
PTTG3	-2.09166666666667
NAGLU	0.62275
SERTAD4	1.192125
SPRY1	2.58475
FLJ10781	-0.150083333333333
MYSM1	-0.263
TRIM4	0.331642857142857
SH3YL1	0.398375
TREM2	3.95816666666667
SERPINI1	1.186
HDHD3	-0.172125
TMEM38A	-0.641
EID2B	-0.61425
TDRD3	0.3075
SEDLP	0.43325
THSD7A	2.69283333333333
NDST3	-2.37433333333333
KLHL15	-0.460916666666667
DHRS12	1.8775
FBXO9	-0.489214285714286
TNPO1	-0.00266666666666667
MRPL13	-0.7905
SNX5	-2.03116666666667
METTL6	-0.763
SOD1	-0.581625
CHML	-1.48116666666667
PACS1	0.839375
SIRT5	-0.9348
CAPN2	0.866666666666667
FXYD5	0.635166666666667
TWISTNB	-0.1445
LRFN1	0.179666666666667
UBE1L	1.709
UBE1C	-0.416
OR51B2	-1.3965
OR4D11	-0.1265
C15orf2	0.451
NR4A1	1.56083333333333
LOC339047	-2.70525
TRIM17	0.382875
ATP5G3	-0.780928571428571
RPL15	-0.602
ADAMTS8	-0.152
HOXC4	-0.883
C14orf37	3.8645
CEACAM5	-1.555875
MYT1L	-0.394
RASA2	0.69675
OSBPL7	-0.944
STAG1	-0.4975
GIMAP4	5.27933333333333
FUT3	-1.77883333333333
PIF1	-2.4315
LPIN2	0.2619
SH3PX3	0.572
PDP2	0.395
PAPD1	-0.40425
ERP27	4.67
APOOL	0.2472
DIABLO	-0.03175
TRHR	0.0774285714285715
ARMC9	0.034
RNF152	3.21625
SLITRK3	0.574166666666667
ZNF211	0.0574
PFDN1	0.486875
RGS11	0.214875
HS6ST1	0.6366
AKR1D1	-0.871666666666667
TNP2	0.4982
STK31	-0.254
EML4	-0.172916666666667
SGTA	-1.17566666666667
HIST1H2BI	-1.338
PSMD6	-1.873
KIAA1257	2.37425
C18orf55	-1.36816666666667
FLJ20273	1.4695
RPL28	-1.01883333333333
EPYC	3.404375
NOX3	0.215
ELAC1	0.416666666666667
METT11D1	-1.561
BIN2	0.969333333333333
NACA2	-0.5305
CCDC17	-1.2855
HM13	-0.5286
UBOX5	-0.627875
UBE2O	-0.30425
UBL5	0.27625
APOLD1	2.179125
C9orf31	0.082
TNFSF8	0.4875
ARHGAP29	0.128
PROKR2	0.666
PDE5A	0.714
C6orf12	0.531
TOM1L1	-1.3375
WHDC1	0.42
FOXI1	-0.174166666666667
RAB4A	0.2714
TMEM39B	-0.1165
ATPBD1C	-1.10525
FARSA	-1.34216666666667
PLEKHG5	1.27375
CMAS	-1.1225
OR7E24	-0.683
SLC30A1	-0.40675
CDC42EP5	1.6975
PLAC1	0.22225
KLHL18	-0.01075
LBA1	1.1018
TAZ	-1.41
CRIP2	1.079
BTBD11	-0.129333333333333
C16orf72	0.19575
DIO2	2.2826
LRRCC1	-0.176666666666667
CCDC136	-1.445
PRX	0.184285714285714
RBM5	-0.2232
TMEM85	-0.001375
TUBGCP4	-1.50683333333333
APLN	2.2685
CDK7	-0.514
SSR2	0.8475
CRELD1	0.048
C19orf46	1.53625
GAL3ST4	0.7975
KBTBD10	1.19825
IL28A	0.361
WDR27	-1.1495
MCM2	-2.165
SOX14	0.1035
FLJ39743	0.296
KIAA0922	0.128125
HIPK4	0.568
FLJ25758	-0.489
C16orf57	-0.44825
PDZD2	2.491875
MCC	1.481375
HHLA3	-0.5451
ID2	1.35275
C20orf23	1.57716666666667
ZNF688	1.27525
APOC2	-1.258
LOC440093	0.14175
FAM50B	1.74916666666667
PWP1	-0.434
DNAH10	-0.03675
HIST1H2BA	1.0455
GPR56	-0.257166666666667
METAP2	-0.410375
PAN3	0.708666666666667
STXBP4	0.418375
PDHX	-0.7065
MTA1	-0.454333333333333
ZBED4	-0.195125
ZNF720	-0.38
CDK2	-2.0195
RHOJ	2.25225
CDC37	-0.5335
ZER1	-0.0587500000000001
GRK4	-0.43225
PRPH	0.2085
POLR2A	0.5325
OGFOD1	-0.745
NOL5A	-1.93575
PHEX	-0.6505
FLJ16478	-0.50375
C20orf117	-1.258875
CAMTA2	-0.36975
C11orf74	0.461166666666667
DDX17	0.164833333333333
C5orf27	0.38275
PLEKHA2	-0.9907
PDE4DIP	0.4199
SCN7A	0.77
ZNF559	-0.0723333333333334
CXCL10	3.66825
ZMYM4	0.429166666666667
STK32B	1.61426666666667
KIAA0888	-0.7683
TACR3	-0.856
CKAP2L	-2.3295
KIF1A	-0.742333333333333
RSPRY1	0.6455
VCAN	3.48175
CYP27C1	0.1825
SYDE1	-0.763
MED12L	-0.3625
ZDHHC21	1.123125
NHS	1.2495
TM9SF3	1.29166666666667
DDHD1	0.123125
MAFG	-0.565166666666667
BICD2	-0.1033
C14orf119	-0.4232
C14orf43	0.512642857142857
CDH7	-0.728
ALKBH5	-0.00557142857142857
JUP	0.747875
TMEM41A	-0.437833333333333
MAMDC4	-1.43083333333333
CBX3	-1.776625
LRRC18	0.431
RBMXL2	0.927666666666667
PLA2G4D	0.4255
FGF13	0.565125
KIF3A	0.758166666666667
PDIA6	-0.9595
DCXR	-0.0905
CASKIN2	0.719166666666667
EHD1	1.0205
MARCKSL1	0.0675
ZNF496	-0.401
SCAF1	-0.0438333333333333
KCTD8	-0.9565
TRAF3IP3	1.93092857142857
LSR	0.45625
CXorf1	0.7978
C14orf112	0.338166666666667
EIF2B1	-0.3975
OMP	-0.1525
GSTZ1	-0.04
LOC92017	1.2195
ISLR2	2.238
C12orf36	0.548
GATA2	-0.933
GABRA5	-1.803
CELSR2	-1.39514285714286
STAM2	0.9638
TNAP	0.135
PTPMT1	-0.743
GRP	7.82975
SV2A	-1.74
MAGEA12	-4.1735
CACNG1	0.295
C18orf19	-0.94075
GSG1	-0.637666666666667
PTPRJ	-0.151714285714286
FRMPD1	0.135
ZNF668	0.83275
PLEKHJ1	-1.136
ADAT1	-1.0671
TMEM50A	0.5124
UCN3	0.0725
HOOK1	0.036875
IL17B	-0.0545
MLKL	-0.314166666666667
TTC14	-0.344833333333333
KLHL5	0.538
CRYL1	0.402166666666667
FOXH1	-0.572
NFYB	0.125625
PPM1G	-0.45075
GOLGA2LY1	-0.94375
NMT1	-0.304
HADHA	-0.2909
CHSY-2	3.94875
PLEKHF1	1.14607142857143
SAGE1	-2.8265
MUSTN1	1.29025
SUHW4	1.1665
TFEB	2.301
ZFYVE27	0.1225
ATG12	-0.5745
BMI1	1.34885714285714
ZIM3	0.124333333333333
MYH4	-0.562
MASP1	-1.20290909090909
KIAA0984	-0.62275
RPAP2	-0.6735
ASB5	0.149
BOLA3	-1.04583333333333
MIA3	1.00516666666667
KRT35	0.396
KIR3DL3	-0.193
MRPL51	-0.72125
SEMA3F	-0.105666666666667
NDUFB2	0.534833333333333
LOC253012	-0.12325
FAM46C	-0.4821
G6PC	-2.12471428571429
CSAG3A	-4.86833333333333
PREX1	1.7515
SLC25A45	-0.08575
MAPKBP1	0.4958
CPE	1.0274
GNB1	-0.389
CXCR6	1.9995
TRIM46	0.6025
C16orf3	0.188833333333333
HPSE	0.485625
TIGD3	-0.627
SPG3A	2.84125
LCAT	-1.22516666666667
ST6GAL1	-0.9065
POMC	1.9175
FLJ36031	-0.429166666666667
NSMAF	-0.063
SKIL	1.4805
ADSS	0.4165
HMGCS1	-1.9287
POLR3F	-0.386833333333333
RAB10	-0.07575
ZNF277P	-0.928625
ZBTB7B	0.325875
DHRS1	0.195625
ABCC13	1.073875
CNOT3	-0.1815
NFKBIA	1.29575
GAK	-0.3565
SFT2D2	1.03216666666667
HOXA6	0.6525
CRTC1	0.297125
LY6D	-1.11516666666667
C20orf72	-1.70316666666667
CPT1A	0.40175
LMO1	-1.52
EIF3I	-0.37725
PRB4	-0.022
MCM3APAS	-2.464625
C20orf132	-0.4171
FOXF2	-0.743
S100A12	0.7705
MLH1	-0.4305
ACTN1	1.2052
MRPL36	-0.5455
C20orf106	-0.228
FBXO6	1.12516666666667
MKS1	-1.10383333333333
CX3CR1	0.41625
PDE1B	2.096
PLP1	-2.83975
KISS1	0.069
C14orf2	-0.0998333333333333
TBC1D3P2	-1.29325
COMMD6	1.4969
ANKRD7	-1.113
PTCHD1	-1.485375
NARS2	-1.47325
DOCK7	-0.741875
FAM127B	0.33975
LOC390243	-0.595
N6AMT2	0.76425
ZNF391	-1.1955
DNAJB14	0.7645
WRB	-0.556125
BPI	0.0686666666666667
TTC4	-1.4025
FAM10A5	-0.6035
GOT1L1	0.260555555555556
MAGED1	0.67825
RESP18	0.187
WFDC6	0.193333333333333
MT2A	-0.7005
C11orf56	0.4515
KIAA1432	-0.471
ROR1	0.091375
HSD17B14	1.702
ZFAND2B	0.12175
SAMD4B	-0.08125
HEXA	0.65625
HNRNPU	0.240409090909091
USP39	-0.75275
NRD1	-1.055
R3HDML	0.259
FLT4	0.741666666666667
OMG	0.611
OR52N4	0.4775
LOC399818	-0.61525
ELA2	-1.8915
VENTXP1	-1.328
RFC5	-1.884
OR52L1	0.1065
PAX5	0.577
FBXO2	-0.78775
GMEB1	0.314
AKT3	0.981333333333333
CRB1	-1.10933333333333
CTTN	0.3465
UTP15	-0.356666666666667
HSBP1	-0.52175
PHF11	1.8675
NDEL1	0.304166666666667
USP8	0.05125
BAIAP2	-0.057625
SI	-0.4088
ARSJ	-0.585333333333333
BAAT	-3.06225
KCNS3	2.598
LOC126147	-0.458833333333333
TMEM37	0.833
C1orf162	3.90066666666667
MBD1	-0.7986
ITGAL	1.83983333333333
WDR73	-0.552666666666667
GKN2	-0.8985
ARFGAP1	-1.07825
SLC5A8	-0.162333333333333
ZBTB40	-0.0803
CYP4B1	3.11116666666667
LYPLAL1	0.334
CHST3	-0.66425
MAP3K9	-0.3055
BTAF1	-1.43366666666667
TFAP2E	-0.473
RBM35B	-0.9785
LOC441251	-0.804166666666667
ANKRD25	0.357833333333333
UQCRC2	-0.0325
MAEA	0.213166666666667
HYAL1	-2.2178
RNPEPL1	0.2555
CPSF2	-0.507
PSD3	1.2901
ABCA13	-1.536
AGR2	1.340875
GBX1	-1.835
HDLBP	0.992714285714286
ACY3	-1.1865
HECW1	-0.25125
ZNF519	-0.92025
HOPX	3.4175
ZNF304	0.80475
OR12D3	0.9795
FKSG43	-0.20825
METTL1	-0.29275
MFSD3	-0.397
PSPH	-1.12625
CLCA3	-0.595
DARS2	-1.54916666666667
CDC25A	-2.6372
BAIAP2L1	-1.363
B3GNT5	0.893625
USP29	0.748
ARHGEF10L	1.1253
ATOX1	0.41625
ADAM30	1.27766666666667
DNASE1	-0.74775
STT3A	0.506416666666667
RAB6IP1	0.01075
PTN	1.7161
C1orf106	-2.23592307692308
HECA	2.508
RNF122	1.41175
SLC22A18AS	-0.353833333333333
GNG8	0.587666666666667
ELP4	-0.62275
FAM65A	0.339666666666667
RPL10A	-0.3465
IRS4	4.051
MACF1	1.2233
SEC24D	1.00975
LOC374395	0.30975
TGFB2	2.642
MDFIC	1.250375
CHRNE	0.718
PCMTD2	-0.330333333333333
ATP6V0D1	-0.0351666666666667
MTA2	0.628
LZTR1	-0.400166666666667
RAP1A	0.3665
AXIN1	-0.846375
POLR1C	-0.8575
TRIO	0.386166666666667
PLXNA4A	0.658
C5orf33	-0.77225
DEPDC1B	-3.49425
ZNF473	-0.689666666666667
MTM1	0.24275
GPR107	0.669666666666667
CSNK1A1L	0.185833333333333
FLJ14154	-0.25
NLRC4	5.0035
ENPP4	2.37233333333333
PADI3	-0.2985
RNF170	-0.044875
CG018	1.027
C16orf7	0.086
KCNE1	-0.0835
NRM	-0.7625
SLC37A3	-0.0413571428571429
TPD52L2	-1.17333333333333
UNC5B	2.87025
C12orf12	1.1284
SDHB	-0.8555
CLRN1	0.5395
NUDT10	0.447166666666667
UGT3A1	-0.0475714285714286
FBXW8	-0.46025
RHOF	-0.462375
PTPLAD1	-0.362625
MYO3B	-1.811
DERA	-0.858
TPP2	-0.279
C19orf53	0.1165
GINS3	-1.545625
ST6GALNAC5	3.376
CHSY1	1.28925
MGC15705	-2.088
GPR83	1.414
EXT2	0.522875
DOLK	0.45675
TUBAL3	-0.83275
ACVRL1	2.8272
ABL2	0.253583333333333
C14orf156	-0.7215
PTPRZ1	-3.878875
DIP2C	0.970375
LAMP1	0.556625
RXRA	0.2121
MAP3K5	1.47525
ALKBH1	0.0571666666666667
PDLIM7	0.357125
ARL14	-0.9015
SNIP1	-0.399833333333333
TIMP3	2.97766666666667
RGS3	1.12816666666667
SPAG16	0.3332
ABHD4	0.19575
ARHGEF12	1.01175
GLUD2	-0.5835
RAC2	0.5736
UAP1L1	-0.4455
SLC18A3	-0.808
YOD1	-1.26266666666667
RALY	-0.62075
HMOX2	0.295
DGKH	0.08375
DBNDD2	1.296
YIPF4	0.069625
THAP10	-0.775
ZNF513	0.6215
HAGHL	-0.310333333333333
ITGB4	0.452166666666667
CCDC141	0.806
YTHDF3	0.0245
C5orf28	0.33425
RPL7L1	-0.943
TMEM30B	0.626857142857143
ANKRD35	2.413
DUOXA2	-0.338
