Hybridization REF	TCGA-B6-A0X7-01A-11R-A10J-07
FBXO6	0.684833333333333
MKS1	-0.3485
CX3CR1	-1.051125
PDE1B	0.829
PLP1	-3.1805
KISS1	0.315833333333333
C14orf2	-0.143333333333333
TBC1D3P2	-0.322
COMMD6	0.8891
ANKRD7	-1.30225
PTCHD1	-0.874625
NARS2	-1.60425
DOCK7	-1.0865
FAM127B	0.05
LOC390243	0.0605
N6AMT2	0.915
ZNF391	-0.179
DNAJB14	0.724333333333333
WRB	-0.304125
BPI	-0.11975
TTC4	-1.134
FAM10A5	-0.11225
GOT1L1	0.1004
MAGED1	0.16825
RESP18	0.063
WFDC6	0.71375
MT2A	-1.5275
C11orf56	-0.08475
KIAA1432	-0.884
ROR1	-0.818375
HSD17B14	0.201166666666667
ZFAND2B	0.05325
SAMD4B	0.0625
HEXA	0.34075
HNRNPU	0.387181818181818
USP39	-0.293125
NRD1	-1.12325
R3HDML	0.07675
FLT4	0.324666666666667
OMG	-0.0928333333333333
OR52N4	0.1805
LOC399818	-0.2165
ELA2	-1.889
VENTXP1	0.0245
RFC5	-1.3485
OR52L1	0.36
PAX5	0.201
FBXO2	-0.86575
GMEB1	0.852
AKT3	1.38316666666667
CRB1	-0.130833333333333
CTTN	0.108166666666667
UTP15	-0.638333333333333
HSBP1	-0.183666666666667
PHF11	2.056
NDEL1	-0.447333333333333
USP8	-0.086
BAIAP2	0.2405
SI	-0.199166666666667
ARSJ	-1.6945
BAAT	-1.913
KCNS3	1.1025
LOC126147	-0.181666666666667
TMEM37	0.6535
C1orf162	2.47983333333333
MBD1	-0.2443
ITGAL	-0.466666666666667
WDR73	-0.0123333333333333
GKN2	0.138
ARFGAP1	-0.83725
SLC5A8	-0.281833333333333
ZBTB40	-0.0685
CYP4B1	4.83916666666667
LYPLAL1	0.029
CHST3	-1.02975
MAP3K9	-0.022
BTAF1	-0.647666666666667
TFAP2E	-0.062
RBM35B	0.5
LOC441251	-0.100333333333333
ANKRD25	0.280944444444444
UQCRC2	-0.3265
MAEA	0.470916666666667
HYAL1	-2.0504
RNPEPL1	0.081
CPSF2	-0.59425
PSD3	0.8601
ABCA13	0.23375
AGR2	2.115125
GBX1	-0.216
HDLBP	0.862928571428571
ACY3	-0.4785
HECW1	-0.2825
ZNF519	-0.46825
HOPX	2.51525
ZNF304	1.324625
OR12D3	-0.1045
FKSG43	-0.067
METTL1	0.003125
MFSD3	1.3818
PSPH	-1.085
CLCA3	-0.5165
DARS2	-1.07833333333333
CDC25A	-2.27866666666667
BAIAP2L1	-0.7425
B3GNT5	-0.709
USP29	0.11675
ARHGEF10L	1.8083
ATOX1	0.172875
ADAM30	0.27075
DNASE1	-0.27175
STT3A	-0.628
RAB6IP1	-0.10475
PTN	2.5258
C1orf106	-1.79746153846154
HECA	1.23625
RNF122	-0.1155
SLC22A18AS	-0.620666666666667
GNG8	0.103666666666667
ELP4	-0.56825
FAM65A	0.0868333333333333
RPL10A	0.477666666666667
IRS4	0.153
MACF1	0.9901
SEC24D	-0.042
LOC374395	0.365
TGFB2	1.1165
MDFIC	0.377125
CHRNE	0.3235
PCMTD2	0.5305
ATP6V0D1	-0.623166666666667
MTA2	0.30925
LZTR1	-0.557
RAP1A	-0.0433333333333333
AXIN1	-0.233125
POLR1C	-0.114
TRIO	-0.366166666666667
PLXNA4A	0.0953333333333333
C5orf33	-0.572
DEPDC1B	-3.9785
ZNF473	-0.1605
MTM1	0.441875
GPR107	0.646166666666667
CSNK1A1L	0.928166666666667
FLJ14154	-0.317
NLRC4	1.7185
ENPP4	2.01866666666667
PADI3	-0.4175
RNF170	0.022375
CG018	1.3165
C16orf7	-0.352
KCNE1	0.36
NRM	-1.13
SLC37A3	-0.0413571428571429
TPD52L2	-1.2685
UNC5B	1.6935
C12orf12	-0.264
SDHB	-0.72775
CLRN1	0.08
NUDT10	-0.657166666666667
UGT3A1	0.060875
FBXW8	0.127375
RHOF	-1.3145
PTPLAD1	0.29275
MYO3B	-0.11075
DERA	-0.88725
TPP2	-0.57775
C19orf53	-0.126166666666667
GINS3	-1.50875
ST6GALNAC5	0.894
CHSY1	0.19575
MGC15705	0.2635
GPR83	0.0711666666666667
EXT2	-0.1295
DOLK	0.282
TUBAL3	0.06925
ACVRL1	1.8219
ABL2	-0.136833333333333
C14orf156	-0.946666666666667
PTPRZ1	-3.020125
DIP2C	1.742875
LAMP1	1.33325
RXRA	0.4207
MAP3K5	-0.2005
ALKBH1	-0.2575
PDLIM7	-0.243125
ARL14	-1.5625
SNIP1	-0.622333333333333
TIMP3	1.24925
RGS3	0.1435
SPAG16	0.5325
ABHD4	-0.06075
ARHGEF12	0.440583333333333
GLUD2	-0.3055
RAC2	-1.4109
UAP1L1	-0.549
SLC18A3	0.1125
YOD1	-0.958333333333333
RALY	-0.49625
HMOX2	0.302625
DGKH	0.086
DBNDD2	1.33416666666667
YIPF4	0.111125
THAP10	-0.7585
ZNF513	0.439
HAGHL	-0.171333333333333
ITGB4	0.351333333333333
CCDC141	-0.35
YTHDF3	-0.1115
C5orf28	-0.1345
RPL7L1	-0.58925
TMEM30B	1.1875
ANKRD35	1.972
DUOXA2	-0.21225
TBC1D5	-0.10625
DFNB59	0.812
HRH4	0.39275
MYO6	2.4479
DNAJA4	1.2405
RBM24	0.856875
CEACAM20	-1.415
RBM23	0.014
NGFB	-0.2605
C1orf63	-0.8842
KRTAP7-1	-0.0745
PERLD1	2.5145
NPB	0.0295
C17orf59	0.2866
HSPBAP1	-0.1245
SLC15A4	-0.01775
PRTFDC1	-0.584
OSMR	-1.50828571428571
CYSLTR2	0.0245
C19orf25	0.4818
KIAA1797	-0.086
NLRP6	0.214
FAM105B	-0.6735
SCRN2	0.387666666666667
LRRC58	0.3486
RNF17	0.16225
NEIL3	-3.657
FAM137A	-0.615
SKP2	-2.8685
PARVA	1.11233333333333
PKLR	-1.1225
RNF34	-0.296
A3GALT2	0.255
C12orf50	0.1635
SUNC1	-1.13375
FAM102B	-0.1395
CCT2	-1.30775
LRRC37A2	0.2745
ARF4	0.3705
SIKE	0.0645
C8orf48	1.61483333333333
MBTPS1	0.327285714285714
GPSN2	-0.2315
NCF2	1.59025
SLC12A6	-0.013
MRPL48	-0.51
HMGN3	-0.0501666666666667
LRRC62	-1.11
PAX9	1.354125
FAM55A	0.044
C20orf42	-2.14733333333333
SCML2	-0.8355
BCL9	0.6785
FAM40A	0.04425
C9orf41	-0.889
ZNF774	0.064
LETM1	-1.10225
PLXNB1	0.6735
NIPSNAP1	0.09075
USP10	-1.03225
F9	0.14125
LIPE	3.1605
CNGB3	0.0735
C12orf52	-0.265625
PI4K2A	-0.096375
MED8	-0.497625
STAT4	0.3594
FGD4	-0.276333333333333
RNF145	-1.86733333333333
WDR32	1.1808
CLDN2	-0.1355
TCEAL8	0.5515
ZMYND8	-0.2205
PDXK	-0.29865625
GATAD2A	-0.7415
PTGES3	-0.6025
CCM2	-0.0695
TAP1	0.474125
ZNF670	0.336
ETS2	-0.209571428571429
C6orf166	-0.358166666666667
PRMT2	0.472714285714286
OR4B1	0.1705
INTS8	0.2845
CCDC102A	0.2525
CCDC83	-1.15366666666667
ITGA1	-0.7723
EPHA5	-0.8064
FAM24B	-0.823833333333333
TSGA10	2.0485
HAL	-1.36416666666667
MYOT	0.07625
SPACA3	0.1805
BCL2L2	-0.0863333333333333
CUGBP2	0.014
CCNB3	1.46675
RNF113B	-0.77325
MERTK	-0.7695
BAG1	0.6525
VPS36	-0.384
ORMDL3	0.9821
C1orf190	0.661
ZNF625	0.17675
CORO2B	-0.9925
ALOX15	-0.0685
CST1	0.672
NUPR1	2.21883333333333
CCL7	-0.2785
SMCR5	-2.827
DSC2	0.516
RBMS2	0.175
GRIK4	1.2115
TRIM65	-0.4863
TMPRSS6	-0.345428571428571
TP53INP2	-1.034
GLB1L	0.937833333333333
LOC388284	0.062
PUS1	-0.877642857142857
BCL9L	-0.294
OLFM1	-0.269916666666667
RET	-1.275625
MASTL	-2.541
ALX3	0.3815
IL1RL1	-0.0156666666666667
ZNF765	-0.4714
C14orf138	-0.01575
SNX10	-0.557666666666667
TAC4	-0.137
C1orf64	3.990625
POGK	0.286625
MAPK9	-0.4785
ZNF366	2.2595
C8orf79	0.9411
CLDN7	1.043
OR5AT1	0.1005
TRIM37	-2.01725
LRRC25	0.931
GRHL2	2.4585
TEKT3	1.0295
LASS5	0.108166666666667
ABCC4	-1.49233333333333
DLG3	0.508125
VGLL1	0.773
ZFP36L2	2.582
MFRP	-0.283166666666667
KIAA1799	-0.193
FLJ44379	0.96
PCNX	-0.0835
ANXA9	1.488
CYP4V2	0.8162
PIK3C2A	0.24975
SRR	-0.791
NOL3	-1.15375
IFITM2	0.9745
ARNTL2	-2.096
ZNF595	0.7795
NLRP13	-0.0415
ASPH	1.036625
CPA2	-0.0845
PVRIG	-2.01983333333333
LEPR	0.563833333333333
C16orf42	0.112833333333333
SH3BGRL	3.642
FAM77D	0.158666666666667
FNDC7	-0.0905
C9orf6	-0.1415
NOTCH2NL	0.668166666666667
PGBD1	-0.036
SYNGR2	0.506166666666667
PITPNA	-1.188625
PRPF4B	-1.1
SLC43A3	-1.73235714285714
NRBP1	-0.42225
SLC25A22	-0.3655
ILK	-0.662
SLC22A8	0.00833333333333334
MRPS7	-0.321375
PITX2	0.5575
FABP3	-0.834125
OR1L1	0.1285
LOC728215	-0.286875
BLID	-0.4955
KIAA1217	2.99088235294118
TFPT	-0.08975
AP4B1	-0.26825
VBP1	-1.85325
OR1K1	0.0455
MORC3	-0.15
BHMT2	0.9995
C3orf10	0.824125
FZD7	1.11183333333333
WFDC10A	0.317
PMS2CL	-0.221125
CCDC32	0.3385
FA2H	-2.32075
ALG13	-0.728
TTLL7	-0.9203
SPOCK3	0.29175
SLC13A2	0.697
AIM1	1.59025
GPRC6A	-0.004
EGR2	2.38125
MED11	0.16375
WWC1	2.39
SH3GL3	-2.899
RIF1	-0.139071428571429
PRLH	-0.534
VLDLR	-1.6585
DBT	0.065375
C21orf63	0.1465
CGGBP1	-0.12675
KRTAP12-2	0.1745
TADA3L	-0.327875
ZBTB16	2.90525
PDGFB	0.988875
RFX1	0.316375
UQCRB	0.5564
LOC133874	-0.1955
HPS3	-2.256
LGALS3BP	-0.06
DKFZP564O0823	1.67471428571429
MRFAP1L1	0.636875
HOXA10	-0.652333333333333
NGB	-0.286
KIF21A	-0.195615384615385
IFLTD1	0.0985
LZTS1	-0.493625
ARHGEF3	2.729
RHBDL3	-1.4125
CSNK1G2	-0.0978333333333333
ChGn	-0.35825
KIAA1244	2.26183333333333
GABRB2	0.0085
MGC72080	-1.711
CD27	2.88875
EGLN1	-1.8783
PEX13	-0.2625
RWDD3	-0.5415
RNF12	-0.7845
GRIN2B	0.267
ADAMTS14	-0.521625
DYDC2	0.0105
ATP6AP1	0.7591
NR1H2	0.0153333333333333
PDK2	0.465
C3orf17	0.0415
SLC38A2	-0.686785714285714
SLC25A29	0.2135
C15orf29	0.52475
ADAM9	-0.889583333333333
TMUB2	0.145375
GPR176	-0.69575
AGK	-0.56375
MCCD1	0.63525
NDUFA4	-0.14175
TMEM146	-0.0255
DUSP1	-0.0685
UNQ6975	0.549
EMX2OS	2.81425
INSM2	0.12225
LUZP4	0.024
SETD6	-0.28675
P2RY2	2.88925
SLC45A2	-1.47
RABGAP1	0.790833333333333
UBXD5	-0.016375
GPRC5A	0.2011
PAK3	0.113666666666667
LOC63920	-0.30825
TGFBR1	-0.0163
KRTAP6-3	-0.183
SFMBT2	-0.019
CDC42	0.0346875
C11orf35	-0.39
TTLL2	0.059
UACA	0.687166666666667
CD97	-1.897
SETD5	-0.042375
NINJ2	-0.29725
PTER	0.8475
POMGNT1	0.16475
KRTAP4-2	0.0055
ECGF1	1.975
HRB	-0.470727272727273
ATP1B2	0.4695
LOC400506	-0.244
COL4A3BP	0.98925
C6orf97	0.73125
GRHPR	0.387625
TAS2R1	0.0975
SEMA7A	-1.39025
EDF1	0.18125
ODF2L	0.487
PCID2	-0.479166666666667
GTF2H4	-1.05333333333333
ZCCHC3	-0.508875
CGB2	-0.0915
NEUROD1	0.16725
C20orf75	-0.1875
RP5-1054A22.3	1.63333333333333
IFNA5	0.284
ZNF134	-0.0129166666666667
MGC119295	-0.3101
ZSWIM6	-0.14425
SMEK1	0.507333333333333
PCGF2	0.59875
C1orf102	1.89675
CYP2A13	0.18
KCNH6	-0.2102
MDM1	0.1568
ALDH7A1	-0.1885
C9orf75	0.40875
VDAC3	-0.671125
OR51T1	-0.0975
EIF3F	-0.379333333333333
KCNJ10	-0.41275
LENG8	0.15825
EDEM2	-0.21375
CCNJL	-0.360833333333333
DHX37	-0.48
CRYGN	-0.0745
AATF	-0.563125
ZNF630	0.81125
E2F5	-0.406
WFDC13	-0.2265
FTSJ3	-0.738166666666667
C4orf33	0.8615
LHFPL4	-2.09375
C19orf56	0.196166666666667
SMAD4	-0.132125
AFM	-0.300333333333333
G0S2	2.156
FCHSD2	0.0589
RRP1B	-1.2351
EEF1B2	-0.299666666666667
STAT6	-0.163833333333333
ZNF195	-0.78
GNL1	-0.659
ZNRF2	0.863166666666667
PER3	0.181
ASB16	0.15825
C10orf10	1.64757142857143
ADCY8	-2.16966666666667
C9orf58	-1.42133333333333
ARMC10	-0.415666666666667
PSG1	-0.3695
DHX34	-0.403
VARS2	-0.485375
NFIC	1.11225
ITPR2	1.03425
AGXT2	0.4275
OR6K3	-0.1865
H2AFZ	-1.46425
MLLT3	0.77525
COX4I2	1.44025
CCNT2	-0.0325
PLK4	-2.340125
NUMBL	-0.506833333333333
MED16	0.159
PLEKHQ1	0.751
GOSR1	0.703222222222222
BTG4	-0.34525
RPL30	0.929083333333333
IGSF5	0.16
IGFL2	1.11716666666667
ELMOD2	0.140833333333333
SHC3	0.0195
HAVCR1	-0.0375
DYNC2H1	0.335375
RNF5	-0.456833333333333
C2orf7	-0.3775
NLF1	1.0935
KLHL25	0.0075
LRP10	0.6628
KRI1	0.0805
PUS7L	-0.494666666666667
MGMT	0.962
HOXD1	0.571833333333333
CSH1	0.0215
ATG16L2	-1.09075
FLJ44635	0.6615
CHODL	0.00475
EXOSC8	-1.3045
SLC28A1	-0.3605
MYO7B	-0.601
SEH1L	-0.7542
MTNR1A	0.1265
TSPAN5	1.15783333333333
CDC45L	-4.119
AMIGO1	0.3445
ATAD3A	-1.18275
OSGIN2	-0.0016666666666667
PDIK1L	0.802166666666667
DARC	3.333125
PIPSL	0.083
SHMT1	-1.1355
CRISP3	0.0145
POPDC2	1.6325
ZRANB2	-0.708333333333333
FBXL8	0.8985
TRIP13	-2.60409090909091
EIF5AL1	-1.02
POU5F1P3	-4.54033333333333
IL6	-2.59166666666667
CXorf38	-0.514
IFNA16	-0.02
FBXL2	1.31883333333333
BRD1	0.35625
STATH	0.2365
FBXO44	0.0598333333333333
MCCC2	-0.714
CDC2	-2.4106
C5orf23	-0.31725
IVD	-0.112833333333333
C10orf122	-0.275
MSL3L1	-0.2211
MVP	0.5425
EPOR	-0.1559
ZMYM1	-0.0623333333333333
BCL7C	0.672666666666667
PSTPIP2	0.1505
LYPD1	-1.36375
OR8G5	-0.05
ZP3	0.4055
BCAS4	0.426166666666667
EDG6	1.144
ISY1	-0.46025
PRAMEF2	-0.63625
CUL1	-0.4375
RNF213	0.3107
CCRK	1.08875
DHX9	-0.294375
C13orf29	-0.6995
NCKAP1	0.1005
MRPL43	1.03471428571429
XPR1	-0.2325
PKN2	0.8688
PODNL1	0.85
ZNF333	0.627125
DALRD3	0.868
OPN1SW	0.37
BTBD6	0.3615
C11orf82	-3.5285
OR5P3	0.2995
DUSP11	-0.109
L1CAM	-1.1477
NEK11	1.62433333333333
OR7E91P	1.302
CNTN3	2.6825
CREB3L2	-0.5455
ZBTB37	1.1855
KIAA1324L	-0.47825
NDUFB10	-0.2165
NUDT2	0.42275
GTPBP8	-0.36725
CACNA1D	2.355625
PRKAA2	-0.764833333333333
PRDM8	0.1145
MGC16075	-0.304666666666667
KRT14	0.459571428571429
PP8961	0.531875
MRPL18	-0.333
ABCG2	-1.9525
PACRG	1.304
BBS2	0.006
KREMEN2	-3.7255
FBXO21	0.76275
HNRPUL1	0.1645
GRB10	1.10775
CLSTN1	0.722625
LMAN2	-0.2173
C17orf61	-0.6175
NIPSNAP3A	0.698
INSIG2	-0.753166666666667
PCDHB7	0.0553333333333333
STXBP2	-0.04975
CMAH	1.14558333333333
SEMA5B	-0.05975
ZNF155	0.213
COQ6	0.235
PRPF4	0.2755
TSPAN15	2.8533
VN1R5	0.0745
LATS2	0.8155
SELK	0.225
PGK2	-0.11125
MS4A1	-0.789125
TYW3	-0.7443
KRTAP5-1	0.85275
RCCD1	-2.082
BTN1A1	0.09
DDX28	-0.50175
TMEM65	-0.18725
LOC92345	-0.04525
TTC31	-0.11375
WDR46	-0.936833333333333
CHP2	-0.5165
LSP1	0.800125
ZNF542	0.31
EXOSC1	-0.28475
ARHGAP18	-0.235
LRRTM4	-0.496375
MAOB	4.72025
CACNB4	0.00349999999999999
MGC33846	1.18425
RANBP3L	2.416625
ATP5L	-0.40125
ONECUT1	-2.32
NUDT9	0.32875
TMEM149	0.0985
STX17	0.07825
IGSF10	-2.76725
TMPRSS9	-0.2365
BMPR2	0.903916666666667
ALLC	-0.062
KLF7	0.363625
GCC1	0.3938
TIMM9	-0.09475
CDO1	1.40166666666667
MGC10701	0.0261666666666667
IFI6	1.58066666666667
FRMD8	0.5385
MGAT2	-0.36525
WBP5	0.301833333333333
CNIH2	0.30125
KIAA0907	-0.9465
KCNH8	0.2475
CTSG	-0.233
GRIK1	0.638666666666667
CUL5	0.229375
FRMD1	0.203
OR9A4	0.4175
SYT6	-1.350875
FOXD4L2	1.57475
ANAPC2	-0.360333333333333
OPN5	-0.064
TAF13	-0.26475
LYG2	-0.39375
GGNBP1	0.078
C11orf40	0.2595
OTX2	-0.424
REG4	-0.143666666666667
EIF5	0.1613125
PALB2	-0.70025
SEPSECS	-0.3869
RNASE3	-0.08
TRIM49	-1.112
POLR2K	0.8364
GPR42	-0.1115
C8B	-1.96575
SASS6	-0.9595
PREB	-0.654666666666667
OR3A3	-0.109
TUBA8	0.349
IGLV2-14	-1.035
STIL	-2.7445
ANKFN1	-0.771333333333333
NME7	0.12675
HOXC12	-0.392
UBE2C	-2.244
FHOD1	-1.225875
CDK2AP1	0.1975
OR6K2	0.0025
DHPS	-0.75225
RPL5	-0.478083333333333
TRGV5	0.283
LOC541472	0.136375
HCCS	-0.9648
DENND1B	1.751
LHX3	-0.1505
OR5D16	0.1325
CXorf57	0.0523333333333333
IRF2BP1	0.558
NDST2	0.465
LCE3D	-0.2325
BOLL	0.10775
SYT3	-1.046
PIH1D2	-0.194
C20orf7	-0.8805
IL1R2	-0.117
SLAMF9	2.1385
PPME1	-0.279375
PIK3CA	0.343
TRAPPC1	-0.3215
COLEC10	-0.37575
SLC9A6	-1.48266666666667
PDDC1	-0.782916666666667
CCDC53	0.39675
GK3P	-1.191
DAZL	-0.4875
BRI3	-0.09375
SDK1	-0.5945
CYP2C18	0.08075
IFI44L	4.38725
RPL3L	0.006
FUT9	-0.174333333333333
KIFC2	-0.0366666666666667
PMP2	-0.0905
SLC4A9	-0.1675
PLAG1	-1.5
MYCBP2	0.951333333333333
OR4E2	0.4125
CCDC65	0.037
C16orf82	-0.0645
ENTPD4	-0.71775
BRP44L	0.08
PMP22CD	0.04
TMCO4	1.07566666666667
KCNN1	-0.576666666666667
WDR35	-0.0955
CCDC80	3.45125
C3orf31	-0.665
SLC7A9	-0.06025
TMEM190	-0.93025
DBC1	-1.059
FADS3	-1.32483333333333
PDZD8	0.0553333333333333
GRM5	0.19425
AZGP1	3.6951
PEX3	0.6915
MED1	0.0232857142857143
ATG4C	-1.41983333333333
HNRPH3	-1.04675
FAM109B	2.059
C4orf17	-0.001
CA10	0.12125
OPRD1	-0.37
CCL16	-0.84675
SACM1L	-0.84325
CST6	4.8625
CD63	0.5410625
LGI1	-0.854
ZNF784	0.45975
CRYBB1	-1.1815
CX3CL1	0.9871
TOP2A	-2.72725
GYPB	-2.5225
GADD45GIP1	-0.87175
FEN1	-2.33525
IGF1R	0.6724375
WDR72	-2.039
PURG	-0.323666666666667
DEFB126	-0.2185
PKD1L1	0.3705
CAV1	-1.0256
GNPDA2	0.9402
DGAT2	0.812
NLGN1	-2.9405
STRBP	-0.052625
HPRT1	-1.2215
FANCI	-3.029375
PSMA7	-0.4835
DBF4B	-0.539666666666667
TTF1	-0.45475
RAD54L	-2.996
ELOF1	-0.64775
PLAGL2	-0.521125
ZNF256	0.30125
HMGCL	0.64075
MSI2	-1.07866666666667
RPESP	0.433666666666667
C11orf60	0.58675
ABCD1	-0.5485
ACAA1	1.0867
SPARCL1	5.077
IL6ST	1.2579
ZNF319	-0.0655
TMEM109	-0.00740000000000007
FAM90A1	-1.43966666666667
IL22RA1	-1.0505
ATP4B	0.4015
TEC	-0.737333333333333
C7orf30	-1.1155
TXNDC2	-0.5345
ABCB4	-0.1645
KIAA1191	0.9325
C9orf38	-0.1605
SFTPB	0.103875
CNTNAP2	-1.33741666666667
FRK	0.652
TBX19	0.20325
CHD4	0.29325
C6orf26	-2.19783333333333
MOSC2	2.023
IKBKE	0.403
HIF1A	-1.609
LOC595101	-0.4345
RELA	0.267166666666667
TMEM16B	-0.0755
ABHD12B	-0.63125
TSEN34	0.30275
KIF18A	-3.3905
TXNDC9	-0.429666666666667
SPATA2L	0.3475
SEMA4G	-1.0055
C21orf91	-1.22975
MATN1	-0.707
KCNIP4	0.061
TUSC1	2.353375
OR4C15	-0.10525
ARMCX6	0.569083333333333
WBSCR27	-0.303833333333333
OR52I2	-0.0285
KIAA1604	-0.3285
DYNC1I1	-1.053
PPP4C	-0.73225
SLC47A2	-1.42533333333333
TREH	-0.196625
CD48	0.467166666666667
ST14	1.08783333333333
PKN1	-0.90125
SPON2	2.8045
XBP1	2.88233333333333
SFRS12	-0.863166666666667
EFCAB6	1.4245
SELT	-0.461
SLC39A2	0.705
ERF	-0.939833333333333
ARL3	0.906875
SURF6	-0.6812
MLLT10	-0.145095238095238
FLJ11171	-0.165833333333333
TDGF1	-3.654
ERCC6	-0.475
EIF2AK4	0.940375
BAZ1A	-0.464
LRRN3	2.19283333333333
TMC3	0.0245
EFTUD1	-0.1395
PTPRO	0.243666666666667
CLEC12A	0.147625
ACBD4	0.35175
ZDHHC14	1.175625
OTUD7B	0.93925
ACTB	0.2045625
MSRA	0.00550000000000001
LCE5A	1.3575
IFI35	0.26875
BSCL2	-0.0161666666666667
ANKRD12	0.830416666666667
CFHR2	0.25025
RGAG1	0.548166666666667
HSFY1	-0.2835
SLC30A5	-0.0405
IMPG1	0.2725
GPR109A	0.2635
ZNF185	1.079
IYD	0.388
NPCDR1	0.815
SERPINA13	-0.303
HMGCLL1	-0.7005
NEUROG1	0.904166666666667
UBQLN1	-0.17125
LIN37	0.265
SOCS2	0.578875
DSCR4	-1.226875
XKR6	-1.4455
GPR142	0.266
KRTAP13-3	-0.019
CCDC15	-1.30316666666667
MOS	0.215
CD1E	-1.2585
OFCC1	0.041
FAM83D	-3.157
SRFBP1	0.028
C9orf96	-0.014
DHDH	-0.9465
CCDC90A	-1.053
RABL3	0.8241
CD320	-1.65616666666667
ANGEL2	0.671666666666667
MRPL21	-0.5255
SMG6	0.3125
INSR	1.1523125
FLJ14816	-0.2635
GLRB	-0.326
C9orf89	1.05
CIZ1	-0.384875
URG4	0.032
LRDD	-1.54566666666667
CBY1	0.969833333333333
NFX1	0.361375
MTERFD2	-0.0203571428571429
C19orf23	0.1885
PGC	-2.25225
IER3IP1	0.1152
RASAL2	0.4485
C1orf89	0.04075
SYNJ1	-0.7445
NFKBIE	-0.206
FLJ40125	-1.21233333333333
TCEB2	-0.5047
NOG	-1.74
POLR2J2	-0.3315
HLA-B	1.1065
PCDHA1	1.0315
PPP2R2B	-1.2945
ARHGEF17	0.941666666666667
TCF7L2	1.26778571428571
CHD5	-0.727833333333333
ZNF431	-0.380125
TBC1D25	0.2345
ZNF800	0.75725
SCUBE2	3.875
MYCBP	0.192
GPX5	0.2375
C6orf129	-0.428166666666667
QSER1	-1.17883333333333
ULK2	1.344
PIGO	0.5245
NRCAM	-2.12078571428571
SLC35E3	0.8085
CSRP2	-0.542
HYPE	0.10125
MAPK15	0.0191666666666667
MGC14327	0.389
TIMM13	-0.297333333333333
ZNF462	1.1875
GBA3	0.05025
TEX13A	-0.056
MCM6	-1.74377777777778
MTRF1	-0.691875
ABCA7	-0.70225
EIF4A2	-0.4685
ZC3H10	0.9377
RPGR	0.2175
C20orf94	1.976
RP1L1	-0.26225
GPR125	0.04175
USP22	-0.418928571428571
OR1L4	0.07275
MLZE	0.23225
FLJ32065	0.22925
PTCD1	-0.34675
CRTAC1	1.34816666666667
BXDC2	-1.60725
C18orf1	1.31966666666667
FAM107A	1.72107142857143
EFNA3	-0.71725
P18SRP	-0.0169
CAMKK2	1.05425
KIAA0649	0.188
NES	-0.936666666666667
HS6ST3	0.1845
PON2	0.0405
TCP11L2	-0.4965
CLEC4A	1.41725
PRR12	0.4955
MLXIPL	-1.0235
C2orf50	0.01
ZNF28	0.722
ENC1	0.281333333333333
MAP2K1	-0.567875
FKSG2	0.7235
KIAA0430	1.09725
PTP4A1	-1.73055555555556
GPR156	1.0285
GTF3C6	-0.3315
UBR2	-0.1301
LOC388272	-2.1175
MAK	0.406166666666667
ACOT4	2.36875
STC2	2.48016666666667
PIGW	-1.552875
SAE1	-1.035
COL6A1	1.57063636363636
OAZ1	0.0611666666666667
STMN4	0.379
EDG3	-0.1395
SGCE	0.825833333333333
IL11	-1.75283333333333
PRSS8	2.06075
YIPF5	0.645416666666667
WNT4	2.2295
CSN2	-0.1425
TCF7	-2.66425
TDO2	2.9345
SAMD9	0.6848125
S100A7A	0.2015
MMRN1	1.628
GKAP1	-0.22225
AKR1C3	-1.37175
RNF19A	1.17225
GMDS	-0.8785
YKT6	-0.974625
SPARC	2.5679
C12orf31	-0.85725
UBE2V2	-0.917666666666667
FBXL18	-0.016
KIAA0460	1.26325
ADAM22	-0.70925
SERPINC1	-3.5465
KCTD21	0.31375
MYOHD1	-1.82175
ZNF37A	0.305666666666667
GTF3C1	-0.228166666666667
CTSZ	1.276
PRNPIP	-0.907125
DRD1IP	0.04425
NR1I2	-1.65116666666667
ZNF266	0.3586
SPAG4L	-0.08
COX4NB	-0.9355
SAPS1	1.29266666666667
APOA1	-3.392375
TATDN1	-0.111
C10orf82	2.84475
KPNB1	-0.58875
FOXO3	1.2755
CRYBB2	-1.0945
ZBTB5	0.044
SLC25A38	-0.5125
DCTN2	-0.215166666666667
IFT20	0.72425
CTHRC1	2.60275
C1orf31	-0.15475
UHRF1	-2.02875
GPC6	-0.25375
C10orf54	1.402
MCF2L2	-0.132833333333333
WNT9B	-0.061125
OLA1	-0.18375
FAM120B	0.72
TTLL10	-0.2715
CYorf15A	-3.00325
RELN	-1.0226
SCN2B	1.1555
MFHAS1	-0.96425
NKX3-2	-0.954333333333333
RASGRF2	0.2995
SSBP1	-0.763333333333333
KPNA6	-0.309357142857143
LOC389118	-0.093
HS3ST4	-1.0878
SUPT7L	-0.253875
FLJ32658	-0.7895
IGFBPL1	-0.5885
KIAA1641	0.387
SHKBP1	-0.397666666666667
CSF1R	4.488
NAGK	0.596
MYL2	0.22475
HIST1H4C	0.515
TOMM7	0.056125
ADAMTSL3	1.6906
TNFSF14	-0.05775
PRRT2	-0.0395
VTA1	-0.37075
AOAH	1.68683333333333
CRISPLD2	1.66021428571429
PNN	-0.9423
TA-NFKBH	-0.25675
ESPN	-0.55775
RBM43	0.4105
KIAA1267	0.856375
DDX3X	-0.0688888888888888
