Hybridization REF	TCGA-AN-A0AT-01A-11R-A034-07
GADL1	0.2025
TMEM19	-0.8942
RUNX3	2.54175
EFNB1	-0.137333333333333
LIPN	0.185
ACSM3	-5.1435
SIGLEC8	0.540333333333333
ASCC3L1	0.19625
NOL8	-0.097125
RELT	-0.605833333333333
Magmas	-0.1245
PPP1R15B	0.6047
C11orf2	-0.45675
VKORC1	-0.76
MGC26647	0.30375
TRPM6	1.81741666666667
UGT2B7	-2.833
FEV	0.14525
FOXK2	0.3894
PDCD5	0.484166666666667
SLC8A1	1.4527
DGUOK	0.3035
CLDN16	0.8305
GAGE1	-1.378
RBM17	0.6208
C1QTNF3	-2.318875
VGLL3	0.280333333333333
UNQ5830	0.2285
CD1A	-1.779
SCGB1C1	-0.365
SUPT4H1	0.57075
TRAF5	-1.24475
ASAHL	-0.08975
FAM73A	0.6345
OR6B1	0.303
WHSC1	-1.70325
GFPT2	0.15375
LOC339809	0.66725
STARD5	-0.898333333333333
SIP1	0.28875
DNAJC15	-0.44275
STAU2	-0.035875
FAM98A	0.465375
RAD23B	0.305125
LRRC33	-1.21325
CHRAC1	-0.24725
C21orf89	0.78675
C19orf43	-0.1265
KLK8	3.94883333333333
CCNE1	0.3715
PKDREJ	1.61416666666667
SSU72	0.79425
C17orf73	0.7315
GPR78	1.5175
WHSC1L1	-0.2243
GSTA2	0.0795
SMUG1	-0.503166666666667
UFM1	1.123
AP3M2	0.301083333333333
USP14	0.6135
FBXL14	0.102
DSTN	0.657
SFRS14	-1.37525
FBXO31	-0.0981666666666667
C12orf40	-0.593333333333333
FRS2	0.9805
NR2E3	-1.52
TUBB2C	0.47225
GMPR	-0.674
C9orf139	0.407
ING5	-0.384
LOC730092	-0.497833333333333
ORM1	-4.32375
RP11-11C5.2	-0.66
HSPD1	0.8007
PIWIL3	-0.095
C5orf13	-1.7496
OR5R1	0.3315
LCOR	-0.56025
PLEKHA9	0.1425
CCDC43	-0.4925
ZNF232	-0.6145
SLC6A7	0.2715
ADH5	0.20575
SHBG	-1.4345
CROCCL2	-0.442
PANX3	0.4745
CDIPT	-0.435
SLC16A5	0.07725
TUBB	0.5643125
TOR3A	0.3415
PREP	0.567333333333333
ENTPD8	0.221642857142857
CHMP1B	0.9565
SYT12	1.0864
MYH6	-1.7013
MAP3K13	0.370833333333333
KLHL30	0.533333333333333
LCMT1	0.802625
EIF1AX	0.492
FOXD4L1	0.686
SLC24A5	-2.154
RNF166	-0.0743
TJAP1	-0.23975
TMEM156	-0.614166666666667
ZNF239	1.9385
SNX19	0.2934
GKN1	0.87325
FCN1	2.8303
C1QL1	-0.45175
ATP11C	0.4875
ZNF35	1.84725
CARD8	0.162375
LIMD1	0.341666666666667
KIAA0286	-0.6125
XRN2	-0.439666666666667
CD6	0.754166666666667
TOX3	-3.365375
ZSCAN4	-1.51566666666667
RSRC1	0.587625
COG1	0.35225
PTRF	0.0123
C16orf35	0.107375
FBXO24	-0.573
CHST11	0.44325
THRB	0.0458
MYBPC1	5.37225
RNF39	0.444
PSMD11	-0.14425
ALAD	0.0483333333333333
EN1	5.4825
SLC9A9	-0.25375
GSTM4	-0.2151
CDC42BPA	-0.486789473684211
RCSD1	-1.086
LUC7L2	-0.4928
SPTBN1	1.3339
LOC146167	-0.104
BAT5	0.6855
ZNF452	1.15525
LSM4	-0.966
SRP72	-0.008
SGK269	0.529083333333333
MTX1	0.612
CENTA1	0.74375
UNQ9433	0.505
ATR	-0.747916666666667
DDX49	-0.354166666666667
PAQR8	-0.423
C14orf174	1.04675
GBGT1	-0.36275
THAP1	0.819
OR10K1	0.199
RASIP1	0.313
DPYD	-0.9186
DOHH	0.17875
C18orf45	0.941
POF1B	1.4228
ZNF552	1.25775
USP32	-0.836375
MED27	-0.6915
C14orf149	-0.285166666666667
PRDX4	0.0701666666666667
ABHD12	0.3741
AGT	-6.0965
SLC22A14	-0.2565
C1orf58	1.0235
PILRA	-0.88325
ABCF2	-0.830875
C17orf85	0.0198
TKTL1	-1.15825
FGF1	1.45095
IL6R	0.266666666666667
VPS25	-0.06575
CHRNB2	0.804125
COL7A1	-1.4982
LRRC48	0.220666666666667
SPG20	0.707333333333333
COX10	-0.19875
GCA	1.2035
ECEL1	0.7105
GLG1	0.349333333333333
SRD5A2L2	0.1765
MUTYH	0.2825
ZNF70	0.6125
L2HGDH	-0.04625
GPATCH2	0.3775
ZNF655	-0.77075
ZNF227	-0.209666666666667
MCOLN2	1.70616666666667
NQO2	0.39575
KCNQ5	0.2385
NEU1	0.439166666666667
QRICH1	-0.57525
ZBTB20	0.3315
RPUSD3	0.54
EPGN	-1.6468
TSN	0.619083333333333
SPRY2	-1.87433333333333
LZTFL1	1.0385
GMFB	1.10975
PBEF1	-1.5043
HBG2	-3.081
TMEM8	0.95025
PALM2-AKAP2	0.146666666666667
NFYA	0.4205
FAM108A1	0.20375
PBLD	-0.513375
NRG4	-2.30225
PIGF	0.81075
PTGER1	-0.1655
NOS2A	0.434166666666667
C21orf34	-0.755166666666667
C21orf51	0.16075
IL17C	0.646
TRMT6	0.461
ETV2	0.395
CCDC109A	-0.58125
MYLK2	-2.01
ATP10A	-0.0593
DPH4	0.41825
C5orf5	-0.0776666666666667
KCNA4	0.239333333333333
NMNAT2	-0.560833333333333
GLYATL2	3.625
LSMD1	0.10875
IL23R	-2.62925
NRF1	0.28975
MUC15	-0.381333333333333
PRDM12	-1.3265
PAQR4	0.0738571428571429
RBBP6	-0.35625
IFI27	1.61225
SKAP2	0.177333333333333
TAGAP	3.119625
TJP3	0.535
C9orf61	2.31975
IDS	0.739285714285714
PARG	0.389
LOC131149	0.1255
DYRK4	0.804833333333333
MICALL1	1.6755
GALR2	0.024
GPBP1L1	0.82175
TBX21	4.263
KCNJ6	0.238
GGN	0.5845
CASP5	0.536833333333333
RNF182	-0.3925
BRD4	0.57575
DOK4	-0.7855
SLC46A2	0.638833333333333
SOX9	2.4285
ZNRD1	0.598
PRR6	-1.24375
FAU	0.089625
DTNB	1.51683333333333
CARD9	1.08025
STS-1	-0.223
SLC4A5	0.32625
NSBP1	-0.5655
UGCGL2	-1.635
POTE15	-0.7845
NOXA1	-0.25275
RP13-347D8.3	1.6405
SAMD10	-0.243333333333333
EP400NL	0.3825
TCF21	-0.70025
AMELX	0.21375
JPH2	0.4509
SLA	1.522625
DLST	-0.391166666666667
SEPT12	-0.14175
RGS20	-3.205
LXN	-0.194833333333333
ZNF419	0.438
UPK3B	-0.358166666666667
RELL1	1.01775
ESPNL	1.94
KLHL21	0.15675
PI15	2.198
C2orf61	-0.543
LOC407835	0.161833333333333
RER1	0.32475
ELAVL2	-0.506
MGC26718	-2.11
KLF2	1.7925
TNFAIP8L3	0.359083333333333
TFE3	0.34025
C11orf17	0.0355
15E1.2	-0.5055
SNRPC	0.204
DLGAP1	1.49775
PGLYRP1	0.35625
OVCH2	0.179
IRF7	-0.0762
SET	-0.7031
NAB2	-0.240666666666667
LRP5L	-0.49125
FAM120A	0.600875
ASCL2	-0.655166666666667
SHH	-0.1775
ATP5H	0.0996666666666667
THPO	-1.24183333333333
TYRP1	-3.386
HIST1H3E	0.056
EIF2S1	0.658444444444444
TNFRSF17	-0.8215
TARSL2	0.79825
NKX2-8	1.111375
C1orf115	0.386
LOC56964	0.6045
KIAA0841	-1.03825
ISCU	-1.3385
TTMA	-0.0235
ZNF414	0.823
LOC441150	0.89525
RAB15	0.3505
HBP1	-0.191333333333333
TNNT2	-1.54683333333333
CECR5	0.3845
PHGDH	-0.516
JRK	0.7217
XPO4	0.81925
FAM131C	0.648
ARHGAP25	0.907
CA9	-2.12855555555556
GPR62	1.565
TLX1	0.435166666666667
GPS1	0.09225
OR2M2	0.153
BDP1	-0.633357142857143
FAM70B	0.08375
RPS29	0.564916666666667
MKLN1	-0.404
TSPAN19	-0.012
SLC29A3	0.0028
LGALS4	-0.917666666666667
USH2A	-0.195
NF1	-1.71416666666667
APOBEC3A	2.065
IMPAD1	0.922166666666667
OLR1	1.771
NRAP	-0.8275
HCFC1R1	0.401833333333333
TAOK2	-0.237333333333333
MCM10	1.16116666666667
MAP4K3	-0.2855
CBS	-0.351875
CLK3	-0.6213
PCDHGA5	-0.427
ELF4	0.367125
FAM71A	-0.12
C11orf49	0.2465
CLIP2	0.01375
BTBD9	1.4193
ZNF524	0.9185
KDELR1	0.618333333333333
ZNF509	-0.161
NCSTN	0.7935
ZNF533	0.731357142857143
PARP4	0.184875
GALNT9	-0.1735
NPY	-2.23775
BEGAIN	-2.72266666666667
TMEM77	0.121166666666667
FOXRED1	-1.20933333333333
SLC16A2	-0.8215
SLC35B1	0.071
GK5	0.4905
SDCCAG10	-0.61775
C4orf20	-0.24775
SLC9A2	-0.2525
ADD1	-0.336714285714286
TAL2	0.808
ACLY	-0.54775
DNAJC1	-0.5165
SOST	0.4725
USP43	0.566166666666667
CYP4F12	-2.35525
FKBP5	0.203625
CHCHD5	0.0737
NUDT22	0.0425
CCDC85B	-0.2935
OR51G2	0.7855
STRN3	-0.0254285714285714
TMOD2	1.781
FLI1	-1.00925
MAB21L2	-0.673166666666667
DGKQ	0.2915
VPRBP	-0.197166666666667
SCNN1B	0.3043
ECHDC3	2.9902
TMEM106C	-0.59075
CSNK2A2	-0.049
RPL39	0.2009
HERC3	0.1515
ZBTB47	0.388666666666667
ZNF681	-0.95025
PAGE2	-2.16425
CLIC5	2.49071428571429
RABAC1	0.54125
ZFHX2	1.38375
YPEL1	1.85833333333333
KIAA0776	0.21325
NR1D2	1.352
DNAJC4	0.637625
NPNT	1.32
ZNF677	1.383
ZNF536	-0.901
MEF2B	-0.311166666666667
PTPN4	0.382
CTCFL	-3.928
STX5	0.576333333333333
CD72	1.673
VEGFA	0.218684210526316
XRCC1	-0.8535
MAS1L	0.552166666666667
ELL	-0.2875
SETBP1	-0.7225
CDH11	1.2375
NDC80	0.603153846153846
DMBX1	-3.587
NRSN1	0.168166666666667
BAT2D1	-0.34675
CDS2	0.921833333333333
C1orf212	0.190166666666667
SENP3	-0.9835
IL1F9	3.0595
EEF2K	-0.44325
COG8	0.05775
CEP72	-2.32075
OR1L8	0.312
MUS81	-0.612333333333333
PHYH	0.79575
GGT6	0.9425
C22orf23	0.660583333333333
C13orf33	2.572125
MAPK8IP2	-0.09375
NELL2	1.03775
POU3F2	-3.05633333333333
ALPK1	0.96325
MRPS18C	0.25825
RPLP2	0.94525
FGF22	0.604
SPNS1	-0.281
ZFP1	0.17525
IL1RAPL1	-1.61566666666667
PCSK9	-2.75283333333333
NKX2-1	-0.0342307692307692
C6orf189	0.6825
SP4	0.187
SLC11A1	2.0935
C21orf25	0.509333333333333
ICAM2	0.25075
SH3GL1	-0.00516666666666667
GSK3B	1.06283333333333
RALB	0.368625
PDXP	-0.7935
GNGT1	1.58675
KIR2DL1	0.55
TNFAIP3	0.765416666666667
C6orf32	0.0387
CBLN2	0.3315
PANK3	0.39875
TAAR9	0.2135
WDR82	-0.161357142857143
APOM	-3.605625
TRIP10	0.357
SPATA16	0.757666666666667
C1orf135	0.2285
USP51	0.1945
TESK1	0.3995
C11orf64	-0.127
ZNF611	0.1435
PDE6G	0.510666666666667
HLA-DQA1	2.0475
GCLC	-0.26275
SEC61A1	-0.417857142857143
TWSG1	1.07916666666667
ZMYND10	-0.53825
CTDP1	0.474125
ADAMTS6	-1.13633333333333
SLIT1	-1.4725
KRT86	1.3845
KIAA0574	-1.74
GTPBP2	-0.6848
PQLC3	0.68225
PRRX2	0.250833333333333
C15orf44	0.398666666666667
MKKS	0.21975
C11orf10	0.16275
GPR110	0.4075
CD109	1.02858333333333
ADCY1	-0.163333333333333
RHBG	-3.488
TP53I3	0.615875
SLC22A3	-1.4288
UCP2	-0.44775
FOXG1	1.3085
OR2AG1	0.09
TRIM24	-1.2355
PROC	-2.85675
TAAR6	0.3975
AMTN	-0.837
C10orf47	0.910833333333333
DEPDC1	-0.71625
FLJ45557	-0.28875
ZDHHC17	-0.344
KIAA1429	0.333333333333333
KCNH1	0.72025
VNN3	2.970625
PSMAL	2.07375
PPARD	0.51925
HFM1	-1.418
YBX1	0.172833333333333
ZNF695	0.307
SCTR	0.0895
DCDC1	-0.357
VPS26B	-0.3419
MTF2	-0.679833333333333
ATP6V1F	-0.07275
CCDC94	0.1385
PERF15	0.146
CCL11	2.248
LMO7	-1.13725
DCST1	0.4795
ADRBK1	0.288125
CDRT4	-0.3805
ZNF84	-0.15575
HOXD8	-0.54875
STARD8	-1.09583333333333
FOXP2	-0.293875
CCDC103	0.38425
POLR3A	-0.6547
GSC	-1.24516666666667
ZNF114	-3.59016666666667
HTR7P	0.4065
LALBA	0.979
RMND5A	0.931833333333333
PSCD2	0.61525
ZNF409	0.8315
KRTAP1-3	-0.120666666666667
MAF1	0.053
LOC201725	-0.699666666666667
NRN1	-1.5565
SPAG5	-0.9505
DNAH7	0.949166666666667
FLJ43860	0.5975
BRCA2	1.74175
ACADM	-0.59275
CXXC6	-2.203625
RAGE	-0.890375
CHMP2A	0.51775
FAM8A1	1.0716
GPR21	0.7215
SLC12A3	-2.92133333333333
FVT1	0.489857142857143
ZDHHC7	-0.349625
FLJ44048	0.06025
SLC44A3	1.04266666666667
SDSL	-0.649
MMP8	-1.2075
PLA2G12B	-3.753
ACY1	-0.672
MT1E	2.8045
OR4K15	0.5855
TECTB	-0.569
GPR20	-0.350375
IRAK2	0.111
RFPL3	-0.692375
MYO9A	0.745
NARG1L	-0.071
BLMH	0.11475
CCDC3	3.4665
C9orf21	0.503166666666667
KIAA0513	-0.565166666666667
MIER2	0.099
PNMA2	-0.10675
SH3BP2	0.9502
ANXA10	-2.034
RTN2	-0.654666666666667
TFB1M	-0.687
PRPH2	2.8395
C14orf133	0.78925
GOLGB1	0.597166666666667
IRX4	0.072125
NFKBIL1	1.10116666666667
C10orf62	0.0425
APBB3	-1.264
RPS10	1.2117
LOC728378	-0.66725
TLE3	-0.336444444444444
PSMB7	0.395875
MESDC1	0.1035
SLC6A1	0.807333333333333
OCLN	1.99941666666667
PTTG3	-1.2
NAGLU	-0.23775
SERTAD4	1.832625
SPRY1	-0.4025
FLJ10781	0.24975
MYSM1	-1.2155
TRIM4	-0.257714285714286
SH3YL1	0.60375
TREM2	2.02316666666667
SERPINI1	0.262
HDHD3	0.68675
TMEM38A	0.18025
EID2B	-1.88625
TDRD3	-0.4635
SEDLP	0.64
THSD7A	1.66983333333333
NDST3	-1.86625
KLHL15	1.21675
DHRS12	1.306
FBXO9	0.0441428571428571
TNPO1	-0.35875
MRPL13	0.005
SNX5	-0.711166666666667
METTL6	0.49925
SOD1	0.870875
CHML	0.191833333333333
PACS1	0.662625
SIRT5	1.4253
CAPN2	-0.658166666666667
FXYD5	0.208333333333333
TWISTNB	0.032125
LRFN1	0.668166666666667
UBE1L	0.1645
UBE1C	-0.088
OR51B2	-0.33025
OR4D11	-0.3225
C15orf2	-0.014
NR4A1	0.0571666666666667
LOC339047	-2.6475
TRIM17	-0.137375
ATP5G3	0.0610714285714286
RPL15	0.180083333333333
ADAMTS8	-0.4305
HOXC4	0.0595
C14orf37	0.873
CEACAM5	-2.859625
MYT1L	-0.0453333333333333
RASA2	-0.7725
OSBPL7	-1.3175
STAG1	0.3135
GIMAP4	4.2435
FUT3	1.16216666666667
PIF1	-1.318375
LPIN2	0.0452
SH3PX3	0.17475
PDP2	0.39175
PAPD1	0.2445
ERP27	3.10225
APOOL	0.6958
DIABLO	-0.4005
TRHR	0.3325
ARMC9	-0.14875
RNF152	4.26725
SLITRK3	0.297833333333333
ZNF211	-0.1063
PFDN1	-0.258375
RGS11	-0.06675
HS6ST1	0.4441
AKR1D1	-1.91875
TNP2	0.2165
STK31	2.99983333333333
EML4	0.537333333333333
SGTA	-0.107
HIST1H2BI	-0.573833333333333
PSMD6	-1.92733333333333
KIAA1257	1.1505
C18orf55	0.416
FLJ20273	0.0985
RPL28	0.589666666666667
EPYC	0.70625
NOX3	-0.7405
ELAC1	1.37233333333333
METT11D1	-0.732
BIN2	-0.0313333333333333
NACA2	-0.815
CCDC17	0.000999999999999998
HM13	-0.4195
UBOX5	-0.55275
UBE2O	-0.099875
UBL5	0.42425
APOLD1	0.529625
C9orf31	0.366
TNFSF8	0.6825
ARHGAP29	-0.914
PROKR2	0.47
PDE5A	0.541833333333333
C6orf12	0.5885
TOM1L1	0.8195
WHDC1	0.202875
FOXI1	2.337
RAB4A	0.278
TMEM39B	0.33025
ATPBD1C	-1.12525
FARSA	-0.373666666666667
PLEKHG5	-0.185
CMAS	0.245666666666667
OR7E24	1.349
SLC30A1	-0.3145
CDC42EP5	0.889333333333333
PLAC1	-1.9695
KLHL18	1.03125
LBA1	0.1638
TAZ	-0.5055
CRIP2	0.971
BTBD11	-1.64183333333333
C16orf72	-0.217
DIO2	0.9485
LRRCC1	1.144
CCDC136	-2.7585
PRX	-0.109375
RBM5	-0.8848
TMEM85	-0.277375
TUBGCP4	-0.5965
APLN	0.14275
CDK7	-0.155833333333333
SSR2	0.635833333333333
CRELD1	-0.1705
C19orf46	2.89325
GAL3ST4	0.645833333333333
KBTBD10	1.332
IL28A	0.6265
WDR27	-0.018
MCM2	-1.07783333333333
SOX14	-0.183
FLJ39743	0.201
KIAA0922	0.654875
HIPK4	-0.211
FLJ25758	0.4025
C16orf57	0.44175
PDZD2	-0.853375
MCC	-0.945625
HHLA3	-0.0902
ID2	0.276
C20orf23	0.380916666666667
ZNF688	0.4465
APOC2	-2.62433333333333
LOC440093	0.05975
FAM50B	-1.38716666666667
PWP1	0.701
DNAH10	-0.57825
HIST1H2BA	0.046
GPR56	1.42216666666667
METAP2	-0.106375
PAN3	0.600833333333333
STXBP4	-0.216375
PDHX	0.3405
MTA1	0.34175
ZBED4	-0.472375
ZNF720	-0.41325
CDK2	-1.503875
RHOJ	-0.85175
CDC37	0.0403333333333333
ZER1	-0.2785
GRK4	-1.146
PRPH	0.22275
POLR2A	0.162
OGFOD1	0.3795
NOL5A	-1.20375
PHEX	1.0005
FLJ16478	1.1025
C20orf117	-0.8705
CAMTA2	-0.20525
C11orf74	0.914166666666667
DDX17	0.0624166666666667
C5orf27	0.371375
PLEKHA2	-1.4748
PDE4DIP	-0.4002
SCN7A	0.01225
ZNF559	-0.105
CXCL10	3.92675
ZMYM4	0.464
STK32B	-1.31453333333333
KIAA0888	-0.9899
TACR3	0.351
CKAP2L	0.53075
KIF1A	2.1965
RSPRY1	0.412
VCAN	-0.054
CYP27C1	0.8155
SYDE1	-1.71983333333333
MED12L	-0.79825
ZDHHC21	1.374875
NHS	-0.0495
TM9SF3	0.274666666666667
DDHD1	0.439125
MAFG	0.0481666666666667
BICD2	0.4397
C14orf119	-0.369333333333333
C14orf43	0.277642857142857
CDH7	-1.49875
ALKBH5	-0.703571428571429
JUP	0.860125
TMEM41A	-0.031
MAMDC4	-1.327
CBX3	0.073125
LRRC18	-0.12
RBMXL2	0.14575
PLA2G4D	0.577333333333333
FGF13	-2.3365
KIF3A	0.0676666666666667
PDIA6	-0.7465
DCXR	-0.389
CASKIN2	0.255916666666667
EHD1	0.8115
MARCKSL1	0.838833333333333
ZNF496	1.00583333333333
SCAF1	0.237
KCTD8	-0.3295
TRAF3IP3	0.3955
LSR	2.34375
CXorf1	-0.322666666666667
C14orf112	0.501333333333333
EIF2B1	-0.69325
OMP	0.764
GSTZ1	0.92125
LOC92017	0.0455
ISLR2	0.236
C12orf36	0.334
GATA2	-2.45983333333333
GABRA5	-2.528
CELSR2	-0.719571428571428
STAM2	0.0362
TNAP	-0.9885
PTPMT1	0.0988333333333333
GRP	0.23875
SV2A	-1.14683333333333
MAGEA12	0.83225
CACNG1	-0.7435
C18orf19	0.3445
GSG1	-0.138
PTPRJ	0.660071428571429
FRMPD1	-0.3585
ZNF668	0.19625
PLEKHJ1	-0.626875
ADAT1	-0.155
TMEM50A	0.4845
UCN3	0.3825
HOOK1	0.936375
IL17B	-0.4005
MLKL	-0.229333333333333
TTC14	-0.8455
KLHL5	0.657
CRYL1	-0.0971666666666667
FOXH1	0.187
NFYB	0.078875
PPM1G	-0.075
GOLGA2LY1	-0.9985
NMT1	-0.398875
HADHA	-0.0851
CHSY-2	0.97325
PLEKHF1	0.927428571428571
SAGE1	-3.2915
MUSTN1	-0.32325
SUHW4	0.239
TFEB	1.7135
ZFYVE27	-1.15475
ATG12	-0.3345
BMI1	-0.0519285714285714
ZIM3	0.42475
MYH4	-0.193
MASP1	-1.30066666666667
KIAA0984	0.35325
RPAP2	-0.27725
ASB5	-0.31
BOLA3	-0.0783333333333333
MIA3	-0.717166666666667
KRT35	0.6265
KIR3DL3	-0.6875
MRPL51	-0.278
SEMA3F	-0.928666666666667
NDUFB2	0.776666666666667
LOC253012	-1.8345
FAM46C	-1.6013
G6PC	-1.58342857142857
CSAG3A	1.16716666666667
PREX1	-0.684
SLC25A45	0.699125
MAPKBP1	0.1975
CPE	-1.8901
GNB1	0.288
CXCR6	2.2445
TRIM46	0.4675
C16orf3	0.298666666666667
HPSE	1.121
TIGD3	0.536
SPG3A	2.59725
LCAT	-1.34766666666667
ST6GAL1	-1.48355555555556
POMC	1.68075
FLJ36031	-0.160166666666667
NSMAF	-0.163
SKIL	1.997
ADSS	0.404
HMGCS1	-0.7212
POLR3F	0.141833333333333
RAB10	0.330375
ZNF277P	-1.523125
ZBTB7B	0.584625
DHRS1	-0.03
ABCC13	1.05325
CNOT3	0.48125
NFKBIA	1.3575
GAK	-0.764166666666667
SFT2D2	2.42233333333333
HOXA6	0.2795
CRTC1	0.276875
LY6D	2.7505
C20orf72	-0.547833333333333
CPT1A	-0.35725
LMO1	-0.667
EIF3I	0.4495
PRB4	0.21825
MCM3APAS	-1.437625
C20orf132	-0.7589
FOXF2	-4.22875
S100A12	1.25875
MLH1	0.9705
ACTN1	1.7189
MRPL36	-1.0625
C20orf106	-0.88375
FBXO6	1.15016666666667
MKS1	0.1635
CX3CR1	-3.41625
PDE1B	0.4355
PLP1	-3.3305
KISS1	0.890833333333333
C14orf2	0.413166666666667
TBC1D3P2	-1.4575
COMMD6	0.5431
ANKRD7	1.68475
PTCHD1	0.46275
NARS2	-0.2335
DOCK7	-0.234375
FAM127B	-0.053625
LOC390243	-0.0761666666666667
N6AMT2	1.1325
ZNF391	0.051
DNAJB14	0.712333333333333
WRB	0.011625
BPI	2.54733333333333
TTC4	-0.641166666666667
FAM10A5	0.599
GOT1L1	0.0536
MAGED1	0.486125
RESP18	-0.077
WFDC6	0.28025
MT2A	0.797
C11orf56	0.2455
KIAA1432	0.388
ROR1	-1.37375
HSD17B14	0.4045
ZFAND2B	0.275
SAMD4B	0.079
HEXA	0.596
HNRNPU	0.129318181818182
USP39	0.19775
NRD1	-0.355
R3HDML	0.50325
FLT4	0.223833333333333
OMG	0.167
OR52N4	0.4405
LOC399818	-1.0125
ELA2	-2.0915
VENTXP1	-0.5195
RFC5	-1.2495
OR52L1	0.5945
PAX5	0.728
FBXO2	0.74825
GMEB1	0.302
AKT3	-0.933
CRB1	-0.934166666666667
CTTN	0.0723333333333333
UTP15	-0.696666666666667
HSBP1	-0.214083333333333
PHF11	0.43325
NDEL1	-0.330166666666667
USP8	-0.6485
BAIAP2	0.18
SI	0.317166666666667
ARSJ	-0.527666666666667
BAAT	-2.59325
KCNS3	1.754
LOC126147	-0.5245
TMEM37	-1.32825
C1orf162	2.8925
MBD1	0.0937
ITGAL	0.3175
WDR73	-0.0468333333333333
GKN2	0.307833333333333
ARFGAP1	-0.704375
SLC5A8	-0.6245
ZBTB40	-0.1909
CYP4B1	-2.3815
LYPLAL1	-0.4415
CHST3	0.0815
MAP3K9	0.715
BTAF1	-1.52166666666667
TFAP2E	1.3305
RBM35B	1.23425
LOC441251	-0.377666666666667
ANKRD25	-1.65261111111111
UQCRC2	-0.962
MAEA	-0.167333333333333
HYAL1	-3.2276
RNPEPL1	-0.201333333333333
CPSF2	-0.136
PSD3	-1.4891
ABCA13	0.733
AGR2	-3.716125
GBX1	-1.0275
HDLBP	0.405357142857143
ACY3	-0.84375
HECW1	-0.91825
ZNF519	0.662
HOPX	2.0575
ZNF304	0.982875
OR12D3	-0.1935
FKSG43	0.52525
METTL1	0.0215
MFSD3	0.5904
PSPH	-0.52125
CLCA3	-0.1085
DARS2	-0.7075
CDC25A	0.544666666666667
BAIAP2L1	0.4335
B3GNT5	2.45275
USP29	0.066
ARHGEF10L	0.2976
ATOX1	1.476875
ADAM30	0.13825
DNASE1	0.293
STT3A	-0.303166666666667
RAB6IP1	0.50675
PTN	1.0969
C1orf106	2.26853846153846
HECA	1.46875
RNF122	-0.686
SLC22A18AS	0.246166666666667
GNG8	0.2995
ELP4	0.11275
FAM65A	0.000166666666666662
RPL10A	0.1545
IRS4	-0.107
MACF1	1.0681
SEC24D	-0.09275
LOC374395	0.2315
TGFB2	0.05375
MDFIC	0.2555
CHRNE	0.354166666666667
PCMTD2	-1.17883333333333
ATP6V0D1	-0.094
MTA2	0.58875
LZTR1	-0.256166666666667
RAP1A	0.230333333333333
AXIN1	0.37375
POLR1C	0.431
TRIO	-0.916333333333333
PLXNA4A	-0.45175
C5orf33	-0.8075
DEPDC1B	-1.083
ZNF473	0.717
MTM1	0.226
GPR107	-0.296833333333333
CSNK1A1L	-0.0361666666666667
FLJ14154	0.10125
NLRC4	3.361
ENPP4	1.849
PADI3	-0.5625
RNF170	0.10225
CG018	0.8025
C16orf7	0.05975
KCNE1	0.18775
NRM	0.278333333333333
SLC37A3	0.256214285714286
TPD52L2	-0.835666666666667
UNC5B	0.3235
C12orf12	0.0663333333333334
SDHB	-0.85875
CLRN1	0.47225
NUDT10	-2.70966666666667
UGT3A1	-0.058
FBXW8	-0.1485
RHOF	-0.809625
PTPLAD1	0.375375
MYO3B	-0.691
DERA	0.11425
TPP2	-0.132
C19orf53	-0.286166666666667
GINS3	0.27675
ST6GALNAC5	2.466
CHSY1	0.20525
MGC15705	0.3335
GPR83	0.136166666666667
EXT2	0.467
DOLK	-0.28225
TUBAL3	0.1575
ACVRL1	2.226
ABL2	0.219166666666667
C14orf156	-0.368333333333333
PTPRZ1	-2.11375
DIP2C	0.076375
LAMP1	0.25275
RXRA	-0.8201
MAP3K5	0.49375
ALKBH1	0.215166666666667
PDLIM7	-0.5575
ARL14	-1.856
SNIP1	0.564833333333333
TIMP3	-0.0158333333333333
RGS3	0.744666666666666
SPAG16	1.5431
ABHD4	0.3545
ARHGEF12	-0.492416666666667
GLUD2	0.2265
RAC2	-1.0964
UAP1L1	-0.4875
SLC18A3	-0.6525
YOD1	-1.14791666666667
RALY	0.22225
HMOX2	0.60275
DGKH	1.24675
DBNDD2	1.678
YIPF4	0.293375
THAP10	0.4455
ZNF513	0.51
HAGHL	-0.447333333333333
ITGB4	1.89166666666667
CCDC141	-1.314
YTHDF3	0.86775
C5orf28	-0.05925
RPL7L1	-0.319375
TMEM30B	0.865571428571429
ANKRD35	2.1915
DUOXA2	0.0645
TBC1D5	0.825125
DFNB59	0.416
HRH4	0.43525
MYO6	1.7625
DNAJA4	2.4885
RBM24	-0.779625
CEACAM20	0.71125
RBM23	0.199214285714286
NGFB	0.1705
C1orf63	-0.8829
KRTAP7-1	0.061
PERLD1	0.6905
NPB	0.879
C17orf59	-0.4712
HSPBAP1	0.24925
SLC15A4	0.46
PRTFDC1	1.617
OSMR	-1.5805
CYSLTR2	-0.537
C19orf25	0.0408
KIAA1797	-0.228
NLRP6	0.4795
FAM105B	0.1169
SCRN2	-1.4335
LRRC58	0.2666
RNF17	0.274
NEIL3	-1.2355
FAM137A	-2.11525
SKP2	-1.62675
PARVA	0.808166666666667
PKLR	-1.783
RNF34	-0.565875
A3GALT2	0.295
C12orf50	0.064
SUNC1	0.73725
FAM102B	0.443166666666667
