Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
FLJ35220	0.248625
NXPH4	2.5865
MCTS1	0.18525
C6orf156	-2.32025
TGM1	-1.517
SLC37A4	-0.86875
FAM92B	0.31375
SLC25A25	-0.823
ZC3H13	0.16375
GPX6	-0.177
WDR81	-0.235
THOC3	-0.0381666666666667
PHACTR4	-1.0595
ACYP1	-0.861
ARPC2	0.3645
ENG	-0.29075
P2RY13	0.351285714285714
GAPVD1	0.0315
CCNO	2.3485
C9orf64	0.24825
RXRG	-1.7475
C7orf45	-0.1685
ZNF140	1.4425
SULT1E1	-1.60833333333333
RGPD4	-0.15875
CGB7	1.086
C9orf142	0.6595
BRD9	-1.1495
tcag7.350	-0.13925
OR2M5	1.073
OGT	-0.1694
SYT1	-2.6885
ACRV1	-0.802666666666667
CMPK	0.4525
BHLHB5	2.357
MARCH2	1.05721428571429
ASXL3	-3.242
RPIA	-0.78725
RFXDC1	0.58125
HIST1H1B	-1.49975
ZNF701	0.609
KCNT2	-0.831
CCDC36	-0.514125
SLC11A2	1.0945
NBEAL2	-0.0586666666666667
RP4-691N24.1	-2.16925
TYROBP	4.07775
PLA2G2F	0.01925
TCP11	-0.10675
OR4K13	1.0885
C15orf21	-1.09625
OR4F15	0.6955
FAM108C1	0.4503
ASAM	-3.60825
NPHP4	-0.505833333333333
SFRP5	0.0733333333333333
OR56A3	-0.783
EBAG9	1.22466666666667
LOC100101267	-1.2125
UROD	-1.535
ARL9	0.4115
PDE2A	-2.5895
TUBB2A	-1.23266666666667
RPL36	-0.067
ASPM	-1.28214285714286
RBCK1	0.0185
AFF2	-1.683
STARD6	0.7275
ZDHHC8	0.4445
EXOD1	-1.746
PLXNA2	0.62575
ACTL6B	0.352166666666667
ANKRD41	-0.968
IL2RA	2.085625
PNRC2	-0.363
DENND2C	-1.224
STXBP5L	-1.891
TBCC	-0.077875
NSF	0.0388333333333333
KCNJ1	0.978833333333333
KIF2B	0.410333333333333
KRT73	-0.967
C7orf47	-0.266
NFASC	0.932333333333333
SFRS15	-0.07775
CLCA4	-0.0608333333333333
ZNF597	0.6715
SCGB1D1	4.607
LONRF3	-1.75925
OR2J3	0.153
SMURF1	0.348625
C14orf102	0.11925
HNRPDL	-0.3911
ANKRD39	-0.7725
BTNL8	-0.8015
CSTF2	-0.74375
CABP4	0.494
TMEM95	0.63275
HTR1F	-1.086
SCPEP1	2.25925
PRSS12	-3.346375
SLC28A2	0.242
INHBA	2.20616666666667
RP11-298P3.3	-0.7085
UGDH	0.763833333333333
SLC36A1	0.468666666666667
PLCB1	-1.214
SEPP1	0.352833333333333
SRXN1	0.274625
LOXL2	0.22575
SERPINA7	-5.22566666666667
LOC201229	0.093
CHRNA1	0.41125
DENR	-1.05816666666667
RARRES2	1.374
SENP2	-0.28425
XPNPEP1	-0.29475
PCGF5	-0.3584
HIST1H1T	-0.6585
CDK5RAP1	-0.33375
PRKG1	0.7235
RASGRP1	-2.3174
CFI	-0.703
KIR2DL3	0.9565
FOXRED2	-0.911071428571429
FABP1	-5.09375
TRIM7	-2.39475
CYP20A1	0.369
CYTL1	-2.64975
SORBS1	1.66066666666667
PEA15	1.49314285714286
GUCY1A2	2.45
ZSWIM2	0.2355
PH-4	0.95175
PACSIN1	-0.24125
LOC152586	-0.33
UMODL1	2.1865
KREMEN1	0.14875
FLJ35773	3.80225
RFPL4B	0.0265
SNAP23	0.5455
STXBP6	-0.544
C6orf115	1.0565
ZBTB33	0.7595
CHST9	-3.80116666666667
MGA	-0.4300625
FAM128B	-0.8285
GPR4	3.671
KIAA1957	0.12025
GSTK1	0.0643333333333333
CLCN5	-0.01
FBXW5	0.43775
FUSIP1	-0.691
MAG	-0.647
FLT3	0.210666666666667
STRA8	1.703
SERPINB4	-3.927
JMY	0.531166666666667
DLK2	-0.780333333333333
ZNF451	-0.1961
HES6	-0.837
FGF9	-2.56675
VNN1	-1.11216666666667
SRPK2	-0.5281
ALDH3A1	-2.2495
CDX4	-0.023
SPG21	0.36525
ZNF302	-0.881
DOK3	0.47425
GRIN1	0.800857142857143
OR1A1	0.2915
CALU	0.46
ANKFY1	-1.517
C9orf84	-0.157
CLEC2L	-0.714
LIMCH1	2.14325
RWDD1	0.0163333333333333
VHLL	-0.00899999999999998
SLC18A2	-0.2215
UPK3A	-0.256833333333333
FIP1L1	-0.71225
LENEP	0.124833333333333
RHOB	1.5465
RIBC2	1.538
GNPNAT1	0.6160625
TBC1D10C	-1.99675
MMAA	1.88725
INTS9	-0.205
HOOK2	-0.36125
CCNG1	-1.15683333333333
CCDC144B	-2.9715
MTMR7	1.343
NEU4	1.25033333333333
HADH	0.3265
CCKAR	0.378
TMEM173	1.772
AFAR3	0.933
PTH2R	2.724125
IFI30	1.003
GLUL	2.3841
TMEM71	-1.50816666666667
C20orf165	-0.04125
BFAR	-1.146625
ZNF14	0.854
KLHL8	-0.0908461538461539
PPIL2	-0.0178333333333333
CTA-126B4.3	0.096
C5orf37	-0.397625
SLC27A4	0.0761666666666667
KLHL22	0.09725
GJB2	4.3826
HSPBP1	-0.42825
PRKD1	-0.7135
SOX8	-0.683
KIAA0195	-0.921166666666667
MICALCL	2.54183333333333
ICAM1	0.1705
C10orf126	0.8615
SIX4	1.469
BCL2L1	0.3298
CD19	-1.239
RAPGEF3	0.661666666666667
KIAA0974	0.42425
MAPK3	-0.234166666666667
OR10A3	0.8735
MAP2K1IP1	1.0855
STK4	-0.639333333333333
CHIC2	0.3821
DLX5	-0.225166666666667
ZNF367	-1.62125
FBXO41	0.29775
ADK	-0.499
hCG_1995786	0.360833333333333
GTPBP10	-0.61725
TGOLN2	0.203
CTBS	-0.199
FGD1	-0.56425
ETS1	-1.01833333333333
EDC4	-1.027875
GSTA3	-1.407
HOXB6	3.07
C9orf131	0.45575
BCAS1	-0.4505
U2AF1L4	0.0805
PDHA2	0.2575
SORD	-0.342125
SLC25A33	-0.2175
WDHD1	-2.13425
OR8K5	0.1625
RNASE11	1.0145
STAP2	1.14225
TRIM44	-0.2024
CHCHD8	-0.253
SIDT2	0.267333333333333
OR2B3	0.887
TRRAP	-0.2745
TRAF1	-0.683083333333333
RYR2	-2.27575
FAM71B	0.187666666666667
SLC45A4	1.87375
TRIM32	0.7655
ATP6V1G1	0.53925
TRA16	-0.07125
SERHL2	1.21825
PRKY	-0.9445
NPR2	-1.047
TAS2R40	0.89325
OR5I1	0.433166666666667
ZFYVE26	-0.154333333333333
WFDC11	0.5
CSH2	0.62025
OR2T8	0.42875
TBX20	-0.174
LYPD5	2.84466666666667
STOML2	-0.222666666666667
ALPI	-0.010125
FAT3	-0.540125
ZNF273	-0.8901875
NPSR1	1.226
FLAD1	0.909666666666667
RAB5C	0.732
TTLL3	-1.409875
KIAA1618	-1.113
NPPC	-0.6715
ZEB2	0.8383
MRP63	0.81825
WSCD2	-0.50325
NEUROD4	0.378666666666667
SNAPAP	1.59375
MTMR2	-0.337470588235294
STK35	-0.306
USP48	-0.786375
NR1H4	-3.116
RASL10A	0.92125
SSTR1	-4.83575
C1orf35	0.65525
APOBEC3C	-2.0515
RUSC2	0.398166666666667
SALL4	-2.109
ZCCHC8	-0.91775
RAD17	-0.36325
ZNF708	0.250333333333333
LILRB5	1.826375
TEX12	-0.554
C9orf79	-0.26375
ARHGEF1	-0.352166666666667
ABCA4	3.10983333333333
RNF214	-0.38725
PPAPDC2	-0.1565
ARID4A	-0.0696666666666667
SYCP2	-1.197375
OPRM1	-0.053
RP13-102H20.1	-4.95725
CYP26B1	-1.24133333333333
APCDD1	0.300833333333333
PCCA	1.0485
ALS2CR7	0.518
AQP5	3.31633333333333
YLPM1	-0.475125
PRKAR1B	-0.4557
IL16	-0.0596
TCF3	-1.116875
ZSWIM7	-0.10825
SERPINE1	-2.6447
BAI2	0.71025
SMC5	-0.538571428571429
SMN1	-0.614666666666667
SLC13A5	-3.014875
POU2F3	2.7995
BACH1	0.375333333333333
GMCL1L	0.0628
PPP2R2D	0.706875
LRRC51	2.01058333333333
EDARADD	3.8835
LRRC3	0.325
FAM124B	-0.14825
C20orf70	0.356
LOC285735	-2.0445
CTBP2	1.2395
ZMYND11	0.757625
CDH23	0.7085
OR1N1	-0.5015
LOC400590	-1.593
PDK1	-0.684875
LMTK3	1.839
USHBP1	0.8226875
ZFYVE21	1.108
hCG_21078	0.511
OAF	-0.336875
WDR41	0.16675
SPINK6	-0.534
GDEP	-0.211
MEG3	-1.4589
OXSR1	-0.664357142857143
RAD51	-1.3145
RPL13A	-0.07375
DYRK1A	1.0036
FLJ25791	1.30925
SARDH	-0.4483
RBBP5	1.09533333333333
ORC2L	-0.54875
NCAPH2	-0.826833333333333
RNASET2	-1.494
WDR79	-0.987166666666667
FLJ39779	-0.69575
C3orf1	0.05475
DDX23	0.2175
MGC40574	0.087
MORC4	2.111
MYRIP	1.60718181818182
LY6E	1.20175
SLC39A11	1.629125
ATP12A	-0.4835
AUP1	-0.353
PIP	5.568
CORO7	-0.8755
PITPNM3	-0.27
ENPP1	1.818
PPP1R1C	-2.83383333333333
NRBP2	-1.20625
KCNE2	-0.326
P2RX4	0.8865
CCND2	-3.013
OR5T3	0.5905
CUL4A	0.243833333333333
CFB	3.661
PCP4	-2.06783333333333
HEMGN	-5.03483333333333
UBIAD1	-0.28
CDC42BPB	-0.5365
CYB561D1	0.0965
RIMS2	-1.639625
ZNF488	-0.84325
RNMTL1	-0.27575
SART3	-0.290833333333333
CAPN10	-0.818785714285714
CCR5	3.08333333333333
APOA1BP	0.773166666666667
NDUFS5	-0.99
PDLIM3	1.7176
VPS24	0.7413
SCN8A	-0.213875
C1orf67	-1.11966666666667
MRCL3	0.695166666666667
TMEM145	-1.293
KCTD16	0.2138
RNF149	1.2355
FDXR	-1.50775
CDCP1	2.39933333333333
PAX3	-3.8675
LASS4	0.89825
HSD17B8	0.5095
YAP1	-0.287625
NNT	-2.5575
SC5DL	0.185
DKFZp566H0824	-1.8225
KSR2	1.01516666666667
RAD21	0.427533333333333
ST8SIA2	0.3655
L3MBTL3	-0.48175
SNRPB	-0.60875
MGC14425	-0.46675
MIF	1.217125
TAPT1	-0.09575
IRF8	1.3446
PRO0132	-0.4085
HERV-FRD	-0.562
ACD	-1.06483333333333
BCL3	1.8445
SPATA13	-0.09375
MRLC2	-0.06675
F2RL3	1.27075
CFHR3	1.6145
DUSP15	0.871
TMEM46	-1.04766666666667
SF3B4	1.15816666666667
MAP7D3	-1.8385
STELLAR	-0.297
SEMA5A	-1.1271
H2BFS	-0.08175
LRRC28	0.865666666666667
MORN2	0.865
XYLB	-0.881625
WDR21C	0.05375
HIATL1	0.371375
ADAMTS10	0.879833333333333
WDR55	0.28225
MFSD5	1.708
OR4N2	0.711
DUSP16	0.611555555555556
NLGN4Y	-1.1296
INHBC	0.45975
NUMA1	0.36875
DEFB123	-0.0625
GIPC1	0.15525
MGC27348	0.1615
FLJ33590	0.059
FZD1	1.1972
MKL1	0.341833333333333
SAA2	0.43875
C1orf94	-2.0975
C7orf28B	0.0725
TMEM185A	0.09765
ZZZ3	0.4155
C16orf5	-1.53983333333333
GALNAC4S-6ST	1.566
C1orf186	0.068
IGFBP4	-1.168
NDUFA10	0.446
CLIC2	-1.38175
RNF13	-0.06
GPR103	-2.28
CD69	-4.9085
MYOZ1	-0.1
IFNB1	-0.561
CLNS1A	-0.497
CXorf45	-0.979
ZXDB	0.902
FUNDC2	-0.06825
GPA33	-0.84675
C9orf70	-0.24825
SLC2A9	-0.0905
LOC126520	0.146
MAGEB1	-0.6525
LCE2A	-0.1615
C18orf34	0.2835
FMNL2	-1.643125
KRT85	1.1165
CRYGA	-0.032
GEM	-0.7415
THAP6	0.1196
ALKBH3	0.9015
TM6SF2	0.42725
C20orf82	1.509
RANBP2	0.036
LIG3	-0.303
RETSAT	0.533125
OR8S1	0.242
CAST	0.0545
TGFBI	0.1522
C15orf37	0.363
PGM3	0.6455
SLC4A11	-0.80525
FAM123C	0.1585
TAOK1	1.15475
CISH	1.45775
OGDHL	-3.047
SPINT2	1.8525
ZNF33A	0.2085
CLDN18	0.218333333333333
RNF128	-2.216875
CCDC71	-0.25475
RASSF6	1.5255
HSPG2	0.763
ATP6V0E1	1.560875
ABHD6	0.548
CD274	0.0735
GCNT1	1.291
NT5C1A	0.1155
TM4SF5	-3.56725
C21orf58	-0.8445
SUCLA2	-0.117
RFTN2	2.108
SCNM1	1.1545
SLC9A10	0.4885
FUNDC1	0.6795
SLC35F4	-3.323
AMD1	-1.51525
COL6A6	4.0355
OR4K2	-0.2295
TRIB2	-0.8995
LOC91461	-2.89725
GHSR	0.933
ATP8B1	2.817875
C1orf78	1.561
RNF183	3.033
STX4	0.007
TPPP2	-0.536625
MYBPHL	-2.163
TXNDC6	-0.4782
C9orf47	0.71
FAM137B	-0.5295
FANCB	-1.72725
C11orf9	-1.2525
DPY19L1	-1.589125
VDAC2	0.117833333333333
VHL	-0.466
LMBR1	0.961375
C8orf44	-1.13425
ZPBP	-0.13825
FGF23	-2.223
C21orf67	2.7445
PCNT	-0.771625
BCKDHB	-0.0491
GALNTL5	0.350666666666667
BET1	-0.058875
ARL13A	0.268
HDAC6	-1.074375
N4BP3	1.347
OTOP1	0.3275
TTC30A	2.751625
CRISP1	0.167
KRT32	3.135
VSTM1	-0.1635
ZNF622	-0.0525
POLR3B	0.0558
DNAJC10	0.838625
C12orf54	1.143
ADIPOQ	0.286166666666667
RIT2	-1.403
CD44	-1.08875
ABCA3	1.03225
RPS17	0.0055
FEZF1	0.104
PCDHB15	-0.65475
KCNMA1	-2.19072727272727
CCDC116	-2.6815
C15orf27	-2.4425
NARG2	-1.359375
ITGA5	-0.193625
MEFV	0.819
TUT1	0.106875
LOC541473	0.00799999999999999
NMBR	0.308
GLT1D1	-2.77333333333333
ABCB7	-0.16125
PFKP	-0.475090909090909
C9orf91	1.5105
LRRC41	-0.101
C1orf85	0.238
ATP5F1	-0.7255
STOX1	-0.689875
GFOD2	0.23575
SLC25A3	-0.474875
ZNF646	0.5255
ZAR1	-1.098
OSTbeta	-1.6995
GALNT3	3.94125
IFT122	0.395666666666667
LDB3	-0.0525555555555555
GARNL1	0.132571428571429
HOMEZ	0.594
LRRC6	3.482
ANGPTL5	-2.4225
UBAC1	-0.64775
DLEU7	-0.24225
RPL19	-0.08925
TOP1MT	-1.78583333333333
LOC643641	-0.190375
MBD3L2	0.893
NTSR1	0.1105
WISP2	-0.37175
GPSM2	-1.298
RDH10	1.0898
PRKCG	1.1025
HIST1H4J	3.3325
MON1B	0.2656
MLF1IP	-1.49833333333333
ZNF446	0.62275
COL4A5	-0.5771
SLC26A1	0.4155
RGN	-3.033625
CCNB1	-1.17175
C9orf165	0.4
CCDC28B	-1.59375
CCDC97	0.34475
FGR	1.340375
MSRB3	0.2999
EPN2	-0.0355
COX15	0.146
KCNK6	-0.4244
XK	-5.581
GDA	-4.932875
HEPH	-0.816375
THRAP3	0.134875
MET	-2.67078571428571
PHYHIP	-0.59
LYAR	-1.543
ING3	-0.212
AK7	-1.16025
CCT8L2	-0.217285714285714
COPS7A	-0.0978333333333333
WSCD1	-1.03125
RNF185	1.656875
TNS3	-0.107
KNDC1	2.51433333333333
RWDD4A	0.658833333333333
MED13L	-0.764
ZFYVE1	0.899
C7orf44	-0.8525
MRPL1	0.312
STGC3	-1.44725
TEAD1	-1.63816666666667
RPL7A	0.6205
ARL6IP1	0.0586
C1orf178	-0.213
CTAGE5	1.0475
TMEM184A	1.27033333333333
SLC25A14	0.4395
CACNG5	0.347
ATXN10	0.5257
ECH1	-0.0729
CCL22	0.71175
CYP2F1	-1.80666666666667
GADL1	0.4045
TMEM19	-1.8437
RUNX3	-0.7965
EFNB1	-0.171333333333333
LIPN	-0.115
ACSM3	-4.7905
SIGLEC8	0.807
ASCC3L1	0.0485
NOL8	-0.914875
RELT	-0.856666666666667
Magmas	0.2405
PPP1R15B	0.884
C11orf2	-0.136
VKORC1	-0.242833333333333
MGC26647	0.19325
TRPM6	-0.0121666666666667
UGT2B7	-4.26066666666667
FEV	0.03775
FOXK2	-0.4245
PDCD5	-1.03433333333333
SLC8A1	0.3851
DGUOK	0.2435
CLDN16	-0.2565
GAGE1	-1.5495
RBM17	-0.3331
C1QTNF3	1.539375
VGLL3	0.313333333333333
UNQ5830	-0.3065
CD1A	-2.745
SCGB1C1	0.8815
SUPT4H1	0.18425
TRAF5	0.00775000000000001
ASAHL	0.614875
FAM73A	0.0601666666666667
OR6B1	0.763
WHSC1	-1.8375
GFPT2	0.5405
LOC339809	1.00875
STARD5	1.31383333333333
SIP1	-1.31725
DNAJC15	0.86475
STAU2	0.4056875
FAM98A	0.026625
RAD23B	0.593875
LRRC33	-1.15125
CHRAC1	-1.3125
C21orf89	0.65775
C19orf43	0.063
KLK8	-1.41633333333333
CCNE1	-1.750125
PKDREJ	1.89683333333333
SSU72	-0.58225
C17orf73	0.591
GPR78	1.3305
WHSC1L1	-0.5471
GSTA2	-1.61775
SMUG1	1.269
UFM1	0.8269
AP3M2	-1.133
USP14	-0.916625
FBXL14	0.751166666666667
DSTN	1.43975
SFRS14	-0.85075
FBXO31	-1.06083333333333
C12orf40	-0.205
FRS2	1.75275
NR2E3	-1.214
TUBB2C	-0.22225
GMPR	-0.6855
C9orf139	-0.278
ING5	-0.726428571428571
LOC730092	-0.639666666666667
ORM1	-2.1285
RP11-11C5.2	-0.42575
HSPD1	-0.484
PIWIL3	0.00175000000000003
C5orf13	-0.706
OR5R1	-0.113
LCOR	0.631875
PLEKHA9	0.0675
CCDC43	-1.14175
ZNF232	-1.12925
SLC6A7	0.5205
ADH5	-0.5835
SHBG	-0.218166666666667
CROCCL2	-1.02025
PANX3	0.2405
CDIPT	-0.2155
SLC16A5	-0.39325
TUBB	-1.3621875
TOR3A	0.2258
PREP	-0.087
ENTPD8	0.403928571428572
CHMP1B	-0.5785
SYT12	2.8638
MYH6	-1.8712
MAP3K13	1.53866666666667
KLHL30	0.641333333333333
LCMT1	0.29825
EIF1AX	-0.271083333333333
FOXD4L1	0.6005
SLC24A5	-0.3025
RNF166	-1.1747
TJAP1	-0.25325
TMEM156	-1.25716666666667
ZNF239	1.7755
SNX19	1.1483
GKN1	0.521
FCN1	0.8156
C1QL1	-1.922
ATP11C	-0.341375
ZNF35	0.9585
CARD8	-1.125625
LIMD1	-0.488833333333333
KIAA0286	-1.073625
XRN2	-0.231333333333333
CD6	-0.699833333333333
TOX3	2.411875
ZSCAN4	-1.56
RSRC1	-0.878
COG1	0.18425
PTRF	-0.3652
C16orf35	0.134375
FBXO24	0.35625
CHST11	-0.915
THRB	-0.2106
MYBPC1	-0.0525
RNF39	2.16783333333333
PSMD11	-1.38425
ALAD	1.39966666666667
EN1	2.75075
SLC9A9	-0.953
GSTM4	-0.1182
CDC42BPA	0.301421052631579
RCSD1	-2.28925
LUC7L2	-0.4247
SPTBN1	-0.4183
LOC146167	0.613
BAT5	0.7329
ZNF452	1.551375
LSM4	-0.652625
SRP72	-0.085
SGK269	-0.23475
MTX1	1.0285
CENTA1	0.884
UNQ9433	-1.2845
ATR	-0.108083333333333
DDX49	0.0035
PAQR8	-1.91216666666667
C14orf174	0.41725
GBGT1	-0.43225
THAP1	0.69
OR10K1	-0.0535
RASIP1	-1.75616666666667
DPYD	-0.3956
DOHH	-0.898
C18orf45	1.39825
POF1B	0.9451
ZNF552	2.1965
USP32	-0.390875
MED27	-0.3895
C14orf149	-1.13166666666667
PRDX4	-0.562333333333333
ABHD12	1.0211
AGT	-0.29825
SLC22A14	-0.79225
C1orf58	1.81725
PILRA	-1.941
ABCF2	-0.139875
C17orf85	-0.989
TKTL1	-2.3515
FGF1	2.6894
IL6R	-0.48
VPS25	-0.39375
CHRNB2	-0.272875
COL7A1	-2.3078
LRRC48	3.55083333333333
SPG20	0.252583333333333
COX10	-0.50325
GCA	0.10175
ECEL1	-0.696166666666667
GLG1	-0.5165
SRD5A2L2	-1.40975
MUTYH	-1.035625
ZNF70	-0.104
L2HGDH	-0.9455
GPATCH2	1.323
ZNF655	-2.352375
ZNF227	-0.678833333333333
MCOLN2	-1.41766666666667
NQO2	-1.25575
KCNQ5	-0.223
NEU1	0.839166666666667
QRICH1	0.1635
ZBTB20	0.295666666666667
RPUSD3	-0.55625
EPGN	1.37783333333333
TSN	0.174583333333333
SPRY2	-2.91183333333333
LZTFL1	0.697
GMFB	0.895
PBEF1	-0.871
HBG2	-3.09425
TMEM8	0.395
PALM2-AKAP2	-1.05
NFYA	1.5285
FAM108A1	-0.101875
PBLD	2.10925
NRG4	-2.14475
PIGF	-0.25875
PTGER1	-0.00974999999999999
NOS2A	0.357333333333333
C21orf34	-0.624333333333333
C21orf51	-0.0415
IL17C	0.2415
TRMT6	-0.385166666666667
ETV2	0.684
CCDC109A	-0.25225
MYLK2	-1.114
ATP10A	1.8388
DPH4	0.06075
C5orf5	-0.474666666666667
KCNA4	-0.0376
NMNAT2	-0.142666666666667
GLYATL2	4.043
LSMD1	1.21375
IL23R	-2.4425
NRF1	-0.22775
MUC15	0.269666666666667
PRDM12	-0.838
PAQR4	0.827642857142857
RBBP6	-1.772375
IFI27	2.26975
SKAP2	-0.630666666666667
TAGAP	0.216
TJP3	2.1655
C9orf61	-0.529
IDS	-0.435285714285714
PARG	-0.00225
LOC131149	0.1765
DYRK4	0.823333333333333
MICALL1	-0.079
GALR2	-0.25
GPBP1L1	-0.852875
TBX21	1.77525
KCNJ6	1.19033333333333
GGN	0.542
CASP5	0.962833333333333
RNF182	-5.246
BRD4	0.773
DOK4	-1.01
SLC46A2	2.24133333333333
SOX9	2.64141666666667
ZNRD1	-0.446333333333333
PRR6	-3.7885
FAU	-0.273375
DTNB	1.64133333333333
CARD9	1.8475
STS-1	-1.5705
SLC4A5	0.149
NSBP1	-1.56825
UGCGL2	-0.627416666666667
POTE15	-5.2345
NOXA1	2.0015
RP13-347D8.3	2.744
SAMD10	-0.3605
EP400NL	-0.40825
TCF21	-0.23075
AMELX	0.517
JPH2	0.4945
SLA	0.670125
DLST	-1.795
SEPT12	1.581
RGS20	-3.90675
LXN	1.4805
ZNF419	-0.936875
UPK3B	-0.063
RELL1	-0.91525
ESPNL	-2.319
KLHL21	-0.33275
PI15	-0.4865
C2orf61	-0.191
LOC407835	-1.06883333333333
RER1	0.349909090909091
ELAVL2	-1.086
MGC26718	-2.70875
KLF2	1.7275
TNFAIP8L3	0.1475
TFE3	0.066
C11orf17	-0.34675
15E1.2	-1.517
SNRPC	-0.31575
DLGAP1	-1.42275
PGLYRP1	0.264
OVCH2	0.432
IRF7	1.431
SET	-1.8318
NAB2	-0.276166666666667
LRP5L	-0.72325
FAM120A	0.442875
ASCL2	1.31966666666667
SHH	0.378
ATP5H	-0.7095
THPO	2.43266666666667
TYRP1	-3.0835
HIST1H3E	0.713
EIF2S1	0.455277777777778
TNFRSF17	-2.2306
TARSL2	0.67325
NKX2-8	1.21128571428571
C1orf115	2.652
LOC56964	1.3555
KIAA0841	-0.77825
ISCU	-0.727
TTMA	-0.2095
ZNF414	0.0205
LOC441150	1.53825
RAB15	1.12625
HBP1	0.499833333333333
TNNT2	0.397166666666667
CECR5	-0.20325
PHGDH	-0.91975
JRK	-0.135
XPO4	-0.03425
FAM131C	0.4985
ARHGAP25	0.2125
CA9	-2.27888888888889
GPR62	1.007
TLX1	-0.962833333333333
GPS1	-1.17875
OR2M2	0.2225
BDP1	-0.623
FAM70B	1.356
RPS29	-0.117416666666667
MKLN1	-0.0416
TSPAN19	-2.378
SLC29A3	0.5995
LGALS4	-0.648166666666667
USH2A	0.2385
NF1	0.454833333333333
APOBEC3A	-1.69233333333333
IMPAD1	0.645166666666667
OLR1	1.39783333333333
NRAP	0.042
HCFC1R1	0.207
TAOK2	0.096
MCM10	-1.37266666666667
MAP4K3	0.61
CBS	-2.310625
CLK3	-0.332
PCDHGA5	-0.861
ELF4	0.431
FAM71A	0.104
C11orf49	0.24975
CLIP2	-0.65125
BTBD9	0.6344
ZNF524	1.07025
KDELR1	0.162
ZNF509	-0.1735
NCSTN	1.49
ZNF533	-0.4435
PARP4	-0.86375
GALNT9	-0.249666666666667
NPY	-2.78475
BEGAIN	-1.87333333333333
TMEM77	1.27516666666667
FOXRED1	-0.371166666666667
SLC16A2	1.94266666666667
SLC35B1	0.42625
GK5	0.333416666666667
SDCCAG10	-0.92125
C4orf20	0.361
SLC9A2	1.0945
ADD1	-0.938285714285714
TAL2	-1.2385
ACLY	1.199125
DNAJC1	0.951
SOST	-2.565
USP43	0.951666666666667
CYP4F12	-1.09575
FKBP5	0.312375
CHCHD5	1.2857
NUDT22	0.361
CCDC85B	-0.21925
OR51G2	0.9225
STRN3	0.857785714285714
TMOD2	0.38025
FLI1	-1.42075
MAB21L2	-0.4205
DGKQ	0.428
VPRBP	0.162833333333333
SCNN1B	-0.4281
ECHDC3	1.2595
TMEM106C	-0.6035
CSNK2A2	-0.539
RPL39	0.5938
HERC3	-0.2981
ZBTB47	0.483333333333333
ZNF681	-0.03625
PAGE2	-2.9205
CLIC5	2.4515
RABAC1	1.11975
ZFHX2	1.449
YPEL1	-0.485833333333333
KIAA0776	1.07425
NR1D2	0.329
DNAJC4	0.7775
NPNT	4.4669
ZNF677	0.1245
ZNF536	-1.19
MEF2B	-0.0135833333333333
PTPN4	-0.119375
CTCFL	-6.057
STX5	1.244
CD72	1.169
VEGFA	-0.0672631578947368
XRCC1	-0.8079
MAS1L	0.661
ELL	0.2477
SETBP1	-0.474
CDH11	3.18816666666667
NDC80	-2.04630769230769
DMBX1	-1.904
NRSN1	0.0738333333333333
BAT2D1	0.15075
CDS2	-0.00966666666666668
C1orf212	-0.5615
SENP3	-0.917375
IL1F9	-0.4215
EEF2K	0.54075
COG8	-0.57325
CEP72	-1.3385
OR1L8	-1.0745
MUS81	-0.765583333333333
PHYH	0.642375
GGT6	1.56183333333333
C22orf23	-0.7
C13orf33	2.82
MAPK8IP2	2.391
NELL2	1.19625
POU3F2	-3.705
ALPK1	1.529875
MRPS18C	-0.47575
RPLP2	0.213625
FGF22	0.1815
SPNS1	0.233833333333333
ZFP1	-0.97475
IL1RAPL1	-1.04825
PCSK9	-3.21683333333333
NKX2-1	0.138214285714286
C6orf189	0.20225
SP4	-0.9105
SLC11A1	1.9516
C21orf25	1.65433333333333
ICAM2	-0.273625
SH3GL1	-0.2155
GSK3B	0.881833333333333
RALB	0.893
PDXP	-1.21783333333333
GNGT1	-3.44075
KIR2DL1	0.755
TNFAIP3	-0.8035
C6orf32	-1.2003
CBLN2	4.1965
PANK3	0.831625
TAAR9	0.2065
WDR82	0.167071428571429
APOM	-3.445625
TRIP10	-0.5645
SPATA16	0.491166666666667
C1orf135	-1.428
USP51	-0.48425
TESK1	1.41775
C11orf64	0.08975
ZNF611	-0.814
PDE6G	-0.0235
HLA-DQA1	3.216875
GCLC	-0.280125
SEC61A1	0.450142857142857
TWSG1	0.167833333333333
ZMYND10	3.049
CTDP1	-0.014625
ADAMTS6	-0.547833333333333
SLIT1	-2.04
KRT86	1.9705
KIAA0574	0.389
GTPBP2	-0.232
PQLC3	0.933
PRRX2	-0.253166666666667
C15orf44	0.359666666666667
MKKS	-0.2685
C11orf10	0.463
GPR110	2.798125
CD109	-1.56875
ADCY1	0.607833333333333
RHBG	-2.5785
TP53I3	-0.552
SLC22A3	-2.0827
UCP2	1.766
FOXG1	-2.506
OR2AG1	0.108
TRIM24	-0.99875
PROC	-3.39075
TAAR6	0.32725
AMTN	-0.577
C10orf47	0.869166666666667
DEPDC1	-1.1395
FLJ45557	0.566
ZDHHC17	-1.8345625
KIAA1429	0.858333333333333
KCNH1	0.4865
VNN3	2.147
PSMAL	1.7
PPARD	0.426625
HFM1	-3.18075
YBX1	-2.17
