Hybridization REF	TCGA-A2-A0SY-01A-31R-A084-07
COG8	0.005
CEP72	-1.1885
OR1L8	0.2365
MUS81	-0.583583333333333
PHYH	-0.023
GGT6	0.450166666666666
C22orf23	-0.5345
C13orf33	3.205625
MAPK8IP2	0.45875
NELL2	2.601
POU3F2	-1.1025
ALPK1	1.081375
MRPS18C	-1.2275
RPLP2	-0.055125
FGF22	-0.635
SPNS1	-0.63
ZFP1	-1.0375
IL1RAPL1	0.75525
PCSK9	-3.3935
NKX2-1	0.2065
C6orf189	2.355
SP4	0.569
SLC11A1	1.3055
C21orf25	1.02183333333333
ICAM2	0.314
SH3GL1	-0.3735
GSK3B	0.0643333333333333
RALB	1.197
PDXP	-1.376
GNGT1	-2.03657142857143
KIR2DL1	0.614
TNFAIP3	1.157
C6orf32	2.0006
CBLN2	6.0165
PANK3	1.319125
TAAR9	-0.106
WDR82	0.548428571428571
APOM	-2.8825
TRIP10	-0.2975
SPATA16	0.0573333333333334
C1orf135	-1.8325
USP51	0.70075
TESK1	0.943
C11orf64	-0.207625
ZNF611	0.057
PDE6G	0.694833333333333
HLA-DQA1	3.400625
GCLC	-0.497125
SEC61A1	-0.0179285714285714
TWSG1	0.715916666666667
ZMYND10	2.91325
CTDP1	0.12825
ADAMTS6	-0.472666666666667
SLIT1	-1.526
KRT86	-0.1785
KIAA0574	0.2075
GTPBP2	-0.7369
PQLC3	1.2745
PRRX2	-0.1405
C15orf44	0.00616666666666667
MKKS	-0.93775
C11orf10	-0.53625
GPR110	-0.2605
CD109	-1.37591666666667
ADCY1	0.120833333333333
RHBG	-3.72425
TP53I3	-0.54525
SLC22A3	-1.3934
UCP2	0.86925
FOXG1	-1.82666666666667
OR2AG1	0.3055
TRIM24	-1.19075
PROC	-3.25
TAAR6	0.22425
AMTN	-1.344
C10orf47	-0.5655
DEPDC1	-1.9305
FLJ45557	3.86625
ZDHHC17	-0.174
KIAA1429	1.683
KCNH1	0.49975
VNN3	-0.496125
PSMAL	0.579
PPARD	0.00800000000000001
HFM1	-0.812
YBX1	-1.27683333333333
ZNF695	-2.1235
SCTR	-0.092
DCDC1	-0.2175
VPS26B	0.2002
MTF2	-1.43466666666667
ATP6V1F	-0.411
CCDC94	-0.001
PERF15	0.675
CCL11	2.5905
LMO7	-0.538875
DCST1	0.6285
ADRBK1	0.060125
CDRT4	-0.3275
ZNF84	0.0455
HOXD8	3.039
STARD8	-0.124166666666667
FOXP2	-0.53175
CCDC103	-1.207
POLR3A	-0.776
GSC	1.46166666666667
ZNF114	-2.417
HTR7P	0.4775
LALBA	-0.4385
RMND5A	-0.191166666666667
PSCD2	1.46675
ZNF409	0.21
KRTAP1-3	0.0575
MAF1	-0.126
LOC201725	-0.7315
NRN1	-1.18825
SPAG5	-3.07266666666667
DNAH7	1.46116666666667
FLJ43860	-0.503
BRCA2	-1.39175
ACADM	0.1495
CXXC6	-2.99625
RAGE	-1.541375
CHMP2A	0.7505
FAM8A1	0.6388
GPR21	0.804
SLC12A3	-2.55383333333333
FVT1	0.450857142857143
ZDHHC7	-0.3255
FLJ44048	0.30375
SLC44A3	1.86183333333333
SDSL	0.529833333333333
MMP8	0.0186666666666667
PLA2G12B	-3.01916666666667
ACY1	-0.55375
MT1E	-0.286666666666667
OR4K15	0.876
TECTB	-0.119
GPR20	-0.0975
IRAK2	0.257
RFPL3	-0.733714285714286
MYO9A	0.42275
NARG1L	-0.184416666666667
BLMH	-0.23075
CCDC3	2.90333333333333
C9orf21	-0.0283333333333333
KIAA0513	-0.371833333333333
MIER2	-0.0865
PNMA2	0.138333333333333
SH3BP2	0.573
ANXA10	-2.48575
RTN2	-0.105333333333333
TFB1M	-1.56
PRPH2	2.87525
C14orf133	0.089
GOLGB1	1.37091666666667
IRX4	0.408625
NFKBIL1	0.394833333333333
C10orf62	-0.4855
APBB3	0.025
RPS10	0.5563
LOC728378	1.76325
TLE3	1.60022222222222
PSMB7	-0.729125
MESDC1	0.966
SLC6A1	-0.225166666666667
OCLN	1.16633333333333
PTTG3	-2.36266666666667
NAGLU	-0.56025
SERTAD4	2.13425
SPRY1	1.9285
FLJ10781	0.39525
MYSM1	-0.41575
TRIM4	0.853714285714286
SH3YL1	1.745875
TREM2	3.72433333333333
SERPINI1	0.99425
HDHD3	0.79775
TMEM38A	-0.3575
EID2B	-0.4215
TDRD3	0.406
SEDLP	0.46725
THSD7A	1.66033333333333
NDST3	-1.35733333333333
KLHL15	-0.355916666666667
DHRS12	2.153
FBXO9	-0.0677142857142857
TNPO1	0.1985
MRPL13	-1.469
SNX5	-2.01766666666667
METTL6	-0.21725
SOD1	-0.303125
CHML	-1.16683333333333
PACS1	0.40725
SIRT5	-0.6648
CAPN2	-0.439
FXYD5	-0.404666666666667
TWISTNB	-0.980125
LRFN1	0.310166666666667
UBE1L	1.261625
UBE1C	1.07675
OR51B2	0.663
OR4D11	-0.5775
C15orf2	0.2755
NR4A1	1.14466666666667
LOC339047	-2.67825
TRIM17	2.12125
ATP5G3	-0.310428571428571
RPL15	0.146416666666667
ADAMTS8	0.01925
HOXC4	0.353
C14orf37	2.1375
CEACAM5	-2.271375
MYT1L	-0.5505
RASA2	0.52725
OSBPL7	-0.259
STAG1	0.119
GIMAP4	4.68666666666667
FUT3	-1.87233333333333
PIF1	-3.03025
LPIN2	-0.1575
SH3PX3	1.0895
PDP2	-0.6755
PAPD1	-0.287375
ERP27	4.045
APOOL	-0.4924
DIABLO	0.0625
TRHR	0.451375
ARMC9	-0.224375
RNF152	1.4145
SLITRK3	0.428333333333333
ZNF211	0.9863
PFDN1	0.0595
RGS11	0.2315
HS6ST1	1.1849
AKR1D1	-1.626
TNP2	-0.321
STK31	0.221833333333333
EML4	-1.54133333333333
SGTA	-0.217166666666667
HIST1H2BI	-1.53016666666667
PSMD6	-1.43066666666667
KIAA1257	-0.09675
C18orf55	-0.471333333333333
FLJ20273	3.21325
RPL28	-0.4515
EPYC	1.882
NOX3	0.775
ELAC1	-0.0906666666666667
METT11D1	-1.21175
BIN2	0.502833333333333
NACA2	0.42825
CCDC17	-1.18475
HM13	-0.7803
UBOX5	-0.25
UBE2O	-0.7205
UBL5	-0.443
APOLD1	0.98025
C9orf31	0.18125
TNFSF8	0.836
ARHGAP29	0.94925
PROKR2	0.517
PDE5A	1.54316666666667
C6orf12	-0.2235
TOM1L1	1.5425
WHDC1	0.19975
FOXI1	0.2625
RAB4A	1.1558
TMEM39B	-0.765
ATPBD1C	-0.559
FARSA	-0.671666666666667
PLEKHG5	0.6735
CMAS	-0.785333333333333
OR7E24	-0.3105
SLC30A1	-0.0505
CDC42EP5	0.631
PLAC1	-0.86975
KLHL18	-0.113666666666667
LBA1	0.8724
TAZ	-1.1665
CRIP2	1.850125
BTBD11	-0.991166666666667
C16orf72	-0.08175
DIO2	1.8668
LRRCC1	-0.391833333333333
CCDC136	-2.243
PRX	-0.10625
RBM5	0.194
TMEM85	0.29475
TUBGCP4	-1.20566666666667
APLN	0.16525
CDK7	-0.201
SSR2	1.15983333333333
CRELD1	0.05725
C19orf46	1.85725
GAL3ST4	1.10766666666667
KBTBD10	0.7665
IL28A	0.068
WDR27	-0.2075
MCM2	-1.62483333333333
SOX14	-0.8615
FLJ39743	0.4075
KIAA0922	0.2955
HIPK4	0.5975
FLJ25758	-0.7925
C16orf57	-0.924833333333333
PDZD2	1.13325
MCC	0.7945
HHLA3	-0.3046
ID2	0.71425
C20orf23	2.21125
ZNF688	0.84475
APOC2	-2.48166666666667
LOC440093	0.34975
FAM50B	2.23016666666667
PWP1	-0.4565
DNAH10	-0.1095
HIST1H2BA	-0.22775
GPR56	-0.461333333333333
METAP2	-0.272875
PAN3	1.26266666666667
STXBP4	0.51425
PDHX	-0.2665
MTA1	-0.0824166666666667
ZBED4	0.389875
ZNF720	-0.5375
CDK2	-1.15975
RHOJ	0.88275
CDC37	-0.19
ZER1	0.52625
GRK4	0.0775
PRPH	-0.58375
POLR2A	-0.095875
OGFOD1	-1.13025
NOL5A	-1.1265
PHEX	-0.3945
FLJ16478	-0.262
C20orf117	-0.82625
CAMTA2	-0.04675
C11orf74	0.203
DDX17	0.373416666666667
C5orf27	-0.0205
PLEKHA2	-0.9238
PDE4DIP	-0.295
SCN7A	1.7275
ZNF559	0.5065
CXCL10	3.71375
ZMYM4	0.222166666666667
STK32B	1.3678
KIAA0888	-1.679
TACR3	-0.218
CKAP2L	-1.50575
KIF1A	-0.462333333333333
RSPRY1	0.5145
VCAN	1.68325
CYP27C1	0.0695
SYDE1	-1.017
MED12L	-0.7975
ZDHHC21	1.28725
NHS	0.0825
TM9SF3	1.009
DDHD1	-0.295125
MAFG	-1.05125
BICD2	-0.5023
C14orf119	0.3145
C14orf43	0.1645
CDH7	-1.2995
ALKBH5	0.336714285714286
JUP	2.812625
TMEM41A	-0.260666666666667
MAMDC4	-1.38533333333333
CBX3	-0.175875
LRRC18	0.099
RBMXL2	-0.3715
PLA2G4D	0.383333333333333
FGF13	1.167
KIF3A	1.17516666666667
PDIA6	-0.126
DCXR	0.75
CASKIN2	-0.039
EHD1	0.318333333333333
MARCKSL1	1.51
ZNF496	0.0958333333333333
SCAF1	0.0466666666666667
KCTD8	-0.34425
TRAF3IP3	1.1495
LSR	0.8375
CXorf1	-0.151666666666667
C14orf112	0.413166666666667
EIF2B1	0.14
OMP	0.5055
GSTZ1	0.38175
LOC92017	0.9925
ISLR2	1.8405
C12orf36	0.4405
GATA2	0.710166666666667
GABRA5	-1.42
CELSR2	-0.0385714285714286
STAM2	0.6945
TNAP	0.214
PTPMT1	-0.795833333333333
GRP	4.16725
SV2A	-1.58033333333333
MAGEA12	-4.0925
CACNG1	2.8255
C18orf19	-0.8785
GSG1	-0.136333333333333
PTPRJ	0.161428571428571
FRMPD1	0.624
ZNF668	0.24075
PLEKHJ1	-0.542125
ADAT1	-0.9449
TMEM50A	0.6802
UCN3	-0.4565
HOOK1	0.79325
IL17B	-0.812
MLKL	-1.0765
TTC14	-0.553833333333333
KLHL5	1.057
CRYL1	1.04266666666667
FOXH1	-0.238
NFYB	0.081625
PPM1G	-0.505
GOLGA2LY1	-1.9245
NMT1	-0.972875
HADHA	-0.1592
CHSY-2	2.57625
PLEKHF1	0.325428571428571
SAGE1	-2.1965
MUSTN1	0.2565
SUHW4	1.23675
TFEB	1.42533333333333
ZFYVE27	-0.30725
ATG12	-0.234833333333333
BMI1	0.993714285714286
ZIM3	-0.569333333333333
MYH4	-0.3235
MASP1	-0.93575
KIAA0984	0.48975
RPAP2	-0.44775
ASB5	-1.05975
BOLA3	-1.56633333333333
MIA3	1.22333333333333
KRT35	-0.1105
KIR3DL3	-0.64
MRPL51	-0.4895
SEMA3F	1.35833333333333
NDUFB2	-0.2845
LOC253012	2.2445
FAM46C	0.633
G6PC	-1.911375
CSAG3A	-4.68166666666667
PREX1	1.4465
SLC25A45	-0.2655
MAPKBP1	-0.1275
CPE	1.1794
GNB1	-0.00575000000000001
CXCR6	1.9945
TRIM46	0.1235
C16orf3	0.144666666666667
HPSE	0.970125
TIGD3	0.046
SPG3A	0.547
LCAT	-1.60666666666667
ST6GAL1	-0.788666666666667
POMC	-0.25575
FLJ36031	0.142333333333333
NSMAF	-0.933
SKIL	0.983
ADSS	0.720666666666667
HMGCS1	-1.5816
POLR3F	-0.233666666666667
RAB10	0.15775
ZNF277P	-0.275875
ZBTB7B	1.4455
DHRS1	0.720875
ABCC13	2.522125
CNOT3	-0.03025
NFKBIA	1.50725
GAK	-0.1395
SFT2D2	1.15633333333333
HOXA6	-0.0165
CRTC1	0.06175
LY6D	-1.16733333333333
C20orf72	-1.017
CPT1A	0.37975
LMO1	-1.903
EIF3I	-0.1955
PRB4	0.0575
MCM3APAS	-1.4975
C20orf132	-0.1674
FOXF2	-2.5725
S100A12	-0.222
MLH1	-0.276666666666667
ACTN1	-0.1125
MRPL36	-0.625666666666667
C20orf106	-0.47175
FBXO6	1.12783333333333
MKS1	0.2595
CX3CR1	-0.414875
PDE1B	0.836
PLP1	-2.5285
KISS1	0.243166666666667
C14orf2	-0.940666666666667
TBC1D3P2	-0.984
COMMD6	0.9575
ANKRD7	-1.24125
PTCHD1	-1.472
NARS2	-0.7025
DOCK7	-0.327
FAM127B	-0.521625
LOC390243	-0.387
N6AMT2	0.94025
ZNF391	0.103
DNAJB14	0.1485
WRB	0.01775
BPI	0.251090909090909
TTC4	0.0926666666666667
FAM10A5	0.687
GOT1L1	-0.0922
MAGED1	0.708625
RESP18	-0.255
WFDC6	0.252
MT2A	-1.807
C11orf56	0.08775
KIAA1432	-0.476
ROR1	-0.7445
HSD17B14	1.4165
ZFAND2B	0.23475
SAMD4B	0.237
HEXA	-0.163625
HNRNPU	0.0749545454545455
USP39	-0.490375
NRD1	-0.278
R3HDML	0.16625
FLT4	0.453166666666667
OMG	0.387166666666667
OR52N4	0.531
LOC399818	0.40075
ELA2	-1.62775
VENTXP1	0.7555
RFC5	-1.3
OR52L1	0.019
PAX5	0.5125
FBXO2	-0.602
GMEB1	0.4595
AKT3	0.9525
CRB1	-0.3235
CTTN	0.543833333333333
UTP15	-0.342333333333333
HSBP1	-0.625916666666667
PHF11	1.8195
NDEL1	0.0431666666666667
USP8	-0.1775
BAIAP2	0.1640625
SI	0.408
ARSJ	0.302666666666667
BAAT	-2.53475
KCNS3	2.23
LOC126147	-0.578166666666667
TMEM37	0.6305
C1orf162	3.47766666666667
MBD1	0.1238
ITGAL	0.806
WDR73	-0.2815
GKN2	0.1765
ARFGAP1	-1.20825
SLC5A8	-0.9495
ZBTB40	-0.0074
CYP4B1	4.62583333333333
LYPLAL1	0.1005
CHST3	-1.08125
MAP3K9	0.3785
BTAF1	-0.384333333333333
TFAP2E	0.1845
RBM35B	-0.034
LOC441251	-0.503
ANKRD25	-0.0153333333333334
UQCRC2	-0.14
MAEA	0.438333333333333
HYAL1	-2.1191
RNPEPL1	0.1645
CPSF2	-0.157875
PSD3	1.6901
ABCA13	-0.712875
AGR2	3.907375
GBX1	-0.1095
HDLBP	0.386785714285714
ACY3	-0.2755
HECW1	-0.73225
ZNF519	0.04975
HOPX	2.93528571428571
ZNF304	1.319375
OR12D3	0.055
FKSG43	-0.0545
METTL1	-0.2645
MFSD3	0.3244
PSPH	-1.94425
CLCA3	-0.4035
DARS2	-1.29583333333333
CDC25A	-2.07683333333333
BAIAP2L1	-0.46525
B3GNT5	-0.545625
USP29	-0.46825
ARHGEF10L	0.6986
ATOX1	0.072875
ADAM30	0.03675
DNASE1	-0.96975
STT3A	-0.341
RAB6IP1	0.459
PTN	0.3318
C1orf106	-1.78230769230769
HECA	1.24475
RNF122	0.514
SLC22A18AS	-0.881666666666666
GNG8	0.4155
ELP4	-0.51725
FAM65A	0.123
RPL10A	0.663666666666667
IRS4	0.285
MACF1	1.1668
SEC24D	-0.05125
LOC374395	0.476
TGFB2	2.2915
MDFIC	0.355875
CHRNE	0.407333333333333
PCMTD2	-0.174833333333333
ATP6V0D1	-0.0783333333333333
MTA2	0.474
LZTR1	-0.628666666666667
RAP1A	0.876166666666667
AXIN1	-0.47625
POLR1C	-0.372
TRIO	-0.0855
PLXNA4A	0.0820833333333333
C5orf33	0.16725
DEPDC1B	-3.009875
ZNF473	-0.6825
MTM1	1.175875
GPR107	-0.0351666666666666
CSNK1A1L	1.03216666666667
FLJ14154	0.354
NLRC4	3.9665
ENPP4	1.53966666666667
PADI3	0.1665
RNF170	0.02325
CG018	1.15533333333333
C16orf7	-0.469
KCNE1	0.2115
NRM	-1.09416666666667
SLC37A3	0.653785714285714
TPD52L2	-1.16266666666667
UNC5B	2.1085
C12orf12	0.359166666666667
SDHB	-0.52775
CLRN1	0.054
NUDT10	-0.762
UGT3A1	-0.311142857142857
FBXW8	0.36125
RHOF	-0.5625
PTPLAD1	0.354
MYO3B	-0.74575
DERA	-0.76325
TPP2	-0.08175
C19orf53	-0.249166666666667
GINS3	-0.826125
ST6GALNAC5	2.516
CHSY1	0.522
MGC15705	0.1295
GPR83	0.366666666666667
EXT2	-0.091
DOLK	0.34725
TUBAL3	-0.84925
ACVRL1	2.0665
ABL2	-0.401
C14orf156	-1.604
PTPRZ1	-4.053625
DIP2C	0.472125
LAMP1	1.135875
RXRA	0.1995
MAP3K5	0.54375
ALKBH1	0.537333333333333
PDLIM7	-0.691625
ARL14	-1.1645
SNIP1	0.0776666666666667
TIMP3	2.31625
RGS3	0.697833333333333
SPAG16	-0.5568
ABHD4	-0.39425
ARHGEF12	0.48525
GLUD2	0.4695
RAC2	-0.1327
UAP1L1	-0.6345
SLC18A3	-0.204
YOD1	-0.899583333333334
RALY	-0.327
HMOX2	0.568625
DGKH	-0.047
DBNDD2	1.30933333333333
YIPF4	0.34875
THAP10	-0.30575
ZNF513	0.715
HAGHL	-0.505166666666667
ITGB4	0.076
CCDC141	-0.8965
YTHDF3	0.9345
C5orf28	0.3165
RPL7L1	-0.504125
TMEM30B	1.56078571428571
ANKRD35	1.7525
DUOXA2	-0.15475
TBC1D5	0.294125
DFNB59	-0.8055
HRH4	0.55575
MYO6	2.8566
DNAJA4	0.875875
RBM24	2.286125
CEACAM20	-1.07725
RBM23	0.161214285714286
NGFB	0.33
C1orf63	-1.2417
KRTAP7-1	0.319
PERLD1	2.987
NPB	-0.181
C17orf59	0.4236
HSPBAP1	-0.7675
SLC15A4	0.20425
PRTFDC1	-0.375
OSMR	0.247785714285714
CYSLTR2	0.273
C19orf25	0.033
KIAA1797	0.146
NLRP6	-0.099
FAM105B	-0.1597
SCRN2	-0.657333333333333
LRRC58	-0.3957
RNF17	0.77475
NEIL3	-3.3825
FAM137A	-0.38625
SKP2	-2.21775
PARVA	1.28525
PKLR	-1.376
RNF34	0.49175
A3GALT2	-0.18625
C12orf50	-0.0145
SUNC1	-1.95125
FAM102B	0.232666666666667
CCT2	-0.97325
LRRC37A2	-0.7165
ARF4	1.0455
SIKE	0.064875
C8orf48	0.4635
MBTPS1	0.431071428571429
GPSN2	-0.7395
NCF2	3.20125
SLC12A6	-0.372833333333333
MRPL48	-0.817
HMGN3	-0.501666666666667
LRRC62	-1.1275
PAX9	1.454
FAM55A	-0.281
C20orf42	-3.3245
SCML2	-1.2795
BCL9	0.72575
FAM40A	-0.21125
C9orf41	-0.0273333333333333
ZNF774	0.05
LETM1	-1.19025
PLXNB1	0.610833333333333
NIPSNAP1	-0.08625
USP10	-0.6505
F9	0.049
LIPE	2.571
CNGB3	-0.428
C12orf52	-0.156125
PI4K2A	0.351625
MED8	0.070375
STAT4	1.2778
FGD4	0.224333333333333
RNF145	-1.9215
WDR32	1.1761
CLDN2	-0.104166666666667
TCEAL8	0.94175
ZMYND8	-0.6671
PDXK	-0.646
GATAD2A	-0.7595
PTGES3	-0.911
CCM2	-0.61325
TAP1	1.22275
ZNF670	0.2355
ETS2	-0.0057142857142857
C6orf166	-0.0951666666666667
PRMT2	0.626071428571429
OR4B1	0.431
INTS8	-0.4995
CCDC102A	-0.17575
CCDC83	-1.10233333333333
ITGA1	-0.4237
EPHA5	-1.0701
FAM24B	-1.8095
TSGA10	3.172
HAL	-1.40516666666667
MYOT	-0.31575
SPACA3	0.02825
BCL2L2	-0.375166666666667
CUGBP2	0.898333333333333
CCNB3	1.04675
RNF113B	0.01025
MERTK	0.35225
BAG1	0.8435
VPS36	0.5035
ORMDL3	1.3186
C1orf190	0.258
ZNF625	-0.2395
CORO2B	-1.34725
ALOX15	-0.3045
CST1	2.249
NUPR1	1.00366666666667
CCL7	0.562
SMCR5	-2.3955
DSC2	1.736
RBMS2	0.4125
GRIK4	1.8515
TRIM65	0.203
TMPRSS6	-0.418857142857143
TP53INP2	-0.333
GLB1L	0.781666666666667
LOC388284	0.229666666666667
PUS1	-1.06907142857143
BCL9L	-0.39
OLFM1	-0.18925
RET	2.527875
MASTL	-1.94533333333333
ALX3	-0.164
IL1RL1	-0.096
ZNF765	-0.1897
C14orf138	-0.3105
SNX10	-0.6485
TAC4	0.583
C1orf64	3.911
POGK	0.871125
MAPK9	1.79975
ZNF366	3.09175
C8orf79	0.2332
CLDN7	1.93675
OR5AT1	-0.1305
TRIM37	-1.6995
LRRC25	2.221
GRHL2	2.546
TEKT3	1.0095
LASS5	0.313
ABCC4	-1.41666666666667
DLG3	0.9815
VGLL1	0.139125
ZFP36L2	1.3235
MFRP	-0.394
KIAA1799	0.10625
FLJ44379	1.5215
PCNX	-0.675
ANXA9	2.3535
CYP4V2	1.1625
PIK3C2A	0.31075
SRR	0.4175
NOL3	-1.0375
IFITM2	0.727
ARNTL2	-1.14475
ZNF595	1.42875
NLRP13	-0.29
ASPH	-0.442
CPA2	-0.4525
PVRIG	0.0235
LEPR	1.71266666666667
C16orf42	0.497333333333333
SH3BGRL	4.1575
FAM77D	-0.319666666666667
FNDC7	-0.2115
C9orf6	0.725333333333333
NOTCH2NL	0.671166666666667
PGBD1	-0.237166666666667
SYNGR2	0.942
PITPNA	-0.0654375
PRPF4B	-0.5757
SLC43A3	-0.964142857142857
NRBP1	-0.14325
SLC25A22	0.094
ILK	0.142875
SLC22A8	0.122666666666667
MRPS7	-0.266875
PITX2	0.367
FABP3	0.277
OR1L1	0.2805
LOC728215	1.60775
BLID	-1.559
KIAA1217	2.34352941176471
TFPT	0.43525
AP4B1	-1.06725
VBP1	-0.7935
OR1K1	0.251
MORC3	0.513
BHMT2	0.906666666666667
C3orf10	0.861625
FZD7	0.987333333333333
WFDC10A	0.0395
PMS2CL	-0.615
CCDC32	0.979166666666667
FA2H	-1.80175
ALG13	-0.4755
TTLL7	-1.207
SPOCK3	0.41925
SLC13A2	0.1225
AIM1	1.16975
GPRC6A	0.483
EGR2	4.86475
MED11	-0.34475
WWC1	1.857
SH3GL3	-3.78875
RIF1	-0.536142857142857
PRLH	-0.076
VLDLR	-2.298
DBT	0.2171875
C21orf63	1.82825
CGGBP1	-0.1165
KRTAP12-2	0.027
TADA3L	-0.23025
ZBTB16	3.38075
PDGFB	1.504125
RFX1	0.477625
UQCRB	-0.2258
LOC133874	-0.505
HPS3	-3.204
LGALS3BP	-0.0402
DKFZP564O0823	2.83014285714286
MRFAP1L1	0.984
HOXA10	-0.433666666666667
NGB	0.6115
KIF21A	-1.01169230769231
IFLTD1	0.4805
LZTS1	-1.362
ARHGEF3	3.443
RHBDL3	-1.5795
CSNK1G2	-0.580916666666667
ChGn	0.31175
KIAA1244	2.6085
GABRB2	0.126
MGC72080	-1.0925
CD27	3.54325
EGLN1	-1.5654
PEX13	0.51025
RWDD3	-0.23325
RNF12	-0.295666666666667
GRIN2B	1.1665
ADAMTS14	-0.830875
DYDC2	0.457333333333333
ATP6AP1	0.5055
NR1H2	-0.223166666666667
PDK2	0.28075
C3orf17	-0.0418333333333333
SLC38A2	-0.260785714285714
SLC25A29	0.593166666666667
C15orf29	0.813125
ADAM9	-0.740666666666666
TMUB2	-0.318
GPR176	-0.2915
AGK	-0.55875
MCCD1	2.327
NDUFA4	-0.61825
TMEM146	-0.105
DUSP1	3.075125
UNQ6975	0.154
EMX2OS	3.545
INSM2	0.2885
LUZP4	-0.435
SETD6	-1.221
P2RY2	2.42875
SLC45A2	-0.9215
RABGAP1	0.0908333333333333
UBXD5	-0.09725
GPRC5A	0.4616
PAK3	0.886333333333333
LOC63920	-0.59825
TGFBR1	0.2965
KRTAP6-3	0.128
SFMBT2	-0.00274999999999999
CDC42	0.5005
C11orf35	0.472
TTLL2	-0.704333333333333
UACA	0.194454545454545
CD97	-1.1183
SETD5	-0.27525
NINJ2	0.195
PTER	0.956333333333333
POMGNT1	0.34625
KRTAP4-2	-1.1245
ECGF1	2.4355
HRB	-0.334909090909091
ATP1B2	-0.0379
LOC400506	-0.5075
COL4A3BP	1.165
C6orf97	1.49425
GRHPR	0.713875
TAS2R1	2.043
SEMA7A	-1.394
EDF1	0.4175
ODF2L	0.638444444444444
PCID2	0.039
GTF2H4	-0.936
ZCCHC3	-0.341
CGB2	0.1955
NEUROD1	0.831
C20orf75	-0.171
RP5-1054A22.3	1.97533333333333
IFNA5	1.2815
ZNF134	0.771666666666667
MGC119295	-1.1114
ZSWIM6	0.054875
SMEK1	0.418333333333333
PCGF2	1.607
C1orf102	2.221
CYP2A13	0.4855
KCNH6	-1.2113
MDM1	0.6437
ALDH7A1	0.5915
C9orf75	1.2035
VDAC3	-0.334125
OR51T1	0.252
EIF3F	-0.100666666666667
KCNJ10	0.106375
LENG8	0.089
EDEM2	0.167
CCNJL	-1.22583333333333
DHX37	-1.017
CRYGN	0.8045
AATF	0.293875
ZNF630	1.0715
E2F5	-0.148
WFDC13	-0.818
FTSJ3	-0.834
C4orf33	0.553
LHFPL4	-2.587
C19orf56	-0.133833333333333
SMAD4	0.54875
AFM	-0.0684999999999999
G0S2	1.87775
FCHSD2	0.1487
RRP1B	-1.0641
EEF1B2	-0.221833333333333
STAT6	0.926
ZNF195	-0.474
GNL1	-0.7285
ZNRF2	0.934833333333333
PER3	0.684125
ASB16	0.99925
C10orf10	2.7215
ADCY8	-2.40366666666667
C9orf58	-1.02866666666667
ARMC10	0.204333333333333
PSG1	-0.9505
DHX34	-0.07425
VARS2	-0.599
NFIC	0.8185
ITPR2	0.824
AGXT2	0.342666666666667
OR6K3	-0.3705
H2AFZ	-0.8605
MLLT3	1.14691666666667
COX4I2	1.914
CCNT2	0.514375
PLK4	-1.871875
NUMBL	-0.452833333333333
MED16	0.1415
PLEKHQ1	1.32875
GOSR1	0.577444444444444
BTG4	-0.4075
RPL30	0.252583333333333
IGSF5	0.775
IGFL2	2.17
ELMOD2	0.8945
SHC3	-0.215
HAVCR1	0.046
DYNC2H1	-0.059
RNF5	-0.269166666666667
C2orf7	-0.2035
NLF1	0.169
KLHL25	0.079
LRP10	0.9468
KRI1	-0.582
PUS7L	-0.0603333333333333
MGMT	0.8
HOXD1	0.798166666666667
CSH1	0.594
ATG16L2	-0.89775
FLJ44635	0.95
CHODL	-0.34625
EXOSC8	-1.176
SLC28A1	-0.64375
MYO7B	-0.7395
SEH1L	-0.4819
MTNR1A	-0.047
TSPAN5	0.554666666666667
CDC45L	-3.43983333333333
AMIGO1	0.8265
ATAD3A	-1.553625
OSGIN2	0.0966666666666667
PDIK1L	0.967166666666667
DARC	3.833125
PIPSL	0.297
SHMT1	0.64575
CRISP3	0.296
POPDC2	1.55033333333333
ZRANB2	-0.497
FBXL8	0.06425
TRIP13	-2.48745454545455
EIF5AL1	-1.0025
POU5F1P3	-5.001
IL6	0.960666666666667
CXorf38	0.0691666666666667
IFNA16	0.421
FBXL2	1.63333333333333
BRD1	0.779
STATH	-0.188
FBXO44	0.2105
MCCC2	0.7225
CDC2	-1.8977
C5orf23	1.89675
IVD	0.91
C10orf122	-0.342
MSL3L1	0.081
MVP	0.8085
EPOR	-1.0309
ZMYM1	-0.208333333333333
BCL7C	0.517166666666667
PSTPIP2	0.7712
LYPD1	-2.138
OR8G5	-1.06
ZP3	-0.197
BCAS4	0.329166666666667
EDG6	2.8585
ISY1	-0.00774999999999999
PRAMEF2	-1.0455
CUL1	-0.178375
RNF213	0.3945
CCRK	0.703
DHX9	0.184875
C13orf29	-0.552
NCKAP1	0.7515
MRPL43	0.733785714285714
XPR1	0.6165
PKN2	0.1025
PODNL1	0.495
ZNF333	0.620375
DALRD3	1.62925
OPN1SW	0.28
BTBD6	0.582
C11orf82	-2.193
OR5P3	0.5045
DUSP11	0.412
L1CAM	-1.3475
NEK11	2.59416666666667
OR7E91P	1.0235
CNTN3	3.0408
CREB3L2	-0.38225
ZBTB37	0.7415
KIAA1324L	0.02775
NDUFB10	-0.281166666666667
NUDT2	1.10175
GTPBP8	-0.741
CACNA1D	2.31525
PRKAA2	0.842833333333333
PRDM8	0.121
MGC16075	-0.160833333333333
KRT14	-1.06192857142857
