Hybridization REF	TCGA-AN-A0XU-01A-11R-A109-07
GRK4	-1.3295
PRPH	3.223
POLR2A	0.274
OGFOD1	-0.461
NOL5A	-0.24625
PHEX	0.742
FLJ16478	0.4105
C20orf117	-0.863
CAMTA2	0.00374999999999999
C11orf74	0.828833333333333
DDX17	0.0963333333333333
C5orf27	0.235875
PLEKHA2	-0.6256
PDE4DIP	0.1709
SCN7A	0.39425
ZNF559	0.107833333333333
CXCL10	4.3395
ZMYM4	-0.061
STK32B	-1.52413333333333
KIAA0888	-1.6435
TACR3	0.257
CKAP2L	-0.575
KIF1A	1.17416666666667
RSPRY1	0.54525
VCAN	0.67275
CYP27C1	0.874
SYDE1	-1.20816666666667
MED12L	-0.693
ZDHHC21	0.9905
NHS	1.073
TM9SF3	1.05366666666667
DDHD1	0.3635
MAFG	0.0214166666666667
BICD2	-0.43
C14orf119	0.0408333333333333
C14orf43	0.367928571428571
CDH7	-1.31375
ALKBH5	0.6655
JUP	1.34325
TMEM41A	-0.1645
MAMDC4	-1.357
CBX3	0.184625
LRRC18	0.0975
RBMXL2	-0.5205
PLA2G4D	0.508166666666667
FGF13	-1.1965
KIF3A	0.0638333333333333
PDIA6	0.872
DCXR	0.53075
CASKIN2	0.9475
EHD1	0.097
MARCKSL1	0.453
ZNF496	0.265333333333333
SCAF1	-0.0193333333333333
KCTD8	-0.8985
TRAF3IP3	0.552
LSR	2.02925
CXorf1	-0.2165
C14orf112	0.2525
EIF2B1	-0.1965
OMP	0.087
GSTZ1	0.28225
LOC92017	0.8675
ISLR2	0.585
C12orf36	-0.032
GATA2	-2.08516666666667
GABRA5	-0.382
CELSR2	-0.978071428571429
STAM2	0.7041
TNAP	-0.7135
PTPMT1	-0.6705
GRP	3.09825
SV2A	0.180166666666667
MAGEA12	-4.22675
CACNG1	-1.3225
C18orf19	-0.985
GSG1	-0.3435
PTPRJ	-0.285428571428571
FRMPD1	0.15
ZNF668	-0.076
PLEKHJ1	-1.540125
ADAT1	0.0615
TMEM50A	-0.2331
UCN3	0.189
HOOK1	1.272875
IL17B	-1.2005
MLKL	0.602
TTC14	-0.566666666666667
KLHL5	-0.4265
CRYL1	-0.962
FOXH1	0.0905
NFYB	0.181125
PPM1G	-0.15525
GOLGA2LY1	-0.2225
NMT1	-0.744125
HADHA	0.1036
CHSY-2	0.59125
PLEKHF1	1.61242857142857
SAGE1	-2.199
MUSTN1	-0.5915
SUHW4	0.0035
TFEB	2.01033333333333
ZFYVE27	-0.583
ATG12	-0.346833333333333
BMI1	0.657714285714286
ZIM3	-0.2305
MYH4	0.0195
MASP1	-1.1215
KIAA0984	-0.537
RPAP2	-0.8505
ASB5	0.2585
BOLA3	0.0638333333333333
MIA3	0.199166666666667
KRT35	0.1465
KIR3DL3	-0.8275
MRPL51	0.31175
SEMA3F	0.116333333333333
NDUFB2	0.464
LOC253012	-1.2345
FAM46C	-0.3791
G6PC	-1.922
CSAG3A	-2.833
PREX1	-1.185
SLC25A45	-0.287
MAPKBP1	-0.3928
CPE	0.9533
GNB1	-0.513
CXCR6	3.0005
TRIM46	0.41125
C16orf3	0.142833333333333
HPSE	1.603875
TIGD3	-1.1305
SPG3A	3.161
LCAT	-0.626
ST6GAL1	-0.267555555555556
POMC	0.744
FLJ36031	-0.3105
NSMAF	0.054
SKIL	1.239
ADSS	-0.215833333333333
HMGCS1	-0.9173
POLR3F	0.3455
RAB10	0.385375
ZNF277P	-0.816
ZBTB7B	1.11075
DHRS1	0.341125
ABCC13	1.324875
CNOT3	0.4025
NFKBIA	0.752
GAK	-0.271833333333333
SFT2D2	2.66733333333333
HOXA6	1.465
CRTC1	0.365625
LY6D	1.37833333333333
C20orf72	-0.2915
CPT1A	-0.74475
LMO1	-0.7145
EIF3I	-0.44775
PRB4	0.18825
MCM3APAS	-1.722
C20orf132	-0.8473
FOXF2	-3.21725
S100A12	0.557
MLH1	0.174166666666667
ACTN1	1.3027
MRPL36	0.255333333333333
C20orf106	-0.03075
FBXO6	1.73333333333333
MKS1	0.4525
CX3CR1	-3.283875
PDE1B	0.2825
PLP1	-3.5655
KISS1	0.147166666666667
C14orf2	0.142833333333333
TBC1D3P2	-0.08275
COMMD6	0.5306
ANKRD7	0.40125
PTCHD1	1.53425
NARS2	-0.027
DOCK7	0.464
FAM127B	0.477125
LOC390243	-0.122666666666667
N6AMT2	-0.06875
ZNF391	0.9965
DNAJB14	-0.439
WRB	-0.22225
BPI	3.50641666666667
TTC4	0.0808333333333333
FAM10A5	-0.19775
GOT1L1	0.2774
MAGED1	1.586375
RESP18	0.2805
WFDC6	-0.2505
MT2A	0.092
C11orf56	-0.1705
KIAA1432	0.9515
ROR1	1.53325
HSD17B14	0.655
ZFAND2B	0.802375
SAMD4B	0.71225
HEXA	0.50725
HNRNPU	-0.0912727272727273
USP39	0.11275
NRD1	0.10375
R3HDML	0.521
FLT4	0.313166666666667
OMG	0.246
OR52N4	0.2785
LOC399818	-0.504
ELA2	-2.21475
VENTXP1	-0.3
RFC5	-1.0675
OR52L1	-0.0025
PAX5	0.1155
FBXO2	2.5415
GMEB1	0.147
AKT3	-1.28966666666667
CRB1	-0.672166666666667
CTTN	-1.0225
UTP15	-0.750666666666667
HSBP1	1.48375
PHF11	1.374
NDEL1	-0.140166666666667
USP8	-0.411
BAIAP2	0.595125
SI	-0.2865
ARSJ	-1.42983333333333
BAAT	-2.29175
KCNS3	0.874166666666667
LOC126147	-0.236833333333333
TMEM37	-0.689
C1orf162	3.15233333333333
MBD1	-0.1611
ITGAL	0.0761666666666667
WDR73	-0.135666666666667
GKN2	0.251333333333333
ARFGAP1	-0.392625
SLC5A8	-0.0836666666666667
ZBTB40	0.0287
CYP4B1	-0.643333333333333
LYPLAL1	-0.61825
CHST3	0.7435
MAP3K9	0.1365
BTAF1	-0.283666666666667
TFAP2E	-0.085
RBM35B	-0.12275
LOC441251	-0.529
ANKRD25	-0.913833333333333
UQCRC2	0.7495
MAEA	-0.1275
HYAL1	-2.4286
RNPEPL1	-0.196333333333333
CPSF2	-0.7185
PSD3	0.0705
ABCA13	-0.57375
AGR2	-3.406375
GBX1	-0.547
HDLBP	0.827642857142857
ACY3	0.2095
HECW1	-0.10175
ZNF519	-1.262
HOPX	2.40475
ZNF304	0.842625
OR12D3	0.2415
FKSG43	-0.111
METTL1	0.742375
MFSD3	0.32
PSPH	-1.266
CLCA3	-0.142
DARS2	-1.61733333333333
CDC25A	-1.29566666666667
BAIAP2L1	0.07525
B3GNT5	2.596125
USP29	0.13425
ARHGEF10L	1.2366
ATOX1	-0.319125
ADAM30	0.16975
DNASE1	-0.17025
STT3A	0.40775
RAB6IP1	-0.64725
PTN	3.2046
C1orf106	0.649
HECA	3.2665
RNF122	-0.47125
SLC22A18AS	0.2095
GNG8	0.249333333333333
ELP4	0.19775
FAM65A	0.0225
RPL10A	-0.655833333333333
IRS4	-0.161
MACF1	0.6385
SEC24D	0.4605
LOC374395	-0.3425
TGFB2	0.51925
MDFIC	0.9845
CHRNE	0.634833333333333
PCMTD2	-0.392333333333333
ATP6V0D1	0.061
MTA2	-0.1305
LZTR1	-0.619333333333333
RAP1A	0.3775
AXIN1	-0.496
POLR1C	0.4525
TRIO	0.248583333333333
PLXNA4A	-0.869
C5orf33	-0.42575
DEPDC1B	-1.5235
ZNF473	0.361
MTM1	0.8345
GPR107	0.246333333333333
CSNK1A1L	0.3145
FLJ14154	-0.48325
NLRC4	3.442
ENPP4	1.30533333333333
PADI3	0.4375
RNF170	-0.70075
CG018	0.618166666666667
C16orf7	0.942
KCNE1	1.338
NRM	-0.4405
SLC37A3	0.213428571428571
TPD52L2	-0.635
UNC5B	0.60875
C12orf12	0.466166666666667
SDHB	-0.0975
CLRN1	0.0775
NUDT10	0.504666666666667
UGT3A1	-0.04375
FBXW8	-0.85075
RHOF	-1.139125
PTPLAD1	-1.219125
MYO3B	0.057
DERA	-0.7215
TPP2	-0.2155
C19orf53	0.296166666666667
GINS3	0.47025
ST6GALNAC5	1.0455
CHSY1	0.70425
MGC15705	-0.3085
GPR83	0.420666666666667
EXT2	-0.281625
DOLK	-0.6055
TUBAL3	-1.546
ACVRL1	1.4761
ABL2	0.251083333333333
C14orf156	-0.356833333333333
PTPRZ1	-3.77075
DIP2C	1.046
LAMP1	1.186375
RXRA	-0.3513
MAP3K5	2.20375
ALKBH1	0.229333333333333
PDLIM7	-0.560125
ARL14	-1.183
SNIP1	-0.186666666666667
TIMP3	1.32483333333333
RGS3	-0.573166666666667
SPAG16	0.9553
ABHD4	-0.145
ARHGEF12	0.682416666666667
GLUD2	-0.389
RAC2	-0.4922
UAP1L1	-1.142
SLC18A3	-0.313
YOD1	-0.852333333333333
RALY	-0.2455
HMOX2	0.516875
DGKH	0.70425
DBNDD2	0.496166666666667
YIPF4	0.517125
THAP10	0.6195
ZNF513	0.62225
HAGHL	-1.06983333333333
ITGB4	1.79766666666667
CCDC141	-1.214
YTHDF3	0.64875
C5orf28	0.734
RPL7L1	-0.1995
TMEM30B	1.07971428571429
ANKRD35	4.109
DUOXA2	-0.0655
TBC1D5	-0.401625
DFNB59	-0.927
HRH4	0.543
MYO6	1.9412
DNAJA4	2.34975
RBM24	1.77025
CEACAM20	1.0015
RBM23	0.0910714285714286
NGFB	0.7825
C1orf63	-0.512
KRTAP7-1	0.3435
PERLD1	1.08125
NPB	0.224
C17orf59	-0.2176
HSPBAP1	-0.05925
SLC15A4	-0.622
PRTFDC1	1.76425
OSMR	0.8375
CYSLTR2	-0.292
C19orf25	-0.2565
KIAA1797	0.0665
NLRP6	-0.154
FAM105B	1.049
SCRN2	-0.736333333333333
LRRC58	0.0595
RNF17	0.23225
NEIL3	-0.805
FAM137A	-0.8245
SKP2	-1.39375
PARVA	0.581916666666667
PKLR	-1.61
RNF34	-0.116375
A3GALT2	-0.05175
C12orf50	-0.0385
SUNC1	-1.0455
FAM102B	-0.3525
CCT2	-0.4615
LRRC37A2	-0.4865
ARF4	0.746
SIKE	0.05275
C8orf48	0.603333333333333
MBTPS1	0.403928571428572
GPSN2	-0.4785
NCF2	3.54475
SLC12A6	1.01066666666667
MRPL48	0.0625
HMGN3	0.2045
LRRC62	-1.22625
PAX9	-1.579
FAM55A	0.362
C20orf42	-0.262333333333333
SCML2	-1.30666666666667
BCL9	0.11225
FAM40A	-0.4825
C9orf41	-0.961166666666667
ZNF774	1.2585
LETM1	-1.051
PLXNB1	-0.549166666666667
NIPSNAP1	0.2015
USP10	0.529
F9	0.35675
LIPE	-0.47675
CNGB3	0.4105
C12orf52	-0.52125
PI4K2A	0.04
MED8	0.26775
STAT4	1.469
FGD4	0.927333333333333
RNF145	-0.142666666666667
WDR32	-0.1467
CLDN2	0.0458333333333333
TCEAL8	0.948
ZMYND8	-1.2363
PDXK	0.251125
GATAD2A	-0.70075
PTGES3	-0.145
CCM2	-0.37725
TAP1	3.011375
ZNF670	0.6165
ETS2	-0.4335
C6orf166	1.0515
PRMT2	0.870071428571428
OR4B1	0.148
INTS8	-0.315
CCDC102A	0.45325
CCDC83	-1.419
ITGA1	-0.6207
EPHA5	-1.5057
FAM24B	0.0631666666666667
TSGA10	0.922
HAL	-2.16866666666667
MYOT	-0.13025
SPACA3	0.30825
BCL2L2	-0.280833333333333
CUGBP2	0.888
CCNB3	3.68525
RNF113B	0.61525
MERTK	0.12725
BAG1	0.05575
VPS36	0.97725
ORMDL3	-0.0796
C1orf190	-0.014
ZNF625	-0.31675
CORO2B	-2.148
ALOX15	0.253
CST1	0.4855
NUPR1	2.51516666666667
CCL7	3.5755
SMCR5	-2.7625
DSC2	4.2775
RBMS2	0.87175
GRIK4	1.031
TRIM65	-0.3349
TMPRSS6	-0.612857142857143
TP53INP2	-0.05425
GLB1L	1.9615
LOC388284	-0.3485
PUS1	-1.00392857142857
BCL9L	0.6155
OLFM1	0.67925
RET	-2.640875
MASTL	-0.793833333333333
ALX3	1.64375
IL1RL1	0.0886666666666667
ZNF765	-0.4291
C14orf138	0.68325
SNX10	0.384666666666667
TAC4	0.024
C1orf64	-2.817625
POGK	1.100375
MAPK9	-0.41375
ZNF366	1.993
C8orf79	0.2261
CLDN7	1.722625
OR5AT1	0.0565
TRIM37	-1.0655
LRRC25	2.11775
GRHL2	2.2848
TEKT3	0.27475
LASS5	-0.0296666666666667
ABCC4	-1.34083333333333
DLG3	0.893
VGLL1	1.672125
ZFP36L2	0.883166666666667
MFRP	-0.0421666666666667
KIAA1799	-0.12425
FLJ44379	-0.245
PCNX	0.60525
ANXA9	-2.287
CYP4V2	0.7807
PIK3C2A	-0.71375
SRR	-0.2175
NOL3	1.38777878078145e-17
IFITM2	0.761
ARNTL2	-0.15575
ZNF595	-0.01975
NLRP13	0.0045
ASPH	0.097
CPA2	0.2945
PVRIG	-1.43233333333333
LEPR	-1.29433333333333
C16orf42	0.0556666666666667
SH3BGRL	0.4745
FAM77D	-1.04666666666667
FNDC7	0.2435
C9orf6	-0.257
NOTCH2NL	1.34066666666667
PGBD1	0.634666666666667
SYNGR2	0.517833333333333
PITPNA	0.94275
PRPF4B	-0.6516
SLC43A3	-0.914642857142857
NRBP1	0.0845
SLC25A22	-0.349
ILK	-0.6015
SLC22A8	0.626833333333333
MRPS7	0.2905
PITX2	-1.81175
FABP3	0.31225
OR1L1	0.61
LOC728215	-1.395
BLID	-1.08
KIAA1217	1.03541176470588
TFPT	0.523
AP4B1	-0.0745
VBP1	-0.73025
OR1K1	0.018
MORC3	0.086
BHMT2	-0.586666666666667
C3orf10	0.93775
FZD7	2.723
WFDC10A	0.1005
PMS2CL	-0.598625
CCDC32	-0.274833333333333
FA2H	-1.2675
ALG13	0.415
TTLL7	-0.1026
SPOCK3	2.35225
SLC13A2	0.491
AIM1	2.13025
GPRC6A	0.261
EGR2	1.913
MED11	0.52425
WWC1	0.69575
SH3GL3	-1.39325
RIF1	0.433928571428571
PRLH	0.0265
VLDLR	-0.082
DBT	-0.096
C21orf63	1.33075
CGGBP1	-0.74
KRTAP12-2	0.199
TADA3L	0.214625
ZBTB16	-0.19
PDGFB	0.211
RFX1	0.327375
UQCRB	-0.0281
LOC133874	-0.064
HPS3	0.5845
LGALS3BP	1.9181
DKFZP564O0823	1.79935714285714
MRFAP1L1	0.13475
HOXA10	2.86816666666667
NGB	0.188
KIF21A	0.569384615384615
IFLTD1	-0.32
LZTS1	-1.093875
ARHGEF3	0.36625
RHBDL3	-1.2145
CSNK1G2	-0.757
ChGn	-0.108625
KIAA1244	1.8895
GABRB2	0.774
MGC72080	0.211
CD27	3.308
EGLN1	0.3373
PEX13	1.296
RWDD3	-0.5315
RNF12	0.2765
GRIN2B	0.428
ADAMTS14	-0.389
DYDC2	2.07916666666667
ATP6AP1	-0.0334
NR1H2	-0.2075
PDK2	-0.575
C3orf17	0.281666666666667
SLC38A2	-0.0116428571428572
SLC25A29	0.0736666666666667
C15orf29	0.784375
ADAM9	-0.285916666666667
TMUB2	-0.13375
GPR176	-0.28
AGK	0.03025
MCCD1	0.3025
NDUFA4	-0.2765
TMEM146	0.06475
DUSP1	-0.294375
UNQ6975	-0.1505
EMX2OS	1.8475
INSM2	-0.333
LUZP4	-0.134
SETD6	-0.76725
P2RY2	1.1985
SLC45A2	-1.5275
RABGAP1	-0.0808333333333333
UBXD5	-0.35625
GPRC5A	-0.2103
PAK3	0.432166666666667
LOC63920	-0.181
TGFBR1	0.3465
KRTAP6-3	1.24175
SFMBT2	-0.4265
CDC42	-0.0554375
C11orf35	-0.612
TTLL2	-0.0575
UACA	0.617083333333333
CD97	-0.6236
SETD5	0.25075
NINJ2	1.07675
PTER	0.601333333333333
POMGNT1	-0.28575
KRTAP4-2	0.1605
ECGF1	2.8865
HRB	-0.369818181818182
ATP1B2	-0.4704
LOC400506	0.232
COL4A3BP	-0.1485
C6orf97	-1.53025
GRHPR	-0.633
TAS2R1	0.1585
SEMA7A	-0.117
EDF1	-0.3405
ODF2L	-0.1593
PCID2	-0.1435
GTF2H4	-0.381833333333333
ZCCHC3	-0.619125
CGB2	-0.0986666666666667
NEUROD1	-0.037
C20orf75	0.336
RP5-1054A22.3	2.84766666666667
IFNA5	0.0835
ZNF134	0.04
MGC119295	-0.9134
ZSWIM6	-0.521875
SMEK1	0.938333333333333
PCGF2	-0.2595
C1orf102	0.80825
CYP2A13	0.371
KCNH6	-0.7828
MDM1	0.4033
ALDH7A1	0.268166666666667
C9orf75	-0.78325
VDAC3	0.315875
OR51T1	-0.04
EIF3F	-0.790916666666667
KCNJ10	-0.210875
LENG8	0.05975
EDEM2	0.596333333333333
CCNJL	-0.0691666666666667
DHX37	-1.11
CRYGN	2.2015
AATF	-0.739
ZNF630	1.728875
E2F5	-0.469
WFDC13	-0.57025
FTSJ3	-0.233333333333333
C4orf33	1.38
LHFPL4	-2.55075
C19orf56	0.0544166666666667
SMAD4	0.4215
AFM	-0.530833333333333
G0S2	-0.783
FCHSD2	-0.451
RRP1B	-0.2995
EEF1B2	-0.413333333333333
STAT6	1.0535
ZNF195	-0.40725
GNL1	-0.000499999999999987
ZNRF2	0.354833333333333
PER3	-0.30275
ASB16	-0.10125
C10orf10	0.286785714285714
ADCY8	-2.80566666666667
C9orf58	-0.0866666666666667
ARMC10	-1.0075
PSG1	-1.235
DHX34	0.029
VARS2	-0.6035
NFIC	-0.03675
ITPR2	0.85025
AGXT2	-0.0813333333333333
OR6K3	0.073
H2AFZ	-0.478916666666667
MLLT3	0.4685
COX4I2	0.6695
CCNT2	-0.170625
PLK4	0.030875
NUMBL	-0.350666666666667
MED16	-0.523
PLEKHQ1	0.60575
GOSR1	0.733333333333333
BTG4	0.73525
RPL30	0.666333333333333
IGSF5	1.0015
IGFL2	1.63933333333333
ELMOD2	0.6015
SHC3	-0.806
HAVCR1	-0.165
DYNC2H1	-0.50025
RNF5	-0.2935
C2orf7	0.38725
NLF1	1.058
KLHL25	1.29875
LRP10	-0.0197
KRI1	-0.26975
PUS7L	0.093
MGMT	0.24925
HOXD1	-2.1425
CSH1	0.4345
ATG16L2	-1.6565
FLJ44635	0.0735
CHODL	4.30425
EXOSC8	-0.9185
SLC28A1	2.01725
MYO7B	-0.869166666666667
SEH1L	-0.0893
MTNR1A	0.160833333333333
TSPAN5	-0.457333333333333
CDC45L	-1.09466666666667
AMIGO1	-0.0575
ATAD3A	-0.80025
OSGIN2	1.40966666666667
PDIK1L	-0.036
DARC	0.179375
PIPSL	0.2015
SHMT1	0.0205
CRISP3	0.219
POPDC2	0.851
ZRANB2	-0.7945
FBXL8	0.08175
TRIP13	-0.426181818181818
EIF5AL1	-0.5905
POU5F1P3	-4.26616666666667
IL6	0.528833333333333
CXorf38	0.118
IFNA16	-0.206
FBXL2	-0.315333333333333
BRD1	0.229
STATH	0.21925
FBXO44	0.36
MCCC2	-1.10925
CDC2	-0.901
C5orf23	0.83075
IVD	-0.263166666666667
C10orf122	-0.27125
MSL3L1	0.6697
MVP	-0.15575
EPOR	-0.8344
ZMYM1	-0.520833333333333
BCL7C	0.609666666666667
PSTPIP2	0.6334
LYPD1	-1.434875
OR8G5	0.15
ZP3	-0.2375
BCAS4	-0.5155
EDG6	1.2635
ISY1	0.4995
PRAMEF2	-0.73175
CUL1	0.00925
RNF213	0.5926
CCRK	0.116
DHX9	-0.20175
C13orf29	1.8055
NCKAP1	0.325666666666667
MRPL43	0.615285714285714
XPR1	0.3745
PKN2	0.1655
PODNL1	0.941
ZNF333	-0.07275
DALRD3	-0.54425
OPN1SW	-0.207
BTBD6	0.51475
C11orf82	0.1345
OR5P3	0.052
DUSP11	0.59675
L1CAM	-1.0921
NEK11	1.42816666666667
OR7E91P	1.9245
CNTN3	1.065
CREB3L2	1.2275
ZBTB37	0.0995
KIAA1324L	0.25225
NDUFB10	0.0161666666666667
NUDT2	-0.73525
GTPBP8	0.818
CACNA1D	-0.2955
PRKAA2	0.254666666666667
PRDM8	-0.359
MGC16075	0.1245
KRT14	3.61728571428571
PP8961	0.371625
MRPL18	1.48125
ABCG2	-3.449
PACRG	5.18925
BBS2	0.2575
KREMEN2	-1.7295
FBXO21	-0.1955
HNRPUL1	0.231916666666667
GRB10	-1.37825
CLSTN1	0.24475
LMAN2	-0.0039
C17orf61	-1.019
NIPSNAP3A	0.1205
INSIG2	-0.476166666666667
PCDHB7	1.6735
STXBP2	0.17175
CMAH	0.648416666666667
SEMA5B	0.45775
ZNF155	0.363833333333333
COQ6	0.2245
PRPF4	-0.42175
TSPAN15	-0.2237
VN1R5	0.3005
LATS2	0.30375
SELK	0.412
PGK2	0.1985
MS4A1	-1.625625
TYW3	-0.3572
KRTAP5-1	0.42525
RCCD1	0.101833333333333
BTN1A1	0.60175
DDX28	0.17975
TMEM65	3.052875
LOC92345	0.37925
TTC31	-0.35075
WDR46	-0.761666666666667
CHP2	0.371833333333333
LSP1	0.137625
ZNF542	0.2775
EXOSC1	-0.066
ARHGAP18	1.46166666666667
LRRTM4	-0.6615
MAOB	3.119
CACNB4	-0.9055
MGC33846	0.429
RANBP3L	-0.040625
ATP5L	0.131875
ONECUT1	-2.966
NUDT9	0.20775
TMEM149	1.434
STX17	0.46925
IGSF10	-2.94425
TMPRSS9	0.159
BMPR2	1.42558333333333
ALLC	0.01275
KLF7	0.897375
GCC1	1.0319
TIMM9	-0.03075
CDO1	0.797666666666667
MGC10701	0.511833333333333
IFI6	0.5465
FRMD8	-0.72925
MGAT2	1.2035
WBP5	1.3005
CNIH2	0.49975
KIAA0907	-0.3437
KCNH8	-0.2725
CTSG	-2.53025
GRIK1	-0.253833333333333
CUL5	1.226875
FRMD1	0.2205
OR9A4	0.8815
SYT6	-2.059875
FOXD4L2	-0.196
ANAPC2	-0.829333333333333
OPN5	0.9295
TAF13	1.0525
LYG2	-0.234
GGNBP1	0.4235
C11orf40	-0.621
OTX2	-1.2785
REG4	0.135833333333333
EIF5	0.4205
PALB2	-0.33125
SEPSECS	-0.995
RNASE3	-0.00625
TRIM49	-1.6555
POLR2K	1.1559
GPR42	0.3065
C8B	-2.52125
SASS6	-0.5135
PREB	-0.0366666666666667
OR3A3	0.555
TUBA8	1.3695
IGLV2-14	0.41625
STIL	-0.7855
ANKFN1	-1.26866666666667
NME7	0.46675
HOXC12	3.725
UBE2C	0.134875
FHOD1	-1.050875
CDK2AP1	1.68683333333333
OR6K2	0.2725
DHPS	-0.48975
RPL5	-1.08083333333333
TRGV5	0.278
LOC541472	-0.09675
HCCS	0.5811
DENND1B	0.738
LHX3	-0.2835
OR5D16	-0.0355
CXorf57	1.57783333333333
IRF2BP1	0.96375
NDST2	-0.0651666666666667
LCE3D	-0.144
BOLL	0.028
SYT3	1.2335
PIH1D2	1.01375
C20orf7	-0.0391666666666667
IL1R2	1.07116666666667
SLAMF9	-0.062
PPME1	0.25625
PIK3CA	0.188
TRAPPC1	0.2545
COLEC10	-0.9685
SLC9A6	-0.174
PDDC1	-1.14616666666667
CCDC53	1.54225
GK3P	0.0735
DAZL	-0.8995
BRI3	-0.0235
SDK1	-0.410375
CYP2C18	0.14375
IFI44L	3.32875
RPL3L	0.2545
FUT9	1.003
KIFC2	-0.330333333333333
PMP2	-0.43
SLC4A9	-0.165
PLAG1	-1.279
MYCBP2	0.123
OR4E2	-0.1255
CCDC65	0.55425
C16orf82	0.077625
ENTPD4	-0.546625
BRP44L	1.52725
PMP22CD	0.00225
TMCO4	0.993333333333333
KCNN1	0.204
WDR35	-0.63575
CCDC80	0.794625
C3orf31	-0.96825
SLC7A9	-1.007
TMEM190	0.063
DBC1	-1.55
FADS3	-1.08266666666667
PDZD8	0.564
GRM5	-0.11225
AZGP1	3.2879
PEX3	1.789
MED1	0.385142857142857
ATG4C	-0.330666666666667
HNRPH3	-0.92
FAM109B	2.381
C4orf17	0.1615
CA10	3.623
OPRD1	-0.288
CCL16	-1.41
SACM1L	-1.14825
CST6	4.77125
CD63	0.4924375
LGI1	-1.39025
ZNF784	0.3285
CRYBB1	-1.538
CX3CL1	1.89765
TOP2A	-0.800125
GYPB	-3.4255
GADD45GIP1	-0.0075
FEN1	-0.773125
IGF1R	-3.281625
WDR72	-1.59016666666667
PURG	-0.591333333333333
DEFB126	0.031
PKD1L1	0.133
CAV1	-2.2349
GNPDA2	-0.422
DGAT2	0.03325
NLGN1	-3.2635
STRBP	-0.61375
HPRT1	0.335333333333333
FANCI	-0.543625
PSMA7	0.802875
DBF4B	-0.825
TTF1	-0.71825
RAD54L	-1.09175
ELOF1	0.2185
PLAGL2	-0.3825
ZNF256	0.6325
HMGCL	-0.11775
MSI2	0.353833333333333
RPESP	-2.35316666666667
C11orf60	0.81875
ABCD1	0.2885
ACAA1	0.7209
SPARCL1	4.00692857142857
IL6ST	-1.1011
ZNF319	0.7405
TMEM109	-0.426
FAM90A1	-1.58733333333333
IL22RA1	0.4425
ATP4B	0.3595
TEC	-0.695666666666667
C7orf30	-0.0955
TXNDC2	-0.241666666666667
ABCB4	-0.767
KIAA1191	0.018875
C9orf38	-0.41
SFTPB	0.712375
CNTNAP2	-0.0675
FRK	3.4355
TBX19	1.588
CHD4	-0.14425
C6orf26	-1.62983333333333
MOSC2	0.58
IKBKE	-0.339
HIF1A	-0.00316666666666667
LOC595101	-0.0715
RELA	-0.304666666666667
TMEM16B	-0.9895
ABHD12B	-2.24825
TSEN34	0.85325
KIF18A	-0.108
TXNDC9	0.6945
SPATA2L	0.0995
SEMA4G	-1.2095
C21orf91	1.361375
MATN1	-0.0515
KCNIP4	0.110166666666667
TUSC1	1.247625
OR4C15	0.48025
ARMCX6	0.842166666666667
WBSCR27	-0.812
OR52I2	-0.0775
KIAA1604	-0.003
DYNC1I1	0.562625
PPP4C	-0.5595
SLC47A2	-1.902
TREH	0.086375
CD48	1.72766666666667
ST14	2.42633333333333
PKN1	-0.43275
SPON2	1.78375
XBP1	-0.230666666666667
SFRS12	-0.623666666666667
EFCAB6	0.42
SELT	0.30225
SLC39A2	3.3765
ERF	-0.549833333333333
ARL3	-0.114375
SURF6	-1.0859
MLLT10	0.414857142857143
FLJ11171	0.856666666666667
TDGF1	-4.25633333333333
ERCC6	-0.10125
EIF2AK4	-0.766875
BAZ1A	0.132666666666667
LRRN3	-1.2075
TMC3	0.3385
EFTUD1	0.0255
PTPRO	1.55766666666667
CLEC12A	0.639375
ACBD4	-0.1085
ZDHHC14	-0.113125
OTUD7B	0.552125
ACTB	0.203625
MSRA	0.695125
LCE5A	0.7955
IFI35	0.108
BSCL2	-0.1935
ANKRD12	-0.793083333333333
CFHR2	0.2675
RGAG1	-0.380666666666667
HSFY1	-0.3625
SLC30A5	-0.517833333333333
IMPG1	0.5075
GPR109A	0.3785
ZNF185	2.3735
IYD	0.78925
NPCDR1	-0.011
SERPINA13	-0.3105
HMGCLL1	0.102
NEUROG1	0.5
UBQLN1	-0.2775625
LIN37	0.841
SOCS2	-3.394375
DSCR4	1.307375
XKR6	-0.9405
GPR142	0.619
KRTAP13-3	0.2155
CCDC15	0.404666666666667
MOS	0.063
CD1E	-1.6175
OFCC1	-0.279666666666667
FAM83D	0.12425
SRFBP1	-1.04775
C9orf96	-0.4195
DHDH	1.136
CCDC90A	-0.0795
RABL3	0.23045
CD320	-0.634666666666667
ANGEL2	-0.6405
MRPL21	-0.642
SMG6	-0.422333333333333
INSR	0.363625
FLJ14816	-1.202
GLRB	-0.802666666666667
C9orf89	-0.28125
CIZ1	-0.711375
URG4	-0.929333333333333
LRDD	-1.49983333333333
CBY1	0.240833333333333
NFX1	-0.3165
MTERFD2	0.0640714285714286
C19orf23	0.2
PGC	-2.6255
IER3IP1	0.0385
RASAL2	1.57616666666667
C1orf89	-0.558
SYNJ1	-0.159375
NFKBIE	0.636
FLJ40125	1.461
TCEB2	-0.099
NOG	-1.9025
POLR2J2	-0.736833333333333
