Hybridization REF	TCGA-A7-A0CD-01A-11R-A00Z-07
RPL19	0.623125
TOP1MT	-0.4475
LOC643641	-0.23475
MBD3L2	0.1365
NTSR1	0.141333333333333
WISP2	-2.0555
GPSM2	-0.33425
RDH10	-0.3679
PRKCG	-0.3235
HIST1H4J	1.849
MON1B	0.1455
MLF1IP	-1.10683333333333
ZNF446	1.13125
COL4A5	0.2736
SLC26A1	0.176214285714286
RGN	2.127625
CCNB1	-1.89775
C9orf165	-0.3445
CCDC28B	-1.57475
CCDC97	0.984
FGR	1.22914285714286
MSRB3	0.2852
EPN2	-0.2995
COX15	0.0826666666666667
KCNK6	0.3487
XK	-1.4705
GDA	-4.476
HEPH	-1.44925
THRAP3	1.229375
MET	-2.692
PHYHIP	0.37275
LYAR	-1.696
ING3	-0.45375
AK7	-3.26325
CCT8L2	0.500125
COPS7A	0.470666666666667
WSCD1	-2.163
RNF185	2.030375
TNS3	1.27625
KNDC1	-0.2655
RWDD4A	0.4245
MED13L	2.0072
ZFYVE1	0.85175
C7orf44	-1.70016666666667
MRPL1	-0.604
STGC3	-1.791
TEAD1	-0.647
RPL7A	-0.279214285714286
ARL6IP1	0.992
C1orf178	-0.941
CTAGE5	0.439166666666667
TMEM184A	0.384666666666667
SLC25A14	0.1595
CACNG5	0.072
ATXN10	0.926
ECH1	0.2377
CCL22	0.10925
CYP2F1	-2.1515
GADL1	0.415
TMEM19	0.106
RUNX3	-1.0365
EFNB1	0.719333333333333
LIPN	-1.2845
ACSM3	-4.5355
SIGLEC8	1.22333333333333
ASCC3L1	-0.3935
NOL8	0.32325
RELT	-1.1775
Magmas	-0.7845
PPP1R15B	0.4314
C11orf2	0.462
VKORC1	-1.15616666666667
MGC26647	0.245666666666667
TRPM6	-0.372090909090909
UGT2B7	-5.355
FEV	0.175
FOXK2	-0.0912
PDCD5	-0.735833333333333
SLC8A1	0.9045
DGUOK	-0.910166666666667
CLDN16	1.06
GAGE1	-0.9065
RBM17	0.2314
C1QTNF3	-0.07275
VGLL3	-0.537833333333333
UNQ5830	0.4425
CD1A	-3.57366666666667
SCGB1C1	-0.7935
SUPT4H1	0.822
TRAF5	0.31375
ASAHL	0.194875
FAM73A	1.49733333333333
OR6B1	1.139
WHSC1	-1.13485
GFPT2	-0.736
LOC339809	0.35875
STARD5	-0.55475
SIP1	-1.3825
DNAJC15	-1.70475
STAU2	0.2585625
FAM98A	0.264625
RAD23B	0.126875
LRRC33	-0.757
CHRAC1	-0.7895
C21orf89	-0.08075
C19orf43	0.095
KLK8	-2.73816666666667
CCNE1	-2.23725
PKDREJ	0.1475
SSU72	-0.70025
C17orf73	0.2415
GPR78	1.0275
WHSC1L1	1.1405
GSTA2	-2.8145
SMUG1	0.0105
UFM1	0.3405
AP3M2	0.665083333333333
USP14	0.086625
FBXL14	-0.4095
DSTN	1.57175
SFRS14	-0.0465
FBXO31	-0.672
C12orf40	-0.14025
FRS2	0.16925
NR2E3	0.328
TUBB2C	0.07075
GMPR	0.965166666666667
C9orf139	0.068
ING5	-0.631357142857143
LOC730092	-0.6955
ORM1	-4.689
RP11-11C5.2	-1.536
HSPD1	-1.0877
PIWIL3	0.3205
C5orf13	-0.2851
OR5R1	0.8995
LCOR	1.06975
PLEKHA9	-0.9285
CCDC43	0.07275
ZNF232	-0.47825
SLC6A7	-0.586
ADH5	-0.39725
SHBG	-1.42866666666667
CROCCL2	0.16425
PANX3	-0.4185
CDIPT	0.1155
SLC16A5	0.39125
TUBB	-0.2733125
TOR3A	0.717
PREP	-0.632833333333333
ENTPD8	0.778
CHMP1B	1.0055
SYT12	1.5897
MYH6	-2.0002
MAP3K13	0.13
KLHL30	-0.198333333333333
LCMT1	0.07525
EIF1AX	0.00291666666666666
FOXD4L1	0.48
SLC24A5	-0.644
RNF166	-0.9983
TJAP1	0.8675
TMEM156	1.50133333333333
ZNF239	1.7505
SNX19	1.0801
GKN1	0.25375
FCN1	0.7328
C1QL1	-1.125
ATP11C	0.215875
ZNF35	0.96925
CARD8	-0.5035
LIMD1	0.1565
KIAA0286	-0.7
XRN2	-0.246166666666667
CD6	-1.08133333333333
TOX3	4.309375
ZSCAN4	-0.977333333333333
RSRC1	-0.03375
COG1	1.01175
PTRF	-0.2519
C16orf35	-0.267125
FBXO24	-0.75025
CHST11	-1.65025
THRB	-0.2006
MYBPC1	4.51275
RNF39	1.83566666666667
PSMD11	0.0105
ALAD	0.35
EN1	0.32075
SLC9A9	-0.31275
GSTM4	0.8829
CDC42BPA	0.65278947368421
RCSD1	-1.79025
LUC7L2	-0.838
SPTBN1	0.1936
LOC146167	-0.322
BAT5	1.0934
ZNF452	1.436875
LSM4	-0.145125
SRP72	-0.0893
SGK269	-0.526666666666667
MTX1	0.65975
CENTA1	0.3545
UNQ9433	0.609
ATR	0.213916666666667
DDX49	-0.112
PAQR8	-1.8745
C14orf174	-0.32925
GBGT1	-0.757
THAP1	0.426
OR10K1	-0.117
RASIP1	-1.03783333333333
DPYD	0.0349
DOHH	0.26625
C18orf45	2.311
POF1B	3.1541
ZNF552	4.518
USP32	0.453875
MED27	-1.16466666666667
C14orf149	-1.64216666666667
PRDX4	-0.9735
ABHD12	0.8358
AGT	-3.90375
SLC22A14	-0.37425
C1orf58	1.0865
PILRA	-0.921
ABCF2	-1.069375
C17orf85	-0.6704
TKTL1	-1.77
FGF1	1.13765
IL6R	0.296666666666667
VPS25	0.47925
CHRNB2	0.0415
COL7A1	-2.7317
LRRC48	2.68966666666667
SPG20	1.518
COX10	-0.5395
GCA	0.4045
ECEL1	-0.863
GLG1	-0.346833333333333
SRD5A2L2	-0.183333333333333
MUTYH	-1.1795
ZNF70	0.80175
L2HGDH	-0.5795
GPATCH2	0.55975
ZNF655	-1.048125
ZNF227	0.372333333333333
MCOLN2	1.161
NQO2	-0.002
KCNQ5	-0.476
NEU1	1.666
QRICH1	0.353
ZBTB20	1.47283333333333
RPUSD3	-0.5955
EPGN	-0.858
TSN	0.647166666666667
SPRY2	-2.43816666666667
LZTFL1	1.037625
GMFB	-0.109125
PBEF1	-2.4553
HBG2	-2.11133333333333
TMEM8	-0.40975
PALM2-AKAP2	-0.918
NFYA	0.25475
FAM108A1	0.522875
PBLD	0.912125
NRG4	-2.12875
PIGF	-0.53425
PTGER1	-0.775
NOS2A	0.8025
C21orf34	-0.4405
C21orf51	0.451083333333333
IL17C	0.0535
TRMT6	-0.500166666666667
ETV2	0.176166666666667
CCDC109A	-0.9105
MYLK2	-2.034
ATP10A	0.8384
DPH4	-0.4915
C5orf5	0.532
KCNA4	-0.159333333333333
NMNAT2	-1.22566666666667
GLYATL2	-0.477
LSMD1	-0.094
IL23R	-1.954
NRF1	0.20875
MUC15	-1.3995
PRDM12	-0.919
PAQR4	-0.665857142857143
RBBP6	-0.593875
IFI27	2.99325
SKAP2	-0.992
TAGAP	0.913125
TJP3	2.141
C9orf61	0.2705
IDS	-0.375357142857143
PARG	-0.36975
LOC131149	-0.695
DYRK4	0.434333333333333
MICALL1	-0.00725
GALR2	-0.421
GPBP1L1	-0.208375
TBX21	2.32225
KCNJ6	-0.1018
GGN	0.6645
CASP5	-0.152333333333333
RNF182	-5.14875
BRD4	0.5575
DOK4	-1.18275
SLC46A2	-0.202333333333333
SOX9	0.291166666666667
ZNRD1	0.440666666666667
PRR6	-1.47525
FAU	-0.187125
DTNB	0.492666666666667
CARD9	-0.7275
STS-1	-1.21
SLC4A5	0.1625
NSBP1	-1.31975
UGCGL2	-1.15975
POTE15	0.8925
NOXA1	0.2225
RP13-347D8.3	0.8835
SAMD10	0.334833333333333
EP400NL	-1.38975
TCF21	-0.02575
AMELX	-0.487
JPH2	0.0833
SLA	0.60125
DLST	-1.3745
SEPT12	0.0425
RGS20	-4.2215
LXN	1.05266666666667
ZNF419	0.79375
UPK3B	-0.0653333333333333
RELL1	1.075
ESPNL	-2.262
KLHL21	-0.0995
PI15	0.0145
C2orf61	0.442
LOC407835	-0.2315
RER1	0.282
ELAVL2	0.1825
MGC26718	-1.081
KLF2	2.9665
TNFAIP8L3	0.152
TFE3	0.05825
C11orf17	0.28
15E1.2	-1.47275
SNRPC	-0.152
DLGAP1	-1.50775
PGLYRP1	0.207375
OVCH2	0.641
IRF7	1.3692
SET	-0.2436
NAB2	-0.107333333333333
LRP5L	0.23675
FAM120A	1.3646875
ASCL2	1.05233333333333
SHH	-0.1015
ATP5H	0.375666666666667
THPO	-0.731166666666667
TYRP1	-4.20066666666667
HIST1H3E	0.637833333333333
EIF2S1	-0.437666666666667
TNFRSF17	-2.566
TARSL2	0.38875
NKX2-8	0.39375
C1orf115	1.855625
LOC56964	0.329
KIAA0841	-0.92025
ISCU	0.656
TTMA	0.21
ZNF414	0.9095
LOC441150	2.006
RAB15	-2.27375
HBP1	0.7995
TNNT2	-1.1778
CECR5	-0.00625000000000002
PHGDH	-4.477625
JRK	0.551
XPO4	-0.92575
FAM131C	0.5545
ARHGAP25	1.12
CA9	-3.38544444444444
GPR62	-0.27
TLX1	0.23
GPS1	0.30975
OR2M2	0.077
BDP1	1.14535714285714
FAM70B	0.465
RPS29	-0.637
MKLN1	-0.5516
TSPAN19	-1.43525
SLC29A3	1.2483
LGALS4	-0.590833333333333
USH2A	-0.0475
NF1	0.718333333333333
APOBEC3A	1.496
IMPAD1	0.134166666666667
OLR1	1.15316666666667
NRAP	0.359
HCFC1R1	0.362166666666667
TAOK2	0.1595
MCM10	-2.79783333333333
MAP4K3	0.192416666666667
CBS	-2.783625
CLK3	-0.814
PCDHGA5	0.1365
ELF4	0.526375
FAM71A	-0.1625
C11orf49	-0.22475
CLIP2	-0.9455
BTBD9	1.6706
ZNF524	1.53925
KDELR1	0.017
ZNF509	0.222
NCSTN	0.814
ZNF533	-0.954692307692308
PARP4	-0.630375
GALNT9	-0.259666666666667
NPY	-2.7435
BEGAIN	-2.61466666666667
TMEM77	-0.045
FOXRED1	-1.25033333333333
SLC16A2	0.936666666666667
SLC35B1	-0.113
GK5	0.0591666666666667
SDCCAG10	-0.54375
C4orf20	-0.0745
SLC9A2	-1.42
ADD1	0.819
TAL2	-0.463
ACLY	-0.04675
DNAJC1	3.0695
SOST	-1.69566666666667
USP43	0.532666666666667
CYP4F12	-0.90275
FKBP5	0.633875
CHCHD5	0.7746
NUDT22	-0.17475
CCDC85B	-0.6065
OR51G2	0.4385
STRN3	-0.0565
TMOD2	1.131
FLI1	-0.55675
MAB21L2	0.985333333333334
DGKQ	0.286
VPRBP	0.864
SCNN1B	1.3577
ECHDC3	1.6627
TMEM106C	-0.5
CSNK2A2	-0.506
RPL39	-0.0532
HERC3	0.439888888888889
ZBTB47	0.852333333333333
ZNF681	1.152
PAGE2	-3.28025
CLIC5	3.50735714285714
RABAC1	0.56525
ZFHX2	-0.54475
YPEL1	1.93166666666667
KIAA0776	0.40775
NR1D2	1.23275
DNAJC4	0.65225
NPNT	4.8425
ZNF677	0.6435
ZNF536	0.1105
MEF2B	-0.0173333333333333
PTPN4	-1.380875
CTCFL	-3.531
STX5	0.742166666666667
CD72	0.12875
VEGFA	0.285157894736842
XRCC1	-0.0187
MAS1L	0.5615
ELL	-0.000100000000000017
SETBP1	1.8365
CDH11	2.22133333333333
NDC80	-1.99276923076923
DMBX1	-3.26675
NRSN1	0.398
BAT2D1	0.095
CDS2	1.236
C1orf212	0.161333333333333
SENP3	-0.831875
IL1F9	0.3175
EEF2K	-0.1555
COG8	-0.152
CEP72	-1.01425
OR1L8	0.1535
MUS81	-0.480666666666667
PHYH	0.71575
GGT6	-0.241
C22orf23	-0.183166666666667
C13orf33	1.575
MAPK8IP2	1.98175
NELL2	4.80875
POU3F2	-2.93766666666667
ALPK1	0.6495
MRPS18C	-0.55575
RPLP2	0.12775
FGF22	0.06
SPNS1	-0.147333333333333
ZFP1	-0.5245
IL1RAPL1	-1.679
PCSK9	-3.5066
NKX2-1	0.160538461538462
C6orf189	1.1695
SP4	-0.7915
SLC11A1	0.9916
C21orf25	1.06916666666667
ICAM2	-0.43825
SH3GL1	-0.751333333333333
GSK3B	-0.0396666666666667
RALB	0.2905
PDXP	-1.2445
GNGT1	-2.70228571428571
KIR2DL1	0.541
TNFAIP3	-0.674916666666667
C6orf32	-0.9075
CBLN2	5.678
PANK3	1.832
TAAR9	0.316
WDR82	0.433071428571429
APOM	-3.124125
TRIP10	-0.25025
SPATA16	0.166833333333333
C1orf135	-2.343
USP51	1.23675
TESK1	1.27775
C11orf64	0.2565
ZNF611	0.8165
PDE6G	-0.290166666666667
HLA-DQA1	3.205625
GCLC	1.221875
SEC61A1	0.260071428571429
TWSG1	0.920333333333333
ZMYND10	1.9975
CTDP1	0.57
ADAMTS6	0.028
SLIT1	0.867
KRT86	-0.0485
KIAA0574	-1.23475
GTPBP2	-0.5292
PQLC3	2.2355
PRRX2	-1.38266666666667
C15orf44	0.0643333333333333
MKKS	-0.50975
C11orf10	-0.617
GPR110	-0.122875
CD109	0.79925
ADCY1	0.015
RHBG	-3.026
TP53I3	0.00324999999999998
SLC22A3	-2.87488888888889
UCP2	-0.039
FOXG1	-1.92333333333333
OR2AG1	0.3185
TRIM24	-1.4945
PROC	-3.4715
TAAR6	-0.00825000000000002
AMTN	-1.124
C10orf47	-2.21383333333333
DEPDC1	-2.04875
FLJ45557	5.61025
ZDHHC17	0.0376875
KIAA1429	0.0523333333333333
KCNH1	1.0145
VNN3	-0.00625
PSMAL	2.29075
PPARD	-0.115625
HFM1	-0.8175
YBX1	-1.87183333333333
ZNF695	-1.60075
SCTR	-0.523
DCDC1	0.544
VPS26B	0.5598
MTF2	-1.15283333333333
ATP6V1F	-0.50975
CCDC94	-0.05225
PERF15	-0.0205
CCL11	1.08625
LMO7	-0.492375
DCST1	0.688
ADRBK1	-0.1415
CDRT4	-0.302
ZNF84	0.0975
HOXD8	0.2
STARD8	-0.506333333333333
FOXP2	0.0763333333333333
CCDC103	0.5115
POLR3A	-0.3323
GSC	-0.9985
ZNF114	-2.71866666666667
HTR7P	1.453
LALBA	-0.4975
RMND5A	-0.422
PSCD2	1.11075
ZNF409	-0.051
KRTAP1-3	1.16266666666667
MAF1	0.0395
LOC201725	-0.291333333333333
NRN1	-2.467625
SPAG5	-2.24416666666667
DNAH7	1.5215
FLJ43860	0.519
BRCA2	-1.971
ACADM	-0.68475
CXXC6	-2.469375
RAGE	-1.429875
CHMP2A	0.898
FAM8A1	1.8637
GPR21	0.8405
SLC12A3	-2.99283333333333
FVT1	1.17935714285714
ZDHHC7	-0.077
FLJ44048	0.275666666666667
SLC44A3	3.20816666666667
SDSL	1.119
MMP8	-1.1395
PLA2G12B	-3.8345
ACY1	-0.55825
MT1E	-0.775666666666667
OR4K15	0.453
TECTB	-0.911
GPR20	0.60725
IRAK2	-0.672
RFPL3	-0.86975
MYO9A	-0.09925
NARG1L	-0.53275
BLMH	-3.123
CCDC3	2.095
C9orf21	-0.373666666666667
KIAA0513	0.205166666666667
MIER2	0.0145
PNMA2	-0.478083333333333
SH3BP2	0.4206
ANXA10	0.8075
RTN2	1.163
TFB1M	-1.753
PRPH2	4.7065
C14orf133	-0.28825
GOLGB1	1.9745
IRX4	-0.3005
NFKBIL1	1.46716666666667
C10orf62	-0.40875
APBB3	-0.22675
RPS10	0.9335
LOC728378	0.51675
TLE3	2.15572222222222
PSMB7	-0.929625
MESDC1	0.5125
SLC6A1	1.1348
OCLN	1.09816666666667
PTTG3	-2.4085
NAGLU	0.10975
SERTAD4	2.77425
SPRY1	-0.3555
FLJ10781	-0.672
MYSM1	-0.7585
TRIM4	0.667785714285714
SH3YL1	1.459
TREM2	3.55
SERPINI1	3.75375
HDHD3	0.81425
TMEM38A	-0.0245
EID2B	-0.3315
TDRD3	-0.312666666666667
SEDLP	0.70975
THSD7A	0.720833333333333
NDST3	-1.63575
KLHL15	-0.312916666666667
DHRS12	1.319
FBXO9	0.606428571428571
TNPO1	-0.3875
MRPL13	-0.641833333333333
SNX5	-2.06616666666667
METTL6	-0.6545
SOD1	0.102625
CHML	0.1715
PACS1	1.420625
SIRT5	0.4355
CAPN2	0.3855
FXYD5	-0.581
TWISTNB	-0.831125
LRFN1	0.4865
UBE1L	1.5165
UBE1C	-0.20425
OR51B2	0.16275
OR4D11	0.868
C15orf2	-0.293
NR4A1	0.266333333333333
LOC339047	-2.3675
TRIM17	2.020625
ATP5G3	-0.722928571428572
RPL15	-0.0985
ADAMTS8	-0.4425
HOXC4	-1.518
C14orf37	1.523
CEACAM5	2.84675
MYT1L	0.4718
RASA2	0.438625
OSBPL7	-0.601
STAG1	0.137
GIMAP4	4.4775
FUT3	-2.2615
PIF1	-3.184125
LPIN2	-0.704
SH3PX3	0.8455
PDP2	-0.42325
PAPD1	-0.30775
ERP27	3.0815
APOOL	0.0853
DIABLO	0.02275
TRHR	0.708625
ARMC9	-0.344125
RNF152	5.55375
SLITRK3	0.254666666666667
ZNF211	0.732
PFDN1	0.4795
RGS11	1.225625
HS6ST1	1.4164
AKR1D1	-2.04875
TNP2	0.383666666666667
STK31	-0.397333333333333
EML4	-1.42233333333333
SGTA	-0.143166666666667
HIST1H2BI	1.5205
PSMD6	-1.5185
KIAA1257	1.5425
C18orf55	-0.228
FLJ20273	3.21025
RPL28	-0.165666666666667
EPYC	0.09275
NOX3	-0.0295
ELAC1	-0.697333333333333
METT11D1	-1.52275
BIN2	-0.727333333333333
NACA2	0.05425
CCDC17	-1.94225
HM13	-0.3208
UBOX5	-0.40725
UBE2O	-0.21875
UBL5	0.27625
APOLD1	0.774625
C9orf31	0.1995
TNFSF8	0.5245
ARHGAP29	2.5935
PROKR2	0.6445
PDE5A	-0.258
C6orf12	-0.0285
TOM1L1	0.6235
WHDC1	0.304125
FOXI1	1.86866666666667
RAB4A	0.3541
TMEM39B	-1.0395
ATPBD1C	-0.68875
FARSA	-0.435
PLEKHG5	-0.539
CMAS	-0.3785
OR7E24	0.3115
SLC30A1	-0.06725
CDC42EP5	1.01516666666667
PLAC1	-2.32075
KLHL18	0.0638333333333333
LBA1	1.3982
TAZ	-1.01575
CRIP2	-0.55875
BTBD11	-2.04816666666667
C16orf72	0.911
DIO2	0.01
LRRCC1	0.833
CCDC136	-2.74
PRX	0.419875
RBM5	0.0361
TMEM85	0.26925
TUBGCP4	-0.368333333333333
APLN	0.578375
CDK7	0.094
SSR2	0.447833333333333
CRELD1	1.003
C19orf46	2.567
GAL3ST4	0.344166666666667
KBTBD10	0.3005
IL28A	0.7715
WDR27	-1.0645
MCM2	-0.677166666666667
SOX14	0.0115
FLJ39743	0.173
KIAA0922	0.4515
HIPK4	0.5525
FLJ25758	0.601
C16orf57	-1.37641666666667
PDZD2	2.232875
MCC	-0.0105
HHLA3	-0.4837
ID2	0.011
C20orf23	2.15558333333333
ZNF688	0.99
APOC2	-2.30816666666667
LOC440093	0.24525
FAM50B	3.344
PWP1	-0.6535
DNAH10	-0.19725
HIST1H2BA	-0.134
GPR56	-0.03
METAP2	-0.6835
PAN3	0.265833333333333
STXBP4	0.299125
PDHX	-0.4125
MTA1	-0.817583333333333
ZBED4	0.596375
ZNF720	0.016
CDK2	-1.457125
RHOJ	0.430375
CDC37	-0.497333333333333
ZER1	0.687625
GRK4	-0.8615
PRPH	-0.22625
POLR2A	0.0065
OGFOD1	-0.21525
NOL5A	-0.85
PHEX	-1.6765
FLJ16478	0.25225
C20orf117	-0.62275
CAMTA2	0.34725
C11orf74	0.185
DDX17	0.86125
C5orf27	0.057
PLEKHA2	-0.3698
PDE4DIP	-1.7199
SCN7A	-0.414666666666667
ZNF559	0.490166666666667
CXCL10	3.34425
ZMYM4	0.646333333333333
STK32B	1.51793333333333
KIAA0888	1.155
TACR3	0.857
CKAP2L	-0.92725
KIF1A	-1.412
RSPRY1	0.10525
VCAN	0.21775
CYP27C1	0.315
SYDE1	-1.31416666666667
MED12L	0.21125
ZDHHC21	1.613
NHS	0.0045
TM9SF3	0.785666666666667
DDHD1	-0.18325
MAFG	-0.297083333333333
BICD2	-0.4721
C14orf119	-0.2352
C14orf43	0.538642857142857
CDH7	1.40925
ALKBH5	-0.275428571428571
JUP	2.455625
TMEM41A	0.249833333333333
MAMDC4	-1.61666666666667
CBX3	-0.977
LRRC18	0.25475
RBMXL2	-0.3075
PLA2G4D	0.617166666666667
FGF13	0.605
KIF3A	1.14116666666667
PDIA6	-1.211
DCXR	1.481
CASKIN2	1.52175
EHD1	0.146
MARCKSL1	1.34383333333333
ZNF496	0.391666666666667
SCAF1	0.46
KCTD8	-0.6905
TRAF3IP3	-0.722714285714286
LSR	1.13575
CXorf1	-0.378833333333333
C14orf112	-0.0586666666666667
EIF2B1	0.10075
OMP	0.2875
GSTZ1	-0.65825
LOC92017	0.24775
ISLR2	1.6025
C12orf36	0.5455
GATA2	-1.00616666666667
GABRA5	-1.791
CELSR2	0.200571428571429
STAM2	0.7705
TNAP	0.8825
PTPMT1	-0.0946666666666667
GRP	7.25525
SV2A	-1.92083333333333
MAGEA12	-4.0905
CACNG1	2.934
C18orf19	0.2485
GSG1	-0.135833333333333
PTPRJ	-0.560214285714286
FRMPD1	1.24
ZNF668	0.094
PLEKHJ1	-0.58375
ADAT1	-0.2425
TMEM50A	0.4955
UCN3	-0.653
HOOK1	2.23275
IL17B	-1.7115
MLKL	-0.7545
TTC14	0.299333333333333
KLHL5	0.883625
CRYL1	0.759
FOXH1	-0.3405
NFYB	-0.171625
PPM1G	-0.4535
GOLGA2LY1	-1.111
NMT1	0.292875
HADHA	-0.4709
CHSY-2	1.40725
PLEKHF1	-0.503071428571429
SAGE1	-2.465
MUSTN1	0.80125
SUHW4	0.85375
TFEB	1.68983333333333
ZFYVE27	-0.02275
ATG12	-0.3032
BMI1	2.59614285714286
ZIM3	-0.11025
MYH4	0.856
MASP1	-1.30808333333333
KIAA0984	1.27175
RPAP2	-0.52775
ASB5	0.4775
BOLA3	-1.41283333333333
MIA3	1.64966666666667
KRT35	4.1895
KIR3DL3	-0.82
MRPL51	-0.41525
SEMA3F	2.10383333333333
NDUFB2	-0.572666666666667
LOC253012	-0.89925
FAM46C	0.9845
G6PC	-2.08057142857143
CSAG3A	-4.428
PREX1	1.7145
SLC25A45	0.127
MAPKBP1	0.4652
CPE	0.0122
GNB1	-0.171375
CXCR6	1.5345
TRIM46	-0.52375
C16orf3	0.106833333333333
HPSE	-1.079875
TIGD3	0.9005
SPG3A	-0.32275
LCAT	-2.049
ST6GAL1	-0.482611111111111
POMC	-0.5685
FLJ36031	-0.837833333333333
NSMAF	-1.06166666666667
SKIL	0.8305
ADSS	0.617
HMGCS1	-0.412
POLR3F	-0.324666666666667
RAB10	-0.01825
ZNF277P	-1.164625
ZBTB7B	1.3435
DHRS1	1.33675
ABCC13	-0.168
CNOT3	-0.191
NFKBIA	0.549
GAK	0.173333333333333
SFT2D2	0.769166666666667
HOXA6	0.156
CRTC1	0.29275
LY6D	-1.47283333333333
C20orf72	-0.177666666666667
CPT1A	-0.11975
LMO1	-0.4665
EIF3I	-0.184
PRB4	-0.25225
MCM3APAS	-0.8205
C20orf132	0.4006
FOXF2	-2.72025
S100A12	-0.1995
MLH1	0.302
ACTN1	0.2214
MRPL36	-0.2085
C20orf106	-0.886
FBXO6	1.589
MKS1	0.1565
CX3CR1	-0.43225
PDE1B	0.821
PLP1	-3.39375
KISS1	0.1975
C14orf2	-0.749333333333333
TBC1D3P2	0.133
COMMD6	0.6269
ANKRD7	-2.3765
PTCHD1	-2.4845
NARS2	-0.61125
DOCK7	-0.500125
FAM127B	-0.727625
LOC390243	-0.0523333333333334
N6AMT2	0.27
ZNF391	0.1345
DNAJB14	0.597166666666667
WRB	0.093625
BPI	-0.229818181818182
TTC4	-0.187666666666667
FAM10A5	0.46325
GOT1L1	0.0809
MAGED1	0.43025
RESP18	-0.185666666666667
WFDC6	-0.215666666666667
MT2A	-1.632
C11orf56	0.35775
KIAA1432	0.262
ROR1	-1.697375
HSD17B14	1.76216666666667
ZFAND2B	-0.18325
SAMD4B	0.51225
HEXA	-0.130875
HNRNPU	0.289363636363636
USP39	-0.632
NRD1	-0.4015
R3HDML	0.05575
FLT4	0.49
OMG	0.604833333333333
OR52N4	0.116
LOC399818	-0.171
ELA2	-2.18025
VENTXP1	0.9465
RFC5	-0.68
OR52L1	0.2675
PAX5	1.1195
FBXO2	1.3175
GMEB1	0.5995
AKT3	-1.05683333333333
CRB1	-1.2486
CTTN	0.864333333333333
UTP15	-0.2555
HSBP1	-0.326583333333333
PHF11	1.64625
NDEL1	-0.506666666666667
USP8	-0.05
BAIAP2	1.186875
SI	0.7225
ARSJ	-1.86683333333333
BAAT	-3.32
KCNS3	3.974
LOC126147	-0.4105
TMEM37	0.22625
C1orf162	1.9975
MBD1	0.179
ITGAL	-0.89
WDR73	-0.2725
GKN2	0.0753333333333333
ARFGAP1	-0.755125
SLC5A8	-0.803833333333333
ZBTB40	0.125
CYP4B1	3.39183333333333
LYPLAL1	0.3635
CHST3	-1.56975
MAP3K9	0.5595
BTAF1	-1.52
TFAP2E	-0.603
RBM35B	0.6375
LOC441251	-0.403833333333333
ANKRD25	-0.184722222222222
UQCRC2	0.3245
MAEA	0.0311666666666667
HYAL1	-2.4889
RNPEPL1	-0.184
CPSF2	-0.826
PSD3	-1.2607
ABCA13	-0.214285714285714
AGR2	3.306
GBX1	-1.156
HDLBP	-0.0561428571428571
ACY3	-0.61275
HECW1	-0.09275
ZNF519	-0.12825
HOPX	3.1015
ZNF304	1.396375
OR12D3	0.255
FKSG43	0.6445
METTL1	0.276875
MFSD3	0.564
PSPH	-0.87425
CLCA3	-0.423
DARS2	-1.28233333333333
CDC25A	-2.08783333333333
BAIAP2L1	0.7745
B3GNT5	-1.502
USP29	0.79475
ARHGEF10L	0.2541
ATOX1	-0.89575
ADAM30	-0.06775
DNASE1	-1.06675
STT3A	-0.269166666666667
RAB6IP1	0.445
PTN	0.0054
C1orf106	-2.303
HECA	1.15375
RNF122	0.0155
SLC22A18AS	-0.565
GNG8	-0.016
ELP4	-0.642
FAM65A	0.281
RPL10A	0.319833333333333
IRS4	0.427
MACF1	0.9364
SEC24D	-0.676
LOC374395	0.697
TGFB2	2.0655
MDFIC	0.23675
CHRNE	0.200166666666667
PCMTD2	0.371
ATP6V0D1	-0.135
MTA2	-0.38175
LZTR1	-0.169833333333333
RAP1A	0.124166666666667
AXIN1	-0.353375
POLR1C	0.084
TRIO	0.972
PLXNA4A	-0.293272727272727
C5orf33	-0.37425
DEPDC1B	-3.029375
ZNF473	-0.270833333333333
MTM1	0.57775
GPR107	0.271
CSNK1A1L	0.516
FLJ14154	0.6485
NLRC4	2.687
ENPP4	4.39183333333333
PADI3	-0.5735
RNF170	-0.084875
CG018	0.901833333333333
C16orf7	-0.2025
KCNE1	-0.47275
NRM	-0.386
SLC37A3	-0.764214285714286
TPD52L2	-1.3075
UNC5B	1.8985
C12orf12	0.2745
SDHB	-0.79825
CLRN1	-0.0528750000000001
NUDT10	-0.280666666666667
UGT3A1	-0.055
FBXW8	0.7035
RHOF	-1.488625
PTPLAD1	0.341875
MYO3B	-1.671
DERA	-1.14425
TPP2	-1.45975
C19orf53	-0.0423333333333333
GINS3	-1.64128571428571
ST6GALNAC5	-0.03
CHSY1	-0.61325
MGC15705	0.3305
GPR83	0.224666666666667
EXT2	0.469375
DOLK	0.37575
TUBAL3	2.005
ACVRL1	1.903
ABL2	-0.198666666666667
C14orf156	-1.30766666666667
PTPRZ1	-4.226125
DIP2C	1.1125
LAMP1	0.95025
RXRA	0.2904
MAP3K5	-0.76875
ALKBH1	0.496333333333333
PDLIM7	-0.581125
ARL14	-1.803
SNIP1	0.164333333333333
TIMP3	1.12416666666667
RGS3	0.719166666666667
SPAG16	0.6504
ABHD4	-0.441
ARHGEF12	1.32016666666667
