Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
MRPL36	0.486666666666667
C20orf106	-0.5485
FBXO6	1.58266666666667
MKS1	0.490833333333333
CX3CR1	-3.606375
PDE1B	1.3455
PLP1	-3.79225
KISS1	-0.0308333333333333
C14orf2	-0.933
TBC1D3P2	-1.1995
COMMD6	0.3693
ANKRD7	-1.412
PTCHD1	-1.15075
NARS2	-0.749
DOCK7	-0.41325
FAM127B	-0.11175
LOC390243	-0.147833333333333
N6AMT2	-0.06775
ZNF391	-0.534
DNAJB14	-0.127666666666667
WRB	0.362375
BPI	0.20375
TTC4	0.016
FAM10A5	0.292
GOT1L1	0.1403
MAGED1	0.018375
RESP18	0.50425
WFDC6	0.19625
MT2A	0.0015
C11orf56	0.1595
KIAA1432	0.3265
ROR1	-1.024
HSD17B14	1.483
ZFAND2B	0.24225
SAMD4B	0.1595
HEXA	0.15675
HNRNPU	0.117227272727273
USP39	-0.236125
NRD1	-0.41775
R3HDML	0.50625
FLT4	0.4795
OMG	0.1515
OR52N4	0.8035
LOC399818	-0.64725
ELA2	-2.46925
VENTXP1	-0.098
RFC5	-1.89
OR52L1	0.616
PAX5	0.003
FBXO2	1.25275
GMEB1	0.114
AKT3	0.832333333333333
CRB1	-1.01466666666667
CTTN	0.416333333333333
UTP15	0.0761666666666667
HSBP1	0.694583333333333
PHF11	1.7525
NDEL1	0.294833333333333
USP8	-0.0465
BAIAP2	0.593
SI	0.1802
ARSJ	-0.836166666666667
BAAT	-2.44775
KCNS3	2.8775
LOC126147	-0.2975
TMEM37	0.878
C1orf162	3.7095
MBD1	-0.307
ITGAL	0.702
WDR73	-0.483666666666667
GKN2	0.0635
ARFGAP1	-0.73125
SLC5A8	-0.8336
ZBTB40	0.0608
CYP4B1	4.41816666666667
LYPLAL1	0.683
CHST3	-1.04825
MAP3K9	0.256
BTAF1	-1.44416666666667
TFAP2E	0.3025
RBM35B	1.049
LOC441251	-0.278166666666667
ANKRD25	-0.353388888888889
UQCRC2	-0.227
MAEA	0.00925
HYAL1	-3.0119
RNPEPL1	0.28
CPSF2	-0.321625
PSD3	-0.4689
ABCA13	-0.3075
AGR2	1.55025
GBX1	-1.366
HDLBP	0.494357142857143
ACY3	0.19825
HECW1	-0.543
ZNF519	-0.1885
HOPX	3.013875
ZNF304	0.35275
OR12D3	0.617
FKSG43	0.71975
METTL1	0.356375
MFSD3	1.36
PSPH	-0.924
CLCA3	-0.243
DARS2	-0.749
CDC25A	-1.35033333333333
BAIAP2L1	0.1155
B3GNT5	-0.63625
USP29	-0.216
ARHGEF10L	1.0259
ATOX1	0.35425
ADAM30	0.0575
DNASE1	0.459
STT3A	0.52925
RAB6IP1	-0.05925
PTN	0.1336
C1orf106	0.879538461538462
HECA	0.81975
RNF122	0.59975
SLC22A18AS	-0.0448333333333333
GNG8	0.202166666666667
ELP4	-0.20575
FAM65A	0.432166666666667
RPL10A	-0.356833333333333
IRS4	0.04
MACF1	-0.033
SEC24D	0.6965
LOC374395	0.606
TGFB2	-0.358375
MDFIC	0.283
CHRNE	0.469
PCMTD2	-0.292666666666667
ATP6V0D1	0.916333333333333
MTA2	0.493
LZTR1	-0.7565
RAP1A	0.454166666666667
AXIN1	-0.343125
POLR1C	0.00575
TRIO	-0.872166666666667
PLXNA4A	-0.789416666666667
C5orf33	1.56325
DEPDC1B	-1.8395
ZNF473	-0.552833333333333
MTM1	0.738125
GPR107	0.565
CSNK1A1L	0.578333333333333
FLJ14154	0.04325
NLRC4	4.444
ENPP4	1.08966666666667
PADI3	1.6275
RNF170	-0.331625
CG018	0.981166666666667
C16orf7	-0.05825
KCNE1	2.2305
NRM	-0.547666666666667
SLC37A3	0.300428571428572
TPD52L2	-0.7025
UNC5B	1.65075
C12orf12	-0.0615
SDHB	-0.2225
CLRN1	0.530375
NUDT10	-1.118
UGT3A1	0.0985
FBXW8	-0.00875
RHOF	-0.11575
PTPLAD1	0.19675
MYO3B	-0.9835
DERA	-0.5605
TPP2	-0.77675
C19orf53	-0.0673333333333333
GINS3	-0.4165
ST6GALNAC5	1.618
CHSY1	-0.1695
MGC15705	0.088
GPR83	0.4765
EXT2	0.101
DOLK	0.5665
TUBAL3	-0.9045
ACVRL1	2.3404
ABL2	-0.0155833333333333
C14orf156	-1.15683333333333
PTPRZ1	-4.111875
DIP2C	0.250875
LAMP1	1.060625
RXRA	0.2967
MAP3K5	-0.28025
ALKBH1	-0.19
PDLIM7	0.284625
ARL14	-1.5895
SNIP1	-0.00499999999999998
TIMP3	2.33458333333333
RGS3	0.7305
SPAG16	0.5344
ABHD4	-0.089
ARHGEF12	0.513166666666667
GLUD2	-0.3435
RAC2	-0.8037
UAP1L1	0.724
SLC18A3	0.215
YOD1	-1.97916666666667
RALY	-0.1055
HMOX2	0.87875
DGKH	0.69575
DBNDD2	1.99333333333333
YIPF4	0.129875
THAP10	-0.28675
ZNF513	0.536
HAGHL	0.646833333333333
ITGB4	-0.342666666666667
CCDC141	-1.199
YTHDF3	1.4525
C5orf28	0.1835
RPL7L1	-0.61075
TMEM30B	0.501714285714286
ANKRD35	1.0435
DUOXA2	-0.058
TBC1D5	0.1455
DFNB59	0.1295
HRH4	0.532
MYO6	1.2292
DNAJA4	2.131125
RBM24	-1.415375
CEACAM20	-0.37925
RBM23	-0.273642857142857
NGFB	0.465
C1orf63	-0.6093
KRTAP7-1	0.029
PERLD1	1.3725
NPB	0.0645
C17orf59	0.3716
HSPBAP1	0.114
SLC15A4	0.057375
PRTFDC1	-1.11825
OSMR	0.257714285714286
CYSLTR2	-0.083
C19orf25	0.3211
KIAA1797	-0.2365
NLRP6	0.99
FAM105B	-0.0836
SCRN2	0.414333333333333
LRRC58	-0.1289
RNF17	0.184125
NEIL3	-2.425
FAM137A	-1.9535
SKP2	-0.726
PARVA	1.25083333333333
PKLR	-1.5465
RNF34	-0.133625
A3GALT2	0.387
C12orf50	-0.0285
SUNC1	-0.5695
FAM102B	0.201333333333333
CCT2	-0.6465
LRRC37A2	-0.506
ARF4	1.3625
SIKE	0.06275
C8orf48	1.70916666666667
MBTPS1	0.176857142857143
GPSN2	0.0895
NCF2	4.41575
SLC12A6	0.0913333333333333
MRPL48	-0.11925
HMGN3	-0.520166666666667
LRRC62	-1.19525
PAX9	-0.379
FAM55A	0.603
C20orf42	-4.058
SCML2	-0.8115
BCL9	0.29575
FAM40A	-0.1595
C9orf41	-0.324833333333333
ZNF774	0.0045
LETM1	-0.53925
PLXNB1	0.348333333333333
NIPSNAP1	0.419375
USP10	-0.06325
F9	0.47075
LIPE	0.14425
CNGB3	-1.163
C12orf52	-0.3105
PI4K2A	0.2825
MED8	0.548875
STAT4	1.0712
FGD4	0.449666666666667
RNF145	-2.06883333333333
WDR32	0.18
CLDN2	0.1565
TCEAL8	0.542
ZMYND8	-0.6709
PDXK	-0.21746875
GATAD2A	-0.16025
PTGES3	-0.1205
CCM2	-0.26975
TAP1	2.372875
ZNF670	0.858
ETS2	0.733571428571429
C6orf166	-0.206
PRMT2	0.794071428571429
OR4B1	0.3955
INTS8	0.3585
CCDC102A	0.25675
CCDC83	-1.40883333333333
ITGA1	0.817
EPHA5	-1.5423
FAM24B	-0.789833333333333
TSGA10	2.58275
HAL	-1.91716666666667
MYOT	-0.3305
SPACA3	0.25225
BCL2L2	-0.592
CUGBP2	0.900333333333333
CCNB3	1.87225
RNF113B	-0.228
MERTK	1.708
BAG1	-0.6935
VPS36	-0.33275
ORMDL3	1.0693
C1orf190	0.40475
ZNF625	-0.14175
CORO2B	-1.857
ALOX15	1.425
CST1	2.228
NUPR1	2.92133333333333
CCL7	4.6055
SMCR5	-2.485
DSC2	0.8435
RBMS2	0.57475
GRIK4	-0.0185
TRIM65	0.2799
TMPRSS6	0.772928571428572
TP53INP2	-0.20425
GLB1L	0.9075
LOC388284	0.5455
PUS1	-1.04321428571429
BCL9L	0.1895
OLFM1	0.25825
RET	0.0215
MASTL	-0.572666666666667
ALX3	0.0485
IL1RL1	0.126833333333333
ZNF765	-0.5165
C14orf138	-1.245
SNX10	0.138666666666667
TAC4	0.2165
C1orf64	3.02325
POGK	0.75275
MAPK9	1.7805
ZNF366	2.198
C8orf79	-0.3801
CLDN7	2.214625
OR5AT1	0.5165
TRIM37	-1.5395
LRRC25	3.57175
GRHL2	2.5976
TEKT3	0.41425
LASS5	-0.0531666666666667
ABCC4	-1.49566666666667
DLG3	1.01525
VGLL1	0.41875
ZFP36L2	1.3175
MFRP	0.2605
KIAA1799	0.12225
FLJ44379	2.6485
PCNX	-0.46175
ANXA9	2.9405
CYP4V2	1.1759
PIK3C2A	-0.151
SRR	-0.333
NOL3	0.5825
IFITM2	2.351
ARNTL2	-1.4265
ZNF595	-0.144
NLRP13	-0.5135
ASPH	0.56575
CPA2	-0.213
PVRIG	-1.45933333333333
LEPR	-1.023
C16orf42	0.499333333333333
SH3BGRL	1.63275
FAM77D	0.5482
FNDC7	0.2505
C9orf6	0.299666666666667
NOTCH2NL	0.564333333333333
PGBD1	-1.20716666666667
SYNGR2	0.640833333333333
PITPNA	0.0589375
PRPF4B	-0.5514
SLC43A3	-0.201785714285714
NRBP1	0.294
SLC25A22	0.94725
ILK	0.836
SLC22A8	0.505
MRPS7	0.374125
PITX2	-0.862
FABP3	1.09825
OR1L1	0.3205
LOC728215	-0.583
BLID	-1.757
KIAA1217	2.60452941176471
TFPT	0.34875
AP4B1	-0.30125
VBP1	-0.44875
OR1K1	0.337
MORC3	1.5585
BHMT2	-0.525333333333333
C3orf10	1.07275
FZD7	0.899
WFDC10A	0.09
PMS2CL	-0.537875
CCDC32	0.755666666666667
FA2H	0.181
ALG13	-0.893
TTLL7	-0.1658
SPOCK3	0.349
SLC13A2	0.827
AIM1	0.77225
GPRC6A	0.3025
EGR2	4.5555
MED11	0.02125
WWC1	1.76325
SH3GL3	-3.99075
RIF1	-0.647142857142857
PRLH	-0.083
VLDLR	-1.23
DBT	0.137
C21orf63	2.20175
CGGBP1	-0.39625
KRTAP12-2	-0.497
TADA3L	-0.1555
ZBTB16	0.16825
PDGFB	0.925625
RFX1	0.3845
UQCRB	0.559
LOC133874	-0.165
HPS3	-0.73075
LGALS3BP	1.3464
DKFZP564O0823	1.78735714285714
MRFAP1L1	0.444125
HOXA10	-0.988833333333333
NGB	0.0095
KIF21A	-0.00046153846153847
IFLTD1	-0.4785
LZTS1	-0.34375
ARHGEF3	0.7225
RHBDL3	-1.5995
CSNK1G2	-0.260083333333333
ChGn	-1.165625
KIAA1244	-0.463833333333333
GABRB2	0.2565
MGC72080	-0.971
CD27	3.08025
EGLN1	-0.7739
PEX13	0.7665
RWDD3	-0.37575
RNF12	-0.372666666666667
GRIN2B	0.1925
ADAMTS14	-0.27475
DYDC2	2.83133333333333
ATP6AP1	1.009
NR1H2	-0.337
PDK2	0.73525
C3orf17	-0.465666666666667
SLC38A2	-0.636285714285714
SLC25A29	-0.734666666666667
C15orf29	-0.031625
ADAM9	1.77141666666667
TMUB2	0.35075
GPR176	0.1825
AGK	-0.00949999999999999
MCCD1	0.23725
NDUFA4	-0.0655
TMEM146	1.1365
DUSP1	2.968625
UNQ6975	0.0975
EMX2OS	4.00425
INSM2	0.118
LUZP4	-0.51025
SETD6	-0.597
P2RY2	3.29875
SLC45A2	-1.3645
RABGAP1	0.741
UBXD5	0.458
GPRC5A	0.5223
PAK3	-0.0798333333333333
LOC63920	-0.3635
TGFBR1	1.1712
KRTAP6-3	0.16825
SFMBT2	-0.52675
CDC42	0.0845
C11orf35	0.1125
TTLL2	0.3095
UACA	0.211833333333333
CD97	-0.2722
SETD5	-0.48875
NINJ2	-0.348
PTER	0.600333333333333
POMGNT1	0.29925
KRTAP4-2	0.4115
ECGF1	2.82625
HRB	-0.354545454545455
ATP1B2	-0.4506
LOC400506	0.04875
COL4A3BP	0.61525
C6orf97	0.5005
GRHPR	-0.005375
TAS2R1	0.7235
SEMA7A	0.02025
EDF1	0.42325
ODF2L	0.4305
PCID2	-0.824833333333333
GTF2H4	-0.537333333333333
ZCCHC3	-0.74975
CGB2	0.014
NEUROD1	-0.10275
C20orf75	-0.3655
RP5-1054A22.3	1.79466666666667
IFNA5	0.466
ZNF134	-0.227833333333333
MGC119295	-0.6067
ZSWIM6	-0.18625
SMEK1	-0.493666666666667
PCGF2	0.30425
C1orf102	2.64925
CYP2A13	0.8485
KCNH6	-0.1057
MDM1	0.2672
ALDH7A1	-0.0511666666666667
C9orf75	1.57775
VDAC3	-0.504
OR51T1	0.155
EIF3F	-0.603166666666667
KCNJ10	-0.064
LENG8	0.0515
EDEM2	0.322916666666667
CCNJL	-2.01233333333333
DHX37	-1.232
CRYGN	1.097
AATF	0.146875
ZNF630	1.31625
E2F5	0.7885
WFDC13	-0.667
FTSJ3	-0.407833333333333
C4orf33	0.8135
LHFPL4	-2.715
C19orf56	0.0705
SMAD4	-0.2485
AFM	-0.261833333333333
G0S2	0.24575
FCHSD2	0.4285
RRP1B	-0.0925
EEF1B2	-0.6735
STAT6	1.2335
ZNF195	-0.67275
GNL1	-0.951666666666667
ZNRF2	0.930166666666667
PER3	-0.40725
ASB16	0.4635
C10orf10	2.419
ADCY8	-2.84716666666667
C9orf58	0.814333333333333
ARMC10	-0.890666666666667
PSG1	-0.6145
DHX34	-0.06825
VARS2	-0.45625
NFIC	0.8235
ITPR2	0.919
AGXT2	-0.291
OR6K3	0.1
H2AFZ	-0.575583333333333
MLLT3	-0.450333333333333
COX4I2	1.13125
CCNT2	-0.262375
PLK4	-0.9845
NUMBL	-0.248833333333333
MED16	-0.004
PLEKHQ1	1.68925
GOSR1	0.503888888888889
BTG4	0.122
RPL30	0.7365
IGSF5	1.01175
IGFL2	2.89183333333333
ELMOD2	0.548833333333333
SHC3	-1.06916666666667
HAVCR1	0.2515
DYNC2H1	-0.14125
RNF5	-0.412833333333333
C2orf7	-0.01825
NLF1	0.0935
KLHL25	-0.02125
LRP10	0.5829
KRI1	-0.59925
PUS7L	-0.250833333333333
MGMT	1.0295
HOXD1	1.71216666666667
CSH1	0.1878
ATG16L2	-0.5985
FLJ44635	-0.4485
CHODL	0.864
EXOSC8	-1.764
SLC28A1	0.12375
MYO7B	-0.643833333333333
SEH1L	-0.0842
MTNR1A	0.218
TSPAN5	-0.244833333333333
CDC45L	-2.42416666666667
AMIGO1	0.331
ATAD3A	-0.511625
OSGIN2	1.16883333333333
PDIK1L	0.802166666666667
DARC	1.01325
PIPSL	1.0305
SHMT1	-1.048
CRISP3	6.4935
POPDC2	1.8065
ZRANB2	-0.807166666666667
FBXL8	0.142
TRIP13	0.0317272727272727
EIF5AL1	-1.123
POU5F1P3	-5.1075
IL6	-0.148333333333333
CXorf38	0.253333333333333
IFNA16	0.754
FBXL2	1.77566666666667
BRD1	0.57775
STATH	0.32075
FBXO44	0.557333333333333
MCCC2	1.16925
CDC2	-1.2698
C5orf23	-0.171
IVD	0.316166666666667
C10orf122	-0.67675
MSL3L1	0.4122
MVP	0.82675
EPOR	-0.9299
ZMYM1	-0.266
BCL7C	0.759833333333333
PSTPIP2	1.1626
LYPD1	-1.482125
OR8G5	0.822
ZP3	0.8985
BCAS4	1.50441666666667
EDG6	1.6995
ISY1	-0.09775
PRAMEF2	-1.24375
CUL1	-0.12925
RNF213	1.5957
CCRK	1.63975
DHX9	0.10425
C13orf29	-0.50375
NCKAP1	0.230166666666667
MRPL43	0.679857142857143
XPR1	-0.12225
PKN2	-0.2264
PODNL1	1.116
ZNF333	0.32
DALRD3	0.94475
OPN1SW	0.0465
BTBD6	0.06375
C11orf82	-1.003
OR5P3	0.569
DUSP11	-0.126
L1CAM	-0.1365
NEK11	2.12616666666667
OR7E91P	0.6605
CNTN3	3.0557
CREB3L2	0.1075
ZBTB37	0.345
KIAA1324L	0.3135
NDUFB10	0.676
NUDT2	-0.43075
GTPBP8	-0.4465
CACNA1D	0.527
PRKAA2	-2.27083333333333
PRDM8	0.1965
MGC16075	-0.9285
KRT14	-1.668
PP8961	0.243625
MRPL18	-0.312
ABCG2	-2.6525
PACRG	0.647
BBS2	0.391
KREMEN2	-1.3875
FBXO21	-0.19275
HNRPUL1	-0.226083333333333
GRB10	-0.50575
CLSTN1	0.568875
LMAN2	1.0247
C17orf61	-0.65025
NIPSNAP3A	1.398
INSIG2	-0.3125
PCDHB7	0.634333333333333
STXBP2	0.51
CMAH	1.3705
SEMA5B	-0.78375
ZNF155	-0.513666666666667
COQ6	-0.600166666666667
PRPF4	-0.0285
TSPAN15	2.6114
VN1R5	0.28725
LATS2	0.723
SELK	0.3795
PGK2	0.10925
MS4A1	-1.263375
TYW3	-0.9604
KRTAP5-1	0.209
RCCD1	-0.453333333333333
BTN1A1	0.065
DDX28	0.0835
TMEM65	0.39
LOC92345	-0.1115
TTC31	-0.5185
WDR46	-0.531333333333333
CHP2	-1.47416666666667
LSP1	1.1765
ZNF542	0.1165
EXOSC1	-0.37925
ARHGAP18	-0.116833333333333
LRRTM4	-0.683
MAOB	-0.585833333333333
CACNB4	-0.548
MGC33846	-0.1555
RANBP3L	2.9345
ATP5L	0.223
ONECUT1	-3.0635
NUDT9	0.3795
TMEM149	-0.2
STX17	1.10775
IGSF10	-4.62325
TMPRSS9	0.2995
BMPR2	0.48875
ALLC	-0.22025
KLF7	1.763
GCC1	0.6307
TIMM9	-1.4535
CDO1	-0.564833333333333
MGC10701	-0.450166666666667
IFI6	3.65
FRMD8	1.6295
MGAT2	-0.39425
WBP5	-0.0328333333333333
CNIH2	-0.09675
KIAA0907	-0.7484
KCNH8	-0.969
CTSG	-0.49375
GRIK1	-0.738166666666667
CUL5	0.74825
FRMD1	0.344
OR9A4	0.3555
SYT6	-1.8855
FOXD4L2	0.93275
ANAPC2	-0.0735
OPN5	0.2855
TAF13	-0.28175
LYG2	-0.7615
GGNBP1	0.2
C11orf40	0.231
OTX2	-1.1435
REG4	-0.948166666666666
EIF5	-1.1778125
PALB2	-0.58725
SEPSECS	-0.0044
RNASE3	-0.03275
TRIM49	-1.841
POLR2K	1.2531
GPR42	0.443
C8B	-2.498
SASS6	-0.33775
PREB	-0.288166666666667
OR3A3	0.1815
TUBA8	0.585625
IGLV2-14	-1.77625
STIL	-0.949
ANKFN1	-0.1555
NME7	0.11675
HOXC12	-1.02825
UBE2C	-0.245875
FHOD1	0.196
CDK2AP1	0.0511666666666667
OR6K2	0.3315
DHPS	0.17225
RPL5	-0.914
TRGV5	0.263
LOC541472	-0.049125
HCCS	0.7855
DENND1B	1.9095
LHX3	1.248
OR5D16	0.452
CXorf57	0.160333333333333
IRF2BP1	0.49775
NDST2	0.405666666666667
LCE3D	0.3985
BOLL	0.367625
SYT3	0.6935
PIH1D2	1.58925
C20orf7	0.496333333333333
IL1R2	1.24116666666667
SLAMF9	0.9945
PPME1	-0.096125
PIK3CA	0.32725
TRAPPC1	-0.15525
COLEC10	-0.4835
SLC9A6	-1.0565
PDDC1	-0.11025
CCDC53	0.519
GK3P	-0.48725
DAZL	-1.0425
BRI3	0.648
SDK1	-0.37
CYP2C18	0.056
IFI44L	4.764375
RPL3L	0.086
FUT9	3.57733333333333
KIFC2	0.781833333333333
PMP2	-0.2265
SLC4A9	-0.1135
PLAG1	-2.26966666666667
MYCBP2	-0.544166666666667
OR4E2	1.087
CCDC65	1.65475
C16orf82	-0.198875
ENTPD4	-0.588625
BRP44L	-0.294625
PMP22CD	-0.04425
TMCO4	1.02333333333333
KCNN1	-0.640666666666667
WDR35	-0.0445
CCDC80	2.73675
C3orf31	-0.52025
SLC7A9	-1.09775
TMEM190	3.18125
DBC1	-1.46383333333333
FADS3	-0.7165
PDZD8	-0.867333333333333
GRM5	0.1045
AZGP1	3.1318
PEX3	-0.485
MED1	-0.0462142857142857
ATG4C	-0.8325
HNRPH3	-0.892875
FAM109B	2.301
C4orf17	0.073
CA10	0.03525
OPRD1	0.0305
CCL16	-1.4715
SACM1L	-0.10075
CST6	4.949
CD63	0.9355625
LGI1	-1.562
ZNF784	0.121
CRYBB1	-0.0715
CX3CL1	-0.5203
TOP2A	-1.114125
GYPB	-3.87083333333333
GADD45GIP1	-0.1785
FEN1	-0.888875
IGF1R	-0.80975
WDR72	-2.9755
PURG	-0.838666666666667
DEFB126	-0.2105
PKD1L1	-0.17925
CAV1	-2.1538
GNPDA2	0.2784
DGAT2	-0.194
NLGN1	-5.06725
STRBP	0.305
HPRT1	-0.681166666666667
FANCI	-1.212
PSMA7	0.5025
DBF4B	-0.743333333333334
TTF1	-0.56625
RAD54L	-1.939
ELOF1	0.25925
PLAGL2	-1.011875
ZNF256	-0.5295
HMGCL	0.62325
MSI2	0.208
RPESP	-3.8645
C11orf60	0.78175
ABCD1	0.491
ACAA1	0.41
SPARCL1	3.98742857142857
IL6ST	0.83
ZNF319	0.33475
TMEM109	0.197
FAM90A1	0.591166666666667
IL22RA1	-1.257
ATP4B	0.937
TEC	-0.418666666666667
C7orf30	-0.581
TXNDC2	-0.262666666666667
ABCB4	0.04975
KIAA1191	1.313
C9orf38	0.0905
SFTPB	0.086125
CNTNAP2	2.30025
FRK	0.611
TBX19	-0.2085
CHD4	-0.11625
C6orf26	-1.61666666666667
MOSC2	1.38025
IKBKE	1.4335
HIF1A	-0.796666666666667
LOC595101	-0.563
RELA	0.336333333333333
TMEM16B	-1.11233333333333
ABHD12B	-2.27425
TSEN34	0.78775
KIF18A	-0.92375
TXNDC9	0.471
SPATA2L	0.0075
SEMA4G	-1.512
C21orf91	0.58125
MATN1	-0.611
KCNIP4	-0.00516666666666669
TUSC1	1.323625
OR4C15	0.67675
ARMCX6	0.0266666666666667
WBSCR27	-1.24016666666667
OR52I2	-0.86
KIAA1604	-0.495
DYNC1I1	-1.160125
PPP4C	0.64
SLC47A2	-1.71466666666667
TREH	0.003875
CD48	2.34333333333333
ST14	1.85633333333333
PKN1	0.00325
SPON2	2.44675
XBP1	1.87866666666667
SFRS12	-0.137166666666667
EFCAB6	1.7085
SELT	0.32425
SLC39A2	0.346
ERF	-0.952666666666667
ARL3	0.22475
SURF6	-0.5875
MLLT10	-0.156619047619048
FLJ11171	0.654833333333333
TDGF1	-4.64116666666667
ERCC6	-0.32
EIF2AK4	0.26475
BAZ1A	-0.599
LRRN3	-0.878666666666667
TMC3	0.261
EFTUD1	-0.02975
PTPRO	1.5115
CLEC12A	1.022375
ACBD4	-0.160875
ZDHHC14	-1.3245
OTUD7B	1.001875
ACTB	0.9503125
MSRA	-0.40475
LCE5A	0.278
IFI35	1.905
BSCL2	0.868166666666667
ANKRD12	0.72575
CFHR2	0.044
RGAG1	-0.547833333333333
HSFY1	-0.583
SLC30A5	0.322333333333333
IMPG1	0.641
GPR109A	0.252
ZNF185	-0.44025
IYD	1.9585
NPCDR1	0.3335
SERPINA13	0.8405
HMGCLL1	-1.355
NEUROG1	0.0426666666666667
UBQLN1	0.5998125
LIN37	0.1785
SOCS2	-3.176625
DSCR4	-1.658625
XKR6	-1.39475
GPR142	0.685
KRTAP13-3	-0.0795
CCDC15	-0.142
MOS	-0.1955
CD1E	-1.8775
OFCC1	-0.394833333333333
FAM83D	-0.40525
SRFBP1	0.52125
C9orf96	-0.551
DHDH	0.227
CCDC90A	-0.8685
RABL3	0.6237
CD320	-0.574833333333333
ANGEL2	0.88425
MRPL21	0.0135
SMG6	-0.348333333333333
INSR	1.4286875
FLJ14816	-0.508
GLRB	0.733833333333333
C9orf89	1.671
CIZ1	-0.26725
URG4	-0.783833333333333
LRDD	-1.04183333333333
CBY1	0.553333333333333
NFX1	-0.15825
MTERFD2	-0.0419285714285714
C19orf23	0.6345
PGC	-2.889875
IER3IP1	0.0478
RASAL2	1.41983333333333
C1orf89	0.03275
SYNJ1	0.255
NFKBIE	0.9905
FLJ40125	-1.05183333333333
TCEB2	0.4714
NOG	-1.4295
POLR2J2	-0.536166666666667
HLA-B	3.742
PCDHA1	1.0265
PPP2R2B	-1.42725
ARHGEF17	0.659166666666667
TCF7L2	0.484714285714286
CHD5	-0.227
ZNF431	-0.585875
TBC1D25	-0.15725
ZNF800	-0.555
SCUBE2	0.0338181818181818
MYCBP	0.244166666666667
GPX5	0.158
C6orf129	0.659833333333333
QSER1	-0.264333333333333
ULK2	0.985
PIGO	0.038
NRCAM	-2.51014285714286
SLC35E3	-0.213
CSRP2	-0.592
HYPE	0.055
MAPK15	0.697666666666667
MGC14327	0.28525
TIMM13	0.762833333333333
ZNF462	-1.13675
GBA3	0.4525
TEX13A	0.4175
MCM6	-0.575
MTRF1	-0.920125
ABCA7	-0.888
EIF4A2	-0.645
ZC3H10	0.7297
RPGR	-0.0108333333333333
C20orf94	0.05225
RP1L1	0.17625
GPR125	-0.7415
USP22	-0.965857142857143
OR1L4	-0.023
MLZE	2.80625
FLJ32065	-0.0715
PTCD1	0.224
CRTAC1	1.22933333333333
BXDC2	0.5975
C18orf1	1.78116666666667
FAM107A	0.775642857142857
EFNA3	-0.27125
P18SRP	-0.5154
CAMKK2	-0.271166666666667
KIAA0649	0.015
NES	-2.09516666666667
HS6ST3	-1.6555
PON2	-0.22475
TCP11L2	-0.034
CLEC4A	2.40625
PRR12	0.2595
MLXIPL	-1.856
C2orf50	0.6945
ZNF28	0.3875
ENC1	1.30583333333333
MAP2K1	-0.13475
FKSG2	-0.2065
KIAA0430	0.29975
PTP4A1	-0.548277777777778
GPR156	0.251
GTF3C6	-1.50675
UBR2	-0.2006
LOC388272	-0.56725
MAK	1.13783333333333
ACOT4	2.41275
STC2	1.08
PIGW	-0.02475
SAE1	-0.143125
COL6A1	0.890590909090909
OAZ1	0.731833333333333
STMN4	0.219833333333333
EDG3	0.158833333333333
SGCE	1.56933333333333
IL11	-1.11716666666667
PRSS8	2.347375
YIPF5	0.663916666666667
WNT4	3.521625
CSN2	0.2355
TCF7	-2.841
TDO2	2.90675
SAMD9	2.0268125
S100A7A	2.5615
MMRN1	1.031
GKAP1	0.35825
AKR1C3	-2.440375
RNF19A	1.091375
GMDS	-0.62875
YKT6	-0.19725
SPARC	2.0913
C12orf31	-0.2235
UBE2V2	0.496333333333333
FBXL18	-0.8755
KIAA0460	0.7515
ADAM22	-0.5835
SERPINC1	-4.401
KCTD21	0.43125
MYOHD1	-0.5975
ZNF37A	-0.143666666666667
GTF3C1	0.178
CTSZ	3.7975
PRNPIP	-0.335625
DRD1IP	0.24625
NR1I2	-2.06966666666667
ZNF266	-0.7211
SPAG4L	-0.1515
COX4NB	0.1035
SAPS1	0.34
APOA1	-3.866625
TATDN1	0.414666666666667
C10orf82	0.81125
KPNB1	-0.671
FOXO3	0.312916666666667
CRYBB2	-1.034
ZBTB5	-0.790833333333333
SLC25A38	0.1
DCTN2	0.0623333333333333
IFT20	0.62675
CTHRC1	3.95575
C1orf31	-0.051
UHRF1	0.0541875
GPC6	0.709
C10orf54	1.35225
MCF2L2	-0.350666666666667
WNT9B	0.145375
OLA1	-0.37775
FAM120B	-0.62675
TTLL10	-0.374
CYorf15A	-4.94175
RELN	-1.978
SCN2B	0.114416666666667
MFHAS1	-0.5855
NKX3-2	-0.0733333333333333
RASGRF2	-0.128
SSBP1	-0.542
KPNA6	-0.113642857142857
LOC389118	0.3585
HS3ST4	-1.391
SUPT7L	-0.49475
FLJ32658	-1.54875
IGFBPL1	-0.0395
KIAA1641	-0.7589
SHKBP1	-0.283833333333333
CSF1R	4.44425
NAGK	1.224
MYL2	1.34775
HIST1H4C	-1.9955
TOMM7	-0.7905
ADAMTSL3	1.4245
TNFSF14	-0.88225
PRRT2	-0.113
VTA1	-0.232875
AOAH	3.4315
CRISPLD2	1.92671428571429
PNN	-1.0369
TA-NFKBH	0.025
ESPN	0.285
RBM43	0.134
KIAA1267	0.11375
DDX3X	0.120722222222222
KIAA1576	-3.84475
PLXDC1	4.2585
