Hybridization REF	TCGA-A2-A0CS-01A-11R-A115-07
CAMTA2	0.37075
C11orf74	1.046
DDX17	0.0435833333333333
C5orf27	0.109125
PLEKHA2	-0.4774
PDE4DIP	0.058
SCN7A	0.1915
ZNF559	-0.016
CXCL10	3.60725
ZMYM4	0.424833333333333
STK32B	0.51
KIAA0888	-0.2609
TACR3	0.501
CKAP2L	-3.0405
KIF1A	-0.649833333333333
RSPRY1	0.3865
VCAN	2.19875
CYP27C1	0.6785
SYDE1	-1.09416666666667
MED12L	0.603
ZDHHC21	2.105125
NHS	0.1965
TM9SF3	1.00716666666667
DDHD1	0.157875
MAFG	-0.99925
BICD2	-0.9738
C14orf119	0.243
C14orf43	0.605571428571429
CDH7	-0.365
ALKBH5	0.294142857142857
JUP	1.926
TMEM41A	0.6995
MAMDC4	-2.082
CBX3	-0.770875
LRRC18	0.97975
RBMXL2	-1.65225
PLA2G4D	0.455833333333333
FGF13	1.2485
KIF3A	1.45683333333333
PDIA6	-1.01475
DCXR	2.34775
CASKIN2	0.93425
EHD1	1.08983333333333
MARCKSL1	1.34333333333333
ZNF496	-0.513166666666667
SCAF1	0.998166666666667
KCTD8	-1.1725
TRAF3IP3	0.0529285714285714
LSR	1.0745
CXorf1	0.343333333333333
C14orf112	0.500166666666667
EIF2B1	-0.12625
OMP	-0.1155
GSTZ1	0.4215
LOC92017	1.6485
ISLR2	1.2295
C12orf36	0.8795
GATA2	-0.0606666666666667
GABRA5	-3.6445
CELSR2	-0.525642857142857
STAM2	1.5956
TNAP	-1.079
PTPMT1	0.396833333333333
GRP	6.33725
SV2A	-1.3746
MAGEA12	-4.36225
CACNG1	3.5915
C18orf19	-0.49725
GSG1	-0.6525
PTPRJ	0.223857142857143
FRMPD1	-0.311
ZNF668	0.2835
PLEKHJ1	-1.39925
ADAT1	-0.4599
TMEM50A	0.2082
UCN3	-0.2155
HOOK1	1.603125
IL17B	-1.734
MLKL	-0.943
TTC14	0.089
KLHL5	1.4985
CRYL1	0.620166666666667
FOXH1	-0.389
NFYB	-0.1195
PPM1G	-0.9795
GOLGA2LY1	-1.11125
NMT1	-0.463625
HADHA	-0.4375
CHSY-2	2.6965
PLEKHF1	0.201
SAGE1	-5.165
MUSTN1	-0.12475
SUHW4	0.868
TFEB	1.789
ZFYVE27	-0.3505
ATG12	-0.129166666666667
BMI1	2.32978571428571
ZIM3	0.14275
MYH4	-0.16425
MASP1	-1.19425
KIAA0984	0.9695
RPAP2	-0.5965
ASB5	0.21
BOLA3	-0.610333333333333
MIA3	2.17333333333333
KRT35	0.353
KIR3DL3	-0.637
MRPL51	-0.149
SEMA3F	-0.164666666666667
NDUFB2	0.577833333333333
LOC253012	3.7005
FAM46C	0.254
G6PC	-2.75325
CSAG3A	-4.524
PREX1	2.041
SLC25A45	0.18
MAPKBP1	0.3056
CPE	1.0412
GNB1	-0.339875
CXCR6	-0.0655
TRIM46	0.13125
C16orf3	-0.192
HPSE	-0.462875
TIGD3	1.124
SPG3A	3.43975
LCAT	-1.543
ST6GAL1	-0.725388888888889
POMC	0.92525
FLJ36031	-0.860333333333333
NSMAF	-0.2225
SKIL	1.6075
ADSS	1.18683333333333
HMGCS1	-1.5221
POLR3F	-0.0653333333333333
RAB10	0.198
ZNF277P	-0.06675
ZBTB7B	1.58075
DHRS1	0.8795
ABCC13	2.214
CNOT3	0.12925
NFKBIA	1.53525
GAK	-0.861166666666667
SFT2D2	0.843
HOXA6	0.446
CRTC1	-0.866875
LY6D	-1.3285
C20orf72	-0.797
CPT1A	-0.61725
LMO1	-1.0905
EIF3I	-0.32575
PRB4	0.33775
MCM3APAS	-1.383125
C20orf132	0.6424
FOXF2	-1.558
S100A12	-0.143
MLH1	0.245
ACTN1	0.7422
MRPL36	-0.268833333333333
C20orf106	-0.766
FBXO6	0.618
MKS1	-0.529
CX3CR1	-0.806375
PDE1B	0.6835
PLP1	-4.35125
KISS1	-0.326166666666667
C14orf2	-0.0354999999999999
TBC1D3P2	-1.23425
COMMD6	1.715
ANKRD7	-1.3695
PTCHD1	-2.552875
NARS2	-0.3635
DOCK7	-0.593875
FAM127B	0.23225
LOC390243	0.0216666666666667
N6AMT2	0.825
ZNF391	-0.6655
DNAJB14	0.151166666666667
WRB	0.362375
BPI	-0.186083333333333
TTC4	-1.06633333333333
FAM10A5	0.005
GOT1L1	0.0672857142857143
MAGED1	1.08925
RESP18	0.03225
WFDC6	3.38175
MT2A	-1.367
C11orf56	0.02525
KIAA1432	1.7185
ROR1	-1.522625
HSD17B14	1.586
ZFAND2B	-0.842375
SAMD4B	0.171
HEXA	0.03675
HNRNPU	0.733590909090909
USP39	-0.444
NRD1	-0.80525
R3HDML	0.065
FLT4	0.0986666666666667
OMG	-0.3255
OR52N4	0.3445
LOC399818	-0.68775
ELA2	-2.4
VENTXP1	-0.411
RFC5	-1.047
OR52L1	0.321
PAX5	0.0595
FBXO2	-2.00325
GMEB1	0.2365
AKT3	-0.263833333333333
CRB1	-0.8885
CTTN	-0.642333333333333
UTP15	0.117166666666667
HSBP1	-0.292916666666667
PHF11	2.5175
NDEL1	0.112
USP8	-0.0565
BAIAP2	-0.0703125
SI	1.224
ARSJ	-1.13083333333333
BAAT	-2.2705
KCNS3	3.57233333333333
LOC126147	-0.150666666666667
TMEM37	-0.6785
C1orf162	3.38283333333333
MBD1	-0.1695
ITGAL	0.743
WDR73	-0.2905
GKN2	0.254666666666667
ARFGAP1	-1.2905
SLC5A8	-0.665666666666667
ZBTB40	-0.0691
CYP4B1	6.71433333333333
LYPLAL1	1.1705
CHST3	-1.87725
MAP3K9	-0.167
BTAF1	-1.51133333333333
TFAP2E	-0.426
RBM35B	-0.144
LOC441251	-0.592666666666667
ANKRD25	-0.194277777777778
UQCRC2	0.2065
MAEA	-0.540833333333333
HYAL1	-2.4486
RNPEPL1	-0.919
CPSF2	0.239625
PSD3	2.3886
ABCA13	-0.271875
AGR2	2.40625
GBX1	-0.7105
HDLBP	0.777428571428572
ACY3	0.019
HECW1	-0.99925
ZNF519	-0.98475
HOPX	2.2605
ZNF304	1.5445
OR12D3	0.3565
FKSG43	-0.2765
METTL1	-0.236875
MFSD3	0.0219
PSPH	-0.95175
CLCA3	-0.55
DARS2	-0.262333333333333
CDC25A	-2.48
BAIAP2L1	-0.551
B3GNT5	-0.679
USP29	-0.0425
ARHGEF10L	0.8177
ATOX1	0.55875
ADAM30	0.13425
DNASE1	-0.2105
STT3A	-0.00483333333333333
RAB6IP1	-0.06675
PTN	0.1299
C1orf106	-2.90523076923077
HECA	1.74275
RNF122	-0.62075
SLC22A18AS	-0.878833333333333
GNG8	0.408333333333333
ELP4	-0.123
FAM65A	0.202
RPL10A	-0.415666666666667
IRS4	-0.009
MACF1	1.1021
SEC24D	0.8595
LOC374395	0.899
TGFB2	1.1425
MDFIC	-0.14375
CHRNE	0.511666666666667
PCMTD2	0.179
ATP6V0D1	0.599666666666667
MTA2	-0.42825
LZTR1	-1.16766666666667
RAP1A	0.0085
AXIN1	-0.51125
POLR1C	-1.19175
TRIO	0.00125000000000001
PLXNA4A	-0.63625
C5orf33	-0.293
DEPDC1B	-3.515375
ZNF473	-0.3925
MTM1	0.70925
GPR107	0.2625
CSNK1A1L	1.06116666666667
FLJ14154	-0.51675
NLRC4	3.90125
ENPP4	1.57666666666667
PADI3	-0.328
RNF170	0.27725
CG018	1.03066666666667
C16orf7	-0.65275
KCNE1	2.048
NRM	-1.11883333333333
SLC37A3	-0.0832857142857143
TPD52L2	-1.26066666666667
UNC5B	2.06775
C12orf12	-0.6712
SDHB	-1.211
CLRN1	0.198142857142857
NUDT10	2.24283333333333
UGT3A1	0.059625
FBXW8	0.55775
RHOF	-0.974
PTPLAD1	0.0705
MYO3B	0.462666666666667
DERA	-0.69825
TPP2	-0.8035
C19orf53	0.6685
GINS3	-1.412
ST6GALNAC5	1.174
CHSY1	-0.22975
MGC15705	0.6735
GPR83	0.0581666666666666
EXT2	0.454625
DOLK	1.02275
TUBAL3	-0.98125
ACVRL1	1.686
ABL2	0.0406666666666667
C14orf156	0.0818333333333333
PTPRZ1	-4.2285
DIP2C	0.84625
LAMP1	0.788875
RXRA	0.5403
MAP3K5	-0.98775
ALKBH1	1.01583333333333
PDLIM7	0.23975
ARL14	-1.8385
SNIP1	-0.683666666666667
TIMP3	1.94533333333333
RGS3	-0.1145
SPAG16	1.8476
ABHD4	0.7205
ARHGEF12	1.20725
GLUD2	0.5865
RAC2	-0.2705
UAP1L1	-0.753
SLC18A3	-0.00600000000000001
YOD1	-0.582
RALY	-0.78725
HMOX2	0.95125
DGKH	0.533
DBNDD2	2.91483333333333
YIPF4	0.223125
THAP10	-0.114
ZNF513	-0.12625
HAGHL	-1.45566666666667
ITGB4	0.507166666666667
CCDC141	-0.1425
YTHDF3	0.28275
C5orf28	0.46725
RPL7L1	-1.01675
TMEM30B	1.64007142857143
ANKRD35	1.1375
DUOXA2	0.089
TBC1D5	0.802875
DFNB59	-0.421
HRH4	-0.023
MYO6	3.0013
DNAJA4	0.901625
RBM24	2.65325
CEACAM20	-1.21525
RBM23	0.0749285714285714
NGFB	-0.254
C1orf63	-1.2407
KRTAP7-1	0.397
PERLD1	1.73325
NPB	-0.281
C17orf59	0.7423
HSPBAP1	-0.32525
SLC15A4	0.708125
PRTFDC1	-1.51325
OSMR	0.0503571428571429
CYSLTR2	-0.973
C19orf25	-0.5662
KIAA1797	0.391
NLRP6	0.182
FAM105B	0.4777
SCRN2	-0.195666666666667
LRRC58	0.4919
RNF17	-0.081375
NEIL3	-3.6625
FAM137A	-1.597
SKP2	-3.674
PARVA	1.54558333333333
PKLR	-1.665
RNF34	0.26475
A3GALT2	0.246
C12orf50	-0.351333333333333
SUNC1	-1.1455
FAM102B	0.0893333333333333
CCT2	-0.5075
LRRC37A2	-1.255
ARF4	1.0975
SIKE	0.12875
C8orf48	1.04683333333333
MBTPS1	0.0237857142857143
GPSN2	0.411
NCF2	3.3065
SLC12A6	0.278666666666667
MRPL48	-0.39025
HMGN3	-1.10266666666667
LRRC62	-1.16825
PAX9	2.196125
FAM55A	-0.5195
C20orf42	-3.43733333333333
SCML2	-1.8026
BCL9	0.725
FAM40A	-0.26575
C9orf41	-0.578666666666667
ZNF774	1.1965
LETM1	-1.76325
PLXNB1	-1.37183333333333
NIPSNAP1	-0.58825
USP10	-0.247
F9	0.67825
LIPE	1.14
CNGB3	-0.321
C12orf52	0.05025
PI4K2A	0.108
MED8	-0.42575
STAT4	0.0091
FGD4	1.233
RNF145	-1.756
WDR32	1.4435
CLDN2	-0.0548333333333333
TCEAL8	0.5765
ZMYND8	-0.7123
PDXK	-1.026625
GATAD2A	-0.48325
PTGES3	-0.261
CCM2	-0.663
TAP1	0.632125
ZNF670	1.10075
ETS2	-0.8505
C6orf166	-0.566166666666667
PRMT2	-0.125285714285714
OR4B1	0.4005
INTS8	-0.0285
CCDC102A	-0.90625
CCDC83	-0.402833333333333
ITGA1	0.024
EPHA5	-1.5918
FAM24B	-0.929333333333333
TSGA10	2.51675
HAL	-2.23733333333333
MYOT	0.21
SPACA3	-0.307
BCL2L2	-0.673
CUGBP2	0.451666666666667
CCNB3	1.0475
RNF113B	0.028
MERTK	-0.18625
BAG1	0.80175
VPS36	-0.18475
ORMDL3	0.5757
C1orf190	0.817
ZNF625	1.07025
CORO2B	-1.552
ALOX15	0.0125
CST1	3.8095
NUPR1	2.18933333333333
CCL7	0.63
SMCR5	-3.0245
DSC2	1.9835
RBMS2	0.9635
GRIK4	0.8425
TRIM65	-0.3985
TMPRSS6	0.9095
TP53INP2	0.67625
GLB1L	0.7715
LOC388284	0.185333333333333
PUS1	-1.30057142857143
BCL9L	0.45
OLFM1	0.965333333333333
RET	-0.3885
MASTL	-2.2905
ALX3	1.63575
IL1RL1	0.2845
ZNF765	-0.5893
C14orf138	-0.7795
SNX10	-0.661333333333333
TAC4	0.1175
C1orf64	-0.3465
POGK	0.37575
MAPK9	0.71275
ZNF366	2.17525
C8orf79	0.944
CLDN7	2.555
OR5AT1	0.7735
TRIM37	-1.587
LRRC25	3.00475
GRHL2	2.0613
TEKT3	3.69725
LASS5	-0.545166666666667
ABCC4	-0.868166666666667
DLG3	1.11
VGLL1	0.069625
ZFP36L2	0.998
MFRP	0.0913333333333333
KIAA1799	-0.24425
FLJ44379	5.023
PCNX	0.18825
ANXA9	1.3275
CYP4V2	0.8453
PIK3C2A	1.9895
SRR	1.402
NOL3	-1.2825
IFITM2	2.6775
ARNTL2	-1.9465
ZNF595	0.61975
NLRP13	0.0035
ASPH	0.888
CPA2	0.556
PVRIG	-2.6425
LEPR	-1.34566666666667
C16orf42	-0.413833333333333
SH3BGRL	3.68875
FAM77D	-0.154333333333333
FNDC7	-0.424
C9orf6	0.4115
NOTCH2NL	1.49783333333333
PGBD1	0.262833333333333
SYNGR2	-0.057
PITPNA	0.5975
PRPF4B	-0.906
SLC43A3	-2.16857142857143
NRBP1	-0.19425
SLC25A22	-0.18725
ILK	0.76525
SLC22A8	0.468166666666667
MRPS7	-0.5035
PITX2	0.08225
FABP3	0.27675
OR1L1	0.252
LOC728215	2.565
BLID	-1.1145
KIAA1217	2.51817647058824
TFPT	0.34775
AP4B1	-1.47925
VBP1	-0.90475
OR1K1	0.4335
MORC3	0.347
BHMT2	-0.672666666666667
C3orf10	0.7385
FZD7	0.502333333333333
WFDC10A	0.1325
PMS2CL	-0.131375
CCDC32	0.873333333333333
FA2H	-1.1785
ALG13	-0.1435
TTLL7	-0.2749
SPOCK3	-0.072
SLC13A2	0.7565
AIM1	1.739
GPRC6A	-0.312
EGR2	2.5435
MED11	0.87975
WWC1	2.38025
SH3GL3	-4.3945
RIF1	0.194214285714286
PRLH	0.1505
VLDLR	1.596
DBT	0.817066666666667
C21orf63	0.58425
CGGBP1	-0.186125
KRTAP12-2	-0.279
TADA3L	1.1705
ZBTB16	3.58325
PDGFB	0.957125
RFX1	0.168375
UQCRB	0.0381
LOC133874	-0.299
HPS3	-1.7305
LGALS3BP	0.3103
DKFZP564O0823	2.86171428571429
MRFAP1L1	-0.138625
HOXA10	-0.692
NGB	-0.0455
KIF21A	1.46030769230769
IFLTD1	0.386
LZTS1	-2.386625
ARHGEF3	2.2865
RHBDL3	-0.3115
CSNK1G2	0.0380833333333333
ChGn	-1.055625
KIAA1244	1.99783333333333
GABRB2	0.46
MGC72080	-1.298
CD27	3.0095
EGLN1	-1.3238
PEX13	0.49725
RWDD3	-0.20475
RNF12	-0.392333333333333
GRIN2B	-0.058
ADAMTS14	-0.680375
DYDC2	3.6055
ATP6AP1	0.2858
NR1H2	-0.072
PDK2	0.653
C3orf17	-0.366333333333333
SLC38A2	-0.601714285714286
SLC25A29	-0.032
C15orf29	-0.091
ADAM9	-0.193916666666667
TMUB2	-0.149125
GPR176	-0.4345
AGK	0.261125
MCCD1	0.3565
NDUFA4	0.02325
TMEM146	2.75875
DUSP1	0.41725
UNQ6975	0.6445
EMX2OS	4.7425
INSM2	-0.503
LUZP4	-0.2855
SETD6	-0.62975
P2RY2	2.60675
SLC45A2	-1.7895
RABGAP1	1.03683333333333
UBXD5	0.584875
GPRC5A	1.5289
PAK3	0.3025
LOC63920	0.11825
TGFBR1	0.2054
KRTAP6-3	0.24875
SFMBT2	0.27875
CDC42	-0.2734375
C11orf35	0.425
TTLL2	0.32525
UACA	0.623727272727273
CD97	-2.2795
SETD5	-0.414875
NINJ2	-0.391
PTER	1.18316666666667
POMGNT1	0.14925
KRTAP4-2	0.103
ECGF1	2.449875
HRB	0.177454545454545
ATP1B2	-0.2175
LOC400506	0.442
COL4A3BP	0.83625
C6orf97	1.764
GRHPR	0.03275
TAS2R1	0.2215
SEMA7A	-1.275
EDF1	0.70575
ODF2L	1.19977777777778
PCID2	-0.928
GTF2H4	-1.564
ZCCHC3	-0.70475
CGB2	0.361166666666667
NEUROD1	-0.00449999999999999
C20orf75	-0.029
RP5-1054A22.3	0.683
IFNA5	0.5605
ZNF134	0.498833333333333
MGC119295	-1.517
ZSWIM6	0.246625
SMEK1	0.142666666666667
PCGF2	0.25775
C1orf102	2.23575
CYP2A13	2.441
KCNH6	-0.0502
MDM1	0.8981
ALDH7A1	0.186333333333333
C9orf75	0.79975
VDAC3	-0.06125
OR51T1	-0.1395
EIF3F	-0.411083333333333
KCNJ10	-0.623
LENG8	-0.2
EDEM2	0.65475
CCNJL	-1.157
DHX37	-0.41
CRYGN	0.2945
AATF	-0.638625
ZNF630	1.359375
E2F5	-0.5075
WFDC13	-0.769
FTSJ3	0.207166666666667
C4orf33	0.31175
LHFPL4	-3.7405
C19orf56	0.511833333333333
SMAD4	0.473125
AFM	-0.6028
G0S2	-2.53825
FCHSD2	0.1488
RRP1B	-1.0263
EEF1B2	-1.08416666666667
STAT6	0.011
ZNF195	0.36925
GNL1	-1.70016666666667
ZNRF2	1.53633333333333
PER3	-0.21375
ASB16	-0.17975
C10orf10	0.00921428571428569
ADCY8	-3.5675
C9orf58	-3.34233333333333
ARMC10	-0.375833333333333
PSG1	-1.843
DHX34	-0.50775
VARS2	-0.3835
NFIC	1.40775
ITPR2	1.2475
AGXT2	0.997166666666667
OR6K3	0.424
H2AFZ	-1.78658333333333
MLLT3	1.50416666666667
COX4I2	1.898
CCNT2	0.147625
PLK4	-1.8275
NUMBL	-0.175833333333333
MED16	-0.34975
PLEKHQ1	1.12825
GOSR1	0.475888888888889
BTG4	0.1505
RPL30	0.551916666666667
IGSF5	-0.0855
IGFL2	3.1325
ELMOD2	0.5285
SHC3	-0.8635
HAVCR1	-0.6615
DYNC2H1	0.741625
RNF5	-0.0915
C2orf7	-0.169
NLF1	-0.358
KLHL25	-0.1385
LRP10	0.8531
KRI1	-0.7785
PUS7L	0.7315
MGMT	1.128
HOXD1	-0.466333333333333
CSH1	0.0283
ATG16L2	-1.985
FLJ44635	0.8915
CHODL	0.56425
EXOSC8	-1.564
SLC28A1	-0.043
MYO7B	-0.237833333333333
SEH1L	-0.557
MTNR1A	0.213333333333333
TSPAN5	0.195333333333333
CDC45L	-4.37833333333333
AMIGO1	0.0895
ATAD3A	-1.915875
OSGIN2	0.597333333333333
PDIK1L	-0.1925
DARC	0.9675
PIPSL	0.867
SHMT1	-0.548
CRISP3	0.6825
POPDC2	1.43283333333333
ZRANB2	-0.7515
FBXL8	-1.38325
TRIP13	-2.84918181818182
EIF5AL1	-0.759
POU5F1P3	-5.19116666666667
IL6	-2.84133333333333
CXorf38	0.171166666666667
IFNA16	0.334
FBXL2	2.5615
BRD1	-0.19025
STATH	-0.15725
FBXO44	-0.1295
MCCC2	1.45475
CDC2	-2.3255
C5orf23	-0.93775
IVD	0.087
C10orf122	-1.25766666666667
MSL3L1	0.0434
MVP	1.22925
EPOR	-0.7093
ZMYM1	-0.93
BCL7C	0.661833333333333
PSTPIP2	1.7724
LYPD1	-2.882625
OR8G5	-0.3365
ZP3	-0.882
BCAS4	1.004
EDG6	1.32225
ISY1	0.05075
PRAMEF2	-1.06375
CUL1	-0.285875
RNF213	1.3088
CCRK	1.27025
DHX9	-0.283875
C13orf29	0.7975
NCKAP1	0.255166666666667
MRPL43	0.486714285714286
XPR1	-0.794
PKN2	-1.1344
PODNL1	1.7015
ZNF333	0.981375
DALRD3	0.928
OPN1SW	0.0865
BTBD6	0.66275
C11orf82	-1.8135
OR5P3	0.8315
DUSP11	-0.00850000000000001
L1CAM	-1.3868
NEK11	3.11983333333333
OR7E91P	1.065
CNTN3	4.1499
CREB3L2	0.945
ZBTB37	1.1105
KIAA1324L	1.74475
NDUFB10	0.655666666666667
NUDT2	0.22
GTPBP8	-0.6455
CACNA1D	0.643625
PRKAA2	0.5565
PRDM8	0.549
MGC16075	0.433
KRT14	-0.826
PP8961	-0.13275
MRPL18	-0.106
ABCG2	-1.7635
PACRG	2.452
BBS2	0.35325
KREMEN2	-1.217
FBXO21	0.92575
HNRPUL1	0.509833333333333
GRB10	-0.44525
CLSTN1	0.57575
LMAN2	-0.5415
C17orf61	0.706
NIPSNAP3A	1.0145
INSIG2	-1.6535
PCDHB7	-0.00716666666666666
STXBP2	1.675875
CMAH	0.265727272727273
SEMA5B	-1.21675
ZNF155	1.01333333333333
COQ6	0.6225
PRPF4	-0.004
TSPAN15	2.7381
VN1R5	-0.04075
LATS2	1.2435
SELK	0.74825
PGK2	-0.1045
MS4A1	-1.07925
TYW3	-0.8557
KRTAP5-1	-0.8415
RCCD1	-1.87133333333333
BTN1A1	1.09425
DDX28	-0.546
TMEM65	-0.302875
LOC92345	0.30275
TTC31	-0.53075
WDR46	-0.867166666666667
CHP2	-1.87283333333333
LSP1	1.4265
ZNF542	0.935
EXOSC1	-0.148
ARHGAP18	0.293833333333333
LRRTM4	-0.207
MAOB	3.79641666666667
CACNB4	1.41375
MGC33846	-1.5385
RANBP3L	3.68775
ATP5L	0.54975
ONECUT1	-3.169
NUDT9	0.42225
TMEM149	1.1895
STX17	1.06575
IGSF10	-4.131
TMPRSS9	0.604
BMPR2	1.32775
ALLC	0.2265
KLF7	0.773875
GCC1	1.1657
TIMM9	-0.3205
CDO1	3.39266666666667
MGC10701	-1.27166666666667
IFI6	1.642
FRMD8	-0.04825
MGAT2	0.24975
WBP5	0.3895
CNIH2	-0.75025
KIAA0907	-1.9823
KCNH8	-0.685
CTSG	-3.0265
GRIK1	1.84016666666667
CUL5	0.633875
FRMD1	0.1615
OR9A4	0.3855
SYT6	-2.11875
FOXD4L2	0.572
ANAPC2	0.390166666666667
OPN5	-0.8205
TAF13	0.11025
LYG2	-0.6675
GGNBP1	-0.2605
C11orf40	0.24
OTX2	-0.956
REG4	-0.7085
EIF5	-0.4459375
PALB2	0.1775
SEPSECS	-0.5786
RNASE3	-0.0075
TRIM49	-1.1405
POLR2K	0.1373
GPR42	0.165
C8B	-2.8365
SASS6	-0.6745
PREB	-0.941
OR3A3	0.786
TUBA8	-0.294375
IGLV2-14	-2.9445
STIL	-2.61625
ANKFN1	-0.0986666666666667
NME7	0.00025
HOXC12	-0.401333333333333
UBE2C	-2.152125
FHOD1	-1.2765
CDK2AP1	0.83725
OR6K2	0.7315
DHPS	-0.023
RPL5	-1.74308333333333
TRGV5	0.314
LOC541472	-0.0855714285714286
HCCS	-0.7601
DENND1B	3.0015
LHX3	0
OR5D16	0.626
CXorf57	-2.758
IRF2BP1	1.60775
NDST2	0.824666666666667
LCE3D	0.499
BOLL	0.63725
SYT3	-0.54475
PIH1D2	2.467
C20orf7	-0.5945
IL1R2	0.7085
SLAMF9	1.501
PPME1	0.852
PIK3CA	0.492
TRAPPC1	1.29775
COLEC10	-0.6125
SLC9A6	-1.6452
PDDC1	-0.672583333333333
CCDC53	0.76175
GK3P	-0.7485
DAZL	-1.27225
BRI3	-0.09325
SDK1	0.16675
CYP2C18	-0.359
IFI44L	2.675125
RPL3L	0.3405
FUT9	2.65216666666667
KIFC2	-0.82
PMP2	-0.44775
SLC4A9	0.3765
PLAG1	-1.466
MYCBP2	1.62083333333333
OR4E2	0.5625
CCDC65	3.64975
C16orf82	0.1525
ENTPD4	0.52375
BRP44L	-0.1435
PMP22CD	0.42275
TMCO4	-0.1385
KCNN1	-0.908166666666667
WDR35	0.49775
CCDC80	2.198375
C3orf31	-0.8305
SLC7A9	-0.89875
TMEM190	3.8345
DBC1	-2.12266666666667
FADS3	-1.53233333333333
PDZD8	1.39733333333333
GRM5	0.153
AZGP1	4.3261
PEX3	-0.0245
MED1	0.0754285714285714
ATG4C	-1.249
HNRPH3	-1.751
FAM109B	1.87725
C4orf17	0.0705
CA10	-0.615
OPRD1	0.342
CCL16	-1.9345
SACM1L	0.64825
CST6	4.875
CD63	1.01175
LGI1	-0.68475
ZNF784	-1.43525
CRYBB1	-0.393
CX3CL1	-0.7403
TOP2A	-3.011375
GYPB	-3.062
GADD45GIP1	0.36075
FEN1	-2.0735
IGF1R	0.614875
WDR72	-2.3948
PURG	-0.0815
DEFB126	-0.308
PKD1L1	1.11175
CAV1	-2.0229
GNPDA2	0.0847
DGAT2	-0.61175
NLGN1	-3.70125
STRBP	0.789375
HPRT1	-0.173833333333333
FANCI	-2.5195
PSMA7	0.695625
DBF4B	-0.708333333333333
TTF1	-0.42125
RAD54L	-3.446
ELOF1	-0.32075
PLAGL2	-0.107125
ZNF256	0.482
HMGCL	-0.34025
MSI2	-0.193
RPESP	4.06666666666667
C11orf60	1.35825
ABCD1	0.539
ACAA1	1.3058
SPARCL1	3.822
IL6ST	3.544
ZNF319	0.035
TMEM109	-0.5351
FAM90A1	-0.876666666666667
IL22RA1	-1.0325
ATP4B	-0.1685
TEC	-1.53316666666667
C7orf30	-0.93675
TXNDC2	-0.245833333333333
ABCB4	-0.077
KIAA1191	1.282875
C9orf38	0.1105
SFTPB	0.113375
CNTNAP2	-1.64791666666667
FRK	2.4335
TBX19	-0.33075
CHD4	-0.22625
C6orf26	-3.77233333333333
MOSC2	1.89475
IKBKE	0.19975
HIF1A	-2.007
LOC595101	-0.675
RELA	0.232166666666667
TMEM16B	0.9905
ABHD12B	-2.058
TSEN34	0.36675
KIF18A	-2.29875
TXNDC9	-0.378666666666667
SPATA2L	0.032
SEMA4G	-0.5595
C21orf91	-0.081
MATN1	-0.1265
KCNIP4	-0.237333333333333
TUSC1	2.999
OR4C15	0.3155
ARMCX6	0.24425
WBSCR27	-0.239333333333333
OR52I2	-0.1795
KIAA1604	0.022
DYNC1I1	-2.290875
PPP4C	0.69775
SLC47A2	-2.10133333333333
TREH	0.439875
CD48	1.02116666666667
ST14	2.0975
PKN1	-0.6615
SPON2	2.7055
XBP1	2.453
SFRS12	-0.190333333333333
EFCAB6	2.9285
SELT	0.586
SLC39A2	1.52
ERF	-0.324
ARL3	0.740875
SURF6	-1.2659
MLLT10	-0.457428571428571
FLJ11171	0.136
TDGF1	-4.16816666666667
ERCC6	-0.37475
EIF2AK4	0.950875
BAZ1A	0.859666666666667
LRRN3	4.48316666666667
TMC3	0.911
EFTUD1	0.277
PTPRO	1.351
CLEC12A	0.248
ACBD4	0.09125
ZDHHC14	-0.128125
OTUD7B	0.990875
ACTB	0.408
MSRA	-0.089
LCE5A	-3.2485
IFI35	0.818
BSCL2	0.716
ANKRD12	1.22383333333333
CFHR2	0.54
RGAG1	0.451166666666667
HSFY1	-0.3795
SLC30A5	0.236583333333333
IMPG1	0.519
GPR109A	0.344
ZNF185	1.4575
IYD	0.211
NPCDR1	1.0685
SERPINA13	0.449
HMGCLL1	-1.311
NEUROG1	-0.18
UBQLN1	0.3136875
LIN37	0.80925
SOCS2	-1.69725
DSCR4	-1.656625
XKR6	-2.168
GPR142	0.717
KRTAP13-3	0.4885
CCDC15	1.304
MOS	0.6365
CD1E	1.01
OFCC1	0.0805
FAM83D	-2.894
SRFBP1	0.73725
C9orf96	0.026
DHDH	0.0155
CCDC90A	-0.225
RABL3	1.93875
CD320	-2.03866666666667
ANGEL2	0.69325
MRPL21	0.07325
SMG6	0.715
INSR	1.4506875
FLJ14816	-0.395
GLRB	1.4705
C9orf89	1.5915
CIZ1	-0.899875
URG4	-1.14333333333333
LRDD	-1.86783333333333
CBY1	0.6485
NFX1	0.225
MTERFD2	-0.680928571428571
C19orf23	0.214
PGC	-2.299875
IER3IP1	0.8361
RASAL2	1.47083333333333
C1orf89	-0.9935
SYNJ1	-0.14825
NFKBIE	1.34
FLJ40125	-0.288166666666667
TCEB2	0.5077
NOG	-2.321
POLR2J2	-0.777666666666667
HLA-B	2.163
PCDHA1	1.482
PPP2R2B	-1.58425
ARHGEF17	0.171
TCF7L2	1.68292857142857
CHD5	-0.455666666666667
ZNF431	0.596375
TBC1D25	0.654
ZNF800	1.41325
SCUBE2	4.00254545454545
MYCBP	0.366666666666667
GPX5	0.2135
C6orf129	-0.2185
