Hybridization REF	TCGA-A8-A09M-01A-11R-A00Z-07
KIAA1244	2.84833333333333
GABRB2	0.1205
MGC72080	0.3515
CD27	4.194
EGLN1	-1.6934
PEX13	0.39825
RWDD3	0.44225
RNF12	-0.758
GRIN2B	-0.6105
ADAMTS14	-1.10475
DYDC2	-0.881
ATP6AP1	1.1266
NR1H2	-0.622166666666667
PDK2	0.71775
C3orf17	0.127833333333333
SLC38A2	-1.08607142857143
SLC25A29	-0.443666666666667
C15orf29	0.674875
ADAM9	-1.42308333333333
TMUB2	0.64025
GPR176	-0.666
AGK	-0.59775
MCCD1	2.58625
NDUFA4	0.42775
TMEM146	-0.051
DUSP1	0.171625
UNQ6975	0.304
EMX2OS	1.58
INSM2	-0.3405
LUZP4	-0.265
SETD6	0.39675
P2RY2	2.407
SLC45A2	-1.5245
RABGAP1	0.381666666666667
UBXD5	-0.74375
GPRC5A	1.076
PAK3	-0.620833333333333
LOC63920	-0.0455
TGFBR1	-0.4011
KRTAP6-3	0.16
SFMBT2	-0.24925
CDC42	0.00937500000000002
C11orf35	0.824
TTLL2	0.07975
UACA	0.107916666666667
CD97	-0.8719
SETD5	-0.102625
NINJ2	-0.5785
PTER	1.51766666666667
POMGNT1	0.605
KRTAP4-2	-0.59
ECGF1	3.18925
HRB	-0.915272727272727
ATP1B2	-0.167
LOC400506	-0.0185
COL4A3BP	0.57275
C6orf97	1.44225
GRHPR	0.75825
TAS2R1	0.4985
SEMA7A	-1.32225
EDF1	0.331
ODF2L	0.3659
PCID2	-0.0951666666666667
GTF2H4	-0.915
ZCCHC3	-0.693375
CGB2	-0.300833333333333
NEUROD1	0.28175
C20orf75	-0.115
RP5-1054A22.3	1.7265
IFNA5	0.447
ZNF134	-0.240666666666667
MGC119295	-0.3594
ZSWIM6	-0.539
SMEK1	-0.254166666666667
PCGF2	-0.00862499999999999
C1orf102	3.1975
CYP2A13	0.7115
KCNH6	-0.6214
MDM1	0.3031
ALDH7A1	-0.467166666666667
C9orf75	0.6135
VDAC3	0.1495
OR51T1	-0.04
EIF3F	-1.06841666666667
KCNJ10	0.420375
LENG8	-0.35525
EDEM2	0.63625
CCNJL	-1.4655
DHX37	-1.015
CRYGN	0.179
AATF	-0.423625
ZNF630	1.372
E2F5	0.0895
WFDC13	-0.60175
FTSJ3	-0.382
C4orf33	0.816
LHFPL4	-2.6
C19orf56	-0.00641666666666666
SMAD4	-0.6225
AFM	-0.168
G0S2	-1.4555
FCHSD2	0.1846
RRP1B	-1.3516
EEF1B2	-0.794333333333333
STAT6	0.1155
ZNF195	-1.0545
GNL1	-1.218
ZNRF2	0.3385
PER3	-1.0725
ASB16	0.31025
C10orf10	1.36621428571429
ADCY8	-2.98566666666667
C9orf58	-0.867666666666667
ARMC10	-0.019
PSG1	-1.361
DHX34	-0.4795
VARS2	-0.17625
NFIC	0.07475
ITPR2	1.20075
AGXT2	0.157833333333333
OR6K3	-0.1765
H2AFZ	-0.253
MLLT3	0.211083333333333
COX4I2	1.31775
CCNT2	-0.9755
PLK4	-1.619875
NUMBL	-0.227333333333333
MED16	-0.118
PLEKHQ1	1.422
GOSR1	0.947111111111111
BTG4	-0.411
RPL30	0.91925
IGSF5	1.15
IGFL2	1.82133333333333
ELMOD2	0.958166666666667
SHC3	-1.06716666666667
HAVCR1	-0.1725
DYNC2H1	-0.45075
RNF5	-0.906333333333333
C2orf7	-0.8365
NLF1	0.797
KLHL25	1.4445
LRP10	0.6152
KRI1	-0.1355
PUS7L	-0.0698333333333333
MGMT	1.962
HOXD1	-0.5025
CSH1	-0.0554
ATG16L2	-0.25375
FLJ44635	-0.188
CHODL	1.8265
EXOSC8	-2.0815
SLC28A1	-0.1165
MYO7B	-1.37466666666667
SEH1L	-0.1792
MTNR1A	0.339833333333333
TSPAN5	2.24966666666667
CDC45L	-2.10766666666667
AMIGO1	0.5335
ATAD3A	-1.40025
OSGIN2	0.997333333333333
PDIK1L	0.699
DARC	1.55075
PIPSL	-0.269
SHMT1	-0.7055
CRISP3	-0.752
POPDC2	2.0275
ZRANB2	-0.164166666666667
FBXL8	0.92075
TRIP13	-1.82354545454545
EIF5AL1	-1.121
POU5F1P3	-4.37066666666667
IL6	-2.53633333333333
CXorf38	0.724833333333333
IFNA16	0.176
FBXL2	2.52166666666667
BRD1	0.398
STATH	0.21675
FBXO44	0.900833333333333
MCCC2	-0.1765
CDC2	-1.1751
C5orf23	0.2995
IVD	1.16166666666667
C10orf122	-0.4035
MSL3L1	-0.2793
MVP	0.5795
EPOR	-0.646
ZMYM1	-0.219
BCL7C	0.181833333333333
PSTPIP2	0.5146
LYPD1	-2.476875
OR8G5	0.4435
ZP3	0.0326666666666667
BCAS4	2.35275
EDG6	2.76775
ISY1	0.15775
PRAMEF2	-0.81175
CUL1	-0.31275
RNF213	1.8685
CCRK	1.1315
DHX9	-0.3605
C13orf29	-0.4705
NCKAP1	0.6405
MRPL43	0.508
XPR1	-0.74725
PKN2	1.3147
PODNL1	0.0675
ZNF333	0.486625
DALRD3	0.1465
OPN1SW	0.682
BTBD6	0.2685
C11orf82	-2.0155
OR5P3	-0.2655
DUSP11	0.02375
L1CAM	-1.9909
NEK11	2.05833333333333
OR7E91P	1.609
CNTN3	0.6349
CREB3L2	0.618
ZBTB37	1.3375
KIAA1324L	0.64925
NDUFB10	0.612833333333333
NUDT2	0.47575
GTPBP8	0.16925
CACNA1D	0.5205
PRKAA2	-0.351166666666667
PRDM8	-0.00749999999999998
MGC16075	0.6235
KRT14	-2.12921428571429
PP8961	0.56925
MRPL18	0.77025
ABCG2	-2.42675
PACRG	1.76475
BBS2	0.71925
KREMEN2	-3.599
FBXO21	0.90925
HNRPUL1	-0.817083333333333
GRB10	-0.7465
CLSTN1	0.985125
LMAN2	0.7246
C17orf61	-0.14225
NIPSNAP3A	0.2155
INSIG2	-0.975666666666667
PCDHB7	0.312666666666667
STXBP2	-0.61825
CMAH	0.170083333333333
SEMA5B	-0.90125
ZNF155	-0.431666666666667
COQ6	-0.627
PRPF4	-0.1935
TSPAN15	2.4984
VN1R5	0.19
LATS2	-0.436
SELK	0.903
PGK2	0.11525
MS4A1	-0.1105
TYW3	-0.0695
KRTAP5-1	0.913
RCCD1	-0.804666666666667
BTN1A1	0.35
DDX28	-0.239
TMEM65	0.425625
LOC92345	0.26925
TTC31	-0.45275
WDR46	-1.17183333333333
CHP2	-1.0565
LSP1	0.089125
ZNF542	-0.653
EXOSC1	-0.443
ARHGAP18	0.242666666666667
LRRTM4	-0.83925
MAOB	1.75133333333333
CACNB4	-1.05325
MGC33846	0.211875
RANBP3L	0.33125
ATP5L	-0.550625
ONECUT1	-2.8845
NUDT9	1.184
TMEM149	0.249
STX17	0.97
IGSF10	-4.3305
TMPRSS9	-0.395
BMPR2	0.973666666666666
ALLC	0.35875
KLF7	-0.40825
GCC1	1.0308
TIMM9	0.24925
CDO1	-0.981166666666667
MGC10701	0.0185
IFI6	3.47583333333333
FRMD8	0.8825
MGAT2	0.47075
WBP5	0.0625
CNIH2	-0.38425
KIAA0907	-0.8924
KCNH8	-0.8785
CTSG	-3.1785
GRIK1	-0.348333333333333
CUL5	0.124
FRMD1	0.768
OR9A4	0.6105
SYT6	-1.351375
FOXD4L2	0.19425
ANAPC2	-0.815666666666667
OPN5	-0.3275
TAF13	-0.58475
LYG2	-0.08975
GGNBP1	0.419
C11orf40	0.2825
OTX2	-1.0965
REG4	-0.557166666666667
EIF5	-0.731625
PALB2	-0.505
SEPSECS	-0.3978
RNASE3	0.03575
TRIM49	-1.238
POLR2K	1.5269
GPR42	0.391
C8B	-2.4665
SASS6	-0.351
PREB	-0.0311666666666667
OR3A3	0.2475
TUBA8	0.854
IGLV2-14	0.57
STIL	-2.03775
ANKFN1	-1.4795
NME7	0.13375
HOXC12	4.22675
UBE2C	-0.457125
FHOD1	-1.198375
CDK2AP1	0.307916666666667
OR6K2	0.36225
DHPS	-0.27575
RPL5	-0.2965
TRGV5	0.573
LOC541472	0.088625
HCCS	-0.3894
DENND1B	2.0255
LHX3	0.1675
OR5D16	0.583
CXorf57	-2.42333333333333
IRF2BP1	-0.4805
NDST2	0.822166666666667
LCE3D	-0.091
BOLL	0.537125
SYT3	-1.463
PIH1D2	0.1205
C20orf7	-0.150833333333333
IL1R2	0.756333333333333
SLAMF9	0.3655
PPME1	-0.136625
PIK3CA	0.1435
TRAPPC1	-0.8235
COLEC10	-1.1555
SLC9A6	-2.0385
PDDC1	0.212833333333333
CCDC53	0.86125
GK3P	-1.31825
DAZL	-0.91275
BRI3	0.59025
SDK1	0.255625
CYP2C18	-0.31525
IFI44L	5.973125
RPL3L	0.2365
FUT9	-0.8795
KIFC2	0.262166666666667
PMP2	-0.4295
SLC4A9	0.1945
PLAG1	-1.493
MYCBP2	0.017
OR4E2	0.2505
CCDC65	1.20875
C16orf82	0.15625
ENTPD4	-0.734
BRP44L	0.34
PMP22CD	0.43625
TMCO4	0.583666666666667
KCNN1	-1.64183333333333
WDR35	-0.034
CCDC80	1.297
C3orf31	-0.6945
SLC7A9	0.089
TMEM190	-0.68325
DBC1	-2.21516666666667
FADS3	-0.701333333333333
PDZD8	-1.042
GRM5	0.466375
AZGP1	3.0186
PEX3	0.8015
MED1	0.2325
ATG4C	-1.0065
HNRPH3	-0.843625
FAM109B	1.85
C4orf17	-0.1515
CA10	-0.2125
OPRD1	-0.2035
CCL16	-0.9585
SACM1L	-1.3265
CST6	4.33725
CD63	1.234875
LGI1	1.59675
ZNF784	0.83725
CRYBB1	-1.7165
CX3CL1	0.2846
TOP2A	-1.585125
GYPB	-3.33016666666667
GADD45GIP1	-0.3995
FEN1	-0.708875
IGF1R	1.9981875
WDR72	0.436
PURG	-1.439
DEFB126	-0.129
PKD1L1	0.38275
CAV1	-2.7433
GNPDA2	1.4968
DGAT2	-0.973375
NLGN1	-5.73675
STRBP	-0.03425
HPRT1	-0.363666666666667
FANCI	-0.464
PSMA7	1.6945
DBF4B	-0.375
TTF1	-0.557
RAD54L	-1.781
ELOF1	-0.10325
PLAGL2	-0.413625
ZNF256	0.47075
HMGCL	0.517
MSI2	0.4415
RPESP	-3.30133333333333
C11orf60	0.24625
ABCD1	-0.346
ACAA1	-0.2989
SPARCL1	4.13735714285714
IL6ST	0.8374
ZNF319	0.73625
TMEM109	0.4947
FAM90A1	-1.995
IL22RA1	0.1225
ATP4B	0.2315
TEC	-1.00683333333333
C7orf30	-1.36625
TXNDC2	-0.8595
ABCB4	-1.195
KIAA1191	0.753875
C9orf38	-0.424
SFTPB	0.376714285714286
CNTNAP2	1.38358333333333
FRK	-0.3595
TBX19	-0.06275
CHD4	-0.25375
C6orf26	-2.3085
MOSC2	2.267
IKBKE	0.84175
HIF1A	-2.4315
LOC595101	-0.5255
RELA	0.281833333333333
TMEM16B	-1.83633333333333
ABHD12B	-2.87
TSEN34	0.67125
KIF18A	-1.91625
TXNDC9	0.457166666666667
SPATA2L	-0.387
SEMA4G	-0.8205
C21orf91	0.298875
MATN1	-0.257
KCNIP4	0.524833333333333
TUSC1	1.702875
OR4C15	0.3785
ARMCX6	0.564833333333333
WBSCR27	-0.5675
OR52I2	0.213
KIAA1604	-0.39425
DYNC1I1	-1.254625
PPP4C	-1.03075
SLC47A2	-1.66716666666667
TREH	-0.109375
CD48	2.65883333333333
ST14	1.13183333333333
PKN1	-0.69
SPON2	1.41575
XBP1	3.28941666666667
SFRS12	-1.11466666666667
EFCAB6	1.60375
SELT	0.397
SLC39A2	0.3675
ERF	-1.34733333333333
ARL3	0.406375
SURF6	-0.3317
MLLT10	-0.385809523809524
FLJ11171	-1.30383333333333
TDGF1	-4.4365
ERCC6	0.20975
EIF2AK4	0.219875
BAZ1A	-0.885333333333333
LRRN3	0.028
TMC3	0.261
EFTUD1	0.6125
PTPRO	1.908
CLEC12A	1.453125
ACBD4	0.421125
ZDHHC14	-1.05775
OTUD7B	0.648
ACTB	-0.0518125
MSRA	-0.1655
LCE5A	1.676
IFI35	1.6425
BSCL2	0.529666666666667
ANKRD12	0.106416666666667
CFHR2	0.48075
RGAG1	-0.502666666666667
HSFY1	-0.6395
SLC30A5	-0.066
IMPG1	0.516
GPR109A	0.348
ZNF185	-0.03725
IYD	3.54525
NPCDR1	0.3295
SERPINA13	-0.6315
HMGCLL1	-2.156
NEUROG1	0.8525
UBQLN1	0.520375
LIN37	0.212
SOCS2	-2.949
DSCR4	-1.420625
XKR6	-1.8985
GPR142	0.7505
KRTAP13-3	0.202
CCDC15	-1.205
MOS	0.494
CD1E	-1.275
OFCC1	0.183
FAM83D	-1.99675
SRFBP1	-0.4865
C9orf96	0.451
DHDH	-0.60925
CCDC90A	-0.2745
RABL3	0.78905
CD320	-1.27233333333333
ANGEL2	0.197416666666667
MRPL21	-0.5625
SMG6	0.3925
INSR	1.9113125
FLJ14816	-1.072
GLRB	0.543666666666667
C9orf89	1.3595
CIZ1	-0.654
URG4	0.182333333333333
LRDD	-0.862
CBY1	0.277333333333333
NFX1	-0.121875
MTERFD2	-0.297428571428572
C19orf23	0.504
PGC	-2.732875
IER3IP1	0.7985
RASAL2	0.616333333333333
C1orf89	0.1575
SYNJ1	-0.92475
NFKBIE	0.99375
FLJ40125	-1.026
TCEB2	0.0891
NOG	-2.092
POLR2J2	-0.306166666666667
HLA-B	3.0845
PCDHA1	-0.0355
PPP2R2B	-1.02475
ARHGEF17	0.812
TCF7L2	-0.632857142857143
CHD5	-0.5275
ZNF431	-1.1945
TBC1D25	-0.3465
ZNF800	0.17475
SCUBE2	4.229
MYCBP	-0.542666666666667
GPX5	0.5125
C6orf129	0.877
QSER1	-1.01616666666667
ULK2	2.474
PIGO	0.117833333333333
NRCAM	-2.29807142857143
SLC35E3	1.59175
CSRP2	-1.868
HYPE	1.47925
MAPK15	0.0713333333333333
MGC14327	0.4745
TIMM13	-0.307166666666667
ZNF462	-2.2625
GBA3	0.54025
TEX13A	-0.187
MCM6	-1.197
MTRF1	-1.21075
ABCA7	-1.019
EIF4A2	0.30925
ZC3H10	1.2031
RPGR	0.265
C20orf94	1.0595
RP1L1	0.30275
GPR125	-0.461125
USP22	-0.934142857142857
OR1L4	0.2735
MLZE	1.35325
FLJ32065	1.14875
PTCD1	0.132
CRTAC1	-0.694166666666667
BXDC2	-0.9755
C18orf1	3.543
FAM107A	0.550571428571428
EFNA3	-1.6595
P18SRP	-0.0972
CAMKK2	0.945416666666667
KIAA0649	-0.9705
NES	-2.11633333333333
HS6ST3	0.783125
PON2	-0.42025
TCP11L2	-0.609
CLEC4A	2.84125
PRR12	-0.0755
MLXIPL	-1.4603
C2orf50	-0.303
ZNF28	0.61975
ENC1	-0.07
MAP2K1	0.722125
FKSG2	0.4715
KIAA0430	1.553
PTP4A1	-1.56477777777778
GPR156	1.377
GTF3C6	-0.7235
UBR2	0.0172
LOC388272	-0.77225
MAK	0.1625
ACOT4	2.614
STC2	-2.8745
PIGW	-1.52175
SAE1	-0.770875
COL6A1	-0.257863636363636
OAZ1	0.146
STMN4	-0.111
EDG3	0.0265
SGCE	0.149666666666667
IL11	-2.48333333333333
PRSS8	2.43125
YIPF5	0.50875
WNT4	4.75375
CSN2	0.04
TCF7	-2.617125
TDO2	2.433
SAMD9	0.3139375
S100A7A	0.052
MMRN1	0.6835
GKAP1	0.025
AKR1C3	-0.936
RNF19A	0.32425
GMDS	-0.7955
YKT6	-0.534625
SPARC	0.8472
C12orf31	0.1205
UBE2V2	-0.777
FBXL18	-0.928166666666667
KIAA0460	-0.17775
ADAM22	-0.611625
SERPINC1	-4.09275
KCTD21	0.47225
MYOHD1	-1.292
ZNF37A	0.2105
GTF3C1	0.175
CTSZ	3.0025
PRNPIP	-1.690125
DRD1IP	0.12825
NR1I2	-1.95233333333333
ZNF266	-0.165
SPAG4L	0.2445
COX4NB	-0.6475
SAPS1	0.202
APOA1	-3.60875
TATDN1	0.043
C10orf82	3.852
KPNB1	0.26225
FOXO3	-0.09575
CRYBB2	0.181
ZBTB5	-0.523
SLC25A38	-0.223
DCTN2	-0.3165
IFT20	0.19975
CTHRC1	1.78325
C1orf31	-0.1085
UHRF1	-1.0290625
GPC6	-0.97375
C10orf54	1.47575
MCF2L2	-0.00133333333333335
WNT9B	0.054125
OLA1	0.253
FAM120B	-0.23675
TTLL10	-0.064
CYorf15A	-3.18925
RELN	-2.0197
SCN2B	-0.250833333333333
MFHAS1	-1.8335
NKX3-2	-0.849666666666667
RASGRF2	-0.4245
SSBP1	-0.303166666666667
KPNA6	-0.232357142857143
LOC389118	0.3675
HS3ST4	-1.5126
SUPT7L	0.111375
FLJ32658	-1.7105
IGFBPL1	-0.43575
KIAA1641	0.1226
SHKBP1	-0.872833333333333
CSF1R	4.87975
NAGK	0.9965
MYL2	0.50575
HIST1H4C	-0.708166666666667
TOMM7	-0.566875
ADAMTSL3	4.2798
TNFSF14	-0.0755
PRRT2	0.111
VTA1	-0.303
AOAH	3.73233333333333
CRISPLD2	0.889642857142857
PNN	-0.7404
TA-NFKBH	-0.6715
ESPN	-0.84075
RBM43	0.1035
KIAA1267	0.556375
DDX3X	-0.635277777777778
KIAA1576	-4.42625
PLXDC1	3.71316666666667
FLJ25801	-3.69825
HNRNPL	-0.258
RUNDC3A	-0.199666666666667
CASP12	1.099
SH2D5	-1.369375
RPL26L1	0.3135
OR51A7	-0.4355
HDC	0.3925
C2orf16	0.0455
SYTL3	2.869125
GOLGA4	-0.038375
NOTCH1	-0.360666666666667
ATPAF2	-0.04225
ECD	0.507
SSX5	-1.47516666666667
SNAP91	-0.0465
OCA2	-3.338
PNPO	0.982666666666667
DAPK1	-0.349833333333333
PINX1	-1.29766666666667
SELENBP1	1.048
NEK3	-0.73625
TMED4	0.543357142857143
SSTR4	-0.1295
FOSL1	-2.6613
CD40LG	0.7745
CES1	-0.8755
DCI	1.13083333333333
B3GAT3	0.112833333333333
STK17B	-0.3675
CNTN6	-0.0855
CYP3A4	-1.35883333333333
MBOAT2	1.30042857142857
PISD	1.293625
USP1	-1.02125
PYDC1	1.517
CENPM	-1.111125
SAR1B	0.9795
TTC7B	-0.47525
DP58	-0.783
GPC1	-0.61775
RBL1	-0.980375
TMEM137	-1.19733333333333
TOB1	1.39366666666667
TCEAL1	0.0821666666666667
CENPF	-1.87227272727273
C6	0.0763333333333334
PRSS1	-2.649
PPIL6	0.729833333333333
C6orf124	0.134
ODZ4	0.4265
SNCB	-0.027
NDUFB9	1.31
CNOT6L	0.3775
S100A9	0.887
TRIM50	0.297
KCTD1	0.7479
WDR63	1.11375
SPEF2	2.44025
RNGTT	-1.676
CXorf22	0.495
KCNK16	0.2765
CEP250	-0.1655
ATPBD1B	-0.42525
KCNJ2	3.0845
MT1B	-1.7365
ZNF684	-1.234
SLC4A1	0.08925
PDHA1	-0.606
ZNF492	-0.551875
TKT	-1.9465
BYSL	-0.234625
RNF38	-0.573375
AHDC1	0.3425
KLHL2	-0.004875
CMTM8	1.2255
DMP1	0.135
HERPUD2	-0.185375
CRTAM	2.773
ZNF572	2.068
TMEM16J	-0.078
HSD17B2	-4.48025
UBE2G1	-0.593875
AHSA2	-0.3655
PELI2	-1.486
TPX2	-2.164
ATP9B	1.6835
DAZAP1	-0.560875
HMGCS2	0.6025
C17orf38	-0.01875
B9D1	0.33225
NKX2-5	-0.5465
KIAA1276	-0.60025
LILRB2	3.889
CSTF1	0.395333333333333
BTN2A1	-0.304833333333333
C15orf48	5.7695
IGF2BP3	-3.77575
FAM113B	1.79
HRG	0.145375
ZNF131	-0.32225
USP47	1.01407142857143
CCDC88B	0.348875
HCN1	-0.537
HTN1	0.0345
SYCP3	-0.439
C13orf23	-0.6421
PAPOLA	-0.4393125
AATK	0.3233
MSH3	-0.192666666666667
NDUFAB1	-0.385
ITLN2	-0.862333333333333
BAK1	-0.193166666666667
MRPL45	-0.408
MTNR1B	0.2495
LOC645843	0.0265
SPECC1L	1.16
PGCP	1.8265
SPN	-0.159875
GPR143	3.19416666666667
ZNF576	0.555333333333333
TMEM39A	1.2496
ATP5D	-0.964
MAGEB3	-0.869
RPS5	-0.699833333333333
ANP32E	-1.64178571428571
MTMR1	0.21325
YEATS4	-0.784
SYNGAP1	0.13525
PCOLCE	-1.75016666666667
MNS1	0.88325
PCYT2	-0.313833333333333
ZNF182	-0.2755
LAX1	1.642125
SPPL2B	1.1387
ELOVL5	0.1867
PCDHAC1	0.3445
B4GALNT1	-0.429666666666667
BLOC1S2	0.33375
ZNF673	-0.2292
ARHGAP21	-0.846833333333333
IRX5	3.768625
LRFN5	-1.14916666666667
FAM7A1	-1.03175
RAB19	1.064
GINS1	-1.69
ITM2B	1.1713
PAPSS2	-1.27058333333333
OR5BF1	0.5775
ACSL3	0.3535
KIAA1919	-0.547833333333333
GLT8D2	1.59975
UTRN	-0.0521428571428571
CNN1	-0.70675
HISPPD2A	-0.3
SDAD1	0.20375
SIGLEC9	1.28766666666667
RPL35	-0.387285714285714
C22orf26	0.417
IMPDH2	-1.876
WDR69	0.0345
SEC14L5	-0.637166666666667
CLTA	0.04075
RP11-529I10.4	0.2305
GPR37L1	0.163166666666667
OGDH	-0.365083333333333
ASB13	1.5485
ZFP14	0.21875
ZCRB1	0.592833333333333
KPNA3	-1.03425
HSPA1L	1.1085
RHOC	0.856125
LOC554175	-0.77425
PPP3CA	0.477
SLC1A7	-0.7274
ZNF529	-0.546666666666667
RBED1	1.159
DDB2	-0.51875
FLJ11286	0.6125
SPATA1	0.6855
MKNK1	0.319333333333333
DYSF	0.672833333333333
ALKBH2	-0.434
NKD1	-2.63683333333333
C1orf174	-0.892
PLEKHO1	0.749666666666667
ASB10	0.22525
RING1	-0.556333333333333
NPC2	0.59775
AVPR1B	0.5485
YTHDF1	0.732833333333333
LMAN1L	0.5635
GSG2	-1.5805
CEP170	-1.416
RPS4Y2	-4.83675
MSH6	-0.7655
HECTD2	1.316
ZNF556	-0.607333333333333
PLEKHC1	-2.6726
AIRE	0.233
BCL2L10	-0.0095
LMOD3	-0.0776666666666667
ZBTB8	0.357
FOXA2	-3.4947
SLCO2A1	2.242625
C3orf46	0.178
PRDM16	-0.372166666666667
TMEM98	1.975
FRMD5	-2.523
PDE6C	0.2895
C1orf216	0.345666666666667
EP400	-0.0292857142857143
PTK2	1.18433333333333
RNF217	0.328
NDUFA8	0.6305
ZFAT1	0.8325
LAMP3	3.28516666666667
GLTSCR2	-0.06
NPW	-1.7325
LLGL2	1.0831
PPM1K	-0.618333333333333
C20orf177	0.3555
KIR2DL4	0.7909
NFKB2	-0.89
C21orf122	-0.0115
HESX1	-0.14825
GPR114	0.9615
SLC25A35	-0.3995
GNAT1	0.55825
ORAI3	0.34775
FAM76B	-0.742875
TMEM99	0.8154
TRIM29	-2.4301
CDS1	3.35825
RHEB	-0.0376
C4orf27	-0.3095
RAB3A	-0.14275
OTUD6B	-0.95325
GPD1	-0.874125
CDH15	1.182
NPM1	-0.376571428571429
TMEM117	-0.93125
PRPS2	-0.979916666666667
GCK	0.381
ADRA2A	2.04533333333333
TSPYL4	0.477166666666667
TASP1	-0.18925
WDR19	0.996916666666667
C10orf38	-1.90825
PDE4C	-0.421333333333333
FYB	1.63366666666667
C1orf55	-0.0393333333333334
PPFIA3	-1.26875
RAD18	-0.461
C12orf44	-0.122666666666667
CRYBA4	-0.4295
HVCN1	1.4635
TAF10	-0.430666666666667
C16orf48	-1.16333333333333
DEPDC5	1.78283333333333
LTBP1	-2.96
MAPRE1	-0.16575
FGF8	-0.1475
C3orf52	1.052375
SENP7	-0.258333333333333
LRRK2	1.842
RUNDC2A	0.664666666666667
KIAA0355	0.138166666666667
CPEB1	-2.0965
PPEF2	0.287
ABI2	-0.091
KIAA0317	-0.23425
ATF1	-1.2485
DYNC1H1	0.543625
DIP	0.20575
TMEM33	0.639055555555555
POLDIP3	-0.41225
C7orf24	0.19075
GPR171	3.601
CDC6	-0.980833333333333
PLD1	-1.4985
ITFG2	0.2535
NDUFC1	0.46925
AKNA	-0.721
NBR1	0.91675
PKHD1	0.037625
HPS4	0.6854
MAFA	1.327
ULBP3	-0.89275
DIRC1	0.3535
IMMT	-0.2655
C22orf13	1.55675
CEL	-0.02825
MARK3	-0.7695
ADAMTS2	0.2745
ARPC3	0.761
TMEM10	0.187125
NPHS1	0.1245
BRD8	-0.1365
WDR12	-0.78875
IDI2	0.769125
HOXD13	-2.596
OR8G2	-1.01275
SLAIN1	-1.72825
GABRQ	-0.5215
NR2C2	-0.8575
NKTR	-0.7121
TLE2	0.853
KIAA0892	0.162666666666667
AURKA	-1.166
GPRC5C	0.440166666666667
TBC1D9B	0.583125
PNPLA6	-0.510833333333333
AP3B1	0.044
NAG	-0.432625
C11orf68	-0.373
AKR7A3	0.1575
AHCYL1	0.244666666666667
COP1	0.7665
RPP14	-0.561916666666667
PCDHB18	-0.905
CDH24	2.016
KRT17	-2.92
LACTB2	-0.43725
DDX24	-0.2397
PHACTR1	-2.2485
SLC35E2	0.762
LOXL1	0.08175
IQSEC2	0.663625
RGSL1	-0.4225
PCDHGC5	-0.065
MEGF10	-0.84175
PRRX1	-0.382333333333333
ASTE1	0.996166666666667
C6orf159	-0.88875
MYOD1	1.6625
GAA	1.51825
ZNF747	0.442
KLRC1	-0.1795
IL1RL2	0.2925
GDF9	0.07725
GPR119	0.6635
TRAF2	0.113666666666667
HCK	4.296
BMP6	-2.37375
IL8RA	1.01916666666667
FLJ35848	-1.40325
EFHA1	-0.0645
CDSN	-0.982333333333333
C14orf54	0.0256666666666667
LSM3	-0.242
ZFP41	0.189
C9orf126	-1.13816666666667
VIT	0.1615
SPCS3	-0.08025
DEF8	-1.3247
CHAF1A	-1.73766666666667
C1orf165	-1.359
ZFPM2	0.640833333333333
FTH1	0.741
SLC35F1	-1.80175
YWHAH	0.7645
C17orf66	0.00400000000000001
ADRB1	-0.435833333333333
FOXL1	-0.8245
RG9MTD3	0.236666666666667
UMPS	-0.122875
MGC13008	0.7255
KIAA1161	-0.966
CCDC77	-1.632
C12orf65	0.3626
COG4	-1.438
RCP9	1.19958333333333
RP4-692D3.1	2.87466666666667
CDC2L5	-0.24275
MGC7036	0.280666666666667
DNAJC11	-0.91075
GDF2	0.1615
TIMM17A	0.7035
HNRNPA0	-0.4115
OR2H1	-0.32625
PCBP1	-0.156875
COL23A1	-2.2615
LRRC2	-0.274928571428571
NSD1	0.5675
FLJ37078	-1.3385
WDR91	-0.208833333333333
TMEM179	-0.17825
DSCR10	0.1325
CNDP2	1.2736
FYN	-1.2805
BEX2	-0.8845
KCND3	0.339
YPEL5	1.5755
LRRC42	-0.509
C17orf45	-0.944875
ZNF649	-1.0289
LOC150763	1.08575
COL5A2	1.79408333333333
CNGA2	0.5085
ELA2B	-0.185666666666667
RAB9B	-0.50575
FAM100A	-0.358
NAIP	-0.241071428571429
MYOZ2	-0.09825
SPATA12	-0.2925
XRCC4	-1.03575
CYB561	2.5917
CHST10	0.602
BAI1	-1.82
BRSK1	-1.14583333333333
C17orf89	0.933375
PDE6H	-0.9725
FLJ20309	0.2149
MAP7	1.401125
SCN4B	0.07
SPAG9	-0.8190625
SERTAD1	0.636333333333333
FLJ21963	0.57925
ANTXR1	-0.1404
TMPRSS13	1.14033333333333
ETV7	4.24166666666667
DGAT1	1.3055
NKIRAS1	0.585
TAC3	-3.27775
CORO1C	-1.28266666666667
RAD54B	0.01225
HRASLS3	3.26833333333333
C21orf42	0.727
BARD1	-0.208333333333333
ZNF177	0.718333333333333
MIP	-0.1665
ZNF442	-0.6235
F2	-3.7288
GRIA1	-0.03475
GALNTL2	0.510833333333333
WNT5A	-2.922
LENG9	-0.047
hCG_25371	-1.6115
FOXR1	-0.1015
TRA@	1.2199
PWWP2	1.9825
C1QTNF7	0.592
SLC7A4	0.22575
