Hybridization REF	TCGA-A8-A08H-01A-21R-A00Z-07
MRCL3	1.44483333333333
TMEM145	-2.201
KCTD16	-0.2198
RNF149	1.6185
FDXR	-0.6
CDCP1	1.59466666666667
PAX3	-2.0432
LASS4	-0.594
HSD17B8	-0.65825
YAP1	-0.744
NNT	-0.954
SC5DL	-0.6645
DKFZp566H0824	-1.0355
KSR2	-0.2
RAD21	-0.356733333333333
ST8SIA2	-0.00374999999999999
L3MBTL3	1.582875
SNRPB	-2.3255
MGC14425	0.879
MIF	-0.685625
TAPT1	-0.085875
IRF8	3.2843
PRO0132	0.3715
HERV-FRD	-0.186
ACD	-1.22416666666667
BCL3	1.362
SPATA13	0.8155
MRLC2	1.13825
F2RL3	0.479
CFHR3	3.044
DUSP15	1.06133333333333
TMEM46	-0.846166666666667
SF3B4	-2.02266666666667
MAP7D3	-0.0745
STELLAR	0.424
SEMA5A	-0.4583
H2BFS	-1.7295
LRRC28	0.3025
MORN2	0.82
XYLB	-1.018
WDR21C	1.07625
HIATL1	0.274375
ADAMTS10	1.25
WDR55	0.72825
MFSD5	0.728833333333333
OR4N2	0.7405
DUSP16	-0.0985555555555556
NLGN4Y	-2.08044444444444
INHBC	0.401916666666667
NUMA1	-0.52475
DEFB123	-0.37475
GIPC1	-1.08775
MGC27348	-0.5155
FLJ33590	0.6375
FZD1	0.8796
MKL1	0.149166666666667
SAA2	3.52875
C1orf94	-1.707
C7orf28B	0.223
TMEM185A	0.12355
ZZZ3	-0.7915
C16orf5	-0.5775
GALNAC4S-6ST	0.9645
C1orf186	2.8715
IGFBP4	-0.120666666666667
NDUFA10	0.117
CLIC2	2.1555
RNF13	0.8905
GPR103	-1.1605
CD69	-1.048
MYOZ1	1.49025
IFNB1	-0.3215
CLNS1A	-0.519
CXorf45	-0.3725
ZXDB	-0.1925
FUNDC2	0.2035
GPA33	0.348625
C9orf70	0.6385
SLC2A9	0.67475
LOC126520	-0.366
MAGEB1	-0.606
LCE2A	0.4285
C18orf34	5.3915
FMNL2	-0.3815
KRT85	0.795
CRYGA	0.334
GEM	1.14475
THAP6	-0.1529
ALKBH3	0.4545
TM6SF2	-0.00375000000000003
C20orf82	1.85925
RANBP2	0.0478333333333333
LIG3	-0.6361
RETSAT	0.240125
OR8S1	0.2125
CAST	0.32475
TGFBI	2.3006
C15orf37	-0.2415
PGM3	0.897
SLC4A11	-1.413375
FAM123C	0.0783333333333333
TAOK1	1.042
CISH	0.04275
OGDHL	-3.05
SPINT2	0.897833333333333
ZNF33A	0.8335
CLDN18	0.484166666666667
RNF128	-2.5405
CCDC71	-0.719
RASSF6	0.185833333333333
HSPG2	1.308
ATP6V0E1	1.942
ABHD6	1.4185
CD274	1.334
GCNT1	0.86775
NT5C1A	0.375333333333333
TM4SF5	-3.6945
C21orf58	-1.32116666666667
SUCLA2	-0.00174999999999999
RFTN2	3.0295
SCNM1	0.303125
SLC9A10	-0.344
FUNDC1	0.51325
SLC35F4	-1.37466666666667
AMD1	0.311
COL6A6	1.69675
OR4K2	-0.1015
TRIB2	-0.9925
LOC91461	-1.00625
GHSR	0.784
ATP8B1	0.581
C1orf78	2.74183333333333
RNF183	-0.150166666666667
STX4	1.1531
TPPP2	-0.20525
MYBPHL	-1.567
TXNDC6	-0.0149
C9orf47	3.865
FAM137B	-0.2265
FANCB	-1.404
C11orf9	-1.9025
DPY19L1	-0.59875
VDAC2	-0.232666666666667
VHL	-0.76875
LMBR1	-0.277875
C8orf44	0.0175
ZPBP	-0.348
FGF23	-1.3375
C21orf67	-0.1895
PCNT	-0.743125
BCKDHB	0.2812
GALNTL5	0.486
BET1	0.346
ARL13A	0.733
HDAC6	-0.46775
N4BP3	0.286666666666667
OTOP1	0.417166666666667
TTC30A	0.984875
CRISP1	1.249
KRT32	0.8655
VSTM1	1.1265
ZNF622	-0.14325
POLR3B	-0.0374
DNAJC10	0.400625
C12orf54	2.132
ADIPOQ	4.60633333333333
RIT2	0.26425
CD44	0.57975
ABCA3	1.371875
RPS17	-0.5605
FEZF1	0.206
PCDHB15	-1.05075
KCNMA1	-0.898181818181818
CCDC116	-2.296
C15orf27	-2.2915
NARG2	-0.5831875
ITGA5	-0.438
MEFV	1.9265
TUT1	-0.195625
LOC541473	-0.4195
NMBR	0.344
GLT1D1	0.285333333333333
ABCB7	-0.1195
PFKP	-1.32727272727273
C9orf91	-0.1363
LRRC41	-0.516833333333333
C1orf85	0.315666666666667
ATP5F1	0.36275
STOX1	-0.71275
GFOD2	0.80875
SLC25A3	0.798375
ZNF646	-0.3855
ZAR1	-0.792
OSTbeta	-1.61825
GALNT3	0.8455
IFT122	-0.317833333333333
LDB3	0.9683
GARNL1	-0.950214285714286
HOMEZ	0.177833333333333
LRRC6	2.94325
ANGPTL5	-0.47675
UBAC1	-0.3105
DLEU7	-0.361333333333333
RPL19	0.703125
TOP1MT	-0.106
LOC643641	0.3445
MBD3L2	0.228
NTSR1	-0.0953333333333333
WISP2	-0.39275
GPSM2	-1.435875
RDH10	0.0636
PRKCG	0.3265
HIST1H4J	0.6335
MON1B	0.3655
MLF1IP	-1.15333333333333
ZNF446	0.433625
COL4A5	-0.8981
SLC26A1	0.919857142857143
RGN	-1.463875
CCNB1	-1.708
C9orf165	0.26025
CCDC28B	-0.3295
CCDC97	0.61775
FGR	3.3695
MSRB3	1.5017
EPN2	-0.1505
COX15	-0.2545
KCNK6	0.0222
XK	-3.686
GDA	-4.7235
HEPH	-0.225375
THRAP3	0.6295
MET	-1.76857142857143
PHYHIP	1.87375
LYAR	-0.726666666666667
ING3	1.22725
AK7	-2.0205
CCT8L2	0.217625
COPS7A	-0.517333333333333
WSCD1	0.25475
RNF185	0.2135
TNS3	0.45225
KNDC1	-0.916833333333333
RWDD4A	0.336666666666667
MED13L	0.465
ZFYVE1	0.411
C7orf44	-0.702
MRPL1	0.743
STGC3	-0.021
TEAD1	-0.281
RPL7A	0.230285714285714
ARL6IP1	0.2248
C1orf178	-0.5455
CTAGE5	-0.228833333333333
TMEM184A	-0.930833333333333
SLC25A14	0.619
CACNG5	0.1665
ATXN10	-0.1765
ECH1	0.6062
CCL22	0.46275
CYP2F1	-1.55116666666667
GADL1	1.118
TMEM19	-0.527
RUNX3	1.37675
EFNB1	1.525
LIPN	0.6475
ACSM3	-3.884
SIGLEC8	0.876666666666667
ASCC3L1	-0.52
NOL8	0.458
RELT	0.116
Magmas	-1.65825
PPP1R15B	-0.3703
C11orf2	-0.12525
VKORC1	-0.2505
MGC26647	0.48
TRPM6	1.13541666666667
UGT2B7	-4.1342
FEV	0.4295
FOXK2	-0.6091
PDCD5	-0.109
SLC8A1	3.7575
DGUOK	-0.492333333333333
CLDN16	0.135
GAGE1	-2.3765
RBM17	0.2458
C1QTNF3	-0.36925
VGLL3	1.07333333333333
UNQ5830	-1.0265
CD1A	-2.8485
SCGB1C1	0.441
SUPT4H1	-0.3745
TRAF5	0.27725
ASAHL	1.50625
FAM73A	0.763833333333333
OR6B1	0.8735
WHSC1	-1.78225
GFPT2	2.063
LOC339809	0.98325
STARD5	-0.202
SIP1	-0.2045
DNAJC15	1.08775
STAU2	0.4111875
FAM98A	1.03675
RAD23B	0.2078125
LRRC33	-0.40875
CHRAC1	-1.854
C21orf89	0.305
C19orf43	-0.766
KLK8	1.72983333333333
CCNE1	-1.244
PKDREJ	1.15333333333333
SSU72	-0.3365
C17orf73	0.4795
GPR78	1.7055
WHSC1L1	0.2485
GSTA2	-0.5025
SMUG1	0.140166666666667
UFM1	1.0587
AP3M2	0.239333333333333
USP14	-0.432625
FBXL14	0.605
DSTN	0.756
SFRS14	-1.3595
FBXO31	-0.0295
C12orf40	0.62525
FRS2	0.3255
NR2E3	-1.407
TUBB2C	-0.9125
GMPR	-0.389
C9orf139	0.908
ING5	-0.591214285714286
LOC730092	-0.254833333333333
ORM1	-3.89575
RP11-11C5.2	-0.47
HSPD1	-1.1029
PIWIL3	0.474
C5orf13	0.3876
OR5R1	0.964
LCOR	-0.079375
PLEKHA9	-0.0165
CCDC43	-0.79125
ZNF232	-0.665
SLC6A7	0.2815
ADH5	0.09625
SHBG	-0.9215
CROCCL2	-0.9645
PANX3	0.6975
CDIPT	-0.4335
SLC16A5	1.32925
TUBB	-0.7589375
TOR3A	-0.2242
PREP	0.194333333333333
ENTPD8	0.0756428571428571
CHMP1B	-0.104
SYT12	-0.8572
MYH6	-1.4081
MAP3K13	-0.592666666666667
KLHL30	0.521
LCMT1	0.5055
EIF1AX	0.1955
FOXD4L1	0.5225
SLC24A5	-1.456
RNF166	0.1377
TJAP1	-1.06425
TMEM156	-0.210166666666667
ZNF239	0.63875
SNX19	0.5018
GKN1	0.338
FCN1	4.3565
C1QL1	-1.718
ATP11C	0.47525
ZNF35	0.00900000000000001
CARD8	1.755125
LIMD1	-1.01833333333333
KIAA0286	-1.665125
XRN2	-0.680333333333333
CD6	0.823833333333333
TOX3	-0.7875
ZSCAN4	-0.850833333333333
RSRC1	-0.00962499999999997
COG1	0.01025
PTRF	2.126
C16orf35	-0.2375
FBXO24	0.08625
CHST11	0.75325
THRB	-0.3964
MYBPC1	1.11
RNF39	0.00200000000000004
PSMD11	-0.53625
ALAD	0.169166666666667
EN1	1.3565
SLC9A9	2.04475
GSTM4	-1.2685
CDC42BPA	-0.103315789473684
RCSD1	1.212
LUC7L2	-0.6082
SPTBN1	-0.5433
LOC146167	0.5495
BAT5	0.2539
ZNF452	-1.46725
LSM4	-1.000125
SRP72	-0.3995
SGK269	0.607166666666667
MTX1	0.02375
CENTA1	0.10375
UNQ9433	0.031
ATR	-0.227833333333333
DDX49	-0.335333333333333
PAQR8	1.05233333333333
C14orf174	-0.6065
GBGT1	1.836
THAP1	0.50025
OR10K1	0.7145
RASIP1	0.404
DPYD	0.7418
DOHH	-0.0915
C18orf45	0.17175
POF1B	-0.6475
ZNF552	1.30025
USP32	-1.266
MED27	-0.683
C14orf149	0.7325
PRDX4	0.00583333333333334
ABHD12	0.0552
AGT	-3.7455
SLC22A14	-0.53075
C1orf58	0.03175
PILRA	0.3755
ABCF2	-0.9125
C17orf85	-0.1978
TKTL1	-0.292
FGF1	2.69475
IL6R	2.004
VPS25	-0.2645
CHRNB2	-0.062875
COL7A1	-0.4597
LRRC48	0.678
SPG20	1.45
COX10	-0.622
GCA	2.211
ECEL1	-0.103
GLG1	0.4925
SRD5A2L2	-0.6195
MUTYH	-0.835125
ZNF70	0.38625
L2HGDH	-2.1335
GPATCH2	0.30825
ZNF655	-0.143125
ZNF227	0.308166666666667
MCOLN2	0.731833333333333
NQO2	-0.238
KCNQ5	0.7595
NEU1	0.624166666666667
QRICH1	-0.2555
ZBTB20	1.05983333333333
RPUSD3	-0.765
EPGN	-0.7096
TSN	0.336416666666667
SPRY2	-0.8395
LZTFL1	0.134125
GMFB	0.815
PBEF1	-0.2742
HBG2	-2.57875
TMEM8	0.114
PALM2-AKAP2	1.36366666666667
NFYA	0.471
FAM108A1	0.153375
PBLD	1.10575
NRG4	-2.10225
PIGF	0.1685
PTGER1	0.8015
NOS2A	0.648666666666667
C21orf34	1.20766666666667
C21orf51	0.202666666666667
IL17C	-0.449
TRMT6	-0.693666666666667
ETV2	0.242333333333333
CCDC109A	-0.09125
MYLK2	-0.3525
ATP10A	1.1249
DPH4	0.053
C5orf5	0.015
KCNA4	0.9148
NMNAT2	0.137166666666667
GLYATL2	1.6875
LSMD1	0.0672499999999999
IL23R	-3.166
NRF1	-1.06575
MUC15	-0.944
PRDM12	-3.164
PAQR4	-0.748214285714286
RBBP6	-1.4514375
IFI27	3.93525
SKAP2	1.14933333333333
TAGAP	2.318875
TJP3	-0.222
C9orf61	0.47675
IDS	0.574428571428571
PARG	0.21625
LOC131149	0.322
DYRK4	0.648166666666667
MICALL1	-0.4395
GALR2	0.228
GPBP1L1	-0.401625
TBX21	4.773
KCNJ6	-0.497166666666667
GGN	0.86875
CASP5	2.29283333333333
RNF182	-3.1195
BRD4	0.0805
DOK4	-0.09725
SLC46A2	2.574
SOX9	0.46125
ZNRD1	-0.0886666666666667
PRR6	-2.412
FAU	-0.0025
DTNB	0.343833333333333
CARD9	2.36825
STS-1	0.659
SLC4A5	0.22075
NSBP1	-1.13375
UGCGL2	-0.364083333333333
POTE15	-2.4365
NOXA1	-1.12425
RP13-347D8.3	0.295
SAMD10	-0.3965
EP400NL	-0.43925
TCF21	-0.07325
AMELX	0.47
JPH2	0.5244
SLA	3.777625
DLST	-2.121
SEPT12	-0.281333333333333
RGS20	-2.96225
LXN	2.71516666666667
ZNF419	-0.22575
UPK3B	0.323166666666667
RELL1	1.66375
ESPNL	3.3455
KLHL21	-0.435125
PI15	4.013
C2orf61	-0.6555
LOC407835	-0.322833333333333
RER1	0.02175
ELAVL2	-1.298
MGC26718	-1.90375
KLF2	2.5865
TNFAIP8L3	0.88925
TFE3	-0.05275
C11orf17	0.358
15E1.2	-1.12325
SNRPC	-0.6625
DLGAP1	-0.242
PGLYRP1	0.539375
OVCH2	0.436
IRF7	1.2881
SET	-0.6086
NAB2	-0.8715
LRP5L	-0.81925
FAM120A	0.2373125
ASCL2	0.5865
SHH	-0.0335
ATP5H	0.253666666666667
THPO	-0.318
TYRP1	-3.04883333333333
HIST1H3E	0.104166666666667
EIF2S1	-0.0661666666666667
TNFRSF17	-1.23433333333333
TARSL2	0.626
NKX2-8	1.319
C1orf115	1.30125
LOC56964	0.593
KIAA0841	-1.4395
ISCU	0.911
TTMA	0.007
ZNF414	-0.7225
LOC441150	0.9835
RAB15	-0.017
HBP1	0.620833333333333
TNNT2	-0.848333333333333
CECR5	-0.6055
PHGDH	-2.5425
JRK	0.2543
XPO4	-0.119
FAM131C	0.87
ARHGAP25	2.36383333333333
CA9	-3.077
GPR62	0.561
TLX1	-0.290166666666667
GPS1	-0.50125
OR2M2	0.1155
BDP1	0.0558571428571429
FAM70B	1.2425
RPS29	0.513
MKLN1	-0.4334
TSPAN19	-1.75666666666667
SLC29A3	1.2192
LGALS4	-0.457833333333333
USH2A	0.411333333333333
NF1	-0.772833333333333
APOBEC3A	2.9015
IMPAD1	0.5135
OLR1	4.00166666666667
NRAP	0.377
HCFC1R1	0.160166666666667
TAOK2	-0.303833333333333
MCM10	-2.186
MAP4K3	-0.766916666666667
CBS	-2.13425
CLK3	-0.9753
PCDHGA5	-0.86
ELF4	0.46825
FAM71A	0.1825
C11orf49	-0.41125
CLIP2	-0.705
BTBD9	0.6412
ZNF524	1.46675
KDELR1	-0.444666666666667
ZNF509	0.0915
NCSTN	0.431
ZNF533	-0.286285714285714
PARP4	0.608
GALNT9	0.959666666666667
NPY	-1.218
BEGAIN	-1.73383333333333
TMEM77	1.4605
FOXRED1	-1.6265
SLC16A2	1.811
SLC35B1	-0.136
GK5	-0.453083333333333
SDCCAG10	-0.268
C4orf20	0.52
SLC9A2	-1.79125
ADD1	-0.253642857142857
TAL2	-1.41183333333333
ACLY	-0.941375
DNAJC1	0.274
SOST	-1.261
USP43	-0.0783333333333333
CYP4F12	-1.691
FKBP5	-0.07375
CHCHD5	0.3768
NUDT22	-0.02725
CCDC85B	0.133
OR51G2	0.933
STRN3	-0.975785714285714
TMOD2	1.102
FLI1	1.94925
MAB21L2	0.042
DGKQ	0.7975
VPRBP	-0.417166666666667
SCNN1B	-0.00710000000000003
ECHDC3	1.3928
TMEM106C	-1.02525
CSNK2A2	-0.2345
RPL39	-0.4014
HERC3	0.6363
ZBTB47	1.11183333333333
ZNF681	-1.179
PAGE2	-2.35325
CLIC5	3.34671428571429
RABAC1	1.07275
ZFHX2	0.3945
YPEL1	0.435666666666667
KIAA0776	0.92975
NR1D2	-0.084
DNAJC4	-0.00625
NPNT	3.056
ZNF677	-0.096
ZNF536	-0.9755
MEF2B	0.25675
PTPN4	-0.677
CTCFL	-4.651
STX5	-0.174166666666667
CD72	4.72625
VEGFA	-2.18021052631579
XRCC1	-0.2508
MAS1L	0.823166666666667
ELL	0.4382
SETBP1	1.16075
CDH11	3.48266666666667
NDC80	-0.751615384615385
DMBX1	-2.9765
NRSN1	0.306
BAT2D1	0.1395
CDS2	0.759833333333333
C1orf212	0.200666666666667
SENP3	-1.002625
IL1F9	-0.1705
EEF2K	0.200625
COG8	0.221
CEP72	-1.8985
OR1L8	0.666
MUS81	-0.657333333333333
PHYH	0.8915
GGT6	0.794
C22orf23	-0.750916666666667
C13orf33	4.066375
MAPK8IP2	-0.42375
NELL2	0.97725
POU3F2	-1.9105
ALPK1	1.977875
MRPS18C	0.40725
RPLP2	0.721875
FGF22	-0.0685
SPNS1	-0.503333333333333
ZFP1	-0.8195
IL1RAPL1	-1.28025
PCSK9	-2.80933333333333
NKX2-1	-0.0666153846153846
C6orf189	3.42175
SP4	-0.7385
SLC11A1	3.7794
C21orf25	0.450166666666667
ICAM2	1.888
SH3GL1	-0.925833333333333
GSK3B	-0.084
RALB	0.86775
PDXP	-1.634
GNGT1	-1.29125
KIR2DL1	0.939
TNFAIP3	0.462833333333333
C6orf32	1.2365
CBLN2	-0.636
PANK3	-0.16725
TAAR9	0.38
WDR82	0.196714285714286
APOM	-3.09675
TRIP10	-0.642
SPATA16	0.5692
C1orf135	-1.973
USP51	0.64175
TESK1	0.829
C11orf64	0.044875
ZNF611	-0.891
PDE6G	1.33366666666667
HLA-DQA1	1.89825
GCLC	0.471625
SEC61A1	0.244142857142857
TWSG1	0.55225
ZMYND10	-0.0785
CTDP1	-0.070875
ADAMTS6	0.345833333333333
SLIT1	-1.665
KRT86	-1.0365
KIAA0574	-1.0955
GTPBP2	-0.4295
PQLC3	1.66625
PRRX2	0.872333333333333
C15orf44	0.528666666666667
MKKS	0.28975
C11orf10	0.24975
GPR110	-0.06275
CD109	0.740833333333333
ADCY1	0.300666666666667
RHBG	-3.142
TP53I3	1.5525
SLC22A3	-0.3718
UCP2	-0.42175
FOXG1	-2.61716666666667
OR2AG1	0.781
TRIM24	-0.942
PROC	-2.824375
TAAR6	0.52125
AMTN	-0.6385
C10orf47	-0.739333333333333
DEPDC1	-1.88925
FLJ45557	3.07175
ZDHHC17	0.0845625
KIAA1429	-0.345
KCNH1	0.22975
VNN3	1.398375
PSMAL	0.17025
PPARD	0.23225
HFM1	-1.2795
YBX1	-1.04133333333333
ZNF695	-1.7115
SCTR	0.054
DCDC1	0.064
VPS26B	-0.0222
MTF2	-0.764666666666666
ATP6V1F	0.64425
CCDC94	-0.1755
PERF15	0.47
CCL11	2.7925
LMO7	-1.154125
DCST1	0.211
ADRBK1	0.259375
CDRT4	-0.5805
ZNF84	-1.006
HOXD8	2.3505
STARD8	0.809666666666667
FOXP2	-1.176375
CCDC103	0.34975
POLR3A	-0.8109
GSC	0.898166666666667
ZNF114	-1.81733333333333
HTR7P	0.623
LALBA	0.7245
RMND5A	-0.448833333333333
PSCD2	0.19275
ZNF409	0.786
KRTAP1-3	0.438166666666667
MAF1	-1.34075
LOC201725	-0.759666666666667
NRN1	-0.0725
SPAG5	-2.256
DNAH7	0.6825
FLJ43860	0.7375
BRCA2	-0.294
ACADM	-0.564
CXXC6	-3.14775
RAGE	-1.612
CHMP2A	0.573
FAM8A1	-0.382
GPR21	0.035
SLC12A3	-2.54466666666667
FVT1	0.451571428571429
ZDHHC7	0.483125
FLJ44048	0.60375
SLC44A3	0.903833333333333
SDSL	1.22433333333333
MMP8	-1.116
PLA2G12B	-2.64683333333333
ACY1	-1.12975
MT1E	1.86833333333333
OR4K15	0.51
TECTB	-1.796
GPR20	0.5235
IRAK2	-0.67975
RFPL3	-0.308
MYO9A	-0.30775
NARG1L	-0.3865
BLMH	-0.506625
CCDC3	3.43683333333333
C9orf21	0.742666666666667
KIAA0513	1.27116666666667
MIER2	0.3405
PNMA2	-1.089
SH3BP2	1.2505
ANXA10	-1.144
RTN2	-0.244
TFB1M	-0.342
PRPH2	4.439
C14orf133	-0.013
GOLGB1	-0.0175
IRX4	1.267375
NFKBIL1	0.204166666666667
C10orf62	-0.1655
APBB3	-0.9505
RPS10	0.5229
LOC728378	-1.999
TLE3	0.753611111111111
PSMB7	0.1565
MESDC1	0.392
SLC6A1	0.2748
OCLN	-0.192416666666667
PTTG3	-1.34283333333333
NAGLU	0.2885
SERTAD4	-0.092625
SPRY1	1.09275
FLJ10781	0.43475
MYSM1	-0.548
TRIM4	0.168642857142857
SH3YL1	0.386375
TREM2	4.65483333333333
SERPINI1	1.79075
HDHD3	-1.19075
TMEM38A	-0.33625
EID2B	-0.32575
TDRD3	-0.2225
SEDLP	0.57225
THSD7A	3.34433333333333
NDST3	-1.1955
KLHL15	-0.770583333333333
DHRS12	1.565
FBXO9	-0.509785714285714
TNPO1	0.0866666666666667
MRPL13	0.180333333333333
SNX5	-0.570666666666667
METTL6	0.11625
SOD1	-0.06025
CHML	-1.4685
PACS1	0.711875
SIRT5	-0.4129
CAPN2	0.986833333333333
FXYD5	0.401833333333333
TWISTNB	-0.222625
LRFN1	0.7145
UBE1L	1.78
UBE1C	0.0615
OR51B2	-0.456
OR4D11	0.7915
C15orf2	0.3845
NR4A1	-1.08016666666667
LOC339047	-2.9295
TRIM17	1.39075
ATP5G3	-0.128785714285714
RPL15	-0.545833333333333
ADAMTS8	-0.23925
HOXC4	-1.643
C14orf37	3.2685
CEACAM5	0.122625
MYT1L	-0.230666666666667
RASA2	-0.028625
OSBPL7	-1.31
STAG1	-0.918
GIMAP4	6.0365
FUT3	-0.1255
PIF1	-2.017
LPIN2	0.00960000000000002
SH3PX3	0.08175
PDP2	-1.0275
PAPD1	-0.670125
ERP27	1.4575
APOOL	-0.1926
DIABLO	-0.09775
TRHR	0.381
ARMC9	0.148625
RNF152	2.3285
SLITRK3	0.113333333333333
ZNF211	-0.1646
PFDN1	0.456875
RGS11	-0.049875
HS6ST1	0.1304
AKR1D1	-2.378
TNP2	0.6035
STK31	-0.359833333333333
EML4	-0.102333333333333
SGTA	-1.26816666666667
HIST1H2BI	-1.51383333333333
PSMD6	-1.65216666666667
KIAA1257	0.9415
C18orf55	-0.0251666666666667
FLJ20273	1.40225
RPL28	-0.594
EPYC	1.69425
NOX3	1.049
ELAC1	1.4555
METT11D1	-1.382
BIN2	1.2715
NACA2	-0.30775
CCDC17	-0.825
HM13	-0.3838
UBOX5	-0.79875
UBE2O	-0.45125
UBL5	0.18675
APOLD1	1.792875
C9orf31	0.40975
TNFSF8	1.309
ARHGAP29	0.41125
PROKR2	0.1815
PDE5A	-0.659
C6orf12	-0.0185
TOM1L1	-2.104
WHDC1	0.686625
FOXI1	0.538833333333333
RAB4A	0.6544
TMEM39B	-0.47075
ATPBD1C	0.146
FARSA	-1.18616666666667
PLEKHG5	0.81425
CMAS	-0.620333333333333
OR7E24	-0.257
SLC30A1	-0.041
CDC42EP5	1.816
PLAC1	-1.95425
KLHL18	0.2935
LBA1	0.0857
TAZ	-0.50825
CRIP2	0.128125
BTBD11	-0.883833333333333
C16orf72	0.87175
DIO2	1.617
LRRCC1	-0.0525
CCDC136	-0.9225
PRX	0.574625
RBM5	0.0325
TMEM85	0.45275
TUBGCP4	-1.243
APLN	2.468125
CDK7	0.24
SSR2	0.985
CRELD1	-0.80125
C19orf46	0.417
GAL3ST4	1.488
KBTBD10	0.92725
IL28A	0.6545
WDR27	-1.6945
MCM2	-1.78916666666667
SOX14	-0.456
FLJ39743	0.69
KIAA0922	-0.6185
HIPK4	0.2385
FLJ25758	0.854
C16orf57	0.0295833333333333
PDZD2	1.002875
MCC	0.797875
HHLA3	-1.3311
ID2	0.669
C20orf23	0.862916666666667
ZNF688	0.97675
APOC2	-0.137666666666667
LOC440093	-0.11125
FAM50B	2.101
PWP1	0.576
DNAH10	0.6265
HIST1H2BA	0.62525
GPR56	-0.028
METAP2	-0.065625
PAN3	0.691833333333333
STXBP4	-0.323125
PDHX	-0.697
MTA1	-0.517583333333333
ZBED4	-0.47425
ZNF720	0.28425
CDK2	-2.437375
RHOJ	2.077125
CDC37	-0.210333333333333
ZER1	-0.22
GRK4	0.611
PRPH	-0.11875
POLR2A	0.176125
OGFOD1	-0.8335
NOL5A	-1.7405
PHEX	-0.525
FLJ16478	0.08875
C20orf117	-0.76
CAMTA2	-1.12025
C11orf74	1.21833333333333
DDX17	0.115583333333333
C5orf27	0.175875
PLEKHA2	-0.1494
PDE4DIP	0.1866
SCN7A	0.4535
ZNF559	-0.485666666666667
CXCL10	3.49075
ZMYM4	0.0463333333333333
STK32B	0.4668
KIAA0888	-1.8774
TACR3	0.7955
CKAP2L	-2.75225
KIF1A	-1.44966666666667
RSPRY1	0.2225
VCAN	1.504
CYP27C1	0.2155
SYDE1	-1.5275
MED12L	-0.972333333333333
ZDHHC21	0.795625
NHS	1.0455
TM9SF3	1.179
DDHD1	-0.053
MAFG	0.0430833333333333
BICD2	0.2188
C14orf119	0.0508333333333334
C14orf43	0.234714285714286
CDH7	-1.66325
ALKBH5	-0.603
JUP	-0.77175
TMEM41A	-0.782166666666667
MAMDC4	-1.88183333333333
CBX3	-0.390125
LRRC18	0.70275
RBMXL2	0.00333333333333334
PLA2G4D	0.6755
FGF13	1.12125
KIF3A	0.3385
PDIA6	-0.32
DCXR	-1.19625
CASKIN2	0.14275
EHD1	0.694666666666667
MARCKSL1	-1.56766666666667
ZNF496	-0.4015
SCAF1	-1.40583333333333
KCTD8	-0.96925
TRAF3IP3	1.758
LSR	-0.4515
CXorf1	-0.127666666666667
C14orf112	0.935833333333333
EIF2B1	0.20475
OMP	0.604
GSTZ1	0.2855
LOC92017	1.63125
ISLR2	2.026
C12orf36	0.6995
GATA2	-1.36616666666667
GABRA5	-2.113
CELSR2	-1.61628571428571
STAM2	0.7884
TNAP	0.2935
PTPMT1	-0.442
GRP	2.8975
SV2A	-1.98183333333333
MAGEA12	-3.81
CACNG1	-0.1585
C18orf19	-0.576
GSG1	0.509166666666667
PTPRJ	0.445928571428572
FRMPD1	0.0145
ZNF668	0.13025
PLEKHJ1	-0.57775
ADAT1	-1.3633
TMEM50A	0.7538
UCN3	0.313
HOOK1	-0.367
IL17B	0.6085
MLKL	0.138333333333333
TTC14	-0.904166666666667
KLHL5	-0.09525
CRYL1	1.0185
FOXH1	0.639
NFYB	0.216875
PPM1G	-0.58375
GOLGA2LY1	-0.67925
NMT1	0.021375
HADHA	-0.1546
CHSY-2	2.90075
PLEKHF1	0.993
SAGE1	-2.5885
MUSTN1	0.5455
SUHW4	0.876
TFEB	2.3245
ZFYVE27	-0.0525
ATG12	0.0241666666666667
BMI1	0.218142857142857
ZIM3	-0.412666666666667
MYH4	-0.2635
MASP1	-0.853416666666667
KIAA0984	-1.23375
RPAP2	-0.39475
ASB5	0.145
BOLA3	-0.831666666666667
MIA3	0.106333333333333
KRT35	0.665
KIR3DL3	-0.535
MRPL51	-0.57625
SEMA3F	-0.269666666666667
NDUFB2	0.904166666666666
LOC253012	-0.65675
FAM46C	-1.5543
G6PC	-1.631875
CSAG3A	-4.0235
PREX1	1.789
SLC25A45	-0.01425
MAPKBP1	0.7045
CPE	0.682
GNB1	-0.1085
CXCR6	3.261
TRIM46	0.111
C16orf3	0.0501666666666667
HPSE	2.624375
TIGD3	-0.7055
SPG3A	2.25725
LCAT	-1.55766666666667
ST6GAL1	-0.550944444444444
POMC	2.1375
FLJ36031	-0.0171666666666667
NSMAF	0.520833333333333
SKIL	0.816
ADSS	-0.515833333333333
HMGCS1	-2.3208
POLR3F	-0.435666666666667
RAB10	-0.00175
ZNF277P	-0.06925
ZBTB7B	-0.028125
DHRS1	0.402125
ABCC13	-0.272125
CNOT3	-1.237
NFKBIA	1.35
GAK	0.051
SFT2D2	2.08283333333333
HOXA6	0.5085
CRTC1	0.30575
LY6D	0.0196666666666667
C20orf72	-0.8855
CPT1A	1.11725
LMO1	-2.029
EIF3I	-0.20775
