Hybridization REF	TCGA-A8-A09R-01A-11R-A00Z-07
STELLAR	-1.383
SEMA5A	1.0216
H2BFS	-0.189
LRRC28	-0.747833333333333
MORN2	0.681
XYLB	-1.18175
WDR21C	0.0315
HIATL1	-0.126
ADAMTS10	1.29766666666667
WDR55	0.43675
MFSD5	1.03383333333333
OR4N2	0.467
DUSP16	1.12588888888889
NLGN4Y	-2.5941
INHBC	0.216916666666667
NUMA1	0.62325
DEFB123	0.53925
GIPC1	0.86025
MGC27348	-1.571
FLJ33590	0.2945
FZD1	1.2466
MKL1	0.517833333333333
SAA2	2.24525
C1orf94	-1.9145
C7orf28B	0.629
TMEM185A	0.77595
ZZZ3	-0.958
C16orf5	-0.1095
GALNAC4S-6ST	1.686
C1orf186	0.08525
IGFBP4	0.368666666666667
NDUFA10	0.597833333333333
CLIC2	-0.3565
RNF13	0.7985
GPR103	-1.1715
CD69	-2.5705
MYOZ1	-0.0385
IFNB1	-0.0275
CLNS1A	-0.7685
CXorf45	-0.75275
ZXDB	1.0425
FUNDC2	0.36775
GPA33	-0.546
C9orf70	0.12575
SLC2A9	0.0625
LOC126520	0.078
MAGEB1	-1.505
LCE2A	-0.5965
C18orf34	-2.303
FMNL2	-0.3685
KRT85	0.555
CRYGA	0.0255
GEM	-0.703
THAP6	-0.3687
ALKBH3	0.414
TM6SF2	0.27225
C20orf82	1.9665
RANBP2	-0.496666666666667
LIG3	0.8066
RETSAT	1.0175
OR8S1	1.2705
CAST	-0.0675
TGFBI	1.1163
C15orf37	0.117625
PGM3	-0.6425
SLC4A11	0.589125
FAM123C	1.8915
TAOK1	1.356
CISH	1.865
OGDHL	0.61625
SPINT2	2.37483333333333
ZNF33A	-0.96
CLDN18	0.228666666666667
RNF128	-1.640375
CCDC71	0.24475
RASSF6	0.140666666666667
HSPG2	0.7095
ATP6V0E1	1.601375
ABHD6	1.15975
CD274	2.0295
GCNT1	1.071
NT5C1A	-0.0668333333333333
TM4SF5	-3.792
C21orf58	-1.71733333333333
SUCLA2	-0.00725000000000001
RFTN2	2.617
SCNM1	0.372
SLC9A10	2.847
FUNDC1	0.33975
SLC35F4	-2.75433333333333
AMD1	-1.2855
COL6A6	3.56425
OR4K2	-0.2215
TRIB2	-0.885166666666667
LOC91461	-2.45875
GHSR	0.9935
ATP8B1	1.8475
C1orf78	1.42883333333333
RNF183	-1.71716666666667
STX4	0.7508
TPPP2	-0.99775
MYBPHL	-1.941
TXNDC6	0.058
C9orf47	0.441
FAM137B	0.1065
FANCB	-2.12425
C11orf9	-1.2795
DPY19L1	-0.9365
VDAC2	-0.550666666666667
VHL	-0.453
LMBR1	0.521875
C8orf44	-0.4315
ZPBP	0.604
FGF23	-1.4515
C21orf67	-0.0485
PCNT	-1.712875
BCKDHB	0.0617
GALNTL5	0.204333333333333
BET1	-0.598125
ARL13A	-0.3305
HDAC6	-0.795875
N4BP3	2.23866666666667
OTOP1	0.369833333333333
TTC30A	2.063875
CRISP1	0.4075
KRT32	3.824
VSTM1	0.101
ZNF622	0.198
POLR3B	-0.4851
DNAJC10	0.345
C12orf54	1.3535
ADIPOQ	2.6525
RIT2	-0.31775
CD44	0.5654
ABCA3	1.92525
RPS17	-1.4255
FEZF1	-0.173
PCDHB15	-0.46325
KCNMA1	-1.18377272727273
CCDC116	-2.781
C15orf27	-2.2875
NARG2	-0.807625
ITGA5	-0.284
MEFV	1.22
TUT1	-0.871125
LOC541473	-0.3475
NMBR	-1.0715
GLT1D1	-2.90783333333333
ABCB7	-0.43325
PFKP	-1.08627272727273
C9orf91	1.1441
LRRC41	0.0148333333333333
C1orf85	0.6205
ATP5F1	-0.501625
STOX1	0.23325
GFOD2	0.16225
SLC25A3	-0.021375
ZNF646	-0.1841
ZAR1	-1.446
OSTbeta	-2.5155
GALNT3	1.4345
IFT122	1.8305
LDB3	0.4648
GARNL1	0.880692307692308
HOMEZ	0.952833333333333
LRRC6	3.576
ANGPTL5	-2.17125
UBAC1	-0.36675
DLEU7	-0.49975
RPL19	0.14625
TOP1MT	-0.265
LOC643641	0.578375
MBD3L2	-0.6005
NTSR1	0.2545
WISP2	0.6685
GPSM2	-0.430125
RDH10	-0.2458
PRKCG	-0.161
HIST1H4J	0.5675
MON1B	0.1433
MLF1IP	-1.3465
ZNF446	0.651875
COL4A5	0.284
SLC26A1	0.132214285714286
RGN	-2.463375
CCNB1	-1.334
C9orf165	0.011
CCDC28B	0.0285
CCDC97	1.1525
FGR	2.404125
MSRB3	0.7978
EPN2	1.38775
COX15	-1.026
KCNK6	-0.0849
XK	-1.5245
GDA	-4.858125
HEPH	-0.2125
THRAP3	0.28175
MET	-2.86742857142857
PHYHIP	-0.2285
LYAR	-1.79933333333333
ING3	0.20125
AK7	-1.63875
CCT8L2	-0.390125
COPS7A	-0.0383333333333333
WSCD1	-0.75525
RNF185	0.79075
TNS3	1.17875
KNDC1	-0.154666666666667
RWDD4A	-0.0345
MED13L	0.3909
ZFYVE1	0.28625
C7orf44	-1.18933333333333
MRPL1	-1.1525
STGC3	-0.90925
TEAD1	-0.597166666666667
RPL7A	-0.667071428571429
ARL6IP1	0.5916
C1orf178	-1.069
CTAGE5	0.170333333333333
TMEM184A	0.523833333333333
SLC25A14	0.6805
CACNG5	0.1375
ATXN10	0.6826
ECH1	0.4314
CCL22	0.3805
CYP2F1	-1.71383333333333
GADL1	0.3545
TMEM19	0.3581
RUNX3	0.364
EFNB1	-0.0586666666666667
LIPN	0.068
ACSM3	-4.709
SIGLEC8	1.7375
ASCC3L1	-0.01025
NOL8	-0.441125
RELT	-0.681166666666667
Magmas	-0.918
PPP1R15B	0.6294
C11orf2	-0.23525
VKORC1	-0.638166666666667
MGC26647	0.1035
TRPM6	-0.55975
UGT2B7	-5.41
FEV	0.188
FOXK2	0.6713
PDCD5	-1.51466666666667
SLC8A1	2.243
DGUOK	-0.933333333333333
CLDN16	0.416
GAGE1	-2.241
RBM17	-0.7776
C1QTNF3	1.56225
VGLL3	-0.4015
UNQ5830	-0.00349999999999998
CD1A	-3.5525
SCGB1C1	-3.1535
SUPT4H1	0.327
TRAF5	2.05775
ASAHL	0.360875
FAM73A	0.5435
OR6B1	1.1475
WHSC1	-1.4227
GFPT2	0.133
LOC339809	0.657
STARD5	-0.222916666666667
SIP1	-0.6305
DNAJC15	-0.11725
STAU2	0.79275
FAM98A	-0.038375
RAD23B	0.348375
LRRC33	-1.345
CHRAC1	-1.09625
C21orf89	0.485
C19orf43	-0.023
KLK8	-1.8475
CCNE1	-1.177
PKDREJ	0.445333333333333
SSU72	-0.2035
C17orf73	0.473
GPR78	0.5645
WHSC1L1	0.7168
GSTA2	-2.539
SMUG1	0.605666666666667
UFM1	0.9965
AP3M2	0.409416666666667
USP14	0.467125
FBXL14	0.348666666666667
DSTN	1.29425
SFRS14	-1.057
FBXO31	-0.586166666666667
C12orf40	-0.76225
FRS2	0.99975
NR2E3	-1.3455
TUBB2C	-0.1505
GMPR	-0.496333333333333
C9orf139	0.5675
ING5	-0.382142857142857
LOC730092	-0.0711666666666667
ORM1	-4.2475
RP11-11C5.2	-0.77525
HSPD1	-0.7208
PIWIL3	0.016
C5orf13	-0.1641
OR5R1	0.2885
LCOR	0.476125
PLEKHA9	-0.8995
CCDC43	0.614
ZNF232	-0.42925
SLC6A7	-1.0635
ADH5	-1.15666666666667
SHBG	-1.302
CROCCL2	-0.9805
PANX3	0.4585
CDIPT	0.2965
SLC16A5	-0.9435
TUBB	-0.9235
TOR3A	0.849
PREP	-0.232
ENTPD8	0.650071428571429
CHMP1B	1.274
SYT12	0.9828
MYH6	-1.7908
MAP3K13	0.6475
KLHL30	0.2985
LCMT1	0.14425
EIF1AX	-0.65375
FOXD4L1	0.6005
SLC24A5	-0.2965
RNF166	-0.231
TJAP1	-0.12925
TMEM156	-0.475166666666667
ZNF239	1.129
SNX19	0.6678
GKN1	0.0685
FCN1	1.7626
C1QL1	0.989
ATP11C	0.0705
ZNF35	0.75725
CARD8	0.06825
LIMD1	-0.193166666666667
KIAA0286	-0.95825
XRN2	-0.420166666666667
CD6	0.178833333333333
TOX3	0.386
ZSCAN4	-1.56316666666667
RSRC1	-0.4105
COG1	1.26375
PTRF	0.3658
C16orf35	-0.466
FBXO24	0.4665
CHST11	0.07325
THRB	-0.2669
MYBPC1	-0.131
RNF39	0.097
PSMD11	0.56225
ALAD	0.5205
EN1	1.836
SLC9A9	0.594
GSTM4	-0.4052
CDC42BPA	0.773105263157895
RCSD1	0.10425
LUC7L2	-0.3891
SPTBN1	-0.0944
LOC146167	0.6385
BAT5	1.0568
ZNF452	-3.37675
LSM4	-0.3965
SRP72	-0.7936
SGK269	-0.123666666666667
MTX1	0.83875
CENTA1	0.12175
UNQ9433	-0.4715
ATR	-0.312916666666667
DDX49	-0.114166666666667
PAQR8	-0.674166666666667
C14orf174	0.25925
GBGT1	0.27825
THAP1	0.9355
OR10K1	0.618
RASIP1	-1.451
DPYD	0.2094
DOHH	0.364
C18orf45	1.57925
POF1B	-0.497
ZNF552	2.4135
USP32	0.864125
MED27	-0.497666666666667
C14orf149	-0.327833333333333
PRDX4	-0.588333333333333
ABHD12	1.8214
AGT	-4.88175
SLC22A14	-0.3675
C1orf58	1.52275
PILRA	-0.39275
ABCF2	-0.60525
C17orf85	-0.2615
TKTL1	-1.53975
FGF1	2.4796
IL6R	-0.380833333333333
VPS25	0.7955
CHRNB2	2.579875
COL7A1	-0.3323
LRRC48	2.05333333333333
SPG20	1.22475
COX10	-0.0945
GCA	1.189
ECEL1	0.328166666666667
GLG1	-0.539166666666667
SRD5A2L2	-0.63875
MUTYH	-1.276125
ZNF70	-0.491
L2HGDH	-0.601
GPATCH2	0.85175
ZNF655	0.080625
ZNF227	-0.223833333333333
MCOLN2	1.472
NQO2	-1.13325
KCNQ5	0.1265
NEU1	0.799333333333333
QRICH1	0.40125
ZBTB20	0.267333333333333
RPUSD3	-0.4545
EPGN	-2.44066666666667
TSN	0.25825
SPRY2	-2.41316666666667
LZTFL1	0.3605
GMFB	0.746
PBEF1	-0.9325
HBG2	-2.05875
TMEM8	0.52625
PALM2-AKAP2	-0.037
NFYA	1.05025
FAM108A1	0.234375
PBLD	0.607125
NRG4	-2.139
PIGF	-0.078
PTGER1	0.8055
NOS2A	1.16916666666667
C21orf34	-0.873166666666667
C21orf51	-0.3585
IL17C	0.275
TRMT6	0.147166666666667
ETV2	0.0173333333333333
CCDC109A	-0.5595
MYLK2	-1.3665
ATP10A	1.6451
DPH4	-0.215
C5orf5	-0.0265
KCNA4	-0.0571666666666667
NMNAT2	4.655
GLYATL2	0.012
LSMD1	0.393875
IL23R	-2.201
NRF1	0.05325
MUC15	-3.214
PRDM12	-1.843
PAQR4	0.0427142857142857
RBBP6	-1.963125
IFI27	3.78775
SKAP2	0.152333333333333
TAGAP	2.2335
TJP3	2.307
C9orf61	2.47675
IDS	0.837642857142857
PARG	0.01075
LOC131149	0.208
DYRK4	0.3085
MICALL1	-0.25875
GALR2	-0.054
GPBP1L1	-0.11975
TBX21	4.50025
KCNJ6	3.42083333333333
GGN	-0.038
CASP5	0.750833333333333
RNF182	-1.36675
BRD4	0.3005
DOK4	-1.029875
SLC46A2	1.279
SOX9	1.3985
ZNRD1	-0.994
PRR6	-2.29525
FAU	-0.692
DTNB	1.28783333333333
CARD9	0.80375
STS-1	-0.882166666666667
SLC4A5	-0.11625
NSBP1	-0.12425
UGCGL2	-1.11225
POTE15	-3.0475
NOXA1	-0.11875
RP13-347D8.3	0.846
SAMD10	-0.326166666666667
EP400NL	-0.939
TCF21	0.1085
AMELX	-0.31275
JPH2	0.3889
SLA	2.27675
DLST	-1.8185
SEPT12	0.29725
RGS20	-3.55
LXN	-0.338666666666667
ZNF419	-0.35725
UPK3B	-0.425666666666667
RELL1	2.6595
ESPNL	0.931
KLHL21	-0.2475
PI15	0.00899999999999998
C2orf61	-0.887
LOC407835	0.291166666666667
RER1	0.140416666666667
ELAVL2	0.163
MGC26718	-1.22175
KLF2	2.2245
TNFAIP8L3	0.575916666666667
TFE3	0.6965
C11orf17	0.5025
15E1.2	-1.3165
SNRPC	-1.43625
DLGAP1	1.95175
PGLYRP1	0.21325
OVCH2	-0.025
IRF7	1.1664
SET	-0.734
NAB2	0.131166666666667
LRP5L	-1.7245
FAM120A	0.469875
ASCL2	0.3225
SHH	-0.2
ATP5H	0.914
THPO	1.44566666666667
TYRP1	-0.460166666666667
HIST1H3E	0.480333333333333
EIF2S1	-0.0947777777777778
TNFRSF17	-1.77266666666667
TARSL2	0.378
NKX2-8	0.895625
C1orf115	-0.589375
LOC56964	0.6035
KIAA0841	-1.13
ISCU	0.616
TTMA	0.0415
ZNF414	0.338
LOC441150	0.0715
RAB15	1.17625
HBP1	1.10966666666667
TNNT2	-0.217333333333333
CECR5	-0.88425
PHGDH	-2.60075
JRK	0.4051
XPO4	-0.812625
FAM131C	0.858
ARHGAP25	1.23083333333333
CA9	-3.17666666666667
GPR62	-0.1165
TLX1	-0.154166666666667
GPS1	0.80625
OR2M2	0.4055
BDP1	-0.1845
FAM70B	0.62425
RPS29	-0.1295
MKLN1	-0.7456
TSPAN19	-2.4385
SLC29A3	0.9547
LGALS4	-0.290333333333333
USH2A	0.402333333333333
NF1	0.388166666666667
APOBEC3A	2.02266666666667
IMPAD1	0.662333333333333
OLR1	2.79483333333333
NRAP	1.7445
HCFC1R1	0.205
TAOK2	0.410666666666667
MCM10	-3.08
MAP4K3	0.587666666666667
CBS	-0.8735
CLK3	0.0162
PCDHGA5	0.8885
ELF4	0.703375
FAM71A	-0.348
C11orf49	-0.0535
CLIP2	-0.018
BTBD9	0.4677
ZNF524	0.947
KDELR1	-0.162666666666667
ZNF509	0.183
NCSTN	1.732
ZNF533	1.34635714285714
PARP4	0.129375
GALNT9	-0.0283333333333333
NPY	-2.6085
BEGAIN	-2.71833333333333
TMEM77	-0.191
FOXRED1	-1.04216666666667
SLC16A2	2.30116666666667
SLC35B1	0.521
GK5	0.324083333333333
SDCCAG10	-0.416
C4orf20	0.0645
SLC9A2	-2.564
ADD1	0.317357142857143
TAL2	0.646166666666667
ACLY	0.879875
DNAJC1	0.5555
SOST	-0.99
USP43	0.760666666666667
CYP4F12	-0.39125
FKBP5	-0.59375
CHCHD5	0.5767
NUDT22	-0.0235
CCDC85B	-0.91
OR51G2	0.644
STRN3	1.445
TMOD2	0.795
FLI1	0.3185
MAB21L2	-0.143
DGKQ	0.72275
VPRBP	0.313
SCNN1B	-0.2731
ECHDC3	-1.3998
TMEM106C	0.32825
CSNK2A2	-0.81
RPL39	-1.0756
HERC3	0.264666666666667
ZBTB47	1.1535
ZNF681	-1.36325
PAGE2	-2.41775
CLIC5	3.18757142857143
RABAC1	1.4605
ZFHX2	1.539
YPEL1	-0.259666666666667
KIAA0776	0.44075
NR1D2	0.62725
DNAJC4	0.11325
NPNT	2.5435
ZNF677	0.126
ZNF536	-0.687
MEF2B	0.267083333333333
PTPN4	-0.521375
CTCFL	-5.7455
STX5	0.0155
CD72	3.6195
VEGFA	-0.821736842105263
XRCC1	0.0613
MAS1L	0.339166666666667
ELL	0.1374
SETBP1	1.94
CDH11	4.548
NDC80	-1.40123076923077
DMBX1	-2.605
NRSN1	1.45316666666667
BAT2D1	0.326125
CDS2	1.53783333333333
C1orf212	-0.00666666666666664
SENP3	-0.78575
IL1F9	0.3805
EEF2K	-0.143875
COG8	0.33975
CEP72	-1.05725
OR1L8	-0.075
MUS81	-0.944916666666667
PHYH	0.75975
GGT6	-0.0158333333333333
C22orf23	-1.02916666666667
C13orf33	0.98375
MAPK8IP2	2.519
NELL2	4.0725
POU3F2	-2.91633333333333
ALPK1	1.099
MRPS18C	-0.757
RPLP2	-0.64825
FGF22	-1.2915
SPNS1	0.0306666666666667
ZFP1	-0.60825
IL1RAPL1	-1.40925
PCSK9	-3.81233333333333
NKX2-1	-0.0442142857142857
C6orf189	0.76175
SP4	-0.16
SLC11A1	1.6596
C21orf25	-0.0516666666666667
ICAM2	-0.0755000000000001
SH3GL1	-0.16
GSK3B	0.029
RALB	1.823625
PDXP	-1.08
GNGT1	-3.41775
KIR2DL1	0.9235
TNFAIP3	0.135666666666667
C6orf32	-0.2822
CBLN2	-0.44325
PANK3	1.230875
TAAR9	1.5435
WDR82	0.461785714285714
APOM	-4.085
TRIP10	-0.81825
SPATA16	0.7002
C1orf135	-2.03325
USP51	-0.59025
TESK1	0.8895
C11orf64	-0.0805
ZNF611	-0.154
PDE6G	0.653833333333333
HLA-DQA1	3.89
GCLC	-0.050625
SEC61A1	0.192142857142857
TWSG1	1.094
ZMYND10	2.31175
CTDP1	1.156875
ADAMTS6	-0.295
SLIT1	-1.8275
KRT86	-0.015
KIAA0574	3.13725
GTPBP2	-0.582
PQLC3	0.858
PRRX2	0.121833333333333
C15orf44	-0.103166666666667
MKKS	-0.198
C11orf10	-0.67675
GPR110	-0.0775
CD109	-0.919083333333333
ADCY1	-0.0068333333333333
RHBG	-1.389
TP53I3	-0.010625
SLC22A3	-1.3008
UCP2	-0.9
FOXG1	-2.80433333333333
OR2AG1	0.355
TRIM24	-0.8805
PROC	-2.97625
TAAR6	0.20925
AMTN	-1.2415
C10orf47	0.136166666666667
DEPDC1	-2.327
FLJ45557	1.33375
ZDHHC17	-0.1628125
KIAA1429	0.428666666666667
KCNH1	2.052
VNN3	-0.015875
PSMAL	0.957
PPARD	-0.52
HFM1	-2.6035
YBX1	-1.73466666666667
ZNF695	-3.9035
SCTR	-0.168166666666667
DCDC1	0.064
VPS26B	0.4263
MTF2	-1.73533333333333
ATP6V1F	0.10675
CCDC94	0.1885
PERF15	0.0895
CCL11	3.7065
LMO7	-0.067875
DCST1	0.7425
ADRBK1	0.106125
CDRT4	-0.668375
ZNF84	-1.13525
HOXD8	2.1795
STARD8	0.399166666666667
FOXP2	-1.251375
CCDC103	0.231
POLR3A	-0.7651
GSC	0.696333333333333
ZNF114	-2.71533333333333
HTR7P	0.1375
LALBA	-0.014
RMND5A	-0.188
PSCD2	1.938
ZNF409	0.775
KRTAP1-3	0.469333333333333
MAF1	-0.15975
LOC201725	-1.21866666666667
NRN1	-1.5285
SPAG5	-1.31416666666667
DNAH7	1.30466666666667
FLJ43860	0.244
BRCA2	-1.288
ACADM	-0.868375
CXXC6	-4.103
RAGE	-1.732875
CHMP2A	1.02425
FAM8A1	-0.0236
GPR21	0.6015
SLC12A3	-2.577
FVT1	0.624928571428571
ZDHHC7	0.054875
FLJ44048	0.19825
SLC44A3	1.79316666666667
SDSL	1.38933333333333
MMP8	-0.52575
PLA2G12B	-3.37433333333333
ACY1	-0.5335
MT1E	-1.537
OR4K15	0.1755
TECTB	-0.153
GPR20	-0.269
IRAK2	-0.71825
RFPL3	1.48725
MYO9A	-0.42725
NARG1L	-0.22975
BLMH	-0.158625
CCDC3	2.52316666666667
C9orf21	-1.08333333333333
KIAA0513	1.0075
MIER2	-0.14075
PNMA2	-1.59145454545455
SH3BP2	1.0023
ANXA10	-0.44975
RTN2	1.44516666666667
TFB1M	-1.5895
PRPH2	3.02575
C14orf133	0.164
GOLGB1	1.19808333333333
IRX4	-0.557
NFKBIL1	-0.037
C10orf62	-0.47125
APBB3	0.83275
RPS10	-0.6211
LOC728378	-1.542
TLE3	1.84827777777778
PSMB7	-0.172125
MESDC1	0.508
SLC6A1	0.421333333333333
OCLN	2.31341666666667
PTTG3	-1.664
NAGLU	0.74325
SERTAD4	1.772125
SPRY1	-0.19675
FLJ10781	0.916916666666667
MYSM1	-0.94875
TRIM4	0.587142857142857
SH3YL1	0.4555
TREM2	3.98016666666667
SERPINI1	4.581
HDHD3	0.11875
TMEM38A	0.38225
EID2B	-1.10275
TDRD3	0.0373333333333333
SEDLP	0.456
THSD7A	0.632333333333333
NDST3	-1.775
KLHL15	-0.8915
DHRS12	2.4375
FBXO9	-0.0277857142857143
TNPO1	-0.172333333333333
MRPL13	-0.3385
SNX5	-1.9935
METTL6	-0.13175
SOD1	-0.05075
CHML	-1.3375
PACS1	0.41125
SIRT5	-1.013
CAPN2	0.0888333333333333
FXYD5	0.0525
TWISTNB	-0.9
LRFN1	0.669833333333333
UBE1L	2.23575
UBE1C	1.58225
OR51B2	0.36575
OR4D11	-0.1375
C15orf2	-0.3095
NR4A1	0.0628333333333333
LOC339047	-2.49525
TRIM17	1.20825
ATP5G3	-0.115142857142857
RPL15	-0.659
ADAMTS8	-1.01275
HOXC4	-0.379
C14orf37	2.545
CEACAM5	3.679875
MYT1L	-0.429666666666667
RASA2	-0.784875
OSBPL7	-0.5215
STAG1	-0.569
GIMAP4	4.9675
FUT3	-0.874333333333333
PIF1	-2.421625
LPIN2	-0.1107
SH3PX3	0.76775
PDP2	-0.26925
PAPD1	-0.69025
ERP27	4.37725
APOOL	0.7686
DIABLO	-0.01475
TRHR	0.385
ARMC9	0.244625
RNF152	2.85225
SLITRK3	-0.111333333333333
ZNF211	-0.1734
PFDN1	-0.052875
RGS11	1.18375
HS6ST1	0.9262
AKR1D1	-2.424
TNP2	-0.214166666666667
STK31	0.465
EML4	-1.22758333333333
SGTA	0.174166666666667
HIST1H2BI	-0.160666666666667
PSMD6	-0.687
KIAA1257	1.06575
C18orf55	-0.218
FLJ20273	2.350375
RPL28	-0.831166666666667
EPYC	4.608625
NOX3	-1.168
ELAC1	-0.163333333333333
METT11D1	-0.33475
BIN2	0.6865
NACA2	-0.25
CCDC17	-1.15025
HM13	-0.1343
UBOX5	-0.0325
UBE2O	-0.15275
UBL5	0.23
APOLD1	0.958875
C9orf31	0.48
TNFSF8	0.8725
ARHGAP29	-0.502875
PROKR2	0.659
PDE5A	-1.01683333333333
C6orf12	-1.027
TOM1L1	1.0715
WHDC1	0.361
FOXI1	1.67166666666667
RAB4A	1.0239
TMEM39B	-1.11175
ATPBD1C	-0.56175
FARSA	-0.197666666666667
PLEKHG5	0.9825
CMAS	0.458
OR7E24	-0.442
SLC30A1	-0.38625
CDC42EP5	1.18883333333333
PLAC1	1.1475
KLHL18	0.131
LBA1	1.5795
TAZ	-0.5525
CRIP2	1.7285
BTBD11	-0.0645
C16orf72	0.62675
DIO2	2.6712
LRRCC1	0.374
CCDC136	-1.7195
PRX	0.070625
RBM5	0.1763
TMEM85	0.503375
TUBGCP4	-0.742
APLN	2.039375
CDK7	-0.0103333333333333
SSR2	1.11016666666667
CRELD1	-0.92175
C19orf46	2.803
GAL3ST4	1.26466666666667
KBTBD10	0.64475
IL28A	0.4895
WDR27	-1.259
MCM2	-1.377
SOX14	0.397
FLJ39743	0.3355
KIAA0922	-0.217875
HIPK4	0.1615
FLJ25758	-0.096
C16orf57	-0.375166666666667
PDZD2	0.086125
MCC	0.113625
HHLA3	-1.0794
ID2	-0.31175
C20orf23	2.35408333333333
ZNF688	0.79975
APOC2	-1.16066666666667
LOC440093	0.635
FAM50B	-0.1045
PWP1	-0.2495
DNAH10	-0.4515
HIST1H2BA	0.1795
GPR56	0.865
METAP2	-0.342875
PAN3	0.818833333333333
STXBP4	-0.052625
PDHX	0.364
MTA1	-0.14225
ZBED4	-0.341625
ZNF720	0.04225
CDK2	-0.99325
RHOJ	-0.275375
CDC37	-0.101833333333333
ZER1	0.93325
GRK4	0.5795
PRPH	0.5455
POLR2A	0.5095
OGFOD1	-1.42875
NOL5A	-0.94125
PHEX	0.089
FLJ16478	0.109
C20orf117	-0.777625
CAMTA2	0.8515
C11orf74	0.371833333333333
DDX17	-0.543
C5orf27	0.214375
PLEKHA2	-1.3199
PDE4DIP	-0.2359
SCN7A	1.33775
ZNF559	-0.190666666666667
CXCL10	4.00925
ZMYM4	-0.461833333333333
STK32B	-0.292266666666667
KIAA0888	-0.5813
TACR3	1.428
CKAP2L	-2.4115
KIF1A	-0.0203333333333333
RSPRY1	0.47975
VCAN	1.76125
CYP27C1	0.5485
SYDE1	-1.01733333333333
MED12L	-0.3785
ZDHHC21	1.215625
NHS	1.0405
TM9SF3	0.966
DDHD1	0.158375
MAFG	0.191416666666667
BICD2	-0.1971
C14orf119	0.204833333333333
C14orf43	0.273642857142857
CDH7	-1.089
ALKBH5	-0.302428571428571
JUP	1.59825
TMEM41A	0.0843333333333333
MAMDC4	-1.35233333333333
CBX3	0.13025
LRRC18	-0.21825
RBMXL2	-0.18475
PLA2G4D	0.674666666666667
FGF13	1.764
KIF3A	0.806166666666667
PDIA6	-0.68825
DCXR	0.26575
CASKIN2	0.999166666666667
EHD1	-0.101833333333333
MARCKSL1	0.0796666666666667
ZNF496	-0.0418333333333333
SCAF1	0.0136666666666667
KCTD8	-1.839
TRAF3IP3	0.829
LSR	1.25
CXorf1	0.0525
C14orf112	-0.008
EIF2B1	-0.07725
OMP	-0.166
GSTZ1	0.33525
LOC92017	0.98425
ISLR2	0.691
C12orf36	0.6715
GATA2	-0.069
GABRA5	-2.4175
CELSR2	-0.576928571428571
STAM2	0.5993
TNAP	-0.52
PTPMT1	-0.9885
GRP	6.747
SV2A	-1.41233333333333
MAGEA12	-3.83875
CACNG1	3.6795
C18orf19	-0.5505
GSG1	-0.260333333333333
PTPRJ	0.0911428571428572
FRMPD1	0.0045
ZNF668	0.509
PLEKHJ1	-0.505
ADAT1	-0.0439
TMEM50A	0.6087
UCN3	0.2675
HOOK1	0.95525
IL17B	-0.8965
MLKL	-0.5485
TTC14	-0.286333333333333
KLHL5	0.43775
CRYL1	1.08966666666667
FOXH1	-0.035
NFYB	-0.3395
PPM1G	-0.37325
GOLGA2LY1	-1.69225
NMT1	0.81025
HADHA	-0.1828
CHSY-2	2.704
PLEKHF1	0.471857142857143
SAGE1	-2.2015
MUSTN1	0.03525
SUHW4	0.87175
TFEB	1.415
ZFYVE27	0.248
ATG12	0.2265
BMI1	0.6195
ZIM3	-0.66575
MYH4	-0.428666666666667
MASP1	-1.514
KIAA0984	1.04
RPAP2	-0.9245
ASB5	-0.09825
BOLA3	-1.19533333333333
MIA3	1.09633333333333
KRT35	1.3625
KIR3DL3	-1.2225
MRPL51	-0.311
SEMA3F	1.72733333333333
NDUFB2	0.507666666666667
LOC253012	2.91725
FAM46C	0.9512
G6PC	-2.037125
CSAG3A	-4.21433333333333
PREX1	1.225
SLC25A45	0.031625
MAPKBP1	0.6434
CPE	0.6936
GNB1	-0.077375
CXCR6	2.4215
TRIM46	1.38475
C16orf3	0.558
HPSE	0.261875
TIGD3	0.6445
SPG3A	3.10825
LCAT	-1.83083333333333
ST6GAL1	-1.3325
POMC	0.25175
FLJ36031	0.284333333333333
NSMAF	-0.550666666666667
SKIL	1.669
ADSS	-0.270166666666667
HMGCS1	-0.2155
POLR3F	-0.0456666666666667
RAB10	0.37325
ZNF277P	-0.89625
ZBTB7B	0.764
DHRS1	0.3965
ABCC13	0.110142857142857
CNOT3	-0.0665
NFKBIA	1.85925
GAK	1.00666666666667
SFT2D2	1.841
HOXA6	0.112
CRTC1	0.425375
LY6D	-0.825833333333333
C20orf72	-1.3445
CPT1A	-0.42425
LMO1	0.958
EIF3I	-0.68125
PRB4	0.429
MCM3APAS	-2.683
C20orf132	-0.3883
FOXF2	-2.60025
S100A12	0.56175
MLH1	0.219333333333333
ACTN1	0.71
MRPL36	-0.0341666666666667
C20orf106	0.285
FBXO6	1.94416666666667
MKS1	0.362333333333333
CX3CR1	-1.208125
PDE1B	0.56
PLP1	-3.497
KISS1	0.348666666666667
C14orf2	-0.760666666666667
TBC1D3P2	-0.638
COMMD6	0.375
ANKRD7	-2.06375
PTCHD1	-0.8265
NARS2	-1.1855
DOCK7	-1.041375
FAM127B	0.1655
LOC390243	-0.1825
N6AMT2	-0.21075
ZNF391	-0.578
DNAJB14	-0.1085
WRB	0.069875
BPI	-0.435454545454546
TTC4	-0.417166666666667
FAM10A5	-0.20825
GOT1L1	-0.0508
