Hybridization REF	TCGA-A8-A06N-01A-12R-A056-07
XRCC1	0.0182
MAS1L	0.515
ELL	0.00670000000000001
SETBP1	0.57625
CDH11	-2.63083333333333
NDC80	-2.69092307692308
DMBX1	-2.5355
NRSN1	0.400666666666667
BAT2D1	-0.255625
CDS2	1.38416666666667
C1orf212	0.502333333333333
SENP3	-0.40275
IL1F9	0.187
EEF2K	-0.01675
COG8	0.1345
CEP72	-1.38175
OR1L8	-0.593
MUS81	-0.906
PHYH	0.501375
GGT6	-0.187666666666667
C22orf23	0.673666666666667
C13orf33	0.329
MAPK8IP2	1.99725
NELL2	5.54325
POU3F2	-4.22916666666667
ALPK1	1.472125
MRPS18C	0.04725
RPLP2	-0.174375
FGF22	-0.355
SPNS1	0.0135
ZFP1	-0.9975
IL1RAPL1	-1.04925
PCSK9	-3.72633333333333
NKX2-1	-0.269
C6orf189	-0.2535
SP4	0.4565
SLC11A1	1.2706
C21orf25	0.507333333333333
ICAM2	-0.669625
SH3GL1	-1.01266666666667
GSK3B	-0.222
RALB	-0.478125
PDXP	-0.559166666666667
GNGT1	-2.9555
KIR2DL1	0.401
TNFAIP3	-1.01391666666667
C6orf32	0.8579
CBLN2	1.45225
PANK3	1.204
TAAR9	-0.833
WDR82	-0.822285714285714
APOM	-4.427125
TRIP10	-1.12425
SPATA16	-0.364833333333333
C1orf135	-1.873
USP51	1.5725
TESK1	1
C11orf64	0.58625
ZNF611	0.275
PDE6G	0.0881666666666667
HLA-DQA1	1.72175
GCLC	0.907625
SEC61A1	-0.0970714285714286
TWSG1	-1.15816666666667
ZMYND10	2.13725
CTDP1	0.5865
ADAMTS6	-1.691
SLIT1	3.083
KRT86	-0.82
KIAA0574	-2.3475
GTPBP2	-0.3231
PQLC3	2.6975
PRRX2	0.632
C15orf44	0.373666666666667
MKKS	-0.13275
C11orf10	-1.29775
GPR110	-0.434125
CD109	-2.58308333333333
ADCY1	-0.476
RHBG	-3.67275
TP53I3	-1.329625
SLC22A3	-2.7631
UCP2	0.16775
FOXG1	-2.222
OR2AG1	0.163
TRIM24	-0.68425
PROC	-4.148875
TAAR6	0.66175
AMTN	-1.6155
C10orf47	-1.12416666666667
DEPDC1	-2.643
FLJ45557	8.7555
ZDHHC17	0.6685
KIAA1429	2.594
KCNH1	1.39525
VNN3	0.125
PSMAL	1.23425
PPARD	-0.679
HFM1	-2.56525
YBX1	-1.49533333333333
ZNF695	-2.9365
SCTR	-0.0951666666666667
DCDC1	0.1135
VPS26B	-0.2686
MTF2	-0.5415
ATP6V1F	-0.00325
CCDC94	0.08525
PERF15	0.0805
CCL11	-0.12125
LMO7	-2.10975
DCST1	0.87
ADRBK1	0.188375
CDRT4	-0.867875
ZNF84	-0.4255
HOXD8	-0.53425
STARD8	-1.04766666666667
FOXP2	-0.44975
CCDC103	1.134
POLR3A	-0.7634
GSC	-3.17466666666667
ZNF114	-3.46416666666667
HTR7P	4.481
LALBA	0.0975
RMND5A	-1.12266666666667
PSCD2	1.227
ZNF409	0.667
KRTAP1-3	0.526
MAF1	0.96425
LOC201725	-0.814666666666667
NRN1	-3.097
SPAG5	-2.1165
DNAH7	2.17566666666667
FLJ43860	0.553
BRCA2	-1.229
ACADM	-0.111875
CXXC6	-2.8365
RAGE	-0.947875
CHMP2A	1.16525
FAM8A1	-0.0103
GPR21	-0.071
SLC12A3	-3.58366666666667
FVT1	0.484
ZDHHC7	0.692375
FLJ44048	0.9675
SLC44A3	0.740333333333333
SDSL	1.37916666666667
MMP8	-0.92125
PLA2G12B	-3.528
ACY1	-0.16925
MT1E	1.1225
OR4K15	0.35
TECTB	0.3575
GPR20	-0.657625
IRAK2	-0.76125
RFPL3	-0.146125
MYO9A	-0.12175
NARG1L	-0.859333333333333
BLMH	0.70775
CCDC3	0.764333333333333
C9orf21	-1.80933333333333
KIAA0513	1.242
MIER2	-0.14575
PNMA2	-2.9055
SH3BP2	0.7197
ANXA10	-0.594
RTN2	1.29516666666667
TFB1M	-1.397
PRPH2	-0.766
C14orf133	0.457
GOLGB1	1.48958333333333
IRX4	-1.879625
NFKBIL1	0.315
C10orf62	-0.0715
APBB3	0.8475
RPS10	0.00980000000000001
LOC728378	0.36725
TLE3	1.709
PSMB7	-0.986
MESDC1	-0.236
SLC6A1	0.460333333333333
OCLN	3.50225
PTTG3	-2.6175
NAGLU	1.165
SERTAD4	1.3865
SPRY1	1.8105
FLJ10781	0.711
MYSM1	0.5225
TRIM4	0.988714285714286
SH3YL1	0.678375
TREM2	3.493
SERPINI1	6.87025
HDHD3	0.259125
TMEM38A	0.56575
EID2B	-0.63425
TDRD3	-0.702166666666667
SEDLP	0.57
THSD7A	1.182
NDST3	-2.661
KLHL15	-0.349583333333333
DHRS12	2.272
FBXO9	0.259
TNPO1	-0.2095
MRPL13	1.05783333333333
SNX5	-2.25083333333333
METTL6	-0.4845
SOD1	0.011875
CHML	-3.1065
PACS1	-0.58
SIRT5	-0.5412
CAPN2	-3.20016666666667
FXYD5	-2.27566666666667
TWISTNB	-0.237
LRFN1	0.653
UBE1L	0.8405
UBE1C	0.0465
OR51B2	-0.9965
OR4D11	-0.4985
C15orf2	0.218
NR4A1	-0.574833333333333
LOC339047	-1.59225
TRIM17	-1.00675
ATP5G3	-0.420214285714286
RPL15	-0.2965
ADAMTS8	-1.4235
HOXC4	-0.368
C14orf37	-1.6045
CEACAM5	-2.268
MYT1L	-0.665666666666667
RASA2	-0.81375
OSBPL7	-1.159
STAG1	-0.589
GIMAP4	4.22966666666667
FUT3	-1.80066666666667
PIF1	-3.043375
LPIN2	-0.1103
SH3PX3	0.67375
PDP2	-0.15325
PAPD1	-0.66375
ERP27	-1.0605
APOOL	0.6669
DIABLO	0.41925
TRHR	1.123875
ARMC9	-0.32425
RNF152	4.27425
SLITRK3	0.0818333333333334
ZNF211	0.4531
PFDN1	-0.407
RGS11	-1.386875
HS6ST1	1.0559
AKR1D1	-2.59775
TNP2	0.249333333333333
STK31	1.64066666666667
EML4	-0.872666666666667
SGTA	-0.067
HIST1H2BI	0.788666666666667
PSMD6	-1.4965
KIAA1257	0.5875
C18orf55	-0.018
FLJ20273	3.3355
RPL28	-0.94
EPYC	-0.074875
NOX3	-0.1065
ELAC1	-0.410833333333333
METT11D1	-0.59325
BIN2	-1.2055
NACA2	-0.015
CCDC17	0.111
HM13	-0.1921
UBOX5	0.364375
UBE2O	-0.009
UBL5	0.44425
APOLD1	0.6045
C9orf31	0.33575
TNFSF8	0.116
ARHGAP29	-0.640125
PROKR2	0.317
PDE5A	0.69
C6orf12	0.257
TOM1L1	1.179
WHDC1	0.322125
FOXI1	-0.385833333333333
RAB4A	0.8297
TMEM39B	-0.6805
ATPBD1C	0.38825
FARSA	-0.196833333333333
PLEKHG5	0.868
CMAS	-0.2515
OR7E24	0.2665
SLC30A1	-0.6085
CDC42EP5	0.357166666666667
PLAC1	0.1395
KLHL18	-0.299333333333333
LBA1	0.4299
TAZ	-0.6535
CRIP2	-1.052
BTBD11	1.37816666666667
C16orf72	0.693
DIO2	-2.1422
LRRCC1	1.9555
CCDC136	-2.121
PRX	0.547625
RBM5	-0.0689
TMEM85	0.465
TUBGCP4	-1.43933333333333
APLN	2.739625
CDK7	0.4045
SSR2	0.367333333333333
CRELD1	0.995
C19orf46	2.23675
GAL3ST4	0.0333333333333333
KBTBD10	1.4995
IL28A	1.463
WDR27	-0.165
MCM2	-0.8415
SOX14	0.63
FLJ39743	-0.00900000000000001
KIAA0922	0.47925
HIPK4	0.087
FLJ25758	-1.262
C16orf57	-1.23116666666667
PDZD2	-0.904125
MCC	-0.006125
HHLA3	0.4273
ID2	1.5845
C20orf23	3.03908333333333
ZNF688	1.695
APOC2	-2.67733333333333
LOC440093	1.40625
FAM50B	2.8845
PWP1	-0.5775
DNAH10	-0.34075
HIST1H2BA	0.302
GPR56	1.30533333333333
METAP2	-0.348875
PAN3	0.5025
STXBP4	0.40875
PDHX	0.335
MTA1	-0.436416666666667
ZBED4	-1.141125
ZNF720	-0.20925
CDK2	-1.78925
RHOJ	-0.950125
CDC37	-0.480666666666667
ZER1	1.14525
GRK4	0.12625
PRPH	1.874
POLR2A	0.738625
OGFOD1	-1.75475
NOL5A	-0.81825
PHEX	-1.0115
FLJ16478	0.44375
C20orf117	-0.52175
CAMTA2	1.1265
C11orf74	0.505333333333333
DDX17	0.791083333333333
C5orf27	0.15175
PLEKHA2	-2.0328
PDE4DIP	-1.855
SCN7A	0.195333333333333
ZNF559	0.303166666666667
CXCL10	3.70125
ZMYM4	0.718
STK32B	-0.479866666666667
KIAA0888	-1.9533
TACR3	1.3205
CKAP2L	-2.20875
KIF1A	-1.81916666666667
RSPRY1	-0.1575
VCAN	-3.05375
CYP27C1	-1.2265
SYDE1	-2.40333333333333
MED12L	-0.081
ZDHHC21	1.328
NHS	1.249
TM9SF3	0.5785
DDHD1	0.01875
MAFG	0.115666666666667
BICD2	-1.6597
C14orf119	-0.355
C14orf43	0.902428571428571
CDH7	-1.2165
ALKBH5	-0.138714285714286
JUP	1.96
TMEM41A	0.327833333333333
MAMDC4	-1.54866666666667
CBX3	-0.086125
LRRC18	-0.01225
RBMXL2	0.153
PLA2G4D	0.7355
FGF13	-2.978
KIF3A	1.12816666666667
PDIA6	-0.20525
DCXR	1.276
CASKIN2	1.4735
EHD1	-0.736166666666667
MARCKSL1	1.031
ZNF496	-0.237166666666667
SCAF1	0.473
KCTD8	-1.28325
TRAF3IP3	-0.648
LSR	0.9585
CXorf1	0.454333333333333
C14orf112	0.945166666666667
EIF2B1	0.4245
OMP	-0.4165
GSTZ1	0.579
LOC92017	0.60675
ISLR2	-0.0895
C12orf36	0.7455
GATA2	-1.887
GABRA5	-2.9305
CELSR2	0.0505714285714286
STAM2	0.8311
TNAP	-0.482
PTPMT1	-0.259166666666667
GRP	0.1205
SV2A	1.4845
MAGEA12	-4.73675
CACNG1	3.685
C18orf19	-0.56225
GSG1	0.4155
PTPRJ	-0.542071428571429
FRMPD1	0.1835
ZNF668	-0.16275
PLEKHJ1	-0.6165
ADAT1	-0.0415
TMEM50A	0.8503
UCN3	0.399
HOOK1	2.01925
IL17B	-1.7755
MLKL	-1.18366666666667
TTC14	-0.7755
KLHL5	-0.800875
CRYL1	-0.0386666666666667
FOXH1	-0.3845
NFYB	-0.179375
PPM1G	-0.16875
GOLGA2LY1	-1.236
NMT1	0.634125
HADHA	-0.9262
CHSY-2	-0.0865
PLEKHF1	-0.0628571428571429
SAGE1	-2.966
MUSTN1	0.36275
SUHW4	0.98025
TFEB	1.33483333333333
ZFYVE27	0.59775
ATG12	-0.389333333333333
BMI1	0.0569285714285714
ZIM3	0.40125
MYH4	-0.0225
MASP1	-1.06183333333333
KIAA0984	0.86675
RPAP2	-0.1825
ASB5	0.42
BOLA3	-0.951333333333333
MIA3	1.49083333333333
KRT35	3.44
KIR3DL3	-0.489
MRPL51	-0.1195
SEMA3F	1.8975
NDUFB2	0.250333333333333
LOC253012	5.8165
FAM46C	-1.5629
G6PC	-1.8405
CSAG3A	-5.233
PREX1	1.2555
SLC25A45	0.051
MAPKBP1	1.0118
CPE	-1.7411
GNB1	-0.7975
CXCR6	0.962
TRIM46	-0.30175
C16orf3	0.36
HPSE	0.26575
TIGD3	0.7865
SPG3A	1.05075
LCAT	-1.86966666666667
ST6GAL1	-2.06955555555556
POMC	-0.9005
FLJ36031	-0.583166666666667
NSMAF	0.167666666666667
SKIL	0.503
ADSS	-0.471833333333333
HMGCS1	-2.0013
POLR3F	0.695666666666667
RAB10	-0.1655
ZNF277P	-1.01575
ZBTB7B	0.85475
DHRS1	1.27125
ABCC13	0.243375
CNOT3	0.0875
NFKBIA	1.559
GAK	1.20633333333333
SFT2D2	0.5715
HOXA6	0.0735
CRTC1	0.493625
LY6D	-1.63766666666667
C20orf72	-0.639333333333333
CPT1A	0.00525
LMO1	-1.8065
EIF3I	0.4505
PRB4	0.402
MCM3APAS	-2.00825
C20orf132	-0.0787
FOXF2	-5.68825
S100A12	-0.23625
MLH1	-0.2565
ACTN1	-0.0155
MRPL36	-0.269833333333333
C20orf106	-0.015
FBXO6	1.3995
MKS1	0.229
CX3CR1	-2.02625
PDE1B	0.1245
PLP1	-4.45275
KISS1	-0.0785
C14orf2	-0.2825
TBC1D3P2	0.4435
COMMD6	0.0232
ANKRD7	-1.79525
PTCHD1	-3.19171428571429
NARS2	-1.18375
DOCK7	-0.462875
FAM127B	0.37275
LOC390243	-0.204
N6AMT2	-0.28475
ZNF391	-1.692
DNAJB14	0.737166666666667
WRB	0.888875
BPI	-0.248
TTC4	0.289166666666667
FAM10A5	-0.45425
GOT1L1	0.2837
MAGED1	-0.485125
RESP18	0.36125
WFDC6	-0.459
MT2A	-0.118
C11orf56	0.83825
KIAA1432	-0.632
ROR1	-3.16475
HSD17B14	3.694
ZFAND2B	0.198875
SAMD4B	0.58875
HEXA	-0.14875
HNRNPU	-0.164818181818182
USP39	-0.718625
NRD1	-0.21225
R3HDML	0.45075
FLT4	0.379
OMG	-0.0846666666666667
OR52N4	0.5925
LOC399818	-0.0285
ELA2	-2.63775
VENTXP1	0.1065
RFC5	-0.817
OR52L1	0.0665
PAX5	-0.149
FBXO2	-0.1985
GMEB1	0.034
AKT3	-1.88266666666667
CRB1	-0.458666666666667
CTTN	0.669166666666667
UTP15	0.142666666666667
HSBP1	-0.1615
PHF11	1.1285
NDEL1	-0.410166666666667
USP8	0.21175
BAIAP2	2.2044375
SI	0.584833333333333
ARSJ	-4.26066666666667
BAAT	-2.447
KCNS3	1.56216666666667
LOC126147	0.300166666666667
TMEM37	-1.2705
C1orf162	2.0505
MBD1	0.2585
ITGAL	0.600166666666667
WDR73	0.209833333333333
GKN2	0.5125
ARFGAP1	-0.34825
SLC5A8	-1.3485
ZBTB40	0.0275
CYP4B1	7.33966666666667
LYPLAL1	0.4245
CHST3	-2.7545
MAP3K9	0.4725
BTAF1	-1.95483333333333
TFAP2E	0.943
RBM35B	0.05675
LOC441251	0.0453333333333333
ANKRD25	-1.93294444444444
UQCRC2	0.09
MAEA	1.17808333333333
HYAL1	-3.3648
RNPEPL1	-0.0825
CPSF2	0.329875
PSD3	-3.0948
ABCA13	0.156625
AGR2	4.167
GBX1	-2.762
HDLBP	0.247714285714286
ACY3	-1.138
HECW1	-0.573
ZNF519	-1.364
HOPX	1.63225
ZNF304	1.34325
OR12D3	0.633
FKSG43	0.00674999999999999
METTL1	0.079375
MFSD3	1.0958
PSPH	-1.069
CLCA3	-0.6455
DARS2	-1.05866666666667
CDC25A	-2.52283333333333
BAIAP2L1	0.97075
B3GNT5	-2.047
USP29	0.62325
ARHGEF10L	1.7792
ATOX1	0.064125
ADAM30	0.375
DNASE1	0.72025
STT3A	-1.07558333333333
RAB6IP1	-0.494
PTN	-3.2074
C1orf106	-1.901
HECA	0.2675
RNF122	-2.1435
SLC22A18AS	-0.644666666666667
GNG8	-0.228666666666667
ELP4	-0.35325
FAM65A	-0.089
RPL10A	-0.595666666666667
IRS4	0.573
MACF1	1.536
SEC24D	-0.5205
LOC374395	0.27425
TGFB2	-1.42825
MDFIC	-0.592625
CHRNE	0.149333333333333
PCMTD2	0.598666666666667
ATP6V0D1	0.554166666666667
MTA2	-0.4435
LZTR1	-0.214
RAP1A	0.194166666666667
AXIN1	-0.18625
POLR1C	0.02175
TRIO	-0.6125
PLXNA4A	-1.53766666666667
C5orf33	0.386
DEPDC1B	-3.365125
ZNF473	-0.323166666666667
MTM1	0.552375
GPR107	0.785666666666667
CSNK1A1L	1.1375
FLJ14154	0.84875
NLRC4	2.5615
ENPP4	3.30483333333333
PADI3	-1.0455
RNF170	1.165875
CG018	1.3175
C16orf7	0.071
KCNE1	-0.61225
NRM	-1.39333333333333
SLC37A3	0.576214285714286
TPD52L2	-0.685833333333333
UNC5B	-0.3225
C12orf12	-0.6472
SDHB	-0.18325
CLRN1	0.360125
NUDT10	-5.00033333333333
UGT3A1	0.569
FBXW8	0.62975
RHOF	-1.603625
PTPLAD1	0.605375
MYO3B	-0.51075
DERA	-0.8065
TPP2	-1.1575
C19orf53	0.1325
GINS3	0.2995
ST6GALNAC5	-0.177
CHSY1	-0.8485
MGC15705	0.3655
GPR83	0.4545
EXT2	-0.47925
DOLK	0.85375
TUBAL3	1.8715
ACVRL1	1.7026
ABL2	-0.286916666666667
C14orf156	-0.874833333333333
PTPRZ1	-4.59075
DIP2C	0.6195
LAMP1	0.983875
RXRA	0.6079
MAP3K5	0.35
ALKBH1	0.948333333333333
PDLIM7	-1.33675
ARL14	-3.2815
SNIP1	0.905833333333333
TIMP3	1.44575
RGS3	-0.243333333333333
SPAG16	0.4074
ABHD4	0.13275
ARHGEF12	0.4875
GLUD2	-0.15
RAC2	-2.2853
UAP1L1	0.625
SLC18A3	0.415
YOD1	-1.71833333333333
RALY	-0.4295
HMOX2	0.429375
DGKH	1.59675
DBNDD2	2.11933333333333
YIPF4	0.409625
THAP10	0.5655
ZNF513	1.01725
HAGHL	-1.45966666666667
ITGB4	-0.948333333333333
CCDC141	-3.377
YTHDF3	1.745
C5orf28	0.4915
RPL7L1	-0.6275
TMEM30B	2.29178571428571
ANKRD35	-2.882
DUOXA2	-0.332
TBC1D5	-0.0385
DFNB59	-0.6115
HRH4	0.436
MYO6	2.5161
DNAJA4	3.074375
RBM24	3.155
CEACAM20	-0.79825
RBM23	0.871428571428571
NGFB	-0.3075
C1orf63	-0.2008
KRTAP7-1	-0.6045
PERLD1	2.77025
NPB	0.241
C17orf59	1.4612
HSPBAP1	0.28625
SLC15A4	-0.486625
PRTFDC1	-2.1785
OSMR	-2.99157142857143
CYSLTR2	-0.4515
C19orf25	0.604
KIAA1797	-0.1785
NLRP6	0.796
FAM105B	0.0272
SCRN2	-0.489666666666667
LRRC58	-0.6233
RNF17	0.2105
NEIL3	-2.9815
FAM137A	-0.296
SKP2	-3.65625
PARVA	0.750416666666667
PKLR	-1.504
RNF34	0.830875
A3GALT2	0.44725
C12orf50	-0.132
SUNC1	-1.796
FAM102B	0.222666666666667
CCT2	-0.43425
LRRC37A2	-0.2985
ARF4	0.339
SIKE	-0.454625
C8orf48	-1.80133333333333
MBTPS1	0.418428571428571
GPSN2	0.2165
NCF2	1.91425
SLC12A6	0.162666666666667
MRPL48	-0.36325
HMGN3	-0.243166666666667
LRRC62	-1.62175
PAX9	-0.5655
FAM55A	-0.268
C20orf42	-4.089
SCML2	-1.03233333333333
BCL9	1.479
FAM40A	0.0705
C9orf41	-0.830833333333333
ZNF774	0.407
LETM1	1.15775
PLXNB1	-0.291666666666667
NIPSNAP1	-0.287125
USP10	-1.27025
F9	0.4385
LIPE	1.50975
CNGB3	-0.7125
C12orf52	0.463
PI4K2A	-0.302875
MED8	0.3345
STAT4	0.1324
FGD4	-0.316166666666667
RNF145	-3.93883333333333
WDR32	2.1762
CLDN2	-0.263166666666667
TCEAL8	0.6115
ZMYND8	-0.0894
PDXK	-0.4429375
GATAD2A	-1.4935
PTGES3	-0.01
CCM2	-0.5645
TAP1	1.007375
ZNF670	0.378
ETS2	-0.338214285714286
C6orf166	-0.064
PRMT2	-0.207
OR4B1	0.7865
INTS8	0.41
CCDC102A	-0.91525
CCDC83	-0.778833333333333
ITGA1	-1.212
EPHA5	-2.5445
FAM24B	-1.15883333333333
TSGA10	2.60025
HAL	-1.7325
MYOT	-0.629
SPACA3	-0.0565
BCL2L2	0.644166666666667
CUGBP2	-2.61266666666667
CCNB3	2.88
RNF113B	0.5245
MERTK	-0.50025
BAG1	-0.5745
VPS36	-0.56875
ORMDL3	2.0598
C1orf190	-0.08775
ZNF625	0.522
CORO2B	-2.909
ALOX15	-0.885
CST1	4.3065
NUPR1	2.94716666666667
CCL7	0.65975
SMCR5	-3.061
DSC2	1.74
RBMS2	-0.1685
GRIK4	0.167
TRIM65	0.3504
TMPRSS6	0.315928571428571
TP53INP2	-2.06725
GLB1L	0.265166666666667
LOC388284	0.376666666666667
PUS1	-0.933714285714286
BCL9L	-0.6085
OLFM1	-1.33158333333333
RET	3.804
MASTL	-2.99266666666667
ALX3	0.39
IL1RL1	-0.1766
ZNF765	-0.4339
C14orf138	0.29675
SNX10	0.8405
TAC4	-0.3575
C1orf64	4.635875
POGK	0.399625
MAPK9	-0.4905
ZNF366	2.81175
C8orf79	-0.723
CLDN7	2.75325
OR5AT1	0.1685
TRIM37	-0.57325
LRRC25	1.998
GRHL2	3.0226
TEKT3	0.07825
LASS5	0.8215
ABCC4	-2.87383333333333
DLG3	1.43675
VGLL1	-0.37925
ZFP36L2	-1.36983333333333
MFRP	0.1605
KIAA1799	1.0165
FLJ44379	2.2735
PCNX	-0.10575
ANXA9	3.2515
CYP4V2	2.3774
PIK3C2A	0.43125
SRR	0.4415
NOL3	-0.731
IFITM2	1.228
ARNTL2	-3.66025
ZNF595	0.325
NLRP13	0.294
ASPH	1.63
CPA2	-0.4035
PVRIG	-2.284
LEPR	-1.152
C16orf42	0.922333333333333
SH3BGRL	-1.61125
FAM77D	-1.3474
FNDC7	0.1955
C9orf6	-0.592833333333333
NOTCH2NL	-0.091
PGBD1	0.706666666666667
SYNGR2	1.715
PITPNA	-1.246
PRPF4B	-0.5126
SLC43A3	-2.701
NRBP1	-0.22775
SLC25A22	0.476
ILK	0.069875
SLC22A8	0.563
MRPS7	1.176125
PITX2	-4.82825
FABP3	-1.584125
OR1L1	0.1325
LOC728215	-1.303125
BLID	-2.335
KIAA1217	1.89711764705882
TFPT	0.25525
AP4B1	-0.67375
VBP1	-0.637
OR1K1	0.3605
MORC3	0.18525
BHMT2	-2.74533333333333
C3orf10	0.610125
FZD7	-1.91616666666667
WFDC10A	1.2365
PMS2CL	-0.12675
CCDC32	0.4285
FA2H	-0.64725
ALG13	0.7025
TTLL7	0.1111
SPOCK3	-0.03075
SLC13A2	0.559
AIM1	-0.04025
GPRC6A	0.7735
EGR2	0.36475
MED11	-0.336
WWC1	2.124
SH3GL3	-3.77625
RIF1	-0.959214285714286
PRLH	0.766
VLDLR	-1.8545
DBT	0.84575
C21orf63	-1.82625
CGGBP1	-0.0685
KRTAP12-2	-0.705
TADA3L	-0.045
ZBTB16	3.7995
PDGFB	2.101
RFX1	-0.024125
UQCRB	0.622
LOC133874	-0.5745
HPS3	-2.5455
LGALS3BP	1.7166
DKFZP564O0823	-0.218785714285714
MRFAP1L1	1.412
HOXA10	-2.89383333333333
NGB	0.17
KIF21A	-0.811615384615385
IFLTD1	0.851
LZTS1	-2.76975
ARHGEF3	1.172
RHBDL3	-3.0895
CSNK1G2	-0.558333333333333
ChGn	-2.243875
KIAA1244	2.36166666666667
GABRB2	0.3575
MGC72080	-0.4195
CD27	1.2115
EGLN1	-1.5526
PEX13	0.3735
RWDD3	0.54
RNF12	-0.100666666666667
GRIN2B	-0.4705
ADAMTS14	-1.616
DYDC2	-0.4785
ATP6AP1	1.8672
NR1H2	-0.048
PDK2	1.463
C3orf17	-0.2905
SLC38A2	-0.247357142857143
SLC25A29	0.154833333333333
C15orf29	-0.082625
ADAM9	-0.196583333333333
TMUB2	1.18675
GPR176	-0.975
AGK	-1.132
MCCD1	1.472
NDUFA4	0.131
TMEM146	-0.06675
DUSP1	0.389375
UNQ6975	-0.1975
EMX2OS	1.45875
INSM2	-0.1685
LUZP4	-0.711
SETD6	-0.522
P2RY2	2.95225
SLC45A2	-1.778
RABGAP1	0.117666666666667
UBXD5	0.6635
GPRC5A	1.1155
PAK3	-1.2595
LOC63920	0.19225
TGFBR1	0.1537
KRTAP6-3	0.32325
SFMBT2	-0.312
CDC42	0.2973125
C11orf35	1.371
TTLL2	-1.21775
UACA	0.617833333333333
CD97	-1.1695
SETD5	-0.2035
NINJ2	-2.795
PTER	-0.669666666666667
POMGNT1	0.93125
KRTAP4-2	0.033
ECGF1	1.594375
HRB	-0.514818181818182
ATP1B2	-0.5976
LOC400506	-0.10775
COL4A3BP	1.2855
C6orf97	3.1025
GRHPR	0.46975
TAS2R1	0.9365
SEMA7A	-2.43325
EDF1	0.25375
ODF2L	0.5277
PCID2	-1.176
GTF2H4	-0.871
ZCCHC3	0.125625
CGB2	-0.289
NEUROD1	-1.01725
C20orf75	-0.886
RP5-1054A22.3	-0.570166666666667
IFNA5	0.23
ZNF134	0.649833333333333
MGC119295	-0.6624
ZSWIM6	1.3455
SMEK1	0.631
PCGF2	1.214625
C1orf102	3.4745
CYP2A13	0.9525
KCNH6	0.4652
MDM1	0.5285
ALDH7A1	0.161833333333333
C9orf75	-0.19575
VDAC3	-0.39725
OR51T1	0.8615
EIF3F	-0.404583333333333
KCNJ10	0.3425
LENG8	0.165
EDEM2	-0.12675
CCNJL	-2.88766666666667
DHX37	-0.3815
CRYGN	-0.087
AATF	0.747
ZNF630	1.738875
E2F5	1.0445
WFDC13	-0.3575
FTSJ3	-0.169833333333333
C4orf33	0.626
LHFPL4	-2.6065
C19orf56	-0.2355
SMAD4	0.14475
AFM	-0.512166666666667
G0S2	-4.2585
FCHSD2	0.4285
RRP1B	-0.8051
EEF1B2	-1.42733333333333
STAT6	0.431
ZNF195	-0.3905
GNL1	-0.712833333333333
ZNRF2	1.00233333333333
PER3	1.329625
ASB16	0.6505
C10orf10	-0.593571428571429
ADCY8	-3.81333333333333
C9orf58	-3.49866666666667
ARMC10	-0.3285
PSG1	0.9685
DHX34	-0.14825
VARS2	-0.2175
NFIC	0.08175
ITPR2	1.45075
AGXT2	3.50716666666667
OR6K3	0.4545
H2AFZ	-0.692416666666667
MLLT3	1.13708333333333
COX4I2	1.1705
CCNT2	0.24325
PLK4	-1.989125
NUMBL	-0.8415
MED16	0.34
PLEKHQ1	0.28975
GOSR1	1.32033333333333
BTG4	0.8315
RPL30	1.0525
IGSF5	1.46675
IGFL2	-1.09483333333333
ELMOD2	1.45683333333333
SHC3	-1.66766666666667
HAVCR1	-0.39
DYNC2H1	-0.374375
RNF5	0.0358333333333333
C2orf7	-0.259
NLF1	0.6445
KLHL25	0.0805
LRP10	1.4068
KRI1	0.0785
PUS7L	-0.0745
MGMT	0.681
HOXD1	-1.953
CSH1	0.2253
ATG16L2	0.46125
FLJ44635	-0.3785
CHODL	-1.60625
EXOSC8	-2.2045
SLC28A1	-0.64925
MYO7B	-1.2105
SEH1L	-1.0411
MTNR1A	0.364
TSPAN5	2.0075
CDC45L	-2.79083333333333
AMIGO1	1.6055
ATAD3A	-1.1785
OSGIN2	0.662666666666667
PDIK1L	1.8055
DARC	0.817625
PIPSL	0.7015
SHMT1	-0.981
CRISP3	0.3825
POPDC2	2.35433333333333
ZRANB2	-0.663833333333333
FBXL8	-0.21025
TRIP13	-2.22481818181818
EIF5AL1	-1.7615
POU5F1P3	-5.1575
IL6	-3.66316666666667
CXorf38	-0.358666666666667
IFNA16	0.315
FBXL2	1.5615
BRD1	0.06425
STATH	-0.11175
FBXO44	0.872166666666667
MCCC2	-0.08525
CDC2	-2.5424
C5orf23	-3.29825
IVD	1.16616666666667
C10orf122	-0.93425
MSL3L1	-0.7814
MVP	0.66875
EPOR	0.1924
ZMYM1	0.4905
BCL7C	-0.126
PSTPIP2	0.1078
LYPD1	-2.454375
OR8G5	0.346
ZP3	0.314833333333333
BCAS4	2.22191666666667
EDG6	0.164
ISY1	-0.359
PRAMEF2	-1.07675
CUL1	-0.4835
RNF213	2.0234
CCRK	1.31075
DHX9	-0.034125
C13orf29	-1.488
NCKAP1	0.126833333333333
MRPL43	0.593428571428571
XPR1	-0.2465
PKN2	0.758
PODNL1	-0.8175
ZNF333	0.307125
DALRD3	0.6515
OPN1SW	0.2275
BTBD6	1.30925
C11orf82	-2.747
OR5P3	0.13
DUSP11	0.308
L1CAM	-2.1079
NEK11	1.943
OR7E91P	2.433
CNTN3	2.8583
CREB3L2	0.15775
ZBTB37	0.688
