Hybridization REF	TCGA-A2-A0EV-01A-11R-A034-07
SALL4	-2.132
ZCCHC8	-0.07325
RAD17	-0.368875
ZNF708	-0.444333333333333
LILRB5	2.647875
TEX12	-1.159
C9orf79	0.069
ARHGEF1	0.0253333333333333
ABCA4	0.250833333333333
RNF214	-0.69525
PPAPDC2	0.3755
ARID4A	0.0665
SYCP2	1.491
OPRM1	-0.42675
RP13-102H20.1	-2.872
CYP26B1	0.620166666666667
APCDD1	0.8215
PCCA	-1.09025
ALS2CR7	0.167
AQP5	-0.0988333333333333
YLPM1	-0.144
PRKAR1B	-1.6495
IL16	0.8001
TCF3	-0.931
ZSWIM7	-0.42925
SERPINE1	-0.8792
BAI2	1.456
SMC5	-0.328428571428571
SMN1	-0.939166666666667
SLC13A5	-2.508125
POU2F3	1.34525
BACH1	-0.801333333333333
GMCL1L	-0.181
PPP2R2D	0.311625
LRRC51	1.25433333333333
EDARADD	1.08
LRRC3	-0.411
FAM124B	-0.315
C20orf70	-0.089
LOC285735	-1.75675
CTBP2	0.7115
ZMYND11	1.477875
CDH23	0.81975
OR1N1	1.1855
LOC400590	-0.302
PDK1	-2.703375
LMTK3	1.272
USHBP1	0.9006875
ZFYVE21	0.28725
hCG_21078	-0.3885
OAF	-1.227625
WDR41	-0.01025
SPINK6	-0.434
GDEP	-0.318
MEG3	-1.6043
OXSR1	-0.347357142857143
RAD51	-1.72066666666667
RPL13A	-0.18975
DYRK1A	0.0755
FLJ25791	1.53425
SARDH	-0.5142
RBBP5	-0.0488333333333333
ORC2L	-0.77225
NCAPH2	-0.3775
RNASET2	-0.203166666666667
WDR79	-0.7485
FLJ39779	-0.686
C3orf1	0.4065
DDX23	0.2755
MGC40574	0.46725
MORC4	0.896
MYRIP	3.20309090909091
LY6E	0.3095
SLC39A11	3.312875
ATP12A	-0.9905
AUP1	-0.23825
PIP	6.87
CORO7	-0.5825
PITPNM3	0.4145
ENPP1	1.23316666666667
PPP1R1C	-1.36283333333333
NRBP2	-0.45775
KCNE2	-0.047
P2RX4	2.43525
CCND2	-1.63685714285714
OR5T3	-0.49
CUL4A	-0.282833333333333
CFB	4.30025
PCP4	-3.02016666666667
HEMGN	-5.55233333333333
UBIAD1	0.1085
CDC42BPB	-0.444
CYB561D1	0.1725
RIMS2	-0.926
ZNF488	-0.825
RNMTL1	-0.20275
SART3	0.105166666666667
CAPN10	-0.838714285714286
CCR5	4.01133333333333
APOA1BP	0.420166666666667
NDUFS5	-0.02025
PDLIM3	1.9459
VPS24	0.8786
SCN8A	-1.112375
C1orf67	-0.8135
MRCL3	1.33483333333333
TMEM145	-1.6395
KCTD16	0.462166666666667
RNF149	0.94325
FDXR	0.9685
CDCP1	1.92383333333333
PAX3	-3.2278
LASS4	1.6855
HSD17B8	1.38425
YAP1	-0.10575
NNT	-1.06825
SC5DL	0.587375
DKFZp566H0824	-0.5725
KSR2	-0.3855
RAD21	-0.422333333333333
ST8SIA2	0.04225
L3MBTL3	-0.34675
SNRPB	-1.44725
MGC14425	-0.2715
MIF	-0.5245
TAPT1	0.252625
IRF8	2.2409
PRO0132	1.701
HERV-FRD	0.2295
ACD	-1.8175
BCL3	1.0275
SPATA13	1.9755
MRLC2	0.810625
F2RL3	0.2535
CFHR3	2.6355
DUSP15	0.126333333333333
TMEM46	-1.08816666666667
SF3B4	0.39
MAP7D3	-0.6035
STELLAR	0.485
SEMA5A	-0.0183
H2BFS	-1.7335
LRRC28	-0.019
MORN2	0.8205
XYLB	-0.97325
WDR21C	0.482333333333333
HIATL1	0.25425
ADAMTS10	-0.526333333333333
WDR55	0.5435
MFSD5	1.0765
OR4N2	0.003
DUSP16	0.428388888888889
NLGN4Y	-1.64
INHBC	0.0361666666666667
NUMA1	0.418
DEFB123	0.2495
GIPC1	-0.16475
MGC27348	-1.326
FLJ33590	-1.1265
FZD1	1.0295
MKL1	0.765833333333333
SAA2	3.6895
C1orf94	-0.851
C7orf28B	0.231
TMEM185A	0.69905
ZZZ3	-0.776
C16orf5	-1.69133333333333
GALNAC4S-6ST	1.3645
C1orf186	1.85575
IGFBP4	0.879833333333333
NDUFA10	0.165833333333333
CLIC2	-0.396
RNF13	0.5725
GPR103	-1.59875
CD69	-1.5055
MYOZ1	0.24175
IFNB1	0.1395
CLNS1A	-1.2995
CXorf45	-0.55475
ZXDB	1.067
FUNDC2	0.0205
GPA33	-0.430625
C9orf70	-0.88125
SLC2A9	-0.457625
LOC126520	-0.6
MAGEB1	-1.462
LCE2A	-0.46
C18orf34	3.2305
FMNL2	-1.881875
KRT85	0.56175
CRYGA	-0.228
GEM	-0.3435
THAP6	0.1935
ALKBH3	-0.448
TM6SF2	0.14575
C20orf82	3.2145
RANBP2	0.0115
LIG3	-0.3948
RETSAT	0.42675
OR8S1	0.4015
CAST	0.82775
TGFBI	-0.1875
C15orf37	0.277714285714286
PGM3	-0.438
SLC4A11	-1.776375
FAM123C	-0.3438
TAOK1	2.01725
CISH	1.444875
OGDHL	-4.076
SPINT2	2.87666666666667
ZNF33A	0.252
CLDN18	-0.0885000000000001
RNF128	-2.771
CCDC71	-0.8645
RASSF6	0.947666666666667
HSPG2	0.25
ATP6V0E1	1.89975
ABHD6	0.237
CD274	1.364
GCNT1	0.23525
NT5C1A	0.365333333333333
TM4SF5	-4.241
C21orf58	-1.57233333333333
SUCLA2	-0.68175
RFTN2	2.79225
SCNM1	0.627375
SLC9A10	0.611
FUNDC1	0.156
SLC35F4	-3.75833333333333
AMD1	-0.89525
COL6A6	1.69875
OR4K2	0.9935
TRIB2	-0.972583333333333
LOC91461	-2.732
GHSR	0.631
ATP8B1	1.291625
C1orf78	2.682
RNF183	0.582
STX4	0.5238
TPPP2	-0.55625
MYBPHL	-2.446
TXNDC6	-0.497111111111111
C9orf47	1.139
FAM137B	-1.931
FANCB	-1.823
C11orf9	-1.59025
DPY19L1	-1.445
VDAC2	-1.0925
VHL	-1.0465
LMBR1	-0.18775
C8orf44	-1.07075
ZPBP	0.686333333333333
FGF23	-2.568
C21orf67	0.198
PCNT	-0.794875
BCKDHB	0.6834
GALNTL5	0.0252500000000001
BET1	-0.40275
ARL13A	-0.216
HDAC6	-0.59225
N4BP3	1.5245
OTOP1	-0.5405
TTC30A	2.246625
CRISP1	-3.202
KRT32	3.529
VSTM1	0.7245
ZNF622	-0.27425
POLR3B	0.1943
DNAJC10	0.252625
C12orf54	1.022
ADIPOQ	3.98666666666667
RIT2	-0.02325
CD44	-0.0684
ABCA3	1.697
RPS17	-1.52275
FEZF1	0.3175
PCDHB15	-0.2485
KCNMA1	-1.38940909090909
CCDC116	-2.588
C15orf27	-0.827
NARG2	0.1543125
ITGA5	-0.561875
MEFV	0.8585
TUT1	-0.040625
LOC541473	0.00449999999999996
NMBR	-0.922
GLT1D1	-2.71233333333333
ABCB7	-1.32475
PFKP	-2.93136363636364
C9orf91	0.3422
LRRC41	-0.380166666666667
C1orf85	0.3575
ATP5F1	-0.134625
STOX1	-0.7995
GFOD2	0.48025
SLC25A3	0.367125
ZNF646	0.61
ZAR1	-1.275
OSTbeta	-2.738
GALNT3	2.38375
IFT122	-0.0101666666666667
LDB3	0.0232222222222223
GARNL1	-0.0626428571428571
HOMEZ	0.857
LRRC6	3.8525
ANGPTL5	-2.04975
UBAC1	-0.96625
DLEU7	-0.2055
RPL19	0.229375
TOP1MT	-1.5325
LOC643641	0.227625
MBD3L2	0.7645
NTSR1	-0.136333333333333
WISP2	0.1265
GPSM2	-0.876625
RDH10	-0.244333333333333
PRKCG	-0.00849999999999999
HIST1H4J	0.7305
MON1B	0.0601
MLF1IP	-1.416
ZNF446	0.66875
COL4A5	0.3025
SLC26A1	-0.024
RGN	-1.996625
CCNB1	-2.024
C9orf165	-0.44925
CCDC28B	-1.24825
CCDC97	1.5
FGR	1.89975
MSRB3	1.3109
EPN2	0.79825
COX15	0.109333333333333
KCNK6	0.9632
XK	-0.65375
GDA	-4.9455
HEPH	-0.172625
THRAP3	1.03125
MET	-1.73035714285714
PHYHIP	-0.22925
LYAR	-1.73283333333333
ING3	-0.12275
AK7	-2.94075
CCT8L2	-0.406714285714286
COPS7A	-0.271833333333333
WSCD1	-0.7775
RNF185	0.5925
TNS3	0.667
KNDC1	-0.646833333333333
RWDD4A	-0.0341666666666667
MED13L	1.7235
ZFYVE1	0.378125
C7orf44	-1.25166666666667
MRPL1	0.053
STGC3	-1.79675
TEAD1	-0.237333333333333
RPL7A	-0.819714285714286
ARL6IP1	0.933
C1orf178	-0.5675
CTAGE5	0.4845
TMEM184A	-0.707666666666667
SLC25A14	0.5375
CACNG5	0.31775
ATXN10	0.0697
ECH1	0.4019
CCL22	0.62625
CYP2F1	-2.275
GADL1	-0.444
TMEM19	0.1885
RUNX3	0.4825
EFNB1	-0.169666666666667
LIPN	-0.631
ACSM3	-4.488
SIGLEC8	2.46483333333333
ASCC3L1	-0.1345
NOL8	-0.566875
RELT	-0.821833333333334
Magmas	-0.388
PPP1R15B	0.4731
C11orf2	-0.46275
VKORC1	-0.519
MGC26647	1.3185
TRPM6	-0.2222
UGT2B7	-4.952
FEV	-0.7435
FOXK2	0.1525
PDCD5	-0.961
SLC8A1	2.2979
DGUOK	-0.4855
CLDN16	0.246
GAGE1	-2.462
RBM17	-0.2645
C1QTNF3	1.5665
VGLL3	-0.4895
UNQ5830	0.2765
CD1A	-2.53316666666667
SCGB1C1	0.1415
SUPT4H1	0.774625
TRAF5	0.94275
ASAHL	0.147875
FAM73A	1.5095
OR6B1	0.491
WHSC1	-1.98745
GFPT2	0.607
LOC339809	0.62
STARD5	-0.00899999999999998
SIP1	-1.30025
DNAJC15	-0.63125
STAU2	-0.0915
FAM98A	0.187
RAD23B	0.4221875
LRRC33	-1.17125
CHRAC1	-1.18775
C21orf89	0.48225
C19orf43	-0.055
KLK8	-0.689
CCNE1	-2.10175
PKDREJ	0.309333333333333
SSU72	0.09775
C17orf73	0.1825
GPR78	1.112
WHSC1L1	0.8495
GSTA2	-1.0365
SMUG1	0.0928333333333333
UFM1	0.9211
AP3M2	0.296166666666667
USP14	-0.477875
FBXL14	0.294333333333333
DSTN	1.4715
SFRS14	-1.19325
FBXO31	-0.6985
C12orf40	-1.1235
FRS2	2.0595
NR2E3	1.3575
TUBB2C	-0.02875
GMPR	-0.481166666666667
C9orf139	0.1805
ING5	-1.531
LOC730092	-0.461166666666667
ORM1	-4.795
RP11-11C5.2	-1.6865
HSPD1	-1.6656
PIWIL3	-0.485
C5orf13	-0.1809
OR5R1	-0.2915
LCOR	0.519875
PLEKHA9	0.5175
CCDC43	-0.02425
ZNF232	-0.91075
SLC6A7	0.824
ADH5	-0.385333333333333
SHBG	-1.50166666666667
CROCCL2	-0.46125
PANX3	0.6095
CDIPT	-0.4635
SLC16A5	0.11775
TUBB	-0.8799375
TOR3A	0.4944
PREP	-0.630333333333333
ENTPD8	0.166785714285714
CHMP1B	-0.31375
SYT12	0.5156
MYH6	-2.0512
MAP3K13	1.414
KLHL30	-0.331333333333333
LCMT1	0.071625
EIF1AX	-0.29925
FOXD4L1	-0.126
SLC24A5	-0.555
RNF166	-0.9292
TJAP1	-0.54075
TMEM156	-0.182333333333333
ZNF239	0.80625
SNX19	0.8483
GKN1	0.04
FCN1	2.4225
C1QL1	-1.73875
ATP11C	-0.0976249999999999
ZNF35	0.48325
CARD8	-0.036
LIMD1	-1.32583333333333
KIAA0286	-1.274375
XRN2	-0.3445
CD6	0.670333333333333
TOX3	1.00825
ZSCAN4	-0.6398
RSRC1	-0.324
COG1	1.0215
PTRF	0.5728
C16orf35	-0.65475
FBXO24	-0.23825
CHST11	-0.09025
THRB	0.5555
MYBPC1	-0.22975
RNF39	2.0615
PSMD11	0.378
ALAD	0.981833333333333
EN1	0.30025
SLC9A9	1.05925
GSTM4	-0.0414
CDC42BPA	-0.290315789473684
RCSD1	-0.18325
LUC7L2	-0.4153
SPTBN1	-0.4645
LOC146167	0.3955
BAT5	0.8706
ZNF452	-1.73142857142857
LSM4	-0.69275
SRP72	-0.1448
SGK269	-0.294333333333333
MTX1	-0.0055
CENTA1	-0.36975
UNQ9433	-0.522
ATR	-0.412583333333333
DDX49	-0.6645
PAQR8	-0.119833333333333
C14orf174	0.91475
GBGT1	-0.15375
THAP1	0.6455
OR10K1	0.3255
RASIP1	-1.65433333333333
DPYD	0.5855
DOHH	0.01775
C18orf45	0.763
POF1B	2.4234
ZNF552	4.1805
USP32	-0.298125
MED27	-0.496166666666667
C14orf149	-1.342
PRDX4	-0.879166666666667
ABHD12	0.5048
AGT	-3.497
SLC22A14	-0.76075
C1orf58	1.00725
PILRA	-0.504
ABCF2	-0.749375
C17orf85	-0.1031
TKTL1	-0.78675
FGF1	2.5033
IL6R	-0.1325
VPS25	1.0375
CHRNB2	-0.132125
COL7A1	-1.8427
LRRC48	3.16683333333333
SPG20	0.113833333333333
COX10	-0.72075
GCA	1.25875
ECEL1	-1.42783333333333
GLG1	0.0433333333333333
SRD5A2L2	-0.646
MUTYH	-0.764625
ZNF70	0.274
L2HGDH	-1.124
GPATCH2	0.884
ZNF655	0.514125
ZNF227	0.322
MCOLN2	0.781833333333333
NQO2	0.73575
KCNQ5	0.067
NEU1	1.65816666666667
QRICH1	0.0245
ZBTB20	1.2115
RPUSD3	-1.0175
EPGN	-1.356
TSN	0.14275
SPRY2	-2.6775
LZTFL1	0.358875
GMFB	0.230625
PBEF1	-0.6528
HBG2	-3.22975
TMEM8	0.235
PALM2-AKAP2	-0.107333333333333
NFYA	0.25125
FAM108A1	0.181375
PBLD	0.401125
NRG4	-3.0105
PIGF	-0.1105
PTGER1	-0.325
NOS2A	0.101833333333333
C21orf34	-0.413666666666667
C21orf51	-0.320666666666667
IL17C	-1.873
TRMT6	-1.04266666666667
ETV2	-0.655166666666667
CCDC109A	0.034
MYLK2	-2.6625
ATP10A	1.6443
DPH4	-0.37
C5orf5	0.797666666666667
KCNA4	0.8612
NMNAT2	-1.36916666666667
GLYATL2	2.607
LSMD1	-0.376625
IL23R	-1.7155
NRF1	-0.113
MUC15	3.665
PRDM12	-3.703
PAQR4	-0.6025
RBBP6	-0.500375
IFI27	4.202
SKAP2	0.0463333333333333
TAGAP	1.83725
TJP3	2.439
C9orf61	0.58675
IDS	0.692928571428571
PARG	-0.14825
LOC131149	-0.4055
DYRK4	-0.219
MICALL1	-1.08925
GALR2	-0.069
GPBP1L1	0.324875
TBX21	4.3355
KCNJ6	0.897166666666667
GGN	0.05875
CASP5	1.48116666666667
RNF182	-5.38525
BRD4	0.54025
DOK4	-1.2035
SLC46A2	1.289
SOX9	2.1285
ZNRD1	-0.0146666666666667
PRR6	-3.8765
FAU	-0.568
DTNB	0.6505
CARD9	0.49025
STS-1	-0.875166666666667
SLC4A5	-0.22225
NSBP1	-2.13933333333333
UGCGL2	-0.980916666666667
POTE15	2.695
NOXA1	0.00174999999999999
RP13-347D8.3	1.224
SAMD10	-0.534
EP400NL	-1.01825
TCF21	0.20525
AMELX	0.041
JPH2	0.685
SLA	2.356125
DLST	-2.05716666666667
SEPT12	0.5455
RGS20	-4.7015
LXN	0.343666666666667
ZNF419	-0.41625
UPK3B	-0.3415
RELL1	1.2885
ESPNL	-2.354
KLHL21	-0.51675
PI15	-0.062
C2orf61	-1.0975
LOC407835	-0.267166666666667
RER1	0.0900833333333333
ELAVL2	0.632
MGC26718	-0.0685
KLF2	1.96
TNFAIP8L3	1.44341666666667
TFE3	0.38625
C11orf17	0.186875
15E1.2	-0.965
SNRPC	-0.40175
DLGAP1	-0.9365
PGLYRP1	0.039625
OVCH2	-0.549
IRF7	1.3566
SET	-0.428
NAB2	-0.994166666666667
LRP5L	-0.915
FAM120A	0.6249375
ASCL2	-0.674
SHH	-0.364
ATP5H	1.03466666666667
THPO	-1.15633333333333
TYRP1	0.901333333333333
HIST1H3E	0.9705
EIF2S1	-0.287388888888889
TNFRSF17	-0.289
TARSL2	0.37725
NKX2-8	0.507
C1orf115	1.183875
LOC56964	0.116
KIAA0841	-0.3
ISCU	0.7925
TTMA	0.1895
ZNF414	0.156
LOC441150	0.44275
RAB15	-0.12625
HBP1	1.41916666666667
TNNT2	-2.73
CECR5	-1.20325
PHGDH	-3.388625
JRK	-0.5955
XPO4	-0.809125
FAM131C	0.6755
ARHGAP25	1.62216666666667
CA9	-3.64566666666667
GPR62	-0.2985
TLX1	-0.465666666666667
GPS1	0.57175
OR2M2	0.2745
BDP1	0.435285714285714
FAM70B	0.16
RPS29	-0.692666666666667
MKLN1	-0.1932
TSPAN19	-1.4515
SLC29A3	0.6148
LGALS4	-0.677833333333333
USH2A	0.239833333333333
NF1	0.193333333333333
APOBEC3A	1.48133333333333
IMPAD1	0.0818333333333333
OLR1	3.48733333333333
NRAP	0.7955
HCFC1R1	0.188333333333333
TAOK2	0.931833333333333
MCM10	-1.95866666666667
MAP4K3	-0.00691666666666668
CBS	-2.965125
CLK3	-0.6947
PCDHGA5	3.148
ELF4	0.264875
FAM71A	-0.03475
C11orf49	-0.3015
CLIP2	-1.06125
BTBD9	1.1362
ZNF524	0.73275
KDELR1	0.057
ZNF509	0.0665
NCSTN	1.4045
ZNF533	-0.0755714285714285
PARP4	-0.7985
GALNT9	-0.443
NPY	-2.5395
BEGAIN	-2.8985
TMEM77	0.0913333333333333
FOXRED1	-1.758
SLC16A2	1.1565
SLC35B1	0.18675
GK5	-0.879333333333333
SDCCAG10	-0.80025
C4orf20	0.1045
SLC9A2	-1.831
ADD1	0.494928571428571
TAL2	-1.2625
ACLY	-0.035625
DNAJC1	1.5665
SOST	-1.60225
USP43	1.0435
CYP4F12	-1.8635
FKBP5	1.312875
CHCHD5	0.025
NUDT22	0.28625
CCDC85B	-1.09025
OR51G2	0.4085
STRN3	0.766071428571429
TMOD2	-0.85325
FLI1	0.21875
MAB21L2	-0.3065
DGKQ	0.3365
VPRBP	0.428666666666667
SCNN1B	-0.1162
ECHDC3	1.5073
TMEM106C	-0.33025
CSNK2A2	-0.3295
RPL39	-0.7415
HERC3	0.273
ZBTB47	0.637666666666667
ZNF681	-0.19575
PAGE2	-2.10225
CLIC5	2.99114285714286
RABAC1	0.863
ZFHX2	-0.01475
YPEL1	0.845333333333333
KIAA0776	0.3305
NR1D2	1.48225
DNAJC4	0.12125
NPNT	3.5751
ZNF677	0.3395
ZNF536	-0.1625
MEF2B	-0.02325
PTPN4	-0.492375
CTCFL	-4.919
STX5	0.661666666666667
CD72	3.10525
VEGFA	-2.02831578947368
XRCC1	0.0744
MAS1L	0.787833333333333
ELL	0.1251
SETBP1	0.245
CDH11	3.66033333333333
NDC80	-2.33215384615385
DMBX1	-2.32025
NRSN1	0.448833333333333
BAT2D1	0.21975
CDS2	0.432333333333333
C1orf212	0.201333333333333
SENP3	-0.926375
IL1F9	-0.363
EEF2K	-0.025875
COG8	-0.06675
CEP72	-1.40375
OR1L8	0.483
MUS81	-0.581583333333333
PHYH	0.482625
GGT6	1.82
C22orf23	-0.681583333333333
C13orf33	2.80175
MAPK8IP2	1.64425
NELL2	4.92
POU3F2	-4.3485
ALPK1	2.2295
MRPS18C	-0.3235
RPLP2	-0.212625
FGF22	-0.022
SPNS1	-0.194
ZFP1	-0.48775
IL1RAPL1	-1.98725
PCSK9	-3.2565
NKX2-1	-0.17325
C6orf189	1.24675
SP4	0.4765
SLC11A1	1.9933
C21orf25	0.837833333333333
ICAM2	0.442
SH3GL1	-0.800333333333333
GSK3B	0.560833333333333
RALB	0.99775
PDXP	-2.22316666666667
GNGT1	0.811375
KIR2DL1	0.866
TNFAIP3	0.592166666666667
C6orf32	0.6461
CBLN2	4.99675
PANK3	1.088
TAAR9	0.7915
WDR82	-0.0280714285714286
APOM	-3.1555
TRIP10	-0.777
SPATA16	0.1428
C1orf135	-1.703
USP51	0.30525
TESK1	0.9425
C11orf64	-0.501333333333333
ZNF611	-0.2345
PDE6G	0.319166666666667
HLA-DQA1	4.15775
GCLC	0.813375
SEC61A1	-0.377071428571429
TWSG1	0.44
ZMYND10	3.18975
CTDP1	0.058625
ADAMTS6	-0.569
SLIT1	-1.6985
KRT86	0.897
KIAA0574	0.5455
GTPBP2	-0.2559
PQLC3	1.73325
PRRX2	-0.1645
C15orf44	0.239
MKKS	-0.689
C11orf10	0.038
GPR110	0.105142857142857
CD109	-0.70275
ADCY1	1.0865
RHBG	-3.23775
TP53I3	0.6555
SLC22A3	-0.5838
UCP2	0.68025
FOXG1	-1.6135
OR2AG1	0.243
TRIM24	-0.84625
PROC	-2.979125
TAAR6	0.014
AMTN	-1.1595
C10orf47	0.5805
DEPDC1	-2.06375
FLJ45557	2.224
ZDHHC17	0.067375
KIAA1429	0.0846666666666667
KCNH1	0.57275
VNN3	-0.20175
PSMAL	1.87225
PPARD	0.2095
HFM1	-0.7905
YBX1	-1.92266666666667
ZNF695	-1.45925
SCTR	-0.795
DCDC1	-0.0525
VPS26B	-0.1541
MTF2	-0.368166666666667
ATP6V1F	0.159
CCDC94	-0.86825
PERF15	-0.5755
CCL11	2.3915
LMO7	-0.4005
DCST1	-0.4725
ADRBK1	0.021625
CDRT4	-0.41775
ZNF84	-1.307
HOXD8	1.6625
STARD8	-0.194833333333333
FOXP2	-0.9515
CCDC103	0.557
POLR3A	-1.0141
GSC	0.459833333333333
ZNF114	-3.6195
HTR7P	0.053
LALBA	0.117
RMND5A	-0.301666666666667
PSCD2	0.8325
ZNF409	0.3085
KRTAP1-3	0.2055
MAF1	-0.71825
LOC201725	-1.467
NRN1	-2.01275
SPAG5	-1.47916666666667
DNAH7	2.4665
FLJ43860	0.175
BRCA2	-0.8125
ACADM	-0.439375
CXXC6	-4.04225
RAGE	-0.671375
CHMP2A	1.39825
FAM8A1	0.4022
GPR21	0.314
SLC12A3	-3.22166666666667
FVT1	0.311571428571429
ZDHHC7	0.031375
FLJ44048	1.83933333333333
SLC44A3	2.17833333333333
SDSL	0.861
MMP8	-1.70566666666667
PLA2G12B	-3.88633333333333
ACY1	-0.7135
MT1E	0.3645
OR4K15	0.675
TECTB	-3.909
GPR20	-0.048625
IRAK2	-0.58475
RFPL3	-0.383285714285714
MYO9A	0.0755
NARG1L	-1.0455
BLMH	-0.268375
CCDC3	3.20533333333333
C9orf21	-0.552333333333333
KIAA0513	0.873666666666667
MIER2	-0.749666666666667
PNMA2	-1.45791666666667
SH3BP2	0.5933
ANXA10	-0.786666666666667
RTN2	0.831333333333333
TFB1M	-1.117
PRPH2	3.6265
C14orf133	0.03925
GOLGB1	0.85525
IRX4	-0.446625
NFKBIL1	0.184333333333333
C10orf62	-0.5845
APBB3	-0.696
RPS10	0.1841
LOC728378	1.675
TLE3	1.26066666666667
PSMB7	-0.78375
MESDC1	0.08
SLC6A1	0.8785
OCLN	2.30725
PTTG3	-1.36983333333333
NAGLU	1.186
SERTAD4	1.414
SPRY1	0.88
FLJ10781	-0.19825
MYSM1	-0.448
TRIM4	0.701142857142857
SH3YL1	0.474
TREM2	3.9705
SERPINI1	0.71975
HDHD3	0.471
TMEM38A	0.79325
EID2B	-0.87525
TDRD3	0.579833333333333
SEDLP	-0.24075
THSD7A	1.82816666666667
NDST3	-1.43933333333333
KLHL15	-0.67675
DHRS12	2.4475
FBXO9	0.200142857142857
TNPO1	0.428666666666667
MRPL13	-0.591333333333333
SNX5	-2.2285
METTL6	-0.5665
SOD1	0.1775
CHML	-0.509333333333333
PACS1	0.8045
SIRT5	-0.9446
CAPN2	-0.167166666666667
FXYD5	-0.2295
TWISTNB	-0.147875
LRFN1	-0.76
UBE1L	1.04575
UBE1C	0.3745
OR51B2	-1.5575
OR4D11	1.5225
C15orf2	0.267
NR4A1	-0.3675
LOC339047	-2.71525
TRIM17	-0.910125
ATP5G3	-0.399071428571429
RPL15	-0.920666666666667
ADAMTS8	-1.09675
HOXC4	-0.073
C14orf37	3.2505
CEACAM5	3.563625
MYT1L	-0.576833333333333
RASA2	-0.014375
OSBPL7	-0.4535
STAG1	-0.301
GIMAP4	5.05933333333333
FUT3	0.457333333333333
PIF1	-3.079375
LPIN2	-0.1422
SH3PX3	0.70175
PDP2	-0.29925
PAPD1	-0.026125
ERP27	3.38925
APOOL	0.8256
DIABLO	0.12475
TRHR	-0.0335
ARMC9	0.21575
RNF152	2.41275
SLITRK3	0.526166666666667
ZNF211	-0.0184
PFDN1	0.046125
RGS11	-0.1325
HS6ST1	0.00509999999999999
AKR1D1	-3.1055
TNP2	0.375
STK31	5.27116666666667
EML4	-0.97425
SGTA	-0.680166666666667
HIST1H2BI	-1.21366666666667
PSMD6	-1.72433333333333
KIAA1257	1.15375
C18orf55	-0.8268
FLJ20273	2.73
RPL28	-1.39566666666667
EPYC	3.467875
NOX3	-0.744
ELAC1	-0.587166666666667
METT11D1	-1.34925
BIN2	0.108666666666667
NACA2	-0.4585
CCDC17	-1.1815
HM13	-0.4546
UBOX5	-0.731375
UBE2O	0.148125
UBL5	0.3805
APOLD1	0.538375
C9orf31	0.729
TNFSF8	0.268
ARHGAP29	0.57675
PROKR2	0.4615
PDE5A	0.0918333333333333
C6orf12	-0.021
TOM1L1	1.049
WHDC1	0.513375
FOXI1	1.31283333333333
RAB4A	0.7321
TMEM39B	-0.8525
ATPBD1C	-0.3355
FARSA	-0.7275
PLEKHG5	0.368
CMAS	-0.704
OR7E24	0.569
SLC30A1	0.435
CDC42EP5	0.8605
PLAC1	0.04225
KLHL18	0.1595
LBA1	0.6223
TAZ	-1.2685
CRIP2	1.596375
BTBD11	-1.173
C16orf72	0.891
DIO2	1.5523
LRRCC1	0.398
CCDC136	-2.411
PRX	0.0757142857142857
RBM5	-0.0975
TMEM85	0.248
TUBGCP4	-1.35716666666667
APLN	0.77775
CDK7	0.269666666666667
SSR2	0.814583333333333
CRELD1	0.3335
C19orf46	2.52875
GAL3ST4	0.805166666666667
KBTBD10	0.284
IL28A	0.36525
WDR27	-0.8055
MCM2	-1.46983333333333
SOX14	1.083
FLJ39743	0.011
KIAA0922	0.014625
HIPK4	-0.573
FLJ25758	-1.201
C16orf57	-0.0774166666666667
PDZD2	1.201625
MCC	1.23275
HHLA3	-0.4183
ID2	0.48625
C20orf23	2.86625
ZNF688	1.55675
APOC2	-0.834166666666667
LOC440093	1.31175
FAM50B	2.99433333333333
PWP1	-0.622
DNAH10	-0.307
HIST1H2BA	-0.329
GPR56	2.04466666666667
METAP2	-0.38525
PAN3	-0.215666666666667
STXBP4	1.288875
PDHX	-1.285
MTA1	-0.386583333333333
ZBED4	-0.1865
ZNF720	-0.029
CDK2	-1.4325
RHOJ	0.352875
CDC37	-0.605166666666667
ZER1	-0.03975
GRK4	-0.6435
PRPH	-0.67225
POLR2A	0.75525
OGFOD1	0.01525
NOL5A	-1.67825
PHEX	0.4775
FLJ16478	0.0545
C20orf117	-0.912625
CAMTA2	-0.84875
C11orf74	0.481833333333333
DDX17	-0.0763333333333334
C5orf27	0.353375
PLEKHA2	-0.6041
PDE4DIP	-0.813
SCN7A	0.436333333333333
ZNF559	-0.461333333333333
CXCL10	3.98375
ZMYM4	0.564
STK32B	-0.172266666666667
KIAA0888	-0.6325
TACR3	0.915
CKAP2L	-1.605
KIF1A	-1.6915
RSPRY1	0.9295
VCAN	1.947
CYP27C1	0.1255
SYDE1	-1.6265
MED12L	-1.6355
ZDHHC21	1.455625
NHS	1.864
TM9SF3	0.880833333333333
DDHD1	-0.249
MAFG	-0.306166666666667
BICD2	-0.8093
C14orf119	-0.119
C14orf43	0.287214285714286
CDH7	-1.357
ALKBH5	-0.207214285714286
JUP	2.017375
TMEM41A	0.550666666666667
MAMDC4	-1.48283333333333
CBX3	-0.6985
LRRC18	-1.7955
RBMXL2	0.707
PLA2G4D	0.854166666666667
FGF13	-0.400875
KIF3A	1.34083333333333
PDIA6	-0.30325
DCXR	1.4255
