Hybridization REF	TCGA-BH-A0DZ-01A-11R-A00Z-07
TRRAP	-1.08425
TRAF1	-0.209916666666667
RYR2	-1.2195
FAM71B	-0.0148333333333333
SLC45A4	0.8465
TRIM32	0.232625
ATP6V1G1	0.80925
TRA16	-0.0515
SERHL2	2.45575
PRKY	-0.224333333333333
NPR2	0.18975
TAS2R40	0.40275
OR5I1	0.342666666666667
ZFYVE26	-0.473666666666667
WFDC11	0.146
CSH2	0.233
OR2T8	0.0485
TBX20	-0.2715
LYPD5	2.75083333333333
STOML2	-0.5515
ALPI	0.0655
FAT3	-0.162875
ZNF273	-0.147125
NPSR1	0.6555
FLAD1	0.3735
RAB5C	-0.221125
TTLL3	-1.374375
KIAA1618	-1.09783333333333
NPPC	-0.9315
ZEB2	0.8552
MRP63	0.025375
WSCD2	-0.572
NEUROD4	0.5825
SNAPAP	0.34775
MTMR2	-0.912
STK35	-0.445125
USP48	0.142
NR1H4	-3.203
RASL10A	2.9115
SSTR1	-4.17175
C1orf35	-0.48225
APOBEC3C	-1.19025
RUSC2	0.673833333333333
SALL4	-1.01975
ZCCHC8	-0.85525
RAD17	-0.41625
ZNF708	-0.422833333333333
LILRB5	2.10725
TEX12	0.662
C9orf79	0.12225
ARHGEF1	-0.111
ABCA4	1.28133333333333
RNF214	-1.421
PPAPDC2	0.22525
ARID4A	-0.5145
SYCP2	-1.919875
OPRM1	-0.49
RP13-102H20.1	-3.63225
CYP26B1	-0.551333333333333
APCDD1	2.55916666666667
PCCA	-0.9425
ALS2CR7	0.7165
AQP5	-0.177666666666667
YLPM1	-0.055125
PRKAR1B	-0.9706
IL16	0.916
TCF3	-0.821
ZSWIM7	0.4035
SERPINE1	-0.4655
BAI2	-0.1195
SMC5	-0.951071428571429
SMN1	-0.7555
SLC13A5	-1.911875
POU2F3	0.86225
BACH1	0.271333333333333
GMCL1L	-0.458666666666667
PPP2R2D	0.74675
LRRC51	0.402583333333333
EDARADD	0.445
LRRC3	-0.00750000000000001
FAM124B	-0.8305
C20orf70	0.1325
LOC285735	-0.626333333333333
CTBP2	1.3846
ZMYND11	1.007
CDH23	0.578333333333333
OR1N1	0.5425
LOC400590	-1.1635
PDK1	-0.810875
LMTK3	-0.351
USHBP1	0.86475
ZFYVE21	0.59375
hCG_21078	-0.253625
OAF	-0.713
WDR41	-0.56175
SPINK6	-0.611
GDEP	0.2465
MEG3	-0.9682
OXSR1	0.101928571428571
RAD51	-0.784833333333333
RPL13A	0.45725
DYRK1A	0.167
FLJ25791	1.65975
SARDH	-0.1593
RBBP5	0.047
ORC2L	-1.31275
NCAPH2	0.0545
RNASET2	0.7185
WDR79	-0.851833333333333
FLJ39779	-0.816
C3orf1	-0.58925
DDX23	-0.2605
MGC40574	0.77
MORC4	0.649
MYRIP	0.511
LY6E	0.7645
SLC39A11	1.162625
ATP12A	-0.474
AUP1	0.3085
PIP	6.09825
CORO7	0.2485
PITPNM3	-0.1665
ENPP1	0.7935
PPP1R1C	-0.995833333333333
NRBP2	-1.036625
KCNE2	0.0435
P2RX4	2.1675
CCND2	-1.21742857142857
OR5T3	0.0355
CUL4A	0.445333333333333
CFB	4.715125
PCP4	-2.67
HEMGN	-5.05983333333333
UBIAD1	0.085
CDC42BPB	-0.6368
CYB561D1	0.874
RIMS2	-1.183125
ZNF488	-0.45425
RNMTL1	-0.25375
SART3	-0.228166666666667
CAPN10	-1.47128571428571
CCR5	3.61466666666667
APOA1BP	-0.362666666666667
NDUFS5	-0.30175
PDLIM3	1.0418
VPS24	1.0267
SCN8A	-0.101125
C1orf67	-1.756
MRCL3	1.04233333333333
TMEM145	-2.04575
KCTD16	-0.2485
RNF149	1.001
FDXR	-0.3695
CDCP1	2.31716666666667
PAX3	-2.2344
LASS4	2.19725
HSD17B8	0.19875
YAP1	-0.341125
NNT	-1.91975
SC5DL	-0.4585
DKFZp566H0824	-1.6455
KSR2	-0.361666666666667
RAD21	0.177866666666667
ST8SIA2	0.7905
L3MBTL3	0.911625
SNRPB	-1.397
MGC14425	-0.21175
MIF	0.957875
TAPT1	0.5915
IRF8	1.8062
PRO0132	1.3415
HERV-FRD	0.0685
ACD	-1.28316666666667
BCL3	1.9095
SPATA13	1.31875
MRLC2	0.915625
F2RL3	0.294875
CFHR3	2.427
DUSP15	1.43333333333333
TMEM46	0.354833333333333
SF3B4	-0.2195
MAP7D3	-0.99525
STELLAR	0.01
SEMA5A	0.2769
H2BFS	1.02475
LRRC28	0.284833333333333
MORN2	0.684
XYLB	-0.652375
WDR21C	0.605
HIATL1	0.179
ADAMTS10	0.459333333333333
WDR55	0.29075
MFSD5	0.813166666666667
OR4N2	0.543
DUSP16	0.317611111111111
NLGN4Y	-1.9585
INHBC	0.219166666666667
NUMA1	0.94375
DEFB123	-0.459
GIPC1	0.50625
MGC27348	-0.2905
FLJ33590	0.658
FZD1	1.1728
MKL1	1.125
SAA2	1.487
C1orf94	-1.673
C7orf28B	0.2535
TMEM185A	0.3727
ZZZ3	-1.0905
C16orf5	-1.08683333333333
GALNAC4S-6ST	1.4505
C1orf186	-0.10525
IGFBP4	0.341833333333333
NDUFA10	0.1085
CLIC2	-0.27775
RNF13	0.1725
GPR103	-0.9195
CD69	-1.92575
MYOZ1	0.38375
IFNB1	-0.071
CLNS1A	-1.3395
CXorf45	-2.07775
ZXDB	0.962
FUNDC2	0.48075
GPA33	-0.822625
C9orf70	-0.213
SLC2A9	0.03225
LOC126520	-0.176
MAGEB1	-0.97925
LCE2A	-0.3665
C18orf34	0.3065
FMNL2	-1.414
KRT85	0.7355
CRYGA	0.012
GEM	0.49
THAP6	0.094
ALKBH3	0.373833333333333
TM6SF2	0.63275
C20orf82	2.40275
RANBP2	-0.514166666666667
LIG3	-0.4539
RETSAT	0.340875
OR8S1	0.153
CAST	-0.2955
TGFBI	1.058
C15orf37	-0.328375
PGM3	0.014
SLC4A11	-1.556875
FAM123C	-0.0573333333333333
TAOK1	0.47525
CISH	1.20825
OGDHL	-3.40525
SPINT2	2.45033333333333
ZNF33A	-0.4055
CLDN18	0.321333333333333
RNF128	-1.9755
CCDC71	-1.273
RASSF6	2.34966666666667
HSPG2	1.141
ATP6V0E1	1.749625
ABHD6	-1.01325
CD274	1.384
GCNT1	1.0035
NT5C1A	0.157166666666667
TM4SF5	-3.78925
C21orf58	-1.48766666666667
SUCLA2	-0.814
RFTN2	1.725
SCNM1	0.16
SLC9A10	0.831
FUNDC1	0.54025
SLC35F4	-1.68075
AMD1	0.30675
COL6A6	2.2665
OR4K2	-0.102
TRIB2	0.0858333333333333
LOC91461	-2.3005
GHSR	0.6295
ATP8B1	2.11375
C1orf78	2.01866666666667
RNF183	-1.24833333333333
STX4	0.6534
TPPP2	-0.484625
MYBPHL	-2.2465
TXNDC6	-0.1545
C9orf47	0.5445
FAM137B	-0.968
FANCB	-2.084
C11orf9	-1.4055
DPY19L1	-0.178625
VDAC2	-0.495666666666667
VHL	-1.33875
LMBR1	0.301375
C8orf44	-0.52575
ZPBP	0.304
FGF23	-1.376
C21orf67	0.9795
PCNT	-1.11775
BCKDHB	-0.1817
GALNTL5	0.177
BET1	-1.007
ARL13A	0.355
HDAC6	-0.875
N4BP3	1.9655
OTOP1	0.1945
TTC30A	1.5705
CRISP1	-0.0915
KRT32	-0.044
VSTM1	0.7685
ZNF622	0.43875
POLR3B	-0.2096
DNAJC10	0.1595
C12orf54	1.954
ADIPOQ	1.02083333333333
RIT2	-0.54
CD44	0.15285
ABCA3	-0.341375
RPS17	-1.14325
FEZF1	0.6845
PCDHB15	0.16225
KCNMA1	-0.0215454545454545
CCDC116	-1.584
C15orf27	-2.366
NARG2	-0.404875
ITGA5	0.2
MEFV	1.416
TUT1	-0.297375
LOC541473	-0.2765
NMBR	0.44
GLT1D1	-2.4465
ABCB7	-0.98825
PFKP	-0.713636363636364
C9orf91	0.5883
LRRC41	0.0761666666666666
C1orf85	0.162333333333333
ATP5F1	-0.441875
STOX1	1.12725
GFOD2	0.5535
SLC25A3	-0.18425
ZNF646	0.2336
ZAR1	-0.78
OSTbeta	-2.4785
GALNT3	2.27275
IFT122	0.5525
LDB3	0.4313
GARNL1	-0.179642857142857
HOMEZ	-0.523333333333333
LRRC6	0.563
ANGPTL5	-1.69075
UBAC1	-0.97375
DLEU7	-0.09625
RPL19	-0.579
TOP1MT	-0.545
LOC643641	-0.33575
MBD3L2	-0.2875
NTSR1	0.727666666666667
WISP2	-1.09125
GPSM2	-0.64825
RDH10	-0.0769
PRKCG	0.108
HIST1H4J	3.383
MON1B	0.2937
MLF1IP	-0.0478333333333333
ZNF446	0.556375
COL4A5	0.8466
SLC26A1	0.348142857142857
RGN	-2.429
CCNB1	-1.124
C9orf165	-0.0215
CCDC28B	-1.22725
CCDC97	0.54575
FGR	1.892125
MSRB3	1.3683
EPN2	0.816
COX15	-0.486333333333333
KCNK6	0.6121
XK	-4.137
GDA	-3.853625
HEPH	0.5065
THRAP3	0.48025
MET	-1.92785714285714
PHYHIP	0.526
LYAR	-1.45616666666667
ING3	-0.82825
AK7	-0.933
CCT8L2	-0.068
COPS7A	0.192666666666667
WSCD1	-1.07925
RNF185	0.919625
TNS3	0.418
KNDC1	-0.549
RWDD4A	-0.0806666666666667
MED13L	0.2478
ZFYVE1	0.724875
C7orf44	-0.949666666666667
MRPL1	-0.001
STGC3	-1.63225
TEAD1	-0.948833333333333
RPL7A	0.0241428571428571
ARL6IP1	1.3689
C1orf178	-0.7465
CTAGE5	0.532166666666667
TMEM184A	-0.3205
SLC25A14	0.19475
CACNG5	0.32775
ATXN10	-0.0435
ECH1	-0.0202
CCL22	0.73075
CYP2F1	-2.041
GADL1	0.487
TMEM19	-0.6079
RUNX3	1.3005
EFNB1	0.0185
LIPN	0.26
ACSM3	-4.2705
SIGLEC8	1.05716666666667
ASCC3L1	-0.55
NOL8	-0.36325
RELT	-0.664166666666667
Magmas	-0.158
PPP1R15B	-0.4079
C11orf2	0.0645
VKORC1	0.165333333333333
MGC26647	-0.3375
TRPM6	0.049
UGT2B7	-4.25666666666667
FEV	-0.1185
FOXK2	-0.7076
PDCD5	-0.557833333333333
SLC8A1	2.5533
DGUOK	-0.242666666666667
CLDN16	0.352
GAGE1	-0.935
RBM17	-0.0735
C1QTNF3	2.04325
VGLL3	-0.0156666666666667
UNQ5830	0.3305
CD1A	-1.77233333333333
SCGB1C1	0.4965
SUPT4H1	1.090375
TRAF5	0.556
ASAHL	0.57875
FAM73A	0.1165
OR6B1	0.2125
WHSC1	-1.7717
GFPT2	0.895
LOC339809	1.63325
STARD5	0.0790833333333334
SIP1	-1.126
DNAJC15	0.40925
STAU2	0.821
FAM98A	0.42125
RAD23B	0.1604375
LRRC33	-1.10775
CHRAC1	-0.357
C21orf89	0.2775
C19orf43	0.505833333333333
KLK8	0.2965
CCNE1	-1.359625
PKDREJ	0.0975
SSU72	1.174
C17orf73	0.029
GPR78	2.174
WHSC1L1	0.3127
GSTA2	-2.2515
SMUG1	0.100333333333333
UFM1	1.1043
AP3M2	-0.128
USP14	-0.3545
FBXL14	0.326333333333333
DSTN	1.1595
SFRS14	-1.537
FBXO31	-0.583
C12orf40	0.19625
FRS2	0.9545
NR2E3	-0.3015
TUBB2C	0.1425
GMPR	0.0928333333333333
C9orf139	-0.0415
ING5	-0.431642857142857
LOC730092	-1.28433333333333
ORM1	-4.13625
RP11-11C5.2	-0.34025
HSPD1	-1.0814
PIWIL3	-0.039
C5orf13	0.0598
OR5R1	0.3615
LCOR	0.725125
PLEKHA9	-0.838
CCDC43	-1.06425
ZNF232	-1.00425
SLC6A7	0.2515
ADH5	-0.187666666666667
SHBG	-1.10166666666667
CROCCL2	-1.52025
PANX3	0.102
CDIPT	0.4315
SLC16A5	-0.98075
TUBB	-0.2339375
TOR3A	-0.0885
PREP	-0.00516666666666665
ENTPD8	0.722428571428571
CHMP1B	0.51625
SYT12	0.3568
MYH6	-1.7695
MAP3K13	-0.166166666666667
KLHL30	0.287833333333333
LCMT1	0.363875
EIF1AX	-0.60975
FOXD4L1	1.616
SLC24A5	-1.0295
RNF166	-0.7361
TJAP1	-0.73975
TMEM156	-1.03733333333333
ZNF239	-0.51025
SNX19	0.5669
GKN1	0.35875
FCN1	1.4423
C1QL1	-1.1535
ATP11C	-0.255875
ZNF35	0.157
CARD8	-0.109875
LIMD1	-1.1015
KIAA0286	-0.35725
XRN2	-0.2725
CD6	0.0615
TOX3	0.1675
ZSCAN4	-1.00116666666667
RSRC1	-0.376375
COG1	0.12
PTRF	1.1975
C16orf35	0.053625
FBXO24	-0.23475
CHST11	0.389
THRB	0.2729
MYBPC1	-0.312
RNF39	0.9865
PSMD11	-0.8025
ALAD	0.438333333333333
EN1	1.11925
SLC9A9	0.6655
GSTM4	-0.7159
CDC42BPA	0.0533684210526316
RCSD1	-0.62075
LUC7L2	-0.5723
SPTBN1	-0.2808
LOC146167	0.4675
BAT5	1.0116
ZNF452	0.295875
LSM4	-0.61375
SRP72	-0.2379
SGK269	0.127916666666667
MTX1	0.2745
CENTA1	-0.06125
UNQ9433	-0.8015
ATR	-0.778583333333333
DDX49	0.543833333333333
PAQR8	-0.5195
C14orf174	-0.42875
GBGT1	0.3265
THAP1	0.20275
OR10K1	0.042
RASIP1	-0.987833333333333
DPYD	0.1443
DOHH	0.3185
C18orf45	2.3135
POF1B	4.0843
ZNF552	2.1895
USP32	-0.467
MED27	-0.344
C14orf149	-0.891333333333333
PRDX4	-0.836666666666667
ABHD12	-0.2135
AGT	-4.88775
SLC22A14	-0.758
C1orf58	-0.23475
PILRA	-0.739
ABCF2	-0.53125
C17orf85	-0.3384
TKTL1	-0.576
FGF1	2.8918
IL6R	-0.681333333333333
VPS25	-0.3415
CHRNB2	-0.35
COL7A1	-0.0759
LRRC48	1.8015
SPG20	0.05875
COX10	-0.31925
GCA	0.89
ECEL1	-0.643166666666667
GLG1	-0.0501666666666667
SRD5A2L2	-0.31425
MUTYH	-1.740125
ZNF70	0.12575
L2HGDH	-1.56075
GPATCH2	0.23275
ZNF655	-1.2095
ZNF227	-0.189166666666667
MCOLN2	0.744166666666667
NQO2	-0.1635
KCNQ5	0.3545
NEU1	0.314
QRICH1	-0.5395
ZBTB20	0.9035
RPUSD3	-0.592
EPGN	-1.0445
TSN	0.367666666666667
SPRY2	-1.8965
LZTFL1	-0.434125
GMFB	0.102375
PBEF1	-0.8149
HBG2	-2.351
TMEM8	0.39775
PALM2-AKAP2	-0.402333333333333
NFYA	0.41925
FAM108A1	0.7745
PBLD	0.671625
NRG4	-2.847
PIGF	-0.3255
PTGER1	-0.229
NOS2A	0.754
C21orf34	0.0751666666666666
C21orf51	-0.62275
IL17C	-0.2935
TRMT6	-1.15583333333333
ETV2	0.487333333333333
CCDC109A	0.14025
MYLK2	-1.4515
ATP10A	1.616
DPH4	-1.292
C5orf5	-0.2895
KCNA4	0.123333333333333
NMNAT2	-1.26083333333333
GLYATL2	0.4245
LSMD1	0.018875
IL23R	-2.452
NRF1	-0.027
MUC15	1.4645
PRDM12	-1.8485
PAQR4	0.404071428571429
RBBP6	-0.8518125
IFI27	3.42675
SKAP2	0.071
TAGAP	1.764
TJP3	2.889
C9orf61	0.5205
IDS	0.394857142857143
PARG	-0.1115
LOC131149	0.8525
DYRK4	0.799166666666667
MICALL1	-0.5565
GALR2	-0.3555
GPBP1L1	0.032375
TBX21	3.21525
KCNJ6	-0.0105
GGN	0.00900000000000001
CASP5	1.15483333333333
RNF182	-3.94725
BRD4	0.66525
DOK4	-0.166125
SLC46A2	0.737666666666667
SOX9	-0.659833333333333
ZNRD1	-0.5435
PRR6	-1.14275
FAU	0.021125
DTNB	0.954833333333333
CARD9	0.8395
STS-1	-0.874
SLC4A5	0.093625
NSBP1	-1.26225
UGCGL2	-0.86875
POTE15	0.889
NOXA1	0.7275
RP13-347D8.3	0.5605
SAMD10	-0.7825
EP400NL	-1.93575
TCF21	0.13775
AMELX	0.4955
JPH2	0.7182
SLA	1.973125
DLST	-1.3035
SEPT12	2.16175
RGS20	-2.666
LXN	0.785
ZNF419	0.081125
UPK3B	-0.251
RELL1	1.72175
ESPNL	1.516
KLHL21	-0.663625
PI15	-0.332
C2orf61	-0.5585
LOC407835	-0.0993333333333333
RER1	1.45033333333333
ELAVL2	0.508
MGC26718	0.069
KLF2	3.173
TNFAIP8L3	0.112416666666667
TFE3	0.29275
C11orf17	-0.44
15E1.2	-1.52275
SNRPC	-0.74425
DLGAP1	2.19875
PGLYRP1	0.3925
OVCH2	0.5975
IRF7	1.6845
SET	-0.2791
NAB2	-0.141
LRP5L	-1.902
FAM120A	0.562
ASCL2	0.429833333333333
SHH	0.039
ATP5H	-0.601666666666667
THPO	-0.77
TYRP1	-3.33616666666667
HIST1H3E	0.678333333333333
EIF2S1	-0.0943333333333333
TNFRSF17	-0.884333333333333
TARSL2	-0.32625
NKX2-8	1.149125
C1orf115	0.9905
LOC56964	0.6065
KIAA0841	-1.1055
ISCU	0.1195
TTMA	-0.424
ZNF414	0.636
LOC441150	0.355
RAB15	0.54875
HBP1	0.754
TNNT2	-1.38083333333333
CECR5	-0.5395
PHGDH	-2.089125
JRK	-0.3999
XPO4	-0.77325
FAM131C	1.571
ARHGAP25	1.36433333333333
CA9	-1.11811111111111
GPR62	0.079
TLX1	0.367
GPS1	-0.4635
OR2M2	-0.051
BDP1	-0.279785714285714
FAM70B	1.05675
RPS29	0.0569166666666667
MKLN1	-0.7357
TSPAN19	-1.90575
SLC29A3	1.5896
LGALS4	-0.9105
USH2A	0.2995
NF1	-0.706166666666667
APOBEC3A	1.724
IMPAD1	0.519
OLR1	2.61066666666667
NRAP	0.133
HCFC1R1	1.09383333333333
TAOK2	0.085
MCM10	-1.77516666666667
MAP4K3	0.1245
CBS	-2.061625
CLK3	-0.3549
PCDHGA5	0.5865
ELF4	0.1955
FAM71A	-0.27475
C11orf49	-0.30425
CLIP2	-0.21075
BTBD9	0.4371
ZNF524	1.9555
KDELR1	0.603166666666667
ZNF509	-0.579
NCSTN	0.718
ZNF533	-0.0451428571428572
PARP4	-0.35125
GALNT9	-0.044
NPY	-2.7795
BEGAIN	-2.34166666666667
TMEM77	0.37
FOXRED1	-0.4525
SLC16A2	1.2045
SLC35B1	1.368
GK5	-1.05758333333333
SDCCAG10	-0.761
C4orf20	0.4035
SLC9A2	2.699
ADD1	0.568357142857143
TAL2	-1.1515
ACLY	2.036875
DNAJC1	1.7015
SOST	-0.30425
USP43	-0.192166666666667
CYP4F12	-1.52325
FKBP5	0.2065
CHCHD5	0.7635
NUDT22	0.17775
CCDC85B	-0.16775
OR51G2	0.568
STRN3	0.246357142857143
TMOD2	0.22425
FLI1	-0.3145
MAB21L2	-1.83383333333333
DGKQ	0.92475
VPRBP	-0.310833333333333
SCNN1B	-0.1054
ECHDC3	0.3049
TMEM106C	-1.07175
CSNK2A2	-0.779
RPL39	0.1678
HERC3	0.2674
ZBTB47	0.588666666666667
ZNF681	0.376
PAGE2	-2.082
CLIC5	1.61728571428571
RABAC1	1.31675
ZFHX2	0.0345
YPEL1	1.603
KIAA0776	0.49275
NR1D2	0.35725
DNAJC4	0.73125
NPNT	3.2438
ZNF677	-0.4335
ZNF536	0.0175
MEF2B	0.154
PTPN4	-0.678125
CTCFL	-4.084
STX5	0.785166666666667
CD72	2.73875
VEGFA	0.466052631578947
XRCC1	-0.5265
MAS1L	0.875666666666667
ELL	0.4491
SETBP1	0.2895
CDH11	3.86883333333333
NDC80	-1.41630769230769
DMBX1	-2.255
NRSN1	0.550833333333333
BAT2D1	-0.16525
CDS2	0.338666666666667
C1orf212	-0.630166666666667
SENP3	-1.139375
IL1F9	-0.515
EEF2K	-0.301875
COG8	-0.10575
CEP72	-1.8905
OR1L8	0.882
MUS81	-0.862666666666667
PHYH	0.780875
GGT6	-0.572
C22orf23	-0.7695
C13orf33	2.65125
MAPK8IP2	0.12375
NELL2	-1.14125
POU3F2	-3.31616666666667
ALPK1	0.997875
MRPS18C	-0.98525
RPLP2	-0.298125
FGF22	0.159
SPNS1	-0.101666666666667
ZFP1	-0.795
IL1RAPL1	-1.01725
PCSK9	-2.87283333333333
NKX2-1	0.170571428571429
C6orf189	1.38775
SP4	-0.618
SLC11A1	2.507
C21orf25	0.00133333333333334
ICAM2	-0.48025
SH3GL1	0.156
GSK3B	0.210666666666667
RALB	1.411625
PDXP	-0.540666666666667
GNGT1	-3.097625
KIR2DL1	0.1115
TNFAIP3	0.82775
C6orf32	-0.3504
CBLN2	5.121
PANK3	1.169125
TAAR9	0.429
WDR82	0.179428571428571
APOM	-3.51725
TRIP10	-0.037
SPATA16	-0.1545
C1orf135	-2.3555
USP51	-0.043
TESK1	1.11575
C11orf64	0.2125
ZNF611	0.098
PDE6G	0.130666666666667
HLA-DQA1	4.00275
GCLC	0.1055
SEC61A1	0.0540714285714286
TWSG1	0.180083333333333
ZMYND10	1.83425
CTDP1	0.97375
ADAMTS6	-0.178666666666667
SLIT1	-0.808
KRT86	-0.2315
KIAA0574	1.657
GTPBP2	-0.4195
PQLC3	1.1195
PRRX2	1.12233333333333
C15orf44	-0.121166666666667
MKKS	-0.63375
C11orf10	0.0345
GPR110	1.3415
CD109	-0.534166666666667
ADCY1	0.0928333333333333
RHBG	0.38825
TP53I3	0.30475
SLC22A3	0.4032
UCP2	0.06025
FOXG1	-2.22466666666667
OR2AG1	0.2595
TRIM24	-0.73
PROC	-2.989625
TAAR6	-0.00150000000000003
AMTN	-1.4765
C10orf47	0.4715
DEPDC1	-1.57925
FLJ45557	0.57675
ZDHHC17	-0.433125
KIAA1429	0.675666666666667
KCNH1	-0.24675
VNN3	0.27975
PSMAL	1.80975
PPARD	0.88925
HFM1	-1.0505
YBX1	-2.03033333333333
ZNF695	-2.46625
SCTR	0.213333333333333
DCDC1	0.388
VPS26B	-0.1589
MTF2	-1.76633333333333
ATP6V1F	-0.34275
CCDC94	0.51625
PERF15	0.702
CCL11	2.654
LMO7	0.227
DCST1	-0.073
ADRBK1	0.091
CDRT4	-0.801
ZNF84	-0.191
HOXD8	1.16325
STARD8	0.0301666666666667
FOXP2	-1.068375
CCDC103	0.72
POLR3A	-0.6693
GSC	1.961
ZNF114	-2.4785
HTR7P	-0.3905
LALBA	-0.52
RMND5A	-0.0373333333333333
PSCD2	0.94025
ZNF409	0.2865
KRTAP1-3	0.352166666666667
MAF1	-0.04225
LOC201725	-0.4005
NRN1	-0.9805
SPAG5	-1.62616666666667
DNAH7	0.572333333333333
FLJ43860	0.313
BRCA2	-0.2435
ACADM	-1.93525
CXXC6	-2.1445
RAGE	-1.7025
CHMP2A	0.598
FAM8A1	-0.4034
GPR21	-0.153
SLC12A3	-2.3775
FVT1	0.776928571428571
ZDHHC7	-0.7155
FLJ44048	1.13875
SLC44A3	2.19366666666667
SDSL	1.15466666666667
MMP8	-1.1465
PLA2G12B	-3.13533333333333
ACY1	-1.16075
MT1E	-0.399166666666667
OR4K15	0.731
TECTB	0.8115
GPR20	0.24425
IRAK2	-0.16525
RFPL3	-0.505
MYO9A	-0.33825
NARG1L	-0.442083333333333
BLMH	-1.00375
CCDC3	2.16116666666667
C9orf21	0.2935
KIAA0513	-0.231166666666667
MIER2	0.37625
PNMA2	-0.7655
SH3BP2	0.9386
ANXA10	-1.69225
RTN2	1.2145
TFB1M	-1.9665
PRPH2	3.53275
C14orf133	0.4405
GOLGB1	0.771833333333333
IRX4	1.61225
NFKBIL1	0.224666666666667
C10orf62	0.145
APBB3	-1.10675
RPS10	0.1193
LOC728378	1.672
TLE3	1.3245
PSMB7	-0.1995
MESDC1	0.437
SLC6A1	0.7895
OCLN	1.02375
PTTG3	-0.912333333333333
NAGLU	-0.04225
SERTAD4	1.2265
SPRY1	0.733
FLJ10781	0.00633333333333333
MYSM1	-1.497
TRIM4	0.137214285714286
SH3YL1	0.781125
TREM2	4.02766666666667
SERPINI1	0.1705
HDHD3	0.831875
TMEM38A	0.4465
EID2B	-0.80425
TDRD3	0.646166666666667
SEDLP	0.46
THSD7A	0.643333333333333
NDST3	-1.92733333333333
KLHL15	-0.89925
DHRS12	2.592
FBXO9	-1.05685714285714
TNPO1	-0.511583333333333
MRPL13	0.364333333333333
SNX5	-2.18
METTL6	-0.82775
SOD1	0.537125
CHML	-0.593333333333333
PACS1	1.011625
SIRT5	-0.7758
CAPN2	0.192
FXYD5	-0.337833333333333
TWISTNB	-0.384375
LRFN1	1.59283333333333
UBE1L	1.293875
UBE1C	-0.262
OR51B2	-0.37475
OR4D11	0.2435
C15orf2	-0.306
NR4A1	0.254
LOC339047	-3.06275
TRIM17	-0.541
ATP5G3	-0.293
RPL15	-0.672583333333333
ADAMTS8	0.519
HOXC4	1.103
C14orf37	2.797
CEACAM5	1.813625
MYT1L	0.665166666666667
RASA2	0.00649999999999999
OSBPL7	0.1195
STAG1	-0.6695
GIMAP4	4.78883333333333
FUT3	-0.817666666666667
PIF1	-2.41925
LPIN2	-0.1408
SH3PX3	1.328
PDP2	-0.9555
PAPD1	-0.374125
ERP27	4.052
APOOL	-0.4477
DIABLO	0.25675
TRHR	0.551125
ARMC9	0.24325
RNF152	3.6
SLITRK3	0.262666666666667
ZNF211	0.349
PFDN1	0.353875
RGS11	1.052125
HS6ST1	0.737
AKR1D1	-1.75425
TNP2	0.548
STK31	0.029
EML4	-0.96175
SGTA	-0.122833333333333
HIST1H2BI	1.25216666666667
PSMD6	-2.35316666666667
KIAA1257	2.98025
C18orf55	-0.593666666666667
FLJ20273	2.44225
RPL28	-0.928333333333333
EPYC	2.838375
NOX3	0.368
ELAC1	-0.744333333333333
METT11D1	-0.93625
BIN2	-0.0351666666666667
NACA2	-0.307
CCDC17	-1.47325
HM13	-0.0968000000000001
UBOX5	-0.684125
UBE2O	-0.469875
UBL5	0.17575
APOLD1	1.44875
C9orf31	0.52975
TNFSF8	-0.149
ARHGAP29	0.532
PROKR2	0.297
PDE5A	0.346666666666667
C6orf12	-1.0405
TOM1L1	2.3555
WHDC1	0.28725
FOXI1	0.138666666666667
RAB4A	-0.1088
TMEM39B	-0.86075
ATPBD1C	-0.594
FARSA	-0.420166666666667
PLEKHG5	0.6165
CMAS	-1.57966666666667
OR7E24	-0.378
SLC30A1	-0.82775
CDC42EP5	2.309
PLAC1	-2.52525
KLHL18	-0.474
LBA1	0.9077
TAZ	-0.937
CRIP2	1.5045
BTBD11	-0.975333333333333
C16orf72	0.84325
DIO2	2.5267
LRRCC1	1.052
CCDC136	-2.2925
PRX	-0.29875
RBM5	-0.9391
TMEM85	0.26175
TUBGCP4	-1.708
APLN	1.942
CDK7	0.171166666666667
SSR2	0.76725
CRELD1	0.041
C19orf46	1.704
GAL3ST4	0.9525
KBTBD10	-1.242
IL28A	0.3485
WDR27	-1.8365
MCM2	-1.22233333333333
SOX14	0.352
FLJ39743	0.498
KIAA0922	0.3585
HIPK4	0.026
FLJ25758	-0.489
C16orf57	-0.553916666666667
PDZD2	0.968125
MCC	0.977875
HHLA3	-0.9151
ID2	0.93825
C20orf23	2.08116666666667
ZNF688	1.103
APOC2	-1.72916666666667
LOC440093	0.02225
FAM50B	1.68833333333333
PWP1	-0.422
DNAH10	-0.067
HIST1H2BA	0.4795
GPR56	0.756166666666667
METAP2	-0.297
PAN3	0.155833333333333
STXBP4	1.48875
PDHX	-0.4075
MTA1	-0.173166666666667
ZBED4	0.1675
ZNF720	-0.46325
CDK2	-1.258875
RHOJ	0.95
CDC37	0.431333333333333
ZER1	0.32125
GRK4	0.04075
PRPH	-0.54475
POLR2A	0.351625
OGFOD1	-1.187
NOL5A	-1.245
PHEX	0.965
FLJ16478	-0.00750000000000003
C20orf117	-1.167625
CAMTA2	0.0420000000000001
C11orf74	0.5985
DDX17	-0.813
C5orf27	0.106
