Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
CACNG5	0.12775
ATXN10	0.257
ECH1	-0.6801
CCL22	0.05625
CYP2F1	-1.9495
GADL1	-0.0835
TMEM19	-0.485
RUNX3	-1.748
EFNB1	-0.536666666666667
LIPN	0.472
ACSM3	-4.4605
SIGLEC8	0.763666666666667
ASCC3L1	0.66825
NOL8	-0.7655
RELT	-0.622333333333333
Magmas	0.35925
PPP1R15B	1.0181
C11orf2	0.54875
VKORC1	-0.553833333333333
MGC26647	-0.143
TRPM6	-0.182166666666667
UGT2B7	-5.32433333333333
FEV	-0.21525
FOXK2	1.9861
PDCD5	-0.307833333333333
SLC8A1	0.5521
DGUOK	-0.0773333333333333
CLDN16	0.19
GAGE1	-1.0825
RBM17	0.06
C1QTNF3	1.777375
VGLL3	0.255333333333333
UNQ5830	-0.4525
CD1A	-3.7355
SCGB1C1	0.7615
SUPT4H1	0.577625
TRAF5	-0.1715
ASAHL	-0.175
FAM73A	0.518833333333333
OR6B1	0.6535
WHSC1	-0.28675
GFPT2	-0.159
LOC339809	0.512
STARD5	-0.188333333333333
SIP1	-1.0405
DNAJC15	-0.6035
STAU2	1.1028125
FAM98A	-0.4215
RAD23B	0.5663125
LRRC33	-1.2495
CHRAC1	-1.199
C21orf89	0.53525
C19orf43	-0.0353333333333333
KLK8	-1.5065
CCNE1	-1.401
PKDREJ	0.265666666666667
SSU72	-0.0715
C17orf73	0.3075
GPR78	1.0025
WHSC1L1	3.011
GSTA2	-2.9565
SMUG1	0.610333333333333
UFM1	0.0932
AP3M2	0.668583333333333
USP14	-0.044375
FBXL14	0.782166666666667
DSTN	0.5555
SFRS14	-0.10625
FBXO31	-0.863166666666667
C12orf40	0.2575
FRS2	1.2565
NR2E3	0.9755
TUBB2C	0.553
GMPR	0.2115
C9orf139	0.9655
ING5	-0.262857142857143
LOC730092	-0.493166666666667
ORM1	-4.677
RP11-11C5.2	-0.998
HSPD1	-0.4723
PIWIL3	-0.12525
C5orf13	-0.8571
OR5R1	0.0895
LCOR	1.018125
PLEKHA9	-1.005
CCDC43	-0.51575
ZNF232	-0.20025
SLC6A7	0.343
ADH5	-1.14175
SHBG	-1.39316666666667
CROCCL2	-0.91775
PANX3	0.1485
CDIPT	0.61
SLC16A5	1.62875
TUBB	-0.308625
TOR3A	0.656
PREP	-0.555166666666667
ENTPD8	0.772785714285715
CHMP1B	0.37525
SYT12	1.4698
MYH6	-1.7012
MAP3K13	0.459
KLHL30	0.346166666666667
LCMT1	0.5525
EIF1AX	-0.236166666666667
FOXD4L1	0.624
SLC24A5	-0.8595
RNF166	-0.8015
TJAP1	0.25475
TMEM156	-1.61833333333333
ZNF239	1.6955
SNX19	0.5626
GKN1	-0.11
FCN1	0.7665
C1QL1	-1.13075
ATP11C	-0.55175
ZNF35	1.19275
CARD8	0.13225
LIMD1	-0.533833333333333
KIAA0286	-0.024125
XRN2	-1.194
CD6	-0.578166666666667
TOX3	1.43075
ZSCAN4	-0.711333333333333
RSRC1	0.2335
COG1	0.95675
PTRF	-0.1622
C16orf35	0.1845
FBXO24	-0.6585
CHST11	-0.925
THRB	0.395
MYBPC1	-0.437
RNF39	-0.634333333333333
PSMD11	-0.17675
ALAD	1.57416666666667
EN1	0.8725
SLC9A9	0.0255
GSTM4	0.3807
CDC42BPA	-0.80521052631579
RCSD1	-1.881
LUC7L2	-0.1874
SPTBN1	-0.3736
LOC146167	-0.113
BAT5	0.5251
ZNF452	-2.87275
LSM4	0.43025
SRP72	-0.2265
SGK269	0.0775833333333333
MTX1	1.06375
CENTA1	0.95175
UNQ9433	-0.3415
ATR	0.448
DDX49	0.776333333333333
PAQR8	-1.59
C14orf174	-0.39275
GBGT1	-0.47
THAP1	0.61925
OR10K1	0.56
RASIP1	-1.34433333333333
DPYD	-0.7037
DOHH	0.10975
C18orf45	1.628
POF1B	2.4396
ZNF552	1.969
USP32	-0.751125
MED27	0.402833333333333
C14orf149	-0.999833333333333
PRDX4	-1.19216666666667
ABHD12	-0.4189
AGT	-5.60925
SLC22A14	-0.471
C1orf58	-0.51875
PILRA	-1.60975
ABCF2	-0.241125
C17orf85	-0.0873
TKTL1	-1.145
FGF1	2.0935
IL6R	-0.465
VPS25	-0.02775
CHRNB2	-0.32225
COL7A1	-2.6186
LRRC48	1.3175
SPG20	0.2805
COX10	0.3645
GCA	0.54925
ECEL1	-1.0145
GLG1	-0.696833333333333
SRD5A2L2	-0.02475
MUTYH	-0.77375
ZNF70	0.908
L2HGDH	-0.422
GPATCH2	-0.63575
ZNF655	-0.473125
ZNF227	-0.186833333333333
MCOLN2	-0.83
NQO2	-1.6985
KCNQ5	0.0935
NEU1	0.5575
QRICH1	0.413
ZBTB20	-0.0308333333333333
RPUSD3	-0.29725
EPGN	-1.099
TSN	0.431583333333333
SPRY2	-2.85833333333333
LZTFL1	0.333
GMFB	0.644625
PBEF1	-1.4832
HBG2	-2.74925
TMEM8	-0.5585
PALM2-AKAP2	-1.03433333333333
NFYA	-0.34475
FAM108A1	-0.113625
PBLD	1.29425
NRG4	-2.093
PIGF	-0.602
PTGER1	-0.39675
NOS2A	0.966833333333333
C21orf34	-0.494333333333333
C21orf51	-0.729666666666667
IL17C	0.444
TRMT6	-0.7185
ETV2	0.6505
CCDC109A	0.19075
MYLK2	-1.5885
ATP10A	0.7104
DPH4	-0.19475
C5orf5	0.6095
KCNA4	0.40275
NMNAT2	1.595
GLYATL2	-0.5965
LSMD1	1.540125
IL23R	-1.98675
NRF1	0.0385
MUC15	-2.72383333333333
PRDM12	0.951
PAQR4	0.6625
RBBP6	-1.064875
IFI27	2.4925
SKAP2	-0.856333333333333
TAGAP	0.495875
TJP3	1.8265
C9orf61	1.74175
IDS	-0.0717142857142857
PARG	0.4545
LOC131149	0.47
DYRK4	1.51916666666667
MICALL1	0.46525
GALR2	-0.522
GPBP1L1	0.172875
TBX21	1.92775
KCNJ6	-0.3885
GGN	1.12775
CASP5	-0.304666666666667
RNF182	-4.25175
BRD4	-0.698
DOK4	-0.628125
SLC46A2	1.492
SOX9	-0.791833333333333
ZNRD1	-0.543833333333333
PRR6	-0.9385
FAU	-0.118625
DTNB	1.369
CARD9	-0.37625
STS-1	-1.506
SLC4A5	0.112125
NSBP1	-1.396
UGCGL2	-1.00591666666667
POTE15	-3.9145
NOXA1	0.38525
RP13-347D8.3	1.148
SAMD10	0.1625
EP400NL	-0.1225
TCF21	-0.30925
AMELX	-0.00824999999999999
JPH2	0.3253
SLA	0.672625
DLST	-1.57416666666667
SEPT12	0.178
RGS20	-2.78325
LXN	0.291833333333333
ZNF419	0.560375
UPK3B	-0.509833333333333
RELL1	0.89425
ESPNL	-1.4445
KLHL21	-0.53925
PI15	0.1435
C2orf61	-0.6735
LOC407835	-0.500833333333333
RER1	-0.173
ELAVL2	3.4685
MGC26718	-1.40275
KLF2	2.215
TNFAIP8L3	1.12366666666667
TFE3	0.42475
C11orf17	0.416625
15E1.2	-0.3235
SNRPC	-0.273
DLGAP1	2.97775
PGLYRP1	0.1835
OVCH2	-0.273
IRF7	0.1495
SET	-0.1245
NAB2	-0.144166666666667
LRP5L	-0.3885
FAM120A	0.8670625
ASCL2	-0.623833333333333
SHH	0.039
ATP5H	0.481
THPO	0.199166666666667
TYRP1	-4.44633333333333
HIST1H3E	-0.136333333333333
EIF2S1	-0.4705
TNFRSF17	-2.606
TARSL2	-0.678
NKX2-8	0.892
C1orf115	0.424875
LOC56964	0.4605
KIAA0841	-1.13025
ISCU	0.2365
TTMA	-0.1285
ZNF414	0.4965
LOC441150	1.4535
RAB15	1.15
HBP1	0.2045
TNNT2	-1.595
CECR5	0.26825
PHGDH	-3.157875
JRK	0.1368
XPO4	-1.074625
FAM131C	0.704
ARHGAP25	0.570166666666667
CA9	-3.67255555555556
GPR62	-0.305833333333333
TLX1	0.0198333333333333
GPS1	1.13525
OR2M2	0.0545
BDP1	-0.176142857142857
FAM70B	0.45675
RPS29	-0.403833333333333
MKLN1	-0.837
TSPAN19	-2.143
SLC29A3	0.9902
LGALS4	-0.625166666666667
USH2A	0.725666666666667
NF1	0.448666666666667
APOBEC3A	1.49033333333333
IMPAD1	0.930166666666667
OLR1	2.1215
NRAP	-0.108
HCFC1R1	-0.0103333333333333
TAOK2	0.186
MCM10	-1.6525
MAP4K3	-0.204333333333333
CBS	-3.2645
CLK3	-0.0356
PCDHGA5	0.1695
ELF4	0.371125
FAM71A	0.15225
C11orf49	0.6025
CLIP2	-0.3805
BTBD9	0.873
ZNF524	1.5585
KDELR1	0.1045
ZNF509	1.065
NCSTN	1.3255
ZNF533	2.504
PARP4	-0.431
GALNT9	-0.252166666666667
NPY	-2.983
BEGAIN	-2.554
TMEM77	-0.697833333333333
FOXRED1	-1.3865
SLC16A2	1.80766666666667
SLC35B1	0.47025
GK5	0.316416666666667
SDCCAG10	-0.20825
C4orf20	0.69425
SLC9A2	2.205
ADD1	0.770214285714286
TAL2	0.536
ACLY	-0.45275
DNAJC1	1.042
SOST	-1.6965
USP43	-0.0673333333333333
CYP4F12	-1.27775
FKBP5	-1.2735
CHCHD5	1.0039
NUDT22	0.02325
CCDC85B	-0.209
OR51G2	0.408
STRN3	-0.000285714285714281
TMOD2	1.795
FLI1	-0.84425
MAB21L2	0.539333333333333
DGKQ	0.46675
VPRBP	0.7395
SCNN1B	1.6998
ECHDC3	1.6774
TMEM106C	0.743
CSNK2A2	-1.0495
RPL39	-0.7073
HERC3	-0.0991
ZBTB47	1.08316666666667
ZNF681	-0.2285
PAGE2	2.90175
CLIC5	2.2
RABAC1	0.78075
ZFHX2	-0.59075
YPEL1	1.03966666666667
KIAA0776	-0.42675
NR1D2	0.99625
DNAJC4	0.323125
NPNT	3.4458
ZNF677	-0.3585
ZNF536	-1.18875
MEF2B	0.61625
PTPN4	-0.716375
CTCFL	-5.0185
STX5	-0.201833333333333
CD72	1.456
VEGFA	-1.19068421052632
XRCC1	0.1546
MAS1L	0.356166666666667
ELL	0.3681
SETBP1	0.75325
CDH11	3.13083333333333
NDC80	-0.345923076923077
DMBX1	-1.42925
NRSN1	0.143333333333333
BAT2D1	0.19875
CDS2	-0.0976666666666667
C1orf212	-0.445333333333333
SENP3	0.30625
IL1F9	-0.052
EEF2K	-0.488625
COG8	0.26
CEP72	-1.03775
OR1L8	0.1745
MUS81	-0.298416666666667
PHYH	0.097125
GGT6	0.4215
C22orf23	-0.7565
C13orf33	2.664375
MAPK8IP2	1.14425
NELL2	2.949
POU3F2	-1.37116666666667
ALPK1	0.180375
MRPS18C	-0.83
RPLP2	0.423125
FGF22	-0.326
SPNS1	-0.033
ZFP1	-0.7165
IL1RAPL1	-1.1215
PCSK9	-2.71283333333333
NKX2-1	0.205571428571429
C6orf189	0.853
SP4	-0.629
SLC11A1	1.2285
C21orf25	0.1875
ICAM2	-0.011125
SH3GL1	-0.160833333333333
GSK3B	0.3325
RALB	0.98125
PDXP	-0.982333333333333
GNGT1	-2.715625
KIR2DL1	0.442
TNFAIP3	-1.24266666666667
C6orf32	-1.0351
CBLN2	5.26325
PANK3	1.26375
TAAR9	0.3865
WDR82	-0.698357142857143
APOM	-4.343
TRIP10	-0.9785
SPATA16	1.03433333333333
C1orf135	0.61425
USP51	-0.92575
TESK1	1.414
C11orf64	-0.00975000000000001
ZNF611	0.137
PDE6G	-0.165833333333333
HLA-DQA1	3.094125
GCLC	0.73375
SEC61A1	0.656142857142857
TWSG1	0.36125
ZMYND10	2.1565
CTDP1	1.131375
ADAMTS6	-0.247
SLIT1	-1.00825
KRT86	0.9805
KIAA0574	2.30375
GTPBP2	-0.0362
PQLC3	1.6445
PRRX2	0.571166666666667
C15orf44	0.5585
MKKS	-1.001125
C11orf10	-0.0375
GPR110	0.165625
CD109	-1.42641666666667
ADCY1	0.072
RHBG	-0.013
TP53I3	-0.23575
SLC22A3	-2.6197
UCP2	-0.8415
FOXG1	-2.20716666666667
OR2AG1	0.03
TRIM24	-0.3025
PROC	-3.288375
TAAR6	0.208
AMTN	-0.979
C10orf47	1.25966666666667
DEPDC1	-0.8255
FLJ45557	3.75475
ZDHHC17	-0.1939375
KIAA1429	1.70566666666667
KCNH1	0.637
VNN3	-0.01775
PSMAL	1.43325
PPARD	1.123375
HFM1	-1.842
YBX1	-0.9665
ZNF695	-1.73375
SCTR	-0.0866666666666667
DCDC1	0.1755
VPS26B	0.144
MTF2	-1.6705
ATP6V1F	0.3635
CCDC94	-0.42375
PERF15	0.257
CCL11	1.90375
LMO7	-0.783
DCST1	0.337
ADRBK1	0.02475
CDRT4	-0.62775
ZNF84	-0.38075
HOXD8	0.3665
STARD8	-1.00916666666667
FOXP2	0.00487500000000001
CCDC103	-0.3445
POLR3A	-0.1635
GSC	1.00366666666667
ZNF114	-0.188333333333333
HTR7P	0.8105
LALBA	0.1385
RMND5A	0.0925
PSCD2	1.30275
ZNF409	-0.873
KRTAP1-3	0.673666666666667
MAF1	-0.0535
LOC201725	-0.0515
NRN1	-2.75525
SPAG5	-0.5455
DNAH7	0.996333333333333
FLJ43860	0.4445
BRCA2	-0.9715
ACADM	-0.779
CXXC6	-3.478375
RAGE	-2.25825
CHMP2A	1.156
FAM8A1	0.0699
GPR21	0.461
SLC12A3	-3.127
FVT1	0.185
ZDHHC7	-0.4605
FLJ44048	2.586
SLC44A3	0.470666666666667
SDSL	0.748833333333333
MMP8	-1.40925
PLA2G12B	-3.8125
ACY1	-1.0395
MT1E	1.78866666666667
OR4K15	0.1285
TECTB	-0.411
GPR20	-0.211875
IRAK2	-0.52525
RFPL3	-0.375875
MYO9A	0.1085
NARG1L	-1.08483333333333
BLMH	-0.057625
CCDC3	1.93
C9orf21	-0.420833333333333
KIAA0513	0.488666666666667
MIER2	0.0935
PNMA2	-1.07725
SH3BP2	1.3434
ANXA10	-1.865
RTN2	0.106333333333333
TFB1M	-1.8455
PRPH2	1.5995
C14orf133	-0.611
GOLGB1	1.77966666666667
IRX4	0.865125
NFKBIL1	0.534333333333333
C10orf62	-0.3385
APBB3	0.64225
RPS10	0.2017
LOC728378	-1.7695
TLE3	1.25966666666667
PSMB7	0.316375
MESDC1	0.629
SLC6A1	1.308
OCLN	1.90333333333333
PTTG3	-0.7555
NAGLU	-0.30375
SERTAD4	1.761125
SPRY1	0.214
FLJ10781	-0.77425
MYSM1	-0.73725
TRIM4	0.0542857142857143
SH3YL1	0.754125
TREM2	3.59366666666667
SERPINI1	1.1745
HDHD3	1.860125
TMEM38A	-0.923
EID2B	-0.6935
TDRD3	-0.3925
SEDLP	0.9215
THSD7A	0.410166666666667
NDST3	-3.62875
KLHL15	-1.751
DHRS12	0.673
FBXO9	-0.0345714285714286
TNPO1	-0.428833333333333
MRPL13	0.882666666666667
SNX5	-2.89783333333333
METTL6	0.144
SOD1	-0.98475
CHML	-1.327
PACS1	-0.000125000000000007
SIRT5	-0.5058
CAPN2	-0.938166666666667
FXYD5	-1.42283333333333
TWISTNB	-0.837
LRFN1	0.778333333333333
UBE1L	1.141
UBE1C	-0.22425
OR51B2	-0.384
OR4D11	0.3325
C15orf2	0.091
NR4A1	-0.467666666666667
LOC339047	-2.115
TRIM17	-0.082
ATP5G3	-0.214142857142857
RPL15	-0.285583333333333
ADAMTS8	-0.133
HOXC4	-0.5365
C14orf37	1.9925
CEACAM5	-3.067875
MYT1L	-0.0672
RASA2	-0.490875
OSBPL7	-1.149
STAG1	0.7675
GIMAP4	3.8435
FUT3	-2.06216666666667
PIF1	-1.61525
LPIN2	0.6714
SH3PX3	0.49275
PDP2	-0.31175
PAPD1	-0.876875
ERP27	0.02875
APOOL	0.2262
DIABLO	0.525
TRHR	-0.12775
ARMC9	0.088125
RNF152	3.924
SLITRK3	0.0901666666666667
ZNF211	0.1606
PFDN1	-0.337
RGS11	1.388375
HS6ST1	0.9174
AKR1D1	-2.81675
TNP2	0.2635
STK31	0.483666666666667
EML4	-1.01116666666667
SGTA	-0.464666666666667
HIST1H2BI	0.199
PSMD6	-2.028
KIAA1257	3.353
C18orf55	0.3655
FLJ20273	2.02875
RPL28	-0.434
EPYC	1.71057142857143
NOX3	0.00449999999999999
ELAC1	-0.9595
METT11D1	-1.488
BIN2	-0.9435
NACA2	0.1125
CCDC17	-1.465
HM13	-0.5931
UBOX5	-0.586625
UBE2O	0.125
UBL5	-0.53
APOLD1	0.757625
C9orf31	0.20725
TNFSF8	0.774
ARHGAP29	-0.658
PROKR2	0.3305
PDE5A	2.31016666666667
C6orf12	-0.2085
TOM1L1	0.6415
WHDC1	0.263375
FOXI1	0.0173333333333333
RAB4A	-0.1989
TMEM39B	-0.8505
ATPBD1C	-0.03175
FARSA	-0.785166666666667
PLEKHG5	-0.493
CMAS	0.222166666666667
OR7E24	1.3345
SLC30A1	-0.29175
CDC42EP5	1.07433333333333
PLAC1	0.11225
KLHL18	0.22125
LBA1	0.6028
TAZ	-1.27025
CRIP2	0.621875
BTBD11	-0.0636666666666667
C16orf72	0.301
DIO2	1.2575
LRRCC1	0.926666666666667
CCDC136	-2.8005
PRX	0.361
RBM5	-0.1704
TMEM85	-0.212
TUBGCP4	-1.0865
APLN	2.00725
CDK7	-0.137
SSR2	0.970083333333333
CRELD1	-0.3955
C19orf46	2.61275
GAL3ST4	0.4735
KBTBD10	1.129
IL28A	0.116
WDR27	-1.3115
MCM2	0.399
SOX14	1.0715
FLJ39743	0.163
KIAA0922	1.45175
HIPK4	1.47
FLJ25758	0.2095
C16orf57	-0.893333333333333
PDZD2	-0.262625
MCC	0.219625
HHLA3	-1.0752
ID2	-0.0395
C20orf23	1.09391666666667
ZNF688	0.99625
APOC2	-1.94366666666667
LOC440093	0.6165
FAM50B	1.79083333333333
PWP1	0
DNAH10	0.925
HIST1H2BA	0.343
GPR56	0.764
METAP2	-0.333
PAN3	0.378166666666667
STXBP4	-0.481
PDHX	-0.1365
MTA1	-0.831166666666667
ZBED4	0.219375
ZNF720	-0.75275
CDK2	-1.02775
RHOJ	0.279125
CDC37	-0.667166666666667
ZER1	1.395125
GRK4	-0.77975
PRPH	1.373
POLR2A	0.0545
OGFOD1	-1.615
NOL5A	-1.54025
PHEX	0.2435
FLJ16478	0.01075
C20orf117	0.1975
CAMTA2	0.69925
C11orf74	0.26
DDX17	-0.690666666666667
C5orf27	0.206875
PLEKHA2	-1.8014
PDE4DIP	-0.4938
SCN7A	0.41175
ZNF559	-1.44533333333333
CXCL10	3.212
ZMYM4	0.0771666666666667
STK32B	1.55333333333333
KIAA0888	-0.8272
TACR3	0.6505
CKAP2L	-0.0945
KIF1A	1.71066666666667
RSPRY1	-0.399
VCAN	1.01725
CYP27C1	-0.163
SYDE1	-1.5235
MED12L	-0.60825
ZDHHC21	0.954125
NHS	2.3305
TM9SF3	1.5065
DDHD1	-0.16175
MAFG	0.206916666666667
BICD2	-0.6825
C14orf119	-0.690666666666667
C14orf43	0.107571428571429
CDH7	0.374
ALKBH5	-0.290357142857143
JUP	1.1655
TMEM41A	0.878
MAMDC4	-1.1415
CBX3	0.3645
LRRC18	0.162
RBMXL2	0.01425
PLA2G4D	0.872166666666667
FGF13	0.096625
KIF3A	0.190166666666667
PDIA6	-0.493
DCXR	1.21075
CASKIN2	0.736083333333333
EHD1	0.4315
MARCKSL1	0.472833333333333
ZNF496	-0.227833333333333
SCAF1	0.431
KCTD8	0.4215
TRAF3IP3	-0.5605
LSR	0.98
CXorf1	0.199666666666667
C14orf112	-0.247
EIF2B1	0.7125
OMP	0.229
GSTZ1	-1.42125
LOC92017	0.53875
ISLR2	1.4785
C12orf36	0.366
GATA2	1.04083333333333
GABRA5	-1.784
CELSR2	-0.379571428571429
STAM2	1.1164
TNAP	0.373
PTPMT1	-0.178166666666667
GRP	6.51225
SV2A	-2.11633333333333
MAGEA12	-4.49775
CACNG1	3.586
C18orf19	0.05975
GSG1	-0.6055
PTPRJ	-0.228428571428571
FRMPD1	0.887
ZNF668	0.66725
PLEKHJ1	-0.286875
ADAT1	-0.6122
TMEM50A	0.2686
UCN3	0.133
HOOK1	2.02425
IL17B	-1.428
MLKL	-1.72366666666667
TTC14	-0.162833333333333
KLHL5	0.337
CRYL1	-0.334
FOXH1	0.234
NFYB	-0.00825000000000001
PPM1G	0.61875
GOLGA2LY1	-1.0915
NMT1	-0.70375
HADHA	-0.5055
CHSY-2	3.3185
PLEKHF1	1.4755
SAGE1	-2.906
MUSTN1	-0.367
SUHW4	0.54625
TFEB	1.07166666666667
ZFYVE27	1.18525
ATG12	-0.288
BMI1	0.769285714285714
ZIM3	0.249
MYH4	0.07025
MASP1	-1.28141666666667
KIAA0984	1.23025
RPAP2	-0.949
ASB5	-0.456
BOLA3	-0.576166666666667
MIA3	-0.5065
KRT35	0.586
KIR3DL3	-0.981
MRPL51	0.68225
SEMA3F	2.084
NDUFB2	0.373666666666667
LOC253012	-1.3835
FAM46C	-0.4211
G6PC	-2.520875
CSAG3A	-4.947
PREX1	1.904
SLC25A45	0.058125
MAPKBP1	0.5041
CPE	-0.7647
GNB1	-1.100875
CXCR6	0.4235
TRIM46	0.7005
C16orf3	0.2565
HPSE	0.961375
TIGD3	0.7995
SPG3A	0.4515
LCAT	-1.7395
ST6GAL1	-0.793166666666667
POMC	-0.3375
FLJ36031	-0.7
NSMAF	-0.29
SKIL	1.944
ADSS	-0.8305
HMGCS1	-1.7861
POLR3F	-0.466666666666667
RAB10	0.076125
ZNF277P	-1.169625
ZBTB7B	0.856625
DHRS1	-0.0705
ABCC13	2.58
CNOT3	0.5765
NFKBIA	-0.09
GAK	1.79016666666667
SFT2D2	1.72733333333333
HOXA6	-0.1795
CRTC1	0.329875
LY6D	-1.23183333333333
C20orf72	-1.758
CPT1A	0.2515
LMO1	-1.544
EIF3I	-1.019
PRB4	0.3165
MCM3APAS	-1.7665
C20orf132	-0.2849
FOXF2	-2.49475
S100A12	0.03075
MLH1	0.142666666666667
ACTN1	-0.1213
MRPL36	0.0961666666666667
C20orf106	0.48675
FBXO6	1.19566666666667
MKS1	0.6635
CX3CR1	-2.335
PDE1B	0.396
PLP1	-3.841
KISS1	0.284166666666667
C14orf2	-0.709166666666667
TBC1D3P2	-0.995
COMMD6	0.0849
ANKRD7	-1.8295
PTCHD1	-0.267375
NARS2	-1.04325
DOCK7	-0.042
FAM127B	0.309625
LOC390243	-0.028
N6AMT2	-0.00125
ZNF391	-1.512
DNAJB14	-0.601166666666667
WRB	-0.129
BPI	-0.155083333333333
TTC4	-0.1025
FAM10A5	-0.394
GOT1L1	0.0781
MAGED1	-0.743625
RESP18	-0.2455
WFDC6	-0.41575
MT2A	-0.0975
C11orf56	0.074
KIAA1432	-0.869
ROR1	-1.262625
HSD17B14	2.74116666666667
ZFAND2B	0.57725
SAMD4B	0.8845
HEXA	0.145875
HNRNPU	-1.06659090909091
USP39	0.045875
NRD1	-0.17725
R3HDML	0.182
FLT4	0.5175
OMG	-0.0878333333333333
OR52N4	0.9145
LOC399818	-0.33
ELA2	-2.33425
VENTXP1	-0.2435
RFC5	-0.1915
OR52L1	0.4695
PAX5	-0.147
FBXO2	-1.003
GMEB1	-0.0545
AKT3	-1.21933333333333
CRB1	-1.94766666666667
CTTN	0.791166666666667
UTP15	0.130333333333333
HSBP1	-0.421666666666667
PHF11	0.553
NDEL1	0.155833333333333
USP8	0.224
BAIAP2	1.6036875
SI	0.285
ARSJ	-2.248
BAAT	-2.65275
KCNS3	1.75866666666667
LOC126147	-0.3815
TMEM37	0.028
C1orf162	2.2425
MBD1	0.5719
ITGAL	-0.134666666666667
WDR73	0.161833333333333
GKN2	0.599833333333333
ARFGAP1	-0.229125
SLC5A8	-0.616833333333333
ZBTB40	-0.2394
CYP4B1	0.9485
LYPLAL1	-1.07475
CHST3	-0.90375
MAP3K9	0.115
BTAF1	-1.17516666666667
TFAP2E	-0.08
RBM35B	1.3125
LOC441251	-0.400833333333333
ANKRD25	-1.08144444444444
UQCRC2	-0.082
MAEA	1.13266666666667
HYAL1	-2.7968
RNPEPL1	-0.362666666666667
CPSF2	0.6885
PSD3	-0.0872
ABCA13	-0.587
AGR2	2.28425
GBX1	-1.429
HDLBP	0.249357142857143
ACY3	-0.31475
HECW1	-0.768
ZNF519	-0.406
HOPX	3.3915
ZNF304	0.902625
OR12D3	0.00700000000000001
FKSG43	0.94425
METTL1	0.45425
MFSD3	0.3606
PSPH	-0.98925
CLCA3	-0.0715
DARS2	0.1145
CDC25A	-0.267
BAIAP2L1	1.03325
B3GNT5	-1.785875
USP29	0.93
ARHGEF10L	0.9247
ATOX1	-0.4645
ADAM30	0.99425
DNASE1	0.49025
STT3A	-0.429416666666667
RAB6IP1	-0.34825
PTN	-0.0155
C1orf106	0.901846153846154
HECA	1.07125
RNF122	-0.30225
SLC22A18AS	-0.8135
GNG8	0.602166666666667
ELP4	-0.35525
FAM65A	0.412333333333333
RPL10A	-0.670166666666667
IRS4	0.8425
MACF1	0.6465
SEC24D	0.672
LOC374395	0.308
TGFB2	-0.442875
MDFIC	0.635125
CHRNE	0.290666666666667
PCMTD2	-0.272833333333333
ATP6V0D1	0.0101666666666667
MTA2	0.076
LZTR1	0.106666666666667
RAP1A	0.413333333333333
AXIN1	0.401125
POLR1C	0.466
TRIO	-0.384916666666667
PLXNA4A	-0.417083333333333
C5orf33	-0.6475
DEPDC1B	-1.82975
ZNF473	0.286166666666667
MTM1	0.032875
GPR107	0.972666666666667
CSNK1A1L	0.232166666666667
FLJ14154	0.61425
NLRC4	3.06675
ENPP4	1.25633333333333
PADI3	-2.267
RNF170	0.17025
CG018	-0.493833333333333
C16orf7	-0.48425
KCNE1	0.068
NRM	-0.582
SLC37A3	-0.313428571428571
TPD52L2	-0.3095
UNC5B	1.74825
C12orf12	0.197
SDHB	-0.77425
CLRN1	0.18775
NUDT10	-2.43916666666667
UGT3A1	0.2275
FBXW8	0.739625
RHOF	-0.7825
PTPLAD1	0.185375
MYO3B	-0.62775
DERA	-0.79775
TPP2	-0.84425
C19orf53	-0.474833333333333
GINS3	-1.222875
ST6GALNAC5	1.2425
CHSY1	-0.9495
MGC15705	0.318
GPR83	0.571666666666667
EXT2	-0.2125
DOLK	0.9465
TUBAL3	2.3385
ACVRL1	1.9191
ABL2	0.116833333333333
C14orf156	-1.38116666666667
PTPRZ1	-4.328625
DIP2C	1.089125
LAMP1	0.469125
RXRA	1.1494
MAP3K5	0.195
ALKBH1	-0.430833333333333
PDLIM7	-0.03675
ARL14	-2.6005
SNIP1	0.588666666666667
TIMP3	1.62575
RGS3	1.29933333333333
SPAG16	2.5405
ABHD4	-0.202
ARHGEF12	0.159166666666667
GLUD2	0.482
RAC2	-2.698
UAP1L1	0.1275
SLC18A3	-0.1835
YOD1	-2.08208333333333
RALY	-0.02575
HMOX2	0.744125
DGKH	-0.08575
DBNDD2	1.28983333333333
YIPF4	0.7175
THAP10	0.2855
ZNF513	0.795
HAGHL	0.242
ITGB4	-0.428166666666667
CCDC141	-1.653
YTHDF3	1.0295
C5orf28	-0.02375
RPL7L1	-0.46925
TMEM30B	1.38935714285714
ANKRD35	1.2155
DUOXA2	-0.18825
TBC1D5	0.088
DFNB59	-0.0275
HRH4	0.135
MYO6	1.6968
DNAJA4	3.01725
RBM24	2.623375
CEACAM20	0.01575
RBM23	0.120357142857143
NGFB	-0.0705
C1orf63	-1.1317
KRTAP7-1	0.452
PERLD1	1.27825
NPB	0.165
C17orf59	0.6675
HSPBAP1	0.45825
SLC15A4	-0.49225
PRTFDC1	0.20675
OSMR	-1.01614285714286
CYSLTR2	-0.311
C19orf25	0.1395
KIAA1797	-0.3465
NLRP6	0.0295
FAM105B	0.1079
SCRN2	0.497166666666667
LRRC58	0.1385
RNF17	0.4585
NEIL3	-0.1815
FAM137A	0.0225
SKP2	-2.62475
PARVA	0.956166666666667
