Hybridization REF	TCGA-B6-A0IE-01A-11R-A034-07
C1orf186	1.187
IGFBP4	1.12583333333333
NDUFA10	-0.590666666666667
CLIC2	0.07925
RNF13	0.698
GPR103	-3.02966666666667
CD69	-4.15375
MYOZ1	0.41225
IFNB1	-1.0835
CLNS1A	-0.0625
CXorf45	-0.7885
ZXDB	0.6935
FUNDC2	-0.95225
GPA33	-0.889142857142857
C9orf70	-0.47725
SLC2A9	-0.30525
LOC126520	0.2575
MAGEB1	-1.08925
LCE2A	0.068
C18orf34	1.8015
FMNL2	-2.786375
KRT85	0.76425
CRYGA	0.5
GEM	-0.00974999999999999
THAP6	-0.0375000000000001
ALKBH3	-0.562833333333333
TM6SF2	-0.9375
C20orf82	4.17325
RANBP2	0.56
LIG3	0.2612
RETSAT	0.567
OR8S1	0.605
CAST	-0.966
TGFBI	-1.7277
C15orf37	-0.227375
PGM3	1.002
SLC4A11	-1.384625
FAM123C	-0.216
TAOK1	1.9025
CISH	0.446625
OGDHL	-3.11075
SPINT2	2.5295
ZNF33A	0.873
CLDN18	-1.26725
RNF128	-0.460375
CCDC71	-1.3
RASSF6	1.39833333333333
HSPG2	-0.379
ATP6V0E1	1.31475
ABHD6	-1.71175
CD274	0.451
GCNT1	0.7705
NT5C1A	-0.296
TM4SF5	-3.7315
C21orf58	-0.634
SUCLA2	-1.81575
RFTN2	1.7765
SCNM1	0.448875
SLC9A10	-1.006
FUNDC1	-0.423
SLC35F4	-1.6065
AMD1	-0.604
COL6A6	1.5845
OR4K2	-1.6
TRIB2	-0.250916666666667
LOC91461	-2.39575
GHSR	0.967
ATP8B1	0.592
C1orf78	2.84483333333333
RNF183	1.32683333333333
STX4	-0.2107
TPPP2	-0.477875
MYBPHL	-2.8325
TXNDC6	-0.253111111111111
C9orf47	5.9195
FAM137B	1.2395
FANCB	-1.79475
C11orf9	-1.06725
DPY19L1	-1.740375
VDAC2	-0.487
VHL	-1.03575
LMBR1	-0.523625
C8orf44	1.168
ZPBP	-1.38066666666667
FGF23	-1.31566666666667
C21orf67	-0.1025
PCNT	-0.556875
BCKDHB	-0.7471
GALNTL5	-2.133
BET1	-0.1575
ARL13A	-0.037
HDAC6	-0.60225
N4BP3	0.886833333333333
OTOP1	-0.4886
TTC30A	0.311125
CRISP1	0.073
KRT32	1.6685
VSTM1	0.735
ZNF622	-0.7895
POLR3B	0.1012
DNAJC10	0.533125
C12orf54	0.334
ADIPOQ	1.041
RIT2	0.5845
CD44	-0.11905
ABCA3	0.942875
RPS17	-0.7575
FEZF1	2.966
PCDHB15	-0.17875
KCNMA1	-0.0498636363636363
CCDC116	-1.913
C15orf27	-3.04
NARG2	-0.5006875
ITGA5	-1.754
MEFV	0.188
TUT1	0.637375
LOC541473	0.38725
NMBR	0.812
GLT1D1	-2.73533333333333
ABCB7	-0.9385
PFKP	-2.95445454545455
C9orf91	0.2639
LRRC41	-0.273666666666667
C1orf85	0.303666666666667
ATP5F1	-0.305375
STOX1	-1.145375
GFOD2	1.6465
SLC25A3	-0.16775
ZNF646	0.8442
ZAR1	-1.0275
OSTbeta	0.315
GALNT3	4.111
IFT122	0.000333333333333315
LDB3	0.288125
GARNL1	0.190142857142857
HOMEZ	0.912333333333333
LRRC6	-0.381666666666667
ANGPTL5	-2.448
UBAC1	-0.43275
DLEU7	-0.321333333333333
RPL19	-0.102625
TOP1MT	0.601166666666667
LOC643641	-0.016375
MBD3L2	1.58
NTSR1	-0.4834
WISP2	0.22475
GPSM2	-1.516625
RDH10	1.6258
PRKCG	0.415
HIST1H4J	2.4205
MON1B	0.8649
MLF1IP	-0.352666666666667
ZNF446	0.85775
COL4A5	0.1247
SLC26A1	0.616642857142857
RGN	-1.59525
CCNB1	-2.6355
C9orf165	0.82975
CCDC28B	-1.7315
CCDC97	1.483
FGR	0.966142857142857
MSRB3	0.021
EPN2	0.021
COX15	-0.8245
KCNK6	1.0781
XK	0.0535
GDA	-3.890375
HEPH	-1.825375
THRAP3	1.110125
MET	-2.16228571428571
PHYHIP	0.08225
LYAR	-1.04033333333333
ING3	-0.4755
AK7	-2.16475
CCT8L2	-1.613125
COPS7A	-0.801666666666667
WSCD1	-1.178
RNF185	0.7795
TNS3	-0.79175
KNDC1	-0.444
RWDD4A	-0.143333333333333
MED13L	1.6356
ZFYVE1	0.677375
C7orf44	-1.80516666666667
MRPL1	0.0755
STGC3	-1.2565
TEAD1	-0.592333333333333
RPL7A	0.104
ARL6IP1	1.3785
C1orf178	-0.7065
CTAGE5	-0.672181818181818
TMEM184A	1.33066666666667
SLC25A14	-0.6435
CACNG5	-0.303333333333333
ATXN10	-0.1022
ECH1	0.1709
CCL22	0.311333333333333
CYP2F1	-1.49616666666667
GADL1	-0.3595
TMEM19	-0.83
RUNX3	-0.7125
EFNB1	0.318666666666667
LIPN	1.148
ACSM3	-2.539
SIGLEC8	0.6805
ASCC3L1	-0.4155
NOL8	0.481375
RELT	-1.59833333333333
Magmas	0.0785
PPP1R15B	0.7507
C11orf2	0.38475
VKORC1	-0.287
MGC26647	0.4515
TRPM6	0.604181818181818
UGT2B7	-5.18183333333333
FEV	-0.27775
FOXK2	-0.5433
PDCD5	-0.427
SLC8A1	1.85122222222222
DGUOK	-0.219
CLDN16	1.538
GAGE1	-0.432
RBM17	0.1939
C1QTNF3	-0.962625
VGLL3	0.3045
UNQ5830	-1.4675
CD1A	-3.49066666666667
SCGB1C1	2.754
SUPT4H1	1.312875
TRAF5	-0.66225
ASAHL	1.745875
FAM73A	0.540666666666667
OR6B1	0.8645
WHSC1	-1.58631578947368
GFPT2	-0.56575
LOC339809	0.94725
STARD5	0.1855
SIP1	-1.55625
DNAJC15	0.14175
STAU2	0.70175
FAM98A	-0.13875
RAD23B	0.39225
LRRC33	-1.3165
CHRAC1	-0.9105
C21orf89	0.51275
C19orf43	-0.229
KLK8	-0.309166666666667
CCNE1	-2.223
PKDREJ	0.486
SSU72	0.4205
C17orf73	0.2135
GPR78	1.7065
WHSC1L1	0.8522
GSTA2	-1.2245
SMUG1	0.0823333333333333
UFM1	0.5754
AP3M2	-1.0245
USP14	-0.794875
FBXL14	-0.129833333333333
DSTN	1.49725
SFRS14	-0.8865
FBXO31	0.209166666666667
C12orf40	1.8675
FRS2	0.7285
NR2E3	0.805
TUBB2C	-0.61625
GMPR	-1.54133333333333
C9orf139	-0.8015
ING5	-0.0136923076923077
LOC730092	-0.3195
ORM1	-3.91425
RP11-11C5.2	-1.95925
HSPD1	-0.7882
PIWIL3	0.065
C5orf13	-0.5214
OR5R1	-0.8995
LCOR	0.928125
PLEKHA9	0.0795
CCDC43	-1.40675
ZNF232	-0.663
SLC6A7	0.1175
ADH5	-0.622583333333333
SHBG	-0.5405
CROCCL2	-0.15925
PANX3	-0.4965
CDIPT	-0.622
SLC16A5	1.131
TUBB	-0.8814375
TOR3A	-0.6756
PREP	-0.402333333333333
ENTPD8	-0.0961428571428571
CHMP1B	0.211
SYT12	-0.0904000000000001
MYH6	-1.7291
MAP3K13	0.479833333333333
KLHL30	0.704333333333333
LCMT1	0.97
EIF1AX	-0.431666666666667
FOXD4L1	0.8985
SLC24A5	-1.1605
RNF166	-2.0048
TJAP1	-0.4855
TMEM156	-0.672833333333334
ZNF239	2.543
SNX19	0.9766
GKN1	0.33775
FCN1	-0.144222222222222
C1QL1	-1.99425
ATP11C	0.095
ZNF35	0.3385
CARD8	0.60175
LIMD1	-1.5955
KIAA0286	-0.88325
XRN2	-1.03283333333333
CD6	-0.991666666666667
TOX3	2.293125
ZSCAN4	-1.674
RSRC1	-0.199375
COG1	0.697
PTRF	0.2172
C16orf35	0.442625
FBXO24	-0.59125
CHST11	-1.52075
THRB	0.4929
MYBPC1	3.14
RNF39	0.456666666666667
PSMD11	-0.56025
ALAD	0.432833333333333
EN1	-0.1515
SLC9A9	0.503333333333333
GSTM4	-0.1677
CDC42BPA	0.392368421052632
RCSD1	-1.293
LUC7L2	-0.3654
SPTBN1	-1.0859
LOC146167	0.378
BAT5	-0.3879
ZNF452	-1.02571428571429
LSM4	-0.69025
SRP72	-0.2181
SGK269	0.00949999999999999
MTX1	0.542
CENTA1	-0.74225
UNQ9433	0.2445
ATR	-0.889083333333333
DDX49	0.0588333333333333
PAQR8	-1.3175
C14orf174	-0.99475
GBGT1	-0.49375
THAP1	0.63525
OR10K1	-1.1
RASIP1	-1.39366666666667
DPYD	-0.8784
DOHH	0.69
C18orf45	2.1045
POF1B	1.496
ZNF552	2.7435
USP32	-0.00874999999999999
MED27	-1.39
C14orf149	-0.7335
PRDX4	-0.411666666666667
ABHD12	-0.151
AGT	-4.137
SLC22A14	-0.00425
C1orf58	0.24025
PILRA	-1.05275
ABCF2	-1.482875
C17orf85	-0.4931
TKTL1	-1.37275
FGF1	1.55045
IL6R	-0.101666666666667
VPS25	-0.664
CHRNB2	-0.105875
COL7A1	-1.9898
LRRC48	0.4015
SPG20	-0.502833333333333
COX10	-1.3845
GCA	1.2045
ECEL1	-0.845
GLG1	0.8265
SRD5A2L2	1.15225
MUTYH	-0.705375
ZNF70	-0.8395
L2HGDH	-1.81925
GPATCH2	0.79275
ZNF655	-0.56175
ZNF227	0.0298333333333333
MCOLN2	1.47366666666667
NQO2	-0.6345
KCNQ5	-0.4155
NEU1	0.296833333333333
QRICH1	-0.1225
ZBTB20	1.31466666666667
RPUSD3	-1.5035
EPGN	0.11875
TSN	0.356083333333333
SPRY2	-1.47083333333333
LZTFL1	-0.22
GMFB	-0.533375
PBEF1	-1.7293
HBG2	-3.38025
TMEM8	-0.277
PALM2-AKAP2	0.852666666666667
NFYA	0.51525
FAM108A1	0.726625
PBLD	2.351375
NRG4	-0.651333333333333
PIGF	-1.3365
PTGER1	0.27175
NOS2A	-0.866833333333333
C21orf34	1.09333333333333
C21orf51	-0.728666666666667
IL17C	-0.2455
TRMT6	0.532666666666667
ETV2	0.319666666666667
CCDC109A	0.18925
MYLK2	-0.0935
ATP10A	0.8498
DPH4	-0.901
C5orf5	-0.518666666666667
KCNA4	0.24325
NMNAT2	-2.3138
GLYATL2	0.22
LSMD1	-0.267
IL23R	-1.55775
NRF1	-0.78475
MUC15	-0.990166666666667
PRDM12	-2.643
PAQR4	-0.673714285714286
RBBP6	0.263625
IFI27	2.99925
SKAP2	0.217833333333333
TAGAP	-0.431375
TJP3	2.173
C9orf61	2.3625
IDS	-0.535214285714286
PARG	0.2925
LOC131149	-0.715
DYRK4	1.227
MICALL1	-1.38725
GALR2	-0.9125
GPBP1L1	0.682
TBX21	3.05625
KCNJ6	-0.62325
GGN	-0.2215
CASP5	0.5825
RNF182	-4.57175
BRD4	0.60825
DOK4	-0.779625
SLC46A2	0.00666666666666667
SOX9	0.830333333333333
ZNRD1	0.536833333333333
PRR6	-4.08025
FAU	0.481875
DTNB	0.6615
CARD9	2.18075
STS-1	-0.547333333333333
SLC4A5	-0.09375
NSBP1	-0.16525
UGCGL2	-1.377
POTE15	1.329
NOXA1	-0.783
RP13-347D8.3	-0.182333333333333
SAMD10	-0.751
EP400NL	-1.80225
TCF21	-0.735
AMELX	0.59475
JPH2	0.1286
SLA	0.603
DLST	-1.5265
SEPT12	0.45675
RGS20	-3.99025
LXN	-0.766333333333333
ZNF419	0.167
UPK3B	0.262833333333333
RELL1	1.056
ESPNL	-2.4925
KLHL21	0.432625
PI15	-0.2455
C2orf61	-0.409
LOC407835	-0.788166666666667
RER1	-0.5215
ELAVL2	0.795
MGC26718	-1.09525
KLF2	1.73375
TNFAIP8L3	-0.6615
TFE3	0.11025
C11orf17	-1.71275
15E1.2	-0.974
SNRPC	-0.24975
DLGAP1	-1.13925
PGLYRP1	0.67275
OVCH2	-2.1755
IRF7	0.7936
SET	-1.0034
NAB2	-0.263
LRP5L	0.97025
FAM120A	0.8184375
ASCL2	1.94033333333333
SHH	0.2935
ATP5H	0.941666666666667
THPO	-1.407
TYRP1	-3.40766666666667
HIST1H3E	1.2815
EIF2S1	-0.927166666666667
TNFRSF17	2.21
TARSL2	0.393
NKX2-8	0.318
C1orf115	2.1965
LOC56964	0.736
KIAA0841	-1.0215
ISCU	0.27
TTMA	-0.35
ZNF414	-0.2805
LOC441150	0.68175
RAB15	0.97075
HBP1	0.390166666666667
TNNT2	-1.597
CECR5	-0.4635
PHGDH	-2.28925
JRK	0.5875
XPO4	-0.66675
FAM131C	1.111
ARHGAP25	0.930833333333333
CA9	-2.96755555555556
GPR62	-0.256166666666667
TLX1	0.0505
GPS1	-1.184
OR2M2	-0.00850000000000001
BDP1	-0.2775
FAM70B	0.852
RPS29	0.56875
MKLN1	-0.7428
TSPAN19	-2.16475
SLC29A3	1.1255
LGALS4	0.720333333333333
USH2A	1.2078
NF1	0.192666666666667
APOBEC3A	0.32
IMPAD1	-0.610166666666667
OLR1	0.332166666666667
NRAP	1.254
HCFC1R1	0.689833333333333
TAOK2	0.944333333333333
MCM10	-1.5285
MAP4K3	-0.410583333333333
CBS	-1.303
CLK3	-1.0545
PCDHGA5	0.391
ELF4	-0.010125
FAM71A	-0.30875
C11orf49	-1.018
CLIP2	-1.8495
BTBD9	0.3798
ZNF524	1.66475
KDELR1	0.504666666666667
ZNF509	0.7645
NCSTN	1.3755
ZNF533	-0.487357142857143
PARP4	-0.91075
GALNT9	-0.247666666666667
NPY	-2.16025
BEGAIN	-1.95333333333333
TMEM77	-0.4265
FOXRED1	-1.39966666666667
SLC16A2	2.2045
SLC35B1	0.3115
GK5	-1.11775
SDCCAG10	-0.9055
C4orf20	-0.0215
SLC9A2	-0.438
ADD1	0.108214285714286
TAL2	-0.733666666666667
ACLY	-0.650875
DNAJC1	0.797
SOST	-2.16475
USP43	0.617666666666667
CYP4F12	-1.58675
FKBP5	0.7075
CHCHD5	0.4193
NUDT22	-0.29325
CCDC85B	-0.20225
OR51G2	1.506
STRN3	-1.407
TMOD2	-0.56175
FLI1	-0.2355
MAB21L2	-1.353
DGKQ	0.76125
VPRBP	-0.832833333333333
SCNN1B	-0.1682
ECHDC3	2.2223
TMEM106C	0.439
CSNK2A2	0.2915
RPL39	0.5471
HERC3	-1.54944444444444
ZBTB47	0.131
ZNF681	-0.4305
PAGE2	-2.3435
CLIC5	2.8435
RABAC1	1.136
ZFHX2	0.80425
YPEL1	1.174
KIAA0776	0.9435
NR1D2	-1.154
DNAJC4	0.670625
NPNT	4.3624
ZNF677	-0.158
ZNF536	0.107
MEF2B	-0.0454166666666666
PTPN4	-1.403875
CTCFL	-4.0475
STX5	1.30766666666667
CD72	0.2275
VEGFA	-1.12557894736842
XRCC1	-0.6944
MAS1L	1.034
ELL	0.4684
SETBP1	1.9445
CDH11	2.54883333333333
NDC80	-1.55523076923077
DMBX1	-2.661
NRSN1	0.3315
BAT2D1	0.05625
CDS2	1.1435
C1orf212	-0.924166666666666
SENP3	-1.85725
IL1F9	0.7715
EEF2K	-0.288875
COG8	-0.73725
CEP72	-1.376
OR1L8	0.214
MUS81	-0.789083333333333
PHYH	0.415375
GGT6	1.05233333333333
C22orf23	-1.21509090909091
C13orf33	1.135
MAPK8IP2	-0.10325
NELL2	-1.78075
POU3F2	-0.419666666666667
ALPK1	1.554625
MRPS18C	-0.26675
RPLP2	0.187375
FGF22	0.0205
SPNS1	0.0198333333333333
ZFP1	0.5485
IL1RAPL1	-1.30525
PCSK9	-3.68016666666667
NKX2-1	0.2905
C6orf189	1.6725
SP4	-0.467
SLC11A1	0.4784
C21orf25	-0.995
ICAM2	0.161625
SH3GL1	-0.1695
GSK3B	0.462833333333333
RALB	-0.027375
PDXP	-1.50133333333333
GNGT1	-3.213
KIR2DL1	1.113
TNFAIP3	-0.393916666666667
C6orf32	-1.0894
CBLN2	-2.286
PANK3	0.432625
TAAR9	0.115
WDR82	-0.941642857142857
APOM	-3.21025
TRIP10	-0.61325
SPATA16	1.80725
C1orf135	-0.481
USP51	1.58625
TESK1	0.68875
C11orf64	-0.717
ZNF611	-0.259
PDE6G	-0.664166666666667
HLA-DQA1	2.71271428571429
GCLC	0.58175
SEC61A1	0.2205
TWSG1	-1.641
ZMYND10	0.73475
CTDP1	-0.4995
ADAMTS6	-0.4425
SLIT1	-1.426
KRT86	-2.8605
KIAA0574	-3.031
GTPBP2	-0.8992
PQLC3	1.43825
PRRX2	0.324
C15orf44	0.079
MKKS	0.089625
C11orf10	0.69725
GPR110	1.35683333333333
CD109	-3.33441666666667
ADCY1	0.777833333333333
RHBG	-3.2725
TP53I3	0.453375
SLC22A3	-1.81266666666667
UCP2	0.2415
FOXG1	-1.96766666666667
OR2AG1	0.2155
TRIM24	-0.262
PROC	-2.893125
TAAR6	0.23225
AMTN	-1.591
C10orf47	-1.15
DEPDC1	-1.6415
FLJ45557	1.6235
ZDHHC17	-0.540625
KIAA1429	0.615166666666667
KCNH1	-1.149
VNN3	-0.107833333333333
PSMAL	0.15575
PPARD	0.1025
HFM1	-1.361
YBX1	-1.712
ZNF695	-1.0175
SCTR	0.107
DCDC1	-0.123
VPS26B	-0.3487
MTF2	0.443
ATP6V1F	-0.0445
CCDC94	0.04625
PERF15	-0.1055
CCL11	1.6085
LMO7	-1.74675
DCST1	-0.6185
ADRBK1	-0.43525
CDRT4	-0.83225
ZNF84	0.2895
HOXD8	1.14625
STARD8	-0.484333333333333
FOXP2	-1.0715
CCDC103	-0.110666666666667
POLR3A	-0.5881
GSC	-0.0801666666666667
ZNF114	-0.827666666666667
HTR7P	0.052
LALBA	0.559
RMND5A	1.2155
PSCD2	-0.853
ZNF409	0.6355
KRTAP1-3	0.6502
MAF1	-0.08425
LOC201725	-0.885666666666667
NRN1	-2.267375
SPAG5	-2.33016666666667
DNAH7	0.2766
FLJ43860	-0.2595
BRCA2	-0.61575
ACADM	-1.26875
CXXC6	-2.0455
RAGE	-0.982
CHMP2A	0.2555
FAM8A1	0.1204
GPR21	0.281
SLC12A3	-2.15433333333333
FVT1	0.760285714285714
ZDHHC7	0.36225
FLJ44048	-0.236
SLC44A3	3.15516666666667
SDSL	-0.128666666666667
MMP8	-0.784333333333333
PLA2G12B	-2.867
ACY1	-1.12075
MT1E	3.38716666666667
OR4K15	0.091
TECTB	-0.9785
GPR20	0.84925
IRAK2	-0.3865
RFPL3	-0.385285714285714
MYO9A	0.55175
NARG1L	-1.32025
BLMH	0.977875
CCDC3	2.04366666666667
C9orf21	-0.995333333333333
KIAA0513	1.05633333333333
MIER2	1.38475
PNMA2	-2.32725
SH3BP2	1.113625
ANXA10	-2.48875
RTN2	-1.139
TFB1M	-1.5725
PRPH2	1.21525
C14orf133	-0.22225
GOLGB1	0.430833333333333
IRX4	0.895625
NFKBIL1	0.457166666666667
C10orf62	0.53875
APBB3	-1.16275
RPS10	0.2381
LOC728378	-0.1085
TLE3	1.19238888888889
PSMB7	-0.877625
MESDC1	1.1365
SLC6A1	-0.337333333333333
OCLN	-0.2505
PTTG3	-1.85933333333333
NAGLU	-0.65375
SERTAD4	2.331375
SPRY1	0.602
FLJ10781	0.28375
MYSM1	-0.06525
TRIM4	0.216142857142857
SH3YL1	0.456875
TREM2	3.60583333333333
SERPINI1	1.4005
HDHD3	0.8335
TMEM38A	0.1765
EID2B	-0.5385
TDRD3	-0.307333333333333
SEDLP	0.4045
THSD7A	1.58116666666667
NDST3	-1.117
KLHL15	-0.799545454545455
DHRS12	0.1945
FBXO9	-0.550214285714286
TNPO1	-1.16633333333333
MRPL13	0.7015
SNX5	-1.154
METTL6	-1.786
SOD1	-0.098375
CHML	-0.597333333333333
PACS1	0.6425
SIRT5	-0.1951
CAPN2	-0.689833333333333
FXYD5	-0.788833333333333
TWISTNB	-0.525125
LRFN1	0.577333333333333
UBE1L	-0.171125
UBE1C	-1.32825
OR51B2	0.727
OR4D11	0.613
C15orf2	-0.4025
NR4A1	-0.605666666666667
LOC339047	-1.756
TRIM17	0.266625
ATP5G3	-0.966785714285714
RPL15	-1.52491666666667
ADAMTS8	-0.23875
HOXC4	-1.1595
C14orf37	1.025
CEACAM5	-2.084375
MYT1L	-0.8358
RASA2	-0.1305
OSBPL7	-1.731
STAG1	-0.394
GIMAP4	3.9545
FUT3	0.291
PIF1	-2.161
LPIN2	0.517
SH3PX3	0.93825
PDP2	-0.3415
PAPD1	0.6935
ERP27	2.96975
APOOL	-0.1217
DIABLO	0.04875
TRHR	-0.443375
ARMC9	-1.112375
RNF152	3.32775
SLITRK3	-1.0544
ZNF211	-0.3092
PFDN1	-0.263
RGS11	-0.604875
HS6ST1	0.092
AKR1D1	-1.98933333333333
TNP2	1.17483333333333
STK31	2.54216666666667
EML4	-0.782416666666667
SGTA	-0.562166666666667
HIST1H2BI	0.761833333333333
PSMD6	-2.0555
KIAA1257	0.34125
C18orf55	-0.581166666666667
FLJ20273	2.885
RPL28	-1.0305
EPYC	-0.345125
NOX3	0.58
ELAC1	-0.854
METT11D1	-1.53275
BIN2	-1.13416666666667
NACA2	-0.11525
CCDC17	-0.54975
HM13	-0.0955
UBOX5	-0.123
UBE2O	0.746
UBL5	0.8415
APOLD1	0.68325
C9orf31	0.40075
TNFSF8	-0.0785
ARHGAP29	-0.21025
PROKR2	0.51
PDE5A	0.684333333333333
C6orf12	0.3215
TOM1L1	0.454
WHDC1	0.56375
FOXI1	0.0645
RAB4A	0.0994
TMEM39B	-0.3135
ATPBD1C	-1.2815
FARSA	-0.822666666666667
PLEKHG5	0.06975
CMAS	-1.20533333333333
OR7E24	-0.057
SLC30A1	0.24275
CDC42EP5	1.43966666666667
PLAC1	1.178
KLHL18	-0.811083333333333
LBA1	0.3517
TAZ	-1.4995
CRIP2	1.369
BTBD11	-1.06616666666667
C16orf72	0.87725
DIO2	1.31188888888889
LRRCC1	1.99883333333333
CCDC136	-3.5125
PRX	0.314857142857143
RBM5	-1.2676
TMEM85	-0.273375
TUBGCP4	-2.02583333333333
APLN	0.641375
CDK7	-0.872666666666667
SSR2	1.48116666666667
CRELD1	-0.6735
C19orf46	2.9085
GAL3ST4	-0.384166666666667
KBTBD10	0.367
IL28A	0.72675
WDR27	-1.406
MCM2	-1.17466666666667
SOX14	1.223
FLJ39743	0.2725
KIAA0922	-0.722875
HIPK4	1.049
FLJ25758	-2.886
C16orf57	-0.06725
PDZD2	1.515375
MCC	0.679625
HHLA3	-0.2042
ID2	0.716
C20orf23	4.27233333333333
ZNF688	1.648
APOC2	-1.82883333333333
LOC440093	0.38175
FAM50B	1.35766666666667
PWP1	-0.468
DNAH10	0.501333333333333
HIST1H2BA	-0.309
GPR56	2.05166666666667
METAP2	-1.06925
PAN3	0.220666666666667
STXBP4	1.581625
PDHX	-0.6215
MTA1	-0.0309166666666667
ZBED4	0.25525
ZNF720	-0.064
CDK2	-1.368375
RHOJ	1.226375
CDC37	-1.06183333333333
ZER1	0.162
GRK4	-0.79175
PRPH	-0.119
POLR2A	0.467875
OGFOD1	0.5685
NOL5A	-0.664
PHEX	0.192
FLJ16478	-1.181
C20orf117	-2.05828571428571
CAMTA2	-0.96925
C11orf74	-0.608166666666667
DDX17	-0.25275
C5orf27	-0.518375
PLEKHA2	-1.8012
PDE4DIP	-1.7188
SCN7A	1.74166666666667
ZNF559	-1.14566666666667
CXCL10	2.195
ZMYM4	0.497333333333333
STK32B	1.02833333333333
KIAA0888	-3.17244444444444
TACR3	0.341
CKAP2L	-0.72725
KIF1A	-0.539
RSPRY1	1.185
VCAN	0.74625
CYP27C1	-0.4745
SYDE1	-1.13666666666667
MED12L	-0.72225
ZDHHC21	2.294
NHS	0.585
TM9SF3	0.291333333333333
DDHD1	-0.052125
MAFG	-0.67225
BICD2	-0.7619
C14orf119	0.368666666666667
C14orf43	0.780214285714286
CDH7	-0.759666666666667
ALKBH5	-0.723357142857143
JUP	1.32675
TMEM41A	-0.184
MAMDC4	-0.230166666666667
CBX3	-0.815625
LRRC18	0.76125
RBMXL2	-1.087
PLA2G4D	0.924166666666667
FGF13	1.758
KIF3A	-0.901833333333333
PDIA6	-1.3055
DCXR	-0.67775
CASKIN2	0.997666666666667
EHD1	1.5085
MARCKSL1	0.734166666666667
ZNF496	0.0781666666666667
SCAF1	0.0413333333333333
KCTD8	-2.3925
TRAF3IP3	-0.0391428571428571
LSR	1.8405
CXorf1	0.9984
C14orf112	1.1295
EIF2B1	-1.109
OMP	0.111
GSTZ1	-0.8945
LOC92017	1.39275
ISLR2	1.9935
C12orf36	0.7895
GATA2	-1.4985
GABRA5	-1.261
CELSR2	-0.7475
STAM2	0.9269
TNAP	0.7305
PTPMT1	-1.11933333333333
GRP	4.94875
SV2A	-1.0522
MAGEA12	-3.8535
CACNG1	4.409
C18orf19	-1.2225
GSG1	-0.333333333333333
PTPRJ	-1.25607142857143
FRMPD1	-0.5365
ZNF668	0.63875
PLEKHJ1	-1.169625
ADAT1	-2.1809
TMEM50A	0.6659
UCN3	0.5535
HOOK1	2.5715
IL17B	1.9345
MLKL	-0.372666666666667
TTC14	0.5145
KLHL5	-1.894875
CRYL1	0.0843333333333334
FOXH1	0.738
NFYB	-0.38025
PPM1G	-0.81625
GOLGA2LY1	-0.55
NMT1	-0.804875
HADHA	-0.6148
CHSY-2	-0.76625
PLEKHF1	0.596
SAGE1	-1.735
MUSTN1	0.58475
SUHW4	1.537
TFEB	1.09083333333333
ZFYVE27	-0.927
ATG12	-0.201
BMI1	-0.111571428571429
ZIM3	1.9775
MYH4	0.709
MASP1	-0.619333333333333
KIAA0984	-0.01025
RPAP2	-0.0475
ASB5	0.6195
BOLA3	-0.372333333333333
MIA3	-0.00650000000000002
KRT35	-0.1595
KIR3DL3	-2.774
MRPL51	-0.587
SEMA3F	0.5045
NDUFB2	0.0603333333333333
LOC253012	1
FAM46C	-1.43466666666667
G6PC	-1.53357142857143
CSAG3A	-4.1005
PREX1	4.928
SLC25A45	0.313875
MAPKBP1	0.5384
CPE	1.2749
GNB1	-1.2985
CXCR6	-0.158
TRIM46	-0.04525
C16orf3	0.513333333333333
HPSE	-2.53771428571429
TIGD3	0.2645
SPG3A	0.92925
LCAT	-1.816
ST6GAL1	-0.946611111111111
POMC	0.16875
FLJ36031	-1.65066666666667
NSMAF	-0.8595
SKIL	0.558
ADSS	0.317
HMGCS1	-2.1991
POLR3F	0.1525
RAB10	0.018875
ZNF277P	-1.461375
ZBTB7B	1.745875
DHRS1	-0.23725
ABCC13	0.291875
CNOT3	0.2355
NFKBIA	0.8505
GAK	-0.162833333333333
SFT2D2	0.603833333333333
HOXA6	-0.281
CRTC1	0.109125
LY6D	0.253833333333333
C20orf72	0.0901666666666667
CPT1A	1.18275
LMO1	-1.045
EIF3I	-0.028
PRB4	0.46
MCM3APAS	-0.390375
C20orf132	-0.6413
FOXF2	-0.9135
S100A12	-0.216
MLH1	-1.1
ACTN1	0.6423
MRPL36	0.186
C20orf106	-0.37425
FBXO6	0.591833333333333
MKS1	-0.477333333333333
CX3CR1	-1.6095
PDE1B	0.2825
PLP1	-2.146
KISS1	0.152
C14orf2	-0.694833333333333
TBC1D3P2	-1.7945
COMMD6	1.0895
ANKRD7	-0.5705
PTCHD1	-0.484
NARS2	-0.01425
DOCK7	-1.006375
FAM127B	0.366875
LOC390243	0.253333333333333
N6AMT2	0.22875
ZNF391	-0.7565
DNAJB14	0.0191666666666667
WRB	-0.272375
BPI	0.412166666666667
TTC4	-1.27716666666667
FAM10A5	0.018
GOT1L1	-0.543714285714286
MAGED1	0.963375
RESP18	-1.408
WFDC6	2.104
MT2A	1.1005
C11orf56	-0.463
KIAA1432	-0.49
ROR1	-0.918875
HSD17B14	0.653166666666667
ZFAND2B	-0.17525
SAMD4B	-0.092
HEXA	0.072
HNRNPU	0.536454545454545
USP39	-0.580875
NRD1	-0.6315
R3HDML	0.659
FLT4	0.466333333333333
OMG	0.478666666666667
OR52N4	0.1295
LOC399818	0.3425
ELA2	-1.31225
VENTXP1	1.2205
