Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
HTR7P	0.3565
LALBA	-0.032
RMND5A	0.497
PSCD2	0.75975
ZNF409	0.1465
KRTAP1-3	0.5405
MAF1	-0.21425
LOC201725	-0.860666666666667
NRN1	-1.34375
SPAG5	-4.1935
DNAH7	2.91933333333333
FLJ43860	0.3105
BRCA2	-2.17375
ACADM	-0.044125
CXXC6	-2.737125
RAGE	-0.922
CHMP2A	0.3795
FAM8A1	0.5791
GPR21	0.403
SLC12A3	-2.91483333333333
FVT1	0.831357142857143
ZDHHC7	-0.45025
FLJ44048	0.07975
SLC44A3	0.576333333333333
SDSL	0.481333333333333
MMP8	-0.7145
PLA2G12B	-3.86166666666667
ACY1	-0.82
MT1E	-0.373833333333333
OR4K15	0.564
TECTB	-0.2255
GPR20	0.12825
IRAK2	-0.30775
RFPL3	-0.321125
MYO9A	0.953
NARG1L	-0.0915
BLMH	-0.40425
CCDC3	2.44066666666667
C9orf21	-0.885
KIAA0513	-0.202
MIER2	0.259
PNMA2	-1.123
SH3BP2	0.2668
ANXA10	-1.53475
RTN2	1.18316666666667
TFB1M	-1.236
PRPH2	4.23075
C14orf133	0.31425
GOLGB1	1.2405
IRX4	0.484
NFKBIL1	0.467666666666667
C10orf62	-1.16566666666667
APBB3	-0.525
RPS10	-0.1396
LOC728378	-1.21725
TLE3	1.52783333333333
PSMB7	-1.209125
MESDC1	0.54
SLC6A1	0.402333333333333
OCLN	1.20341666666667
PTTG3	-3.93183333333333
NAGLU	-0.48775
SERTAD4	3.15
SPRY1	1.2675
FLJ10781	0.946
MYSM1	-0.095
TRIM4	0.939857142857143
SH3YL1	0.990625
TREM2	3.7625
SERPINI1	0.801
HDHD3	0.998
TMEM38A	-0.306
EID2B	-0.60375
TDRD3	0.2235
SEDLP	0.43625
THSD7A	1.44583333333333
NDST3	-2.4075
KLHL15	-0.336166666666667
DHRS12	1.871
FBXO9	-0.0880714285714286
TNPO1	-0.263083333333333
MRPL13	-1.15416666666667
SNX5	-3.0765
METTL6	-0.65175
SOD1	-0.429125
CHML	-0.620833333333333
PACS1	0.555375
SIRT5	-0.6357
CAPN2	0.067
FXYD5	-1.18083333333333
TWISTNB	-0.20225
LRFN1	0.907
UBE1L	0.888625
UBE1C	0.34875
OR51B2	0.0785
OR4D11	0.1955
C15orf2	-0.537
NR4A1	0.0775
LOC339047	-2.582
TRIM17	0.840125
ATP5G3	-1.04028571428571
RPL15	0.1075
ADAMTS8	-1.0365
HOXC4	0.3845
C14orf37	3.0255
CEACAM5	-2.237375
MYT1L	-0.133833333333333
RASA2	0.401375
OSBPL7	-0.528
STAG1	-0.0545
GIMAP4	3.89083333333333
FUT3	-1.8815
PIF1	-3.82
LPIN2	-0.093
SH3PX3	1.07775
PDP2	-0.78625
PAPD1	-0.087125
ERP27	3.98325
APOOL	-1.65888888888889
DIABLO	0.46475
TRHR	0.0685
ARMC9	0.266625
RNF152	4.36525
SLITRK3	0.440166666666667
ZNF211	0.5386
PFDN1	0.370875
RGS11	0.961875
HS6ST1	0.3815
AKR1D1	-0.959
TNP2	0.0718333333333333
STK31	1.06733333333333
EML4	-1.72708333333333
SGTA	-0.260166666666667
HIST1H2BI	-0.577833333333333
PSMD6	-1.974
KIAA1257	2.223
C18orf55	-0.6195
FLJ20273	2.892875
RPL28	-0.840833333333333
EPYC	2.11
NOX3	-0.119
ELAC1	-0.0301666666666667
METT11D1	-0.93525
BIN2	-1.1935
NACA2	0.013
CCDC17	-1.4815
HM13	-0.5416
UBOX5	0.020125
UBE2O	-0.602125
UBL5	-0.04325
APOLD1	1.42325
C9orf31	0.22375
TNFSF8	0.321
ARHGAP29	1.485125
PROKR2	0.5545
PDE5A	1.16683333333333
C6orf12	-0.616
TOM1L1	0.6615
WHDC1	-0.172
FOXI1	-0.166
RAB4A	1.2198
TMEM39B	-0.54375
ATPBD1C	-0.7245
FARSA	-0.9265
PLEKHG5	0.2405
CMAS	-0.544333333333333
OR7E24	-1.0055
SLC30A1	0.011
CDC42EP5	1.81466666666667
PLAC1	-1.1525
KLHL18	0.01425
LBA1	0.5524
TAZ	-1.1475
CRIP2	1.62775
BTBD11	-0.9875
C16orf72	0.96925
DIO2	2.4417
LRRCC1	0.714833333333333
CCDC136	-2.8775
PRX	-0.243125
RBM5	0.00260000000000002
TMEM85	-0.04125
TUBGCP4	-1.406
APLN	1.411625
CDK7	-0.190333333333333
SSR2	1.31166666666667
CRELD1	-0.14775
C19orf46	2.323
GAL3ST4	0.566833333333333
KBTBD10	0.9965
IL28A	0.02475
WDR27	0.4665
MCM2	-2.10416666666667
SOX14	0.308
FLJ39743	0.08
KIAA0922	0.233125
HIPK4	-0.28
FLJ25758	-0.0965
C16orf57	-1.29366666666667
PDZD2	1.3365
MCC	1.66525
HHLA3	0.3208
ID2	0.84375
C20orf23	2.60083333333333
ZNF688	1.32175
APOC2	-2.2525
LOC440093	-0.1485
FAM50B	0.675333333333333
PWP1	-0.6305
DNAH10	-0.05825
HIST1H2BA	0.3645
GPR56	-0.462666666666667
METAP2	-0.32775
PAN3	0.9465
STXBP4	1.067625
PDHX	-0.2175
MTA1	0.589166666666667
ZBED4	-0.204875
ZNF720	0.336
CDK2	-1.532875
RHOJ	0.81425
CDC37	-0.528166666666667
ZER1	0.4315
GRK4	0.1255
PRPH	-1.24475
POLR2A	0.36625
OGFOD1	-1.407
NOL5A	-1.73625
PHEX	0.5195
FLJ16478	-0.594
C20orf117	-1.06675
CAMTA2	0.51675
C11orf74	0.5835
DDX17	-0.547416666666667
C5orf27	-0.001875
PLEKHA2	-1.3433
PDE4DIP	-0.708
SCN7A	0.0727500000000001
ZNF559	-0.00950000000000001
CXCL10	2.33125
ZMYM4	0.476166666666667
STK32B	1.9424
KIAA0888	-2.6606
TACR3	1.228
CKAP2L	-2.7985
KIF1A	-1.45633333333333
RSPRY1	0.76075
VCAN	2.58325
CYP27C1	0.2945
SYDE1	-1.32483333333333
MED12L	-0.4885
ZDHHC21	1.48
NHS	0.083
TM9SF3	0.918833333333333
DDHD1	-0.59225
MAFG	-0.499916666666667
BICD2	0.1972
C14orf119	0.0691666666666667
C14orf43	0.459928571428572
CDH7	-2.2055
ALKBH5	-0.107071428571429
JUP	1.799125
TMEM41A	0.471166666666667
MAMDC4	-1.877
CBX3	-0.633
LRRC18	-0.30675
RBMXL2	-0.25825
PLA2G4D	0.434666666666667
FGF13	0.789
KIF3A	1.09633333333333
PDIA6	-1.08
DCXR	-0.11375
CASKIN2	0.0435833333333333
EHD1	0.348333333333333
MARCKSL1	1.292
ZNF496	0.252666666666667
SCAF1	0.155833333333333
KCTD8	-0.8655
TRAF3IP3	0.0814285714285715
LSR	0.82875
CXorf1	0.0835
C14orf112	0.187166666666667
EIF2B1	-0.07825
OMP	0.222
GSTZ1	0.40575
LOC92017	1.2705
ISLR2	2.2565
C12orf36	0.15
GATA2	-1.23933333333333
GABRA5	-1.858
CELSR2	-0.0320714285714286
STAM2	0.967
TNAP	0.157
PTPMT1	-0.820666666666667
GRP	7.08075
SV2A	-1.5615
MAGEA12	-4.93675
CACNG1	1.8675
C18orf19	-0.58625
GSG1	-0.6775
PTPRJ	-0.224357142857143
FRMPD1	-0.5125
ZNF668	0.82275
PLEKHJ1	-0.966375
ADAT1	-1.1552
TMEM50A	0.6064
UCN3	-0.0445
HOOK1	1.983625
IL17B	-1.5905
MLKL	-2.00066666666667
TTC14	-0.442166666666667
KLHL5	1.149875
CRYL1	0.00816666666666667
FOXH1	-0.0285
NFYB	0.0327499999999999
PPM1G	-0.73625
GOLGA2LY1	-1.77025
NMT1	-0.654875
HADHA	0.0479
CHSY-2	2.63525
PLEKHF1	0.3935
SAGE1	-3.0165
MUSTN1	-0.50975
SUHW4	1.9445
TFEB	0.8625
ZFYVE27	-0.2775
ATG12	-0.642666666666667
BMI1	2.64057142857143
ZIM3	-0.2095
MYH4	-0.22175
MASP1	-1.12575
KIAA0984	0.7615
RPAP2	-0.4175
ASB5	-0.16475
BOLA3	-1.61416666666667
MIA3	1.88633333333333
KRT35	0.205
KIR3DL3	-0.1195
MRPL51	-0.6735
SEMA3F	0.9975
NDUFB2	-0.249666666666667
LOC253012	1.20425
FAM46C	-0.6324
G6PC	-2.347125
CSAG3A	-5.56916666666667
PREX1	0.4425
SLC25A45	-0.02175
MAPKBP1	0.1649
CPE	0.8934
GNB1	-0.46725
CXCR6	0.929
TRIM46	0.04175
C16orf3	0.795
HPSE	-0.6365
TIGD3	-0.038
SPG3A	1.61975
LCAT	-2.14733333333333
ST6GAL1	-0.126055555555555
POMC	0.0785
FLJ36031	-0.3855
NSMAF	-0.719333333333333
SKIL	1.433
ADSS	1.64133333333333
HMGCS1	-2.1501
POLR3F	-0.0456666666666667
RAB10	0.38875
ZNF277P	-0.846125
ZBTB7B	1.086375
DHRS1	0.612
ABCC13	2.07
CNOT3	-0.07375
NFKBIA	1.24275
GAK	-0.102833333333333
SFT2D2	0.796333333333333
HOXA6	-0.5125
CRTC1	0.915125
LY6D	-1.74333333333333
C20orf72	-0.196
CPT1A	-0.62675
LMO1	-1.684
EIF3I	-0.30125
PRB4	0.204
MCM3APAS	-1.061125
C20orf132	-0.4651
FOXF2	-2.437
S100A12	-0.201
MLH1	-0.637
ACTN1	0.7396
MRPL36	-1.01566666666667
C20orf106	-1.315
FBXO6	1.0145
MKS1	0.184333333333333
CX3CR1	-0.837875
PDE1B	0.4765
PLP1	-3.77225
KISS1	0.0323333333333333
C14orf2	-0.585333333333333
TBC1D3P2	-1.01375
COMMD6	1.2071
ANKRD7	-1.329
PTCHD1	-1.777375
NARS2	-0.58625
DOCK7	-0.481125
FAM127B	-0.218
LOC390243	-0.378833333333333
N6AMT2	0.84975
ZNF391	-0.8005
DNAJB14	0.8075
WRB	0.2435
BPI	-0.0459166666666667
TTC4	0.0671666666666667
FAM10A5	-0.74575
GOT1L1	0.1746
MAGED1	0.383375
RESP18	0.25275
WFDC6	0.95
MT2A	-1.955
C11orf56	0.014
KIAA1432	-0.0855
ROR1	-0.576
HSD17B14	1.09766666666667
ZFAND2B	0.12025
SAMD4B	0.26675
HEXA	-0.158
HNRNPU	0.344681818181818
USP39	-0.294125
NRD1	-0.60825
R3HDML	0.1475
FLT4	0.324166666666667
OMG	0.239666666666667
OR52N4	0.601
LOC399818	-0.834
ELA2	-2.6565
VENTXP1	-0.0585
RFC5	-1.4755
OR52L1	0.702
PAX5	-0.0315
FBXO2	-0.8205
GMEB1	0.3405
AKT3	1.32266666666667
CRB1	0.196166666666667
CTTN	0.0445
UTP15	0.0696666666666667
HSBP1	-0.2295
PHF11	1.78725
NDEL1	0.0938333333333333
USP8	0.2445
BAIAP2	0.271125
SI	0.165833333333333
ARSJ	-1.172
BAAT	-2.82375
KCNS3	3.26583333333333
LOC126147	-0.3142
TMEM37	-0.90525
C1orf162	1.84983333333333
MBD1	-0.1372
ITGAL	-0.990666666666667
WDR73	-0.322833333333333
GKN2	0.197333333333333
ARFGAP1	-0.956875
SLC5A8	-0.666833333333333
ZBTB40	-0.0057
CYP4B1	2.87916666666667
LYPLAL1	0.21275
CHST3	-1.4245
MAP3K9	0.4855
BTAF1	-1.08566666666667
TFAP2E	-0.261
RBM35B	-0.412
LOC441251	-0.307166666666667
ANKRD25	-0.311888888888889
UQCRC2	0.034
MAEA	0.489416666666667
HYAL1	-3.2995
RNPEPL1	-0.223
CPSF2	-0.102625
PSD3	2.1822
ABCA13	-0.0785
AGR2	2.411
GBX1	-0.894
HDLBP	0.3835
ACY3	-1.244
HECW1	-0.37
ZNF519	-0.61825
HOPX	2.2565
ZNF304	1.668375
OR12D3	0.4915
FKSG43	0.509
METTL1	-0.087625
MFSD3	0.1507
PSPH	-1.678
CLCA3	0.09
DARS2	-0.5745
CDC25A	-3.03233333333333
BAIAP2L1	-0.398
B3GNT5	-1.256625
USP29	0.284
ARHGEF10L	1.1288
ATOX1	-0.229625
ADAM30	0.1645
DNASE1	0.621
STT3A	0.0833333333333333
RAB6IP1	-0.168
PTN	0.6274
C1orf106	-2.16769230769231
HECA	1.28625
RNF122	0.8405
SLC22A18AS	-0.791833333333333
GNG8	0.421
ELP4	-0.73975
FAM65A	0.022
RPL10A	0.3325
IRS4	0.556
MACF1	1.2619
SEC24D	0.36825
LOC374395	0.2465
TGFB2	2.320875
MDFIC	-0.011125
CHRNE	0.618166666666667
PCMTD2	-0.0871666666666667
ATP6V0D1	-0.635166666666667
MTA2	0.30225
LZTR1	-1.06066666666667
RAP1A	-0.158333333333333
AXIN1	0.2435
POLR1C	0.14175
TRIO	0.478333333333333
PLXNA4A	0.362416666666667
C5orf33	-0.096
DEPDC1B	-4.945625
ZNF473	0.0423333333333333
MTM1	0.3645
GPR107	0.231666666666667
CSNK1A1L	1.03133333333333
FLJ14154	0.96325
NLRC4	2.07425
ENPP4	1.70833333333333
PADI3	-0.6165
RNF170	-0.345875
CG018	1.64366666666667
C16orf7	-0.6195
KCNE1	0.0965
NRM	-1.7355
SLC37A3	0.353928571428571
TPD52L2	-1.059
UNC5B	2.0885
C12orf12	-0.1428
SDHB	-1.0825
CLRN1	-0.115625
NUDT10	0.254166666666667
UGT3A1	0.171375
FBXW8	0.339
RHOF	-1.386125
PTPLAD1	0.168625
MYO3B	0.58275
DERA	-1.19725
TPP2	-0.76575
C19orf53	-0.286166666666667
GINS3	-1.73525
ST6GALNAC5	1.1185
CHSY1	0.602
MGC15705	-0.02
GPR83	0.4512
EXT2	0.24625
DOLK	0.408
TUBAL3	0.3615
ACVRL1	1.7146
ABL2	0.131083333333333
C14orf156	-1.43416666666667
PTPRZ1	-4.3795
DIP2C	0.949125
LAMP1	1.04925
RXRA	0.0458
MAP3K5	-0.45975
ALKBH1	0.533
PDLIM7	0.05975
ARL14	-1.555
SNIP1	0.622166666666667
TIMP3	2.54033333333333
RGS3	-0.101666666666667
SPAG16	-1.1471
ABHD4	0.56175
ARHGEF12	1.2025
GLUD2	0.2195
RAC2	-1.8773
UAP1L1	-0.9735
SLC18A3	0.296
YOD1	-0.000999999999999999
RALY	-0.5245
HMOX2	0.80575
DGKH	0.7195
DBNDD2	1.70483333333333
YIPF4	0.423875
THAP10	0.31325
ZNF513	0.4665
HAGHL	0.376166666666667
ITGB4	-0.3165
CCDC141	-1.9435
YTHDF3	0.451
C5orf28	0.14025
RPL7L1	-0.69525
TMEM30B	1.97107142857143
ANKRD35	1.0305
DUOXA2	-0.11675
TBC1D5	0.1625
DFNB59	-0.508
HRH4	0.65125
MYO6	3.6103
DNAJA4	1.936375
RBM24	1.558125
CEACAM20	-1.388
RBM23	0.236928571428571
NGFB	-0.224
C1orf63	-0.602
KRTAP7-1	-0.0345
PERLD1	1.927
NPB	0.483
C17orf59	0.9103
HSPBAP1	-0.03225
SLC15A4	0.03875
PRTFDC1	-0.42225
OSMR	-0.599071428571429
CYSLTR2	0.0655
C19orf25	0.5781
KIAA1797	0.3945
NLRP6	-0.0795
FAM105B	-0.1806
SCRN2	-0.0826666666666667
LRRC58	0.4056
RNF17	0.538285714285714
NEIL3	-4.5785
FAM137A	-1.7165
SKP2	-3.9375
PARVA	1.26391666666667
PKLR	-1.9985
RNF34	0.795
A3GALT2	-0.0375
C12orf50	0.15
SUNC1	-1.7335
FAM102B	-0.192666666666667
CCT2	-1.03775
LRRC37A2	-0.7305
ARF4	0.826
SIKE	0.50475
C8orf48	0.541666666666667
MBTPS1	0.228
GPSN2	-0.4585
NCF2	1.77675
SLC12A6	-0.592333333333333
MRPL48	-0.49475
HMGN3	-0.194333333333333
LRRC62	-1.3675
PAX9	1.90625
FAM55A	0.0165
C20orf42	-3.82766666666667
SCML2	-0.966333333333333
BCL9	1.1145
FAM40A	-0.13975
C9orf41	-0.884833333333333
ZNF774	1.0025
LETM1	-1.077
PLXNB1	0.733833333333333
NIPSNAP1	-0.280375
USP10	-1.54725
F9	1.29775
LIPE	2.06325
CNGB3	0.101
C12orf52	-0.111375
PI4K2A	0.01175
MED8	-0.35125
STAT4	-0.0793
FGD4	-0.525166666666667
RNF145	-2.90516666666667
WDR32	1.5917
CLDN2	-0.137666666666667
TCEAL8	0.111
ZMYND8	-0.5308
PDXK	-0.68428125
GATAD2A	-0.602
PTGES3	-0.696
CCM2	-0.8325
TAP1	0.286125
ZNF670	1.18625
ETS2	-1.10428571428571
C6orf166	-0.0146666666666667
PRMT2	0.655357142857143
OR4B1	-0.0755
INTS8	-0.841
CCDC102A	-0.193
CCDC83	-0.510666666666667
ITGA1	-0.6647
EPHA5	-1.6895
FAM24B	-2.32983333333333
TSGA10	1.81375
HAL	-1.6635
MYOT	0.314666666666667
SPACA3	-0.0675
BCL2L2	-0.423
CUGBP2	0.342833333333333
CCNB3	2.09
RNF113B	-0.24225
MERTK	-1.21225
BAG1	0.43525
VPS36	-0.034
ORMDL3	1.0218
C1orf190	0.4885
ZNF625	0.10925
CORO2B	-2.113
ALOX15	-0.4935
CST1	1.333
NUPR1	1.7455
CCL7	-0.568
SMCR5	-2.9585
DSC2	2.448
RBMS2	0.41425
GRIK4	2.647
TRIM65	0.1655
TMPRSS6	0.79
TP53INP2	-0.4845
GLB1L	1.387
LOC388284	-0.00883333333333333
PUS1	-1.17142857142857
BCL9L	0.1945
OLFM1	-0.943083333333333
RET	0.141625
MASTL	-2.64716666666667
ALX3	-0.0345
IL1RL1	0.156
ZNF765	-0.7162
C14orf138	-0.724
SNX10	-1.53216666666667
TAC4	-0.19
C1orf64	3.008375
POGK	1.2235
MAPK9	-0.15725
ZNF366	2.3795
C8orf79	0.2729
CLDN7	2.0665
OR5AT1	0.1825
TRIM37	-1.10675
LRRC25	1.3895
GRHL2	2.6281
TEKT3	2.53125
LASS5	0.142333333333333
ABCC4	-1.33591666666667
DLG3	1.236625
VGLL1	-0.08125
ZFP36L2	2.07883333333333
MFRP	-0.5208
KIAA1799	0.83575
FLJ44379	1.536
PCNX	-0.31025
ANXA9	2.564
CYP4V2	0.7957
PIK3C2A	0.58425
SRR	0.526
NOL3	-0.923
IFITM2	1.3345
ARNTL2	-1.5805
ZNF595	1.0765
NLRP13	0.1265
ASPH	1.23275
CPA2	0.4885
PVRIG	-2.226
LEPR	0.2015
C16orf42	0.735166666666667
SH3BGRL	3.349
FAM77D	0.859666666666667
FNDC7	-0.8055
C9orf6	0.126
NOTCH2NL	1.50983333333333
PGBD1	-0.815166666666667
SYNGR2	0.856666666666667
PITPNA	-0.6644375
PRPF4B	-1.3507
SLC43A3	-2.31942857142857
NRBP1	-0.06475
SLC25A22	-0.101
ILK	0.192875
SLC22A8	0.431166666666667
MRPS7	-0.33775
PITX2	0.73175
FABP3	-0.765
OR1L1	-0.208
LOC728215	3.299125
BLID	-1.967
KIAA1217	3.28852941176471
TFPT	-0.4615
AP4B1	-0.83675
VBP1	-1.50225
OR1K1	0.248
MORC3	1.0115
BHMT2	0.733166666666667
C3orf10	0.766125
FZD7	1.98266666666667
WFDC10A	0.1565
PMS2CL	-0.50425
CCDC32	0.869666666666666
FA2H	-2.948
ALG13	0.099
TTLL7	-1.4988
SPOCK3	-0.173
SLC13A2	-0.032
AIM1	1.148
GPRC6A	-0.5565
EGR2	3.11625
MED11	0.209
WWC1	1.96575
SH3GL3	-4.51425
RIF1	-0.0433571428571428
PRLH	-0.3315
VLDLR	-1.167
DBT	0.6095
C21orf63	-0.954
CGGBP1	0.209125
KRTAP12-2	-0.202
TADA3L	-0.034875
ZBTB16	2.012
PDGFB	0.830125
RFX1	0.62475
UQCRB	-0.4553
LOC133874	-0.4555
HPS3	-3.16725
LGALS3BP	0.0199
DKFZP564O0823	1.40357142857143
MRFAP1L1	1.01375
HOXA10	-0.598333333333333
NGB	0.145
KIF21A	-0.913307692307692
IFLTD1	-0.9595
LZTS1	-1.31775
ARHGEF3	2.38175
RHBDL3	-2.402
CSNK1G2	-0.33175
ChGn	-1.1205
KIAA1244	2.69566666666667
GABRB2	0.1965
MGC72080	-1.529
CD27	3.2215
EGLN1	-1.7118
PEX13	0.26425
RWDD3	-0.332
RNF12	-0.332833333333333
GRIN2B	0.3275
ADAMTS14	-0.536625
DYDC2	0.384166666666667
ATP6AP1	0.7322
NR1H2	0.007
PDK2	0.605
C3orf17	-0.0163333333333333
SLC38A2	-0.581785714285714
SLC25A29	0.201166666666667
C15orf29	0.778375
ADAM9	-1.7845
TMUB2	0.226625
GPR176	-0.32075
AGK	-0.40075
MCCD1	1.12725
NDUFA4	-0.44425
TMEM146	0.065
DUSP1	2.36025
UNQ6975	0.8725
EMX2OS	4.384
INSM2	0.61225
LUZP4	0.02675
SETD6	-1.44525
P2RY2	3.135
SLC45A2	-2.3755
RABGAP1	0.618833333333333
UBXD5	0.35025
GPRC5A	1.1972
PAK3	-0.509666666666667
LOC63920	0.1095
TGFBR1	0.7381
KRTAP6-3	-0.10225
SFMBT2	-0.6745
CDC42	0.3061875
C11orf35	0.359
TTLL2	-0.075
UACA	1.0485
CD97	-2.0529
SETD5	-0.269625
NINJ2	0.1835
PTER	0.9215
POMGNT1	0.59925
KRTAP4-2	-0.2025
ECGF1	1.58825
HRB	-0.309363636363636
ATP1B2	-0.1786
LOC400506	0.5935
COL4A3BP	1.132
C6orf97	1.814
GRHPR	-0.049125
TAS2R1	-0.1545
SEMA7A	-1.573
EDF1	-0.12225
ODF2L	1.1196
PCID2	-0.308833333333333
GTF2H4	-0.896666666666667
ZCCHC3	-0.104
CGB2	-0.203333333333333
NEUROD1	-0.1325
C20orf75	-0.1125
RP5-1054A22.3	0.833166666666667
IFNA5	0.2935
ZNF134	0.529083333333333
MGC119295	-1.1869
ZSWIM6	-0.29025
SMEK1	0.631666666666667
PCGF2	1.04875
C1orf102	2.84425
CYP2A13	0.4685
KCNH6	-0.9938
MDM1	0.4582
ALDH7A1	-0.933833333333333
C9orf75	0.90725
VDAC3	-0.597125
OR51T1	0.148
EIF3F	-0.701416666666667
KCNJ10	-0.611
LENG8	-0.10225
EDEM2	-0.253083333333333
CCNJL	0.655
DHX37	-0.905
CRYGN	0.052
AATF	-0.5705
ZNF630	1.489875
E2F5	0.0685
WFDC13	-1.338
FTSJ3	-0.869666666666667
C4orf33	1.114
LHFPL4	-2.978
C19orf56	0.1235
SMAD4	0.455
AFM	-0.2948
G0S2	-0.7055
FCHSD2	-0.2258
RRP1B	-1.5556
EEF1B2	-0.409166666666667
STAT6	1.15283333333333
ZNF195	0.2555
GNL1	-0.6875
ZNRF2	1.80583333333333
PER3	0.14375
ASB16	-0.057
C10orf10	0.524428571428571
ADCY8	-3.102
C9orf58	-2.41433333333333
ARMC10	0.188
PSG1	-1.052
DHX34	-0.014
VARS2	-0.68625
NFIC	0.9895
ITPR2	1.307
AGXT2	0.2735
OR6K3	0.17
H2AFZ	-1.20516666666667
MLLT3	0.475166666666667
COX4I2	1.72225
CCNT2	0.431625
PLK4	-2.52225
NUMBL	-0.345166666666667
MED16	0.021
PLEKHQ1	0.478
GOSR1	0.487166666666667
BTG4	-0.53425
RPL30	0.339
IGSF5	-0.406
IGFL2	2.78866666666667
ELMOD2	0.908333333333333
SHC3	-1.39616666666667
HAVCR1	-0.465
DYNC2H1	1.043125
RNF5	0.1065
C2orf7	-0.28575
NLF1	1.708
KLHL25	0.089
LRP10	0.9031
KRI1	-0.2525
PUS7L	0.0265
MGMT	1.1425
HOXD1	-0.329
CSH1	0.0697
ATG16L2	-2.08325
FLJ44635	0.872
CHODL	0.35525
EXOSC8	-1.62625
SLC28A1	-0.42025
MYO7B	-0.792833333333333
SEH1L	-0.2514
MTNR1A	0.140166666666667
TSPAN5	-0.812833333333333
CDC45L	-5.50433333333333
AMIGO1	0.43
ATAD3A	-1.8255
OSGIN2	0.086
PDIK1L	1.00333333333333
DARC	2.46275
PIPSL	0.6255
SHMT1	-0.16225
CRISP3	0.662
POPDC2	1.742
ZRANB2	-0.516
FBXL8	1.05275
TRIP13	-3.42627272727273
EIF5AL1	-0.737
POU5F1P3	-5.6495
IL6	-2.95766666666667
CXorf38	-0.903333333333333
IFNA16	-0.193
FBXL2	2.1495
BRD1	-0.1595
STATH	0.4055
FBXO44	-0.248833333333333
MCCC2	-0.1385
CDC2	-3.4584
C5orf23	-0.65825
IVD	0.616166666666667
C10orf122	-0.696
MSL3L1	-0.1324
MVP	1.061
EPOR	-1.0228
ZMYM1	0.536333333333333
BCL7C	0.984833333333333
PSTPIP2	0.1889
LYPD1	-2.023625
OR8G5	0.394
ZP3	0.348666666666667
BCAS4	1.27591666666667
EDG6	1.33225
ISY1	-0.5745
PRAMEF2	-1.601
CUL1	-0.4355
RNF213	0.0539
CCRK	1.30775
DHX9	-0.036875
C13orf29	-1.13425
NCKAP1	0.534333333333333
MRPL43	0.609214285714286
XPR1	0.9185
PKN2	1.4124
PODNL1	1.2335
ZNF333	0.912125
DALRD3	1.65625
OPN1SW	-0.038
BTBD6	0.562
C11orf82	-2.9665
OR5P3	0.1245
DUSP11	0.39725
L1CAM	-1.6509
NEK11	2.82633333333333
OR7E91P	1.031
CNTN3	2.4189
CREB3L2	-0.51625
ZBTB37	1.247
KIAA1324L	-0.14125
NDUFB10	0.1755
NUDT2	-0.119
GTPBP8	-0.46775
CACNA1D	2.94425
PRKAA2	0.793333333333333
PRDM8	0.0125
MGC16075	-0.928666666666667
KRT14	-1.51228571428571
PP8961	0.80525
MRPL18	-0.39375
ABCG2	-1.87025
PACRG	1.6175
BBS2	-0.45125
KREMEN2	-1.8475
FBXO21	0.99725
HNRPUL1	0.133333333333333
GRB10	-0.79475
CLSTN1	1.073625
LMAN2	-0.187
C17orf61	-0.0315
NIPSNAP3A	0.98975
INSIG2	-0.89
PCDHB7	0.117833333333333
STXBP2	0.12675
CMAH	1.74341666666667
SEMA5B	-1.38825
ZNF155	0.510833333333333
COQ6	-0.578833333333333
PRPF4	0.93475
TSPAN15	2.7962
VN1R5	0.10275
LATS2	0.68525
SELK	-0.03425
PGK2	0.675
MS4A1	0.685125
TYW3	-0.8002
KRTAP5-1	1.5595
RCCD1	-2.05566666666667
BTN1A1	-0.697
DDX28	-0.36325
TMEM65	0.254125
LOC92345	0.3555
TTC31	0.1745
WDR46	-0.9284
CHP2	-1.6975
LSP1	0.2665
ZNF542	0.96
EXOSC1	-0.0745
ARHGAP18	-0.458166666666667
LRRTM4	-0.652875
MAOB	5.6955
CACNB4	-0.47075
MGC33846	2.186
RANBP3L	2.06725
ATP5L	-0.1115
ONECUT1	-3.2695
NUDT9	0.46775
TMEM149	-0.2655
STX17	0.6665
IGSF10	-2.505
TMPRSS9	-0.0635
BMPR2	1.66433333333333
ALLC	-0.3835
KLF7	0.859875
GCC1	0.7799
TIMM9	-0.5115
CDO1	0.359666666666667
MGC10701	-0.162
IFI6	0.19
FRMD8	0.80975
MGAT2	0.1675
WBP5	-0.359166666666667
CNIH2	0.66275
KIAA0907	-1.0066
KCNH8	-0.0735
CTSG	-1.90675
GRIK1	1.3885
CUL5	0.79025
FRMD1	0.4365
OR9A4	0.9115
SYT6	-1.480625
FOXD4L2	1.2405
ANAPC2	-0.312666666666667
OPN5	0.763
TAF13	-0.92825
LYG2	-0.74
GGNBP1	-0.00600000000000001
C11orf40	0.1405
OTX2	-1.556
REG4	0.0323333333333333
EIF5	-1.228625
PALB2	-0.14425
SEPSECS	0.1343
RNASE3	-0.6295
TRIM49	-1.921
POLR2K	-0.1545
GPR42	-0.055
C8B	-2.8665
SASS6	-0.02225
PREB	-1.03516666666667
OR3A3	-0.00799999999999998
TUBA8	-0.09075
IGLV2-14	-2.79375
STIL	-2.7575
ANKFN1	-0.633
NME7	0.7185
HOXC12	-0.65825
UBE2C	-3.173875
FHOD1	-1.5735
CDK2AP1	0.560416666666667
OR6K2	0.29
DHPS	-0.29075
RPL5	-0.17775
