Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
RP13-347D8.3	1.39175
SAMD10	-0.6965
EP400NL	-0.56375
TCF21	-0.58275
AMELX	0.53075
JPH2	1.4366
SLA	3.10375
DLST	-1.939
SEPT12	0.667
RGS20	-3.232
LXN	1.26966666666667
ZNF419	-0.01725
UPK3B	0.3085
RELL1	0.3325
ESPNL	0.0295
KLHL21	0.282125
PI15	0.4495
C2orf61	0.4275
LOC407835	-0.813
RER1	0.484583333333333
ELAVL2	-0.044
MGC26718	-1.4
KLF2	2.61575
TNFAIP8L3	1.22575
TFE3	0.17875
C11orf17	-0.031875
15E1.2	-1.82525
SNRPC	-0.407
DLGAP1	0.74225
PGLYRP1	0.1525
OVCH2	-0.0255
IRF7	1.3279
SET	-0.6059
NAB2	-0.471166666666667
LRP5L	-0.30275
FAM120A	0.5149375
ASCL2	0.514333333333333
SHH	-0.292
ATP5H	-0.526833333333333
THPO	-1.05483333333333
TYRP1	-4.08316666666667
HIST1H3E	0.724333333333333
EIF2S1	-0.681833333333333
TNFRSF17	0.0553333333333333
TARSL2	0.14
NKX2-8	0.80825
C1orf115	1.366625
LOC56964	0.302
KIAA0841	-1.12825
ISCU	-0.134
TTMA	-0.1555
ZNF414	0.3635
LOC441150	0.99375
RAB15	1.66075
HBP1	0.0483333333333333
TNNT2	-0.0676666666666667
CECR5	0.253
PHGDH	-0.36075
JRK	0.3923
XPO4	0.113875
FAM131C	1.209
ARHGAP25	2.07483333333333
CA9	-0.221222222222222
GPR62	0.333833333333333
TLX1	0.003
GPS1	-0.1585
OR2M2	0.3135
BDP1	1.07028571428571
FAM70B	0.9485
RPS29	0.426583333333333
MKLN1	0.0725
TSPAN19	-2.45366666666667
SLC29A3	0.2372
LGALS4	-0.400166666666667
USH2A	0.116666666666667
NF1	0.00666666666666669
APOBEC3A	1.48666666666667
IMPAD1	0.382666666666667
OLR1	0.979833333333333
NRAP	-0.2
HCFC1R1	-0.214
TAOK2	-0.2815
MCM10	-0.872666666666667
MAP4K3	-0.144
CBS	-0.9585
CLK3	-0.0105
PCDHGA5	-0.1275
ELF4	0.5255
FAM71A	-0.159
C11orf49	-0.15425
CLIP2	-0.429
BTBD9	0.1704
ZNF524	1.43225
KDELR1	0.412666666666667
ZNF509	-0.1025
NCSTN	1.173
ZNF533	-0.172285714285714
PARP4	0.308375
GALNT9	-0.31
NPY	-0.6625
BEGAIN	-2.3425
TMEM77	0.426333333333333
FOXRED1	-1.68666666666667
SLC16A2	0.976166666666667
SLC35B1	-0.016
GK5	0.71175
SDCCAG10	-0.7835
C4orf20	0.15925
SLC9A2	-0.741
ADD1	0.258857142857143
TAL2	-1.17716666666667
ACLY	-0.7885
DNAJC1	0.5415
SOST	-1.533
USP43	0.972
CYP4F12	-2.08775
FKBP5	1.35125
CHCHD5	-0.4832
NUDT22	-0.4535
CCDC85B	-0.483
OR51G2	0.5555
STRN3	-0.711714285714286
TMOD2	0.8595
FLI1	1.07675
MAB21L2	-0.708166666666667
DGKQ	0.329
VPRBP	0.134333333333333
SCNN1B	1.9806
ECHDC3	1.5639
TMEM106C	-0.7025
CSNK2A2	-0.2995
RPL39	0.254
HERC3	0.0544
ZBTB47	-0.0165
ZNF681	-0.033
PAGE2	-3.4625
CLIC5	3.16664285714286
RABAC1	0.57925
ZFHX2	1.15425
YPEL1	0.9935
KIAA0776	1.06925
NR1D2	0.452
DNAJC4	0.598125
NPNT	2.7776
ZNF677	0.127
ZNF536	-0.228
MEF2B	0.39525
PTPN4	0.38075
CTCFL	-5.211
STX5	0.360666666666667
CD72	3.9305
VEGFA	0.291368421052632
XRCC1	-0.2145
MAS1L	0.606333333333333
ELL	0.2642
SETBP1	1.81325
CDH11	2.881
NDC80	-0.753230769230769
DMBX1	-2.85575
NRSN1	-0.2065
BAT2D1	0.794125
CDS2	-0.118333333333333
C1orf212	-0.470833333333333
SENP3	-0.5395
IL1F9	0.809
EEF2K	-0.186375
COG8	0.077
CEP72	-1.7
OR1L8	-0.2525
MUS81	-0.36
PHYH	0.448
GGT6	1.68566666666667
C22orf23	-1.21591666666667
C13orf33	3.028
MAPK8IP2	-0.63275
NELL2	1.1285
POU3F2	-1.94116666666667
ALPK1	2.678375
MRPS18C	-0.419
RPLP2	-0.144875
FGF22	0.481
SPNS1	-0.358833333333333
ZFP1	-0.31575
IL1RAPL1	-0.85375
PCSK9	-3.02
NKX2-1	0.157642857142857
C6orf189	1.8365
SP4	-0.0315
SLC11A1	1.1642
C21orf25	0.329666666666667
ICAM2	1.511625
SH3GL1	-0.606333333333333
GSK3B	0.182666666666667
RALB	-0.425625
PDXP	-1.295
GNGT1	-2.60775
KIR2DL1	0.387
TNFAIP3	1.81733333333333
C6orf32	2.7
CBLN2	-2.453
PANK3	-0.412875
TAAR9	0.8625
WDR82	0.622071428571428
APOM	-3.477125
TRIP10	-0.10225
SPATA16	0.0171666666666667
C1orf135	-1.8955
USP51	0.81225
TESK1	1.385
C11orf64	-0.045
ZNF611	0.048
PDE6G	0.217
HLA-DQA1	3.757
GCLC	-0.1185
SEC61A1	0.3715
TWSG1	0.0676666666666667
ZMYND10	-0.71975
CTDP1	0.019
ADAMTS6	-0.282666666666667
SLIT1	-2.01375
KRT86	-1.387
KIAA0574	-1.61375
GTPBP2	-0.0136
PQLC3	0.714
PRRX2	0.960833333333333
C15orf44	0.441166666666667
MKKS	-0.4285
C11orf10	0.35425
GPR110	2.097125
CD109	-0.912333333333333
ADCY1	-0.164833333333333
RHBG	-3.4215
TP53I3	0.751375
SLC22A3	0.4394
UCP2	0.0175
FOXG1	-2.677
OR2AG1	0.078
TRIM24	-0.641
PROC	-3.525625
TAAR6	0.575
AMTN	0.3855
C10orf47	-0.000499999999999987
DEPDC1	-0.363
FLJ45557	0.5125
ZDHHC17	-0.5018125
KIAA1429	0.397166666666667
KCNH1	0.1455
VNN3	1.4035
PSMAL	4.34
PPARD	0.83225
HFM1	-0.64575
YBX1	-0.3765
ZNF695	-2.36525
SCTR	0.3785
DCDC1	0.0605
VPS26B	-0.1019
MTF2	0.0453333333333333
ATP6V1F	-0.0685
CCDC94	-0.73275
PERF15	-0.4935
CCL11	3.47325
LMO7	-1.066375
DCST1	0.3585
ADRBK1	0.123875
CDRT4	-0.682875
ZNF84	-0.7595
HOXD8	0.9405
STARD8	0.0718333333333333
FOXP2	-0.73125
CCDC103	0.85525
POLR3A	-0.4579
GSC	-0.0751666666666667
ZNF114	-2.2405
HTR7P	0.0765
LALBA	5.1605
RMND5A	0.000666666666666665
PSCD2	0.6315
ZNF409	0.1265
KRTAP1-3	0.529666666666667
MAF1	0.2465
LOC201725	-0.834333333333333
NRN1	-0.222875
SPAG5	-2.147
DNAH7	0.0963333333333333
FLJ43860	0.0795
BRCA2	0.584
ACADM	-0.180875
CXXC6	-2.172375
RAGE	-0.701125
CHMP2A	0.04125
FAM8A1	0.21
GPR21	0.1695
SLC12A3	-2.59183333333333
FVT1	-0.0685714285714286
ZDHHC7	-0.32525
FLJ44048	0.345
SLC44A3	2.1005
SDSL	-0.301
MMP8	-1.158
PLA2G12B	-3.97433333333333
ACY1	-0.73075
MT1E	1.26116666666667
OR4K15	0.1085
TECTB	-0.7355
GPR20	1.83175
IRAK2	-0.5225
RFPL3	-0.27525
MYO9A	0.706
NARG1L	-0.370166666666667
BLMH	-1.520375
CCDC3	3.43816666666667
C9orf21	-0.265666666666667
KIAA0513	0.186166666666667
MIER2	0.777
PNMA2	-1.56025
SH3BP2	0.8756
ANXA10	-2.05325
RTN2	0.596833333333333
TFB1M	-1.825
PRPH2	2.41975
C14orf133	-0.303
GOLGB1	0.863
IRX4	1.297125
NFKBIL1	0.119
C10orf62	-0.2055
APBB3	-0.6795
RPS10	0.2046
LOC728378	-0.542
TLE3	0.168611111111111
PSMB7	-1.17475
MESDC1	0.1555
SLC6A1	1.4825
OCLN	0.362166666666667
PTTG3	-1.5995
NAGLU	-0.09975
SERTAD4	1.833625
SPRY1	1.7985
FLJ10781	1.21283333333333
MYSM1	-0.60075
TRIM4	0.118642857142857
SH3YL1	1.35525
TREM2	3.60933333333333
SERPINI1	0.51475
HDHD3	0.475875
TMEM38A	0.8725
EID2B	-1.68675
TDRD3	-0.2705
SEDLP	0.1905
THSD7A	2.5065
NDST3	-1.25075
KLHL15	-0.173583333333333
DHRS12	1.681
FBXO9	0.120285714285714
TNPO1	-0.62075
MRPL13	0.256166666666667
SNX5	-1.5385
METTL6	-1.36075
SOD1	-0.544125
CHML	0.112333333333333
PACS1	1.212875
SIRT5	0.2145
CAPN2	0.134166666666667
FXYD5	0.158166666666667
TWISTNB	-0.140625
LRFN1	0.940166666666667
UBE1L	1.28825
UBE1C	0.03575
OR51B2	0.06825
OR4D11	-1.127
C15orf2	-0.2605
NR4A1	-0.103833333333333
LOC339047	-1.48625
TRIM17	1.817
ATP5G3	-0.243357142857143
RPL15	-0.81775
ADAMTS8	-0.05575
HOXC4	-0.488
C14orf37	1.918
CEACAM5	-2.940125
MYT1L	-0.319833333333333
RASA2	0.825125
OSBPL7	-0.751
STAG1	-0.254
GIMAP4	5.39433333333333
FUT3	1.964
PIF1	-1.577375
LPIN2	0.0997
SH3PX3	1.11675
PDP2	-0.08625
PAPD1	0.034125
ERP27	4.8765
APOOL	-0.8591
DIABLO	-0.46
TRHR	0.00600000000000001
ARMC9	-0.65725
RNF152	2.5505
SLITRK3	0.170666666666667
ZNF211	-0.00689999999999999
PFDN1	0.07
RGS11	-0.59325
HS6ST1	0.5306
AKR1D1	-2.09225
TNP2	0.0676666666666667
STK31	0.644
EML4	0.242416666666667
SGTA	-0.823166666666666
HIST1H2BI	0.678166666666667
PSMD6	-1.61016666666667
KIAA1257	0.3115
C18orf55	-1.16066666666667
FLJ20273	0.660625
RPL28	-0.360666666666667
EPYC	0.380375
NOX3	-0.3375
ELAC1	0.207666666666667
METT11D1	-1.07075
BIN2	1.00183333333333
NACA2	-0.8885
CCDC17	-1.00875
HM13	-0.1166
UBOX5	-0.00187499999999999
UBE2O	0.00662500000000002
UBL5	-0.034
APOLD1	2.437875
C9orf31	0.35825
TNFSF8	0.9535
ARHGAP29	0.42075
PROKR2	0.133
PDE5A	0.5125
C6orf12	-0.004
TOM1L1	0.123
WHDC1	0.1865
FOXI1	2.552
RAB4A	0.4289
TMEM39B	-0.12125
ATPBD1C	-1.11075
FARSA	-0.771166666666667
PLEKHG5	1.026
CMAS	-0.245333333333333
OR7E24	0.651
SLC30A1	-0.9915
CDC42EP5	1.84866666666667
PLAC1	-1.03975
KLHL18	-0.39925
LBA1	0.8415
TAZ	-1.02075
CRIP2	1.02425
BTBD11	-0.56
C16orf72	0.2595
DIO2	0.7614
LRRCC1	1.14783333333333
CCDC136	-2.412
PRX	-0.14825
RBM5	-0.0564
TMEM85	-0.523125
TUBGCP4	-1.4445
APLN	1.05475
CDK7	-1.19783333333333
SSR2	0.672166666666667
CRELD1	-0.06075
C19orf46	1.8615
GAL3ST4	0.303166666666667
KBTBD10	-0.66275
IL28A	0.254
WDR27	-1.6455
MCM2	0.303
SOX14	-1.583
FLJ39743	0.004
KIAA0922	1.115625
HIPK4	0.365
FLJ25758	-0.4285
C16orf57	-0.12225
PDZD2	1.519375
MCC	0.5545
HHLA3	-0.0355
ID2	0.6285
C20orf23	1.25233333333333
ZNF688	0.254
APOC2	-2.3075
LOC440093	0.53675
FAM50B	1.94133333333333
PWP1	-0.953
DNAH10	0.4425
HIST1H2BA	0.532
GPR56	1.848
METAP2	-0.781125
PAN3	0.824166666666667
STXBP4	-0.269
PDHX	0.6745
MTA1	-0.0610833333333333
ZBED4	0.41375
ZNF720	-0.4435
CDK2	-1.84875
RHOJ	1.415875
CDC37	-0.195833333333333
ZER1	-0.0425
GRK4	-0.69075
PRPH	-0.5935
POLR2A	0.06275
OGFOD1	-0.32075
NOL5A	-0.974
PHEX	3.0475
FLJ16478	0.97875
C20orf117	-0.399375
CAMTA2	-0.112
C11orf74	0.112833333333333
DDX17	0.38325
C5orf27	2.926125
PLEKHA2	-0.0745
PDE4DIP	-0.7592
SCN7A	0.4105
ZNF559	-0.804333333333333
CXCL10	3.90625
ZMYM4	-0.189833333333333
STK32B	-0.8896
KIAA0888	-2.5608
TACR3	0.5035
CKAP2L	-0.15525
KIF1A	-0.1895
RSPRY1	0.532
VCAN	1.08525
CYP27C1	0.28
SYDE1	-1.05416666666667
MED12L	-0.47625
ZDHHC21	1.306625
NHS	1.2125
TM9SF3	0.6345
DDHD1	-0.286125
MAFG	-0.619166666666667
BICD2	0.5399
C14orf119	-0.201
C14orf43	0.124214285714286
CDH7	-1.121
ALKBH5	-0.401
JUP	1.003375
TMEM41A	-0.430333333333333
MAMDC4	-1.47583333333333
CBX3	-0.597625
LRRC18	0.0325
RBMXL2	-0.35775
PLA2G4D	0.333833333333333
FGF13	0.754375
KIF3A	-0.5665
PDIA6	0.2775
DCXR	0.52975
CASKIN2	0.8615
EHD1	0.708666666666667
MARCKSL1	0.983333333333333
ZNF496	0.291833333333333
SCAF1	0.435
KCTD8	-1.00975
TRAF3IP3	1.8435
LSR	2.05575
CXorf1	0.0866666666666667
C14orf112	-0.323
EIF2B1	-0.41525
OMP	-0.1295
GSTZ1	-1.14575
LOC92017	0.90475
ISLR2	1.376
C12orf36	0.3
GATA2	-2.1235
GABRA5	-3.1655
CELSR2	-0.710142857142857
STAM2	0.1491
TNAP	0.625
PTPMT1	-0.657
GRP	4.3885
SV2A	-1.28783333333333
MAGEA12	-4.4825
CACNG1	-1.446
C18orf19	-1.26475
GSG1	-0.578833333333333
PTPRJ	-0.296642857142857
FRMPD1	0.3585
ZNF668	0.28525
PLEKHJ1	-1.186
ADAT1	-0.3544
TMEM50A	-0.1858
UCN3	-0.121
HOOK1	1.20875
IL17B	1.375
MLKL	-0.0483333333333333
TTC14	-0.434666666666667
KLHL5	0.12425
CRYL1	-0.288333333333333
FOXH1	0.0245
NFYB	-0.554625
PPM1G	-0.04525
GOLGA2LY1	1.18175
NMT1	-0.894625
HADHA	-0.2667
CHSY-2	2.34175
PLEKHF1	1.88607142857143
SAGE1	-2.706
MUSTN1	0.7675
SUHW4	0.8055
TFEB	2.399
ZFYVE27	-0.18025
ATG12	-0.955333333333333
BMI1	0.567357142857143
ZIM3	0.16675
MYH4	-0.79625
MASP1	-1.085
KIAA0984	-0.84475
RPAP2	-0.52275
ASB5	1.09525
BOLA3	-0.658833333333333
MIA3	0.2775
KRT35	0.2
KIR3DL3	-0.4775
MRPL51	0.02825
SEMA3F	0.3295
NDUFB2	0.539666666666667
LOC253012	-0.8725
FAM46C	-0.8633
G6PC	-2.510375
CSAG3A	-3.85933333333333
PREX1	0.5795
SLC25A45	-0.19825
MAPKBP1	-0.0294
CPE	0.101
GNB1	0.53875
CXCR6	2.227
TRIM46	0.555
C16orf3	0.391
HPSE	0.813
TIGD3	-1.0385
SPG3A	2.8875
LCAT	-0.783166666666667
ST6GAL1	0.298888888888889
POMC	2.16
FLJ36031	-0.0545
NSMAF	0.0803333333333334
SKIL	0.606
ADSS	0.286166666666667
HMGCS1	-1.6237
POLR3F	-0.0243333333333333
RAB10	0.426375
ZNF277P	-1.57075
ZBTB7B	0.789125
DHRS1	0.7945
ABCC13	-0.20725
CNOT3	0.288
NFKBIA	2.078
GAK	-0.361666666666667
SFT2D2	1.70316666666667
HOXA6	-0.0195
CRTC1	0.65875
LY6D	2.89683333333333
C20orf72	-0.3175
CPT1A	-0.60475
LMO1	-1.1205
EIF3I	-0.84875
PRB4	0.436
MCM3APAS	-0.50525
C20orf132	-0.7281
FOXF2	-2.90425
S100A12	0.423
MLH1	-0.862
ACTN1	1.0219
MRPL36	-0.523833333333333
C20orf106	-0.53675
FBXO6	0.775833333333333
MKS1	-0.443
CX3CR1	-1.40875
PDE1B	0.994
PLP1	-2.373
KISS1	-0.115666666666667
C14orf2	-0.6095
TBC1D3P2	-0.7415
COMMD6	1.1471
ANKRD7	-1.05325
PTCHD1	4.135375
NARS2	-0.92175
DOCK7	0.55875
FAM127B	0.161125
LOC390243	0.0575
N6AMT2	0.013
ZNF391	-0.7675
DNAJB14	0.299166666666667
WRB	-0.191375
BPI	2.78191666666667
TTC4	-0.487333333333333
FAM10A5	-0.039
GOT1L1	0.119777777777778
MAGED1	0.75925
RESP18	-0.21725
WFDC6	0.80725
MT2A	-0.2795
C11orf56	0.04775
KIAA1432	0.896
ROR1	0.3
HSD17B14	1.61083333333333
ZFAND2B	0.292
SAMD4B	0.24075
HEXA	0.120125
HNRNPU	0.307363636363636
USP39	-0.25325
NRD1	-0.38975
R3HDML	0.11975
FLT4	1.15433333333333
OMG	-0.177333333333333
OR52N4	0.3175
LOC399818	-1.076
ELA2	-2.72725
VENTXP1	-0.667
RFC5	-1.4235
OR52L1	-0.1555
PAX5	-0.0185
FBXO2	0.07075
GMEB1	0.4995
AKT3	-0.339333333333333
CRB1	-0.879833333333333
CTTN	-0.214833333333333
UTP15	-0.902166666666667
HSBP1	0.0485
PHF11	1.55175
NDEL1	0.118166666666667
USP8	-0.351
BAIAP2	0.0666875
SI	0.128666666666667
ARSJ	0.909833333333333
BAAT	-3.02525
KCNS3	1.7845
LOC126147	-0.2345
TMEM37	-0.3625
C1orf162	3.89816666666667
MBD1	-0.5127
ITGAL	1.6725
WDR73	-0.351666666666667
GKN2	-0.121166666666667
ARFGAP1	-1.10175
SLC5A8	0.622166666666667
ZBTB40	-0.3136
CYP4B1	-0.0928333333333333
LYPLAL1	-0.0905
CHST3	0.421
MAP3K9	0.1855
BTAF1	-0.708666666666667
TFAP2E	-0.0375
RBM35B	0.46275
LOC441251	-0.209333333333333
ANKRD25	-0.0485
UQCRC2	-0.6395
MAEA	0.0604166666666667
HYAL1	-2.3239
RNPEPL1	-0.153166666666667
CPSF2	-0.93175
PSD3	0.2292
ABCA13	1.994625
AGR2	-3.655125
GBX1	-1.0895
HDLBP	0.378642857142857
ACY3	0.23925
HECW1	-0.06675
ZNF519	-0.2485
HOPX	3.111
ZNF304	0.50225
OR12D3	0.135
FKSG43	0.19475
METTL1	-0.21975
MFSD3	0.3611
PSPH	-0.3685
CLCA3	0.3265
DARS2	-0.951666666666667
CDC25A	-1.29016666666667
BAIAP2L1	0.2145
B3GNT5	2.971375
USP29	-0.13925
ARHGEF10L	1.1339
ATOX1	-0.237875
ADAM30	-0.06525
DNASE1	-0.7835
STT3A	-0.509416666666667
RAB6IP1	-0.15675
PTN	1.4761
C1orf106	0.973692307692308
HECA	2.5095
RNF122	0.18125
SLC22A18AS	0.0818333333333333
GNG8	0.752333333333333
ELP4	0.92125
FAM65A	0.314
RPL10A	-0.135
IRS4	0.323
MACF1	1.3456
SEC24D	1.15325
LOC374395	0.0105
TGFB2	0.21725
MDFIC	0.550375
CHRNE	0.679833333333333
PCMTD2	-0.1685
ATP6V0D1	0.507166666666667
MTA2	0.035
LZTR1	-0.864833333333333
RAP1A	0.534166666666667
AXIN1	-0.279375
POLR1C	0.05775
TRIO	-0.0555
PLXNA4A	0.478
C5orf33	-1.16975
DEPDC1B	-2.044
ZNF473	-0.384833333333333
MTM1	0.899625
GPR107	-0.412833333333333
CSNK1A1L	0.26
FLJ14154	-0.158
NLRC4	3.9295
ENPP4	1.01733333333333
PADI3	0.9185
RNF170	-0.926625
CG018	0.968833333333333
C16orf7	-0.25
KCNE1	0.79875
NRM	-0.410666666666667
SLC37A3	0.0854285714285714
TPD52L2	-1.112
UNC5B	1.6585
C12orf12	0.159
SDHB	-1.0425
CLRN1	-0.0765
NUDT10	-0.094
UGT3A1	0.27925
FBXW8	-0.311375
RHOF	-0.3995
PTPLAD1	-0.795375
MYO3B	0.466
DERA	0.2945
TPP2	0.1115
C19orf53	0.035
GINS3	-0.827375
ST6GALNAC5	1.7425
CHSY1	0.325
MGC15705	0.828
GPR83	0.253166666666667
EXT2	0.11075
DOLK	-0.09325
TUBAL3	1.189
ACVRL1	2.4419
ABL2	-0.0915
C14orf156	-1.1985
PTPRZ1	-2.436625
DIP2C	0.95375
LAMP1	1.806125
RXRA	-0.3831
MAP3K5	1.03725
ALKBH1	-0.5195
PDLIM7	0.410875
ARL14	-1.454
SNIP1	-0.049
TIMP3	1.81741666666667
RGS3	0.110166666666667
SPAG16	0.1622
ABHD4	-0.196
ARHGEF12	0.0499090909090909
GLUD2	-1.9015
RAC2	0.7351
UAP1L1	-0.772
SLC18A3	-0.354
YOD1	-1.03883333333333
RALY	-0.5215
HMOX2	0.434875
DGKH	1.06675
DBNDD2	0.778166666666667
YIPF4	0.337
THAP10	-1.162
ZNF513	0.827
HAGHL	-1.4385
ITGB4	1.9615
CCDC141	0.384
YTHDF3	0.055
C5orf28	0.13575
RPL7L1	-0.645
TMEM30B	0.962071428571428
ANKRD35	3.299
DUOXA2	-0.07225
TBC1D5	-0.235125
DFNB59	-0.4895
HRH4	0.44475
MYO6	1.4623
DNAJA4	1.318875
RBM24	-0.84575
CEACAM20	0.07025
RBM23	0.280714285714286
NGFB	0.724
C1orf63	-1.0387
KRTAP7-1	-0.6125
PERLD1	0.7815
NPB	0.764
C17orf59	0.3387
HSPBAP1	0.20675
SLC15A4	-0.214625
PRTFDC1	1.89225
OSMR	0.0121428571428571
CYSLTR2	0.196
C19orf25	-0.0707
KIAA1797	-0.327
NLRP6	0.354
FAM105B	-0.0303
SCRN2	-1.0685
LRRC58	0.4121
RNF17	0.480375
NEIL3	-1.9615
FAM137A	-0.75725
SKP2	-2.007
PARVA	1.04
PKLR	-1.9075
RNF34	-0.234
A3GALT2	0.2495
C12orf50	-0.155166666666667
SUNC1	-0.8135
FAM102B	-0.2585
CCT2	-1.52125
LRRC37A2	-0.0185
ARF4	0.0545
SIKE	0.25775
C8orf48	1.69883333333333
MBTPS1	0.0865714285714286
GPSN2	0.447
NCF2	2.82725
SLC12A6	0.114833333333333
MRPL48	-0.599
HMGN3	0.243833333333333
LRRC62	-1.48875
PAX9	-0.476625
FAM55A	-1.079
C20orf42	-0.476166666666667
SCML2	-1.08883333333333
BCL9	0.54
FAM40A	0.31775
C9orf41	-0.8095
ZNF774	0.6825
LETM1	-1.29525
PLXNB1	-0.383333333333333
NIPSNAP1	-0.568375
USP10	0.04975
F9	-0.39325
LIPE	0.717
CNGB3	-0.1305
C12orf52	-0.454125
PI4K2A	0.05675
MED8	-0.09775
STAT4	2.2546
FGD4	2.43416666666667
RNF145	-0.6385
WDR32	0.6103
CLDN2	0.0131666666666667
TCEAL8	0.44575
ZMYND8	-0.648
PDXK	-0.10103125
GATAD2A	0.07175
PTGES3	-1.2045
CCM2	0.28725
TAP1	1.77025
ZNF670	0.053
ETS2	0.282285714285714
C6orf166	0.485666666666667
PRMT2	0.991214285714286
OR4B1	0.1855
INTS8	0.078
CCDC102A	1.28625
CCDC83	-2.525
ITGA1	1.009
EPHA5	-2.0172
FAM24B	-0.574333333333333
TSGA10	0.55175
HAL	-2.6345
MYOT	0.00825
SPACA3	0.191
BCL2L2	-0.485
CUGBP2	0.876166666666666
CCNB3	2.59825
RNF113B	-0.5375
MERTK	0.55225
BAG1	-0.06475
VPS36	0.05675
ORMDL3	0.3576
C1orf190	0.4605
ZNF625	-0.36075
CORO2B	-0.7535
ALOX15	-0.7965
CST1	2.1185
NUPR1	1.35616666666667
CCL7	1.12525
SMCR5	-2.6175
DSC2	3.463
RBMS2	0.32875
GRIK4	0.0525
TRIM65	-0.3993
TMPRSS6	-0.789714285714286
TP53INP2	-0.40475
GLB1L	0.716833333333333
LOC388284	0.339333333333333
PUS1	-0.816142857142857
BCL9L	0.0135
OLFM1	0.0295833333333333
RET	-0.98375
MASTL	-1.3765
ALX3	1.89075
IL1RL1	0.753333333333333
ZNF765	-0.6288
C14orf138	-0.5965
SNX10	-0.877333333333333
TAC4	0.1435
C1orf64	-2.870625
POGK	0.923
MAPK9	-0.274
ZNF366	3.91
C8orf79	1.642
CLDN7	1.9485
OR5AT1	0.2605
TRIM37	-1.748
LRRC25	3.2015
GRHL2	2.2192
TEKT3	0.304
LASS5	-0.580833333333333
ABCC4	-1.09075
DLG3	0.54325
VGLL1	4.248375
ZFP36L2	2.099
MFRP	-0.587
KIAA1799	-0.4965
FLJ44379	-0.6985
PCNX	0.3705
ANXA9	-2.161
CYP4V2	0.8162
PIK3C2A	0.23725
SRR	-0.364
NOL3	-0.85575
IFITM2	0.765
ARNTL2	-1.03
ZNF595	-0.15475
NLRP13	0.0815
ASPH	-0.134625
CPA2	-0.389
PVRIG	0.669833333333333
LEPR	-0.0398333333333333
C16orf42	0.489166666666667
SH3BGRL	1.258
FAM77D	-0.191
FNDC7	0.572
C9orf6	-0.804
NOTCH2NL	1.14516666666667
PGBD1	-1.01466666666667
SYNGR2	0.400833333333333
PITPNA	0.042
PRPF4B	-0.5101
SLC43A3	-0.0296428571428571
NRBP1	-0.03475
SLC25A22	-0.18925
ILK	-0.163875
SLC22A8	0.571
MRPS7	-0.421625
PITX2	-1.6465
FABP3	-0.311625
OR1L1	0.107
LOC728215	-0.06775
BLID	-1.973
KIAA1217	2.37752941176471
TFPT	0.66475
AP4B1	-0.272
VBP1	-1.17875
OR1K1	0.2545
MORC3	0.54
BHMT2	-0.180666666666667
C3orf10	0.7445
FZD7	2.23083333333333
WFDC10A	0.062
PMS2CL	-0.461375
CCDC32	-0.0313333333333333
FA2H	-1.36125
ALG13	-0.3265
TTLL7	-0.2663
SPOCK3	0.30975
SLC13A2	0.643
AIM1	2.052
GPRC6A	-0.135
EGR2	3.55
MED11	-0.33075
WWC1	1.1105
SH3GL3	-0.5645
RIF1	0.1495
PRLH	-0.387
VLDLR	-0.1435
DBT	0.171125
C21orf63	1.785
CGGBP1	0.21975
KRTAP12-2	0.2565
TADA3L	0.492875
ZBTB16	1.9225
PDGFB	1.31575
RFX1	0.368
UQCRB	0.1313
LOC133874	0.7155
HPS3	0.26075
LGALS3BP	0.2819
DKFZP564O0823	2.44442857142857
MRFAP1L1	-0.3615
HOXA10	-1.35383333333333
NGB	-0.116
KIF21A	0.484076923076923
IFLTD1	0.4485
LZTS1	0.38275
ARHGEF3	1.244
RHBDL3	-1.494
CSNK1G2	-0.0269166666666667
ChGn	0.1415
KIAA1244	-0.372333333333333
GABRB2	0.1805
MGC72080	0.2465
CD27	4.3835
EGLN1	-0.5938
PEX13	1.35875
RWDD3	0.1055
RNF12	-0.2455
GRIN2B	0.4595
ADAMTS14	-0.67
DYDC2	2.08566666666667
ATP6AP1	0.1985
NR1H2	0.26
PDK2	0.6175
C3orf17	-0.0996666666666667
SLC38A2	-0.763357142857143
SLC25A29	-0.281666666666667
C15orf29	0.188125
ADAM9	-1.50958333333333
TMUB2	-0.20475
GPR176	-0.51825
AGK	-0.43775
MCCD1	-0.168
NDUFA4	0.2375
TMEM146	-0.18175
DUSP1	1.25025
UNQ6975	1.1685
EMX2OS	4.22675
INSM2	-0.00950000000000002
LUZP4	-0.1765
SETD6	0.27875
P2RY2	1.6955
SLC45A2	-1.9215
RABGAP1	0.382833333333333
UBXD5	-0.287
GPRC5A	-1.1958
PAK3	2.476
LOC63920	-0.24675
TGFBR1	0.9253
KRTAP6-3	2.31025
SFMBT2	-0.00525
CDC42	-0.3298125
C11orf35	-0.467
TTLL2	-0.078
UACA	1.2055
CD97	-0.107
SETD5	0.417
NINJ2	-0.4515
PTER	-0.393666666666667
POMGNT1	-0.287
KRTAP4-2	0.357
ECGF1	2.457875
HRB	-0.00427272727272727
ATP1B2	0.375
LOC400506	-0.274
COL4A3BP	0.367
C6orf97	-1.784
GRHPR	0.49875
TAS2R1	0.377
SEMA7A	-0.6375
EDF1	-0.59875
ODF2L	0.6697
PCID2	0.4895
GTF2H4	-0.1365
ZCCHC3	-0.473875
CGB2	-0.1865
