Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
RPL13A	0.44725
DYRK1A	0.6458
FLJ25791	1.09425
SARDH	-0.5997
RBBP5	0.241
ORC2L	-1.677
NCAPH2	-1.1775
RNASET2	0.3385
WDR79	-0.604833333333333
FLJ39779	-0.82025
C3orf1	-0.026
DDX23	0.2455
MGC40574	0.46075
MORC4	0.434
MYRIP	2.67454545454545
LY6E	0.469625
SLC39A11	1.933875
ATP12A	-0.719
AUP1	0.06075
PIP	6.2805
CORO7	0.062
PITPNM3	-0.047
ENPP1	0.6045
PPP1R1C	-2.29283333333333
NRBP2	-1.248625
KCNE2	-0.068
P2RX4	1.98
CCND2	-1.56585714285714
OR5T3	0.318
CUL4A	0.35
CFB	4.935625
PCP4	-3.19
HEMGN	-5.6115
UBIAD1	0.1275
CDC42BPB	-0.4181
CYB561D1	0.7555
RIMS2	-1.007375
ZNF488	-1.21275
RNMTL1	0.34
SART3	0.045
CAPN10	-1.2115
CCR5	4.36433333333333
APOA1BP	0.633833333333333
NDUFS5	0.104
PDLIM3	2.1095
VPS24	0.4189
SCN8A	-1.241625
C1orf67	-2.08166666666667
MRCL3	1.28183333333333
TMEM145	-0.2745
KCTD16	0.261833333333333
RNF149	0.87
FDXR	-0.4515
CDCP1	2.11883333333333
PAX3	-3.0377
LASS4	2.0355
HSD17B8	0.7535
YAP1	0.428875
NNT	-0.6845
SC5DL	0.1065
DKFZp566H0824	-1.153
KSR2	0.951166666666666
RAD21	-0.508733333333333
ST8SIA2	0.45325
L3MBTL3	-0.129625
SNRPB	-1.9235
MGC14425	-0.79325
MIF	-0.810625
TAPT1	0.944875
IRF8	2.4422
PRO0132	2.98
HERV-FRD	-0.289
ACD	-1.138
BCL3	1.975
SPATA13	3.16125
MRLC2	1.13475
F2RL3	0.59925
CFHR3	2.257
DUSP15	0.4385
TMEM46	0.647333333333333
SF3B4	0.0365
MAP7D3	-0.544
STELLAR	-0.6005
SEMA5A	-0.6152
H2BFS	-0.21325
LRRC28	-0.748833333333333
MORN2	0.5895
XYLB	-0.76
WDR21C	-0.15925
HIATL1	-0.072125
ADAMTS10	0.539333333333333
WDR55	0.17475
MFSD5	1.22083333333333
OR4N2	-0.171
DUSP16	1.22494444444444
NLGN4Y	-2.1526
INHBC	-0.0845
NUMA1	0.898
DEFB123	0.33925
GIPC1	0.17825
MGC27348	-0.375
FLJ33590	0.6495
FZD1	0.9238
MKL1	0.544166666666667
SAA2	1.209
C1orf94	-1.74
C7orf28B	0.44
TMEM185A	0.5189
ZZZ3	0.0995
C16orf5	-0.299333333333333
GALNAC4S-6ST	1.303
C1orf186	1.615
IGFBP4	1.01683333333333
NDUFA10	0.196666666666667
CLIC2	-0.13575
RNF13	0.887
GPR103	-0.50425
CD69	-2.09175
MYOZ1	0.86025
IFNB1	-0.0635
CLNS1A	-0.6555
CXorf45	-1.7095
ZXDB	0.909
FUNDC2	0.01625
GPA33	-0.600875
C9orf70	0.23425
SLC2A9	0.0765
LOC126520	-0.5575
MAGEB1	-1.1005
LCE2A	-0.332
C18orf34	1.474
FMNL2	-1.234625
KRT85	0.482
CRYGA	0.2585
GEM	0.4005
THAP6	0.9294
ALKBH3	0.492666666666667
TM6SF2	0.38925
C20orf82	3.28275
RANBP2	0.312666666666667
LIG3	0.3462
RETSAT	0.478875
OR8S1	-0.128
CAST	1.38025
TGFBI	0.6488
C15orf37	-0.25475
PGM3	0.112
SLC4A11	-0.1935
FAM123C	0.1805
TAOK1	2.00875
CISH	1.933
OGDHL	-4.08825
SPINT2	2.47216666666667
ZNF33A	0.1765
CLDN18	0.159333333333333
RNF128	0.369625
CCDC71	-0.53375
RASSF6	2.05066666666667
HSPG2	0.6095
ATP6V0E1	1.789625
ABHD6	1.29875
CD274	0.829
GCNT1	-0.238
NT5C1A	0.348333333333333
TM4SF5	-4.19625
C21orf58	-1.61033333333333
SUCLA2	-0.23025
RFTN2	1.95525
SCNM1	0.207125
SLC9A10	0.441
FUNDC1	0.19375
SLC35F4	-2.4085
AMD1	-1.2035
COL6A6	2.14425
OR4K2	0.2165
TRIB2	-0.994333333333333
LOC91461	-2.46375
GHSR	0.516
ATP8B1	2.592875
C1orf78	2.059
RNF183	-1.366
STX4	1.0107
TPPP2	-0.5595
MYBPHL	-2.106
TXNDC6	-0.1339
C9orf47	0.225
FAM137B	-0.292
FANCB	-2.24175
C11orf9	-2.06325
DPY19L1	-1.736875
VDAC2	-0.803166666666667
VHL	-0.4345
LMBR1	-0.7855
C8orf44	-0.7155
ZPBP	-0.30725
FGF23	-1.612
C21orf67	0.6665
PCNT	-0.0135
BCKDHB	0.4016
GALNTL5	0.27225
BET1	-1.36475
ARL13A	-0.1505
HDAC6	-0.846625
N4BP3	0.738666666666667
OTOP1	0.252333333333333
TTC30A	1.57375
CRISP1	0.972
KRT32	0.746
VSTM1	0.2895
ZNF622	0.17425
POLR3B	0.0337
DNAJC10	0.24425
C12orf54	1.3165
ADIPOQ	0.373166666666667
RIT2	-0.22
CD44	-0.5835
ABCA3	2.030875
RPS17	-1.3495
FEZF1	-0.2095
PCDHB15	-0.2155
KCNMA1	0.792136363636363
CCDC116	-2.9865
C15orf27	-1.199
NARG2	-0.1144375
ITGA5	-0.619375
MEFV	1.232
TUT1	-0.0975
LOC541473	-0.487
NMBR	-0.341
GLT1D1	-2.73133333333333
ABCB7	-0.461
PFKP	-2.14654545454545
C9orf91	1.4489
LRRC41	0.0906666666666667
C1orf85	0.248
ATP5F1	-0.03525
STOX1	1.483125
GFOD2	0.342
SLC25A3	-0.01875
ZNF646	0.735
ZAR1	-0.585
OSTbeta	-3.09525
GALNT3	-1.12175
IFT122	0.439833333333333
LDB3	0.2517
GARNL1	0.342071428571429
HOMEZ	0.941666666666667
LRRC6	4.96775
ANGPTL5	-1.174
UBAC1	-1.04675
DLEU7	-0.275333333333333
RPL19	0.117
TOP1MT	-1.22666666666667
LOC643641	-0.3935
MBD3L2	-0.0865
NTSR1	0.081
WISP2	-0.37275
GPSM2	-1.63175
RDH10	-0.3891
PRKCG	-0.0925
HIST1H4J	1.1
MON1B	0.412
MLF1IP	-3.1705
ZNF446	0.69475
COL4A5	0.1235
SLC26A1	0.511642857142857
RGN	-1.28425
CCNB1	-3.02675
C9orf165	-0.259
CCDC28B	-0.656
CCDC97	0.455
FGR	2.027875
MSRB3	1.0156
EPN2	0.03375
COX15	0.08
KCNK6	0.406
XK	-5.80225
GDA	-4.85525
HEPH	-0.504375
THRAP3	1.154375
MET	-2.15157142857143
PHYHIP	-0.164
LYAR	-1.64816666666667
ING3	-0.4835
AK7	-2.08225
CCT8L2	-0.0205
COPS7A	0.164
WSCD1	-0.44625
RNF185	0.765625
TNS3	0.843
KNDC1	0.292666666666667
RWDD4A	-0.2415
MED13L	1.2566
ZFYVE1	0.683875
C7orf44	-0.833
MRPL1	-0.3925
STGC3	-1.262
TEAD1	-0.176333333333333
RPL7A	-0.381571428571429
ARL6IP1	0.1615
C1orf178	-1.06
CTAGE5	1.16783333333333
TMEM184A	0.927
SLC25A14	-0.096
CACNG5	0.158
ATXN10	-0.3767
ECH1	0.8767
CCL22	0.49675
CYP2F1	-1.98916666666667
GADL1	0.4905
TMEM19	0.0515
RUNX3	1.00475
EFNB1	0.195166666666667
LIPN	-0.224
ACSM3	-4.8895
SIGLEC8	2.422
ASCC3L1	-0.1315
NOL8	0.272625
RELT	-0.779333333333333
Magmas	-0.80075
PPP1R15B	0.7083
C11orf2	0.42975
VKORC1	-0.154166666666667
MGC26647	0.226
TRPM6	-0.28125
UGT2B7	-3.00216666666667
FEV	0.0315
FOXK2	-0.4346
PDCD5	-0.984166666666667
SLC8A1	3.7381
DGUOK	-0.445
CLDN16	-1.9085
GAGE1	-1.6005
RBM17	-0.2112
C1QTNF3	1.7855
VGLL3	-0.0843333333333333
UNQ5830	-0.623
CD1A	1.41733333333333
SCGB1C1	0.081
SUPT4H1	0.246625
TRAF5	1.06575
ASAHL	1.23125
FAM73A	1.68783333333333
OR6B1	0.737
WHSC1	-2.13315
GFPT2	-0.01075
LOC339809	0.90175
STARD5	-0.244833333333333
SIP1	-1.41075
DNAJC15	0.651
STAU2	0.139
FAM98A	0.561375
RAD23B	0.0990625
LRRC33	-0.58675
CHRAC1	-0.85525
C21orf89	0.64775
C19orf43	0.211
KLK8	-0.0753333333333333
CCNE1	-2.686125
PKDREJ	0.463
SSU72	0.24375
C17orf73	0.276
GPR78	1.8135
WHSC1L1	0.4594
GSTA2	-3.00025
SMUG1	0.6005
UFM1	1.1402
AP3M2	-0.342083333333333
USP14	1.260625
FBXL14	0.663333333333333
DSTN	1.3645
SFRS14	-1.17825
FBXO31	-0.640833333333333
C12orf40	0.33875
FRS2	1.59125
NR2E3	0.73475
TUBB2C	-0.62525
GMPR	-0.827
C9orf139	-0.0555
ING5	-0.455714285714286
LOC730092	-0.2005
ORM1	-4.40075
RP11-11C5.2	-1.17125
HSPD1	-1.288
PIWIL3	-0.353
C5orf13	-0.1922
OR5R1	0.3795
LCOR	0.4015
PLEKHA9	-0.1395
CCDC43	-0.4095
ZNF232	-0.521
SLC6A7	1.411
ADH5	-0.966083333333334
SHBG	-0.8335
CROCCL2	-0.0165
PANX3	0.032
CDIPT	0.706
SLC16A5	0.48325
TUBB	-0.818375
TOR3A	0.1877
PREP	-0.312166666666667
ENTPD8	0.257642857142857
CHMP1B	0.22575
SYT12	0.6807
MYH6	-2.0338
MAP3K13	1.15633333333333
KLHL30	0.310833333333333
LCMT1	0.51425
EIF1AX	0.0395833333333333
FOXD4L1	0.707
SLC24A5	-1.6835
RNF166	-0.4168
TJAP1	-0.35875
TMEM156	0.552833333333333
ZNF239	0.907
SNX19	1.3869
GKN1	0.14675
FCN1	1.2622
C1QL1	-1.7185
ATP11C	-0.630375
ZNF35	1.09275
CARD8	-0.14
LIMD1	-0.267333333333333
KIAA0286	-1.721625
XRN2	-0.514166666666667
CD6	0.5965
TOX3	3.41725
ZSCAN4	-0.806666666666667
RSRC1	-0.024625
COG1	0.69325
PTRF	0.8379
C16orf35	0.02425
FBXO24	-0.488
CHST11	-0.26225
THRB	0.2796
MYBPC1	-0.03375
RNF39	0.731
PSMD11	-0.416
ALAD	1.15366666666667
EN1	1.17075
SLC9A9	0.559
GSTM4	0.891
CDC42BPA	-0.721421052631579
RCSD1	0.09125
LUC7L2	-1.0726
SPTBN1	0.3348
LOC146167	0.5885
BAT5	1.024
ZNF452	-0.603625
LSM4	-1.036625
SRP72	-0.294
SGK269	0.06175
MTX1	0.52475
CENTA1	0.51225
UNQ9433	0.1685
ATR	0.0171666666666667
DDX49	-0.1085
PAQR8	-0.663833333333333
C14orf174	1.356
GBGT1	0.53975
THAP1	0.2015
OR10K1	0.294
RASIP1	-0.695
DPYD	-0.7343
DOHH	-0.14225
C18orf45	2.06475
POF1B	0.9108
ZNF552	3.083
USP32	-0.80275
MED27	-0.794166666666667
C14orf149	-1.03183333333333
PRDX4	-1.34866666666667
ABHD12	0.4832
AGT	-2.83575
SLC22A14	-0.199
C1orf58	0.891
PILRA	-0.987
ABCF2	-1.222375
C17orf85	0.5092
TKTL1	-1.6895
FGF1	2.47345
IL6R	0.948833333333333
VPS25	0.07125
CHRNB2	0.688375
COL7A1	-2.3652
LRRC48	3.69233333333333
SPG20	0.9095
COX10	0.1625
GCA	0.01275
ECEL1	-0.484166666666667
GLG1	0.3045
SRD5A2L2	0.2395
MUTYH	-1.21
ZNF70	-0.16875
L2HGDH	-1.22325
GPATCH2	1.26675
ZNF655	-0.963
ZNF227	0.0246666666666667
MCOLN2	1.53266666666667
NQO2	-0.7245
KCNQ5	0.8825
NEU1	1.34033333333333
QRICH1	0.17475
ZBTB20	1.21516666666667
RPUSD3	-0.63275
EPGN	-1.19366666666667
TSN	0.0389166666666667
SPRY2	-2.0475
LZTFL1	0.81375
GMFB	-0.057875
PBEF1	-1.7668
HBG2	-2.43525
TMEM8	0.05275
PALM2-AKAP2	0.486
NFYA	0.274
FAM108A1	0.621375
PBLD	1.596875
NRG4	-2.142
PIGF	-1.10725
PTGER1	-0.3905
NOS2A	0.689333333333333
C21orf34	-0.000333333333333324
C21orf51	0.015
IL17C	-0.3075
TRMT6	-0.729666666666667
ETV2	0.1175
CCDC109A	-0.33975
MYLK2	-1.6485
ATP10A	1.5898
DPH4	-0.41325
C5orf5	0.4465
KCNA4	0.439666666666667
NMNAT2	-0.0371666666666667
GLYATL2	2.0435
LSMD1	0.385125
IL23R	-1.847
NRF1	-0.56125
MUC15	-0.976
PRDM12	-2.8455
PAQR4	-0.480571428571429
RBBP6	-1.06075
IFI27	4.17875
SKAP2	0.817833333333333
TAGAP	3.00175
TJP3	2.1885
C9orf61	0.904
IDS	-0.283714285714286
PARG	-0.6285
LOC131149	-0.0845
DYRK4	0.626
MICALL1	-1.04025
GALR2	-0.0535
GPBP1L1	0.29225
TBX21	3.8355
KCNJ6	-0.448166666666667
GGN	0.2435
CASP5	1.01466666666667
RNF182	-5.383
BRD4	0.9115
DOK4	-0.697375
SLC46A2	1.68416666666667
SOX9	0.731
ZNRD1	-0.577333333333333
PRR6	-2.42875
FAU	0.072125
DTNB	1.12033333333333
CARD9	1.54675
STS-1	-0.680666666666667
SLC4A5	-0.105625
NSBP1	-1.27125
UGCGL2	-0.312166666666667
POTE15	-0.9315
NOXA1	0.0975
RP13-347D8.3	1.10475
SAMD10	-0.058
EP400NL	-1.343
TCF21	-0.46175
AMELX	-0.35675
JPH2	0.364
SLA	2.655125
DLST	-0.818833333333333
SEPT12	0.83075
RGS20	-4.287
LXN	1.05066666666667
ZNF419	0.19925
UPK3B	-0.0955
RELL1	0.87975
ESPNL	-1.1415
KLHL21	-0.401375
PI15	0.321
C2orf61	-0.5255
LOC407835	-0.568833333333333
RER1	0.335833333333333
ELAVL2	0.1825
MGC26718	1.59425
KLF2	2.1615
TNFAIP8L3	1.85033333333333
TFE3	0.2895
C11orf17	-0.010375
15E1.2	-1.58775
SNRPC	-0.52925
DLGAP1	-0.54725
PGLYRP1	0.325375
OVCH2	0.719
IRF7	1.3472
SET	-0.3219
NAB2	-0.892833333333333
LRP5L	-1.135
FAM120A	1.2281875
ASCL2	1.08316666666667
SHH	-0.31
ATP5H	-0.0256666666666667
THPO	1.1905
TYRP1	-4.2795
HIST1H3E	0.714333333333333
EIF2S1	-0.0761111111111111
TNFRSF17	-0.174666666666667
TARSL2	-0.1305
NKX2-8	0.38975
C1orf115	2.0045
LOC56964	0.64
KIAA0841	-1.36175
ISCU	0.4785
TTMA	0.0265
ZNF414	0.3955
LOC441150	0.7675
RAB15	0.7225
HBP1	0.5335
TNNT2	-1.54316666666667
CECR5	-1.1185
PHGDH	-2.43675
JRK	-0.4008
XPO4	-0.661625
FAM131C	0.8785
ARHGAP25	1.88
CA9	-3.42744444444444
GPR62	0.1395
TLX1	-0.0635
GPS1	-0.00975
OR2M2	-0.0495
BDP1	0.871571428571429
FAM70B	0.65075
RPS29	-0.00341666666666667
MKLN1	-0.7378
TSPAN19	-2.846
SLC29A3	1.2356
LGALS4	-0.2545
USH2A	0.0646666666666667
NF1	0.358166666666667
APOBEC3A	0.861333333333333
IMPAD1	0.238666666666667
OLR1	3.61983333333333
NRAP	-0.6455
HCFC1R1	0.952833333333333
TAOK2	0.436666666666667
MCM10	-3.414
MAP4K3	-0.281916666666667
CBS	-2.696
CLK3	-0.6476
PCDHGA5	-0.497
ELF4	0.242
FAM71A	-0.182
C11orf49	0.5415
CLIP2	-0.52025
BTBD9	1.0909
ZNF524	1.244
KDELR1	0.563833333333333
ZNF509	0.023
NCSTN	1.5775
ZNF533	0.4255
PARP4	0.35875
GALNT9	-0.100666666666667
NPY	-2.2885
BEGAIN	-2.76783333333333
TMEM77	1.33083333333333
FOXRED1	-1.267
SLC16A2	0.300333333333333
SLC35B1	-0.4225
GK5	0.00591666666666667
SDCCAG10	-0.85425
C4orf20	-0.11375
SLC9A2	0.665
ADD1	0.814071428571429
TAL2	-0.606166666666667
ACLY	0.07575
DNAJC1	2.9075
SOST	-1.44325
USP43	1.44
CYP4F12	-1.34575
FKBP5	-0.085875
CHCHD5	0.5977
NUDT22	0.1895
CCDC85B	-0.68225
OR51G2	0.539
STRN3	0.461642857142857
TMOD2	0.27175
FLI1	0.70325
MAB21L2	0.153666666666667
DGKQ	0.32075
VPRBP	1.09216666666667
SCNN1B	0.4723
ECHDC3	1.9097
TMEM106C	-0.6925
CSNK2A2	-0.92
RPL39	-0.1962
HERC3	0.2546
ZBTB47	0.483
ZNF681	0.272
PAGE2	-3.0905
CLIC5	2.96885714285714
RABAC1	1.182
ZFHX2	1.40425
YPEL1	-0.138666666666667
KIAA0776	0.86625
NR1D2	0.7255
DNAJC4	0.74775
NPNT	3.6928
ZNF677	0.359
ZNF536	-0.549
MEF2B	-0.0496666666666667
PTPN4	-0.54775
CTCFL	-4.8455
STX5	0.509
CD72	2.4965
VEGFA	-0.774105263157895
XRCC1	0.1819
MAS1L	0.506
ELL	0.0399
SETBP1	1.863
CDH11	3.90666666666667
NDC80	-2.43969230769231
DMBX1	-2.8925
NRSN1	0.4565
BAT2D1	0.404875
CDS2	0.610833333333333
C1orf212	-0.0795
SENP3	-0.889
IL1F9	0.2465
EEF2K	0.61125
COG8	0.10125
CEP72	-2.2705
OR1L8	0.203
MUS81	-0.910833333333333
PHYH	0.169625
GGT6	1.453
C22orf23	-1.23383333333333
C13orf33	2.49375
MAPK8IP2	0.65225
NELL2	5.1285
POU3F2	-3.00333333333333
ALPK1	1.7155
MRPS18C	-0.62275
RPLP2	-0.00925
FGF22	0.3665
SPNS1	-0.0536666666666667
ZFP1	-0.50425
IL1RAPL1	-0.89625
PCSK9	-3.181
NKX2-1	0.167285714285714
C6orf189	1.161
SP4	0.297
SLC11A1	1.7014
C21orf25	1.56116666666667
ICAM2	0.903125
SH3GL1	-0.625
GSK3B	0.3355
RALB	1.259125
PDXP	-1.77783333333333
GNGT1	-2.976625
KIR2DL1	0.4975
TNFAIP3	0.559083333333333
C6orf32	0.5576
CBLN2	-2.16775
PANK3	0.646375
TAAR9	0.451
WDR82	0.9745
APOM	-3.1375
TRIP10	-0.515
SPATA16	0.331833333333333
C1orf135	-3.1535
USP51	0.77625
TESK1	0.66275
C11orf64	-0.2645
ZNF611	-0.1745
PDE6G	0.3805
HLA-DQA1	3.9895
GCLC	0.164125
SEC61A1	0.236857142857143
TWSG1	0.490333333333333
ZMYND10	3.01025
CTDP1	0.635875
ADAMTS6	-0.402666666666667
SLIT1	-1.98875
KRT86	-1.1145
KIAA0574	-0.695
GTPBP2	-0.815
PQLC3	1.7315
PRRX2	-0.07
C15orf44	0.0095
MKKS	-0.454
C11orf10	-0.19325
GPR110	-0.268875
CD109	-1.08358333333333
ADCY1	-0.132833333333333
RHBG	-3.1125
TP53I3	0.159
SLC22A3	-2.0604
UCP2	0.49225
FOXG1	-2.20166666666667
OR2AG1	0.5725
TRIM24	-1.90075
PROC	-1.90725
TAAR6	0.019
AMTN	-1.0625
C10orf47	0.4455
DEPDC1	-3.22925
FLJ45557	1.71675
ZDHHC17	-0.0908125
KIAA1429	0.1165
KCNH1	0.2155
VNN3	0.41725
PSMAL	1.53575
PPARD	0.71625
HFM1	-1.58275
YBX1	-1.824
ZNF695	-2.83175
SCTR	-0.169666666666667
DCDC1	-0.894
VPS26B	0.3523
MTF2	-0.487666666666667
ATP6V1F	-0.021
CCDC94	0.26325
PERF15	0.2765
CCL11	3.14125
LMO7	-0.785625
DCST1	-0.056
ADRBK1	0.00637499999999998
CDRT4	0.0125
ZNF84	-0.3795
HOXD8	1.01825
STARD8	0.0466666666666667
FOXP2	-0.999625
CCDC103	0.50225
POLR3A	-0.4306
GSC	2.55933333333333
ZNF114	-1.53183333333333
HTR7P	0.75
LALBA	0.0495
RMND5A	-0.120833333333333
PSCD2	0.79875
ZNF409	0.2515
KRTAP1-3	0.255333333333333
MAF1	-0.38475
LOC201725	-1.33266666666667
NRN1	-2.047875
SPAG5	-3.304
DNAH7	2.80416666666667
FLJ43860	0.318
BRCA2	-0.51775
ACADM	-0.67825
CXXC6	-3.599625
RAGE	-0.852
CHMP2A	1.03775
FAM8A1	0.5177
GPR21	0.4465
SLC12A3	-2.73033333333333
FVT1	0.747785714285714
ZDHHC7	-0.09825
FLJ44048	0.3095
SLC44A3	1.85916666666667
SDSL	1.3145
MMP8	-0.747
PLA2G12B	-3.419
ACY1	-0.22025
MT1E	-1.35133333333333
OR4K15	2.074
TECTB	-0.495
GPR20	0.646875
IRAK2	-0.594
RFPL3	-0.684625
MYO9A	-0.314
NARG1L	-0.49375
BLMH	-0.663375
CCDC3	2.3425
C9orf21	-0.150333333333333
KIAA0513	0.719
MIER2	0.21075
PNMA2	-1.61233333333333
SH3BP2	0.7763
ANXA10	-1.047
RTN2	1.42933333333333
TFB1M	-1.029
PRPH2	3.93325
C14orf133	0.44275
GOLGB1	1.36691666666667
IRX4	0.10325
NFKBIL1	0.0475
C10orf62	-0.199
APBB3	-0.5745
RPS10	0.177
LOC728378	-0.03375
TLE3	1.75761111111111
PSMB7	-0.660875
MESDC1	0.0955
SLC6A1	1.00733333333333
OCLN	2.3595
PTTG3	-2.88666666666667
NAGLU	0.65025
SERTAD4	1.57675
SPRY1	0.22925
FLJ10781	-0.5805
MYSM1	-0.60725
TRIM4	0.582785714285714
SH3YL1	0.30175
TREM2	4.26666666666667
SERPINI1	3.1075
HDHD3	0.08975
TMEM38A	-0.43025
EID2B	-1.548
TDRD3	-0.114333333333333
SEDLP	0.13475
THSD7A	2.67283333333333
NDST3	-1.4665
KLHL15	-0.665
DHRS12	1.8385
FBXO9	-0.132214285714286
TNPO1	-0.026
MRPL13	-1.05483333333333
SNX5	-2.3675
METTL6	-0.38175
SOD1	-0.098
CHML	-1.33633333333333
PACS1	1.405375
SIRT5	-0.5132
CAPN2	0.863833333333333
FXYD5	0.551166666666667
TWISTNB	-0.045
LRFN1	0.713333333333333
UBE1L	2.335625
UBE1C	-0.154
OR51B2	-0.2365
OR4D11	-0.9795
C15orf2	0.1705
NR4A1	-0.807666666666667
LOC339047	-2.679
TRIM17	-0.171625
ATP5G3	-0.576642857142857
RPL15	-0.230083333333333
ADAMTS8	-0.85875
HOXC4	-0.2565
C14orf37	2.883
CEACAM5	2.161625
MYT1L	-0.262166666666667
RASA2	0.63325
OSBPL7	-0.827
STAG1	-0.5085
GIMAP4	4.91383333333333
FUT3	-1.08666666666667
PIF1	-3.2425
LPIN2	0.4316
SH3PX3	0.72625
PDP2	-0.3265
PAPD1	-0.586
ERP27	4.81325
APOOL	0.2161
DIABLO	0.48225
TRHR	0.043
ARMC9	0.55825
RNF152	2.73375
SLITRK3	0.310666666666667
ZNF211	-0.0163
PFDN1	0.8315
RGS11	0.422875
HS6ST1	-0.022
AKR1D1	-1.4665
TNP2	-0.0563333333333333
STK31	0.658666666666667
EML4	-0.873333333333333
SGTA	-0.471833333333333
HIST1H2BI	0.213333333333333
PSMD6	-1.33616666666667
KIAA1257	3.436
C18orf55	-0.527833333333333
FLJ20273	2.52525
RPL28	-0.557333333333333
EPYC	3.075125
NOX3	-0.808
ELAC1	-0.189666666666667
METT11D1	-0.86625
BIN2	0.8905
NACA2	0.25175
CCDC17	-1.46725
HM13	0.1361
UBOX5	-0.36175
UBE2O	-0.172875
UBL5	-0.052
APOLD1	0.82075
C9orf31	0.4245
TNFSF8	0.887
ARHGAP29	1.272
PROKR2	0.6865
PDE5A	-0.138
C6orf12	-0.0315
TOM1L1	0.028
WHDC1	0.35175
FOXI1	1.1795
RAB4A	0.7271
TMEM39B	-0.2945
ATPBD1C	-0.91325
FARSA	-0.583166666666667
PLEKHG5	-0.05075
CMAS	-0.472166666666667
OR7E24	-0.968
SLC30A1	-0.26675
CDC42EP5	1.18766666666667
PLAC1	0.0275
KLHL18	0.146
LBA1	1.1994
TAZ	-0.87525
CRIP2	1.451875
BTBD11	-0.581166666666667
C16orf72	0.8155
DIO2	2.6766
LRRCC1	-0.240166666666667
CCDC136	-2.1115
PRX	-0.113625
RBM5	-0.028
TMEM85	-0.082
TUBGCP4	-1.62083333333333
APLN	1.180625
CDK7	-0.183166666666667
SSR2	1.03933333333333
CRELD1	0.367
C19orf46	2.03
GAL3ST4	1.02466666666667
KBTBD10	0.42125
IL28A	0.22525
WDR27	-1.2435
MCM2	-1.569
SOX14	-0.4395
FLJ39743	0.0895
KIAA0922	-0.667625
HIPK4	0.453
FLJ25758	0.124
C16orf57	-0.83925
PDZD2	1.115625
MCC	2.45375
HHLA3	-0.0717
ID2	0.87775
C20orf23	1.82875
ZNF688	1.43925
APOC2	-0.353666666666667
LOC440093	0.1125
FAM50B	2.17216666666667
PWP1	-0.5545
DNAH10	0.42525
HIST1H2BA	-0.00025
GPR56	0.356333333333333
METAP2	-0.636
PAN3	0.6005
STXBP4	0.668125
PDHX	-0.266
MTA1	0.24525
ZBED4	-0.256625
ZNF720	0.67075
CDK2	-2.20325
RHOJ	1.122
CDC37	-0.252
ZER1	0.36225
GRK4	-0.1775
PRPH	-0.8075
POLR2A	0.63575
OGFOD1	-0.96
NOL5A	-1.70575
PHEX	0.9555
FLJ16478	0.0485
C20orf117	-1.075625
CAMTA2	0.39325
C11orf74	0.0708333333333333
DDX17	0.496333333333333
C5orf27	0.109
PLEKHA2	-0.5092
PDE4DIP	-0.196
SCN7A	0.729
ZNF559	-0.473333333333333
CXCL10	3.79175
ZMYM4	0.127666666666667
STK32B	1.948
KIAA0888	-0.5157
TACR3	0.5075
CKAP2L	-1.58125
KIF1A	-1.284
RSPRY1	0.56175
VCAN	1.975
CYP27C1	0.4145
SYDE1	-1.38333333333333
MED12L	-0.0345
ZDHHC21	1.239875
NHS	0.525
TM9SF3	1.24583333333333
DDHD1	-0.0375
MAFG	-0.790833333333333
BICD2	0.1322
C14orf119	-0.230166666666667
C14orf43	0.746714285714286
CDH7	1.339
ALKBH5	0.234214285714286
JUP	1.5495
TMEM41A	0.590333333333333
MAMDC4	-1.7475
CBX3	-0.458125
LRRC18	0.172
RBMXL2	-0.2675
PLA2G4D	0.458
FGF13	1.146125
KIF3A	1.1565
PDIA6	-0.288
DCXR	0.7525
CASKIN2	0.323083333333333
EHD1	0.504666666666667
MARCKSL1	0.576666666666667
ZNF496	-0.180166666666667
SCAF1	0.1045
KCTD8	-1.27275
TRAF3IP3	0.896642857142857
LSR	1.3905
CXorf1	-0.00733333333333333
C14orf112	0.466166666666667
EIF2B1	-0.1025
OMP	0.019
GSTZ1	0.6785
LOC92017	1.116
ISLR2	1.5085
C12orf36	0.547
GATA2	-1.62183333333333
GABRA5	-2.0375
CELSR2	-0.531857142857143
STAM2	0.8095
TNAP	-0.023
PTPMT1	-0.734
GRP	7.255
SV2A	-1.30416666666667
MAGEA12	-4.34325
CACNG1	0.537
C18orf19	-0.95525
GSG1	-0.842833333333333
PTPRJ	0.717
FRMPD1	-0.0765
ZNF668	0.59225
PLEKHJ1	-1.080375
ADAT1	-0.6897
TMEM50A	0.5135
UCN3	-0.003
HOOK1	1.96425
IL17B	-0.308
MLKL	-0.817333333333333
TTC14	0.0853333333333333
KLHL5	1.103125
CRYL1	0.722166666666667
FOXH1	0.085
NFYB	-0.54325
PPM1G	-0.46075
GOLGA2LY1	-1.294
NMT1	-0.332125
HADHA	0.1402
CHSY-2	2.1005
PLEKHF1	0.640428571428571
SAGE1	-2.34
MUSTN1	0.80225
SUHW4	0.56525
TFEB	1.878
ZFYVE27	-0.44175
ATG12	-0.364333333333333
BMI1	2.025
ZIM3	0.0075
MYH4	0.3745
MASP1	-1.10433333333333
KIAA0984	1.5625
RPAP2	-0.71075
ASB5	0.117
BOLA3	-1.409
MIA3	1.24133333333333
