Hybridization REF	TCGA-A1-A0SK-01A-12R-A084-07
SPG20	1.27908333333333
COX10	0.36275
GCA	0.43525
ECEL1	2.00383333333333
GLG1	-1.12866666666667
SRD5A2L2	0.404
MUTYH	0.090625
ZNF70	-0.50675
L2HGDH	-0.27875
GPATCH2	-0.4335
ZNF655	-0.75175
ZNF227	0.9995
MCOLN2	-0.152833333333333
NQO2	-3.287
KCNQ5	-0.649
NEU1	-0.759166666666667
QRICH1	-0.4905
ZBTB20	-0.611
RPUSD3	-1.92525
EPGN	-1.7135
TSN	1.57516666666667
SPRY2	-1.0125
LZTFL1	-0.13075
GMFB	0.147375
PBEF1	-0.3045
HBG2	-3.29566666666667
TMEM8	-1.5405
PALM2-AKAP2	-2.052
NFYA	-0.72575
FAM108A1	-0.600125
PBLD	0.3535
NRG4	0.9675
PIGF	-1.16325
PTGER1	1.22225
NOS2A	2.88483333333333
C21orf34	-1.36333333333333
C21orf51	0.330666666666667
IL17C	0.3985
TRMT6	1.35633333333333
ETV2	0.321333333333333
CCDC109A	0.6175
MYLK2	-0.794
ATP10A	-0.3618
DPH4	-0.0615
C5orf5	-0.583666666666667
KCNA4	0.965
NMNAT2	4.012
GLYATL2	3.0765
LSMD1	0.124875
IL23R	-1.88
NRF1	0.5795
MUC15	-2.17266666666667
PRDM12	-2.94
PAQR4	0.0605714285714286
RBBP6	-1.1656875
IFI27	2.10325
SKAP2	1.5155
TAGAP	0.505625
TJP3	1.122
C9orf61	0.73075
IDS	-0.349714285714286
PARG	-0.02
LOC131149	-0.0725
DYRK4	2.2815
MICALL1	0.575
GALR2	-0.3275
GPBP1L1	0.5005
TBX21	2.546
KCNJ6	3.1415
GGN	0.17625
CASP5	-1.648
RNF182	2.20275
BRD4	0.33225
DOK4	-0.854875
SLC46A2	-0.542
SOX9	1.33533333333333
ZNRD1	-0.523833333333333
PRR6	1.36925
FAU	-0.20875
DTNB	1.3805
CARD9	-0.61375
STS-1	-0.7805
SLC4A5	-0.062375
NSBP1	-0.29425
UGCGL2	-0.116666666666667
POTE15	-3.1675
NOXA1	-1.7445
RP13-347D8.3	2.942
SAMD10	-0.711
EP400NL	-0.309
TCF21	0.4435
AMELX	-0.00200000000000003
JPH2	-0.3376
SLA	0.206
DLST	-0.125333333333333
SEPT12	-0.1735
RGS20	-1.62825
LXN	-1.911
ZNF419	0.7615
UPK3B	-0.824166666666667
RELL1	0.17725
ESPNL	1.655
KLHL21	-0.102625
PI15	-0.0935
C2orf61	-0.391
LOC407835	0.3035
RER1	0.51625
ELAVL2	2.84
MGC26718	-1.2425
KLF2	1.40075
TNFAIP8L3	2.07125
TFE3	0.071
C11orf17	-0.1875
15E1.2	-1.285
SNRPC	-0.59875
DLGAP1	3.3585
PGLYRP1	0.71475
OVCH2	-0.178
IRF7	-1.3055
SET	0.864
NAB2	0.6725
LRP5L	0.96875
FAM120A	-0.00268749999999999
ASCL2	3.77116666666667
SHH	-0.4275
ATP5H	-1.29416666666667
THPO	-0.746166666666667
TYRP1	-5.29816666666667
HIST1H3E	-0.304333333333333
EIF2S1	0.566444444444445
TNFRSF17	-2.4345
TARSL2	0.2485
NKX2-8	0.23025
C1orf115	2.148875
LOC56964	0.37
KIAA0841	0.9315
ISCU	0.134
TTMA	0.325
ZNF414	0.8165
LOC441150	-0.89625
RAB15	0.3155
HBP1	0.830166666666667
TNNT2	-1.22433333333333
CECR5	0.88625
PHGDH	0.594
JRK	0.8507
XPO4	0.481875
FAM131C	0.554
ARHGAP25	1.36716666666667
CA9	-1.327
GPR62	1.33366666666667
TLX1	3.56166666666667
GPS1	0.32375
OR2M2	-0.75
BDP1	-0.320571428571429
FAM70B	0.20875
RPS29	-0.7655
MKLN1	-0.502
TSPAN19	0.39
SLC29A3	0.2753
LGALS4	0.438333333333333
USH2A	0.374833333333333
NF1	0.3
APOBEC3A	0.2265
IMPAD1	0.7645
OLR1	0.0318333333333333
NRAP	0.0335
HCFC1R1	-1.846
TAOK2	-0.664833333333333
MCM10	-0.555
MAP4K3	0.135916666666667
CBS	0.36
CLK3	0.3039
PCDHGA5	0.5175
ELF4	1.13125
FAM71A	0.0615
C11orf49	0.674
CLIP2	0.907
BTBD9	1.0191
ZNF524	0.8655
KDELR1	-0.104833333333333
ZNF509	0.625
NCSTN	-0.3465
ZNF533	0.452714285714286
PARP4	-0.258875
GALNT9	-0.6125
NPY	-2.322
BEGAIN	-1.05816666666667
TMEM77	0.00283333333333335
FOXRED1	-0.106833333333333
SLC16A2	0.810333333333333
SLC35B1	-0.12175
GK5	-0.801666666666667
SDCCAG10	-0.82025
C4orf20	-1.01075
SLC9A2	-0.0565
ADD1	-0.0603571428571429
TAL2	0.882166666666667
ACLY	-0.116125
DNAJC1	-0.217
SOST	-0.63175
USP43	0.716
CYP4F12	0.1655
FKBP5	0.455625
CHCHD5	-2.2296
NUDT22	-1.5075
CCDC85B	-1.82475
OR51G2	0.8045
STRN3	0.6625
TMOD2	1.4475
FLI1	-1.04
MAB21L2	-0.9725
DGKQ	0.06725
VPRBP	0.112333333333333
SCNN1B	1.4601
ECHDC3	0.1481
TMEM106C	1.1105
CSNK2A2	-0.3665
RPL39	-0.0569
HERC3	0.2985
ZBTB47	-0.775333333333333
ZNF681	1.43425
PAGE2	-3.91875
CLIC5	1.953
RABAC1	-0.4985
ZFHX2	0.50475
YPEL1	1.85383333333333
KIAA0776	0.1685
NR1D2	1.02025
DNAJC4	0.116375
NPNT	0.862
ZNF677	0.878
ZNF536	-1.3385
MEF2B	0.3605
PTPN4	0.01
CTCFL	-4.76
STX5	0.0986666666666667
CD72	1.152
VEGFA	0.539
XRCC1	0.2583
MAS1L	0.2905
ELL	-0.11
SETBP1	2.255
CDH11	0.961166666666667
NDC80	0.894692307692308
DMBX1	-0.9635
NRSN1	3.3705
BAT2D1	-0.541
CDS2	0.1675
C1orf212	0.0573333333333333
SENP3	0.47925
IL1F9	0.646
EEF2K	-0.69175
COG8	-0.6785
CEP72	0.19725
OR1L8	1.024
MUS81	-0.45875
PHYH	-0.205
GGT6	1.1445
C22orf23	-0.100833333333333
C13orf33	4.8285
MAPK8IP2	2.11925
NELL2	3.5795
POU3F2	2.015
ALPK1	1.507
MRPS18C	-0.96875
RPLP2	0.0575
FGF22	0.398
SPNS1	-0.937166666666667
ZFP1	0.41025
IL1RAPL1	0.016
PCSK9	-3.0535
NKX2-1	0.440461538461538
C6orf189	-1.12925
SP4	0.718
SLC11A1	1.0843
C21orf25	0.4305
ICAM2	-0.951
SH3GL1	-0.717166666666667
GSK3B	-0.0448333333333333
RALB	-0.39025
PDXP	0.805666666666666
GNGT1	-3.269375
KIR2DL1	0.3185
TNFAIP3	0.128083333333333
C6orf32	-0.2202
CBLN2	1.06975
PANK3	-0.17675
TAAR9	0.247
WDR82	0.430785714285714
APOM	-3.940625
TRIP10	-2.81025
SPATA16	-0.168666666666667
C1orf135	0.64025
USP51	-0.2745
TESK1	0.25175
C11orf64	0.541875
ZNF611	0.647
PDE6G	-0.264666666666667
HLA-DQA1	1.238625
GCLC	-0.116
SEC61A1	-0.579071428571429
TWSG1	0.168333333333333
ZMYND10	1.5655
CTDP1	0.92675
ADAMTS6	-0.207666666666667
SLIT1	0.88975
KRT86	-0.54
KIAA0574	-0.268
GTPBP2	-0.4791
PQLC3	-2.19325
PRRX2	-1.05116666666667
C15orf44	0.0481666666666667
MKKS	-0.7815
C11orf10	-0.503
GPR110	4.221125
CD109	-0.9875
ADCY1	-0.527166666666667
RHBG	-4.48725
TP53I3	-0.541875
SLC22A3	-1.0811
UCP2	0.198
FOXG1	0.6995
OR2AG1	-0.1925
TRIM24	-0.0535
PROC	-3.727375
TAAR6	0.0435
AMTN	-1.1205
C10orf47	-1.87883333333333
DEPDC1	0.0975
FLJ45557	2.92225
ZDHHC17	0.406875
KIAA1429	1.89966666666667
KCNH1	0.286
VNN3	-0.382857142857143
PSMAL	2.03275
PPARD	-0.746
HFM1	0.965
YBX1	0.192333333333333
ZNF695	-0.735
SCTR	0.585666666666667
DCDC1	-0.892
VPS26B	1.1299
MTF2	-1.15016666666667
ATP6V1F	-0.3055
CCDC94	0.00375
PERF15	-0.6365
CCL11	1.88325
LMO7	1.855
DCST1	-0.3795
ADRBK1	-0.103375
CDRT4	0.2995
ZNF84	1.2855
HOXD8	2.346
STARD8	-1.45816666666667
FOXP2	1.6665
CCDC103	-0.16025
POLR3A	0.475
GSC	-0.176333333333333
ZNF114	-2.3255
HTR7P	0.5635
LALBA	1.105
RMND5A	1.23233333333333
PSCD2	2.298
ZNF409	-0.624
KRTAP1-3	-0.03775
MAF1	0.92175
LOC201725	0.336333333333333
NRN1	-1.76375
SPAG5	-0.986333333333333
DNAH7	1.10883333333333
FLJ43860	0.0585
BRCA2	0.629
ACADM	0.847875
CXXC6	0.016375
RAGE	-1.566375
CHMP2A	-0.8545
FAM8A1	-0.3008
GPR21	-0.359
SLC12A3	-3.37416666666667
FVT1	0.196071428571429
ZDHHC7	-1.231875
FLJ44048	3.547
SLC44A3	-0.203333333333333
SDSL	-0.236166666666667
MMP8	-0.80025
PLA2G12B	-4.16033333333333
ACY1	-2.46275
MT1E	-1.01266666666667
OR4K15	-0.4
TECTB	-0.8805
GPR20	-0.933375
IRAK2	-0.926
RFPL3	0.06025
MYO9A	-0.49925
NARG1L	1.26383333333333
BLMH	-0.2995
CCDC3	4.58366666666667
C9orf21	-0.0203333333333333
KIAA0513	-1.8385
MIER2	0.18425
PNMA2	-0.332333333333333
SH3BP2	0.5994
ANXA10	-3.24675
RTN2	0.993833333333333
TFB1M	-1.6
PRPH2	2.8345
C14orf133	-0.03725
GOLGB1	0.696916666666667
IRX4	2.270875
NFKBIL1	0.712666666666667
C10orf62	0.171333333333333
APBB3	-1.0185
RPS10	0.1941
LOC728378	-1.60925
TLE3	0.458111111111111
PSMB7	-0.112375
MESDC1	-0.1845
SLC6A1	0.309
OCLN	-0.615
PTTG3	-0.422666666666667
NAGLU	-1.6275
SERTAD4	3.9585
SPRY1	0.7115
FLJ10781	2.06708333333333
MYSM1	-0.73425
TRIM4	0.418285714285714
SH3YL1	1.604375
TREM2	1.6765
SERPINI1	0.04325
HDHD3	-0.223125
TMEM38A	0.952125
EID2B	-0.83475
TDRD3	0.684833333333333
SEDLP	0.74275
THSD7A	0.842333333333333
NDST3	-1.29775
KLHL15	-0.0384166666666667
DHRS12	1.9715
FBXO9	-0.157214285714286
TNPO1	-0.00641666666666667
MRPL13	0.367166666666667
SNX5	-2.28133333333333
METTL6	-1.39725
SOD1	-0.440875
CHML	-0.874
PACS1	0.468125
SIRT5	0.3615
CAPN2	-1.0885
FXYD5	-2.1395
TWISTNB	-1.29425
LRFN1	0.274
UBE1L	-1.720875
UBE1C	0.5465
OR51B2	1.69175
OR4D11	-0.0295
C15orf2	-0.41
NR4A1	-0.149833333333333
LOC339047	-2.7365
TRIM17	0.401125
ATP5G3	-0.325
RPL15	-0.760333333333333
ADAMTS8	0.32975
HOXC4	1.1105
C14orf37	2.213
CEACAM5	-3.094
MYT1L	0.0508333333333334
RASA2	-0.096875
OSBPL7	-0.9935
STAG1	0.7555
GIMAP4	2.9335
FUT3	-0.479
PIF1	-1.29275
LPIN2	0.6223
SH3PX3	-0.195
PDP2	-1.121
PAPD1	-0.30875
ERP27	1.845
APOOL	-0.2022
DIABLO	1.31775
TRHR	0.5285
ARMC9	-0.337625
RNF152	1.57825
SLITRK3	0.689833333333333
ZNF211	0.7001
PFDN1	-0.661625
RGS11	-1.16225
HS6ST1	1.0692
AKR1D1	-1.9235
TNP2	-0.289
STK31	1.64183333333333
EML4	-0.79325
SGTA	0.697666666666667
HIST1H2BI	-0.983833333333333
PSMD6	-1.71683333333333
KIAA1257	-0.319
C18orf55	0.3685
FLJ20273	2.156875
RPL28	-0.330166666666667
EPYC	0.44575
NOX3	-0.5175
ELAC1	0.386166666666667
METT11D1	-0.42675
BIN2	-1.80233333333333
NACA2	0.15525
CCDC17	-1.65425
HM13	-1.1162
UBOX5	0.265875
UBE2O	-0.677875
UBL5	-0.29225
APOLD1	1.885
C9orf31	-0.20975
TNFSF8	0.83
ARHGAP29	-1.89442857142857
PROKR2	-0.037
PDE5A	0.296666666666667
C6orf12	-0.2405
TOM1L1	0.9795
WHDC1	-0.216625
FOXI1	2.30933333333333
RAB4A	0.0649
TMEM39B	0.29675
ATPBD1C	0.34825
FARSA	-0.137666666666667
PLEKHG5	1.846
CMAS	2.7845
OR7E24	1.068
SLC30A1	-1.416
CDC42EP5	0.182
PLAC1	-1.94875
KLHL18	-0.437666666666667
LBA1	-0.3263
TAZ	-1.355
CRIP2	0.6865
BTBD11	-1.20816666666667
C16orf72	-0.6635
DIO2	-0.0245
LRRCC1	2.16633333333333
CCDC136	0.6975
PRX	-1.175125
RBM5	-0.4894
TMEM85	-0.310125
TUBGCP4	-0.752333333333333
APLN	1.159625
CDK7	-1.18433333333333
SSR2	0.342416666666667
CRELD1	-1.91525
C19orf46	0.74025
GAL3ST4	0.354666666666667
KBTBD10	0.4105
IL28A	0.41125
WDR27	-1.7075
MCM2	0.676833333333333
SOX14	1.648
FLJ39743	1.908
KIAA0922	1.394
HIPK4	-1.6835
FLJ25758	0.3945
C16orf57	-1.542
PDZD2	-0.18475
MCC	-1.19375
HHLA3	-0.6291
ID2	1.2775
C20orf23	1.01475
ZNF688	-1.1895
APOC2	-3.411
LOC440093	0.03325
FAM50B	2.04983333333333
PWP1	-0.4545
DNAH10	2.9665
HIST1H2BA	-0.029
GPR56	0.472833333333333
METAP2	0.5825
PAN3	1.731
STXBP4	-0.07175
PDHX	0.6965
MTA1	-0.0531666666666667
ZBED4	0.30125
ZNF720	-1.97
CDK2	0.576625
RHOJ	-0.79275
CDC37	-0.118333333333333
ZER1	0.341875
GRK4	0.58725
PRPH	2.598
POLR2A	-0.269625
OGFOD1	-1.66175
NOL5A	0.47925
PHEX	-1.328
FLJ16478	-0.3595
C20orf117	-1.015375
CAMTA2	0.24875
C11orf74	0.365166666666667
DDX17	-0.387916666666667
C5orf27	0.7435
PLEKHA2	-1.62722222222222
PDE4DIP	-1.0439
SCN7A	0.127333333333333
ZNF559	1.11183333333333
CXCL10	3.27375
ZMYM4	0.646833333333333
STK32B	1.03766666666667
KIAA0888	-1.5709
TACR3	0.541
CKAP2L	0.7845
KIF1A	3.24766666666667
RSPRY1	0.29325
VCAN	-0.29575
CYP27C1	1.8585
SYDE1	-2.11416666666667
MED12L	-0.192333333333333
ZDHHC21	1.521875
NHS	1.564
TM9SF3	0.3615
DDHD1	-0.227125
MAFG	-0.072
BICD2	0.0118
C14orf119	-1.361
C14orf43	-0.357785714285714
CDH7	-1.2265
ALKBH5	0.401071428571429
JUP	0.78425
TMEM41A	-0.267666666666667
MAMDC4	-2.1905
CBX3	0.467375
LRRC18	0.165
RBMXL2	1.05625
PLA2G4D	0.2225
FGF13	0.30875
KIF3A	0.7715
PDIA6	-0.1375
DCXR	-1.7965
CASKIN2	-0.117
EHD1	-0.952666666666667
MARCKSL1	2.07116666666667
ZNF496	-0.543833333333333
SCAF1	0.1505
KCTD8	-0.63475
TRAF3IP3	-1.868
LSR	1.07975
CXorf1	0.128166666666667
C14orf112	0.0488333333333333
EIF2B1	1.144
OMP	0.032
GSTZ1	-0.69275
LOC92017	-0.27175
ISLR2	4.0255
C12orf36	0.1135
GATA2	-2.3855
GABRA5	-1.0775
CELSR2	-0.0825714285714286
STAM2	0.2404
TNAP	-0.55
PTPMT1	-0.077
GRP	6.19425
SV2A	0.435333333333333
MAGEA12	-5.30075
CACNG1	-0.9125
C18orf19	0.2925
GSG1	-0.623166666666667
PTPRJ	-0.235642857142857
FRMPD1	1.845
ZNF668	-0.398
PLEKHJ1	-0.5855
ADAT1	-0.8618
TMEM50A	-0.00610000000000003
UCN3	-0.3155
HOOK1	1.528125
IL17B	-1.5785
MLKL	-2.78316666666667
TTC14	-3.38383333333333
KLHL5	0.13475
CRYL1	-0.00966666666666666
FOXH1	-0.11
NFYB	0.771875
PPM1G	0.5675
GOLGA2LY1	-0.52225
NMT1	-1.015
HADHA	-0.5918
CHSY-2	2.93025
PLEKHF1	0.404642857142857
SAGE1	-2.278
MUSTN1	-1.2455
SUHW4	0.53625
TFEB	1.2245
ZFYVE27	0.367
ATG12	-1.20816666666667
BMI1	1.23942857142857
ZIM3	-0.5215
MYH4	-0.0262499999999999
MASP1	0.62975
KIAA0984	3.01575
RPAP2	-0.60375
ASB5	0.3775
BOLA3	-1.37666666666667
MIA3	-0.882166666666667
KRT35	0.1615
KIR3DL3	-0.5625
MRPL51	1.666
SEMA3F	0.449833333333333
NDUFB2	-0.438166666666667
LOC253012	5.97075
FAM46C	-1.7043
G6PC	-2.469375
CSAG3A	-5.89366666666667
PREX1	-0.859
SLC25A45	-0.596625
MAPKBP1	-0.3859
CPE	-0.1337
GNB1	1.097625
CXCR6	0.042
TRIM46	0.2895
C16orf3	-0.169333333333333
HPSE	2.2935
TIGD3	1.993
SPG3A	3.07875
LCAT	-1.991
ST6GAL1	-1.2085
POMC	1.2775
FLJ36031	-0.314666666666667
NSMAF	-0.019
SKIL	0.489
ADSS	-0.253833333333333
HMGCS1	-1.2603
POLR3F	-0.123
RAB10	0.43125
ZNF277P	-0.4795
ZBTB7B	-0.22975
DHRS1	0.26175
ABCC13	-0.718428571428571
CNOT3	0.30725
NFKBIA	1.2425
GAK	-0.6825
SFT2D2	0.694666666666667
HOXA6	1.0175
CRTC1	0.419125
LY6D	2.187
C20orf72	0.394166666666667
CPT1A	0.409
LMO1	-0.8555
EIF3I	-0.61575
PRB4	-0.05275
MCM3APAS	-1.112375
C20orf132	0.2013
FOXF2	-2.6565
S100A12	-1.003
MLH1	-0.2495
ACTN1	-0.7292
MRPL36	-0.577833333333333
C20orf106	-0.112
FBXO6	-1.518
MKS1	0.5675
CX3CR1	-4.20875
PDE1B	0.5415
PLP1	3.71225
KISS1	0.680166666666667
C14orf2	-1.01416666666667
TBC1D3P2	-1.6135
COMMD6	1.1481
ANKRD7	0.46625
PTCHD1	2.360375
NARS2	0.3645
DOCK7	0.28175
FAM127B	-0.356
LOC390243	-0.106666666666667
N6AMT2	1.7795
ZNF391	-0.4755
DNAJB14	-0.538166666666667
WRB	0.826
BPI	-0.504833333333333
TTC4	0.574
FAM10A5	-0.0665
GOT1L1	0.3327
MAGED1	0.031875
RESP18	0.043
WFDC6	1.283
MT2A	-2.2495
C11orf56	-0.0925
KIAA1432	-1.1305
ROR1	-1.58775
HSD17B14	0.798166666666667
ZFAND2B	-0.3395
SAMD4B	0.71825
HEXA	-0.883125
HNRNPU	-0.208818181818182
USP39	1.088625
NRD1	0.03175
R3HDML	-0.99925
FLT4	0.429333333333333
OMG	-0.2915
OR52N4	0.3095
LOC399818	0.4695
ELA2	-3.278
VENTXP1	1.2035
RFC5	0.672
OR52L1	-0.384
PAX5	0.799
FBXO2	-1.7485
GMEB1	1.1575
AKT3	0.914
CRB1	-1.006
CTTN	0.351833333333333
UTP15	-0.950166666666667
HSBP1	-0.0774166666666667
PHF11	1.59525
NDEL1	0.182333333333333
USP8	-0.886
BAIAP2	-0.644
SI	-0.2286
ARSJ	-2.3635
BAAT	-2.78525
KCNS3	2.151
LOC126147	-0.870333333333333
TMEM37	-1.04375
C1orf162	1.15733333333333
MBD1	0.5621
ITGAL	-1.68083333333333
WDR73	-0.2145
GKN2	-0.427
ARFGAP1	-0.81425
SLC5A8	3.5255
ZBTB40	-0.2944
CYP4B1	-1.65633333333333
LYPLAL1	-2.44325
CHST3	0.89325
MAP3K9	0.262
BTAF1	-0.197
TFAP2E	0.5795
RBM35B	-1.685
LOC441251	-0.9045
ANKRD25	-0.669222222222222
UQCRC2	-1.379
MAEA	1.00066666666667
HYAL1	-4.0234
RNPEPL1	-1.97733333333333
CPSF2	-0.3895
PSD3	-1.8613
ABCA13	-0.669375
AGR2	-4.971375
GBX1	-0.918
HDLBP	-0.9805
ACY3	-1.188
HECW1	-0.660333333333333
ZNF519	1.40275
HOPX	2.191125
ZNF304	1.42675
OR12D3	-0.1545
FKSG43	0.827
METTL1	-0.740625
MFSD3	-0.2801
PSPH	0.186
CLCA3	-0.416
DARS2	-1.72316666666667
CDC25A	0.759166666666667
BAIAP2L1	1.36575
B3GNT5	1.75275
USP29	0.3655
ARHGEF10L	0.9483
ATOX1	-2.029375
ADAM30	0.285
DNASE1	-0.714
STT3A	-0.0676666666666667
RAB6IP1	0.253
PTN	1.5604
C1orf106	0.514307692307692
HECA	1.88725
RNF122	-0.2995
SLC22A18AS	-1.36983333333333
GNG8	-0.237333333333333
ELP4	-0.96425
FAM65A	-0.501666666666667
RPL10A	0.547166666666667
IRS4	0.7625
MACF1	0.1582
SEC24D	-1.28875
LOC374395	-0.464
TGFB2	-1.369875
MDFIC	-0.817875
CHRNE	0.166333333333333
PCMTD2	0.771
ATP6V0D1	-0.114666666666667
MTA2	0.875
LZTR1	-1.22183333333333
RAP1A	-0.184333333333333
AXIN1	-0.1895
POLR1C	0.11175
TRIO	-0.47925
PLXNA4A	-1.0365
C5orf33	-0.823
DEPDC1B	-1.507125
ZNF473	1.28583333333333
MTM1	0.862625
GPR107	0.61
CSNK1A1L	-0.249333333333333
FLJ14154	0.18425
NLRC4	1.14075
ENPP4	2.28983333333333
PADI3	-0.3015
RNF170	-0.450375
CG018	2.14583333333333
C16orf7	-1.306
KCNE1	-0.283
NRM	0.161
SLC37A3	1.16778571428571
TPD52L2	-0.566
UNC5B	0.8985
C12orf12	0.7775
SDHB	-0.282
CLRN1	0.29275
NUDT10	1.80416666666667
UGT3A1	-0.355125
FBXW8	0.715375
RHOF	-1.504375
PTPLAD1	0.96325
MYO3B	1.54725
DERA	2.06175
TPP2	0.67925
C19orf53	-0.631666666666667
GINS3	0.583625
ST6GALNAC5	-0.2625
CHSY1	0.302
MGC15705	-0.223
GPR83	1.09116666666667
EXT2	0.200625
DOLK	-0.774
TUBAL3	1.46875
ACVRL1	1.2436
ABL2	-0.750333333333333
C14orf156	-1.28983333333333
PTPRZ1	-4.640125
DIP2C	0.726625
LAMP1	1.773875
RXRA	-0.7564
MAP3K5	-0.8205
ALKBH1	0.742666666666667
PDLIM7	-0.994
ARL14	-2.706
SNIP1	0.6185
TIMP3	0.391833333333333
RGS3	0.341
SPAG16	0.9015
ABHD4	-1.1505
ARHGEF12	0.969416666666667
GLUD2	-0.018
RAC2	-3.4012
UAP1L1	-1.813
SLC18A3	0.647
YOD1	-0.10875
RALY	0.358
HMOX2	-0.58325
DGKH	0.83675
DBNDD2	1.595
YIPF4	1.068625
THAP10	0.8545
ZNF513	0.934
HAGHL	-2.71566666666667
ITGB4	-2.07516666666667
CCDC141	-1.266
YTHDF3	1.21125
C5orf28	0.00775
RPL7L1	-0.042625
TMEM30B	1.39421428571429
ANKRD35	2.878
DUOXA2	0.11575
TBC1D5	-1.057875
DFNB59	-1.0665
HRH4	0.53175
MYO6	1.3953
DNAJA4	1.6785
RBM24	-2.387625
CEACAM20	1.69025
RBM23	0.735357142857143
NGFB	0.3745
C1orf63	-0.5392
KRTAP7-1	0.685
PERLD1	0.7005
NPB	0.6175
C17orf59	-0.5136
HSPBAP1	0.1465
SLC15A4	0.624375
PRTFDC1	3.844
OSMR	-2.51771428571429
CYSLTR2	0.8055
C19orf25	-0.0378
KIAA1797	-0.264
NLRP6	1.075
FAM105B	0.2237
SCRN2	-1.39783333333333
LRRC58	0.6992
RNF17	0.459285714285714
NEIL3	-2.273
FAM137A	-1.6315
SKP2	-0.74175
PARVA	0.5015
PKLR	-2.001
RNF34	1.259375
A3GALT2	0.63425
C12orf50	0.153
SUNC1	-2.846
FAM102B	-0.294
CCT2	0.714
LRRC37A2	-0.3915
ARF4	-0.002
SIKE	0.332625
C8orf48	1.67433333333333
MBTPS1	-0.326928571428571
GPSN2	-0.2395
NCF2	0.81725
SLC12A6	-0.401
MRPL48	0.8115
HMGN3	0.363333333333333
LRRC62	1.53625
PAX9	-0.098
FAM55A	0.657
C20orf42	-0.79
SCML2	1.112
BCL9	-0.276
FAM40A	-0.43925
C9orf41	-1.0275
ZNF774	0.965
LETM1	-0.75925
PLXNB1	0.446166666666667
NIPSNAP1	0.79825
USP10	-0.383
F9	1.52975
LIPE	1.22425
CNGB3	-0.927
C12orf52	0.26925
PI4K2A	0.175375
MED8	-0.1275
STAT4	-0.4777
FGD4	1.25766666666667
RNF145	-1.38533333333333
WDR32	1.0496
CLDN2	0.0268333333333333
TCEAL8	0.75125
ZMYND8	-0.6048
PDXK	-0.757625
GATAD2A	-0.17175
PTGES3	0.0975
CCM2	-1.38325
TAP1	-0.45425
ZNF670	1.2865
ETS2	0.369357142857143
C6orf166	0.890333333333333
PRMT2	1.10385714285714
OR4B1	-0.121
INTS8	0.5235
CCDC102A	-0.20825
CCDC83	-2.12075
ITGA1	-1.0059
EPHA5	-2.0895
FAM24B	1.09716666666667
TSGA10	2.69375
HAL	-0.690833333333333
MYOT	0.59525
SPACA3	0.35425
BCL2L2	-0.417333333333333
CUGBP2	1.1815
CCNB3	1.778
RNF113B	0.60625
MERTK	1.0125
BAG1	0.70275
VPS36	-0.16325
ORMDL3	-0.1094
C1orf190	-1.04075
ZNF625	0.26625
CORO2B	-1.5665
ALOX15	-0.0475
CST1	3.709
NUPR1	0.931166666666667
CCL7	0.343
SMCR5	-2.825
DSC2	1.8085
RBMS2	-0.18375
GRIK4	1.405
TRIM65	-0.3058
TMPRSS6	-0.551214285714286
TP53INP2	0.80425
GLB1L	-0.696666666666667
LOC388284	-0.692333333333333
PUS1	-0.0687142857142857
BCL9L	0.152
OLFM1	2.36366666666667
RET	1.715
MASTL	-0.669166666666667
ALX3	3.228
IL1RL1	-0.141
ZNF765	0.1299
C14orf138	-0.16425
SNX10	-1.4185
TAC4	-0.179
C1orf64	-4.232375
POGK	1.37575
MAPK9	0.16725
ZNF366	1.68025
C8orf79	1.2728
CLDN7	1.986375
OR5AT1	1.235
TRIM37	-1.07575
LRRC25	1.4735
GRHL2	2.7771
TEKT3	0.2115
LASS5	0.533166666666667
ABCC4	0.506166666666667
DLG3	2.070875
VGLL1	1.6975
ZFP36L2	-1.61716666666667
MFRP	-0.773166666666667
KIAA1799	1.8885
FLJ44379	-0.4335
PCNX	-0.97425
ANXA9	-3.568
CYP4V2	0.7138
PIK3C2A	1.08175
SRR	1.1265
NOL3	-2.21375
IFITM2	-2.0735
ARNTL2	-1.19925
ZNF595	1.80525
NLRP13	0.459
ASPH	-0.310875
CPA2	-0.3135
PVRIG	-2.90816666666667
LEPR	-0.996
C16orf42	-1.22216666666667
SH3BGRL	0.8235
FAM77D	0.630833333333333
FNDC7	0.524
C9orf6	0.6295
NOTCH2NL	-0.3515
PGBD1	0.921666666666667
SYNGR2	-0.984833333333333
PITPNA	0.00375000000000001
PRPF4B	0.413
SLC43A3	1.00892857142857
NRBP1	-0.369
SLC25A22	0.04925
ILK	-0.248625
SLC22A8	0.251666666666667
MRPS7	-0.642125
PITX2	3.031
FABP3	-0.877625
OR1L1	0.636
LOC728215	1.635625
BLID	-2.0695
KIAA1217	1.54029411764706
TFPT	-0.73775
AP4B1	-0.83275
VBP1	0.95675
OR1K1	0.509
MORC3	0.4405
BHMT2	-2.06133333333333
C3orf10	0.084
FZD7	2.00716666666667
WFDC10A	0.6215
PMS2CL	-0.296875
CCDC32	-0.832333333333333
FA2H	0.89125
ALG13	-1.251
TTLL7	0.8497
SPOCK3	3.774
SLC13A2	-0.144
AIM1	-0.018
GPRC6A	0.843
EGR2	2.352
MED11	-1.059
WWC1	0.54875
SH3GL3	3.37825
RIF1	0.980071428571429
PRLH	0.0865
VLDLR	0.84
DBT	0.1538125
C21orf63	1.45475
CGGBP1	-0.460375
