Hybridization REF	TCGA-A7-A0CE-11A-21R-A089-07
LOXL2	-0.66475
SERPINA7	-5.99233333333333
LOC201229	1.69475
CHRNA1	0.53725
DENR	-0.211166666666667
RARRES2	1.15975
SENP2	-0.016625
XPNPEP1	-0.182375
PCGF5	0.5221
HIST1H1T	-0.198
CDK5RAP1	-0.551
PRKG1	1.6245
RASGRP1	0.0481
CFI	1.45766666666667
KIR2DL3	0.277
FOXRED2	-1.19321428571429
FABP1	-7.13
TRIM7	-1.8815
CYP20A1	0.496272727272727
CYTL1	-0.6305
SORBS1	2.29491666666667
PEA15	1.40435714285714
GUCY1A2	0.590333333333333
ZSWIM2	-0.251
PH-4	-0.136625
PACSIN1	-2.438
LOC152586	-0.1765
UMODL1	-1.9265
KREMEN1	0.324875
FLJ35773	4.6285
RFPL4B	0.48725
SNAP23	2.60575
STXBP6	-1.28375
C6orf115	-0.738
ZBTB33	0.67075
CHST9	2.68933333333333
MGA	-0.1280625
FAM128B	-0.76
GPR4	3.08433333333333
KIAA1957	-0.7685
GSTK1	-0.024
CLCN5	-0.823
FBXW5	-1.5525
FUSIP1	-0.149142857142857
MAG	-0.9305
FLT3	3.22416666666667
STRA8	0.0285
SERPINB4	-4.22
JMY	-0.547333333333333
DLK2	-0.172333333333333
ZNF451	0.4632
HES6	-3.8285
FGF9	-2.13175
VNN1	-0.0936666666666667
SRPK2	0.6454
ALDH3A1	-1.84766666666667
CDX4	-0.5755
SPG21	0.17675
ZNF302	0.7038
DOK3	0.544875
GRIN1	-1.52214285714286
OR1A1	0.269833333333333
CALU	-1.237
ANKFY1	-0.140833333333333
C9orf84	-0.0825
CLEC2L	-0.7055
LIMCH1	1.94825
RWDD1	0.173333333333333
VHLL	-0.03375
SLC18A2	0.4295
UPK3A	0.812166666666667
FIP1L1	0.4035
LENEP	0.0498333333333333
RHOB	1.0955
RIBC2	-0.3385
GNPNAT1	-0.66875
TBC1D10C	-1.07975
MMAA	1.30475
INTS9	-0.28925
HOOK2	0.151875
CCNG1	0.155166666666667
CCDC144B	1.1305
MTMR7	1.556
NEU4	-4.23983333333333
HADH	0.916
CCKAR	0.187
TMEM173	1.617
AFAR3	0.1205
PTH2R	3.385
IFI30	0.25475
GLUL	1.6064
TMEM71	2.27166666666667
C20orf165	-0.271
BFAR	-0.724375
ZNF14	1.3775
KLHL8	0.0846428571428571
PPIL2	-1.187
CTA-126B4.3	-0.695333333333333
C5orf37	-0.09825
SLC27A4	-1.79483333333333
KLHL22	-0.9485
GJB2	-0.8912
HSPBP1	-1.482
PRKD1	0.953333333333333
SOX8	-1.417625
KIAA0195	-1.23083333333333
MICALCL	3.0585
ICAM1	-0.666625
C10orf126	-0.032
SIX4	-0.87275
BCL2L1	-0.7179
CD19	-0.7075
RAPGEF3	2.23816666666667
KIAA0974	-0.278
MAPK3	-1.16383333333333
OR10A3	0.646
MAP2K1IP1	1.69
STK4	-0.719222222222222
CHIC2	1.0677
DLX5	-0.840333333333333
ZNF367	-1.047
FBXO41	-0.79875
ADK	-0.00125
hCG_1995786	-0.625666666666667
GTPBP10	0.17625
TGOLN2	0.9615
CTBS	0.432833333333333
FGD1	-0.53
ETS1	-0.0348333333333333
EDC4	-0.762625
GSTA3	1.10725
HOXB6	-0.711833333333333
C9orf131	-0.07025
BCAS1	-0.53275
U2AF1L4	-0.871
PDHA2	0.0606666666666667
SORD	0.138
SLC25A33	-0.2985
WDHD1	-2.3405
OR8K5	0.134
RNASE11	-0.065
STAP2	0.20525
TRIM44	-0.1129
CHCHD8	-1.133
SIDT2	0.982833333333333
OR2B3	0.0735
TRRAP	-0.39925
TRAF1	-0.220833333333333
RYR2	-1.20025
FAM71B	-0.0283333333333333
SLC45A4	1.141
TRIM32	0.263625
ATP6V1G1	1.39475
TRA16	-1.19725
SERHL2	1.58025
PRKY	-0.2105
NPR2	-0.22925
TAS2R40	0.64175
OR5I1	0.356
ZFYVE26	0.574166666666667
WFDC11	-0.334
CSH2	-0.0975
OR2T8	0.67475
TBX20	-0.681
LYPD5	2.571
STOML2	-1.22383333333333
ALPI	-0.171375
FAT3	0.107125
ZNF273	-0.3284375
NPSR1	0.5525
FLAD1	-0.944166666666667
RAB5C	-1.14375
TTLL3	-1.137875
KIAA1618	-1.08766666666667
NPPC	2.737
ZEB2	0.3834
MRP63	-0.37925
WSCD2	1.3545
NEUROD4	-0.19175
SNAPAP	0.54175
MTMR2	-0.402352941176471
STK35	-0.709875
USP48	-0.4765
NR1H4	-3.53975
RASL10A	3.3425
SSTR1	-2.4045
C1orf35	-0.9415
APOBEC3C	-1.2285
RUSC2	0.794666666666667
SALL4	-4.70775
ZCCHC8	-0.29425
RAD17	0.21375
ZNF708	0.8205
LILRB5	2.52975
TEX12	-0.375
C9orf79	-0.12475
ARHGEF1	-1.38166666666667
ABCA4	2.089
RNF214	0.19175
PPAPDC2	1.29425
ARID4A	1.53033333333333
SYCP2	0.629375
OPRM1	-0.112
RP13-102H20.1	1.23725
CYP26B1	1.37383333333333
APCDD1	3.75666666666667
PCCA	0.03025
ALS2CR7	0.914
AQP5	3.18716666666667
YLPM1	-0.00612499999999996
PRKAR1B	-1.7073
IL16	0.8989
TCF3	-0.8985
ZSWIM7	0.26475
SERPINE1	-1.5942
BAI2	-0.124
SMC5	-0.0742142857142857
SMN1	0.1
SLC13A5	-3.39275
POU2F3	1.9615
BACH1	0.00283333333333334
GMCL1L	0.529666666666667
PPP2R2D	-0.18125
LRRC51	1.2995
EDARADD	1.6185
LRRC3	-0.5055
FAM124B	0.95375
C20orf70	-0.0685
LOC285735	-1.5925
CTBP2	1.5164
ZMYND11	1.61
CDH23	1.51825
OR1N1	0.2075
LOC400590	0.16075
PDK1	-2.106
LMTK3	-0.6615
USHBP1	1.1193125
ZFYVE21	1.2535
hCG_21078	-0.22025
OAF	-0.805875
WDR41	-0.3225
SPINK6	-0.611
GDEP	0.3075
MEG3	-0.9857
OXSR1	-0.66
RAD51	-3.509
RPL13A	0.341
DYRK1A	-0.0303
FLJ25791	3.095
SARDH	-0.9117
RBBP5	-0.352166666666667
ORC2L	-1.344
NCAPH2	-1.92266666666667
RNASET2	-0.171666666666667
WDR79	-1.67083333333333
FLJ39779	-1.01325
C3orf1	0.33525
DDX23	-0.3105
MGC40574	-0.42725
MORC4	1.1765
MYRIP	3.45463636363636
LY6E	-0.7525
SLC39A11	1.211625
ATP12A	0.0415
AUP1	-1.48975
PIP	6.98575
CORO7	-1.475
PITPNM3	0.631
ENPP1	1.133
PPP1R1C	-3.21133333333333
NRBP2	0.508375
KCNE2	1.747
P2RX4	0.503
CCND2	-1.16614285714286
OR5T3	0.6065
CUL4A	0.276833333333333
CFB	1.913875
PCP4	-2.71566666666667
HEMGN	-5.81816666666667
UBIAD1	-0.39
CDC42BPB	-1.0408
CYB561D1	-0.5435
RIMS2	-1.382
ZNF488	-0.65375
RNMTL1	-0.29925
SART3	-0.304166666666667
CAPN10	-0.996
CCR5	3.93083333333333
APOA1BP	-0.365166666666667
NDUFS5	-0.459
PDLIM3	4.5184
VPS24	1.2237
SCN8A	-0.115375
C1orf67	-2.12
MRCL3	1.13866666666667
TMEM145	-2.62975
KCTD16	-0.103333333333333
RNF149	1.07725
FDXR	-1.89575
CDCP1	1.1275
PAX3	-3.1645
LASS4	-0.3725
HSD17B8	0.074
YAP1	0.976
NNT	-0.79675
SC5DL	1.739375
DKFZp566H0824	0.0125
KSR2	1.2325
RAD21	-0.4834
ST8SIA2	0.0255
L3MBTL3	0.520375
SNRPB	-2.84325
MGC14425	0.30775
MIF	-2.56175
TAPT1	1.001
IRF8	1.9565
PRO0132	1.8195
HERV-FRD	-1.114
ACD	-1.27633333333333
BCL3	0.704
SPATA13	-0.818
MRLC2	0.716625
F2RL3	-0.390375
CFHR3	3.2045
DUSP15	-2.11433333333333
TMEM46	0.3085
SF3B4	-1.17033333333333
MAP7D3	-0.19825
STELLAR	0.72
SEMA5A	1.139
H2BFS	-1.82875
LRRC28	-0.801833333333333
MORN2	0.6685
XYLB	-1.522375
WDR21C	-0.4425
HIATL1	-1.204375
ADAMTS10	-0.259
WDR55	-0.34825
MFSD5	-0.359
OR4N2	-0.345
DUSP16	1.59272222222222
NLGN4Y	-0.8494
INHBC	-0.186
NUMA1	0.1105
DEFB123	0.01475
GIPC1	-1.175
MGC27348	-0.343
FLJ33590	-0.133
FZD1	2.8952
MKL1	0.549333333333333
SAA2	4.65
C1orf94	-2.572
C7orf28B	-0.059
TMEM185A	0.36435
ZZZ3	0.8795
C16orf5	-0.861666666666667
GALNAC4S-6ST	1.2125
C1orf186	3.378
IGFBP4	1.2
NDUFA10	0.921166666666667
CLIC2	1.14525
RNF13	0.8405
GPR103	-0.92575
CD69	-1.09525
MYOZ1	1.9575
IFNB1	-0.2125
CLNS1A	-0.33125
CXorf45	-0.029
ZXDB	0.7175
FUNDC2	-0.4725
GPA33	-1.026625
C9orf70	0.1115
SLC2A9	0.771
LOC126520	-0.2685
MAGEB1	-0.67125
LCE2A	-0.2955
C18orf34	4.7045
FMNL2	0.434625
KRT85	-0.00700000000000001
CRYGA	0.095
GEM	2.58325
THAP6	0.4446
ALKBH3	0.305833333333333
TM6SF2	-0.61675
C20orf82	6.1
RANBP2	0.5285
LIG3	-0.461
RETSAT	0.738
OR8S1	0.403
CAST	0.44275
TGFBI	-0.2352
C15orf37	-0.35875
PGM3	-0.903
SLC4A11	0.02875
FAM123C	0.112833333333333
TAOK1	0.14225
CISH	-0.5005
OGDHL	-3.99575
SPINT2	2.17516666666667
ZNF33A	-0.1215
CLDN18	-0.0405
RNF128	1.962875
CCDC71	-1.371
RASSF6	3.571
HSPG2	0.607
ATP6V0E1	1.057875
ABHD6	-0.07125
CD274	0.6405
GCNT1	0.90225
NT5C1A	-0.2225
TM4SF5	-4.67875
C21orf58	-2.57
SUCLA2	0.809
RFTN2	3.626
SCNM1	-0.533875
SLC9A10	0.327
FUNDC1	0.56475
SLC35F4	-2.67825
AMD1	-0.2715
COL6A6	6.55175
OR4K2	0.784
TRIB2	-0.3005
LOC91461	-1.59625
GHSR	0.3405
ATP8B1	0.60725
C1orf78	1.6365
RNF183	1.92316666666667
STX4	-0.0178
TPPP2	0.1615
MYBPHL	-2.065
TXNDC6	0.4666
C9orf47	-0.3985
FAM137B	0.464
FANCB	-2.57825
C11orf9	-2.48725
DPY19L1	-0.153
VDAC2	-0.192666666666667
VHL	-0.19
LMBR1	0.253625
C8orf44	0.25775
ZPBP	1.1275
FGF23	-2.23775
C21orf67	0.06425
PCNT	-0.69125
BCKDHB	1.2174
GALNTL5	0.05675
BET1	-0.336875
ARL13A	null
HDAC6	-0.831625
N4BP3	-0.492166666666667
OTOP1	-0.0901666666666667
TTC30A	1.920375
CRISP1	-0.1995
KRT32	2.5655
VSTM1	-0.064
ZNF622	-0.515
POLR3B	0.0837
DNAJC10	0.6745
C12orf54	3.7445
ADIPOQ	3.99183333333333
RIT2	0.00425
CD44	-0.3267
ABCA3	0.392
RPS17	0.2235
FEZF1	-0.17
PCDHB15	0.28225
KCNMA1	0.950409090909091
CCDC116	-1.9945
C15orf27	-2.277
NARG2	0.0418125
ITGA5	-1.4725
MEFV	0.625
TUT1	-1.105
LOC541473	-0.46825
NMBR	0.139
GLT1D1	-2.36233333333333
ABCB7	0.155
PFKP	-1.898
C9orf91	0.8809
LRRC41	-0.1215
C1orf85	-0.598833333333333
ATP5F1	-0.330125
STOX1	1.856875
GFOD2	-0.6035
SLC25A3	-0.51975
ZNF646	-0.2091
ZAR1	-0.5095
OSTbeta	-3.43375
GALNT3	3.85425
IFT122	-0.1335
LDB3	0.8703
GARNL1	0.444214285714286
HOMEZ	-0.0598333333333333
LRRC6	3.03475
ANGPTL5	-0.2955
UBAC1	-0.485
DLEU7	-0.53775
RPL19	-0.19325
TOP1MT	-0.573166666666667
LOC643641	0.54425
MBD3L2	-0.416
NTSR1	-0.260333333333333
WISP2	0.796
GPSM2	-0.0965
RDH10	1.7811
PRKCG	0.2425
HIST1H4J	-0.356
MON1B	-0.3393
MLF1IP	-2.05683333333333
ZNF446	-0.220875
COL4A5	0.774
SLC26A1	-0.974642857142857
RGN	1.075125
CCNB1	-3.52425
C9orf165	-0.35225
CCDC28B	-2.2075
CCDC97	0.90825
FGR	2.072875
MSRB3	1.7976
EPN2	0.3895
COX15	-0.841333333333333
KCNK6	-0.5481
XK	-2.262
GDA	-5.139625
HEPH	0.679125
THRAP3	0.244
MET	0.792
PHYHIP	1.621
LYAR	-0.894166666666667
ING3	1.12575
AK7	-0.13775
CCT8L2	0.185625
COPS7A	-0.236
WSCD1	-0.58175
RNF185	0.68775
TNS3	0.052
KNDC1	-0.621
RWDD4A	1.023
MED13L	1.3779
ZFYVE1	0.063625
C7orf44	-1.84833333333333
MRPL1	-0.123
STGC3	-0.681
TEAD1	0.111166666666667
RPL7A	-0.0955
ARL6IP1	0.0631
C1orf178	-1.047
CTAGE5	0.976916666666667
TMEM184A	-0.471333333333333
SLC25A14	-0.12225
CACNG5	-0.185
ATXN10	0.7538
ECH1	-0.4394
CCL22	0.14925
CYP2F1	-2.57016666666667
GADL1	-0.3455
TMEM19	0.1043
RUNX3	0.71925
EFNB1	0.882
LIPN	0.2365
ACSM3	-2.914
SIGLEC8	1.77416666666667
ASCC3L1	-0.64325
NOL8	0.236125
RELT	-2.14483333333333
Magmas	-1.40925
PPP1R15B	-0.4263
C11orf2	0.14775
VKORC1	-1.4415
MGC26647	0.0695
TRPM6	2.33425
UGT2B7	-2.27116666666667
FEV	-0.2135
FOXK2	-0.5107
PDCD5	-0.971166666666667
SLC8A1	2.0186
DGUOK	-1.10133333333333
CLDN16	0.9595
GAGE1	-1.371
RBM17	0.5969
C1QTNF3	0.029375
VGLL3	0.307
UNQ5830	0.117
CD1A	-3.6565
SCGB1C1	-0.2025
SUPT4H1	-0.813
TRAF5	0.85725
ASAHL	1.3565
FAM73A	1.27283333333333
OR6B1	0.5295
WHSC1	-1.71995
GFPT2	1.02275
LOC339809	-1.19225
STARD5	0.17175
SIP1	-1.21575
DNAJC15	0.009
STAU2	0.5884375
FAM98A	-0.434125
RAD23B	-0.7491875
LRRC33	-1.06275
CHRAC1	-0.00750000000000001
C21orf89	0.41325
C19orf43	-0.339
KLK8	3.56466666666667
CCNE1	-2.748625
PKDREJ	1.62633333333333
SSU72	-0.14325
C17orf73	0.035
GPR78	-0.672
WHSC1L1	0.3959
GSTA2	0.98975
SMUG1	-0.719833333333333
UFM1	1.0521
AP3M2	-0.166333333333333
USP14	-0.369125
FBXL14	1.0245
DSTN	1.571
SFRS14	-1.22025
FBXO31	0.174166666666667
C12orf40	-0.49825
FRS2	1.1715
NR2E3	0.7435
TUBB2C	-1.39325
GMPR	-1.13016666666667
C9orf139	-0.564
ING5	-0.514214285714286
LOC730092	0.350666666666667
ORM1	-5.311
RP11-11C5.2	-1.154
HSPD1	-1.1083
PIWIL3	-0.27175
C5orf13	-1.2158
OR5R1	0.5495
LCOR	0.904875
PLEKHA9	0.0845
CCDC43	0.20675
ZNF232	0.51525
SLC6A7	-0.951
ADH5	0.837
SHBG	-1.2955
CROCCL2	0.132
PANX3	-0.329
CDIPT	-0.7265
SLC16A5	1.28
TUBB	-1.980875
TOR3A	-0.3533
PREP	0.147
ENTPD8	-0.109571428571429
CHMP1B	0.82925
SYT12	0.5931
MYH6	-2.4143
MAP3K13	0.899
KLHL30	-0.268666666666667
LCMT1	-0.576625
EIF1AX	0.510583333333333
FOXD4L1	-1.2695
SLC24A5	-0.8785
RNF166	-1.0824
TJAP1	-0.57425
TMEM156	0.772666666666667
ZNF239	1.07325
SNX19	0.5563
GKN1	0.74775
FCN1	2.2221
C1QL1	-2.24475
ATP11C	-0.07775
ZNF35	0.343
CARD8	0.9835
LIMD1	-0.221333333333333
KIAA0286	-1.013375
XRN2	0.414333333333333
CD6	-0.593666666666667
TOX3	0.913625
ZSCAN4	-0.2925
RSRC1	-0.551125
COG1	0.12325
PTRF	0.5757
C16orf35	-1.039
FBXO24	-0.46575
CHST11	-1.006
THRB	1.4061
MYBPC1	5.9335
RNF39	2.18583333333333
PSMD11	-0.753
ALAD	0.547666666666667
EN1	1.18125
SLC9A9	2.4435
GSTM4	0.0518
CDC42BPA	-0.035
RCSD1	1.01975
LUC7L2	0.1841
SPTBN1	1.6426
LOC146167	-0.0065
BAT5	0.4723
ZNF452	0.85875
LSM4	-1.62
SRP72	-0.5101
SGK269	0.0295
MTX1	-1.233
CENTA1	-0.6665
UNQ9433	-0.676
ATR	-0.02625
DDX49	-1.29066666666667
PAQR8	-0.294833333333333
C14orf174	1.16475
GBGT1	-0.42575
THAP1	0.7485
OR10K1	-2.022
RASIP1	-0.732333333333333
DPYD	1.666
DOHH	-1.2795
C18orf45	0.95675
POF1B	2.2015
ZNF552	3.24625
USP32	-0.572625
MED27	-0.822333333333333
C14orf149	-0.750666666666667
PRDX4	-1.25333333333333
ABHD12	-0.2843
AGT	-3.0535
SLC22A14	-0.748
C1orf58	0.60725
PILRA	-1.17
ABCF2	-1.2325
C17orf85	0.3293
TKTL1	-0.01825
FGF1	3.2243
IL6R	0.1235
VPS25	-1.01975
CHRNB2	1.13025
COL7A1	-1.6944
LRRC48	3.39433333333333
SPG20	1.89691666666667
COX10	-0.546
GCA	1.493
ECEL1	1.5015
GLG1	0.202833333333333
SRD5A2L2	0.05225
MUTYH	-1.31625
ZNF70	-0.13075
L2HGDH	-0.911
GPATCH2	0.899
ZNF655	-0.128625
ZNF227	0.754
MCOLN2	0.332666666666667
NQO2	-0.68475
KCNQ5	-0.298
NEU1	0.610166666666667
QRICH1	0.00675
ZBTB20	1.308
RPUSD3	-2.0885
EPGN	-0.872
TSN	0.405833333333333
SPRY2	0.585333333333333
LZTFL1	1.20225
GMFB	-0.18975
PBEF1	0.8843
HBG2	-4.44575
TMEM8	-1.63325
PALM2-AKAP2	1.21266666666667
NFYA	-0.37225
FAM108A1	-0.495
PBLD	1.67575
NRG4	-2.65875
PIGF	-0.501
PTGER1	1.84375
NOS2A	0.606333333333333
C21orf34	1.30033333333333
C21orf51	0.581416666666667
IL17C	-0.5165
TRMT6	0.181
ETV2	-0.324166666666667
CCDC109A	-0.37925
MYLK2	-2.9245
ATP10A	1.6305
DPH4	-0.21625
C5orf5	0.280833333333333
KCNA4	0.644166666666667
NMNAT2	1.05266666666667
GLYATL2	2.871
LSMD1	-0.487
IL23R	-2.1915
NRF1	-0.513
MUC15	2.7845
PRDM12	-2.5765
PAQR4	-2.08935714285714
RBBP6	-0.4583125
IFI27	2.82425
SKAP2	1.16133333333333
TAGAP	2.456125
TJP3	0.444
C9orf61	3.475
IDS	-0.354857142857143
PARG	0.30775
LOC131149	-0.288
DYRK4	0.347333333333333
MICALL1	-0.3225
GALR2	-0.7435
GPBP1L1	1.049875
TBX21	4.0415
KCNJ6	-0.430333333333333
GGN	0.54025
CASP5	1.119
RNF182	-3.55475
BRD4	-0.61175
DOK4	-0.871625
SLC46A2	1.66366666666667
SOX9	1.73225
ZNRD1	-0.4565
PRR6	-2.88125
FAU	0.4935
DTNB	0.709
CARD9	0.76975
STS-1	-1.70983333333333
SLC4A5	0.22525
NSBP1	-0.2125
UGCGL2	-0.0905833333333333
POTE15	0.1165
NOXA1	-0.4695
RP13-347D8.3	2.599
SAMD10	0.174
EP400NL	-1.8
TCF21	0.40925
AMELX	-0.1605
JPH2	1.9096
SLA	2.835625
DLST	-0.848166666666667
SEPT12	0.68875
RGS20	-4.355
LXN	1.81416666666667
ZNF419	0.323625
UPK3B	-0.343333333333333
RELL1	2.091
ESPNL	0.3415
KLHL21	0.617125
PI15	5.445
C2orf61	0.595
LOC407835	-1.91966666666667
RER1	-0.126583333333333
ELAVL2	-0.0755
MGC26718	0.39125
KLF2	2.23825
TNFAIP8L3	1.35316666666667
TFE3	0.17625
C11orf17	-0.045875
15E1.2	-2.2025
SNRPC	-1.749
DLGAP1	1.327
PGLYRP1	0.180875
OVCH2	2.0405
IRF7	-0.5038
SET	-0.9472
NAB2	-0.8365
LRP5L	-0.29875
FAM120A	0.136375
ASCL2	-0.441833333333333
SHH	-0.556
ATP5H	-1.003
THPO	-0.2205
TYRP1	-5.0435
HIST1H3E	-0.381833333333333
EIF2S1	-0.234833333333333
TNFRSF17	0.169833333333333
TARSL2	1.08
NKX2-8	-0.61975
C1orf115	2.994625
LOC56964	-0.162
KIAA0841	0.179
ISCU	1.191
TTMA	-0.0555
ZNF414	-0.8815
LOC441150	-0.20575
RAB15	1.467
HBP1	1.851
TNNT2	-1.4165
CECR5	-1.09225
PHGDH	-1.83225
JRK	-0.3861
XPO4	-0.739125
FAM131C	-0.687
ARHGAP25	1.63583333333333
CA9	-4.27333333333333
GPR62	0.738333333333333
TLX1	-0.75
GPS1	-1.575
OR2M2	-0.165
BDP1	0.0549285714285715
FAM70B	-1.79075
RPS29	-0.138083333333333
MKLN1	-0.1944
TSPAN19	-2.2465
SLC29A3	0.3872
LGALS4	0.706166666666667
USH2A	-0.0501666666666667
NF1	0.213333333333333
APOBEC3A	1.37633333333333
IMPAD1	0.4025
OLR1	1.08833333333333
NRAP	-0.3495
HCFC1R1	-0.588333333333333
TAOK2	-0.109666666666667
MCM10	-3.80016666666667
MAP4K3	0.647666666666667
CBS	-3.30825
CLK3	-0.8441
PCDHGA5	-0.445
ELF4	-0.331375
FAM71A	-0.0785
C11orf49	-0.752
CLIP2	-0.86725
BTBD9	0.8355
ZNF524	0.35475
KDELR1	-1.1295
ZNF509	1.11
NCSTN	0.68
ZNF533	2.2455
PARP4	0.258125
GALNT9	-0.5685
NPY	-2.14125
BEGAIN	-0.789833333333333
TMEM77	0.818833333333333
FOXRED1	-1.74833333333333
SLC16A2	1.14916666666667
SLC35B1	-0.99475
GK5	0.08975
SDCCAG10	-0.18225
C4orf20	1.1875
SLC9A2	0.727
ADD1	0.0269285714285714
TAL2	-1.2515
ACLY	-0.032625
DNAJC1	0.2815
SOST	-1.95025
USP43	0.508666666666667
CYP4F12	-0.7795
FKBP5	2.08725
CHCHD5	-1.0445
NUDT22	-1.093
CCDC85B	-1.70975
OR51G2	0.176
STRN3	1.23685714285714
TMOD2	1.673
FLI1	1.5225
MAB21L2	0.765
DGKQ	-0.66175
VPRBP	-0.665666666666667
SCNN1B	-0.0978
ECHDC3	1.8285
TMEM106C	-0.0035
CSNK2A2	-0.8385
RPL39	-1.3386
HERC3	0.6334
ZBTB47	0.984
ZNF681	0.96475
PAGE2	-3.4
CLIC5	3.99128571428571
RABAC1	0.26775
ZFHX2	0.54575
YPEL1	0.0818333333333333
KIAA0776	0.89875
NR1D2	1.65175
DNAJC4	-0.94325
NPNT	1.6434
ZNF677	1.721
ZNF536	-0.24425
MEF2B	-0.405166666666667
PTPN4	0.257125
CTCFL	-5.697
STX5	-0.318333333333333
CD72	1.97575
VEGFA	-2.44236842105263
XRCC1	-0.393
MAS1L	0.485666666666667
ELL	0.3004
SETBP1	3.0955
CDH11	2.48966666666667
NDC80	-3.42846153846154
DMBX1	-4.259
NRSN1	0.1475
BAT2D1	-0.2645
CDS2	0.995666666666667
C1orf212	0.316166666666667
SENP3	-0.9275
IL1F9	0.6585
EEF2K	0.3775
COG8	-0.40575
CEP72	-1.54425
OR1L8	0.08
MUS81	-0.688583333333333
PHYH	0.18575
GGT6	1.76066666666667
C22orf23	-0.233833333333333
C13orf33	5.3855
MAPK8IP2	-0.7145
NELL2	0.1865
POU3F2	-3.32816666666667
ALPK1	2.25225
MRPS18C	-0.69425
RPLP2	-0.638
FGF22	-0.024
SPNS1	-1.71866666666667
ZFP1	0.42575
IL1RAPL1	0.415
PCSK9	-4.26516666666667
NKX2-1	0.0662142857142857
C6orf189	3.405
SP4	-0.4285
SLC11A1	0.9507
C21orf25	0.936
ICAM2	0.776625
SH3GL1	-1.54583333333333
GSK3B	-0.681833333333333
RALB	1.572
PDXP	-2.78983333333333
GNGT1	-2.880875
KIR2DL1	0.366
TNFAIP3	0.36925
C6orf32	1.7987
CBLN2	-1.28
PANK3	1.0675
TAAR9	0.7
WDR82	0.198714285714286
APOM	-4.0375
TRIP10	-0.8575
SPATA16	0.174666666666667
C1orf135	-2.8925
USP51	0.8965
TESK1	0.4935
C11orf64	0.468375
ZNF611	0.131
PDE6G	-0.0585
HLA-DQA1	1.529875
GCLC	0.787375
SEC61A1	-0.4725
TWSG1	1.39033333333333
ZMYND10	1.3825
CTDP1	-0.3955
ADAMTS6	-0.0515
SLIT1	-2.482
KRT86	-1.045
KIAA0574	-0.65875
GTPBP2	-0.5439
PQLC3	1.258
PRRX2	-0.257666666666667
C15orf44	0.245166666666667
MKKS	-0.81425
C11orf10	-1.186
GPR110	1.837875
CD109	-0.6895
ADCY1	-0.619833333333333
RHBG	-3.97875
TP53I3	0.466625
SLC22A3	0.6386
UCP2	-1.59675
FOXG1	-2.61116666666667
OR2AG1	-0.0735
TRIM24	-1.46225
PROC	-4.716625
TAAR6	0.34325
AMTN	-1.465
C10orf47	0.09
DEPDC1	-2.9195
FLJ45557	5.11525
ZDHHC17	0.4991875
KIAA1429	0.531333333333333
KCNH1	0.01925
VNN3	0.253375
PSMAL	2.557
PPARD	-0.334875
HFM1	-1.03725
YBX1	-0.528666666666667
ZNF695	-2.4965
SCTR	0.098
DCDC1	0.3655
VPS26B	-0.082
MTF2	-1.59483333333333
ATP6V1F	-0.8075
CCDC94	-0.95275
PERF15	0.199
CCL11	2.16175
LMO7	0.118375
DCST1	0.0405
ADRBK1	-0.52075
CDRT4	0.391375
ZNF84	-0.17725
HOXD8	1.836
STARD8	0.346833333333333
FOXP2	-0.3825
CCDC103	0.59975
POLR3A	-1.1752
GSC	1.05883333333333
ZNF114	-1.90416666666667
HTR7P	-0.2475
LALBA	-0.3145
RMND5A	-0.0663333333333333
PSCD2	-0.16125
ZNF409	-0.3055
KRTAP1-3	-0.1775
MAF1	-1.0025
LOC201725	-0.83
NRN1	0.37525
SPAG5	-4.13466666666667
DNAH7	2.955
FLJ43860	-0.2225
BRCA2	-1.93275
ACADM	0.9265
CXXC6	-2.772375
RAGE	-0.462
CHMP2A	0.36575
FAM8A1	0.8262
GPR21	0.7765
SLC12A3	-3.66783333333333
FVT1	0.786785714285714
ZDHHC7	0.2585
FLJ44048	0.90775
SLC44A3	2.36116666666667
SDSL	-0.0675
MMP8	-1.4915
PLA2G12B	-4.3445
ACY1	-1.6575
MT1E	1.334
OR4K15	0.073
TECTB	-0.376
GPR20	-1.003625
IRAK2	-0.5365
RFPL3	-0.53025
MYO9A	1.244
NARG1L	0.10725
BLMH	-0.819375
CCDC3	3.914
C9orf21	0.145666666666667
KIAA0513	0.1695
MIER2	-0.45725
PNMA2	-0.308833333333333
SH3BP2	-0.135
ANXA10	-0.86025
RTN2	-0.481333333333333
TFB1M	-1.3495
PRPH2	3.8915
C14orf133	0.09225
GOLGB1	1.214
IRX4	1.1415
NFKBIL1	-1.23616666666667
C10orf62	0.2325
APBB3	-0.5765
RPS10	-0.8808
LOC728378	1.89225
TLE3	0.0812777777777778
PSMB7	-1.510625
MESDC1	0.252
SLC6A1	0.845
OCLN	1.18841666666667
PTTG3	-3.9255
NAGLU	-0.86525
SERTAD4	1.35575
SPRY1	2.17225
FLJ10781	1.39466666666667
MYSM1	0.25475
TRIM4	0.807642857142857
SH3YL1	2.194625
TREM2	3.94966666666667
SERPINI1	2.3015
HDHD3	-0.616625
TMEM38A	-1.0705
EID2B	-0.13
TDRD3	0.656833333333333
SEDLP	0.5425
THSD7A	3.68683333333333
NDST3	-2.41725
KLHL15	-0.292166666666667
DHRS12	1.457
FBXO9	0.451857142857143
TNPO1	-0.894416666666667
MRPL13	-1.37566666666667
SNX5	-1.96983333333333
METTL6	-0.457
