Hybridization REF	TCGA-AR-A0TW-01A-11R-A084-07
IFT122	-0.222166666666667
LDB3	0.2436
GARNL1	0.352642857142857
HOMEZ	1.02283333333333
LRRC6	1.71325
ANGPTL5	-0.77
UBAC1	-1.03375
DLEU7	-0.6245
RPL19	-0.112375
TOP1MT	-1.227
LOC643641	0.042375
MBD3L2	0.2455
NTSR1	0.432833333333333
WISP2	-3.1855
GPSM2	-1.1275
RDH10	0.3264
PRKCG	0.5475
HIST1H4J	3.5965
MON1B	-0.1029
MLF1IP	-0.811833333333333
ZNF446	0.913125
COL4A5	-0.9817
SLC26A1	0.338571428571429
RGN	-3.2525
CCNB1	-2.92925
C9orf165	-0.306
CCDC28B	-0.6985
CCDC97	0.92425
FGR	2.17925
MSRB3	-0.1017
EPN2	-0.3765
COX15	0.104
KCNK6	1.1518
XK	-3.8615
GDA	-4.533875
HEPH	-1.079375
THRAP3	0.9375
MET	-2.26564285714286
PHYHIP	-0.89475
LYAR	-1.0155
ING3	-1.379
AK7	-0.916
CCT8L2	-0.117625
COPS7A	0.457833333333333
WSCD1	-1.15325
RNF185	0.60325
TNS3	0.40575
KNDC1	0.333
RWDD4A	0.517833333333333
MED13L	1.3008
ZFYVE1	0.934875
C7orf44	-0.287166666666667
MRPL1	0.4105
STGC3	-1.5665
TEAD1	-1.20583333333333
RPL7A	-0.0965
ARL6IP1	0.6397
C1orf178	-0.835
CTAGE5	0.6625
TMEM184A	0.603
SLC25A14	0.365
CACNG5	0.15125
ATXN10	0.9033
ECH1	1.0503
CCL22	0.35025
CYP2F1	-0.862166666666667
GADL1	-0.095
TMEM19	0.83
RUNX3	0.1505
EFNB1	-0.961
LIPN	0.0735
ACSM3	-4.8275
SIGLEC8	2.50433333333333
ASCC3L1	0.04075
NOL8	-0.869625
RELT	-0.448833333333333
Magmas	0.47075
PPP1R15B	0.8405
C11orf2	0.3775
VKORC1	-0.0213333333333333
MGC26647	-0.23325
TRPM6	-0.105916666666667
UGT2B7	-4.17866666666667
FEV	0.3255
FOXK2	0.7393
PDCD5	-0.517
SLC8A1	1.3114
DGUOK	-0.810166666666667
CLDN16	0.275
GAGE1	-0.606
RBM17	-0.3568
C1QTNF3	-0.3055
VGLL3	-0.343333333333333
UNQ5830	0.08
CD1A	-3.3585
SCGB1C1	1.431
SUPT4H1	2.05175
TRAF5	-0.292
ASAHL	1.89825
FAM73A	1.29983333333333
OR6B1	1.145
WHSC1	-1.55475
GFPT2	-0.53425
LOC339809	0.355
STARD5	0.616333333333333
SIP1	-0.80375
DNAJC15	-0.03625
STAU2	0.6454375
FAM98A	0.194625
RAD23B	0.5636875
LRRC33	-0.65125
CHRAC1	-0.784
C21orf89	0.6675
C19orf43	-0.1955
KLK8	-3.5855
CCNE1	-1.116375
PKDREJ	0.141833333333333
SSU72	0.89725
C17orf73	0.466
GPR78	0.5235
WHSC1L1	0.7749
GSTA2	-2.057
SMUG1	1.31166666666667
UFM1	0.9351
AP3M2	-0.135
USP14	1.313625
FBXL14	0.819833333333333
DSTN	1.61825
SFRS14	-1.7175
FBXO31	0.0966666666666666
C12orf40	-0.24425
FRS2	1.66725
NR2E3	-0.19625
TUBB2C	0.255
GMPR	-1.15183333333333
C9orf139	0.046
ING5	-0.711785714285714
LOC730092	0.320666666666667
ORM1	-4.7545
RP11-11C5.2	-0.99225
HSPD1	-0.1559
PIWIL3	-0.272
C5orf13	-1.4185
OR5R1	0.5395
LCOR	-0.47325
PLEKHA9	-0.138
CCDC43	0.12925
ZNF232	-0.912
SLC6A7	-0.381
ADH5	-0.873833333333333
SHBG	-0.772
CROCCL2	-0.40875
PANX3	0.344
CDIPT	0.546
SLC16A5	-1.75275
TUBB	-1.12925
TOR3A	-0.8744
PREP	2.4945
ENTPD8	0.388928571428571
CHMP1B	-0.4665
SYT12	0.5669
MYH6	-1.7969
MAP3K13	1.33566666666667
KLHL30	0.3925
LCMT1	0.284625
EIF1AX	0.99875
FOXD4L1	0.352
SLC24A5	-1.7205
RNF166	-0.0933
TJAP1	-0.588
TMEM156	0.568666666666667
ZNF239	0.37325
SNX19	1.4749
GKN1	0.13275
FCN1	1.7871
C1QL1	-1.68175
ATP11C	0.15225
ZNF35	0.99325
CARD8	-0.00799999999999999
LIMD1	-0.7875
KIAA0286	-0.690625
XRN2	-0.726833333333333
CD6	0.413333333333333
TOX3	-0.865125
ZSCAN4	-0.595333333333333
RSRC1	-0.573
COG1	1.40175
PTRF	-1.1741
C16orf35	-0.193
FBXO24	0.08075
CHST11	0.37275
THRB	1.8895
MYBPC1	0.57
RNF39	0.577166666666667
PSMD11	0.46075
ALAD	1.0215
EN1	0.18225
SLC9A9	1.01225
GSTM4	-0.47
CDC42BPA	0.0407368421052632
RCSD1	0.3455
LUC7L2	-0.5411
SPTBN1	-0.5467
LOC146167	0.2025
BAT5	0.8499
ZNF452	-0.361625
LSM4	-0.775125
SRP72	0.1527
SGK269	-0.297083333333333
MTX1	0.69625
CENTA1	0.49675
UNQ9433	-0.081
ATR	-0.0398333333333333
DDX49	0.00533333333333333
PAQR8	-1.33616666666667
C14orf174	0.724
GBGT1	0.0035
THAP1	0.8625
OR10K1	0.5465
RASIP1	-1.92283333333333
DPYD	0.8883
DOHH	0.09325
C18orf45	1.03025
POF1B	-0.4689
ZNF552	4.064
USP32	0.853
MED27	-0.6185
C14orf149	-1.03466666666667
PRDX4	-0.0433333333333333
ABHD12	-0.4672
AGT	-5.8245
SLC22A14	-0.437
C1orf58	0.88425
PILRA	-0.85275
ABCF2	-0.104125
C17orf85	-0.354
TKTL1	-0.9235
FGF1	1.349
IL6R	-0.5025
VPS25	0.25325
CHRNB2	-0.197375
COL7A1	-2.5164
LRRC48	2.24766666666667
SPG20	-0.379833333333333
COX10	0.07725
GCA	1.35475
ECEL1	1.15016666666667
GLG1	-0.0815
SRD5A2L2	0.3485
MUTYH	-1.53875
ZNF70	0.105
L2HGDH	0.23325
GPATCH2	0.67625
ZNF655	-2.22125
ZNF227	0.406833333333333
MCOLN2	1.631
NQO2	-0.70675
KCNQ5	0.2885
NEU1	1.28433333333333
QRICH1	0.11425
ZBTB20	-0.322833333333333
RPUSD3	-0.0065
EPGN	-1.4342
TSN	0.18175
SPRY2	-3.063
LZTFL1	0.352375
GMFB	0.4765
PBEF1	-0.6846
HBG2	-2.3085
TMEM8	1.38375
PALM2-AKAP2	-0.702
NFYA	1.034
FAM108A1	0.072625
PBLD	1.71725
NRG4	-2.068
PIGF	0.09225
PTGER1	-0.252
NOS2A	-0.183666666666667
C21orf34	-1.25716666666667
C21orf51	0.34825
IL17C	0.4545
TRMT6	-0.664333333333333
ETV2	0.591
CCDC109A	-0.21025
MYLK2	-1.839
ATP10A	0.4322
DPH4	0.3585
C5orf5	-0.459833333333333
KCNA4	0.149666666666667
NMNAT2	0.0826666666666667
GLYATL2	-0.576
LSMD1	0.76075
IL23R	-1.9255
NRF1	0.0605
MUC15	-2.04716666666667
PRDM12	-0.1985
PAQR4	-0.204571428571429
RBBP6	-1.517125
IFI27	2.63275
SKAP2	-0.4325
TAGAP	3.15475
TJP3	2.0105
C9orf61	-1.1205
IDS	0.436214285714286
PARG	0.09125
LOC131149	-0.0285
DYRK4	-0.0446666666666667
MICALL1	-0.19375
GALR2	0.256
GPBP1L1	0.499
TBX21	4.50125
KCNJ6	-0.581
GGN	1.18325
CASP5	1.08716666666667
RNF182	-6.60875
BRD4	-0.66425
DOK4	-1.354625
SLC46A2	0.408333333333333
SOX9	0.0390833333333333
ZNRD1	-0.487
PRR6	-3.61675
FAU	-0.060125
DTNB	1.15033333333333
CARD9	0.07875
STS-1	-0.480333333333333
SLC4A5	0.140375
NSBP1	0.59125
UGCGL2	-0.46475
POTE15	-1.939
NOXA1	0.90375
RP13-347D8.3	0.51725
SAMD10	0.224333333333333
EP400NL	-0.27825
TCF21	0.07575
AMELX	-0.251
JPH2	0.1419
SLA	2.830375
DLST	-0.3665
SEPT12	1.49925
RGS20	-3.0455
LXN	-0.312833333333333
ZNF419	0.960125
UPK3B	-0.47
RELL1	0.531
ESPNL	-0.586
KLHL21	0.082
PI15	0.121
C2orf61	-0.4585
LOC407835	-0.275666666666667
RER1	0.455333333333333
ELAVL2	-0.2895
MGC26718	-2.98275
KLF2	1.035
TNFAIP8L3	-0.168833333333333
TFE3	0.42675
C11orf17	0.20425
15E1.2	-0.09275
SNRPC	-0.836
DLGAP1	0.247
PGLYRP1	0.250875
OVCH2	0.0425
IRF7	1.9111
SET	-0.602
NAB2	-0.745
LRP5L	-1.40975
FAM120A	0.8015
ASCL2	0.00716666666666668
SHH	0.4175
ATP5H	0.3195
THPO	-0.101833333333333
TYRP1	-0.327666666666667
HIST1H3E	0.901333333333334
EIF2S1	-0.121444444444444
TNFRSF17	0.723666666666667
TARSL2	0.32475
NKX2-8	0.3175
C1orf115	0.65075
LOC56964	0.5245
KIAA0841	-0.8295
ISCU	0.9395
TTMA	-0.3085
ZNF414	0.088
LOC441150	1.12475
RAB15	-0.4135
HBP1	0.786166666666667
TNNT2	-1.52583333333333
CECR5	-0.7695
PHGDH	-3.256375
JRK	-0.2091
XPO4	-0.130625
FAM131C	0.5385
ARHGAP25	1.224
CA9	-3.64611111111111
GPR62	0.177
TLX1	-0.0985
GPS1	0.66425
OR2M2	0.487
BDP1	-1.03957142857143
FAM70B	0.6225
RPS29	-0.606083333333333
MKLN1	-0.4361
TSPAN19	-2.2295
SLC29A3	0.5495
LGALS4	0.365333333333333
USH2A	0.388833333333333
NF1	0.0356666666666667
APOBEC3A	2.2445
IMPAD1	1.13783333333333
OLR1	1.92683333333333
NRAP	-0.486
HCFC1R1	0.398666666666667
TAOK2	-0.1925
MCM10	-1.82866666666667
MAP4K3	0.533833333333333
CBS	-1.446125
CLK3	-0.5104
PCDHGA5	1.588
ELF4	-0.18225
FAM71A	0.01325
C11orf49	0.04575
CLIP2	-0.8475
BTBD9	0.865
ZNF524	1.51775
KDELR1	0.372333333333333
ZNF509	0.7275
NCSTN	0.759
ZNF533	-0.467214285714286
PARP4	0.067375
GALNT9	0.0123333333333333
NPY	-2.7475
BEGAIN	-2.26
TMEM77	0.2425
FOXRED1	-1.24433333333333
SLC16A2	1.288
SLC35B1	0.76425
GK5	0.179
SDCCAG10	-1.52325
C4orf20	0.455
SLC9A2	1.823
ADD1	-0.00599999999999991
TAL2	-0.812166666666667
ACLY	0.638
DNAJC1	1.159
SOST	-1.38175
USP43	1.19066666666667
CYP4F12	-1.521
FKBP5	1.0075
CHCHD5	1.091
NUDT22	1.01325
CCDC85B	0.188
OR51G2	0.783
STRN3	1.24357142857143
TMOD2	0.33925
FLI1	0.061
MAB21L2	0.6735
DGKQ	0.822
VPRBP	-0.0383333333333333
SCNN1B	0.1572
ECHDC3	2.2029
TMEM106C	-0.09775
CSNK2A2	-0.8135
RPL39	-0.7657
HERC3	0.7905
ZBTB47	0.251666666666667
ZNF681	-1.74925
PAGE2	-2.34575
CLIC5	2.53264285714286
RABAC1	0.963
ZFHX2	0.4555
YPEL1	-0.287666666666667
KIAA0776	2.29775
NR1D2	0.42125
DNAJC4	0.7625
NPNT	1.039
ZNF677	-0.188
ZNF536	-0.46025
MEF2B	0.131083333333333
PTPN4	-0.832125
CTCFL	-4.9855
STX5	0.871833333333333
CD72	3.537
VEGFA	-1.61868421052632
XRCC1	-0.444
MAS1L	0.669333333333333
ELL	0.0317
SETBP1	-1.0925
CDH11	2.4965
NDC80	-1.94484615384615
DMBX1	-2.22675
NRSN1	0.424166666666667
BAT2D1	-0.213125
CDS2	0.629166666666667
C1orf212	0.0326666666666667
SENP3	-0.317375
IL1F9	-0.18
EEF2K	-0.681
COG8	1.45125
CEP72	-0.2135
OR1L8	0.437
MUS81	-0.428
PHYH	0.888
GGT6	-0.4425
C22orf23	0.555583333333333
C13orf33	1.159
MAPK8IP2	1.74925
NELL2	0.2095
POU3F2	-2.75433333333333
ALPK1	1.42975
MRPS18C	-0.312
RPLP2	-0.071
FGF22	-0.4655
SPNS1	-0.0441666666666667
ZFP1	-0.32225
IL1RAPL1	-1.355
PCSK9	-4.13383333333333
NKX2-1	-0.172357142857143
C6orf189	0.30975
SP4	0.107
SLC11A1	1.2698
C21orf25	0.8805
ICAM2	-0.325375
SH3GL1	-0.562833333333333
GSK3B	0.617666666666667
RALB	1.68475
PDXP	-1.01916666666667
GNGT1	-2.8085
KIR2DL1	1.2555
TNFAIP3	1.23566666666667
C6orf32	0.4703
CBLN2	-1.06775
PANK3	1.447875
TAAR9	-0.27
WDR82	-0.408357142857143
APOM	-3.567125
TRIP10	-1.03475
SPATA16	0.170166666666667
C1orf135	-1.76875
USP51	-0.25025
TESK1	1.2435
C11orf64	0.107875
ZNF611	0.034
PDE6G	0.957666666666667
HLA-DQA1	3.715625
GCLC	1.393375
SEC61A1	0.186785714285714
TWSG1	-0.258916666666667
ZMYND10	1.66875
CTDP1	1.458625
ADAMTS6	-0.396833333333333
SLIT1	-1.69625
KRT86	-0.3575
KIAA0574	-0.35475
GTPBP2	-0.7131
PQLC3	1.219
PRRX2	-0.792666666666667
C15orf44	-0.042
MKKS	-0.65275
C11orf10	-0.14925
GPR110	0.453
CD109	-2.5365
ADCY1	0.820166666666667
RHBG	-3.401
TP53I3	-0.6325
SLC22A3	-1.6954
UCP2	-0.84875
FOXG1	-2.12333333333333
OR2AG1	0.144
TRIM24	-1.00525
PROC	-3.884625
TAAR6	0.1225
AMTN	-0.898
C10orf47	-0.227166666666667
DEPDC1	-3.658
FLJ45557	0.37925
ZDHHC17	-0.4284375
KIAA1429	0.687833333333333
KCNH1	0.699
VNN3	0.09525
PSMAL	1.42775
PPARD	-0.262375
HFM1	-1.75625
YBX1	-1.645
ZNF695	-2.7605
SCTR	0.0775
DCDC1	0.29
VPS26B	0.9151
MTF2	-2.24233333333333
ATP6V1F	0.49725
CCDC94	-0.37325
PERF15	-0.1295
CCL11	4.18975
LMO7	-1.44675
DCST1	0.053
ADRBK1	0.559
CDRT4	-0.65125
ZNF84	0.13225
HOXD8	3.0465
STARD8	-0.192833333333333
FOXP2	-0.716875
CCDC103	0.0785
POLR3A	-0.7776
GSC	1.5705
ZNF114	-0.8885
HTR7P	0.4915
LALBA	0.284
RMND5A	0.0985
PSCD2	1.49725
ZNF409	0.0045
KRTAP1-3	0.720333333333333
MAF1	0.35875
LOC201725	-1.204
NRN1	-2.67675
SPAG5	-2.2075
DNAH7	0.985166666666667
FLJ43860	0.6385
BRCA2	-1.5405
ACADM	-0.023125
CXXC6	-4.16475
RAGE	-2.32775
CHMP2A	1.56775
FAM8A1	0.8769
GPR21	0.5445
SLC12A3	-2.62266666666667
FVT1	0.814714285714286
ZDHHC7	0.521125
FLJ44048	-0.1395
SLC44A3	1.35216666666667
SDSL	2.171
MMP8	-0.65225
PLA2G12B	-3.22466666666667
ACY1	-0.0225
MT1E	-1.25483333333333
OR4K15	0.4265
TECTB	-0.3075
GPR20	-0.260875
IRAK2	0.135
RFPL3	-0.62475
MYO9A	-0.57525
NARG1L	-0.33925
BLMH	-1.69475
CCDC3	1.31683333333333
C9orf21	-0.562
KIAA0513	1.3235
MIER2	0.0995
PNMA2	-2.0035
SH3BP2	0.9285
ANXA10	0.626
RTN2	1.28133333333333
TFB1M	-2.2455
PRPH2	2.63825
C14orf133	0.507
GOLGB1	1.151
IRX4	-0.1845
NFKBIL1	0.0358333333333333
C10orf62	-0.42025
APBB3	-0.07875
RPS10	-0.1027
LOC728378	-0.9165
TLE3	1.76166666666667
PSMB7	-0.10425
MESDC1	-0.692
SLC6A1	0.5965
OCLN	0.911416666666667
PTTG3	-2.93716666666667
NAGLU	0.505
SERTAD4	1.974125
SPRY1	1.0565
FLJ10781	-0.877666666666666
MYSM1	-0.97475
TRIM4	0.757285714285714
SH3YL1	1.305125
TREM2	3.67483333333333
SERPINI1	1.992
HDHD3	1.42725
TMEM38A	-0.40975
EID2B	-1.6875
TDRD3	-0.416333333333333
SEDLP	0.88575
THSD7A	1.33233333333333
NDST3	-1.966
KLHL15	-0.626666666666667
DHRS12	2.8045
FBXO9	-0.388928571428571
TNPO1	-0.24725
MRPL13	-0.204
SNX5	-2.02283333333333
METTL6	-0.10725
SOD1	1.546625
CHML	-1.7335
PACS1	0.274625
SIRT5	-0.2271
CAPN2	-0.425
FXYD5	-1.452
TWISTNB	-1.221875
LRFN1	0.4415
UBE1L	1.560625
UBE1C	0.376
OR51B2	0.029
OR4D11	0.5785
C15orf2	0.112
NR4A1	0.549333333333333
LOC339047	-2.8385
TRIM17	-0.917125
ATP5G3	-0.394571428571429
RPL15	-0.392083333333333
ADAMTS8	-0.75675
HOXC4	0.146
C14orf37	1.1965
CEACAM5	-0.8085
MYT1L	-0.0545
RASA2	-0.723875
OSBPL7	-0.262
STAG1	-0.9895
GIMAP4	4.47533333333333
FUT3	-0.315166666666667
PIF1	-2.952625
LPIN2	-0.0315
SH3PX3	0.545
PDP2	0.0905
PAPD1	0.147875
ERP27	5.898
APOOL	0.2099
DIABLO	1.04475
TRHR	0.39575
ARMC9	-0.05425
RNF152	3.031
SLITRK3	0.0341666666666667
ZNF211	0.152
PFDN1	0.199375
RGS11	0.765125
HS6ST1	0.2449
AKR1D1	-1.6075
TNP2	0.635333333333333
STK31	-0.5955
EML4	-1.70391666666667
SGTA	-0.146
HIST1H2BI	1.65116666666667
PSMD6	-1.64666666666667
KIAA1257	-0.29675
C18orf55	-0.185333333333333
FLJ20273	3.461625
RPL28	-0.695166666666667
EPYC	2.710375
NOX3	0.2645
ELAC1	-0.674166666666667
METT11D1	-0.41775
BIN2	0.533333333333333
NACA2	-0.07075
CCDC17	-1.27925
HM13	-0.4236
UBOX5	-0.6565
UBE2O	-0.536125
UBL5	-0.051
APOLD1	1.21875
C9orf31	0.5285
TNFSF8	0.555
ARHGAP29	0.25225
PROKR2	0.647
PDE5A	-0.271833333333333
C6orf12	0.0135
TOM1L1	2.9445
WHDC1	0.12225
FOXI1	0.3865
RAB4A	0.5756
TMEM39B	-0.9275
ATPBD1C	0.4135
FARSA	-0.125166666666667
PLEKHG5	-0.4515
CMAS	-0.334
OR7E24	-0.103
SLC30A1	0.10375
CDC42EP5	0.6245
PLAC1	0.678
KLHL18	0.421333333333333
LBA1	0.9606
TAZ	-0.65275
CRIP2	2.277625
BTBD11	-0.848166666666667
C16orf72	1.0375
DIO2	1.4075
LRRCC1	0.733
CCDC136	-2.7825
PRX	-0.1175
RBM5	-0.687
TMEM85	0.554
TUBGCP4	-0.375833333333333
APLN	0.678875
CDK7	-0.6785
SSR2	0.638333333333333
CRELD1	-0.467
C19orf46	2.7145
GAL3ST4	0.684666666666667
KBTBD10	-0.52925
IL28A	1.38575
WDR27	-2.1105
MCM2	-1.64416666666667
SOX14	-0.2505
FLJ39743	0.9515
KIAA0922	0.33775
HIPK4	0.8205
FLJ25758	-0.497
C16orf57	-0.0841666666666667
PDZD2	0.250875
MCC	-0.413375
HHLA3	0.3042
ID2	-0.3295
C20orf23	1.63891666666667
ZNF688	1.00325
APOC2	-1.54233333333333
LOC440093	-0.0095
FAM50B	2.93933333333333
PWP1	0.2665
DNAH10	0.342
HIST1H2BA	0.10025
GPR56	1.3945
METAP2	0.230875
PAN3	0.209833333333333
STXBP4	1.117375
PDHX	0.9095
MTA1	-0.176
ZBED4	-0.19425
ZNF720	0.49725
CDK2	-1.6245
RHOJ	-0.435875
CDC37	-0.1915
ZER1	0.906125
GRK4	0.43
PRPH	0.0785
POLR2A	0.451875
OGFOD1	0.31575
NOL5A	-1.11725
PHEX	3.4495
FLJ16478	0.296
C20orf117	-1.3475
CAMTA2	0.361
C11orf74	0.8425
DDX17	-0.624
C5orf27	0.120625
PLEKHA2	-1.2819
PDE4DIP	-0.371
SCN7A	-0.297
ZNF559	-0.6505
CXCL10	4.0085
ZMYM4	0.237
STK32B	-0.561866666666667
KIAA0888	-2.0258
TACR3	0.2335
CKAP2L	-1.22175
KIF1A	0.631166666666667
RSPRY1	1.094
VCAN	0.05025
CYP27C1	-0.0405
SYDE1	-1.33966666666667
MED12L	-0.26175
ZDHHC21	0.13875
NHS	-0.758
TM9SF3	1.18566666666667
DDHD1	-0.148625
MAFG	-1.35616666666667
BICD2	-0.9087
C14orf119	0.453333333333333
C14orf43	0.593571428571429
CDH7	-1.27825
ALKBH5	-0.453142857142857
JUP	0.890875
TMEM41A	0.647333333333333
MAMDC4	-1.2915
CBX3	-0.763125
LRRC18	0.06875
RBMXL2	-0.34925
PLA2G4D	0.703666666666667
FGF13	0.005875
KIF3A	0.885833333333333
PDIA6	-0.71575
DCXR	1.355
CASKIN2	0.265416666666667
EHD1	0.860666666666667
MARCKSL1	0.677666666666667
ZNF496	-0.324
SCAF1	0.6625
KCTD8	-0.60625
TRAF3IP3	0.874785714285714
LSR	1.10575
CXorf1	-0.0283333333333333
C14orf112	0.600833333333333
EIF2B1	0.855
OMP	0.124
GSTZ1	0.911
LOC92017	0.90325
ISLR2	0.514
C12orf36	0.521
GATA2	-0.1945
GABRA5	-1.4195
CELSR2	-0.986357142857143
STAM2	0.8097
TNAP	-0.6285
PTPMT1	0.008
GRP	3.58
SV2A	-1.60416666666667
MAGEA12	-3.222
CACNG1	1.425
C18orf19	-0.65275
GSG1	-0.0406666666666667
PTPRJ	1.22728571428571
FRMPD1	0.353
ZNF668	0.531
PLEKHJ1	-0.171625
ADAT1	0.6923
TMEM50A	1.1603
UCN3	0.416
HOOK1	1.69025
IL17B	-1.65
MLKL	-0.266
TTC14	-0.8665
KLHL5	0.4835
CRYL1	1.029
FOXH1	0.02
NFYB	-0.322375
PPM1G	0.17075
GOLGA2LY1	-2.498
NMT1	0.234125
HADHA	-0.2001
CHSY-2	1.87025
PLEKHF1	0.134714285714286
SAGE1	-2.1705
MUSTN1	-0.59125
SUHW4	0.15375
TFEB	1.08766666666667
ZFYVE27	-0.55475
ATG12	-0.592
BMI1	0.960642857142857
ZIM3	0.06575
MYH4	0.2975
MASP1	-0.837666666666667
KIAA0984	1.8995
RPAP2	-0.736
ASB5	-0.1665
BOLA3	-0.033
MIA3	0.918833333333334
KRT35	2.2015
KIR3DL3	-1.126
MRPL51	-0.188
SEMA3F	2.0925
NDUFB2	0.5725
LOC253012	-1.26475
FAM46C	0.2831
G6PC	-1.879375
CSAG3A	-3.91866666666667
PREX1	3.3765
SLC25A45	0.618
MAPKBP1	0.3414
CPE	-0.0592
GNB1	-0.155125
CXCR6	3.5695
TRIM46	0.8465
C16orf3	0.197833333333333
HPSE	1.332
TIGD3	0.948
SPG3A	0.32625
LCAT	-2.34383333333333
ST6GAL1	0.169388888888889
POMC	0.3895
FLJ36031	-0.810166666666667
NSMAF	-1.492
SKIL	0.64
ADSS	-0.497166666666667
HMGCS1	-0.9373
POLR3F	-0.562833333333333
RAB10	0.481625
ZNF277P	-0.09525
ZBTB7B	2.23725
DHRS1	0.25675
ABCC13	0.585125
CNOT3	0.34525
NFKBIA	1.34775
GAK	0.932
SFT2D2	1.63083333333333
HOXA6	0.095
CRTC1	0.36975
LY6D	-1.226
C20orf72	-1.904
CPT1A	0.483
LMO1	-1.613
EIF3I	0.248
PRB4	0.27275
MCM3APAS	-1.72425
C20orf132	-0.4762
FOXF2	-3.30775
S100A12	0.10275
MLH1	0.0075
ACTN1	-0.3544
MRPL36	0.377833333333333
C20orf106	-0.62625
FBXO6	1.0805
MKS1	1.06633333333333
CX3CR1	-3.606875
PDE1B	0.315
PLP1	-3.54625
KISS1	0.222166666666667
C14orf2	-0.327166666666667
TBC1D3P2	-1.6725
COMMD6	0.4813
ANKRD7	-1.98
PTCHD1	-2.20475
NARS2	-0.067
DOCK7	-0.66525
FAM127B	0.470125
LOC390243	-0.2715
N6AMT2	0.75825
ZNF391	-1.319
DNAJB14	-0.292166666666667
WRB	1.7565
BPI	0.00383333333333333
TTC4	-0.284833333333333
FAM10A5	0.0035
GOT1L1	0.1501
MAGED1	0.843625
RESP18	0.7185
WFDC6	0.34775
MT2A	-1.1485
C11orf56	0.24475
KIAA1432	-0.205
ROR1	-1.56025
HSD17B14	1.7765
ZFAND2B	0.535625
SAMD4B	0.443
HEXA	-0.896125
HNRNPU	-0.527818181818182
USP39	-0.276625
NRD1	0.048
R3HDML	0.5465
FLT4	0.348333333333333
OMG	0.0466666666666667
OR52N4	0.6545
LOC399818	-0.67325
ELA2	-1.782
VENTXP1	-0.4205
RFC5	-1.176
OR52L1	0.519
PAX5	0.4885
FBXO2	0.45425
GMEB1	-0.5355
AKT3	-1.019
CRB1	-1.18983333333333
CTTN	0.808666666666667
UTP15	-0.479333333333333
HSBP1	0.258416666666667
PHF11	1.2855
NDEL1	0.128333333333333
USP8	0.29575
BAIAP2	0.00125000000000002
SI	0.7125
ARSJ	-1.73416666666667
BAAT	-2.374
KCNS3	1.99283333333333
LOC126147	-0.276
TMEM37	-0.22475
C1orf162	3.47383333333333
MBD1	0.0042
ITGAL	1.35733333333333
WDR73	-0.211333333333333
GKN2	0.4455
ARFGAP1	-0.744625
SLC5A8	-1.05466666666667
ZBTB40	0.0521
CYP4B1	3.8985
LYPLAL1	0.879
CHST3	-1.67475
MAP3K9	0.6465
BTAF1	-1.67933333333333
TFAP2E	0.5545
RBM35B	1.51575
LOC441251	-0.525833333333333
ANKRD25	-1.04927777777778
UQCRC2	0.0335
MAEA	0.716666666666667
HYAL1	-2.8283
RNPEPL1	1.0225
CPSF2	0.3115
PSD3	-3.3375
ABCA13	-0.33375
AGR2	0.901875
GBX1	-0.5435
HDLBP	0.462642857142857
ACY3	-0.5285
HECW1	-0.549
ZNF519	-1.41
HOPX	3.264125
ZNF304	0.823625
OR12D3	0.363
FKSG43	0.79625
METTL1	1.04225
MFSD3	2.0317
PSPH	-0.95875
CLCA3	-0.1535
DARS2	-0.983833333333333
CDC25A	-1.86883333333333
BAIAP2L1	0.72475
B3GNT5	-1.269
USP29	-0.131
ARHGEF10L	-0.2008
ATOX1	0.2635
ADAM30	0.32825
DNASE1	-0.51225
STT3A	-0.203166666666667
RAB6IP1	-0.35675
PTN	-0.2528
C1orf106	-0.690153846153846
HECA	2.0855
RNF122	-0.27725
SLC22A18AS	0.366333333333333
GNG8	0.642
ELP4	-0.3715
FAM65A	0.6845
RPL10A	-0.315666666666667
IRS4	0.6615
MACF1	-0.3884
SEC24D	2.15725
LOC374395	1.05975
TGFB2	-1.16975
MDFIC	-0.1305
CHRNE	0.582166666666667
PCMTD2	-0.843666666666667
ATP6V0D1	1.37033333333333
MTA2	0.42075
LZTR1	-0.540666666666667
RAP1A	0.145333333333333
AXIN1	-0.004625
POLR1C	0.483
TRIO	-0.632833333333333
PLXNA4A	-0.771666666666667
C5orf33	1.38525
DEPDC1B	-3.33
ZNF473	0.057
MTM1	0.891375
GPR107	0.891333333333333
CSNK1A1L	0.129
FLJ14154	0.745
NLRC4	3.8945
ENPP4	1.7045
PADI3	-0.2335
RNF170	0.29225
CG018	-0.043
C16orf7	0.15075
KCNE1	0.346
NRM	-1.77133333333333
SLC37A3	0.0394285714285715
TPD52L2	-0.799
UNC5B	-0.15925
C12orf12	-0.0160000000000001
SDHB	-0.32075
CLRN1	0.358625
NUDT10	-2.1875
UGT3A1	0.059375
FBXW8	0.838625
RHOF	1.221875
PTPLAD1	0.361
MYO3B	-1.0565
DERA	-0.666
TPP2	-0.77375
C19orf53	0.221833333333333
GINS3	-0.942625
ST6GALNAC5	0.8815
CHSY1	-0.34575
MGC15705	0.1485
GPR83	0.405333333333333
EXT2	0.41025
DOLK	0.9735
TUBAL3	0.817
ACVRL1	1.5154
ABL2	-0.447166666666667
C14orf156	-0.714333333333333
PTPRZ1	-3.489125
DIP2C	0.39325
LAMP1	1.689625
RXRA	-0.1114
MAP3K5	0.032
