Hybridization REF	TCGA-A2-A0YI-01A-31R-A10J-07
CCDC94	-0.14075
PERF15	-0.032
CCL11	2.47475
LMO7	-0.4605
DCST1	0.573
ADRBK1	0.17125
CDRT4	0.455625
ZNF84	-0.517
HOXD8	0.76975
STARD8	0.038
FOXP2	-0.822571428571429
CCDC103	-0.257
POLR3A	-0.3184
GSC	1.86583333333333
ZNF114	-2.113
HTR7P	0.083
LALBA	0.1
RMND5A	-0.193666666666667
PSCD2	0.81375
ZNF409	0.155
KRTAP1-3	-0.023
MAF1	-0.59725
LOC201725	-1.028
NRN1	-1.928875
SPAG5	-4.12983333333333
DNAH7	1.57
FLJ43860	0.4195
BRCA2	-1.71625
ACADM	0.347875
CXXC6	-2.92575
RAGE	-0.99275
CHMP2A	0.5955
FAM8A1	1.6067
GPR21	0.423
SLC12A3	-2.88416666666667
FVT1	0.380071428571429
ZDHHC7	0.204
FLJ44048	0.491
SLC44A3	2.9035
SDSL	0.916833333333333
MMP8	-0.99675
PLA2G12B	-3.20133333333333
ACY1	-0.2735
MT1E	-0.270833333333333
OR4K15	0.774
TECTB	-0.8165
GPR20	0.636
IRAK2	-0.23075
RFPL3	-0.056875
MYO9A	-0.204
NARG1L	-0.73625
BLMH	-1.141625
CCDC3	2.55583333333333
C9orf21	-0.224166666666667
KIAA0513	0.718333333333333
MIER2	0.107
PNMA2	0.8485
SH3BP2	0.6478
ANXA10	1.2105
RTN2	2.0985
TFB1M	-1.499
PRPH2	1.422
C14orf133	0.18625
GOLGB1	1.45108333333333
IRX4	0.57575
NFKBIL1	-0.432166666666667
C10orf62	-0.064
APBB3	-0.33275
RPS10	-0.0439
LOC728378	1.15625
TLE3	1.59327777777778
PSMB7	-0.323375
MESDC1	0.367
SLC6A1	0.3465
OCLN	0.595166666666667
PTTG3	-3.69216666666667
NAGLU	0.2265
SERTAD4	0.808875
SPRY1	0.85225
FLJ10781	-0.646583333333333
MYSM1	0.34
TRIM4	0.503142857142857
SH3YL1	0.8925
TREM2	3.972
SERPINI1	0.47675
HDHD3	0.796625
TMEM38A	-0.04675
EID2B	-0.73675
TDRD3	-0.516333333333333
SEDLP	0.29125
THSD7A	1.788
NDST3	-1.2615
KLHL15	-0.561
DHRS12	1.088
FBXO9	0.318428571428571
TNPO1	-0.608583333333333
MRPL13	-0.6725
SNX5	-1.862
METTL6	-0.4505
SOD1	0.189
CHML	-1.37233333333333
PACS1	1.218625
SIRT5	-0.7372
CAPN2	0.5115
FXYD5	-0.0275
TWISTNB	-0.738
LRFN1	0.2145
UBE1L	1.91375
UBE1C	0.2125
OR51B2	-0.16225
OR4D11	0.1985
C15orf2	0.3095
NR4A1	-0.174666666666667
LOC339047	-1.709
TRIM17	1.623125
ATP5G3	-0.567714285714286
RPL15	-0.223
ADAMTS8	0.04025
HOXC4	-0.3095
C14orf37	1.9055
CEACAM5	2.747375
MYT1L	-0.146833333333333
RASA2	0.276375
OSBPL7	-0.4275
STAG1	-0.3015
GIMAP4	4.85466666666667
FUT3	0.692833333333333
PIF1	-3.3715
LPIN2	0.2084
SH3PX3	0.8315
PDP2	-0.214
PAPD1	-0.334625
ERP27	4.504
APOOL	-0.7285
DIABLO	0.0265
TRHR	0.469125
ARMC9	-0.364625
RNF152	1.5715
SLITRK3	0.0415
ZNF211	0.2175
PFDN1	0.298125
RGS11	-0.045375
HS6ST1	0.3081
AKR1D1	-0.92
TNP2	-0.106
STK31	0.0828333333333334
EML4	-0.989083333333333
SGTA	-0.454333333333333
HIST1H2BI	-0.005
PSMD6	-1.34183333333333
KIAA1257	2.75725
C18orf55	-1.07833333333333
FLJ20273	2.88325
RPL28	-0.226
EPYC	0.975875
NOX3	0.768
ELAC1	-0.00933333333333334
METT11D1	-0.964
BIN2	1.1935
NACA2	-0.13725
CCDC17	-1.02625
HM13	-0.2459
UBOX5	0.081875
UBE2O	-0.4715
UBL5	-0.3685
APOLD1	0.67775
C9orf31	0.38175
TNFSF8	0.656
ARHGAP29	2.66325
PROKR2	0.3685
PDE5A	0.2165
C6orf12	-0.142
TOM1L1	0.002
WHDC1	0.54125
FOXI1	1.09466666666667
RAB4A	0.6516
TMEM39B	-0.8285
ATPBD1C	-0.8535
FARSA	-0.6555
PLEKHG5	0.166
CMAS	-0.8725
OR7E24	0.461
SLC30A1	0.62875
CDC42EP5	1.20266666666667
PLAC1	-0.03125
KLHL18	-0.189333333333333
LBA1	0.9326
TAZ	-1.1455
CRIP2	-0.403375
BTBD11	-1.01
C16orf72	0.56225
DIO2	1.141
LRRCC1	-0.4765
CCDC136	-1.9705
PRX	0.26175
RBM5	0.1307
TMEM85	0.21
TUBGCP4	-1.49733333333333
APLN	0.0455
CDK7	0.172333333333333
SSR2	0.83025
CRELD1	-0.20325
C19orf46	2.04175
GAL3ST4	1.3365
KBTBD10	0.51375
IL28A	0.22225
WDR27	-0.46
MCM2	-2.17983333333333
SOX14	-0.5115
FLJ39743	0.538
KIAA0922	-0.100875
HIPK4	0.061
FLJ25758	0.3285
C16orf57	-0.55025
PDZD2	1.139875
MCC	1.866625
HHLA3	-0.2657
ID2	0.38375
C20orf23	2.5625
ZNF688	0.7615
APOC2	-0.851
LOC440093	-0.10175
FAM50B	2.08233333333333
PWP1	-0.6105
DNAH10	0.20325
HIST1H2BA	-0.19775
GPR56	1.64716666666667
METAP2	-0.5615
PAN3	0.112166666666667
STXBP4	-0.26475
PDHX	-0.126
MTA1	-0.45425
ZBED4	0.03675
ZNF720	-0.20875
CDK2	-1.995875
RHOJ	0.838125
CDC37	-0.155
ZER1	1.247375
GRK4	-0.07975
PRPH	0.0385
POLR2A	0.284
OGFOD1	-0.967
NOL5A	-1.64875
PHEX	1.9305
FLJ16478	-0.09775
C20orf117	-0.343125
CAMTA2	0.55825
C11orf74	-0.1085
DDX17	0.55975
C5orf27	0.203
PLEKHA2	-0.1185
PDE4DIP	-0.3825
SCN7A	0.03625
ZNF559	-0.126
CXCL10	3.538
ZMYM4	-0.274
STK32B	1.0932
KIAA0888	-1.548
TACR3	0.2455
CKAP2L	-2.83825
KIF1A	-1.46833333333333
RSPRY1	0.5005
VCAN	1.48575
CYP27C1	-0.235
SYDE1	-1.47633333333333
MED12L	-0.20425
ZDHHC21	0.9285
NHS	0.1615
TM9SF3	0.807166666666667
DDHD1	-0.0995
MAFG	-0.778083333333333
BICD2	0.1033
C14orf119	0.223833333333333
C14orf43	0.599214285714286
CDH7	0.009
ALKBH5	0.0434285714285714
JUP	1.146125
TMEM41A	0.0243333333333333
MAMDC4	-1.29283333333333
CBX3	-0.20725
LRRC18	0.063
RBMXL2	0.50225
PLA2G4D	0.45
FGF13	1.508625
KIF3A	1.0405
PDIA6	-0.66925
DCXR	-0.4855
CASKIN2	0.2215
EHD1	0.725833333333333
MARCKSL1	0.309166666666667
ZNF496	-0.1615
SCAF1	-0.0978333333333333
KCTD8	-0.03625
TRAF3IP3	1.42128571428571
LSR	1.32975
CXorf1	-0.116666666666667
C14orf112	0.376833333333333
EIF2B1	-0.1815
OMP	-0.2305
GSTZ1	0.17175
LOC92017	1.06625
ISLR2	1.0995
C12orf36	0.374
GATA2	-0.567166666666667
GABRA5	-2.0175
CELSR2	-0.437142857142857
STAM2	0.6117
TNAP	0.1435
PTPMT1	-0.487
GRP	5.85925
SV2A	-1.25066666666667
MAGEA12	-4.584
CACNG1	1.1775
C18orf19	-1.248
GSG1	-0.549166666666667
PTPRJ	0.215428571428571
FRMPD1	0.0825
ZNF668	0.19425
PLEKHJ1	-0.542625
ADAT1	-0.4691
TMEM50A	0.1
UCN3	-0.0265
HOOK1	2.31275
IL17B	-0.5395
MLKL	0.061
TTC14	-0.2655
KLHL5	0.628125
CRYL1	0.812
FOXH1	-0.157
NFYB	-0.562375
PPM1G	-0.5155
GOLGA2LY1	-0.6215
NMT1	-0.093375
HADHA	-0.1453
CHSY-2	1.87175
PLEKHF1	0.843142857142857
SAGE1	-2.3965
MUSTN1	0.88325
SUHW4	0.7635
TFEB	1.8035
ZFYVE27	0.13625
ATG12	-0.575833333333333
BMI1	1.27014285714286
ZIM3	0.603
MYH4	-0.063
MASP1	-0.94175
KIAA0984	0.694
RPAP2	-0.24675
ASB5	-0.61225
BOLA3	-1.81383333333333
MIA3	1.08633333333333
KRT35	0.9165
KIR3DL3	-0.553
MRPL51	-0.9315
SEMA3F	0.0168333333333333
NDUFB2	0.303166666666667
LOC253012	1.77325
FAM46C	1.5342
G6PC	-1.92725
CSAG3A	-5.081
PREX1	2.4675
SLC25A45	0.152125
MAPKBP1	0.2941
CPE	0.7317
GNB1	-0.273375
CXCR6	2.381
TRIM46	-0.12775
C16orf3	0.364833333333333
HPSE	1.09025
TIGD3	-0.4075
SPG3A	2.90375
LCAT	-1.152
ST6GAL1	0.134944444444444
POMC	1.29025
FLJ36031	-0.132833333333333
NSMAF	-0.266833333333333
SKIL	1.2435
ADSS	0.7705
HMGCS1	-0.4855
POLR3F	-0.369833333333333
RAB10	0.069375
ZNF277P	-1.01725
ZBTB7B	0.420875
DHRS1	0.79025
ABCC13	3.248
CNOT3	-0.56575
NFKBIA	0.96
GAK	0.2415
SFT2D2	0.443666666666667
HOXA6	-0.2875
CRTC1	0.441125
LY6D	-1.13966666666667
C20orf72	-1.32366666666667
CPT1A	0.5415
LMO1	-1.774
EIF3I	-0.8375
PRB4	0.34325
MCM3APAS	-1.376
C20orf132	-0.2111
FOXF2	-2.45175
S100A12	-0.2195
MLH1	-0.1125
ACTN1	0.7034
MRPL36	-0.3655
C20orf106	-0.28275
FBXO6	0.605833333333333
MKS1	-0.184
CX3CR1	1.5615
PDE1B	0.8775
PLP1	-2.11475
KISS1	0.017
C14orf2	-0.808833333333333
TBC1D3P2	-0.52875
COMMD6	0.5327
ANKRD7	-1.76975
PTCHD1	-0.935
NARS2	-1.6835
DOCK7	-0.2385
FAM127B	-0.728125
LOC390243	0.1595
N6AMT2	0.14225
ZNF391	-0.6075
DNAJB14	0.688
WRB	0.368875
BPI	0.41075
TTC4	0.555333333333333
FAM10A5	0.052
GOT1L1	-0.0215
MAGED1	1.40825
RESP18	0.1985
WFDC6	2.1395
MT2A	-1.941
C11orf56	0.4175
KIAA1432	-0.236
ROR1	-1.060375
HSD17B14	1.085
ZFAND2B	-0.0705
SAMD4B	0.10175
HEXA	0.0975
HNRNPU	0.0592727272727273
USP39	-0.39825
NRD1	-0.34525
R3HDML	0.31825
FLT4	0.815333333333333
OMG	-0.0643333333333333
OR52N4	0.372
LOC399818	-0.473
ELA2	-2.2025
VENTXP1	-0.3385
RFC5	-1.816
OR52L1	0.214
PAX5	-0.224
FBXO2	-1.12075
GMEB1	0.477
AKT3	-0.370166666666667
CRB1	-0.981
CTTN	0.424
UTP15	-0.520166666666667
HSBP1	-0.0368333333333333
PHF11	1.04925
NDEL1	0.486833333333333
USP8	0.0825
BAIAP2	-0.0265
SI	0.489833333333333
ARSJ	-1.504
BAAT	-2.6685
KCNS3	3.04733333333333
LOC126147	-0.287
TMEM37	-0.13775
C1orf162	3.97733333333333
MBD1	-0.122
ITGAL	1.71633333333333
WDR73	-0.0985
GKN2	-0.0431666666666667
ARFGAP1	-1.024625
SLC5A8	-0.231333333333333
ZBTB40	-0.0497
CYP4B1	4.695
LYPLAL1	-0.08175
CHST3	-0.7195
MAP3K9	0.308
BTAF1	-1.08433333333333
TFAP2E	0.2595
RBM35B	1.62625
LOC441251	-0.37
ANKRD25	0.127111111111111
UQCRC2	-0.3105
MAEA	0.350333333333333
HYAL1	-2.2455
RNPEPL1	0.476333333333333
CPSF2	-0.47675
PSD3	1.6848
ABCA13	-0.112375
AGR2	3.5615
GBX1	-0.5565
HDLBP	0.460285714285714
ACY3	-0.11675
HECW1	0.083
ZNF519	-1.74225
HOPX	2.69625
ZNF304	1.018875
OR12D3	0.1175
FKSG43	0.0795
METTL1	-0.11575
MFSD3	0.0974
PSPH	-0.33525
CLCA3	0.061
DARS2	-1.39533333333333
CDC25A	-2.44583333333333
BAIAP2L1	-0.482
B3GNT5	0.392
USP29	-0.2885
ARHGEF10L	0.802
ATOX1	-0.5165
ADAM30	0.32325
DNASE1	-0.99175
STT3A	-0.965083333333333
RAB6IP1	0.678
PTN	1.3182
C1orf106	-1.90992307692308
HECA	1.719
RNF122	0.66925
SLC22A18AS	-0.299833333333333
GNG8	0.254166666666667
ELP4	-0.08325
FAM65A	0.3375
RPL10A	0.0641666666666667
IRS4	1.074
MACF1	1.6401
SEC24D	0.534
LOC374395	0.232
TGFB2	-0.571875
MDFIC	0.322
CHRNE	0.6165
PCMTD2	-0.0306666666666667
ATP6V0D1	0.706666666666667
MTA2	-0.2175
LZTR1	-0.515833333333333
RAP1A	1.21216666666667
AXIN1	-0.461125
POLR1C	-0.16325
TRIO	-0.0539999999999999
PLXNA4A	-0.0663333333333333
C5orf33	-0.4745
DEPDC1B	-4.796875
ZNF473	-0.745833333333333
MTM1	0.80175
GPR107	0.548833333333333
CSNK1A1L	0.664
FLJ14154	-0.16425
NLRC4	3.39525
ENPP4	2.86833333333333
PADI3	0.00900000000000001
RNF170	-0.231125
CG018	0.835166666666667
C16orf7	0.3795
KCNE1	0.56925
NRM	-1.68566666666667
SLC37A3	0.0338571428571429
TPD52L2	-1.15333333333333
UNC5B	2.299
C12orf12	-0.32
SDHB	-0.989
CLRN1	-0.012
NUDT10	0.207
UGT3A1	0.127
FBXW8	0.745375
RHOF	-0.20025
PTPLAD1	0.3745
MYO3B	1.8155
DERA	-0.55325
TPP2	-1.13625
C19orf53	-0.379833333333333
GINS3	-1.711375
ST6GALNAC5	2.33
CHSY1	1.07075
MGC15705	0.359
GPR83	-0.0758333333333333
EXT2	0.111
DOLK	1.09
TUBAL3	1.29175
ACVRL1	1.674
ABL2	-0.303083333333333
C14orf156	-1.19566666666667
PTPRZ1	-3.46325
DIP2C	0.779
LAMP1	0.777625
RXRA	0.7441
MAP3K5	0.7085
ALKBH1	0.512666666666667
PDLIM7	-0.410125
ARL14	-1.521
SNIP1	0.215666666666667
TIMP3	1.37783333333333
RGS3	0.5465
SPAG16	-1.0521
ABHD4	0.51425
ARHGEF12	-0.155083333333333
GLUD2	-0.2295
RAC2	0.2955
UAP1L1	-0.926
SLC18A3	-0.0785
YOD1	-0.932
RALY	-0.4795
HMOX2	0.81075
DGKH	-0.04625
DBNDD2	1.75266666666667
YIPF4	0.551625
THAP10	-0.87825
ZNF513	0.66025
HAGHL	-1.93883333333333
ITGB4	0.974166666666667
CCDC141	-0.462
YTHDF3	0.461
C5orf28	0.437
RPL7L1	-0.854375
TMEM30B	1.24521428571429
ANKRD35	1.7845
DUOXA2	-0.14175
TBC1D5	-0.099375
DFNB59	-0.513
HRH4	0.339
MYO6	2.0904
DNAJA4	0.56625
RBM24	3.573875
CEACAM20	-1.9645
RBM23	0.202571428571429
NGFB	0.376
C1orf63	-1.6516
KRTAP7-1	0.323
PERLD1	1.4475
NPB	0.058
C17orf59	1.61
HSPBAP1	-0.1715
SLC15A4	0.118375
PRTFDC1	-0.17525
OSMR	-0.8895
CYSLTR2	-0.441
C19orf25	0.04
KIAA1797	0.2325
NLRP6	-0.0995
FAM105B	-0.0963
SCRN2	-0.101666666666667
LRRC58	-0.2988
RNF17	0.46475
NEIL3	-4.641
FAM137A	-0.1825
SKP2	-3.66325
PARVA	1.33791666666667
PKLR	-1.477
RNF34	0.224375
A3GALT2	0.125
C12orf50	-0.139333333333333
SUNC1	-0.9995
FAM102B	0.117833333333333
CCT2	-0.81925
LRRC37A2	-0.3075
ARF4	0.984
SIKE	0.3005
C8orf48	-0.220666666666667
MBTPS1	1.11085714285714
GPSN2	-0.399
NCF2	3.0145
SLC12A6	0.314833333333333
MRPL48	-0.9895
HMGN3	-0.672333333333333
LRRC62	-1.491
PAX9	0.223875
FAM55A	0.6825
C20orf42	-1.57433333333333
SCML2	-1.27283333333333
BCL9	0.901
FAM40A	0.37075
C9orf41	-0.546
ZNF774	-0.184
LETM1	-0.182
PLXNB1	-0.142
NIPSNAP1	-0.0545
USP10	-0.2455
F9	0.1
LIPE	2.42
CNGB3	0.072
C12orf52	-0.01125
PI4K2A	0.657625
MED8	0.2785
STAT4	1.9512
FGD4	0.435333333333333
RNF145	-2.042
WDR32	2.032
CLDN2	-0.100333333333333
TCEAL8	1.378
ZMYND8	-0.8216
PDXK	-0.08728125
GATAD2A	-0.73275
PTGES3	-0.7965
CCM2	-0.055
TAP1	1.585
ZNF670	-0.02675
ETS2	0.558357142857143
C6orf166	-0.167666666666667
PRMT2	0.0893571428571429
OR4B1	0.5325
INTS8	-1.2445
CCDC102A	0.29575
CCDC83	-0.9855
ITGA1	-0.3137
EPHA5	-1.6202
FAM24B	-1.9205
TSGA10	1.376
HAL	-2.0165
MYOT	-0.29175
SPACA3	0.406
BCL2L2	-0.3335
CUGBP2	0.641666666666667
CCNB3	0.53625
RNF113B	-0.30075
MERTK	1.01625
BAG1	1.05075
VPS36	-0.21775
ORMDL3	1.0464
C1orf190	0.18525
ZNF625	-0.478
CORO2B	-1.354
ALOX15	-0.1345
CST1	2.661
NUPR1	1.54416666666667
CCL7	0.34
SMCR5	-2.14
DSC2	0.934
RBMS2	0.3665
GRIK4	0.3525
TRIM65	-0.1468
TMPRSS6	1.43057142857143
TP53INP2	0.01225
GLB1L	0.427166666666667
LOC388284	0.138166666666667
PUS1	-0.917928571428571
BCL9L	-0.15
OLFM1	0.868
RET	2.232625
MASTL	-2.6675
ALX3	0.034
IL1RL1	-0.1
ZNF765	-0.6236
C14orf138	-0.6875
SNX10	-0.404333333333333
TAC4	0.043
C1orf64	2.887875
POGK	0.23825
MAPK9	0.1575
ZNF366	2.7175
C8orf79	1.2863
CLDN7	2.080625
OR5AT1	0.515
TRIM37	-2.11675
LRRC25	3.24675
GRHL2	1.2728
TEKT3	2.51225
LASS5	0.195666666666667
ABCC4	-1.00391666666667
DLG3	0.792375
VGLL1	0.256375
ZFP36L2	1.4475
MFRP	-0.219
KIAA1799	0.0665
FLJ44379	0.147
PCNX	0.45575
ANXA9	2.021
CYP4V2	1.9973
PIK3C2A	0.80775
SRR	0.6425
NOL3	-0.71475
IFITM2	0.8575
ARNTL2	-2.1385
ZNF595	0.2865
NLRP13	-1.099
ASPH	0.041
CPA2	0.183
PVRIG	-0.0423333333333333
LEPR	-0.6515
C16orf42	0.100666666666667
SH3BGRL	2.8
FAM77D	0.295166666666667
FNDC7	0.4795
C9orf6	1.61383333333333
NOTCH2NL	1.68666666666667
PGBD1	-0.503
SYNGR2	1.14333333333333
PITPNA	0.2115
PRPF4B	-0.7752
SLC43A3	-0.814857142857143
NRBP1	0.11825
SLC25A22	-0.036
ILK	-0.005
SLC22A8	0.449
MRPS7	-0.363875
PITX2	-0.6535
FABP3	-1.2825
OR1L1	0.368
LOC728215	-0.384625
BLID	-0.676
KIAA1217	2.08317647058824
TFPT	0.397
AP4B1	-0.33975
VBP1	-1.53425
OR1K1	0.244
MORC3	0.64975
BHMT2	0.3445
C3orf10	0.702875
FZD7	1.31966666666667
WFDC10A	0.2905
PMS2CL	-0.53125
CCDC32	0.679166666666667
FA2H	-0.93925
ALG13	-0.3765
TTLL7	0.095
SPOCK3	0.50975
SLC13A2	0.7335
AIM1	1.12225
GPRC6A	-0.5655
EGR2	3.65025
MED11	0.4325
WWC1	1.69525
SH3GL3	-3.664
RIF1	-0.320214285714286
PRLH	-0.172
VLDLR	-1.0005
DBT	0.0378125
C21orf63	1.25575
CGGBP1	-0.409875
KRTAP12-2	-0.3835
TADA3L	-0.269875
ZBTB16	1.77225
PDGFB	1.17775
RFX1	0.28225
UQCRB	-0.5983
LOC133874	-0.767
HPS3	0.31225
LGALS3BP	0.6982
DKFZP564O0823	2.5835
MRFAP1L1	0.845125
HOXA10	-0.929166666666667
NGB	0.111
KIF21A	0.0673846153846154
IFLTD1	0.163
LZTS1	-0.003125
ARHGEF3	2.29525
RHBDL3	0.099
CSNK1G2	-0.38075
ChGn	0.232125
KIAA1244	2.50633333333333
GABRB2	-0.032
MGC72080	-1.041
CD27	3.84375
EGLN1	-1.6664
PEX13	0.583
RWDD3	0.48425
RNF12	-0.310166666666667
GRIN2B	-0.1015
ADAMTS14	-0.683875
DYDC2	0.2955
ATP6AP1	0.742
NR1H2	0.156833333333333
PDK2	0.38875
C3orf17	-0.0943333333333333
SLC38A2	-0.929857142857143
SLC25A29	0.3455
C15orf29	0.032375
ADAM9	-0.885666666666667
TMUB2	0.2485
GPR176	-0.63825
AGK	-0.35025
MCCD1	-0.079
NDUFA4	-0.695
TMEM146	0.18675
DUSP1	0.9155
UNQ6975	-0.1295
EMX2OS	2.50275
INSM2	0.24475
LUZP4	-0.08625
SETD6	-0.19175
P2RY2	1.6085
SLC45A2	-1.598
RABGAP1	0.8095
UBXD5	-0.19275
GPRC5A	1.7519
PAK3	0.658166666666667
LOC63920	-1.017
TGFBR1	0.6297
KRTAP6-3	-0.0425
SFMBT2	-0.15025
CDC42	-0.337
C11orf35	0.669
TTLL2	-0.01425
UACA	0.602
CD97	-0.9036
SETD5	0.114375
NINJ2	-0.23075
PTER	0.759833333333333
POMGNT1	0.07575
KRTAP4-2	-0.273
ECGF1	2.59525
HRB	-0.223909090909091
ATP1B2	0.2413
LOC400506	-0.50425
COL4A3BP	0.61475
C6orf97	2.4565
GRHPR	0.629125
TAS2R1	0.0845
SEMA7A	-1.243
EDF1	0.422
ODF2L	0.3865
PCID2	-0.706666666666667
GTF2H4	-0.722666666666667
ZCCHC3	-0.386625
CGB2	-0.181333333333333
NEUROD1	-0.06925
C20orf75	0.088
RP5-1054A22.3	1.2175
IFNA5	0.101
ZNF134	0.567
MGC119295	-0.579
ZSWIM6	0.336125
SMEK1	0.141833333333333
PCGF2	0.10175
C1orf102	1.7805
CYP2A13	3.0485
KCNH6	-0.3686
MDM1	0.1702
ALDH7A1	0.221
C9orf75	1.82325
VDAC3	-0.442
OR51T1	0.076
EIF3F	-0.657583333333333
KCNJ10	-0.437625
LENG8	0.12575
EDEM2	0.149
CCNJL	-1.62383333333333
DHX37	-1.315
CRYGN	-0.127
AATF	-0.52425
ZNF630	0.7915
E2F5	-0.7055
WFDC13	0.24275
FTSJ3	-0.590333333333333
C4orf33	0.35925
LHFPL4	-2.43375
C19orf56	-0.59375
SMAD4	-0.329875
AFM	-0.8605
G0S2	1.09
FCHSD2	0.2052
RRP1B	-1.1629
EEF1B2	-0.437166666666667
STAT6	1.55016666666667
ZNF195	-0.43425
GNL1	-0.920166666666667
ZNRF2	0.7585
PER3	0.3565
ASB16	0.4325
C10orf10	1.65964285714286
ADCY8	-3.11666666666667
C9orf58	-1.35966666666667
ARMC10	-0.265166666666667
PSG1	-0.559
DHX34	-0.11675
VARS2	-0.6285
NFIC	1.03725
ITPR2	1.20275
AGXT2	0.119333333333333
OR6K3	0.0755
H2AFZ	-1.19308333333333
MLLT3	0.696
COX4I2	1.377
CCNT2	-0.07375
PLK4	-3.1175
NUMBL	-0.571666666666667
MED16	0.40725
PLEKHQ1	2.37525
GOSR1	0.461888888888889
BTG4	-0.113
RPL30	0.0198333333333333
IGSF5	1.503
IGFL2	0.073
ELMOD2	0.998833333333333
SHC3	-0.5704
HAVCR1	-0.3105
DYNC2H1	-0.633857142857143
RNF5	-0.310166666666667
C2orf7	-0.03275
NLF1	0.584
KLHL25	0.84
LRP10	1.2829
KRI1	-0.37775
PUS7L	0.0255
MGMT	0.67725
HOXD1	0.228166666666667
CSH1	0.264
ATG16L2	-1.03975
FLJ44635	0.4025
CHODL	0.172
EXOSC8	-1.98475
SLC28A1	-0.183
MYO7B	-0.616333333333333
SEH1L	-1.0827
MTNR1A	0.366166666666667
TSPAN5	-0.3025
CDC45L	-4.77183333333333
AMIGO1	0.737
ATAD3A	-1.90725
OSGIN2	0.226666666666667
PDIK1L	-0.1525
DARC	3.43925
PIPSL	0.1165
SHMT1	-0.49375
CRISP3	-0.731
POPDC2	1.77016666666667
ZRANB2	-0.374666666666667
FBXL8	0.77525
TRIP13	-3.79045454545455
EIF5AL1	-0.978
POU5F1P3	-5.30633333333333
IL6	-1.58666666666667
CXorf38	0.467833333333333
IFNA16	0.322
FBXL2	1.154
BRD1	0.348
STATH	0.2885
FBXO44	-0.414833333333333
MCCC2	1.228
CDC2	-3.1451
C5orf23	-0.28375
IVD	0.698166666666667
C10orf122	-0.42825
MSL3L1	0.0766
MVP	1.0565
EPOR	-1.069
ZMYM1	-1.16783333333333
BCL7C	0.218166666666667
PSTPIP2	0.4375
LYPD1	-2.332
OR8G5	0.1905
ZP3	0.243
BCAS4	1.28041666666667
EDG6	2.84
ISY1	-0.37375
PRAMEF2	-0.95575
CUL1	-0.279375
RNF213	0.4675
CCRK	0.859
DHX9	-0.34725
C13orf29	-0.96925
NCKAP1	-0.411833333333333
MRPL43	0.557428571428571
XPR1	-0.4545
PKN2	1.1431
PODNL1	0.5995
ZNF333	0.0735
DALRD3	0.68925
OPN1SW	0.33
BTBD6	0.29425
C11orf82	-3.394
OR5P3	0.3705
DUSP11	0.462
L1CAM	-1.2733
NEK11	2.153
OR7E91P	1.212
CNTN3	0.6475
CREB3L2	0.1005
ZBTB37	0.4965
KIAA1324L	0.83125
NDUFB10	-0.334666666666667
NUDT2	0.204
GTPBP8	-0.2815
CACNA1D	1.80875
PRKAA2	-0.427833333333333
PRDM8	-0.011
MGC16075	-0.294666666666667
KRT14	1.01692857142857
PP8961	0.177
MRPL18	-0.59225
ABCG2	-2.28375
PACRG	1.2435
BBS2	-0.12275
KREMEN2	-4.7825
FBXO21	0.84525
HNRPUL1	0.0289166666666667
GRB10	0.037
CLSTN1	0.397125
LMAN2	0.6285
C17orf61	-0.2765
NIPSNAP3A	0.188
INSIG2	-1.06516666666667
PCDHB7	1.25433333333333
STXBP2	0.9145
CMAH	2.38441666666667
SEMA5B	-0.92975
ZNF155	0.284166666666667
COQ6	-0.147666666666667
PRPF4	-0.188
TSPAN15	2.3631
VN1R5	0.29175
LATS2	0.6945
SELK	0.3425
PGK2	-0.20975
MS4A1	1.123
TYW3	0.2306
KRTAP5-1	0.87575
RCCD1	-2.26666666666667
BTN1A1	0.741
DDX28	0.268
TMEM65	-0.06375
LOC92345	0.06225
TTC31	-0.46425
WDR46	-0.831
CHP2	-0.680333333333333
LSP1	1.08225
ZNF542	0.271
EXOSC1	-0.45425
ARHGAP18	0.505333333333333
LRRTM4	-0.5085
MAOB	0.907083333333333
CACNB4	0.245
MGC33846	0.739
RANBP3L	1.31625
ATP5L	-0.345875
ONECUT1	-2.865
NUDT9	0.027
TMEM149	1.3965
STX17	0.8155
IGSF10	-3.5655
TMPRSS9	0.6345
BMPR2	1.44541666666667
ALLC	0.4165
KLF7	0.237875
GCC1	0.7383
TIMM9	-0.837
CDO1	0.846
MGC10701	-1.07733333333333
IFI6	1.05233333333333
FRMD8	0.502
MGAT2	0.24425
WBP5	0.926333333333333
CNIH2	-0.19125
KIAA0907	-1.3511
KCNH8	-0.302
CTSG	-0.8535
GRIK1	-0.152166666666667
CUL5	0.045
FRMD1	0.222
OR9A4	0.4675
SYT6	0.316625
FOXD4L2	0.74
ANAPC2	0.0608333333333333
OPN5	-0.155
TAF13	-0.49925
LYG2	-0.01675
GGNBP1	-0.1335
C11orf40	0.0695
OTX2	-0.718
REG4	0.105666666666667
EIF5	-0.2145625
PALB2	-0.91825
SEPSECS	-0.1235
RNASE3	0.38525
TRIM49	-0.7115
POLR2K	0.1131
GPR42	0.0915
C8B	-3.235
SASS6	-1.1005
PREB	-0.145166666666667
OR3A3	0.4095
TUBA8	0.727625
IGLV2-14	0.16275
STIL	-2.792
ANKFN1	-0.718166666666667
NME7	-0.924
HOXC12	0.9555
UBE2C	-2.968125
FHOD1	-0.5435
