Hybridization REF	TCGA-BH-A0BA-11A-22R-A089-07
TMEM185A	0.147555555555556
ZZZ3	-0.081
C16orf5	0.0653333333333333
GALNAC4S-6ST	1.058
C1orf186	3.066
IGFBP4	0.916
NDUFA10	-1.21933333333333
CLIC2	1.534
RNF13	0.7275
GPR103	-0.649
CD69	0.8155
MYOZ1	0.76575
IFNB1	-0.442
CLNS1A	-0.70125
CXorf45	0.12
ZXDB	-0.253
FUNDC2	0.3015
GPA33	-0.967142857142857
C9orf70	-0.056
SLC2A9	-0.260625
LOC126520	-1.243
MAGEB1	-1.23433333333333
LCE2A	1.407
C18orf34	2.09
FMNL2	-0.347875
KRT85	-0.1935
CRYGA	-0.205
GEM	2.1015
THAP6	0.1472
ALKBH3	-0.263833333333333
TM6SF2	-0.9755
C20orf82	4.3345
RANBP2	0.229333333333333
LIG3	-0.3741
RETSAT	1.099625
OR8S1	-0.171
CAST	-0.2355
TGFBI	-0.8092
C15orf37	-0.49275
PGM3	-0.997
SLC4A11	-0.185
FAM123C	-0.4322
TAOK1	1.68925
CISH	-0.719
OGDHL	-2.917
SPINT2	1.3695
ZNF33A	0.5135
CLDN18	0.225
RNF128	-0.285125
CCDC71	-0.31475
RASSF6	0.2935
HSPG2	0.1235
ATP6V0E1	1.229375
ABHD6	0.8025
CD274	-2.494
GCNT1	-0.2795
NT5C1A	0.2435
TM4SF5	-4.157
C21orf58	-0.925333333333333
SUCLA2	0.12425
RFTN2	1.09575
SCNM1	0.16
SLC9A10	5.105
FUNDC1	-0.37925
SLC35F4	-1.509
AMD1	-0.0815
COL6A6	5.6905
OR4K2	0.815
TRIB2	-0.492
LOC91461	-1.5065
GHSR	-0.448
ATP8B1	-0.684
C1orf78	2.75616666666667
RNF183	1.1305
STX4	-0.3933
TPPP2	0.5745
MYBPHL	-4.151
TXNDC6	-0.6374
C9orf47	-0.196
FAM137B	null
FANCB	-2.21266666666667
C11orf9	-1.565
DPY19L1	-1.499
VDAC2	-0.4525
VHL	-1.39125
LMBR1	-0.5445
C8orf44	-0.59625
ZPBP	0.10275
FGF23	-0.976
C21orf67	-1.558
PCNT	-1.57514285714286
BCKDHB	0.9188
GALNTL5	0.4245
BET1	-0.684
ARL13A	-0.5165
HDAC6	-1.6295
N4BP3	0.527333333333333
OTOP1	0.5612
TTC30A	1.01625
CRISP1	0.309
KRT32	0.56
VSTM1	-0.326
ZNF622	-0.78475
POLR3B	-0.0609000000000001
DNAJC10	-0.0105
C12orf54	0.3995
ADIPOQ	5.934
RIT2	0.03825
CD44	-0.40635
ABCA3	0.864375
RPS17	-0.4975
FEZF1	0.8815
PCDHB15	0.48775
KCNMA1	-0.327454545454545
CCDC116	-1.4995
C15orf27	-1.402
NARG2	-0.9303125
ITGA5	-1.309625
MEFV	-1.028
TUT1	-0.150375
LOC541473	0.37875
NMBR	0.945
GLT1D1	-3.06566666666667
ABCB7	-0.42375
PFKP	-2.23772727272727
C9orf91	0.3494
LRRC41	-0.224333333333333
C1orf85	-0.364166666666667
ATP5F1	-0.362142857142857
STOX1	1.203625
GFOD2	0.65025
SLC25A3	0.72925
ZNF646	-0.1804
ZAR1	-1.75
OSTbeta	-2.14325
GALNT3	2.68575
IFT122	0.346333333333333
LDB3	0.748
GARNL1	-0.1075
HOMEZ	-0.116166666666667
LRRC6	0.454
ANGPTL5	-0.23825
UBAC1	-0.7755
DLEU7	0.365333333333333
RPL19	0.829375
TOP1MT	-0.616
LOC643641	0.755625
MBD3L2	0.767
NTSR1	-0.162666666666667
WISP2	1.79575
GPSM2	-2.557375
RDH10	-0.2319
PRKCG	-0.5455
HIST1H4J	1.0475
MON1B	0.3442
MLF1IP	-3.22516666666667
ZNF446	0.9045
COL4A5	0.4639
SLC26A1	1.77376923076923
RGN	-0.271875
CCNB1	-3.92825
C9orf165	-0.1965
CCDC28B	-1.13325
CCDC97	1.4865
FGR	2.08828571428571
MSRB3	1.2337
EPN2	0.369
COX15	-0.527833333333333
KCNK6	-0.8284
XK	-2.153
GDA	-3.9675
HEPH	-0.3965
THRAP3	-1.01175
MET	-1.50985714285714
PHYHIP	1.4815
LYAR	-1.67566666666667
ING3	1.00925
AK7	-0.5825
CCT8L2	0.0101249999999999
COPS7A	-1.02733333333333
WSCD1	-1.677
RNF185	0.723428571428571
TNS3	-0.74975
KNDC1	0.5515
RWDD4A	0.254333333333333
MED13L	0.9403
ZFYVE1	0.57525
C7orf44	-1.3245
MRPL1	0.259
STGC3	-0.28575
TEAD1	-0.614
RPL7A	0.429714285714286
ARL6IP1	-0.4927
C1orf178	-0.6085
CTAGE5	0.0328333333333333
TMEM184A	-0.2305
SLC25A14	0.1355
CACNG5	0.064
ATXN10	-0.380444444444444
ECH1	0.869888888888889
CCL22	1.1465
CYP2F1	-1.49166666666667
GADL1	0.0875
TMEM19	-1.1479
RUNX3	1.4225
EFNB1	1.54266666666667
LIPN	-0.07
ACSM3	-2.7535
SIGLEC8	0.0156666666666667
ASCC3L1	-0.525
NOL8	-0.447125
RELT	-2.10316666666667
Magmas	-1.61
PPP1R15B	-0.548111111111111
C11orf2	1.43975
VKORC1	-0.7655
MGC26647	0.6225
TRPM6	0.294833333333333
UGT2B7	-2.04625
FEV	0.824
FOXK2	-1.14411111111111
PDCD5	-1.35666666666667
SLC8A1	2.1584
DGUOK	-0.605
CLDN16	1.693
GAGE1	-0.247
RBM17	0.107
C1QTNF3	-0.355
VGLL3	1.327
UNQ5830	1.119
CD1A	-3.02875
SCGB1C1	-0.393
SUPT4H1	-0.190875
TRAF5	0.4995
ASAHL	1.079125
FAM73A	-0.082
OR6B1	0.696
WHSC1	-1.87894444444444
GFPT2	0.62275
LOC339809	1.94325
STARD5	-0.679636363636364
SIP1	-0.5205
DNAJC15	-0.50175
STAU2	0.1646875
FAM98A	0.182125
RAD23B	0.4865625
LRRC33	-0.626
CHRAC1	-2.036
C21orf89	0.194
C19orf43	0.000500000000000003
KLK8	3.628
CCNE1	-2.3735
PKDREJ	0.71975
SSU72	-0.05125
C17orf73	-0.6
GPR78	3.278
WHSC1L1	0.2389
GSTA2	0.0355
SMUG1	-0.289666666666667
UFM1	0.6125
AP3M2	-0.278333333333333
USP14	-1.246
FBXL14	1.0076
DSTN	1.466
SFRS14	-1.3335
FBXO31	0.219666666666667
C12orf40	0.3715
FRS2	-0.40725
NR2E3	-0.534
TUBB2C	-1.22325
GMPR	-0.970333333333333
C9orf139	0.39
ING5	-0.0835714285714285
LOC730092	-1.20383333333333
ORM1	-4.454
RP11-11C5.2	-1.55425
HSPD1	-1.699
PIWIL3	-0.00600000000000004
C5orf13	-2.1365
OR5R1	0.5105
LCOR	0.718375
PLEKHA9	-0.412
CCDC43	-1.5895
ZNF232	-0.03925
SLC6A7	-0.5315
ADH5	0.575333333333333
SHBG	-1.02316666666667
CROCCL2	-0.298
PANX3	-0.2565
CDIPT	0.078
SLC16A5	0.7095
TUBB	-1.363125
TOR3A	-1.2164
PREP	0.177666666666667
ENTPD8	-0.216
CHMP1B	-0.37625
SYT12	0.5413
MYH6	-1.3696
MAP3K13	0.469833333333333
KLHL30	-0.0121666666666667
LCMT1	0.250625
EIF1AX	0.14975
FOXD4L1	1.01
SLC24A5	-1.1265
RNF166	-0.9997
TJAP1	-0.3045
TMEM156	-1.6004
ZNF239	0.51225
SNX19	-0.0824000000000001
GKN1	-0.109
FCN1	1.5186
C1QL1	-1.8385
ATP11C	-0.406285714285714
ZNF35	-0.77325
CARD8	0.452625
LIMD1	-1.63616666666667
KIAA0286	-1.410625
XRN2	-1.73066666666667
CD6	0.361166666666667
TOX3	0.64975
ZSCAN4	-0.7484
RSRC1	-1.064625
COG1	0.636
PTRF	2.5976
C16orf35	0.0455
FBXO24	0.3465
CHST11	-2.181
THRB	0.9256
MYBPC1	6.055
RNF39	2.098
PSMD11	-1.50075
ALAD	-0.0438333333333333
EN1	0.2725
SLC9A9	1.628
GSTM4	-0.1442
CDC42BPA	0.154222222222222
RCSD1	0.25475
LUC7L2	-0.2425
SPTBN1	0.9029
LOC146167	0.0985
BAT5	0.1127
ZNF452	-0.186
LSM4	-2.1455
SRP72	-1.061
SGK269	0.5623
MTX1	0.2055
CENTA1	-0.35325
UNQ9433	0.3975
ATR	-0.0151666666666667
DDX49	-0.3355
PAQR8	-0.287166666666667
C14orf174	-0.396
GBGT1	-1.167
THAP1	0.31025
OR10K1	0.662
RASIP1	-0.320833333333333
DPYD	0.3894
DOHH	-0.99025
C18orf45	0.74375
POF1B	-0.031
ZNF552	1.31375
USP32	-1.3785
MED27	-0.974333333333333
C14orf149	-0.646166666666667
PRDX4	-0.753833333333333
ABHD12	-0.3106
AGT	-3.772
SLC22A14	0.31725
C1orf58	-1.49966666666667
PILRA	-1.64325
ABCF2	-1.247
C17orf85	-0.3932
TKTL1	-0.764
FGF1	1.40755
IL6R	0.418166666666667
VPS25	-0.113
CHRNB2	0.039
COL7A1	-1.2586
LRRC48	1.84566666666667
SPG20	2.09641666666667
COX10	-0.95325
GCA	1.21925
ECEL1	-0.4558
GLG1	0.108666666666667
SRD5A2L2	1.94875
MUTYH	-1.269625
ZNF70	0.33
L2HGDH	-1.56775
GPATCH2	-0.68375
ZNF655	-0.0708749999999999
ZNF227	-0.5545
MCOLN2	-0.731833333333333
NQO2	-0.17575
KCNQ5	-0.9
NEU1	0.1925
QRICH1	0.26275
ZBTB20	2.38266666666667
RPUSD3	-0.45175
EPGN	-0.960333333333333
TSN	0.173916666666667
SPRY2	1.89266666666667
LZTFL1	0.102375
GMFB	-0.3545
PBEF1	-1.0398
HBG2	-2.301
TMEM8	-0.8695
PALM2-AKAP2	2.34
NFYA	-0.90225
FAM108A1	0.538625
PBLD	0.8015
NRG4	0.4995
PIGF	0.0655
PTGER1	-0.6495
NOS2A	-0.6894
C21orf34	2.04683333333333
C21orf51	-0.0295833333333333
IL17C	-0.272
TRMT6	-1.161
ETV2	0.0243333333333333
CCDC109A	-1.283
MYLK2	-1.609
ATP10A	0.5628
DPH4	-0.1615
C5orf5	0.778166666666667
KCNA4	0.67
NMNAT2	0.3196
GLYATL2	1.105
LSMD1	-0.291857142857143
IL23R	-0.5235
NRF1	-0.93325
MUC15	0.142333333333333
PRDM12	-0.971
PAQR4	-1.49971428571429
RBBP6	-0.9102
IFI27	3.838
SKAP2	0.0136666666666667
TAGAP	1.864
TJP3	-0.035
C9orf61	2.96275
IDS	-0.162
PARG	-0.0325
LOC131149	0.011
DYRK4	-0.187
MICALL1	-0.97025
GALR2	-0.631
GPBP1L1	-0.220375
TBX21	2.94125
KCNJ6	-0.1618
GGN	-0.37175
CASP5	0.490833333333333
RNF182	-2.54975
BRD4	0.9555
DOK4	-1.00975
SLC46A2	0.0512
SOX9	2.50725
ZNRD1	-0.0858333333333333
PRR6	-2.01725
FAU	0.315625
DTNB	-0.279166666666667
CARD9	0.6195
STS-1	-0.858166666666667
SLC4A5	-0.193125
NSBP1	-2.11875
UGCGL2	-1.458
POTE15	0.22
NOXA1	-0.26025
RP13-347D8.3	0.4365
SAMD10	1.84883333333333
EP400NL	-3.08775
TCF21	-0.352666666666667
AMELX	0.321333333333333
JPH2	1.1773
SLA	1.734125
DLST	-1.82916666666667
SEPT12	0.254333333333333
RGS20	-2.518
LXN	0.849666666666667
ZNF419	-0.0744285714285714
UPK3B	0.246833333333333
RELL1	1.945
ESPNL	1.736
KLHL21	1.004375
PI15	2.136
C2orf61	-0.7095
LOC407835	-0.4365
RER1	-0.125
ELAVL2	null
MGC26718	-1.38825
KLF2	4.2655
TNFAIP8L3	0.2053
TFE3	0.417
C11orf17	-0.235375
15E1.2	-1.5555
SNRPC	-1.043
DLGAP1	-0.549333333333333
PGLYRP1	0.028375
OVCH2	0.315
IRF7	1.2341
SET	-0.8827
NAB2	-0.389833333333333
LRP5L	-0.9785
FAM120A	-0.3918
ASCL2	-0.317333333333333
SHH	-0.2555
ATP5H	-0.141833333333333
THPO	-1.312
TYRP1	-3.7514
HIST1H3E	0.128333333333333
EIF2S1	-0.769833333333333
TNFRSF17	2.23216666666667
TARSL2	-0.01075
NKX2-8	1.447
C1orf115	2.79125
LOC56964	0.203
KIAA0841	-2.74025
ISCU	0.369
TTMA	-0.2015
ZNF414	null
LOC441150	0.9525
RAB15	0.62275
HBP1	0.933333333333333
TNNT2	-0.736166666666667
CECR5	-1.30525
PHGDH	-1.1045
JRK	-0.7475
XPO4	-0.49475
FAM131C	1.4425
ARHGAP25	1.31433333333333
CA9	-3.12111111111111
GPR62	-0.344
TLX1	-0.134
GPS1	-0.041
OR2M2	-0.118
BDP1	-0.217642857142857
FAM70B	1.784
RPS29	1.07791666666667
MKLN1	-0.00879999999999997
TSPAN19	-1.216
SLC29A3	0.0802
LGALS4	-1.0352
USH2A	0.9006
NF1	-0.186
APOBEC3A	-0.0115
IMPAD1	0.1475
OLR1	-0.5182
NRAP	-0.6875
HCFC1R1	0.657333333333333
TAOK2	-0.3382
MCM10	-5.4318
MAP4K3	-0.469727272727273
CBS	-2.3045
CLK3	-0.5805
PCDHGA5	0.751
ELF4	0.244
FAM71A	0.096
C11orf49	0.09225
CLIP2	-1.5925
BTBD9	0.7205
ZNF524	2.01525
KDELR1	-0.339333333333333
ZNF509	-0.325
NCSTN	1.6765
ZNF533	1.5215
PARP4	-0.09325
GALNT9	-0.1314
NPY	-0.341
BEGAIN	-0.9122
TMEM77	0.246833333333333
FOXRED1	-1.7465
SLC16A2	2.0965
SLC35B1	-0.95375
GK5	-0.517833333333333
SDCCAG10	-0.76575
C4orf20	0.56625
SLC9A2	0.34425
ADD1	-0.0954285714285714
TAL2	-1.17466666666667
ACLY	-0.326875
DNAJC1	-0.441
SOST	-0.9455
USP43	-0.1525
CYP4F12	-1.47025
FKBP5	0.4895
CHCHD5	0.5719
NUDT22	0.01975
CCDC85B	-0.11625
OR51G2	-0.2255
STRN3	-0.743142857142857
TMOD2	0.382
FLI1	0.6725
MAB21L2	1.53316666666667
DGKQ	-0.9655
VPRBP	-1.0765
SCNN1B	0.4576
ECHDC3	3.3147
TMEM106C	-0.4205
CSNK2A2	0.319
RPL39	1.3923
HERC3	0.836625
ZBTB47	1.04383333333333
ZNF681	-1.13125
PAGE2	-3.01125
CLIC5	2.74707142857143
RABAC1	1.267
ZFHX2	0.68875
YPEL1	0.6545
KIAA0776	1.08525
NR1D2	0.88825
DNAJC4	0.860125
NPNT	0.9727
ZNF677	-0.7005
ZNF536	-0.8345
MEF2B	-0.0945
PTPN4	0.0563333333333333
CTCFL	-2.27
STX5	0.717
CD72	-0.76075
VEGFA	-1.898
XRCC1	-0.2501
MAS1L	0.133333333333333
ELL	-0.1612
SETBP1	2.6165
CDH11	1.57366666666667
NDC80	-3.63041666666667
DMBX1	-2.385
NRSN1	0.587
BAT2D1	0.004375
CDS2	-0.479833333333333
C1orf212	-0.794
SENP3	-1.126375
IL1F9	-0.438
EEF2K	0.175625
COG8	-0.6735
CEP72	-1.97175
OR1L8	0.6315
MUS81	-0.817666666666666
PHYH	1.44975
GGT6	0.946833333333333
C22orf23	-0.754909090909091
C13orf33	2.96525
MAPK8IP2	0.406
NELL2	0.698
POU3F2	-1.186
ALPK1	1.280875
MRPS18C	0.1465
RPLP2	1.34475
FGF22	0.8715
SPNS1	-0.839833333333333
ZFP1	-1.1265
IL1RAPL1	0.118666666666667
PCSK9	-3.33083333333333
NKX2-1	0.0296428571428572
C6orf189	3.84125
SP4	-0.2055
SLC11A1	0.0145000000000001
C21orf25	1.87933333333333
ICAM2	1.44375
SH3GL1	-0.812666666666667
GSK3B	-0.888
RALB	-0.701125
PDXP	-1.53183333333333
GNGT1	-1.4385
KIR2DL1	-0.0825
TNFAIP3	-0.144666666666667
C6orf32	0.6718
CBLN2	-2.39666666666667
PANK3	-1.31275
TAAR9	1.0775
WDR82	-0.214230769230769
APOM	-2.928375
TRIP10	-0.12325
SPATA16	0.9922
C1orf135	-3.38166666666667
USP51	1.2655
TESK1	1.526
C11orf64	-0.145166666666667
ZNF611	-0.257
PDE6G	-0.207
HLA-DQA1	2.4015
GCLC	0.20925
SEC61A1	-0.129357142857143
TWSG1	-0.140333333333333
ZMYND10	0.31775
CTDP1	-1.230625
ADAMTS6	-0.76725
SLIT1	-1.7355
KRT86	-1.624
KIAA0574	-0.26
GTPBP2	-0.716
PQLC3	1.4895
PRRX2	0.391833333333333
C15orf44	-0.0506666666666667
MKKS	0.062875
C11orf10	0.22
GPR110	0.291
CD109	-1.354
ADCY1	-0.6542
RHBG	-3.2255
TP53I3	-0.212625
SLC22A3	0.3118
UCP2	0.02
FOXG1	-1.816
OR2AG1	-1.9125
TRIM24	-1.21075
PROC	-3.027875
TAAR6	0.15875
AMTN	-1.252
C10orf47	0.155
DEPDC1	-2.366
FLJ45557	0.315666666666667
ZDHHC17	0.109
KIAA1429	-0.7465
KCNH1	0.3615
VNN3	0.0505
PSMAL	1.87375
PPARD	0.274875
HFM1	-0.1185
YBX1	-1.69033333333333
ZNF695	-2.768
SCTR	0.2284
DCDC1	0.736
VPS26B	-0.248
MTF2	-0.3595
ATP6V1F	-0.01075
CCDC94	0.206
PERF15	1.4015
CCL11	0.60425
LMO7	-0.827625
DCST1	0.542
ADRBK1	-0.724875
CDRT4	-0.161285714285714
ZNF84	-0.70125
HOXD8	1.17525
STARD8	0.767333333333333
FOXP2	0.032
CCDC103	0.879
POLR3A	-1.3283
GSC	1.269
ZNF114	-1.798
HTR7P	-0.867
LALBA	1.396
RMND5A	-1.08283333333333
PSCD2	0.558
ZNF409	0.8405
KRTAP1-3	0.762
MAF1	-0.37475
LOC201725	-1.324
NRN1	-1.0725
SPAG5	-4.17733333333333
DNAH7	0.5008
FLJ43860	0.173
BRCA2	-1.4145
ACADM	-0.75825
CXXC6	-2.043875
RAGE	-0.746375
CHMP2A	-0.27275
FAM8A1	0.0186
GPR21	0.107
SLC12A3	-3.9155
FVT1	0.600285714285714
ZDHHC7	-0.41
FLJ44048	0.494
SLC44A3	1.92783333333333
SDSL	0.243
MMP8	-0.477
PLA2G12B	-2.13725
ACY1	-0.20075
MT1E	2.46666666666667
OR4K15	0.645
TECTB	0
GPR20	0.908375
IRAK2	-0.389
RFPL3	-0.0587142857142858
MYO9A	0.59175
NARG1L	-0.820333333333333
BLMH	-1.578
CCDC3	4.62166666666667
C9orf21	-0.303666666666667
KIAA0513	-0.291333333333333
MIER2	0.9035
PNMA2	-0.705
SH3BP2	0.2983
ANXA10	0.31375
RTN2	0.7785
TFB1M	-1.421
PRPH2	0.99725
C14orf133	-0.39125
GOLGB1	0.0844166666666667
IRX4	2.271875
NFKBIL1	0.0985
C10orf62	-0.11325
APBB3	-0.545
RPS10	1.4362
LOC728378	-0.05
TLE3	0.499833333333333
PSMB7	-0.388875
MESDC1	0.1315
SLC6A1	0.9378
OCLN	-0.906083333333333
PTTG3	-3.5745
NAGLU	0.4935
SERTAD4	1.032875
SPRY1	2.64475
FLJ10781	-0.275916666666667
MYSM1	0.2385
TRIM4	0.193928571428571
SH3YL1	0.9395
TREM2	3.08416666666667
SERPINI1	1.5185
HDHD3	0.7175
TMEM38A	0.078375
EID2B	0.28575
TDRD3	-0.472666666666667
SEDLP	0.34975
THSD7A	0.459666666666667
NDST3	-0.0636666666666667
KLHL15	0.139181818181818
DHRS12	1.459
FBXO9	-0.0423571428571429
TNPO1	-0.464916666666667
MRPL13	-0.543
SNX5	-2.26333333333333
METTL6	-1.24275
SOD1	-0.267375
CHML	-1.97283333333333
PACS1	0.253125
SIRT5	-0.5488
CAPN2	0.502333333333333
FXYD5	0.324166666666667
TWISTNB	-0.15
LRFN1	2.54066666666667
UBE1L	1.61025
UBE1C	-0.90675
OR51B2	0.38675
OR4D11	0.0695
C15orf2	0.0189999999999999
NR4A1	1.48716666666667
LOC339047	-2.002
TRIM17	0.116875
ATP5G3	-0.424428571428571
RPL15	-0.0809166666666667
ADAMTS8	-1.28375
HOXC4	0.7525
C14orf37	-0.1745
CEACAM5	-2.00228571428571
MYT1L	0.533333333333333
RASA2	-0.71725
OSBPL7	0.4455
STAG1	-0.918
GIMAP4	5.04416666666667
FUT3	-1.15066666666667
PIF1	-2.66775
LPIN2	0.1491
SH3PX3	0.849
PDP2	-0.4545
PAPD1	-0.68125
ERP27	1.7005
APOOL	-1.30533333333333
DIABLO	-0.66325
TRHR	0.670833333333333
ARMC9	-0.84075
RNF152	-0.048
SLITRK3	0.728666666666667
ZNF211	-0.2965
PFDN1	0.0505
RGS11	0.498
HS6ST1	-0.0989000000000001
AKR1D1	-0.6475
TNP2	0.484166666666667
STK31	0.57025
EML4	-0.72925
SGTA	-0.310833333333333
HIST1H2BI	-1.28133333333333
PSMD6	-2.41183333333333
KIAA1257	-0.851
C18orf55	-1.04683333333333
FLJ20273	1.115875
RPL28	-0.319833333333333
EPYC	0.158
NOX3	-0.7225
ELAC1	0.164333333333333
METT11D1	-1.22375
BIN2	-0.5825
NACA2	-0.06075
CCDC17	-0.50475
HM13	-0.5534
UBOX5	0.32525
UBE2O	-0.84475
UBL5	-0.3715
APOLD1	3.457125
C9orf31	-0.117666666666667
TNFSF8	0.361
ARHGAP29	0.301833333333333
PROKR2	-0.1615
PDE5A	0.2658
C6orf12	-0.7555
TOM1L1	-1.8515
WHDC1	1.01775
FOXI1	0.386333333333333
RAB4A	0.5164
TMEM39B	-0.33275
ATPBD1C	-0.443
FARSA	-0.8355
PLEKHG5	1.98075
CMAS	-1.81333333333333
OR7E24	-1.9245
SLC30A1	-1.1275
CDC42EP5	3.79266666666667
PLAC1	-1.30775
KLHL18	-0.638166666666667
LBA1	-0.0241111111111111
TAZ	-1.977
CRIP2	1.206375
BTBD11	0.1388
C16orf72	0.71875
DIO2	-0.651111111111111
LRRCC1	-0.614166666666667
CCDC136	-1.233
PRX	0.66825
RBM5	-0.3399
TMEM85	-0.057375
TUBGCP4	-1.07666666666667
APLN	0.798375
CDK7	-0.283333333333333
SSR2	0.278833333333333
CRELD1	-0.22625
C19orf46	2.5965
GAL3ST4	0.0681666666666667
KBTBD10	0.2055
IL28A	-0.847666666666667
WDR27	-0.937
MCM2	-2.5105
SOX14	-0.3855
FLJ39743	0.272
KIAA0922	-0.495125
HIPK4	0.2525
FLJ25758	0.754
C16orf57	-1.12111111111111
PDZD2	2.903375
MCC	0.9045
HHLA3	-0.6411
ID2	0.60575
C20orf23	1.13508333333333
ZNF688	1.08
APOC2	-1.90583333333333
LOC440093	-0.24575
FAM50B	2.2565
PWP1	-0.2645
DNAH10	-0.291
HIST1H2BA	0.82925
GPR56	0.705333333333333
METAP2	-0.476
PAN3	0.5785
STXBP4	0.304333333333333
PDHX	-0.3875
MTA1	-0.104833333333333
ZBED4	-0.8865
ZNF720	-1.26475
CDK2	-2.005375
RHOJ	1.996
CDC37	-0.756
ZER1	0.5135
GRK4	-2.1205
PRPH	-0.16025
POLR2A	0.183571428571429
OGFOD1	-1.49575
NOL5A	-2.15975
PHEX	-1.2935
FLJ16478	-0.8415
C20orf117	-0.496714285714286
CAMTA2	-0.0326666666666667
C11orf74	0.454166666666667
DDX17	0.468583333333333
C5orf27	-0.0354285714285714
PLEKHA2	-0.962333333333333
PDE4DIP	-1.1659
SCN7A	0.8115
ZNF559	-0.511333333333333
CXCL10	1.96366666666667
ZMYM4	0.178
STK32B	0.0170000000000001
KIAA0888	-1.8846
TACR3	1.2625
CKAP2L	-2.341
KIF1A	-0.7988
RSPRY1	-0.4215
VCAN	-1.50925
CYP27C1	-0.9735
SYDE1	-1.5895
MED12L	-0.0815
ZDHHC21	0.332375
NHS	0.86
TM9SF3	0.823
DDHD1	-0.352571428571429
MAFG	-0.243166666666667
BICD2	-0.5907
C14orf119	-0.00399999999999999
C14orf43	0.644857142857143
CDH7	-2.66066666666667
ALKBH5	-0.231615384615385
JUP	1.315625
TMEM41A	-0.8855
MAMDC4	-0.8535
CBX3	-1.711875
LRRC18	0.036
RBMXL2	0.83925
PLA2G4D	0.148333333333333
FGF13	0.8765
KIF3A	-0.0095
PDIA6	-1.63025
DCXR	0.69975
CASKIN2	0.971166666666667
EHD1	-0.578333333333333
MARCKSL1	-0.444
ZNF496	-0.657666666666667
SCAF1	0.158166666666667
KCTD8	-0.671333333333333
TRAF3IP3	0.424785714285714
LSR	0.42875
CXorf1	0.45925
C14orf112	0.4645
EIF2B1	-0.57525
OMP	-0.1185
GSTZ1	-0.5395
LOC92017	0.9505
ISLR2	-0.24
C12orf36	0.555
GATA2	-1.99266666666667
GABRA5	-1.547
CELSR2	-0.946642857142857
STAM2	-0.0685
TNAP	1.2715
PTPMT1	-0.7845
GRP	6.1065
SV2A	-1.0204
MAGEA12	-4.08175
CACNG1	-1.3525
C18orf19	-1.1085
GSG1	-0.696166666666667
PTPRJ	-1.46185714285714
FRMPD1	0.074
ZNF668	-0.1635
PLEKHJ1	-0.832625
ADAT1	-1.4754
TMEM50A	0.1627
UCN3	-0.0445
HOOK1	0.723285714285714
IL17B	3.1705
MLKL	-0.998
TTC14	-1.26166666666667
KLHL5	-0.743875
CRYL1	0.57
FOXH1	0.054
NFYB	-0.2105
PPM1G	-1.2075
GOLGA2LY1	-1.10925
NMT1	-0.359
HADHA	-0.1643
CHSY-2	-0.99925
PLEKHF1	2.17435714285714
SAGE1	-2.9065
MUSTN1	0.957
SUHW4	1.38575
TFEB	2.50033333333333
ZFYVE27	-0.17625
ATG12	-0.648333333333333
BMI1	0.421285714285714
ZIM3	1.5175
MYH4	0.636
MASP1	-0.3079
KIAA0984	-0.0166666666666667
RPAP2	-0.7675
ASB5	0.599666666666667
BOLA3	-1.23416666666667
MIA3	0.686833333333333
KRT35	-1.048
KIR3DL3	-2.373
MRPL51	-1.39
SEMA3F	-1.36566666666667
NDUFB2	0.150166666666667
LOC253012	1.293
FAM46C	0.4298
G6PC	-0.949
CSAG3A	-3.63616666666667
PREX1	0.3345
SLC25A45	0.03
MAPKBP1	0.9068
CPE	1.4682
GNB1	-1.223625
CXCR6	0.1235
TRIM46	0.23
C16orf3	-0.0273333333333333
HPSE	-0.198
TIGD3	-2.561
SPG3A	2.19975
LCAT	-0.975833333333333
ST6GAL1	-0.285888888888889
POMC	1.4395
FLJ36031	0.164
NSMAF	-0.4215
SKIL	-0.4535
ADSS	-1.258
HMGCS1	-3.2247
POLR3F	-0.576
RAB10	-0.49475
ZNF277P	-0.818625
ZBTB7B	0.170375
DHRS1	0.629625
ABCC13	0.1715
CNOT3	0.05125
NFKBIA	2.21425
GAK	-0.160333333333333
SFT2D2	0.0531666666666667
HOXA6	0.219
CRTC1	1.49985714285714
LY6D	2.23133333333333
C20orf72	-1.4905
CPT1A	-1.73925
LMO1	-2.442
EIF3I	-0.3945
PRB4	0.81925
MCM3APAS	-1.902125
C20orf132	-0.6655
FOXF2	-1.9005
S100A12	-0.00799999999999997
MLH1	-0.122666666666667
ACTN1	0.439
MRPL36	-0.8175
C20orf106	-1.78833333333333
FBXO6	0.353
MKS1	-0.644166666666667
CX3CR1	0.446375
PDE1B	0.1005
PLP1	-1.9495
KISS1	-0.5754
C14orf2	0.4115
TBC1D3P2	-0.796
COMMD6	1.5462
ANKRD7	-1.93933333333333
PTCHD1	1.931375
NARS2	-1.60325
DOCK7	-0.582625
FAM127B	0.08775
LOC390243	-0.0818000000000001
N6AMT2	0.96525
ZNF391	-1.924
DNAJB14	0.6065
WRB	-0.139
BPI	0.447666666666667
TTC4	-1.36933333333333
FAM10A5	-0.2685
GOT1L1	0.769222222222222
MAGED1	-0.341375
RESP18	0.330333333333333
WFDC6	1.0175
MT2A	0.9745
C11orf56	0.56775
KIAA1432	-2.885
ROR1	0.028875
HSD17B14	0.2945
ZFAND2B	0.3505
SAMD4B	-2.19575
HEXA	-0.0591428571428571
HNRNPU	-0.0834545454545455
