Hybridization REF	TCGA-AN-A0FD-01A-11R-A034-07
PLEKHF1	0.496571428571429
SAGE1	-1.31
MUSTN1	-0.748
SUHW4	0.25975
TFEB	1.096
ZFYVE27	0.63125
ATG12	-0.3055
BMI1	0.827428571428571
ZIM3	0.82925
MYH4	0.517333333333333
MASP1	-1.2095
KIAA0984	-2.53166666666667
RPAP2	-0.4755
ASB5	0.148666666666667
BOLA3	-1.53666666666667
MIA3	0.0863333333333333
KRT35	-1.6665
KIR3DL3	-0.6565
MRPL51	-1.54225
SEMA3F	1.03283333333333
NDUFB2	-0.0301666666666667
LOC253012	1.798
FAM46C	-0.918333333333333
G6PC	-1.7355
CSAG3A	-2.32633333333333
PREX1	3.3015
SLC25A45	-0.00771428571428569
MAPKBP1	-0.0025
CPE	0.5738
GNB1	-0.750875
CXCR6	-0.227
TRIM46	0.2545
C16orf3	0.153833333333333
HPSE	-1.21857142857143
TIGD3	0.472
SPG3A	2.527
LCAT	-1.8205
ST6GAL1	-0.686111111111111
POMC	0.3345
FLJ36031	-1.25433333333333
NSMAF	-0.411333333333333
SKIL	0.8755
ADSS	0.438
HMGCS1	-2.0752
POLR3F	-0.3705
RAB10	-0.109375
ZNF277P	0.182
ZBTB7B	0.28
DHRS1	0.657125
ABCC13	1.23366666666667
CNOT3	0.49925
NFKBIA	1.1255
GAK	-0.726
SFT2D2	1.03766666666667
HOXA6	1.398
CRTC1	-0.652
LY6D	-0.688166666666667
C20orf72	-1.031
CPT1A	0.183
LMO1	-0.1585
EIF3I	-0.3165
PRB4	-2.51066666666667
MCM3APAS	-1.764875
C20orf132	-1.535625
FOXF2	-1.33075
S100A12	-1.053
MLH1	-0.980833333333333
ACTN1	0.6836
MRPL36	-0.371833333333333
C20orf106	-1.864
FBXO6	1.26033333333333
MKS1	1.397
CX3CR1	-2.425375
PDE1B	1.172
PLP1	-3.196
KISS1	0.325
C14orf2	-1.27633333333333
TBC1D3P2	1.40525
COMMD6	0.9784
ANKRD7	-0.441
PTCHD1	-1.48175
NARS2	-0.71925
DOCK7	-0.644375
FAM127B	0.149375
LOC390243	0.0774
N6AMT2	0.165
ZNF391	-0.2025
DNAJB14	0.3015
WRB	0.043
BPI	-0.487166666666666
TTC4	-1.07933333333333
FAM10A5	-0.88225
GOT1L1	1.525
MAGED1	-0.334875
RESP18	1.60875
WFDC6	0.21375
MT2A	-1.046
C11orf56	0.30975
KIAA1432	-0.834
ROR1	-0.867428571428571
HSD17B14	1.443
ZFAND2B	0.0635
SAMD4B	0.50525
HEXA	0.179
HNRNPU	0.652818181818182
USP39	-0.57
NRD1	-0.5035
R3HDML	1.12775
FLT4	0.260833333333333
OMG	1.0544
OR52N4	0.431
LOC399818	-0.999
ELA2	-2.54875
VENTXP1	0.139
RFC5	-1.302
OR52L1	-0.7955
PAX5	0.536
FBXO2	0.6415
GMEB1	-0.1805
AKT3	-0.0166666666666667
CRB1	-0.216833333333333
CTTN	0.517166666666667
UTP15	0.181166666666667
HSBP1	0.617166666666667
PHF11	1.99475
NDEL1	-0.535666666666667
USP8	-0.09425
BAIAP2	-0.1644375
SI	0.873333333333333
ARSJ	-1.27066666666667
BAAT	-2.304
KCNS3	2.15083333333333
LOC126147	-1.5775
TMEM37	0.1915
C1orf162	2.23666666666667
MBD1	-0.4535
ITGAL	-0.170333333333333
WDR73	-0.894833333333333
GKN2	0.425333333333333
ARFGAP1	-0.935
SLC5A8	-0.7124
ZBTB40	0.0427000000000001
CYP4B1	6.15783333333333
LYPLAL1	-0.4765
CHST3	-1.0495
MAP3K9	-0.0465
BTAF1	-2.1705
TFAP2E	0.68
RBM35B	1.041
LOC441251	-1.7424
ANKRD25	-0.639777777777778
UQCRC2	0.0145
MAEA	-0.153
HYAL1	-2.6758
RNPEPL1	-0.0338333333333333
CPSF2	-0.76625
PSD3	-1.546
ABCA13	-1.40271428571429
AGR2	2.256375
GBX1	-3.62
HDLBP	0.842214285714286
ACY3	-1.32625
HECW1	-0.40475
ZNF519	-1.259
HOPX	3.15325
ZNF304	0.85775
OR12D3	0.4255
FKSG43	-0.102
METTL1	0.08825
MFSD3	0.4636
PSPH	-0.5345
CLCA3	0.909
DARS2	-2.00766666666667
CDC25A	-2.883
BAIAP2L1	-0.296
B3GNT5	-1.514875
USP29	0.0312499999999999
ARHGEF10L	0.9728
ATOX1	-0.077875
ADAM30	1.71433333333333
DNASE1	-0.70375
STT3A	0.680333333333333
RAB6IP1	-0.78275
PTN	1.2893
C1orf106	-1.38361538461538
HECA	1.87275
RNF122	1.4095
SLC22A18AS	0.14
GNG8	0.315166666666667
ELP4	-0.93075
FAM65A	-0.307
RPL10A	0.0923333333333333
IRS4	1.2675
MACF1	1.238
SEC24D	0.10775
LOC374395	0.8835
TGFB2	0.202125
MDFIC	0.311625
CHRNE	1.19316666666667
PCMTD2	0.770666666666667
ATP6V0D1	-0.1615
MTA2	0.46975
LZTR1	-0.3175
RAP1A	-0.206
AXIN1	-0.528875
POLR1C	-0.22825
TRIO	0.812833333333333
PLXNA4A	-0.141166666666667
C5orf33	-0.15325
DEPDC1B	-2.631
ZNF473	0.314
MTM1	0.00587499999999999
GPR107	0.5745
CSNK1A1L	0.568166666666667
FLJ14154	0.8305
NLRC4	2.51275
ENPP4	1.04283333333333
PADI3	-0.451
RNF170	-1.090875
CG018	1.16383333333333
C16orf7	0.30875
KCNE1	-0.67875
NRM	-1.33983333333333
SLC37A3	-0.559214285714286
TPD52L2	-1.39866666666667
UNC5B	1.63825
C12orf12	1.87175
SDHB	-0.9895
CLRN1	0.247142857142857
NUDT10	0.516833333333333
UGT3A1	1.48528571428571
FBXW8	-0.019
RHOF	-1.532
PTPLAD1	-0.778
MYO3B	-0.379666666666667
DERA	-2.13125
TPP2	0.000750000000000015
C19orf53	0.730666666666667
GINS3	-0.9455
ST6GALNAC5	3.448
CHSY1	0.927
MGC15705	-0.5175
GPR83	0.603666666666667
EXT2	0.29925
DOLK	0.715
TUBAL3	-1.65
ACVRL1	1.5196
ABL2	-0.118
C14orf156	-1.82183333333333
PTPRZ1	-4.30042857142857
DIP2C	0.9255
LAMP1	0.367875
RXRA	0.0368
MAP3K5	-0.4085
ALKBH1	-0.103
PDLIM7	-0.027625
ARL14	-1.032
SNIP1	0.0421666666666667
TIMP3	2.6305
RGS3	-0.388666666666667
SPAG16	0.0802
ABHD4	0.50125
ARHGEF12	1.04990909090909
GLUD2	-0.131
RAC2	-0.8487
UAP1L1	-0.848
SLC18A3	0.064
YOD1	-1.84725
RALY	0.0315
HMOX2	0.39225
DGKH	-1.49433333333333
DBNDD2	2.541
YIPF4	0.7375
THAP10	-1.12675
ZNF513	0.63775
HAGHL	0.0568333333333333
ITGB4	0.720666666666667
CCDC141	-2.342
YTHDF3	0.082
C5orf28	0.55925
RPL7L1	-0.52925
TMEM30B	0.954214285714286
ANKRD35	1.024
DUOXA2	0.16825
TBC1D5	0.1865
DFNB59	-0.9
HRH4	1.21166666666667
MYO6	2.8525
DNAJA4	1.46125
RBM24	-0.7065
CEACAM20	-1.09
RBM23	0.174428571428571
NGFB	1.113
C1orf63	-1.8856
KRTAP7-1	-0.224
PERLD1	1.019
NPB	0.7115
C17orf59	0.5475
HSPBAP1	-0.56825
SLC15A4	0.304625
PRTFDC1	0.4735
OSMR	-1.0665
CYSLTR2	1.2165
C19orf25	0.2878
KIAA1797	-1.027
NLRP6	-0.592
FAM105B	-0.3598
SCRN2	0.600833333333333
LRRC58	-0.2869
RNF17	0.158
NEIL3	-2.2755
FAM137A	-1.29375
SKP2	-3.22075
PARVA	1.15083333333333
PKLR	-0.7415
RNF34	0.114
A3GALT2	0.7825
C12orf50	0.1885
SUNC1	-2.91625
FAM102B	-0.177333333333333
CCT2	-1.39175
LRRC37A2	-2.0675
ARF4	0.327
SIKE	0.18225
C8orf48	2.72683333333333
MBTPS1	0.918
GPSN2	0.4315
NCF2	2.85525
SLC12A6	-0.5955
MRPL48	-0.25125
HMGN3	-1.06733333333333
LRRC62	-0.435
PAX9	0.873125
FAM55A	1.567
C20orf42	-2.426
SCML2	0.1468
BCL9	1.039
FAM40A	-0.32425
C9orf41	-0.9985
ZNF774	-0.2415
LETM1	0.6935
PLXNB1	-0.139166666666667
NIPSNAP1	-0.409375
USP10	-0.93075
F9	0.80775
LIPE	1.2995
CNGB3	1.395
C12orf52	-0.17175
PI4K2A	-0.187625
MED8	-0.306875
STAT4	0.776375
FGD4	-0.455
RNF145	-1.82083333333333
WDR32	-0.1291
CLDN2	0.657666666666667
TCEAL8	0.2005
ZMYND8	0.4834
PDXK	-1.1644375
GATAD2A	-0.00900000000000001
PTGES3	-0.899
CCM2	-0.4815
TAP1	2.24675
ZNF670	0.14325
ETS2	-0.883923076923077
C6orf166	0.856333333333333
PRMT2	0.356714285714286
OR4B1	-0.5425
INTS8	-1.316
CCDC102A	0.11575
CCDC83	-1.85433333333333
ITGA1	0.4346
EPHA5	-1.54383333333333
FAM24B	-0.731166666666667
TSGA10	0.53525
HAL	-2.3982
MYOT	-0.212
SPACA3	0.0619999999999999
BCL2L2	-1.36133333333333
CUGBP2	-0.244666666666667
CCNB3	-1.31333333333333
RNF113B	0.2825
MERTK	-0.133
BAG1	-0.73825
VPS36	-0.41575
ORMDL3	0.1238
C1orf190	1.21575
ZNF625	0.129
CORO2B	-1.6685
ALOX15	-0.632
CST1	3.968
NUPR1	1.95383333333333
CCL7	1.3975
SMCR5	-2.817
DSC2	0.384
RBMS2	0.81125
GRIK4	-0.165
TRIM65	-0.6809
TMPRSS6	1.37064285714286
TP53INP2	0.00824999999999999
GLB1L	0.240333333333333
LOC388284	0.493333333333333
PUS1	-0.6995
BCL9L	-0.427
OLFM1	0.331416666666667
RET	0.28
MASTL	-2.13283333333333
ALX3	0.0637499999999999
IL1RL1	0.6864
ZNF765	-0.9364
C14orf138	-1.29275
SNX10	0.2575
TAC4	-3.192
C1orf64	3.21625
POGK	0.489375
MAPK9	-0.31025
ZNF366	2.10166666666667
C8orf79	0.4359
CLDN7	2.29375
OR5AT1	-0.3645
TRIM37	-0.35125
LRRC25	2.04875
GRHL2	3.1822
TEKT3	0.997
LASS5	-0.477
ABCC4	-1.60054545454545
DLG3	0.543
VGLL1	-0.0613333333333334
ZFP36L2	0.266333333333333
MFRP	0.517666666666667
KIAA1799	-0.0245
FLJ44379	1.975
PCNX	-0.25025
ANXA9	1.125
CYP4V2	1.0742
PIK3C2A	-1.05025
SRR	-0.00950000000000001
NOL3	-1.4205
IFITM2	1.879
ARNTL2	-1.09425
ZNF595	-0.362
NLRP13	0.1685
ASPH	-0.161
CPA2	0.3855
PVRIG	-1.34116666666667
LEPR	-0.859333333333333
C16orf42	0.474166666666667
SH3BGRL	-0.36025
FAM77D	-1.06416666666667
FNDC7	-1.502
C9orf6	-0.6255
NOTCH2NL	1.13866666666667
PGBD1	-0.122166666666667
SYNGR2	0.603166666666667
PITPNA	-0.866875
PRPF4B	-1.415
SLC43A3	-1.49835714285714
NRBP1	0.10475
SLC25A22	0.736
ILK	-0.082125
SLC22A8	1.17783333333333
MRPS7	-0.030375
PITX2	0.1855
FABP3	-0.703625
OR1L1	0.278
LOC728215	0.825
BLID	-0.6715
KIAA1217	3.05970588235294
TFPT	0.47325
AP4B1	-0.88775
VBP1	-1.87975
OR1K1	1.39
MORC3	0.62275
BHMT2	0.398166666666667
C3orf10	0.114
FZD7	1.79333333333333
WFDC10A	0.7945
PMS2CL	-0.472375
CCDC32	0.470833333333333
FA2H	-0.4375
ALG13	0.4725
TTLL7	0.316
SPOCK3	0.447
SLC13A2	-0.25
AIM1	0.92225
GPRC6A	-3.683
EGR2	2.76575
MED11	-0.263
WWC1	1.465
SH3GL3	-3.60925
RIF1	0.0285714285714286
PRLH	-0.535
VLDLR	-3.067
DBT	-0.6180625
C21orf63	-1.7655
CGGBP1	-0.331
KRTAP12-2	0.526
TADA3L	-0.411375
ZBTB16	1.41975
PDGFB	1.046
RFX1	0.50775
UQCRB	-0.5295
LOC133874	0.315
HPS3	-2.53525
LGALS3BP	1.8342
DKFZP564O0823	1.77942857142857
MRFAP1L1	-0.248375
HOXA10	-0.902333333333333
NGB	0.7275
KIF21A	0.0344615384615385
IFLTD1	-0.114
LZTS1	-0.43
ARHGEF3	1.345
RHBDL3	-0.156
CSNK1G2	-0.295833333333333
ChGn	-1.44325
KIAA1244	2.21916666666667
GABRB2	-0.5415
MGC72080	0.5665
CD27	2.954
EGLN1	-2.1264
PEX13	0.423
RWDD3	-0.87575
RNF12	-0.3735
GRIN2B	-2.325
ADAMTS14	-0.184
DYDC2	2.749
ATP6AP1	0.347
NR1H2	0.353333333333333
PDK2	1.0675
C3orf17	0.0788333333333334
SLC38A2	-0.4425
SLC25A29	-0.00133333333333334
C15orf29	-0.20725
ADAM9	-1.20208333333333
TMUB2	-0.38375
GPR176	-0.971
AGK	-0.289125
MCCD1	0.964
NDUFA4	-0.405
TMEM146	0.68975
DUSP1	1.063
UNQ6975	1.211
EMX2OS	2.03366666666667
INSM2	0.764666666666667
LUZP4	-0.048
SETD6	-0.952
P2RY2	2.8115
SLC45A2	-0.5815
RABGAP1	0.546333333333333
UBXD5	-0.19975
GPRC5A	1.7266
PAK3	-0.4242
LOC63920	-0.623
TGFBR1	0.2021
KRTAP6-3	0.175
SFMBT2	-0.0790000000000001
CDC42	0.0903125
C11orf35	0.9195
TTLL2	-0.6075
UACA	0.913
CD97	-1.0942
SETD5	-0.6935
NINJ2	0.58525
PTER	0.721166666666667
POMGNT1	0.311
KRTAP4-2	-0.195
ECGF1	2.2125
HRB	-0.634636363636364
ATP1B2	-0.2484
LOC400506	0.0815
COL4A3BP	1.1055
C6orf97	0.58375
GRHPR	-0.358
TAS2R1	2.871
SEMA7A	-0.791666666666667
EDF1	-0.239
ODF2L	0.158555555555555
PCID2	-0.7576
GTF2H4	-0.277166666666667
ZCCHC3	-0.923375
CGB2	-0.345166666666667
NEUROD1	0.025
C20orf75	0.4375
RP5-1054A22.3	0.575833333333333
IFNA5	0.3765
ZNF134	0.401083333333333
MGC119295	-0.9308
ZSWIM6	-0.233625
SMEK1	-0.338333333333333
PCGF2	0.086875
C1orf102	3.19825
CYP2A13	3.4885
KCNH6	-1.3405
MDM1	0.4543
ALDH7A1	-0.181666666666667
C9orf75	0.836
VDAC3	-1.596
OR51T1	0.61
EIF3F	-0.26475
KCNJ10	-0.18525
LENG8	0.479
EDEM2	0.221083333333333
CCNJL	-0.257833333333333
DHX37	-0.4265
CRYGN	-1.3235
AATF	-0.461125
ZNF630	1.057375
E2F5	-0.1595
WFDC13	-1.671
FTSJ3	-0.325833333333333
C4orf33	-0.305
LHFPL4	-2.75266666666667
C19orf56	-0.507416666666667
SMAD4	0.47125
AFM	-1.10025
G0S2	-1.50325
FCHSD2	0.2405
RRP1B	-0.6884
EEF1B2	-1.01783333333333
STAT6	1.07033333333333
ZNF195	0.2385
GNL1	-0.873333333333333
ZNRF2	0.096
PER3	-0.00662499999999999
ASB16	0.19925
C10orf10	1.66471428571429
ADCY8	1.8075
C9orf58	-1.99733333333333
ARMC10	0.313333333333333
PSG1	-0.314
DHX34	-0.214
VARS2	-0.267875
NFIC	0.17025
ITPR2	-0.7045
AGXT2	-0.7224
OR6K3	-0.85
H2AFZ	-1.424
MLLT3	-0.574727272727273
COX4I2	1.90025
CCNT2	-0.540875
PLK4	-2.17642857142857
NUMBL	-0.154833333333333
MED16	0.15975
PLEKHQ1	1.12525
GOSR1	0.350352941176471
BTG4	0.18925
RPL30	0.352666666666667
IGSF5	0.252
IGFL2	6.342
ELMOD2	0.200333333333333
SHC3	-2.36666666666667
HAVCR1	-0.775
DYNC2H1	-0.410125
RNF5	-0.259833333333333
C2orf7	-0.222
NLF1	1.8375
KLHL25	0.07475
LRP10	0.8889
KRI1	0.081
PUS7L	-0.352
MGMT	1.49475
HOXD1	0.138166666666667
CSH1	0.428111111111111
ATG16L2	-1.2065
FLJ44635	-0.00700000000000001
CHODL	-0.26325
EXOSC8	-2.11775
SLC28A1	-0.285
MYO7B	-0.4656
SEH1L	-0.047
MTNR1A	-0.402166666666667
TSPAN5	0.493166666666667
CDC45L	-3.61883333333333
AMIGO1	0.4995
ATAD3A	-0.8805
OSGIN2	0.185166666666667
PDIK1L	-0.131666666666667
DARC	0.478375
PIPSL	0.892
SHMT1	-2.3465
CRISP3	0.345
POPDC2	1.816
ZRANB2	-0.9245
FBXL8	0.74825
TRIP13	-1.70918181818182
EIF5AL1	-1.139
POU5F1P3	-4.68383333333333
IL6	-2.4445
CXorf38	0.422833333333333
IFNA16	-0.8925
FBXL2	2.27666666666667
BRD1	0.35075
STATH	-0.26925
FBXO44	0.195833333333333
MCCC2	0.154
CDC2	-2.1679
C5orf23	1.8635
IVD	-0.141333333333333
C10orf122	0.3345
MSL3L1	0.2214
MVP	1.0045
EPOR	-1.2189
ZMYM1	-0.1835
BCL7C	0.603833333333333
PSTPIP2	0.8654
LYPD1	-0.794
OR8G5	0.7195
ZP3	0.350666666666667
BCAS4	3.25175
EDG6	1.35475
ISY1	-0.16225
PRAMEF2	-0.36175
CUL1	-0.73375
RNF213	1.2456
CCRK	2.10025
DHX9	-0.47
C13orf29	0.4505
NCKAP1	1.22616666666667
MRPL43	0.502214285714286
XPR1	-0.129
PKN2	0.602
PODNL1	1.42
ZNF333	0.870625
DALRD3	0.69675
OPN1SW	0.5745
BTBD6	-0.13125
C11orf82	-1.8045
OR5P3	1.058
DUSP11	0.2765
L1CAM	-1.5872
NEK11	2.047
OR7E91P	1.4545
CNTN3	3.65877777777778
CREB3L2	0.503
ZBTB37	0.057
KIAA1324L	1.551
NDUFB10	-0.306
NUDT2	-0.8165
GTPBP8	0.832
CACNA1D	-2.48114285714286
PRKAA2	-1.4825
PRDM8	-0.108
MGC16075	-0.143333333333333
KRT14	0.404285714285714
PP8961	0.4315
MRPL18	-0.05375
ABCG2	-2.6015
PACRG	1.8355
BBS2	0.987
KREMEN2	-3.0075
FBXO21	0.78
HNRPUL1	0.515083333333333
GRB10	-1.22825
CLSTN1	1.072625
LMAN2	-0.038
C17orf61	-1.339
NIPSNAP3A	1.21225
INSIG2	-0.765166666666667
PCDHB7	2.1495
STXBP2	0.59175
CMAH	0.142666666666667
SEMA5B	-0.4665
ZNF155	0.229833333333333
COQ6	-0.682333333333333
PRPF4	-0.038
TSPAN15	1.6443
VN1R5	0.43275
LATS2	1.062
SELK	0.42225
PGK2	0.941666666666667
MS4A1	-1.6045
TYW3	-0.1497
KRTAP5-1	0.74275
RCCD1	-1.33483333333333
BTN1A1	-0.3785
DDX28	0.1735
TMEM65	0.55
LOC92345	0.382
TTC31	-0.71825
WDR46	-0.2325
CHP2	-1.71566666666667
LSP1	0.182375
ZNF542	0.75
EXOSC1	-0.21275
ARHGAP18	0.407333333333333
LRRTM4	-0.768875
MAOB	-0.77725
CACNB4	-2.197
MGC33846	0.495875
RANBP3L	0.588875
ATP5L	-0.4185
ONECUT1	-1.805
NUDT9	-0.2035
TMEM149	0.611
STX17	1.33475
IGSF10	-2.87175
TMPRSS9	0.8335
BMPR2	1.5585
ALLC	0.734
KLF7	0.859125
GCC1	1.0856
TIMM9	-0.52675
CDO1	0.106166666666667
MGC10701	-1.12033333333333
IFI6	3.5285
FRMD8	0.7635
MGAT2	-0.105
WBP5	-0.188166666666667
CNIH2	0.69275
KIAA0907	-1.8633
KCNH8	-0.177
CTSG	-1.41875
GRIK1	-0.4422
CUL5	1.025125
FRMD1	0.9835
OR9A4	1.0445
SYT6	-0.98775
FOXD4L2	-2.07575
ANAPC2	-0.711333333333333
OPN5	-0.129
TAF13	-0.33375
LYG2	-1.75733333333333
GGNBP1	0.017
C11orf40	0.75
OTX2	-1.991
REG4	0.3322
EIF5	-0.5905625
PALB2	-0.808
SEPSECS	-0.8424
RNASE3	-0.365
TRIM49	-1.037
POLR2K	-0.4945
GPR42	0.0345
C8B	-2.61166666666667
SASS6	-0.45975
PREB	-0.900666666666667
OR3A3	0.95
TUBA8	0.889
IGLV2-14	0.3165
STIL	-2.32275
ANKFN1	1.371
NME7	-0.944
HOXC12	1.0285
UBE2C	-1.331625
FHOD1	-1.14075
CDK2AP1	0.0624545454545455
OR6K2	0.308666666666667
DHPS	-0.215
RPL5	-0.866333333333333
TRGV5	0.14
LOC541472	0.00542857142857153
HCCS	-1.142875
DENND1B	1.7265
LHX3	2.416
OR5D16	-1.0215
CXorf57	-1.8244
IRF2BP1	1.24725
NDST2	0.528
LCE3D	-0.477
BOLL	-1.26271428571429
SYT3	-0.795
PIH1D2	0.9845
C20orf7	-0.395
IL1R2	0.162833333333333
SLAMF9	1.7245
PPME1	0.208875
PIK3CA	0.21775
TRAPPC1	-0.26525
COLEC10	-0.5885
SLC9A6	-0.9345
PDDC1	-0.36075
CCDC53	0.38075
GK3P	-1.779
DAZL	-0.3865
BRI3	-0.464
SDK1	-1.077125
CYP2C18	1.6065
IFI44L	3.373375
RPL3L	0.908
FUT9	-0.743333333333333
KIFC2	-0.5925
PMP2	0.3345
SLC4A9	0.4645
PLAG1	-1.89883333333333
MYCBP2	0.0103333333333333
OR4E2	-0.1315
CCDC65	2.5355
C16orf82	-0.208166666666667
ENTPD4	-0.708625
BRP44L	-0.4935
PMP22CD	0.988
TMCO4	0.4855
KCNN1	-1.543
WDR35	-0.2255
CCDC80	2.709875
C3orf31	-1.266
SLC7A9	-1.694
TMEM190	-0.42875
DBC1	-2.42775
FADS3	-1.04183333333333
PDZD8	0.159833333333333
GRM5	0.123571428571429
AZGP1	4.0376
PEX3	0.075
MED1	-0.172071428571428
ATG4C	-1.99833333333333
HNRPH3	-0.64775
FAM109B	1.99225
C4orf17	0.49
CA10	-1.591
OPRD1	-0.5435
CCL16	-2.10725
SACM1L	-1.5385
CST6	4.7105
CD63	0.71375
LGI1	-1.27333333333333
ZNF784	1.1945
CRYBB1	-1.3855
CX3CL1	1.1298
TOP2A	-2.876
GYPB	-2.26566666666667
GADD45GIP1	-0.02775
FEN1	-1.468
IGF1R	-0.4773125
WDR72	-1.94533333333333
PURG	-1.50083333333333
DEFB126	-0.7115
PKD1L1	1.201
CAV1	-2.0115
GNPDA2	0.8926
DGAT2	-1.332875
NLGN1	-4.5195
STRBP	0.593
HPRT1	-0.996666666666667
FANCI	-2.171
PSMA7	0.1065
DBF4B	-0.462
TTF1	-0.419
RAD54L	-1.7605
ELOF1	0.095
PLAGL2	-0.43475
ZNF256	0.61475
HMGCL	-0.1675
MSI2	0.218
RPESP	-0.393333333333333
C11orf60	0.3725
ABCD1	1.067
ACAA1	-0.1603
SPARCL1	4.83476923076923
IL6ST	2.7302
ZNF319	0.09825
TMEM109	-0.2537
FAM90A1	-1.8005
IL22RA1	-0.5655
ATP4B	0.3875
TEC	-0.408
C7orf30	-0.972
TXNDC2	-0.2995
ABCB4	-0.698
KIAA1191	0.3775
C9orf38	-0.444
SFTPB	0.578166666666667
CNTNAP2	0.112909090909091
FRK	1.3115
TBX19	0.350666666666667
CHD4	-0.2695
C6orf26	-2.164
MOSC2	0.31875
IKBKE	-0.65325
HIF1A	-2.03466666666667
LOC595101	-0.433
RELA	0.969166666666667
TMEM16B	0.113833333333333
ABHD12B	-1.26
TSEN34	1.099
KIF18A	-2.47825
TXNDC9	-0.470333333333333
SPATA2L	0.858
SEMA4G	-1.0335
C21orf91	-1.01375
MATN1	-1.314
KCNIP4	-0.3284
TUSC1	1.567625
OR4C15	0.8695
ARMCX6	0.2085
WBSCR27	0.291333333333333
OR52I2	-1.176
KIAA1604	-0.312
DYNC1I1	-0.53175
PPP4C	0.1985
SLC47A2	-0.781
TREH	0.220625
CD48	0.5015
ST14	1.55133333333333
PKN1	0.5735
SPON2	3.65275
XBP1	1.01125
SFRS12	-1.03466666666667
EFCAB6	2.705
SELT	-0.89175
SLC39A2	-0.833
ERF	0.0288333333333333
ARL3	0.351875
SURF6	-0.614
MLLT10	-0.758142857142857
FLJ11171	0.202333333333333
TDGF1	-3.8934
ERCC6	-0.1045
EIF2AK4	-0.466
BAZ1A	0.211
LRRN3	0.5604
TMC3	0.157
EFTUD1	-0.77375
PTPRO	0.627666666666667
CLEC12A	-0.468
ACBD4	0.138875
ZDHHC14	-0.30725
OTUD7B	1.509625
ACTB	0.04825
MSRA	-0.16725
LCE5A	1.3875
IFI35	0.85475
BSCL2	0.524666666666667
ANKRD12	0.707833333333333
CFHR2	0.662333333333333
RGAG1	-1.10416666666667
HSFY1	1.123
SLC30A5	-0.214583333333333
IMPG1	1.052
GPR109A	0.973
ZNF185	1.31175
IYD	-0.77025
NPCDR1	0.6445
SERPINA13	0.1815
HMGCLL1	-0.81875
NEUROG1	1.5415
UBQLN1	-0.7023125
LIN37	0.6255
SOCS2	-0.595125
DSCR4	-1.76425
XKR6	-0.534
GPR142	1.7875
KRTAP13-3	-3.2095
CCDC15	-0.853666666666667
MOS	0.465
CD1E	-1.448
OFCC1	-0.368
FAM83D	-2.353
SRFBP1	0.34025
C9orf96	1.028
DHDH	0.5375
CCDC90A	-0.639
RABL3	0.56785
CD320	-1.69583333333333
ANGEL2	-0.357916666666667
MRPL21	-0.50175
SMG6	-0.146166666666667
INSR	2.74225
FLJ14816	1.0195
GLRB	1.456
C9orf89	1.95
CIZ1	-0.477875
URG4	-0.635666666666667
LRDD	-1.24066666666667
CBY1	0.655333333333333
NFX1	-0.73175
MTERFD2	-0.128428571428572
C19orf23	-0.1275
PGC	-2.3035
IER3IP1	0.7271
RASAL2	0.997083333333333
C1orf89	-0.18925
SYNJ1	-2.705875
NFKBIE	0.96225
FLJ40125	-1.12783333333333
TCEB2	-0.7927
NOG	-1.227
POLR2J2	-1.10766666666667
HLA-B	3.615
PCDHA1	2.2585
PPP2R2B	-1.46925
ARHGEF17	0.9455
TCF7L2	2.18671428571429
CHD5	-0.887666666666667
ZNF431	-0.37525
TBC1D25	-0.05375
ZNF800	0.919
SCUBE2	1.15063636363636
MYCBP	-0.731333333333333
GPX5	0.165
C6orf129	0.242333333333333
QSER1	-0.881333333333333
ULK2	1.97275
PIGO	-0.233
NRCAM	-2.02708333333333
SLC35E3	0.434
CSRP2	-0.376
HYPE	-0.08925
MAPK15	-0.732833333333333
MGC14327	-0.23575
TIMM13	-0.6845
ZNF462	-1.39
GBA3	-0.224
TEX13A	0.9895
MCM6	-1.24077777777778
MTRF1	-1.202375
ABCA7	-1.43225
EIF4A2	-0.34975
ZC3H10	0.974
RPGR	0.2565
C20orf94	0.68725
RP1L1	0.754
GPR125	-0.868857142857143
USP22	-0.480428571428571
OR1L4	-1.078
MLZE	0.53075
FLJ32065	-0.51225
PTCD1	0.1795
CRTAC1	0.9785
BXDC2	-1.57275
C18orf1	3.87916666666667
FAM107A	0.587
EFNA3	-1.24833333333333
P18SRP	-0.9243
CAMKK2	0.61325
KIAA0649	0.105
NES	-1.34666666666667
HS6ST3	2.403
PON2	-1.05875
TCP11L2	0.9765
CLEC4A	1.564
PRR12	1.072
MLXIPL	-1.2988
C2orf50	0.331
ZNF28	0.442
ENC1	1.32166666666667
MAP2K1	-1.549125
FKSG2	1.603
KIAA0430	0.29025
PTP4A1	-1.20122222222222
GPR156	1.7165
GTF3C6	-0.69825
UBR2	0.1187
LOC388272	-0.30875
MAK	0.1354
ACOT4	1.215
STC2	2.2025
PIGW	-1.385
SAE1	-0.48125
COL6A1	1.91122727272727
OAZ1	-0.878333333333333
STMN4	1.47316666666667
EDG3	-1.04083333333333
SGCE	-1.67966666666667
IL11	-2.7895
PRSS8	2.8795
YIPF5	0.063
WNT4	1.736625
CSN2	1.1198
TCF7	-2.671375
TDO2	1.0455
SAMD9	1.739875
S100A7A	-0.4205
MMRN1	-0.332
GKAP1	-0.7655
AKR1C3	-3.53875
