Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
RYR2	-1.68975
FAM71B	1.42325
SLC45A4	1.497
TRIM32	0.047125
ATP6V1G1	1.0865
TRA16	-0.414875
SERHL2	0.966
PRKY	0.091
NPR2	0.3975
TAS2R40	-0.01525
OR5I1	0.6246
ZFYVE26	0.230333333333333
WFDC11	-0.0855
CSH2	-0.28675
OR2T8	-0.87425
TBX20	-0.159
LYPD5	2.59616666666667
STOML2	-0.9525
ALPI	-0.056625
FAT3	-0.012875
ZNF273	-0.588625
NPSR1	-0.324
FLAD1	-0.544833333333333
RAB5C	-0.24525
TTLL3	-1.47775
KIAA1618	-0.878166666666667
NPPC	0.1635
ZEB2	0.2512
MRP63	-0.154625
WSCD2	1.34775
NEUROD4	0.979333333333333
SNAPAP	0.1555
MTMR2	-0.976529411764706
STK35	-0.724625
USP48	-0.673625
NR1H4	-4.06375
RASL10A	1.3395
SSTR1	-2.0645
C1orf35	-0.86575
APOBEC3C	-0.41825
RUSC2	0.515666666666667
SALL4	-3.991
ZCCHC8	-0.61175
RAD17	-0.009125
ZNF708	0.520666666666667
LILRB5	2.449125
TEX12	-0.1245
C9orf79	-0.493
ARHGEF1	-0.322666666666667
ABCA4	2.17783333333333
RNF214	-0.339
PPAPDC2	0.9805
ARID4A	0.8025
SYCP2	-0.218375
OPRM1	1.743
RP13-102H20.1	4.34425
CYP26B1	3.20916666666667
APCDD1	2.05833333333333
PCCA	0.49575
ALS2CR7	1.167
AQP5	2.45933333333333
YLPM1	0.034
PRKAR1B	-0.8445
IL16	1.1483
TCF3	-1.287875
ZSWIM7	0.45025
SERPINE1	0.7716
BAI2	-0.23325
SMC5	-0.206571428571429
SMN1	-0.368666666666667
SLC13A5	-2.60325
POU2F3	1.538
BACH1	0.082
GMCL1L	-0.1644
PPP2R2D	0.281375
LRRC51	1.14983333333333
EDARADD	1.4765
LRRC3	-0.1355
FAM124B	0.78225
C20orf70	-0.7655
LOC285735	-2.03325
CTBP2	1.7702
ZMYND11	1.36025
CDH23	1.64966666666667
OR1N1	-0.1155
LOC400590	0.24925
PDK1	-2.77025
LMTK3	-0.0785
USHBP1	1.4428125
ZFYVE21	1.40375
hCG_21078	0.154375
OAF	-0.374
WDR41	-0.35325
SPINK6	-0.4335
GDEP	-0.6275
MEG3	-0.705
OXSR1	-0.773714285714286
RAD51	-3.6795
RPL13A	0.6365
DYRK1A	-0.0251999999999999
FLJ25791	2.059
SARDH	-0.1966
RBBP5	-0.776666666666667
ORC2L	-1.461
NCAPH2	-1.14216666666667
RNASET2	-0.0173333333333333
WDR79	-1.291
FLJ39779	-0.379
C3orf1	0.0965
DDX23	-0.294
MGC40574	-0.0045
MORC4	1.1225
MYRIP	3.10245454545455
LY6E	0.5875
SLC39A11	1.391125
ATP12A	-0.175
AUP1	-0.68075
PIP	6.49975
CORO7	-1.1995
PITPNM3	-1.1665
ENPP1	1.46733333333333
PPP1R1C	-2.88433333333333
NRBP2	-0.065
KCNE2	1.6515
P2RX4	1.369
CCND2	-1.85721428571429
OR5T3	0.906
CUL4A	0.0728333333333333
CFB	1.566625
PCP4	-3.1505
HEMGN	-5.3105
UBIAD1	-0.2625
CDC42BPB	-0.7226
CYB561D1	-0.3405
RIMS2	-0.47825
ZNF488	0.101
RNMTL1	-0.39875
SART3	-0.242833333333333
CAPN10	-0.9155
CCR5	4.332
APOA1BP	-0.477666666666667
NDUFS5	0.0385
PDLIM3	2.7449
VPS24	1.1624
SCN8A	-1.214875
C1orf67	-2.10833333333333
MRCL3	1.13483333333333
TMEM145	-2.404
KCTD16	0.397166666666667
RNF149	0.7485
FDXR	-1.2705
CDCP1	1.102
PAX3	-3.1777
LASS4	1.097
HSD17B8	0.21925
YAP1	0.16075
NNT	-1.8885
SC5DL	0.693
DKFZp566H0824	-0.8075
KSR2	1.10366666666667
RAD21	-0.642266666666667
ST8SIA2	0.7055
L3MBTL3	0.4215
SNRPB	-1.87925
MGC14425	0.38475
MIF	-0.810625
TAPT1	0.931125
IRF8	2.0636
PRO0132	1.679
HERV-FRD	-0.1855
ACD	-1.08816666666667
BCL3	0.993
SPATA13	-0.76175
MRLC2	1.002
F2RL3	0.525375
CFHR3	2.462
DUSP15	-0.233166666666667
TMEM46	-0.289166666666667
SF3B4	-0.665333333333333
MAP7D3	-0.94675
STELLAR	1.029
SEMA5A	0.709
H2BFS	-1.8825
LRRC28	-0.0148333333333333
MORN2	0.6945
XYLB	-1.371875
WDR21C	1.07075
HIATL1	-0.364875
ADAMTS10	0.163166666666667
WDR55	-0.28425
MFSD5	0.231833333333333
OR4N2	0.345
DUSP16	1.58638888888889
NLGN4Y	-1.287
INHBC	0.132727272727273
NUMA1	0.71675
DEFB123	-0.21525
GIPC1	-0.2795
MGC27348	-1.3845
FLJ33590	0.032
FZD1	2.3256
MKL1	0.692166666666667
SAA2	3.99125
C1orf94	-2.635
C7orf28B	0.0275
TMEM185A	0.14405
ZZZ3	0.0755
C16orf5	-0.1915
GALNAC4S-6ST	1.09
C1orf186	3.539
IGFBP4	2.06966666666667
NDUFA10	0.5405
CLIC2	0.838
RNF13	0.5525
GPR103	-0.443666666666667
CD69	-0.05925
MYOZ1	2.6305
IFNB1	-0.5175
CLNS1A	0.39375
CXorf45	-0.37725
ZXDB	0.9715
FUNDC2	0.292
GPA33	-0.635
C9orf70	0.21875
SLC2A9	0.460875
LOC126520	0.3285
MAGEB1	-2.254
LCE2A	-0.101
C18orf34	5.892
FMNL2	-0.3405
KRT85	0.29875
CRYGA	-0.5565
GEM	2.8875
THAP6	0.0855
ALKBH3	0.578
TM6SF2	-0.045
C20orf82	5.2355
RANBP2	0.377666666666667
LIG3	-0.2305
RETSAT	0.977375
OR8S1	-0.11
CAST	0.05875
TGFBI	-0.4913
C15orf37	-0.332857142857143
PGM3	-0.7195
SLC4A11	-0.491125
FAM123C	-0.285
TAOK1	-0.18875
CISH	1.269
OGDHL	-3.27525
SPINT2	2.10383333333333
ZNF33A	0.033
CLDN18	0.743833333333333
RNF128	0.633625
CCDC71	-0.68175
RASSF6	4.15816666666667
HSPG2	0.877
ATP6V0E1	1.2695
ABHD6	-0.1955
CD274	0.763
GCNT1	0.79225
NT5C1A	-0.867833333333333
TM4SF5	-4.09
C21orf58	-2.33116666666667
SUCLA2	0.16725
RFTN2	3.64766666666667
SCNM1	-0.3375
SLC9A10	0.375
FUNDC1	0.35275
SLC35F4	-2.42375
AMD1	-0.497
COL6A6	5.7295
OR4K2	-0.0305
TRIB2	-1.17625
LOC91461	-1.86525
GHSR	0.704
ATP8B1	0.73025
C1orf78	2.886
RNF183	1.697
STX4	0.0875
TPPP2	-0.431125
MYBPHL	-2.682
TXNDC6	0.5957
C9orf47	2.092
FAM137B	-0.055
FANCB	-2.518
C11orf9	-2.35975
DPY19L1	-0.91225
VDAC2	-0.538166666666667
VHL	-0.925
LMBR1	0.04375
C8orf44	-0.10875
ZPBP	0.244
FGF23	-1.53675
C21orf67	0.56475
PCNT	-1.611375
BCKDHB	0.9173
GALNTL5	0.4885
BET1	-0.442875
ARL13A	-1.111
HDAC6	-0.699625
N4BP3	0.723
OTOP1	-0.426
TTC30A	1.51325
CRISP1	0.5595
KRT32	1.7355
VSTM1	-0.5315
ZNF622	-0.5055
POLR3B	-0.4272
DNAJC10	0.37975
C12orf54	3.2375
ADIPOQ	4.14383333333333
RIT2	0.13575
CD44	-0.1339
ABCA3	1.25425
RPS17	-0.03275
FEZF1	-0.207
PCDHB15	-0.053
KCNMA1	-0.0369545454545455
CCDC116	-2.081
C15orf27	-2.186
NARG2	-0.4853125
ITGA5	-0.706125
MEFV	0.798
TUT1	-0.736625
LOC541473	-1.32775
NMBR	-0.673
GLT1D1	-1.87566666666667
ABCB7	-0.35625
PFKP	-2.25118181818182
C9orf91	1.0231
LRRC41	0.265166666666667
C1orf85	-0.098
ATP5F1	-0.28475
STOX1	1.038
GFOD2	-0.3215
SLC25A3	-0.459
ZNF646	-0.2763
ZAR1	-0.918
OSTbeta	-3.2995
GALNT3	4.4245
IFT122	0.304166666666667
LDB3	1.1614
GARNL1	0.567785714285714
HOMEZ	-0.187833333333333
LRRC6	3.3375
ANGPTL5	-0.2965
UBAC1	-0.97475
DLEU7	-1.151
RPL19	0.025125
TOP1MT	-0.711
LOC643641	0.29225
MBD3L2	0.396
NTSR1	0.0325
WISP2	0.98975
GPSM2	-0.52025
RDH10	0.4893
PRKCG	-0.408
HIST1H4J	0.811
MON1B	-0.0381
MLF1IP	-2.27383333333333
ZNF446	0.265875
COL4A5	0.3345
SLC26A1	-0.0362857142857143
RGN	0.35575
CCNB1	-3.25375
C9orf165	0.77875
CCDC28B	-1.6555
CCDC97	0.75775
FGR	2.64671428571429
MSRB3	0.909
EPN2	0.763
COX15	-0.885666666666667
KCNK6	0.2299
XK	-2.8575
GDA	-5.01425
HEPH	0.336125
THRAP3	0.147875
MET	0.351428571428571
PHYHIP	2.25625
LYAR	-1.16683333333333
ING3	0.58625
AK7	-0.60525
CCT8L2	0.154875
COPS7A	0.117666666666667
WSCD1	-0.259
RNF185	0.899625
TNS3	0.11375
KNDC1	-0.845166666666667
RWDD4A	0.4925
MED13L	1.2468
ZFYVE1	0.58025
C7orf44	-1.0845
MRPL1	0.2125
STGC3	-1.182
TEAD1	0.103166666666667
RPL7A	-0.0572142857142857
ARL6IP1	-0.2342
C1orf178	2.323
CTAGE5	0.311416666666667
TMEM184A	-0.608333333333333
SLC25A14	0.05575
CACNG5	0.55
ATXN10	0.2043
ECH1	0.3443
CCL22	0.67575
CYP2F1	-2.568
GADL1	0.815
TMEM19	-0.3141
RUNX3	0.5955
EFNB1	0.000500000000000002
LIPN	0.157
ACSM3	-3.3635
SIGLEC8	2.40433333333333
ASCC3L1	-0.10975
NOL8	-0.288875
RELT	-1.53183333333333
Magmas	-1.17425
PPP1R15B	-0.2698
C11orf2	0.29275
VKORC1	-1.00166666666667
MGC26647	0.241
TRPM6	0.90775
UGT2B7	-3.0555
FEV	-0.387
FOXK2	-0.8703
PDCD5	-0.692
SLC8A1	2.045
DGUOK	-0.321
CLDN16	0.1505
GAGE1	-2.583
RBM17	0.2486
C1QTNF3	0.65575
VGLL3	0.455833333333333
UNQ5830	-0.49
CD1A	-2.79466666666667
SCGB1C1	0.148
SUPT4H1	-0.304125
TRAF5	0.33025
ASAHL	1.455625
FAM73A	1.21066666666667
OR6B1	-0.3445
WHSC1	-1.8424
GFPT2	0.56675
LOC339809	0.22175
STARD5	0.374166666666667
SIP1	-1.19725
DNAJC15	-0.72975
STAU2	0.10625
FAM98A	-0.746
RAD23B	-0.1590625
LRRC33	-0.9255
CHRAC1	-0.44975
C21orf89	1.04
C19orf43	0.124833333333333
KLK8	3.03233333333333
CCNE1	-2.685
PKDREJ	2.07333333333333
SSU72	-0.01125
C17orf73	0.148
GPR78	-0.02
WHSC1L1	1.6118
GSTA2	-0.10875
SMUG1	-0.220666666666667
UFM1	0.7251
AP3M2	0.0708333333333333
USP14	-0.478625
FBXL14	1.18066666666667
DSTN	1.314
SFRS14	-1.31275
FBXO31	0.243
C12orf40	-1.1395
FRS2	1.48175
NR2E3	0.915
TUBB2C	-0.70825
GMPR	-0.563666666666667
C9orf139	-0.4645
ING5	-0.540714285714286
LOC730092	-0.206166666666667
ORM1	-4.78075
RP11-11C5.2	-1.31625
HSPD1	-1.745
PIWIL3	-0.177
C5orf13	-1.0604
OR5R1	0.7225
LCOR	0.8265
PLEKHA9	-0.319
CCDC43	-0.52975
ZNF232	-0.37675
SLC6A7	-2.545
ADH5	0.407083333333333
SHBG	-1.29416666666667
CROCCL2	-0.71825
PANX3	-0.1745
CDIPT	0.008
SLC16A5	0.88775
TUBB	-1.493375
TOR3A	-0.5395
PREP	0.258333333333333
ENTPD8	-0.201214285714286
CHMP1B	0.31375
SYT12	0.8021
MYH6	-2.2728
MAP3K13	0.553166666666667
KLHL30	0.265
LCMT1	-0.039875
EIF1AX	0.3615
FOXD4L1	-0.2735
SLC24A5	-0.421
RNF166	-0.703
TJAP1	-0.5605
TMEM156	-0.0413333333333333
ZNF239	0.3815
SNX19	0.0425
GKN1	0.938
FCN1	2.6619
C1QL1	-1.62425
ATP11C	-0.129375
ZNF35	0.49325
CARD8	0.521875
LIMD1	-0.813166666666667
KIAA0286	-1.60975
XRN2	-0.1975
CD6	0.313333333333333
TOX3	1.917125
ZSCAN4	-0.558166666666667
RSRC1	-0.601
COG1	0.167
PTRF	0.7973
C16orf35	-0.663
FBXO24	-0.34475
CHST11	-0.7315
THRB	1.4698
MYBPC1	5.962
RNF39	3.0435
PSMD11	-1.0135
ALAD	0.393666666666667
EN1	2.35425
SLC9A9	1.00325
GSTM4	0.5017
CDC42BPA	-0.674473684210526
RCSD1	0.3145
LUC7L2	-0.2093
SPTBN1	0.5041
LOC146167	0.5105
BAT5	0.5152
ZNF452	0.457428571428571
LSM4	-1.269875
SRP72	-0.15
SGK269	0.24275
MTX1	-0.51025
CENTA1	-0.209
UNQ9433	-0.918
ATR	-0.353666666666667
DDX49	-0.614166666666667
PAQR8	-0.413333333333333
C14orf174	0.37625
GBGT1	0.25625
THAP1	0.6595
OR10K1	0.743
RASIP1	-0.554833333333333
DPYD	1.1544
DOHH	-0.567
C18orf45	1.522
POF1B	2.2227
ZNF552	3.04575
USP32	-0.795375
MED27	-0.609
C14orf149	-1.01316666666667
PRDX4	-1.37466666666667
ABHD12	-0.1979
AGT	-2.96225
SLC22A14	-0.26725
C1orf58	0.44975
PILRA	-0.99575
ABCF2	-0.896625
C17orf85	-0.2181
TKTL1	-1.2335
FGF1	3.0694
IL6R	0.316833333333333
VPS25	-0.62175
CHRNB2	0.89225
COL7A1	-2.1392
LRRC48	3.659
SPG20	1.44483333333333
COX10	-0.269
GCA	0.8335
ECEL1	-0.3865
GLG1	0.0946666666666667
SRD5A2L2	0.185666666666667
MUTYH	-1.088875
ZNF70	-0.3805
L2HGDH	-1.65775
GPATCH2	0.404
ZNF655	-0.112125
ZNF227	0.450333333333333
MCOLN2	0.2925
NQO2	-0.89175
KCNQ5	0.0615
NEU1	0.429833333333333
QRICH1	0.01275
ZBTB20	1.624
RPUSD3	-1.2945
EPGN	-3.0012
TSN	0.22375
SPRY2	0.499166666666667
LZTFL1	0.941
GMFB	0.038
PBEF1	0.2346
HBG2	-3.94
TMEM8	-0.66725
PALM2-AKAP2	0.846
NFYA	-0.1865
FAM108A1	0.107
PBLD	1.04375
NRG4	-3.0585
PIGF	-0.317
PTGER1	0.33325
NOS2A	0.453
C21orf34	1.47866666666667
C21orf51	0.223
IL17C	-0.169
TRMT6	-0.568166666666667
ETV2	0.0781666666666667
CCDC109A	-0.51075
MYLK2	-2.626
ATP10A	2.0094
DPH4	-0.4045
C5orf5	-0.111666666666667
KCNA4	0.230333333333333
NMNAT2	0.8065
GLYATL2	3.463
LSMD1	-0.51225
IL23R	-2.84775
NRF1	-0.20925
MUC15	1.918
PRDM12	-2.5725
PAQR4	-1.62378571428571
RBBP6	-0.8853125
IFI27	3.11275
SKAP2	1.243
TAGAP	2.518625
TJP3	1.923
C9orf61	2.99875
IDS	-0.117
PARG	-0.08775
LOC131149	0.589
DYRK4	0.396333333333333
MICALL1	-0.2805
GALR2	-0.014
GPBP1L1	0.942125
TBX21	4.8695
KCNJ6	-0.028
GGN	0.47475
CASP5	0.999666666666667
RNF182	-3.27525
BRD4	0.09675
DOK4	-0.701875
SLC46A2	1.41333333333333
SOX9	1.85116666666667
ZNRD1	-0.4135
PRR6	-2.6125
FAU	0.215375
DTNB	1.0895
CARD9	0.05025
STS-1	-1.02216666666667
SLC4A5	-0.379125
NSBP1	-0.83875
UGCGL2	-0.56425
POTE15	0.5675
NOXA1	0.22775
RP13-347D8.3	3.23675
SAMD10	0.263666666666667
EP400NL	-1.797
TCF21	0.21325
AMELX	0.1845
JPH2	1.2296
SLA	2.755875
DLST	-1.31033333333333
SEPT12	0.96025
RGS20	-4.38
LXN	0.834166666666667
ZNF419	0.071875
UPK3B	-0.336333333333333
RELL1	1.5195
ESPNL	0.071
KLHL21	0.540625
PI15	4.8965
C2orf61	-1.5305
LOC407835	-0.7255
RER1	-0.06675
ELAVL2	0.361
MGC26718	-0.40575
KLF2	2.976
TNFAIP8L3	1.33175
TFE3	0.29425
C11orf17	-0.196625
15E1.2	-2.179
SNRPC	-1.21625
DLGAP1	-0.4265
PGLYRP1	-0.083875
OVCH2	1.5425
IRF7	0.5704
SET	-1.3422
NAB2	-0.367
LRP5L	-0.16325
FAM120A	0.025125
ASCL2	-0.339
SHH	-1.1185
ATP5H	-0.363833333333333
THPO	-1.086
TYRP1	-4.03766666666667
HIST1H3E	0.00133333333333333
EIF2S1	-0.748
TNFRSF17	-1.3375
TARSL2	0.89925
NKX2-8	0.475571428571429
C1orf115	2.3325
LOC56964	0.2135
KIAA0841	-1.013
ISCU	1.3
TTMA	-1.0165
ZNF414	0.1485
LOC441150	0.2355
RAB15	0.7695
HBP1	1.50833333333333
TNNT2	-1.358
CECR5	-1.16075
PHGDH	-2.060875
JRK	-0.3757
XPO4	-0.896125
FAM131C	-0.0835
ARHGAP25	1.42883333333333
CA9	-3.785
GPR62	1.2405
TLX1	0.1715
GPS1	-0.66675
OR2M2	0.267
BDP1	-0.330428571428571
FAM70B	0.20975
RPS29	0.0676666666666667
MKLN1	-0.198
TSPAN19	-3.2785
SLC29A3	0.6004
LGALS4	-0.0113333333333333
USH2A	-0.6455
NF1	0.2355
APOBEC3A	2.72416666666667
IMPAD1	0.0198333333333333
OLR1	0.431666666666667
NRAP	-0.155
HCFC1R1	-0.000499999999999998
TAOK2	0.1315
MCM10	-3.64033333333333
MAP4K3	0.399916666666667
CBS	-2.982
CLK3	-0.3706
PCDHGA5	null
ELF4	-0.203375
FAM71A	-0.1495
C11orf49	0.242
CLIP2	-0.469
BTBD9	0.7595
ZNF524	1.00575
KDELR1	-0.1765
ZNF509	0.575
NCSTN	0.4775
ZNF533	1.94507142857143
PARP4	0.290375
GALNT9	-0.472
NPY	-3.6905
BEGAIN	-1.25766666666667
TMEM77	1.02983333333333
FOXRED1	-1.94833333333333
SLC16A2	0.637
SLC35B1	-0.76525
GK5	-0.568666666666667
SDCCAG10	-0.49475
C4orf20	0.64275
SLC9A2	0.5695
ADD1	0.330642857142857
TAL2	-1.46966666666667
ACLY	-0.26675
DNAJC1	0.0575
SOST	-2.999
USP43	0.969666666666667
CYP4F12	-1.045
FKBP5	2.58925
CHCHD5	-0.1308
NUDT22	-0.46125
CCDC85B	-1.3015
OR51G2	0.302
STRN3	-0.281
TMOD2	1.4805
FLI1	0.74925
MAB21L2	0.814333333333333
DGKQ	-0.0775
VPRBP	-0.189833333333333
SCNN1B	0.887
ECHDC3	1.9441
TMEM106C	-0.34125
CSNK2A2	-0.4995
RPL39	-0.7489
HERC3	0.6715
ZBTB47	0.8535
ZNF681	0.5025
PAGE2	-3.614
CLIC5	3.70164285714286
RABAC1	0.772
ZFHX2	0.378
YPEL1	0.891666666666667
KIAA0776	0.84175
NR1D2	0.36125
DNAJC4	0.03975
NPNT	2.6784
ZNF677	0.791
ZNF536	-2.922
MEF2B	-0.18975
PTPN4	-0.44475
CTCFL	-4.9765
STX5	0.227166666666667
CD72	2.04075
VEGFA	-1.86347368421053
XRCC1	-0.7199
MAS1L	0.474
ELL	0.1709
SETBP1	2.25875
CDH11	2.9755
NDC80	-2.85876923076923
DMBX1	-3.34625
NRSN1	0.622666666666667
BAT2D1	-0.25225
CDS2	0.578666666666667
C1orf212	0.0643333333333333
SENP3	-0.514
IL1F9	-0.29
EEF2K	0.197375
COG8	-0.233
CEP72	-1.8325
OR1L8	2.4215
MUS81	-0.768
PHYH	0.39525
GGT6	1.5895
C22orf23	-0.24525
C13orf33	4.968125
MAPK8IP2	0.5005
NELL2	0.49225
POU3F2	-3.1724
ALPK1	1.99575
MRPS18C	-0.359
RPLP2	-0.2415
FGF22	0.823
SPNS1	-0.7135
ZFP1	-0.1465
IL1RAPL1	-0.10825
PCSK9	-3.831
NKX2-1	-0.074
C6orf189	3.08675
SP4	0.078
SLC11A1	0.9021
C21orf25	-0.0141666666666667
ICAM2	0.95125
SH3GL1	-0.8555
GSK3B	-0.622833333333333
RALB	1.00425
PDXP	-1.928
GNGT1	-3.636875
KIR2DL1	-0.2405
TNFAIP3	1.39975
C6orf32	2.2298
CBLN2	-1.665
PANK3	0.5605
TAAR9	0.5435
WDR82	0.260642857142857
APOM	-3.630875
TRIP10	-0.076
SPATA16	-0.21225
C1orf135	-3.614
USP51	0.36525
TESK1	0.703
C11orf64	0.013375
ZNF611	-0.386
PDE6G	-9.25185853854297e-18
HLA-DQA1	3.264875
GCLC	0.176125
SEC61A1	-0.239
TWSG1	0.5105
ZMYND10	2.22675
CTDP1	-0.019625
ADAMTS6	-0.251833333333333
SLIT1	-2.5025
KRT86	0.544
KIAA0574	-1.4195
GTPBP2	-0.5414
PQLC3	1.4025
PRRX2	0.0948333333333333
C15orf44	0.269
MKKS	-0.748
C11orf10	-0.40925
GPR110	2.46575
CD109	-1.16241666666667
ADCY1	0.220333333333333
RHBG	-3.7495
TP53I3	0.626625
SLC22A3	-0.2902
UCP2	0.12325
FOXG1	-2.80733333333333
OR2AG1	-0.1425
TRIM24	-1.4305
PROC	-4.033375
TAAR6	0.1145
AMTN	-1.0935
C10orf47	0.405333333333333
DEPDC1	-3.09825
FLJ45557	3.71475
ZDHHC17	0.21425
KIAA1429	0.468333333333333
KCNH1	-0.969
VNN3	0.326
PSMAL	1.4795
PPARD	-0.308125
HFM1	-1.73166666666667
YBX1	-1.215
ZNF695	-3.545
SCTR	-0.400166666666667
DCDC1	0.5465
VPS26B	0.1524
MTF2	-1.78316666666667
ATP6V1F	-0.38625
CCDC94	-0.451
PERF15	0.812
CCL11	0.8435
LMO7	-0.276
DCST1	-0.1165
ADRBK1	-0.476375
CDRT4	0.0115
ZNF84	-0.57925
HOXD8	1.55725
STARD8	0.313666666666667
FOXP2	-0.539571428571428
CCDC103	1.52475
POLR3A	-0.9698
GSC	1.11
ZNF114	-2.62466666666667
HTR7P	0.3055
LALBA	-0.498
RMND5A	-0.574666666666667
PSCD2	0.7655
ZNF409	0.062
KRTAP1-3	0.3098
MAF1	-0.28175
LOC201725	-1.27366666666667
NRN1	-1.085375
SPAG5	-3.3085
DNAH7	2.48066666666667
FLJ43860	-0.58
BRCA2	-1.833
ACADM	0.20125
CXXC6	-2.92575
RAGE	-0.616
CHMP2A	0.6365
FAM8A1	0.276
GPR21	1.705
SLC12A3	-3.2735
FVT1	0.850214285714286
ZDHHC7	0.019375
FLJ44048	2.71175
SLC44A3	2.25483333333333
SDSL	-0.0338333333333333
MMP8	-1.633
PLA2G12B	-4.443
ACY1	-0.849
MT1E	2.11516666666667
OR4K15	-1.192
TECTB	-0.6345
GPR20	-0.4065
IRAK2	-0.1625
RFPL3	-0.201625
MYO9A	1.04575
NARG1L	-0.216166666666667
BLMH	-1.060375
CCDC3	3.3035
C9orf21	0.115333333333333
KIAA0513	0.811333333333333
MIER2	0.3615
PNMA2	-1.37975
SH3BP2	0.3235
ANXA10	-1.52625
RTN2	0.902333333333333
TFB1M	-1.301
PRPH2	4.9435
C14orf133	-0.12425
GOLGB1	1.447
IRX4	0.79525
NFKBIL1	-0.239666666666667
C10orf62	-0.423
APBB3	-0.36625
RPS10	0.0791
LOC728378	1.29675
TLE3	0.366888888888889
PSMB7	-1.104125
MESDC1	0.1075
SLC6A1	1.3902
OCLN	1.44
PTTG3	-3.17583333333333
NAGLU	-0.587
SERTAD4	2.04375
SPRY1	2.6575
FLJ10781	0.381333333333333
MYSM1	0.103
TRIM4	0.764714285714286
SH3YL1	1.00075
TREM2	3.83333333333333
SERPINI1	1.759
HDHD3	0.201125
TMEM38A	-0.389625
EID2B	-0.43825
TDRD3	0.143666666666667
SEDLP	0.828
THSD7A	3.2015
NDST3	-3.063
KLHL15	-0.263666666666667
DHRS12	1.9835
FBXO9	0.150928571428571
TNPO1	-0.6345
MRPL13	-0.686833333333333
SNX5	-2.44766666666667
METTL6	-0.80225
SOD1	0.206375
CHML	-1.85783333333333
PACS1	0.427125
SIRT5	-0.3143
CAPN2	0.495166666666667
FXYD5	-0.2355
TWISTNB	-0.579125
LRFN1	0.166833333333333
UBE1L	1.328
UBE1C	0.56925
OR51B2	0.149
OR4D11	1.2665
C15orf2	-0.644
NR4A1	2.12866666666667
LOC339047	-2.0905
TRIM17	1.59975
ATP5G3	-0.614357142857143
RPL15	0.16175
ADAMTS8	2.558
HOXC4	-0.048
C14orf37	2.338
CEACAM5	-2.426
MYT1L	-1.3592
RASA2	0.03325
OSBPL7	-0.902
STAG1	0.0685
GIMAP4	5.092
FUT3	-0.1825
PIF1	-3.601625
LPIN2	-0.0926
SH3PX3	1.00625
PDP2	-0.58675
PAPD1	-0.60825
ERP27	4.2905
APOOL	-1.1006
DIABLO	-0.39475
TRHR	0.53675
ARMC9	-0.285
RNF152	2.4645
SLITRK3	1.21766666666667
ZNF211	0.6502
PFDN1	-0.28625
RGS11	-0.061875
HS6ST1	0.5912
AKR1D1	-1.68175
TNP2	0.617333333333333
STK31	1.29866666666667
EML4	-1.447
SGTA	-0.710666666666667
HIST1H2BI	-1.78183333333333
PSMD6	-1.2375
KIAA1257	-0.142
C18orf55	-0.299666666666667
FLJ20273	2.88225
RPL28	-0.542
EPYC	0.07525
NOX3	0.054
ELAC1	0.373666666666667
METT11D1	-1.109
BIN2	-0.0765
NACA2	0.4585
CCDC17	-1.088
HM13	-0.7804
UBOX5	-0.321625
UBE2O	-0.969875
UBL5	0.13625
APOLD1	2.006375
C9orf31	0.09725
TNFSF8	0.6305
ARHGAP29	0.589375
PROKR2	0.5895
PDE5A	0.329333333333333
C6orf12	-1.479
TOM1L1	0.9755
WHDC1	0.35675
FOXI1	0.621833333333333
RAB4A	0.857
TMEM39B	-0.87475
ATPBD1C	-0.184
FARSA	-1.15466666666667
PLEKHG5	0.4965
CMAS	-0.3675
OR7E24	-1.3725
SLC30A1	-0.12225
CDC42EP5	0.973166666666667
PLAC1	-0.66625
KLHL18	-0.640916666666667
LBA1	0.8545
TAZ	-1.32425
CRIP2	1.247625
BTBD11	0.3555
C16orf72	0.38875
DIO2	1.5296
LRRCC1	0.345166666666667
CCDC136	-1.3305
PRX	0.910625
RBM5	0.1522
TMEM85	0.33925
TUBGCP4	-1.39516666666667
APLN	0.45775
CDK7	-0.1365
SSR2	0.3705
CRELD1	0.182
C19orf46	1.74425
GAL3ST4	0.580166666666667
KBTBD10	0.8975
IL28A	-0.22825
WDR27	-0.367
MCM2	-2.7335
SOX14	-0.821
FLJ39743	0.388
KIAA0922	-0.220625
HIPK4	0.1565
FLJ25758	0.1015
C16orf57	-0.753583333333333
PDZD2	2.371875
MCC	1.42625
HHLA3	-0.0362
ID2	-0.1595
C20orf23	2.49891666666667
ZNF688	0.5245
APOC2	-2.422
LOC440093	0.712
FAM50B	2.01583333333333
PWP1	-0.5645
DNAH10	0.96825
HIST1H2BA	0.691666666666667
GPR56	0.631666666666667
METAP2	-0.435125
PAN3	0.886833333333333
STXBP4	0.486375
PDHX	-0.2705
MTA1	-0.292666666666667
ZBED4	-0.144875
ZNF720	-0.08875
CDK2	-1.696
RHOJ	1.84975
CDC37	-0.561
ZER1	0.50025
GRK4	0.12775
PRPH	0.02975
POLR2A	0.14075
OGFOD1	-1.564
NOL5A	-1.957
PHEX	0.294
FLJ16478	0.5135
C20orf117	-0.678125
CAMTA2	0.43925
C11orf74	0.519666666666667
DDX17	0.04175
C5orf27	0.57675
PLEKHA2	-1.3711
PDE4DIP	-0.6885
SCN7A	0.4885
ZNF559	0.463833333333333
CXCL10	3.8285
