Hybridization REF	TCGA-BH-A0HK-11A-11R-A089-07
LCOR	0.60825
PLEKHA9	-0.1975
CCDC43	-0.441
ZNF232	-0.51125
SLC6A7	0.3
ADH5	0.57
SHBG	-1.00233333333333
CROCCL2	-0.785
PANX3	0.0005
CDIPT	0.424
SLC16A5	0.63575
TUBB	-1.3153125
TOR3A	-0.296
PREP	0.0543333333333333
ENTPD8	-0.0524285714285714
CHMP1B	0.93
SYT12	0.9167
MYH6	-1.9887
MAP3K13	0.945833333333333
KLHL30	-0.103833333333333
LCMT1	-0.134
EIF1AX	0.618
FOXD4L1	-0.0915
SLC24A5	-1.4775
RNF166	-0.5003
TJAP1	-0.32825
TMEM156	0.215166666666667
ZNF239	-0.156
SNX19	0.8085
GKN1	0.2805
FCN1	2.0341
C1QL1	-1.12075
ATP11C	-0.0555
ZNF35	0.50725
CARD8	0.473625
LIMD1	-0.924333333333333
KIAA0286	-1.43775
XRN2	-0.0706666666666667
CD6	-0.794666666666667
TOX3	1.065125
ZSCAN4	-0.257833333333333
RSRC1	-0.49575
COG1	0.17425
PTRF	1.9855
C16orf35	-0.66725
FBXO24	-0.449
CHST11	-1.034
THRB	1.2654
MYBPC1	4.85425
RNF39	2.12616666666667
PSMD11	-0.52
ALAD	0.900666666666667
EN1	1.46325
SLC9A9	2.02875
GSTM4	0.4006
CDC42BPA	0.104210526315789
RCSD1	0.63725
LUC7L2	-0.4464
SPTBN1	1.6831
LOC146167	-0.162
BAT5	0.4867
ZNF452	0.1245
LSM4	-1.421125
SRP72	-0.1414
SGK269	0.473
MTX1	-0.27
CENTA1	0.12175
UNQ9433	-0.59
ATR	-0.281333333333333
DDX49	-0.590666666666667
PAQR8	-1.0555
C14orf174	-0.3395
GBGT1	0.6225
THAP1	0.53625
OR10K1	0.037
RASIP1	0.0975
DPYD	1.6539
DOHH	-0.172
C18orf45	1.24375
POF1B	1.8549
ZNF552	1.8485
USP32	-1.305875
MED27	-0.369666666666667
C14orf149	-1.40033333333333
PRDX4	-1.2175
ABHD12	-0.6643
AGT	-5.1825
SLC22A14	-0.15425
C1orf58	0.67975
PILRA	-1.65625
ABCF2	-0.64575
C17orf85	0.1195
TKTL1	-0.5205
FGF1	2.30765
IL6R	0.979333333333333
VPS25	-0.6025
CHRNB2	0.829375
COL7A1	-1.5545
LRRC48	2.703
SPG20	1.47466666666667
COX10	-0.1695
GCA	1.01875
ECEL1	-0.597166666666667
GLG1	0.3655
SRD5A2L2	0.3485
MUTYH	-1.135
ZNF70	0.026
L2HGDH	-1.718
GPATCH2	0.2195
ZNF655	-0.35275
ZNF227	-0.1935
MCOLN2	-0.612
NQO2	-0.68925
KCNQ5	-0.1525
NEU1	0.342
QRICH1	0.161
ZBTB20	1.76583333333333
RPUSD3	-1.0865
EPGN	-0.796166666666667
TSN	0.381166666666667
SPRY2	0.977
LZTFL1	0.7675
GMFB	-0.13775
PBEF1	0.9774
HBG2	-3.91075
TMEM8	-1.10625
PALM2-AKAP2	1.82266666666667
NFYA	0.061
FAM108A1	0.374125
PBLD	0.82325
NRG4	-2.135
PIGF	-0.31525
PTGER1	0.50625
NOS2A	-0.212833333333333
C21orf34	1.3565
C21orf51	0.419666666666667
IL17C	0.301
TRMT6	-0.0393333333333333
ETV2	-0.0876666666666667
CCDC109A	-0.345
MYLK2	-2.658
ATP10A	1.4553
DPH4	-0.5845
C5orf5	0.279
KCNA4	0.372666666666667
NMNAT2	1.40633333333333
GLYATL2	3.67
LSMD1	-0.471375
IL23R	-1.9565
NRF1	0.193
MUC15	3.987
PRDM12	-2.55
PAQR4	-1.74964285714286
RBBP6	-1.1461875
IFI27	3.12975
SKAP2	1.39333333333333
TAGAP	2.024
TJP3	1.216
C9orf61	3.1015
IDS	0.241571428571429
PARG	-0.23525
LOC131149	-0.222
DYRK4	0.411833333333333
MICALL1	0.443
GALR2	-0.5185
GPBP1L1	0.68425
TBX21	2.728
KCNJ6	-0.167
GGN	0.528
CASP5	0.835166666666667
RNF182	-2.71225
BRD4	0.62025
DOK4	-0.35325
SLC46A2	0.732833333333333
SOX9	2.42933333333333
ZNRD1	-0.779333333333333
PRR6	-2.229
FAU	0.557875
DTNB	1.46383333333333
CARD9	1.0605
STS-1	-0.7115
SLC4A5	-0.3385
NSBP1	-0.76125
UGCGL2	-0.3965
POTE15	-2.3585
NOXA1	-0.44875
RP13-347D8.3	1.69725
SAMD10	0.0243333333333333
EP400NL	-1.237
TCF21	0.2405
AMELX	-0.664
JPH2	1.4265
SLA	1.48075
DLST	-0.9255
SEPT12	0.47625
RGS20	-4.34475
LXN	1.49833333333333
ZNF419	-0.62375
UPK3B	-0.365666666666667
RELL1	1.7785
ESPNL	-1.8065
KLHL21	0.436625
PI15	3.101
C2orf61	-0.1595
LOC407835	-0.631666666666667
RER1	0.216833333333333
ELAVL2	-1.506
MGC26718	-1.3365
KLF2	3.77425
TNFAIP8L3	2.0505
TFE3	0.61175
C11orf17	-0.16625
15E1.2	-2.07125
SNRPC	-1.4925
DLGAP1	1.17775
PGLYRP1	-0.0405
OVCH2	1.0695
IRF7	0.3236
SET	-0.4482
NAB2	-0.328333333333333
LRP5L	-0.5895
FAM120A	0.2665625
ASCL2	-0.6965
SHH	-0.39
ATP5H	-0.574
THPO	-0.488333333333333
TYRP1	-4.6065
HIST1H3E	-0.355833333333333
EIF2S1	-0.326166666666667
TNFRSF17	-0.845666666666667
TARSL2	0.465
NKX2-8	0.4395
C1orf115	2.104
LOC56964	0.1075
KIAA0841	-0.445
ISCU	0.8295
TTMA	-0.633
ZNF414	0.0865
LOC441150	0.44825
RAB15	0.8975
HBP1	1.60766666666667
TNNT2	-0.876666666666667
CECR5	-0.569
PHGDH	-1.24025
JRK	-0.4262
XPO4	-0.778
FAM131C	0.1915
ARHGAP25	1.52266666666667
CA9	-3.84155555555556
GPR62	0.778833333333333
TLX1	-0.369166666666667
GPS1	-0.47025
OR2M2	0.4
BDP1	0.575928571428571
FAM70B	0.0425
RPS29	-0.131416666666667
MKLN1	-0.0291
TSPAN19	-1.81
SLC29A3	0.4437
LGALS4	-0.151
USH2A	-0.2955
NF1	0.269
APOBEC3A	0.7525
IMPAD1	-0.0163333333333333
OLR1	1.89666666666667
NRAP	-0.2925
HCFC1R1	0.434333333333333
TAOK2	0.154666666666667
MCM10	-4.489
MAP4K3	0.204916666666667
CBS	-2.570125
CLK3	-0.4814
PCDHGA5	-0.0775
ELF4	0.18
FAM71A	0.575
C11orf49	0.05825
CLIP2	-0.17
BTBD9	0.486
ZNF524	1.02625
KDELR1	-0.237666666666667
ZNF509	0.228
NCSTN	0.6595
ZNF533	2.28221428571429
PARP4	0.362125
GALNT9	-0.110666666666667
NPY	-1.95525
BEGAIN	-0.783333333333333
TMEM77	0.3665
FOXRED1	-1.743
SLC16A2	1.02533333333333
SLC35B1	-0.58925
GK5	-0.219416666666667
SDCCAG10	-0.5955
C4orf20	1.0725
SLC9A2	-0.10475
ADD1	0.682071428571429
TAL2	-1.32333333333333
ACLY	-0.393
DNAJC1	0.1155
SOST	-2.095
USP43	0.354833333333333
CYP4F12	-0.518
FKBP5	0.532625
CHCHD5	-0.1225
NUDT22	-0.50225
CCDC85B	-0.6305
OR51G2	0.185
STRN3	0.695642857142857
TMOD2	1.19975
FLI1	1.19475
MAB21L2	0.330333333333333
DGKQ	0.02825
VPRBP	-0.1665
SCNN1B	1.0057
ECHDC3	2.1935
TMEM106C	-0.5445
CSNK2A2	-0.6275
RPL39	-0.4729
HERC3	0.5709
ZBTB47	1.48816666666667
ZNF681	0.40725
PAGE2	-2.734
CLIC5	3.46192857142857
RABAC1	0.82475
ZFHX2	0.2715
YPEL1	0.475166666666667
KIAA0776	0.49775
NR1D2	1.0765
DNAJC4	0.08575
NPNT	1.9482
ZNF677	0.599
ZNF536	0.133
MEF2B	-0.55075
PTPN4	-0.069
CTCFL	-4.9815
STX5	0.374
CD72	0.63325
VEGFA	-1.38742105263158
XRCC1	-0.2361
MAS1L	0.334666666666667
ELL	0.2806
SETBP1	2.78275
CDH11	1.646
NDC80	-4.10361538461538
DMBX1	-3.364
NRSN1	-0.277
BAT2D1	0.02425
CDS2	0.719166666666667
C1orf212	0.373166666666667
SENP3	-0.12575
IL1F9	-0.17
EEF2K	-0.307625
COG8	0.25075
CEP72	-1.748
OR1L8	0.388
MUS81	-0.661833333333333
PHYH	0.31725
GGT6	1.35466666666667
C22orf23	-0.0518333333333333
C13orf33	5.378875
MAPK8IP2	0.04475
NELL2	0.325
POU3F2	-2.485
ALPK1	1.586
MRPS18C	-0.632
RPLP2	-0.3055
FGF22	-0.1405
SPNS1	-0.732666666666667
ZFP1	-0.277
IL1RAPL1	0.1975
PCSK9	-3.90533333333333
NKX2-1	0.266142857142857
C6orf189	2.795
SP4	-0.017
SLC11A1	0.6426
C21orf25	1.6415
ICAM2	1.207375
SH3GL1	-0.955833333333333
GSK3B	0.237166666666667
RALB	1.218875
PDXP	-1.57216666666667
GNGT1	-2.6975
KIR2DL1	0.4125
TNFAIP3	1.37775
C6orf32	1.7716
CBLN2	-1.51375
PANK3	-0.238125
TAAR9	-0.754
WDR82	0.713928571428571
APOM	-3.524625
TRIP10	0.35075
SPATA16	0.382333333333333
C1orf135	-3.306
USP51	0.72125
TESK1	0.94125
C11orf64	-0.096875
ZNF611	-0.396
PDE6G	-0.111333333333333
HLA-DQA1	2.41325
GCLC	0.143875
SEC61A1	-0.195571428571429
TWSG1	0.47875
ZMYND10	0.9605
CTDP1	0.48825
ADAMTS6	-0.587333333333333
SLIT1	-2.13225
KRT86	0.575
KIAA0574	-1.057
GTPBP2	-0.7959
PQLC3	1.57025
PRRX2	1.09283333333333
C15orf44	0.113
MKKS	-0.67125
C11orf10	-0.646
GPR110	1.49675
CD109	-0.705666666666667
ADCY1	-0.6875
RHBG	-4.02275
TP53I3	0.6005
SLC22A3	0.0263
UCP2	-0.0175
FOXG1	-1.96
OR2AG1	-0.07
TRIM24	-1.30025
PROC	-4.031625
TAAR6	-0.04425
AMTN	-1.0145
C10orf47	0.324
DEPDC1	-3.54925
FLJ45557	1.59225
ZDHHC17	0.5188125
KIAA1429	0.305166666666667
KCNH1	0.11425
VNN3	0.420875
PSMAL	2.9455
PPARD	-0.066375
HFM1	-1.12675
YBX1	-0.900833333333333
ZNF695	-3.55225
SCTR	0.227
DCDC1	-0.1945
VPS26B	0.1008
MTF2	-1.22416666666667
ATP6V1F	-0.30575
CCDC94	0.075
PERF15	0.668
CCL11	-0.14575
LMO7	-1.073125
DCST1	0.546
ADRBK1	-0.250125
CDRT4	-0.106375
ZNF84	-0.802
HOXD8	2.28625
STARD8	0.271666666666667
FOXP2	-0.233875
CCDC103	0.5805
POLR3A	-0.8589
GSC	1.1785
ZNF114	-3.0885
HTR7P	0.171
LALBA	1.407
RMND5A	-0.669333333333333
PSCD2	1.11975
ZNF409	0.074
KRTAP1-3	0.449333333333333
MAF1	0.12
LOC201725	-0.995333333333333
NRN1	-0.018125
SPAG5	-4.621
DNAH7	1.68366666666667
FLJ43860	0.0015
BRCA2	-1.81
ACADM	0.15725
CXXC6	-3.146625
RAGE	-0.839375
CHMP2A	0.518
FAM8A1	0.6986
GPR21	0.3675
SLC12A3	-2.99616666666667
FVT1	1.14785714285714
ZDHHC7	0.128875
FLJ44048	0.5935
SLC44A3	2.4875
SDSL	-0.0335
MMP8	-0.55225
PLA2G12B	-3.28283333333333
ACY1	-1.03875
MT1E	2.37933333333333
OR4K15	-0.336
TECTB	-0.0035
GPR20	-0.312
IRAK2	-0.45925
RFPL3	-0.529625
MYO9A	1.03275
NARG1L	-0.15675
BLMH	-1.312125
CCDC3	3.2265
C9orf21	1.04066666666667
KIAA0513	0.0431666666666667
MIER2	0.1505
PNMA2	-0.753333333333333
SH3BP2	0.3334
ANXA10	-0.52825
RTN2	0.490666666666667
TFB1M	-1.27
PRPH2	2.52625
C14orf133	-0.446
GOLGB1	1.10041666666667
IRX4	1.305875
NFKBIL1	-0.238
C10orf62	-0.45075
APBB3	-0.67075
RPS10	-0.1276
LOC728378	0.06125
TLE3	0.533611111111111
PSMB7	-1.119375
MESDC1	0.6845
SLC6A1	0.804166666666667
OCLN	0.997833333333333
PTTG3	-4.21733333333333
NAGLU	-0.00575
SERTAD4	1.8235
SPRY1	2.57175
FLJ10781	0.603166666666667
MYSM1	-0.6265
TRIM4	0.597357142857143
SH3YL1	1.647
TREM2	3.40866666666667
SERPINI1	1.74375
HDHD3	0.466125
TMEM38A	-0.188125
EID2B	-0.4415
TDRD3	0.0468333333333333
SEDLP	0.34025
THSD7A	2.89283333333333
NDST3	-1.44625
KLHL15	0.351
DHRS12	2.003
FBXO9	0.190214285714286
TNPO1	-0.438333333333333
MRPL13	-1.47983333333333
SNX5	-2.19133333333333
METTL6	-0.8085
SOD1	-0.199125
CHML	-1.55166666666667
PACS1	0.378875
SIRT5	-0.3136
CAPN2	0.6915
FXYD5	0.271
TWISTNB	-0.123125
LRFN1	-0.201666666666667
UBE1L	1.16375
UBE1C	0.678
OR51B2	0.0395
OR4D11	0.013
C15orf2	-0.1805
NR4A1	2.26966666666667
LOC339047	-3.07775
TRIM17	1.902375
ATP5G3	-0.791214285714286
RPL15	0.239
ADAMTS8	0.9
HOXC4	-0.415
C14orf37	2.0315
CEACAM5	-2.429875
MYT1L	0.177333333333333
RASA2	0.832375
OSBPL7	-0.3555
STAG1	0.0915
GIMAP4	4.44033333333333
FUT3	1.09716666666667
PIF1	-3.76175
LPIN2	0.1714
SH3PX3	1.13
PDP2	-0.52
PAPD1	-0.274125
ERP27	2.58125
APOOL	-0.3566
DIABLO	-0.04625
TRHR	0.3115
ARMC9	-1.0035
RNF152	2.73025
SLITRK3	1.7285
ZNF211	-0.0804
PFDN1	0.237
RGS11	-0.1745
HS6ST1	0.5516
AKR1D1	-1.079
TNP2	-0.2445
STK31	0.814
EML4	-1.07108333333333
SGTA	-0.368666666666667
HIST1H2BI	-2.11583333333333
PSMD6	-1.2075
KIAA1257	0.755
C18orf55	-0.241833333333333
FLJ20273	2.3185
RPL28	-0.506666666666667
EPYC	0.383125
NOX3	0.217
ELAC1	0.590166666666667
METT11D1	-0.74225
BIN2	-0.462166666666667
NACA2	0.3285
CCDC17	-0.8285
HM13	-0.9014
UBOX5	0.164125
UBE2O	-0.9105
UBL5	-0.578
APOLD1	2.604125
C9orf31	0.2665
TNFSF8	0.3165
ARHGAP29	2.50725
PROKR2	0.0415
PDE5A	1.17933333333333
C6orf12	-0.148
TOM1L1	0.0005
WHDC1	0.0515
FOXI1	1.21833333333333
RAB4A	0.8098
TMEM39B	-0.54125
ATPBD1C	-0.3635
FARSA	-0.9635
PLEKHG5	0.923
CMAS	-0.341333333333333
OR7E24	-0.9365
SLC30A1	-0.1525
CDC42EP5	0.9395
PLAC1	-3.067
KLHL18	-0.305666666666667
LBA1	0.7188
TAZ	-1.11125
CRIP2	1.568625
BTBD11	0.207833333333333
C16orf72	-0.26225
DIO2	1.5793
LRRCC1	0.5285
CCDC136	-1.1365
PRX	0.46725
RBM5	-0.0954
TMEM85	0.3065
TUBGCP4	-1.41216666666667
APLN	0.732875
CDK7	-0.2935
SSR2	0.400083333333333
CRELD1	-0.22425
C19orf46	1.57275
GAL3ST4	0.782166666666667
KBTBD10	0.232
IL28A	-0.06775
WDR27	-0.279
MCM2	-2.4435
SOX14	-0.111
FLJ39743	-0.101
KIAA0922	-0.241375
HIPK4	1.1825
FLJ25758	0.389
C16orf57	-0.550166666666667
PDZD2	2.155625
MCC	2.197
HHLA3	-0.3498
ID2	0.55875
C20orf23	1.60458333333333
ZNF688	0.5615
APOC2	-2.1455
LOC440093	0.895
FAM50B	1.7865
PWP1	-0.45
DNAH10	0.3555
HIST1H2BA	-0.1275
GPR56	1.06416666666667
METAP2	-0.20125
PAN3	0.623666666666667
STXBP4	-0.048875
PDHX	-0.602
MTA1	-0.363416666666667
ZBED4	-0.094125
ZNF720	-0.34325
CDK2	-1.567625
RHOJ	2.441125
CDC37	-0.229166666666667
ZER1	0.63525
GRK4	0.2285
PRPH	0.8915
POLR2A	-0.18575
OGFOD1	-1.4035
NOL5A	-1.5575
PHEX	0.6435
FLJ16478	0.38575
C20orf117	-0.678625
CAMTA2	0.505
C11orf74	0.5025
DDX17	0.0412499999999999
C5orf27	0.387875
PLEKHA2	-0.4364
PDE4DIP	-0.9083
SCN7A	1.265
ZNF559	0.414166666666667
CXCL10	2.826
ZMYM4	0.0468333333333333
STK32B	0.953666666666667
KIAA0888	-1.1874
TACR3	0.218
CKAP2L	-2.89525
KIF1A	-1.03116666666667
RSPRY1	0.3425
VCAN	0.87175
CYP27C1	-0.056
SYDE1	-1.026
MED12L	-0.96975
ZDHHC21	1.236
NHS	0.944
TM9SF3	0.921333333333333
DDHD1	-0.525875
MAFG	-0.323333333333333
BICD2	0.1953
C14orf119	0.1765
C14orf43	0.302214285714286
CDH7	-1.51775
ALKBH5	-0.244142857142857
JUP	1.128625
TMEM41A	-0.348666666666667
MAMDC4	-1.69683333333333
CBX3	-0.936125
LRRC18	0.27725
RBMXL2	0.036
PLA2G4D	0.0971666666666667
FGF13	1.48075
KIF3A	1.07416666666667
PDIA6	-0.36125
DCXR	-0.42475
CASKIN2	0.96275
EHD1	0.0978333333333333
MARCKSL1	0.2815
ZNF496	-0.337
SCAF1	0.0471666666666667
KCTD8	0.45875
TRAF3IP3	0.0635714285714285
LSR	0.50725
CXorf1	-0.281
C14orf112	0.112666666666667
EIF2B1	0.17275
OMP	0.0845
GSTZ1	-0.394
LOC92017	1.335
ISLR2	1.8255
C12orf36	0.076
GATA2	-1.77166666666667
GABRA5	-1.1345
CELSR2	-0.491928571428571
STAM2	0.5167
TNAP	1.746
PTPMT1	-0.421
GRP	4.9185
SV2A	-0.891166666666667
MAGEA12	-4.691
CACNG1	0.11
C18orf19	-0.915
GSG1	-0.749
PTPRJ	-0.607642857142857
FRMPD1	0.47
ZNF668	-0.46225
PLEKHJ1	-1.20375
ADAT1	-0.3525
TMEM50A	0.6587
UCN3	-0.0595
HOOK1	1.28075
IL17B	2.694
MLKL	-0.5265
TTC14	-0.3805
KLHL5	0.6155
CRYL1	1.0475
FOXH1	-0.715
NFYB	0.060125
PPM1G	-0.77475
GOLGA2LY1	-0.61925
NMT1	-0.485
HADHA	-0.0344
CHSY-2	1.6105
PLEKHF1	1.34178571428571
SAGE1	-2.732
MUSTN1	0.93375
SUHW4	1.11675
TFEB	1.4515
ZFYVE27	-0.06575
ATG12	-0.726666666666667
BMI1	0.717857142857143
ZIM3	0.0115
MYH4	-0.14875
MASP1	-0.304166666666667
KIAA0984	0.541
RPAP2	-0.50125
ASB5	0.318
BOLA3	-1.504
MIA3	0.7755
KRT35	0.67
KIR3DL3	-0.458
MRPL51	-0.844
SEMA3F	0.6115
NDUFB2	-0.2315
LOC253012	3.56925
FAM46C	0.2538
G6PC	-2.168
CSAG3A	-5.1325
PREX1	0.687
SLC25A45	-0.49825
MAPKBP1	1.0045
CPE	1.581
GNB1	-0.348625
CXCR6	2.265
TRIM46	-0.40625
C16orf3	0.067
HPSE	0.95725
TIGD3	-1.3595
SPG3A	2.9505
LCAT	-1.13
ST6GAL1	-0.310888888888889
POMC	0.3415
FLJ36031	0.548333333333333
NSMAF	-0.264
SKIL	1.0615
ADSS	0.373166666666667
HMGCS1	-1.7331
POLR3F	-0.361333333333333
RAB10	-0.05825
ZNF277P	-0.023375
ZBTB7B	0.820125
DHRS1	0.348375
ABCC13	0.299875
CNOT3	-0.24525
NFKBIA	2.395
GAK	-0.282666666666667
SFT2D2	0.9885
HOXA6	-0.283
CRTC1	-0.00387500000000001
LY6D	1.35883333333333
C20orf72	-1.191
CPT1A	0.03925
LMO1	-1.4125
EIF3I	-0.16375
PRB4	0.1
MCM3APAS	-1.977
C20orf132	0.0266
FOXF2	-2.324
S100A12	1.4715
MLH1	-0.465833333333333
ACTN1	1.0474
MRPL36	-0.674333333333333
C20orf106	-0.26125
FBXO6	-0.0131666666666667
MKS1	-0.0435
CX3CR1	0.83175
PDE1B	0.86
PLP1	-1.04575
KISS1	0.198666666666667
C14orf2	-1.1195
TBC1D3P2	-1.60925
COMMD6	1.1277
ANKRD7	-1.482
PTCHD1	2.74625
NARS2	-0.58325
DOCK7	0.17625
FAM127B	0.20725
LOC390243	-0.377
N6AMT2	0.72125
ZNF391	-0.4335
DNAJB14	0.786666666666667
WRB	0.124
BPI	1.11683333333333
TTC4	-0.236833333333333
FAM10A5	0.38725
GOT1L1	0.0085
MAGED1	0.556
RESP18	0.24025
WFDC6	0.91225
MT2A	1.144
C11orf56	0.41
KIAA1432	-0.293
ROR1	-0.129
HSD17B14	1.43666666666667
ZFAND2B	0.239875
SAMD4B	0.089
HEXA	0.10825
HNRNPU	-0.149545454545455
USP39	-0.604
NRD1	-0.86975
R3HDML	-0.20925
FLT4	0.835
OMG	-0.0591666666666667
OR52N4	0.317
LOC399818	0.03675
ELA2	-1.048
VENTXP1	-0.2505
RFC5	-1.882
OR52L1	0.4965
PAX5	-0.0175
FBXO2	1.77
GMEB1	0.552
AKT3	1.2675
CRB1	-0.58
CTTN	0.386
UTP15	-0.413666666666667
HSBP1	0.0655833333333333
PHF11	1.79
NDEL1	0.7885
USP8	0.031
BAIAP2	0.2135
SI	0.0636666666666667
ARSJ	0.405333333333333
BAAT	-2.69825
KCNS3	2.2715
LOC126147	-0.131
TMEM37	0.5795
C1orf162	3.18483333333333
MBD1	0.1341
ITGAL	-0.227333333333333
WDR73	-0.244333333333333
GKN2	-0.124166666666667
ARFGAP1	-1.371375
SLC5A8	0.4445
ZBTB40	-0.1869
CYP4B1	3.64166666666667
LYPLAL1	-0.6125
CHST3	0.85925
MAP3K9	-0.0475
BTAF1	-0.8335
TFAP2E	-0.0015
RBM35B	-0.0735
LOC441251	-0.954166666666667
ANKRD25	0.822722222222222
UQCRC2	-0.1065
MAEA	0.33775
HYAL1	-0.9892
RNPEPL1	0.0573333333333333
CPSF2	-0.666875
PSD3	-0.1999
ABCA13	0.249125
AGR2	0.907125
GBX1	-0.6645
HDLBP	0.304
ACY3	0.5335
HECW1	-0.41275
ZNF519	0.16
HOPX	2.3775
ZNF304	0.79225
OR12D3	-0.0075
FKSG43	0.2295
METTL1	-0.11875
MFSD3	-0.66
PSPH	-1.896
CLCA3	-0.0005
DARS2	-2.34283333333333
CDC25A	-2.82016666666667
BAIAP2L1	-0.60925
B3GNT5	1.968375
USP29	-0.3525
ARHGEF10L	1.2571
ATOX1	-0.7315
ADAM30	-0.15025
DNASE1	-1.413
STT3A	-0.00833333333333334
RAB6IP1	0.45375
PTN	5.3135
C1orf106	-0.533846153846154
HECA	2.07875
RNF122	2.5045
SLC22A18AS	-0.975333333333333
GNG8	-0.4255
ELP4	-0.5595
FAM65A	0.0126666666666667
RPL10A	0.760666666666667
IRS4	0.2875
MACF1	1.2828
SEC24D	0.056
LOC374395	0.203
TGFB2	2.40375
MDFIC	0.629875
CHRNE	0.170666666666667
PCMTD2	0.0880000000000001
ATP6V0D1	0.207833333333333
MTA2	0.388
LZTR1	-0.9005
RAP1A	0.912833333333333
AXIN1	-0.67525
POLR1C	-0.096
TRIO	0.24825
PLXNA4A	0.00583333333333333
C5orf33	-0.506
DEPDC1B	-5.529125
ZNF473	-0.487666666666667
MTM1	1.239625
GPR107	0.0301666666666666
CSNK1A1L	0.974833333333333
FLJ14154	-0.03875
NLRC4	3.21
ENPP4	2.40433333333333
PADI3	-0.2685
RNF170	0.248125
CG018	2.44766666666667
C16orf7	-0.51275
KCNE1	2.58775
NRM	-0.829166666666667
SLC37A3	0.839142857142857
TPD52L2	-1.02733333333333
UNC5B	0.02625
C12orf12	0.0694
SDHB	-0.291
CLRN1	0.203625
NUDT10	0.207166666666667
UGT3A1	-0.249375
FBXW8	0.06525
RHOF	-1.215125
PTPLAD1	-0.255875
MYO3B	-0.7005
DERA	-0.27175
TPP2	-0.839
C19orf53	-0.475166666666667
GINS3	-1.427625
ST6GALNAC5	2.903
CHSY1	1.28325
MGC15705	-0.107
GPR83	0.475666666666667
EXT2	0.675375
DOLK	-0.06625
TUBAL3	-0.2525
ACVRL1	2.4967
ABL2	0.30425
C14orf156	-1.34883333333333
PTPRZ1	-1.077
DIP2C	0.657625
LAMP1	1.153875
RXRA	0.0417
MAP3K5	1.463
ALKBH1	-0.2505
PDLIM7	-0.00175000000000004
ARL14	-1.499
SNIP1	0.345666666666667
TIMP3	2.73641666666667
RGS3	0.103166666666667
SPAG16	0.6837
ABHD4	-0.19575
ARHGEF12	1.04516666666667
GLUD2	0.6075
RAC2	-1.4416
UAP1L1	-1.314
SLC18A3	-0.219
YOD1	-1.06308333333333
RALY	-0.62275
HMOX2	0.097375
DGKH	0.05
DBNDD2	1.697
YIPF4	0.50675
THAP10	-0.57475
ZNF513	0.48575
HAGHL	-2.53616666666667
ITGB4	1.73016666666667
CCDC141	0.512
YTHDF3	0.67825
C5orf28	0.6775
RPL7L1	-0.5345
TMEM30B	0.957928571428572
ANKRD35	3.8065
DUOXA2	0.00149999999999999
TBC1D5	0.424
DFNB59	0.048
HRH4	0.534
MYO6	1.963
DNAJA4	1.0405
RBM24	0.04225
CEACAM20	-1.97375
RBM23	0.702
NGFB	0.1375
C1orf63	-1.8293
KRTAP7-1	0.1735
PERLD1	1.58
NPB	-0.1405
C17orf59	0.4389
HSPBAP1	-0.51625
SLC15A4	0.597375
PRTFDC1	0.5725
OSMR	-0.0055
CYSLTR2	0.2985
C19orf25	-0.5375
KIAA1797	-0.178
NLRP6	0.246
FAM105B	-0.1381
SCRN2	0.290833333333333
LRRC58	-0.1262
RNF17	0.0231250000000001
NEIL3	-5.6875
FAM137A	-2.07125
SKP2	-2.806
PARVA	1.67058333333333
PKLR	-1.8185
RNF34	-0.08675
A3GALT2	-0.09575
C12orf50	0.0306666666666667
SUNC1	-1.30625
FAM102B	-0.106
CCT2	-0.87825
LRRC37A2	-0.26
ARF4	0.694
SIKE	0.292875
C8orf48	0.8505
MBTPS1	0.635428571428571
GPSN2	-0.4965
NCF2	2.7725
SLC12A6	0.361833333333333
MRPL48	-0.76425
HMGN3	0.1955
LRRC62	-1.32825
PAX9	-0.3065
FAM55A	1.072
C20orf42	-0.596833333333333
SCML2	-1.246
BCL9	0.3605
FAM40A	-0.424
C9orf41	-0.5275
ZNF774	0.4975
LETM1	-1.3245
PLXNB1	0.166666666666667
NIPSNAP1	-0.501125
USP10	-0.47875
F9	0.92075
LIPE	2.44325
CNGB3	-1.07
C12orf52	-0.72575
PI4K2A	0.07175
MED8	-0.221375
STAT4	1.0643
FGD4	1.39583333333333
RNF145	-0.512333333333333
WDR32	0.2536
CLDN2	-0.0195
TCEAL8	1.0205
ZMYND8	-0.9458
PDXK	-0.56396875
GATAD2A	-0.972
PTGES3	-0.686
CCM2	-0.55075
TAP1	0.97625
ZNF670	0.035
ETS2	1.69657142857143
C6orf166	-0.0175
PRMT2	1.02078571428571
OR4B1	0.0135
INTS8	-0.9735
CCDC102A	0.666
CCDC83	-1.41866666666667
ITGA1	-0.2862
EPHA5	-0.4343
FAM24B	-1.2655
TSGA10	2.174
HAL	-1.68283333333333
MYOT	3.643
SPACA3	0.0515
BCL2L2	0.504833333333333
CUGBP2	1.8895
CCNB3	0.53375
RNF113B	-0.36525
MERTK	1.09575
BAG1	0.7775
VPS36	-0.06475
ORMDL3	0.6928
C1orf190	1.81075
ZNF625	-0.6075
CORO2B	0.241
ALOX15	-0.3935
CST1	0.4035
NUPR1	1.72466666666667
CCL7	-0.277
SMCR5	-2.445
DSC2	2.3515
RBMS2	0.31675
GRIK4	-0.0045
TRIM65	-0.1721
TMPRSS6	0.546857142857143
TP53INP2	0.111
GLB1L	0.8485
