Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
NUDT22	-0.43275
CCDC85B	-0.77325
OR51G2	0.2915
STRN3	0.487785714285714
TMOD2	0.89525
FLI1	0.92375
MAB21L2	0.791333333333333
DGKQ	-0.12275
VPRBP	-0.00383333333333333
SCNN1B	0.5103
ECHDC3	2.3302
TMEM106C	-0.504
CSNK2A2	0.044
RPL39	-0.0188
HERC3	0.5438
ZBTB47	1.10483333333333
ZNF681	0.7265
PAGE2	-2.991
CLIC5	3.28785714285714
RABAC1	0.39975
ZFHX2	0.46725
YPEL1	0.112833333333333
KIAA0776	0.6695
NR1D2	1.08925
DNAJC4	0.428625
NPNT	2.275
ZNF677	1.3445
ZNF536	-0.4015
MEF2B	-0.512666666666667
PTPN4	-0.1655
CTCFL	-5.1595
STX5	0.276666666666667
CD72	1.2435
VEGFA	-2.36468421052632
XRCC1	-0.0036
MAS1L	0.0698333333333333
ELL	-0.1588
SETBP1	2.74675
CDH11	1.65066666666667
NDC80	-4.3
DMBX1	-3.85425
NRSN1	0.425833333333333
BAT2D1	0.043125
CDS2	0.223833333333333
C1orf212	-0.281166666666667
SENP3	-0.107375
IL1F9	-0.229
EEF2K	-0.11175
COG8	0.00775
CEP72	-1.51475
OR1L8	0.2455
MUS81	-0.3065
PHYH	0.235
GGT6	1.80633333333333
C22orf23	0.159416666666667
C13orf33	2.661
MAPK8IP2	0.29725
NELL2	-0.246
POU3F2	-2.43866666666667
ALPK1	1.797375
MRPS18C	-0.4955
RPLP2	0.2625
FGF22	-0.451
SPNS1	-0.685
ZFP1	0.198
IL1RAPL1	0.622
PCSK9	-4.181
NKX2-1	-0.0305
C6orf189	2.4935
SP4	0.159
SLC11A1	0.1733
C21orf25	1.38433333333333
ICAM2	0.682375
SH3GL1	-0.993166666666667
GSK3B	-0.292833333333333
RALB	0.924125
PDXP	-1.431
GNGT1	-3.259875
KIR2DL1	0.3585
TNFAIP3	0.119583333333333
C6orf32	0.5998
CBLN2	-1.6615
PANK3	0.091125
TAAR9	0.042
WDR82	0.4745
APOM	-3.195625
TRIP10	0.0845
SPATA16	-0.290833333333333
C1orf135	-4.05575
USP51	0.903
TESK1	0.9145
C11orf64	0.32425
ZNF611	-0.1295
PDE6G	-0.297
HLA-DQA1	3.379375
GCLC	-0.39325
SEC61A1	-0.332928571428571
TWSG1	0.00350000000000002
ZMYND10	1.1435
CTDP1	0.037
ADAMTS6	-1.17083333333333
SLIT1	-2.3465
KRT86	-0.4475
KIAA0574	-0.96675
GTPBP2	-0.3781
PQLC3	1.53525
PRRX2	-0.0915
C15orf44	0.371833333333333
MKKS	-0.527125
C11orf10	-0.64325
GPR110	1.182625
CD109	-1.61966666666667
ADCY1	-0.3435
RHBG	-3.51125
TP53I3	0.0185
SLC22A3	-0.1375
UCP2	0.12425
FOXG1	-2.68733333333333
OR2AG1	-0.1275
TRIM24	-1.226
PROC	-3.967625
TAAR6	0.2125
AMTN	-0.746
C10orf47	0.0855
DEPDC1	-4.268
FLJ45557	0.81475
ZDHHC17	0.5115
KIAA1429	0.0833333333333333
KCNH1	0.381
VNN3	0.057125
PSMAL	3.1325
PPARD	-0.212375
HFM1	-0.2605
YBX1	-1.416
ZNF695	-3.17925
SCTR	0.0426666666666667
DCDC1	0.3065
VPS26B	0.2735
MTF2	-0.870333333333333
ATP6V1F	-0.47925
CCDC94	-0.03575
PERF15	0.5185
CCL11	0.4385
LMO7	-0.71425
DCST1	0.334
ADRBK1	-0.50475
CDRT4	0.3805
ZNF84	-0.327
HOXD8	1.888
STARD8	-0.392
FOXP2	-0.1195
CCDC103	0.8175
POLR3A	-0.926
GSC	0.825166666666667
ZNF114	-1.68166666666667
HTR7P	0.284
LALBA	0.5895
RMND5A	-0.606833333333333
PSCD2	0.67125
ZNF409	-0.025
KRTAP1-3	0.111333333333333
MAF1	0.18075
LOC201725	-1.07833333333333
NRN1	-0.507125
SPAG5	-4.23283333333333
DNAH7	2.13166666666667
FLJ43860	0.036
BRCA2	-2.331
ACADM	0.185
CXXC6	-2.04275
RAGE	-0.4615
CHMP2A	0.5545
FAM8A1	0.5265
GPR21	0.322
SLC12A3	-3.19616666666667
FVT1	0.786071428571429
ZDHHC7	-0.205125
FLJ44048	1.323
SLC44A3	1.5385
SDSL	-0.3445
MMP8	-0.757
PLA2G12B	-3.67966666666667
ACY1	-0.44975
MT1E	0.627166666666667
OR4K15	0.068
TECTB	0.304
GPR20	-0.06675
IRAK2	-0.09625
RFPL3	-0.127625
MYO9A	1.1515
NARG1L	-0.0389166666666667
BLMH	-1.251
CCDC3	3.36483333333333
C9orf21	0.0285
KIAA0513	-0.303166666666667
MIER2	-0.15275
PNMA2	-1.07758333333333
SH3BP2	0.1524
ANXA10	-1.774
RTN2	0.733666666666667
TFB1M	-1.034
PRPH2	3.572
C14orf133	0.206
GOLGB1	1.35725
IRX4	1.90275
NFKBIL1	0.207833333333333
C10orf62	-0.061
APBB3	0.09725
RPS10	0.0088
LOC728378	0.8115
TLE3	0.2365
PSMB7	-1.048625
MESDC1	-0.6835
SLC6A1	0.6285
OCLN	0.921666666666667
PTTG3	-4.07866666666667
NAGLU	-0.3715
SERTAD4	2.525375
SPRY1	2.1015
FLJ10781	1.13958333333333
MYSM1	0.60075
TRIM4	0.676142857142857
SH3YL1	2.4535
TREM2	3.115
SERPINI1	2.7395
HDHD3	0.780875
TMEM38A	-0.600125
EID2B	-0.4585
TDRD3	0.404
SEDLP	0.13125
THSD7A	2.39033333333333
NDST3	-1.489
KLHL15	-0.674
DHRS12	2.189
FBXO9	0.461071428571429
TNPO1	-0.1795
MRPL13	-1.2865
SNX5	-2.36333333333333
METTL6	-1.133
SOD1	-0.205875
CHML	-1.50433333333333
PACS1	-0.123625
SIRT5	-0.1255
CAPN2	0.107833333333333
FXYD5	-0.389666666666667
TWISTNB	-0.691625
LRFN1	0.150333333333333
UBE1L	1.734875
UBE1C	0.2685
OR51B2	-0.13425
OR4D11	-0.1995
C15orf2	0.372
NR4A1	0.258
LOC339047	-1.09325
TRIM17	1.13675
ATP5G3	-0.743285714285714
RPL15	0.803833333333333
ADAMTS8	0.83875
HOXC4	-0.351
C14orf37	2.3825
CEACAM5	-2.25225
MYT1L	-0.285166666666667
RASA2	0.401625
OSBPL7	-0.4855
STAG1	-0.263
GIMAP4	4.7865
FUT3	0.589666666666667
PIF1	-3.668875
LPIN2	0.0634
SH3PX3	0.8715
PDP2	-0.16375
PAPD1	-0.153
ERP27	2.896
APOOL	-0.71
DIABLO	0.05375
TRHR	0.141625
ARMC9	-0.889
RNF152	2.361
SLITRK3	0.750166666666667
ZNF211	0.5742
PFDN1	-0.323875
RGS11	0.1265
HS6ST1	0.2239
AKR1D1	-1.16675
TNP2	0.0145
STK31	1.27733333333333
EML4	-0.787833333333333
SGTA	-0.255
HIST1H2BI	-1.31533333333333
PSMD6	-1.52633333333333
KIAA1257	0.4355
C18orf55	-0.113666666666667
FLJ20273	2.23525
RPL28	0.0225
EPYC	0.10525
NOX3	-0.4195
ELAC1	0.481166666666667
METT11D1	-0.31225
BIN2	-0.541833333333333
NACA2	0.762
CCDC17	-0.159
HM13	-0.719
UBOX5	0.2525
UBE2O	-0.843875
UBL5	-0.57425
APOLD1	0.2855
C9orf31	0.18325
TNFSF8	-0.317
ARHGAP29	1.417875
PROKR2	0.188
PDE5A	0.93
C6orf12	-0.474
TOM1L1	0.662
WHDC1	0.3075
FOXI1	1.912
RAB4A	1.051
TMEM39B	-0.4605
ATPBD1C	-0.45825
FARSA	-0.974
PLEKHG5	0.2245
CMAS	-0.309333333333333
OR7E24	-0.593
SLC30A1	-0.952
CDC42EP5	0.903833333333333
PLAC1	-3.3525
KLHL18	-0.4445
LBA1	0.6325
TAZ	-0.9535
CRIP2	1.2835
BTBD11	0.8305
C16orf72	0.32
DIO2	-0.3132
LRRCC1	0.08
CCDC136	-1.7205
PRX	1.176625
RBM5	0.8603
TMEM85	0.501125
TUBGCP4	-1.13233333333333
APLN	0.82175
CDK7	-0.242666666666667
SSR2	0.460333333333333
CRELD1	0.1005
C19orf46	1.66925
GAL3ST4	0.457333333333333
KBTBD10	1.41475
IL28A	-0.23775
WDR27	0.6575
MCM2	-2.15766666666667
SOX14	-0.379
FLJ39743	0.3075
KIAA0922	-0.00912499999999999
HIPK4	0.9675
FLJ25758	0.0865
C16orf57	-1.10058333333333
PDZD2	2.383875
MCC	1.34925
HHLA3	0.0242
ID2	0.389
C20orf23	2.29433333333333
ZNF688	0.6425
APOC2	-3.2135
LOC440093	0.05575
FAM50B	2.42516666666667
PWP1	-0.5855
DNAH10	0.50775
HIST1H2BA	0.1845
GPR56	0.812833333333333
METAP2	-0.42575
PAN3	0.596166666666667
STXBP4	0.08875
PDHX	-0.313
MTA1	-0.211416666666667
ZBED4	-0.338375
ZNF720	-0.641
CDK2	-1.8315
RHOJ	2.378875
CDC37	-0.1095
ZER1	0.59075
GRK4	0.73625
PRPH	0.9735
POLR2A	-0.0662499999999999
OGFOD1	-1.63975
NOL5A	-1.42975
PHEX	-0.281
FLJ16478	1.43
C20orf117	-0.476375
CAMTA2	0.81775
C11orf74	0.449
DDX17	0.576666666666667
C5orf27	1.3955
PLEKHA2	-1.1434
PDE4DIP	-1.7201
SCN7A	0.7785
ZNF559	0.889333333333333
CXCL10	2.872
ZMYM4	0.276666666666667
STK32B	0.533
KIAA0888	-1.2584
TACR3	0.293
CKAP2L	-3.8685
KIF1A	-1.22383333333333
RSPRY1	0.43625
VCAN	-1.194
CYP27C1	-0.617
SYDE1	-1.18716666666667
MED12L	-1.472
ZDHHC21	0.893625
NHS	1.3335
TM9SF3	0.683833333333333
DDHD1	-0.803875
MAFG	-0.577
BICD2	-0.1621
C14orf119	0.00616666666666666
C14orf43	-0.00092857142857143
CDH7	-1.36225
ALKBH5	-0.230642857142857
JUP	1.510625
TMEM41A	-0.137333333333333
MAMDC4	-1.14083333333333
CBX3	-1.226625
LRRC18	0.1355
RBMXL2	-0.06875
PLA2G4D	0.106666666666667
FGF13	1.253625
KIF3A	0.801166666666667
PDIA6	-0.65575
DCXR	0.58125
CASKIN2	0.427916666666667
EHD1	-0.1725
MARCKSL1	0.233833333333333
ZNF496	-0.490333333333333
SCAF1	0.148
KCTD8	0.099
TRAF3IP3	0.449428571428571
LSR	0.2925
CXorf1	-0.177
C14orf112	-0.0341666666666667
EIF2B1	0.25475
OMP	0.459
GSTZ1	0.02125
LOC92017	1.1615
ISLR2	1.8235
C12orf36	-0.043
GATA2	-1.29583333333333
GABRA5	-1.679
CELSR2	-0.550285714285714
STAM2	0.6027
TNAP	1.551
PTPMT1	-0.582666666666667
GRP	7.0445
SV2A	-1.13433333333333
MAGEA12	-4.46625
CACNG1	0.568
C18orf19	-1.2485
GSG1	-0.7275
PTPRJ	-0.925357142857143
FRMPD1	0.9195
ZNF668	-0.468
PLEKHJ1	-0.8715
ADAT1	-0.9135
TMEM50A	0.7742
UCN3	-0.00949999999999999
HOOK1	1.169625
IL17B	2.912
MLKL	-0.618166666666667
TTC14	-0.217166666666667
KLHL5	-0.008375
CRYL1	0.534166666666667
FOXH1	-0.847
NFYB	0.164625
PPM1G	-0.80775
GOLGA2LY1	-0.54925
NMT1	-0.36775
HADHA	0.1236
CHSY-2	1.14025
PLEKHF1	0.771571428571429
SAGE1	-3.196
MUSTN1	1.32925
SUHW4	2.0555
TFEB	1.53066666666667
ZFYVE27	-0.0255
ATG12	-1.00333333333333
BMI1	1.028
ZIM3	0.08375
MYH4	0.29525
MASP1	-1.09425
KIAA0984	0.77275
RPAP2	-0.442
ASB5	1.5265
BOLA3	-1.43933333333333
MIA3	1.05016666666667
KRT35	0.291
KIR3DL3	-0.615
MRPL51	-0.754
SEMA3F	0.3385
NDUFB2	-0.604166666666667
LOC253012	2.305
FAM46C	-0.0681
G6PC	-2.49125
CSAG3A	-4.954
PREX1	-0.1195
SLC25A45	-0.194625
MAPKBP1	0.9444
CPE	1.8707
GNB1	-0.8055
CXCR6	1.95
TRIM46	-0.36425
C16orf3	0.102833333333333
HPSE	-0.524875
TIGD3	-1.1545
SPG3A	2.68375
LCAT	-0.356
ST6GAL1	-1.03022222222222
POMC	0.115
FLJ36031	-0.378833333333333
NSMAF	-0.382333333333333
SKIL	-0.0865
ADSS	-0.0273333333333333
HMGCS1	-1.8297
POLR3F	-0.0643333333333333
RAB10	-0.254875
ZNF277P	0.375125
ZBTB7B	0.958875
DHRS1	0.86725
ABCC13	0.2635
CNOT3	-0.2835
NFKBIA	1.03625
GAK	-0.0586666666666667
SFT2D2	0.0228333333333333
HOXA6	0.7545
CRTC1	0.0545
LY6D	0.0186666666666667
C20orf72	-0.506
CPT1A	-0.473
LMO1	-2.0315
EIF3I	-0.08475
PRB4	-0.438
MCM3APAS	-0.783
C20orf132	0.147
FOXF2	-2.37575
S100A12	-0.4435
MLH1	-0.3995
ACTN1	0.8313
MRPL36	-0.7935
C20orf106	-0.42
FBXO6	0.604166666666667
MKS1	-0.2015
CX3CR1	0.607875
PDE1B	1.276
PLP1	-2.527
KISS1	-0.119833333333333
C14orf2	-0.924666666666667
TBC1D3P2	-0.5825
COMMD6	1.4725
ANKRD7	-1.32425
PTCHD1	3.376
NARS2	-0.55
DOCK7	0.097625
FAM127B	0.098
LOC390243	-0.293166666666667
N6AMT2	0.72725
ZNF391	0.9875
DNAJB14	0.5715
WRB	-0.112125
BPI	1.15791666666667
TTC4	-0.0408333333333333
FAM10A5	0.70575
GOT1L1	0.105222222222222
MAGED1	0.267
RESP18	0.24975
WFDC6	1.9945
MT2A	-0.6325
C11orf56	0.4525
KIAA1432	-0.1955
ROR1	-0.33575
HSD17B14	1.541
ZFAND2B	0.229375
SAMD4B	-0.17075
HEXA	0.03625
HNRNPU	-0.4255
USP39	-0.419875
NRD1	-0.72425
R3HDML	-0.1895
FLT4	0.800166666666667
OMG	-0.2442
OR52N4	0.043
LOC399818	0.18775
ELA2	-2.0285
VENTXP1	0.033
RFC5	-1.5155
OR52L1	0.038
PAX5	0.1235
FBXO2	2.4655
GMEB1	-0.014
AKT3	0.462
CRB1	0.163166666666667
CTTN	-0.100666666666667
UTP15	-0.531166666666667
HSBP1	-0.537666666666667
PHF11	1.6845
NDEL1	0.639666666666667
USP8	0.26025
BAIAP2	-0.073875
SI	0.185666666666667
ARSJ	0.736
BAAT	-3.0945
KCNS3	2.1985
LOC126147	0.414666666666667
TMEM37	0.4995
C1orf162	2.9375
MBD1	0.4003
ITGAL	-0.104333333333333
WDR73	-0.3885
GKN2	0.04
ARFGAP1	-1.201125
SLC5A8	1.38883333333333
ZBTB40	0.1612
CYP4B1	2.52533333333333
LYPLAL1	-0.74475
CHST3	0.9815
MAP3K9	-0.1895
BTAF1	-0.182333333333333
TFAP2E	0.428
RBM35B	-0.17225
LOC441251	-0.676
ANKRD25	0.154722222222222
UQCRC2	0.0765
MAEA	0.44975
HYAL1	-2.1278
RNPEPL1	-0.23
CPSF2	-0.99425
PSD3	-0.4761
ABCA13	1.42225
AGR2	1.31425
GBX1	-0.857
HDLBP	-0.0741428571428571
ACY3	0.9855
HECW1	-0.22275
ZNF519	0.82225
HOPX	2.405
ZNF304	1.375625
OR12D3	0.359
FKSG43	0.0745
METTL1	-0.53475
MFSD3	-0.5842
PSPH	-1.49225
CLCA3	-0.7695
DARS2	-1.8085
CDC25A	-3.185
BAIAP2L1	-0.65425
B3GNT5	0.651375
USP29	0.22
ARHGEF10L	1.1028
ATOX1	-0.615125
ADAM30	0.1405
DNASE1	-1.06125
STT3A	-0.088
RAB6IP1	0.05925
PTN	4.0808
C1orf106	0.300461538461538
HECA	1.815
RNF122	-0.06425
SLC22A18AS	-1.17566666666667
GNG8	-0.126333333333333
ELP4	-0.624
FAM65A	-0.135166666666667
RPL10A	1.12966666666667
IRS4	-0.0455
MACF1	0.9878
SEC24D	-0.38375
LOC374395	0.07875
TGFB2	0.329375
MDFIC	0.64875
CHRNE	0.144333333333333
PCMTD2	0.402166666666667
ATP6V0D1	-0.0435
MTA2	-0.08025
LZTR1	-0.5475
RAP1A	0.624666666666667
AXIN1	-0.294
POLR1C	0.19225
TRIO	-0.342583333333333
PLXNA4A	-0.0970833333333333
C5orf33	-0.27425
DEPDC1B	-5.696
ZNF473	-0.263833333333333
MTM1	0.89475
GPR107	0.0385
CSNK1A1L	0.251333333333333
FLJ14154	0.077
NLRC4	2.9355
ENPP4	1.84216666666667
PADI3	-0.149
RNF170	-0.062625
CG018	2.6875
C16orf7	-0.4065
KCNE1	2.553
NRM	-1.29133333333333
SLC37A3	0.377857142857143
TPD52L2	-0.7625
UNC5B	-0.32325
C12orf12	-0.164
SDHB	-0.44275
CLRN1	0.1095
NUDT10	1.14966666666667
UGT3A1	-0.156
FBXW8	-0.03825
RHOF	-1.494875
PTPLAD1	-0.23725
MYO3B	-0.70825
DERA	-0.8585
TPP2	-0.864
C19orf53	-0.4675
GINS3	-1.395625
ST6GALNAC5	1.498
CHSY1	0.1405
MGC15705	-0.063
GPR83	0.00616666666666667
EXT2	0.10675
DOLK	-0.4175
TUBAL3	0.57825
ACVRL1	1.9855
ABL2	-1.02483333333333
C14orf156	-1.2385
PTPRZ1	-0.10975
DIP2C	0.606125
LAMP1	0.946125
RXRA	-0.2809
MAP3K5	1.597
ALKBH1	0.285666666666667
PDLIM7	0.3205
ARL14	-1.5605
SNIP1	0.241166666666667
TIMP3	2.21866666666667
RGS3	0.144333333333333
SPAG16	0.6949
ABHD4	0.35575
ARHGEF12	0.953416666666667
GLUD2	0.294
RAC2	-1.4264
UAP1L1	-1.0925
SLC18A3	-0.4825
YOD1	-0.264583333333333
RALY	-0.491
HMOX2	0.166
DGKH	-0.26
DBNDD2	1.03683333333333
YIPF4	0.376875
THAP10	-0.13075
ZNF513	0.51425
HAGHL	-2.17466666666667
ITGB4	1.76683333333333
CCDC141	-0.952
YTHDF3	0.262
C5orf28	0.414
RPL7L1	-0.331625
TMEM30B	1.28464285714286
ANKRD35	3.592
DUOXA2	-0.3105
TBC1D5	0.539
DFNB59	1.1615
HRH4	0.19825
MYO6	2.0616
DNAJA4	1.49625
RBM24	0.059625
CEACAM20	-1.881
RBM23	0.682285714285714
NGFB	0.1495
C1orf63	1.1513
KRTAP7-1	-0.0805
PERLD1	1.38825
NPB	0.0695
C17orf59	0.8094
HSPBAP1	-0.2045
SLC15A4	0.469
PRTFDC1	0.12075
OSMR	-1.02128571428571
CYSLTR2	-0.3045
C19orf25	0.0135
KIAA1797	-0.0645
NLRP6	-0.0925
FAM105B	-0.3805
SCRN2	0.4635
LRRC58	-0.1164
RNF17	0.13125
NEIL3	-5.6155
FAM137A	-1.657
SKP2	-3.6615
PARVA	1.28966666666667
PKLR	-1.644
RNF34	0.250625
A3GALT2	0.05675
C12orf50	-0.367333333333333
SUNC1	-1.47925
FAM102B	-0.571333333333333
CCT2	-1.011
LRRC37A2	0.0655
ARF4	0.2485
SIKE	-0.01525
C8orf48	1.27833333333333
MBTPS1	0.539571428571429
GPSN2	-0.1095
NCF2	1.4715
SLC12A6	-0.0378333333333333
MRPL48	-0.6065
HMGN3	0.476333333333333
LRRC62	-1.6525
PAX9	0.00350000000000001
FAM55A	-0.2285
C20orf42	-0.103166666666667
SCML2	-1.08583333333333
BCL9	0.02375
FAM40A	-0.0765
C9orf41	-0.530333333333333
ZNF774	0.9375
LETM1	-1.6495
PLXNB1	0.630833333333333
NIPSNAP1	-0.44775
USP10	-0.435
F9	0.02575
LIPE	2.82525
CNGB3	-0.155
C12orf52	-0.2895
PI4K2A	-0.23825
MED8	-0.2015
STAT4	1.911
FGD4	0.626833333333333
RNF145	-0.867833333333333
WDR32	0.434
CLDN2	-0.346166666666667
TCEAL8	1.0135
ZMYND8	-1.0637
PDXK	-0.4801875
GATAD2A	-1.1605
PTGES3	-0.7355
CCM2	-0.3325
TAP1	0.930875
ZNF670	0.42
ETS2	0.0732142857142857
C6orf166	-0.100833333333333
PRMT2	1.14664285714286
OR4B1	0.0405
INTS8	-0.794
CCDC102A	0.91825
CCDC83	-1.78216666666667
ITGA1	0.3053
EPHA5	-1.5175
FAM24B	-0.5655
TSGA10	2.77425
HAL	-1.80716666666667
MYOT	1.5305
SPACA3	-0.00274999999999995
BCL2L2	0.244333333333333
CUGBP2	0.820166666666667
CCNB3	1.0115
RNF113B	0.099
MERTK	0.73775
BAG1	0.47
VPS36	-0.142
ORMDL3	0.7888
C1orf190	1.6665
ZNF625	0.2415
CORO2B	-0.6095
ALOX15	0.623
CST1	-0.4945
NUPR1	2.05133333333333
CCL7	-0.555
SMCR5	-2.179
DSC2	2.3865
RBMS2	0.3155
GRIK4	1.102
TRIM65	-0.0945
TMPRSS6	-0.174785714285714
TP53INP2	-0.9275
GLB1L	0.131166666666667
LOC388284	0.705166666666667
PUS1	-1.11528571428571
BCL9L	0.353
OLFM1	-0.187333333333333
RET	-0.714
MASTL	-2.6485
ALX3	0.396
IL1RL1	-0.214666666666667
ZNF765	0.1065
C14orf138	0.10825
SNX10	-1.1305
TAC4	0.175
C1orf64	3.52125
POGK	0.050875
MAPK9	-0.10675
ZNF366	3.55125
C8orf79	3.7635
CLDN7	1.42725
OR5AT1	0.305
TRIM37	-1.7635
LRRC25	1.22
GRHL2	2.371
TEKT3	1.52725
LASS5	0.284166666666667
ABCC4	-1.887
DLG3	0.478625
VGLL1	2.785625
ZFP36L2	1.692
MFRP	-0.176666666666667
KIAA1799	0.683
FLJ44379	-0.223
PCNX	0.128
ANXA9	-0.0465
CYP4V2	0.8834
PIK3C2A	0.3725
SRR	0.4685
NOL3	-0.5735
IFITM2	0.487
ARNTL2	-2.5685
ZNF595	1.43725
NLRP13	2.6345
ASPH	-0.380875
CPA2	0.362
PVRIG	-1.6965
LEPR	2.03766666666667
C16orf42	-0.00883333333333334
SH3BGRL	2.55
FAM77D	0.5105
FNDC7	0.382
C9orf6	0.905833333333333
NOTCH2NL	0.345166666666667
PGBD1	-0.296666666666667
SYNGR2	0.5245
PITPNA	-0.1538125
PRPF4B	-0.0855
SLC43A3	-0.781071428571429
NRBP1	0.103
SLC25A22	-0.58075
ILK	0.6645
SLC22A8	0.0393333333333333
MRPS7	-0.39125
PITX2	-0.087
FABP3	-0.4875
OR1L1	-0.0825
LOC728215	-0.7185
BLID	-1.022
KIAA1217	3.75905882352941
TFPT	-0.1765
AP4B1	-0.37975
VBP1	-0.834
OR1K1	0.0135
MORC3	0.87425
BHMT2	0.58
C3orf10	0.487625
FZD7	3.19483333333333
WFDC10A	-0.204
PMS2CL	-0.21775
CCDC32	0.775
FA2H	-0.73275
ALG13	-0.4775
TTLL7	-0.289
SPOCK3	0.37575
SLC13A2	0.699
AIM1	1.65775
GPRC6A	0.664
EGR2	4.4185
MED11	0.4635
WWC1	1.82575
SH3GL3	-2.89025
RIF1	-0.593
PRLH	-0.5455
VLDLR	-0.2025
DBT	0.505625
C21orf63	1.789
CGGBP1	-0.250375
KRTAP12-2	-0.949
TADA3L	0.1855
ZBTB16	3.50825
PDGFB	1.058
RFX1	-0.096625
UQCRB	-0.0223
LOC133874	-0.6615
HPS3	-2.612
LGALS3BP	-0.2268
DKFZP564O0823	2.35257142857143
MRFAP1L1	0.877625
HOXA10	-0.376666666666667
NGB	0.0605
KIF21A	-1.14423076923077
IFLTD1	0.4535
LZTS1	0.68575
ARHGEF3	1.69125
RHBDL3	-0.4395
CSNK1G2	-0.416666666666667
ChGn	-0.00950000000000001
KIAA1244	1.94966666666667
GABRB2	0.159
MGC72080	-1.993
CD27	3.1275
EGLN1	-1.6062
PEX13	-0.2695
RWDD3	0.37725
RNF12	-1.05983333333333
GRIN2B	-0.329
ADAMTS14	-1.18575
DYDC2	-0.253166666666667
ATP6AP1	0.1007
NR1H2	0.0196666666666667
PDK2	1.0675
C3orf17	0.1615
SLC38A2	-0.787642857142857
SLC25A29	0.0955
C15orf29	0.806
ADAM9	-0.944166666666667
TMUB2	0.51375
GPR176	-0.7765
AGK	-0.687
MCCD1	1.32825
NDUFA4	-0.619
TMEM146	-0.228
DUSP1	2.358
UNQ6975	0.603
EMX2OS	4.86175
INSM2	0.177
LUZP4	-0.4245
SETD6	-0.5405
P2RY2	1.30925
SLC45A2	-1.8855
RABGAP1	0.5635
UBXD5	0.40425
GPRC5A	-1.4163
PAK3	3.65983333333333
LOC63920	0.5305
TGFBR1	0.5242
KRTAP6-3	0.70075
SFMBT2	-0.13925
CDC42	-0.575
C11orf35	-0.0305
TTLL2	0.1775
UACA	1.14175
CD97	-0.9069
SETD5	0.00175
NINJ2	-1.75
PTER	0.887666666666667
POMGNT1	0.131
KRTAP4-2	-0.1035
ECGF1	1.321125
HRB	-0.600636363636364
ATP1B2	0.4915
LOC400506	-0.67625
COL4A3BP	1.091
C6orf97	1.604
GRHPR	0.471875
TAS2R1	-0.017
SEMA7A	-2.1355
EDF1	0.2785
ODF2L	0.9391
PCID2	-0.167833333333333
GTF2H4	-1.0195
ZCCHC3	-0.292875
CGB2	-0.218
NEUROD1	0.151
C20orf75	-0.1525
RP5-1054A22.3	2.14883333333333
IFNA5	0.3605
ZNF134	0.224416666666667
MGC119295	-1.477
ZSWIM6	-0.487375
SMEK1	0.325833333333333
PCGF2	0.063125
C1orf102	2.1015
CYP2A13	0.8815
KCNH6	-0.772
MDM1	0.6125
ALDH7A1	1.05033333333333
C9orf75	-0.7405
VDAC3	-0.316375
OR51T1	-0.0355
EIF3F	0.132916666666667
KCNJ10	-0.761
LENG8	-0.126
EDEM2	-0.181166666666667
CCNJL	-0.120666666666667
DHX37	-0.85
CRYGN	1.333
AATF	-0.590375
ZNF630	1.61325
E2F5	-0.6585
WFDC13	-0.85675
FTSJ3	-0.634166666666667
C4orf33	1.205
LHFPL4	-2.53775
C19orf56	0.335333333333333
SMAD4	0.987875
AFM	-0.4692
G0S2	2.56875
FCHSD2	-0.0951
RRP1B	-1.3377
EEF1B2	0.0345
STAT6	1.82633333333333
ZNF195	-0.052
GNL1	-0.0526666666666667
ZNRF2	0.237
PER3	0.590875
ASB16	-0.025
C10orf10	2.25414285714286
ADCY8	-2.95916666666667
C9orf58	0.576833333333333
ARMC10	-0.356833333333333
PSG1	-0.7605
DHX34	-0.221
VARS2	-0.77625
NFIC	0.62375
ITPR2	1.6145
AGXT2	0.112666666666667
OR6K3	-0.2835
H2AFZ	-1.83625
MLLT3	0.836166666666667
COX4I2	1.7875
CCNT2	0.701125
PLK4	-3.261125
NUMBL	-0.598666666666667
MED16	0.10775
PLEKHQ1	0.54025
GOSR1	0.534111111111111
BTG4	-0.15725
RPL30	0.737333333333333
IGSF5	0.94875
IGFL2	-1.53933333333333
ELMOD2	0.304666666666667
SHC3	0.1755
HAVCR1	-0.0725
DYNC2H1	0.931125
RNF5	-0.2635
C2orf7	-0.55925
NLF1	0.1295
KLHL25	0.4055
LRP10	1.064
KRI1	-0.58175
PUS7L	-0.135833333333333
MGMT	0.8725
HOXD1	0.232666666666667
CSH1	0.1293
ATG16L2	-0.72425
FLJ44635	1.149
CHODL	2.2585
EXOSC8	-1.02725
SLC28A1	-0.28875
MYO7B	-0.851666666666667
SEH1L	-0.857
MTNR1A	-0.0553333333333333
TSPAN5	0.443666666666667
CDC45L	-5.219
AMIGO1	1.147
ATAD3A	-1.644875
OSGIN2	-0.264666666666667
PDIK1L	0.778
DARC	4.02775
PIPSL	-0.3015
SHMT1	0.09325
CRISP3	0.0585
POPDC2	3.18266666666667
ZRANB2	-0.519
FBXL8	-0.35525
TRIP13	-3.886
EIF5AL1	-0.691
POU5F1P3	-4.92783333333333
IL6	-1.4965
CXorf38	-1.35783333333333
IFNA16	-0.054
FBXL2	1.30216666666667
BRD1	0.832
STATH	0.16675
FBXO44	0.933166666666667
