Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
BAIAP2L1	0.13625
B3GNT5	-1.02725
USP29	0.135
ARHGEF10L	0.8737
ATOX1	-0.142625
ADAM30	0.3315
DNASE1	0.73775
STT3A	-1.2435
RAB6IP1	-0.05775
PTN	0.5231
C1orf106	-2.28292307692308
HECA	1.2225
RNF122	-0.326
SLC22A18AS	-0.765166666666667
GNG8	0.0923333333333333
ELP4	-0.26425
FAM65A	0.483
RPL10A	-0.194833333333333
IRS4	-0.0645
MACF1	0.7434
SEC24D	1.5325
LOC374395	0.2585
TGFB2	-0.720625
MDFIC	0.324125
CHRNE	0.296
PCMTD2	0.950333333333333
ATP6V0D1	0.865
MTA2	0.1195
LZTR1	-0.593
RAP1A	0.171
AXIN1	0.32875
POLR1C	-0.5665
TRIO	0.154916666666667
PLXNA4A	-0.939166666666667
C5orf33	0.13275
DEPDC1B	-1.896375
ZNF473	-0.8245
MTM1	0.9495
GPR107	0.536833333333333
CSNK1A1L	1.60166666666667
FLJ14154	1.14375
NLRC4	3.04925
ENPP4	0.839166666666667
PADI3	-0.4195
RNF170	0.209
CG018	0.732666666666667
C16orf7	-0.0715
KCNE1	-0.31275
NRM	-0.7805
SLC37A3	0.0209285714285715
TPD52L2	-0.167166666666667
UNC5B	1.596
C12orf12	0.2636
SDHB	-0.16575
CLRN1	0.226
NUDT10	-2.54666666666667
UGT3A1	0.404
FBXW8	0.57875
RHOF	-1.01925
PTPLAD1	0.913625
MYO3B	-0.91375
DERA	-0.35375
TPP2	-1.0845
C19orf53	-0.219666666666667
GINS3	0.372
ST6GALNAC5	0.6645
CHSY1	-0.69325
MGC15705	0.223
GPR83	0.029
EXT2	-0.683375
DOLK	0.831
TUBAL3	-0.417
ACVRL1	2.1614
ABL2	-0.596583333333333
C14orf156	-1.92216666666667
PTPRZ1	-4.167
DIP2C	1.14025
LAMP1	0.879375
RXRA	0.8788
MAP3K5	0.03325
ALKBH1	-0.614
PDLIM7	-0.43425
ARL14	-1.911
SNIP1	0.692166666666667
TIMP3	0.942916666666667
RGS3	0.981333333333333
SPAG16	0.921
ABHD4	0.726
ARHGEF12	0.19975
GLUD2	-0.32
RAC2	-1.9427
UAP1L1	0.888
SLC18A3	0.055
YOD1	-2.368
RALY	0.4305
HMOX2	0.87975
DGKH	-0.036
DBNDD2	2.72533333333333
YIPF4	0.493125
THAP10	-0.43925
ZNF513	1.06825
HAGHL	0.488833333333333
ITGB4	1.15383333333333
CCDC141	-0.612
YTHDF3	0.68175
C5orf28	0.808
RPL7L1	-1.07675
TMEM30B	0.938571428571429
ANKRD35	0.2605
DUOXA2	-0.10775
TBC1D5	0.910125
DFNB59	-1.378
HRH4	0.35425
MYO6	3.3287
DNAJA4	1.364875
RBM24	0.188125
CEACAM20	-1.48475
RBM23	0.573785714285714
NGFB	0.6885
C1orf63	-0.7982
KRTAP7-1	-0.327
PERLD1	2.73425
NPB	-0.0215
C17orf59	0.5127
HSPBAP1	-0.6635
SLC15A4	0.021875
PRTFDC1	-1.29475
OSMR	-1.50228571428571
CYSLTR2	0.122
C19orf25	0.1299
KIAA1797	-0.213
NLRP6	-0.676
FAM105B	-0.0195
SCRN2	-0.694
LRRC58	-0.0213
RNF17	0.184125
NEIL3	-2.1305
FAM137A	-1.99775
SKP2	-1.954
PARVA	0.49975
PKLR	-1.7645
RNF34	0.753125
A3GALT2	0.21575
C12orf50	-0.0251666666666667
SUNC1	-1.6005
FAM102B	1.246
CCT2	0.12975
LRRC37A2	-0.8995
ARF4	1.311
SIKE	-0.183125
C8orf48	0.157
MBTPS1	1.03328571428571
GPSN2	0.227
NCF2	2.3625
SLC12A6	-0.719
MRPL48	-0.827
HMGN3	-0.338166666666667
LRRC62	-0.4325
PAX9	-0.790875
FAM55A	0.1285
C20orf42	-3.012
SCML2	-1.37333333333333
BCL9	0.96925
FAM40A	-0.62175
C9orf41	-0.00283333333333333
ZNF774	-1.2575
LETM1	0.5405
PLXNB1	0.865833333333333
NIPSNAP1	1.26175
USP10	0.0455
F9	0.5225
LIPE	1.31325
CNGB3	-0.3235
C12orf52	0.445375
PI4K2A	-0.148625
MED8	0.015
STAT4	0.7018
FGD4	0.538
RNF145	-2.75183333333333
WDR32	2.0801
CLDN2	-0.113
TCEAL8	0.8925
ZMYND8	0.1581
PDXK	-0.37215625
GATAD2A	-0.76025
PTGES3	-0.2765
CCM2	-0.04875
TAP1	0.155375
ZNF670	0.44325
ETS2	-0.410928571428571
C6orf166	0.237
PRMT2	1.02735714285714
OR4B1	0.2615
INTS8	-0.796
CCDC102A	-0.76375
CCDC83	2.74733333333333
ITGA1	1.2836
EPHA5	-1.6455
FAM24B	-0.879333333333333
TSGA10	3.3525
HAL	-2.071
MYOT	-0.49575
SPACA3	0.08225
BCL2L2	-0.0661666666666667
CUGBP2	-1.2225
CCNB3	1.757
RNF113B	-0.0365
MERTK	-0.00675
BAG1	0.6795
VPS36	-0.704
ORMDL3	2.5596
C1orf190	-0.881
ZNF625	0.17075
CORO2B	-1.87075
ALOX15	-0.964
CST1	1.2675
NUPR1	1.178
CCL7	0.64325
SMCR5	-2.725
DSC2	1.789
RBMS2	0.08975
GRIK4	0.148
TRIM65	0.0928
TMPRSS6	2.02707142857143
TP53INP2	1.42575
GLB1L	0.350166666666667
LOC388284	0.4285
PUS1	-1.79721428571429
BCL9L	0.6595
OLFM1	-0.3495
RET	2.19725
MASTL	-0.873166666666667
ALX3	0.128
IL1RL1	-0.185333333333333
ZNF765	-0.8859
C14orf138	-0.372
SNX10	0.340333333333333
TAC4	0.0275
C1orf64	2.46675
POGK	-0.11175
MAPK9	0.495
ZNF366	3.18025
C8orf79	0.09
CLDN7	3.02075
OR5AT1	0.366
TRIM37	-1.19775
LRRC25	2.21675
GRHL2	2.2883
TEKT3	-0.1
LASS5	0.0915
ABCC4	-2.07383333333333
DLG3	1.833875
VGLL1	0.472875
ZFP36L2	-1.41916666666667
MFRP	0.499333333333333
KIAA1799	0.80425
FLJ44379	-0.0705
PCNX	-1.006
ANXA9	1.4965
CYP4V2	1.4389
PIK3C2A	0.91225
SRR	1.003
NOL3	0.76275
IFITM2	1.017
ARNTL2	-1.527
ZNF595	1.41075
NLRP13	-0.1545
ASPH	-1.7005
CPA2	0.4665
PVRIG	-1.58
LEPR	-1.295
C16orf42	0.549333333333333
SH3BGRL	3.41975
FAM77D	-0.899
FNDC7	-0.0375
C9orf6	0.713166666666667
NOTCH2NL	0.566
PGBD1	0.426
SYNGR2	0.976333333333333
PITPNA	-0.372375
PRPF4B	-0.4569
SLC43A3	-1.98714285714286
NRBP1	1.383
SLC25A22	0.39375
ILK	0.58975
SLC22A8	0.470333333333333
MRPS7	0.1925
PITX2	-2.82975
FABP3	-1.436625
OR1L1	0.158
LOC728215	-0.626125
BLID	-1.6285
KIAA1217	2.25305882352941
TFPT	-0.18825
AP4B1	-1.23475
VBP1	0.36425
OR1K1	0.254
MORC3	0.00675000000000001
BHMT2	-1.30633333333333
C3orf10	0.94275
FZD7	-0.519166666666667
WFDC10A	0.1685
PMS2CL	-0.670875
CCDC32	0.263
FA2H	-0.086
ALG13	-0.6655
TTLL7	0.5096
SPOCK3	-0.003
SLC13A2	0.731
AIM1	-0.754
GPRC6A	0.184
EGR2	3.99975
MED11	-0.04475
WWC1	2.677
SH3GL3	-4.45925
RIF1	-0.0565
PRLH	0.26
VLDLR	-1.1955
DBT	0.018625
C21orf63	0.98525
CGGBP1	0.448875
KRTAP12-2	-0.1725
TADA3L	0.620625
ZBTB16	1.0725
PDGFB	2.900625
RFX1	0.330875
UQCRB	-0.5843
LOC133874	-0.1215
HPS3	-2.85825
LGALS3BP	0.381
DKFZP564O0823	1.73757142857143
MRFAP1L1	1.241
HOXA10	-1.42266666666667
NGB	0.1
KIF21A	-0.0717692307692308
IFLTD1	0.2045
LZTS1	-0.330625
ARHGEF3	1.90975
RHBDL3	-1.218
CSNK1G2	-0.0835
ChGn	-0.7855
KIAA1244	2.83516666666667
GABRB2	-0.1415
MGC72080	-0.399
CD27	2.6605
EGLN1	-1.7255
PEX13	0.82125
RWDD3	-0.378
RNF12	-0.0305
GRIN2B	-0.2845
ADAMTS14	-0.4965
DYDC2	0.901333333333333
ATP6AP1	1.2543
NR1H2	0.120166666666667
PDK2	0.98025
C3orf17	-0.151833333333333
SLC38A2	-0.338928571428571
SLC25A29	0.673166666666667
C15orf29	0.290625
ADAM9	-0.2765
TMUB2	0.490875
GPR176	0.09875
AGK	-0.46625
MCCD1	-0.0075
NDUFA4	-0.251
TMEM146	0.00775000000000001
DUSP1	0.851625
UNQ6975	0.287
EMX2OS	2.333
INSM2	0.3405
LUZP4	-0.351
SETD6	-0.649
P2RY2	2.22225
SLC45A2	-1.226
RABGAP1	0.5845
UBXD5	0.7935
GPRC5A	2.3793
PAK3	0.180833333333333
LOC63920	-0.6765
TGFBR1	0.1093
KRTAP6-3	0.444
SFMBT2	-0.65
CDC42	0.55425
C11orf35	1.335
TTLL2	-0.49175
UACA	1.09133333333333
CD97	-1.5925
SETD5	0.231
NINJ2	-1.07775
PTER	0.7275
POMGNT1	1.07325
KRTAP4-2	0.1775
ECGF1	3.11025
HRB	-0.452363636363636
ATP1B2	-0.045
LOC400506	0.42375
COL4A3BP	0.09
C6orf97	2.546
GRHPR	1.098875
TAS2R1	0.4025
SEMA7A	-0.429
EDF1	0.4395
ODF2L	0.4914
PCID2	-0.647166666666667
GTF2H4	-1.0745
ZCCHC3	-1.1335
CGB2	0.117333333333333
NEUROD1	-0.01725
C20orf75	-0.156
RP5-1054A22.3	1.42133333333333
IFNA5	0.1555
ZNF134	-0.185166666666667
MGC119295	-0.5249
ZSWIM6	-0.0845
SMEK1	-0.358833333333333
PCGF2	0.702125
C1orf102	3.236
CYP2A13	2.3305
KCNH6	-0.5731
MDM1	0.0195
ALDH7A1	-0.416666666666667
C9orf75	0.80325
VDAC3	-0.082125
OR51T1	0.1995
EIF3F	-0.81025
KCNJ10	-0.8115
LENG8	-0.05775
EDEM2	0.670833333333333
CCNJL	-1.6495
DHX37	-0.739
CRYGN	-0.1835
AATF	0.480375
ZNF630	-1.8805
E2F5	1.0495
WFDC13	0.90725
FTSJ3	0.024
C4orf33	0.51675
LHFPL4	-2.85
C19orf56	-0.0233333333333333
SMAD4	0.096125
AFM	-0.67
G0S2	-0.89825
FCHSD2	0.1483
RRP1B	-1.0111
EEF1B2	-1.05316666666667
STAT6	1.54433333333333
ZNF195	-0.324
GNL1	-0.506333333333333
ZNRF2	0.429166666666667
PER3	-0.356875
ASB16	-0.000749999999999987
C10orf10	0.0920714285714286
ADCY8	-3.06616666666667
C9orf58	0.205333333333333
ARMC10	-0.122666666666667
PSG1	-0.829
DHX34	-0.09675
VARS2	-0.10975
NFIC	1.2635
ITPR2	1.22725
AGXT2	0.306333333333333
OR6K3	0.063
H2AFZ	-0.309083333333333
MLLT3	-0.14625
COX4I2	2.39275
CCNT2	0.271125
PLK4	-0.83875
NUMBL	-0.395
MED16	0.56725
PLEKHQ1	0.447
GOSR1	0.627611111111111
BTG4	0.25325
RPL30	-0.2015
IGSF5	-0.64275
IGFL2	-0.617
ELMOD2	1.05133333333333
SHC3	-1.8165
HAVCR1	-0.187
DYNC2H1	-0.3345
RNF5	-0.000833333333333339
C2orf7	-0.869
NLF1	0.0265
KLHL25	-0.6525
LRP10	1.4674
KRI1	-0.74775
PUS7L	-0.0965
MGMT	0.775
HOXD1	-0.211666666666667
CSH1	0.1368
ATG16L2	0.6085
FLJ44635	-0.0195
CHODL	-0.7645
EXOSC8	-1.92725
SLC28A1	-0.49925
MYO7B	-0.359166666666667
SEH1L	-1.1694
MTNR1A	0.239666666666667
TSPAN5	-0.367
CDC45L	-2.63133333333333
AMIGO1	-0.029
ATAD3A	-0.96275
OSGIN2	0.303
PDIK1L	1.36116666666667
DARC	2.86075
PIPSL	0.312
SHMT1	-1.0175
CRISP3	0.5045
POPDC2	3.253
ZRANB2	-0.865666666666667
FBXL8	0.02925
TRIP13	-1.094
EIF5AL1	-1.364
POU5F1P3	-5.24116666666667
IL6	-0.996666666666667
CXorf38	0.7145
IFNA16	0.342
FBXL2	2.522
BRD1	0.609
STATH	0.02475
FBXO44	1.373
MCCC2	0.33575
CDC2	-0.7826
C5orf23	-1.73525
IVD	0.566333333333333
C10orf122	-0.6085
MSL3L1	-0.3249
MVP	1.80075
EPOR	-0.4062
ZMYM1	-0.0055
BCL7C	0.474666666666667
PSTPIP2	2.1532
LYPD1	-1.3565
OR8G5	0.4815
ZP3	-0.907666666666667
BCAS4	1.20166666666667
EDG6	1.848
ISY1	0.15275
PRAMEF2	-1.261
CUL1	-0.42925
RNF213	1.2537
CCRK	1.59625
DHX9	0.07175
C13orf29	-0.294
NCKAP1	0.462333333333333
MRPL43	0.228714285714286
XPR1	-0.029
PKN2	0.4424
PODNL1	0.0915
ZNF333	0.10775
DALRD3	2.44125
OPN1SW	0.111
BTBD6	0.901
C11orf82	-2.1535
OR5P3	0.2415
DUSP11	0.304
L1CAM	-1.6993
NEK11	2.17533333333333
OR7E91P	1.125
CNTN3	2.2905
CREB3L2	-0.9695
ZBTB37	0.7135
KIAA1324L	1.58
NDUFB10	0.365666666666667
NUDT2	0.45825
GTPBP8	-0.14775
CACNA1D	0.885
PRKAA2	-1.0115
PRDM8	0.0885
MGC16075	-1.33366666666667
KRT14	-0.1975
PP8961	0.363875
MRPL18	-0.03025
ABCG2	-2.077
PACRG	0.67675
BBS2	0.2905
KREMEN2	-3.64
FBXO21	0.9395
HNRPUL1	-0.129166666666667
GRB10	-0.24475
CLSTN1	0.903375
LMAN2	-0.1761
C17orf61	-0.78425
NIPSNAP3A	1.6725
INSIG2	-1.01266666666667
PCDHB7	1.18433333333333
STXBP2	1.457625
CMAH	0.125666666666667
SEMA5B	-0.04375
ZNF155	-0.2075
COQ6	-0.0745
PRPF4	-0.077
TSPAN15	2.9795
VN1R5	0.19875
LATS2	0.55425
SELK	0.97075
PGK2	-0.0555
MS4A1	-0.238625
TYW3	-0.6388
KRTAP5-1	0.0815
RCCD1	-1.0655
BTN1A1	0.432
DDX28	0.2255
TMEM65	1.046
LOC92345	0.244
TTC31	-0.11375
WDR46	-0.787166666666667
CHP2	-1.49466666666667
LSP1	-0.320875
ZNF542	-0.2955
EXOSC1	-1.244
ARHGAP18	-0.325
LRRTM4	-0.737
MAOB	-1.03983333333333
CACNB4	0.06025
MGC33846	-0.463
RANBP3L	3.218
ATP5L	-0.28475
ONECUT1	-2.9075
NUDT9	-0.1025
TMEM149	-0.071
STX17	0.28775
IGSF10	-4.6245
TMPRSS9	1.4255
BMPR2	0.989083333333333
ALLC	0.135
KLF7	0.496625
GCC1	0.4723
TIMM9	-0.917
CDO1	-0.940333333333333
MGC10701	-0.9655
IFI6	-0.421666666666667
FRMD8	1.297
MGAT2	-0.29
WBP5	-1.47916666666667
CNIH2	0.044
KIAA0907	-1.8372
KCNH8	-0.5185
CTSG	-0.43075
GRIK1	-0.508
CUL5	0.817625
FRMD1	0.253
OR9A4	-0.5625
SYT6	-2.03175
FOXD4L2	0.5695
ANAPC2	0.550333333333333
OPN5	0.337
TAF13	-0.02775
LYG2	-0.897
GGNBP1	-0.0745
C11orf40	0.139
OTX2	-1.1035
REG4	-0.344166666666667
EIF5	0.4173125
PALB2	-0.42825
SEPSECS	-0.3301
RNASE3	0.0475
TRIM49	-2.149
POLR2K	0.652
GPR42	0.1325
C8B	-3.627
SASS6	-1.5385
PREB	-0.224166666666667
OR3A3	0.2855
TUBA8	0.199
IGLV2-14	-1.97825
STIL	-1.16925
ANKFN1	-1.256
NME7	-1.7315
HOXC12	-1.2455
UBE2C	-0.579125
FHOD1	-0.962625
CDK2AP1	0.6045
OR6K2	0.131
DHPS	0.36675
RPL5	-1.21858333333333
TRGV5	0.454
LOC541472	-0.14475
HCCS	-0.2168
DENND1B	1.458
LHX3	0.071
OR5D16	0.709
CXorf57	-0.909166666666667
IRF2BP1	0.50825
NDST2	0.674166666666667
LCE3D	0.2835
BOLL	0.169
SYT3	-1.455
PIH1D2	0.1235
C20orf7	-1.12966666666667
IL1R2	-0.8845
SLAMF9	-0.1325
PPME1	-0.697625
PIK3CA	1.3395
TRAPPC1	0.222125
COLEC10	-0.3455
SLC9A6	0.0653333333333333
PDDC1	-0.27725
CCDC53	0.907
GK3P	-0.00975000000000001
DAZL	-0.6165
BRI3	0.0735
SDK1	-1.676125
CYP2C18	0.16175
IFI44L	0.9255
RPL3L	-0.148
FUT9	-1.5765
KIFC2	0.459333333333333
PMP2	-0.3475
SLC4A9	-0.625
PLAG1	-2.16233333333333
MYCBP2	-0.7775
OR4E2	0.233
CCDC65	0.23175
C16orf82	-0.013
ENTPD4	-0.723625
BRP44L	-0.603125
PMP22CD	0.144
TMCO4	1.6905
KCNN1	-0.845833333333333
WDR35	-0.0555
CCDC80	1.2205
C3orf31	-0.45125
SLC7A9	-0.512
TMEM190	-1.3695
DBC1	-2.0905
FADS3	-0.211833333333333
PDZD8	-0.419833333333333
GRM5	0.03975
AZGP1	3.5418
PEX3	0.4045
MED1	1.44478571428571
ATG4C	-1.16333333333333
HNRPH3	-0.494875
FAM109B	2.4665
C4orf17	-0.1845
CA10	-0.038
OPRD1	-0.243
CCL16	-1.613
SACM1L	0.37425
CST6	3.06
CD63	0.8106875
LGI1	-1.89375
ZNF784	0.29225
CRYBB1	-1.15
CX3CL1	0.1004
TOP2A	-0.140125
GYPB	-4.08133333333333
GADD45GIP1	-0.76975
FEN1	-1.052625
IGF1R	2.3451875
WDR72	-2.88166666666667
PURG	-0.948
DEFB126	-0.05675
PKD1L1	0.7425
CAV1	-1.5991
GNPDA2	0.9202
DGAT2	-0.0845
NLGN1	-4.81375
STRBP	1.063
HPRT1	-0.301
FANCI	-1.9905
PSMA7	1.0715
DBF4B	-0.834833333333333
TTF1	-0.2785
RAD54L	-1.75275
ELOF1	-0.163
PLAGL2	-0.47275
ZNF256	-0.51625
HMGCL	0.89325
MSI2	0.450666666666667
RPESP	-2.77866666666667
C11orf60	0.27375
ABCD1	-0.1955
ACAA1	0.8252
SPARCL1	4.83764285714286
IL6ST	1.6717
ZNF319	0.267
TMEM109	0.3352
FAM90A1	0.909833333333333
IL22RA1	-1.704
ATP4B	0.376
TEC	-0.997
C7orf30	-1.2485
TXNDC2	-0.645166666666667
ABCB4	-0.04475
KIAA1191	0.951375
C9orf38	0.256
SFTPB	-0.02925
CNTNAP2	-0.285666666666667
FRK	1.5905
TBX19	-0.47975
CHD4	0.04525
C6orf26	-2.20216666666667
MOSC2	1.0105
IKBKE	0.0985
HIF1A	-1.53
LOC595101	-0.397
RELA	0.355833333333333
TMEM16B	-1.10466666666667
ABHD12B	-2.78125
TSEN34	0.769
KIF18A	-1.561
TXNDC9	0.876666666666667
SPATA2L	-0.084
SEMA4G	-1.224
C21orf91	-0.859125
MATN1	-0.0255
KCNIP4	0.240833333333333
TUSC1	2.3855
OR4C15	0.35175
ARMCX6	-0.1835
WBSCR27	-0.168666666666667
OR52I2	-0.108
KIAA1604	-0.882
DYNC1I1	-0.591875
PPP4C	1.16325
SLC47A2	-2.36
TREH	-0.000875000000000008
CD48	0.692166666666667
ST14	1.2055
PKN1	0.4395
SPON2	2.19575
XBP1	4.33941666666667
SFRS12	-0.310666666666667
EFCAB6	2.491
SELT	0.1445
SLC39A2	0.0735
ERF	-0.872666666666667
ARL3	0.307125
SURF6	-0.4375
MLLT10	0.274571428571429
FLJ11171	1.0575
TDGF1	-5.01916666666667
ERCC6	0.172
EIF2AK4	0.915
BAZ1A	0.0833333333333333
LRRN3	-0.215666666666667
TMC3	0.284
EFTUD1	-0.277
PTPRO	0.226833333333333
CLEC12A	0.486625
ACBD4	0.3165
ZDHHC14	-0.619875
OTUD7B	1.280625
ACTB	0.7230625
MSRA	-0.28825
LCE5A	0.2255
IFI35	0.56925
BSCL2	0.4375
ANKRD12	0.1985
CFHR2	0.25475
RGAG1	-0.945333333333333
HSFY1	-0.2465
SLC30A5	-0.0294166666666667
IMPG1	0.445
GPR109A	0.4695
ZNF185	-1.64225
IYD	2.41925
NPCDR1	0.4365
SERPINA13	0.266
HMGCLL1	-1.71025
NEUROG1	0.284166666666667
UBQLN1	0.7581875
LIN37	0.0445
SOCS2	1.456375
DSCR4	-1.656625
XKR6	-0.99425
GPR142	0.513
KRTAP13-3	0.01
CCDC15	-0.403833333333333
MOS	-0.479
CD1E	-1.702
OFCC1	-0.193666666666667
FAM83D	-0.964
SRFBP1	0.24025
C9orf96	-0.6465
DHDH	-0.85575
CCDC90A	-0.2445
RABL3	0.5511
CD320	-0.880333333333333
ANGEL2	0.847416666666667
MRPL21	0.7365
SMG6	-0.0498333333333333
INSR	2.451625
FLJ14816	-0.762
GLRB	1.05566666666667
C9orf89	1.45625
CIZ1	-0.29575
URG4	-0.203
LRDD	-1.03716666666667
CBY1	1.63833333333333
NFX1	0.571875
MTERFD2	-0.321928571428571
C19orf23	0.392
PGC	-2.875625
IER3IP1	0.183
RASAL2	0.66325
C1orf89	0.04975
SYNJ1	-0.54925
NFKBIE	-0.2835
FLJ40125	-2.31833333333333
TCEB2	-0.299
NOG	-2.214
POLR2J2	-0.442166666666667
HLA-B	1.1195
PCDHA1	0.1105
PPP2R2B	-1.41875
ARHGEF17	1.15083333333333
TCF7L2	-0.322285714285714
CHD5	-0.614166666666667
ZNF431	-0.178625
TBC1D25	1.4335
ZNF800	1.219
SCUBE2	2.74472727272727
MYCBP	0.0436666666666667
GPX5	0.2955
C6orf129	-0.0185
QSER1	-0.461666666666667
ULK2	2.34475
PIGO	0.716166666666667
NRCAM	0.448642857142857
SLC35E3	0.15875
CSRP2	-1.4565
HYPE	0.25075
MAPK15	0.784333333333333
MGC14327	0.55825
TIMM13	0.867
ZNF462	-2.0935
GBA3	0.243
TEX13A	0.271
MCM6	-0.700111111111111
MTRF1	-1.365375
ABCA7	-1.0975
EIF4A2	0.0045
ZC3H10	1.0153
RPGR	-0.0938333333333333
C20orf94	1.48425
RP1L1	0.20425
GPR125	-0.53225
USP22	0.131714285714286
OR1L4	0.201
MLZE	0.66725
FLJ32065	1.3425
PTCD1	-0.008
CRTAC1	0.0883333333333333
BXDC2	-0.408
C18orf1	2.0625
FAM107A	1.25142857142857
EFNA3	-0.02325
P18SRP	-0.2218
CAMKK2	0.956833333333333
KIAA0649	0.3235
NES	0.0348333333333333
HS6ST3	2.651625
PON2	-0.713
TCP11L2	0.35925
CLEC4A	1.6455
PRR12	0.4085
MLXIPL	-1.7881
C2orf50	0.713
ZNF28	0.323
ENC1	-0.259833333333333
MAP2K1	-0.762125
FKSG2	0.1165
KIAA0430	0.2415
PTP4A1	-0.400555555555556
GPR156	0.2165
GTF3C6	-0.547
UBR2	-0.8936
LOC388272	-0.62175
MAK	0.488666666666667
ACOT4	2.56525
STC2	1.55791666666667
PIGW	0.448625
SAE1	-0.713
COL6A1	0.626590909090909
OAZ1	0.655166666666667
STMN4	0.488666666666667
EDG3	1.74533333333333
SGCE	-0.5765
IL11	-2.26583333333333
PRSS8	3.807
YIPF5	0.755666666666667
WNT4	2.006875
CSN2	0.250333333333333
TCF7	-3.349125
TDO2	3.97725
SAMD9	-0.1943125
S100A7A	-0.2445
MMRN1	3.112
GKAP1	0.1675
AKR1C3	-2.039375
RNF19A	0.2495
GMDS	-2.0205
YKT6	-0.755625
SPARC	1.4546
C12orf31	-0.41725
UBE2V2	-0.107333333333333
FBXL18	0.0895
KIAA0460	0.20275
ADAM22	-0.379875
SERPINC1	-4.06625
KCTD21	1.1035
MYOHD1	-0.705
ZNF37A	0.356833333333333
GTF3C1	0.227
CTSZ	2.23975
PRNPIP	0.05225
DRD1IP	0.4965
NR1I2	-2.5375
ZNF266	-0.1533
SPAG4L	0.2975
COX4NB	-0.11975
SAPS1	-0.0783333333333333
APOA1	-3.777125
TATDN1	-0.701833333333333
C10orf82	-2.69925
KPNB1	-0.69375
FOXO3	0.86925
CRYBB2	-0.534
ZBTB5	-0.343
SLC25A38	0.41175
DCTN2	0.186
IFT20	0.43375
CTHRC1	1.4595
C1orf31	-0.12175
UHRF1	-0.2248125
GPC6	-1.5625
C10orf54	1.15175
MCF2L2	-0.298333333333333
WNT9B	-0.035625
OLA1	0.85225
FAM120B	0.7555
TTLL10	0.4245
CYorf15A	-5.17175
RELN	-1.8474
SCN2B	-0.0563333333333333
MFHAS1	-0.741
NKX3-2	-2.05416666666667
RASGRF2	-0.462
SSBP1	-0.813666666666667
KPNA6	-0.0881428571428571
LOC389118	-0.283
HS3ST4	-1.8261
SUPT7L	0.231
FLJ32658	2.71225
IGFBPL1	-0.876
KIAA1641	-0.3631
SHKBP1	-0.402666666666667
CSF1R	4.375
NAGK	1.337
MYL2	1.026
HIST1H4C	-0.895666666666667
TOMM7	-0.989875
ADAMTSL3	2.2373
TNFSF14	-0.51625
PRRT2	0.99025
VTA1	0.315625
AOAH	2.87383333333333
CRISPLD2	0.942714285714286
PNN	-0.8621
TA-NFKBH	-0.47625
ESPN	-0.64025
RBM43	0.2015
KIAA1267	-0.179375
DDX3X	0.445555555555556
KIAA1576	-4.60725
PLXDC1	4.66433333333333
FLJ25801	-4.5755
HNRNPL	-0.41825
RUNDC3A	0.00150000000000001
CASP12	1.2135
SH2D5	-1.568625
RPL26L1	0.131
OR51A7	0.16875
HDC	3.043
C2orf16	0.0536666666666667
SYTL3	0.85675
GOLGA4	0.7058125
NOTCH1	-0.3165
ATPAF2	0.40675
ECD	0.052
SSX5	-1.85816666666667
SNAP91	0.15025
OCA2	-5.2365
PNPO	0.374666666666667
DAPK1	-0.8095
PINX1	-1.1645
SELENBP1	1.45975
NEK3	0.226583333333333
TMED4	0.199857142857143
SSTR4	0.303
FOSL1	-2.8917
CD40LG	0.4345
CES1	-2.34383333333333
DCI	0.100833333333333
B3GAT3	0.207
STK17B	-0.67275
CNTN6	0.03075
CYP3A4	-1.54266666666667
MBOAT2	0.791071428571429
PISD	2.278
USP1	0.0815
PYDC1	0.54
CENPM	-0.764625
SAR1B	0.35925
TTC7B	0.03475
DP58	0.2775
GPC1	0.69325
RBL1	-0.65775
TMEM137	-1.62166666666667
TOB1	1.33508333333333
TCEAL1	1.31966666666667
CENPF	-1.182
C6	2.15033333333333
PRSS1	-3.96
PPIL6	1.639
C6orf124	-0.337
ODZ4	0.2645
SNCB	-0.33
NDUFB9	-0.153875
CNOT6L	0.659333333333333
S100A9	0.333166666666667
TRIM50	0.139
KCTD1	1.1882
WDR63	0.135
SPEF2	1.833125
RNGTT	-0.139833333333333
CXorf22	0.373
KCNK16	0.48625
CEP250	-0.023625
ATPBD1B	-0.01225
KCNJ2	3.09075
MT1B	0.371
ZNF684	-0.4165
SLC4A1	0.3725
PDHA1	-1.21225
ZNF492	0.56175
TKT	-0.9305
BYSL	-0.72275
RNF38	0.608
AHDC1	0.175
KLHL2	0.731875
CMTM8	0.872
DMP1	1.478
HERPUD2	0.31075
CRTAM	2.00066666666667
ZNF572	1.03175
TMEM16J	0.517
HSD17B2	-4.37525
UBE2G1	0.563
AHSA2	-1.26725
PELI2	-1.767
TPX2	-0.778125
ATP9B	1.09216666666667
DAZAP1	-0.103875
HMGCS2	-0.104666666666667
C17orf38	0.56
B9D1	-0.892875
NKX2-5	-1.50383333333333
KIAA1276	0.576
LILRB2	3.188
CSTF1	0.194833333333333
BTN2A1	-0.1285
C15orf48	6.1095
IGF2BP3	-3.96525
FAM113B	-0.0283333333333333
HRG	-0.126625
ZNF131	-0.1075
USP47	0.798857142857143
CCDC88B	-1.209625
HCN1	-0.292
HTN1	-0.359333333333333
SYCP3	-0.03325
C13orf23	-0.5913
PAPOLA	-0.12925
AATK	-0.0169
