Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
KRT14	-0.876357142857143
PP8961	0.519125
MRPL18	0.48275
ABCG2	-3.43275
PACRG	3.07475
BBS2	0.47425
KREMEN2	2.324
FBXO21	0.5695
HNRPUL1	0.506166666666667
GRB10	-0.701
CLSTN1	0.440875
LMAN2	0.5725
C17orf61	0.173
NIPSNAP3A	0.5345
INSIG2	-0.4255
PCDHB7	0.0158333333333334
STXBP2	0.787125
CMAH	0.10275
SEMA5B	-1.5925
ZNF155	-0.341333333333333
COQ6	0.0445
PRPF4	0.1935
TSPAN15	2.3273
VN1R5	0.10575
LATS2	-0.121
SELK	-0.342
PGK2	0.187
MS4A1	-1.292625
TYW3	-0.7239
KRTAP5-1	0.692
RCCD1	-0.855
BTN1A1	0.2095
DDX28	0.357
TMEM65	0.64375
LOC92345	0.06825
TTC31	-0.53275
WDR46	-0.907166666666667
CHP2	-0.514833333333333
LSP1	0.451875
ZNF542	1.267
EXOSC1	0.58
ARHGAP18	0.0313333333333333
LRRTM4	-0.579125
MAOB	4.282
CACNB4	2.05625
MGC33846	0.436875
RANBP3L	-0.929125
ATP5L	-0.46525
ONECUT1	-2.655
NUDT9	0.443
TMEM149	0.362
STX17	2.09925
IGSF10	-4.388
TMPRSS9	0.587
BMPR2	0.670583333333333
ALLC	-0.1565
KLF7	1.674125
GCC1	1.1822
TIMM9	-1.046
CDO1	-1.79816666666667
MGC10701	-0.2575
IFI6	3.23566666666667
FRMD8	0.6815
MGAT2	-0.80875
WBP5	-1.19316666666667
CNIH2	0.637
KIAA0907	-1.0404
KCNH8	-0.249
CTSG	-1.912
GRIK1	-0.452833333333333
CUL5	0.545
FRMD1	0.5865
OR9A4	0.9635
SYT6	-1.93525
FOXD4L2	0.7705
ANAPC2	0.121833333333333
OPN5	0.082
TAF13	1.1765
LYG2	-0.768
GGNBP1	0.192
C11orf40	0.583
OTX2	-1.3005
REG4	-0.416
EIF5	-0.84725
PALB2	-0.47375
SEPSECS	0.7475
RNASE3	0.0695
TRIM49	-1.493
POLR2K	1.4349
GPR42	0.3595
C8B	-3.20525
SASS6	-1.1275
PREB	-0.194166666666667
OR3A3	0.3375
TUBA8	0.134375
IGLV2-14	-1.76
STIL	-0.83075
ANKFN1	-0.997666666666667
NME7	-0.639
HOXC12	1.60375
UBE2C	1.39725
FHOD1	-0.628125
CDK2AP1	0.347833333333333
OR6K2	0.3255
DHPS	-0.37375
RPL5	-1.07533333333333
TRGV5	0.316
LOC541472	-0.17325
HCCS	-0.2079
DENND1B	1.988
LHX3	-0.051
OR5D16	0.2905
CXorf57	-3.2286
IRF2BP1	0.573
NDST2	0.833
LCE3D	0.3605
BOLL	0.111375
SYT3	-0.615
PIH1D2	0.62075
C20orf7	-0.283666666666667
IL1R2	0.854333333333333
SLAMF9	0.2015
PPME1	0.50875
PIK3CA	0.494
TRAPPC1	0.023
COLEC10	-0.61625
SLC9A6	-2.46116666666667
PDDC1	0.07625
CCDC53	0.84425
GK3P	-0.6705
DAZL	-1.0435
BRI3	-0.30175
SDK1	-0.25725
CYP2C18	0.628
IFI44L	4.11425
RPL3L	0.1965
FUT9	-0.774833333333333
KIFC2	0.8185
PMP2	-0.254375
SLC4A9	-0.4885
PLAG1	0.916333333333334
MYCBP2	0.319333333333333
OR4E2	0.297
CCDC65	1.90025
C16orf82	0.096
ENTPD4	-0.417875
BRP44L	0.067375
PMP22CD	0.04775
TMCO4	0.662666666666667
KCNN1	-0.4815
WDR35	0.34375
CCDC80	0.32825
C3orf31	0.77325
SLC7A9	-0.4705
TMEM190	-1.04325
DBC1	-0.278333333333333
FADS3	-0.303166666666667
PDZD8	0.0468333333333333
GRM5	0.228125
AZGP1	3.358
PEX3	-0.4035
MED1	0.0954285714285714
ATG4C	-1.20816666666667
HNRPH3	-0.85225
FAM109B	1.325
C4orf17	-0.063
CA10	-1.322
OPRD1	0.254
CCL16	-1.699
SACM1L	-0.66025
CST6	5.08275
CD63	1.2256875
LGI1	2.87375
ZNF784	0.4295
CRYBB1	-0.6295
CX3CL1	-0.35245
TOP2A	-1.714875
GYPB	-2.94166666666667
GADD45GIP1	-0.357
FEN1	-1.486375
IGF1R	-0.4289375
WDR72	-2.58333333333333
PURG	-1.48816666666667
DEFB126	-0.0165
PKD1L1	0.412
CAV1	-3.5003
GNPDA2	0.3096
DGAT2	0.95375
NLGN1	-5.25125
STRBP	0.718875
HPRT1	-1.9245
FANCI	-1.225625
PSMA7	1.958875
DBF4B	-0.757833333333333
TTF1	-0.33025
RAD54L	-1.771
ELOF1	-0.33425
PLAGL2	0.654625
ZNF256	2.00575
HMGCL	-0.3905
MSI2	0.521
RPESP	-2.26366666666667
C11orf60	0.364
ABCD1	1.0085
ACAA1	-0.0141
SPARCL1	4.19014285714286
IL6ST	1.4569
ZNF319	0.444
TMEM109	-0.6333
FAM90A1	-1.49866666666667
IL22RA1	-0.7215
ATP4B	0.5675
TEC	-0.582
C7orf30	1.1355
TXNDC2	-0.389
ABCB4	-0.7265
KIAA1191	0.6655
C9orf38	-0.043
SFTPB	1.208375
CNTNAP2	0.169166666666667
FRK	3.5355
TBX19	-0.0485
CHD4	-0.496
C6orf26	-2.58833333333333
MOSC2	0.557
IKBKE	-0.3545
HIF1A	-0.575833333333333
LOC595101	-0.029
RELA	0.248666666666667
TMEM16B	-0.624
ABHD12B	-1.37025
TSEN34	1.368
KIF18A	0.08925
TXNDC9	0.648666666666667
SPATA2L	0.709
SEMA4G	0.299
C21orf91	-1.62925
MATN1	0.0505
KCNIP4	0.136
TUSC1	2.186
OR4C15	0.278
ARMCX6	-0.297833333333333
WBSCR27	0.473166666666667
OR52I2	-0.7685
KIAA1604	-0.822
DYNC1I1	-0.117125
PPP4C	-0.0235
SLC47A2	-2.08866666666667
TREH	0.0505
CD48	2.0145
ST14	2.0875
PKN1	-0.773
SPON2	0.50925
XBP1	1.61925
SFRS12	-0.291
EFCAB6	1.54175
SELT	0.42575
SLC39A2	0.616
ERF	-0.430333333333333
ARL3	-0.194
SURF6	-0.3855
MLLT10	-0.706190476190476
FLJ11171	0.888833333333333
TDGF1	-4.24566666666667
ERCC6	0.33425
EIF2AK4	0.087875
BAZ1A	1.21483333333333
LRRN3	-0.72
TMC3	-0.269
EFTUD1	-0.28625
PTPRO	1.0835
CLEC12A	0.301625
ACBD4	-0.05775
ZDHHC14	-0.628125
OTUD7B	1.00775
ACTB	-0.7376875
MSRA	-0.6265
LCE5A	0.9545
IFI35	1.402
BSCL2	0.737
ANKRD12	0.539583333333333
CFHR2	0.35625
RGAG1	0.0253333333333333
HSFY1	-1.0585
SLC30A5	0.387833333333333
IMPG1	0.284
GPR109A	0.5815
ZNF185	0.30275
IYD	2.741
NPCDR1	0.678
SERPINA13	0.7715
HMGCLL1	-1.12475
NEUROG1	1.00083333333333
UBQLN1	0.9148125
LIN37	0.50175
SOCS2	-0.646875
DSCR4	-1.6175
XKR6	-0.525
GPR142	0.5765
KRTAP13-3	0.3765
CCDC15	-0.5945
MOS	0.306
CD1E	-1.9235
OFCC1	0.909166666666667
FAM83D	-0.48
SRFBP1	-0.01875
C9orf96	0.2825
DHDH	-1.02275
CCDC90A	0.7945
RABL3	1.67115
CD320	-1.18266666666667
ANGEL2	0.392
MRPL21	0.389
SMG6	0.322333333333333
INSR	1.707125
FLJ14816	-0.4735
GLRB	-1.786
C9orf89	1.018
CIZ1	-0.629125
URG4	-1.6675
LRDD	-0.807333333333333
CBY1	-0.243333333333333
NFX1	0.056625
MTERFD2	-0.418571428571429
C19orf23	1.95
PGC	-2.71325
IER3IP1	0.8006
RASAL2	1.77308333333333
C1orf89	0.36775
SYNJ1	-0.28925
NFKBIE	0.739
FLJ40125	-1.5765
TCEB2	0.1271
NOG	-2.0575
POLR2J2	-0.525166666666667
HLA-B	2.382
PCDHA1	1.481
PPP2R2B	-1.6205
ARHGEF17	0.7535
TCF7L2	0.374214285714286
CHD5	-0.551666666666667
ZNF431	0.567125
TBC1D25	0.1455
ZNF800	1.89575
SCUBE2	3.68563636363636
MYCBP	0.497166666666667
GPX5	0.368
C6orf129	0.707333333333333
QSER1	0.489666666666667
ULK2	0.90625
PIGO	1.40016666666667
NRCAM	0.256928571428571
SLC35E3	0.912375
CSRP2	-2.324
HYPE	0.8185
MAPK15	0.582166666666667
MGC14327	0.282
TIMM13	-0.518666666666667
ZNF462	-2.8155
GBA3	0.00600000000000001
TEX13A	0.163
MCM6	-0.715888888888889
MTRF1	-1.288
ABCA7	-0.214
EIF4A2	-0.32175
ZC3H10	0.8405
RPGR	-0.471833333333333
C20orf94	1.233
RP1L1	0.18675
GPR125	-0.695125
USP22	-1.40171428571429
OR1L4	0.0915
MLZE	2.7095
FLJ32065	0.8865
PTCD1	0.26525
CRTAC1	0.0511666666666667
BXDC2	-1.22625
C18orf1	1.51
FAM107A	0.175214285714286
EFNA3	1.241
P18SRP	-0.00990000000000001
CAMKK2	0.849166666666667
KIAA0649	0.1975
NES	-1.65866666666667
HS6ST3	1.216875
PON2	0.05075
TCP11L2	0.66375
CLEC4A	1.58975
PRR12	1.151
MLXIPL	-1.5847
C2orf50	2.953
ZNF28	1.0275
ENC1	1.54
MAP2K1	-0.8615
FKSG2	-0.16625
KIAA0430	0.47925
PTP4A1	-0.992333333333333
GPR156	1.2145
GTF3C6	-0.08825
UBR2	0.5972
LOC388272	-0.1905
MAK	2.45583333333333
ACOT4	1.94425
STC2	-2.06991666666667
PIGW	-0.495875
SAE1	-0.750875
COL6A1	-0.188772727272727
OAZ1	-0.240166666666667
STMN4	0.126833333333333
EDG3	1.10233333333333
SGCE	-2.8285
IL11	-2.77233333333333
PRSS8	3.143625
YIPF5	0.466416666666667
WNT4	2.548875
CSN2	0.261
TCF7	-3.065125
TDO2	3.32175
SAMD9	2.002625
S100A7A	5.6415
MMRN1	0.748166666666667
GKAP1	0.26425
AKR1C3	-3.100375
RNF19A	0.436
GMDS	-0.9345
YKT6	-1.30175
SPARC	0.7961
C12orf31	-0.06275
UBE2V2	-0.234666666666667
FBXL18	-1.24916666666667
KIAA0460	0.3525
ADAM22	0.229125
SERPINC1	-4.15
KCTD21	0.675
MYOHD1	-1.255
ZNF37A	0.612
GTF3C1	-0.0843333333333333
CTSZ	3.80525
PRNPIP	-0.120125
DRD1IP	0.1205
NR1I2	-2.2275
ZNF266	-1.3829
SPAG4L	-0.021
COX4NB	0.2225
SAPS1	0.3355
APOA1	-3.379
TATDN1	-0.594833333333333
C10orf82	3.06225
KPNB1	-1.5035
FOXO3	0.62025
CRYBB2	-0.7015
ZBTB5	-0.0225
SLC25A38	-0.71475
DCTN2	-0.5745
IFT20	0.0695
CTHRC1	1.2585
C1orf31	0.26375
UHRF1	-1.044875
GPC6	-0.94075
C10orf54	0.738
MCF2L2	-0.335333333333333
WNT9B	0.076625
OLA1	-1.198
FAM120B	0.643
TTLL10	0.516
CYorf15A	-5.57825
RELN	-2.0215
SCN2B	0.0540833333333333
MFHAS1	-0.3425
NKX3-2	-1.57933333333333
RASGRF2	-1.1275
SSBP1	0.3105
KPNA6	-0.207357142857143
LOC389118	-0.0615
HS3ST4	-1.8577
SUPT7L	-0.14725
FLJ32658	-2.62975
IGFBPL1	0.9655
KIAA1641	-0.4984
SHKBP1	0.905666666666667
CSF1R	4.259
NAGK	0.91075
MYL2	0.89025
HIST1H4C	0.0988333333333333
TOMM7	1.84025
ADAMTSL3	2.7896
TNFSF14	0.07575
PRRT2	-1.32
VTA1	0.1735
AOAH	3.17783333333333
CRISPLD2	1.17421428571429
PNN	-1.0497
TA-NFKBH	0.05625
ESPN	0.88825
RBM43	1.0815
KIAA1267	-0.499625
DDX3X	0.375055555555556
KIAA1576	-4.72
PLXDC1	3.49933333333333
FLJ25801	-4.436
HNRNPL	-1.18275
RUNDC3A	0.522333333333333
CASP12	0.2765
SH2D5	-1.504625
RPL26L1	0.1875
OR51A7	0.189
HDC	2.513
C2orf16	0.179
SYTL3	2.281625
GOLGA4	-0.322125
NOTCH1	-1.3765
ATPAF2	-0.50125
ECD	0.7645
SSX5	-1.64666666666667
SNAP91	0.0915
OCA2	-4.63075
PNPO	-0.559833333333333
DAPK1	-0.4105
PINX1	-1.09833333333333
SELENBP1	1.594375
NEK3	-1.38283333333333
TMED4	-0.282642857142857
SSTR4	0.069
FOSL1	-2.7403
CD40LG	0.226
CES1	-1.86658333333333
DCI	0.941833333333333
B3GAT3	0.00916666666666667
STK17B	-0.15875
CNTN6	0.68175
CYP3A4	-1.69366666666667
MBOAT2	1.97721428571429
PISD	-0.87825
USP1	-1.076
PYDC1	1.5595
CENPM	-1.056125
SAR1B	0.679
TTC7B	-1.521
DP58	-0.218
GPC1	-0.22725
RBL1	-1.408625
TMEM137	-1.413
TOB1	0.830083333333333
TCEAL1	-0.582833333333333
CENPF	-0.962727272727273
C6	0.413333333333333
PRSS1	-1.5695
PPIL6	0.750666666666667
C6orf124	-0.1505
ODZ4	-0.955166666666667
SNCB	0.07275
NDUFB9	0.948125
CNOT6L	0.95
S100A9	4.37183333333333
TRIM50	0.3225
KCTD1	2.1672
WDR63	0.39925
SPEF2	0.81575
RNGTT	-0.1805
CXorf22	1.1925
KCNK16	0.084
CEP250	-0.374125
ATPBD1B	0.4375
KCNJ2	1.97975
MT1B	0.0255
ZNF684	-1.016
SLC4A1	0.8755
PDHA1	-0.7675
ZNF492	1.43875
TKT	-1.00975
BYSL	-0.094
RNF38	1.4835
AHDC1	0.171
KLHL2	-0.014
CMTM8	1.77275
DMP1	-0.347
HERPUD2	-0.69425
CRTAM	2.93033333333333
ZNF572	1.64425
TMEM16J	-0.1515
HSD17B2	-4.4755
UBE2G1	-0.0945
AHSA2	-2.417
PELI2	-2.3535
TPX2	-1.28025
ATP9B	1.03133333333333
DAZAP1	-0.105
HMGCS2	0.475333333333333
C17orf38	0.1375
B9D1	0.19175
NKX2-5	-1.3705
KIAA1276	-0.74875
LILRB2	3.5315
CSTF1	0.520666666666667
BTN2A1	-0.956833333333333
C15orf48	6.576
IGF2BP3	-4.11225
FAM113B	2.03166666666667
HRG	0.102
ZNF131	-0.45775
USP47	-0.658285714285714
CCDC88B	-1.36425
HCN1	-0.8216
HTN1	-0.574666666666667
SYCP3	-0.0715
C13orf23	0.8864
PAPOLA	-0.2720625
AATK	-0.4965
MSH3	0.669666666666667
NDUFAB1	0.246
ITLN2	-0.510166666666667
BAK1	0.9165
MRPL45	-0.217
MTNR1B	0.273666666666667
LOC645843	-0.0845
SPECC1L	0.141375
PGCP	-0.69075
SPN	-0.26575
GPR143	2.31583333333333
ZNF576	0.243
TMEM39A	0.8261
ATP5D	-0.0398333333333333
MAGEB3	-2.1165
RPS5	-2.19533333333333
ANP32E	-1.25457142857143
MTMR1	0.02025
YEATS4	-0.668
SYNGAP1	0.357
PCOLCE	-1.54
MNS1	-0.627
PCYT2	0.546833333333333
ZNF182	-0.9305
LAX1	0.65125
SPPL2B	0.3567
ELOVL5	-0.4678
PCDHAC1	0.581
B4GALNT1	-1.692
BLOC1S2	0.08675
ZNF673	-0.8751
ARHGAP21	-0.488666666666667
IRX5	4.074625
LRFN5	3.7335
FAM7A1	-1.75625
RAB19	0.5885
GINS1	0.04275
ITM2B	0.3543
PAPSS2	0.689
OR5BF1	0.508
ACSL3	-0.3305
KIAA1919	0.697
GLT8D2	0.6055
UTRN	0.724642857142857
CNN1	0.2045
HISPPD2A	-0.366666666666667
SDAD1	0.15575
SIGLEC9	0.730666666666667
RPL35	0.0605000000000001
C22orf26	-0.1025
IMPDH2	-2.638375
WDR69	-1.2265
SEC14L5	-0.480833333333333
CLTA	0.4485
RP11-529I10.4	0.73625
GPR37L1	0.345666666666667
OGDH	-0.933333333333333
ASB13	-0.302666666666667
ZFP14	-1.325
ZCRB1	0.646
KPNA3	0.24225
HSPA1L	1.4485
RHOC	1.13825
LOC554175	-0.57925
PPP3CA	0.176
SLC1A7	-0.8579
ZNF529	-1.3535
RBED1	0.3895
DDB2	-1.342
FLJ11286	0.710166666666667
SPATA1	0.393
MKNK1	-0.361333333333333
DYSF	0.702
ALKBH2	0.03475
NKD1	-3.23333333333333
C1orf174	-1.12
PLEKHO1	-0.468
ASB10	0.068
RING1	-0.5635
NPC2	0.700875
AVPR1B	0.4625
YTHDF1	1.35966666666667
LMAN1L	0.3435
GSG2	-1.1315
CEP170	0.5153
RPS4Y2	-5.1935
MSH6	-0.5155
HECTD2	0.211666666666667
ZNF556	-3.80333333333333
PLEKHC1	-1.7835
AIRE	0.416
BCL2L10	0.212
LMOD3	-0.135166666666667
ZBTB8	0.6857
FOXA2	-3.6975
SLCO2A1	1.862
C3orf46	-0.098
PRDM16	-1.13133333333333
TMEM98	-2.60075
FRMD5	-3.089
PDE6C	-0.5565
C1orf216	-0.48
EP400	-0.148357142857143
PTK2	1.00141666666667
RNF217	0.4775
NDUFA8	0.7645
ZFAT1	1.0965
LAMP3	3.16966666666667
GLTSCR2	-0.90625
NPW	0.799
LLGL2	0.2999
PPM1K	-0.5448
C20orf177	0.93
KIR2DL4	0.5973
NFKB2	0.18425
C21orf122	-0.167
HESX1	0.56675
GPR114	0.314833333333333
SLC25A35	-0.411
GNAT1	-0.019
ORAI3	-0.60425
FAM76B	-0.203375
TMEM99	-1.3808
TRIM29	-1.5942
CDS1	3.14125
RHEB	-0.0541
C4orf27	-0.5635
RAB3A	0.219
OTUD6B	0.398
GPD1	-0.990875
CDH15	-0.803833333333333
NPM1	-0.391428571428571
TMEM117	-2.2085
PRPS2	-0.330666666666667
GCK	-0.2565
ADRA2A	2.83816666666667
TSPYL4	0.381666666666667
TASP1	-0.386
WDR19	0.0886666666666667
C10orf38	-2.98025
PDE4C	-0.536666666666667
FYB	0.669166666666667
C1orf55	0.2935
PPFIA3	0.86975
RAD18	0.99475
C12orf44	0.361333333333333
CRYBA4	-0.4445
HVCN1	0.4995
TAF10	0.685833333333333
C16orf48	0.372833333333333
DEPDC5	0.560833333333333
LTBP1	-1.384
MAPRE1	0.736625
FGF8	-0.3915
C3orf52	2.17625
SENP7	-0.834833333333333
LRRK2	2.60675
RUNDC2A	0.1725
KIAA0355	-0.368166666666667
CPEB1	-1.73475
PPEF2	0.625
ABI2	-0.916166666666667
KIAA0317	-0.595875
ATF1	-0.0268333333333333
DYNC1H1	0.039375
DIP	-0.153
TMEM33	0.596722222222222
POLDIP3	-0.95925
C7orf24	0.5025
GPR171	3.73225
CDC6	-1.5325
PLD1	-2.0118
ITFG2	0.2912
NDUFC1	0.78
AKNA	-1.02725
NBR1	-0.17125
PKHD1	0.29425
HPS4	-1.378
MAFA	1.11225
ULBP3	-0.5105
DIRC1	0.2165
IMMT	-0.47375
C22orf13	0.507
CEL	0.31875
MARK3	-1.1095
ADAMTS2	0.306583333333333
ARPC3	1.0525
TMEM10	0.126875
NPHS1	0.34375
BRD8	-0.166
WDR12	-1.51425
IDI2	0.303
HOXD13	-1.796
OR8G2	-0.9065
SLAIN1	-2.2015
GABRQ	-0.3695
NR2C2	1.05575
NKTR	-0.6475
TLE2	1.0895
KIAA0892	0.605166666666667
AURKA	-0.801363636363637
GPRC5C	1.19733333333333
TBC1D9B	0.381125
PNPLA6	-0.4815
AP3B1	0.0945
NAG	-0.909625
C11orf68	-0.608
AKR7A3	0.83475
AHCYL1	-0.0436666666666667
COP1	0.3075
RPP14	-0.232666666666667
PCDHB18	-0.122
CDH24	0.667
KRT17	-2.1153
LACTB2	-0.179
DDX24	-0.3064
PHACTR1	-2.40816666666667
SLC35E2	-0.3595
LOXL1	-1.964
IQSEC2	0.635625
RGSL1	-0.546
PCDHGC5	-0.0265
MEGF10	-0.809375
PRRX1	0.179166666666667
ASTE1	0.3525
C6orf159	0.1455
MYOD1	0.9475
GAA	-0.13525
ZNF747	0.1385
KLRC1	-0.6365
IL1RL2	0.4485
GDF9	1.68675
GPR119	0.5515
TRAF2	0.187333333333333
HCK	3.15216666666667
BMP6	-3.65225
IL8RA	0.9365
FLJ35848	-0.6865
EFHA1	0.255
CDSN	1.91433333333333
C14orf54	-0.208333333333333
LSM3	-0.363
ZFP41	0.4135
C9orf126	-0.1105
VIT	1.6965
SPCS3	0.19675
DEF8	-0.1121
CHAF1A	-1.777
C1orf165	-1.4595
ZFPM2	-0.607833333333333
FTH1	0.51575
SLC35F1	-1.38275
YWHAH	-0.20025
C17orf66	0.0806666666666667
ADRB1	-0.241166666666667
FOXL1	-0.6495
RG9MTD3	0.660833333333333
UMPS	0.998125
MGC13008	-0.0905
KIAA1161	1.2345
CCDC77	-1.287
C12orf65	0.481
COG4	-0.484833333333333
RCP9	2.68908333333333
RP4-692D3.1	3.8845
CDC2L5	-0.1435
MGC7036	0.599
DNAJC11	-0.557
GDF2	-0.0413333333333334
TIMM17A	0.15675
HNRNPA0	0.0364
OR2H1	0.36175
PCBP1	-0.4315
COL23A1	-2.14275
LRRC2	-0.827357142857143
NSD1	1.35371428571429
FLJ37078	-0.64625
WDR91	-0.683833333333333
TMEM179	0.0525
DSCR10	-0.1325
CNDP2	0.7438
FYN	-1.6705
BEX2	0.077
KCND3	1.20825
YPEL5	1.179375
LRRC42	-0.712666666666667
C17orf45	-2.204375
ZNF649	-1.018
LOC150763	0.83225
COL5A2	1.634
CNGA2	0.852
ELA2B	-0.396
RAB9B	0.2145
FAM100A	0.41425
NAIP	-0.526428571428571
MYOZ2	-0.047875
SPATA12	0.157
XRCC4	-0.496
CYB561	2.0863
CHST10	-1.28075
BAI1	-1.05883333333333
BRSK1	-0.0458333333333333
C17orf89	0.079875
PDE6H	-1.725
FLJ20309	0.2554
MAP7	1.505
SCN4B	-0.10075
SPAG9	-1.480125
SERTAD1	1.38816666666667
FLJ21963	0.00175
ANTXR1	-1.1534
TMPRSS13	1.15483333333333
ETV7	3.97333333333333
DGAT1	0.568833333333333
NKIRAS1	-0.316666666666667
TAC3	-3.4065
CORO1C	-0.688916666666667
RAD54B	-0.384
HRASLS3	1.64416666666667
C21orf42	0.39925
BARD1	-0.772166666666667
ZNF177	-0.766166666666667
MIP	0.58
ZNF442	0.828
F2	-3.7888
GRIA1	0.2655
GALNTL2	0.3115
WNT5A	-3.4713
LENG9	0.1045
hCG_25371	-0.9305
FOXR1	-0.4515
TRA@	1.1063
PWWP2	0.76625
C1QTNF7	0.681833333333333
SLC7A4	0.34275
C4orf7	2.1275
C17orf80	0.3165
KLK4	0.653166666666667
IL31	0.669
TMEM176A	3.5505
CTNNB1	-1.970375
BHLHB2	-1.78175
TMEM185B	0.982333333333333
ARD1B	-0.481
C1orf93	0.564
BRUNOL4	0.95
LOC541469	2.27033333333333
UPK2	0.7945
GAS8	1.16116666666667
PATE	0.0905
IMPACT	0.8925
WNK4	-1.44516666666667
HNRPLL	0.114
GAD2	-0.07825
ITGA6	-0.63175
BMP15	0.173166666666667
CYP2A7	0.3745
RIC8A	0.70075
CCND1	-0.868833333333333
USP35	0.723
DSCR2	0.59125
CCL4	4.57216666666667
ZCCHC10	-0.5565
NOL11	0.15175
TRPM2	3.5655
PSMD2	-0.463454545454546
CHTF18	-0.6365
USP18	2.886125
RRAS	-0.561375
LAMC3	-1.52375
TOX	-3.38016666666667
PCDH15	0.8555
GABRG3	-1.9905
NUDCD2	-0.08575
SGCZ	-0.5045
KCTD17	0.2315
SPSB2	0.2025
TPPP3	3.03333333333333
CILP2	0.768
CALB2	1.297375
CEBPZ	0.101166666666667
ZNF479	0.89975
FMOD	4.2895
C21orf66	-0.724285714285714
CLN6	0.2455
ANAPC1	-0.31725
SH2D3C	0.5945
PTPN14	-0.1914
TRIM42	0.49825
APTX	0.33425
SNRPG	0.1645
BMS1	-0.52475
MAGEA3	-4.045
NFATC3	-0.797083333333333
LRRC45	0.847
ARS2	-0.402428571428571
LRIG1	0.944666666666667
EPSTI1	2.11916666666667
PRSS27	0.32525
ERC2	-0.76775
PRKACB	-0.297928571428571
PRDM13	-4.494
HCG27	-1.227
KLK12	-3.307
HSD17B7	-0.2305
ZNF354A	1.073
PCDH11X	0.406
DMGDH	0.75425
PCBD2	1.24433333333333
TMC6	0.89025
RIMS1	0.190714285714286
SF3B2	-0.520666666666667
RCN1	0.133833333333333
CPB1	3.0945
BCAR3	0.22175
FCRLB	1.378375
PAK1IP1	-0.589
OR10H1	0.1415
KIF9	0.8896
PITPNM2	-1.685125
L3MBTL4	0.02325
TGFB1	0.6504
ZXDC	0.88625
SLC6A16	-0.606
SRrp35	-2.51025
LRRC8E	1.2915
PPIAL4	-1.47666666666667
EOMES	1.3935
PAX2	0.0675
SCARF2	-0.24975
PSEN2	1.28991666666667
PCDHB13	0.816
C10orf28	0.0655
DHRS7B	0.377
C1orf131	0.1405
ASB1	-1.7205
ZNF223	-0.241833333333333
LCMT2	0.667
MEP1A	-1.1935
TMEM53	0.9015
RSPH3	2.21425
C10orf33	-1.8365
LOC644285	-2
PTPN9	-0.329833333333333
ABCA12	-0.41775
CCDC37	-0.8895
RUNDC1	0.4015
YES1	0.591666666666667
FAM120AOS	0.7415
OR5M3	0.246
PPP1R3F	-0.450166666666667
IL13	0.0253
MDFI	-1.914
PRNT	0.12475
ZDBF2	-1.3045
OR10C1	0.430833333333333
CLIC1	-0.0716666666666666
LILRA5	0.365666666666667
CSAG1	-3.391
TREML2	-0.349333333333333
FAM125A	-1.04916666666667
ZNF74	-1.2245
FAM104A	0.01425
LRRC39	-1.4415
SAMD5	-1.53825
HYAL2	-0.4505
HIST2H2AC	1.07775
IGFBP5	0.838826086956521
NRTN	-1.2365
KIAA0556	0.2097
FAM29A	-0.471222222222222
JMJD2A	1.2345
EPHB1	0.474
POLD4	1.23675
ANAPC10	-0.26975
LRRC36	-0.998
MEGF6	-0.805375
LPHN3	-1.6725
BMP10	0.126666666666667
C21orf55	1.2365
CREM	-1.5053125
PTGER4	0.138333333333333
METAP1	-0.906625
KCNQ1	1.50833333333333
NR2F2	2.356375
SSFA2	-0.7265
CTTNBP2	-0.37575
BCL2A1	-0.90275
ZBTB24	-0.21775
SLCO6A1	0.63525
PRDM1	-0.228
OR7D2	-0.555333333333333
CCDC47	0.1335
LOC646982	0.4885
SLC26A6	-1.02216666666667
BIN1	0.846
SRRM1	-0.45
PCSK1N	-0.262625
ALS2	-0.3826
ECT2	0.15
CACNA2D2	-0.10475
DOCK6	-0.82525
C10orf119	-0.212
FATE1	1.74925
DUSP23	1.703
TRIP6	0.366785714285714
NUP35	-0.1005
CDH3	1.15125
KLHDC8A	0.43075
C9orf116	1.89075
EI24	-0.035
CENTD1	0.863333333333333
RWDD2B	-1.4155
DOCK1	-0.371
NPAS2	-1.41125
NR3C2	1.14483333333333
FAM63A	-0.0299166666666666
INPP5F	-1.54966666666667
FAM111A	-0.1122
MYBL1	-0.990916666666667
IQGAP3	0.239666666666667
CRADD	-0.604666666666667
DUSP12	-0.22575
PDZK1IP1	2.0925
VASH2	-0.93725
CTR9	0.336
VIL1	-3.5115
OR8U1	-0.046
CCDC107	0.2475
PTTG1IP	0.165375
OR4X2	0.40575
COL9A1	-1.367
PSMD9	-0.885
ZFP62	0.439
TIP39	0.91275
PARP15	-0.0895
TTC19	-0.135
C1orf114	-2.00633333333333
GFPT1	0.347
SLC27A6	-1.659
MRPS10	0.0681
CALML5	4.25666666666667
TRPM7	-0.2685
CGNL1	-0.743375
CECR1	0.7655
SERPINB8	-0.0275
TMEM102	0.48825
PDIA2	-3.29525
NUCKS1	0.220833333333333
HOTAIR	1.44425
EBI3	0.35175
NXN	-1.7275
ZMYND19	-0.26475
FOXJ3	-0.4785
EIF5B	0.2013
EIF2B4	0.274
LEO1	0.244
ZIC5	-1.48633333333333
IL20	1.21083333333333
KIAA0415	0.58175
FLJ37357	-0.6105
TSPAN12	2.742375
ACTR3B	0.35525
