Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
TMEM146	0.04425
DUSP1	0.719875
UNQ6975	-0.084
EMX2OS	2.65025
INSM2	-0.62075
LUZP4	-0.37675
SETD6	-2.11775
P2RY2	0.7645
SLC45A2	-1.597
RABGAP1	0.790666666666667
UBXD5	0.922375
GPRC5A	0.7948
PAK3	-0.389666666666667
LOC63920	0.23075
TGFBR1	0.0881
KRTAP6-3	-0.04625
SFMBT2	-0.3185
CDC42	0.042125
C11orf35	0.5045
TTLL2	0.3985
UACA	0.911083333333333
CD97	-1.331
SETD5	-0.342125
NINJ2	-0.43
PTER	0.8235
POMGNT1	0.72175
KRTAP4-2	0.2645
ECGF1	2.93225
HRB	-0.133
ATP1B2	-0.1963
LOC400506	0.01575
COL4A3BP	0.68925
C6orf97	3.03625
GRHPR	0.16725
TAS2R1	-0.3595
SEMA7A	-0.966
EDF1	0.18725
ODF2L	0.5298
PCID2	-0.237
GTF2H4	-0.951833333333333
ZCCHC3	-1.007375
CGB2	-0.333
NEUROD1	0.18625
C20orf75	-0.2045
RP5-1054A22.3	1.29516666666667
IFNA5	0.667
ZNF134	0.475083333333333
MGC119295	-0.9652
ZSWIM6	-0.832125
SMEK1	0.486833333333333
PCGF2	0.717
C1orf102	3.053
CYP2A13	0.1645
KCNH6	-0.452
MDM1	0.8022
ALDH7A1	-0.348
C9orf75	0.69775
VDAC3	-0.468375
OR51T1	0.229
EIF3F	-0.362833333333333
KCNJ10	-0.442875
LENG8	-0.2025
EDEM2	-0.022
CCNJL	-0.531166666666667
DHX37	-1.0045
CRYGN	0.718
AATF	-0.285875
ZNF630	0.949125
E2F5	-0.18
WFDC13	-1.52833333333333
FTSJ3	-0.462666666666667
C4orf33	1.03925
LHFPL4	-2.48375
C19orf56	0.904333333333333
SMAD4	0.593
AFM	-0.7184
G0S2	1.20525
FCHSD2	-0.3518
RRP1B	-0.9762
EEF1B2	-1.2795
STAT6	1.46516666666667
ZNF195	-0.00525
GNL1	-0.713166666666667
ZNRF2	1.23483333333333
PER3	1.37175
ASB16	0.74575
C10orf10	1.32214285714286
ADCY8	-3.28116666666667
C9orf58	-2.17316666666667
ARMC10	0.042
PSG1	-0.901
DHX34	-0.083
VARS2	-0.367125
NFIC	1.13525
ITPR2	1.0635
AGXT2	0.496166666666667
OR6K3	0.2795
H2AFZ	-0.678333333333333
MLLT3	1.66441666666667
COX4I2	2.07525
CCNT2	1.177125
PLK4	-1.7555
NUMBL	-0.363333333333333
MED16	0.14825
PLEKHQ1	1.02925
GOSR1	0.873
BTG4	0.38625
RPL30	-0.1715
IGSF5	-0.578
IGFL2	1.73
ELMOD2	0.9545
SHC3	-1.69083333333333
HAVCR1	-0.3535
DYNC2H1	0.5425
RNF5	0.0438333333333333
C2orf7	-0.6865
NLF1	-0.0925
KLHL25	-0.1955
LRP10	1.4219
KRI1	-0.59525
PUS7L	-0.0413333333333333
MGMT	0.9335
HOXD1	-0.473166666666667
CSH1	-0.1019
ATG16L2	-1.22125
FLJ44635	0.534
CHODL	-0.7045
EXOSC8	-1.65775
SLC28A1	-0.36575
MYO7B	-0.379333333333333
SEH1L	-0.608
MTNR1A	0.395166666666667
TSPAN5	-0.877
CDC45L	-3.3355
AMIGO1	0.372
ATAD3A	-1.53275
OSGIN2	0.782833333333333
PDIK1L	1.30116666666667
DARC	2.6195
PIPSL	0.5155
SHMT1	0.6315
CRISP3	1.1855
POPDC2	2.319
ZRANB2	-0.793666666666667
FBXL8	-0.132
TRIP13	-2.77254545454545
EIF5AL1	-1.5715
POU5F1P3	-5.38266666666667
IL6	-1.22133333333333
CXorf38	0.183666666666667
IFNA16	0.1885
FBXL2	1.56233333333333
BRD1	0.31325
STATH	0.2515
FBXO44	0.422
MCCC2	1.72075
CDC2	-1.9764
C5orf23	2.11425
IVD	1.04266666666667
C10orf122	-0.30125
MSL3L1	-0.2132
MVP	0.94775
EPOR	-0.6946
ZMYM1	0.137833333333333
BCL7C	0.537666666666667
PSTPIP2	1.4321
LYPD1	-2.4265
OR8G5	0.3755
ZP3	0.316833333333333
BCAS4	0.425083333333333
EDG6	1.71525
ISY1	0.10875
PRAMEF2	-0.62725
CUL1	0.36325
RNF213	1.2241
CCRK	1.3325
DHX9	-0.12475
C13orf29	-0.379
NCKAP1	0.0901666666666667
MRPL43	0.693071428571429
XPR1	0.8195
PKN2	0.4692
PODNL1	0.7765
ZNF333	0.25725
DALRD3	1.1515
OPN1SW	0.0285
BTBD6	0.3955
C11orf82	-2.2455
OR5P3	0.267
DUSP11	0.6285
L1CAM	-1.8231
NEK11	3.02083333333333
OR7E91P	1.725
CNTN3	1.2539
CREB3L2	-1.1945
ZBTB37	0.826
KIAA1324L	0.72675
NDUFB10	0.735166666666667
NUDT2	0.64225
GTPBP8	-0.648
CACNA1D	2.641125
PRKAA2	0.61
PRDM8	-0.0675
MGC16075	0.2965
KRT14	-1.17107142857143
PP8961	0.1495
MRPL18	-0.4365
ABCG2	-2.13425
PACRG	0.58225
BBS2	0.01525
KREMEN2	-2.39
FBXO21	0.47425
HNRPUL1	0.24575
GRB10	-0.02925
CLSTN1	0.424
LMAN2	0.268
C17orf61	-0.9205
NIPSNAP3A	0.72025
INSIG2	-1.4095
PCDHB7	-0.00816666666666666
STXBP2	1.272375
CMAH	0.863818181818182
SEMA5B	-0.2765
ZNF155	0.457333333333333
COQ6	0.509333333333333
PRPF4	-0.76425
TSPAN15	1.8795
VN1R5	0.2155
LATS2	0.28875
SELK	0.22475
PGK2	-0.1955
MS4A1	-0.72025
TYW3	-0.9554
KRTAP5-1	-0.03975
RCCD1	-1.776
BTN1A1	1.06575
DDX28	-0.58975
TMEM65	-0.020375
LOC92345	0.3895
TTC31	-0.35675
WDR46	-0.909166666666667
CHP2	-1.05166666666667
LSP1	0.6245
ZNF542	0.539
EXOSC1	-0.07025
ARHGAP18	0.222166666666667
LRRTM4	-0.579375
MAOB	2.92558333333333
CACNB4	0.02475
MGC33846	0.594625
RANBP3L	1.1025
ATP5L	-0.63525
ONECUT1	-3.2425
NUDT9	0.44475
TMEM149	0.661
STX17	0.09675
IGSF10	-2.603
TMPRSS9	-0.5495
BMPR2	0.815916666666667
ALLC	-0.15675
KLF7	-0.388875
GCC1	0.4697
TIMM9	-0.5165
CDO1	0.148333333333333
MGC10701	-0.982833333333333
IFI6	3.851
FRMD8	0.385
MGAT2	-0.05975
WBP5	-1.59266666666667
CNIH2	-0.29025
KIAA0907	-0.8373
KCNH8	-0.2865
CTSG	-0.736
GRIK1	-0.2894
CUL5	0.027625
FRMD1	0.1725
OR9A4	0.973
SYT6	-1.566125
FOXD4L2	1.27
ANAPC2	0.032
OPN5	-0.3535
TAF13	-0.212
LYG2	-0.358
GGNBP1	0.3355
C11orf40	0.239
OTX2	-0.792
REG4	-0.148333333333333
EIF5	-0.3194375
PALB2	-0.23175
SEPSECS	0.7349
RNASE3	-0.3685
TRIM49	-1.5945
POLR2K	0.2833
GPR42	-0.2625
C8B	-3.11525
SASS6	-0.851
PREB	-0.858166666666667
OR3A3	0.133
TUBA8	0.082375
IGLV2-14	-2.181
STIL	-1.72675
ANKFN1	-0.6385
NME7	0.91625
HOXC12	-0.44375
UBE2C	-1.605125
FHOD1	-0.979
CDK2AP1	0.234583333333333
OR6K2	0.639
DHPS	-0.249
RPL5	-0.797416666666667
TRGV5	0.085
LOC541472	-0.037375
HCCS	-0.336
DENND1B	1.445
LHX3	0.071
OR5D16	0.191
CXorf57	-1.92183333333333
IRF2BP1	1.3535
NDST2	0.487166666666667
LCE3D	0.0365
BOLL	0.021375
SYT3	-1.37475
PIH1D2	0.85575
C20orf7	-0.7975
IL1R2	-0.00850000000000002
SLAMF9	0.306
PPME1	-0.502375
PIK3CA	0.42625
TRAPPC1	-0.269625
COLEC10	-1.02225
SLC9A6	-1.36883333333333
PDDC1	-0.603666666666667
CCDC53	0.488
GK3P	-0.03375
DAZL	-0.505
BRI3	0.225
SDK1	-0.02625
CYP2C18	0.10175
IFI44L	4.4535
RPL3L	-0.288
FUT9	-1.58316666666667
KIFC2	-0.778166666666667
PMP2	-0.501375
SLC4A9	-0.253
PLAG1	-2.106
MYCBP2	0.330666666666667
OR4E2	0.2115
CCDC65	1.7445
C16orf82	-0.00199999999999998
ENTPD4	0.39525
BRP44L	-0.3715
PMP22CD	0.11425
TMCO4	0.930666666666667
KCNN1	-0.8136
WDR35	0.9425
CCDC80	1.944125
C3orf31	-1.572
SLC7A9	-0.954
TMEM190	-1.57
DBC1	-1.88616666666667
FADS3	-1.11916666666667
PDZD8	-0.2235
GRM5	0.115875
AZGP1	3.3412
PEX3	0.5775
MED1	0.0565714285714285
ATG4C	-0.645666666666667
HNRPH3	-1.133875
FAM109B	1.5245
C4orf17	-0.2375
CA10	-0.54125
OPRD1	-0.104
CCL16	-1.43475
SACM1L	0.85875
CST6	2.47675
CD63	0.4431875
LGI1	-1.272
ZNF784	0.0735
CRYBB1	-0.2305
CX3CL1	-0.1736
TOP2A	-1.20875
GYPB	-4.29533333333333
GADD45GIP1	-0.76675
FEN1	-1.905375
IGF1R	1.166625
WDR72	1.39716666666667
PURG	-0.795666666666667
DEFB126	-0.415
PKD1L1	0.54225
CAV1	-1.8077
GNPDA2	1.0116
DGAT2	0.043625
NLGN1	-4.53525
STRBP	0.4685
HPRT1	-1.604
FANCI	-2.128375
PSMA7	-0.37875
DBF4B	-0.666333333333333
TTF1	0.042
RAD54L	-2.98375
ELOF1	0.03675
PLAGL2	-0.93925
ZNF256	-0.17875
HMGCL	1.45325
MSI2	0.754833333333333
RPESP	-2.101
C11orf60	0.63625
ABCD1	-0.2265
ACAA1	0.5892
SPARCL1	4.45578571428571
IL6ST	2.2686
ZNF319	-0.51325
TMEM109	0.2027
FAM90A1	-1.147
IL22RA1	-1.4505
ATP4B	-0.614
TEC	-0.5695
C7orf30	-1.07175
TXNDC2	-0.173
ABCB4	-0.2275
KIAA1191	1.020625
C9orf38	0.273
SFTPB	0.18525
CNTNAP2	-0.119666666666667
FRK	3.285
TBX19	-0.23575
CHD4	0.2005
C6orf26	-2.2555
MOSC2	1.34425
IKBKE	0.56325
HIF1A	-2.082
LOC595101	-0.455
RELA	0.2785
TMEM16B	-1.63816666666667
ABHD12B	-1.78075
TSEN34	0.54
KIF18A	-2.18225
TXNDC9	0.211666666666667
SPATA2L	0.7835
SEMA4G	-1.518
C21orf91	-0.689375
MATN1	-0.0305
KCNIP4	0.491833333333333
TUSC1	2.138125
OR4C15	0.09525
ARMCX6	0.455416666666667
WBSCR27	-0.407166666666667
OR52I2	0.0965
KIAA1604	-0.5465
DYNC1I1	-0.669625
PPP4C	0.64975
SLC47A2	-1.96716666666667
TREH	-0.149625
CD48	1.53866666666667
ST14	0.767166666666667
PKN1	-0.16425
SPON2	2.01075
XBP1	4.0255
SFRS12	-0.0348333333333333
EFCAB6	2.56275
SELT	0.89925
SLC39A2	0.9355
ERF	-1.339
ARL3	1.60975
SURF6	-1.128
MLLT10	-0.650952380952381
FLJ11171	0.494166666666667
TDGF1	-4.54016666666667
ERCC6	-0.07
EIF2AK4	1.2875
BAZ1A	0.303166666666667
LRRN3	3.2015
TMC3	0.319
EFTUD1	-0.1275
PTPRO	1.10766666666667
CLEC12A	0.274875
ACBD4	0.62975
ZDHHC14	-0.357
OTUD7B	0.84675
ACTB	0.201125
MSRA	-0.09325
LCE5A	0.212
IFI35	1.936
BSCL2	0.566333333333333
ANKRD12	1.13675
CFHR2	0.43925
RGAG1	0.0271666666666667
HSFY1	0.234
SLC30A5	0.607583333333333
IMPG1	-1.23
GPR109A	0.2285
ZNF185	0.7135
IYD	-0.07975
NPCDR1	1.2765
SERPINA13	0.1425
HMGCLL1	-2.59025
NEUROG1	-0.198666666666667
UBQLN1	0.6571875
LIN37	0.1985
SOCS2	-2.670875
DSCR4	-1.475
XKR6	-1.58875
GPR142	0.65
KRTAP13-3	1.447
CCDC15	-0.772666666666667
MOS	-0.223
CD1E	-0.1815
OFCC1	-0.183
FAM83D	-2.5315
SRFBP1	0.22925
C9orf96	-0.334
DHDH	-0.22275
CCDC90A	-0.625
RABL3	1.099
CD320	-1.93916666666667
ANGEL2	0.8645
MRPL21	-0.6995
SMG6	-0.2955
INSR	1.3899375
FLJ14816	-0.843
GLRB	2.21583333333333
C9orf89	1.14025
CIZ1	-0.7205
URG4	-0.662666666666667
LRDD	-1.4815
CBY1	0.739
NFX1	0.352625
MTERFD2	0.0119285714285714
C19orf23	0.027
PGC	-3.184375
IER3IP1	0.4657
RASAL2	1.01691666666667
C1orf89	-0.3
SYNJ1	0.678625
NFKBIE	0.918
FLJ40125	-0.868166666666667
TCEB2	0.1202
NOG	-0.9715
POLR2J2	-0.666333333333333
HLA-B	2.81775
PCDHA1	1.0935
PPP2R2B	-1.0065
ARHGEF17	0.855166666666667
TCF7L2	-0.177428571428571
CHD5	-0.891166666666667
ZNF431	0.24925
TBC1D25	0.423
ZNF800	0.6115
SCUBE2	4.38109090909091
MYCBP	0.906666666666667
GPX5	-0.182
C6orf129	-0.179833333333333
QSER1	-0.151333333333333
ULK2	2.17175
PIGO	0.573833333333333
NRCAM	-1.56257142857143
SLC35E3	1.088
CSRP2	-0.9495
HYPE	0.917
MAPK15	-0.015
MGC14327	0.27875
TIMM13	-0.65
ZNF462	-1.393
GBA3	0.00500000000000002
TEX13A	-1.107
MCM6	-1.57633333333333
MTRF1	-0.716625
ABCA7	-0.50975
EIF4A2	0.34775
ZC3H10	0.846
RPGR	0.0573333333333333
C20orf94	0.65925
RP1L1	0.18925
GPR125	-0.227375
USP22	0.562928571428571
OR1L4	0.10075
MLZE	1.43475
FLJ32065	1.09775
PTCD1	-0.34275
CRTAC1	0.336
BXDC2	-1.584
C18orf1	2.09583333333333
FAM107A	0.99
EFNA3	1.2105
P18SRP	0.1553
CAMKK2	0.501416666666667
KIAA0649	0.88
NES	-1.5115
HS6ST3	-0.678
PON2	1.05475
TCP11L2	-0.08575
CLEC4A	1.6865
PRR12	0.8665
MLXIPL	-1.9576
C2orf50	0.5205
ZNF28	0.96075
ENC1	0.65
MAP2K1	-0.556
FKSG2	0.441
KIAA0430	1.04675
PTP4A1	-0.495888888888889
GPR156	-0.1815
GTF3C6	-0.38075
UBR2	0.2986
LOC388272	-1.575
MAK	0.8155
ACOT4	3.2445
STC2	0.352833333333333
PIGW	-0.42775
SAE1	-0.630625
COL6A1	0.255181818181818
OAZ1	0.417333333333333
STMN4	0.211
EDG3	0.537833333333333
SGCE	-1.50766666666667
IL11	-2.048
PRSS8	2.406375
YIPF5	0.54275
WNT4	3.108125
CSN2	-0.267833333333333
TCF7	-2.742375
TDO2	3.331
SAMD9	2.1901875
S100A7A	0.2095
MMRN1	1.55516666666667
GKAP1	0.34825
AKR1C3	0.913
RNF19A	1.33
GMDS	-0.53225
YKT6	-1.05
SPARC	1.7476
C12orf31	-0.51925
UBE2V2	-0.747666666666667
FBXL18	-0.726666666666667
KIAA0460	0.8475
ADAM22	-0.604375
SERPINC1	-3.9475
KCTD21	0.49825
MYOHD1	-1.90975
ZNF37A	1.35833333333333
GTF3C1	-0.0773333333333333
CTSZ	1.73675
PRNPIP	0.330375
DRD1IP	0.197
NR1I2	-2.0985
ZNF266	-0.2841
SPAG4L	0.395
COX4NB	-1.284
SAPS1	-0.0725
APOA1	-3.979875
TATDN1	-1.03166666666667
C10orf82	2.12775
KPNB1	-0.009
FOXO3	0.344416666666667
CRYBB2	-1.0255
ZBTB5	-0.031
SLC25A38	-0.01325
DCTN2	-0.31
IFT20	0.495
CTHRC1	2.63775
C1orf31	-0.529625
UHRF1	-1.1593125
GPC6	0.096
C10orf54	1.433
MCF2L2	0.202
WNT9B	-0.06775
OLA1	-0.057375
FAM120B	0.22225
TTLL10	0.1035
CYorf15A	-3.77675
RELN	-1.9588
SCN2B	0.06675
MFHAS1	-1.1805
NKX3-2	-0.7495
RASGRF2	0.166
SSBP1	-1.2175
KPNA6	-0.152714285714286
LOC389118	-0.0735
HS3ST4	-1.5356
SUPT7L	0.09475
FLJ32658	-1.106
IGFBPL1	-1.055
KIAA1641	-0.8895
SHKBP1	0.317166666666667
CSF1R	3.97725
NAGK	1.34475
MYL2	1.0385
HIST1H4C	-2.4205
TOMM7	-1.027
ADAMTSL3	1.6381
TNFSF14	0.0735
PRRT2	0.59725
VTA1	0.38425
AOAH	2.83666666666667
CRISPLD2	1.04292857142857
PNN	-1.1214
TA-NFKBH	-0.191
ESPN	-1.79925
RBM43	0.4585
KIAA1267	0.689625
DDX3X	0.323722222222222
KIAA1576	-4.48425
PLXDC1	4.04016666666667
FLJ25801	-4.5465
HNRNPL	-0.15
RUNDC3A	1.57866666666667
CASP12	1.2535
SH2D5	-1.76325
RPL26L1	-0.5055
OR51A7	0.079
HDC	2.885
C2orf16	-0.163833333333333
SYTL3	1.957375
GOLGA4	0.6743125
NOTCH1	-0.8255
ATPAF2	1.14425
ECD	0.448
SSX5	-1.64333333333333
SNAP91	-0.05125
OCA2	-3.55325
PNPO	0.396833333333333
DAPK1	0.220166666666667
PINX1	-0.923166666666667
SELENBP1	1.89425
NEK3	-0.614833333333333
TMED4	0.270928571428571
SSTR4	0.1265
FOSL1	-2.8082
CD40LG	0.4935
CES1	-0.6655
DCI	0.858333333333333
B3GAT3	-0.634833333333333
STK17B	-0.43475
CNTN6	-0.14625
CYP3A4	-1.36183333333333
MBOAT2	2.28107142857143
PISD	0.582
USP1	-0.884
PYDC1	1.35583333333333
CENPM	-1.62525
SAR1B	0.51675
TTC7B	-0.882875
DP58	-0.654
GPC1	-0.39025
RBL1	-1.789125
TMEM137	-1.73316666666667
TOB1	1.65683333333333
TCEAL1	1.79183333333333
CENPF	-1.47445454545455
C6	3.74583333333333
PRSS1	-3.90525
PPIL6	1.71916666666667
C6orf124	-1.3005
ODZ4	1.29183333333333
SNCB	-0.44075
NDUFB9	-0.086625
CNOT6L	0.8405
S100A9	1.36666666666667
TRIM50	-0.2135
KCTD1	1.4697
WDR63	1.2135
SPEF2	2.268625
RNGTT	0.1555
CXorf22	3.465
KCNK16	0.792
CEP250	-1.406625
ATPBD1B	-0.34625
KCNJ2	3.018
MT1B	-1.6955
ZNF684	0.041
SLC4A1	0.07475
PDHA1	-1.10025
ZNF492	0.439
TKT	-1.4145
BYSL	-0.84825
RNF38	0.8225
AHDC1	0.161
KLHL2	-0.56575
CMTM8	-0.683
DMP1	0.161
HERPUD2	-0.054625
CRTAM	1.72433333333333
ZNF572	-1.10325
TMEM16J	-0.0025
HSD17B2	-5.28475
UBE2G1	1.48375
AHSA2	-1.59975
PELI2	0.5085
TPX2	-2.29025
ATP9B	1.59883333333333
DAZAP1	-0.740125
HMGCS2	1.647
C17orf38	0.58225
B9D1	0.255
NKX2-5	-1.48033333333333
KIAA1276	1.31425
LILRB2	2.9285
CSTF1	-0.295166666666667
BTN2A1	-0.472166666666667
C15orf48	3.9805
IGF2BP3	-4.67875
FAM113B	0.672833333333333
HRG	0.0335
ZNF131	-0.70225
USP47	1.14357142857143
CCDC88B	-0.844875
HCN1	-0.4517
HTN1	0.282333333333333
SYCP3	0.1695
C13orf23	-0.5452
PAPOLA	0.3401875
AATK	-0.5205
MSH3	-0.3765
NDUFAB1	-0.48125
ITLN2	-0.958
BAK1	-0.75
MRPL45	0.394833333333333
MTNR1B	0.0131666666666667
LOC645843	-0.1425
SPECC1L	0.425375
PGCP	1.2115
SPN	-0.357875
GPR143	1.22283333333333
ZNF576	0.405333333333333
TMEM39A	0.1252
ATP5D	0.0296666666666667
MAGEB3	-0.9005
RPS5	-0.493
ANP32E	-0.670857142857143
MTMR1	-0.1815
YEATS4	-0.714
SYNGAP1	-0.16975
PCOLCE	-0.307
MNS1	0.31725
PCYT2	-0.379833333333333
ZNF182	-0.4975
LAX1	0.72225
SPPL2B	-0.2062
ELOVL5	1.9091
PCDHAC1	0.205
B4GALNT1	-1.20333333333333
BLOC1S2	0.5645
ZNF673	-0.4137
ARHGAP21	-0.254333333333333
IRX5	2.688125
LRFN5	-0.496666666666667
FAM7A1	-1.13775
RAB19	0.544
GINS1	-2.25425
ITM2B	1.4731
PAPSS2	3.36091666666667
OR5BF1	0.4855
ACSL3	0.383875
KIAA1919	-1.25316666666667
GLT8D2	2.435625
UTRN	0.0015714285714286
CNN1	1.4135
HISPPD2A	0.0951666666666667
SDAD1	0.031375
SIGLEC9	1.32566666666667
RPL35	-0.965428571428571
C22orf26	1.3605
IMPDH2	-0.760375
WDR69	-0.470333333333333
SEC14L5	1.4415
CLTA	0.145
RP11-529I10.4	0.21725
GPR37L1	-0.183833333333333
OGDH	-0.0976666666666667
ASB13	1.86683333333333
ZFP14	1.1925
ZCRB1	0.178
KPNA3	0.57825
HSPA1L	1.0315
RHOC	1.32325
LOC554175	-0.02
PPP3CA	0.7069
SLC1A7	-0.4853
ZNF529	-0.0351666666666667
RBED1	0.56325
DDB2	-0.89975
FLJ11286	0.8985
SPATA1	0.389
MKNK1	0.514666666666667
DYSF	1.30716666666667
ALKBH2	-0.7985
NKD1	-3.23233333333333
C1orf174	-0.58525
PLEKHO1	0.183666666666667
ASB10	-0.0535
RING1	0.237833333333333
NPC2	0.201
AVPR1B	-0.0935
YTHDF1	-0.169333333333333
LMAN1L	0.0855
GSG2	-1.3465
CEP170	-0.7596
RPS4Y2	-5.69525
MSH6	-1.4285
HECTD2	2.46083333333333
ZNF556	-2.65483333333333
PLEKHC1	-0.2443
AIRE	-0.0966666666666667
BCL2L10	0.5385
LMOD3	-0.0376
ZBTB8	0.5891
FOXA2	-3.5261
SLCO2A1	2.661625
C3orf46	0.327
PRDM16	0.09
TMEM98	0.66525
FRMD5	-1.966
PDE6C	0.3695
C1orf216	0.438
EP400	-0.271071428571429
PTK2	0.253166666666667
RNF217	-0.373
NDUFA8	-0.085
ZFAT1	0.95825
LAMP3	1.5755
GLTSCR2	0.477375
NPW	-1.6515
LLGL2	-0.3408
PPM1K	-0.603833333333333
C20orf177	0.193
KIR2DL4	0.2777
NFKB2	0.23225
C21orf122	-0.732333333333333
HESX1	0.64375
GPR114	1.60883333333333
SLC25A35	-0.036
GNAT1	0.31625
ORAI3	0.79025
FAM76B	-0.690625
TMEM99	1.0606
TRIM29	-2.5715
CDS1	2.75125
RHEB	-0.4564
C4orf27	-0.997833333333333
RAB3A	-0.34225
OTUD6B	-0.39925
GPD1	1.4045
CDH15	-0.948833333333333
NPM1	-1.0575
TMEM117	-1.35475
PRPS2	-0.219583333333333
GCK	-0.0835
ADRA2A	3.6125
TSPYL4	0.641833333333333
TASP1	0.3235
WDR19	1.37158333333333
C10orf38	-1.678
PDE4C	-0.666166666666667
FYB	0.3135
C1orf55	0.334
PPFIA3	-0.897
RAD18	-0.31075
C12orf44	-0.417666666666667
CRYBA4	0.0425
HVCN1	1.2855
TAF10	-0.466
C16orf48	-1.54783333333333
DEPDC5	1.01016666666667
LTBP1	-1.5055
MAPRE1	-0.025875
FGF8	-0.0435
C3orf52	-0.727875
SENP7	0.4945
LRRK2	1.5635
RUNDC2A	0.089
KIAA0355	-0.142
CPEB1	-2.22625
PPEF2	-0.132
ABI2	0.138
KIAA0317	-0.315375
ATF1	-0.0758333333333333
DYNC1H1	-0.090625
DIP	-0.10125
TMEM33	0.447555555555556
POLDIP3	0.15225
C7orf24	-0.205
GPR171	2.174
CDC6	-2.23616666666667
PLD1	-1.1968
ITFG2	-0.2971
NDUFC1	0.209
AKNA	-0.56025
NBR1	1.799
PKHD1	-0.000428571428571366
HPS4	-0.2656
MAFA	-0.20525
ULBP3	-0.76275
DIRC1	-0.685
IMMT	-0.133375
C22orf13	0.309416666666667
CEL	0.0325
MARK3	-0.16425
ADAMTS2	0.829166666666667
ARPC3	0.0928333333333333
TMEM10	0.364875
NPHS1	0.036
BRD8	0.0575
WDR12	-1.1705
IDI2	-0.05375
HOXD13	-2.3195
OR8G2	-1.3635
SLAIN1	-3.333
GABRQ	-0.22475
NR2C2	-0.713
NKTR	-0.3888
TLE2	1.0915
KIAA0892	0.766333333333333
AURKA	-2.64590909090909
GPRC5C	0.29
TBC1D9B	0.285875
PNPLA6	0.029
AP3B1	0.28475
NAG	0.08125
C11orf68	-0.1745
AKR7A3	0.71225
AHCYL1	1.33775
COP1	-0.00616666666666664
RPP14	0.155333333333333
PCDHB18	0.203
CDH24	0.19175
KRT17	-2.1915
LACTB2	-0.577
DDX24	0.413
PHACTR1	-1.70383333333333
SLC35E2	0.294
LOXL1	-0.3405
IQSEC2	0.440875
RGSL1	-1.413
PCDHGC5	0.135
MEGF10	-0.218875
PRRX1	0.828833333333333
ASTE1	0.687
C6orf159	-0.17775
MYOD1	0.14625
GAA	1.21825
ZNF747	0.94225
KLRC1	-0.405
IL1RL2	0.205
GDF9	0.85475
GPR119	0.0575
TRAF2	-0.755166666666667
HCK	3.32366666666667
BMP6	-2.43625
IL8RA	0.6965
FLJ35848	-1.31825
EFHA1	0.6655
CDSN	-0.6305
C14orf54	-0.479833333333333
LSM3	-0.516
ZFP41	0.219
C9orf126	-1.166
VIT	-2.276
SPCS3	-1.2695
DEF8	-1.6848
CHAF1A	-1.8685
C1orf165	0.943333333333333
ZFPM2	0.8215
FTH1	0.7115
SLC35F1	-1.25725
YWHAH	1.08
C17orf66	0.184666666666667
ADRB1	-0.156833333333333
FOXL1	-0.6695
RG9MTD3	0.144166666666667
UMPS	-0.25875
MGC13008	0.8045
KIAA1161	-0.0445
CCDC77	-2.13275
C12orf65	-0.6286
COG4	-0.788
RCP9	0.326333333333333
RP4-692D3.1	3.34683333333333
CDC2L5	0.502
MGC7036	0.492333333333333
DNAJC11	-0.44975
GDF2	-0.240833333333333
TIMM17A	-0.013
HNRNPA0	-0.5638
OR2H1	-0.54325
PCBP1	0.70225
COL23A1	-2.07625
LRRC2	-0.0558571428571428
NSD1	0.261785714285714
FLJ37078	0.10775
WDR91	-0.461333333333333
TMEM179	-0.31375
DSCR10	-0.2
CNDP2	0.6602
FYN	-0.6085
BEX2	0.781
KCND3	1.278
YPEL5	1.40725
LRRC42	-1.01333333333333
C17orf45	-1.021125
ZNF649	-0.0222
LOC150763	0.50675
COL5A2	2.55291666666667
CNGA2	0.2965
ELA2B	-0.366166666666667
RAB9B	-1.16975
FAM100A	0.58075
NAIP	1.81621428571429
MYOZ2	0.088
SPATA12	-0.466
XRCC4	-0.29025
CYB561	1.5832
CHST10	-0.40125
BAI1	-0.987833333333333
BRSK1	-0.235333333333333
C17orf89	0.03925
PDE6H	-0.893
FLJ20309	0.259
MAP7	2.00775
SCN4B	1.44675
SPAG9	-0.39125
SERTAD1	0.425833333333333
FLJ21963	-1.9415
ANTXR1	0.8536
TMPRSS13	1.622
ETV7	2.97416666666667
DGAT1	-0.457
NKIRAS1	0.581333333333333
TAC3	-3.2595
CORO1C	-0.722083333333333
RAD54B	-1.67025
HRASLS3	2.3175
C21orf42	0.0965
BARD1	-0.279833333333333
ZNF177	-0.318166666666667
MIP	0.3135
ZNF442	1.7435
F2	-4.2461
GRIA1	2.043125
GALNTL2	1.14383333333333
WNT5A	-0.5541
LENG9	-0.108
hCG_25371	-1.7755
FOXR1	0.1485
TRA@	0.6767
PWWP2	1.113
C1QTNF7	1.10216666666667
SLC7A4	-0.091
C4orf7	0.98825
C17orf80	0.952666666666667
KLK4	0.5645
IL31	0.323
TMEM176A	3.32975
CTNNB1	0.20225
BHLHB2	1.76525
TMEM185B	0.727833333333333
ARD1B	-0.93525
C1orf93	1.088
BRUNOL4	0.113333333333333
LOC541469	0.44975
UPK2	-0.4785
GAS8	0.249833333333333
PATE	0.765
IMPACT	1.409
WNK4	1.09983333333333
HNRPLL	-0.166875
GAD2	0.5245
ITGA6	-0.01525
BMP15	0.246666666666667
