Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
CCNJL	0.233
DHX37	-0.517
CRYGN	0.6575
AATF	-0.377375
ZNF630	1.353
E2F5	-0.802
WFDC13	-0.12875
FTSJ3	-0.492833333333333
C4orf33	0.575
LHFPL4	-2.9165
C19orf56	-0.213916666666667
SMAD4	0.139375
AFM	-0.582666666666667
G0S2	-2.296
FCHSD2	0.00509999999999997
RRP1B	-1.364
EEF1B2	-0.973333333333333
STAT6	0.327833333333333
ZNF195	-0.51475
GNL1	-0.4215
ZNRF2	1.32666666666667
PER3	0.1515
ASB16	0.346
C10orf10	1.72007142857143
ADCY8	-2.68233333333333
C9orf58	-2.42216666666667
ARMC10	-0.1995
PSG1	-0.6735
DHX34	-0.08025
VARS2	-0.21125
NFIC	1.06825
ITPR2	-0.55925
AGXT2	0.213666666666667
OR6K3	0.1265
H2AFZ	-1.26258333333333
MLLT3	1.19166666666667
COX4I2	2.086
CCNT2	-0.082625
PLK4	-2.636125
NUMBL	-0.179833333333333
MED16	0.648
PLEKHQ1	0.83125
GOSR1	0.693
BTG4	0.31925
RPL30	-0.344916666666667
IGSF5	1.2345
IGFL2	3.66366666666667
ELMOD2	1.20733333333333
SHC3	0.129833333333333
HAVCR1	-0.3185
DYNC2H1	0.20475
RNF5	-0.25
C2orf7	-0.04125
NLF1	1.2265
KLHL25	0.81825
LRP10	1.3617
KRI1	0.23225
PUS7L	-0.231833333333333
MGMT	1.051
HOXD1	-0.805666666666667
CSH1	-0.0562
ATG16L2	-1.09725
FLJ44635	0.324
CHODL	-0.534
EXOSC8	-1.516
SLC28A1	-0.319
MYO7B	-0.3915
SEH1L	-0.5063
MTNR1A	0.0521666666666667
TSPAN5	0.830833333333333
CDC45L	-3.6755
AMIGO1	0.534
ATAD3A	-1.380375
OSGIN2	0.258666666666667
PDIK1L	0.970166666666667
DARC	2.0655
PIPSL	0.8505
SHMT1	-0.8295
CRISP3	-0.3065
POPDC2	1.462
ZRANB2	-0.896166666666667
FBXL8	1.39925
TRIP13	-3.18936363636364
EIF5AL1	-1.244
POU5F1P3	-4.71583333333333
IL6	-2.6465
CXorf38	-0.646833333333333
IFNA16	0.097
FBXL2	1.87866666666667
BRD1	0.58625
STATH	-0.11775
FBXO44	0.196166666666667
MCCC2	0.75875
CDC2	-2.3663
C5orf23	-0.2225
IVD	1.033
C10orf122	-0.48325
MSL3L1	-0.2647
MVP	1.4245
EPOR	-0.5987
ZMYM1	-0.3165
BCL7C	1.22433333333333
PSTPIP2	1.2214
LYPD1	-1.809125
OR8G5	0.5295
ZP3	-0.0931666666666667
BCAS4	0.804583333333333
EDG6	0.9985
ISY1	-0.46
PRAMEF2	-1.244
CUL1	-0.391625
RNF213	0.5668
CCRK	1.53025
DHX9	0.0245
C13orf29	-0.3145
NCKAP1	0.144666666666667
MRPL43	0.509714285714286
XPR1	0.77425
PKN2	0.6303
PODNL1	1.285
ZNF333	0.676
DALRD3	0.878
OPN1SW	0.2685
BTBD6	0.5245
C11orf82	-2.3165
OR5P3	-0.1045
DUSP11	-0.12675
L1CAM	-1.5335
NEK11	2.67833333333333
OR7E91P	0.872
CNTN3	3.0582
CREB3L2	0.82075
ZBTB37	1.2155
KIAA1324L	0.711
NDUFB10	0.463
NUDT2	0.6905
GTPBP8	-0.70675
CACNA1D	2.294875
PRKAA2	0.106833333333333
PRDM8	0.1885
MGC16075	-0.00966666666666666
KRT14	1.67571428571429
PP8961	0.76025
MRPL18	-0.403
ABCG2	-2.0855
PACRG	1.15525
BBS2	-0.13325
KREMEN2	-2.374
FBXO21	0.85275
HNRPUL1	0.04925
GRB10	-0.126
CLSTN1	1.225125
LMAN2	0.6746
C17orf61	0.0255
NIPSNAP3A	0.4625
INSIG2	-0.879333333333333
PCDHB7	-0.557666666666667
STXBP2	0.861875
CMAH	0.736333333333333
SEMA5B	-0.8325
ZNF155	0.0448333333333333
COQ6	0.618166666666667
PRPF4	-0.4075
TSPAN15	3.1669
VN1R5	0.31675
LATS2	-0.3355
SELK	0.031
PGK2	0.336
MS4A1	-1.595
TYW3	-0.3362
KRTAP5-1	0.9175
RCCD1	-2.19833333333333
BTN1A1	0.18275
DDX28	-0.5015
TMEM65	-0.228625
LOC92345	0.05825
TTC31	-0.07025
WDR46	-0.685
CHP2	-0.9805
LSP1	0.0255
ZNF542	0.14675
EXOSC1	0.033
ARHGAP18	0.1435
LRRTM4	-0.718
MAOB	3.52541666666667
CACNB4	-1.39525
MGC33846	1.4895
RANBP3L	3.019375
ATP5L	0.27025
ONECUT1	-3.2105
NUDT9	0.34125
TMEM149	-0.0485
STX17	0.52725
IGSF10	-4.144
TMPRSS9	0.382
BMPR2	0.95275
ALLC	0.254333333333333
KLF7	0.877125
GCC1	0.9108
TIMM9	-0.68275
CDO1	-0.2745
MGC10701	-0.211166666666667
IFI6	2.3935
FRMD8	0.8355
MGAT2	-0.18325
WBP5	0.0126666666666667
CNIH2	0.0270000000000001
KIAA0907	-0.6946
KCNH8	-0.5245
CTSG	-1.959
GRIK1	-0.18
CUL5	0.727875
FRMD1	0.5465
OR9A4	1.3255
SYT6	-0.912625
FOXD4L2	1.0445
ANAPC2	0.3385
OPN5	0.0925
TAF13	-0.71275
LYG2	-0.82725
GGNBP1	-0.0305
C11orf40	0.566
OTX2	-0.856
REG4	0.2585
EIF5	-0.6100625
PALB2	-0.29225
SEPSECS	0.0493
RNASE3	-0.25825
TRIM49	-2.0585
POLR2K	0.09
GPR42	0.069
C8B	-2.38675
SASS6	-0.851
PREB	-0.188833333333333
OR3A3	0.398
TUBA8	0.43875
IGLV2-14	-2.393
STIL	-2.6785
ANKFN1	-0.107166666666667
NME7	0.7115
HOXC12	-1.1835
UBE2C	-2.179875
FHOD1	-0.97575
CDK2AP1	-0.18275
OR6K2	0.62825
DHPS	-0.113
RPL5	-0.805333333333333
TRGV5	0.765
LOC541472	-0.1125
HCCS	-0.6522
DENND1B	3.3305
LHX3	-0.2895
OR5D16	0.2245
CXorf57	-2.811
IRF2BP1	0.98675
NDST2	0.724166666666667
LCE3D	0.36
BOLL	-0.0125
SYT3	-0.3845
PIH1D2	1.999
C20orf7	-0.901666666666667
IL1R2	-0.885333333333333
SLAMF9	1.561
PPME1	-0.023
PIK3CA	-0.514
TRAPPC1	0.360125
COLEC10	-0.859
SLC9A6	-1.6152
PDDC1	-0.439
CCDC53	0.4565
GK3P	-0.286
DAZL	-1.0325
BRI3	-0.34475
SDK1	0.05025
CYP2C18	-0.02275
IFI44L	2.48625
RPL3L	0.4015
FUT9	1.39333333333333
KIFC2	-0.128
PMP2	-0.621
SLC4A9	-0.673
PLAG1	-1.95283333333333
MYCBP2	0.3305
OR4E2	0.367
CCDC65	3.13575
C16orf82	-0.249
ENTPD4	0.357875
BRP44L	-0.038125
PMP22CD	-0.48875
TMCO4	1.287
KCNN1	-0.7015
WDR35	0.68075
CCDC80	1.864125
C3orf31	-0.5645
SLC7A9	-0.4285
TMEM190	-0.319
DBC1	-1.51316666666667
FADS3	-0.8885
PDZD8	-0.225666666666667
GRM5	-0.04275
AZGP1	4.5171
PEX3	0.3845
MED1	-0.189071428571429
ATG4C	-1.28516666666667
HNRPH3	-1.33025
FAM109B	2.059
C4orf17	-0.0035
CA10	-0.534
OPRD1	-0.3155
CCL16	-1.216
SACM1L	-0.90025
CST6	5.2815
CD63	0.973375
LGI1	-1.96875
ZNF784	1.0345
CRYBB1	-1.0175
CX3CL1	0.63945
TOP2A	-2.848625
GYPB	-3.95566666666667
GADD45GIP1	-0.51625
FEN1	-1.5455
IGF1R	1.3105625
WDR72	-2.62983333333333
PURG	-0.689666666666667
DEFB126	-0.6145
PKD1L1	0.68125
CAV1	-2.4274
GNPDA2	0.8664
DGAT2	0.356875
NLGN1	-1.7385
STRBP	0.153875
HPRT1	-1.1155
FANCI	-2.08475
PSMA7	0.027
DBF4B	-0.641333333333333
TTF1	-0.3915
RAD54L	-2.808
ELOF1	-0.24575
PLAGL2	-0.41925
ZNF256	0.125
HMGCL	0.93525
MSI2	-0.505166666666667
RPESP	3.4245
C11orf60	1.50225
ABCD1	-0.2505
ACAA1	1.1786
SPARCL1	4.8035
IL6ST	1.81
ZNF319	-0.09125
TMEM109	0.2415
FAM90A1	0.677
IL22RA1	-1.005
ATP4B	1.0375
TEC	-0.994833333333333
C7orf30	-1.16175
TXNDC2	-0.6845
ABCB4	-0.0445
KIAA1191	0.698375
C9orf38	0.008
SFTPB	0.309625
CNTNAP2	0.6375
FRK	1.5835
TBX19	-0.0865
CHD4	0.46075
C6orf26	-2.5465
MOSC2	2.31775
IKBKE	1.2585
HIF1A	-1.20283333333333
LOC595101	-0.4405
RELA	0.581333333333333
TMEM16B	-1.05583333333333
ABHD12B	0.3695
TSEN34	0.49975
KIF18A	-3.32675
TXNDC9	0.158166666666667
SPATA2L	0.064
SEMA4G	-1.3745
C21orf91	-1.366625
MATN1	-0.5135
KCNIP4	0.3135
TUSC1	1.867875
OR4C15	0.47275
ARMCX6	0.729083333333333
WBSCR27	-0.945833333333333
OR52I2	0.428
KIAA1604	-0.76125
DYNC1I1	-1.595
PPP4C	0.302
SLC47A2	-1.81416666666667
TREH	-0.06
CD48	-0.00733333333333333
ST14	2.11933333333333
PKN1	0.028
SPON2	2.495
XBP1	3.02183333333333
SFRS12	-0.3425
EFCAB6	3.179
SELT	0.1
SLC39A2	1.389
ERF	-0.813166666666667
ARL3	0.843625
SURF6	-0.5416
MLLT10	-0.597
FLJ11171	-0.1095
TDGF1	-4.57516666666667
ERCC6	0.262
EIF2AK4	0.71225
BAZ1A	0.0918333333333333
LRRN3	0.151333333333333
TMC3	1.238
EFTUD1	0.2365
PTPRO	0.397166666666667
CLEC12A	-0.127375
ACBD4	0.7475
ZDHHC14	-0.434125
OTUD7B	1.821875
ACTB	0.6436875
MSRA	0.278375
LCE5A	1.317
IFI35	0.77275
BSCL2	0.819833333333333
ANKRD12	0.307583333333333
CFHR2	0.52675
RGAG1	0.201833333333333
HSFY1	0.461
SLC30A5	-0.204166666666667
IMPG1	0.499
GPR109A	0.7075
ZNF185	1.25625
IYD	0.096
NPCDR1	1.3725
SERPINA13	-0.31
HMGCLL1	-1.7085
NEUROG1	0.7735
UBQLN1	-0.0393125
LIN37	0.1685
SOCS2	-2.23575
DSCR4	-2.094625
XKR6	-0.5625
GPR142	0.835
KRTAP13-3	0.8135
CCDC15	-0.332
MOS	-0.1225
CD1E	-1.86
OFCC1	0.620833333333333
FAM83D	-2.895
SRFBP1	0.09575
C9orf96	-0.8525
DHDH	0.42
CCDC90A	-0.5635
RABL3	0.6651
CD320	-1.6445
ANGEL2	0.978416666666667
MRPL21	-0.44525
SMG6	0.568833333333333
INSR	1.681375
FLJ14816	-0.6645
GLRB	-0.180833333333333
C9orf89	1.21175
CIZ1	-0.2105
URG4	0.4735
LRDD	-1.01733333333333
CBY1	1.22083333333333
NFX1	0.026
MTERFD2	0.262714285714286
C19orf23	0.335
PGC	-2.761
IER3IP1	0.5123
RASAL2	0.852666666666667
C1orf89	0.64075
SYNJ1	-0.499
NFKBIE	0.74025
FLJ40125	-1.31416666666667
TCEB2	0.0337
NOG	-1.396
POLR2J2	-0.686
HLA-B	2.815
PCDHA1	0.6715
PPP2R2B	-1.539
ARHGEF17	0.917666666666667
TCF7L2	0.423928571428571
CHD5	-0.636
ZNF431	-0.89075
TBC1D25	0.127
ZNF800	-0.6055
SCUBE2	4.69972727272727
MYCBP	0.4785
GPX5	0.1745
C6orf129	-0.332166666666667
QSER1	-0.925
ULK2	1.9795
PIGO	0.707333333333333
NRCAM	-2.52721428571429
SLC35E3	0.4745
CSRP2	-0.762
HYPE	0.336
MAPK15	0.362333333333333
MGC14327	0.372
TIMM13	-0.414166666666667
ZNF462	-0.24925
GBA3	0.02
TEX13A	-0.0655
MCM6	-1.48344444444444
MTRF1	-0.6055
ABCA7	0.3715
EIF4A2	-0.52225
ZC3H10	1.4403
RPGR	0.325833333333333
C20orf94	0.5645
RP1L1	-0.04525
GPR125	-0.17525
USP22	0.400714285714286
OR1L4	0.75325
MLZE	1.8575
FLJ32065	0.217
PTCD1	-0.1815
CRTAC1	0.8245
BXDC2	-1.5955
C18orf1	1.9125
FAM107A	0.866214285714286
EFNA3	1.14475
P18SRP	-0.4736
CAMKK2	0.370083333333333
KIAA0649	-0.026
NES	-1.72266666666667
HS6ST3	1.9135
PON2	-0.37925
TCP11L2	-0.69
CLEC4A	1.31125
PRR12	0.4295
MLXIPL	-1.4337
C2orf50	0.5915
ZNF28	0.87525
ENC1	0.898833333333333
MAP2K1	-0.45825
FKSG2	0.579
KIAA0430	1.2755
PTP4A1	-1.65455555555556
GPR156	1.065
GTF3C6	-0.1875
UBR2	0.1294
LOC388272	-2.44775
MAK	2.64616666666667
ACOT4	3.3075
STC2	2.89925
PIGW	-1.435875
SAE1	-0.3565
COL6A1	1.7725
OAZ1	0.375166666666667
STMN4	0.991
EDG3	0.615166666666667
SGCE	-1.971
IL11	-2.3505
PRSS8	3.610875
YIPF5	0.487166666666667
WNT4	2.556
CSN2	0.424666666666667
TCF7	-2.78075
TDO2	3.612
SAMD9	-0.16425
S100A7A	0.157
MMRN1	1.7555
GKAP1	0.295
AKR1C3	-2.977625
RNF19A	0.98775
GMDS	-0.11775
YKT6	-0.596375
SPARC	2.2574
C12orf31	-0.5325
UBE2V2	-1.28983333333333
FBXL18	-0.720333333333333
KIAA0460	1.33625
ADAM22	-0.588625
SERPINC1	-3.6425
KCTD21	1.06725
MYOHD1	-2.09525
ZNF37A	0.0125
GTF3C1	0.514333333333333
CTSZ	1.839
PRNPIP	-0.699375
DRD1IP	0.243
NR1I2	-2.11866666666667
ZNF266	0.0983
SPAG4L	-0.0565
COX4NB	-0.933
SAPS1	0.46
APOA1	-3.608625
TATDN1	-0.987
C10orf82	-2.517
KPNB1	-0.74275
FOXO3	1.074
CRYBB2	-0.905
ZBTB5	-0.257
SLC25A38	-0.065
DCTN2	0.0773333333333333
IFT20	0.2325
CTHRC1	2.862
C1orf31	-0.266375
UHRF1	-1.4655625
GPC6	-0.54325
C10orf54	1.28
MCF2L2	-0.3765
WNT9B	0.206625
OLA1	-0.6765
FAM120B	0.8775
TTLL10	-0.265
CYorf15A	-4.9985
RELN	-1.3517
SCN2B	2.54225
MFHAS1	0.18475
NKX3-2	-0.021
RASGRF2	0.439
SSBP1	-0.899166666666667
KPNA6	-0.101571428571429
LOC389118	0.2695
HS3ST4	-1.5539
SUPT7L	-0.2635
FLJ32658	-0.95575
IGFBPL1	-0.46275
KIAA1641	-1.2155
SHKBP1	0.066
CSF1R	4.712
NAGK	0.8125
MYL2	0.64825
HIST1H4C	-1.358
TOMM7	-0.237375
ADAMTSL3	2.2901
TNFSF14	-0.92625
PRRT2	-0.6105
VTA1	-0.216
AOAH	2.653
CRISPLD2	1.33107142857143
PNN	-0.7927
TA-NFKBH	-0.28775
ESPN	1.2655
RBM43	0.2885
KIAA1267	0.686125
DDX3X	0.0259444444444444
KIAA1576	-4.51275
PLXDC1	3.93933333333333
FLJ25801	-3.92925
HNRNPL	-0.05825
RUNDC3A	0.3125
CASP12	0.528
SH2D5	-1.420375
RPL26L1	-0.307
OR51A7	0.2695
HDC	2.626
C2orf16	-0.2085
SYTL3	2.83075
GOLGA4	0.261
NOTCH1	-0.624166666666667
ATPAF2	0.98325
ECD	0.62225
SSX5	-1.27566666666667
SNAP91	0.16025
OCA2	-3.83775
PNPO	0.568
DAPK1	-0.643666666666667
PINX1	-0.832833333333333
SELENBP1	2.647875
NEK3	-0.493416666666667
TMED4	-0.0227142857142857
SSTR4	0.0795
FOSL1	-2.5975
CD40LG	-0.2385
CES1	-1.21525
DCI	0.189333333333333
B3GAT3	0.148833333333333
STK17B	-0.7075
CNTN6	0.642
CYP3A4	-1.42083333333333
MBOAT2	1.74771428571429
PISD	0.395375
USP1	-0.89325
PYDC1	4.3635
CENPM	-1.389375
SAR1B	0.73675
TTC7B	-1.459625
DP58	-0.212
GPC1	1.566
RBL1	-1.7805
TMEM137	-2.68616666666667
TOB1	1.41591666666667
TCEAL1	1.96433333333333
CENPF	-1.95490909090909
C6	0.559
PRSS1	-3.479
PPIL6	1.379
C6orf124	-0.413
ODZ4	1.38866666666667
SNCB	0.003
NDUFB9	0.10275
CNOT6L	0.252333333333333
S100A9	-0.433666666666667
TRIM50	-0.2505
KCTD1	2.7147
WDR63	1.315
SPEF2	2.5195
RNGTT	-0.957833333333333
CXorf22	0.1585
KCNK16	0.4105
CEP250	-1.48425
ATPBD1B	-0.1845
KCNJ2	3.4005
MT1B	-1.9165
ZNF684	-0.672
SLC4A1	0.12125
PDHA1	-0.926
ZNF492	-0.981375
TKT	-1.876
BYSL	-0.7165
RNF38	0.17975
AHDC1	0.9785
KLHL2	1.134875
CMTM8	1.8045
DMP1	-0.1965
HERPUD2	-0.284125
CRTAM	1.87233333333333
ZNF572	0.057
TMEM16J	-0.392
HSD17B2	-3.109
UBE2G1	0.21225
AHSA2	-2.1375
PELI2	-1.2555
TPX2	-2.779625
ATP9B	1.4835
DAZAP1	-0.143
HMGCS2	3.52016666666667
C17orf38	0.4805
B9D1	-0.084625
NKX2-5	-1.1545
KIAA1276	0.96925
LILRB2	3.168
CSTF1	-0.4805
BTN2A1	-0.454333333333333
C15orf48	4.88975
IGF2BP3	-4.53725
FAM113B	-0.376666666666667
HRG	0.274875
ZNF131	-0.23725
USP47	0.806071428571429
CCDC88B	-0.692125
HCN1	0.3684
HTN1	-0.229333333333333
SYCP3	-0.5085
C13orf23	-0.5156
PAPOLA	-0.0555
AATK	-0.4185
MSH3	0.0443333333333333
NDUFAB1	-0.4015
ITLN2	-0.895666666666667
BAK1	-0.7555
MRPL45	-0.287666666666667
MTNR1B	0.274
LOC645843	-0.32
SPECC1L	0.733875
PGCP	0.61225
SPN	-1.042375
GPR143	1.20883333333333
ZNF576	0.900833333333333
TMEM39A	0.3555
ATP5D	0.0481666666666667
MAGEB3	-1.468
RPS5	-1.15816666666667
ANP32E	-1.49914285714286
MTMR1	0.58325
YEATS4	-0.92175
SYNGAP1	0.1215
PCOLCE	-0.0726666666666667
MNS1	0.4345
PCYT2	-0.0286666666666667
ZNF182	0.238
LAX1	-0.413125
SPPL2B	0.7531
ELOVL5	1.4128
PCDHAC1	-0.159
B4GALNT1	-1.053
BLOC1S2	0.6415
ZNF673	-0.6784
ARHGAP21	-0.652
IRX5	3.38675
LRFN5	-0.985666666666667
FAM7A1	-1.42725
RAB19	1.0585
GINS1	-2.68
ITM2B	1.4357
PAPSS2	0.936916666666667
OR5BF1	0.4835
ACSL3	-0.1765
KIAA1919	-1.06591666666667
GLT8D2	2.5915
UTRN	0.869357142857143
CNN1	0.98075
HISPPD2A	0.373666666666667
SDAD1	0.118
SIGLEC9	0.669166666666667
RPL35	-0.582928571428571
C22orf26	0.6385
IMPDH2	-0.7745
WDR69	-0.86425
SEC14L5	-0.274666666666667
CLTA	0.26175
RP11-529I10.4	0.6215
GPR37L1	0.0943333333333333
OGDH	-0.255166666666667
ASB13	0.993666666666667
ZFP14	-0.004
ZCRB1	0.0968333333333333
KPNA3	-0.114
HSPA1L	1.6645
RHOC	1.085375
LOC554175	-0.22025
PPP3CA	-0.6017
SLC1A7	-0.5618
ZNF529	-0.422
RBED1	1.479
DDB2	-0.93475
FLJ11286	0.729333333333333
SPATA1	0.4295
MKNK1	0.261833333333333
DYSF	0.656166666666667
ALKBH2	-0.45125
NKD1	-2.71466666666667
C1orf174	-0.387
PLEKHO1	0.333166666666667
ASB10	-0.13325
RING1	-0.114833333333333
NPC2	0.902875
AVPR1B	0.4545
YTHDF1	-0.0799166666666667
LMAN1L	0.5305
GSG2	-2.778
CEP170	-0.6499
RPS4Y2	-5.22
MSH6	-0.8285
HECTD2	0.549166666666667
ZNF556	-3.29933333333333
PLEKHC1	-1.1769
AIRE	0.2915
BCL2L10	1.272
LMOD3	0.6135
ZBTB8	0.3087
FOXA2	-3.3719
SLCO2A1	1.97825
C3orf46	0.9615
PRDM16	-1.03833333333333
TMEM98	1.142
FRMD5	-2.0865
PDE6C	-0.1205
C1orf216	0.421666666666667
EP400	-0.258571428571429
PTK2	-0.2525
RNF217	-0.33975
NDUFA8	0.2295
ZFAT1	0.54375
LAMP3	1.15
GLTSCR2	0.360375
NPW	-0.432
LLGL2	0.5625
PPM1K	-1.89966666666667
C20orf177	-1.2385
KIR2DL4	0.3657
NFKB2	0.6575
C21orf122	0.381166666666667
HESX1	-0.98375
GPR114	0.0833333333333333
SLC25A35	0.493333333333333
GNAT1	0.0292499999999999
ORAI3	1.132
FAM76B	-0.5235
TMEM99	0.4916
TRIM29	0.3792
CDS1	2.60475
RHEB	-0.5671
C4orf27	-0.376333333333333
RAB3A	-0.08325
OTUD6B	-1.32025
GPD1	-0.4755
CDH15	-1.21266666666667
NPM1	-0.880142857142857
TMEM117	-0.73425
PRPS2	-0.158333333333333
GCK	0.00850000000000001
ADRA2A	5.04933333333333
TSPYL4	0.453833333333333
TASP1	-0.2675
WDR19	0.859416666666667
C10orf38	-1.73875
PDE4C	-0.537
FYB	-0.3865
C1orf55	0.428833333333333
PPFIA3	-0.03625
RAD18	-0.75725
C12orf44	0.0918333333333333
CRYBA4	0.1875
HVCN1	0.6805
TAF10	0.0308333333333333
C16orf48	-0.391166666666667
DEPDC5	1.3365
LTBP1	-1.8975
MAPRE1	-0.4445
FGF8	-0.11
C3orf52	2.2445
SENP7	0.023
LRRK2	-0.20475
RUNDC2A	0.693
KIAA0355	0.409166666666667
CPEB1	-0.8305
PPEF2	0.3015
ABI2	-0.373
KIAA0317	0.0515
ATF1	-0.826333333333333
DYNC1H1	1.032
DIP	0.4565
TMEM33	0.191111111111111
POLDIP3	0.3205
C7orf24	1.178
GPR171	1.62175
CDC6	-2.8415
PLD1	-1.3811
ITFG2	0.085
NDUFC1	0.48875
AKNA	-0.507
NBR1	0.77025
PKHD1	0.8825
HPS4	0.1049
MAFA	0.93125
ULBP3	-0.64525
DIRC1	-0.0585
IMMT	-0.0475
C22orf13	0.531083333333333
CEL	0.215
MARK3	-0.46
ADAMTS2	0.66075
ARPC3	0.00050000000000001
TMEM10	0.178875
NPHS1	0.0515
BRD8	0.3475
WDR12	-1.68875
IDI2	-0.190333333333333
HOXD13	-1.386
OR8G2	-1.01525
SLAIN1	-3.8345
GABRQ	-0.24325
NR2C2	-0.97125
NKTR	-0.8164
TLE2	0.5305
KIAA0892	-0.584666666666667
AURKA	-2.858
GPRC5C	1.1165
TBC1D9B	0.3675
PNPLA6	0.458166666666667
AP3B1	0.4485
NAG	0.47325
C11orf68	0.06
AKR7A3	1.66925
AHCYL1	0.787
COP1	-0.199666666666667
RPP14	-0.467083333333333
PCDHB18	-0.15275
CDH24	1.30325
KRT17	0.731
LACTB2	-1.5685
DDX24	0.4951
PHACTR1	-2.0915
SLC35E2	0.424
LOXL1	0.6505
IQSEC2	0.4225
RGSL1	0.7945
PCDHGC5	0.3125
MEGF10	0.038375
PRRX1	1.61716666666667
ASTE1	0.8555
C6orf159	-1.8915
MYOD1	1.21675
GAA	0.726
ZNF747	1.2425
KLRC1	-2.284
IL1RL2	0.1075
GDF9	0.82325
GPR119	0.1605
TRAF2	0.52
HCK	3.23516666666667
BMP6	-3.29925
IL8RA	0.686333333333333
FLJ35848	-0.88875
EFHA1	1.161
CDSN	0.9985
C14orf54	-0.0421666666666667
LSM3	-0.69375
ZFP41	0.399
C9orf126	-1.44233333333333
VIT	-3.302
SPCS3	-1.4165
DEF8	-1.7955
CHAF1A	-1.68933333333333
C1orf165	0.246666666666667
ZFPM2	1.34683333333333
FTH1	0.71575
SLC35F1	-1.55325
YWHAH	0.52625
C17orf66	-0.0966666666666666
ADRB1	-0.0263333333333333
FOXL1	0.2835
RG9MTD3	0.00216666666666667
UMPS	-0.0625
MGC13008	0.0985
KIAA1161	0.031
CCDC77	-1.61475
C12orf65	-0.7972
COG4	-0.595166666666667
RCP9	-0.2205
RP4-692D3.1	4.22183333333333
CDC2L5	-0.22525
MGC7036	0.816333333333333
DNAJC11	-0.1165
GDF2	0.1645
TIMM17A	0.082
HNRNPA0	-0.0852
OR2H1	0.14125
PCBP1	0.07725
COL23A1	-2.207
LRRC2	-0.644384615384615
NSD1	0.283571428571429
FLJ37078	-0.214875
WDR91	-0.0703333333333333
TMEM179	-0.14925
DSCR10	0.2895
CNDP2	0.9342
FYN	-1.3655
BEX2	-0.3425
KCND3	0.89375
YPEL5	1.769875
LRRC42	-0.00366666666666667
C17orf45	-0.406875
ZNF649	0.4185
LOC150763	1.308875
COL5A2	2.82266666666667
CNGA2	0.3025
ELA2B	-0.8358
RAB9B	-0.2965
FAM100A	-0.00725
NAIP	-0.238
MYOZ2	-0.228625
SPATA12	-0.509
XRCC4	-0.89425
CYB561	1.5092
CHST10	0.47725
BAI1	-0.245166666666667
BRSK1	-0.236333333333333
C17orf89	-0.239625
PDE6H	-1.0375
FLJ20309	0.3096
MAP7	1.051125
SCN4B	1.2945
SPAG9	-1.4529375
SERTAD1	0.851333333333333
FLJ21963	-1.142
ANTXR1	1.1784
TMPRSS13	2.268
ETV7	3.785
DGAT1	0.523833333333333
NKIRAS1	0.185833333333333
TAC3	-3.3875
CORO1C	-1.31266666666667
RAD54B	-1.2885
HRASLS3	2.1965
C21orf42	-0.3775
BARD1	-0.442166666666667
ZNF177	0.849
MIP	0.4695
ZNF442	0.7135
F2	-3.8255
GRIA1	0.0475
GALNTL2	2.329
WNT5A	1.0472
LENG9	0.2765
hCG_25371	-1.8855
FOXR1	0.2105
TRA@	0.6351
PWWP2	1.7115
C1QTNF7	2.83933333333333
SLC7A4	3.072
C4orf7	0.216
C17orf80	-0.112
KLK4	1.34466666666667
IL31	1.813
TMEM176A	2.681
CTNNB1	1.252375
BHLHB2	1.13525
TMEM185B	0.589166666666667
ARD1B	-0.62725
C1orf93	0.2415
BRUNOL4	-0.699333333333333
LOC541469	0.877333333333333
UPK2	-0.09475
GAS8	0.248166666666667
PATE	0.752
IMPACT	0.985625
WNK4	0.0371666666666667
HNRPLL	-0.78275
GAD2	0.0095
ITGA6	0.25875
BMP15	0.383666666666667
CYP2A7	3.88375
RIC8A	0.68925
CCND1	0.47325
USP35	0.0065
DSCR2	-2.79075
CCL4	4.20466666666667
ZCCHC10	0.3775
NOL11	-1.024
TRPM2	1.89625
PSMD2	-0.504636363636364
CHTF18	-1.294
USP18	0.696875
RRAS	0.411875
LAMC3	-1.39725
TOX	-3.4945
PCDH15	0.369
GABRG3	-1.72875
NUDCD2	-0.216
SGCZ	0.3675
KCTD17	-0.1243
SPSB2	1.0265
TPPP3	2.447
CILP2	1.48266666666667
CALB2	2.251375
CEBPZ	-0.618666666666667
ZNF479	-0.60675
FMOD	4.99666666666667
C21orf66	-1.21407142857143
CLN6	-0.3495
ANAPC1	-0.925125
SH2D3C	1.37425
PTPN14	-0.1641
TRIM42	0.45125
APTX	0.5615
SNRPG	-1.0165
BMS1	-0.25225
MAGEA3	-4.2185
NFATC3	-0.823333333333333
LRRC45	0.817333333333333
ARS2	0.178571428571429
LRIG1	2.9485
EPSTI1	0.5235
PRSS27	0.372
ERC2	-0.11525
PRKACB	0.4765
PRDM13	-3.748
HCG27	-0.94125
KLK12	-1.4955
HSD17B7	0.801833333333333
ZNF354A	0.1045
PCDH11X	-0.288
DMGDH	-1.12025
PCBD2	-0.480166666666667
TMC6	-1.47925
RIMS1	0.442
SF3B2	0.031
RCN1	-1.1445
CPB1	4.3215
BCAR3	-0.458
FCRLB	0.061875
PAK1IP1	-1.1625
OR10H1	0.246
KIF9	1.5045
PITPNM2	-1.146125
L3MBTL4	0.111
TGFB1	-0.4883
ZXDC	0.041
