Hybridization REF	TCGA-AO-A03T-01A-21R-A034-07
BMI1	-0.352571428571429
ZIM3	-0.44575
MYH4	0.418666666666667
MASP1	-1.2845
KIAA0984	-0.432
RPAP2	-0.333
ASB5	0.26825
BOLA3	-0.447166666666667
MIA3	1.18083333333333
KRT35	1.3115
KIR3DL3	-0.1825
MRPL51	-1.51475
SEMA3F	0.337166666666667
NDUFB2	0.285833333333333
LOC253012	2.37175
FAM46C	-1.0841
G6PC	-1.99228571428571
CSAG3A	-3.20633333333333
PREX1	3.5965
SLC25A45	0.262625
MAPKBP1	1.0038
CPE	0.8074
GNB1	-0.81825
CXCR6	-0.6545
TRIM46	0.707
C16orf3	0.963
HPSE	-0.829
TIGD3	0.5655
SPG3A	3.539
LCAT	-0.864666666666667
ST6GAL1	-1.34117647058824
POMC	0.922
FLJ36031	-1.35066666666667
NSMAF	-0.0345
SKIL	-0.6485
ADSS	-0.404
HMGCS1	-1.799
POLR3F	-0.649333333333333
RAB10	0.17225
ZNF277P	-1.779375
ZBTB7B	0.61675
DHRS1	0.972875
ABCC13	3.9665
CNOT3	0.574
NFKBIA	1.26075
GAK	0.281166666666667
SFT2D2	0.1105
HOXA6	0.55
CRTC1	1.0505
LY6D	1.44483333333333
C20orf72	-0.640666666666667
CPT1A	0.4965
LMO1	1.944
EIF3I	0.1965
PRB4	0.477666666666667
MCM3APAS	-2.08428571428571
C20orf132	-0.5236
FOXF2	-2.45225
S100A12	-0.13125
MLH1	-1.83
ACTN1	0.9293
MRPL36	-0.349333333333333
C20orf106	-0.73675
FBXO6	1.1555
MKS1	-0.0848333333333334
CX3CR1	-1.7875
PDE1B	1.03
PLP1	-2.799
KISS1	0.2964
C14orf2	-0.3855
TBC1D3P2	-0.24225
COMMD6	0.508
ANKRD7	-0.9745
PTCHD1	-0.315375
NARS2	-1.57025
DOCK7	-0.829625
FAM127B	0.54175
LOC390243	0.12
N6AMT2	0.43125
ZNF391	-1.282
DNAJB14	0.618166666666667
WRB	-1.269375
BPI	0.528333333333333
TTC4	-1.24416666666667
FAM10A5	-0.307
GOT1L1	0.211166666666667
MAGED1	0.48825
RESP18	-0.1765
WFDC6	0.664
MT2A	0.5935
C11orf56	0.126
KIAA1432	-0.8365
ROR1	-0.842125
HSD17B14	2.76816666666667
ZFAND2B	-0.242875
SAMD4B	0.08225
HEXA	0.2865
HNRNPU	0.130318181818182
USP39	-0.85275
NRD1	-0.51675
R3HDML	0.079
FLT4	0.506166666666667
OMG	0.11
OR52N4	0.229
LOC399818	-1.419
ELA2	-1.77275
VENTXP1	0.411
RFC5	-1.6605
OR52L1	0.245
PAX5	0.5195
FBXO2	3.62925
GMEB1	0.86
AKT3	-0.413833333333333
CRB1	-0.9785
CTTN	-0.317333333333333
UTP15	-0.558833333333333
HSBP1	0.506083333333333
PHF11	1.342
NDEL1	-0.718166666666667
USP8	-0.3315
BAIAP2	0.6445625
SI	0.365166666666667
ARSJ	-1.62766666666667
BAAT	-2.43075
KCNS3	3.28116666666667
LOC126147	0.615333333333333
TMEM37	-0.95125
C1orf162	3.0485
MBD1	-0.7393
ITGAL	-0.232166666666667
WDR73	-0.156
GKN2	0.0931666666666667
ARFGAP1	-0.20675
SLC5A8	-0.2908
ZBTB40	0.0835
CYP4B1	6.82866666666667
LYPLAL1	0.57775
CHST3	-0.70925
MAP3K9	0.461
BTAF1	-2.41
TFAP2E	-0.3635
RBM35B	1.21275
LOC441251	-0.182
ANKRD25	0.0305555555555556
UQCRC2	-1.2875
MAEA	-0.178916666666667
HYAL1	-2.5632
RNPEPL1	0.710166666666667
CPSF2	-1.65814285714286
PSD3	1.2046
ABCA13	0.222857142857143
AGR2	3.865
GBX1	-0.7915
HDLBP	0.751857142857143
ACY3	-0.55225
HECW1	-0.328
ZNF519	-1.2535
HOPX	2.82875
ZNF304	0.995125
OR12D3	-0.1255
FKSG43	-0.262
METTL1	0.501875
MFSD3	0.7596
PSPH	-1.34175
CLCA3	0.251
DARS2	-0.947833333333333
CDC25A	-1.75666666666667
BAIAP2L1	-1.074
B3GNT5	-0.066875
USP29	1.1725
ARHGEF10L	1.9822
ATOX1	0.473125
ADAM30	-0.129
DNASE1	2.01575
STT3A	-0.492583333333333
RAB6IP1	-0.53625
PTN	3.6697
C1orf106	-1.31815384615385
HECA	0.6685
RNF122	0.3435
SLC22A18AS	1.03416666666667
GNG8	0.457166666666667
ELP4	-0.6555
FAM65A	0.443
RPL10A	-1.19616666666667
IRS4	0.9245
MACF1	1.5216
SEC24D	0.04525
LOC374395	-0.4495
TGFB2	-0.974375
MDFIC	0.79775
CHRNE	0.94
PCMTD2	0.3605
ATP6V0D1	-0.286666666666667
MTA2	1.0875
LZTR1	-0.361666666666667
RAP1A	-0.940333333333333
AXIN1	-0.373375
POLR1C	-1.2485
TRIO	-0.249
PLXNA4A	-0.105583333333333
C5orf33	-1.00175
DEPDC1B	-2.117
ZNF473	-0.978166666666667
MTM1	-0.56075
GPR107	0.767666666666667
CSNK1A1L	0.437666666666667
FLJ14154	-0.57975
NLRC4	2.51125
ENPP4	2.50316666666667
PADI3	-0.6845
RNF170	-1.12675
CG018	0.238666666666667
C16orf7	0.42175
KCNE1	1.388
NRM	0.156333333333333
SLC37A3	-0.891642857142857
TPD52L2	-1.528
UNC5B	1.0575
C12orf12	0.192333333333333
SDHB	-1.48925
CLRN1	0.740428571428571
NUDT10	-1.36633333333333
UGT3A1	0.2405
FBXW8	0.059625
RHOF	-0.79425
PTPLAD1	0.193375
MYO3B	-0.228
DERA	-1.7865
TPP2	-0.41775
C19orf53	0.877833333333333
GINS3	-1.3665
ST6GALNAC5	2.227
CHSY1	0.19775
MGC15705	0.1805
GPR83	0.1964
EXT2	-0.12375
DOLK	0.98
TUBAL3	2.648
ACVRL1	1.885
ABL2	-0.481666666666667
C14orf156	-0.372
PTPRZ1	-1.475
DIP2C	-0.101875
LAMP1	0.419625
RXRA	0.9829
MAP3K5	0.09625
ALKBH1	-0.983833333333333
PDLIM7	-0.12625
ARL14	-2.008
SNIP1	-1.36733333333333
TIMP3	2.04533333333333
RGS3	-0.0276666666666667
SPAG16	0.1671
ABHD4	0.3655
ARHGEF12	0.29975
GLUD2	-2.084
RAC2	0.018
UAP1L1	0.1255
SLC18A3	0.4155
YOD1	-1.45241666666667
RALY	-0.687
HMOX2	0.5925
DGKH	-0.357
DBNDD2	3.05483333333333
YIPF4	-0.6815
THAP10	-0.08725
ZNF513	0.39375
HAGHL	0.251833333333333
ITGB4	1.219
CCDC141	-1.256
YTHDF3	-0.90475
C5orf28	0.0645
RPL7L1	-0.9635
TMEM30B	1.66171428571429
ANKRD35	1.6585
DUOXA2	-0.0195
TBC1D5	-0.7985
DFNB59	0.057
HRH4	0.626666666666667
MYO6	1.3025
DNAJA4	2.992625
RBM24	1.94975
CEACAM20	-0.9955
RBM23	-1.31157142857143
NGFB	0.123
C1orf63	-1.1057
KRTAP7-1	-0.565
PERLD1	2.722
NPB	-0.343
C17orf59	0.0835
HSPBAP1	-0.5735
SLC15A4	-0.642875
PRTFDC1	-1.0935
OSMR	-1.33592857142857
CYSLTR2	0.625
C19orf25	0.7979
KIAA1797	-0.229
NLRP6	-0.1895
FAM105B	-0.3498
SCRN2	0.403666666666667
LRRC58	-0.2159
RNF17	0.370285714285714
NEIL3	-2.225
FAM137A	1.4475
SKP2	-3.397
PARVA	0.471
PKLR	-1.636
RNF34	-0.965625
A3GALT2	-0.20375
C12orf50	0.7546
SUNC1	-1.66775
FAM102B	0.2675
CCT2	-0.99675
LRRC37A2	-0.2
ARF4	0.071
SIKE	-0.701375
C8orf48	-0.861166666666667
MBTPS1	0.518
GPSN2	0.834
NCF2	1.76225
SLC12A6	-0.105166666666667
MRPL48	-0.444
HMGN3	-0.993333333333333
LRRC62	1.9605
PAX9	-0.139875
FAM55A	0.945
C20orf42	-1.96816666666667
SCML2	-1.88583333333333
BCL9	0.426
FAM40A	-0.70975
C9orf41	-1.26133333333333
ZNF774	0.3275
LETM1	-0.12275
PLXNB1	-0.7685
NIPSNAP1	0.0205
USP10	-0.871
F9	0.6575
LIPE	3.51875
CNGB3	0.2225
C12orf52	0.00112500000000001
PI4K2A	-0.4355
MED8	0.011
STAT4	1.2767
FGD4	0.838666666666667
RNF145	-1.467
WDR32	0.0448
CLDN2	0.3098
TCEAL8	0.179
ZMYND8	0.5128
PDXK	-0.43209375
GATAD2A	0.85275
PTGES3	-0.9495
CCM2	0.6255
TAP1	2.03025
ZNF670	-1.3355
ETS2	-0.482285714285714
C6orf166	-0.799666666666667
PRMT2	0.102214285714286
OR4B1	0.5005
INTS8	0.1035
CCDC102A	-0.17
CCDC83	-2.0066
ITGA1	0.182
EPHA5	-1.8017
FAM24B	-1.02816666666667
TSGA10	1.40075
HAL	-1.9845
MYOT	-0.01775
SPACA3	0.113
BCL2L2	-0.0616666666666667
CUGBP2	-0.704333333333333
CCNB3	1.1505
RNF113B	-0.4725
MERTK	-0.891
BAG1	-0.408
VPS36	-1.12375
ORMDL3	1.3954
C1orf190	2.22375
ZNF625	-0.53675
CORO2B	-1.09375
ALOX15	-0.1655
CST1	1.8515
NUPR1	2.73533333333333
CCL7	-0.61475
SMCR5	-2.564
DSC2	0.7635
RBMS2	0.40375
GRIK4	0.861
TRIM65	-0.1388
TMPRSS6	2.17685714285714
TP53INP2	-0.94825
GLB1L	1.52483333333333
LOC388284	0.311
PUS1	-0.663642857142857
BCL9L	-0.8
OLFM1	1.31441666666667
RET	2.818875
MASTL	-2.2385
ALX3	-0.46225
IL1RL1	0.058
ZNF765	-0.8152
C14orf138	-1.3965
SNX10	2.1945
TAC4	0.3665
C1orf64	3.647125
POGK	0.165
MAPK9	-1.93175
ZNF366	2.11825
C8orf79	1.9317
CLDN7	1.13925
OR5AT1	0.4135
TRIM37	-1.73025
LRRC25	1.8895
GRHL2	3.3348
TEKT3	0.68125
LASS5	-1.3265
ABCC4	-1.8175
DLG3	1.0405
VGLL1	0.7645
ZFP36L2	2.34633333333333
MFRP	-0.029
KIAA1799	0.562
FLJ44379	-1.13
PCNX	-0.2285
ANXA9	3.029
CYP4V2	0.2731
PIK3C2A	-0.92525
SRR	-0.6855
NOL3	0.5495
IFITM2	1.4855
ARNTL2	-3.012
ZNF595	-0.09525
NLRP13	0.579
ASPH	0.1595
CPA2	-0.544
PVRIG	-0.936166666666666
LEPR	-0.3085
C16orf42	-0.299166666666667
SH3BGRL	2.4955
FAM77D	-0.9265
FNDC7	0.7455
C9orf6	-1.1555
NOTCH2NL	0.611
PGBD1	-0.449333333333333
SYNGR2	0.305666666666667
PITPNA	-1.1646875
PRPF4B	-1.7759
SLC43A3	-1.68392857142857
NRBP1	-0.68575
SLC25A22	0.50625
ILK	-0.768125
SLC22A8	1.0155
MRPS7	-0.087
PITX2	-3.54125
FABP3	-1.605
OR1L1	0.0735
LOC728215	-0.813125
BLID	-1.4465
KIAA1217	2.37847058823529
TFPT	1.0505
AP4B1	-0.29475
VBP1	-2.27425
OR1K1	0.759
MORC3	-0.62725
BHMT2	-1.41116666666667
C3orf10	-0.650625
FZD7	1.57383333333333
WFDC10A	0.385
PMS2CL	0.23325
CCDC32	0.679166666666667
FA2H	1.36425
ALG13	0.342
TTLL7	-0.0418
SPOCK3	0.00849999999999999
SLC13A2	0.9935
AIM1	0.864
GPRC6A	0.8605
EGR2	4.68075
MED11	-0.22625
WWC1	2.927
SH3GL3	-2.7815
RIF1	-0.366
PRLH	0.2765
VLDLR	-2.609
DBT	0.014625
C21orf63	0.13475
CGGBP1	-0.338
KRTAP12-2	0.059
TADA3L	0.166
ZBTB16	3.0445
PDGFB	2.58325
RFX1	0.150125
UQCRB	0.5714
LOC133874	2.1995
HPS3	-1.9155
LGALS3BP	1.962
DKFZP564O0823	1.68764285714286
MRFAP1L1	0.27
HOXA10	-1.527
NGB	-0.033
KIF21A	1.80507692307692
IFLTD1	-0.439
LZTS1	0.25825
ARHGEF3	0.84175
RHBDL3	1.5205
CSNK1G2	0.515
ChGn	-1.725
KIAA1244	1.16083333333333
GABRB2	0.3535
MGC72080	-1.353
CD27	4.0015
EGLN1	-1.9538
PEX13	-0.2945
RWDD3	0.1485
RNF12	-0.795666666666667
GRIN2B	0.695
ADAMTS14	-0.7565
DYDC2	-0.0155
ATP6AP1	1.1181
NR1H2	0.0958333333333334
PDK2	0.62175
C3orf17	-0.737
SLC38A2	-0.451214285714286
SLC25A29	-0.369166666666667
C15orf29	-0.205625
ADAM9	-1.6625
TMUB2	0.15125
GPR176	-0.5485
AGK	-0.355428571428571
MCCD1	2.40975
NDUFA4	0.20325
TMEM146	-0.16
DUSP1	1.17825
UNQ6975	0.2125
EMX2OS	2.627
INSM2	0.0733333333333333
LUZP4	-0.718333333333333
SETD6	0.0075
P2RY2	4.0765
SLC45A2	-1.055
RABGAP1	0.435166666666667
UBXD5	0.844875
GPRC5A	0.245
PAK3	1.761
LOC63920	-0.924
TGFBR1	-0.706666666666667
KRTAP6-3	0.47375
SFMBT2	-0.3775
CDC42	0.111625
C11orf35	0.93
TTLL2	-0.106333333333333
UACA	0.775083333333333
CD97	-1.3888
SETD5	-0.603625
NINJ2	-1.9495
PTER	0.274
POMGNT1	1.23875
KRTAP4-2	-0.668
ECGF1	2.465875
HRB	-1.68036363636364
ATP1B2	0.2243
LOC400506	-0.0105
COL4A3BP	2.1145
C6orf97	-0.005
GRHPR	-0.188625
TAS2R1	0.582
SEMA7A	-0.8245
EDF1	0.789
ODF2L	-0.292333333333333
PCID2	-1.11333333333333
GTF2H4	-1.95416666666667
ZCCHC3	-0.7345
CGB2	1.27383333333333
NEUROD1	0.497333333333333
C20orf75	-0.022
RP5-1054A22.3	1.76716666666667
IFNA5	-0.388
ZNF134	-0.331833333333333
MGC119295	-0.94
ZSWIM6	0.482625
SMEK1	0.085
PCGF2	1.048625
C1orf102	3.08325
CYP2A13	0.7265
KCNH6	1.212
MDM1	-0.2115
ALDH7A1	-0.2015
C9orf75	-0.141
VDAC3	-0.855125
OR51T1	0.5265
EIF3F	-1.95633333333333
KCNJ10	-0.272
LENG8	0.2915
EDEM2	-0.179916666666667
CCNJL	-0.656166666666667
DHX37	-0.194
CRYGN	0.554
AATF	-0.13775
ZNF630	1.325125
E2F5	-1.324
WFDC13	-0.0545
FTSJ3	-0.0475
C4orf33	-0.2175
LHFPL4	-2.473
C19orf56	-0.32225
SMAD4	-0.94425
AFM	0.418
G0S2	0.33275
FCHSD2	0.0967000000000001
RRP1B	-0.5218
EEF1B2	-1.398
STAT6	-0.359333333333333
ZNF195	-0.648
GNL1	-0.6815
ZNRF2	1.57583333333333
PER3	-0.82925
ASB16	0.577
C10orf10	1.56607142857143
ADCY8	-1.50366666666667
C9orf58	-0.2535
ARMC10	-0.537666666666667
PSG1	-1.6485
DHX34	-0.31225
VARS2	0.683
NFIC	1.452
ITPR2	-0.09
AGXT2	0.378666666666667
OR6K3	0.302
H2AFZ	-1.37108333333333
MLLT3	0.235166666666667
COX4I2	2.221
CCNT2	-1.052625
PLK4	-2.195875
NUMBL	-0.154666666666667
MED16	0.516
PLEKHQ1	0.5905
GOSR1	1.08611111111111
BTG4	-0.2085
RPL30	0.529333333333333
IGSF5	-0.09225
IGFL2	1.16533333333333
ELMOD2	0.0783333333333333
SHC3	-1.3475
HAVCR1	-0.427
DYNC2H1	0.33275
RNF5	-0.592333333333333
C2orf7	0.04575
NLF1	2.429
KLHL25	1.27525
LRP10	0.3968
KRI1	0.34925
PUS7L	-1.1485
MGMT	0.01125
HOXD1	-1.05133333333333
CSH1	0.0958
ATG16L2	0.223
FLJ44635	-0.7185
CHODL	0.10325
EXOSC8	-2.97025
SLC28A1	-0.0885
MYO7B	-0.683666666666667
SEH1L	-0.888
MTNR1A	0.0756666666666667
TSPAN5	1.667
CDC45L	-2.71866666666667
AMIGO1	-0.465
ATAD3A	0.09725
OSGIN2	0.305166666666667
PDIK1L	0.449666666666667
DARC	3.18025
PIPSL	0.424
SHMT1	-0.59725
CRISP3	0.797
POPDC2	2.47066666666667
ZRANB2	-0.591166666666667
FBXL8	1.7345
TRIP13	-1.64518181818182
EIF5AL1	-0.9015
POU5F1P3	-4.62966666666667
IL6	-1.02916666666667
CXorf38	-0.201666666666667
IFNA16	0.417
FBXL2	1.5655
BRD1	0.0785
STATH	0.1355
FBXO44	2.596
MCCC2	-1.27075
CDC2	-2.0938
C5orf23	-0.3905
IVD	-0.281666666666667
C10orf122	-0.7115
MSL3L1	-0.2361
MVP	0.742
EPOR	-0.4475
ZMYM1	-0.791666666666667
BCL7C	1.066
PSTPIP2	-0.2183
LYPD1	-0.17275
OR8G5	-0.6165
ZP3	0.0055
BCAS4	2.22575
EDG6	2.5895
ISY1	-0.98875
PRAMEF2	-0.93675
CUL1	-0.706125
RNF213	1.3533
CCRK	1.97775
DHX9	-0.93175
C13orf29	3.11
NCKAP1	1.04616666666667
MRPL43	0.638
XPR1	-0.01975
PKN2	1.2714
PODNL1	0.54
ZNF333	-0.2795
DALRD3	-0.581
OPN1SW	0.4
BTBD6	0.0135
C11orf82	-2.865
OR5P3	-0.3335
DUSP11	-0.5525
L1CAM	-0.9355
NEK11	1.251
OR7E91P	2.797
CNTN3	1.3424
CREB3L2	0.0265
ZBTB37	0.95
KIAA1324L	1.147
NDUFB10	0.524166666666667
NUDT2	-0.16675
GTPBP8	-0.23325
CACNA1D	0.577625
PRKAA2	-0.949833333333333
PRDM8	0.31
MGC16075	-0.559
KRT14	1.04114285714286
PP8961	1.259
MRPL18	-0.55325
ABCG2	-2.68325
PACRG	2.0575
BBS2	0.47625
KREMEN2	-2.073
FBXO21	0.58125
HNRPUL1	0.2505
GRB10	0.14125
CLSTN1	1.593875
LMAN2	-0.6081
C17orf61	-0.11725
NIPSNAP3A	-0.47075
INSIG2	-2.51933333333333
PCDHB7	0.233833333333333
STXBP2	0.88425
CMAH	-0.257833333333333
SEMA5B	0.5015
ZNF155	-0.1435
COQ6	-1.0855
PRPF4	-0.47375
TSPAN15	2.5597
VN1R5	-0.258
LATS2	0.48075
SELK	0.30125
PGK2	0.2395
MS4A1	0.083
TYW3	-0.0852
KRTAP5-1	2.06575
RCCD1	-0.739
BTN1A1	-0.255
DDX28	0.01025
TMEM65	0.62625
LOC92345	0.35975
TTC31	-0.361
WDR46	-1.04316666666667
CHP2	-1.07433333333333
LSP1	0.62325
ZNF542	-0.46975
EXOSC1	-0.89
ARHGAP18	0.146166666666667
LRRTM4	-0.467857142857143
MAOB	3.47183333333333
CACNB4	-0.93025
MGC33846	1.526
RANBP3L	-0.1765
ATP5L	-0.455125
ONECUT1	-2.98
NUDT9	0.78
TMEM149	0.775
STX17	1.03525
IGSF10	-3.41575
TMPRSS9	-0.1615
BMPR2	0.609
ALLC	-0.34875
KLF7	0.916875
GCC1	0.3464
TIMM9	-0.4075
CDO1	0.432
MGC10701	-1.13566666666667
IFI6	4.05483333333333
FRMD8	0.94375
MGAT2	-0.05075
WBP5	-0.582
CNIH2	1.248
KIAA0907	-1.3929
KCNH8	0.424
CTSG	-2.871
GRIK1	-0.122666666666667
CUL5	0.756125
FRMD1	0.558
OR9A4	0.6825
SYT6	-1.154625
FOXD4L2	-0.51575
ANAPC2	0.131666666666667
OPN5	0.741
TAF13	0.1765
LYG2	-0.7055
GGNBP1	0.395
C11orf40	0.191
OTX2	-1.026
REG4	0.2446
EIF5	-1.1865
PALB2	-0.93725
SEPSECS	-0.7424
RNASE3	-0.2515
TRIM49	-1.0105
POLR2K	0.9976
GPR42	0.2945
C8B	-2.63425
SASS6	-0.44325
PREB	0.000833333333333316
OR3A3	0.2665
TUBA8	1.305625
IGLV2-14	-3.49475
STIL	-2.35375
ANKFN1	-1.11433333333333
NME7	-1.1205
HOXC12	1.96075
UBE2C	0.78025
FHOD1	-0.644
CDK2AP1	0.838583333333333
OR6K2	0.8995
DHPS	0.2145
RPL5	-1.407
TRGV5	0.6555
LOC541472	0.850375
HCCS	-0.9279
DENND1B	0.214
LHX3	-0.0905
OR5D16	0.5
CXorf57	-1.3435
IRF2BP1	1.935
NDST2	1.06433333333333
LCE3D	0.662
BOLL	0.132375
SYT3	-0.194
PIH1D2	-0.03275
C20orf7	-0.955166666666667
IL1R2	-0.1965
SLAMF9	1.0605
PPME1	0.837875
PIK3CA	-0.01325
TRAPPC1	0.50275
COLEC10	-1.52925
SLC9A6	-0.67
PDDC1	-0.00591666666666663
CCDC53	0.94375
GK3P	-1.44825
DAZL	-0.284333333333333
BRI3	-0.173
SDK1	-0.2345
CYP2C18	0.142
IFI44L	2.83075
RPL3L	0.2405
FUT9	-1.21066666666667
KIFC2	1.20083333333333
PMP2	0.131
SLC4A9	0.334
PLAG1	-2.30216666666667
MYCBP2	1.30066666666667
OR4E2	0.3515
CCDC65	0.405
C16orf82	0.137125
ENTPD4	-0.14475
BRP44L	-0.56275
PMP22CD	-0.1415
TMCO4	1.54183333333333
KCNN1	-0.396333333333333
WDR35	-0.551
CCDC80	1.177125
C3orf31	-1.54425
SLC7A9	-0.37325
TMEM190	-0.1095
DBC1	-0.149666666666667
FADS3	-0.6085
PDZD8	-0.0246666666666667
GRM5	0.274375
AZGP1	4.0487
PEX3	-0.467
MED1	0.0786428571428571
ATG4C	-1.6045
HNRPH3	-0.930375
FAM109B	1.83275
C4orf17	-0.3725
CA10	0.00666666666666667
OPRD1	0.273
CCL16	-0.73525
SACM1L	-1.83175
CST6	6.35875
CD63	1.0101875
LGI1	-1.92766666666667
ZNF784	1.3135
CRYBB1	-2.0755
CX3CL1	2.6783
TOP2A	-1.948375
GYPB	-1.9945
GADD45GIP1	1.144
FEN1	-1.784625
IGF1R	1.9836875
WDR72	-1.173
PURG	0.625166666666667
DEFB126	0.515333333333333
PKD1L1	-0.012
CAV1	-1.7902
GNPDA2	-0.00709999999999999
DGAT2	0.170875
NLGN1	-2.67725
STRBP	0.00912500000000001
HPRT1	-0.5945
FANCI	-0.25975
PSMA7	1.835375
DBF4B	-0.362
TTF1	-0.809
RAD54L	-2.20725
ELOF1	-0.50425
PLAGL2	0.0995
ZNF256	0.26875
HMGCL	0.00975000000000001
MSI2	0.342833333333333
RPESP	0.620833333333333
C11orf60	-0.04775
ABCD1	1.0495
ACAA1	-0.332
SPARCL1	5.02335714285714
IL6ST	1.2429
ZNF319	1.0545
TMEM109	-0.6438
FAM90A1	0.178833333333333
IL22RA1	1.6265
ATP4B	0.161
TEC	-1.6162
C7orf30	-0.66225
TXNDC2	-0.0638333333333333
ABCB4	-0.863333333333333
KIAA1191	1.13
C9orf38	0.0855
SFTPB	0.15625
CNTNAP2	-0.654
FRK	-1.8935
TBX19	-0.324
CHD4	-0.5355
C6orf26	-1.30366666666667
MOSC2	2.1175
IKBKE	-0.3055
HIF1A	-2.43733333333333
LOC595101	-0.9875
RELA	0.222833333333333
TMEM16B	1.04616666666667
ABHD12B	3.144
TSEN34	0.2595
KIF18A	-2.29025
TXNDC9	-1.31833333333333
SPATA2L	1.257
SEMA4G	0.063
C21orf91	-0.580125
MATN1	-0.0725
KCNIP4	-0.104833333333333
TUSC1	2.3995
OR4C15	0.346333333333333
ARMCX6	0.11025
WBSCR27	0.969
OR52I2	-1.145
KIAA1604	-0.47925
DYNC1I1	-1.69325
PPP4C	-0.28725
SLC47A2	-1.18383333333333
TREH	0.199375
CD48	1.48766666666667
ST14	1.01583333333333
PKN1	-0.5475
SPON2	0.8365
XBP1	2.067
SFRS12	-1.36816666666667
EFCAB6	2.42725
SELT	-1.12975
SLC39A2	1.232
ERF	-0.595833333333333
ARL3	0.257375
SURF6	-1.0735
MLLT10	-0.662761904761905
FLJ11171	-0.850833333333333
TDGF1	-4.52383333333333
ERCC6	-1.158
EIF2AK4	1.12775
BAZ1A	-0.210333333333333
LRRN3	0.403833333333333
TMC3	0.219
EFTUD1	-0.20125
PTPRO	-0.0166666666666667
CLEC12A	-0.0465714285714286
ACBD4	0.90925
ZDHHC14	-0.27625
OTUD7B	1.213
ACTB	0.96725
MSRA	0.079125
LCE5A	2.141
IFI35	0.83075
BSCL2	1.23883333333333
ANKRD12	0.5005
CFHR2	0.4725
RGAG1	-0.288833333333333
HSFY1	0.005
SLC30A5	-0.1505
IMPG1	0.2075
GPR109A	0.9205
ZNF185	0.56925
IYD	0.722
NPCDR1	1.372
SERPINA13	0.0465
HMGCLL1	-0.418
NEUROG1	2.049
UBQLN1	-0.1834375
LIN37	1.489
SOCS2	-2.076625
DSCR4	-1.51985714285714
XKR6	1.013
GPR142	0.7985
KRTAP13-3	0.638
CCDC15	-1.06566666666667
MOS	0.019
CD1E	-0.957
OFCC1	0.2194
FAM83D	-3.05875
SRFBP1	-0.55925
C9orf96	0.18
DHDH	0.65975
CCDC90A	0.022
RABL3	0.34035
CD320	-1.4205
ANGEL2	-0.203416666666667
MRPL21	0.19325
SMG6	0.701333333333333
INSR	1.443625
FLJ14816	-0.6125
GLRB	-1.22166666666667
C9orf89	1.50325
CIZ1	-0.424375
URG4	-0.253166666666667
LRDD	-1.08783333333333
CBY1	-0.0868333333333333
NFX1	0.125
MTERFD2	-0.965785714285714
C19orf23	0.597
PGC	-2.240875
IER3IP1	0.0186
RASAL2	0.570583333333333
C1orf89	-1.342
SYNJ1	-1.18175
NFKBIE	0.95975
FLJ40125	0.685333333333333
TCEB2	0.4931
NOG	-1.1495
POLR2J2	0.249
HLA-B	2.9635
PCDHA1	0.8065
PPP2R2B	-0.96775
ARHGEF17	0.763166666666667
TCF7L2	1.00028571428571
CHD5	-0.311666666666667
ZNF431	-0.76675
TBC1D25	-0.488
ZNF800	0.48275
SCUBE2	3.18127272727273
MYCBP	-1.0305
GPX5	0.3045
C6orf129	0.327166666666667
QSER1	-1.31383333333333
ULK2	2.15175
PIGO	-0.451833333333333
NRCAM	-1.06714285714286
SLC35E3	0.22825
CSRP2	-1.89225
HYPE	2.02925
MAPK15	0.281666666666667
MGC14327	-0.1205
TIMM13	-0.0351666666666667
ZNF462	0.2255
GBA3	-0.156
TEX13A	-0.104
MCM6	-1.33444444444444
MTRF1	-1.58675
ABCA7	-0.90225
EIF4A2	-1.3695
ZC3H10	0.2015
RPGR	0.390333333333333
C20orf94	1.9255
RP1L1	0.17375
GPR125	-0.49925
USP22	-0.546785714285714
OR1L4	-0.031
MLZE	-0.191
FLJ32065	1.025
PTCD1	0.15775
CRTAC1	0.757
BXDC2	-2.35675
C18orf1	2.391
FAM107A	1.62971428571429
EFNA3	-0.70075
P18SRP	-0.3306
CAMKK2	1.10983333333333
KIAA0649	-0.54675
NES	0.22
HS6ST3	2.121
PON2	-1.69975
TCP11L2	-1.11225
CLEC4A	0.96725
PRR12	1.107
MLXIPL	-0.5917
C2orf50	0.322
ZNF28	-0.63625
ENC1	-0.449833333333333
MAP2K1	-0.95175
FKSG2	0.05575
KIAA0430	0.39775
PTP4A1	-1.87927777777778
GPR156	2.1335
GTF3C6	-0.548
UBR2	0.3631
LOC388272	-1.78
MAK	-0.289166666666667
ACOT4	2.215
STC2	-0.292083333333333
PIGW	-1.469875
SAE1	-0.485
COL6A1	0.847772727272727
OAZ1	-0.129
STMN4	4.87283333333333
EDG3	0.435833333333333
SGCE	-1.18783333333333
IL11	-2.02833333333333
PRSS8	1.498125
YIPF5	-0.425
WNT4	5.062125
CSN2	-0.265666666666667
TCF7	-2.01625
TDO2	0.8025
SAMD9	0.9665
S100A7A	0.541
MMRN1	0.8995
GKAP1	0.073
AKR1C3	-1.364375
RNF19A	1.101
GMDS	-1.037
YKT6	-0.738375
SPARC	0.3744
C12orf31	-0.784
UBE2V2	-1.70316666666667
FBXL18	0.274166666666667
KIAA0460	1.6495
ADAM22	-0.532625
SERPINC1	-4.48375
KCTD21	-0.431
MYOHD1	-1.289
