Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
NGFB	0.195
C1orf63	-0.8502
KRTAP7-1	-0.2795
PERLD1	3.82425
NPB	1.157
C17orf59	0.7578
HSPBAP1	-0.89225
SLC15A4	0.324
PRTFDC1	-0.18475
OSMR	-0.995428571428571
CYSLTR2	-0.092
C19orf25	0.3057
KIAA1797	-0.32
NLRP6	0.024
FAM105B	0.03
SCRN2	-0.0015
LRRC58	-0.6325
RNF17	0.124
NEIL3	-1.344
FAM137A	-1.156
SKP2	-2.877
PARVA	0.647666666666667
PKLR	-1.7815
RNF34	0.95675
A3GALT2	-0.062
C12orf50	0.1175
SUNC1	-1.595
FAM102B	0.676666666666667
CCT2	-0.29825
LRRC37A2	-0.4815
ARF4	0.6155
SIKE	-0.367625
C8orf48	1.1705
MBTPS1	0.742857142857143
GPSN2	-0.192
NCF2	3.61775
SLC12A6	-0.0391666666666667
MRPL48	-0.57925
HMGN3	-0.836
LRRC62	-0.182
PAX9	0.981875
FAM55A	-0.3565
C20orf42	-3.14083333333333
SCML2	-1.08033333333333
BCL9	-0.0755
FAM40A	-0.2195
C9orf41	0.0045
ZNF774	-0.243
LETM1	0.04025
PLXNB1	0.568
NIPSNAP1	0.64375
USP10	-0.06675
F9	-0.0575
LIPE	2.3495
CNGB3	-0.369
C12orf52	0.28475
PI4K2A	0.253125
MED8	0.0585
STAT4	2.0173
FGD4	0.589833333333333
RNF145	-2.05366666666667
WDR32	2.1736
CLDN2	0.109166666666667
TCEAL8	0.5615
ZMYND8	0.4069
PDXK	-0.2458125
GATAD2A	-0.668
PTGES3	-0.3315
CCM2	-0.39125
TAP1	2.401875
ZNF670	-0.18375
ETS2	-0.365785714285714
C6orf166	0.171833333333333
PRMT2	-0.00921428571428567
OR4B1	0.3765
INTS8	-0.7595
CCDC102A	-0.22075
CCDC83	-0.582333333333333
ITGA1	-0.0276
EPHA5	-1.5935
FAM24B	-1.02166666666667
TSGA10	2.3985
HAL	-1.34683333333333
MYOT	-0.13625
SPACA3	-0.0085
BCL2L2	0.288166666666667
CUGBP2	0.111
CCNB3	-0.6425
RNF113B	0.36875
MERTK	0.168
BAG1	2.07225
VPS36	0.44925
ORMDL3	2.7417
C1orf190	-0.21575
ZNF625	-0.25725
CORO2B	-1.343
ALOX15	-0.6455
CST1	-0.0595
NUPR1	0.718
CCL7	1.86725
SMCR5	-2.358
DSC2	2.049
RBMS2	0.18725
GRIK4	0.6405
TRIM65	0.4509
TMPRSS6	-0.451857142857143
TP53INP2	0.257
GLB1L	0.0536666666666667
LOC388284	0.386166666666667
PUS1	-0.363785714285714
BCL9L	0.7145
OLFM1	0.527416666666667
RET	3.568625
MASTL	-0.952
ALX3	-0.08675
IL1RL1	0.0756666666666667
ZNF765	0.2046
C14orf138	-0.7675
SNX10	0.309333333333333
TAC4	0.1305
C1orf64	4.194625
POGK	-0.113625
MAPK9	0.5975
ZNF366	2.94225
C8orf79	0.1671
CLDN7	3.232375
OR5AT1	0.4455
TRIM37	1.2715
LRRC25	2.7445
GRHL2	2.5656
TEKT3	0.08225
LASS5	0.180166666666667
ABCC4	-0.915583333333333
DLG3	1.080125
VGLL1	0.455875
ZFP36L2	0.872833333333333
MFRP	0.212666666666667
KIAA1799	-0.4715
FLJ44379	0.8435
PCNX	-0.01775
ANXA9	3.1905
CYP4V2	-0.3749
PIK3C2A	0.23275
SRR	0.5935
NOL3	0.34725
IFITM2	2.099
ARNTL2	-1.0415
ZNF595	0.6235
NLRP13	0.4635
ASPH	-0.5675
CPA2	0.0695
PVRIG	0.0213333333333333
LEPR	-0.679666666666667
C16orf42	0.243333333333333
SH3BGRL	0.162
FAM77D	-0.6165
FNDC7	0.1875
C9orf6	-0.0113333333333333
NOTCH2NL	0.698333333333333
PGBD1	-0.188833333333333
SYNGR2	3.179
PITPNA	0.2041875
PRPF4B	-0.2363
SLC43A3	-1.76164285714286
NRBP1	0.27025
SLC25A22	0.599
ILK	0.178625
SLC22A8	0.390833333333333
MRPS7	0.885
PITX2	-0.76625
FABP3	0.121
OR1L1	0.0225
LOC728215	-0.819625
BLID	-1.6105
KIAA1217	1.99164705882353
TFPT	1.307
AP4B1	-0.79225
VBP1	-0.8765
OR1K1	0.33
MORC3	0.0625
BHMT2	-0.255
C3orf10	0.38025
FZD7	-0.0905
WFDC10A	-0.198
PMS2CL	-0.44725
CCDC32	1.00583333333333
FA2H	0.9965
ALG13	-0.3205
TTLL7	0.4067
SPOCK3	0.614
SLC13A2	0.957
AIM1	0.68975
GPRC6A	0.51
EGR2	4.687
MED11	0.99075
WWC1	1.7535
SH3GL3	-3.282
RIF1	-0.397142857142857
PRLH	0.046
VLDLR	-1.908
DBT	0.0245625
C21orf63	1.19375
CGGBP1	-0.418375
KRTAP12-2	0.1285
TADA3L	-0.169625
ZBTB16	0.61875
PDGFB	2.812125
RFX1	0.07925
UQCRB	-0.403
LOC133874	-0.063
HPS3	-2.74125
LGALS3BP	2.3238
DKFZP564O0823	3.42007142857143
MRFAP1L1	0.782875
HOXA10	0.0546666666666667
NGB	-0.024
KIF21A	-0.395692307692308
IFLTD1	0.3125
LZTS1	-0.654
ARHGEF3	0.63875
RHBDL3	0.1955
CSNK1G2	-0.48625
ChGn	-1.045375
KIAA1244	1.7875
GABRB2	-0.0545
MGC72080	0.472
CD27	3.7895
EGLN1	-2.0178
PEX13	0.849
RWDD3	-0.7755
RNF12	-0.154833333333333
GRIN2B	-0.325
ADAMTS14	-0.62825
DYDC2	-0.134666666666667
ATP6AP1	1.0718
NR1H2	0.239
PDK2	0.65025
C3orf17	-0.499666666666667
SLC38A2	-0.144071428571429
SLC25A29	0.4545
C15orf29	0.0305
ADAM9	-0.689
TMUB2	0.229125
GPR176	-0.41225
AGK	-0.626375
MCCD1	2.48975
NDUFA4	-0.30625
TMEM146	-0.24225
DUSP1	2.136125
UNQ6975	0.732
EMX2OS	3.208
INSM2	0.528
LUZP4	-0.366
SETD6	0.01125
P2RY2	3.303
SLC45A2	-1.155
RABGAP1	0.194833333333333
UBXD5	0.061625
GPRC5A	0.6528
PAK3	0.253
LOC63920	-0.63575
TGFBR1	0.84
KRTAP6-3	0.30875
SFMBT2	-0.274
CDC42	0.24275
C11orf35	0.8585
TTLL2	0.334
UACA	0.0423333333333334
CD97	-0.9046
SETD5	-0.159375
NINJ2	-0.80775
PTER	-0.296833333333333
POMGNT1	0.173
KRTAP4-2	0.4775
ECGF1	2.64775
HRB	-0.135636363636364
ATP1B2	-0.2495
LOC400506	-0.3295
COL4A3BP	0.54875
C6orf97	1.00175
GRHPR	0.534875
TAS2R1	-0.337
SEMA7A	0.09925
EDF1	0.437
ODF2L	-0.1035
PCID2	-0.611666666666667
GTF2H4	-0.800333333333333
ZCCHC3	-0.446875
CGB2	-0.08
NEUROD1	-0.1385
C20orf75	0.0485
RP5-1054A22.3	1.7495
IFNA5	-0.186
ZNF134	0.165333333333333
MGC119295	-0.9654
ZSWIM6	0.00612500000000001
SMEK1	0.0346666666666667
PCGF2	2.463375
C1orf102	1.263
CYP2A13	0.513
KCNH6	-0.9028
MDM1	0.4488
ALDH7A1	0.4595
C9orf75	0.42075
VDAC3	-0.4985
OR51T1	0.349
EIF3F	-0.7215
KCNJ10	-0.096375
LENG8	0.13
EDEM2	0.0864166666666667
CCNJL	-1.6625
DHX37	-0.3335
CRYGN	0.6475
AATF	-0.462375
ZNF630	0.5215
E2F5	-0.1775
WFDC13	-0.06175
FTSJ3	1.5005
C4orf33	0.20925
LHFPL4	-2.8165
C19orf56	-0.6985
SMAD4	0.3215
AFM	0.0861666666666667
G0S2	0.0585
FCHSD2	0.2989
RRP1B	-1.0904
EEF1B2	-0.915333333333333
STAT6	1.01116666666667
ZNF195	-0.3755
GNL1	-0.706666666666667
ZNRF2	1.23566666666667
PER3	0.347125
ASB16	0.23625
C10orf10	1.99785714285714
ADCY8	-2.09033333333333
C9orf58	0.382333333333333
ARMC10	-0.477333333333333
PSG1	0.743
DHX34	0.02525
VARS2	0.150375
NFIC	0.34775
ITPR2	-0.705
AGXT2	0.335333333333333
OR6K3	0.061
H2AFZ	0.1025
MLLT3	-0.141333333333333
COX4I2	1.71525
CCNT2	0.180875
PLK4	-0.750125
NUMBL	-0.783666666666667
MED16	0.2055
PLEKHQ1	0.92325
GOSR1	0.524444444444444
BTG4	-0.19
RPL30	-0.199666666666667
IGSF5	-0.27125
IGFL2	0.789166666666667
ELMOD2	1.0705
SHC3	-2.29483333333333
HAVCR1	-0.32
DYNC2H1	-0.885875
RNF5	-0.156
C2orf7	-0.6525
NLF1	0.654
KLHL25	0.572
LRP10	1.8505
KRI1	-0.48475
PUS7L	0.027
MGMT	1.067
HOXD1	0.700833333333333
CSH1	0.2656
ATG16L2	-0.16825
FLJ44635	0.042
CHODL	-0.688
EXOSC8	-1.04725
SLC28A1	-0.47025
MYO7B	-0.682666666666667
SEH1L	-0.7097
MTNR1A	0.1025
TSPAN5	0.916833333333333
CDC45L	-1.53016666666667
AMIGO1	0.61
ATAD3A	-0.406875
OSGIN2	0.112666666666667
PDIK1L	0.574
DARC	3.5735
PIPSL	-0.079
SHMT1	0.41725
CRISP3	0.024
POPDC2	2.324
ZRANB2	-0.937166666666667
FBXL8	0.685
TRIP13	-1.16836363636364
EIF5AL1	-0.2905
POU5F1P3	-4.67816666666667
IL6	0.0156666666666667
CXorf38	-0.448333333333333
IFNA16	-0.134
FBXL2	1.027
BRD1	0.63425
STATH	0.029
FBXO44	0.224666666666667
MCCC2	1.492
CDC2	-0.5317
C5orf23	-0.48725
IVD	1.25083333333333
C10orf122	-0.57075
MSL3L1	-0.4307
MVP	0.75375
EPOR	-0.5138
ZMYM1	-0.635333333333333
BCL7C	0.144166666666667
PSTPIP2	0.9491
LYPD1	-1.5775
OR8G5	0.4935
ZP3	-1.032
BCAS4	2.31766666666667
EDG6	3.0435
ISY1	-0.22925
PRAMEF2	-0.65075
CUL1	-0.2935
RNF213	2.0226
CCRK	1.335
DHX9	-0.16075
C13orf29	-0.84075
NCKAP1	0.495666666666667
MRPL43	0.4725
XPR1	-0.3445
PKN2	0.4037
PODNL1	-0.1315
ZNF333	-0.185125
DALRD3	1.606
OPN1SW	-0.1835
BTBD6	0.8355
C11orf82	-1.419
OR5P3	0.067
DUSP11	0.22975
L1CAM	-1.0485
NEK11	1.65866666666667
OR7E91P	0.697
CNTN3	1.9836
CREB3L2	0.2495
ZBTB37	-0.3045
KIAA1324L	0.30125
NDUFB10	0.353
NUDT2	-0.063
GTPBP8	-0.62325
CACNA1D	1.49825
PRKAA2	-0.6655
PRDM8	-0.165
MGC16075	-0.948
KRT14	-0.766714285714286
PP8961	0.402875
MRPL18	-0.25425
ABCG2	-2.21075
PACRG	0.6115
BBS2	0.21425
KREMEN2	-0.3185
FBXO21	0.796
HNRPUL1	0.466916666666667
GRB10	-1.303
CLSTN1	0.518125
LMAN2	0.5507
C17orf61	0.045
NIPSNAP3A	0.557
INSIG2	-0.911333333333333
PCDHB7	-0.2065
STXBP2	0.622125
CMAH	0.569666666666667
SEMA5B	-0.35775
ZNF155	0.538833333333333
COQ6	0.5935
PRPF4	-0.39675
TSPAN15	1.5303
VN1R5	0.18175
LATS2	0.39225
SELK	0.76175
PGK2	0.71275
MS4A1	1.901
TYW3	-1.0638
KRTAP5-1	0.6645
RCCD1	-1.0765
BTN1A1	0.238
DDX28	0.13425
TMEM65	-0.225625
LOC92345	-0.10675
TTC31	0.20975
WDR46	-0.712333333333333
CHP2	-1.028
LSP1	0.8685
ZNF542	-1.17575
EXOSC1	0.0115
ARHGAP18	0.311333333333333
LRRTM4	-0.894625
MAOB	0.567
CACNB4	0.13525
MGC33846	0.3105
RANBP3L	-0.372125
ATP5L	-0.105375
ONECUT1	-3.02
NUDT9	0.04075
TMEM149	1.54
STX17	0.66725
IGSF10	-2.998
TMPRSS9	0.5965
BMPR2	0.907666666666667
ALLC	-0.10925
KLF7	1.12875
GCC1	0.3442
TIMM9	-0.87075
CDO1	0.0745
MGC10701	-1.503
IFI6	4.01216666666667
FRMD8	1.112
MGAT2	0.3055
WBP5	-0.9885
CNIH2	0.55825
KIAA0907	-1.333
KCNH8	0.407
CTSG	0.19175
GRIK1	-0.407333333333333
CUL5	0.71925
FRMD1	0.3425
OR9A4	0.412
SYT6	-1.753125
FOXD4L2	1.55075
ANAPC2	-0.0495
OPN5	-0.6545
TAF13	-0.469
LYG2	-0.51575
GGNBP1	0.039
C11orf40	0.4315
OTX2	-1.129
REG4	-0.0383333333333333
EIF5	-0.429
PALB2	-0.7705
SEPSECS	0.5749
RNASE3	-0.11925
TRIM49	-2.2675
POLR2K	0.6915
GPR42	0.2215
C8B	-2.53075
SASS6	-0.83
PREB	0.1145
OR3A3	0.244
TUBA8	0.771875
IGLV2-14	-0.617
STIL	-1.15525
ANKFN1	-0.978833333333333
NME7	-1.3325
HOXC12	2.4515
UBE2C	-0.014
FHOD1	-1.065625
CDK2AP1	0.230666666666667
OR6K2	0.42125
DHPS	0.0455
RPL5	-1.06308333333333
TRGV5	0.963
LOC541472	-0.01025
HCCS	-0.7639
DENND1B	1.0875
LHX3	0.592
OR5D16	0.296
CXorf57	-0.997333333333333
IRF2BP1	1.14825
NDST2	0.766
LCE3D	0.2365
BOLL	0.510375
SYT3	-1.052
PIH1D2	0.05325
C20orf7	-0.211666666666667
IL1R2	0.366666666666667
SLAMF9	0.152
PPME1	-0.29825
PIK3CA	-0.00174999999999999
TRAPPC1	0.718
COLEC10	-0.86475
SLC9A6	-0.679666666666667
PDDC1	-0.3495
CCDC53	0.472
GK3P	-1.31475
DAZL	-0.393
BRI3	-0.556
SDK1	-0.576375
CYP2C18	-0.03225
IFI44L	5.358125
RPL3L	0.36
FUT9	0.233833333333333
KIFC2	0.437166666666667
PMP2	-0.41575
SLC4A9	0.838
PLAG1	-2.02366666666667
MYCBP2	-0.0626666666666667
OR4E2	0.1685
CCDC65	0.60725
C16orf82	-0.170125
ENTPD4	-0.02725
BRP44L	-0.642375
PMP22CD	0.2725
TMCO4	0.818833333333333
KCNN1	-0.8255
WDR35	-0.53175
CCDC80	1.853125
C3orf31	-0.91975
SLC7A9	-1.3365
TMEM190	-0.8955
DBC1	-0.605333333333333
FADS3	-0.945166666666667
PDZD8	-0.541166666666667
GRM5	0.15125
AZGP1	0.1435
PEX3	-0.154
MED1	2.30907142857143
ATG4C	-1.0475
HNRPH3	-0.7625
FAM109B	2.66825
C4orf17	0.0825
CA10	0.545
OPRD1	-0.2305
CCL16	-1.313
SACM1L	-0.405
CST6	3.752
CD63	1.0345625
LGI1	-1.103
ZNF784	0.5765
CRYBB1	-0.7065
CX3CL1	0.50785
TOP2A	-1.497125
GYPB	-3.66166666666667
GADD45GIP1	-0.23575
FEN1	-0.519875
IGF1R	1.0814375
WDR72	-2.795
PURG	-1.00233333333333
DEFB126	-0.05175
PKD1L1	0.34425
CAV1	-1.7192
GNPDA2	0.6784
DGAT2	-0.749375
NLGN1	-3.774
STRBP	0.172125
HPRT1	-0.781333333333333
FANCI	-0.91225
PSMA7	0.73925
DBF4B	-0.758666666666667
TTF1	-0.5875
RAD54L	-1.7985
ELOF1	-0.136
PLAGL2	-0.683125
ZNF256	-0.3035
HMGCL	0.478
MSI2	0.826833333333333
RPESP	-3.20433333333333
C11orf60	0.8125
ABCD1	-0.0615
ACAA1	0.7479
SPARCL1	4.9295
IL6ST	-0.3949
ZNF319	-0.02775
TMEM109	0.2231
FAM90A1	-1.84616666666667
IL22RA1	-1.49
ATP4B	0.631
TEC	-0.308833333333333
C7orf30	-1.3685
TXNDC2	-0.254
ABCB4	0.26325
KIAA1191	0.262125
C9orf38	0.1445
SFTPB	0.38625
CNTNAP2	1.46183333333333
FRK	0.578
TBX19	-0.07825
CHD4	0.2475
C6orf26	-1.98616666666667
MOSC2	0.26825
IKBKE	0.5395
HIF1A	-0.903166666666667
LOC595101	-0.4215
RELA	0.265833333333333
TMEM16B	-1.20516666666667
ABHD12B	-2.31025
TSEN34	1.3385
KIF18A	-1.1525
TXNDC9	0.246333333333333
SPATA2L	0.4075
SEMA4G	-0.188
C21orf91	-0.600625
MATN1	0.1105
KCNIP4	0.196666666666667
TUSC1	2.280625
OR4C15	0.40175
ARMCX6	-0.026
WBSCR27	-1.375
OR52I2	0.635
KIAA1604	-0.82225
DYNC1I1	-1.707
PPP4C	0.2595
SLC47A2	-1.66983333333333
TREH	-0.15125
CD48	2.79716666666667
ST14	1.79633333333333
PKN1	-0.22525
SPON2	2.348
XBP1	2.9675
SFRS12	-0.445333333333333
EFCAB6	2.21025
SELT	0.39675
SLC39A2	-0.1015
ERF	-0.844166666666667
ARL3	0.266125
SURF6	-0.3028
MLLT10	-0.439238095238095
FLJ11171	0.453833333333333
TDGF1	-4.7015
ERCC6	-0.15425
EIF2AK4	-0.076
BAZ1A	1.0685
LRRN3	0.273666666666667
TMC3	-0.099
EFTUD1	-0.1475
PTPRO	0.976166666666667
CLEC12A	0.96825
ACBD4	0.263875
ZDHHC14	-1.041625
OTUD7B	0.350875
ACTB	0.5064375
MSRA	0.11625
LCE5A	1.054
IFI35	1.43825
BSCL2	0.779333333333333
ANKRD12	0.14275
CFHR2	0.326
RGAG1	0.5825
HSFY1	-0.323
SLC30A5	-0.230083333333333
IMPG1	-0.138
GPR109A	0.7065
ZNF185	0.7995
IYD	0.2825
NPCDR1	0.5775
SERPINA13	0.027
HMGCLL1	-0.088
NEUROG1	0.521333333333333
UBQLN1	0.2229375
LIN37	0.9515
SOCS2	0.048375
DSCR4	-1.309
XKR6	-1.6835
GPR142	0.4665
KRTAP13-3	0.676
CCDC15	-1.36783333333333
MOS	0.1885
CD1E	-0.616
OFCC1	-0.105333333333333
FAM83D	-0.62325
SRFBP1	-0.4675
C9orf96	-0.368
DHDH	-0.77475
CCDC90A	-0.5255
RABL3	0.37835
CD320	-1.56333333333333
ANGEL2	-0.454833333333333
MRPL21	-0.44
SMG6	0.930833333333333
INSR	0.7564375
FLJ14816	-0.8775
GLRB	0.3545
C9orf89	0.1035
CIZ1	-0.466
URG4	-0.316833333333333
LRDD	-0.819333333333333
CBY1	0.878833333333333
NFX1	0.524875
MTERFD2	0.358857142857143
C19orf23	0.911
PGC	-2.688875
IER3IP1	0.5829
RASAL2	0.431166666666667
C1orf89	0.2345
SYNJ1	-0.241875
NFKBIE	0.3525
FLJ40125	-0.559166666666667
TCEB2	-0.1503
NOG	-1.3725
POLR2J2	-0.5705
HLA-B	3.16475
PCDHA1	1.1705
PPP2R2B	-0.68625
ARHGEF17	0.385166666666667
TCF7L2	0.881285714285714
CHD5	1.3705
ZNF431	-0.637375
TBC1D25	-0.23775
ZNF800	-0.1115
SCUBE2	3.43981818181818
MYCBP	0.310666666666667
GPX5	0.1705
C6orf129	0.01
QSER1	-0.6035
ULK2	2.583
PIGO	1.4655
NRCAM	-0.0608571428571428
SLC35E3	0.685375
CSRP2	-1.8155
HYPE	0.75275
MAPK15	0.0868333333333333
MGC14327	0.19375
TIMM13	-0.180833333333333
ZNF462	-1.74125
GBA3	0.09425
TEX13A	0.4995
MCM6	-0.389
MTRF1	-0.830375
ABCA7	-0.82225
EIF4A2	-0.5925
ZC3H10	0.9081
RPGR	-0.6395
C20orf94	0.03725
RP1L1	0.2445
GPR125	-0.963
USP22	0.126357142857143
OR1L4	0.38025
MLZE	-0.25275
FLJ32065	0.23675
PTCD1	-0.2285
CRTAC1	0.219
BXDC2	-1.02175
C18orf1	0.380333333333333
FAM107A	1.72857142857143
EFNA3	-0.868
P18SRP	-0.3752
CAMKK2	0.221583333333333
KIAA0649	-0.32975
NES	-1.24866666666667
HS6ST3	2.44025
PON2	-1.205
TCP11L2	-0.5415
CLEC4A	2.21325
PRR12	0.858
MLXIPL	-1.6382
C2orf50	0.4855
ZNF28	1.23475
ENC1	0.356166666666667
MAP2K1	-0.214875
FKSG2	0.351
KIAA0430	0.2955
PTP4A1	-0.293611111111111
GPR156	0.6655
GTF3C6	-0.6615
UBR2	0.00890000000000001
LOC388272	-0.68975
MAK	0.525
ACOT4	3.495
STC2	1.49883333333333
PIGW	-0.3105
SAE1	0.572125
COL6A1	0.671590909090909
OAZ1	0.3535
STMN4	1.33666666666667
EDG3	0.231333333333333
SGCE	-0.792
IL11	-2.7705
PRSS8	2.600625
YIPF5	0.184916666666667
WNT4	3.32575
CSN2	0.4185
TCF7	-1.6485
TDO2	2.93675
SAMD9	1.50625
S100A7A	-0.168
MMRN1	0.9585
GKAP1	-0.569
AKR1C3	-1.257875
RNF19A	0.07375
GMDS	-0.5155
YKT6	-0.619375
SPARC	0.6823
C12orf31	-0.05075
UBE2V2	-0.57
FBXL18	-0.853666666666667
KIAA0460	0.307
ADAM22	-0.4965
SERPINC1	-4.8865
KCTD21	0.54625
MYOHD1	-0.779
ZNF37A	-0.566166666666667
GTF3C1	0.281666666666667
CTSZ	1.7335
PRNPIP	-0.688125
DRD1IP	0.2545
NR1I2	-2.15233333333333
ZNF266	-0.4058
SPAG4L	-0.049
COX4NB	-0.29375
SAPS1	0.845166666666667
APOA1	-2.9305
TATDN1	-0.775333333333333
C10orf82	-0.27225
KPNB1	-0.20925
FOXO3	0.78375
CRYBB2	-0.4865
ZBTB5	0.138833333333333
SLC25A38	0.25225
DCTN2	0.0355
IFT20	0.22025
CTHRC1	1.97875
C1orf31	-1.11825
UHRF1	-0.54775
GPC6	0.532
C10orf54	1.78275
MCF2L2	-0.107833333333333
WNT9B	-0.016625
OLA1	-0.757625
FAM120B	-0.1675
TTLL10	0.39
CYorf15A	-4.183
RELN	-1.0335
SCN2B	0.122083333333333
MFHAS1	-0.646
NKX3-2	-1.9305
RASGRF2	-0.8945
SSBP1	-0.979166666666667
KPNA6	-0.587785714285714
LOC389118	0.108
HS3ST4	-0.7904
SUPT7L	-0.077875
FLJ32658	-1.10425
IGFBPL1	0.9255
KIAA1641	-0.7442
SHKBP1	0.365
CSF1R	4.5785
NAGK	1.24925
MYL2	0.78875
HIST1H4C	-1.534
TOMM7	-1.168
ADAMTSL3	1.7854
TNFSF14	-0.2195
PRRT2	-1.01325
VTA1	-0.272
AOAH	3.98616666666667
CRISPLD2	1.52557142857143
PNN	-0.1094
TA-NFKBH	-0.16225
ESPN	-0.75675
RBM43	0.263
KIAA1267	-0.28325
DDX3X	0.0511666666666667
KIAA1576	-3.3745
PLXDC1	3.96583333333333
FLJ25801	-4.06825
HNRNPL	0.0535
RUNDC3A	0.3205
CASP12	1.012
SH2D5	-1.508125
RPL26L1	-0.319
OR51A7	0.26825
HDC	2.4735
C2orf16	0.0268333333333333
SYTL3	1.55175
GOLGA4	0.080625
NOTCH1	-0.641333333333333
ATPAF2	0.89625
ECD	0.30475
SSX5	-1.173
SNAP91	0.49875
OCA2	-4.3275
PNPO	0.442666666666667
DAPK1	-0.358166666666667
PINX1	-1.04983333333333
SELENBP1	0.872875
NEK3	0.201666666666667
TMED4	0.0787142857142857
SSTR4	-0.0925
FOSL1	-2.5016
CD40LG	1.5595
CES1	-0.517833333333333
DCI	0.589833333333333
B3GAT3	0.236
STK17B	0.30125
CNTN6	0.1005
CYP3A4	-1.55583333333333
MBOAT2	-0.0711428571428571
PISD	0.989125
USP1	-0.8815
PYDC1	0.440666666666667
CENPM	0.094625
SAR1B	0.894
TTC7B	-0.634
DP58	0.9965
GPC1	0.6055
RBL1	-0.85275
TMEM137	-2.22366666666667
TOB1	2.671
TCEAL1	0.5995
CENPF	-1.89
C6	1.81233333333333
PRSS1	-0.199
PPIL6	-0.408166666666667
C6orf124	0.32
ODZ4	0.814666666666667
SNCB	-0.063
NDUFB9	-0.046375
CNOT6L	0.569833333333333
S100A9	1.13283333333333
TRIM50	0.5375
KCTD1	0.5214
WDR63	0.44275
SPEF2	0.919375
RNGTT	-0.156333333333333
CXorf22	0.282
KCNK16	0.087
CEP250	-0.87825
ATPBD1B	-0.10575
KCNJ2	2.64475
MT1B	0.8895
ZNF684	-0.7515
SLC4A1	0.254
PDHA1	-1.31275
ZNF492	-0.5965
TKT	-1.32225
BYSL	-0.374625
RNF38	0.592
AHDC1	-0.102
KLHL2	-0.224625
CMTM8	1.96675
DMP1	-0.4235
HERPUD2	-0.1905
CRTAM	3.066
ZNF572	0.78825
TMEM16J	0.2325
HSD17B2	-3.76025
UBE2G1	0.439625
AHSA2	-2.49225
PELI2	-1.4195
TPX2	-0.850375
ATP9B	1.01083333333333
DAZAP1	-0.3635
HMGCS2	0.0418333333333333
C17orf38	0.93125
B9D1	1.395875
NKX2-5	-0.837666666666667
KIAA1276	0.60475
LILRB2	3.6625
CSTF1	1.61633333333333
BTN2A1	0.0531666666666666
C15orf48	5.481
IGF2BP3	-4.24725
FAM113B	1.105
HRG	0.126375
ZNF131	-0.70625
USP47	0.236785714285714
CCDC88B	-0.81475
HCN1	-0.3283
HTN1	-0.512166666666667
SYCP3	-0.3915
C13orf23	-0.0949
PAPOLA	0.0555625
AATK	-0.324
MSH3	0.0783333333333333
NDUFAB1	-0.65725
ITLN2	-0.971
BAK1	0.038
MRPL45	-0.493833333333333
MTNR1B	0.1705
LOC645843	-0.5565
SPECC1L	0.558125
PGCP	-0.065
SPN	-0.273875
GPR143	-0.281
ZNF576	0.3745
TMEM39A	0.2436
ATP5D	-0.182333333333333
MAGEB3	-1.359
RPS5	-1.00183333333333
ANP32E	-1.35985714285714
MTMR1	0.2945
YEATS4	-0.2135
SYNGAP1	-0.056
PCOLCE	-0.543333333333333
MNS1	0.789
PCYT2	0.847
ZNF182	-1.159
LAX1	0.99025
SPPL2B	0.6171
ELOVL5	-0.3442
PCDHAC1	0.0645
B4GALNT1	-1.89933333333333
BLOC1S2	0.532375
ZNF673	-1.3962
ARHGAP21	-0.739166666666667
IRX5	3.67675
LRFN5	1.24883333333333
FAM7A1	-1.74425
RAB19	0.687
GINS1	-0.6075
ITM2B	1.5466
PAPSS2	0.342916666666667
OR5BF1	0.4045
ACSL3	1.841625
KIAA1919	-0.345583333333333
GLT8D2	2.1165
UTRN	0.531071428571429
CNN1	-0.104
HISPPD2A	0.192833333333333
SDAD1	0.080125
SIGLEC9	0.939166666666667
RPL35	-0.315642857142857
C22orf26	0.342
IMPDH2	-0.940625
WDR69	-0.67175
SEC14L5	-0.516333333333333
CLTA	0.406
RP11-529I10.4	0.13
GPR37L1	0.123166666666667
OGDH	0.0870833333333333
ASB13	-0.0486666666666667
ZFP14	-0.13925
ZCRB1	-0.406333333333333
KPNA3	0.12275
HSPA1L	1.03075
RHOC	0.5065
LOC554175	0.111
PPP3CA	0.3461
SLC1A7	-0.4002
ZNF529	-0.801166666666667
RBED1	0.83325
DDB2	-0.44525
FLJ11286	0.588833333333333
SPATA1	0.201
MKNK1	0.578166666666667
DYSF	1.31166666666667
ALKBH2	-0.32175
NKD1	-3.625
C1orf174	-0.5745
PLEKHO1	0.647333333333333
ASB10	-0.013
RING1	0.274666666666667
NPC2	0.56125
AVPR1B	0.021
YTHDF1	1.58016666666667
LMAN1L	0.313
GSG2	-0.49
CEP170	-1.095
RPS4Y2	-5.68175
MSH6	-1.0475
HECTD2	-0.0681666666666666
ZNF556	-3.653
PLEKHC1	-0.8903
AIRE	0.0371666666666667
BCL2L10	0.48575
LMOD3	-0.187333333333333
ZBTB8	-0.0358
FOXA2	-3.2449
SLCO2A1	2.539875
C3orf46	0.1925
PRDM16	-0.460833333333333
TMEM98	-1.1075
FRMD5	-2.069
PDE6C	0.2455
C1orf216	-0.282333333333333
EP400	-0.154285714285714
PTK2	0.094
RNF217	-0.4515
NDUFA8	0.1295
ZFAT1	0.73575
LAMP3	3.323
GLTSCR2	0.13275
NPW	1.906
LLGL2	0.89
PPM1K	1.1655
C20orf177	1.0755
KIR2DL4	0.6199
