Hybridization REF	TCGA-B6-A0IG-01A-11R-A034-07
RPL36	-0.184833333333333
ASPM	-1.80664285714286
RBCK1	-0.214666666666667
AFF2	-1.3025
STARD6	-0.0441666666666667
ZDHHC8	0.1245
EXOD1	-1.4384
PLXNA2	1.55983333333333
ACTL6B	0.247
ANKRD41	-1.05266666666667
IL2RA	1.84075
PNRC2	-0.6785
DENND2C	-0.4595
STXBP5L	-2.448
TBCC	0.461875
NSF	-0.0211666666666667
KCNJ1	0.0328333333333333
KIF2B	0.810333333333333
KRT73	-0.3375
C7orf47	-0.19275
NFASC	0.348833333333333
SFRS15	0.527
CLCA4	0.338
ZNF597	0.221833333333333
SCGB1D1	4.8905
LONRF3	-1.96575
OR2J3	0.002
SMURF1	-0.573
C14orf102	-0.105
HNRPDL	-0.0261
ANKRD39	-0.29425
BTNL8	-1.0055
CSTF2	-0.3405
CABP4	0.134
TMEM95	0.791
HTR1F	-1.051
SCPEP1	0.172
PRSS12	-1.527125
SLC28A2	0.6355
INHBA	2.672
RP11-298P3.3	-0.26625
UGDH	1.166
SLC36A1	0.45725
PLCB1	-2.59483333333333
SEPP1	-0.0431666666666667
SRXN1	0.223
LOXL2	-0.80675
SERPINA7	-5.555
LOC201229	1.67825
CHRNA1	0.50225
DENR	-0.818666666666667
RARRES2	0.52725
SENP2	-0.421125
XPNPEP1	0.33975
PCGF5	-0.4599
HIST1H1T	0.1195
CDK5RAP1	-0.1885
PRKG1	0.591571428571429
RASGRP1	1.4118
CFI	-2.93733333333333
KIR2DL3	0.969
FOXRED2	-1.45435714285714
FABP1	-6.599
TRIM7	-2.83625
CYP20A1	-0.120727272727273
CYTL1	-3.255
SORBS1	0.906083333333333
PEA15	1.10021428571429
GUCY1A2	0.770166666666667
ZSWIM2	1.118
PH-4	0.548375
PACSIN1	-0.794
LOC152586	0.577
UMODL1	0.748
KREMEN1	0.32925
FLJ35773	4.87575
RFPL4B	0.06925
SNAP23	0.14675
STXBP6	-1.2365
C6orf115	0.733
ZBTB33	0.07725
CHST9	-1.67316666666667
MGA	0.0314375
FAM128B	0.1441
GPR4	3.423
KIAA1957	-0.242
GSTK1	0.479166666666667
CLCN5	0.82625
FBXW5	0.06
FUSIP1	-0.936928571428571
MAG	1.642
FLT3	1.7465
STRA8	-0.54
SERPINB4	-3.6405
JMY	-0.252166666666667
DLK2	-0.567166666666667
ZNF451	-0.2287
HES6	-1.873
FGF9	-2.01975
VNN1	-1.83866666666667
SRPK2	0.3914
ALDH3A1	-2.8095
CDX4	0.525
SPG21	0.79975
ZNF302	0.0943
DOK3	0.456875
GRIN1	0.816857142857143
OR1A1	0.3745
CALU	0.300333333333333
ANKFY1	-0.654833333333333
C9orf84	-0.3965
CLEC2L	-0.50625
LIMCH1	1.735
RWDD1	0.3455
VHLL	-0.467
SLC18A2	0.0915
UPK3A	0.812166666666667
FIP1L1	-0.42575
LENEP	-0.0256666666666667
RHOB	2.51216666666667
RIBC2	0.4915
GNPNAT1	-0.0171875
TBC1D10C	-1.305
MMAA	1.265
INTS9	-0.087
HOOK2	0.467
CCNG1	-1.121
CCDC144B	-1.425
MTMR7	0.8215
NEU4	0.265333333333333
HADH	-0.003375
CCKAR	0.933
TMEM173	1.148
AFAR3	0.7275
PTH2R	1.611
IFI30	0.6175
GLUL	0.7786
TMEM71	-1.02666666666667
C20orf165	-0.0975
BFAR	0.106125
ZNF14	1.05925
KLHL8	0.661642857142857
PPIL2	-0.501666666666667
CTA-126B4.3	-0.356333333333333
C5orf37	-0.915625
SLC27A4	0.283666666666667
KLHL22	-0.4125
GJB2	3.0453
HSPBP1	0.145375
PRKD1	-0.913666666666667
SOX8	0.14675
KIAA0195	-1.486
MICALCL	3.27933333333333
ICAM1	-0.881625
C10orf126	0.217
SIX4	0.212
BCL2L1	0.0689
CD19	-0.416166666666667
RAPGEF3	1.85433333333333
KIAA0974	0.38125
MAPK3	-0.0415
OR10A3	-0.015
MAP2K1IP1	0.2065
STK4	-0.147444444444444
CHIC2	0.7618
DLX5	-0.1705
ZNF367	-0.6615
FBXO41	-0.70375
ADK	-0.6805
hCG_1995786	-0.393166666666667
GTPBP10	-0.24625
TGOLN2	0.525375
CTBS	0.289666666666667
FGD1	-0.23375
ETS1	-0.521666666666667
EDC4	0.53775
GSTA3	-0.03575
HOXB6	3.14383333333333
C9orf131	0.09225
BCAS1	1.7585
U2AF1L4	0.4395
PDHA2	0.134166666666667
SORD	1.63775
SLC25A33	-1.0495
WDHD1	-0.916
OR8K5	-0.5025
RNASE11	-0.0025
STAP2	1.5
TRIM44	0.0472
CHCHD8	-1.2985
SIDT2	0.827333333333333
OR2B3	0.4645
TRRAP	-0.225
TRAF1	-0.493916666666667
RYR2	-2.71925
FAM71B	-0.412666666666667
SLC45A4	0.71575
TRIM32	0.61825
ATP6V1G1	0.4955
TRA16	0.119125
SERHL2	2.13675
PRKY	-0.418666666666667
NPR2	-0.78275
TAS2R40	0.575
OR5I1	0.627333333333333
ZFYVE26	0.297833333333333
WFDC11	-0.3805
CSH2	-0.01375
OR2T8	0.05175
TBX20	0.776
LYPD5	1.0935
STOML2	-0.463333333333333
ALPI	0.488375
FAT3	-0.255875
ZNF273	-0.5255625
NPSR1	0.2205
FLAD1	0.315
RAB5C	0.41625
TTLL3	-1.344875
KIAA1618	0.9335
NPPC	-0.651
ZEB2	-0.3811
MRP63	0.03075
WSCD2	-0.79125
NEUROD4	-0.17875
SNAPAP	0.10325
MTMR2	-1.189
STK35	-0.470125
USP48	-1.325
NR1H4	-3.152
RASL10A	0.03425
SSTR1	-3.428
C1orf35	0.2765
APOBEC3C	-2.299
RUSC2	0.142333333333333
SALL4	-2.801
ZCCHC8	-0.39475
RAD17	-1.055875
ZNF708	0.119666666666667
LILRB5	0.450714285714286
TEX12	-0.1905
C9orf79	-0.1055
ARHGEF1	-0.044
ABCA4	0.271833333333333
RNF214	-1.124
PPAPDC2	1.243
ARID4A	0.526166666666667
SYCP2	0.14175
OPRM1	0.442666666666667
RP13-102H20.1	-4.96225
CYP26B1	-1.01783333333333
APCDD1	1.02333333333333
PCCA	0.3085
ALS2CR7	0.936
AQP5	2.86033333333333
YLPM1	0.17125
PRKAR1B	-0.877
IL16	0.069
TCF3	0.073125
ZSWIM7	0.04225
SERPINE1	-0.3376
BAI2	0.44325
SMC5	-0.603642857142857
SMN1	-1.91133333333333
SLC13A5	-2.60875
POU2F3	1.73425
BACH1	-1.035
GMCL1L	0.151166666666667
PPP2R2D	0.610375
LRRC51	0.689
EDARADD	2.5315
LRRC3	-0.2885
FAM124B	-1.078
C20orf70	0.2055
LOC285735	-0.729
CTBP2	1.6572
ZMYND11	1.544625
CDH23	0.596833333333333
OR1N1	0.626
LOC400590	0.2155
PDK1	-1.77625
LMTK3	0.562
USHBP1	0.57625
ZFYVE21	0.882
hCG_21078	-0.25375
OAF	-1.03475
WDR41	-0.64175
SPINK6	-0.874
GDEP	-0.274
MEG3	-1.2285
OXSR1	-0.525571428571429
RAD51	-0.366333333333333
RPL13A	0.738
DYRK1A	0.5185
FLJ25791	0.852
SARDH	0.5867
RBBP5	-0.2505
ORC2L	0.0095
NCAPH2	-0.779
RNASET2	0.504333333333333
WDR79	-1.13033333333333
FLJ39779	-0.0215
C3orf1	-0.96925
DDX23	0.7155
MGC40574	1.06625
MORC4	1.2495
MYRIP	1.19072727272727
LY6E	1.497375
SLC39A11	0.998875
ATP12A	-0.264
AUP1	0.41575
PIP	6.6355
CORO7	0.104
PITPNM3	-1.137
ENPP1	1.33066666666667
PPP1R1C	-3.012
NRBP2	0.464875
KCNE2	-0.3
P2RX4	1.93375
CCND2	-2.34514285714286
OR5T3	0.541
CUL4A	0.5415
CFB	3.503375
PCP4	-2.82266666666667
HEMGN	-5.1095
UBIAD1	0.1135
CDC42BPB	-0.0752
CYB561D1	1.091
RIMS2	-1.296125
ZNF488	-1.2525
RNMTL1	0.06025
SART3	-0.261833333333333
CAPN10	-0.687642857142857
CCR5	3.32
APOA1BP	0.45
NDUFS5	-0.486
PDLIM3	0.8109
VPS24	1.1716
SCN8A	0.011875
C1orf67	-1.53883333333333
MRCL3	1.0485
TMEM145	-1.338
KCTD16	-0.918833333333334
RNF149	1.4555
FDXR	-1.178
CDCP1	2.1285
PAX3	-2.6755
LASS4	2.38075
HSD17B8	0.5365
YAP1	-0.3195
NNT	-2.7825
SC5DL	-0.124125
DKFZp566H0824	-0.53
KSR2	0.383333333333333
RAD21	-0.127133333333333
ST8SIA2	0.63825
L3MBTL3	-0.985
SNRPB	-0.782
MGC14425	-0.35825
MIF	-0.33925
TAPT1	0.173875
IRF8	1.3856
PRO0132	0.8205
HERV-FRD	-0.145
ACD	-0.6045
BCL3	1.8035
SPATA13	1.634
MRLC2	0.853
F2RL3	0.29025
CFHR3	0.794
DUSP15	0.560666666666667
TMEM46	-2.083
SF3B4	-0.159833333333333
MAP7D3	-0.94525
STELLAR	0.0875
SEMA5A	-1.2813
H2BFS	0.6805
LRRC28	-0.3835
MORN2	0.587
XYLB	-0.9825
WDR21C	0.12125
HIATL1	0.247
ADAMTS10	0.5505
WDR55	0.144
MFSD5	0.300166666666667
OR4N2	1.4935
DUSP16	-0.137888888888889
NLGN4Y	-1.5119
INHBC	0.0943333333333333
NUMA1	0.24575
DEFB123	0.10425
GIPC1	0.61375
MGC27348	-0.1475
FLJ33590	0.361
FZD1	0.9447
MKL1	0.312166666666667
SAA2	3.52025
C1orf94	-1.444
C7orf28B	-0.774
TMEM185A	0.8272
ZZZ3	-0.538
C16orf5	-1.84433333333333
GALNAC4S-6ST	1.0275
C1orf186	0.3515
IGFBP4	1.8015
NDUFA10	0.6665
CLIC2	-1.09825
RNF13	-0.514
GPR103	-1.32875
CD69	-2.49975
MYOZ1	0.17775
IFNB1	0.6315
CLNS1A	-1.2695
CXorf45	0.302
ZXDB	0.4355
FUNDC2	-0.00825
GPA33	-0.543125
C9orf70	-0.35225
SLC2A9	-0.4215
LOC126520	0.2125
MAGEB1	-1.174
LCE2A	0.1235
C18orf34	1.758
FMNL2	-2.609375
KRT85	0.686
CRYGA	-0.0195
GEM	0.76375
THAP6	0.7007
ALKBH3	0.433166666666667
TM6SF2	0.0015
C20orf82	2.74275
RANBP2	0.3255
LIG3	1.2603
RETSAT	-0.0675
OR8S1	0.521
CAST	-0.46025
TGFBI	-0.2068
C15orf37	-0.2085
PGM3	1.0495
SLC4A11	-0.80475
FAM123C	0.162
TAOK1	1.392
CISH	1.810875
OGDHL	-3.28325
SPINT2	2.34466666666667
ZNF33A	0.2975
CLDN18	0.208
RNF128	-2.82225
CCDC71	-0.7345
RASSF6	1.92
HSPG2	0.2155
ATP6V0E1	1.581875
ABHD6	-1.40525
CD274	0.638
GCNT1	1.84225
NT5C1A	-0.1435
TM4SF5	-3.2665
C21orf58	-1.3745
SUCLA2	-0.29825
RFTN2	0.7235
SCNM1	-0.117125
SLC9A10	0.5805
FUNDC1	0.31325
SLC35F4	-1.836
AMD1	-0.40825
COL6A6	2.34375
OR4K2	-0.000499999999999987
TRIB2	0.3235
LOC91461	-2.406
GHSR	0.781
ATP8B1	1.755125
C1orf78	1.84216666666667
RNF183	0.9575
STX4	0.7484
TPPP2	-1.066375
MYBPHL	-2.2295
TXNDC6	-0.0799
C9orf47	3.1505
FAM137B	-0.712
FANCB	-0.93975
C11orf9	-0.40375
DPY19L1	-1.187
VDAC2	-0.464
VHL	-1.557
LMBR1	-0.155375
C8orf44	-0.27975
ZPBP	0.07025
FGF23	-1.37475
C21orf67	0.9445
PCNT	-0.1035
BCKDHB	-0.2034
GALNTL5	0.215
BET1	-0.524125
ARL13A	-0.0395
HDAC6	-0.38975
N4BP3	0.976333333333333
OTOP1	0.141666666666667
TTC30A	1.674125
CRISP1	0.4635
KRT32	0.8315
VSTM1	0.4805
ZNF622	-0.70175
POLR3B	0.7192
DNAJC10	1.297625
C12orf54	1.14
ADIPOQ	2.65466666666667
RIT2	0.19175
CD44	-1.42945
ABCA3	1.876
RPS17	-1.02625
FEZF1	0.4345
PCDHB15	-0.93575
KCNMA1	-0.937272727272727
CCDC116	-2.377
C15orf27	-3.225
NARG2	-0.716375
ITGA5	-0.367125
MEFV	0.2715
TUT1	1.03275
LOC541473	-1.02875
NMBR	-0.1095
GLT1D1	-2.55166666666667
ABCB7	-0.92
PFKP	-0.442090909090909
C9orf91	2.2184
LRRC41	0.00816666666666666
C1orf85	-0.563166666666667
ATP5F1	-0.97075
STOX1	0.798375
GFOD2	1.1125
SLC25A3	-0.3855
ZNF646	0.7111
ZAR1	-0.4485
OSTbeta	-1.37625
GALNT3	3.74875
IFT122	-0.541333333333333
LDB3	0.1899
GARNL1	0.305357142857143
HOMEZ	1.16766666666667
LRRC6	-0.15125
ANGPTL5	-1.8435
UBAC1	-0.49825
DLEU7	-1.39575
RPL19	0.493125
TOP1MT	-0.270166666666667
LOC643641	0.56125
MBD3L2	0.6185
NTSR1	0.141833333333333
WISP2	-2.48975
GPSM2	-1.52525
RDH10	0.3578
PRKCG	0.446
HIST1H4J	1.1695
MON1B	0.3132
MLF1IP	0.623666666666667
ZNF446	0.820875
COL4A5	0.4538
SLC26A1	0.453785714285714
RGN	-2.347
CCNB1	-2.983
C9orf165	-0.32325
CCDC28B	-1.42
CCDC97	1.0245
FGR	1.162625
MSRB3	0.2225
EPN2	0.35475
COX15	-0.524833333333333
KCNK6	1.4268
XK	-3.3985
GDA	-4.243875
HEPH	-1.394375
THRAP3	0.705625
MET	-2.1775
PHYHIP	-0.48625
LYAR	-1.85966666666667
ING3	0.42375
AK7	-1.3725
CCT8L2	0.468
COPS7A	-0.6255
WSCD1	-1.61675
RNF185	0.60225
TNS3	0.47375
KNDC1	1.03966666666667
RWDD4A	-0.143166666666667
MED13L	1.1885
ZFYVE1	0.366125
C7orf44	-0.2785
MRPL1	-0.1585
STGC3	-1.5825
TEAD1	-1.04083333333333
RPL7A	0.406285714285714
ARL6IP1	0.5233
C1orf178	-0.2555
CTAGE5	0.801166666666667
TMEM184A	1.38483333333333
SLC25A14	-0.22175
CACNG5	0.5815
ATXN10	-0.2856
ECH1	0.7153
CCL22	0.94
CYP2F1	-1.58
GADL1	0.376
TMEM19	-1.2196
RUNX3	-0.52025
EFNB1	-0.150666666666667
LIPN	-0.0475
ACSM3	-4.333
SIGLEC8	0.841166666666667
ASCC3L1	-0.17975
NOL8	0.0325
RELT	-1.18716666666667
Magmas	-0.10725
PPP1R15B	0.4336
C11orf2	0.76475
VKORC1	0.269666666666667
MGC26647	-0.118
TRPM6	0.0164166666666667
UGT2B7	-3.33666666666667
FEV	0.357
FOXK2	-0.4919
PDCD5	-0.736333333333333
SLC8A1	1.2501
DGUOK	-0.578166666666667
CLDN16	0.091
GAGE1	-1.062
RBM17	0.0094
C1QTNF3	-0.220125
VGLL3	-0.1665
UNQ5830	0.2825
CD1A	-2.969
SCGB1C1	-0.2725
SUPT4H1	-0.788625
TRAF5	-0.00975
ASAHL	0.890625
FAM73A	0.0423333333333333
OR6B1	0.0175
WHSC1	-1.44865
GFPT2	-0.05325
LOC339809	1.0705
STARD5	0.215416666666667
SIP1	-1.88225
DNAJC15	0.855
STAU2	-0.067875
FAM98A	0.17775
RAD23B	0.4504375
LRRC33	-1.475
CHRAC1	-0.4885
C21orf89	0.40575
C19orf43	0.546
KLK8	-0.0841666666666667
CCNE1	-1.18925
PKDREJ	-0.114
SSU72	0.16525
C17orf73	0.1555
GPR78	1.4265
WHSC1L1	1.2395
GSTA2	-1.0135
SMUG1	-0.629
UFM1	1.2919
AP3M2	0.43625
USP14	0.25425
FBXL14	-0.240333333333333
DSTN	0.75375
SFRS14	-0.42275
FBXO31	0.0673333333333333
C12orf40	0.14175
FRS2	0.434
NR2E3	0.61625
TUBB2C	-0.12075
GMPR	0.251166666666667
C9orf139	-0.0485
ING5	-0.130428571428571
LOC730092	-0.412166666666667
ORM1	-4.208
RP11-11C5.2	-0.7135
HSPD1	-0.7518
PIWIL3	-0.098
C5orf13	-0.5623
OR5R1	0.6275
LCOR	0.653875
PLEKHA9	0.7595
CCDC43	0.4035
ZNF232	-0.648
SLC6A7	0.107
ADH5	-0.67225
SHBG	-0.986333333333334
CROCCL2	-0.836
PANX3	0.0945
CDIPT	0.2875
SLC16A5	0.56725
TUBB	-0.5525
TOR3A	0.2163
PREP	-0.213333333333333
ENTPD8	0.145071428571429
CHMP1B	-0.10025
SYT12	1.5632
MYH6	-1.7793
MAP3K13	1.48583333333333
KLHL30	0.358833333333333
LCMT1	0.896625
EIF1AX	-0.338583333333333
FOXD4L1	1.0395
SLC24A5	-0.877
RNF166	-0.9235
TJAP1	0.0315
TMEM156	-1.08666666666667
ZNF239	2.81675
SNX19	0.5384
GKN1	0.04325
FCN1	1.7342
C1QL1	-1.44925
ATP11C	-0.626875
ZNF35	0.528
CARD8	-0.308125
LIMD1	-0.856833333333333
KIAA0286	-1.150375
XRN2	-0.621333333333333
CD6	-0.302166666666667
TOX3	0.13975
ZSCAN4	-1.24083333333333
RSRC1	-1.285625
COG1	0.33825
PTRF	-0.0104
C16orf35	0.199375
FBXO24	1.66825
CHST11	-0.83475
THRB	-0.00700000000000001
MYBPC1	1.2625
RNF39	1.197
PSMD11	-0.51625
ALAD	0.882166666666667
EN1	0.75525
SLC9A9	-0.29475
GSTM4	-0.7883
CDC42BPA	-1.83121052631579
RCSD1	-1.181
LUC7L2	-0.121
SPTBN1	-0.7478
LOC146167	0.4055
BAT5	0.8528
ZNF452	-0.00999999999999999
LSM4	-0.21175
SRP72	0.1635
SGK269	-0.28625
MTX1	0.3245
CENTA1	0.501
UNQ9433	-0.1745
ATR	-0.735
DDX49	0.246
PAQR8	-1.96533333333333
C14orf174	-0.6105
GBGT1	-0.54425
THAP1	0.34425
OR10K1	-0.6915
RASIP1	-1.56133333333333
DPYD	-1.2068
DOHH	0.28575
C18orf45	2.393
POF1B	2.4521
ZNF552	3.04025
USP32	0.661
MED27	-0.4315
C14orf149	-0.921666666666667
PRDX4	-0.409166666666667
ABHD12	0.6431
AGT	-4.76225
SLC22A14	-0.6295
C1orf58	-0.1775
PILRA	-0.9375
ABCF2	-0.47475
C17orf85	-0.2828
TKTL1	-1.11075
FGF1	1.8015
IL6R	-0.665666666666667
VPS25	1.05075
CHRNB2	0.073375
COL7A1	-1.6777
LRRC48	1.00766666666667
SPG20	-1.162
COX10	-0.216
GCA	0.76375
ECEL1	-0.921
GLG1	0.5475
SRD5A2L2	0.07225
MUTYH	-1.255
ZNF70	-0.6035
L2HGDH	-0.7765
GPATCH2	1.63875
ZNF655	-0.018
ZNF227	-0.370333333333333
MCOLN2	-1.102
NQO2	0.00475
KCNQ5	0.0875
NEU1	0.3285
QRICH1	-0.29125
ZBTB20	0.681833333333333
RPUSD3	-1.0345
EPGN	-1.07233333333333
TSN	0.255583333333333
SPRY2	-2.814
LZTFL1	-0.902625
GMFB	0.400875
PBEF1	-1.0473
HBG2	-2.02725
TMEM8	0.773
PALM2-AKAP2	0.344666666666667
NFYA	1.717
FAM108A1	0.722875
PBLD	1.185375
NRG4	-2.63475
PIGF	-0.95825
PTGER1	-0.0415
NOS2A	-0.368333333333333
C21orf34	-0.779333333333333
C21orf51	-0.193583333333333
IL17C	0.2635
TRMT6	-0.323333333333333
ETV2	0.502833333333333
CCDC109A	0.32725
MYLK2	-1.0255
ATP10A	0.5006
DPH4	-0.44375
C5orf5	-0.4425
KCNA4	0.7484
NMNAT2	-1.099
GLYATL2	-0.1725
LSMD1	-0.462875
IL23R	-1.88625
NRF1	-0.0725
MUC15	-1.7005
PRDM12	-3.064
PAQR4	0.906857142857143
RBBP6	-0.2099375
IFI27	3.7745
SKAP2	-0.773166666666667
TAGAP	0.797625
TJP3	2.6065
C9orf61	2.6125
IDS	-0.210928571428571
PARG	0.306
LOC131149	0.33
DYRK4	0.466166666666667
MICALL1	-1.052
GALR2	-0.471
GPBP1L1	0.000249999999999972
TBX21	3.2515
KCNJ6	-0.039
GGN	0.76775
CASP5	-0.2965
RNF182	-5.4725
BRD4	1.00925
DOK4	0.397125
SLC46A2	0.526
SOX9	1.47083333333333
ZNRD1	-0.500333333333333
PRR6	-3.829
FAU	1.11425
DTNB	1.74633333333333
CARD9	-0.9655
STS-1	-1.33033333333333
SLC4A5	0.233125
NSBP1	-0.4255
UGCGL2	-0.643416666666667
POTE15	3.7755
NOXA1	0.9795
RP13-347D8.3	2.26025
SAMD10	-0.0311666666666667
EP400NL	0.09025
TCF21	-0.91825
AMELX	0.01675
JPH2	0.6293
SLA	0.865
DLST	-0.896166666666667
SEPT12	1.94525
RGS20	-3.98325
LXN	-0.48
ZNF419	0.174125
UPK3B	0.01
RELL1	1.0895
ESPNL	-1.156
KLHL21	-0.74925
PI15	-0.1505
C2orf61	-0.817
LOC407835	0.0275
RER1	-0.182833333333333
ELAVL2	1.363
MGC26718	0.57425
KLF2	1.85375
TNFAIP8L3	3.74208333333333
TFE3	0.208
C11orf17	-0.70725
15E1.2	-1.56225
SNRPC	-0.6245
DLGAP1	1.5135
PGLYRP1	0.201625
OVCH2	0.2235
IRF7	2.0811
SET	-0.5179
NAB2	-0.606666666666667
LRP5L	-0.38425
FAM120A	0.7695625
ASCL2	-0.546666666666667
SHH	0.417
ATP5H	-0.636
THPO	0.628166666666667
TYRP1	-4.00933333333333
HIST1H3E	1.25166666666667
EIF2S1	-0.0402777777777778
TNFRSF17	-0.457833333333333
TARSL2	0.648
NKX2-8	0.33825
C1orf115	3.036375
LOC56964	0.7745
KIAA0841	-1.083
ISCU	-0.326
TTMA	-0.2025
ZNF414	0.457
LOC441150	-0.1115
RAB15	1.25325
HBP1	0.484833333333333
TNNT2	-1.10816666666667
CECR5	-0.614
PHGDH	0.99675
JRK	0.0512
XPO4	0.034625
FAM131C	1.3825
ARHGAP25	0.317833333333333
CA9	-0.000333333333333326
GPR62	0.239166666666667
TLX1	0.3645
GPS1	-0.89075
OR2M2	0.182
BDP1	-0.472214285714286
FAM70B	0.8685
RPS29	-0.417166666666667
MKLN1	-0.0195
TSPAN19	-2.48675
SLC29A3	1.0138
LGALS4	0.284333333333333
USH2A	-0.7885
NF1	0.3615
APOBEC3A	1.75566666666667
IMPAD1	0.463833333333333
OLR1	0.655
NRAP	0.4435
HCFC1R1	0.5835
TAOK2	0.985833333333333
MCM10	-0.645166666666667
MAP4K3	0.232166666666667
CBS	-2.4425
CLK3	-0.4213
PCDHGA5	-0.4525
ELF4	0.14575
FAM71A	-0.524
C11orf49	0.06325
CLIP2	-1.3805
BTBD9	0.6044
ZNF524	1.568
KDELR1	0.638666666666667
ZNF509	-0.24
NCSTN	0.868
ZNF533	-0.988357142857143
PARP4	-0.59975
GALNT9	-0.174
NPY	-2.163
BEGAIN	-1.28166666666667
TMEM77	-0.472
FOXRED1	-1.61533333333333
SLC16A2	0.846333333333333
SLC35B1	0.9625
GK5	-0.109333333333333
SDCCAG10	-1.02625
C4orf20	-0.0825
SLC9A2	0.81675
ADD1	-0.0107857142857143
TAL2	0.880333333333333
ACLY	1.46725
DNAJC1	2.0935
SOST	-1.31225
USP43	0.7595
CYP4F12	-1.74325
FKBP5	0.565625
CHCHD5	0.711
NUDT22	0.84225
CCDC85B	-0.08575
OR51G2	0.802
STRN3	0.793285714285714
TMOD2	-0.37775
FLI1	-1.135
MAB21L2	0.167833333333333
DGKQ	0.4405
VPRBP	-0.5865
SCNN1B	-0.2659
ECHDC3	2.0783
TMEM106C	0.6075
CSNK2A2	-0.0975
RPL39	-0.1084
HERC3	0.083
ZBTB47	-0.230166666666667
ZNF681	-0.324
PAGE2	-2.59975
CLIC5	1.7335
RABAC1	1.455
ZFHX2	1.54475
YPEL1	-0.461833333333333
KIAA0776	0.489
NR1D2	-0.83075
DNAJC4	1.504375
NPNT	2.9448
ZNF677	-0.269
ZNF536	-0.36225
MEF2B	0.00774999999999999
PTPN4	-0.12125
CTCFL	-3.8685
STX5	1.871
CD72	0.47525
VEGFA	-0.667736842105263
XRCC1	0.0121
MAS1L	0.737833333333333
ELL	0.7904
SETBP1	-0.54175
CDH11	2.0935
NDC80	-1.55969230769231
DMBX1	-2.2515
NRSN1	0.3842
BAT2D1	-0.000124999999999997
CDS2	0.807666666666667
C1orf212	-0.786833333333333
SENP3	-0.9435
IL1F9	0.5685
EEF2K	0.4715
COG8	0.66625
CEP72	-1.34
OR1L8	1.5495
MUS81	0.1555
PHYH	0.09
GGT6	1.775
C22orf23	-1.29575
C13orf33	2.28725
MAPK8IP2	-0.2055
NELL2	-2.04075
POU3F2	-2.08416666666667
ALPK1	0.963375
MRPS18C	-0.646
RPLP2	0.387125
FGF22	1.285
SPNS1	-0.329166666666667
ZFP1	-0.34175
IL1RAPL1	-1.25725
PCSK9	-2.95266666666667
NKX2-1	-0.0935384615384616
C6orf189	0.5605
SP4	0.084
SLC11A1	0.6418
C21orf25	0.182166666666667
ICAM2	0.0772500000000002
SH3GL1	0.137
GSK3B	-0.5185
RALB	1.48175
PDXP	-1.58733333333333
GNGT1	-2.925375
KIR2DL1	0.4855
TNFAIP3	0.405583333333333
C6orf32	-0.3451
CBLN2	3.95925
PANK3	1.967625
TAAR9	0.313
WDR82	-0.228142857142857
APOM	-3.184625
TRIP10	0.176
SPATA16	-0.6382
C1orf135	-0.4155
USP51	-0.13
TESK1	1.4955
C11orf64	0.3125
ZNF611	0.253
PDE6G	-0.376666666666667
HLA-DQA1	3.070625
GCLC	-0.0755
SEC61A1	0.0421428571428571
TWSG1	0.201083333333333
ZMYND10	0.6995
CTDP1	0.399
ADAMTS6	-0.467666666666667
SLIT1	-1.40375
KRT86	-1.288
KIAA0574	-0.52575
GTPBP2	-0.1421
PQLC3	0.46375
PRRX2	-0.0776666666666667
C15orf44	0.2795
MKKS	0.083375
C11orf10	1.70775
GPR110	-0.575375
CD109	-0.958083333333333
ADCY1	0.0306666666666666
RHBG	0.44575
TP53I3	-0.849375
SLC22A3	-1.5164
UCP2	-0.11975
FOXG1	-1.90116666666667
OR2AG1	0.4035
TRIM24	-0.43675
PROC	-3.244875
TAAR6	0.12325
AMTN	-0.8955
C10orf47	-0.420666666666667
DEPDC1	-2.16125
FLJ45557	0.491
ZDHHC17	-0.6624375
KIAA1429	1.99916666666667
KCNH1	0.48175
VNN3	-0.0555
PSMAL	1.69775
PPARD	0.514625
HFM1	-1.5635
YBX1	-2.0715
ZNF695	-0.00599999999999999
SCTR	-0.0983333333333333
DCDC1	-0.249
VPS26B	0.0194
MTF2	-0.5005
ATP6V1F	0.08
CCDC94	0.29725
PERF15	-0.5715
CCL11	1.49166666666667
LMO7	-0.362375
DCST1	0.798
ADRBK1	0.1055
CDRT4	-0.304125
ZNF84	-0.132
HOXD8	1.29775
STARD8	-0.448833333333333
FOXP2	-1.1975
CCDC103	0.3745
POLR3A	-0.7249
GSC	-0.699833333333333
ZNF114	-2.28316666666667
HTR7P	0.6795
LALBA	0.318
RMND5A	0.8545
PSCD2	0.56525
ZNF409	1.2035
KRTAP1-3	-0.0618333333333334
MAF1	-0.19075
LOC201725	-1.00966666666667
NRN1	-2.150625
SPAG5	-1.47766666666667
DNAH7	0.843166666666667
FLJ43860	0.226
BRCA2	0.641
ACADM	-2.334375
CXXC6	-2.105375
RAGE	-1.071875
CHMP2A	0.85475
FAM8A1	0.2299
GPR21	0.5115
SLC12A3	-2.424
FVT1	0.518357142857143
ZDHHC7	0.617625
FLJ44048	0.792666666666667
SLC44A3	0.671166666666667
SDSL	0.481166666666667
MMP8	-1.52
PLA2G12B	-3.484
ACY1	-1.19325
MT1E	-0.581
OR4K15	1.4475
TECTB	-0.0295
GPR20	-0.003
IRAK2	-0.35925
RFPL3	-0.767125
MYO9A	0.67525
NARG1L	0.33525
BLMH	0.01825
