Hybridization REF	TCGA-AR-A0TR-01A-11R-A084-07
EEF1B2	-0.260666666666667
STAT6	1.663
ZNF195	-0.19275
GNL1	-1.14966666666667
ZNRF2	1.13333333333333
PER3	-0.08675
ASB16	0.26725
C10orf10	-0.400857142857143
ADCY8	-3.05733333333333
C9orf58	-1.16733333333333
ARMC10	0.537166666666667
PSG1	-1.7405
DHX34	0.228
VARS2	-0.320875
NFIC	0.70675
ITPR2	1.19125
AGXT2	1.46616666666667
OR6K3	-0.1225
H2AFZ	-1.22275
MLLT3	0.77575
COX4I2	1.11425
CCNT2	0.861125
PLK4	-2.584125
NUMBL	-0.586333333333333
MED16	0.253
PLEKHQ1	-0.64675
GOSR1	0.541222222222222
BTG4	1.2275
RPL30	0.339
IGSF5	-0.69825
IGFL2	0.888
ELMOD2	0.974
SHC3	-1.9915
HAVCR1	0.3235
DYNC2H1	-0.05775
RNF5	0.0213333333333333
C2orf7	0.09025
NLF1	0.1775
KLHL25	-0.35225
LRP10	1.4273
KRI1	-0.92025
PUS7L	0.1655
MGMT	-0.09325
HOXD1	2.77433333333333
CSH1	0.1918
ATG16L2	-0.99925
FLJ44635	0.591
CHODL	-0.2665
EXOSC8	-1.33975
SLC28A1	-0.617
MYO7B	-0.627166666666667
SEH1L	-0.3832
MTNR1A	0.101
TSPAN5	0.418666666666667
CDC45L	-5.06633333333333
AMIGO1	1.605
ATAD3A	-0.922
OSGIN2	0.971333333333333
PDIK1L	0.724166666666667
DARC	2.56175
PIPSL	0.38
SHMT1	-0.7305
CRISP3	0.216
POPDC2	1.3365
ZRANB2	-0.448666666666667
FBXL8	0.2505
TRIP13	-3.00054545454545
EIF5AL1	-1.334
POU5F1P3	-5.32066666666667
IL6	-2.96183333333333
CXorf38	-0.118166666666667
IFNA16	0.2015
FBXL2	1.2715
BRD1	0.0195
STATH	0.12075
FBXO44	0.4965
MCCC2	0.49775
CDC2	-2.5002
C5orf23	-2.07275
IVD	1.18516666666667
C10orf122	-1.08625
MSL3L1	-0.1029
MVP	-0.55775
EPOR	-1.6372
ZMYM1	0.466333333333333
BCL7C	0.370666666666667
PSTPIP2	0.917
LYPD1	-2.997625
OR8G5	0.5845
ZP3	0.754333333333333
BCAS4	2.22433333333333
EDG6	2.3375
ISY1	-0.1565
PRAMEF2	-0.7015
CUL1	0.207625
RNF213	0.3598
CCRK	1.96175
DHX9	0.097625
C13orf29	-0.016
NCKAP1	0.321833333333333
MRPL43	0.907071428571429
XPR1	-0.71525
PKN2	0.4982
PODNL1	-0.9385
ZNF333	0.646
DALRD3	1.171
OPN1SW	-0.0425
BTBD6	0.32475
C11orf82	-0.8715
OR5P3	0.4065
DUSP11	0.715
L1CAM	-1.82533333333333
NEK11	2.97783333333333
OR7E91P	1.03
CNTN3	1.3849
CREB3L2	-0.7025
ZBTB37	0.9495
KIAA1324L	2.93825
NDUFB10	0.211833333333333
NUDT2	-0.11625
GTPBP8	-0.61125
CACNA1D	2.559
PRKAA2	-1.09616666666667
PRDM8	0.2805
MGC16075	-1.5132
KRT14	-2.289
PP8961	0.017625
MRPL18	-0.34675
ABCG2	-3.34175
PACRG	0.1125
BBS2	0.96675
KREMEN2	-2.521
FBXO21	1.14825
HNRPUL1	0.126166666666667
GRB10	-0.16575
CLSTN1	0.774125
LMAN2	0.5974
C17orf61	-0.82325
NIPSNAP3A	0.8975
INSIG2	-0.23
PCDHB7	-1.03766666666667
STXBP2	0.962375
CMAH	0.2875
SEMA5B	-1.9145
ZNF155	0.7835
COQ6	0.128833333333333
PRPF4	-0.48875
TSPAN15	2.0268
VN1R5	0.58675
LATS2	-1.44725
SELK	0.3355
PGK2	0.9585
MS4A1	1.8895
TYW3	0.204
KRTAP5-1	0.136
RCCD1	-1.83633333333333
BTN1A1	0.43675
DDX28	0.722
TMEM65	-1.049875
LOC92345	1.4185
TTC31	-0.05275
WDR46	-0.166
CHP2	-0.807833333333333
LSP1	-0.45725
ZNF542	1.2175
EXOSC1	-0.04475
ARHGAP18	-0.680166666666667
LRRTM4	-0.533375
MAOB	-1.70208333333333
CACNB4	-0.7355
MGC33846	-0.3275
RANBP3L	1.596
ATP5L	0.386125
ONECUT1	-3.115
NUDT9	0.17225
TMEM149	-0.3855
STX17	0.768
IGSF10	-3.11425
TMPRSS9	-0.173
BMPR2	1.42363636363636
ALLC	-0.419
KLF7	-0.879625
GCC1	0.7075
TIMM9	-0.73275
CDO1	-1.22433333333333
MGC10701	-1.20966666666667
IFI6	0.824333333333333
FRMD8	-0.398
MGAT2	-0.107
WBP5	-1.38133333333333
CNIH2	0.00275
KIAA0907	-0.3639
KCNH8	0.7655
CTSG	-1.09875
GRIK1	-0.140666666666667
CUL5	0.673875
FRMD1	0.195
OR9A4	0.2315
SYT6	-1.534625
FOXD4L2	0.68075
ANAPC2	0.217166666666667
OPN5	0.0555
TAF13	0.22025
LYG2	-1.0305
GGNBP1	0.16
C11orf40	-0.0944999999999999
OTX2	-0.904
REG4	-0.0618333333333333
EIF5	-0.2664375
PALB2	-0.44225
SEPSECS	0.1741
RNASE3	-0.1675
TRIM49	-1.5095
POLR2K	0.4143
GPR42	0.144
C8B	-3.0695
SASS6	-1.44875
PREB	-0.6025
OR3A3	0.725
TUBA8	0.046125
IGLV2-14	0.21975
STIL	-2.036
ANKFN1	1.41233333333333
NME7	0.238
HOXC12	-0.92325
UBE2C	-2.57975
FHOD1	-0.83975
CDK2AP1	-0.126916666666667
OR6K2	0.374
DHPS	0.60725
RPL5	0.1285
TRGV5	0.04
LOC541472	-0.00342857142857143
HCCS	0.09
DENND1B	1.8725
LHX3	1.5135
OR5D16	0.348
CXorf57	-1.0645
IRF2BP1	1.022
NDST2	0.595166666666667
LCE3D	0.495
BOLL	0.26675
SYT3	-1.01025
PIH1D2	2.1
C20orf7	-0.930333333333333
IL1R2	-0.462833333333333
SLAMF9	-0.735
PPME1	-0.277
PIK3CA	-0.161
TRAPPC1	-0.58675
COLEC10	-1.41275
SLC9A6	-1.17533333333333
PDDC1	-0.517916666666667
CCDC53	0.7435
GK3P	0.17225
DAZL	-0.67325
BRI3	-0.54425
SDK1	0.541875
CYP2C18	0.23425
IFI44L	1.9195
RPL3L	0.4525
FUT9	-2.04033333333333
KIFC2	-0.2005
PMP2	-0.746
SLC4A9	-0.1975
PLAG1	-1.6905
MYCBP2	-0.951333333333333
OR4E2	-0.57
CCDC65	1.94175
C16orf82	-0.0941249999999999
ENTPD4	0.637875
BRP44L	0.49925
PMP22CD	-0.267
TMCO4	1.69566666666667
KCNN1	-0.709333333333333
WDR35	0.2815
CCDC80	0.982375
C3orf31	-0.67575
SLC7A9	0.25175
TMEM190	-1.6525
DBC1	-2.58916666666667
FADS3	-0.822666666666667
PDZD8	-0.708
GRM5	-0.297625
AZGP1	4.4312
PEX3	0.0255
MED1	-0.0123571428571429
ATG4C	-0.742166666666667
HNRPH3	-0.855375
FAM109B	2.26525
C4orf17	0.0235
CA10	-0.3185
OPRD1	0.1325
CCL16	-1.76725
SACM1L	0.54075
CST6	1.04675
CD63	0.8054375
LGI1	-1.13875
ZNF784	0.36575
CRYBB1	-1.901
CX3CL1	-0.64915
TOP2A	-2.884375
GYPB	-3.81
GADD45GIP1	-0.7145
FEN1	-2.27
IGF1R	0.6666875
WDR72	-1.50466666666667
PURG	-1.03583333333333
DEFB126	-0.52925
PKD1L1	1.38775
CAV1	-3.9134
GNPDA2	1.1097
DGAT2	-1.024375
NLGN1	-4.95025
STRBP	0.998625
HPRT1	-1.44983333333333
FANCI	-2.60175
PSMA7	-0.687125
DBF4B	-0.820833333333333
TTF1	0.286
RAD54L	-3.596
ELOF1	-0.054
PLAGL2	-0.743625
ZNF256	1.2
HMGCL	1.0855
MSI2	0.0818333333333333
RPESP	-2.8635
C11orf60	1.91375
ABCD1	-0.8765
ACAA1	0.5855
SPARCL1	3.64142857142857
IL6ST	1.9379
ZNF319	0.52425
TMEM109	-0.4413
FAM90A1	0.728166666666667
IL22RA1	-1.322
ATP4B	0.829
TEC	-1.31766666666667
C7orf30	-0.57325
TXNDC2	-0.785333333333333
ABCB4	0.116
KIAA1191	1.107
C9orf38	-0.3305
SFTPB	0.547571428571429
CNTNAP2	-0.9585
FRK	1.5025
TBX19	-0.6405
CHD4	-0.1255
C6orf26	-1.62416666666667
MOSC2	2.52525
IKBKE	0.79475
HIF1A	-3.689
LOC595101	0.124
RELA	0.345
TMEM16B	-2.0035
ABHD12B	-1.4645
TSEN34	0.4835
KIF18A	-3.01725
TXNDC9	0.391
SPATA2L	-0.018
SEMA4G	-1.531
C21orf91	-0.778375
MATN1	0.0315
KCNIP4	0.3755
TUSC1	1.824625
OR4C15	0.52825
ARMCX6	0.463916666666667
WBSCR27	-0.027
OR52I2	-0.4385
KIAA1604	-0.22525
DYNC1I1	-2.6525
PPP4C	0.43925
SLC47A2	-2.2655
TREH	-0.32725
CD48	1.95916666666667
ST14	1.77116666666667
PKN1	-0.50125
SPON2	-1.645
XBP1	2.24966666666667
SFRS12	0.333333333333333
EFCAB6	3.25825
SELT	0.95275
SLC39A2	0.2145
ERF	-1.613
ARL3	0.688
SURF6	0.0538
MLLT10	-0.632095238095238
FLJ11171	1.4085
TDGF1	-4.67816666666667
ERCC6	0.14925
EIF2AK4	0.38975
BAZ1A	0.391333333333333
LRRN3	-0.805333333333333
TMC3	0.574
EFTUD1	-0.26175
PTPRO	0.7415
CLEC12A	0.4115
ACBD4	0.233375
ZDHHC14	-1.4155
OTUD7B	1.32525
ACTB	-0.376125
MSRA	0.07875
LCE5A	0.456
IFI35	0.2665
BSCL2	0.579333333333333
ANKRD12	0.9115
CFHR2	-0.18575
RGAG1	-0.868833333333333
HSFY1	-0.6085
SLC30A5	0.890416666666667
IMPG1	1.238
GPR109A	0.5585
ZNF185	1.6825
IYD	1.7705
NPCDR1	1.8295
SERPINA13	-1.2075
HMGCLL1	-1.91775
NEUROG1	0.177833333333333
UBQLN1	0.597375
LIN37	0.362
SOCS2	-3.29325
DSCR4	-1.578625
XKR6	0.259
GPR142	0.7155
KRTAP13-3	-0.018
CCDC15	0.927666666666667
MOS	0.403
CD1E	-0.8905
OFCC1	-0.7304
FAM83D	-3.32025
SRFBP1	0.44275
C9orf96	-0.03
DHDH	-0.84275
CCDC90A	0.388
RABL3	0.9601
CD320	-1.209
ANGEL2	1.08075
MRPL21	-0.00925
SMG6	0.4135
INSR	1.6889375
FLJ14816	-0.3655
GLRB	1.62283333333333
C9orf89	1.04175
CIZ1	-0.164875
URG4	0.498333333333333
LRDD	-0.985166666666667
CBY1	0.970666666666667
NFX1	0.415125
MTERFD2	0.613642857142857
C19orf23	0.238
PGC	-3.261
IER3IP1	1.0607
RASAL2	0.0854166666666667
C1orf89	0.09325
SYNJ1	-0.0635
NFKBIE	-0.19125
FLJ40125	-2.16216666666667
TCEB2	-0.2799
NOG	-1.834
POLR2J2	-0.281833333333333
HLA-B	1.55375
PCDHA1	-0.197
PPP2R2B	-2.27625
ARHGEF17	0.995833333333333
TCF7L2	0.0686428571428571
CHD5	-0.121166666666667
ZNF431	0.305375
TBC1D25	0.74225
ZNF800	1.3
SCUBE2	4.00890909090909
MYCBP	0.915166666666667
GPX5	0.4635
C6orf129	-0.43
QSER1	-0.404333333333333
ULK2	1.113
PIGO	0.664666666666667
NRCAM	-2.12878571428571
SLC35E3	1.079
CSRP2	-3.65975
HYPE	0.48475
MAPK15	0.0816666666666667
MGC14327	0.69725
TIMM13	-0.4205
ZNF462	-3.77775
GBA3	0.58175
TEX13A	-0.2065
MCM6	-2.06555555555556
MTRF1	-0.445
ABCA7	-0.74325
EIF4A2	0.078
ZC3H10	1.0217
RPGR	0.518833333333333
C20orf94	-0.0795
RP1L1	0.10475
GPR125	-1.53925
USP22	-0.199428571428571
OR1L4	1.05925
MLZE	-1.119
FLJ32065	-0.08925
PTCD1	0.19975
CRTAC1	-0.275
BXDC2	-0.17975
C18orf1	-1.33516666666667
FAM107A	0.939428571428572
EFNA3	-0.16175
P18SRP	0.0519
CAMKK2	0.493833333333333
KIAA0649	1.1615
NES	-3.32483333333333
HS6ST3	-2.135125
PON2	0.68825
TCP11L2	0.5095
CLEC4A	1.34225
PRR12	0.7675
MLXIPL	-2.1595
C2orf50	0.425
ZNF28	1.23475
ENC1	-1.999
MAP2K1	-0.936875
FKSG2	1.063
KIAA0430	0.93175
PTP4A1	-0.922222222222222
GPR156	0.329
GTF3C6	-0.7995
UBR2	0.4428
LOC388272	-0.5365
MAK	0.9465
ACOT4	3.257
STC2	3.105
PIGW	-0.55425
SAE1	-0.60575
COL6A1	-1.72322727272727
OAZ1	0.106
STMN4	-0.0271666666666666
EDG3	0.387166666666667
SGCE	-2.61
IL11	-3.02
PRSS8	2.786625
YIPF5	0.954916666666667
WNT4	2.3185
CSN2	-0.171
TCF7	-2.894125
TDO2	0.426
SAMD9	0.10825
S100A7A	-1.496
MMRN1	2.63483333333333
GKAP1	1.15575
AKR1C3	-3.750375
RNF19A	0.552
GMDS	-0.856
YKT6	-0.492125
SPARC	-0.4665
C12orf31	-0.10175
UBE2V2	-0.714833333333333
FBXL18	0.154166666666667
KIAA0460	0.919
ADAM22	-1.022625
SERPINC1	-4.2725
KCTD21	2.02975
MYOHD1	-2.178
ZNF37A	0.331833333333333
GTF3C1	0.111
CTSZ	0.7595
PRNPIP	0.0555
DRD1IP	0.0245
NR1I2	-2.30966666666667
ZNF266	0.5748
SPAG4L	0.919
COX4NB	-0.138
SAPS1	-0.0218333333333333
APOA1	-4.05375
TATDN1	-0.335833333333333
C10orf82	-2.54875
KPNB1	-0.81575
FOXO3	0.30125
CRYBB2	-1.012
ZBTB5	-0.968166666666667
SLC25A38	0.488
DCTN2	0.180833333333333
IFT20	0.422
CTHRC1	-2.868
C1orf31	-0.219875
UHRF1	-2.591375
GPC6	-2.48675
C10orf54	1.46275
MCF2L2	0.41125
WNT9B	0.218125
OLA1	-0.494
FAM120B	0.857
TTLL10	0.48
CYorf15A	-5.02766666666667
RELN	-0.797
SCN2B	0.338
MFHAS1	-0.34925
NKX3-2	-2.04816666666667
RASGRF2	-1.2505
SSBP1	-0.2915
KPNA6	-0.466714285714286
LOC389118	-0.3245
HS3ST4	-1.7348
SUPT7L	0.15575
FLJ32658	-1.39475
IGFBPL1	-0.92
KIAA1641	-1.4038
SHKBP1	-0.702166666666667
CSF1R	4.64675
NAGK	0.5145
MYL2	0.385
HIST1H4C	-2.16716666666667
TOMM7	-0.049
ADAMTSL3	2.1242
TNFSF14	-0.599
PRRT2	-0.9295
VTA1	-0.396375
AOAH	3.04616666666667
CRISPLD2	0.770785714285714
PNN	-0.6609
TA-NFKBH	0.2335
ESPN	0.13875
RBM43	0.8825
KIAA1267	0.158375
DDX3X	0.126166666666667
KIAA1576	-3.59575
PLXDC1	2.25783333333333
FLJ25801	-4.706
HNRNPL	-0.28
RUNDC3A	0.0696666666666667
CASP12	0.112
SH2D5	-1.704625
RPL26L1	-0.061
OR51A7	-0.00324999999999999
HDC	2.7545
C2orf16	0.0186666666666667
SYTL3	2.162
GOLGA4	1.3896875
NOTCH1	-1.15516666666667
ATPAF2	0.11375
ECD	0.2835
SSX5	-1.756
SNAP91	-0.624
OCA2	-2.59525
PNPO	0.4275
DAPK1	-1.5655
PINX1	-0.465166666666667
SELENBP1	2.0645
NEK3	-0.604416666666667
TMED4	0.436714285714286
SSTR4	-0.5145
FOSL1	-3.2139
CD40LG	0.754
CES1	-2.43333333333333
DCI	1.0305
B3GAT3	-0.346333333333333
STK17B	-1.0245
CNTN6	0.01775
CYP3A4	-1.25866666666667
MBOAT2	-0.137142857142857
PISD	-0.242375
USP1	-0.506
PYDC1	2.20483333333333
CENPM	-2.79775
SAR1B	1.0975
TTC7B	-0.51675
DP58	1.412
GPC1	-1.509
RBL1	-1.78125
TMEM137	-1.66333333333333
TOB1	1.4695
TCEAL1	2.47116666666667
CENPF	-2.98590909090909
C6	1.306
PRSS1	-3.69
PPIL6	1.69566666666667
C6orf124	-1.122
ODZ4	-0.5836
SNCB	-0.5755
NDUFB9	-0.10575
CNOT6L	0.287333333333333
S100A9	-1.7965
TRIM50	-0.508
KCTD1	2.1359
WDR63	-0.704
SPEF2	2.62425
RNGTT	-0.687166666666667
CXorf22	0.299
KCNK16	0.527
CEP250	-1.734875
ATPBD1B	0.0875
KCNJ2	1.5245
MT1B	-3.195
ZNF684	0.614
SLC4A1	0.43
PDHA1	-0.66225
ZNF492	0.58675
TKT	-2.32875
BYSL	-0.21325
RNF38	0.501125
AHDC1	-0.1265
KLHL2	-1.033125
CMTM8	0.927
DMP1	0.308
HERPUD2	0.354375
CRTAM	1.95033333333333
ZNF572	0.85075
TMEM16J	-1.958
HSD17B2	-5.2165
UBE2G1	0.78325
AHSA2	-0.99825
PELI2	-0.4075
TPX2	-3.425125
ATP9B	2.1425
DAZAP1	-0.565625
HMGCS2	3.27216666666667
C17orf38	0.36375
B9D1	-0.32675
NKX2-5	-1.4355
KIAA1276	0.239
LILRB2	2.6315
CSTF1	-0.135833333333333
BTN2A1	-0.14
C15orf48	4.84275
IGF2BP3	-4.90725
FAM113B	-0.266833333333333
HRG	-0.234875
ZNF131	0.09075
USP47	0.412857142857143
CCDC88B	-0.976875
HCN1	2.6928
HTN1	-0.513
SYCP3	-0.22175
C13orf23	-0.7203
PAPOLA	-0.2209375
AATK	-1.314
MSH3	0.690333333333333
NDUFAB1	-0.51425
ITLN2	-1.59283333333333
BAK1	-0.261166666666667
MRPL45	0.133
MTNR1B	0.444
LOC645843	-0.371
SPECC1L	-0.603875
PGCP	0.11475
SPN	-1.202875
GPR143	1.88116666666667
ZNF576	0.518
TMEM39A	0.6441
ATP5D	-0.395333333333333
MAGEB3	-1.4155
RPS5	-0.0238333333333333
ANP32E	-2.1415
MTMR1	0.433
YEATS4	-0.121
SYNGAP1	-0.0445
PCOLCE	-2.09866666666667
MNS1	-0.181
PCYT2	-0.440333333333333
ZNF182	-0.12475
LAX1	0.97925
SPPL2B	-0.0014
ELOVL5	1.1908
PCDHAC1	0.773
B4GALNT1	-2.15133333333333
BLOC1S2	-0.29075
ZNF673	0.0119
ARHGAP21	-0.292333333333333
IRX5	4.166625
LRFN5	-1.66233333333333
FAM7A1	-1.73775
RAB19	0.7785
GINS1	-2.20175
ITM2B	1.0608
PAPSS2	-1.86541666666667
OR5BF1	0.406
ACSL3	0.020875
KIAA1919	-1.47883333333333
GLT8D2	-0.312
UTRN	0.287357142857143
CNN1	-2.489
HISPPD2A	1.09533333333333
SDAD1	0.332375
SIGLEC9	0.1655
RPL35	-0.174714285714286
C22orf26	-0.464
IMPDH2	-0.840375
WDR69	-0.55775
SEC14L5	0.580833333333333
CLTA	-0.08325
RP11-529I10.4	0.83875
GPR37L1	0.343833333333333
OGDH	-0.113583333333333
ASB13	0.822
ZFP14	0.32775
ZCRB1	0.194166666666667
KPNA3	-0.39075
HSPA1L	0.97625
RHOC	0.632125
LOC554175	-0.79025
PPP3CA	-2.0959
SLC1A7	-0.5219
ZNF529	0.457
RBED1	0.72525
DDB2	-1.05975
FLJ11286	0.219333333333333
SPATA1	2.28
MKNK1	0.385666666666667
DYSF	-0.428
ALKBH2	0.43925
NKD1	-3.89883333333333
C1orf174	-0.4285
PLEKHO1	-0.749833333333333
ASB10	0.057
RING1	0.466
NPC2	-0.337375
AVPR1B	0.0035
YTHDF1	0.0494166666666666
LMAN1L	0.555
GSG2	-2.3325
CEP170	-0.6056
RPS4Y2	-5.11175
MSH6	-0.89
HECTD2	0.824333333333333
ZNF556	-3.6595
PLEKHC1	-2.3279
AIRE	0.951833333333333
BCL2L10	0.62875
LMOD3	-0.3875
ZBTB8	0.6867
FOXA2	-3.9051
SLCO2A1	2.592875
C3orf46	0.2095
PRDM16	-1.20133333333333
TMEM98	0.6025
FRMD5	-3.7955
PDE6C	-0.516
C1orf216	-0.214333333333333
EP400	0.0737142857142857
PTK2	0.252833333333333
RNF217	-0.2375
NDUFA8	0.693
ZFAT1	0.656
LAMP3	2.41633333333333
GLTSCR2	0.96725
NPW	-2.024
LLGL2	0.0778
PPM1K	-1.609
C20orf177	0.375
KIR2DL4	0.1823
NFKB2	-0.4805
C21orf122	-0.159166666666667
HESX1	0.00325
GPR114	0.925333333333333
SLC25A35	0.066
GNAT1	0.086
ORAI3	0.041
FAM76B	-0.3545
TMEM99	0.7476
TRIM29	-2.8367
CDS1	2.55975
RHEB	-0.5622
C4orf27	-0.557333333333333
RAB3A	0.25
OTUD6B	-0.58
GPD1	-1.4505
CDH15	-1.20616666666667
NPM1	-0.0824285714285714
TMEM117	-1.96075
PRPS2	-1.09725
GCK	-0.263
ADRA2A	4.77783333333333
TSPYL4	0.3535
TASP1	0.113
WDR19	1.40108333333333
C10orf38	-2.61825
PDE4C	-0.979166666666667
FYB	0.0235
C1orf55	0.743833333333333
PPFIA3	-0.51475
RAD18	0.21025
C12orf44	0.345666666666667
CRYBA4	-0.6245
HVCN1	1.2475
TAF10	0.126166666666667
C16orf48	0.112333333333333
DEPDC5	0.631333333333333
LTBP1	-4.3535
MAPRE1	-0.178875
FGF8	0.664
C3orf52	1.8815
SENP7	0.3855
LRRK2	0.6
RUNDC2A	-0.0486666666666667
KIAA0355	0.811
CPEB1	-3.1545
PPEF2	0.579
ABI2	0.209
KIAA0317	-0.39
ATF1	0.074
DYNC1H1	-0.11325
DIP	0.00499999999999999
TMEM33	-0.123388888888889
POLDIP3	-0.40075
C7orf24	0.161
GPR171	2.441
CDC6	-4.243
PLD1	-2.0813
ITFG2	-0.6307
NDUFC1	0.111
AKNA	-0.36625
NBR1	0.9015
PKHD1	-0.0915
HPS4	-0.9801
MAFA	0.26175
ULBP3	-0.25575
DIRC1	-0.245
IMMT	-0.203875
C22orf13	0.22525
CEL	0.16825
MARK3	-0.15575
ADAMTS2	-0.744666666666667
ARPC3	0.4715
TMEM10	0.26975
NPHS1	0.38525
BRD8	0.6565
WDR12	-0.458
IDI2	-0.41675
HOXD13	-2.296
OR8G2	-0.3965
SLAIN1	-3.46725
GABRQ	-0.725
NR2C2	-0.264
NKTR	-0.3043
TLE2	1.684
KIAA0892	-0.139166666666667
AURKA	-3.05390909090909
GPRC5C	0.377833333333333
TBC1D9B	0.7325
PNPLA6	-0.525666666666667
AP3B1	0.27425
NAG	0.307875
C11orf68	-0.49475
AKR7A3	2.74675
AHCYL1	0.743166666666667
COP1	0.404
RPP14	-0.130333333333333
PCDHB18	-0.72075
CDH24	0.35575
KRT17	-3.4273
LACTB2	0.08575
DDX24	0.1828
PHACTR1	-1.97883333333333
SLC35E2	0.17525
LOXL1	-2.76625
IQSEC2	0.36275
RGSL1	0.3385
PCDHGC5	-0.0635
MEGF10	-0.754714285714286
PRRX1	-1.27933333333333
ASTE1	1.26966666666667
C6orf159	0.076
MYOD1	0.342
GAA	0.07925
ZNF747	1.42075
KLRC1	-1.252125
IL1RL2	0.3165
GDF9	3.097
GPR119	0.1245
TRAF2	-0.0751666666666667
HCK	2.6975
BMP6	-3.05
IL8RA	0.559166666666667
FLJ35848	-0.7495
EFHA1	0.61125
CDSN	-0.161166666666667
C14orf54	-0.593833333333333
LSM3	-0.499625
ZFP41	0.9095
C9orf126	-0.576833333333333
VIT	-3.7105
SPCS3	-1.0515
DEF8	-0.8059
CHAF1A	-1.95033333333333
C1orf165	-0.2865
ZFPM2	-0.5855
FTH1	0.258
SLC35F1	-1.9135
YWHAH	-0.94575
C17orf66	0.253666666666667
ADRB1	-0.1555
FOXL1	-1.3685
RG9MTD3	-0.315666666666667
UMPS	0.004
MGC13008	-0.0005
KIAA1161	-0.637
CCDC77	-2.71725
C12orf65	-0.5181
COG4	0.244666666666667
RCP9	1.10625
RP4-692D3.1	3.86416666666667
CDC2L5	0.61425
MGC7036	0.916
DNAJC11	0.10075
GDF2	0.144
TIMM17A	-0.056
HNRNPA0	0.1863
OR2H1	0.285
PCBP1	0.266125
COL23A1	-2.77275
LRRC2	-0.2195
NSD1	0.237357142857143
FLJ37078	-0.905625
WDR91	-0.296166666666667
TMEM179	-0.049
DSCR10	0.0580000000000001
CNDP2	0.9444
FYN	-1.9305
BEX2	0.255166666666667
KCND3	1.23875
YPEL5	1.6995
LRRC42	-0.0283333333333333
C17orf45	-1.29025
ZNF649	1.3569
LOC150763	0.37525
COL5A2	-1.66416666666667
CNGA2	0.3405
ELA2B	-0.7265
RAB9B	0.12275
FAM100A	0.33375
NAIP	0.732285714285714
MYOZ2	-0.38975
SPATA12	0.291
XRCC4	-0.679
CYB561	1.1356
CHST10	0.76475
BAI1	-1.02016666666667
BRSK1	-0.844333333333333
C17orf89	-0.414125
PDE6H	-0.1715
FLJ20309	0.6599
MAP7	1.571375
SCN4B	0.886
SPAG9	-0.9963125
SERTAD1	0.607833333333333
FLJ21963	-0.02875
ANTXR1	-2.658
TMPRSS13	3.0315
ETV7	1.99816666666667
DGAT1	0.671166666666667
NKIRAS1	0.668166666666667
TAC3	-2.766
CORO1C	-2.28058333333333
RAD54B	-1.48425
HRASLS3	4.09166666666667
C21orf42	-0.16725
BARD1	-1.48133333333333
ZNF177	0.847833333333333
MIP	-0.246
ZNF442	1.7065
F2	-4.2604
GRIA1	0.248625
GALNTL2	0.278333333333333
WNT5A	-4.1273
LENG9	0.1575
hCG_25371	-1.432
FOXR1	-1.117
TRA@	1.2214
PWWP2	1.071
C1QTNF7	0.803833333333333
SLC7A4	2.48225
C4orf7	3.91025
C17orf80	0.504333333333333
KLK4	0.405
IL31	-0.4535
TMEM176A	3.64275
CTNNB1	0.3223125
BHLHB2	0.8875
TMEM185B	0.961666666666667
ARD1B	-0.56725
C1orf93	0.917
BRUNOL4	-0.580666666666667
LOC541469	-1.61608333333333
UPK2	-0.14225
GAS8	1.41716666666667
PATE	-1.048
IMPACT	1.635625
WNK4	-1.88516666666667
HNRPLL	-0.100875
GAD2	0.513
ITGA6	-0.5495
BMP15	-0.0756666666666667
CYP2A7	3.0345
RIC8A	0.509375
CCND1	-0.12825
USP35	1.451
DSCR2	-2.2725
CCL4	3.42716666666667
ZCCHC10	0.6945
NOL11	-0.0705
TRPM2	1.75625
PSMD2	-0.565090909090909
CHTF18	-1.40725
USP18	0.203
RRAS	-1.2205
LAMC3	-2.9155
TOX	-3.5265
PCDH15	0.0579999999999999
GABRG3	-0.55125
NUDCD2	0.02125
SGCZ	1.0345
KCTD17	-1.214
SPSB2	0.4645
TPPP3	0.1915
CILP2	-0.368166666666667
CALB2	0.11875
CEBPZ	-0.251666666666667
ZNF479	0.56225
FMOD	5.1215
C21orf66	-0.533785714285714
CLN6	-0.833166666666667
ANAPC1	-0.693125
SH2D3C	0.79575
PTPN14	-0.4991
TRIM42	-0.0695
APTX	0.004
SNRPG	-1.10533333333333
BMS1	-0.72525
MAGEA3	-4.401
NFATC3	-0.155583333333333
LRRC45	-0.346
ARS2	-0.125071428571429
LRIG1	2.204
EPSTI1	0.2574
PRSS27	0.1995
ERC2	-1.187125
PRKACB	3.73371428571429
PRDM13	-5.412
HCG27	-0.13175
KLK12	-2.665
HSD17B7	0.723333333333333
ZNF354A	0.79575
PCDH11X	0.348
DMGDH	-1.15925
PCBD2	0.808166666666667
TMC6	-1.396875
RIMS1	0.65775
SF3B2	-0.271333333333333
RCN1	-1.3445
CPB1	5.07625
BCAR3	0.96275
FCRLB	3.593875
PAK1IP1	-0.52425
OR10H1	-0.1365
KIF9	1.6155
PITPNM2	-1.35225
L3MBTL4	-0.002
TGFB1	-1.0232
ZXDC	0.41125
SLC6A16	-0.16475
SRrp35	-2.30775
LRRC8E	1.553
PPIAL4	-0.558583333333333
EOMES	1.638
PAX2	-0.1
SCARF2	-0.915625
PSEN2	1.50258333333333
PCDHB13	-0.29525
C10orf28	-0.584125
