Hybridization REF	TCGA-A7-A0CJ-01A-21R-A00Z-07
TBC1D10C	-0.87325
MMAA	1.52225
INTS9	0.0095
HOOK2	1.283125
CCNG1	-2.47366666666667
CCDC144B	0.3315
MTMR7	-0.011
NEU4	-0.863
HADH	0.393
CCKAR	-0.29
TMEM173	0.9495
AFAR3	1.515
PTH2R	1.188375
IFI30	1.7105
GLUL	0.5935
TMEM71	-0.821833333333333
C20orf165	0.05025
BFAR	0.026375
ZNF14	0.89825
KLHL8	0.5255
PPIL2	-0.424
CTA-126B4.3	-0.1275
C5orf37	0.34525
SLC27A4	0.423833333333333
KLHL22	-0.63875
GJB2	1.541
HSPBP1	-0.27425
PRKD1	-2.2705
SOX8	-0.9315
KIAA0195	0.420833333333333
MICALCL	4.29866666666667
ICAM1	-0.88025
C10orf126	0.422
SIX4	1.18375
BCL2L1	0.1503
CD19	-1.44783333333333
RAPGEF3	1.05683333333333
KIAA0974	0.2025
MAPK3	-0.444666666666667
OR10A3	0.282
MAP2K1IP1	0.3265
STK4	0.0668888888888889
CHIC2	0.386
DLX5	-0.682333333333333
ZNF367	-0.95575
FBXO41	0.325
ADK	-0.386
hCG_1995786	0.076
GTPBP10	-0.031875
TGOLN2	0.42875
CTBS	-0.0698333333333333
FGD1	0.23025
ETS1	-1.25983333333333
EDC4	-0.263375
GSTA3	-1.55075
HOXB6	0.605166666666667
C9orf131	-0.23825
BCAS1	-2.1735
U2AF1L4	0.0555
PDHA2	0.308833333333333
SORD	1.88975
SLC25A33	-0.264
WDHD1	-1.45325
OR8K5	0.002
RNASE11	-0.57
STAP2	2.22125
TRIM44	-0.109
CHCHD8	0.11375
SIDT2	0.338166666666667
OR2B3	0.6215
TRRAP	-0.443
TRAF1	-0.45925
RYR2	-1.9385
FAM71B	0.1445
SLC45A4	1.37975
TRIM32	-0.1955
ATP6V1G1	-0.33875
TRA16	0.6305
SERHL2	0.368
PRKY	-0.582166666666667
NPR2	-1.61225
TAS2R40	0.54175
OR5I1	0.5875
ZFYVE26	0.422166666666667
WFDC11	0.1065
CSH2	0.02775
OR2T8	0.0475
TBX20	-0.5715
LYPD5	2.79633333333333
STOML2	-0.867
ALPI	0.20525
FAT3	-0.78225
ZNF273	-0.45025
NPSR1	-0.067
FLAD1	0.793833333333333
RAB5C	-0.798625
TTLL3	-0.899625
KIAA1618	0.0908333333333333
NPPC	-1.2575
ZEB2	-0.207888888888889
MRP63	-0.3415
WSCD2	-0.3015
NEUROD4	-0.59525
SNAPAP	0.52975
MTMR2	-1.15205882352941
STK35	0.073125
USP48	-0.45425
NR1H4	-3.25375
RASL10A	-0.5155
SSTR1	-3.42825
C1orf35	0.02625
APOBEC3C	-1.94925
RUSC2	0.1345
SALL4	-3.278
ZCCHC8	-0.28075
RAD17	0.57025
ZNF708	-0.321166666666667
LILRB5	1.539375
TEX12	-0.2375
C9orf79	0.08325
ARHGEF1	-0.534166666666667
ABCA4	0.3275
RNF214	-0.74425
PPAPDC2	-0.18375
ARID4A	0.561666666666667
SYCP2	2.717125
OPRM1	-0.18525
RP13-102H20.1	-4.67025
CYP26B1	0.977333333333333
APCDD1	0.938
PCCA	-0.957
ALS2CR7	-0.154
AQP5	-0.227
YLPM1	0.00787500000000001
PRKAR1B	-0.864
IL16	-0.6356
TCF3	0.5195
ZSWIM7	0.60175
SERPINE1	-0.8599
BAI2	0.77275
SMC5	-0.984571428571429
SMN1	-0.328333333333333
SLC13A5	-2.361375
POU2F3	1.29625
BACH1	-0.0221666666666667
GMCL1L	0.363
PPP2R2D	-0.708
LRRC51	0.736833333333333
EDARADD	0.233
LRRC3	-0.109
FAM124B	-1.9125
C20orf70	0.2815
LOC285735	-2.9825
CTBP2	0.3023
ZMYND11	0.603125
CDH23	0.0841666666666667
OR1N1	0.1345
LOC400590	-2.116
PDK1	-0.955375
LMTK3	-0.607
USHBP1	0.4704375
ZFYVE21	0.48825
hCG_21078	0.863625
OAF	-1.794875
WDR41	0.25775
SPINK6	-0.17675
GDEP	-0.1735
MEG3	-1.3049
OXSR1	-0.130428571428571
RAD51	-1.87483333333333
RPL13A	0.5075
DYRK1A	0.3069
FLJ25791	1.217
SARDH	0.1694
RBBP5	0.0253333333333333
ORC2L	0.17925
NCAPH2	-0.427666666666667
RNASET2	-0.329833333333333
WDR79	-0.4745
FLJ39779	-0.09375
C3orf1	0.4505
DDX23	-0.307
MGC40574	0.501
MORC4	0.4895
MYRIP	3.054
LY6E	0.794
SLC39A11	0.57
ATP12A	-0.112
AUP1	0.0055
PIP	5.7405
CORO7	-0.7175
PITPNM3	-0.46
ENPP1	2.11483333333333
PPP1R1C	-3.05733333333333
NRBP2	-0.668125
KCNE2	-0.047
P2RX4	1.7165
CCND2	-2.63742857142857
OR5T3	0.504
CUL4A	-0.308
CFB	1.090875
PCP4	-1.874
HEMGN	-5.02616666666667
UBIAD1	0.934
CDC42BPB	-0.4536
CYB561D1	0.3895
RIMS2	-0.8555
ZNF488	-0.7435
RNMTL1	-0.70725
SART3	0.0271666666666667
CAPN10	-0.13
CCR5	3.59683333333333
APOA1BP	1.32633333333333
NDUFS5	0.60725
PDLIM3	0.4761
VPS24	0.6869
SCN8A	-1.167125
C1orf67	-0.925666666666667
MRCL3	-0.186333333333333
TMEM145	-1.619
KCTD16	0.2745
RNF149	0.6185
FDXR	-0.00275
CDCP1	1.0195
PAX3	-2.4757
LASS4	1.12925
HSD17B8	0.09725
YAP1	-0.425625
NNT	-2.25775
SC5DL	-2.233375
DKFZp566H0824	-0.711
KSR2	-0.567
RAD21	0.757333333333333
ST8SIA2	0.47525
L3MBTL3	-0.50875
SNRPB	-0.956
MGC14425	0.29825
MIF	1.372875
TAPT1	0.95925
IRF8	1.2546
PRO0132	1.5585
HERV-FRD	-0.131
ACD	-0.971333333333333
BCL3	1.043
SPATA13	0.2425
MRLC2	-0.818375
F2RL3	0.787625
CFHR3	0.2105
DUSP15	0.963166666666667
TMEM46	-2.823
SF3B4	-0.433166666666667
MAP7D3	-1.4525
STELLAR	-0.915
SEMA5A	-2.1575
H2BFS	-1.30525
LRRC28	-0.0645
MORN2	1.167
XYLB	-0.892125
WDR21C	0.1875
HIATL1	-0.83575
ADAMTS10	0.306
WDR55	0.085
MFSD5	0.432166666666667
OR4N2	0.581
DUSP16	1.3685
NLGN4Y	-2.0579
INHBC	0.260833333333333
NUMA1	0.96725
DEFB123	0.41125
GIPC1	0.67575
MGC27348	-0.625
FLJ33590	0.3625
FZD1	0.074
MKL1	0.643833333333333
SAA2	1.29375
C1orf94	-1.41
C7orf28B	-0.46
TMEM185A	0.835
ZZZ3	0.0835
C16orf5	0.350333333333333
GALNAC4S-6ST	0.489
C1orf186	-0.19875
IGFBP4	-1.21016666666667
NDUFA10	-0.129166666666667
CLIC2	-1.39225
RNF13	1.05
GPR103	-1.45175
CD69	-2.1625
MYOZ1	0.197
IFNB1	0.693
CLNS1A	-0.12325
CXorf45	-2.063
ZXDB	0.0195
FUNDC2	0.949
GPA33	-0.493875
C9orf70	0.31
SLC2A9	0.1755
LOC126520	-0.3805
MAGEB1	-0.63425
LCE2A	0.0375
C18orf34	0.56
FMNL2	-2.25425
KRT85	0.6305
CRYGA	0.123
GEM	-0.463
THAP6	0.1874
ALKBH3	0.778666666666667
TM6SF2	0.02475
C20orf82	1.47575
RANBP2	0.191333333333333
LIG3	0.3159
RETSAT	0.569
OR8S1	0.899
CAST	0.484
TGFBI	-0.5398
C15orf37	-0.479125
PGM3	-0.226
SLC4A11	-2.157625
FAM123C	0.1365
TAOK1	1.71275
CISH	0.8245
OGDHL	-3.551
SPINT2	2.09816666666667
ZNF33A	0.7575
CLDN18	0.156833333333333
RNF128	-1.986375
CCDC71	-0.95425
RASSF6	-0.184
HSPG2	-0.0065
ATP6V0E1	1.406125
ABHD6	0.06675
CD274	1.4565
GCNT1	-1.27375
NT5C1A	0.599333333333333
TM4SF5	-3.5005
C21orf58	-0.748833333333333
SUCLA2	-0.80775
RFTN2	0.24725
SCNM1	0.261375
SLC9A10	1.232
FUNDC1	-0.194
SLC35F4	-2.14575
AMD1	-0.73075
COL6A6	0.6035
OR4K2	0.303
TRIB2	-1.78783333333333
LOC91461	-3.01425
GHSR	0.6755
ATP8B1	2.842625
C1orf78	1.72316666666667
RNF183	1.37283333333333
STX4	0.0185
TPPP2	-0.665375
MYBPHL	-1.288
TXNDC6	0.1672
C9orf47	1.8405
FAM137B	0.908
FANCB	-1.93375
C11orf9	-1.7
DPY19L1	-0.732375
VDAC2	-0.260666666666667
VHL	-1.0215
LMBR1	1.275375
C8orf44	-0.55625
ZPBP	0.099
FGF23	-1.40775
C21orf67	1.236
PCNT	0.13875
BCKDHB	0.2501
GALNTL5	-0.4345
BET1	-1.036
ARL13A	-0.212
HDAC6	-0.673125
N4BP3	1.9675
OTOP1	0.287333333333333
TTC30A	1.822875
CRISP1	0.2935
KRT32	0.3785
VSTM1	0.721
ZNF622	-0.097
POLR3B	0.0569
DNAJC10	0.595375
C12orf54	1.8845
ADIPOQ	0.057
RIT2	-0.02275
CD44	-0.4006
ABCA3	1.71
RPS17	-1.0485
FEZF1	-0.00900000000000001
PCDHB15	-1.731
KCNMA1	-1.87672727272727
CCDC116	-2.122
C15orf27	-2.3725
NARG2	-0.81825
ITGA5	-0.78475
MEFV	0.526
TUT1	0.10675
LOC541473	0.0345
NMBR	0.155
GLT1D1	-1.482
ABCB7	-0.87775
PFKP	-1.60136363636364
C9orf91	0.7631
LRRC41	-0.00583333333333333
C1orf85	-0.006
ATP5F1	-0.259875
STOX1	1.1365
GFOD2	0.12475
SLC25A3	0.158875
ZNF646	-0.031
ZAR1	0.428
OSTbeta	-1.29525
GALNT3	0.27725
IFT122	1.25233333333333
LDB3	0.2047
GARNL1	0.716571428571429
HOMEZ	1.36233333333333
LRRC6	2.3345
ANGPTL5	-1.33175
UBAC1	-0.817
DLEU7	-0.2525
RPL19	-0.37325
TOP1MT	0.5085
LOC643641	0.35825
MBD3L2	0.067
NTSR1	0.246666666666667
WISP2	-1.049
GPSM2	-0.640375
RDH10	0.8335
PRKCG	0.031
HIST1H4J	2.264
MON1B	-0.4311
MLF1IP	-0.344
ZNF446	0.611375
COL4A5	0.0183
SLC26A1	0.3375
RGN	-2.771875
CCNB1	-0.64025
C9orf165	0.347
CCDC28B	1.28925
CCDC97	0.933
FGR	1.501625
MSRB3	-0.6706
EPN2	0.27625
COX15	-0.473833333333333
KCNK6	0.339
XK	0.21525
GDA	-3.894625
HEPH	-1.539125
THRAP3	0.646875
MET	-2.604
PHYHIP	0.00874999999999999
LYAR	-1.525
ING3	0.05175
AK7	-0.98425
CCT8L2	0.1745
COPS7A	-0.779
WSCD1	-0.99825
RNF185	0.760625
TNS3	-1.1745
KNDC1	-0.700333333333333
RWDD4A	0.816833333333333
MED13L	1.2703
ZFYVE1	0.998125
C7orf44	0.212166666666667
MRPL1	0.4565
STGC3	-1.45
TEAD1	-0.487666666666667
RPL7A	-0.483714285714286
ARL6IP1	0.0731
C1orf178	0.1275
CTAGE5	0.0904166666666667
TMEM184A	1.026
SLC25A14	0.38825
CACNG5	0.35325
ATXN10	0.5239
ECH1	0.6418
CCL22	0.373
CYP2F1	-1.39333333333333
GADL1	0.1295
TMEM19	-0.9489
RUNX3	-0.77325
EFNB1	-0.8155
LIPN	0.06
ACSM3	-4.205
SIGLEC8	0.416
ASCC3L1	0.23175
NOL8	-0.522625
RELT	-0.3955
Magmas	0.02575
PPP1R15B	-0.0874
C11orf2	0.4835
VKORC1	-0.587
MGC26647	-0.4015
TRPM6	-0.305
UGT2B7	-4.42016666666667
FEV	0.416
FOXK2	0.4659
PDCD5	-0.244166666666667
SLC8A1	1.7409
DGUOK	-0.0526666666666667
CLDN16	-0.38
GAGE1	-1.4715
RBM17	0.1858
C1QTNF3	-0.501875
VGLL3	0.1175
UNQ5830	-0.4685
CD1A	-1.7205
SCGB1C1	-0.142
SUPT4H1	0.478
TRAF5	0.91425
ASAHL	0.937125
FAM73A	0.7245
OR6B1	0.5825
WHSC1	-1.86935
GFPT2	-1.10275
LOC339809	0.43025
STARD5	0.971833333333333
SIP1	0.19475
DNAJC15	-0.36825
STAU2	0.364375
FAM98A	0.3465
RAD23B	-0.293
LRRC33	-1.10225
CHRAC1	-0.63025
C21orf89	0.4945
C19orf43	0.1005
KLK8	-0.3165
CCNE1	-2.365625
PKDREJ	0.0888333333333333
SSU72	0.404
C17orf73	0.4145
GPR78	1.5185
WHSC1L1	0.6802
GSTA2	-2.113
SMUG1	-0.00416666666666667
UFM1	0.0545
AP3M2	1.20408333333333
USP14	0.584875
FBXL14	-0.114166666666667
DSTN	1.21175
SFRS14	-0.1455
FBXO31	-0.502166666666667
C12orf40	-0.5755
FRS2	0.9075
NR2E3	0.10375
TUBB2C	-0.86675
GMPR	-0.526166666666667
C9orf139	-0.025
ING5	0.163428571428571
LOC730092	-0.827833333333333
ORM1	-3.98525
RP11-11C5.2	-1.2185
HSPD1	-0.4162
PIWIL3	-0.194
C5orf13	-0.4219
OR5R1	0.6175
LCOR	0.58325
PLEKHA9	0.0695
CCDC43	-0.53575
ZNF232	0.9115
SLC6A7	0.5195
ADH5	0.24175
SHBG	-0.610666666666667
CROCCL2	0.07175
PANX3	0.3235
CDIPT	-0.3805
SLC16A5	0.206
TUBB	-0.8499375
TOR3A	-0.0308
PREP	-0.259833333333333
ENTPD8	-0.0077142857142857
CHMP1B	-0.5665
SYT12	0.3967
MYH6	-1.4684
MAP3K13	0.6455
KLHL30	0.237166666666667
LCMT1	0.929125
EIF1AX	-0.524916666666667
FOXD4L1	0.36
SLC24A5	-1.6045
RNF166	-0.9093
TJAP1	0.17175
TMEM156	-1.27066666666667
ZNF239	1.06075
SNX19	0.1937
GKN1	0.1965
FCN1	1.8772
C1QL1	-1.49925
ATP11C	0.040125
ZNF35	0.98675
CARD8	0.4295
LIMD1	-0.865
KIAA0286	-1.211
XRN2	-0.3945
CD6	-0.185166666666667
TOX3	3.533125
ZSCAN4	-0.895833333333333
RSRC1	0.03625
COG1	0.6825
PTRF	-0.7316
C16orf35	-0.3065
FBXO24	-0.04475
CHST11	-1.15125
THRB	1.379
MYBPC1	-0.315
RNF39	0.709
PSMD11	-0.84825
ALAD	-0.561833333333333
EN1	0.46025
SLC9A9	-0.64575
GSTM4	-0.2412
CDC42BPA	-0.0955263157894737
RCSD1	-2.2095
LUC7L2	0.77
SPTBN1	-0.5019
LOC146167	0.3575
BAT5	0.2413
ZNF452	-1.765875
LSM4	0.321375
SRP72	0.0333
SGK269	-0.368916666666667
MTX1	0.10675
CENTA1	-0.53225
UNQ9433	0.1595
ATR	0.35275
DDX49	0.112833333333333
PAQR8	-2.1775
C14orf174	0.32975
GBGT1	-0.541
THAP1	0.34025
OR10K1	0.173
RASIP1	-1.81166666666667
DPYD	-0.6831
DOHH	0.4285
C18orf45	2.607
POF1B	-1.766
ZNF552	3.70475
USP32	-0.252875
MED27	-0.419
C14orf149	-0.230833333333333
PRDX4	-1.15383333333333
ABHD12	1.1853
AGT	-2.7585
SLC22A14	-0.102
C1orf58	0.028
PILRA	-0.06625
ABCF2	-0.697625
C17orf85	-0.1222
TKTL1	-1.024
FGF1	0.9865
IL6R	0.471333333333333
VPS25	-0.157
CHRNB2	-0.102
COL7A1	-1.6109
LRRC48	1.46733333333333
SPG20	0.466833333333333
COX10	-0.67775
GCA	1.143
ECEL1	-0.2865
GLG1	-0.597333333333333
SRD5A2L2	-0.00225
MUTYH	-0.588375
ZNF70	0.6255
L2HGDH	-0.19575
GPATCH2	0.299
ZNF655	-0.84475
ZNF227	0.422
MCOLN2	2.24333333333333
NQO2	-0.03175
KCNQ5	0.059
NEU1	0.341166666666667
QRICH1	-0.42375
ZBTB20	0.421666666666667
RPUSD3	-0.33075
EPGN	-1.3588
TSN	0.32575
SPRY2	-3.21516666666667
LZTFL1	-0.290375
GMFB	0.407375
PBEF1	-1.6391
HBG2	-2.3545
TMEM8	0.1915
PALM2-AKAP2	-0.901333333333333
NFYA	0.07525
FAM108A1	0.65675
PBLD	-0.285875
NRG4	-2.354
PIGF	0.71575
PTGER1	-0.1085
NOS2A	-0.648
C21orf34	-0.4905
C21orf51	-0.00216666666666667
IL17C	0.577
TRMT6	0.275166666666667
ETV2	0.5715
CCDC109A	-0.43575
MYLK2	-1.209
ATP10A	1.4951
DPH4	0.54525
C5orf5	0.164666666666667
KCNA4	-0.177333333333333
NMNAT2	-1.50533333333333
GLYATL2	1.2325
LSMD1	0.417
IL23R	-1.4965
NRF1	0.01625
MUC15	-0.936166666666667
PRDM12	-0.858
PAQR4	-0.0133571428571428
RBBP6	-0.6700625
IFI27	3.489
SKAP2	-1.3165
TAGAP	0.924
TJP3	2.7935
C9orf61	-0.97325
IDS	0.378071428571429
PARG	-1.49575
LOC131149	0.5395
DYRK4	-1.743
MICALL1	-0.1635
GALR2	0.051
GPBP1L1	0.2985
TBX21	2.99725
KCNJ6	-0.5166
GGN	0.048
CASP5	0.383166666666667
RNF182	-5.3825
BRD4	0.659
DOK4	-1.420625
SLC46A2	0.160333333333333
SOX9	0.412916666666667
ZNRD1	0.268333333333333
PRR6	-3.73575
FAU	0.374
DTNB	1.69783333333333
CARD9	2.03675
STS-1	-1.36
SLC4A5	0.27125
NSBP1	-1.29575
UGCGL2	-1.3305
POTE15	2.6595
NOXA1	0.52
RP13-347D8.3	-0.406
SAMD10	-0.0135
EP400NL	-1.105
TCF21	-0.1915
AMELX	0.13375
JPH2	1.2823
SLA	0.984375
DLST	-1.14366666666667
SEPT12	1.04925
RGS20	-3.7805
LXN	-0.1285
ZNF419	0.05825
UPK3B	-0.0538333333333333
RELL1	0.06675
ESPNL	-0.507
KLHL21	-0.092875
PI15	0.3835
C2orf61	0.1195
LOC407835	0.274833333333333
RER1	-0.286416666666667
ELAVL2	-0.2695
MGC26718	-2.15075
KLF2	1.58175
TNFAIP8L3	-0.0289166666666667
TFE3	-0.1185
C11orf17	-0.24525
15E1.2	-0.51525
SNRPC	0.01
DLGAP1	-0.64725
PGLYRP1	0.29275
OVCH2	0.389
IRF7	1.6425
SET	-0.4548
NAB2	-0.0531666666666667
LRP5L	0.5455
FAM120A	0.6409375
ASCL2	-0.430833333333333
SHH	0.0965
ATP5H	0.4165
THPO	-0.3055
TYRP1	-3.83166666666667
HIST1H3E	0.423166666666667
EIF2S1	-0.0901666666666667
TNFRSF17	-2.3545
TARSL2	0.173
NKX2-8	0.207
C1orf115	0.861625
LOC56964	0.7435
KIAA0841	-0.78625
ISCU	-0.1265
TTMA	0.1265
ZNF414	0.7525
LOC441150	0.902
RAB15	0.5445
HBP1	0.317
TNNT2	-1.17033333333333
CECR5	0.29325
PHGDH	-4.126125
JRK	-0.3216
XPO4	-0.507
FAM131C	0.2385
ARHGAP25	0.863333333333333
CA9	-1.51566666666667
GPR62	2.055
TLX1	-0.0501666666666667
GPS1	0.162
OR2M2	0.1345
BDP1	0.483571428571429
FAM70B	0.1705
RPS29	1.01208333333333
MKLN1	0.0732
TSPAN19	-1.69275
SLC29A3	1.5375
LGALS4	-0.2055
USH2A	-0.166333333333333
NF1	-0.219
APOBEC3A	4.02583333333333
IMPAD1	0.699333333333333
OLR1	1.5485
NRAP	-0.3845
HCFC1R1	0.28
TAOK2	0.170333333333333
MCM10	-1.7425
MAP4K3	0.188333333333333
CBS	0.119875
CLK3	-1.0997
PCDHGA5	-0.89
ELF4	0.328625
FAM71A	0.069
C11orf49	0.20575
CLIP2	-1.3445
BTBD9	0.4137
ZNF524	0.664
KDELR1	-0.118833333333333
ZNF509	-0.0125
NCSTN	0.4005
ZNF533	2.98378571428571
PARP4	-1.086125
GALNT9	0.0886666666666667
NPY	-1.71525
BEGAIN	-2.26916666666667
TMEM77	0.246666666666667
FOXRED1	-1.2135
SLC16A2	0.00116666666666667
SLC35B1	0.59125
GK5	0.97075
SDCCAG10	-0.13275
C4orf20	0.75525
SLC9A2	-0.71075
ADD1	-0.1065
TAL2	-0.6685
ACLY	-0.932125
DNAJC1	1.263
SOST	-0.9155
USP43	0.0728333333333333
CYP4F12	-0.4145
FKBP5	0.5105
CHCHD5	1.0629
NUDT22	0.3415
CCDC85B	0.167
OR51G2	0.395
STRN3	0.7695
TMOD2	-0.08175
FLI1	-1.22975
MAB21L2	0.0331666666666667
DGKQ	0.352
VPRBP	-0.5525
SCNN1B	0.3382
ECHDC3	1.696
TMEM106C	-0.4485
CSNK2A2	-0.8145
RPL39	-0.8591
HERC3	-0.1536
ZBTB47	-0.076
ZNF681	-0.43375
PAGE2	-2.2285
CLIC5	1.6075
RABAC1	1.0415
ZFHX2	2.26525
YPEL1	1.82433333333333
KIAA0776	0.38725
NR1D2	-0.48775
DNAJC4	0.74225
NPNT	3.9702
ZNF677	0.8115
ZNF536	-0.307
MEF2B	0.374083333333333
PTPN4	0.291125
CTCFL	-4.1175
STX5	0.697
CD72	0.99775
VEGFA	0.0830526315789474
XRCC1	-0.2491
MAS1L	0.465833333333333
ELL	0.3777
SETBP1	2.99525
CDH11	1.4555
NDC80	-2.67476923076923
DMBX1	-2.17225
NRSN1	0.3358
BAT2D1	-0.101625
CDS2	1.0195
C1orf212	-0.429833333333333
SENP3	-0.79525
IL1F9	0.0715
EEF2K	0.129625
COG8	-0.65775
CEP72	-0.32325
OR1L8	0.9995
MUS81	-0.144083333333333
PHYH	0.4295
GGT6	0.9575
C22orf23	-0.361
C13orf33	0.594
MAPK8IP2	0.92125
NELL2	-0.34575
POU3F2	-1.92533333333333
ALPK1	2.2
MRPS18C	-1.2635
RPLP2	0.828
FGF22	0.536
SPNS1	-0.275833333333333
ZFP1	-0.2505
IL1RAPL1	-1.48425
PCSK9	-1.70466666666667
NKX2-1	0.110142857142857
C6orf189	0.57175
SP4	-0.443
SLC11A1	2.1189
C21orf25	-0.462333333333333
ICAM2	0.27525
SH3GL1	0.1
GSK3B	0.430666666666667
RALB	0.134125
PDXP	-1.02083333333333
GNGT1	-2.53725
KIR2DL1	0.3595
TNFAIP3	-0.50775
C6orf32	-0.1099
CBLN2	2.7745
PANK3	0.730375
TAAR9	0.3045
WDR82	-0.364285714285714
APOM	-2.843375
TRIP10	-0.2045
SPATA16	0.252666666666667
C1orf135	0.000499999999999998
USP51	0.392
TESK1	0.34875
C11orf64	-0.01925
ZNF611	-0.0865
PDE6G	0.243333333333333
HLA-DQA1	2.85775
GCLC	-0.123125
SEC61A1	0.775071428571429
TWSG1	-0.762416666666667
ZMYND10	2.57075
CTDP1	0.612
ADAMTS6	-0.588166666666667
SLIT1	-1.14475
KRT86	-0.6265
KIAA0574	-1.5275
GTPBP2	-0.4291
PQLC3	0.5395
PRRX2	-0.9375
C15orf44	0.2295
MKKS	0.453625
C11orf10	0.244
GPR110	-0.218125
CD109	0.422
ADCY1	0.0901666666666667
RHBG	-3.1785
TP53I3	0.661
SLC22A3	-1.2617
UCP2	0.8565
FOXG1	-1.88966666666667
OR2AG1	0.242
TRIM24	-0.46275
PROC	-3.172875
TAAR6	0.18825
AMTN	-0.959
C10orf47	0.716666666666667
DEPDC1	-1.89375
FLJ45557	2.6455
ZDHHC17	-0.27675
KIAA1429	0.715166666666667
KCNH1	0.49375
VNN3	1.55575
PSMAL	2.02775
PPARD	0.19375
HFM1	-1.47775
YBX1	-1.46366666666667
ZNF695	-0.347
SCTR	-0.031
DCDC1	1.28
VPS26B	0.7266
MTF2	0.0105
ATP6V1F	0.6005
CCDC94	0.304
PERF15	0.043
CCL11	2.35175
LMO7	-2.0865
DCST1	1.286
ADRBK1	0.0855
CDRT4	-0.810375
ZNF84	-0.3255
HOXD8	2.39825
STARD8	-0.960666666666667
FOXP2	-0.99625
CCDC103	0.148
POLR3A	0.2801
GSC	-0.941166666666667
ZNF114	-0.483833333333333
HTR7P	0.4085
LALBA	-0.3815
RMND5A	0.916666666666667
PSCD2	0.497
ZNF409	0.739
KRTAP1-3	0.405666666666667
MAF1	0.094
LOC201725	-0.2285
NRN1	-2.698
SPAG5	-0.905166666666667
DNAH7	0.930833333333333
FLJ43860	0.205
BRCA2	-1.059
ACADM	-0.53225
CXXC6	-2.566625
RAGE	-0.690875
CHMP2A	0.395
FAM8A1	1.1979
GPR21	0.2735
SLC12A3	-2.33283333333333
FVT1	1.08414285714286
ZDHHC7	-0.85825
FLJ44048	0.776
SLC44A3	0.503166666666667
SDSL	0.894666666666667
MMP8	-0.57725
PLA2G12B	-3.3465
ACY1	-0.38075
MT1E	2.20616666666667
OR4K15	0.2305
TECTB	-0.32
GPR20	0.120125
IRAK2	-0.4905
RFPL3	-0.74875
MYO9A	-0.77975
NARG1L	-0.147083333333333
BLMH	0.58825
CCDC3	0.243833333333333
C9orf21	-1.0605
KIAA0513	-0.156333333333333
MIER2	0.12025
PNMA2	-1.1035
SH3BP2	0.5878
ANXA10	-1.30475
RTN2	-0.568
TFB1M	-1.305
PRPH2	1.38975
C14orf133	0.21475
GOLGB1	0.85675
IRX4	0.036375
NFKBIL1	0.792
C10orf62	0.54125
APBB3	0.35075
RPS10	-0.0992
LOC728378	1.23775
TLE3	1.49683333333333
PSMB7	-0.503875
MESDC1	0.983
SLC6A1	0.392166666666667
OCLN	1.87216666666667
PTTG3	-1.28016666666667
NAGLU	-0.568
SERTAD4	-1.2885
SPRY1	-0.66775
FLJ10781	-0.743916666666667
MYSM1	-0.11425
TRIM4	0.0633571428571428
SH3YL1	1.065375
TREM2	3.16333333333333
SERPINI1	4.919
HDHD3	-0.508375
TMEM38A	0.99025
EID2B	-0.929
TDRD3	-0.647
SEDLP	0.146
THSD7A	0.373333333333333
NDST3	-1.6675
KLHL15	-1.11441666666667
DHRS12	0.9935
FBXO9	0.479142857142857
TNPO1	0.068
MRPL13	0.843166666666667
SNX5	-1.13116666666667
METTL6	-0.81375
SOD1	0.51625
CHML	-0.615166666666667
PACS1	0.70875
SIRT5	-0.7917
CAPN2	0.380333333333333
FXYD5	-1.5675
TWISTNB	-0.58425
LRFN1	0.702166666666667
UBE1L	1.22175
UBE1C	-0.4465
OR51B2	-0.056
OR4D11	0.116
C15orf2	-0.427
NR4A1	-0.346833333333333
LOC339047	-1.772
TRIM17	-0.36875
ATP5G3	-0.233285714285714
RPL15	-1.31058333333333
ADAMTS8	-0.86425
HOXC4	0.666
C14orf37	0.035
CEACAM5	-2.06325
MYT1L	0.122666666666667
RASA2	-0.160875
OSBPL7	-0.6125
STAG1	0.1875
GIMAP4	3.81483333333333
FUT3	-0.4275
PIF1	-2.230625
LPIN2	-0.7267
SH3PX3	0.48075
PDP2	-0.29525
PAPD1	0.354625
ERP27	2.23225
APOOL	-0.7066
DIABLO	0.23175
TRHR	0.017125
ARMC9	0.080375
RNF152	3.0165
SLITRK3	-0.00133333333333334
ZNF211	0.21
PFDN1	0.35125
RGS11	1.20375
HS6ST1	0.9612
AKR1D1	-1.62325
TNP2	0.1615
STK31	0.411166666666667
EML4	-0.318333333333333
SGTA	0.457166666666667
HIST1H2BI	-1.11616666666667
PSMD6	-2.25883333333333
KIAA1257	3.859
C18orf55	0.333666666666667
FLJ20273	2.774875
RPL28	-0.0488333333333333
EPYC	0.5855
NOX3	0.249
ELAC1	-1.1155
METT11D1	-0.80925
BIN2	-0.577333333333333
NACA2	-0.6765
CCDC17	0.103
HM13	0.3282
UBOX5	-0.080125
UBE2O	0.254
UBL5	0.59225
APOLD1	0.689
C9orf31	0.3425
TNFSF8	0.51
ARHGAP29	0.9975
PROKR2	0.2805
PDE5A	0.612333333333333
C6orf12	-0.4085
TOM1L1	0.1115
WHDC1	0.61625
FOXI1	0.179166666666667
RAB4A	0.7664
TMEM39B	-0.3765
ATPBD1C	-0.647
FARSA	0.0388333333333333
PLEKHG5	-0.61275
CMAS	-0.464
