Hybridization REF	TCGA-A8-A06O-01A-11R-A00Z-07
LYPD5	2.901
STOML2	-0.916833333333333
ALPI	-0.145125
FAT3	-0.211625
ZNF273	-1.3855625
NPSR1	0.389
FLAD1	0.6975
RAB5C	0.0345
TTLL3	-0.75125
KIAA1618	0.58
NPPC	1.015
ZEB2	0.5831
MRP63	-0.221625
WSCD2	0.04125
NEUROD4	0.418
SNAPAP	0.733
MTMR2	-1.37535294117647
STK35	-0.02675
USP48	-0.59125
NR1H4	-4.12475
RASL10A	0.5915
SSTR1	-4.059
C1orf35	0.8815
APOBEC3C	-1.71075
RUSC2	-0.302
SALL4	-2.6555
ZCCHC8	-0.7335
RAD17	0.111125
ZNF708	-0.884
LILRB5	2.429875
TEX12	-0.193
C9orf79	-0.09825
ARHGEF1	0.078
ABCA4	-1.80533333333333
RNF214	-1.219
PPAPDC2	-0.64
ARID4A	0.497
SYCP2	2.645625
OPRM1	0.4115
RP13-102H20.1	-4.60525
CYP26B1	0.0463333333333333
APCDD1	0.562833333333333
PCCA	-0.856
ALS2CR7	0.116
AQP5	0.951166666666667
YLPM1	0.205625
PRKAR1B	-1.2638
IL16	0.4174
TCF3	-1.08325
ZSWIM7	-0.1785
SERPINE1	-1.5977
BAI2	-0.2445
SMC5	-1.00207142857143
SMN1	-0.7295
SLC13A5	-2.81575
POU2F3	-0.1715
BACH1	-1.39783333333333
GMCL1L	-0.6212
PPP2R2D	0.506875
LRRC51	1.36641666666667
EDARADD	-0.899
LRRC3	0.314
FAM124B	-0.49825
C20orf70	-0.00549999999999998
LOC285735	-1.69675
CTBP2	1.5773
ZMYND11	1.331625
CDH23	1.25066666666667
OR1N1	0.853
LOC400590	-0.53775
PDK1	-2.5555
LMTK3	1.7545
USHBP1	1.1004375
ZFYVE21	0.2135
hCG_21078	-0.050125
OAF	-0.87475
WDR41	-0.3345
SPINK6	0.0725
GDEP	-0.4035
MEG3	-1.2071
OXSR1	-0.186785714285714
RAD51	0.345166666666667
RPL13A	0.455
DYRK1A	0.1753
FLJ25791	1.8095
SARDH	-0.7597
RBBP5	0.716833333333333
ORC2L	-1.45025
NCAPH2	1.19
RNASET2	-0.609666666666667
WDR79	-0.633166666666667
FLJ39779	1.18675
C3orf1	0.25075
DDX23	-0.0275
MGC40574	0.61225
MORC4	1.015
MYRIP	1.34763636363636
LY6E	1.525
SLC39A11	3.287125
ATP12A	-0.376
AUP1	-0.36725
PIP	0.989
CORO7	-0.2045
PITPNM3	-0.122
ENPP1	-0.595666666666667
PPP1R1C	-2.9245
NRBP2	1.817
KCNE2	2.2025
P2RX4	1.2285
CCND2	-2.32835714285714
OR5T3	0.054
CUL4A	-0.185666666666667
CFB	0.052
PCP4	-2.81316666666667
HEMGN	-5.55216666666667
UBIAD1	0.264
CDC42BPB	-0.7761
CYB561D1	0.6115
RIMS2	-1.69742857142857
ZNF488	-1.18175
RNMTL1	-0.06525
SART3	0.137
CAPN10	-0.599285714285714
CCR5	4.287
APOA1BP	1.3925
NDUFS5	-0.6415
PDLIM3	0.0545
VPS24	0.2409
SCN8A	1.23775
C1orf67	-1.52566666666667
MRCL3	0.623666666666667
TMEM145	1.3385
KCTD16	-0.417666666666667
RNF149	-0.13075
FDXR	-1.056
CDCP1	-1.07616666666667
PAX3	-3.3225
LASS4	2.879
HSD17B8	0.66025
YAP1	-1.377875
NNT	-0.78675
SC5DL	-0.74875
DKFZp566H0824	0.3345
KSR2	0.480333333333333
RAD21	1.9042
ST8SIA2	0.03175
L3MBTL3	-0.30125
SNRPB	-1.17175
MGC14425	-0.72275
MIF	0.499875
TAPT1	1.030125
IRF8	2.43
PRO0132	0.8105
HERV-FRD	-0.746
ACD	-0.738666666666667
BCL3	1.4005
SPATA13	0.66075
MRLC2	0.449125
F2RL3	0.163125
CFHR3	1.0815
DUSP15	0.858
TMEM46	-2.015
SF3B4	0.121833333333333
MAP7D3	-1.057
STELLAR	-0.376
SEMA5A	-1.6269
H2BFS	0.92525
LRRC28	-0.4255
MORN2	-0.2955
XYLB	-0.535125
WDR21C	0.04475
HIATL1	0.0085
ADAMTS10	0.410166666666667
WDR55	0.71375
MFSD5	0.858
OR4N2	0.3345
DUSP16	1.47605555555556
NLGN4Y	-2.44833333333333
INHBC	0.177166666666667
NUMA1	0.57725
DEFB123	-0.358
GIPC1	0.4015
MGC27348	-0.341
FLJ33590	0.664
FZD1	0.5535
MKL1	0.827833333333333
SAA2	4.19575
C1orf94	-1.9425
C7orf28B	-0.231
TMEM185A	0.58555
ZZZ3	-0.634
C16orf5	-0.931833333333333
GALNAC4S-6ST	0.298
C1orf186	0.72675
IGFBP4	0.383833333333333
NDUFA10	0.494333333333333
CLIC2	-0.56075
RNF13	0.869
GPR103	-1.85525
CD69	-2.09075
MYOZ1	0.83475
IFNB1	-0.6955
CLNS1A	-1.41675
CXorf45	-1.20625
ZXDB	0.079
FUNDC2	0.1055
GPA33	-0.7995
C9orf70	-0.0765
SLC2A9	-0.34975
LOC126520	0.128
MAGEB1	-0.7595
LCE2A	0.111
C18orf34	2.125
FMNL2	-1.48025
KRT85	0.52375
CRYGA	0.36
GEM	0.87625
THAP6	0.202
ALKBH3	-1.998
TM6SF2	-0.66775
C20orf82	2.21625
RANBP2	0.443666666666667
LIG3	0.2487
RETSAT	0.82725
OR8S1	0.28
CAST	-0.31575
TGFBI	-1.0777
C15orf37	-0.23725
PGM3	-0.811
SLC4A11	-2.184
FAM123C	0.293166666666667
TAOK1	0.85175
CISH	1.93875
OGDHL	-3.381
SPINT2	3.09733333333333
ZNF33A	0.184
CLDN18	-0.0273333333333334
RNF128	-3.916125
CCDC71	-1.14375
RASSF6	-0.3545
HSPG2	0.812
ATP6V0E1	1.16225
ABHD6	-0.81475
CD274	0.659
GCNT1	-1.7285
NT5C1A	0.184833333333333
TM4SF5	-3.727
C21orf58	-0.8635
SUCLA2	-0.75325
RFTN2	1.788
SCNM1	0.350125
SLC9A10	-0.314
FUNDC1	0.08725
SLC35F4	-3.60933333333333
AMD1	-0.404
COL6A6	1.62925
OR4K2	0.324
TRIB2	-1.21116666666667
LOC91461	-1.46025
GHSR	0.705
ATP8B1	2.578875
C1orf78	2.86116666666667
RNF183	-0.5175
STX4	0.1814
TPPP2	-0.883
MYBPHL	-2.384
TXNDC6	-0.2014
C9orf47	3.1905
FAM137B	1.5925
FANCB	-1.95175
C11orf9	-1.79825
DPY19L1	-1.95975
VDAC2	-0.298666666666667
VHL	-0.6715
LMBR1	0.0315
C8orf44	0.816
ZPBP	0.20575
FGF23	-2.11025
C21orf67	1.10675
PCNT	-0.3185
BCKDHB	-0.66
GALNTL5	0.022
BET1	-0.921125
ARL13A	-0.3125
HDAC6	-0.00450000000000002
N4BP3	1.421
OTOP1	0.132666666666667
TTC30A	-0.03325
CRISP1	-0.2185
KRT32	-0.041
VSTM1	0.4655
ZNF622	0.07675
POLR3B	-0.249
DNAJC10	-0.64875
C12orf54	1.487
ADIPOQ	4.61633333333333
RIT2	0.30575
CD44	-0.64175
ABCA3	2.33
RPS17	-0.8785
FEZF1	0.63
PCDHB15	-1.14675
KCNMA1	-1.08209090909091
CCDC116	-2.235
C15orf27	-2.3285
NARG2	-0.1915625
ITGA5	-1.729375
MEFV	0.794
TUT1	-0.48
LOC541473	-0.0235
NMBR	0.127
GLT1D1	-2.5985
ABCB7	-0.8785
PFKP	-1.65581818181818
C9orf91	-0.0324
LRRC41	0.331333333333333
C1orf85	0.385833333333333
ATP5F1	-0.566125
STOX1	-0.066125
GFOD2	0.42475
SLC25A3	-0.088375
ZNF646	-0.1605
ZAR1	-1.029
OSTbeta	-2.15375
GALNT3	-0.29
IFT122	1.862
LDB3	0.3358
GARNL1	0.312714285714286
HOMEZ	-0.452333333333333
LRRC6	3.894
ANGPTL5	-1.053
UBAC1	-1.051
DLEU7	-0.927
RPL19	0.6105
TOP1MT	1.2515
LOC643641	0.979875
MBD3L2	-0.1165
NTSR1	0.2265
WISP2	0.8355
GPSM2	-0.9595
RDH10	1.9567
PRKCG	-0.0465
HIST1H4J	3.3455
MON1B	-0.00989999999999999
MLF1IP	0.419166666666667
ZNF446	1.172125
COL4A5	-0.9035
SLC26A1	0.455928571428571
RGN	-2.665125
CCNB1	-1.1765
C9orf165	0.9845
CCDC28B	-0.4695
CCDC97	1.51425
FGR	2.253875
MSRB3	-0.00289999999999999
EPN2	-0.2895
COX15	-0.0521666666666667
KCNK6	-0.2093
XK	-3.93825
GDA	-5.234
HEPH	-1.981125
THRAP3	0.569
MET	-2.95878571428571
PHYHIP	0.4325
LYAR	-1.46666666666667
ING3	-0.3285
AK7	-3.1155
CCT8L2	0.103428571428571
COPS7A	0.561833333333333
WSCD1	-0.66025
RNF185	1.45
TNS3	0.67475
KNDC1	-1.01033333333333
RWDD4A	0.354166666666667
MED13L	0.6123
ZFYVE1	0.8645
C7orf44	-1.17633333333333
MRPL1	-0.381
STGC3	-1.1745
TEAD1	-1.36016666666667
RPL7A	-0.703142857142857
ARL6IP1	1.2304
C1orf178	-0.646
CTAGE5	0.595166666666667
TMEM184A	0.315666666666667
SLC25A14	0.06175
CACNG5	0.3535
ATXN10	0.704
ECH1	0.999
CCL22	0.55325
CYP2F1	-1.30966666666667
GADL1	-0.296
TMEM19	-0.4561
RUNX3	0.637
EFNB1	-0.506333333333333
LIPN	0.016
ACSM3	-4.905
SIGLEC8	2.02016666666667
ASCC3L1	-0.75425
NOL8	-0.60975
RELT	-1.346
Magmas	-0.389
PPP1R15B	0.2995
C11orf2	0.25675
VKORC1	-0.501
MGC26647	-0.096
TRPM6	-0.4033
UGT2B7	-5.32333333333333
FEV	0.18
FOXK2	0.4131
PDCD5	0.323
SLC8A1	1.6587
DGUOK	-1.36983333333333
CLDN16	0.4105
GAGE1	-2.2285
RBM17	0.3602
C1QTNF3	0.5865
VGLL3	-0.126333333333333
UNQ5830	-0.114
CD1A	-2.52166666666667
SCGB1C1	0
SUPT4H1	-0.315875
TRAF5	-0.53225
ASAHL	1.354625
FAM73A	1.13566666666667
OR6B1	0.3075
WHSC1	-0.58725
GFPT2	-0.16075
LOC339809	0.69375
STARD5	-0.26525
SIP1	-0.63075
DNAJC15	-0.2955
STAU2	1.608625
FAM98A	-0.273625
RAD23B	-0.1175625
LRRC33	-0.9325
CHRAC1	0.3405
C21orf89	0.826
C19orf43	0.0803333333333333
KLK8	-4.27116666666667
CCNE1	-1.01275
PKDREJ	-0.0935
SSU72	0.28825
C17orf73	0.2815
GPR78	1.441
WHSC1L1	0.026
GSTA2	-2.24125
SMUG1	0.232833333333333
UFM1	0.0983
AP3M2	0.988083333333333
USP14	-0.195
FBXL14	-0.529666666666667
DSTN	1.39125
SFRS14	-0.15975
FBXO31	-0.163166666666667
C12orf40	-0.349
FRS2	0.8055
NR2E3	-0.13675
TUBB2C	-0.74325
GMPR	-0.7145
C9orf139	0.018
ING5	-0.326214285714286
LOC730092	-0.295166666666667
ORM1	-4.356
RP11-11C5.2	-1.219
HSPD1	-0.3027
PIWIL3	-0.15625
C5orf13	-1.2552
OR5R1	-0.0155000000000001
LCOR	0.51875
PLEKHA9	-0.626
CCDC43	0.04875
ZNF232	-0.2235
SLC6A7	0.3405
ADH5	-1.02041666666667
SHBG	-1.45233333333333
CROCCL2	0.033
PANX3	0.238
CDIPT	0.486
SLC16A5	-1.3985
TUBB	-0.3755625
TOR3A	0.6127
PREP	-0.646
ENTPD8	-0.0795714285714286
CHMP1B	-0.30075
SYT12	-1.4608
MYH6	-1.6264
MAP3K13	0.766833333333333
KLHL30	0.257333333333333
LCMT1	0.361125
EIF1AX	0.198916666666667
FOXD4L1	0.588
SLC24A5	0.683
RNF166	-0.7713
TJAP1	-0.61575
TMEM156	-0.5625
ZNF239	1.434
SNX19	0.3885
GKN1	-0.14225
FCN1	2.6736
C1QL1	-1.94125
ATP11C	-0.017375
ZNF35	-0.05325
CARD8	0.137375
LIMD1	0.0568333333333333
KIAA0286	-0.98925
XRN2	-0.483
CD6	0.2315
TOX3	0.837875
ZSCAN4	-1.81183333333333
RSRC1	-1.03175
COG1	0.94025
PTRF	-0.232
C16orf35	-0.41875
FBXO24	0.07975
CHST11	-0.8005
THRB	0.5292
MYBPC1	-0.684
RNF39	0.577833333333333
PSMD11	-0.15525
ALAD	0.102666666666667
EN1	2.11075
SLC9A9	0.13575
GSTM4	-0.4754
CDC42BPA	0.706578947368421
RCSD1	-0.68575
LUC7L2	-0.1306
SPTBN1	0.1886
LOC146167	0.11
BAT5	0.5191
ZNF452	-1.86185714285714
LSM4	0.205375
SRP72	0.0089
SGK269	-0.498833333333333
MTX1	0.71975
CENTA1	-0.96375
UNQ9433	-0.785
ATR	0.11675
DDX49	0.7905
PAQR8	-1.49566666666667
C14orf174	-1.01775
GBGT1	0.11275
THAP1	1.13575
OR10K1	0.268
RASIP1	-1.59833333333333
DPYD	-0.8042
DOHH	0.75525
C18orf45	2.14725
POF1B	-2.10033333333333
ZNF552	3.9945
USP32	-1.341125
MED27	-1.01133333333333
C14orf149	-0.355833333333333
PRDX4	-0.3525
ABHD12	0.6558
AGT	-1.80575
SLC22A14	0.0355
C1orf58	0.22425
PILRA	0.0885
ABCF2	-0.557875
C17orf85	-0.9997
TKTL1	-1.19775
FGF1	0.5719
IL6R	0.0243333333333333
VPS25	0.59425
CHRNB2	0.255
COL7A1	-2.4239
LRRC48	0.597
SPG20	-0.224416666666667
COX10	-0.126
GCA	0.04425
ECEL1	-0.6435
GLG1	-0.678
SRD5A2L2	0.2065
MUTYH	-0.793875
ZNF70	-0.616
L2HGDH	-0.676
GPATCH2	0.718
ZNF655	-1.2155
ZNF227	0.195
MCOLN2	0.204
NQO2	-1.3625
KCNQ5	-0.057
NEU1	0.714333333333333
QRICH1	0.35225
ZBTB20	0.993666666666667
RPUSD3	0.173
EPGN	-1.47583333333333
TSN	-0.102333333333333
SPRY2	-2.44216666666667
LZTFL1	0.01125
GMFB	0.110125
PBEF1	-1.265
HBG2	-3.39475
TMEM8	0.674
PALM2-AKAP2	-0.750333333333333
NFYA	0.279
FAM108A1	0.987625
PBLD	1.339875
NRG4	-2.24525
PIGF	-0.7675
PTGER1	-0.153
NOS2A	-0.234666666666667
C21orf34	-1.12433333333333
C21orf51	0.571166666666667
IL17C	-0.00800000000000001
TRMT6	-0.904833333333333
ETV2	0.495166666666667
CCDC109A	-0.29075
MYLK2	-2.049
ATP10A	2.4496
DPH4	-1.402
C5orf5	0.0335
KCNA4	0.356833333333333
NMNAT2	-0.781166666666667
GLYATL2	-0.1785
LSMD1	1.352625
IL23R	-2.135
NRF1	-0.3015
MUC15	-2.0398
PRDM12	-1.315
PAQR4	-0.260714285714286
RBBP6	-1.2913125
IFI27	2.85025
SKAP2	-0.234166666666667
TAGAP	1.70525
TJP3	2.428
C9orf61	-2.16125
IDS	-0.308142857142857
PARG	0.319
LOC131149	0.1125
DYRK4	0.576333333333333
MICALL1	-0.15075
GALR2	0.2285
GPBP1L1	0.237375
TBX21	3.81025
KCNJ6	-0.0956666666666667
GGN	0.76575
CASP5	-0.3625
RNF182	-4.87525
BRD4	0.8135
DOK4	-1.660375
SLC46A2	0.240166666666667
SOX9	0.981666666666667
ZNRD1	-0.168
PRR6	-0.8215
FAU	-0.84
DTNB	1.22883333333333
CARD9	0.02925
STS-1	-0.881833333333333
SLC4A5	0.567625
NSBP1	-0.23875
UGCGL2	-1.25808333333333
POTE15	3.073
NOXA1	-0.29675
RP13-347D8.3	0.10425
SAMD10	0.118666666666667
EP400NL	-1.29125
TCF21	0.370333333333333
AMELX	-0.24825
JPH2	-0.2254
SLA	1.518
DLST	-1.4805
SEPT12	1.087
RGS20	-4.373
LXN	-0.051
ZNF419	0.439
UPK3B	-0.261833333333333
RELL1	-0.1125
ESPNL	-1.1415
KLHL21	0.09725
PI15	-0.439
C2orf61	0.424
LOC407835	0.1605
RER1	0.619
ELAVL2	0.219
MGC26718	-1.87825
KLF2	1.99575
TNFAIP8L3	-0.0356666666666667
TFE3	0.37825
C11orf17	-0.284125
15E1.2	-1.55375
SNRPC	-0.62075
DLGAP1	-1.38325
PGLYRP1	0.092875
OVCH2	0.1135
IRF7	1.6254
SET	-1.1305
NAB2	-0.775333333333333
LRP5L	-0.3315
FAM120A	0.7581875
ASCL2	-0.606666666666667
SHH	-0.5165
ATP5H	0.571166666666667
THPO	-0.151833333333333
TYRP1	-4.25233333333333
HIST1H3E	0.961833333333333
EIF2S1	0.570333333333333
TNFRSF17	-0.788
TARSL2	1.239
NKX2-8	0.648125
C1orf115	-0.032625
LOC56964	0.796
KIAA0841	-0.26275
ISCU	0.201
TTMA	-0.2275
ZNF414	0.5565
LOC441150	1.295
RAB15	0.14
HBP1	0.3095
TNNT2	-1.669
CECR5	0.606
PHGDH	-1.374875
JRK	1.7071
XPO4	-0.875875
FAM131C	0.5595
ARHGAP25	0.926333333333333
CA9	-3.19566666666667
GPR62	0.447833333333333
TLX1	-0.235333333333333
GPS1	0.811
OR2M2	0.2425
BDP1	0.445714285714286
FAM70B	0.139
RPS29	0.0225
MKLN1	-0.2055
TSPAN19	-3.3555
SLC29A3	1.4708
LGALS4	0.369333333333333
USH2A	0.385833333333333
NF1	-0.5375
APOBEC3A	1.91983333333333
IMPAD1	1.6885
OLR1	2.31983333333333
NRAP	-0.917
HCFC1R1	0.478
TAOK2	0.3795
MCM10	-1.02666666666667
MAP4K3	-0.29525
CBS	-0.928125
CLK3	-0.212
PCDHGA5	-1.157
ELF4	-0.104375
FAM71A	0.11275
C11orf49	-0.42975
CLIP2	-1.48925
BTBD9	0.5321
ZNF524	2.274
KDELR1	0.850833333333333
ZNF509	0.257
NCSTN	0.4715
ZNF533	-0.766642857142857
PARP4	-0.249125
GALNT9	-0.284166666666667
NPY	-3.0155
BEGAIN	-2.89
TMEM77	0.262166666666667
FOXRED1	-1.069
SLC16A2	0.2845
SLC35B1	0.7155
GK5	-0.805583333333333
SDCCAG10	-0.5815
C4orf20	-0.11825
SLC9A2	1.485
ADD1	0.684857142857143
TAL2	-1.11733333333333
ACLY	0.393
DNAJC1	-0.11
SOST	-2.36825
USP43	1.12133333333333
CYP4F12	-0.94825
FKBP5	0.068
CHCHD5	0.3802
NUDT22	-0.64175
CCDC85B	-0.1485
OR51G2	0.885
STRN3	0.510142857142857
TMOD2	0.46775
FLI1	-0.2395
MAB21L2	-0.166833333333333
DGKQ	0.36925
VPRBP	0.983333333333333
SCNN1B	-0.6912
ECHDC3	2.3557
TMEM106C	-0.372
CSNK2A2	-0.749
RPL39	-0.3538
HERC3	-0.5759
ZBTB47	1.344
ZNF681	-1.8645
PAGE2	-2.965
CLIC5	2.74907142857143
RABAC1	1.739
ZFHX2	-0.48175
YPEL1	0.892
KIAA0776	0.42825
NR1D2	0.33525
DNAJC4	-0.215125
NPNT	4.3286
ZNF677	0.1665
ZNF536	-0.66075
MEF2B	-0.0135
PTPN4	-1.024875
CTCFL	-4.6595
STX5	0.0486666666666667
CD72	1.819
VEGFA	-1.44815789473684
XRCC1	0.0318
MAS1L	0.360833333333333
ELL	0.5805
SETBP1	-1.01325
CDH11	2.93233333333333
NDC80	-1.02038461538462
DMBX1	-0.4645
NRSN1	0.4785
BAT2D1	0.493
CDS2	0.7675
C1orf212	-0.3765
SENP3	-0.479875
IL1F9	0.238
EEF2K	-0.458125
COG8	0.2305
CEP72	-1.671
OR1L8	-0.491
MUS81	-0.9245
PHYH	0.971875
GGT6	2.128
C22orf23	-1.45008333333333
C13orf33	1.996625
MAPK8IP2	1.6035
NELL2	2.97725
POU3F2	-3.03366666666667
ALPK1	0.02575
MRPS18C	-0.73575
RPLP2	-0.217375
FGF22	0.2945
SPNS1	0.2155
ZFP1	-0.846
IL1RAPL1	-1.505
PCSK9	-2.98166666666667
NKX2-1	0.137928571428571
C6orf189	1.18825
SP4	-0.676
SLC11A1	1.6818
C21orf25	1.19316666666667
ICAM2	-0.475125
SH3GL1	-0.3255
GSK3B	0.139333333333333
RALB	-0.37575
PDXP	-0.813
GNGT1	0.414375
KIR2DL1	0.086
TNFAIP3	-0.130583333333333
C6orf32	-0.0541
CBLN2	-2.14225
PANK3	1.17925
TAAR9	-0.264
WDR82	-0.187214285714286
APOM	-3.246375
TRIP10	-0.89325
SPATA16	-0.0251666666666667
C1orf135	-1.3525
USP51	0.34725
TESK1	0.6685
C11orf64	-0.119875
ZNF611	0.2765
PDE6G	0.9665
HLA-DQA1	3.65875
GCLC	-0.742375
SEC61A1	0.626785714285714
TWSG1	-0.513
ZMYND10	2.46425
CTDP1	0.580375
ADAMTS6	-0.914166666666667
SLIT1	-1.27275
KRT86	-1.423
KIAA0574	1.06425
GTPBP2	-1.1922
PQLC3	0.7255
PRRX2	-0.210166666666667
C15orf44	0.748333333333333
MKKS	-0.484625
C11orf10	-0.38275
GPR110	-0.699
CD109	-1.85433333333333
ADCY1	0.331833333333333
RHBG	-3.22575
TP53I3	-0.85575
SLC22A3	-1.6247
UCP2	-0.1575
FOXG1	-2.84083333333333
OR2AG1	0.1925
TRIM24	-1.49975
PROC	-3.5625
TAAR6	0.35325
AMTN	-1.7755
C10orf47	-0.643333333333333
DEPDC1	-1.7385
FLJ45557	3.199
ZDHHC17	-0.17475
KIAA1429	1.52383333333333
KCNH1	0.73825
VNN3	0.546571428571429
PSMAL	-0.4185
PPARD	-0.1575
HFM1	-1.77575
YBX1	-1.449
ZNF695	-0.00475
SCTR	-0.211666666666667
DCDC1	-0.091
VPS26B	0.4404
MTF2	-1.2055
ATP6V1F	-0.01
CCDC94	0.476
PERF15	0.38
CCL11	2.44075
LMO7	-1.592625
DCST1	0.8455
ADRBK1	-0.1655
CDRT4	-0.50575
ZNF84	-0.8065
HOXD8	3.321
STARD8	-0.517666666666667
FOXP2	-0.7765
CCDC103	-0.111
POLR3A	0.1124
GSC	1.3355
ZNF114	-2.73616666666667
HTR7P	1.6535
LALBA	-0.6015
RMND5A	-0.990833333333333
PSCD2	1.0485
ZNF409	-0.541
KRTAP1-3	0.817
MAF1	1.587
LOC201725	-0.526166666666667
NRN1	-2.5465
SPAG5	-1.71283333333333
DNAH7	-0.2135
FLJ43860	-0.107
BRCA2	-1.104
ACADM	-0.5585
CXXC6	-3.875375
RAGE	-2.06325
CHMP2A	1.71825
FAM8A1	0.1188
GPR21	0.3255
SLC12A3	-3.01916666666667
FVT1	0.703642857142857
ZDHHC7	-0.191
FLJ44048	-0.453
SLC44A3	2.3655
SDSL	2.00383333333333
MMP8	-1.05625
PLA2G12B	-3.66333333333333
ACY1	-0.06175
MT1E	-1.4085
OR4K15	0.05
TECTB	0.787
GPR20	0.193
IRAK2	-0.75925
RFPL3	0.754125
MYO9A	0.1585
NARG1L	-0.397416666666667
BLMH	-0.3085
CCDC3	2.07666666666667
C9orf21	-1.16283333333333
KIAA0513	0.793333333333333
MIER2	-0.423
PNMA2	-1.93216666666667
SH3BP2	0.6849
ANXA10	-2.40166666666667
RTN2	-0.409166666666667
TFB1M	-1.196
PRPH2	3.47475
C14orf133	-0.12925
GOLGB1	1.60125
IRX4	1.058
NFKBIL1	0.4955
C10orf62	-0.7145
APBB3	-0.17425
RPS10	-0.3091
LOC728378	1.79175
TLE3	1.23088888888889
PSMB7	-0.81225
MESDC1	0.464
SLC6A1	-0.0748333333333333
OCLN	0.3395
PTTG3	-1.21366666666667
NAGLU	0.11275
SERTAD4	3.051125
SPRY1	0.117
FLJ10781	1.14691666666667
MYSM1	-0.4425
TRIM4	0.483
SH3YL1	0.558875
TREM2	4.20416666666667
SERPINI1	4.4125
HDHD3	0.2525
TMEM38A	0.05675
EID2B	-0.273
TDRD3	-0.498833333333333
SEDLP	0.70775
THSD7A	1.07516666666667
NDST3	-3.21666666666667
KLHL15	-0.544583333333333
DHRS12	1.6345
FBXO9	-0.158142857142857
TNPO1	-0.443166666666667
MRPL13	1.494
SNX5	-0.737166666666667
METTL6	-0.5595
SOD1	0.894125
CHML	-1.01183333333333
PACS1	1.081375
SIRT5	0.0735
CAPN2	-0.973166666666667
FXYD5	-1.29483333333333
TWISTNB	-0.895875
LRFN1	1.0705
UBE1L	1.094
UBE1C	-0.638
OR51B2	-0.22775
OR4D11	1.07
C15orf2	0.5245
NR4A1	0.648333333333333
LOC339047	-1.00775
TRIM17	-0.79175
ATP5G3	-0.554928571428571
RPL15	-0.311916666666667
ADAMTS8	-0.31625
HOXC4	1.268
C14orf37	1.245
CEACAM5	0.50975
MYT1L	0.0133333333333334
RASA2	0.00424999999999999
OSBPL7	-1.84
STAG1	-0.372
GIMAP4	4.6665
FUT3	-0.750166666666667
PIF1	-2.038125
LPIN2	-0.3233
SH3PX3	0.52125
PDP2	-0.72825
PAPD1	0.177875
ERP27	1.6855
APOOL	-0.0149
DIABLO	-0.01325
TRHR	0.294
ARMC9	-0.345
RNF152	2.5565
SLITRK3	0.0934
ZNF211	0.1994
PFDN1	0.125875
RGS11	2.07575
HS6ST1	0.4512
AKR1D1	-1.85175
TNP2	0.527666666666667
STK31	0.8865
EML4	-1.6925
SGTA	0.0441666666666667
HIST1H2BI	0.9685
PSMD6	-2.001
KIAA1257	0.97725
C18orf55	-0.231333333333333
FLJ20273	3.379
RPL28	0.0658333333333333
EPYC	1.123625
NOX3	0.1855
ELAC1	0.352
METT11D1	-0.96825
BIN2	-0.0753333333333333
NACA2	-0.65575
CCDC17	-0.8835
HM13	0.4789
UBOX5	0.23125
UBE2O	0.178875
UBL5	0.20475
APOLD1	0.869625
C9orf31	0.73475
TNFSF8	0.643
ARHGAP29	1.44075
PROKR2	0.134
PDE5A	-0.941833333333333
C6orf12	-0.7535
TOM1L1	0.24
WHDC1	0.3165
FOXI1	0.147833333333333
RAB4A	1.5811
TMEM39B	-0.87975
ATPBD1C	-0.62575
FARSA	0.0801666666666667
PLEKHG5	-0.7745
CMAS	-0.938666666666667
OR7E24	-0.5095
SLC30A1	-0.81125
CDC42EP5	0.960666666666667
PLAC1	-1.51975
KLHL18	0.312666666666667
LBA1	0.1217
TAZ	-0.4815
CRIP2	0.544125
BTBD11	-1.98666666666667
C16orf72	0.4145
DIO2	2.3216
LRRCC1	1.94516666666667
CCDC136	-2.79
PRX	0.572875
RBM5	0.1218
TMEM85	0.364875
TUBGCP4	-0.902
APLN	0.077125
CDK7	-0.554833333333333
SSR2	0.91025
CRELD1	-0.746
C19orf46	3.557
GAL3ST4	0.7305
KBTBD10	-0.10875
IL28A	0.67875
WDR27	-0.1635
MCM2	-0.126333333333333
SOX14	0.485
FLJ39743	0.5055
KIAA0922	-0.920625
HIPK4	-0.3545
FLJ25758	-0.8365
C16orf57	-1.13641666666667
PDZD2	0.746125
MCC	-0.189625
HHLA3	-0.5294
ID2	-0.506
C20orf23	1.56458333333333
ZNF688	0.857
APOC2	-1.1435
LOC440093	0.231
FAM50B	-0.6735
PWP1	-0.699
DNAH10	1.15825
HIST1H2BA	0.296
GPR56	1.2655
METAP2	-0.696
PAN3	0.293166666666667
STXBP4	0.530125
PDHX	-0.676
MTA1	-0.341666666666667
ZBED4	0.949875
ZNF720	-1.2905
CDK2	-1.634875
RHOJ	-0.089875
CDC37	-0.05
ZER1	0.28225
GRK4	0.32875
PRPH	1.514
POLR2A	-0.2705
OGFOD1	-1.16125
NOL5A	-0.65
PHEX	0.2415
FLJ16478	-0.0185
C20orf117	0.1315
CAMTA2	0.374
C11orf74	-0.7865
DDX17	0.767833333333333
C5orf27	-0.059875
PLEKHA2	-1.3969
PDE4DIP	-0.534
SCN7A	0.3915
ZNF559	-0.955333333333333
CXCL10	4.1655
ZMYM4	0.3025
STK32B	-1.17713333333333
KIAA0888	-1.1357
TACR3	0.5665
CKAP2L	-2.471
KIF1A	-1.31766666666667
RSPRY1	0.382
VCAN	0.5595
CYP27C1	-0.1435
