Hybridization REF	TCGA-BH-A0DQ-01A-11R-A084-07
RNF13	0.725
GPR103	-0.8935
CD69	-2.689
MYOZ1	1.80475
IFNB1	-0.5795
CLNS1A	-1.07125
CXorf45	-1.17
ZXDB	1.1655
FUNDC2	0.2985
GPA33	-0.796
C9orf70	0.31525
SLC2A9	-0.486875
LOC126520	-0.7575
MAGEB1	-0.4805
LCE2A	-0.459
C18orf34	3.339
FMNL2	-0.89475
KRT85	0.07625
CRYGA	0.077
GEM	1.707
THAP6	0.551
ALKBH3	-0.120666666666667
TM6SF2	0.21625
C20orf82	3.692
RANBP2	0.0148333333333333
LIG3	-0.8775
RETSAT	0.92725
OR8S1	0.307
CAST	0.20175
TGFBI	0.0436
C15orf37	-0.126875
PGM3	-1.2005
SLC4A11	-1.754875
FAM123C	-0.351166666666667
TAOK1	1.55075
CISH	1.589625
OGDHL	-4.286
SPINT2	2.21166666666667
ZNF33A	-0.1715
CLDN18	0.0781666666666667
RNF128	-0.890625
CCDC71	-1.09125
RASSF6	1.89533333333333
HSPG2	1.3615
ATP6V0E1	1.382125
ABHD6	-0.0955
CD274	0.3355
GCNT1	1.79725
NT5C1A	-0.111
TM4SF5	-4.66075
C21orf58	-2.01333333333333
SUCLA2	-0.8
RFTN2	3.307
SCNM1	6.93889390390723e-18
SLC9A10	0.111
FUNDC1	0.408
SLC35F4	-2.4165
AMD1	-0.73025
COL6A6	3.384
OR4K2	0.4355
TRIB2	0.223083333333333
LOC91461	-1.1475
GHSR	0.316
ATP8B1	0.666625
C1orf78	2.91166666666667
RNF183	1.96683333333333
STX4	0.1353
TPPP2	-0.725625
MYBPHL	-2.4205
TXNDC6	-0.2323
C9orf47	4.591
FAM137B	-0.076
FANCB	-1.3185
C11orf9	-1.866
DPY19L1	-0.227875
VDAC2	-0.3995
VHL	-0.28875
LMBR1	-0.2375
C8orf44	-0.49575
ZPBP	-0.04175
FGF23	-1.2135
C21orf67	-0.2655
PCNT	-0.26875
BCKDHB	-0.4154
GALNTL5	0.6475
BET1	-0.902625
ARL13A	0.136
HDAC6	-0.592625
N4BP3	0.4065
OTOP1	-0.421
TTC30A	2.127625
CRISP1	-0.068
KRT32	3.8685
VSTM1	0.1245
ZNF622	-0.091
POLR3B	0.2589
DNAJC10	0.30775
C12orf54	2.658
ADIPOQ	4.47666666666667
RIT2	0.089
CD44	-0.94725
ABCA3	2.293875
RPS17	-1.23175
FEZF1	0.5295
PCDHB15	0.341
KCNMA1	-1.12363636363636
CCDC116	-3.335
C15orf27	-2.696
NARG2	-0.3883125
ITGA5	-0.34325
MEFV	0.658
TUT1	-0.44375
LOC541473	0.51625
NMBR	0.353
GLT1D1	-3.52
ABCB7	-1.62925
PFKP	-2.27836363636364
C9orf91	0.811
LRRC41	0.512333333333333
C1orf85	0.678833333333333
ATP5F1	-0.672125
STOX1	1.072375
GFOD2	0.26425
SLC25A3	-0.18675
ZNF646	0.2698
ZAR1	-1.057
OSTbeta	-0.537
GALNT3	2.26675
IFT122	-0.105166666666667
LDB3	0.7223
GARNL1	0.0635714285714286
HOMEZ	0.641333333333333
LRRC6	3.521
ANGPTL5	0.4505
UBAC1	-0.65275
DLEU7	-0.278
RPL19	-0.808
TOP1MT	-0.604
LOC643641	0.280875
MBD3L2	0.7815
NTSR1	-0.321666666666667
WISP2	1.70975
GPSM2	-0.777625
RDH10	0.2456
PRKCG	-0.8735
HIST1H4J	0.284
MON1B	0.3167
MLF1IP	-0.9435
ZNF446	0.368625
COL4A5	0.1753
SLC26A1	-0.0412857142857143
RGN	-1.838875
CCNB1	-2.25875
C9orf165	-0.52325
CCDC28B	-1.52325
CCDC97	0.754
FGR	1.797625
MSRB3	1.8853
EPN2	0.2205
COX15	0.0883333333333333
KCNK6	0.5539
XK	-3.882
GDA	-5.7875
HEPH	0.275125
THRAP3	0.88475
MET	-1.64735714285714
PHYHIP	0.7815
LYAR	-1.5915
ING3	0.6725
AK7	-1.36225
CCT8L2	-0.255625
COPS7A	-0.201833333333333
WSCD1	0.31725
RNF185	0.54525
TNS3	1.1755
KNDC1	-1.33966666666667
RWDD4A	0.332833333333333
MED13L	1.6383
ZFYVE1	0.671
C7orf44	-1.49466666666667
MRPL1	-0.4075
STGC3	-0.92275
TEAD1	0.733833333333333
RPL7A	-0.683928571428572
ARL6IP1	1.1403
C1orf178	-0.9025
CTAGE5	0.81625
TMEM184A	-0.596
SLC25A14	0.93625
CACNG5	-0.14675
ATXN10	-0.188
ECH1	-0.2481
CCL22	-0.0795
CYP2F1	-2.251
GADL1	0.284
TMEM19	0.5361
RUNX3	-0.64775
EFNB1	0.889
LIPN	-0.3515
ACSM3	-4.6485
SIGLEC8	1.647
ASCC3L1	-0.2975
NOL8	0.619125
RELT	-1.26483333333333
Magmas	-1.03075
PPP1R15B	0.5204
C11orf2	0.03075
VKORC1	-0.476333333333333
MGC26647	-0.5155
TRPM6	0.42475
UGT2B7	-4.91033333333333
FEV	-0.3235
FOXK2	-0.4725
PDCD5	-1.161
SLC8A1	2.508
DGUOK	-0.908
CLDN16	0.5055
GAGE1	-2.368
RBM17	0.0862
C1QTNF3	3.146625
VGLL3	0.0245
UNQ5830	-0.0025
CD1A	-3.459
SCGB1C1	1.176
SUPT4H1	-0.5395
TRAF5	1.17275
ASAHL	0.569875
FAM73A	1.74283333333333
OR6B1	0.3655
WHSC1	-2.014
GFPT2	1.08375
LOC339809	0.65825
STARD5	0.0829166666666667
SIP1	-1.5045
DNAJC15	-0.223
STAU2	0.2561875
FAM98A	0.27375
RAD23B	0.3923125
LRRC33	-1.219
CHRAC1	-0.442
C21orf89	0.308
C19orf43	0.2035
KLK8	-0.291166666666667
CCNE1	-2.76575
PKDREJ	1.26033333333333
SSU72	0.41575
C17orf73	0.1575
GPR78	0.803
WHSC1L1	0.7303
GSTA2	-2.12625
SMUG1	0.116333333333333
UFM1	1.1983
AP3M2	0.620333333333333
USP14	0.206125
FBXL14	0.154166666666667
DSTN	0.341
SFRS14	-1.00625
FBXO31	0.00116666666666666
C12orf40	0.438
FRS2	2.07525
NR2E3	1.10175
TUBB2C	0.02525
GMPR	-0.037
C9orf139	-0.2475
ING5	-0.648142857142857
LOC730092	-0.743833333333333
ORM1	-5.115
RP11-11C5.2	-1.88775
HSPD1	-1.1801
PIWIL3	-0.3035
C5orf13	0.4292
OR5R1	-0.0425
LCOR	0.9405
PLEKHA9	0.041
CCDC43	-0.3675
ZNF232	-0.282
SLC6A7	-0.6335
ADH5	0.187916666666667
SHBG	-1.49133333333333
CROCCL2	-0.42725
PANX3	-0.0055
CDIPT	0.2245
SLC16A5	0.967
TUBB	-0.4521875
TOR3A	-0.000600000000000005
PREP	-0.2455
ENTPD8	1.10042857142857
CHMP1B	0.62175
SYT12	1.4805
MYH6	-2.2474
MAP3K13	1.05883333333333
KLHL30	-0.234333333333333
LCMT1	-0.001625
EIF1AX	0.3665
FOXD4L1	0.0515
SLC24A5	-2.2705
RNF166	-0.5896
TJAP1	-0.1065
TMEM156	-0.671833333333333
ZNF239	0.23225
SNX19	0.7497
GKN1	0.5085
FCN1	2.0675
C1QL1	-2.347
ATP11C	-0.590625
ZNF35	1.2305
CARD8	0.18375
LIMD1	-0.343166666666667
KIAA0286	-0.848625
XRN2	-0.178
CD6	-0.459666666666667
TOX3	2.569
ZSCAN4	-0.647666666666667
RSRC1	0.118625
COG1	0.34475
PTRF	1.7435
C16orf35	-0.37575
FBXO24	-0.40075
CHST11	-0.116
THRB	0.3996
MYBPC1	1.71925
RNF39	1.84633333333333
PSMD11	0.026
ALAD	1.2625
EN1	2.4595
SLC9A9	0.98675
GSTM4	0.5994
CDC42BPA	0.199684210526316
RCSD1	-0.4595
LUC7L2	-0.2213
SPTBN1	1.3796
LOC146167	-0.589
BAT5	0.7814
ZNF452	-1.75657142857143
LSM4	-0.60025
SRP72	0.1558
SGK269	0.692083333333333
MTX1	-0.455
CENTA1	0.158
UNQ9433	-0.6325
ATR	-0.559166666666667
DDX49	-0.435166666666667
PAQR8	-0.75
C14orf174	0.54725
GBGT1	-0.2335
THAP1	0.42475
OR10K1	1.1675
RASIP1	-0.443666666666667
DPYD	0.437
DOHH	-0.085
C18orf45	1.796
POF1B	3.3424
ZNF552	2.981
USP32	-0.72875
MED27	-0.608666666666667
C14orf149	-1.2055
PRDX4	-1.55766666666667
ABHD12	-0.1327
AGT	-2.82325
SLC22A14	-0.326
C1orf58	0.6225
PILRA	-1.3845
ABCF2	-1.05125
C17orf85	0.5121
TKTL1	-1.523
FGF1	2.9169
IL6R	0.140333333333333
VPS25	0.17525
CHRNB2	-0.13775
COL7A1	-1.9775
LRRC48	3.13533333333333
SPG20	0.696416666666667
COX10	-0.142
GCA	0.8545
ECEL1	-1.14316666666667
GLG1	0.422
SRD5A2L2	-0.57625
MUTYH	-0.982125
ZNF70	-0.203
L2HGDH	-1.09975
GPATCH2	1.26225
ZNF655	-0.65375
ZNF227	0.126166666666667
MCOLN2	-0.198166666666667
NQO2	0.44575
KCNQ5	0.0595
NEU1	0.955333333333333
QRICH1	0.4195
ZBTB20	1.49516666666667
RPUSD3	-0.9785
EPGN	-1.55716666666667
TSN	0.0491666666666667
SPRY2	-1.45483333333333
LZTFL1	0.555875
GMFB	-0.154875
PBEF1	-0.9849
HBG2	-4.61975
TMEM8	0.68175
PALM2-AKAP2	1.09466666666667
NFYA	0.08475
FAM108A1	0.219375
PBLD	0.616875
NRG4	-3.085
PIGF	-0.6785
PTGER1	-0.07625
NOS2A	1.8435
C21orf34	0.566
C21orf51	-0.600916666666667
IL17C	0.321
TRMT6	-1.00783333333333
ETV2	-0.277166666666667
CCDC109A	0.35825
MYLK2	-1.8355
ATP10A	1.8161
DPH4	-0.22625
C5orf5	-0.163666666666667
KCNA4	0.361833333333333
NMNAT2	0.322
GLYATL2	2.254
LSMD1	-0.1515
IL23R	-2.6035
NRF1	0.146
MUC15	3.39916666666667
PRDM12	-3.636
PAQR4	-0.148357142857143
RBBP6	-0.9451875
IFI27	4.4005
SKAP2	0.838833333333333
TAGAP	1.41175
TJP3	2.0965
C9orf61	0.64125
IDS	0.307428571428571
PARG	-0.3555
LOC131149	-0.0755
DYRK4	-0.370166666666667
MICALL1	-0.66525
GALR2	-0.826
GPBP1L1	0.805
TBX21	2.5545
KCNJ6	-0.395833333333333
GGN	0.08425
CASP5	0.366666666666667
RNF182	-4.57275
BRD4	1.13575
DOK4	0.274375
SLC46A2	2.49266666666667
SOX9	0.551916666666667
ZNRD1	-0.229666666666667
PRR6	-2.021
FAU	-0.045
DTNB	0.391166666666667
CARD9	0.01825
STS-1	-0.979166666666667
SLC4A5	0.056625
NSBP1	-0.7985
UGCGL2	-0.863
POTE15	2.4035
NOXA1	0.22375
RP13-347D8.3	1.526
SAMD10	-0.687666666666667
EP400NL	-1.14125
TCF21	0.08625
AMELX	0.221
JPH2	0.3769
SLA	1.81975
DLST	-1.36183333333333
SEPT12	0.42125
RGS20	-4.11575
LXN	1.49916666666667
ZNF419	0.029125
UPK3B	-0.426833333333333
RELL1	1.51925
ESPNL	-0.4875
KLHL21	-0.1735
PI15	0.7625
C2orf61	-0.2625
LOC407835	-0.515833333333333
RER1	0.276
ELAVL2	1.1265
MGC26718	0.87925
KLF2	2.85575
TNFAIP8L3	1.484
TFE3	0.74875
C11orf17	0.140875
15E1.2	-1.23475
SNRPC	-0.4865
DLGAP1	0.758
PGLYRP1	0.01375
OVCH2	0.198
IRF7	1.4514
SET	0.2286
NAB2	0.9095
LRP5L	-1.77725
FAM120A	1.1579375
ASCL2	1.20183333333333
SHH	-0.5425
ATP5H	-0.0126666666666667
THPO	0.1885
TYRP1	-4.8115
HIST1H3E	0.8085
EIF2S1	-0.630333333333333
TNFRSF17	-1.21116666666667
TARSL2	0.454
NKX2-8	0.234375
C1orf115	2.792
LOC56964	0.3255
KIAA0841	-0.72775
ISCU	0.738
TTMA	-0.365
ZNF414	0.171
LOC441150	0.5015
RAB15	0.08475
HBP1	1.29783333333333
TNNT2	-1.788
CECR5	-1.0995
PHGDH	-3.103375
JRK	-0.4519
XPO4	-0.845625
FAM131C	1.0515
ARHGAP25	1.367
CA9	-3.66744444444444
GPR62	0.793333333333333
TLX1	-0.560166666666667
GPS1	-0.204
OR2M2	0.36
BDP1	0.772785714285714
FAM70B	0.3235
RPS29	-0.948416666666667
MKLN1	-0.1021
TSPAN19	-3.4955
SLC29A3	1.5078
LGALS4	-0.623666666666667
USH2A	0.477833333333333
NF1	-0.0346666666666667
APOBEC3A	1.28883333333333
IMPAD1	0.4075
OLR1	3.22466666666667
NRAP	0.209
HCFC1R1	0.628333333333333
TAOK2	0.465833333333333
MCM10	-2.55216666666667
MAP4K3	0.0623333333333334
CBS	-3.044
CLK3	-0.7795
PCDHGA5	0.77
ELF4	0.529375
FAM71A	-0.0845
C11orf49	-0.05525
CLIP2	-0.04125
BTBD9	1.6177
ZNF524	0.8905
KDELR1	0.267833333333333
ZNF509	0.5325
NCSTN	0.627
ZNF533	1.93935714285714
PARP4	0.210375
GALNT9	-0.6325
NPY	-3.30575
BEGAIN	-2.00683333333333
TMEM77	0.147833333333333
FOXRED1	-1.74033333333333
SLC16A2	0.2695
SLC35B1	-0.32075
GK5	-1.31541666666667
SDCCAG10	-0.80175
C4orf20	0.21225
SLC9A2	1.80425
ADD1	0.827428571428572
TAL2	0.304333333333333
ACLY	-0.200875
DNAJC1	2.3725
SOST	-0.7285
USP43	1.566
CYP4F12	-0.7465
FKBP5	1.12775
CHCHD5	0.1023
NUDT22	-0.2785
CCDC85B	-0.8795
OR51G2	0.3885
STRN3	0.683642857142857
TMOD2	0.651
FLI1	0.939
MAB21L2	-0.4835
DGKQ	0.3415
VPRBP	0.374333333333333
SCNN1B	0.1539
ECHDC3	1.4377
TMEM106C	0.274
CSNK2A2	-0.672
RPL39	-1.0508
HERC3	0.3466
ZBTB47	0.940333333333333
ZNF681	0.596
PAGE2	-2.4785
CLIC5	3.03671428571429
RABAC1	0.81075
ZFHX2	0.7855
YPEL1	0.687833333333333
KIAA0776	-0.12175
NR1D2	1.32975
DNAJC4	0.009
NPNT	3.5972
ZNF677	1.1545
ZNF536	-1.07575
MEF2B	-0.190333333333333
PTPN4	0.316
CTCFL	-5.0455
STX5	0.497333333333333
CD72	1.40875
VEGFA	-1.08373684210526
XRCC1	-0.0099
MAS1L	0.263166666666667
ELL	0.3528
SETBP1	0.93025
CDH11	4.06983333333333
NDC80	-1.48607692307692
DMBX1	-3.7055
NRSN1	-0.0996666666666667
BAT2D1	0.07575
CDS2	0.144
C1orf212	0.259666666666667
SENP3	-0.1215
IL1F9	-0.0095
EEF2K	-0.157
COG8	0.21675
CEP72	-1.90225
OR1L8	-0.283
MUS81	-0.56875
PHYH	0.51425
GGT6	1.64366666666667
C22orf23	-0.838833333333333
C13orf33	3.969875
MAPK8IP2	0.91275
NELL2	4.14125
POU3F2	-2.1895
ALPK1	1.74575
MRPS18C	-0.83525
RPLP2	-0.8195
FGF22	-0.5765
SPNS1	-0.572666666666667
ZFP1	0.46625
IL1RAPL1	1.53075
PCSK9	-3.54866666666667
NKX2-1	-0.113785714285714
C6orf189	2.38725
SP4	-0.332
SLC11A1	1.6372
C21orf25	1.3545
ICAM2	0.713375
SH3GL1	-0.5715
GSK3B	0.400833333333333
RALB	1.373875
PDXP	-1.82683333333333
GNGT1	1.999625
KIR2DL1	0.2195
TNFAIP3	-0.0365
C6orf32	0.0612
CBLN2	5.08825
PANK3	0.26425
TAAR9	0.7805
WDR82	0.667642857142857
APOM	-4.04175
TRIP10	-0.539
SPATA16	0.0223333333333333
C1orf135	-0.76875
USP51	0.15775
TESK1	0.95175
C11orf64	-0.013875
ZNF611	0.505
PDE6G	-0.235
HLA-DQA1	2.915875
GCLC	0.5805
SEC61A1	-0.349928571428571
TWSG1	1.30866666666667
ZMYND10	2.7885
CTDP1	0.26425
ADAMTS6	0.701333333333333
SLIT1	-2.5605
KRT86	0.352
KIAA0574	-0.049
GTPBP2	-0.0583
PQLC3	1.83
PRRX2	0.464333333333333
C15orf44	0.413
MKKS	-1.176
C11orf10	-0.501
GPR110	-0.318625
CD109	-0.724416666666667
ADCY1	0.8665
RHBG	-2.5965
TP53I3	0.56775
SLC22A3	-0.5238
UCP2	0.5945
FOXG1	-2.58883333333333
OR2AG1	0.338
TRIM24	-1.013
PROC	-3.20525
TAAR6	0.28975
AMTN	-1.5235
C10orf47	-0.0941666666666667
DEPDC1	-1.01375
FLJ45557	4.48575
ZDHHC17	0.76175
KIAA1429	0.775833333333333
KCNH1	1.1835
VNN3	-0.124375
PSMAL	1.74125
PPARD	0.922875
HFM1	-1.6185
YBX1	-1.2195
ZNF695	-2.77075
SCTR	0.135
DCDC1	0.23
VPS26B	0.0217
MTF2	-0.292666666666667
ATP6V1F	0.052
CCDC94	-0.52825
PERF15	0.277
CCL11	3.324
LMO7	-0.0385
DCST1	0.4285
ADRBK1	-0.08325
CDRT4	0.16475
ZNF84	-0.065
HOXD8	1.59575
STARD8	0.0371666666666667
FOXP2	-0.5595
CCDC103	0.17175
POLR3A	-0.3068
GSC	0.2095
ZNF114	-2.42883333333333
HTR7P	-0.066
LALBA	0.059
RMND5A	0.0721666666666667
PSCD2	1.05375
ZNF409	-0.174
KRTAP1-3	0.302166666666667
MAF1	-0.045
LOC201725	-0.6695
NRN1	-0.893625
SPAG5	-2.245
DNAH7	2.3055
FLJ43860	-0.0245
BRCA2	-0.40675
ACADM	-0.333125
CXXC6	-3.009625
RAGE	-0.62725
CHMP2A	0.834
FAM8A1	0.4628
GPR21	0.72
SLC12A3	-3.41366666666667
FVT1	0.461785714285714
ZDHHC7	0.185375
FLJ44048	0.6925
SLC44A3	1.37666666666667
SDSL	1.23983333333333
MMP8	-0.463
PLA2G12B	-4.25583333333333
ACY1	-1.023
MT1E	0.5425
OR4K15	0.0985
TECTB	-1.9155
GPR20	0.489375
IRAK2	-0.6135
RFPL3	-0.202375
MYO9A	0.3
NARG1L	-0.619583333333333
BLMH	-0.493625
CCDC3	3.215
C9orf21	0.133666666666667
KIAA0513	0.316166666666667
MIER2	-0.00849999999999999
PNMA2	-0.576333333333333
SH3BP2	0.3807
ANXA10	-2.265
RTN2	0.471333333333333
TFB1M	-1.7575
PRPH2	3.2385
C14orf133	0.31275
GOLGB1	1.13683333333333
IRX4	-0.55225
NFKBIL1	0.131666666666667
C10orf62	-0.212
APBB3	-0.9235
RPS10	-0.5298
LOC728378	1.7265
TLE3	1.29861111111111
PSMB7	-0.756
MESDC1	0.748
SLC6A1	1.92016666666667
OCLN	1.452
PTTG3	-2.30366666666667
NAGLU	0.2145
SERTAD4	1.9735
SPRY1	1.5905
FLJ10781	0.494416666666667
MYSM1	-0.18575
TRIM4	0.567642857142857
SH3YL1	0.637875
TREM2	3.739
SERPINI1	1.4245
HDHD3	0.476625
TMEM38A	-0.254
EID2B	-0.8605
TDRD3	0.230333333333333
SEDLP	0.0575
THSD7A	3.02166666666667
NDST3	-2.05575
KLHL15	-0.63275
DHRS12	0.9965
FBXO9	0.326285714285714
TNPO1	-0.0758333333333333
MRPL13	-0.732166666666667
SNX5	-3.14383333333333
METTL6	-0.662
SOD1	0.005875
CHML	-1.4435
PACS1	1.046125
SIRT5	-0.2659
CAPN2	0.5335
FXYD5	-0.575333333333333
TWISTNB	-0.801875
LRFN1	0.268166666666667
UBE1L	0.6735
UBE1C	0.06225
OR51B2	0.48625
OR4D11	-0.1345
C15orf2	-0.0185
NR4A1	-0.0255
LOC339047	-2.60075
TRIM17	1.423375
ATP5G3	-0.472214285714286
RPL15	-0.5945
ADAMTS8	-0.45325
HOXC4	0.3985
C14orf37	3.4755
CEACAM5	-0.407875
MYT1L	-0.110166666666667
RASA2	0.54475
OSBPL7	-0.5135
STAG1	-0.3255
GIMAP4	4.886
FUT3	-0.840166666666667
PIF1	-3.112875
LPIN2	0.6723
SH3PX3	1.05775
PDP2	0.13
PAPD1	-0.296625
ERP27	0.6185
APOOL	-0.1241
DIABLO	0.73775
TRHR	0.498
ARMC9	0.164
RNF152	2.61
SLITRK3	-0.0205
ZNF211	0.1238
PFDN1	0.549125
RGS11	-0.384375
HS6ST1	0.7817
AKR1D1	-2.11975
TNP2	0.0094
STK31	0.2345
EML4	-1.28791666666667
SGTA	-0.147333333333333
HIST1H2BI	0.391166666666667
PSMD6	-1.58683333333333
KIAA1257	2.9355
C18orf55	-0.8995
FLJ20273	2.638125
RPL28	-0.933
EPYC	1.623
NOX3	-0.4935
ELAC1	-0.920333333333333
METT11D1	-0.99825
BIN2	-0.160833333333333
NACA2	-0.227
CCDC17	-1.263
HM13	0.0684
UBOX5	-0.717875
UBE2O	-0.44525
UBL5	-0.0195
APOLD1	1.153375
C9orf31	0.4725
TNFSF8	0.469
ARHGAP29	1.095
PROKR2	0.214
PDE5A	1.47016666666667
C6orf12	-0.1645
TOM1L1	0.3805
WHDC1	-0.24875
FOXI1	2.48983333333333
RAB4A	0.1546
TMEM39B	-0.60025
ATPBD1C	-0.13175
FARSA	-0.736
PLEKHG5	0.95225
CMAS	-0.9695
OR7E24	-0.5895
SLC30A1	0.2335
CDC42EP5	1.07383333333333
PLAC1	0.9125
KLHL18	-0.391583333333333
LBA1	1.4903
TAZ	-0.544
CRIP2	1.686125
BTBD11	-0.789333333333333
C16orf72	0.5595
DIO2	2.5449
LRRCC1	0.461833333333333
CCDC136	-2.633
PRX	0.215125
RBM5	0.0165
TMEM85	0.149625
TUBGCP4	-1.642
APLN	1.150875
CDK7	-0.298
SSR2	0.540916666666667
CRELD1	-0.2815
C19orf46	1.8005
GAL3ST4	1.13283333333333
KBTBD10	0.992
IL28A	0.13275
WDR27	-1.3545
MCM2	-1.464
SOX14	1.179
FLJ39743	0.58
KIAA0922	0.689125
HIPK4	0.5275
FLJ25758	-0.6545
C16orf57	-0.649666666666667
PDZD2	2.147
MCC	0.904375
HHLA3	-0.4941
ID2	0.3855
C20orf23	1.51158333333333
ZNF688	0.77075
APOC2	-2.375
LOC440093	0.481
FAM50B	1.9295
PWP1	-0.2445
DNAH10	0.5175
HIST1H2BA	0.1485
GPR56	1.18533333333333
METAP2	-0.2325
PAN3	0.767166666666667
STXBP4	1.039125
PDHX	-0.721
MTA1	-0.07625
ZBED4	-0.50975
ZNF720	0.10025
CDK2	-0.34275
RHOJ	2.0085
CDC37	-0.164166666666667
ZER1	0.70525
GRK4	-0.51825
PRPH	0.1905
POLR2A	0.540875
OGFOD1	-0.7985
NOL5A	-1.948
PHEX	-0.7165
FLJ16478	0.04025
C20orf117	-0.49825
CAMTA2	0.55425
C11orf74	0.120333333333333
DDX17	-0.07575
C5orf27	0.308
PLEKHA2	-1.1913
PDE4DIP	-0.3862
SCN7A	1.1345
ZNF559	-0.487833333333333
CXCL10	3.3815
ZMYM4	0.428333333333333
STK32B	0.503266666666667
KIAA0888	-1.5464
TACR3	0.3455
CKAP2L	-1.7255
KIF1A	-1.934
RSPRY1	1.01275
VCAN	2.867
CYP27C1	0.4465
SYDE1	-0.760833333333333
MED12L	-0.44275
ZDHHC21	0.89875
NHS	0.9185
TM9SF3	0.969666666666667
DDHD1	0.3545
MAFG	-0.39975
BICD2	0.5189
C14orf119	-0.222666666666667
C14orf43	0.179571428571429
CDH7	-0.5375
ALKBH5	-0.1325
JUP	1.9415
TMEM41A	0.403833333333333
MAMDC4	-1.40866666666667
CBX3	-0.63375
LRRC18	0.39025
RBMXL2	-0.56775
PLA2G4D	0.2785
FGF13	2.042625
KIF3A	1.13316666666667
PDIA6	-0.2975
DCXR	0.072
CASKIN2	0.327
EHD1	0.673
MARCKSL1	1.376
ZNF496	-0.786666666666667
SCAF1	-0.339666666666667
KCTD8	-1.1935
TRAF3IP3	0.2115
LSR	1.372
CXorf1	0.252
C14orf112	-0.0808333333333333
EIF2B1	0.024
OMP	-0.6
GSTZ1	-0.40225
LOC92017	1.508
ISLR2	2.501
C12orf36	0.073
GATA2	-0.657333333333333
GABRA5	-1.8095
CELSR2	0.848142857142857
STAM2	0.8302
TNAP	0.297
PTPMT1	-0.723666666666667
GRP	7.19125
SV2A	-1.747
MAGEA12	-3.17325
CACNG1	1.261
C18orf19	-1.2715
GSG1	-0.809166666666667
PTPRJ	-0.599785714285714
FRMPD1	0.224
ZNF668	0.373
PLEKHJ1	-0.82825
ADAT1	-0.4541
TMEM50A	0.8031
UCN3	-0.361
HOOK1	1.931
IL17B	-0.1455
MLKL	-1.03216666666667
TTC14	-0.0381666666666667
KLHL5	0.682375
CRYL1	0.493166666666667
FOXH1	-0.6665
NFYB	0.09475
PPM1G	-0.2625
GOLGA2LY1	-1.31725
NMT1	-0.083375
HADHA	-0.0336
CHSY-2	3.68025
PLEKHF1	0.731285714285714
SAGE1	-3.997
MUSTN1	1.47325
SUHW4	0.89225
TFEB	1.10066666666667
ZFYVE27	-0.03925
ATG12	-0.538
BMI1	1.65864285714286
ZIM3	0.3275
MYH4	1.085
MASP1	-1.17116666666667
KIAA0984	0.55675
RPAP2	-0.45975
ASB5	-0.652
BOLA3	-1.292
MIA3	0.837
KRT35	1.882
KIR3DL3	-0.861
MRPL51	-1.08475
SEMA3F	1.1475
NDUFB2	0.4165
LOC253012	2.123
FAM46C	1.2695
G6PC	-2.389125
CSAG3A	-5.72366666666667
PREX1	2.029
SLC25A45	-0.464
MAPKBP1	0.2584
CPE	1.2304
GNB1	0.32775
CXCR6	1.34
TRIM46	-0.50125
C16orf3	0.0176666666666667
HPSE	0.3375
TIGD3	0.0545
SPG3A	2.6125
LCAT	-1.59916666666667
ST6GAL1	-1.581
POMC	2.0525
FLJ36031	-0.392833333333333
NSMAF	-0.6895
SKIL	2.1095
ADSS	0.685333333333333
HMGCS1	-1.8321
POLR3F	-0.826
RAB10	0.4465
ZNF277P	-0.885125
ZBTB7B	0.559
DHRS1	0.688
ABCC13	3.569
CNOT3	-0.02
NFKBIA	1.01975
GAK	-0.1185
SFT2D2	0.409
HOXA6	0.5355
CRTC1	0.400875
LY6D	-1.44116666666667
C20orf72	-1.50633333333333
CPT1A	-0.47825
LMO1	-1.977
EIF3I	-0.1505
PRB4	-0.3865
MCM3APAS	-1.7965
C20orf132	-0.7696
FOXF2	-1.168
S100A12	0.0435
MLH1	-0.6165
ACTN1	1.1286
MRPL36	-0.909666666666667
C20orf106	-0.94475
FBXO6	0.418166666666667
MKS1	-0.0706666666666667
CX3CR1	-1.776375
PDE1B	1.2495
PLP1	-3.1225
KISS1	-0.220166666666667
C14orf2	-0.998666666666667
TBC1D3P2	-1.20475
COMMD6	0.295
ANKRD7	-1.37575
PTCHD1	-1.012875
NARS2	-0.98
DOCK7	-0.156
FAM127B	0.29425
LOC390243	-0.278666666666667
N6AMT2	0.973
ZNF391	-1.2965
DNAJB14	0.859666666666667
WRB	-0.105125
BPI	0.568833333333333
TTC4	-0.0718333333333333
FAM10A5	-0.36875
GOT1L1	-0.0389
MAGED1	1.116875
RESP18	0.2265
WFDC6	0.621
MT2A	-0.8925
C11orf56	0.03625
KIAA1432	-0.4525
ROR1	-0.975375
HSD17B14	1.74533333333333
ZFAND2B	-0.018625
SAMD4B	0.33125
HEXA	-0.323875
HNRNPU	0.668
USP39	-0.418875
NRD1	-0.77675
R3HDML	0.40925
FLT4	0.715833333333333
OMG	-0.3698
OR52N4	0.117
LOC399818	-0.54975
ELA2	-2.87275
VENTXP1	0.393
RFC5	-0.8215
OR52L1	0.3975
PAX5	0.0245
FBXO2	-0.89
GMEB1	0.748
AKT3	1.05983333333333
CRB1	-0.575
CTTN	0.391166666666667
UTP15	-0.3105
HSBP1	0.211833333333333
PHF11	1.23325
NDEL1	0.454333333333333
USP8	0.42625
BAIAP2	-0.0638125
SI	0.194
ARSJ	-0.607666666666667
