Hybridization REF	TCGA-E2-A15P-01A-11R-A115-07
LOC388284	-0.191666666666667
PUS1	-0.73
BCL9L	-0.444
OLFM1	-0.78525
RET	-2.12225
MASTL	-1.4505
ALX3	0.376
IL1RL1	0.801833333333333
ZNF765	-0.159
C14orf138	-0.58475
SNX10	-0.244
TAC4	-0.02
C1orf64	3.043
POGK	0.017
MAPK9	0.64575
ZNF366	3.98175
C8orf79	1.9909
CLDN7	2.235625
OR5AT1	0.266
TRIM37	-2.00225
LRRC25	1.88725
GRHL2	2.2842
TEKT3	2.86275
LASS5	0.6335
ABCC4	-1.83691666666667
DLG3	1.039625
VGLL1	1.234375
ZFP36L2	1.1345
MFRP	-0.345666666666667
KIAA1799	0.0935
FLJ44379	2.9665
PCNX	-0.628
ANXA9	1.6345
CYP4V2	1.2696
PIK3C2A	1.44075
SRR	1.2355
NOL3	0.0295
IFITM2	1.438
ARNTL2	-2.71525
ZNF595	1.216
NLRP13	-0.3255
ASPH	1.151
CPA2	0.0635
PVRIG	-1.51316666666667
LEPR	0.546833333333333
C16orf42	-0.0588333333333333
SH3BGRL	4.20975
FAM77D	-0.0293333333333333
FNDC7	0.5085
C9orf6	0.8565
NOTCH2NL	0.621833333333333
PGBD1	0.236333333333333
SYNGR2	0.105
PITPNA	0.0754375
PRPF4B	0.0232
SLC43A3	-1.32185714285714
NRBP1	-0.16
SLC25A22	0.3545
ILK	-0.365625
SLC22A8	0.190833333333333
MRPS7	0.508625
PITX2	-0.83725
FABP3	-0.9885
OR1L1	0.476
LOC728215	0.977875
BLID	-1.831
KIAA1217	2.50464705882353
TFPT	0.366
AP4B1	-0.32175
VBP1	-0.4905
OR1K1	0.197
MORC3	0.6365
BHMT2	0.368
C3orf10	1.085125
FZD7	1.49983333333333
WFDC10A	1.0875
PMS2CL	-0.271625
CCDC32	1.0355
FA2H	-1.868
ALG13	0.6395
TTLL7	0.1811
SPOCK3	2.25275
SLC13A2	0.3155
AIM1	-0.0155
GPRC6A	0.1925
EGR2	4.01225
MED11	0.424
WWC1	2.04825
SH3GL3	-4.79425
RIF1	0.764071428571429
PRLH	-0.06
VLDLR	-0.4565
DBT	0.5611875
C21orf63	1.6605
CGGBP1	-0.12975
KRTAP12-2	-0.331
TADA3L	-0.488875
ZBTB16	1.75225
PDGFB	0.6905
RFX1	0.101125
UQCRB	-0.9577
LOC133874	-1.2255
HPS3	-1.4725
LGALS3BP	1.0658
DKFZP564O0823	1.49292857142857
MRFAP1L1	1.506125
HOXA10	-0.644833333333333
NGB	0.3405
KIF21A	0.0805384615384615
IFLTD1	-0.207
LZTS1	-0.566
ARHGEF3	2.05725
RHBDL3	0.8335
CSNK1G2	-0.808083333333333
ChGn	-0.805
KIAA1244	2.00083333333333
GABRB2	0.2025
MGC72080	-2.029
CD27	2.85175
EGLN1	-1.8954
PEX13	1.76
RWDD3	-0.0825
RNF12	0.222166666666667
GRIN2B	-0.742
ADAMTS14	-0.71375
DYDC2	0.953166666666667
ATP6AP1	0.9474
NR1H2	-0.4425
PDK2	0.34875
C3orf17	-0.184
SLC38A2	-0.740428571428571
SLC25A29	0.512
C15orf29	0.4615
ADAM9	-1.19266666666667
TMUB2	0.293125
GPR176	-0.02675
AGK	-0.370375
MCCD1	2.0025
NDUFA4	-0.624
TMEM146	1.2415
DUSP1	0.5745
UNQ6975	1.8455
EMX2OS	3.67175
INSM2	-0.7185
LUZP4	-0.359666666666667
SETD6	-0.9625
P2RY2	3.4305
SLC45A2	-2.2545
RABGAP1	0.577333333333333
UBXD5	0.2215
GPRC5A	-0.0514
PAK3	1.13316666666667
LOC63920	-0.036
TGFBR1	-0.4461
KRTAP6-3	-0.19725
SFMBT2	-0.2905
CDC42	0.4454375
C11orf35	0.556
TTLL2	0.26825
UACA	0.330833333333333
CD97	-1.4244
SETD5	0.09925
NINJ2	-0.92275
PTER	1.58
POMGNT1	0.1065
KRTAP4-2	0.433
ECGF1	1.337875
HRB	-0.324727272727273
ATP1B2	0.0143
LOC400506	0.2055
COL4A3BP	0.56175
C6orf97	1.9275
GRHPR	0.221875
TAS2R1	-0.237
SEMA7A	-1.797
EDF1	0.65475
ODF2L	1.0418
PCID2	-0.598833333333333
GTF2H4	-0.542166666666667
ZCCHC3	-0.4795
CGB2	-0.2475
NEUROD1	0.594
C20orf75	-0.2325
RP5-1054A22.3	2.37883333333333
IFNA5	-0.1795
ZNF134	0.761
MGC119295	-0.9345
ZSWIM6	-0.3525
SMEK1	-0.0556666666666666
PCGF2	0.118375
C1orf102	3.40025
CYP2A13	3.0565
KCNH6	-0.1148
MDM1	1.2674
ALDH7A1	-0.146833333333333
C9orf75	1.53525
VDAC3	-0.084375
OR51T1	0.2745
EIF3F	-1.00316666666667
KCNJ10	-0.5315
LENG8	0.2125
EDEM2	0.230833333333333
CCNJL	-1.02183333333333
DHX37	-0.842
CRYGN	0.7795
AATF	-0.624625
ZNF630	1.8285
E2F5	-0.671
WFDC13	1.47025
FTSJ3	-0.534833333333333
C4orf33	2.103
LHFPL4	-3.0165
C19orf56	-0.364583333333333
SMAD4	0.857875
AFM	-1.145
G0S2	0.27675
FCHSD2	-0.0705
RRP1B	-1.2513
EEF1B2	-0.6715
STAT6	1.82766666666667
ZNF195	-0.19275
GNL1	-0.930166666666667
ZNRF2	0.764333333333333
PER3	-1.111
ASB16	0.415
C10orf10	1.875
ADCY8	-3.026
C9orf58	-1.352
ARMC10	-0.0991666666666667
PSG1	-2.191
DHX34	-0.2145
VARS2	-0.08475
NFIC	1.14175
ITPR2	1.1235
AGXT2	0.319833333333333
OR6K3	0.1465
H2AFZ	-0.985416666666666
MLLT3	1.35275
COX4I2	1.68
CCNT2	0.95075
PLK4	-1.68475
NUMBL	0.713666666666667
MED16	-0.47825
PLEKHQ1	0.73225
GOSR1	0.785722222222222
BTG4	0.0186666666666667
RPL30	-0.400333333333333
IGSF5	-0.34275
IGFL2	1.48333333333333
ELMOD2	1.5025
SHC3	-1.17033333333333
HAVCR1	-0.975
DYNC2H1	0.248375
RNF5	-0.0121666666666667
C2orf7	0.11
NLF1	-0.701
KLHL25	0.23425
LRP10	1.3972
KRI1	-0.4805
PUS7L	0.3365
MGMT	0.338
HOXD1	0.493166666666667
CSH1	-0.0875
ATG16L2	-0.85075
FLJ44635	0.277
CHODL	-0.11525
EXOSC8	-2.08025
SLC28A1	-0.469
MYO7B	-0.587666666666667
SEH1L	-0.3175
MTNR1A	0.415166666666667
TSPAN5	0.0415
CDC45L	-3.59516666666667
AMIGO1	1.235
ATAD3A	-1.131625
OSGIN2	0.590166666666667
PDIK1L	1.762
DARC	3.265875
PIPSL	0.4845
SHMT1	-0.3665
CRISP3	0.785
POPDC2	1.92466666666667
ZRANB2	-0.642166666666667
FBXL8	-0.8265
TRIP13	-3.00327272727273
EIF5AL1	-1.0565
POU5F1P3	-3.72783333333333
IL6	-1.38183333333333
CXorf38	0.416333333333333
IFNA16	-0.505
FBXL2	2.2655
BRD1	0.267
STATH	-0.07375
FBXO44	0.419333333333333
MCCC2	0.6795
CDC2	-2.6774
C5orf23	-0.16
IVD	1.1495
C10orf122	-1.3725
MSL3L1	0.2487
MVP	0.68575
EPOR	-1.0557
ZMYM1	0.056
BCL7C	1.31666666666667
PSTPIP2	1.348
LYPD1	-2.187375
OR8G5	0.0585
ZP3	-0.284333333333333
BCAS4	1.28508333333333
EDG6	1.5565
ISY1	0.388
PRAMEF2	-1.388
CUL1	-0.555875
RNF213	0.5282
CCRK	1.387
DHX9	0.0035
C13orf29	1.0405
NCKAP1	0.616333333333333
MRPL43	-0.0203571428571429
XPR1	-1.0265
PKN2	-0.2759
PODNL1	0.5015
ZNF333	0.63125
DALRD3	0.846
OPN1SW	-0.239
BTBD6	1.3055
C11orf82	-2.155
OR5P3	0.688
DUSP11	0.331
L1CAM	-1.3661
NEK11	2.63516666666667
OR7E91P	1.202
CNTN3	3.4165
CREB3L2	-0.074
ZBTB37	0.5035
KIAA1324L	2.32575
NDUFB10	-0.1865
NUDT2	1.16075
GTPBP8	-0.1155
CACNA1D	1.672375
PRKAA2	-1.213
PRDM8	-0.1735
MGC16075	-0.9815
KRT14	1.11064285714286
PP8961	0.000374999999999986
MRPL18	-0.3295
ABCG2	-2.21325
PACRG	2.03275
BBS2	0.151
KREMEN2	-3.9245
FBXO21	0.91575
HNRPUL1	0.1095
GRB10	0.34175
CLSTN1	1.006125
LMAN2	0.3711
C17orf61	-0.02775
NIPSNAP3A	0.85575
INSIG2	-0.150333333333333
PCDHB7	1.81516666666667
STXBP2	-0.31325
CMAH	1.3255
SEMA5B	-1.057
ZNF155	0.925833333333333
COQ6	-0.307666666666667
PRPF4	-0.28525
TSPAN15	1.4275
VN1R5	0.382
LATS2	0.52075
SELK	0.37775
PGK2	-0.53725
MS4A1	-1.413
TYW3	-1.6456
KRTAP5-1	-0.485
RCCD1	-1.33033333333333
BTN1A1	-0.1295
DDX28	-0.34275
TMEM65	-0.493625
LOC92345	0.43575
TTC31	-0.467
WDR46	-0.584833333333333
CHP2	-1.55333333333333
LSP1	-0.21375
ZNF542	0.95925
EXOSC1	-0.66825
ARHGAP18	-0.833666666666667
LRRTM4	-1.498875
MAOB	2.23216666666667
CACNB4	1.328
MGC33846	-0.567625
RANBP3L	3.13975
ATP5L	-0.893625
ONECUT1	-2.6845
NUDT9	0.81425
TMEM149	-0.0565
STX17	0.8905
IGSF10	-2.847
TMPRSS9	0.1535
BMPR2	1.726
ALLC	-0.30275
KLF7	0.799
GCC1	0.6316
TIMM9	-1.909
CDO1	0.505833333333333
MGC10701	-0.428666666666667
IFI6	2.36416666666667
FRMD8	1.1045
MGAT2	0.09175
WBP5	0.992
CNIH2	-1.14225
KIAA0907	-0.5571
KCNH8	1.1015
CTSG	0.13725
GRIK1	1.11633333333333
CUL5	-0.155875
FRMD1	0.2745
OR9A4	0.587
SYT6	-1.535125
FOXD4L2	1.24175
ANAPC2	-0.327333333333333
OPN5	-1.235
TAF13	-0.76525
LYG2	-0.34925
GGNBP1	-0.5815
C11orf40	0.5315
OTX2	-0.9805
REG4	0.273
EIF5	-0.29375
PALB2	-0.44275
SEPSECS	1.4152
RNASE3	-0.99325
TRIM49	-2.092
POLR2K	-0.0345
GPR42	0.0815
C8B	-2.88375
SASS6	-0.8805
PREB	-0.399
OR3A3	0.338
TUBA8	0.890625
IGLV2-14	-0.247
STIL	-2.82225
ANKFN1	-0.809333333333333
NME7	-0.29
HOXC12	-1.27525
UBE2C	-2.336625
FHOD1	-1.088125
CDK2AP1	0.153583333333333
OR6K2	-0.06225
DHPS	-0.57375
RPL5	-0.698916666666667
TRGV5	0.214
LOC541472	0.1145
HCCS	0.0837999999999999
DENND1B	2.7695
LHX3	0.237
OR5D16	0.48
CXorf57	-1.43416666666667
IRF2BP1	0.225
NDST2	0.0161666666666667
LCE3D	-0.0325
BOLL	0.277714285714286
SYT3	-1.132
PIH1D2	1.3155
C20orf7	-0.7375
IL1R2	-0.0698333333333333
SLAMF9	0.2685
PPME1	-0.25775
PIK3CA	0.5715
TRAPPC1	0.016625
COLEC10	-1.07225
SLC9A6	-1.14683333333333
PDDC1	-0.470833333333333
CCDC53	0.3865
GK3P	-0.11275
DAZL	-1.03175
BRI3	-0.44925
SDK1	-0.10675
CYP2C18	-0.37725
IFI44L	3.64075
RPL3L	0.081
FUT9	-1.83683333333333
KIFC2	-0.797833333333333
PMP2	-0.72675
SLC4A9	-0.485
PLAG1	-1.72683333333333
MYCBP2	0.311833333333333
OR4E2	0.25
CCDC65	2.23325
C16orf82	-0.421625
ENTPD4	0.027625
BRP44L	-0.422
PMP22CD	0.21
TMCO4	1.1945
KCNN1	-1.30666666666667
WDR35	-0.04875
CCDC80	2.265375
C3orf31	-0.6645
SLC7A9	-0.548
TMEM190	0.6895
DBC1	-0.221166666666667
FADS3	-1.16216666666667
PDZD8	-0.191
GRM5	0.022875
AZGP1	3.491
PEX3	0.4395
MED1	0.412071428571429
ATG4C	-0.992666666666667
HNRPH3	-0.345125
FAM109B	1.63825
C4orf17	-0.211
CA10	-0.72875
OPRD1	-0.077
CCL16	-1.7055
SACM1L	0.15125
CST6	4.25325
CD63	0.9336875
LGI1	-2.39275
ZNF784	-0.422
CRYBB1	-1.4865
CX3CL1	0.57135
TOP2A	-2.509875
GYPB	-3.90666666666667
GADD45GIP1	-0.89125
FEN1	-1.5425
IGF1R	1.5114375
WDR72	-2.914
PURG	-0.278
DEFB126	-0.21775
PKD1L1	0.5635
CAV1	-1.3917
GNPDA2	1.4999
DGAT2	-1.012
NLGN1	-3.68725
STRBP	0.81675
HPRT1	-0.8695
FANCI	-1.995375
PSMA7	0.02325
DBF4B	-0.5575
TTF1	-0.57075
RAD54L	-2.706
ELOF1	-0.5675
PLAGL2	-1.34725
ZNF256	0.41325
HMGCL	0.853
MSI2	0.122166666666667
RPESP	1.381
C11orf60	0.76975
ABCD1	-0.3025
ACAA1	0.5407
SPARCL1	4.965
IL6ST	2.7872
ZNF319	0.4785
TMEM109	0.2446
FAM90A1	-0.203833333333333
IL22RA1	-1.25
ATP4B	-0.842
TEC	-0.678
C7orf30	-0.71825
TXNDC2	-0.719166666666667
ABCB4	-0.45725
KIAA1191	0.761125
C9orf38	0.073
SFTPB	0.201
CNTNAP2	-0.156333333333333
FRK	1.219
TBX19	-0.24525
CHD4	-0.28325
C6orf26	-2.26283333333333
MOSC2	1.60525
IKBKE	0.5605
HIF1A	-2.27966666666667
LOC595101	-0.785
RELA	-0.0175
TMEM16B	-0.344
ABHD12B	-2.333
TSEN34	0.5335
KIF18A	-2.851
TXNDC9	0.792833333333333
SPATA2L	-1.159
SEMA4G	-1.298
C21orf91	-0.741125
MATN1	-0.53
KCNIP4	-0.1575
TUSC1	2.141375
OR4C15	0.126
ARMCX6	1.06133333333333
WBSCR27	-1.45633333333333
OR52I2	0.429
KIAA1604	0.45525
DYNC1I1	-0.862125
PPP4C	0.471
SLC47A2	-1.77266666666667
TREH	0.236875
CD48	0.617166666666667
ST14	1.10933333333333
PKN1	-0.933
SPON2	2.52875
XBP1	3.04075
SFRS12	0.651333333333333
EFCAB6	2.7045
SELT	0.89725
SLC39A2	1.9435
ERF	-1.02316666666667
ARL3	0.73175
SURF6	-0.7621
MLLT10	-0.155666666666667
FLJ11171	0.862166666666667
TDGF1	-3.82916666666667
ERCC6	-0.32925
EIF2AK4	0.513375
BAZ1A	1.22916666666667
LRRN3	0.911666666666667
TMC3	1.0415
EFTUD1	0.272
PTPRO	0.608333333333333
CLEC12A	0.5005
ACBD4	-0.13775
ZDHHC14	-0.594875
OTUD7B	1.396375
ACTB	0.207375
MSRA	-0.28875
LCE5A	-1.574
IFI35	0.95375
BSCL2	0.350666666666667
ANKRD12	1.40283333333333
CFHR2	0.813
RGAG1	-0.447666666666667
HSFY1	0.642
SLC30A5	0.213916666666667
IMPG1	0.274
GPR109A	0.334
ZNF185	0.07825
IYD	1.2815
NPCDR1	0.8785
SERPINA13	-0.292
HMGCLL1	-0.71325
NEUROG1	-0.321166666666667
UBQLN1	0.7431875
LIN37	-0.34925
SOCS2	-0.221125
DSCR4	-1.93125
XKR6	-0.15125
GPR142	0.569
KRTAP13-3	1.148
CCDC15	0.734
MOS	-0.0925
CD1E	-0.908
OFCC1	-0.216
FAM83D	-2.60075
SRFBP1	0.2665
C9orf96	-0.864
DHDH	-1.219
CCDC90A	-0.2315
RABL3	1.1962
CD320	-1.769
ANGEL2	0.58675
MRPL21	-0.56725
SMG6	0.167166666666667
INSR	0.91675
FLJ14816	-1.0395
GLRB	0.350833333333333
C9orf89	1.65775
CIZ1	-0.71025
URG4	-0.499
LRDD	-1.26566666666667
CBY1	1.28866666666667
NFX1	0.252875
MTERFD2	0.112214285714286
C19orf23	0.0405
PGC	-2.5525
IER3IP1	0.7154
RASAL2	1.21683333333333
C1orf89	0.01075
SYNJ1	-0.9055
NFKBIE	-0.10475
FLJ40125	-1.08466666666667
TCEB2	-0.4726
NOG	-2.1745
POLR2J2	-0.638666666666667
HLA-B	2.86375
PCDHA1	2.31
PPP2R2B	-1.08225
ARHGEF17	0.59
TCF7L2	0.732642857142857
CHD5	-0.724333333333333
ZNF431	-0.0878750000000001
TBC1D25	0.41575
ZNF800	1.187
SCUBE2	2.87063636363636
MYCBP	2.05066666666667
GPX5	0.1825
C6orf129	0.123666666666667
QSER1	0.218333333333333
ULK2	2.1245
PIGO	0.913333333333333
NRCAM	-2.0685
SLC35E3	1.294125
CSRP2	-1.3045
HYPE	1.2625
MAPK15	0.178333333333333
MGC14327	0.05
TIMM13	-0.805666666666667
ZNF462	-0.46875
GBA3	3.55275
TEX13A	-0.061
MCM6	-1.11811111111111
MTRF1	-0.87725
ABCA7	-1.1485
EIF4A2	0.3195
ZC3H10	1.0058
RPGR	0.7065
C20orf94	1.5675
RP1L1	0.1455
GPR125	-0.684375
USP22	0.168642857142857
OR1L4	0.46
MLZE	0.5275
FLJ32065	0.55275
PTCD1	0.0755
CRTAC1	2.5095
BXDC2	-0.69375
C18orf1	1.37016666666667
FAM107A	1.19642857142857
EFNA3	0.16875
P18SRP	-0.2428
CAMKK2	0.710583333333333
KIAA0649	-0.39
NES	-0.889833333333333
HS6ST3	-2.054625
PON2	0.04125
TCP11L2	-0.4135
CLEC4A	1.5735
PRR12	0.4405
MLXIPL	-1.502
C2orf50	1.3715
ZNF28	0.92825
ENC1	0.312333333333333
MAP2K1	-0.73675
FKSG2	0.1805
KIAA0430	1.14975
PTP4A1	-1.46961111111111
GPR156	-0.677
GTF3C6	-0.473
UBR2	0.2491
LOC388272	-0.584
MAK	2.00466666666667
ACOT4	1.78325
STC2	1.77066666666667
PIGW	-0.68025
SAE1	-0.61375
COL6A1	0.383954545454545
OAZ1	0.0838333333333333
STMN4	0.228666666666667
EDG3	-0.207833333333333
SGCE	-0.606833333333333
IL11	-1.68683333333333
PRSS8	3.616
YIPF5	1.21858333333333
WNT4	2.023
CSN2	-0.0291666666666667
TCF7	-2.541875
TDO2	0.775
SAMD9	1.798625
S100A7A	-0.118
MMRN1	4.87783333333333
GKAP1	0.6605
AKR1C3	-0.747375
RNF19A	0.524875
GMDS	0.0065
YKT6	-0.620375
SPARC	1.5948
C12orf31	0.37825
UBE2V2	-0.758833333333333
FBXL18	-0.695666666666667
KIAA0460	0.38075
ADAM22	-0.102625
SERPINC1	-4.1715
KCTD21	0.744
MYOHD1	-2.02475
ZNF37A	0.824
GTF3C1	-0.537833333333333
CTSZ	1.62325
PRNPIP	-1.50525
DRD1IP	-0.0195
NR1I2	-1.79133333333333
ZNF266	-0.3501
SPAG4L	0.712
COX4NB	-0.8285
SAPS1	0.471333333333333
APOA1	-2.66025
TATDN1	-0.9695
C10orf82	1.72275
KPNB1	-0.609
FOXO3	0.326333333333333
CRYBB2	-1.2285
ZBTB5	-0.204166666666667
SLC25A38	0.296
DCTN2	0.0331666666666667
IFT20	0.663
CTHRC1	2.38575
C1orf31	-0.527375
UHRF1	-2.1385
GPC6	-1.1265
C10orf54	0.96
MCF2L2	-0.328833333333333
WNT9B	-0.3035
OLA1	-0.318375
FAM120B	0.424
TTLL10	-0.2435
CYorf15A	-4.38325
RELN	-1.4756
SCN2B	1.531
MFHAS1	-1.01875
NKX3-2	-1.14416666666667
RASGRF2	-0.859
SSBP1	-0.3705
KPNA6	-0.0355
LOC389118	-0.0985
HS3ST4	-1.3272
SUPT7L	0.128375
FLJ32658	-0.331
IGFBPL1	-1.01375
KIAA1641	0.6853
SHKBP1	-0.744
CSF1R	3.78375
NAGK	0.91125
MYL2	0.497
HIST1H4C	-0.830833333333333
TOMM7	-0.89425
ADAMTSL3	2.485
TNFSF14	0.145
PRRT2	-1.154
VTA1	-0.60575
AOAH	2.80233333333333
CRISPLD2	1.86778571428571
PNN	-0.4883
TA-NFKBH	-0.33825
ESPN	-1.5885
RBM43	1.0945
KIAA1267	0.549125
DDX3X	0.401
KIAA1576	-4.119
PLXDC1	3.8605
FLJ25801	-3.503
HNRNPL	-0.32475
RUNDC3A	-0.0323333333333333
CASP12	1.433
SH2D5	-1.802625
RPL26L1	-0.405
OR51A7	0.0805
HDC	4.0625
C2orf16	-0.434833333333333
SYTL3	2.062375
GOLGA4	1.2735625
NOTCH1	-0.669666666666667
ATPAF2	0.65175
ECD	-0.05225
SSX5	-1.71566666666667
SNAP91	0.44925
OCA2	-3.522
PNPO	0.4915
DAPK1	-0.853166666666667
PINX1	-0.668166666666667
SELENBP1	1.691625
NEK3	-0.3695
TMED4	0.849285714285714
SSTR4	-0.565
FOSL1	-2.3326
CD40LG	0.2495
CES1	-1.6625
DCI	0.321333333333333
B3GAT3	-0.268
STK17B	0.4265
CNTN6	1.28825
CYP3A4	-1.47566666666667
MBOAT2	1.08128571428571
PISD	-0.1565
USP1	-0.91375
PYDC1	1.59433333333333
CENPM	-2.107875
SAR1B	1.32375
TTC7B	-0.820375
DP58	-0.4635
GPC1	0.6485
RBL1	-1.59625
TMEM137	-0.997166666666666
TOB1	1.765
TCEAL1	3.3585
CENPF	-2.48309090909091
C6	3.07483333333333
PRSS1	-3.56625
PPIL6	1.35716666666667
C6orf124	-0.0685
ODZ4	0.7675
SNCB	-0.838
NDUFB9	-0.443875
CNOT6L	1.2465
S100A9	-0.638166666666667
TRIM50	0.451
KCTD1	1.9808
WDR63	1.634
SPEF2	3.084375
RNGTT	-0.8795
CXorf22	1.041
KCNK16	0.542
CEP250	-1.0205
ATPBD1B	-0.0735
KCNJ2	3.4435
MT1B	-2.0765
ZNF684	-0.1395
SLC4A1	0.2215
PDHA1	-0.1015
ZNF492	0.3985
TKT	-1.8715
BYSL	-0.645375
RNF38	0.661125
AHDC1	-0.251
KLHL2	0.778125
CMTM8	1.85525
DMP1	-0.9365
HERPUD2	0.295125
CRTAM	3.15733333333333
ZNF572	-0.75775
TMEM16J	-0.347
HSD17B2	-3.0155
UBE2G1	0.30175
AHSA2	-0.077
PELI2	-0.748
TPX2	-2.7395
ATP9B	1.4405
DAZAP1	-0.752
HMGCS2	2.79283333333333
C17orf38	0.6965
B9D1	-0.048625
NKX2-5	-1.84033333333333
KIAA1276	1.015
LILRB2	2.781
CSTF1	-0.0971666666666667
BTN2A1	0.195666666666667
C15orf48	5.55375
IGF2BP3	-3.54075
FAM113B	1.047
HRG	-0.776875
ZNF131	0.2435
USP47	0.911071428571429
CCDC88B	-0.8625
HCN1	0.8293
HTN1	-1.32633333333333
SYCP3	-0.6155
C13orf23	-0.7029
PAPOLA	-0.262625
AATK	-0.8008
MSH3	0.621666666666667
NDUFAB1	-0.69525
ITLN2	-1.67316666666667
BAK1	0.0643333333333333
MRPL45	-0.174666666666667
MTNR1B	0.520666666666667
LOC645843	-1.325
SPECC1L	-0.012375
PGCP	1.352
SPN	-0.86475
GPR143	0.617333333333333
ZNF576	0.4825
TMEM39A	0.5824
ATP5D	-1.8195
MAGEB3	-3.7265
RPS5	-0.627166666666667
ANP32E	-1.93292857142857
MTMR1	0.18125
YEATS4	-0.09375
SYNGAP1	-0.46325
PCOLCE	-1.139
MNS1	1.2705
PCYT2	-0.649333333333333
ZNF182	0.60325
LAX1	1.34425
SPPL2B	-1.1579
ELOVL5	1.3562
PCDHAC1	-0.7995
B4GALNT1	-1.806
BLOC1S2	0.3825
ZNF673	0.1781
ARHGAP21	-0.2385
IRX5	3.633
LRFN5	0.556666666666667
FAM7A1	-0.52175
RAB19	0.368
GINS1	-1.18125
ITM2B	1.2075
PAPSS2	-0.197083333333333
OR5BF1	0.2085
ACSL3	0.910625
KIAA1919	-0.838
GLT8D2	2.544
UTRN	1.21685714285714
CNN1	1.35325
HISPPD2A	-0.218166666666667
SDAD1	0.710625
SIGLEC9	0.347666666666667
RPL35	-0.409357142857143
C22orf26	0.373
IMPDH2	-0.913625
WDR69	-0.869
SEC14L5	-1.22533333333333
CLTA	0.14225
RP11-529I10.4	0.47425
GPR37L1	-0.108833333333333
OGDH	-0.81475
ASB13	0.835
ZFP14	1.04375
ZCRB1	0.148833333333333
KPNA3	-0.1405
HSPA1L	1.33275
RHOC	0.8645
LOC554175	-0.39275
PPP3CA	0.1858
SLC1A7	-0.4222
ZNF529	0.1
RBED1	1.01525
DDB2	-0.66325
FLJ11286	0.435666666666667
SPATA1	0.97
MKNK1	-0.4375
DYSF	0.497666666666667
ALKBH2	-0.24525
NKD1	-2.41133333333333
C1orf174	0.19875
PLEKHO1	-0.156833333333333
ASB10	-0.1605
RING1	0.0456666666666667
NPC2	0.2585
AVPR1B	-0.158
YTHDF1	0.04375
LMAN1L	0.0225
GSG2	-2.5355
CEP170	-0.9328
RPS4Y2	-4.61525
MSH6	-0.3735
HECTD2	-0.114
ZNF556	-2.92133333333333
PLEKHC1	-0.8968
AIRE	0.103166666666667
BCL2L10	1.05825
LMOD3	0.3695
ZBTB8	0.766
FOXA2	-3.7747
SLCO2A1	2.46825
C3orf46	0.2195
PRDM16	0.376166666666667
TMEM98	1.6865
FRMD5	-1.8405
PDE6C	-0.4125
C1orf216	0.380166666666667
EP400	-0.404
PTK2	0.311916666666667
RNF217	0.279
NDUFA8	0.39
ZFAT1	0.6295
LAMP3	2.323
GLTSCR2	0.2285
NPW	-1.7645
LLGL2	-0.0834
PPM1K	-0.909166666666667
C20orf177	-0.498
KIR2DL4	0.1443
NFKB2	-0.7715
C21orf122	0.461
HESX1	-0.11475
GPR114	0.5275
SLC25A35	0.758833333333333
GNAT1	-0.37575
ORAI3	1.03725
FAM76B	0.12825
TMEM99	0.4028
TRIM29	0.6118
CDS1	3.624
RHEB	0.0951
C4orf27	-0.0755
RAB3A	-0.39025
OTUD6B	0.4635
GPD1	1.039125
CDH15	-1.28633333333333
NPM1	-0.836285714285715
TMEM117	-0.766
PRPS2	-0.600416666666667
GCK	-1.7285
ADRA2A	4.29933333333333
TSPYL4	-0.052
TASP1	0.31775
WDR19	0.830333333333333
C10orf38	-1.369
PDE4C	-0.595666666666667
FYB	0.255833333333333
C1orf55	0.117833333333333
PPFIA3	-1.139
RAD18	-0.41825
C12orf44	-0.2325
CRYBA4	-0.284
HVCN1	0.682
TAF10	-0.695666666666667
C16orf48	-0.935166666666667
DEPDC5	0.745833333333333
LTBP1	-2.2185
MAPRE1	-0.2815
FGF8	-0.4
C3orf52	2.622875
SENP7	0.601833333333333
LRRK2	0.62325
RUNDC2A	0.3015
KIAA0355	0.573333333333333
CPEB1	-1.7295
PPEF2	0.148
ABI2	0.164166666666667
KIAA0317	-0.571875
ATF1	0.452
DYNC1H1	0.357375
DIP	-0.13025
TMEM33	0.669611111111111
POLDIP3	-0.444
C7orf24	1.119
GPR171	2.068
CDC6	-2.629
PLD1	-0.71
ITFG2	-0.4041
NDUFC1	0.564
AKNA	-1.27475
NBR1	1.34275
PKHD1	1.510625
HPS4	-0.5603
MAFA	-1.1385
ULBP3	-0.3895
DIRC1	0.1635
IMMT	-0.09575
C22orf13	0.256333333333333
CEL	-0.482
MARK3	-0.3355
ADAMTS2	0.373916666666667
ARPC3	0.676666666666667
TMEM10	-0.173125
NPHS1	-0.2375
BRD8	0.149
WDR12	-0.9745
IDI2	0.155
HOXD13	-2.4165
OR8G2	-1.3055
SLAIN1	-2.6335
GABRQ	-0.6845
NR2C2	-0.74675
NKTR	0.071
TLE2	0.2595
KIAA0892	0.198
AURKA	-2.63045454545455
GPRC5C	0.539333333333333
TBC1D9B	0.733875
PNPLA6	-1.22166666666667
AP3B1	0.30425
NAG	-0.350125
C11orf68	-0.566
AKR7A3	0.60525
AHCYL1	0.358916666666667
COP1	-0.041
RPP14	0.0691666666666667
PCDHB18	1.57275
CDH24	-1.79425
KRT17	0.1627
LACTB2	-0.28075
DDX24	0.6203
PHACTR1	-1.69066666666667
SLC35E2	-0.306
LOXL1	0.07125
