Hybridization REF	TCGA-A2-A0YF-01A-21R-A109-07
LUC7L2	-0.2756
SPTBN1	-0.3792
LOC146167	0.056
BAT5	0.8735
ZNF452	-2.489125
LSM4	-0.400375
SRP72	-0.4489
SGK269	0.241833333333333
MTX1	0.866
CENTA1	0.3945
UNQ9433	-0.3405
ATR	-0.0591666666666667
DDX49	-0.161
PAQR8	-0.322333333333333
C14orf174	1.2015
GBGT1	0.40275
THAP1	0.415
OR10K1	0.709
RASIP1	-0.9485
DPYD	-0.1116
DOHH	-0.1845
C18orf45	2.19625
POF1B	4.5687
ZNF552	4.15425
USP32	0.00587500000000001
MED27	-0.551
C14orf149	-0.8815
PRDX4	-0.823
ABHD12	-0.4417
AGT	-4.518
SLC22A14	-0.31075
C1orf58	-0.35725
PILRA	-1.093
ABCF2	-0.770625
C17orf85	0.1382
TKTL1	-1.46125
FGF1	1.34905
IL6R	-0.234666666666667
VPS25	0.1865
CHRNB2	0.092875
COL7A1	-3.205
LRRC48	3.46383333333333
SPG20	1.859
COX10	0.3955
GCA	0.97775
ECEL1	-0.698666666666667
GLG1	-0.603666666666667
SRD5A2L2	-1.08075
MUTYH	-1.675625
ZNF70	-0.09975
L2HGDH	-1.30375
GPATCH2	0.68525
ZNF655	-0.449
ZNF227	0.0781666666666667
MCOLN2	1.50216666666667
NQO2	0.014
KCNQ5	0.223
NEU1	0.829833333333333
QRICH1	-0.1035
ZBTB20	0.713333333333333
RPUSD3	-0.05625
EPGN	-2.0022
TSN	0.107083333333333
SPRY2	-1.55833333333333
LZTFL1	1.152375
GMFB	0.641625
PBEF1	-0.6361
HBG2	-3.004
TMEM8	0.12725
PALM2-AKAP2	-1.02566666666667
NFYA	-0.018
FAM108A1	0.846625
PBLD	1.806875
NRG4	-2.87925
PIGF	-0.0825
PTGER1	0.44275
NOS2A	1.65216666666667
C21orf34	-0.802333333333333
C21orf51	0.418666666666667
IL17C	0.345
TRMT6	-0.3885
ETV2	0.09
CCDC109A	-0.11975
MYLK2	-1.12
ATP10A	1.2463
DPH4	-0.096
C5orf5	1.15633333333333
KCNA4	0.194333333333333
NMNAT2	-0.738666666666667
GLYATL2	0.07
LSMD1	1.400125
IL23R	-2.97925
NRF1	-0.0845
MUC15	-2.35116666666667
PRDM12	-1.385
PAQR4	0.855428571428571
RBBP6	-1.3459375
IFI27	2.77175
SKAP2	0.272166666666667
TAGAP	2.483375
TJP3	2.438
C9orf61	0.568
IDS	-0.523857142857143
PARG	0.1325
LOC131149	0.0305
DYRK4	-0.679833333333333
MICALL1	-0.318
GALR2	-0.7245
GPBP1L1	-0.773375
TBX21	3.115
KCNJ6	-0.3724
GGN	0.00424999999999999
CASP5	1.01216666666667
RNF182	-5.67975
BRD4	-0.49175
DOK4	-0.97625
SLC46A2	1.689
SOX9	-1.1985
ZNRD1	-0.221833333333333
PRR6	-1.7015
FAU	0.43925
DTNB	1.407
CARD9	1.32
STS-1	-0.749333333333333
SLC4A5	-0.04525
NSBP1	-1.9305
UGCGL2	-0.609166666666667
POTE15	-0.445
NOXA1	1.67975
RP13-347D8.3	1.7575
SAMD10	-0.125333333333333
EP400NL	-1.54125
TCF21	-0.98975
AMELX	-0.10025
JPH2	0.075
SLA	1.862125
DLST	-1.676
SEPT12	1.02875
RGS20	-4.35275
LXN	0.708
ZNF419	0.758875
UPK3B	-0.225666666666667
RELL1	2.27375
ESPNL	0.0125
KLHL21	-0.78775
PI15	0.2115
C2orf61	-0.3335
LOC407835	-0.518
RER1	0.0180833333333333
ELAVL2	0.927
MGC26718	-1.31075
KLF2	3.898
TNFAIP8L3	3.67475
TFE3	0.17575
C11orf17	0.101125
15E1.2	-1.39175
SNRPC	-0.5795
DLGAP1	3.354
PGLYRP1	0.818
OVCH2	-0.5405
IRF7	1.6913
SET	-1.0062
NAB2	-1.11266666666667
LRP5L	-0.768
FAM120A	0.8463125
ASCL2	0.321
SHH	-0.0265
ATP5H	0.182
THPO	1.10666666666667
TYRP1	-4.5005
HIST1H3E	0.8575
EIF2S1	-0.323277777777778
TNFRSF17	-1.47
TARSL2	-0.10025
NKX2-8	1.34857142857143
C1orf115	2.73075
LOC56964	0.397
KIAA0841	-1.2885
ISCU	0.821
TTMA	-0.205
ZNF414	0.446
LOC441150	0.18
RAB15	0.3945
HBP1	0.8565
TNNT2	-1.49116666666667
CECR5	-1.3305
PHGDH	-1.910375
JRK	-0.3293
XPO4	-0.46475
FAM131C	0.982
ARHGAP25	2.03416666666667
CA9	-3.75022222222222
GPR62	1.185
TLX1	-0.410166666666667
GPS1	-0.05125
OR2M2	-0.191
BDP1	0.0675714285714286
FAM70B	1.484
RPS29	-0.261583333333333
MKLN1	0.000999999999999994
TSPAN19	-3.928
SLC29A3	1.6116
LGALS4	-0.114666666666667
USH2A	0.800166666666667
NF1	0.575666666666667
APOBEC3A	0.655833333333333
IMPAD1	0.119333333333333
OLR1	3.47233333333333
NRAP	-0.1955
HCFC1R1	0.109166666666667
TAOK2	-0.0961666666666666
MCM10	-2.55766666666667
MAP4K3	0.269
CBS	-3.311375
CLK3	-0.8937
PCDHGA5	1.444
ELF4	0.163375
FAM71A	-0.5165
C11orf49	0.58825
CLIP2	-1.0025
BTBD9	0.7923
ZNF524	1.70375
KDELR1	0.298833333333333
ZNF509	0.152
NCSTN	1.407
ZNF533	1.12714285714286
PARP4	0.41475
GALNT9	-0.596166666666667
NPY	-3.635
BEGAIN	-2.20283333333333
TMEM77	1.3735
FOXRED1	-1.54833333333333
SLC16A2	1.9075
SLC35B1	0.111
GK5	-0.0625
SDCCAG10	-1.07675
C4orf20	0.441
SLC9A2	2.6705
ADD1	0.453428571428571
TAL2	0.106666666666667
ACLY	-0.46275
DNAJC1	1.81
SOST	-2.37975
USP43	0.850666666666667
CYP4F12	-0.403
FKBP5	-0.682125
CHCHD5	1.4331
NUDT22	0.38975
CCDC85B	-0.87525
OR51G2	0.7555
STRN3	0.157142857142857
TMOD2	0.665
FLI1	0.1515
MAB21L2	-0.344
DGKQ	1.17625
VPRBP	0.456166666666667
SCNN1B	2.17
ECHDC3	2.4233
TMEM106C	-0.4685
CSNK2A2	-1.1105
RPL39	-0.2553
HERC3	0.6679
ZBTB47	0.33
ZNF681	0.6745
PAGE2	-3.0965
CLIC5	3.69685714285714
RABAC1	1.37775
ZFHX2	0.80475
YPEL1	-0.775166666666667
KIAA0776	1.5035
NR1D2	0.40825
DNAJC4	0.747875
NPNT	5.2287
ZNF677	0.284
ZNF536	-1.6935
MEF2B	0.225583333333333
PTPN4	-0.780875
CTCFL	-5.748
STX5	0.334
CD72	2.0265
VEGFA	-0.812526315789474
XRCC1	0.4614
MAS1L	0.591166666666667
ELL	-0.059
SETBP1	2.236
CDH11	1.58683333333333
NDC80	-1.45407692307692
DMBX1	-3.1775
NRSN1	0.318333333333333
BAT2D1	0.146125
CDS2	0.798
C1orf212	-0.345166666666667
SENP3	-0.657125
IL1F9	-0.131
EEF2K	0.774625
COG8	0.0875
CEP72	-1.83575
OR1L8	-0.2235
MUS81	-0.77075
PHYH	0.830375
GGT6	1.29333333333333
C22orf23	-1.227
C13orf33	2.54175
MAPK8IP2	2.27975
NELL2	3.02125
POU3F2	-4.3766
ALPK1	2.005375
MRPS18C	-0.24
RPLP2	0.07775
FGF22	-0.0275
SPNS1	-0.0901666666666667
ZFP1	0.758
IL1RAPL1	-2.4185
PCSK9	-3.74066666666667
NKX2-1	-0.407538461538462
C6orf189	2.75775
SP4	-0.515
SLC11A1	2.3902
C21orf25	1.13633333333333
ICAM2	0.5775
SH3GL1	-0.521666666666667
GSK3B	-0.5805
RALB	0.701125
PDXP	-2.05616666666667
GNGT1	-4.06185714285714
KIR2DL1	0.0635
TNFAIP3	-0.186
C6orf32	-0.2327
CBLN2	-2.66875
PANK3	1.23457142857143
TAAR9	0.144
WDR82	0.133214285714286
APOM	-3.63975
TRIP10	-0.6005
SPATA16	-0.453
C1orf135	-1.5775
USP51	-0.458
TESK1	1.63225
C11orf64	-0.211857142857143
ZNF611	0.2375
PDE6G	1.05783333333333
HLA-DQA1	4.01425
GCLC	1.063875
SEC61A1	0.6185
TWSG1	1.2975
ZMYND10	3.14975
CTDP1	0.3225
ADAMTS6	-0.961666666666667
SLIT1	-2.332
KRT86	-1.035
KIAA0574	-1.6395
GTPBP2	-0.3555
PQLC3	2.491
PRRX2	-1.42966666666667
C15orf44	0.567166666666667
MKKS	-0.0195
C11orf10	0.52825
GPR110	2.21275
CD109	0.840916666666667
ADCY1	-0.120333333333333
RHBG	-2.1185
TP53I3	-0.60975
SLC22A3	-2.02933333333333
UCP2	1.231
FOXG1	-2.4245
OR2AG1	0.125
TRIM24	-0.501
PROC	-2.607875
TAAR6	0.2855
AMTN	-1.2245
C10orf47	1.27433333333333
DEPDC1	-2.20225
FLJ45557	8.029
ZDHHC17	-0.437375
KIAA1429	-0.0968333333333333
KCNH1	1.06125
VNN3	1.46325
PSMAL	3.0605
PPARD	0.498
HFM1	-1.92625
YBX1	-2.8285
ZNF695	-2.9215
SCTR	0.292
DCDC1	0.015
VPS26B	-0.2666
MTF2	-0.3205
ATP6V1F	0.4735
CCDC94	0.41425
PERF15	0.8985
CCL11	2.576
LMO7	-0.523875
DCST1	0.6755
ADRBK1	0.44925
CDRT4	0.588
ZNF84	-0.8535
HOXD8	-0.088
STARD8	-0.143166666666667
FOXP2	-1.77175
CCDC103	0.49425
POLR3A	-1.1407
GSC	2.42366666666667
ZNF114	-1.1095
HTR7P	0.3645
LALBA	0.6335
RMND5A	0.0986666666666667
PSCD2	0.892
ZNF409	1.105
KRTAP1-3	0.331333333333333
MAF1	-0.64875
LOC201725	-0.638166666666667
NRN1	-2.981375
SPAG5	-1.9415
DNAH7	3.024
FLJ43860	0.66
BRCA2	-1.0055
ACADM	-1.006875
CXXC6	-3.657125
RAGE	-1.02275
CHMP2A	1.34425
FAM8A1	1.5881
GPR21	1.4895
SLC12A3	-3.30416666666667
FVT1	0.786142857142857
ZDHHC7	-0.737125
FLJ44048	0.599
SLC44A3	2.99416666666667
SDSL	1.3945
MMP8	-1.69566666666667
PLA2G12B	-4.14633333333333
ACY1	-0.06975
MT1E	-1.512
OR4K15	0.573
TECTB	0.567
GPR20	0.621
IRAK2	-1.163
RFPL3	-1.3715
MYO9A	0.2725
NARG1L	-0.318
BLMH	-1.560375
CCDC3	2.69183333333333
C9orf21	-0.961
KIAA0513	-0.662333333333333
MIER2	0.13475
PNMA2	-1.7645
SH3BP2	1.0078
ANXA10	-0.758
RTN2	1.96266666666667
TFB1M	-1.7415
PRPH2	0.871666666666667
C14orf133	0.22925
GOLGB1	1.79416666666667
IRX4	-0.07525
NFKBIL1	0.689166666666667
C10orf62	-0.71525
APBB3	-0.46925
RPS10	-0.0732
LOC728378	-0.17725
TLE3	1.4025
PSMB7	-0.127625
MESDC1	0.463
SLC6A1	1.8236
OCLN	3.06558333333333
PTTG3	-2.159
NAGLU	1.60525
SERTAD4	1.6025
SPRY1	0.77375
FLJ10781	-1.51333333333333
MYSM1	-0.4795
TRIM4	0.718142857142857
SH3YL1	1.479125
TREM2	4.44433333333333
SERPINI1	3.71775
HDHD3	0.80175
TMEM38A	-1.1365
EID2B	-0.77975
TDRD3	-0.0551666666666667
SEDLP	0.3835
THSD7A	2.143
NDST3	-2.76
KLHL15	-0.708333333333333
DHRS12	2.6085
FBXO9	0.278857142857143
TNPO1	-0.211166666666667
MRPL13	-0.2025
SNX5	-2.01066666666667
METTL6	-0.30225
SOD1	0.552
CHML	-1.756
PACS1	0.313125
SIRT5	-0.5347
CAPN2	-0.461333333333333
FXYD5	0.0516666666666667
TWISTNB	-0.3865
LRFN1	0.769
UBE1L	2.170625
UBE1C	-0.243
OR51B2	0.349
OR4D11	-0.9685
C15orf2	0.4215
NR4A1	0.302
LOC339047	-2.15
TRIM17	-0.647125
ATP5G3	-0.142714285714286
RPL15	-0.270333333333333
ADAMTS8	0.142
HOXC4	1.2385
C14orf37	0.7695
CEACAM5	2.53
MYT1L	-0.4135
RASA2	-0.394
OSBPL7	-1.256
STAG1	0.2555
GIMAP4	5.33666666666667
FUT3	2.25666666666667
PIF1	-2.721
LPIN2	0.3658
SH3PX3	0.9755
PDP2	-0.57775
PAPD1	-0.6345
ERP27	2.683
APOOL	0.0804
DIABLO	0.2145
TRHR	0.49725
ARMC9	-0.490875
RNF152	2.389
SLITRK3	0.1375
ZNF211	0.3801
PFDN1	-0.034375
RGS11	-0.68225
HS6ST1	1.6909
AKR1D1	-2.2755
TNP2	0.231666666666667
STK31	1.501
EML4	-1.1635
SGTA	-0.436833333333333
HIST1H2BI	0.7115
PSMD6	-1.40233333333333
KIAA1257	1.18375
C18orf55	-0.784333333333333
FLJ20273	2.577625
RPL28	-0.591166666666667
EPYC	1.2985
NOX3	-0.941
ELAC1	-0.0045
METT11D1	-0.72025
BIN2	0.104833333333333
NACA2	-0.23575
CCDC17	-0.64625
HM13	-0.0475
UBOX5	-0.459125
UBE2O	-0.539
UBL5	0.33725
APOLD1	1.655125
C9orf31	0.537
TNFSF8	1.572
ARHGAP29	0.661375
PROKR2	0.648
PDE5A	1.03716666666667
C6orf12	-0.5915
TOM1L1	0.5795
WHDC1	0.881875
FOXI1	3.707
RAB4A	-0.3794
TMEM39B	-1.2145
ATPBD1C	-0.67575
FARSA	-0.551666666666667
PLEKHG5	0.8225
CMAS	-1.16816666666667
OR7E24	0.029
SLC30A1	-0.04475
CDC42EP5	2.212
PLAC1	-1.6455
KLHL18	0.220666666666667
LBA1	1.2883
TAZ	-0.73225
CRIP2	2.7215
BTBD11	1.09283333333333
C16orf72	1.06525
DIO2	-0.1659
LRRCC1	0.799333333333333
CCDC136	-2.87
PRX	0.242125
RBM5	0.0101
TMEM85	0.30175
TUBGCP4	-0.644333333333333
APLN	1.007375
CDK7	0.1195
SSR2	0.654833333333333
CRELD1	0.68275
C19orf46	2.701
GAL3ST4	1.1985
KBTBD10	1.6565
IL28A	0.50175
WDR27	-1.449
MCM2	-1.16183333333333
SOX14	-0.451
FLJ39743	0.489
KIAA0922	-0.984375
HIPK4	1.8595
FLJ25758	-1.135
C16orf57	-0.677916666666667
PDZD2	2.4785
MCC	1.314875
HHLA3	0.0801
ID2	-0.0885
C20orf23	3.00383333333333
ZNF688	1.75575
APOC2	0.509166666666667
LOC440093	0.65575
FAM50B	2.0845
PWP1	-0.436
DNAH10	0.13325
HIST1H2BA	0.104333333333333
GPR56	0.5265
METAP2	-0.323625
PAN3	1.079
STXBP4	-0.928
PDHX	-0.179
MTA1	0.260833333333333
ZBED4	-0.568625
ZNF720	0.0655
CDK2	-2.090625
RHOJ	0.593375
CDC37	-0.402
ZER1	0.726
GRK4	-0.42275
PRPH	-0.83925
POLR2A	0.780875
OGFOD1	-1.738
NOL5A	-1.6105
PHEX	-0.778
FLJ16478	0.2515
C20orf117	-0.605375
CAMTA2	1.088
C11orf74	-0.359666666666667
DDX17	-0.292916666666667
C5orf27	-0.266125
PLEKHA2	-0.8695
PDE4DIP	0.5738
SCN7A	0.60475
ZNF559	-0.340166666666667
CXCL10	3.868
ZMYM4	-0.151833333333333
STK32B	-0.936733333333333
KIAA0888	-0.8431
TACR3	1.475
CKAP2L	-0.9935
KIF1A	-1.58983333333333
RSPRY1	0.22075
VCAN	-0.7875
CYP27C1	-0.6525
SYDE1	-1.661
MED12L	-0.72425
ZDHHC21	1.111375
NHS	0.3665
TM9SF3	1.82683333333333
DDHD1	-0.65675
MAFG	-1.20541666666667
BICD2	-0.754
C14orf119	0.819
C14orf43	1.44107142857143
CDH7	2.79975
ALKBH5	0.0511428571428572
JUP	1.923625
TMEM41A	0.180666666666667
MAMDC4	-1.68683333333333
CBX3	-0.677625
LRRC18	0.711
RBMXL2	-0.853333333333333
PLA2G4D	0.639
FGF13	-0.33775
KIF3A	-0.456
PDIA6	-1.24925
DCXR	0.82475
CASKIN2	0.88875
EHD1	0.735666666666667
MARCKSL1	-0.0863333333333334
ZNF496	-0.7495
SCAF1	0.505666666666667
KCTD8	-0.901666666666667
TRAF3IP3	0.591785714285714
LSR	1.619
CXorf1	-0.018
C14orf112	0.465
EIF2B1	-0.02975
OMP	0.2405
GSTZ1	0.1415
LOC92017	0.657
ISLR2	0.8675
C12orf36	0.832
GATA2	-2.42633333333333
GABRA5	-3.564
CELSR2	-0.229928571428571
STAM2	1.6273
TNAP	-0.0665
PTPMT1	-1.1505
GRP	5.04275
SV2A	-2.08233333333333
MAGEA12	-4.72475
CACNG1	2.592
C18orf19	-0.26525
GSG1	-0.651333333333333
PTPRJ	-0.175642857142857
FRMPD1	0.384
ZNF668	0.25275
PLEKHJ1	-0.254875
ADAT1	-0.4232
TMEM50A	0.1083
UCN3	0.415
HOOK1	1.509625
IL17B	0.597
MLKL	-0.385
TTC14	-0.837666666666667
KLHL5	0.447625
CRYL1	-0.4055
FOXH1	-0.2505
NFYB	0.11575
PPM1G	-0.2115
GOLGA2LY1	-2.03625
NMT1	-0.435875
HADHA	-0.1972
CHSY-2	1.1605
PLEKHF1	0.0175
SAGE1	-2.318
MUSTN1	0.30225
SUHW4	1.23125
TFEB	1.637
ZFYVE27	0.51425
ATG12	-0.5545
BMI1	1.69142857142857
ZIM3	1.147
MYH4	0.79475
MASP1	-1.36308333333333
KIAA0984	2.61175
RPAP2	-0.35225
ASB5	-0.643
BOLA3	-2.11183333333333
MIA3	0.895666666666667
KRT35	0.1665
KIR3DL3	-0.485
MRPL51	-1.3895
SEMA3F	1.743
NDUFB2	0.344666666666667
LOC253012	3.919
FAM46C	0.6544
G6PC	-2.203625
CSAG3A	-5.487
PREX1	0.764
SLC25A45	1.21325
MAPKBP1	1.0549
CPE	-0.334
GNB1	-1.22125
CXCR6	3.518
TRIM46	0.725
C16orf3	0.125666666666667
HPSE	0.77625
TIGD3	1.138
SPG3A	2.929
LCAT	-1.63183333333333
ST6GAL1	-1.25555555555556
POMC	0.99875
FLJ36031	-1.10533333333333
NSMAF	-0.384
SKIL	0.8685
ADSS	-0.780666666666667
HMGCS1	-1.687
POLR3F	-0.232333333333333
RAB10	0.22525
ZNF277P	-1.304625
ZBTB7B	0.986375
DHRS1	1.271875
ABCC13	4.449
CNOT3	0.2585
NFKBIA	1.35075
GAK	1.086
SFT2D2	1.19716666666667
HOXA6	0.158
CRTC1	0.66325
LY6D	0.323333333333333
C20orf72	-1.16783333333333
CPT1A	-0.437
LMO1	-2.709
EIF3I	-0.8
PRB4	0.44975
MCM3APAS	-2.1055
C20orf132	0.1801
FOXF2	-4.039
S100A12	0.475
MLH1	-0.138
ACTN1	0.0472
MRPL36	-0.417666666666667
C20orf106	-0.5385
FBXO6	1.60033333333333
MKS1	-0.736333333333333
CX3CR1	1.429
PDE1B	1.7
PLP1	-4.04475
KISS1	0.650166666666667
C14orf2	0.3085
TBC1D3P2	-0.9905
COMMD6	1.2657
ANKRD7	-1.47075
PTCHD1	-2.230625
NARS2	-1.75775
DOCK7	-0.09075
FAM127B	-0.36175
LOC390243	-0.0448333333333333
N6AMT2	1.41125
ZNF391	-2.117
DNAJB14	0.539666666666667
WRB	0.7145
BPI	-0.206166666666667
TTC4	-1.14566666666667
FAM10A5	-1.3855
GOT1L1	0.121666666666667
MAGED1	1.446375
RESP18	-0.24675
WFDC6	2.946
MT2A	-2.0425
C11orf56	0.2615
KIAA1432	0.822
ROR1	-1.688625
HSD17B14	3.71666666666667
ZFAND2B	0.128375
SAMD4B	0.5025
HEXA	0.548
HNRNPU	-0.827590909090909
USP39	-0.000374999999999997
NRD1	-1.0665
R3HDML	-0.338
FLT4	0.909666666666667
OMG	-0.427666666666667
OR52N4	1.0205
LOC399818	0.1285
ELA2	-2.602
VENTXP1	0.0225
RFC5	-1.167
OR52L1	0.1615
PAX5	0.322
FBXO2	-2.05475
GMEB1	-0.3845
AKT3	-1.3475
CRB1	-0.150333333333333
CTTN	0.551333333333333
UTP15	-0.0325
HSBP1	-0.174083333333333
PHF11	1.9975
NDEL1	0.351333333333333
USP8	0.208
BAIAP2	0.488
SI	-0.0396
ARSJ	-1.367
BAAT	-3.6755
KCNS3	3.05566666666667
LOC126147	-0.268833333333333
TMEM37	0.9015
C1orf162	4.02716666666667
MBD1	-0.0206
ITGAL	1.81566666666667
WDR73	0.490666666666667
GKN2	0.7915
ARFGAP1	-0.741125
SLC5A8	4.576
ZBTB40	-0.4128
CYP4B1	2.9175
LYPLAL1	-0.183
CHST3	-1.5955
MAP3K9	0.1625
BTAF1	-1.88
TFAP2E	0.035
RBM35B	1.35025
LOC441251	-0.145
ANKRD25	-0.886388888888889
UQCRC2	0.255
MAEA	0.37875
HYAL1	-2.598
RNPEPL1	0.2195
CPSF2	-0.18825
PSD3	1.2881
ABCA13	0.2265
AGR2	3.078375
GBX1	-1.5815
HDLBP	0.923357142857143
ACY3	0.3175
HECW1	-0.557
ZNF519	-1.19175
HOPX	2.722
ZNF304	1.054
OR12D3	0.554
FKSG43	-0.0385
METTL1	0.25825
MFSD3	0.499
PSPH	-1.0555
CLCA3	-0.0825
DARS2	0.103166666666667
CDC25A	-2.45766666666667
BAIAP2L1	-0.64375
B3GNT5	0.09775
USP29	-0.13975
ARHGEF10L	0.3168
ATOX1	0.550625
ADAM30	0.622
DNASE1	0.35775
STT3A	-0.310166666666667
RAB6IP1	-0.57875
PTN	0.7637
C1orf106	-1.08015384615385
HECA	1.69875
RNF122	-0.7185
SLC22A18AS	-0.275333333333333
GNG8	0.213
ELP4	-0.529
FAM65A	0.252166666666667
RPL10A	-0.228666666666667
IRS4	-0.501
MACF1	0.4712
SEC24D	0.8255
LOC374395	0.29425
TGFB2	-1.299375
MDFIC	0.344125
CHRNE	0.424333333333333
PCMTD2	0.0161666666666667
ATP6V0D1	0.453666666666667
MTA2	0.28575
LZTR1	-0.930166666666667
RAP1A	0.131666666666667
AXIN1	0.43525
POLR1C	-0.19675
TRIO	0.213583333333333
PLXNA4A	-0.255666666666667
C5orf33	-0.05
DEPDC1B	-3.0885
ZNF473	-0.499833333333333
MTM1	0.8725
GPR107	0.407
CSNK1A1L	0.424
FLJ14154	0.7145
NLRC4	5.21425
ENPP4	3.32483333333333
PADI3	-1.1445
RNF170	0.12725
CG018	1.30933333333333
C16orf7	-0.30725
KCNE1	1.37925
NRM	-0.699
SLC37A3	-0.406714285714286
TPD52L2	-1.00533333333333
UNC5B	1.1975
C12orf12	0.559166666666667
SDHB	-0.90775
CLRN1	0.417
NUDT10	2.28716666666667
UGT3A1	0.09325
FBXW8	0.666375
RHOF	-0.487
PTPLAD1	-0.254875
MYO3B	-1.01575
DERA	-1.1285
TPP2	-0.6215
C19orf53	0.0501666666666667
GINS3	-1.39075
ST6GALNAC5	-0.398
CHSY1	0.1355
MGC15705	0.127
GPR83	0.120333333333333
EXT2	-1.256125
DOLK	1.213
TUBAL3	1.07875
ACVRL1	2.2169
ABL2	-0.107166666666667
C14orf156	-0.466
PTPRZ1	-4.370125
DIP2C	0.00275
LAMP1	0.711875
RXRA	-0.3284
MAP3K5	0.69975
ALKBH1	0.697
PDLIM7	-0.446125
ARL14	-1.7055
SNIP1	-0.62
TIMP3	1.201
RGS3	1.21616666666667
SPAG16	0.5418
ABHD4	0.592
ARHGEF12	0.960416666666667
GLUD2	-0.161
RAC2	-0.8762
UAP1L1	-0.7985
SLC18A3	0.1905
YOD1	-1.70741666666667
RALY	-0.13075
HMOX2	1.047125
DGKH	0.57175
DBNDD2	2.50116666666667
YIPF4	1.03675
THAP10	0.794
ZNF513	0.714
HAGHL	-0.296833333333333
ITGB4	1.637
CCDC141	-1.9575
YTHDF3	0.2895
C5orf28	1.53675
RPL7L1	-0.34775
TMEM30B	2.49157142857143
ANKRD35	0.8995
DUOXA2	-0.15325
TBC1D5	-0.3175
DFNB59	-0.403
HRH4	0.544
MYO6	2.286
DNAJA4	2.11
RBM24	2.844
CEACAM20	-1.847
RBM23	0.0110714285714286
NGFB	0.458
C1orf63	-2.1356
KRTAP7-1	0.5605
PERLD1	1.9785
NPB	0.6345
C17orf59	1.3216
HSPBAP1	-0.48475
SLC15A4	-0.23325
PRTFDC1	-1.426
OSMR	-0.145357142857143
CYSLTR2	-0.5655
C19orf25	0.9824
KIAA1797	0.0095
NLRP6	0.2255
FAM105B	-0.0749
SCRN2	0.212666666666667
LRRC58	-0.2303
RNF17	-0.124625
NEIL3	-2.002
FAM137A	-1.607
SKP2	-3.76275
PARVA	1.21666666666667
PKLR	-2.1675
RNF34	0.095
A3GALT2	1.09225
C12orf50	-0.2772
SUNC1	-2.06975
FAM102B	0.841333333333333
CCT2	-0.8285
LRRC37A2	-0.906
ARF4	0.919
SIKE	0.0775
C8orf48	-0.163666666666667
MBTPS1	-0.560428571428571
GPSN2	0.595
NCF2	2.84825
SLC12A6	-0.0721666666666667
MRPL48	-0.23325
HMGN3	-0.497
LRRC62	-1.58625
PAX9	-2.114875
FAM55A	0.3835
C20orf42	-3.513
SCML2	-2.43966666666667
BCL9	1.15225
FAM40A	0.40675
C9orf41	-0.901666666666667
ZNF774	-0.8135
LETM1	0.07875
PLXNB1	-0.0996666666666667
NIPSNAP1	-0.65275
USP10	-0.987
F9	0.38175
LIPE	2.32825
CNGB3	-0.027
C12orf52	0.23175
PI4K2A	0.65975
MED8	-0.31025
STAT4	1.0307
FGD4	-0.395166666666667
RNF145	-2.78683333333333
WDR32	0.4874
CLDN2	-0.0735
TCEAL8	1.0755
ZMYND8	-0.7354
PDXK	-0.8121875
GATAD2A	-0.7685
PTGES3	-0.3455
CCM2	-0.2205
TAP1	0.792625
ZNF670	-1.55875
ETS2	-0.208
C6orf166	-0.188833333333333
PRMT2	-0.287642857142857
OR4B1	0.3455
INTS8	-0.6755
CCDC102A	-0.808
CCDC83	-2.0355
ITGA1	-0.007
EPHA5	-2.5811
FAM24B	-1.1125
TSGA10	5.095
HAL	-2.61733333333333
MYOT	-0.65275
SPACA3	0.0675
BCL2L2	-0.5555
CUGBP2	-0.581
CCNB3	0.90675
RNF113B	0.30475
MERTK	0.847
BAG1	3.4375
VPS36	1.119
ORMDL3	1.2028
C1orf190	-0.472
ZNF625	0.05125
CORO2B	-2.3955
ALOX15	-1.445
CST1	3.7595
NUPR1	2.49733333333333
CCL7	1.1455
SMCR5	-3.2395
DSC2	2.2365
RBMS2	0.18275
GRIK4	1.0195
TRIM65	-0.6796
TMPRSS6	1.31864285714286
TP53INP2	-0.03025
GLB1L	1.50016666666667
LOC388284	0.0393333333333333
PUS1	-0.811714285714286
BCL9L	-0.167
OLFM1	-1.84166666666667
RET	2.934375
MASTL	-1.6605
ALX3	0.21825
IL1RL1	0.0963333333333333
ZNF765	-0.7658
C14orf138	-0.50675
SNX10	-0.784
TAC4	0.66
C1orf64	3.975125
POGK	0.85325
MAPK9	-0.0375
ZNF366	4.5745
C8orf79	1.3217
CLDN7	2.691125
OR5AT1	0.442
TRIM37	-2.278
LRRC25	3.92975
GRHL2	2.6279
TEKT3	2.666
LASS5	0.053
ABCC4	-2.31108333333333
DLG3	1.14075
VGLL1	0.804875
ZFP36L2	0.717333333333333
MFRP	-0.226
KIAA1799	0.54225
FLJ44379	3.43
PCNX	-0.2675
ANXA9	3.0635
CYP4V2	1.5641
PIK3C2A	0.00325
SRR	0.8
NOL3	-0.9825
IFITM2	2.2265
ARNTL2	-2.3675
ZNF595	-0.318
NLRP13	-0.712
ASPH	-0.386875
CPA2	0.115
PVRIG	-1.65983333333333
LEPR	-0.778833333333333
C16orf42	0.846
SH3BGRL	1.27
FAM77D	-0.536833333333333
FNDC7	-0.0745
C9orf6	0.498666666666667
NOTCH2NL	3.22383333333333
PGBD1	0.489166666666667
SYNGR2	1.68516666666667
PITPNA	-0.3964375
PRPF4B	-0.9532
SLC43A3	-1.96792857142857
