Hybridization REF	TCGA-A8-A09Q-01A-11R-A00Z-07
LMO1	-2.5645
EIF3I	-0.25425
PRB4	0.28
MCM3APAS	-0.730375
C20orf132	-0.4656
FOXF2	-3.31525
S100A12	-0.20525
MLH1	0.645
ACTN1	-0.0565
MRPL36	0.015
C20orf106	-0.8955
FBXO6	1.562
MKS1	-0.1015
CX3CR1	-2.534375
PDE1B	0.9835
PLP1	-2.0115
KISS1	0.4902
C14orf2	-0.0365
TBC1D3P2	-1.517
COMMD6	0.1548
ANKRD7	-3.00525
PTCHD1	0.538125
NARS2	-0.15225
DOCK7	-0.462625
FAM127B	0.353375
LOC390243	-0.167666666666667
N6AMT2	0.2675
ZNF391	0.4985
DNAJB14	0.258333333333333
WRB	0.453
BPI	-0.0961666666666667
TTC4	-0.635166666666667
FAM10A5	0.01525
GOT1L1	-0.085875
MAGED1	1.08775
RESP18	0.19375
WFDC6	0.8405
MT2A	-1.6995
C11orf56	-0.0245
KIAA1432	0.0985
ROR1	-1.28425
HSD17B14	1.12316666666667
ZFAND2B	0.55075
SAMD4B	0.49925
HEXA	0.019
HNRNPU	-0.0425909090909091
USP39	-0.558625
NRD1	-0.412
R3HDML	0.709666666666667
FLT4	0.241166666666667
OMG	-0.299
OR52N4	0.493
LOC399818	-0.38325
ELA2	-1.89575
VENTXP1	1.175
RFC5	-1.854
OR52L1	-0.1405
PAX5	-0.6185
FBXO2	-2.52925
GMEB1	0.741
AKT3	-1.01633333333333
CRB1	-3.80633333333333
CTTN	0.254833333333333
UTP15	-0.0266666666666667
HSBP1	-0.059
PHF11	0.33975
NDEL1	0.2055
USP8	0.098
BAIAP2	0.4868125
SI	0.8175
ARSJ	-2.82766666666667
BAAT	-2.89925
KCNS3	0.240666666666667
LOC126147	-0.566166666666667
TMEM37	0.3665
C1orf162	4.16883333333333
MBD1	-0.2891
ITGAL	2.0245
WDR73	-0.380166666666667
GKN2	0.222833333333333
ARFGAP1	-0.904125
SLC5A8	-0.692166666666667
ZBTB40	-0.1409
CYP4B1	0.453333333333333
LYPLAL1	-0.53875
CHST3	-0.47575
MAP3K9	0.634
BTAF1	-0.2965
TFAP2E	0.3435
RBM35B	0.31
LOC441251	-0.563
ANKRD25	-0.610722222222222
UQCRC2	-0.4525
MAEA	0.0924166666666667
HYAL1	-2.7326
RNPEPL1	0.161333333333333
CPSF2	-0.31725
PSD3	-1.9997
ABCA13	-0.7148
AGR2	1.840625
GBX1	0.06
HDLBP	0.8035
ACY3	-1.4695
HECW1	0.00300000000000002
ZNF519	-1.275
HOPX	2.853
ZNF304	0.689125
OR12D3	1.1325
FKSG43	1.274
METTL1	0.54125
MFSD3	1.8816
PSPH	-0.8515
CLCA3	-0.1345
DARS2	-0.892166666666667
CDC25A	-0.744666666666667
BAIAP2L1	0.85925
B3GNT5	-1.224875
USP29	-0.7435
ARHGEF10L	0.3853
ATOX1	-0.355125
ADAM30	0.129
DNASE1	-1.0595
STT3A	-0.0256666666666667
RAB6IP1	-0.35425
PTN	-0.4565
C1orf106	-1.999
HECA	2.3345
RNF122	-1.053
SLC22A18AS	-0.193666666666667
GNG8	0.185833333333333
ELP4	-0.482
FAM65A	0.127
RPL10A	0.54
IRS4	0.739
MACF1	-0.313
SEC24D	0.47375
LOC374395	0.396
TGFB2	-0.774375
MDFIC	0.5925
CHRNE	0.751333333333333
PCMTD2	-0.374833333333333
ATP6V0D1	0.4925
MTA2	-0.58525
LZTR1	-0.266166666666667
RAP1A	0.707166666666667
AXIN1	-0.258375
POLR1C	0.94275
TRIO	0.76125
PLXNA4A	-1.26925
C5orf33	1.2685
DEPDC1B	-1.694375
ZNF473	0.0733333333333333
MTM1	0.735375
GPR107	0.00916666666666669
CSNK1A1L	0.835833333333333
FLJ14154	0.538
NLRC4	5.3935
ENPP4	1.72783333333333
PADI3	-0.816
RNF170	-0.477875
CG018	1.0545
C16orf7	-0.2955
KCNE1	0.5545
NRM	-0.894166666666667
SLC37A3	-0.156214285714286
TPD52L2	-1.20133333333333
UNC5B	1.5695
C12orf12	-0.0694
SDHB	-0.44925
CLRN1	0.169
NUDT10	-3.0546
UGT3A1	0.372833333333333
FBXW8	0.166625
RHOF	-0.579125
PTPLAD1	0.386625
MYO3B	-2.078
DERA	-1.6855
TPP2	-0.5245
C19orf53	-0.142833333333333
GINS3	-1.47975
ST6GALNAC5	0.319
CHSY1	-0.2205
MGC15705	0.3775
GPR83	0.8335
EXT2	-0.229875
DOLK	0.159
TUBAL3	0.926
ACVRL1	2.2712
ABL2	-0.532333333333333
C14orf156	-1.20233333333333
PTPRZ1	-4.110875
DIP2C	0.851625
LAMP1	0.59375
RXRA	-0.3659
MAP3K5	0.702
ALKBH1	0.302666666666667
PDLIM7	-0.119
ARL14	-1.9565
SNIP1	-0.353
TIMP3	2.47808333333333
RGS3	0.609666666666667
SPAG16	0.0351
ABHD4	0.06975
ARHGEF12	0.731166666666667
GLUD2	1.017
RAC2	-0.1396
UAP1L1	-0.2615
SLC18A3	0.6035
YOD1	0.19975
RALY	-0.000250000000000007
HMOX2	0.92175
DGKH	0.921
DBNDD2	1.9385
YIPF4	0.21125
THAP10	0.299
ZNF513	0.35025
HAGHL	1.713
ITGB4	-1.70166666666667
CCDC141	-0.154
YTHDF3	1.41775
C5orf28	0.4785
RPL7L1	0.182625
TMEM30B	1.56142857142857
ANKRD35	0.232
DUOXA2	-0.52375
TBC1D5	0.34425
DFNB59	-2.165
HRH4	0.696
MYO6	1.5809
DNAJA4	2.800625
RBM24	3.202625
CEACAM20	-1.39025
RBM23	0.159714285714286
NGFB	1.9145
C1orf63	0.0847
KRTAP7-1	0.431
PERLD1	0.3845
NPB	0.306
C17orf59	1.2754
HSPBAP1	0.069
SLC15A4	-0.405375
PRTFDC1	-2.03225
OSMR	-1.89885714285714
CYSLTR2	0.9705
C19orf25	-0.1306
KIAA1797	-0.1145
NLRP6	null
FAM105B	0.4529
SCRN2	0.0221666666666667
LRRC58	1.1519
RNF17	0.199285714285714
NEIL3	-2.5565
FAM137A	-1.6215
SKP2	-2.9185
PARVA	1.13033333333333
PKLR	-1.694
RNF34	-0.1135
A3GALT2	-0.0375
C12orf50	0.197833333333333
SUNC1	-0.5525
FAM102B	-0.238666666666667
CCT2	-0.6195
LRRC37A2	-0.258
ARF4	1.0695
SIKE	-0.027125
C8orf48	-0.768
MBTPS1	0.164
GPSN2	-0.575
NCF2	4.27275
SLC12A6	-0.0555
MRPL48	0.074
HMGN3	-0.069
LRRC62	-0.552
PAX9	0.886125
FAM55A	0.332
C20orf42	-3.7338
SCML2	-1.76266666666667
BCL9	0.61
FAM40A	-0.2635
C9orf41	-1.31016666666667
ZNF774	-1.3885
LETM1	-0.03875
PLXNB1	1.46533333333333
NIPSNAP1	0.519125
USP10	-0.6475
F9	1.005
LIPE	1.93675
CNGB3	0.3695
C12orf52	-0.3025
PI4K2A	0.462
MED8	-0.057375
STAT4	1.0954
FGD4	0.559
RNF145	-2.19066666666667
WDR32	0.6553
CLDN2	0.06
TCEAL8	0.3145
ZMYND8	-0.0482
PDXK	-0.245516129032258
GATAD2A	-0.638
PTGES3	-0.7905
CCM2	-0.0175
TAP1	0.972125
ZNF670	0.928
ETS2	-0.532714285714286
C6orf166	-0.168833333333333
PRMT2	0.356357142857143
OR4B1	0.3065
INTS8	0.173
CCDC102A	-0.8675
CCDC83	-1.51466666666667
ITGA1	-0.495
EPHA5	-1.89916666666667
FAM24B	-1.10933333333333
TSGA10	1.77925
HAL	-2.674
MYOT	0.293333333333333
SPACA3	-0.19
BCL2L2	-0.259666666666667
CUGBP2	0.102333333333333
CCNB3	1.46175
RNF113B	-0.0465
MERTK	1.28725
BAG1	-0.29875
VPS36	-0.14475
ORMDL3	0.7728
C1orf190	0.267
ZNF625	-0.203
CORO2B	-1.671
ALOX15	-2.244
CST1	0.603
NUPR1	1.96233333333333
CCL7	1.233
SMCR5	-3.0665
DSC2	0.3445
RBMS2	0.59025
GRIK4	2.9165
TRIM65	-0.0579
TMPRSS6	0.224214285714286
TP53INP2	-1.2255
GLB1L	1.89966666666667
LOC388284	0.3195
PUS1	-1.09642857142857
BCL9L	-0.4735
OLFM1	0.192166666666667
RET	2.565625
MASTL	-1.7265
ALX3	-0.165
IL1RL1	0.268166666666667
ZNF765	-0.4518
C14orf138	-0.8795
SNX10	0.447666666666667
TAC4	0.7705
C1orf64	4.373875
POGK	0.44775
MAPK9	0.56775
ZNF366	4.26825
C8orf79	-0.813777777777778
CLDN7	2.689
OR5AT1	-0.1195
TRIM37	-0.92375
LRRC25	3.6505
GRHL2	2.8244
TEKT3	-0.14925
LASS5	-0.198833333333333
ABCC4	-2.02708333333333
DLG3	0.5755
VGLL1	-0.211625
ZFP36L2	-0.519333333333333
MFRP	0.575
KIAA1799	-0.17225
FLJ44379	-0.333
PCNX	-0.32025
ANXA9	1.8605
CYP4V2	1.1708
PIK3C2A	0.7345
SRR	0.539
NOL3	-0.67075
IFITM2	0.505
ARNTL2	-1.8285
ZNF595	0.78075
NLRP13	-0.752
ASPH	-1.550875
CPA2	-0.242
PVRIG	-0.247833333333333
LEPR	-1.8046
C16orf42	0.764333333333333
SH3BGRL	2.16525
FAM77D	-1.3866
FNDC7	0.6155
C9orf6	0.04
NOTCH2NL	0.441666666666667
PGBD1	0.744333333333333
SYNGR2	1.4285
PITPNA	0.1683125
PRPF4B	-0.5769
SLC43A3	-1.48492857142857
NRBP1	-0.41675
SLC25A22	0.66975
ILK	0.7255
SLC22A8	0.143333333333333
MRPS7	-0.092375
PITX2	-2.356
FABP3	0.395
OR1L1	-0.273
LOC728215	0.77175
BLID	-2.537
KIAA1217	1.89511764705882
TFPT	-0.21275
AP4B1	-0.94775
VBP1	-0.79725
OR1K1	0.633
MORC3	0.3385
BHMT2	-0.910166666666667
C3orf10	1.287375
FZD7	-0.769166666666667
WFDC10A	0.058
PMS2CL	-0.691125
CCDC32	0.0813333333333333
FA2H	-2.48075
ALG13	0.1725
TTLL7	-0.4095
SPOCK3	0.1125
SLC13A2	2.7485
AIM1	0.9115
GPRC6A	-0.184
EGR2	3.2795
MED11	0.3285
WWC1	2.4545
SH3GL3	-3.59175
RIF1	0.284857142857143
PRLH	-0.1265
VLDLR	-1.958
DBT	0.596333333333333
C21orf63	-0.153
CGGBP1	0.484125
KRTAP12-2	-0.152
TADA3L	0.17
ZBTB16	4.3865
PDGFB	1.372375
RFX1	0.164875
UQCRB	1.4376
LOC133874	0.8145
HPS3	-2.51175
LGALS3BP	-0.9743
DKFZP564O0823	1.76514285714286
MRFAP1L1	0.492
HOXA10	-1.4275
NGB	-0.4095
KIF21A	0.692153846153846
IFLTD1	1.908
LZTS1	-0.987875
ARHGEF3	2.98675
RHBDL3	-2.3565
CSNK1G2	-0.766083333333333
ChGn	-1.452875
KIAA1244	3.68066666666667
GABRB2	-0.1855
MGC72080	-0.083
CD27	4.24175
EGLN1	-1.2943
PEX13	0.06975
RWDD3	-0.1125
RNF12	0.113
GRIN2B	0.7325
ADAMTS14	-0.349857142857143
DYDC2	-1.839
ATP6AP1	0.8168
NR1H2	0.4615
PDK2	0.418
C3orf17	-0.209333333333333
SLC38A2	-0.0106428571428571
SLC25A29	-0.741833333333333
C15orf29	0.47025
ADAM9	-0.186083333333333
TMUB2	0.110125
GPR176	0.15225
AGK	-0.527833333333333
MCCD1	0.7735
NDUFA4	-0.18525
TMEM146	0.17475
DUSP1	1.331375
UNQ6975	0.182
EMX2OS	3.72225
INSM2	0.475
LUZP4	0.462
SETD6	-0.75375
P2RY2	1.83175
SLC45A2	-1.344
RABGAP1	-0.0543333333333333
UBXD5	0.7355
GPRC5A	1.3459
PAK3	-0.266333333333333
LOC63920	-1.04375
TGFBR1	0.4689
KRTAP6-3	2.62775
SFMBT2	-1.51233333333333
CDC42	0.1551875
C11orf35	-0.616
TTLL2	0.429333333333333
UACA	0.2225
CD97	0.1574
SETD5	-0.121125
NINJ2	-0.49975
PTER	0.0531666666666667
POMGNT1	-0.1045
KRTAP4-2	-0.1835
ECGF1	2.731875
HRB	-0.427272727272727
ATP1B2	-0.4397
LOC400506	0.2265
COL4A3BP	1.17325
C6orf97	2.233
GRHPR	0.419625
TAS2R1	0.3365
SEMA7A	-0.29725
EDF1	-0.37625
ODF2L	0.8127
PCID2	-0.9362
GTF2H4	-0.0691666666666667
ZCCHC3	-1.671875
CGB2	-1.10016666666667
NEUROD1	0.718666666666667
C20orf75	0.311
RP5-1054A22.3	1.24883333333333
IFNA5	-0.1595
ZNF134	0.33025
MGC119295	-1.0131
ZSWIM6	-0.683375
SMEK1	-0.077
PCGF2	0.20825
C1orf102	1.44125
CYP2A13	0.869
KCNH6	-0.921777777777778
MDM1	-0.4161
ALDH7A1	-0.295333333333333
C9orf75	0.033
VDAC3	-0.7415
OR51T1	-0.776
EIF3F	-0.0426666666666667
KCNJ10	0.093
LENG8	0.312
EDEM2	0.0348333333333333
CCNJL	-2.45333333333333
DHX37	-1.316
CRYGN	-1.516
AATF	-0.12025
ZNF630	1.888
E2F5	1.783
WFDC13	0.0816666666666667
FTSJ3	0.0625
C4orf33	-0.432
LHFPL4	-3.7805
C19orf56	-0.270333333333333
SMAD4	-0.4075
AFM	-0.761
G0S2	-0.41125
FCHSD2	0.8113
RRP1B	-0.39
EEF1B2	0.8205
STAT6	0.334666666666667
ZNF195	-0.19525
GNL1	-0.613166666666667
ZNRF2	1.081
PER3	-1.48475
ASB16	0.47425
C10orf10	1.14078571428571
ADCY8	-2.78433333333333
C9orf58	-0.374166666666667
ARMC10	0.6945
PSG1	-2.15
DHX34	0.22525
VARS2	0.02575
NFIC	1.49875
ITPR2	0.2935
AGXT2	0.903666666666667
OR6K3	0.4005
H2AFZ	-1.30716666666667
MLLT3	-0.653727272727273
COX4I2	1.37625
CCNT2	-0.44075
PLK4	-1.563375
NUMBL	-0.541833333333333
MED16	0.1295
PLEKHQ1	1.5585
GOSR1	0.568555555555556
BTG4	-0.407333333333333
RPL30	1.94475
IGSF5	0.677666666666667
IGFL2	2.655
ELMOD2	1.9205
SHC3	-1.8185
HAVCR1	-1.5395
DYNC2H1	-0.3695
RNF5	0.067
C2orf7	0.63275
NLF1	0.4055
KLHL25	-0.3755
LRP10	0.8474
KRI1	0.223
PUS7L	-0.3376
MGMT	1.1095
HOXD1	0.0286666666666667
CSH1	0.5547
ATG16L2	-0.708
FLJ44635	-0.123
CHODL	-1.08
EXOSC8	-2.2385
SLC28A1	0.154
MYO7B	-1.2365
SEH1L	-0.2388
MTNR1A	0.534666666666667
TSPAN5	-0.124166666666667
CDC45L	-2.8905
AMIGO1	-0.0925
ATAD3A	-0.39
OSGIN2	1.24083333333333
PDIK1L	0.828333333333333
DARC	2.456625
PIPSL	0.0945
SHMT1	-0.78675
CRISP3	0.198
POPDC2	2.4195
ZRANB2	-0.8605
FBXL8	0.11625
TRIP13	-1.59454545454545
EIF5AL1	0.053
POU5F1P3	-3.51216666666667
IL6	-1.85966666666667
CXorf38	-0.382833333333333
IFNA16	-0.0615
FBXL2	1.19033333333333
BRD1	0.51575
STATH	0.227666666666667
FBXO44	-0.255666666666667
MCCC2	1.697
CDC2	-1.0107
C5orf23	1.12525
IVD	1.0875
C10orf122	-1.2595
MSL3L1	0.5533
MVP	-0.1085
EPOR	-0.7056
ZMYM1	-0.8475
BCL7C	-0.194
PSTPIP2	-0.1234
LYPD1	-1.72
OR8G5	1.851
ZP3	1.53633333333333
BCAS4	1.65366666666667
EDG6	2.97575
ISY1	0.337
PRAMEF2	-1.369
CUL1	-0.80275
RNF213	-0.0189
CCRK	1.23075
DHX9	-0.344
C13orf29	-1.526
NCKAP1	-0.056
MRPL43	0.912571428571429
XPR1	-0.747
PKN2	0.3861
PODNL1	-0.322
ZNF333	0.211
DALRD3	2.25
OPN1SW	0.0305
BTBD6	-0.061
C11orf82	-1.4885
OR5P3	1.201
DUSP11	-0.03625
L1CAM	-1.67577777777778
NEK11	2.776
OR7E91P	1.527
CNTN3	0.613333333333333
CREB3L2	0.77825
ZBTB37	0.3295
KIAA1324L	1.073
NDUFB10	0.454
NUDT2	-0.81075
GTPBP8	-0.18675
CACNA1D	2.034625
PRKAA2	-3.3565
PRDM8	-0.1415
MGC16075	-1.63
KRT14	-1.47521428571429
PP8961	0.40425
MRPL18	-0.0645
ABCG2	-0.822
PACRG	1.5185
BBS2	-0.6865
KREMEN2	-1
FBXO21	-0.2475
HNRPUL1	0.6505
GRB10	0.15025
CLSTN1	1.03525
LMAN2	-0.376
C17orf61	0.141
NIPSNAP3A	0.663
INSIG2	-0.925666666666667
PCDHB7	-0.4045
STXBP2	0.907375
CMAH	1.55966666666667
SEMA5B	-0.3905
ZNF155	-0.0203333333333333
COQ6	0.1615
PRPF4	-0.53925
TSPAN15	2.7655
VN1R5	0.7455
LATS2	-0.25
SELK	0.9925
PGK2	0.30425
MS4A1	2.166125
TYW3	0.1406
KRTAP5-1	0.76325
RCCD1	-1.22183333333333
BTN1A1	0.8045
DDX28	-0.91
TMEM65	0.435625
LOC92345	0.56325
TTC31	-0.5655
WDR46	-0.224666666666667
CHP2	-1.6915
LSP1	0.847125
ZNF542	1.11325
EXOSC1	-0.74625
ARHGAP18	0.3895
LRRTM4	-0.9055
MAOB	-1.0255
CACNB4	2.1875
MGC33846	0.143
RANBP3L	6.0485
ATP5L	0.36975
ONECUT1	-3.4
NUDT9	0.359
TMEM149	0.452
STX17	0.431
IGSF10	-4.086
TMPRSS9	0.582
BMPR2	0.774583333333333
ALLC	-0.39275
KLF7	2.234
GCC1	0.2857
TIMM9	-0.53475
CDO1	0.631333333333333
MGC10701	-0.95
IFI6	-0.044
FRMD8	0.00300000000000001
MGAT2	0.15075
WBP5	-0.693666666666667
CNIH2	0.0905
KIAA0907	-1.3247
KCNH8	-1.0305
CTSG	-0.179
GRIK1	-0.3575
CUL5	0.6735
FRMD1	0.5605
OR9A4	2.578
SYT6	-2.544875
FOXD4L2	0.233
ANAPC2	-0.440833333333333
OPN5	-0.245
TAF13	-0.11125
LYG2	-0.286666666666667
GGNBP1	-0.122
C11orf40	-0.17
OTX2	-1.959
REG4	0.2415
EIF5	-0.5421875
PALB2	-0.683
SEPSECS	0.0338
RNASE3	-0.5615
TRIM49	-2.7665
POLR2K	1.7625
GPR42	0.3775
C8B	-3.1855
SASS6	-0.88625
PREB	-0.780333333333333
OR3A3	-0.0735
TUBA8	0.3675
IGLV2-14	0.7625
STIL	-1.76275
ANKFN1	-1.33133333333333
NME7	-0.89225
HOXC12	-2.3605
UBE2C	-1.23
FHOD1	-0.977125
CDK2AP1	-0.325333333333333
OR6K2	0.24125
DHPS	0.24225
RPL5	-0.122363636363636
TRGV5	1.3475
LOC541472	-0.0273749999999999
HCCS	-0.1104
DENND1B	1.02
LHX3	0.3225
OR5D16	0.233
CXorf57	-1.6468
IRF2BP1	1.11225
NDST2	1.33866666666667
LCE3D	0.003
BOLL	0.550875
SYT3	-1.2075
PIH1D2	-0.44525
C20orf7	-0.693833333333333
IL1R2	1.351
SLAMF9	0.18
PPME1	0.093
PIK3CA	0.2505
TRAPPC1	0.1065
COLEC10	-1.14975
SLC9A6	-0.8195
PDDC1	-0.494
CCDC53	-0.3025
GK3P	-0.69825
DAZL	-1.139
BRI3	-0.13775
SDK1	-1.337625
CYP2C18	0.29975
IFI44L	2.263875
RPL3L	0.678
FUT9	2.575
KIFC2	-0.0681666666666667
PMP2	-0.198
SLC4A9	-1.159
PLAG1	-1.74583333333333
MYCBP2	-0.146333333333333
OR4E2	0.89
CCDC65	0.97025
C16orf82	-0.3505
ENTPD4	-0.78375
BRP44L	0.385625
PMP22CD	0.16225
TMCO4	-0.082
KCNN1	-0.3044
WDR35	0.44075
CCDC80	2.162875
C3orf31	-0.87075
SLC7A9	-0.944
TMEM190	-1.528
DBC1	-3.6642
FADS3	-1.39083333333333
PDZD8	-0.254166666666667
GRM5	0.3505
AZGP1	4.4209
PEX3	1.115
MED1	0.0921428571428572
ATG4C	-0.988833333333333
HNRPH3	-0.473375
FAM109B	1.377
C4orf17	0.1925
CA10	1.66975
OPRD1	0.315
CCL16	-1.15575
SACM1L	0.03775
CST6	2.80025
CD63	0.513625
LGI1	-1.87766666666667
ZNF784	0.7945
CRYBB1	-0.5125
CX3CL1	0.06595
TOP2A	-1.571875
GYPB	-3.77966666666667
GADD45GIP1	-0.66775
FEN1	-1.45975
IGF1R	0.17475
WDR72	-1.535
PURG	-1.3022
DEFB126	0.551
PKD1L1	0.80175
CAV1	-2.3313
GNPDA2	0.2852
DGAT2	-0.91775
NLGN1	-5.37366666666667
STRBP	-0.18275
HPRT1	0.0868333333333333
FANCI	-2.01975
PSMA7	-0.371125
DBF4B	-0.677
TTF1	-0.80525
RAD54L	-2.17025
ELOF1	-0.3855
PLAGL2	0.44775
ZNF256	0.291
HMGCL	0.56
MSI2	0.420333333333333
RPESP	-4.8745
C11orf60	1.547
ABCD1	-0.23
ACAA1	1.4421
SPARCL1	4.655
IL6ST	5.7652
ZNF319	-0.81
TMEM109	0.5531
FAM90A1	-1.835
IL22RA1	-2.457
ATP4B	0.205
TEC	-0.317333333333333
C7orf30	-1.20925
TXNDC2	-0.9782
ABCB4	-0.718333333333333
KIAA1191	0.490375
C9orf38	0.1795
SFTPB	-0.661125
CNTNAP2	3.92658333333333
FRK	0.193
TBX19	-0.105333333333333
CHD4	-0.356
C6orf26	-2.21216666666667
MOSC2	2.1935
IKBKE	0.0835
HIF1A	-1.23383333333333
LOC595101	-0.2855
RELA	0.437833333333333
TMEM16B	-0.427833333333333
ABHD12B	-2.683
TSEN34	0.7795
KIF18A	-1.47225
TXNDC9	-0.5405
SPATA2L	0.1005
SEMA4G	-0.285
C21orf91	-0.301125
MATN1	-2.6815
KCNIP4	0.421666666666667
TUSC1	2.093875
OR4C15	0.64425
ARMCX6	0.322416666666667
WBSCR27	-0.93
OR52I2	2.143
KIAA1604	-0.82475
DYNC1I1	-2.239
PPP4C	-0.9855
SLC47A2	-2.0165
TREH	0.60175
CD48	2.96566666666667
ST14	1.38116666666667
PKN1	0.3235
SPON2	1.47725
XBP1	2.483
SFRS12	-0.657833333333333
EFCAB6	1.70575
SELT	0.834
SLC39A2	-0.0875
ERF	-0.961833333333333
ARL3	0.434625
SURF6	-0.8272
MLLT10	-0.121857142857143
FLJ11171	-0.210166666666667
TDGF1	-4.423
ERCC6	-0.41475
EIF2AK4	0.952
BAZ1A	0.423333333333333
LRRN3	-0.5878
TMC3	0.024
EFTUD1	-0.199
PTPRO	2.11683333333333
CLEC12A	1.739875
ACBD4	0.059
ZDHHC14	-0.163125
OTUD7B	0.9635
ACTB	0.434875
MSRA	0.214375
LCE5A	0.7605
IFI35	-0.43825
BSCL2	0.336833333333333
ANKRD12	0.125666666666667
CFHR2	0.4115
RGAG1	0.703666666666667
HSFY1	1.5525
SLC30A5	0.134416666666667
IMPG1	1.02
GPR109A	0.667
ZNF185	0.344
IYD	2.34675
NPCDR1	0.241
SERPINA13	0.348
HMGCLL1	-1.79666666666667
NEUROG1	0.554166666666667
UBQLN1	0.1255625
LIN37	0.38975
SOCS2	-0.680625
DSCR4	-1.92857142857143
XKR6	-2.43275
GPR142	0.925
KRTAP13-3	0.331
CCDC15	-0.231166666666667
MOS	1.426
CD1E	-1.3785
OFCC1	-0.279666666666667
FAM83D	-0.90025
SRFBP1	0.0545
C9orf96	0.776
DHDH	-0.8305
CCDC90A	-0.3045
RABL3	1.1494
CD320	0.106833333333333
ANGEL2	-0.138166666666667
MRPL21	-0.57975
SMG6	-0.142666666666667
INSR	1.2979375
FLJ14816	0.7765
GLRB	-2.1408
C9orf89	1.16475
CIZ1	-0.732
URG4	-0.5345
LRDD	-1.275
CBY1	0.847333333333333
NFX1	-0.159875
MTERFD2	-0.363428571428571
C19orf23	0.0355
PGC	-2.48225
IER3IP1	0.4588
RASAL2	1.36066666666667
C1orf89	0.153
SYNJ1	-0.416625
NFKBIE	1.295
FLJ40125	0.144666666666667
TCEB2	-0.0735
NOG	-1.651
POLR2J2	-0.7215
HLA-B	2.1645
PCDHA1	0.5245
PPP2R2B	0.0535
ARHGEF17	0.441166666666667
TCF7L2	0.0369999999999999
CHD5	-0.510666666666667
ZNF431	-0.632125
TBC1D25	-0.05675
ZNF800	0.101
SCUBE2	-1.83281818181818
MYCBP	0.366833333333333
GPX5	0.594
C6orf129	0.938166666666667
QSER1	-0.0108333333333333
ULK2	1.414
PIGO	0.161833333333333
NRCAM	-1.48075
SLC35E3	0.02075
CSRP2	-2.044
HYPE	-0.04525
MAPK15	1.39983333333333
MGC14327	-0.21725
TIMM13	-0.576
ZNF462	-0.03575
GBA3	0.0465
TEX13A	-0.0055
MCM6	-1.01822222222222
MTRF1	-1.61775
ABCA7	-1.12475
EIF4A2	0.725
ZC3H10	1.3228
RPGR	-0.283333333333333
C20orf94	0.41425
RP1L1	-0.172
GPR125	-0.3585
USP22	0.352857142857143
OR1L4	0.62875
MLZE	0.827
FLJ32065	0.4985
PTCD1	-0.0415
CRTAC1	-0.638
BXDC2	-0.45475
C18orf1	2.81983333333333
FAM107A	2.22028571428571
EFNA3	1.09325
P18SRP	-0.4965
CAMKK2	-0.05825
KIAA0649	-1.394
NES	-1.6075
HS6ST3	1.3615
PON2	-1.136
TCP11L2	-0.3025
CLEC4A	3.13775
PRR12	1.019
MLXIPL	-1.573
C2orf50	-0.202
ZNF28	0.52925
ENC1	0.8835
MAP2K1	-0.35525
FKSG2	0.68725
KIAA0430	0.51725
PTP4A1	-1.16438888888889
GPR156	0.9105
GTF3C6	0.185
UBR2	0.3169
LOC388272	-0.9985
MAK	-0.0383333333333333
ACOT4	2.46425
STC2	2.0995
PIGW	-0.673125
SAE1	-0.91525
COL6A1	0.518818181818182
OAZ1	-0.4325
STMN4	-0.04
EDG3	0.962
SGCE	-1.4165
IL11	-2.59616666666667
PRSS8	-0.542625
YIPF5	0.34825
WNT4	0.81675
CSN2	0.332666666666667
TCF7	-2.689125
TDO2	2.60375
SAMD9	-0.149125
S100A7A	0.115
MMRN1	0.881
GKAP1	-0.66475
AKR1C3	-2.8995
RNF19A	1.533
GMDS	-0.46825
YKT6	-0.259125
SPARC	0.9112
C12orf31	-0.12425
UBE2V2	0.147833333333333
FBXL18	-0.6205
KIAA0460	0.29225
ADAM22	0.895125
SERPINC1	-4.76475
KCTD21	1.05825
MYOHD1	-0.885
ZNF37A	-0.0571666666666667
GTF3C1	-0.5355
CTSZ	2.91525
PRNPIP	-0.33475
DRD1IP	-0.011
NR1I2	-2.256
ZNF266	-0.2913
SPAG4L	0.5265
COX4NB	-1.0055
SAPS1	0.816333333333333
APOA1	-3.366125
TATDN1	0.241166666666667
C10orf82	-2.09375
KPNB1	-0.84425
FOXO3	0.603083333333333
CRYBB2	-1.4745
ZBTB5	-0.6795
SLC25A38	1.555
DCTN2	-0.322333333333333
IFT20	0.691
CTHRC1	2.1485
C1orf31	-0.40925
UHRF1	-0.455875
GPC6	-0.57925
C10orf54	2.0115
MCF2L2	0.31075
WNT9B	0.23575
OLA1	-1.03625
FAM120B	-0.14
TTLL10	-1.2505
CYorf15A	-4.048
RELN	-1.7245
SCN2B	0.208454545454545
MFHAS1	-0.6755
NKX3-2	0.5965
RASGRF2	-0.5525
SSBP1	-1.5935
KPNA6	-0.445214285714286
LOC389118	-0.1055
HS3ST4	-1.839
SUPT7L	-1.09875
FLJ32658	-0.98
IGFBPL1	-1.56375
KIAA1641	-1.077
SHKBP1	-0.149833333333333
CSF1R	4.85025
NAGK	0.85775
MYL2	0.3505
HIST1H4C	-0.554833333333333
TOMM7	-0.867125
ADAMTSL3	2.5801
TNFSF14	-0.02025
PRRT2	-1.50125
VTA1	0.89325
AOAH	4.41466666666667
