Hybridization REF	TCGA-AN-A03X-01A-21R-A00Z-07
UACA	0.536272727272727
CD97	-1.526
SETD5	-0.522125
NINJ2	1.06975
PTER	0.213666666666667
POMGNT1	-0.34575
KRTAP4-2	-0.2775
ECGF1	2.27375
HRB	-0.0499090909090909
ATP1B2	0.0344
LOC400506	0.93875
COL4A3BP	1.26025
C6orf97	1.3375
GRHPR	0.192625
TAS2R1	1.438
SEMA7A	-0.89325
EDF1	-0.379
ODF2L	0.3482
PCID2	-0.726666666666667
GTF2H4	-1.44816666666667
ZCCHC3	-0.68675
CGB2	-0.0361666666666667
NEUROD1	0.34375
C20orf75	0.621
RP5-1054A22.3	1.19283333333333
IFNA5	0.032
ZNF134	-0.292083333333333
MGC119295	-0.8751
ZSWIM6	-0.708625
SMEK1	0.0648333333333333
PCGF2	0.149
C1orf102	1.9535
CYP2A13	1.3075
KCNH6	-0.5022
MDM1	-0.7504
ALDH7A1	-0.370833333333333
C9orf75	-0.021
VDAC3	0.15625
OR51T1	0.58
EIF3F	-0.699833333333333
KCNJ10	-0.595857142857143
LENG8	0.22
EDEM2	-0.0360833333333333
CCNJL	0.225166666666667
DHX37	-1.011
CRYGN	1.0475
AATF	-0.7035
ZNF630	0.72625
E2F5	-0.266
WFDC13	-1.058
FTSJ3	-0.884166666666667
C4orf33	-0.496
LHFPL4	-2.07633333333333
C19orf56	0.128083333333333
SMAD4	-0.043875
AFM	0.298
G0S2	-0.137
FCHSD2	0.1681
RRP1B	-1.2173
EEF1B2	-0.850333333333333
STAT6	0.571166666666667
ZNF195	-0.58975
GNL1	-0.604666666666667
ZNRF2	1.29183333333333
PER3	0.212375
ASB16	0.38075
C10orf10	1.6035
ADCY8	-2.1094
C9orf58	-2.12233333333333
ARMC10	0.214166666666667
PSG1	0.1485
DHX34	-0.155
VARS2	-0.422125
NFIC	0.8915
ITPR2	-1.19775
AGXT2	0.0316666666666667
OR6K3	0.208
H2AFZ	-1.43208333333333
MLLT3	-0.0915
COX4I2	1.34775
CCNT2	-0.496857142857143
PLK4	-2.440625
NUMBL	0.0885
MED16	0.2055
PLEKHQ1	1.136
GOSR1	0.459777777777778
BTG4	0.498
RPL30	0.723333333333333
IGSF5	-0.1945
IGFL2	3.59516666666667
ELMOD2	1.303
SHC3	-1.65816666666667
HAVCR1	-0.6165
DYNC2H1	-0.066125
RNF5	-0.402833333333333
C2orf7	-0.27
NLF1	0.916
KLHL25	-0.08225
LRP10	0.776
KRI1	-0.25675
PUS7L	0.202166666666667
MGMT	1.41375
HOXD1	0.0783333333333333
CSH1	0.1023
ATG16L2	-1.3105
FLJ44635	0.1135
CHODL	-0.67625
EXOSC8	-1.94075
SLC28A1	0.534
MYO7B	-0.646833333333333
SEH1L	-0.8467
MTNR1A	0.695
TSPAN5	0.368666666666667
CDC45L	-3.409
AMIGO1	0.065
ATAD3A	-1.553
OSGIN2	0.982833333333333
PDIK1L	-0.316333333333333
DARC	1.70375
PIPSL	0.3685
SHMT1	-0.88775
CRISP3	-0.0215
POPDC2	1.34216666666667
ZRANB2	-0.980166666666667
FBXL8	0.64825
TRIP13	-2.71190909090909
EIF5AL1	-0.5275
POU5F1P3	-4.72183333333333
IL6	-2.07316666666667
CXorf38	0.700166666666667
IFNA16	0.004
FBXL2	1.53516666666667
BRD1	-0.294
STATH	0.33375
FBXO44	0.0435
MCCC2	0.788
CDC2	-2.274
C5orf23	-1.6015
IVD	0.9815
C10orf122	-0.1055
MSL3L1	-0.2399
MVP	1.16475
EPOR	-0.3773
ZMYM1	-0.411833333333333
BCL7C	1.431
PSTPIP2	0.9645
LYPD1	-0.863375
OR8G5	0.0725
ZP3	-1.42883333333333
BCAS4	2.34891666666667
EDG6	1.27575
ISY1	-0.13575
PRAMEF2	-0.8405
CUL1	-0.30125
RNF213	0.6865
CCRK	0.58025
DHX9	-0.601625
C13orf29	-0.5995
NCKAP1	1.6935
MRPL43	0.880285714285714
XPR1	-0.052
PKN2	1.2554
PODNL1	1.266
ZNF333	0.096
DALRD3	1.1885
OPN1SW	0.4345
BTBD6	-0.218
C11orf82	-2.627
OR5P3	0.5585
DUSP11	0.0835
L1CAM	-0.9812
NEK11	1.73616666666667
OR7E91P	1.0635
CNTN3	1.3517
CREB3L2	0.194
ZBTB37	0.3615
KIAA1324L	0.03675
NDUFB10	0.647166666666667
NUDT2	-0.1125
GTPBP8	-0.2
CACNA1D	0.879625
PRKAA2	-1.4328
PRDM8	-0.4975
MGC16075	0.115833333333333
KRT14	-0.932214285714286
PP8961	0.594
MRPL18	-0.184
ABCG2	-2.5665
PACRG	0.94125
BBS2	-0.186
KREMEN2	-0.605
FBXO21	0.63275
HNRPUL1	-0.30875
GRB10	-0.242
CLSTN1	0.314375
LMAN2	0.0188
C17orf61	1.1125
NIPSNAP3A	0.39975
INSIG2	-1.36283333333333
PCDHB7	-0.936666666666667
STXBP2	0.15225
CMAH	0.516454545454545
SEMA5B	0.0175
ZNF155	-0.552666666666667
COQ6	0.088
PRPF4	-0.523
TSPAN15	2.5562
VN1R5	0.284
LATS2	1.46625
SELK	0.49625
PGK2	0.55425
MS4A1	-1.04042857142857
TYW3	-0.6667
KRTAP5-1	0.74275
RCCD1	-2.015
BTN1A1	0.7215
DDX28	-0.58525
TMEM65	0.509
LOC92345	0.13
TTC31	-0.427
WDR46	-0.953166666666667
CHP2	-0.9815
LSP1	0.64525
ZNF542	-0.3455
EXOSC1	-0.22075
ARHGAP18	0.238
LRRTM4	-0.36375
MAOB	0.0364166666666667
CACNB4	0.38275
MGC33846	0.743
RANBP3L	1.493625
ATP5L	-0.346
ONECUT1	-1.3235
NUDT9	0.46875
TMEM149	-2.288
STX17	0.2515
IGSF10	-2.707
TMPRSS9	0.455
BMPR2	1.3155
ALLC	0.2915
KLF7	0.479375
GCC1	0.5693
TIMM9	-0.1695
CDO1	0.932333333333333
MGC10701	0.0226666666666667
IFI6	2.734
FRMD8	-0.22475
MGAT2	0.4475
WBP5	0.8455
CNIH2	0.4165
KIAA0907	-1.7444
KCNH8	-0.8065
CTSG	0.599
GRIK1	0.1096
CUL5	0.555875
FRMD1	0.501
OR9A4	0.6115
SYT6	-0.390625
FOXD4L2	-0.002
ANAPC2	-0.8165
OPN5	0.624
TAF13	-0.91675
LYG2	-0.04575
GGNBP1	0.38
C11orf40	-0.4545
OTX2	-0.4815
REG4	0.399166666666667
EIF5	-0.948625
PALB2	-0.93325
SEPSECS	0.5109
RNASE3	-0.77875
TRIM49	-1.421
POLR2K	0.4898
GPR42	0.284
C8B	-2.439
SASS6	-1.7695
PREB	-0.3715
OR3A3	0.2605
TUBA8	0.383125
IGLV2-14	-1.98775
STIL	-3.26775
ANKFN1	-0.3355
NME7	-0.01025
HOXC12	0.22725
UBE2C	-1.671
FHOD1	-1.0855
CDK2AP1	-0.14925
OR6K2	0.33425
DHPS	-0.2685
RPL5	-1.25683333333333
TRGV5	0.4095
LOC541472	0.268857142857143
HCCS	-0.414222222222222
DENND1B	0.53
LHX3	0.0655
OR5D16	0.507
CXorf57	-2.4996
IRF2BP1	0.48525
NDST2	0.5825
LCE3D	0.7215
BOLL	0.465142857142857
SYT3	-0.26925
PIH1D2	-0.0555
C20orf7	-0.342833333333333
IL1R2	-0.961666666666667
SLAMF9	1.78
PPME1	0.233
PIK3CA	0.0915
TRAPPC1	0.4575
COLEC10	-0.79425
SLC9A6	-0.842833333333333
PDDC1	-0.8725
CCDC53	0.604
GK3P	-0.2545
DAZL	-0.559
BRI3	0.44575
SDK1	-0.439375
CYP2C18	0.219
IFI44L	3.75925
RPL3L	0.3565
FUT9	-1.01166666666667
KIFC2	-0.6545
PMP2	0.179375
SLC4A9	0.1925
PLAG1	-1.53083333333333
MYCBP2	0.0803333333333333
OR4E2	0.4695
CCDC65	0.3985
C16orf82	-0.3155
ENTPD4	0.127
BRP44L	0.501625
PMP22CD	0.46675
TMCO4	-0.0035
KCNN1	-0.8595
WDR35	0.63725
CCDC80	3.152875
C3orf31	-1.3765
SLC7A9	1.81225
TMEM190	0.764
DBC1	-2.00316666666667
FADS3	-0.3945
PDZD8	0.135333333333333
GRM5	0.051125
AZGP1	3.1787
PEX3	0.435
MED1	-0.112928571428571
ATG4C	-1.56033333333333
HNRPH3	-1.052375
FAM109B	2.50425
C4orf17	0.0605
CA10	0.99875
OPRD1	-0.0845
CCL16	-0.9235
SACM1L	-0.6905
CST6	2.27725
CD63	0.9835
LGI1	1.336
ZNF784	0.76425
CRYBB1	-0.273
CX3CL1	0.295
TOP2A	-2.84075
GYPB	-2.191
GADD45GIP1	-0.202
FEN1	-2.40825
IGF1R	-0.094125
WDR72	0.9375
PURG	-0.034
DEFB126	0.95375
PKD1L1	-0.332
CAV1	-1.3314
GNPDA2	0.6672
DGAT2	0.921
NLGN1	-2.65925
STRBP	-0.66975
HPRT1	-0.3925
FANCI	-2.365625
PSMA7	0.312
DBF4B	-0.793333333333333
TTF1	-1.22575
RAD54L	-3.03475
ELOF1	-0.03975
PLAGL2	-1.063875
ZNF256	-0.83225
HMGCL	0.3025
MSI2	0.168166666666667
RPESP	-2.93233333333333
C11orf60	0.8775
ABCD1	0.298
ACAA1	0.3976
SPARCL1	4.79928571428571
IL6ST	1.6683
ZNF319	0.123
TMEM109	0.0278
FAM90A1	-1.20983333333333
IL22RA1	-0.852
ATP4B	0.8345
TEC	-0.8072
C7orf30	-0.65825
TXNDC2	-0.641333333333333
ABCB4	0.05625
KIAA1191	0.63175
C9orf38	-0.021
SFTPB	0.397857142857143
CNTNAP2	1.56025
FRK	1.277
TBX19	0.3475
CHD4	-0.5895
C6orf26	-2.2245
MOSC2	1.70875
IKBKE	-0.495
HIF1A	-1.52983333333333
LOC595101	0.2445
RELA	-0.021
TMEM16B	-0.036
ABHD12B	-1.48275
TSEN34	0.893
KIF18A	-2.866
TXNDC9	0.583
SPATA2L	0.6865
SEMA4G	0.009
C21orf91	-0.56
MATN1	-0.0295
KCNIP4	0.191166666666667
TUSC1	1.651875
OR4C15	0.22825
ARMCX6	0.512166666666667
WBSCR27	-0.0261666666666667
OR52I2	0.249
KIAA1604	-1.25475
DYNC1I1	-1.114
PPP4C	0.49725
SLC47A2	-1.44033333333333
TREH	0.03925
CD48	1.33066666666667
ST14	0.2305
PKN1	-0.437
SPON2	3.471
XBP1	3.02708333333333
SFRS12	-1.07816666666667
EFCAB6	0.6285
SELT	0.321
SLC39A2	1.589
ERF	-1.49766666666667
ARL3	0.4925
SURF6	-1.3608
MLLT10	-0.952
FLJ11171	-0.0583333333333333
TDGF1	-4.03066666666667
ERCC6	-0.6125
EIF2AK4	1.02125
BAZ1A	-0.509166666666667
LRRN3	0.931
TMC3	0.7025
EFTUD1	0.05375
PTPRO	1.8654
CLEC12A	-0.093125
ACBD4	0.955875
ZDHHC14	-0.53275
OTUD7B	0.484
ACTB	0.897875
MSRA	-0.041875
LCE5A	1.2495
IFI35	1.3665
BSCL2	-1.02233333333333
ANKRD12	-0.134833333333333
CFHR2	0.72075
RGAG1	0.0735
HSFY1	2.124
SLC30A5	0.165454545454545
IMPG1	0.579
GPR109A	0.814
ZNF185	0.464
IYD	1.7785
NPCDR1	0.79
SERPINA13	1.207
HMGCLL1	-0.701666666666667
NEUROG1	1.0345
UBQLN1	-0.2620625
LIN37	0.24
SOCS2	-1.880625
DSCR4	-1.1835
XKR6	-0.79575
GPR142	0.1415
KRTAP13-3	-0.5125
CCDC15	0.303833333333333
MOS	0.245
CD1E	-1.384
OFCC1	0.5922
FAM83D	-2.0415
SRFBP1	0.1385
C9orf96	0.3685
DHDH	0.47525
CCDC90A	-0.3015
RABL3	0.6612
CD320	-1.701
ANGEL2	0.551166666666667
MRPL21	-0.48875
SMG6	1.17716666666667
INSR	0.9789375
FLJ14816	-0.533
GLRB	-0.0401666666666666
C9orf89	0.478
CIZ1	-1.0285
URG4	0.0436666666666667
LRDD	-1.858
CBY1	0.912833333333333
NFX1	-0.304875
MTERFD2	-0.2775
C19orf23	0.305
PGC	-2.2935
IER3IP1	-0.4288
RASAL2	1.712
C1orf89	0.0195
SYNJ1	-0.2705
NFKBIE	0.12325
FLJ40125	-0.109
TCEB2	0.2272
NOG	-1.1625
POLR2J2	-0.744666666666667
HLA-B	2.13225
PCDHA1	1.3205
PPP2R2B	-1.1045
ARHGEF17	0.696666666666667
TCF7L2	0.627285714285714
CHD5	-0.0382
ZNF431	-0.648285714285714
TBC1D25	0.65525
ZNF800	0.891
SCUBE2	3.96881818181818
MYCBP	-0.471666666666667
GPX5	-0.0345
C6orf129	0.488666666666667
QSER1	-0.447833333333333
ULK2	2.1775
PIGO	0.298833333333333
NRCAM	0.473142857142857
SLC35E3	1.036875
CSRP2	-0.0855
HYPE	0.87425
MAPK15	-0.291
MGC14327	-0.19325
TIMM13	-0.313666666666667
ZNF462	0.461
GBA3	4.56325
TEX13A	-1.1805
MCM6	-1.044
MTRF1	-1.352125
ABCA7	-1.0075
EIF4A2	-0.8425
ZC3H10	0.9601
RPGR	-0.366666666666667
C20orf94	1.51075
RP1L1	0.07675
GPR125	-0.649625
USP22	-0.483285714285714
OR1L4	0.358
MLZE	1.85325
FLJ32065	0.57475
PTCD1	-0.6415
CRTAC1	0.143833333333333
BXDC2	-1.3455
C18orf1	1.264
FAM107A	0.792428571428571
EFNA3	-0.02675
P18SRP	0.1379
CAMKK2	0.387416666666667
KIAA0649	-1.43175
NES	-1.36266666666667
HS6ST3	-0.77525
PON2	-0.34675
TCP11L2	-0.16075
CLEC4A	1.48175
PRR12	0.04
MLXIPL	-1.2645
C2orf50	-0.314
ZNF28	0.4865
ENC1	0.727333333333333
MAP2K1	-0.596625
FKSG2	0.603
KIAA0430	0.47875
PTP4A1	-0.589333333333333
GPR156	1.246
GTF3C6	-0.25075
UBR2	0.0838
LOC388272	-0.94175
MAK	0.414833333333333
ACOT4	2.45525
STC2	-1.17933333333333
PIGW	-1.168125
SAE1	-0.851
COL6A1	2.52072727272727
OAZ1	-0.0813333333333333
STMN4	0.573333333333333
EDG3	0.8135
SGCE	1.36716666666667
IL11	-1.226
PRSS8	2.735875
YIPF5	1.36783333333333
WNT4	3.795625
CSN2	-0.5135
TCF7	-2.99
TDO2	1.731
SAMD9	0.40675
S100A7A	0.7645
MMRN1	1.063
GKAP1	-0.94775
AKR1C3	-1.6125
RNF19A	0.621125
GMDS	-1.22575
YKT6	-0.316125
SPARC	2.9505
C12orf31	-0.56475
UBE2V2	-0.274
FBXL18	-0.901
KIAA0460	0.7855
ADAM22	-0.859875
SERPINC1	-4.83425
KCTD21	1.78225
MYOHD1	-2.10225
ZNF37A	0.231166666666667
GTF3C1	0.474166666666667
CTSZ	1.9645
PRNPIP	-1.0445
DRD1IP	0.28
NR1I2	-2.33166666666667
ZNF266	-1.3953
SPAG4L	0.2655
COX4NB	-0.8195
SAPS1	1.697
APOA1	-3.313
TATDN1	-0.551333333333333
C10orf82	3.17
KPNB1	-0.49925
FOXO3	0.73425
CRYBB2	-1.392
ZBTB5	-0.796833333333333
SLC25A38	0.01775
DCTN2	-0.228833333333333
IFT20	0.5475
CTHRC1	4.17325
C1orf31	-0.72925
UHRF1	-1.259375
GPC6	1.50975
C10orf54	1.248
MCF2L2	-0.334833333333333
WNT9B	-0.2945
OLA1	-0.529875
FAM120B	0.604
TTLL10	-0.444
CYorf15A	-2.958
RELN	-1.5035
SCN2B	0.713416666666667
MFHAS1	-0.87125
NKX3-2	0.556666666666667
RASGRF2	0.8925
SSBP1	-0.761666666666667
KPNA6	-0.618571428571429
LOC389118	0.417
HS3ST4	-0.8624
SUPT7L	-0.52775
FLJ32658	-0.839666666666667
IGFBPL1	-0.1585
KIAA1641	-1.5262
SHKBP1	-0.814666666666667
CSF1R	4.62325
NAGK	1.1455
MYL2	0.03825
HIST1H4C	0.0406666666666667
TOMM7	-0.495875
ADAMTSL3	3.6349
TNFSF14	-1.0415
PRRT2	-0.73275
VTA1	-0.303
AOAH	2.31783333333333
CRISPLD2	2.26985714285714
PNN	-1.4276
TA-NFKBH	-0.665
ESPN	-0.43425
RBM43	0.862
KIAA1267	0.20025
DDX3X	0.171444444444444
KIAA1576	-2.804
PLXDC1	4.332
FLJ25801	-3.684
HNRNPL	-0.3335
RUNDC3A	0.697333333333333
CASP12	0.7955
SH2D5	-0.578375
RPL26L1	0.0905
OR51A7	0.1455
HDC	3.1715
C2orf16	0.289166666666667
SYTL3	1.51025
GOLGA4	-0.06575
NOTCH1	-0.629833333333333
ATPAF2	0.85725
ECD	0.38925
SSX5	-1.21016666666667
SNAP91	-0.28525
OCA2	-3.5525
PNPO	0.635666666666667
DAPK1	-0.2475
PINX1	-0.622333333333333
SELENBP1	1.90075
NEK3	-0.792833333333333
TMED4	0.0801428571428571
SSTR4	0.105
FOSL1	-2.1263
CD40LG	0.651
CES1	-1.56925
DCI	0.555833333333333
B3GAT3	-0.650333333333333
STK17B	0.592
CNTN6	0.5805
CYP3A4	-0.534166666666667
MBOAT2	2.24057142857143
PISD	0.62775
USP1	-1.68275
PYDC1	1.69683333333333
CENPM	-1.104
SAR1B	1.09125
TTC7B	-0.27425
DP58	-0.2525
GPC1	1.03775
RBL1	-1.510125
TMEM137	-1.60233333333333
TOB1	2.25116666666667
TCEAL1	2.29966666666667
CENPF	-2.02681818181818
C6	0.983666666666667
PRSS1	-3.2025
PPIL6	1.15616666666667
C6orf124	1.767
ODZ4	2.1395
SNCB	0.2405
NDUFB9	0.486125
CNOT6L	0.7625
S100A9	2.1235
TRIM50	0.73
KCTD1	0.263
WDR63	0.20275
SPEF2	1.190625
RNGTT	-0.561833333333333
CXorf22	0.884
KCNK16	-0.49975
CEP250	-1.051
ATPBD1B	-0.707
KCNJ2	3.8355
MT1B	-1.7355
ZNF684	-1.488
SLC4A1	-0.1435
PDHA1	-1.2315
ZNF492	-0.9115
TKT	-1.356
BYSL	-0.562125
RNF38	-0.708125
AHDC1	0.2155
KLHL2	-0.146375
CMTM8	0.789
DMP1	0.555
HERPUD2	-0.182125
CRTAM	1.851
ZNF572	0.70275
TMEM16J	-1.137
HSD17B2	-3.96
UBE2G1	0.127875
AHSA2	-3.52275
PELI2	0.3155
TPX2	-2.3945
ATP9B	0.258666666666667
DAZAP1	-0.77175
HMGCS2	1.671
C17orf38	-0.264
B9D1	0.63325
NKX2-5	-0.546666666666667
KIAA1276	-0.241
LILRB2	2.7615
CSTF1	0.0396666666666667
BTN2A1	-0.8315
C15orf48	4.0255
IGF2BP3	-3.818
FAM113B	0.4515
HRG	0.478333333333333
ZNF131	-0.94225
USP47	0.152857142857143
CCDC88B	-1.082
HCN1	-0.2395
HTN1	0.139
SYCP3	-0.64625
C13orf23	-1.634
PAPOLA	0.13375
AATK	-0.1956
MSH3	0.532666666666667
NDUFAB1	0.2285
ITLN2	-0.399166666666667
BAK1	-0.333
MRPL45	0.0115
MTNR1B	0.100166666666667
LOC645843	0.133
SPECC1L	0.322
PGCP	1.2755
SPN	-0.33625
GPR143	1.59183333333333
ZNF576	0.495833333333333
TMEM39A	0.4038
ATP5D	-0.1715
MAGEB3	0.2585
RPS5	-0.515166666666667
ANP32E	-1.62085714285714
MTMR1	0.05775
YEATS4	-1.1015
SYNGAP1	0.30825
PCOLCE	0.7845
MNS1	-0.35975
PCYT2	-1.037
ZNF182	-1.05825
LAX1	0.132375
SPPL2B	0.5182
ELOVL5	1.1168
PCDHAC1	0.003
B4GALNT1	-0.463666666666667
BLOC1S2	0.738
ZNF673	-1.1348
ARHGAP21	-0.073
IRX5	3.4395
LRFN5	-0.075
FAM7A1	0.00275
RAB19	0.6315
GINS1	-1.609
ITM2B	1.3659
PAPSS2	4.0825
OR5BF1	0.7345
ACSL3	1.0475
KIAA1919	-0.8215
GLT8D2	3.869
UTRN	0.389857142857143
CNN1	1.2035
HISPPD2A	-0.113833333333333
SDAD1	0.176375
SIGLEC9	0.776666666666667
RPL35	-0.720214285714286
C22orf26	-0.2435
IMPDH2	-0.5545
WDR69	0.17125
SEC14L5	0.0208333333333333
CLTA	-0.10825
RP11-529I10.4	0.8245
GPR37L1	0.138166666666667
OGDH	-0.414416666666667
ASB13	1.80816666666667
ZFP14	-0.4695
ZCRB1	0.424
KPNA3	0.61425
HSPA1L	1.6925
RHOC	0.99625
LOC554175	0.34575
PPP3CA	0.7697
SLC1A7	-0.0706
ZNF529	-1.06866666666667
RBED1	0.29625
DDB2	-0.671
FLJ11286	0.1585
SPATA1	0.794
MKNK1	-0.450833333333333
DYSF	0.657166666666667
ALKBH2	-0.341
NKD1	-2.569
C1orf174	-0.753
PLEKHO1	0.5645
ASB10	0.07025
RING1	-0.453666666666667
NPC2	0.81525
AVPR1B	0.3165
YTHDF1	-0.0263333333333333
LMAN1L	0.5745
GSG2	-2.351
CEP170	-0.4471
RPS4Y2	-5.23725
MSH6	-0.9005
HECTD2	0.677833333333333
ZNF556	-2.04683333333333
PLEKHC1	0.4611
AIRE	-0.101833333333333
BCL2L10	-0.257
LMOD3	0.332333333333333
ZBTB8	0.1749
FOXA2	-2.4599
SLCO2A1	1.902
C3orf46	0.027
PRDM16	0.128666666666667
TMEM98	1.63175
FRMD5	-0.7925
PDE6C	-0.668
C1orf216	0.1475
EP400	-0.636714285714286
PTK2	0.258
RNF217	0.03675
NDUFA8	-0.2755
ZFAT1	-0.000499999999999999
LAMP3	0.0263333333333333
GLTSCR2	-0.00150000000000001
NPW	0.9645
LLGL2	-0.6353
PPM1K	-0.262
C20orf177	-0.577
KIR2DL4	0.4968
NFKB2	-0.1605
C21orf122	-0.1055
HESX1	-0.3965
GPR114	-0.229
SLC25A35	-0.348
GNAT1	0.23675
ORAI3	1.1115
FAM76B	-1.070375
TMEM99	0.9064
TRIM29	-1.5954
CDS1	3.111
RHEB	0.0399
C4orf27	-0.0505
RAB3A	-0.66975
OTUD6B	-1.16125
GPD1	0.558625
CDH15	0.358833333333333
NPM1	-0.830785714285714
TMEM117	0.464
PRPS2	0.259916666666667
GCK	0.657
ADRA2A	4.76516666666667
TSPYL4	0.653833333333333
TASP1	-0.2405
WDR19	0.278583333333333
C10orf38	-1.0665
PDE4C	-0.506333333333333
FYB	0.545583333333333
C1orf55	0.121
PPFIA3	-0.38075
RAD18	-0.1315
C12orf44	0.187833333333333
CRYBA4	0.04
HVCN1	1.17
TAF10	0.0833333333333333
C16orf48	-1.00683333333333
DEPDC5	0.433
LTBP1	-1.6765
MAPRE1	-0.142375
FGF8	-1.1285
C3orf52	0.493125
SENP7	-0.320333333333333
LRRK2	0.699
RUNDC2A	0.935166666666667
KIAA0355	0.2855
CPEB1	-0.69925
PPEF2	0.1965
ABI2	0.196166666666667
KIAA0317	-0.5495
ATF1	-0.684833333333333
DYNC1H1	-0.173125
DIP	0.09025
TMEM33	0.4845
POLDIP3	-0.07625
C7orf24	1.11525
GPR171	0.9405
CDC6	-2.71933333333333
PLD1	-0.6148
ITFG2	-0.3677
NDUFC1	0.4835
AKNA	-0.88425
NBR1	0.559
PKHD1	0.148375
HPS4	-0.5946
MAFA	1.02375
ULBP3	-0.112
DIRC1	1.3945
IMMT	-1.020625
C22orf13	0.17925
CEL	0.09075
MARK3	-0.687
ADAMTS2	1.13316666666667
ARPC3	0.147166666666667
TMEM10	0.0605
NPHS1	-0.2045
BRD8	-0.830666666666667
WDR12	-1.39525
IDI2	-0.0694999999999999
HOXD13	-1.6575
OR8G2	-1.0395
SLAIN1	-3.8545
GABRQ	-0.09375
NR2C2	-0.981
NKTR	-1.1387
TLE2	0.8335
KIAA0892	0.149
AURKA	-2.32936363636364
GPRC5C	0.349833333333333
TBC1D9B	0.096375
PNPLA6	-0.345833333333333
AP3B1	-0.02075
NAG	0.186375
C11orf68	-0.08375
AKR7A3	0.371
AHCYL1	-0.39675
COP1	-0.2635
RPP14	-0.175083333333333
PCDHB18	0.42575
CDH24	1.209
KRT17	-2.5637
LACTB2	-0.32925
DDX24	0.6325
PHACTR1	-1.81633333333333
SLC35E2	-0.05075
LOXL1	1.33725
IQSEC2	0.606125
RGSL1	-0.582
PCDHGC5	0.369
MEGF10	0.221125
PRRX1	2.704
ASTE1	0.642
C6orf159	-0.68825
MYOD1	1.27025
GAA	0.662
ZNF747	0.88075
KLRC1	-1.99375
IL1RL2	-0.043
GDF9	-0.70075
GPR119	0.4405
TRAF2	-1.04966666666667
HCK	3.25866666666667
BMP6	-2.89975
IL8RA	1.928
FLJ35848	0.3845
EFHA1	-0.3525
CDSN	2.77683333333333
C14orf54	-0.201
LSM3	-0.250625
ZFP41	-0.011
C9orf126	-1.88183333333333
VIT	-0.973
SPCS3	-0.772
DEF8	-1.0084
CHAF1A	-2.33433333333333
C1orf165	-0.679833333333333
ZFPM2	2.47516666666667
FTH1	0.9895
SLC35F1	-0.77175
YWHAH	1.01475
C17orf66	0.1474
ADRB1	0.2398
FOXL1	-0.0935
RG9MTD3	-0.913666666666667
UMPS	-0.062
MGC13008	0.818
KIAA1161	0.585
CCDC77	-3.3415
C12orf65	-0.5677
COG4	-0.9985
RCP9	0.599166666666667
RP4-692D3.1	1.13366666666667
CDC2L5	0.223
MGC7036	-0.124666666666667
DNAJC11	-1.12625
GDF2	0.074
TIMM17A	0.47375
HNRNPA0	-0.3246
OR2H1	0.17675
PCBP1	-0.15725
COL23A1	-1.8355
LRRC2	0.769909090909091
NSD1	-0.00657142857142857
FLJ37078	-0.321875
WDR91	-0.427333333333333
TMEM179	-0.289
DSCR10	0.208
CNDP2	0.323
FYN	-0.235
BEX2	-0.015
KCND3	0.534
YPEL5	1.695625
LRRC42	-0.888333333333333
C17orf45	0.384125
ZNF649	0.3618
LOC150763	0.936125
COL5A2	4.23466666666667
CNGA2	0.5535
ELA2B	0.014
RAB9B	0.57975
FAM100A	0.166
NAIP	-0.201571428571429
MYOZ2	-0.436375
SPATA12	-0.255
XRCC4	-0.5705
CYB561	0.9849
CHST10	-0.0915
BAI1	-0.490166666666667
BRSK1	-0.173333333333333
C17orf89	0.405875
PDE6H	0.102
FLJ20309	0.1108
MAP7	1.82675
SCN4B	0.9605
SPAG9	-0.53725
SERTAD1	1.31966666666667
FLJ21963	0.31825
ANTXR1	2.1794
TMPRSS13	1.43383333333333
ETV7	1.8615
DGAT1	0.6125
NKIRAS1	1.18566666666667
TAC3	-2.525
CORO1C	-0.196916666666667
RAD54B	-0.83775
HRASLS3	2.3385
C21orf42	-0.15525
BARD1	-0.464
ZNF177	-1.5795
MIP	-0.0375
ZNF442	-0.3535
F2	-3.3837
GRIA1	-0.178375
GALNTL2	2.45483333333333
WNT5A	-0.8377
LENG9	0.5545
hCG_25371	-1.9225
FOXR1	-0.21
TRA@	0.3677
PWWP2	1.121
C1QTNF7	2.70266666666667
SLC7A4	-0.324
C4orf7	-0.61
C17orf80	0.017
KLK4	1.9755
IL31	1.971
TMEM176A	3.51875
CTNNB1	0.7551875
BHLHB2	1.329
TMEM185B	0.883
ARD1B	-0.4475
C1orf93	0.374
BRUNOL4	-0.519333333333333
LOC541469	-0.443666666666667
UPK2	-0.32375
GAS8	-0.749166666666667
PATE	0.4205
IMPACT	0.61425
WNK4	0.0625
HNRPLL	-0.99325
GAD2	0.24175
ITGA6	-0.56225
BMP15	0.214833333333333
CYP2A7	2.0585
RIC8A	0.126375
CCND1	0.887333333333333
USP35	1.5155
DSCR2	-1.441
CCL4	3.56516666666667
ZCCHC10	0.173
NOL11	-0.90775
TRPM2	0.504333333333333
PSMD2	-0.448545454545455
CHTF18	-1.47075
USP18	1.3835
RRAS	0.56325
LAMC3	-0.56675
TOX	-2.07233333333333
PCDH15	1.057
GABRG3	-0.8385
NUDCD2	-0.541125
SGCZ	0.661
KCTD17	0.3123
SPSB2	-0.57
TPPP3	1.95433333333333
CILP2	2.26233333333333
CALB2	2.227375
