Hybridization REF	TCGA-BH-A0BV-01A-11R-A00Z-07
UAP1L1	-1.349
SLC18A3	-0.4845
YOD1	-1.651
RALY	0.13325
HMOX2	0.89425
DGKH	-0.908
DBNDD2	2.21183333333333
YIPF4	0.5055
THAP10	0.1255
ZNF513	0.308
HAGHL	-0.820166666666667
ITGB4	1.1195
CCDC141	-0.9135
YTHDF3	0.5255
C5orf28	0.66925
RPL7L1	-0.860875
TMEM30B	1.2455
ANKRD35	1.277
DUOXA2	0.25625
TBC1D5	-0.0225
DFNB59	-1.533
HRH4	-0.3905
MYO6	2.5246
DNAJA4	0.065875
RBM24	-0.8645
CEACAM20	-1.21725
RBM23	0.698357142857143
NGFB	0.4555
C1orf63	-0.7779
KRTAP7-1	0.63
PERLD1	1.751
NPB	0.4655
C17orf59	1.1525
HSPBAP1	-0.32025
SLC15A4	0.1405
PRTFDC1	-1.052
OSMR	-1.45242857142857
CYSLTR2	-0.0045
C19orf25	0.7828
KIAA1797	0.1195
NLRP6	0.2385
FAM105B	0.0745
SCRN2	-0.330833333333333
LRRC58	-0.5301
RNF17	-0.071625
NEIL3	-2.9525
FAM137A	-2.112
SKP2	-3.28775
PARVA	0.97225
PKLR	-1.335
RNF34	0.553625
A3GALT2	0.34425
C12orf50	-0.055
SUNC1	-0.827333333333333
FAM102B	0.329833333333333
CCT2	-0.97125
LRRC37A2	-0.711
ARF4	1.5445
SIKE	-0.16575
C8orf48	-0.00366666666666667
MBTPS1	0.5385
GPSN2	0.2825
NCF2	2.85975
SLC12A6	0.288166666666667
MRPL48	-1.481
HMGN3	-0.409333333333333
LRRC62	-0.792
PAX9	-0.8435
FAM55A	-0.1845
C20orf42	-2.62916666666667
SCML2	-1.60783333333333
BCL9	0.779
FAM40A	-0.515
C9orf41	-0.573833333333333
ZNF774	-0.4635
LETM1	-0.0415
PLXNB1	0.488666666666667
NIPSNAP1	-0.498125
USP10	-0.23975
F9	0.45075
LIPE	0.317
CNGB3	-0.4695
C12orf52	0.161
PI4K2A	0.589125
MED8	0.277
STAT4	0.8254
FGD4	0.137
RNF145	-2.50866666666667
WDR32	2.4694
CLDN2	0.1035
TCEAL8	0.983
ZMYND8	-0.6869
PDXK	-0.7074375
GATAD2A	-0.3555
PTGES3	-0.212
CCM2	0.3515
TAP1	2.118875
ZNF670	0.12775
ETS2	-0.315857142857143
C6orf166	-0.07
PRMT2	0.533
OR4B1	0.215
INTS8	-1.437
CCDC102A	0.39
CCDC83	-0.267
ITGA1	0.0066
EPHA5	-0.9863
FAM24B	-1.44666666666667
TSGA10	1.66275
HAL	-1.95983333333333
MYOT	-0.2715
SPACA3	-0.052
BCL2L2	-0.614166666666667
CUGBP2	-0.329833333333333
CCNB3	-0.07075
RNF113B	0.35325
MERTK	1.281
BAG1	0.90775
VPS36	-0.4395
ORMDL3	0.9174
C1orf190	0.4215
ZNF625	-0.0835
CORO2B	-1.56575
ALOX15	-0.485
CST1	1.757
NUPR1	1.63083333333333
CCL7	-0.04525
SMCR5	-2.6345
DSC2	-0.1025
RBMS2	0.34275
GRIK4	0.6545
TRIM65	0.0379
TMPRSS6	0.859285714285714
TP53INP2	0.0815
GLB1L	0.3635
LOC388284	0.464833333333333
PUS1	-0.686285714285714
BCL9L	-0.3365
OLFM1	0.737083333333333
RET	1.656875
MASTL	-1.39666666666667
ALX3	0.53
IL1RL1	-0.192
ZNF765	-0.7027
C14orf138	-0.56325
SNX10	-0.309
TAC4	0.12
C1orf64	3.042
POGK	0.740375
MAPK9	1.51475
ZNF366	2.23975
C8orf79	0.7672
CLDN7	2.82625
OR5AT1	0.5275
TRIM37	-1.94775
LRRC25	2.655
GRHL2	2.1622
TEKT3	1.41425
LASS5	0.139
ABCC4	-1.49966666666667
DLG3	1.28125
VGLL1	0.271125
ZFP36L2	0.770333333333333
MFRP	0.181333333333333
KIAA1799	0.05175
FLJ44379	0.2445
PCNX	-0.00575
ANXA9	1.5575
CYP4V2	2.0872
PIK3C2A	0.42975
SRR	1.249
NOL3	-0.48925
IFITM2	1.2025
ARNTL2	-1.69225
ZNF595	0.34975
NLRP13	0
ASPH	-1.937125
CPA2	0.272
PVRIG	-0.258833333333333
LEPR	-1.22566666666667
C16orf42	0.8585
SH3BGRL	3.0205
FAM77D	-0.234833333333333
FNDC7	-0.08
C9orf6	0.682333333333333
NOTCH2NL	0.897166666666667
PGBD1	-1.55266666666667
SYNGR2	1.46816666666667
PITPNA	0.427625
PRPF4B	-0.5056
SLC43A3	-1.44578571428571
NRBP1	-0.312
SLC25A22	0.30875
ILK	0.4595
SLC22A8	0.684333333333333
MRPS7	-0.150125
PITX2	-1.14
FABP3	-0.2695
OR1L1	-0.101
LOC728215	-0.6505
BLID	-0.9045
KIAA1217	1.96058823529412
TFPT	0.7085
AP4B1	-0.9755
VBP1	-0.66975
OR1K1	0.392
MORC3	0.81075
BHMT2	-0.667166666666667
C3orf10	0.942
FZD7	0.205333333333333
WFDC10A	0.07
PMS2CL	-0.540875
CCDC32	0.440666666666667
FA2H	0.037
ALG13	0.2355
TTLL7	-0.2706
SPOCK3	-0.171
SLC13A2	0.632
AIM1	-0.9215
GPRC6A	0.4775
EGR2	4.51175
MED11	0.44325
WWC1	0.2205
SH3GL3	-3.19925
RIF1	-0.681357142857143
PRLH	0.0005
VLDLR	-2.614
DBT	-0.167375
C21orf63	0.33425
CGGBP1	-0.00100000000000001
KRTAP12-2	0.6735
TADA3L	-0.05825
ZBTB16	1.9095
PDGFB	1.02375
RFX1	0.73575
UQCRB	-1.0567
LOC133874	-0.721
HPS3	-2.1955
LGALS3BP	1.8211
DKFZP564O0823	3.40742857142857
MRFAP1L1	0.544625
HOXA10	-0.343833333333333
NGB	0.1125
KIF21A	-0.138076923076923
IFLTD1	0.078
LZTS1	-0.158375
ARHGEF3	1.8455
RHBDL3	1.9925
CSNK1G2	-0.0884166666666667
ChGn	-1.700375
KIAA1244	2.293
GABRB2	0.5765
MGC72080	-0.118
CD27	3.40275
EGLN1	-1.2955
PEX13	-0.05075
RWDD3	-0.099
RNF12	-0.1205
GRIN2B	0.193
ADAMTS14	-0.115125
DYDC2	-0.480333333333333
ATP6AP1	1.6886
NR1H2	0.283
PDK2	1.20075
C3orf17	-0.267166666666667
SLC38A2	-1.48571428571429
SLC25A29	0.319
C15orf29	0.904875
ADAM9	-1.10166666666667
TMUB2	0.851
GPR176	0.20225
AGK	-0.558375
MCCD1	0.278
NDUFA4	0.0045
TMEM146	0.0533333333333333
DUSP1	2.130125
UNQ6975	-0.2635
EMX2OS	2.20125
INSM2	0.1245
LUZP4	0.156
SETD6	-0.57675
P2RY2	-1.0555
SLC45A2	-1.0565
RABGAP1	0.322333333333333
UBXD5	0.345875
GPRC5A	0.5095
PAK3	-0.8785
LOC63920	0.04475
TGFBR1	0.4755
KRTAP6-3	0.24925
SFMBT2	-0.53225
CDC42	0.09075
C11orf35	1.1595
TTLL2	0.033
UACA	0.52225
CD97	-1.1444
SETD5	-0.469625
NINJ2	-0.22925
PTER	-0.0726666666666667
POMGNT1	0.24225
KRTAP4-2	0.0915
ECGF1	2.822125
HRB	-0.805181818181818
ATP1B2	0.0694
LOC400506	-0.789
COL4A3BP	0.9605
C6orf97	1.57575
GRHPR	0.793
TAS2R1	0.834
SEMA7A	-1.7945
EDF1	0.29575
ODF2L	0.7333
PCID2	-0.614666666666667
GTF2H4	-0.578
ZCCHC3	-0.41475
CGB2	0.1685
NEUROD1	3.90575
C20orf75	-0.35
RP5-1054A22.3	1.63033333333333
IFNA5	0.4755
ZNF134	0.44925
MGC119295	-0.2198
ZSWIM6	0.259875
SMEK1	0.236
PCGF2	0.219125
C1orf102	2.5425
CYP2A13	4.489
KCNH6	-0.8539
MDM1	0.5847
ALDH7A1	0.218333333333333
C9orf75	0.2595
VDAC3	2.216
OR51T1	0.229
EIF3F	-0.410333333333333
KCNJ10	-0.195375
LENG8	0.28
EDEM2	0.391833333333333
CCNJL	-1.2985
DHX37	-0.6605
CRYGN	0.427
AATF	0.072625
ZNF630	0.931125
E2F5	-0.039
WFDC13	-0.10375
FTSJ3	-0.6245
C4orf33	0.253
LHFPL4	-2.21325
C19orf56	0.0258333333333333
SMAD4	0.3965
AFM	-0.271166666666667
G0S2	-1.281
FCHSD2	-0.2258
RRP1B	-1.0047
EEF1B2	-1.018
STAT6	1.54983333333333
ZNF195	-0.44325
GNL1	-0.441833333333333
ZNRF2	0.807666666666667
PER3	-0.2015
ASB16	0.56925
C10orf10	1.26178571428571
ADCY8	-2.4195
C9orf58	-1.794
ARMC10	0.235333333333333
PSG1	-0.9555
DHX34	-0.00750000000000001
VARS2	-0.114875
NFIC	0.93875
ITPR2	1.84675
AGXT2	0.6365
OR6K3	0.1345
H2AFZ	-0.817833333333333
MLLT3	0.220166666666667
COX4I2	1.70475
CCNT2	0.097625
PLK4	-2.25975
NUMBL	-0.254333333333333
MED16	0.7005
PLEKHQ1	1.592
GOSR1	0.2985
BTG4	0.55025
RPL30	-0.143916666666667
IGSF5	1.32475
IGFL2	1.0325
ELMOD2	0.7965
SHC3	-1.19083333333333
HAVCR1	0.4915
DYNC2H1	0.0183749999999999
RNF5	-0.553833333333333
C2orf7	0.29875
NLF1	0.9775
KLHL25	0.4875
LRP10	1.4541
KRI1	-0.165
PUS7L	-0.140833333333333
MGMT	1.0405
HOXD1	0.733666666666667
CSH1	0.0782
ATG16L2	-1.41925
FLJ44635	0.181
CHODL	-0.309
EXOSC8	-1.815
SLC28A1	-0.25825
MYO7B	-0.5182
SEH1L	-0.5616
MTNR1A	0.435166666666667
TSPAN5	-0.414166666666667
CDC45L	-3.50266666666667
AMIGO1	0.584
ATAD3A	-1.677875
OSGIN2	-0.544666666666667
PDIK1L	0.464666666666667
DARC	2.025875
PIPSL	0.5485
SHMT1	-0.5665
CRISP3	0.7565
POPDC2	2.20266666666667
ZRANB2	-1.264
FBXL8	0.75625
TRIP13	-2.59272727272727
EIF5AL1	-0.596
POU5F1P3	-5.009
IL6	-2.72833333333333
CXorf38	0.4605
IFNA16	-0.015
FBXL2	2.02833333333333
BRD1	-0.17625
STATH	0.528
FBXO44	0.292166666666667
MCCC2	0.0155
CDC2	-1.9484
C5orf23	-2.009
IVD	0.845833333333333
C10orf122	-0.33675
MSL3L1	-0.038
MVP	0.8725
EPOR	-0.6918
ZMYM1	-0.522833333333333
BCL7C	0.764
PSTPIP2	0.5714
LYPD1	-3.233375
OR8G5	0.0855
ZP3	0.3615
BCAS4	1.96541666666667
EDG6	2.08325
ISY1	0.21925
PRAMEF2	-0.742666666666667
CUL1	-0.0695
RNF213	1.0944
CCRK	0.8505
DHX9	0.039625
C13orf29	-0.887
NCKAP1	0.358333333333333
MRPL43	0.987928571428571
XPR1	-0.025
PKN2	0.7974
PODNL1	0.6955
ZNF333	0.65425
DALRD3	1.35025
OPN1SW	0.514
BTBD6	0.58775
C11orf82	-2.687
OR5P3	-0.359
DUSP11	-0.03125
L1CAM	-0.8961
NEK11	2.428
OR7E91P	1.0565
CNTN3	0.438
CREB3L2	-0.2505
ZBTB37	0.4275
KIAA1324L	-0.24975
NDUFB10	0.0541666666666667
NUDT2	0.2995
GTPBP8	-0.74025
CACNA1D	2.1235
PRKAA2	-0.5245
PRDM8	0.7595
MGC16075	-0.1345
KRT14	-0.512071428571429
PP8961	0.657875
MRPL18	0.03
ABCG2	-2.1095
PACRG	0.70375
BBS2	0.53475
KREMEN2	-3.7235
FBXO21	1.1995
HNRPUL1	0.0605
GRB10	-1.4705
CLSTN1	1.181875
LMAN2	0.5836
C17orf61	0.34175
NIPSNAP3A	0.2535
INSIG2	-0.804833333333333
PCDHB7	0.521666666666667
STXBP2	1.302625
CMAH	0.836916666666667
SEMA5B	-0.9315
ZNF155	0.295333333333333
COQ6	0.363333333333333
PRPF4	-0.51625
TSPAN15	1.7936
VN1R5	0.6715
LATS2	-0.11525
SELK	0.57175
PGK2	0.3355
MS4A1	-0.6475
TYW3	-0.591
KRTAP5-1	0.969
RCCD1	-1.63316666666667
BTN1A1	0.6165
DDX28	0.085
TMEM65	0.05225
LOC92345	-0.43175
TTC31	-0.6775
WDR46	-0.595333333333333
CHP2	-1.35066666666667
LSP1	0.673625
ZNF542	0.5895
EXOSC1	0.0065
ARHGAP18	-0.204666666666667
LRRTM4	-0.38675
MAOB	1.50541666666667
CACNB4	-0.5895
MGC33846	0.5725
RANBP3L	-0.467
ATP5L	-0.59625
ONECUT1	-2.4085
NUDT9	0.16
TMEM149	0.216
STX17	0.51
IGSF10	-3.12475
TMPRSS9	0.472
BMPR2	1.23941666666667
ALLC	0.0505
KLF7	1.12875
GCC1	0.6657
TIMM9	-0.689
CDO1	-0.433
MGC10701	-0.716166666666667
IFI6	3.7605
FRMD8	-0.438
MGAT2	0.70675
WBP5	-0.686333333333333
CNIH2	0.61625
KIAA0907	-1.3421
KCNH8	0.024
CTSG	-2.6445
GRIK1	-0.0748
CUL5	0.1115
FRMD1	0.464
OR9A4	1.09
SYT6	-0.62375
FOXD4L2	0.1205
ANAPC2	-0.113333333333333
OPN5	-0.5515
TAF13	-0.64725
LYG2	0.49425
GGNBP1	0.1655
C11orf40	-0.129
OTX2	-0.8575
REG4	-0.428833333333333
EIF5	-0.497125
PALB2	-0.97375
SEPSECS	0.0802
RNASE3	-0.0525
TRIM49	-0.6805
POLR2K	0.3297
GPR42	0.239
C8B	-2.5615
SASS6	-1.0485
PREB	-0.4315
OR3A3	0.419
TUBA8	0.308875
IGLV2-14	-0.24675
STIL	-2.35025
ANKFN1	0.0045
NME7	-0.069
HOXC12	4.51375
UBE2C	-1.325375
FHOD1	-0.65475
CDK2AP1	-0.0315
OR6K2	0.4185
DHPS	0.27075
RPL5	-1.34541666666667
TRGV5	0.8085
LOC541472	-0.001875
HCCS	0.223
DENND1B	3.668
LHX3	-0.5395
OR5D16	0.7855
CXorf57	-1.9015
IRF2BP1	0.69525
NDST2	0.601166666666667
LCE3D	0.7985
BOLL	0.393333333333333
SYT3	-0.53275
PIH1D2	-0.225
C20orf7	-0.737166666666667
IL1R2	0.189
SLAMF9	1.2625
PPME1	-0.647875
PIK3CA	0.601
TRAPPC1	0.642625
COLEC10	-0.6255
SLC9A6	-1.022
PDDC1	-0.384583333333333
CCDC53	0.5725
GK3P	-0.15625
DAZL	-0.509
BRI3	0.30425
SDK1	0.011625
CYP2C18	0.433
IFI44L	3.59925
RPL3L	0.322
FUT9	-1.6394
KIFC2	-0.3325
PMP2	0.120333333333333
SLC4A9	-0.853
PLAG1	-1.98216666666667
MYCBP2	-0.5165
OR4E2	0.026
CCDC65	1.4365
C16orf82	0.2315
ENTPD4	-0.469125
BRP44L	0.7395
PMP22CD	-0.0915
TMCO4	0.7485
KCNN1	0.0358333333333333
WDR35	-0.5835
CCDC80	2.121625
C3orf31	-0.98725
SLC7A9	-0.81125
TMEM190	-1.1245
DBC1	-1.46533333333333
FADS3	-0.4015
PDZD8	-0.1695
GRM5	-0.12525
AZGP1	4.4521
PEX3	0.394
MED1	-0.153285714285714
ATG4C	-1.31016666666667
HNRPH3	-0.871125
FAM109B	1.8825
C4orf17	0.00950000000000001
CA10	0.449
OPRD1	0.338
CCL16	-0.91225
SACM1L	-0.17925
CST6	2.74825
CD63	1.40775
LGI1	-1.31075
ZNF784	0.934
CRYBB1	-0.545
CX3CL1	0.4491
TOP2A	-1.698875
GYPB	-3.35666666666667
GADD45GIP1	-0.30125
FEN1	-1.350625
IGF1R	0.9053125
WDR72	0.38
PURG	-0.354666666666667
DEFB126	0.12425
PKD1L1	1.017
CAV1	-2.2987
GNPDA2	1.2997
DGAT2	-1.038125
NLGN1	-4.0115
STRBP	0.514875
HPRT1	-0.562833333333333
FANCI	-1.936875
PSMA7	0.333
DBF4B	-0.369833333333333
TTF1	-0.56275
RAD54L	-2.8275
ELOF1	-0.044
PLAGL2	-0.721375
ZNF256	0.173
HMGCL	0.679
MSI2	0.110166666666667
RPESP	-1.89033333333333
C11orf60	0.55625
ABCD1	0.265
ACAA1	0.6636
SPARCL1	4.53014285714286
IL6ST	2.7538
ZNF319	0.49025
TMEM109	0.6351
FAM90A1	-1.8785
IL22RA1	-0.9975
ATP4B	0.093
TEC	-1.35433333333333
C7orf30	-0.89475
TXNDC2	-0.154833333333333
ABCB4	0.163
KIAA1191	0.354375
C9orf38	0.3135
SFTPB	0.170625
CNTNAP2	1.4885
FRK	1.846
TBX19	-0.27925
CHD4	0.05725
C6orf26	-1.94483333333333
MOSC2	1.7665
IKBKE	1.40175
HIF1A	-0.79
LOC595101	-0.1305
RELA	0.707166666666667
TMEM16B	-2.06816666666667
ABHD12B	-0.77175
TSEN34	0.8865
KIF18A	-2.42175
TXNDC9	0.1335
SPATA2L	0.153
SEMA4G	-1.9005
C21orf91	-1.129375
MATN1	-0.2405
KCNIP4	0.288666666666667
TUSC1	1.486125
OR4C15	0.4665
ARMCX6	0.5615
WBSCR27	-0.887333333333333
OR52I2	-0.48
KIAA1604	-0.834
DYNC1I1	-0.2525
PPP4C	0.41725
SLC47A2	-1.2515
TREH	-0.148
CD48	2.26683333333333
ST14	1.42716666666667
PKN1	0.03
SPON2	2.498
XBP1	2.3525
SFRS12	-0.346333333333333
EFCAB6	1.41025
SELT	0.48225
SLC39A2	-0.106
ERF	-1.2355
ARL3	0.9425
SURF6	-0.7536
MLLT10	-1.16971428571429
FLJ11171	0.794333333333333
TDGF1	-4.54633333333333
ERCC6	-0.4455
EIF2AK4	0.911625
BAZ1A	0.436
LRRN3	0.0648333333333333
TMC3	0.254
EFTUD1	0.15725
PTPRO	1.74683333333333
CLEC12A	0.0725714285714286
ACBD4	0.436375
ZDHHC14	-1.201
OTUD7B	1.485
ACTB	0.7988125
MSRA	0.0785
LCE5A	1.4835
IFI35	1.79275
BSCL2	1.26233333333333
ANKRD12	0.2835
CFHR2	0.535
RGAG1	-0.0221666666666667
HSFY1	-0.3935
SLC30A5	0.399833333333333
IMPG1	0.2865
GPR109A	0.393
ZNF185	-0.074
IYD	1.115
NPCDR1	1.082
SERPINA13	0.4575
HMGCLL1	-0.8525
NEUROG1	1.10066666666667
UBQLN1	-0.0919374999999999
LIN37	0.07225
SOCS2	-2.55475
DSCR4	-1.36175
XKR6	-1.39975
GPR142	0.677
KRTAP13-3	0.376
CCDC15	-0.465166666666667
MOS	-0.168
CD1E	-0.3765
OFCC1	0.335833333333333
FAM83D	-2.003
SRFBP1	-0.22
C9orf96	-0.1525
DHDH	-0.33275
CCDC90A	-1.0255
RABL3	0.14195
CD320	-1.73266666666667
ANGEL2	1.02333333333333
MRPL21	1.8825
SMG6	0.485833333333333
INSR	2.0834375
FLJ14816	-0.12
GLRB	2.188
C9orf89	1.42
CIZ1	-0.24375
URG4	0.395333333333333
LRDD	-1.24783333333333
CBY1	0.670833333333333
NFX1	0.08725
MTERFD2	-0.157
C19orf23	0.3205
PGC	-1.652
IER3IP1	0.7511
RASAL2	1.10158333333333
C1orf89	1.73472347597681e-18
SYNJ1	-0.1895
NFKBIE	1.14675
FLJ40125	-1.32583333333333
TCEB2	0.5068
NOG	-1.2625
POLR2J2	-0.562833333333333
HLA-B	3.4575
PCDHA1	1.4405
PPP2R2B	-0.71725
ARHGEF17	0.627166666666667
TCF7L2	0.529785714285714
CHD5	-0.4645
ZNF431	-0.421
TBC1D25	0.76875
ZNF800	0.32325
SCUBE2	4.15309090909091
MYCBP	0.651333333333333
GPX5	0.125
C6orf129	0.519333333333333
QSER1	-0.335833333333333
ULK2	2.236
PIGO	0.939166666666667
NRCAM	-2.30023076923077
SLC35E3	0.638625
CSRP2	-1.28375
HYPE	1.09725
MAPK15	0.482666666666667
MGC14327	0.27275
TIMM13	-0.453
ZNF462	-1.475
GBA3	0.1925
TEX13A	0.23
MCM6	-1.202
MTRF1	-1.63975
ABCA7	-0.5225
EIF4A2	-0.57925
ZC3H10	0.9191
RPGR	0.467333333333333
C20orf94	0.7655
RP1L1	0.35325
GPR125	-0.654
USP22	-0.665
OR1L4	0.02075
MLZE	0.4225
FLJ32065	0.3145
PTCD1	-0.06625
CRTAC1	1.11333333333333
BXDC2	-1.346
C18orf1	2.06366666666667
FAM107A	0.563642857142857
EFNA3	-0.404
P18SRP	0.116
CAMKK2	0.443083333333333
KIAA0649	-0.1805
NES	-1.26833333333333
HS6ST3	-1.799875
PON2	-0.0945
TCP11L2	0.495
CLEC4A	2.52325
PRR12	0.3725
MLXIPL	-1.6527
C2orf50	0.596
ZNF28	0.73975
ENC1	-0.0213333333333333
MAP2K1	-0.4355
FKSG2	0.1365
KIAA0430	0.59625
PTP4A1	-0.688555555555555
GPR156	1.107
GTF3C6	-0.2725
UBR2	0.146
LOC388272	-0.71725
MAK	0.781833333333333
ACOT4	3.4485
STC2	0.250083333333333
PIGW	-0.895875
SAE1	-0.274375
COL6A1	1.46286363636364
OAZ1	0.167833333333333
STMN4	-0.0333333333333333
EDG3	0.113666666666667
SGCE	0.1575
IL11	-1.72233333333333
PRSS8	2.280625
YIPF5	0.9715
WNT4	3.7555
CSN2	0.2365
TCF7	-3.164375
TDO2	1.28975
SAMD9	1.7153125
S100A7A	0.247
MMRN1	1.46716666666667
GKAP1	0.215
AKR1C3	-1.15825
RNF19A	0.395
GMDS	0.51575
YKT6	-0.228
SPARC	2.23
C12orf31	-0.475
UBE2V2	-1.66183333333333
FBXL18	-0.8395
KIAA0460	1.03675
ADAM22	0.131714285714286
SERPINC1	-4.10525
KCTD21	0.71775
MYOHD1	-2.2125
ZNF37A	0.0621666666666666
GTF3C1	0.611833333333333
CTSZ	1.45475
PRNPIP	-0.360375
DRD1IP	1.18325
NR1I2	-1.895
ZNF266	-0.4741
SPAG4L	0.3
COX4NB	-0.4285
SAPS1	0.676833333333333
APOA1	-3.752625
TATDN1	-1.03783333333333
C10orf82	-3.066
KPNB1	-0.5675
FOXO3	1.22133333333333
CRYBB2	-1.4745
ZBTB5	-0.987833333333333
SLC25A38	0.475
DCTN2	0.221833333333333
IFT20	0.58175
CTHRC1	2.586
C1orf31	-0.092125
UHRF1	-0.813875
GPC6	-0.46375
C10orf54	2.0055
MCF2L2	0.530333333333333
WNT9B	0.173
OLA1	-0.68575
FAM120B	0.89125
TTLL10	0.4865
CYorf15A	-4.41175
RELN	-1.5937
SCN2B	0.218583333333333
MFHAS1	-1.57775
NKX3-2	-0.203666666666667
RASGRF2	0.074
SSBP1	-0.7365
KPNA6	-0.307714285714286
LOC389118	-0.129
HS3ST4	-1.1811
SUPT7L	-0.850625
FLJ32658	-0.38475
IGFBPL1	-0.36
KIAA1641	-1.3063
SHKBP1	0.2755
CSF1R	4.618
NAGK	0.885
MYL2	0.41775
HIST1H4C	-1.63366666666667
TOMM7	-0.327625
ADAMTSL3	2.1499
TNFSF14	-0.28425
PRRT2	-1.45825
VTA1	-0.372625
AOAH	3.45
CRISPLD2	2.03121428571429
PNN	-1.1975
TA-NFKBH	0.0345
ESPN	-0.40325
RBM43	-0.246
KIAA1267	0.615
DDX3X	0.594388888888889
KIAA1576	-4.99725
PLXDC1	3.72533333333333
FLJ25801	-4.29375
HNRNPL	0.0565
RUNDC3A	0.4046
CASP12	0.9695
SH2D5	-1.172875
RPL26L1	-0.1725
OR51A7	0.05375
HDC	2.7035
C2orf16	0.504833333333333
SYTL3	1.2155
GOLGA4	0.6268125
NOTCH1	-0.664166666666667
ATPAF2	0.917
ECD	0.08225
SSX5	-1.49583333333333
SNAP91	0.043
OCA2	-4.3705
PNPO	0.597333333333333
DAPK1	0.2625
PINX1	-1.07916666666667
SELENBP1	1.01675
NEK3	-0.630166666666667
TMED4	0.571428571428571
SSTR4	0.5495
FOSL1	-2.6042
CD40LG	0.537
CES1	-0.727727272727273
DCI	0.544833333333333
B3GAT3	0.3945
STK17B	-0.176
CNTN6	0.19625
CYP3A4	-1.34433333333333
MBOAT2	1.50742857142857
PISD	0.07875
USP1	-0.94725
PYDC1	3.04933333333333
CENPM	-1.687875
SAR1B	0.7365
TTC7B	-0.43925
DP58	0.1645
GPC1	0.73225
RBL1	-1.417875
TMEM137	-2.91983333333333
TOB1	0.84775
TCEAL1	2.063
CENPF	-1.86345454545454
C6	0.247666666666667
PRSS1	3.09525
PPIL6	1.88416666666667
C6orf124	-0.3505
ODZ4	1.01766666666667
SNCB	0.02575
NDUFB9	-0.24775
CNOT6L	0.685833333333333
S100A9	0.2945
TRIM50	0.5575
KCTD1	1.6582
WDR63	0.1985
SPEF2	2.327
RNGTT	-0.411333333333333
CXorf22	6.0315
KCNK16	0.336
CEP250	-0.9855
ATPBD1B	-0.5845
KCNJ2	2.98075
MT1B	-2.664
ZNF684	-0.8445
SLC4A1	0.44875
PDHA1	-0.51025
ZNF492	-0.228625
TKT	-1.73425
BYSL	-0.637375
RNF38	0.1115
AHDC1	0.408
KLHL2	-0.547625
CMTM8	2.8875
DMP1	-0.3055
HERPUD2	0.303875
CRTAM	2.58083333333333
ZNF572	0.10175
TMEM16J	-0.053
HSD17B2	-4.37
UBE2G1	0.1985
AHSA2	-3.0745
PELI2	-0.5775
TPX2	-2.510625
ATP9B	1.414
DAZAP1	-0.3115
HMGCS2	1.65466666666667
C17orf38	0.31225
B9D1	-0.14075
NKX2-5	-0.683166666666667
KIAA1276	-0.14125
LILRB2	3.364
CSTF1	-0.691666666666667
BTN2A1	0.0571666666666667
C15orf48	5.9465
IGF2BP3	-4.47825
FAM113B	0.312
HRG	0.420375
ZNF131	-1.09925
USP47	0.665785714285714
CCDC88B	0.067125
HCN1	-0.3103
HTN1	0.104333333333333
SYCP3	0.00225
C13orf23	-1.2251
PAPOLA	0.6145625
AATK	-0.2566
MSH3	-0.304333333333333
NDUFAB1	-0.6365
ITLN2	-1.08483333333333
BAK1	-0.331833333333333
MRPL45	-0.429166666666667
MTNR1B	0.120166666666667
LOC645843	-0.0345
SPECC1L	-0.4255
PGCP	0.57275
SPN	-0.246
GPR143	3.56583333333333
ZNF576	0.6685
TMEM39A	0.6234
ATP5D	-0.272333333333333
MAGEB3	-0.758
RPS5	-0.473166666666667
ANP32E	-1.21835714285714
MTMR1	0.65775
YEATS4	-0.552
SYNGAP1	-0.01225
PCOLCE	0.276666666666667
MNS1	-0.2835
PCYT2	-0.0856666666666667
ZNF182	-0.03175
LAX1	1.058625
SPPL2B	0.8931
ELOVL5	0.5953
PCDHAC1	0.3225
B4GALNT1	-0.972666666666667
BLOC1S2	0.523
ZNF673	-0.478
ARHGAP21	-0.791
IRX5	3.9945
LRFN5	0.228333333333333
FAM7A1	-0.77725
RAB19	0.1525
GINS1	-1.993
ITM2B	1.5287
PAPSS2	-0.439833333333333
OR5BF1	0.7125
ACSL3	-0.192
KIAA1919	-0.760916666666667
GLT8D2	2.46325
UTRN	0.384214285714286
CNN1	0.9705
HISPPD2A	0.205666666666667
SDAD1	-0.283375
SIGLEC9	1.55483333333333
RPL35	-0.97
C22orf26	0.287
IMPDH2	-0.241375
WDR69	-0.4665
SEC14L5	0.242666666666667
CLTA	0.414
RP11-529I10.4	0.9005
GPR37L1	0.00549999999999999
OGDH	-0.161166666666667
ASB13	0.785333333333333
ZFP14	-0.07325
ZCRB1	0.479333333333333
KPNA3	-0.10975
HSPA1L	1.06075
RHOC	1.32825
LOC554175	0.05375
PPP3CA	0.7281
SLC1A7	-0.5907
ZNF529	-0.184833333333333
RBED1	0.31825
DDB2	-1.16675
FLJ11286	0.749
SPATA1	0.499
MKNK1	-0.045
DYSF	1.20183333333333
ALKBH2	-0.459
NKD1	-2.70283333333333
C1orf174	-0.6075
PLEKHO1	1.23783333333333
ASB10	0.19275
RING1	-0.404166666666667
NPC2	1.333125
AVPR1B	-0.052
YTHDF1	-0.243166666666667
LMAN1L	0.461
GSG2	-1.376
CEP170	-0.2563
