Hybridization REF	TCGA-A8-A08P-01A-11R-A00Z-07
C7orf28B	0.431
TMEM185A	0.54835
ZZZ3	-0.4595
C16orf5	-1.079
GALNAC4S-6ST	0.8375
C1orf186	0.67075
IGFBP4	0.589166666666667
NDUFA10	0.0945
CLIC2	0.35875
RNF13	1.459
GPR103	-1.63625
CD69	-1.53675
MYOZ1	0.4515
IFNB1	0.5035
CLNS1A	-1.01225
CXorf45	-1.398
ZXDB	0.5855
FUNDC2	-0.046
GPA33	-0.28125
C9orf70	0.04025
SLC2A9	-0.446125
LOC126520	-0.62
MAGEB1	-0.75075
LCE2A	-0.3455
C18orf34	1.3025
FMNL2	-1.27625
KRT85	0.39675
CRYGA	0.043
GEM	-0.092
THAP6	1.1919
ALKBH3	0.249333333333333
TM6SF2	0.4575
C20orf82	1.61575
RANBP2	-0.270166666666667
LIG3	0.8852
RETSAT	0.730125
OR8S1	0.716
CAST	0.18675
TGFBI	1.2514
C15orf37	-0.18825
PGM3	0.1405
SLC4A11	-0.853625
FAM123C	0.208666666666667
TAOK1	1.13725
CISH	1.55525
OGDHL	-2.14725
SPINT2	2.63166666666667
ZNF33A	0.77
CLDN18	0.146333333333333
RNF128	-2.63475
CCDC71	-0.674
RASSF6	0.414
HSPG2	0.6815
ATP6V0E1	1.384125
ABHD6	-0.3495
CD274	2.5875
GCNT1	0.31975
NT5C1A	0.102166666666667
TM4SF5	-4.0305
C21orf58	-1.19666666666667
SUCLA2	-0.68125
RFTN2	1.75725
SCNM1	0.425875
SLC9A10	-0.147
FUNDC1	-0.03775
SLC35F4	-2.4815
AMD1	-0.461
COL6A6	2.11
OR4K2	0.41
TRIB2	-1.015
LOC91461	-2.67625
GHSR	0.4945
ATP8B1	1.818625
C1orf78	1.41216666666667
RNF183	1.28433333333333
STX4	0.5816
TPPP2	-0.6875
MYBPHL	-2.4995
TXNDC6	0.1274
C9orf47	2.6545
FAM137B	0.0635
FANCB	-1.8045
C11orf9	-1.838
DPY19L1	-1.199
VDAC2	-0.0948333333333333
VHL	-1.03675
LMBR1	-0.630625
C8orf44	-0.14525
ZPBP	0.24975
FGF23	-1.82375
C21orf67	1.515
PCNT	0.054375
BCKDHB	0.0199
GALNTL5	0.35225
BET1	-1.179875
ARL13A	-0.82
HDAC6	-0.577375
N4BP3	1.84483333333333
OTOP1	0.3075
TTC30A	1.283
CRISP1	0.3835
KRT32	-0.1765
VSTM1	0.1675
ZNF622	0.3785
POLR3B	0.0857
DNAJC10	0.08925
C12orf54	0.906
ADIPOQ	0.934333333333333
RIT2	-0.26175
CD44	-0.03845
ABCA3	1.014125
RPS17	-0.978
FEZF1	1.0725
PCDHB15	-1.3875
KCNMA1	-0.395272727272727
CCDC116	-2.286
C15orf27	-1.3715
NARG2	-0.87525
ITGA5	0.0955
MEFV	1.255
TUT1	-0.055375
LOC541473	-0.18775
NMBR	-0.103
GLT1D1	-1.0185
ABCB7	-1.07275
PFKP	-1.634
C9orf91	0.5736
LRRC41	0.0983333333333333
C1orf85	0.654833333333333
ATP5F1	-0.6535
STOX1	0.431625
GFOD2	0.17725
SLC25A3	0.09375
ZNF646	0.0404
ZAR1	-1.092
OSTbeta	-2.076
GALNT3	1.66475
IFT122	0.703833333333333
LDB3	0.00550000000000001
GARNL1	0.250142857142857
HOMEZ	0.5385
LRRC6	3.802
ANGPTL5	-2.1715
UBAC1	-0.7265
DLEU7	0.036
RPL19	0.6195
TOP1MT	0.285166666666667
LOC643641	0.225625
MBD3L2	0.123
NTSR1	0.0698333333333333
WISP2	0.17775
GPSM2	-0.98375
RDH10	1.6701
PRKCG	0.4095
HIST1H4J	1.977
MON1B	0.0617
MLF1IP	-1.71783333333333
ZNF446	0.51125
COL4A5	-0.4265
SLC26A1	0.233357142857143
RGN	-2.6425
CCNB1	-1.45875
C9orf165	0.45925
CCDC28B	0.223
CCDC97	0.522
FGR	2.868125
MSRB3	0.5182
EPN2	-0.01925
COX15	-0.632
KCNK6	0.0218
XK	-3.341
GDA	-5.125375
HEPH	-0.442125
THRAP3	0.615125
MET	-1.45007142857143
PHYHIP	-0.539
LYAR	-1.258
ING3	-0.51975
AK7	-2.25225
CCT8L2	-0.166375
COPS7A	0.4025
WSCD1	-0.86275
RNF185	0.8735
TNS3	1.40625
KNDC1	-0.967
RWDD4A	-0.623166666666667
MED13L	0.7522
ZFYVE1	0.4105
C7orf44	-0.871333333333333
MRPL1	-0.448
STGC3	-1.17375
TEAD1	-0.760666666666666
RPL7A	-0.6055
ARL6IP1	0.9465
C1orf178	-0.3885
CTAGE5	0.736416666666667
TMEM184A	0.835833333333333
SLC25A14	0.00924999999999999
CACNG5	0.36575
ATXN10	0.5264
ECH1	0.5172
CCL22	0.604
CYP2F1	-1.985
GADL1	0.3365
TMEM19	-0.2851
RUNX3	0.66725
EFNB1	-0.347666666666667
LIPN	0.0815
ACSM3	-4.1355
SIGLEC8	1.644
ASCC3L1	0.111
NOL8	-0.454625
RELT	-0.5795
Magmas	-0.61075
PPP1R15B	0.3558
C11orf2	0.752
VKORC1	-0.427166666666667
MGC26647	-0.01175
TRPM6	-0.202833333333333
UGT2B7	-4.97466666666667
FEV	0.125
FOXK2	0.4126
PDCD5	-0.733
SLC8A1	2.7421
DGUOK	-0.244333333333333
CLDN16	-0.594
GAGE1	-1.5935
RBM17	0.3395
C1QTNF3	1.730875
VGLL3	-0.0591666666666667
UNQ5830	-0.4705
CD1A	-2.38916666666667
SCGB1C1	0.1785
SUPT4H1	0.307125
TRAF5	0.7715
ASAHL	2.246875
FAM73A	0.773
OR6B1	0.357
WHSC1	-1.4303
GFPT2	0.7205
LOC339809	0.49575
STARD5	0.486666666666667
SIP1	-0.459
DNAJC15	-1.2785
STAU2	0.8606875
FAM98A	0.207625
RAD23B	-0.090625
LRRC33	-0.5845
CHRAC1	-0.5295
C21orf89	0.31475
C19orf43	-0.0296666666666667
KLK8	-2.78066666666667
CCNE1	-1.70825
PKDREJ	-0.350166666666667
SSU72	0.187
C17orf73	0.474
GPR78	1.006
WHSC1L1	0.2075
GSTA2	-1.15125
SMUG1	0.4765
UFM1	0.4646
AP3M2	-0.429083333333333
USP14	0.342375
FBXL14	-0.4295
DSTN	1.38175
SFRS14	-0.0165
FBXO31	-0.659
C12orf40	-0.645
FRS2	1.06425
NR2E3	-0.17325
TUBB2C	-0.3815
GMPR	0.1885
C9orf139	0.5985
ING5	-0.488785714285714
LOC730092	-0.2135
ORM1	-3.9
RP11-11C5.2	-1.32975
HSPD1	-0.6641
PIWIL3	-0.20625
C5orf13	-0.3962
OR5R1	0.7565
LCOR	-0.209
PLEKHA9	-0.2555
CCDC43	-0.12375
ZNF232	0.04375
SLC6A7	-0.968
ADH5	-0.92025
SHBG	-1.046
CROCCL2	-0.15475
PANX3	0.0785
CDIPT	0.3005
SLC16A5	0.31875
TUBB	-0.309625
TOR3A	0.6848
PREP	-0.124833333333333
ENTPD8	0.620142857142857
CHMP1B	0.09025
SYT12	1.093
MYH6	-1.767
MAP3K13	-0.3375
KLHL30	0.297
LCMT1	0.29375
EIF1AX	-0.371
FOXD4L1	0.4435
SLC24A5	-0.496
RNF166	-0.107
TJAP1	-0.13625
TMEM156	-0.0921666666666667
ZNF239	1.85175
SNX19	0.8432
GKN1	0.4765
FCN1	2.8224
C1QL1	-1.611
ATP11C	-0.226
ZNF35	0.7545
CARD8	0.231625
LIMD1	-0.524166666666667
KIAA0286	-0.943375
XRN2	0.0685
CD6	1.2405
TOX3	1.828625
ZSCAN4	-0.959
RSRC1	-0.6005
COG1	0.68775
PTRF	0.3264
C16orf35	-0.03825
FBXO24	0.03775
CHST11	0.4055
THRB	0.826
MYBPC1	0.155
RNF39	0.869
PSMD11	0.3095
ALAD	0.439333333333333
EN1	1.27725
SLC9A9	0.66975
GSTM4	-0.6763
CDC42BPA	-0.368842105263158
RCSD1	-0.2895
LUC7L2	-0.8659
SPTBN1	-0.4433
LOC146167	0.2745
BAT5	0.8774
ZNF452	-2.708
LSM4	0.516625
SRP72	0.7458
SGK269	0.0855
MTX1	0.66225
CENTA1	0.03925
UNQ9433	-0.8365
ATR	-0.437
DDX49	0.992833333333333
PAQR8	-1.0115
C14orf174	0.75925
GBGT1	0.247
THAP1	0.2365
OR10K1	0.946
RASIP1	-0.926166666666667
DPYD	0.2373
DOHH	0.68625
C18orf45	1.25675
POF1B	1.1433
ZNF552	1.77925
USP32	-0.398875
MED27	-0.521166666666667
C14orf149	-1.096
PRDX4	-0.451333333333333
ABHD12	0.0457
AGT	-3.42425
SLC22A14	-0.28975
C1orf58	0.9815
PILRA	-0.50275
ABCF2	-0.832875
C17orf85	0.3012
TKTL1	-0.57725
FGF1	2.17595
IL6R	0.774666666666667
VPS25	0.502
CHRNB2	-0.649571428571428
COL7A1	-1.9374
LRRC48	2.06366666666667
SPG20	-0.577666666666667
COX10	0.23975
GCA	0.2495
ECEL1	0.349
GLG1	-0.163666666666667
SRD5A2L2	0.5465
MUTYH	-1.030375
ZNF70	0.334
L2HGDH	-1.30575
GPATCH2	0.81575
ZNF655	-0.763
ZNF227	-0.3445
MCOLN2	1.32966666666667
NQO2	-1.26025
KCNQ5	0.1215
NEU1	1.00416666666667
QRICH1	-0.09375
ZBTB20	0.631333333333333
RPUSD3	-0.23875
EPGN	-1.823
TSN	-0.0764166666666667
SPRY2	-3.23533333333333
LZTFL1	0.100875
GMFB	0.046625
PBEF1	-0.7285
HBG2	-3.3495
TMEM8	0.94275
PALM2-AKAP2	-0.0706666666666667
NFYA	1.0125
FAM108A1	0.4155
PBLD	0.383
NRG4	-2.70175
PIGF	-0.55125
PTGER1	-0.09775
NOS2A	1.50116666666667
C21orf34	-0.6755
C21orf51	0.258166666666667
IL17C	0.5175
TRMT6	-0.270333333333333
ETV2	0.235
CCDC109A	0.178
MYLK2	-1.6955
ATP10A	1.4902
DPH4	-0.83225
C5orf5	0.307833333333333
KCNA4	-0.203333333333333
NMNAT2	-1.10866666666667
GLYATL2	2.8255
LSMD1	1.003375
IL23R	-0.53075
NRF1	0.06175
MUC15	2.37233333333333
PRDM12	-2.3985
PAQR4	-0.133357142857143
RBBP6	-0.635875
IFI27	4.4745
SKAP2	0.44
TAGAP	2.33325
TJP3	2.3925
C9orf61	0.5105
IDS	-0.0742857142857143
PARG	-0.08325
LOC131149	0.011
DYRK4	0.686166666666667
MICALL1	0.12525
GALR2	0.323
GPBP1L1	0.170875
TBX21	5.16025
KCNJ6	0.179166666666667
GGN	0.2275
CASP5	1.094
RNF182	-5.094
BRD4	0.28925
DOK4	-1.029125
SLC46A2	2.14
SOX9	-0.836416666666667
ZNRD1	-0.701
PRR6	-0.99725
FAU	0.256125
DTNB	0.758166666666667
CARD9	1.287
STS-1	-0.5025
SLC4A5	0.54425
NSBP1	-1.52225
UGCGL2	-0.648083333333333
POTE15	3.0195
NOXA1	0.1495
RP13-347D8.3	1.321
SAMD10	-0.224166666666667
EP400NL	-0.3975
TCF21	0.1145
AMELX	-0.4865
JPH2	0.3501
SLA	2.563625
DLST	-1.09483333333333
SEPT12	0.70225
RGS20	-3.9415
LXN	0.864666666666667
ZNF419	-0.12975
UPK3B	-0.0356666666666667
RELL1	0.8785
ESPNL	-1.64
KLHL21	-0.165875
PI15	0.4035
C2orf61	0.039
LOC407835	0.0971666666666667
RER1	0.284583333333333
ELAVL2	0.204
MGC26718	0.482
KLF2	1.4895
TNFAIP8L3	0.6165
TFE3	0.6175
C11orf17	-0.332
15E1.2	-0.608
SNRPC	-0.466
DLGAP1	-0.58625
PGLYRP1	0.19175
OVCH2	0.48
IRF7	1.8986
SET	-0.2847
NAB2	-0.361333333333333
LRP5L	-0.49525
FAM120A	0.77825
ASCL2	0.847
SHH	0.265
ATP5H	0.548833333333333
THPO	-1.058
TYRP1	-2.773
HIST1H3E	0.871
EIF2S1	-0.362555555555556
TNFRSF17	-1.20033333333333
TARSL2	0.03775
NKX2-8	0.0585
C1orf115	0.78275
LOC56964	0.6615
KIAA0841	-0.742
ISCU	0.2755
TTMA	-0.362
ZNF414	0.071
LOC441150	1.043
RAB15	0.66475
HBP1	0.410166666666667
TNNT2	-1.33316666666667
CECR5	-0.0705
PHGDH	-1.555125
JRK	0.5811
XPO4	-0.883875
FAM131C	0.7065
ARHGAP25	1.82766666666667
CA9	-3.13511111111111
GPR62	0.429166666666667
TLX1	-0.420333333333333
GPS1	0.658
OR2M2	0.508
BDP1	0.204928571428571
FAM70B	0.2615
RPS29	-0.5865
MKLN1	-0.67
TSPAN19	-3.19125
SLC29A3	1.0403
LGALS4	-0.215833333333333
USH2A	0.458333333333333
NF1	0.147666666666667
APOBEC3A	4.47383333333333
IMPAD1	0.6215
OLR1	3.99783333333333
NRAP	-0.227
HCFC1R1	0.394333333333333
TAOK2	-0.0238333333333333
MCM10	-1.07133333333333
MAP4K3	0.00766666666666668
CBS	-1.995375
CLK3	-0.4902
PCDHGA5	0.71
ELF4	0.38075
FAM71A	0.25525
C11orf49	-0.03025
CLIP2	-0.42375
BTBD9	0.9983
ZNF524	1.15425
KDELR1	0.314166666666667
ZNF509	0.08
NCSTN	0.534
ZNF533	0.5505
PARP4	-0.470375
GALNT9	-0.2455
NPY	-2.977
BEGAIN	-2.73316666666667
TMEM77	0.2
FOXRED1	-0.4735
SLC16A2	0.0816666666666667
SLC35B1	0.4035
GK5	-0.282416666666667
SDCCAG10	-0.7535
C4orf20	-0.5755
SLC9A2	1.093
ADD1	0.696928571428572
TAL2	-0.643666666666667
ACLY	0.3675
DNAJC1	1.7635
SOST	-1.203
USP43	1.1705
CYP4F12	-1.53475
FKBP5	0.0565
CHCHD5	0.1452
NUDT22	0.60425
CCDC85B	-0.38475
OR51G2	0.3935
STRN3	-0.00364285714285714
TMOD2	0.84075
FLI1	0.50625
MAB21L2	-0.053
DGKQ	0.35875
VPRBP	0.25
SCNN1B	0.7425
ECHDC3	2.3338
TMEM106C	-0.28325
CSNK2A2	-1.235
RPL39	-0.8494
HERC3	-0.6985
ZBTB47	0.641166666666667
ZNF681	0.02525
PAGE2	-2.0685
CLIC5	2.64328571428571
RABAC1	1.04075
ZFHX2	0.4965
YPEL1	0.7545
KIAA0776	-0.26275
NR1D2	-0.10025
DNAJC4	0.41975
NPNT	2.8509
ZNF677	-0.542
ZNF536	-1.097
MEF2B	0.4645
PTPN4	-0.153
CTCFL	-5.2255
STX5	0.872666666666667
CD72	3.1325
VEGFA	-0.565052631578947
XRCC1	-0.1347
MAS1L	0.408166666666667
ELL	1.1285
SETBP1	-0.65175
CDH11	3.219
NDC80	-1.404
DMBX1	-1.85225
NRSN1	0.281
BAT2D1	0.343875
CDS2	0.794
C1orf212	-0.133333333333333
SENP3	0.118375
IL1F9	-0.0325
EEF2K	-0.063875
COG8	0.29075
CEP72	-1.7825
OR1L8	0.877
MUS81	-0.118833333333333
PHYH	1.0585
GGT6	1.38466666666667
C22orf23	-0.410166666666667
C13orf33	3.8945
MAPK8IP2	1.4765
NELL2	2.94575
POU3F2	-3.194
ALPK1	1.355
MRPS18C	-0.6975
RPLP2	-0.473625
FGF22	0.1715
SPNS1	0.0491666666666667
ZFP1	-0.87075
IL1RAPL1	-2.37675
PCSK9	-3.46616666666667
NKX2-1	-0.2805
C6orf189	-0.12175
SP4	-0.054
SLC11A1	2.7309
C21orf25	0.0986666666666667
ICAM2	0.622625
SH3GL1	-0.0395
GSK3B	0.4505
RALB	1.235625
PDXP	-1.01316666666667
GNGT1	-0.652375
KIR2DL1	0.6685
TNFAIP3	0.906916666666667
C6orf32	1.2497
CBLN2	4.354
PANK3	0.835125
TAAR9	0.056
WDR82	0.237785714285714
APOM	-3.86725
TRIP10	-0.4085
SPATA16	0.131333333333333
C1orf135	-1.56975
USP51	0.27475
TESK1	0.83125
C11orf64	0.31625
ZNF611	-0.2495
PDE6G	0.838333333333333
HLA-DQA1	2.208125
GCLC	-0.482
SEC61A1	-0.214285714285714
TWSG1	0.183583333333333
ZMYND10	2.8375
CTDP1	0.553625
ADAMTS6	-0.35
SLIT1	-1.648
KRT86	-0.4165
KIAA0574	-1.76125
GTPBP2	-0.3902
PQLC3	0.96475
PRRX2	0.581333333333333
C15orf44	0.128666666666667
MKKS	0.079125
C11orf10	0.134
GPR110	0.509
CD109	-0.824083333333333
ADCY1	0.232833333333333
RHBG	-1.58
TP53I3	-0.130625
SLC22A3	-1.0487
UCP2	0.8335
FOXG1	-3.0685
OR2AG1	0.0825
TRIM24	-1.3
PROC	-3.31825
TAAR6	0.39475
AMTN	-1.6585
C10orf47	1.18666666666667
DEPDC1	-1.77725
FLJ45557	0.46675
ZDHHC17	0.061125
KIAA1429	1.52033333333333
KCNH1	0.36225
VNN3	0.28175
PSMAL	1.3765
PPARD	0.485625
HFM1	-1.87675
YBX1	-1.392
ZNF695	-0.12175
SCTR	-0.306333333333333
DCDC1	0.135
VPS26B	0.1141
MTF2	-1.00266666666667
ATP6V1F	0.30725
CCDC94	0.1945
PERF15	-0.338
CCL11	3.567
LMO7	-1.006
DCST1	0.3135
ADRBK1	0.469625
CDRT4	0.1545
ZNF84	-0.0505
HOXD8	3.02075
STARD8	-0.314666666666667
FOXP2	-1.231
CCDC103	-0.17525
POLR3A	0.1391
GSC	1.24533333333333
ZNF114	-2.533
HTR7P	0.441
LALBA	0.107
RMND5A	0.140166666666667
PSCD2	1.0525
ZNF409	-0.423
KRTAP1-3	-0.0108333333333333
MAF1	0.89375
LOC201725	-1.596
NRN1	-2.078625
SPAG5	-1.1905
DNAH7	1.46666666666667
FLJ43860	0.289
BRCA2	-0.98525
ACADM	-1.380375
CXXC6	-3.4805
RAGE	-1.112125
CHMP2A	0.93925
FAM8A1	-0.1804
GPR21	0.319
SLC12A3	-2.90166666666667
FVT1	0.248785714285714
ZDHHC7	0.0285
FLJ44048	0.23575
SLC44A3	0.243666666666667
SDSL	0.887666666666667
MMP8	-0.323
PLA2G12B	-3.62466666666667
ACY1	-0.81875
MT1E	-0.458
OR4K15	0.034
TECTB	-0.043
GPR20	-0.00237499999999997
IRAK2	-0.1065
RFPL3	-0.43325
MYO9A	-0.348
NARG1L	-0.636666666666667
BLMH	-0.154
CCDC3	2.32783333333333
C9orf21	-0.5575
KIAA0513	1.081
MIER2	0.17475
PNMA2	-1.21491666666667
SH3BP2	1.0095
ANXA10	-1.6385
RTN2	0.277333333333333
TFB1M	-1.144
PRPH2	1.9455
C14orf133	0.3205
GOLGB1	0.6435
IRX4	-1.00875
NFKBIL1	0.144833333333333
C10orf62	0.2275
APBB3	-0.6585
RPS10	-0.0667
LOC728378	1.52125
TLE3	0.848888888888889
PSMB7	-0.74425
MESDC1	0.2255
SLC6A1	1.12883333333333
OCLN	0.930916666666667
PTTG3	-1.74683333333333
NAGLU	0.06925
SERTAD4	2.9485
SPRY1	-0.154
FLJ10781	-0.926333333333333
MYSM1	-1.03175
TRIM4	0.162642857142857
SH3YL1	1.022125
TREM2	4.00683333333333
SERPINI1	-0.08125
HDHD3	0.269375
TMEM38A	-0.537125
EID2B	-1.68475
TDRD3	-0.144333333333333
SEDLP	0.286
THSD7A	1.933
NDST3	-3.4575
KLHL15	-0.871916666666667
DHRS12	1.2755
FBXO9	-0.286
TNPO1	-0.5185
MRPL13	0.4275
SNX5	-1.19816666666667
METTL6	0.35525
SOD1	-0.06975
CHML	-0.543666666666667
PACS1	1.19525
SIRT5	-0.4823
CAPN2	0.1475
FXYD5	-0.1865
TWISTNB	-0.735875
LRFN1	0.5755
UBE1L	1.443875
UBE1C	-0.0545
OR51B2	-0.2245
OR4D11	-0.305
C15orf2	0.072
NR4A1	-0.524666666666667
LOC339047	-1.39475
TRIM17	1.19525
ATP5G3	-0.524857142857143
RPL15	-0.614333333333333
ADAMTS8	-0.81425
HOXC4	0.591
C14orf37	1.988
CEACAM5	0.6185
MYT1L	-0.358833333333333
RASA2	0.104625
OSBPL7	-1.0605
STAG1	-0.554
GIMAP4	5.036
FUT3	-0.5485
PIF1	-2.117125
LPIN2	0.33
SH3PX3	0.4685
PDP2	-0.7285
PAPD1	0.37275
ERP27	3.54125
APOOL	-0.3697
DIABLO	0.565
TRHR	0.475375
ARMC9	0.117
RNF152	3.804
SLITRK3	-0.285166666666667
ZNF211	0.1873
PFDN1	0.185625
RGS11	1.311375
HS6ST1	0.1843
AKR1D1	-1.51975
TNP2	0.127
STK31	-1.0415
EML4	-0.327666666666667
SGTA	-0.188666666666667
HIST1H2BI	-0.3485
PSMD6	-1.77766666666667
KIAA1257	3.6835
C18orf55	-0.715166666666667
FLJ20273	2.627875
RPL28	-0.731333333333334
EPYC	2.665375
NOX3	-0.3695
ELAC1	-0.741833333333333
METT11D1	-0.3975
BIN2	0.9135
NACA2	-0.3725
CCDC17	-0.73075
HM13	0.1811
UBOX5	-0.30475
UBE2O	-0.179625
UBL5	0.13325
APOLD1	0.533375
C9orf31	0.272
TNFSF8	0.796
ARHGAP29	0.601875
PROKR2	0.2325
PDE5A	0.0906666666666667
C6orf12	-0.163
TOM1L1	0.5635
WHDC1	0.117625
FOXI1	0.118666666666667
RAB4A	0.5848
TMEM39B	-0.645
ATPBD1C	-0.382
FARSA	-0.397166666666667
PLEKHG5	0.0285
CMAS	-0.466833333333333
OR7E24	-0.1435
SLC30A1	0.005
CDC42EP5	0.9455
PLAC1	0.06625
KLHL18	-0.173
LBA1	0.9034
TAZ	-0.80975
CRIP2	2.146875
BTBD11	-0.913833333333333
C16orf72	0.53825
DIO2	3.1807
LRRCC1	0.821333333333333
CCDC136	-2.383
PRX	0.138625
RBM5	-0.2918
TMEM85	-0.1375
TUBGCP4	-0.902
APLN	1.773375
CDK7	-0.383166666666667
SSR2	0.922166666666667
CRELD1	-0.485
C19orf46	2.52025
GAL3ST4	1.04816666666667
KBTBD10	0.8225
IL28A	1.981
WDR27	-0.8795
MCM2	-1.17216666666667
SOX14	-1.151
FLJ39743	-0.159
KIAA0922	0.027375
HIPK4	0.2885
FLJ25758	-0.258
C16orf57	-0.570916666666667
PDZD2	0.61125
MCC	0.093
HHLA3	-0.6646
ID2	0.95575
C20orf23	1.88483333333333
ZNF688	0.73025
APOC2	-1.65116666666667
LOC440093	0.80175
FAM50B	1.82166666666667
PWP1	0.2115
DNAH10	0.643
HIST1H2BA	1.86475
GPR56	0.724666666666667
METAP2	-0.47725
PAN3	0.422166666666667
STXBP4	0.4485
PDHX	-0.077
MTA1	0.0464166666666667
ZBED4	0.182125
ZNF720	-0.06425
CDK2	-1.384875
RHOJ	0.677125
CDC37	-0.322833333333333
ZER1	0.197625
GRK4	-0.47075
PRPH	-0.90325
POLR2A	0.139875
OGFOD1	-1.212
NOL5A	-0.78275
PHEX	1.8685
FLJ16478	-0.10275
C20orf117	-0.64075
CAMTA2	0.75575
C11orf74	0.316666666666667
DDX17	0.356083333333333
C5orf27	0.193
PLEKHA2	-0.5465
PDE4DIP	-0.0258999999999999
SCN7A	0.08575
ZNF559	0.206
CXCL10	3.897
ZMYM4	-0.177666666666667
STK32B	-1.0914
KIAA0888	-1.8449
TACR3	0.605
CKAP2L	-0.7205
KIF1A	-1.56233333333333
RSPRY1	-0.25325
VCAN	1.47325
CYP27C1	0.0715
SYDE1	-1.28
MED12L	0.463
ZDHHC21	0.5535
NHS	0.5245
TM9SF3	0.757666666666667
DDHD1	0.069
MAFG	-0.398416666666667
BICD2	-0.1781
C14orf119	0.123333333333333
C14orf43	0.170928571428571
CDH7	-1.6525
ALKBH5	-0.142071428571429
JUP	1.77275
TMEM41A	-0.0968333333333334
MAMDC4	-0.8565
CBX3	-0.279875
LRRC18	-0.1245
RBMXL2	-1.042
PLA2G4D	0.342833333333333
FGF13	0.48225
KIF3A	1.04133333333333
PDIA6	-0.04775
DCXR	0.562
CASKIN2	0.40925
EHD1	0.834333333333333
MARCKSL1	0.915166666666667
ZNF496	0.226666666666667
SCAF1	0.216166666666667
KCTD8	-1.118
TRAF3IP3	1.6075
LSR	1.55875
CXorf1	-0.219333333333333
C14orf112	0.0333333333333333
EIF2B1	0.13925
OMP	-0.667
GSTZ1	-0.7765
LOC92017	0.899
ISLR2	0.4585
C12orf36	0.5155
GATA2	-0.1905
GABRA5	-2.8105
CELSR2	-1.32157142857143
STAM2	0.7366
TNAP	-0.311
PTPMT1	-0.545666666666667
GRP	5.47975
SV2A	-1.24266666666667
MAGEA12	-4.0275
CACNG1	3.1015
C18orf19	-0.764
GSG1	-0.3235
PTPRJ	0.490214285714286
FRMPD1	0.471
ZNF668	0.40075
PLEKHJ1	0.12825
ADAT1	-0.6335
TMEM50A	0.4212
UCN3	0.057
HOOK1	1.380875
IL17B	-0.8645
MLKL	0.195666666666667
TTC14	0.540166666666667
KLHL5	0.000374999999999992
CRYL1	0.159333333333333
FOXH1	0.2445
NFYB	-0.13975
PPM1G	0.0345
GOLGA2LY1	-0.39775
NMT1	0.124875
HADHA	0.0492
CHSY-2	2.1615
PLEKHF1	0.859928571428571
SAGE1	-2.3505
MUSTN1	0.044
SUHW4	0.2755
TFEB	1.2985
ZFYVE27	-0.57575
ATG12	0.0598333333333333
BMI1	1.94414285714286
ZIM3	-0.18375
MYH4	-0.4275
MASP1	-1.18266666666667
KIAA0984	0.665
RPAP2	-0.9275
ASB5	-0.1325
BOLA3	-0.907833333333333
MIA3	1.15716666666667
KRT35	0.6205
KIR3DL3	-0.448
MRPL51	0.07725
SEMA3F	1.3025
NDUFB2	0.2
LOC253012	-1.40475
FAM46C	-0.9667
G6PC	-2.82657142857143
CSAG3A	-4.53383333333333
PREX1	1.7835
SLC25A45	-0.13525
MAPKBP1	0.5144
CPE	-0.985
GNB1	0.153625
CXCR6	3.679
TRIM46	0.24625
C16orf3	0.355333333333333
HPSE	2.375875
TIGD3	0.901
SPG3A	0.856
LCAT	-1.62966666666667
ST6GAL1	-1.65577777777778
POMC	0.1045
FLJ36031	0.486166666666667
NSMAF	-0.8945
SKIL	1.0835
ADSS	0.633666666666667
HMGCS1	-0.9752
POLR3F	0.00683333333333333
RAB10	0.484375
ZNF277P	-0.885125
ZBTB7B	1.023625
DHRS1	0.15
ABCC13	2.047375
CNOT3	0.062
NFKBIA	1.70375
GAK	0.831666666666667
SFT2D2	1.32616666666667
HOXA6	0.1445
CRTC1	0.520125
LY6D	-0.865833333333333
C20orf72	-0.5455
CPT1A	2.16675
LMO1	-1.1945
EIF3I	-0.4215
PRB4	0.19025
MCM3APAS	-1.404
C20orf132	-1.2234
FOXF2	-2.69825
S100A12	1.74925
MLH1	-0.239
ACTN1	0.6356
MRPL36	-0.162166666666667
C20orf106	0.3905
FBXO6	1.56716666666667
MKS1	-0.0643333333333333
CX3CR1	-2.871625
PDE1B	0.9265
PLP1	-3.596
KISS1	-0.160833333333333
C14orf2	-0.434333333333333
TBC1D3P2	-0.5035
COMMD6	0.3264
ANKRD7	-2.414
PTCHD1	-0.278875
NARS2	-1.141
DOCK7	-0.75625
FAM127B	-0.041625
LOC390243	0.191166666666667
N6AMT2	0.1365
ZNF391	-0.8475
DNAJB14	0.116
WRB	1.669875
BPI	-0.134583333333333
TTC4	-0.589
FAM10A5	-0.09325
GOT1L1	-0.000700000000000001
MAGED1	0.773125
RESP18	0.3475
WFDC6	0.15025
MT2A	-0.7545
C11orf56	-0.01375
KIAA1432	0.319
ROR1	-1.628125
HSD17B14	1.8445
ZFAND2B	0.9375
SAMD4B	0.2615
HEXA	0.1625
HNRNPU	-0.0155909090909091
USP39	0.2985
NRD1	-0.51725
R3HDML	0.021
FLT4	0.363
OMG	0.0975
OR52N4	0.541
LOC399818	-0.48875
ELA2	-2.056
VENTXP1	-0.617
RFC5	-1.099
OR52L1	0.41
PAX5	0.139
FBXO2	0.02
GMEB1	0.3615
AKT3	-0.226333333333333
CRB1	-1.82366666666667
CTTN	1.2595
