Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
MFRP	0.0318333333333333
KIAA1799	-0.82425
FLJ44379	2.9485
PCNX	0.188
ANXA9	-2.531
CYP4V2	-0.2082
PIK3C2A	-0.97275
SRR	-0.1515
NOL3	0.61975
IFITM2	2.3545
ARNTL2	-2.3815
ZNF595	0.235
NLRP13	-0.92
ASPH	-0.0605
CPA2	0.7165
PVRIG	-0.772
LEPR	-1.33316666666667
C16orf42	0.4075
SH3BGRL	1.2145
FAM77D	0.0042
FNDC7	0.625
C9orf6	-1.07683333333333
NOTCH2NL	1.42666666666667
PGBD1	-3.052
SYNGR2	-0.571333333333333
PITPNA	-0.5425625
PRPF4B	-0.8523
SLC43A3	-1.32442857142857
NRBP1	-0.4745
SLC25A22	0.81475
ILK	-1.065375
SLC22A8	0.818
MRPS7	-1.4705
PITX2	-1.41925
FABP3	-1.754875
OR1L1	0.0745
LOC728215	-0.88775
BLID	-1.4215
KIAA1217	1.80164705882353
TFPT	0.574
AP4B1	0.231
VBP1	-1.50275
OR1K1	0.701
MORC3	0.77475
BHMT2	-0.782
C3orf10	0.619375
FZD7	-1.518
WFDC10A	-0.927
PMS2CL	-0.84125
CCDC32	0.314
FA2H	1.99325
ALG13	-0.4975
TTLL7	1.8115
SPOCK3	-1
SLC13A2	0.5655
AIM1	1.3995
GPRC6A	-0.00350000000000006
EGR2	1.173
MED11	0.00424999999999998
WWC1	2.517
SH3GL3	-0.774
RIF1	-0.1025
PRLH	-0.0785
VLDLR	1.4825
DBT	0.637375
C21orf63	2.28475
CGGBP1	-0.27375
KRTAP12-2	-0.159
TADA3L	-0.11125
ZBTB16	-0.2885
PDGFB	0.883
RFX1	0.46675
UQCRB	0.7446
LOC133874	0.851
HPS3	0.452
LGALS3BP	0.9117
DKFZP564O0823	3.72142857142857
MRFAP1L1	-0.33525
HOXA10	0.843833333333333
NGB	-0.812
KIF21A	1.46607692307692
IFLTD1	0.2355
LZTS1	-1.873125
ARHGEF3	1.45775
RHBDL3	-2.135
CSNK1G2	0.327
ChGn	-0.229125
KIAA1244	3.30533333333333
GABRB2	0.778
MGC72080	-0.7125
CD27	3.66275
EGLN1	-0.0879
PEX13	0.15025
RWDD3	0.2615
RNF12	0.4
GRIN2B	0.123
ADAMTS14	-0.417125
DYDC2	1.337
ATP6AP1	0.5577
NR1H2	-0.0268333333333333
PDK2	-1.63475
C3orf17	-0.617
SLC38A2	-0.723857142857143
SLC25A29	1.06016666666667
C15orf29	0.625
ADAM9	-0.41225
TMUB2	-0.79375
GPR176	-1.17625
AGK	-0.776375
MCCD1	0.5025
NDUFA4	-0.14375
TMEM146	0.55075
DUSP1	0.11275
UNQ6975	0.0335
EMX2OS	1.409
INSM2	-0.38725
LUZP4	-0.26075
SETD6	-0.2245
P2RY2	2.365
SLC45A2	-1.71
RABGAP1	0.499333333333333
UBXD5	1.01725
GPRC5A	0.8701
PAK3	-1.299
LOC63920	0.587
TGFBR1	0.6597
KRTAP6-3	0.93425
SFMBT2	-0.639
CDC42	0.954125
C11orf35	0.348
TTLL2	0.4425
UACA	0.225416666666667
CD97	-1.5927
SETD5	-0.154625
NINJ2	-0.7255
PTER	0.332166666666667
POMGNT1	-0.17725
KRTAP4-2	0.413
ECGF1	2.5345
HRB	0.292090909090909
ATP1B2	0.0122
LOC400506	0.02575
COL4A3BP	1.344
C6orf97	-2.9005
GRHPR	0.219
TAS2R1	0.9075
SEMA7A	-1.74875
EDF1	0.54675
ODF2L	2.12688888888889
PCID2	-1.30933333333333
GTF2H4	-0.757166666666667
ZCCHC3	-1.123875
CGB2	0.395333333333333
NEUROD1	-0.1255
C20orf75	-0.258
RP5-1054A22.3	0.1685
IFNA5	0.8015
ZNF134	-0.439083333333333
MGC119295	-0.8958
ZSWIM6	0.49025
SMEK1	1.64133333333333
PCGF2	0.139125
C1orf102	2.565
CYP2A13	1.2745
KCNH6	-0.5333
MDM1	-0.3912
ALDH7A1	0.569166666666667
C9orf75	0.86025
VDAC3	-1.248375
OR51T1	0.627
EIF3F	-1.43208333333333
KCNJ10	-0.0215
LENG8	0.4305
EDEM2	-1.07191666666667
CCNJL	-0.724166666666667
DHX37	-0.9085
CRYGN	-0.4185
AATF	-1.106875
ZNF630	2.4145
E2F5	-0.799
WFDC13	0.08725
FTSJ3	1.24733333333333
C4orf33	0.84175
LHFPL4	1.3295
C19orf56	-0.389
SMAD4	0.021375
AFM	-0.929166666666667
G0S2	-1.75325
FCHSD2	0.5886
RRP1B	0.0405
EEF1B2	-1.1335
STAT6	-0.235666666666667
ZNF195	-0.01825
GNL1	-1.4845
ZNRF2	1.555
PER3	0.7115
ASB16	0.5175
C10orf10	1.66142857142857
ADCY8	-3.26216666666667
C9orf58	-0.00683333333333334
ARMC10	-0.523166666666667
PSG1	-1.3025
DHX34	-0.41675
VARS2	-0.3965
NFIC	0.83175
ITPR2	-1.5745
AGXT2	0.655166666666667
OR6K3	-0.3545
H2AFZ	-0.00733333333333336
MLLT3	1.74391666666667
COX4I2	1.5725
CCNT2	-0.607375
PLK4	-1.262375
NUMBL	0.223
MED16	-0.215
PLEKHQ1	-0.257
GOSR1	0.3455
BTG4	-0.31175
RPL30	0.24925
IGSF5	-0.44225
IGFL2	1.424
ELMOD2	0.75
SHC3	-1.65733333333333
HAVCR1	1.192
DYNC2H1	-1.120375
RNF5	-0.423333333333333
C2orf7	-0.54025
NLF1	1.7965
KLHL25	0.166
LRP10	-0.0989
KRI1	-0.149
PUS7L	-0.406
MGMT	-2.34475
HOXD1	2.31966666666667
CSH1	0.2086
ATG16L2	-0.9695
FLJ44635	-0.3295
CHODL	0.0995
EXOSC8	-0.99925
SLC28A1	0.55425
MYO7B	-0.829833333333333
SEH1L	0.4186
MTNR1A	0.3395
TSPAN5	0.944333333333333
CDC45L	-1.85716666666667
AMIGO1	0.1095
ATAD3A	0.367375
OSGIN2	0.7445
PDIK1L	1.60783333333333
DARC	1.92675
PIPSL	1.0775
SHMT1	-0.26125
CRISP3	1.478
POPDC2	1.63283333333333
ZRANB2	-0.313666666666667
FBXL8	1.19425
TRIP13	-1.198
EIF5AL1	-1.9815
POU5F1P3	-4.7025
IL6	-3.09966666666667
CXorf38	1.15866666666667
IFNA16	0.901
FBXL2	0.5445
BRD1	-0.389
STATH	0.377
FBXO44	-0.398833333333333
MCCC2	0.2155
CDC2	-0.6773
C5orf23	-0.8505
IVD	-0.4925
C10orf122	-0.866666666666667
MSL3L1	0.6849
MVP	1.8745
EPOR	-1.316
ZMYM1	0.1435
BCL7C	0.888333333333333
PSTPIP2	1.1829
LYPD1	0.0774999999999999
OR8G5	-0.1105
ZP3	-1.16533333333333
BCAS4	-0.0670833333333333
EDG6	2.5765
ISY1	-0.375
PRAMEF2	-0.409
CUL1	-0.286375
RNF213	1.3212
CCRK	1.12475
DHX9	-0.3065
C13orf29	1.1915
NCKAP1	-0.0335
MRPL43	-0.537142857142857
XPR1	1.595
PKN2	0.6193
PODNL1	-1.1185
ZNF333	0.196875
DALRD3	0.24975
OPN1SW	0.3325
BTBD6	1.99325
C11orf82	-1.1545
OR5P3	1.362
DUSP11	-0.55625
L1CAM	-2.3388
NEK11	1.89333333333333
OR7E91P	0.7385
CNTN3	0.8744
CREB3L2	1.842
ZBTB37	1.51
KIAA1324L	-1.403
NDUFB10	0.483833333333333
NUDT2	0.68825
GTPBP8	-0.01875
CACNA1D	0.133
PRKAA2	0.653666666666667
PRDM8	0.2385
MGC16075	0.5505
KRT14	-1.176
PP8961	1.266125
MRPL18	0.14825
ABCG2	-3.4395
PACRG	0.41575
BBS2	-0.90425
KREMEN2	3.3155
FBXO21	-0.434
HNRPUL1	0.219166666666667
GRB10	-0.83375
CLSTN1	1.60475
LMAN2	0.0287
C17orf61	-0.2065
NIPSNAP3A	0.894
INSIG2	-0.647333333333333
PCDHB7	-0.0823333333333333
STXBP2	0.302625
CMAH	2.32841666666667
SEMA5B	-0.75725
ZNF155	0.00316666666666667
COQ6	0.0676666666666667
PRPF4	0.366
TSPAN15	3.0913
VN1R5	0.705
LATS2	-0.2745
SELK	0.69
PGK2	-1.023
MS4A1	1.652625
TYW3	-0.6136
KRTAP5-1	1.01075
RCCD1	-0.898666666666667
BTN1A1	-1.15975
DDX28	0.0085
TMEM65	1.856375
LOC92345	0.699
TTC31	-0.665
WDR46	-1.1685
CHP2	-1.0895
LSP1	0.35225
ZNF542	-0.89025
EXOSC1	-0.93275
ARHGAP18	-0.841666666666667
LRRTM4	-0.82275
MAOB	-2.04175
CACNB4	-0.53225
MGC33846	1.882375
RANBP3L	-0.67275
ATP5L	0.264125
ONECUT1	-2.7055
NUDT9	1.483
TMEM149	1.445
STX17	1.229
IGSF10	0.087
TMPRSS9	-0.021
BMPR2	0.791583333333333
ALLC	0.6075
KLF7	1.374125
GCC1	0.6794
TIMM9	0.47225
CDO1	-2.306
MGC10701	-0.291
IFI6	4.15416666666667
FRMD8	-0.72575
MGAT2	0.65225
WBP5	0.664666666666667
CNIH2	0.66275
KIAA0907	-0.8782
KCNH8	-0.356
CTSG	-2.6355
GRIK1	-0.361333333333333
CUL5	1.337125
FRMD1	1.84
OR9A4	0.6255
SYT6	-1.51925
FOXD4L2	3.3485
ANAPC2	-0.543
OPN5	1.5455
TAF13	2.41775
LYG2	0.243
GGNBP1	-0.647
C11orf40	0.901
OTX2	-1.3435
REG4	-0.2026
EIF5	-0.1323125
PALB2	-0.278
SEPSECS	0.0532
RNASE3	-0.4945
TRIM49	-1.736
POLR2K	1.0656
GPR42	0.0575
C8B	-1.95225
SASS6	0.02825
PREB	-0.568
OR3A3	0.7535
TUBA8	0.900625
IGLV2-14	-1.2775
STIL	-0.288
ANKFN1	-0.9695
NME7	-0.85
HOXC12	-1.11575
UBE2C	-1.0455
FHOD1	0.239375
CDK2AP1	1.54966666666667
OR6K2	0.62525
DHPS	0.23525
RPL5	-0.68075
TRGV5	0.66
LOC541472	0.34625
HCCS	0.4915
DENND1B	2.3395
LHX3	-0.531
OR5D16	0.4855
CXorf57	-3.50516666666667
IRF2BP1	0.92675
NDST2	0.601666666666667
LCE3D	0.0585
BOLL	-0.470125
SYT3	-0.126
PIH1D2	-0.73525
C20orf7	-0.326166666666667
IL1R2	0.642
SLAMF9	-0.1315
PPME1	0.596625
PIK3CA	-0.1205
TRAPPC1	-0.710875
COLEC10	-0.54875
SLC9A6	0.00333333333333337
PDDC1	-0.99425
CCDC53	0.332
GK3P	0.65375
DAZL	-0.55075
BRI3	-0.02225
SDK1	-1.339125
CYP2C18	3.4305
IFI44L	5.625
RPL3L	0.239
FUT9	0.885833333333333
KIFC2	0.432833333333333
PMP2	-0.472375
SLC4A9	-0.2505
PLAG1	-2.81316666666667
MYCBP2	0.4145
OR4E2	0.621
CCDC65	1.304
C16orf82	0.146714285714286
ENTPD4	-0.323625
BRP44L	0.726625
PMP22CD	-0.119
TMCO4	1.7185
KCNN1	-0.6662
WDR35	-1.477
CCDC80	-0.7055
C3orf31	-0.3345
SLC7A9	-1.3605
TMEM190	-0.6095
DBC1	1.12483333333333
FADS3	-2.2455
PDZD8	0.324833333333333
GRM5	0.576875
AZGP1	4.0214
PEX3	0.0325
MED1	2.91714285714286
ATG4C	-1.89583333333333
HNRPH3	-0.399125
FAM109B	1.583
C4orf17	0.435
CA10	1.13725
OPRD1	0.1665
CCL16	-1.59225
SACM1L	-1.33375
CST6	3.91
CD63	0.5833125
LGI1	-2.47233333333333
ZNF784	1.0945
CRYBB1	-1.599
CX3CL1	2.11255
TOP2A	0.63225
GYPB	-3.42433333333333
GADD45GIP1	-0.19475
FEN1	-0.967625
IGF1R	-2.4405
WDR72	-2.93233333333333
PURG	-2.02933333333333
DEFB126	0.0986666666666667
PKD1L1	0.369
CAV1	-3.4772
GNPDA2	0.2613
DGAT2	-2.3095
NLGN1	0.17425
STRBP	0.062875
HPRT1	-0.2245
FANCI	-0.743375
PSMA7	1.60225
DBF4B	-0.964
TTF1	-0.40325
RAD54L	-1.124
ELOF1	-0.383
PLAGL2	0.780625
ZNF256	0.37
HMGCL	-0.1085
MSI2	0.291166666666667
RPESP	0.697
C11orf60	-0.44325
ABCD1	1.4475
ACAA1	-0.3068
SPARCL1	3.81185714285714
IL6ST	0.1031
ZNF319	-0.00624999999999996
TMEM109	-1.3288
FAM90A1	-1.29733333333333
IL22RA1	-0.196
ATP4B	-0.2245
TEC	-0.296333333333333
C7orf30	-1.1185
TXNDC2	-0.719
ABCB4	-0.87675
KIAA1191	0.132125
C9orf38	0.165
SFTPB	0.50875
CNTNAP2	2.46633333333333
FRK	3.1845
TBX19	0.15675
CHD4	-0.43675
C6orf26	-1.31416666666667
MOSC2	2.27675
IKBKE	0.007
HIF1A	-0.522333333333333
LOC595101	0.1635
RELA	0.267333333333333
TMEM16B	-1.89733333333333
ABHD12B	-3.33375
TSEN34	0.74925
KIF18A	-1.604
TXNDC9	-1.6185
SPATA2L	0.634
SEMA4G	-1.3335
C21orf91	1.36475
MATN1	-0.2595
KCNIP4	0.310666666666667
TUSC1	4.218875
OR4C15	0.246
ARMCX6	0.588416666666667
WBSCR27	-1.19366666666667
OR52I2	0.2035
KIAA1604	-0.29875
DYNC1I1	-3.2665
PPP4C	0.41025
SLC47A2	-1.67166666666667
TREH	-0.742375
CD48	1.21583333333333
ST14	2.54633333333333
PKN1	-0.9995
SPON2	1.6585
XBP1	1.05466666666667
SFRS12	-0.644666666666667
EFCAB6	0.57375
SELT	-1.09925
SLC39A2	-0.5405
ERF	-0.0513333333333333
ARL3	-0.4485
SURF6	-0.7588
MLLT10	-0.931047619047619
FLJ11171	-0.211166666666667
TDGF1	-4.4605
ERCC6	0.671
EIF2AK4	0.333625
BAZ1A	0.91
LRRN3	-1.028
TMC3	1.0065
EFTUD1	0.87925
PTPRO	-0.669666666666667
CLEC12A	-0.37025
ACBD4	-0.489875
ZDHHC14	0.504125
OTUD7B	1.691
ACTB	0.3303125
MSRA	-0.380625
LCE5A	1.069
IFI35	0.67575
BSCL2	0.342666666666667
ANKRD12	1.09558333333333
CFHR2	0.18425
RGAG1	-0.2415
HSFY1	0.0195
SLC30A5	0.146166666666667
IMPG1	0.327
GPR109A	0.53
ZNF185	-0.58825
IYD	2.3355
NPCDR1	0.496
SERPINA13	0.822
HMGCLL1	-2.8995
NEUROG1	0.889833333333333
UBQLN1	-0.1033125
LIN37	0.4385
SOCS2	-3.48375
DSCR4	-1.98525
XKR6	-2.33233333333333
GPR142	1.3545
KRTAP13-3	0.56
CCDC15	-0.614
MOS	0.63
CD1E	-1.7165
OFCC1	0.0821666666666667
FAM83D	-1.57075
SRFBP1	0.094
C9orf96	-0.0215
DHDH	2.24825
CCDC90A	-0.434
RABL3	0.17545
CD320	-1.69966666666667
ANGEL2	0.155583333333333
MRPL21	0.48925
SMG6	-0.603666666666667
INSR	1.37875
FLJ14816	-1.6935
GLRB	0.126
C9orf89	0.63025
CIZ1	-0.303375
URG4	-0.748666666666667
LRDD	-1.25983333333333
CBY1	0.503333333333333
NFX1	0.882875
MTERFD2	-0.389357142857143
C19orf23	1.204
PGC	-1.5
IER3IP1	0.785
RASAL2	1.26641666666667
C1orf89	-0.55375
SYNJ1	-0.2085
NFKBIE	0.82275
FLJ40125	-1.59266666666667
TCEB2	0.3955
NOG	-1.816
POLR2J2	-0.444166666666667
HLA-B	3.72675
PCDHA1	1.516
PPP2R2B	-1.07475
ARHGEF17	0.0218333333333333
TCF7L2	1.62942857142857
CHD5	-0.483333333333333
ZNF431	-0.105375
TBC1D25	-0.29875
ZNF800	1.28425
SCUBE2	-2.99036363636364
MYCBP	-0.0396666666666666
GPX5	0.509
C6orf129	0.135333333333333
QSER1	-0.314
ULK2	0.48875
PIGO	1.38716666666667
NRCAM	-2.08038461538462
SLC35E3	-0.757875
CSRP2	1.89275
HYPE	0.30625
MAPK15	0.684333333333333
MGC14327	-0.03375
TIMM13	-0.623333333333333
ZNF462	0.79
GBA3	0.6955
TEX13A	0.6015
MCM6	-0.270888888888889
MTRF1	-1.546625
ABCA7	2.05875
EIF4A2	-0.8815
ZC3H10	0.5878
RPGR	-0.470666666666667
C20orf94	1.154
RP1L1	0.2355
GPR125	0.507
USP22	-1.32942857142857
OR1L4	-0.26125
MLZE	4.897
FLJ32065	-0.3235
PTCD1	-0.18475
CRTAC1	-0.6826
BXDC2	-1.10025
C18orf1	1.42166666666667
FAM107A	0.504214285714286
EFNA3	-1.3635
P18SRP	0.0224
CAMKK2	0.293083333333333
KIAA0649	-0.0845
NES	-2.988
HS6ST3	2.839125
PON2	-1.3195
TCP11L2	-0.5985
CLEC4A	0.9615
PRR12	0.773
MLXIPL	-1.7057
C2orf50	-1.165
ZNF28	-0.06925
ENC1	-0.303333333333333
MAP2K1	-0.208375
FKSG2	0.709
KIAA0430	0.94975
PTP4A1	-0.984555555555556
GPR156	1.4845
GTF3C6	-0.22825
UBR2	0.0841
LOC388272	-0.99975
MAK	1.14833333333333
ACOT4	3.22425
STC2	-2.49375
PIGW	-1.619125
SAE1	-0.498125
COL6A1	-0.572727272727273
OAZ1	-0.386
STMN4	0.00366666666666662
EDG3	-0.172333333333333
SGCE	-2.48116666666667
IL11	-2.2422
PRSS8	2.37275
YIPF5	0.714083333333333
WNT4	0.784375
CSN2	-1.0336
TCF7	-2.63775
TDO2	3.945
SAMD9	2.94025
S100A7A	3.5125
MMRN1	0.06475
GKAP1	-0.698
AKR1C3	-2.2575
RNF19A	1.4465
GMDS	1.517
YKT6	-0.784125
SPARC	-0.4705
C12orf31	-0.977
UBE2V2	-1.61616666666667
FBXL18	-0.885333333333333
KIAA0460	1.43975
ADAM22	-0.9705
SERPINC1	-4.018
KCTD21	-0.33975
MYOHD1	-1.409
ZNF37A	-0.0946666666666667
GTF3C1	-0.0408333333333333
CTSZ	2.16875
PRNPIP	-0.52175
DRD1IP	-0.21
NR1I2	-2.592
ZNF266	-0.8216
SPAG4L	-0.104
COX4NB	-0.54875
SAPS1	0.803833333333333
APOA1	-3.75275
TATDN1	-0.876166666666667
C10orf82	-2.9365
KPNB1	-0.762
FOXO3	0.832
CRYBB2	-1.0785
ZBTB5	0.898166666666667
SLC25A38	-0.181
DCTN2	-0.608333333333333
IFT20	-0.08275
CTHRC1	2.447
C1orf31	0.00512500000000002
UHRF1	-0.224125
GPC6	-2.4125
C10orf54	1.9615
MCF2L2	-1.22666666666667
WNT9B	0.184375
OLA1	-1.4705
FAM120B	0.476
TTLL10	-0.9625
CYorf15A	-5.627
RELN	-1.2532
SCN2B	-0.808545454545455
MFHAS1	0.122
NKX3-2	-1.59783333333333
RASGRF2	-1.127
SSBP1	-0.4515
KPNA6	0.278142857142857
LOC389118	-0.108
HS3ST4	-1.601
SUPT7L	-1.2345
FLJ32658	1.9565
IGFBPL1	1.11825
KIAA1641	1.2593
SHKBP1	-0.333166666666667
CSF1R	4.6575
NAGK	-0.113
MYL2	-0.301
HIST1H4C	-0.5165
TOMM7	-0.074
ADAMTSL3	4.9328
TNFSF14	0.148
PRRT2	-2.13175
VTA1	-0.44075
AOAH	2.61733333333333
CRISPLD2	0.307214285714286
PNN	-0.7401
TA-NFKBH	-0.00675000000000001
ESPN	-1.106
RBM43	-0.3725
KIAA1267	-0.088
DDX3X	0.041
KIAA1576	-4.355
PLXDC1	3.0685
FLJ25801	-3.807
HNRNPL	0.29725
RUNDC3A	-0.229666666666667
CASP12	0.1845
SH2D5	-1.142125
RPL26L1	0.653
OR51A7	-0.567
HDC	2.7465
C2orf16	0.139333333333333
SYTL3	2.297
GOLGA4	0.538875
NOTCH1	0.277
ATPAF2	-0.6475
ECD	-0.30575
SSX5	-1.74083333333333
SNAP91	0.58975
OCA2	-3.28925
PNPO	1.96016666666667
DAPK1	1.1105
PINX1	-0.741
SELENBP1	1.63175
NEK3	-1.72741666666667
TMED4	-0.610357142857143
SSTR4	-0.0695
FOSL1	-2.0027
CD40LG	-0.591
CES1	-2.67716666666667
DCI	0.921
B3GAT3	0.335
STK17B	0.30225
CNTN6	0.4205
CYP3A4	-0.220166666666667
MBOAT2	1.66171428571429
PISD	0.152625
USP1	-0.51825
PYDC1	0.445666666666667
CENPM	-0.826875
SAR1B	1.58025
TTC7B	-1.598
DP58	1.996
GPC1	-0.42625
RBL1	-2.085375
TMEM137	-1.959
TOB1	2.12683333333333
TCEAL1	0.368
CENPF	-0.602
C6	0.520833333333333
PRSS1	-3.5115
PPIL6	0.793666666666667
C6orf124	-1.6015
ODZ4	-1.76383333333333
SNCB	0.6915
NDUFB9	0.591875
CNOT6L	0.942
S100A9	4.4415
TRIM50	0.134
KCTD1	2.9787
WDR63	-0.39775
SPEF2	1.758875
RNGTT	-0.240333333333333
CXorf22	0.859
KCNK16	-0.17
CEP250	-1.5485
ATPBD1B	-0.14075
KCNJ2	3.28325
MT1B	-1.3095
ZNF684	-0.6275
SLC4A1	0.2315
PDHA1	-0.10475
ZNF492	0.637125
TKT	-0.59675
BYSL	-0.511
RNF38	0.922125
AHDC1	0.646
KLHL2	2.507
CMTM8	2.02825
DMP1	-0.201
HERPUD2	-0.20975
CRTAM	2.21033333333333
ZNF572	1.822
TMEM16J	-1.0745
HSD17B2	3.3155
UBE2G1	-0.99525
AHSA2	-2.791
PELI2	-0.21
TPX2	-0.813
ATP9B	0.5215
DAZAP1	0.314
HMGCS2	0.4525
C17orf38	0.28875
B9D1	-0.24525
NKX2-5	-0.470166666666667
KIAA1276	1.872
LILRB2	3.303
CSTF1	0.0308333333333333
BTN2A1	-0.4315
C15orf48	4.7475
IGF2BP3	-3.9965
FAM113B	0.661166666666667
HRG	0.05625
ZNF131	-0.363
USP47	-0.189
CCDC88B	-0.462
HCN1	-0.539125
HTN1	-0.438666666666667
SYCP3	0.3615
C13orf23	-0.2118
PAPOLA	0.8281875
AATK	-1.0198
MSH3	0.476
NDUFAB1	-0.6515
ITLN2	-0.483
BAK1	-0.1255
MRPL45	-2.27233333333333
MTNR1B	0.365666666666667
LOC645843	0.27
SPECC1L	0.169875
PGCP	-0.74575
SPN	-0.215375
GPR143	-1.34133333333333
ZNF576	1.263
TMEM39A	0.5464
ATP5D	0.0485
MAGEB3	-0.933
RPS5	-2.204
ANP32E	0.132214285714286
MTMR1	1.32775
YEATS4	-1.299
SYNGAP1	-1.19975
PCOLCE	-2.00933333333333
MNS1	0.42575
PCYT2	-0.7035
ZNF182	0.09675
LAX1	1.120375
SPPL2B	0.645
ELOVL5	-0.066
PCDHAC1	1.2275
B4GALNT1	-1.82633333333333
BLOC1S2	-0.39925
ZNF673	-0.4695
ARHGAP21	0.383666666666667
IRX5	3.1915
LRFN5	-1.7495
FAM7A1	-1.97825
RAB19	null
GINS1	-1.01275
ITM2B	0.3798
PAPSS2	3.37333333333333
OR5BF1	1.045
ACSL3	-0.884125
KIAA1919	-0.552083333333333
GLT8D2	-0.477375
UTRN	0.310571428571429
CNN1	-1.563
HISPPD2A	0.177333333333333
SDAD1	0.723
SIGLEC9	-0.314166666666667
RPL35	-0.443214285714286
C22orf26	-1.3315
IMPDH2	-1.76675
WDR69	1.885
SEC14L5	0.0208333333333333
CLTA	1.02125
RP11-529I10.4	0.00250000000000001
GPR37L1	0.345166666666667
OGDH	-0.629916666666667
ASB13	-0.758333333333333
ZFP14	-0.60725
ZCRB1	-0.0201666666666667
KPNA3	-2.27825
HSPA1L	1.09175
RHOC	0.954875
LOC554175	0.01
PPP3CA	1.0514
SLC1A7	-1.1468
ZNF529	-1.09266666666667
RBED1	-0.13375
DDB2	-1.6105
FLJ11286	1.625
SPATA1	1.8065
MKNK1	0.577833333333333
DYSF	0.847166666666667
ALKBH2	-0.41525
NKD1	-2.902
C1orf174	0.43125
PLEKHO1	-0.292333333333333
ASB10	-0.039
RING1	0.085
NPC2	1.59475
AVPR1B	0.2805
YTHDF1	0.556
LMAN1L	0.807
GSG2	-1.047
CEP170	-0.3129
RPS4Y2	-5.651
MSH6	-0.659
HECTD2	0.9435
ZNF556	-3.92216666666667
PLEKHC1	-1.5277
AIRE	0.131666666666667
BCL2L10	1.5115
LMOD3	-0.178333333333333
ZBTB8	1.0572
FOXA2	-3.5183
SLCO2A1	1.6545
C3orf46	-0.253
PRDM16	2.35483333333333
TMEM98	-1.6405
FRMD5	-4.1615
PDE6C	-0.087
C1orf216	0.369
EP400	-0.366857142857143
PTK2	0.81375
RNF217	1.61725
NDUFA8	0.376
ZFAT1	0.908
LAMP3	5.12883333333333
GLTSCR2	-0.467625
NPW	0.701
LLGL2	1.7958
PPM1K	1.11283333333333
C20orf177	0.5175
KIR2DL4	1.6415
NFKB2	0.16225
C21orf122	1.14983333333333
HESX1	-0.372
GPR114	0.3895
SLC25A35	-0.226666666666667
GNAT1	-0.34975
ORAI3	0.06875
FAM76B	-0.13625
TMEM99	-0.26
TRIM29	0.212
CDS1	3.188
RHEB	-0.4311
C4orf27	0.407166666666667
RAB3A	-0.544
OTUD6B	0.181
GPD1	-1.111625
CDH15	-0.79
NPM1	-0.611285714285714
TMEM117	-0.86975
PRPS2	1.91633333333333
GCK	-1.507
ADRA2A	1.75016666666667
TSPYL4	-0.435166666666667
TASP1	-1.01325
WDR19	-0.497583333333333
C10orf38	-2.4305
PDE4C	-0.447833333333333
FYB	0.2865
C1orf55	0.424166666666667
PPFIA3	0.59275
RAD18	-0.29325
C12orf44	0.460833333333333
CRYBA4	-0.845
HVCN1	0.3995
TAF10	0.157
C16orf48	-0.414833333333333
DEPDC5	1.36816666666667
LTBP1	-0.839
MAPRE1	-0.582625
FGF8	0.281
C3orf52	0.524875
SENP7	-0.833333333333333
LRRK2	2.6385
RUNDC2A	1.37366666666667
KIAA0355	-0.226
CPEB1	-2.516
PPEF2	0.6915
ABI2	-0.500333333333333
KIAA0317	0.455875
ATF1	-1.05333333333333
DYNC1H1	1.322125
DIP	-0.301
TMEM33	0.829722222222222
POLDIP3	-1.42
C7orf24	1.423
GPR171	4.12275
CDC6	1.84
PLD1	0.3457
ITFG2	-0.8832
NDUFC1	1.396
AKNA	-0.759
NBR1	-0.77425
PKHD1	1.25675
HPS4	-0.3331
MAFA	1.2545
ULBP3	-0.69825
DIRC1	-0.5005
IMMT	-1.157
C22orf13	0.119666666666667
CEL	0.2015
MARK3	-0.4705
ADAMTS2	-0.260916666666667
ARPC3	0.181166666666667
TMEM10	-0.311625
NPHS1	-0.238
BRD8	-0.276833333333333
WDR12	-2.24875
IDI2	0.332375
HOXD13	-1.875
OR8G2	-1.21025
SLAIN1	-4.0845
GABRQ	-1.0795
NR2C2	-0.20125
NKTR	-0.0491
TLE2	0.7275
KIAA0892	-0.022
AURKA	-1.12281818181818
GPRC5C	-0.738166666666667
TBC1D9B	0.5575
PNPLA6	-0.358166666666667
AP3B1	0.2175
NAG	-0.435375
C11orf68	-0.33625
AKR7A3	1.3475
AHCYL1	-0.0306666666666667
COP1	1.5295
RPP14	-0.20225
PCDHB18	-1.4855
CDH24	0.828
KRT17	-2.5268
LACTB2	-1.0625
DDX24	1.0768
PHACTR1	-2.0405
SLC35E2	-0.24925
LOXL1	-0.98925
IQSEC2	0.640375
RGSL1	0.251
PCDHGC5	0.2375
MEGF10	-0.80175
PRRX1	-0.0253333333333333
ASTE1	0.512166666666667
C6orf159	-0.80175
MYOD1	1.0375
GAA	-1.314
ZNF747	0.98025
KLRC1	0.1195
IL1RL2	0.5235
GDF9	0.565
GPR119	1.163
TRAF2	-0.406333333333333
HCK	2.0705
BMP6	-3.4735
IL8RA	1.48483333333333
FLJ35848	-1.93525
EFHA1	-0.16825
CDSN	-0.661333333333333
C14orf54	0.0141666666666667
LSM3	-0.136125
ZFP41	0.3295
C9orf126	-1.24016666666667
VIT	0.518
SPCS3	-0.2065
DEF8	-1.7625
