Hybridization REF	TCGA-BH-A0B3-11B-21R-A089-07
FLJ44048	0.283
SLC44A3	2.32133333333333
SDSL	-0.581
MMP8	-0.65625
PLA2G12B	-3.6765
ACY1	-0.806
MT1E	0.443833333333333
OR4K15	-0.0605
TECTB	-0.1215
GPR20	-0.18175
IRAK2	-0.11525
RFPL3	-0.3305
MYO9A	1.31325
NARG1L	0.0388333333333333
BLMH	-1.26125
CCDC3	3.351
C9orf21	0.0815
KIAA0513	0.139166666666667
MIER2	-0.14425
PNMA2	-1.20816666666667
SH3BP2	0.0744
ANXA10	-0.699
RTN2	0.521166666666667
TFB1M	-1.1475
PRPH2	3.20975
C14orf133	0.0415
GOLGB1	1.19833333333333
IRX4	0.987
NFKBIL1	-0.302333333333333
C10orf62	0.221
APBB3	-0.2175
RPS10	-0.3797
LOC728378	1.2625
TLE3	0.439666666666667
PSMB7	-1.111625
MESDC1	-0.307
SLC6A1	0.506666666666667
OCLN	1.17183333333333
PTTG3	-4.002
NAGLU	-0.178
SERTAD4	2.15075
SPRY1	2.017
FLJ10781	0.329916666666667
MYSM1	0.24425
TRIM4	0.684642857142857
SH3YL1	1.66925
TREM2	3.06016666666667
SERPINI1	1.8795
HDHD3	0.599625
TMEM38A	-0.36425
EID2B	-0.2545
TDRD3	0.261
SEDLP	0.3865
THSD7A	2.928
NDST3	-1.627
KLHL15	-0.4575
DHRS12	1.952
FBXO9	0.105785714285714
TNPO1	-0.4495
MRPL13	-1.405
SNX5	-2.34733333333333
METTL6	-0.9
SOD1	0.19225
CHML	-1.78583333333333
PACS1	0.53525
SIRT5	-0.2416
CAPN2	0.465166666666667
FXYD5	-0.159333333333333
TWISTNB	-0.8125
LRFN1	-0.4735
UBE1L	1.639625
UBE1C	0.5295
OR51B2	0.1365
OR4D11	-0.1665
C15orf2	0.1955
NR4A1	0.488833333333333
LOC339047	-1.1475
TRIM17	1.700875
ATP5G3	-0.703928571428571
RPL15	0.531333333333333
ADAMTS8	0.077
HOXC4	-0.056
C14orf37	2.018
CEACAM5	-3.011875
MYT1L	0.115833333333333
RASA2	0.632125
OSBPL7	-0.908
STAG1	0.0975
GIMAP4	5.022
FUT3	0.193666666666667
PIF1	-3.792375
LPIN2	0.144
SH3PX3	0.89225
PDP2	0.0165
PAPD1	-0.277
ERP27	1.586
APOOL	-0.6193
DIABLO	-0.0425
TRHR	0.013125
ARMC9	-1.011875
RNF152	2.09075
SLITRK3	0.825333333333333
ZNF211	1.0223
PFDN1	-0.029875
RGS11	0.015125
HS6ST1	0.241
AKR1D1	-1.3575
TNP2	0.0105
STK31	1.81383333333333
EML4	-0.806083333333333
SGTA	-0.5495
HIST1H2BI	-2.09683333333333
PSMD6	-1.26933333333333
KIAA1257	0.69625
C18orf55	-0.113166666666667
FLJ20273	2.486625
RPL28	-0.123666666666667
EPYC	0.084
NOX3	-0.253
ELAC1	0.533666666666667
METT11D1	-0.43775
BIN2	0.416833333333333
NACA2	0.4765
CCDC17	-0.18
HM13	-0.9122
UBOX5	0.363125
UBE2O	-0.8155
UBL5	-0.284
APOLD1	0.716875
C9orf31	0.07375
TNFSF8	0.168
ARHGAP29	2.2315
PROKR2	0.246
PDE5A	1.26616666666667
C6orf12	-0.2765
TOM1L1	0.427
WHDC1	0.27675
FOXI1	0.906333333333333
RAB4A	0.8319
TMEM39B	-0.45725
ATPBD1C	-0.251
FARSA	-1.18833333333333
PLEKHG5	0.73675
CMAS	-0.4635
OR7E24	-0.5205
SLC30A1	-0.774
CDC42EP5	0.6205
PLAC1	-3.3165
KLHL18	-0.490916666666667
LBA1	0.8816
TAZ	-1.0545
CRIP2	1.16275
BTBD11	-0.171833333333333
C16orf72	0.39275
DIO2	0.0794
LRRCC1	-0.0733333333333333
CCDC136	-1.735
PRX	0.782625
RBM5	0.9852
TMEM85	0.623
TUBGCP4	-1.523
APLN	0.2945
CDK7	-0.335833333333333
SSR2	0.259833333333333
CRELD1	0.0725
C19orf46	1.3675
GAL3ST4	0.548
KBTBD10	1.08875
IL28A	-0.21575
WDR27	0.619
MCM2	-2.29916666666667
SOX14	-0.244
FLJ39743	0.412
KIAA0922	0.144
HIPK4	0.575
FLJ25758	-0.423
C16orf57	-0.947
PDZD2	2.877
MCC	1.234625
HHLA3	-0.5725
ID2	0.5975
C20orf23	1.6325
ZNF688	0.8375
APOC2	-2.47316666666667
LOC440093	0.6985
FAM50B	2.27366666666667
PWP1	-0.445
DNAH10	0.173
HIST1H2BA	-0.2915
GPR56	0.7815
METAP2	-0.287875
PAN3	0.956333333333333
STXBP4	-0.04975
PDHX	-0.184
MTA1	-0.351666666666667
ZBED4	-0.38925
ZNF720	-0.30525
CDK2	-1.739125
RHOJ	2.317125
CDC37	-0.172666666666667
ZER1	0.348875
GRK4	-0.178
PRPH	0.24575
POLR2A	-0.090875
OGFOD1	-1.56675
NOL5A	-1.62825
PHEX	0.035
FLJ16478	0.27875
C20orf117	-0.104625
CAMTA2	0.5145
C11orf74	0.376333333333333
DDX17	0.570666666666667
C5orf27	0.7935
PLEKHA2	-0.817
PDE4DIP	-1.0242
SCN7A	1.197
ZNF559	0.996
CXCL10	3.01025
ZMYM4	0.3775
STK32B	0.656133333333333
KIAA0888	-1.5743
TACR3	1.5435
CKAP2L	-3.9565
KIF1A	-0.876166666666667
RSPRY1	0.272
VCAN	-0.39225
CYP27C1	-0.722
SYDE1	-1.39116666666667
MED12L	-0.76975
ZDHHC21	1.068875
NHS	0.5225
TM9SF3	0.666333333333333
DDHD1	-0.61325
MAFG	-0.311333333333333
BICD2	-0.0733
C14orf119	-0.334833333333333
C14orf43	-0.0217857142857143
CDH7	-1.135
ALKBH5	-0.426571428571428
JUP	1.18175
TMEM41A	-0.3565
MAMDC4	-1.14633333333333
CBX3	-0.914375
LRRC18	0.13925
RBMXL2	0.54925
PLA2G4D	0.0445
FGF13	1.68
KIF3A	0.734166666666667
PDIA6	-0.46625
DCXR	0.1175
CASKIN2	0.439333333333333
EHD1	0.0733333333333333
MARCKSL1	0.634666666666667
ZNF496	-0.660166666666667
SCAF1	-0.063
KCTD8	0.28025
TRAF3IP3	1.104
LSR	0.33775
CXorf1	-0.229
C14orf112	0.114833333333333
EIF2B1	0.20175
OMP	-0.276
GSTZ1	0.206
LOC92017	1.46275
ISLR2	1.431
C12orf36	-0.0675
GATA2	-1.23966666666667
GABRA5	-1.5285
CELSR2	-0.657714285714286
STAM2	0.3755
TNAP	1.4475
PTPMT1	-0.345
GRP	4.596
SV2A	-1.36683333333333
MAGEA12	-4.73225
CACNG1	1.5335
C18orf19	-1.3665
GSG1	-0.559833333333333
PTPRJ	-0.619785714285714
FRMPD1	0.731
ZNF668	-0.73975
PLEKHJ1	-0.95575
ADAT1	-0.7757
TMEM50A	0.8829
UCN3	0.0695
HOOK1	0.739
IL17B	1.932
MLKL	-0.5705
TTC14	0.3755
KLHL5	0.59025
CRYL1	0.764166666666667
FOXH1	-1.4545
NFYB	0.165875
PPM1G	-1.06625
GOLGA2LY1	0.14625
NMT1	-0.197
HADHA	-0.2094
CHSY-2	1.09475
PLEKHF1	1.40864285714286
SAGE1	-3.319
MUSTN1	2.04325
SUHW4	1.72675
TFEB	1.33783333333333
ZFYVE27	0.22275
ATG12	-0.617166666666667
BMI1	1.0815
ZIM3	-0.1255
MYH4	0.986
MASP1	-0.794666666666667
KIAA0984	0.4265
RPAP2	-0.51325
ASB5	0.3755
BOLA3	-1.47583333333333
MIA3	0.682833333333333
KRT35	-0.32
KIR3DL3	-0.19
MRPL51	-0.547
SEMA3F	0.00916666666666667
NDUFB2	-0.237833333333333
LOC253012	3.82925
FAM46C	-0.0774
G6PC	-2.35114285714286
CSAG3A	-5.01733333333333
PREX1	0.9415
SLC25A45	-0.244375
MAPKBP1	0.6199
CPE	1.4645
GNB1	-0.355375
CXCR6	3.405
TRIM46	-0.7865
C16orf3	-0.157166666666667
HPSE	0.27975
TIGD3	-0.9745
SPG3A	2.38025
LCAT	-0.419
ST6GAL1	-0.437833333333333
POMC	0.7665
FLJ36031	-0.034
NSMAF	-0.139333333333333
SKIL	-0.064
ADSS	0.0411666666666667
HMGCS1	-1.6957
POLR3F	-0.197666666666667
RAB10	-0.352
ZNF277P	0.124875
ZBTB7B	0.934125
DHRS1	1.101875
ABCC13	-0.2855
CNOT3	-0.4385
NFKBIA	1.50825
GAK	-0.243833333333333
SFT2D2	0.2285
HOXA6	0.4865
CRTC1	-0.1675
LY6D	1.001
C20orf72	-0.7515
CPT1A	-1.26875
LMO1	-2.0215
EIF3I	-0.1975
PRB4	-0.25275
MCM3APAS	-0.6545
C20orf132	0.0644
FOXF2	-2.6395
S100A12	0.06575
MLH1	-0.3535
ACTN1	0.6035
MRPL36	-0.707666666666667
C20orf106	-0.2685
FBXO6	0.515833333333333
MKS1	-0.0921666666666667
CX3CR1	0.3515
PDE1B	1.325
PLP1	-2.3485
KISS1	-0.0273333333333333
C14orf2	-1.17616666666667
TBC1D3P2	-0.421
COMMD6	1.1132
ANKRD7	-1.45125
PTCHD1	2.145375
NARS2	-0.72675
DOCK7	0.107875
FAM127B	0.206625
LOC390243	-0.213166666666667
N6AMT2	0.37925
ZNF391	0.2625
DNAJB14	0.832
WRB	0.111625
BPI	0.733583333333333
TTC4	-0.178666666666667
FAM10A5	0.515
GOT1L1	0.00150000000000002
MAGED1	1.5945
RESP18	-0.47525
WFDC6	0.07
MT2A	-0.46
C11orf56	0.25525
KIAA1432	-0.2865
ROR1	-0.564875
HSD17B14	1.14183333333333
ZFAND2B	0.202125
SAMD4B	-0.185
HEXA	0.14375
HNRNPU	-0.157909090909091
USP39	-0.44625
NRD1	-0.83125
R3HDML	0.0545
FLT4	0.9755
OMG	-0.145833333333333
OR52N4	0.293
LOC399818	0.37675
ELA2	-1.99925
VENTXP1	-0.00950000000000001
RFC5	-1.5955
OR52L1	0.279
PAX5	-0.1165
FBXO2	1.30725
GMEB1	0.3685
AKT3	0.8135
CRB1	-0.2075
CTTN	-0.093
UTP15	-0.457166666666667
HSBP1	-0.245416666666667
PHF11	2.11
NDEL1	0.523333333333333
USP8	0.25625
BAIAP2	0.062875
SI	0.285
ARSJ	-0.115333333333333
BAAT	-2.909
KCNS3	1.909
LOC126147	0.351
TMEM37	1.5965
C1orf162	2.8065
MBD1	0.2966
ITGAL	0.470666666666667
WDR73	-0.203833333333333
GKN2	0.001
ARFGAP1	-1.3935
SLC5A8	-0.224
ZBTB40	0.1
CYP4B1	3.9325
LYPLAL1	-0.64375
CHST3	0.291
MAP3K9	-0.207
BTAF1	-0.1575
TFAP2E	0.685
RBM35B	0.0275
LOC441251	-0.659666666666667
ANKRD25	0.8335
UQCRC2	0.094
MAEA	0.477416666666667
HYAL1	-1.6073
RNPEPL1	-0.0583333333333333
CPSF2	-0.75175
PSD3	-0.5431
ABCA13	0.104625
AGR2	2.1135
GBX1	-0.553
HDLBP	-0.190857142857143
ACY3	0.102
HECW1	-0.2735
ZNF519	0.17025
HOPX	2.7845
ZNF304	1.312875
OR12D3	-0.0235
FKSG43	-0.18675
METTL1	-0.844
MFSD3	-0.9458
PSPH	-1.5335
CLCA3	-0.213
DARS2	-2.1525
CDC25A	-2.7105
BAIAP2L1	-0.68525
B3GNT5	0.435875
USP29	-0.288
ARHGEF10L	1.5714
ATOX1	-0.3785
ADAM30	0.14575
DNASE1	-1.09725
STT3A	-0.33525
RAB6IP1	0.15025
PTN	3.6257
C1orf106	-0.712615384615385
HECA	1.9365
RNF122	0.2675
SLC22A18AS	-1.02966666666667
GNG8	-0.573
ELP4	-0.84775
FAM65A	-0.2135
RPL10A	0.843333333333333
IRS4	0.4015
MACF1	1.2702
SEC24D	-0.559
LOC374395	-0.02975
TGFB2	1.482125
MDFIC	0.972625
CHRNE	-0.0116666666666667
PCMTD2	0.408
ATP6V0D1	-0.0478333333333333
MTA2	-0.076
LZTR1	-0.7435
RAP1A	1.13233333333333
AXIN1	-0.441875
POLR1C	0.1275
TRIO	-0.355583333333333
PLXNA4A	0.443416666666667
C5orf33	0.32225
DEPDC1B	-5.2925
ZNF473	-0.525833333333333
MTM1	0.9325
GPR107	0.201166666666667
CSNK1A1L	0.339666666666667
FLJ14154	-0.001
NLRC4	2.995
ENPP4	2.11366666666667
PADI3	-0.179
RNF170	0.055875
CG018	2.59233333333333
C16orf7	-0.34425
KCNE1	1.902
NRM	-1.267
SLC37A3	0.527214285714286
TPD52L2	-1.1135
UNC5B	0.106
C12orf12	-0.282166666666667
SDHB	-0.14625
CLRN1	0.086
NUDT10	-0.154833333333333
UGT3A1	-0.148
FBXW8	-0.063
RHOF	-1.192375
PTPLAD1	-0.252
MYO3B	-0.405333333333333
DERA	-0.402
TPP2	-0.86525
C19orf53	-0.559166666666667
GINS3	-0.99475
ST6GALNAC5	2.268
CHSY1	0.1075
MGC15705	0.427
GPR83	0.428666666666667
EXT2	0.25675
DOLK	-0.371
TUBAL3	-0.56675
ACVRL1	1.9961
ABL2	-0.771833333333333
C14orf156	-1.3345
PTPRZ1	-1.057125
DIP2C	0.9975
LAMP1	1.574375
RXRA	0.3945
MAP3K5	1.5195
ALKBH1	0.235
PDLIM7	-0.2655
ARL14	-1.217
SNIP1	0.254
TIMP3	2.04625
RGS3	0.193833333333333
SPAG16	0.9394
ABHD4	0.2355
ARHGEF12	0.878083333333334
GLUD2	0.742
RAC2	-0.6801
UAP1L1	-0.994
SLC18A3	-0.218
YOD1	-0.222416666666667
RALY	-0.67825
HMOX2	-0.087125
DGKH	-0.03425
DBNDD2	1.13416666666667
YIPF4	0.426375
THAP10	-0.14375
ZNF513	0.44175
HAGHL	-2.77266666666667
ITGB4	1.55316666666667
CCDC141	0.3305
YTHDF3	0.4825
C5orf28	0.1525
RPL7L1	-0.207625
TMEM30B	1.12278571428571
ANKRD35	3.276
DUOXA2	-0.771
TBC1D5	0.568375
DFNB59	0.9545
HRH4	-0.02425
MYO6	2.2202
DNAJA4	0.971
RBM24	-0.2875
CEACAM20	-2.38225
RBM23	0.379642857142857
NGFB	0.0715
C1orf63	0.2417
KRTAP7-1	-0.214
PERLD1	1.66225
NPB	-0.6225
C17orf59	0.9118
HSPBAP1	0.175
SLC15A4	0.3055
PRTFDC1	0.21
OSMR	-0.535928571428571
CYSLTR2	-0.0135
C19orf25	-0.3862
KIAA1797	-0.186
NLRP6	0.16
FAM105B	-0.3511
SCRN2	0.819833333333333
LRRC58	-0.2423
RNF17	0.080875
NEIL3	-5.39
FAM137A	-1.86125
SKP2	-3.5355
PARVA	1.32541666666667
PKLR	-2.0485
RNF34	0.410375
A3GALT2	-0.1225
C12orf50	0.206833333333333
SUNC1	-1.0285
FAM102B	-0.413166666666667
CCT2	-1.1135
LRRC37A2	0.0735
ARF4	0.429
SIKE	0.029875
C8orf48	1.45583333333333
MBTPS1	0.928785714285714
GPSN2	-0.1135
NCF2	2.64975
SLC12A6	0.169333333333333
MRPL48	-0.42
HMGN3	0.4885
LRRC62	-1.64375
PAX9	-0.237625
FAM55A	0.2115
C20orf42	-0.563
SCML2	-0.816166666666667
BCL9	-0.24425
FAM40A	-0.25475
C9orf41	-0.617166666666667
ZNF774	0.7135
LETM1	-1.939
PLXNB1	0.374666666666667
NIPSNAP1	-0.79975
USP10	-0.26975
F9	0.66525
LIPE	4.211
CNGB3	0.0155
C12orf52	-0.3785
PI4K2A	-0.264125
MED8	-0.174875
STAT4	1.8277
FGD4	0.637833333333333
RNF145	-0.528333333333333
WDR32	0.0597
CLDN2	-0.0428333333333333
TCEAL8	0.828
ZMYND8	-0.7477
PDXK	-0.194
GATAD2A	-1.126
PTGES3	-0.655
CCM2	-0.589
TAP1	1.301125
ZNF670	0.855
ETS2	0.323214285714286
C6orf166	-0.0246666666666667
PRMT2	0.886928571428571
OR4B1	-0.05
INTS8	-0.858
CCDC102A	0.37625
CCDC83	-1.391
ITGA1	0.1368
EPHA5	-1.239
FAM24B	-1.0785
TSGA10	2.612
HAL	-1.5155
MYOT	1.496
SPACA3	-0.3025
BCL2L2	0.298666666666667
CUGBP2	1.60516666666667
CCNB3	0.643
RNF113B	-0.09325
MERTK	1.09825
BAG1	0.62625
VPS36	-0.1205
ORMDL3	0.7947
C1orf190	1.0815
ZNF625	0.358
CORO2B	-0.6735
ALOX15	0.865
CST1	-0.6965
NUPR1	2.09566666666667
CCL7	0.0425
SMCR5	-1.997
DSC2	2.1085
RBMS2	0.28825
GRIK4	0.7455
TRIM65	-0.2441
TMPRSS6	-0.365357142857143
TP53INP2	-0.698
GLB1L	0.4895
LOC388284	0.6515
PUS1	-1.21735714285714
BCL9L	0.188
OLFM1	0.0331666666666667
RET	-1.54325
MASTL	-2.50516666666667
ALX3	-0.017
IL1RL1	-0.0806666666666667
ZNF765	0.3598
C14orf138	0.08525
SNX10	0.395333333333333
TAC4	-0.033
C1orf64	2.778375
POGK	-0.191
MAPK9	-0.072
ZNF366	3.552
C8orf79	2.7894
CLDN7	1.55
OR5AT1	0.0685
TRIM37	-1.87875
LRRC25	1.998
GRHL2	2.1148
TEKT3	2.0845
LASS5	0.0285
ABCC4	-1.59566666666667
DLG3	0.641375
VGLL1	2.89025
ZFP36L2	2.3345
MFRP	-0.122666666666667
KIAA1799	0.2885
FLJ44379	0.779
PCNX	0.04625
ANXA9	-0.5375
CYP4V2	1.3617
PIK3C2A	0.73575
SRR	0.5085
NOL3	-0.5015
IFITM2	1.2575
ARNTL2	-1.615
ZNF595	1.57725
NLRP13	1.8655
ASPH	0.388375
CPA2	0.468
PVRIG	-0.649666666666667
LEPR	2.08683333333333
C16orf42	-0.202333333333333
SH3BGRL	2.46175
FAM77D	0.203333333333333
FNDC7	-0.0455
C9orf6	0.670833333333333
NOTCH2NL	1.34483333333333
PGBD1	-0.1505
SYNGR2	0.296333333333333
PITPNA	-0.3050625
PRPF4B	0.0399
SLC43A3	-0.305142857142857
NRBP1	-0.08625
SLC25A22	-0.4385
ILK	0.42475
SLC22A8	-0.0735
MRPS7	-0.2685
PITX2	-0.9245
FABP3	-0.1325
OR1L1	0.631
LOC728215	0.031875
BLID	-1.032
KIAA1217	3.34452941176471
TFPT	-0.213
AP4B1	-0.5195
VBP1	-0.679
OR1K1	0.011
MORC3	0.7695
BHMT2	1.90416666666667
C3orf10	0.689625
FZD7	2.69683333333333
WFDC10A	-0.4095
PMS2CL	-0.423875
CCDC32	0.641333333333333
FA2H	-1.28825
ALG13	-0.153
TTLL7	-0.5382
SPOCK3	0.65125
SLC13A2	0.3815
AIM1	1.681
GPRC6A	-0.4345
EGR2	5.4375
MED11	0.18525
WWC1	1.8415
SH3GL3	-2.80225
RIF1	-0.284
PRLH	-0.6315
VLDLR	0.7525
DBT	0.435625
C21orf63	1.7725
CGGBP1	-0.270375
KRTAP12-2	0.4595
TADA3L	0.147
ZBTB16	3.7255
PDGFB	1.08225
RFX1	-0.16175
UQCRB	-0.466
LOC133874	-0.9325
HPS3	-0.60975
LGALS3BP	0.1175
DKFZP564O0823	2.33914285714286
MRFAP1L1	0.98175
HOXA10	0.278666666666667
NGB	-0.341
KIF21A	-0.781846153846154
IFLTD1	-0.844
LZTS1	-0.141
ARHGEF3	1.799
RHBDL3	-0.866
CSNK1G2	-0.6665
ChGn	0.48575
KIAA1244	1.9695
GABRB2	0.075
MGC72080	-2.02
CD27	3.15225
EGLN1	-1.4998
PEX13	-0.18425
RWDD3	0.3115
RNF12	-0.754
GRIN2B	0.3605
ADAMTS14	-1.126125
DYDC2	-0.158166666666667
ATP6AP1	0.00619999999999998
NR1H2	-0.309166666666667
PDK2	0.98425
C3orf17	0.0545
SLC38A2	-0.628
SLC25A29	0.2835
C15orf29	0.4615
ADAM9	-0.260083333333333
TMUB2	0.23125
GPR176	-0.76525
AGK	-0.298625
MCCD1	0.92825
NDUFA4	-0.426
TMEM146	0.23175
DUSP1	2.28075
UNQ6975	0.629
EMX2OS	4.0115
INSM2	-0.649
LUZP4	-0.18825
SETD6	0.1005
P2RY2	1.66575
SLC45A2	-2.0465
RABGAP1	0.661166666666667
UBXD5	0.226625
GPRC5A	-1.7028
PAK3	3.2415
LOC63920	0.09175
TGFBR1	0.1103
KRTAP6-3	1.07275
SFMBT2	-0.3505
CDC42	-0.315875
C11orf35	-0.195
TTLL2	-0.10725
UACA	1.164
CD97	-1.1093
SETD5	0.02425
NINJ2	-1.25525
PTER	0.694
POMGNT1	-0.1185
KRTAP4-2	0.354
ECGF1	1.61975
HRB	-0.523
ATP1B2	0.4268
LOC400506	-0.72925
COL4A3BP	1.025
C6orf97	1.4305
GRHPR	0.342
TAS2R1	0.188
SEMA7A	-1.9445
EDF1	0.3215
ODF2L	1.025
PCID2	-0.1035
GTF2H4	-1.18816666666667
ZCCHC3	-0.215375
CGB2	-0.297833333333333
NEUROD1	-0.02775
C20orf75	0.0295
RP5-1054A22.3	2.21683333333333
IFNA5	0.5565
ZNF134	0.33875
MGC119295	-1.5236
ZSWIM6	-0.066875
SMEK1	0.563833333333333
PCGF2	-0.129625
C1orf102	2.00475
CYP2A13	0.725
KCNH6	0.0259
MDM1	0.5368
ALDH7A1	0.467166666666667
C9orf75	-1.1305
VDAC3	-0.28725
OR51T1	-0.016
EIF3F	-0.184416666666667
KCNJ10	-0.78675
LENG8	-0.105
EDEM2	-0.0768333333333333
CCNJL	-0.610666666666667
DHX37	-1.0445
CRYGN	1.173
AATF	-0.867875
ZNF630	1.145625
E2F5	-1.098
WFDC13	-0.59325
FTSJ3	-0.7275
C4orf33	1.05475
LHFPL4	-2.568
C19orf56	0.3595
SMAD4	0.93525
AFM	-0.52
G0S2	5.2995
FCHSD2	0.1214
RRP1B	-1.3088
EEF1B2	-0.3415
STAT6	1.47316666666667
ZNF195	0.1955
GNL1	-0.439
ZNRF2	0.606166666666667
PER3	1.31075
ASB16	-0.02375
C10orf10	3.26842857142857
ADCY8	-2.4625
C9orf58	0.6685
ARMC10	-0.699333333333333
PSG1	0.3785
DHX34	-0.3365
VARS2	-0.928375
NFIC	0.76225
ITPR2	2.52575
AGXT2	0.240666666666667
OR6K3	-0.2145
H2AFZ	-1.4985
MLLT3	0.694083333333333
COX4I2	1.467
CCNT2	0.69375
PLK4	-2.68575
NUMBL	-0.6325
MED16	-0.1385
PLEKHQ1	1.38225
GOSR1	0.696388888888889
BTG4	-0.2435
RPL30	0.4015
IGSF5	-0.1555
IGFL2	0.357333333333333
ELMOD2	-0.0233333333333333
SHC3	-0.240166666666667
HAVCR1	-0.6
DYNC2H1	0.894
RNF5	-0.249833333333333
C2orf7	-0.87025
NLF1	-0.797
KLHL25	-0.0255
LRP10	1.164
KRI1	-0.60775
PUS7L	-0.399
MGMT	0.59275
HOXD1	0.927833333333333
CSH1	-0.0656
ATG16L2	-0.6515
FLJ44635	0.9315
CHODL	2.30575
EXOSC8	-0.825
SLC28A1	-0.12975
MYO7B	-0.621
SEH1L	-0.8915
MTNR1A	0.146
TSPAN5	0.3885
CDC45L	-5.067
AMIGO1	0.5175
ATAD3A	-1.727625
OSGIN2	-0.0465
PDIK1L	0.709666666666667
DARC	3.993875
PIPSL	0.05
SHMT1	0.11275
CRISP3	-0.349
POPDC2	2.52333333333333
ZRANB2	-0.203333333333333
FBXL8	-0.45425
TRIP13	-4.099
EIF5AL1	-1.1405
POU5F1P3	-5.11566666666667
IL6	-0.431833333333333
CXorf38	-0.9115
IFNA16	0.1425
FBXL2	1.10266666666667
BRD1	0.6995
STATH	0.06825
FBXO44	0.632833333333333
MCCC2	-1.06775
CDC2	-3.6809
C5orf23	2.23075
IVD	-0.117833333333333
C10orf122	-0.76525
MSL3L1	0.2254
MVP	0.169
EPOR	-0.5165
ZMYM1	-0.47
BCL7C	0.566
PSTPIP2	0.9352
LYPD1	-2.450875
OR8G5	0.6125
ZP3	-1.47033333333333
BCAS4	-0.152916666666667
EDG6	2.35875
ISY1	-0.207
PRAMEF2	-1.1655
CUL1	-0.188125
RNF213	0.1261
CCRK	0.6675
DHX9	-0.30175
C13orf29	-0.757
NCKAP1	-0.548166666666667
MRPL43	0.617714285714286
XPR1	-0.13275
PKN2	0.4565
PODNL1	0.1515
ZNF333	0.880375
DALRD3	0.243
OPN1SW	-0.0795
BTBD6	0.8095
C11orf82	-2.8005
OR5P3	-0.077
DUSP11	0.55475
L1CAM	-1.5739
NEK11	1.9345
OR7E91P	1.135
CNTN3	2.0971
CREB3L2	-0.481
ZBTB37	0.105
KIAA1324L	0.65275
NDUFB10	-0.108
NUDT2	0.728
GTPBP8	-0.21125
CACNA1D	0.951375
PRKAA2	-0.638
PRDM8	-0.0675
MGC16075	-0.458
KRT14	2.33871428571429
PP8961	-0.2465
MRPL18	-0.01725
ABCG2	-1.4625
PACRG	2.85225
BBS2	0.83
KREMEN2	-4.37
FBXO21	0.92225
HNRPUL1	0.0596666666666667
GRB10	0.8275
CLSTN1	0.40725
LMAN2	-0.2097
C17orf61	-0.27975
NIPSNAP3A	0.87475
INSIG2	0.225666666666667
PCDHB7	0.812333333333333
STXBP2	0.080625
CMAH	2.52708333333333
SEMA5B	-1.68175
ZNF155	0.903
COQ6	-0.0095
PRPF4	-0.87975
TSPAN15	1.3863
VN1R5	0.236
LATS2	1.025
SELK	0.3535
PGK2	-0.159
MS4A1	0.54675
TYW3	-0.1016
KRTAP5-1	-0.6145
RCCD1	-1.54483333333333
BTN1A1	0.7375
DDX28	-0.05575
TMEM65	-0.047
LOC92345	-0.07675
TTC31	-0.29575
WDR46	-0.761666666666667
CHP2	-0.983166666666667
LSP1	0.38475
ZNF542	0.42175
EXOSC1	-0.3845
ARHGAP18	-0.174
LRRTM4	-0.653875
MAOB	3.65216666666667
CACNB4	1.31275
MGC33846	0.875875
RANBP3L	3.01
ATP5L	0.119375
ONECUT1	-3.58
NUDT9	0.22625
TMEM149	0.972
STX17	0.2785
IGSF10	0.1805
TMPRSS9	0.0295
BMPR2	1.12283333333333
ALLC	-0.009
KLF7	0.400125
GCC1	0.5313
TIMM9	-0.74075
CDO1	4.3335
MGC10701	-0.0786666666666667
IFI6	2.8375
FRMD8	0.846
MGAT2	-0.07775
WBP5	0.352
CNIH2	-1.06875
KIAA0907	-0.8799
KCNH8	2.3595
CTSG	0.83725
GRIK1	2.18083333333333
CUL5	1.077625
FRMD1	0.152
OR9A4	0.2935
SYT6	-1.137375
FOXD4L2	-0.44125
ANAPC2	-0.138
OPN5	0.1825
TAF13	-0.7905
LYG2	-0.30125
GGNBP1	0.147
C11orf40	-0.2105
OTX2	-1.246
REG4	-0.3205
EIF5	0.064
PALB2	-0.92125
SEPSECS	0.1392
RNASE3	-0.0725
TRIM49	-1.772
POLR2K	-0.3023
GPR42	-0.102
C8B	-1.5075
SASS6	-0.83275
PREB	-0.806166666666667
OR3A3	0.3855
TUBA8	0.2505
IGLV2-14	-0.5095
STIL	-3.2565
ANKFN1	0.919166666666667
NME7	-0.0945
HOXC12	-1.08825
UBE2C	-3.805625
FHOD1	-1.22625
CDK2AP1	0.0596666666666667
OR6K2	0.13125
DHPS	-0.5185
RPL5	0.183083333333333
TRGV5	0.039
LOC541472	0.218625
HCCS	-0.1759
DENND1B	1.407
LHX3	-0.16
OR5D16	0.1065
CXorf57	-0.253666666666667
IRF2BP1	1.0445
NDST2	0.272166666666667
LCE3D	-0.448
BOLL	0.0735
SYT3	-1.298
PIH1D2	0.21925
C20orf7	-0.817166666666667
IL1R2	0.601166666666667
SLAMF9	-0.987
PPME1	-1.046875
PIK3CA	0.804
TRAPPC1	0.01925
COLEC10	-0.67675
SLC9A6	-0.142
PDDC1	-0.62725
CCDC53	0.34075
GK3P	-1.135
DAZL	-0.55175
BRI3	0.354
SDK1	0.248375
CYP2C18	0.21625
IFI44L	4.77875
RPL3L	0.152
FUT9	1.689
KIFC2	-1.25583333333333
