Hybridization REF	TCGA-BH-A0WA-01A-11R-A109-07
CACNG5	0.24775
ATXN10	0.4369
ECH1	-0.2304
CCL22	0.36875
CYP2F1	-1.68066666666667
GADL1	0.494
TMEM19	-0.2032
RUNX3	1.706
EFNB1	0.858
LIPN	0.617
ACSM3	-3.4815
SIGLEC8	0.6795
ASCC3L1	0.008
NOL8	-0.179625
RELT	-1.08366666666667
Magmas	-0.9665
PPP1R15B	0.0858
C11orf2	0.10225
VKORC1	0.3175
MGC26647	-0.74075
TRPM6	2.15391666666667
UGT2B7	-0.0166666666666666
FEV	0.2755
FOXK2	0.4777
PDCD5	-0.304833333333333
SLC8A1	1.4249
DGUOK	0.0101666666666667
CLDN16	0.8175
GAGE1	-2.063
RBM17	0.6009
C1QTNF3	-0.635625
VGLL3	0.720666666666667
UNQ5830	-0.1105
CD1A	0.2285
SCGB1C1	0.496
SUPT4H1	-0.167875
TRAF5	-0.39025
ASAHL	0.164125
FAM73A	0.231833333333333
OR6B1	0.277
WHSC1	-1.10045
GFPT2	0.1985
LOC339809	0.7325
STARD5	-0.0849166666666667
SIP1	-0.68975
DNAJC15	-0.158
STAU2	0.892125
FAM98A	0.53175
RAD23B	0.2410625
LRRC33	-1.13575
CHRAC1	0.8955
C21orf89	0.4735
C19orf43	-0.0565
KLK8	2.47733333333333
CCNE1	-0.830375
PKDREJ	2.538
SSU72	0.5575
C17orf73	0.2875
GPR78	1.14
WHSC1L1	0.9072
GSTA2	3.632
SMUG1	-0.203833333333333
UFM1	0.2559
AP3M2	0.614916666666667
USP14	0.1065
FBXL14	-0.2305
DSTN	1.54675
SFRS14	-1.202
FBXO31	-0.566
C12orf40	-0.9685
FRS2	0.9905
NR2E3	-1.3625
TUBB2C	-0.5375
GMPR	0.306166666666667
C9orf139	0.276
ING5	-0.706214285714286
LOC730092	0.2775
ORM1	-4.19875
RP11-11C5.2	-1.204
HSPD1	-1.0407
PIWIL3	-0.4565
C5orf13	0.2594
OR5R1	0.045
LCOR	-0.347
PLEKHA9	1.405
CCDC43	-0.45575
ZNF232	-0.018
SLC6A7	-0.449
ADH5	-0.20175
SHBG	-0.962333333333333
CROCCL2	-0.58875
PANX3	0.2065
CDIPT	0.289
SLC16A5	0.986
TUBB	0.545
TOR3A	-0.0319
PREP	0.59
ENTPD8	0.315857142857143
CHMP1B	1.07775
SYT12	0.6555
MYH6	-1.4955
MAP3K13	1.41
KLHL30	0.320666666666667
LCMT1	0.729375
EIF1AX	-0.60725
FOXD4L1	0.18
SLC24A5	-1.5585
RNF166	-0.2557
TJAP1	0.40975
TMEM156	-1.08333333333333
ZNF239	0.20925
SNX19	0.1146
GKN1	0.48125
FCN1	2.4179
C1QL1	-0.13425
ATP11C	0.136125
ZNF35	1.589
CARD8	-0.68475
LIMD1	-0.429
KIAA0286	-0.537375
XRN2	-0.479333333333333
CD6	0.364833333333333
TOX3	0.4145
ZSCAN4	-0.9336
RSRC1	1.053625
COG1	0.59375
PTRF	1.1551
C16orf35	-0.75875
FBXO24	-0.32825
CHST11	0.16125
THRB	-0.6829
MYBPC1	4.061
RNF39	0.567833333333333
PSMD11	-0.392
ALAD	-0.500166666666667
EN1	5.6605
SLC9A9	0.50825
GSTM4	-0.9121
CDC42BPA	0.353842105263158
RCSD1	0.01425
LUC7L2	-0.0826
SPTBN1	0.7134
LOC146167	0.0255
BAT5	1.1424
ZNF452	-2.94775
LSM4	-0.373875
SRP72	-0.5938
SGK269	0.473583333333333
MTX1	0.6055
CENTA1	0.02875
UNQ9433	-0.113
ATR	0.549333333333333
DDX49	0.007
PAQR8	1.0845
C14orf174	-0.58025
GBGT1	0.0465
THAP1	0.89425
OR10K1	-0.0975
RASIP1	-1.12833333333333
DPYD	-0.579
DOHH	-0.5905
C18orf45	1.69075
POF1B	1.9861
ZNF552	0.39875
USP32	-0.94275
MED27	-0.169666666666667
C14orf149	-1.237
PRDX4	-0.113333333333333
ABHD12	0.9383
AGT	-3.76625
SLC22A14	-0.50075
C1orf58	0.4645
PILRA	-0.86875
ABCF2	-0.42175
C17orf85	0.3848
TKTL1	-0.82925
FGF1	2.87235
IL6R	-0.0996666666666667
VPS25	0.05075
CHRNB2	-0.407375
COL7A1	-1.2655
LRRC48	1.35416666666667
SPG20	0.622083333333333
COX10	-0.00225
GCA	0.68825
ECEL1	2.46933333333333
GLG1	0.6225
SRD5A2L2	0.579
MUTYH	-0.681625
ZNF70	0.76325
L2HGDH	-1.301
GPATCH2	0.31075
ZNF655	-0.33625
ZNF227	-0.118
MCOLN2	1.28833333333333
NQO2	-0.27975
KCNQ5	-0.0545
NEU1	0.7585
QRICH1	-0.10375
ZBTB20	1.10683333333333
RPUSD3	-0.59075
EPGN	-1.60533333333333
TSN	0.615666666666667
SPRY2	-1.57416666666667
LZTFL1	0.384375
GMFB	-0.546625
PBEF1	-0.8654
HBG2	-2.407
TMEM8	0.266
PALM2-AKAP2	0.693666666666667
NFYA	0.82725
FAM108A1	-0.341875
PBLD	0.862125
NRG4	-1.15625
PIGF	0.21375
PTGER1	1.456
NOS2A	1.6835
C21orf34	-0.102
C21orf51	-0.154166666666667
IL17C	0.5905
TRMT6	0.743
ETV2	-0.0828333333333333
CCDC109A	0.14475
MYLK2	-1.15
ATP10A	1.0394
DPH4	0.21875
C5orf5	0.0676666666666667
KCNA4	0.00833333333333333
NMNAT2	-0.614666666666667
GLYATL2	3.6425
LSMD1	-0.21325
IL23R	-2.252
NRF1	-0.425
MUC15	1.88716666666667
PRDM12	-1.8335
PAQR4	-0.425071428571429
RBBP6	-0.1743125
IFI27	4.0635
SKAP2	0.1995
TAGAP	1.88825
TJP3	0.7315
C9orf61	2.529
IDS	-0.458285714285714
PARG	-0.30925
LOC131149	-0.3465
DYRK4	-0.445166666666667
MICALL1	1.524
GALR2	-0.162
GPBP1L1	0.421875
TBX21	3.74775
KCNJ6	1.0015
GGN	1.21925
CASP5	0.328166666666667
RNF182	-0.06975
BRD4	0.1435
DOK4	-0.767125
SLC46A2	0.8145
SOX9	2.325
ZNRD1	-0.137833333333333
PRR6	-1.83625
FAU	-0.28225
DTNB	2.35066666666667
CARD9	1.009
STS-1	0.107666666666667
SLC4A5	0.060875
NSBP1	-1.5745
UGCGL2	-0.888333333333333
POTE15	-2.372
NOXA1	-0.41875
RP13-347D8.3	2.86075
SAMD10	-0.714
EP400NL	0.0975
TCF21	-0.5485
AMELX	0.3075
JPH2	1.087
SLA	1.34925
DLST	-1.36216666666667
SEPT12	0.35425
RGS20	-1.4515
LXN	0.795666666666667
ZNF419	0.356125
UPK3B	-0.573166666666667
RELL1	0.86025
ESPNL	-0.444
KLHL21	0.239625
PI15	1.75
C2orf61	-0.7565
LOC407835	-0.770333333333333
RER1	0.186583333333333
ELAVL2	1.9645
MGC26718	-2.5165
KLF2	1.34125
TNFAIP8L3	0.531583333333333
TFE3	-0.06625
C11orf17	-0.297375
15E1.2	-1.19375
SNRPC	0.04575
DLGAP1	2.7295
PGLYRP1	0.311625
OVCH2	0.7035
IRF7	1.5105
SET	0.1256
NAB2	0.0358333333333333
LRP5L	-0.387
FAM120A	0.300875
ASCL2	1.557
SHH	-0.0475
ATP5H	0.0485
THPO	-0.736833333333333
TYRP1	-2.75966666666667
HIST1H3E	1.08283333333333
EIF2S1	-0.201055555555556
TNFRSF17	-2.66533333333333
TARSL2	0.53075
NKX2-8	0.50125
C1orf115	0.589
LOC56964	0.2795
KIAA0841	-0.55975
ISCU	-0.256
TTMA	0.1715
ZNF414	-0.018
LOC441150	1.50725
RAB15	0.05425
HBP1	0.2495
TNNT2	0.430333333333333
CECR5	0.22175
PHGDH	-0.75075
JRK	0.6543
XPO4	-0.699375
FAM131C	0.566
ARHGAP25	1.00133333333333
CA9	-1.09022222222222
GPR62	0.96
TLX1	1.03383333333333
GPS1	0.1995
OR2M2	-0.0315
BDP1	-0.890357142857143
FAM70B	0.29875
RPS29	-0.50725
MKLN1	-0.324
TSPAN19	-2.70175
SLC29A3	0.2494
LGALS4	-0.147333333333333
USH2A	-0.350166666666667
NF1	-0.0306666666666666
APOBEC3A	3.23383333333333
IMPAD1	1.4295
OLR1	1.73133333333333
NRAP	-0.2405
HCFC1R1	-0.0521666666666667
TAOK2	0.2245
MCM10	-0.940833333333333
MAP4K3	-0.0455
CBS	-0.43025
CLK3	0.0893
PCDHGA5	0.5255
ELF4	0.67325
FAM71A	-0.0875
C11orf49	0.12
CLIP2	0.135
BTBD9	1.0654
ZNF524	0.477
KDELR1	0.408333333333333
ZNF509	0.207
NCSTN	1.307
ZNF533	0.122357142857143
PARP4	0.05725
GALNT9	-0.131666666666667
NPY	-1.57625
BEGAIN	-2.642
TMEM77	0.857666666666667
FOXRED1	-1.11566666666667
SLC16A2	-0.1705
SLC35B1	0.04825
GK5	1.26091666666667
SDCCAG10	-0.94425
C4orf20	0.001
SLC9A2	-0.90975
ADD1	0.0622857142857143
TAL2	-1.1905
ACLY	-0.50075
DNAJC1	0.2895
SOST	-1.07375
USP43	1.3545
CYP4F12	-2.71925
FKBP5	0.23675
CHCHD5	-0.1901
NUDT22	-0.19025
CCDC85B	-0.7255
OR51G2	0.3895
STRN3	-0.335928571428571
TMOD2	1.24775
FLI1	0.40025
MAB21L2	-0.839
DGKQ	0.30875
VPRBP	0.430666666666667
SCNN1B	0.2372
ECHDC3	1.6897
TMEM106C	-0.31475
CSNK2A2	-0.1945
RPL39	-0.2509
HERC3	0.0298
ZBTB47	0.780833333333333
ZNF681	-0.7335
PAGE2	-1.7315
CLIC5	2.45335714285714
RABAC1	1.28375
ZFHX2	-0.40825
YPEL1	1.92783333333333
KIAA0776	0.3
NR1D2	0.4085
DNAJC4	0.56975
NPNT	1.1732
ZNF677	1.128
ZNF536	-1.62425
MEF2B	-0.223833333333333
PTPN4	-0.321625
CTCFL	-3.6275
STX5	0.774333333333333
CD72	1.80975
VEGFA	1.79189473684211
XRCC1	-0.2786
MAS1L	0.466833333333333
ELL	-0.4204
SETBP1	0.827
CDH11	2.5655
NDC80	-0.136923076923077
DMBX1	-2.93375
NRSN1	0.375666666666667
BAT2D1	0.158375
CDS2	1.05433333333333
C1orf212	0.153166666666667
SENP3	-0.267375
IL1F9	0.206
EEF2K	0.44025
COG8	-0.25275
CEP72	-0.57425
OR1L8	0.6765
MUS81	-0.482333333333333
PHYH	0.583125
GGT6	1.33633333333333
C22orf23	0.161833333333333
C13orf33	2.322375
MAPK8IP2	2.06825
NELL2	0.16525
POU3F2	-2.93983333333333
ALPK1	1.5185
MRPS18C	-0.61375
RPLP2	0.173375
FGF22	-0.058
SPNS1	0.0798333333333333
ZFP1	0.233
IL1RAPL1	-2.25675
PCSK9	-3.64116666666667
NKX2-1	-0.065
C6orf189	-0.157
SP4	0.328
SLC11A1	1.2593
C21orf25	0.109333333333333
ICAM2	-0.15
SH3GL1	-0.460833333333333
GSK3B	0.280666666666667
RALB	0.11625
PDXP	-1.07883333333333
GNGT1	-0.13925
KIR2DL1	0.9325
TNFAIP3	0.426666666666667
C6orf32	0.508
CBLN2	0.78875
PANK3	0.23775
TAAR9	-0.287
WDR82	0.777642857142857
APOM	-3.813625
TRIP10	-0.267
SPATA16	0.134666666666667
C1orf135	-0.30025
USP51	-0.44675
TESK1	1.13825
C11orf64	0.27425
ZNF611	-0.6895
PDE6G	0.972166666666667
HLA-DQA1	2.656375
GCLC	0.677625
SEC61A1	1.83792857142857
TWSG1	0.689083333333333
ZMYND10	0.08725
CTDP1	-0.094125
ADAMTS6	-0.692
SLIT1	-2.11525
KRT86	3.0545
KIAA0574	-1.28675
GTPBP2	0.5251
PQLC3	1.2285
PRRX2	1.96716666666667
C15orf44	0.6115
MKKS	-0.24475
C11orf10	0.1645
GPR110	0.961625
CD109	0.0761666666666667
ADCY1	0.0153333333333333
RHBG	-3.37025
TP53I3	0.621875
SLC22A3	-1.2694
UCP2	-1
FOXG1	0.563166666666667
OR2AG1	0.0035
TRIM24	-1.038
PROC	-2.75875
TAAR6	-0.364
AMTN	0.5545
C10orf47	0.894166666666667
DEPDC1	-1.2305
FLJ45557	0.861
ZDHHC17	-0.6438125
KIAA1429	0.757666666666667
KCNH1	0.38
VNN3	0.42325
PSMAL	3.24475
PPARD	0.511125
HFM1	-0.55725
YBX1	-0.226833333333333
ZNF695	-1.55775
SCTR	-0.2635
DCDC1	0.613
VPS26B	-0.413
MTF2	-0.580666666666667
ATP6V1F	-0.25475
CCDC94	-1.0065
PERF15	-0.566
CCL11	1.532
LMO7	-0.163625
DCST1	0.3705
ADRBK1	0.0515
CDRT4	-0.462625
ZNF84	-0.01325
HOXD8	0.20025
STARD8	-0.396333333333333
FOXP2	-0.517875
CCDC103	0.859
POLR3A	-0.4427
GSC	-0.398666666666667
ZNF114	-1.38516666666667
HTR7P	-0.1095
LALBA	-0.3995
RMND5A	0.350666666666667
PSCD2	0.308
ZNF409	-0.0465
KRTAP1-3	0.181166666666667
MAF1	-0.61025
LOC201725	-0.652166666666667
NRN1	-1.737625
SPAG5	-1.70983333333333
DNAH7	0.0826666666666667
FLJ43860	0.171
BRCA2	-0.1695
ACADM	-1.194125
CXXC6	0.0875
RAGE	-0.262375
CHMP2A	0.2295
FAM8A1	1.3108
GPR21	0.541
SLC12A3	-2.704
FVT1	0.140714285714286
ZDHHC7	-0.04375
FLJ44048	-0.32425
SLC44A3	2.73283333333333
SDSL	0.306333333333333
MMP8	-0.70925
PLA2G12B	-3.25483333333333
ACY1	-0.3485
MT1E	1.09966666666667
OR4K15	0.5465
TECTB	-1.7215
GPR20	0.102375
IRAK2	-0.37575
RFPL3	-0.644142857142857
MYO9A	0.746
NARG1L	-0.987166666666667
BLMH	-1.3985
CCDC3	2.44383333333333
C9orf21	0.133333333333333
KIAA0513	0.08
MIER2	-0.2845
PNMA2	-1.1995
SH3BP2	0.657
ANXA10	-1.81
RTN2	-0.00833333333333333
TFB1M	-1.74
PRPH2	3.548
C14orf133	0.3555
GOLGB1	0.662
IRX4	2.6545
NFKBIL1	1.16083333333333
C10orf62	-0.07625
APBB3	-1.069
RPS10	0.6536
LOC728378	-0.35425
TLE3	0.485888888888889
PSMB7	-0.432375
MESDC1	0.1295
SLC6A1	0.810666666666667
OCLN	1.09183333333333
PTTG3	-1.1635
NAGLU	-0.25775
SERTAD4	3.19725
SPRY1	-0.08375
FLJ10781	1.00141666666667
MYSM1	-0.59275
TRIM4	0.129642857142857
SH3YL1	0.8175
TREM2	2.45316666666667
SERPINI1	0.35375
HDHD3	0.171125
TMEM38A	1.33025
EID2B	-1.5235
TDRD3	-0.896833333333333
SEDLP	-0.32225
THSD7A	1.21033333333333
NDST3	-2.933
KLHL15	-0.53375
DHRS12	0.9885
FBXO9	-0.740214285714286
TNPO1	-1.08891666666667
MRPL13	0.3885
SNX5	-1.59666666666667
METTL6	-0.46425
SOD1	-0.339875
CHML	-0.3325
PACS1	1.04775
SIRT5	1.21
CAPN2	0.388333333333333
FXYD5	-0.102166666666667
TWISTNB	-0.00424999999999999
LRFN1	0.351666666666667
UBE1L	1.122
UBE1C	0.37025
OR51B2	-0.373
OR4D11	0.902
C15orf2	0.442
NR4A1	0.781666666666667
LOC339047	-1.7355
TRIM17	1.043125
ATP5G3	0.259
RPL15	-1.01808333333333
ADAMTS8	-1.0225
HOXC4	0.3995
C14orf37	2.339
CEACAM5	-2.43275
MYT1L	-0.518666666666667
RASA2	0.9655
OSBPL7	-0.867
STAG1	0.679
GIMAP4	4.35
FUT3	0.544333333333333
PIF1	-1.915375
LPIN2	0.6024
SH3PX3	0.667
PDP2	-0.716
PAPD1	0.38025
ERP27	2.74875
APOOL	-0.4271
DIABLO	0.3965
TRHR	0.09775
ARMC9	0.261375
RNF152	4.3755
SLITRK3	-0.1895
ZNF211	-0.1409
PFDN1	0.1355
RGS11	0.01725
HS6ST1	1.3662
AKR1D1	-2.289
TNP2	0.120666666666667
STK31	4.8735
EML4	-0.509
SGTA	-0.947
HIST1H2BI	0.375666666666667
PSMD6	-1.49133333333333
KIAA1257	0.83975
C18orf55	-0.6065
FLJ20273	0.954375
RPL28	-0.771666666666667
EPYC	2.715125
NOX3	0.0385
ELAC1	0.287666666666667
METT11D1	-1.16425
BIN2	0.031
NACA2	-0.624
CCDC17	-0.62075
HM13	-0.3598
UBOX5	-0.237375
UBE2O	-0.23925
UBL5	-0.4285
APOLD1	0.94325
C9orf31	0.3625
TNFSF8	0.8455
ARHGAP29	-0.000374999999999983
PROKR2	0.1515
PDE5A	0.131833333333333
C6orf12	-0.342
TOM1L1	-0.5975
WHDC1	0.16375
FOXI1	1.31666666666667
RAB4A	0.7659
TMEM39B	0.55975
ATPBD1C	-0.64725
FARSA	-0.846666666666667
PLEKHG5	0.37325
CMAS	1.757
OR7E24	1.534
SLC30A1	-0.02675
CDC42EP5	1.21416666666667
PLAC1	0.51875
KLHL18	0.025
LBA1	0.0711
TAZ	-1.4165
CRIP2	1.3395
BTBD11	-0.49
C16orf72	0.79125
DIO2	1.6474
LRRCC1	1.133
CCDC136	-2.439
PRX	0.366
RBM5	-0.2711
TMEM85	-0.73125
TUBGCP4	-1.3835
APLN	1.380625
CDK7	-1.095
SSR2	1.20825
CRELD1	-0.32175
C19orf46	1.5695
GAL3ST4	1.05233333333333
KBTBD10	-0.4415
IL28A	0.55975
WDR27	-1.376
MCM2	1.0825
SOX14	-0.363
FLJ39743	0.6295
KIAA0922	0.64725
HIPK4	-0.6895
FLJ25758	0.3135
C16orf57	-0.117083333333333
PDZD2	0.519375
MCC	-0.46325
HHLA3	0.1426
ID2	0.12975
C20orf23	0.71075
ZNF688	0.1565
APOC2	-2.6125
LOC440093	0.712
FAM50B	3.23333333333333
PWP1	-0.034
DNAH10	0.668
HIST1H2BA	0.436
GPR56	1.79533333333333
METAP2	-0.382125
PAN3	-0.0568333333333333
STXBP4	-0.141375
PDHX	0.0925
MTA1	-0.170583333333333
ZBED4	0.18625
ZNF720	0.5615
CDK2	-1.231875
RHOJ	0.610375
CDC37	-0.42
ZER1	0.431875
GRK4	-1.30975
PRPH	2.7825
POLR2A	0.16775
OGFOD1	-0.7225
NOL5A	0.1015
PHEX	-0.45
FLJ16478	0.644
C20orf117	-1.25775
CAMTA2	0.0505
C11orf74	0.697166666666667
DDX17	-0.0913333333333333
C5orf27	3.485
PLEKHA2	-0.8891
PDE4DIP	0.0341
SCN7A	0.19875
ZNF559	-0.128
CXCL10	4.03525
ZMYM4	0.1955
STK32B	-1.57646666666667
KIAA0888	-2.2839
TACR3	0.9365
CKAP2L	-0.0645
KIF1A	1.6145
RSPRY1	0.03475
VCAN	0.60575
CYP27C1	0.969
SYDE1	-1.08416666666667
MED12L	0.371
ZDHHC21	0.76325
NHS	0.2565
TM9SF3	1.11333333333333
DDHD1	-1.1145
MAFG	-0.0535833333333333
BICD2	0.8543
C14orf119	-0.476
C14orf43	0.320857142857143
CDH7	-1.56475
ALKBH5	-0.109285714285714
JUP	1.36425
TMEM41A	0.978833333333333
MAMDC4	-1.10566666666667
CBX3	-0.033625
LRRC18	0.1045
RBMXL2	-0.06275
PLA2G4D	0.541333333333333
FGF13	2.768625
KIF3A	-0.404833333333333
PDIA6	0.6085
DCXR	-0.11675
CASKIN2	0.686666666666667
EHD1	0.767666666666667
MARCKSL1	1.08233333333333
ZNF496	-0.3775
SCAF1	0.194833333333333
KCTD8	-1.6395
TRAF3IP3	1.768
LSR	1.783
CXorf1	0.432833333333333
C14orf112	-0.1385
EIF2B1	0.27475
OMP	0.005
GSTZ1	0.05825
LOC92017	0.56275
ISLR2	0.4315
C12orf36	0.37
GATA2	-2.63966666666667
GABRA5	-2.906
CELSR2	-0.574928571428571
STAM2	0.972
TNAP	-0.655
PTPMT1	0.0333333333333333
GRP	5.57575
SV2A	-1.51683333333333
MAGEA12	-4.075
CACNG1	0.4395
C18orf19	-0.15375
GSG1	-0.334333333333333
PTPRJ	0.0552142857142857
FRMPD1	-0.2245
ZNF668	0.084
PLEKHJ1	-1.1985
ADAT1	0.2039
TMEM50A	0.6614
UCN3	0.162
HOOK1	1.25825
IL17B	3.834
MLKL	-0.337666666666667
TTC14	-1.21616666666667
KLHL5	-0.056125
CRYL1	-1.4425
FOXH1	0.027
NFYB	0.12475
PPM1G	0.44625
GOLGA2LY1	-0.90125
NMT1	-0.4075
HADHA	-0.1409
CHSY-2	1.61875
PLEKHF1	0.506714285714286
SAGE1	-2.3945
MUSTN1	-0.31525
SUHW4	-0.26225
TFEB	2.42033333333333
ZFYVE27	-0.775
ATG12	-0.704833333333333
BMI1	0.5175
ZIM3	0.163
MYH4	-0.128
MASP1	-1.30766666666667
KIAA0984	0.1265
RPAP2	0.0035
ASB5	-0.37075
BOLA3	-0.613666666666667
MIA3	0.700333333333333
KRT35	0.9245
KIR3DL3	-1.169
MRPL51	-0.63625
SEMA3F	0.397833333333333
NDUFB2	0.334333333333333
LOC253012	-2.05775
FAM46C	-2.5228
G6PC	-2.4105
CSAG3A	-4.4345
PREX1	-0.44
SLC25A45	0.0305
MAPKBP1	-0.3792
CPE	-0.305
GNB1	0.135375
CXCR6	2.492
TRIM46	0.26975
C16orf3	0.3605
HPSE	1.397375
TIGD3	-0.052
SPG3A	2.418
LCAT	-1.19266666666667
ST6GAL1	-0.112055555555556
POMC	2.489
FLJ36031	0.249
NSMAF	-0.5125
SKIL	1.844
ADSS	-0.577333333333333
HMGCS1	-1.3331
POLR3F	0.257666666666667
RAB10	1.07625
ZNF277P	-1.09175
ZBTB7B	0.8165
DHRS1	0.500375
ABCC13	-0.051
CNOT3	0.382
NFKBIA	0.82475
GAK	-0.230166666666667
SFT2D2	2.5765
HOXA6	0.525
CRTC1	0.282375
LY6D	1.88683333333333
C20orf72	0.244833333333333
CPT1A	-0.41225
LMO1	2.197
EIF3I	-0.256
PRB4	0.42625
MCM3APAS	-1.115375
C20orf132	-0.4163
FOXF2	-0.447
S100A12	0.51175
MLH1	-0.794333333333333
ACTN1	2.3254
MRPL36	0.150833333333333
C20orf106	-0.803
FBXO6	1.39416666666667
MKS1	-0.147
CX3CR1	-2.56625
PDE1B	0.429
PLP1	-2.371
KISS1	0.243666666666667
C14orf2	-0.557333333333333
TBC1D3P2	-0.8235
COMMD6	0.9771
ANKRD7	-0.345
PTCHD1	3.57375
NARS2	-1.013
DOCK7	-0.038625
FAM127B	0.820625
LOC390243	-0.206833333333333
N6AMT2	0.461
ZNF391	-0.2365
DNAJB14	-0.659333333333333
WRB	-0.28575
BPI	0.933916666666667
TTC4	-0.114
FAM10A5	-0.17275
GOT1L1	0.111555555555556
MAGED1	1.20175
RESP18	0.0875
WFDC6	-0.512
MT2A	-0.5325
C11orf56	0.12725
KIAA1432	-0.1545
ROR1	-0.526
HSD17B14	0.88
ZFAND2B	0.2365
SAMD4B	0.43825
HEXA	0.860625
HNRNPU	-0.260727272727273
USP39	-0.108375
NRD1	-0.40425
R3HDML	1.0205
FLT4	0.611
OMG	0.189166666666667
OR52N4	0.594
LOC399818	-0.2685
ELA2	-2.63375
VENTXP1	0.024
RFC5	-0.8015
OR52L1	0.194
PAX5	0.173
FBXO2	-0.398
GMEB1	0.3415
AKT3	-0.673333333333333
CRB1	-1.21316666666667
CTTN	-0.0733333333333333
UTP15	-1.5655
HSBP1	0.0235
PHF11	0.94325
NDEL1	0.2505
USP8	-0.74275
BAIAP2	0.284125
SI	-0.1165
ARSJ	-1.13716666666667
BAAT	-2.6425
KCNS3	2.02916666666667
LOC126147	-0.394
TMEM37	-1.1395
C1orf162	3.039
MBD1	-0.3742
ITGAL	0.0488333333333333
WDR73	-0.182833333333333
GKN2	0.0891666666666667
ARFGAP1	-0.521125
SLC5A8	3.15133333333333
ZBTB40	-0.0999
CYP4B1	0.267166666666667
LYPLAL1	-0.051
CHST3	1.10725
MAP3K9	0.1715
BTAF1	-0.974666666666667
TFAP2E	0.341
RBM35B	-0.084
LOC441251	-0.476
ANKRD25	-0.650944444444444
UQCRC2	0.557
MAEA	0.815916666666667
HYAL1	-1.4366
RNPEPL1	0.0836666666666667
CPSF2	-0.062875
PSD3	-1.5472
ABCA13	2.583375
AGR2	-4.07875
GBX1	-2.031
HDLBP	0.479357142857143
ACY3	-0.68475
HECW1	-1.07625
ZNF519	0.63525
HOPX	2.718125
ZNF304	0.702125
OR12D3	0.54
FKSG43	0.3115
METTL1	0.042875
MFSD3	-0.4809
PSPH	-0.2945
CLCA3	0.0205
DARS2	-0.848333333333333
CDC25A	-1.001
BAIAP2L1	1.15625
B3GNT5	2.0075
USP29	0.34825
ARHGEF10L	0.7565
ATOX1	-0.6575
ADAM30	0.59325
DNASE1	-0.88075
STT3A	0.436416666666667
RAB6IP1	0.0405
PTN	0.8445
C1orf106	1.42615384615385
HECA	1.743
RNF122	-0.18075
SLC22A18AS	-0.190166666666667
GNG8	0.478166666666667
ELP4	-0.56075
FAM65A	0.112166666666667
RPL10A	-0.109166666666667
IRS4	0.0825
MACF1	1.2075
SEC24D	0.5385
LOC374395	0.50025
TGFB2	0.535375
MDFIC	0.52375
CHRNE	0.552833333333333
PCMTD2	-0.670166666666667
ATP6V0D1	0.178833333333333
MTA2	0.303
LZTR1	-0.528333333333333
RAP1A	0.361833333333333
AXIN1	-0.41275
POLR1C	0.779
TRIO	0.498833333333333
PLXNA4A	-0.0235833333333333
C5orf33	-0.9375
DEPDC1B	-2.421
ZNF473	0.0305
MTM1	0.233125
GPR107	0.7235
CSNK1A1L	0.722166666666667
FLJ14154	-0.523
NLRC4	3.4705
ENPP4	1.34683333333333
PADI3	-0.148
RNF170	0.55575
CG018	-0.318833333333333
C16orf7	0.18775
KCNE1	0.38375
NRM	0.413
SLC37A3	0.217071428571429
TPD52L2	-0.575
UNC5B	1.57125
C12orf12	0.368
SDHB	-0.10875
CLRN1	0.37475
NUDT10	-1.8515
UGT3A1	0.292625
FBXW8	0.62
RHOF	-0.440625
PTPLAD1	-0.3765
MYO3B	1.3815
DERA	-0.7565
TPP2	-0.598
C19orf53	0.416
GINS3	-0.5355
ST6GALNAC5	2.645
CHSY1	0.66775
MGC15705	0.5765
GPR83	0.193833333333333
EXT2	0.66975
DOLK	-0.13375
TUBAL3	-0.227
ACVRL1	1.9299
ABL2	0.244
C14orf156	-0.923333333333333
PTPRZ1	-1.7525
DIP2C	0.966375
LAMP1	1.356
RXRA	0.1238
MAP3K5	0.29875
ALKBH1	-0.272833333333333
PDLIM7	0.44475
ARL14	-1.62
SNIP1	0.185166666666667
TIMP3	1.85008333333333
RGS3	0.134666666666667
SPAG16	0.2087
ABHD4	-0.71325
ARHGEF12	0.17875
GLUD2	-0.881
RAC2	-1.3181
UAP1L1	-1.0215
SLC18A3	0.044
YOD1	-0.53625
RALY	0.27175
HMOX2	0.04675
DGKH	0.98275
DBNDD2	1.00583333333333
YIPF4	0.98325
THAP10	-0.288
ZNF513	1.03075
HAGHL	-0.732
ITGB4	2.24716666666667
CCDC141	-1.0035
YTHDF3	0.7975
C5orf28	0.60425
RPL7L1	0.20525
TMEM30B	0.650142857142857
ANKRD35	3.006
DUOXA2	-0.45525
TBC1D5	0.221625
DFNB59	0.8065
HRH4	0.25725
MYO6	1.5959
DNAJA4	1.69375
RBM24	0.536
CEACAM20	-0.319
RBM23	0.100571428571429
NGFB	0.6945
C1orf63	-0.4851
KRTAP7-1	0.144
PERLD1	1.1815
NPB	1.3955
C17orf59	-0.1244
HSPBAP1	-0.1665
SLC15A4	0.391
PRTFDC1	3.07325
OSMR	-1.03478571428571
CYSLTR2	-0.259
C19orf25	-0.4493
KIAA1797	0.1
NLRP6	0.21
FAM105B	1.0285
SCRN2	-1.22666666666667
LRRC58	-0.8951
RNF17	0.655857142857143
NEIL3	-2.4365
FAM137A	-0.958
SKP2	-2.08775
PARVA	1.38083333333333
