Hybridization REF	TCGA-B6-A0RT-01A-21R-A084-07
CHST3	-0.2105
MAP3K9	0.2675
BTAF1	-0.360666666666667
TFAP2E	1.2265
RBM35B	-1.57375
LOC441251	-0.613
ANKRD25	-0.557
UQCRC2	-0.1935
MAEA	1.245
HYAL1	-2.526
RNPEPL1	0.6415
CPSF2	-0.219375
PSD3	-2.2823
ABCA13	0.25275
AGR2	-3.619875
GBX1	-1.438
HDLBP	0.452714285714286
ACY3	0.171
HECW1	-0.24075
ZNF519	-0.2835
HOPX	3.20325
ZNF304	0.373875
OR12D3	-0.0255
FKSG43	0.81825
METTL1	-0.56975
MFSD3	-0.157
PSPH	-0.38325
CLCA3	-0.4175
DARS2	-1.485
CDC25A	-0.746833333333333
BAIAP2L1	-0.15825
B3GNT5	1.7155
USP29	0.045
ARHGEF10L	2.0577
ATOX1	0.14475
ADAM30	0.2065
DNASE1	-0.27925
STT3A	-0.386333333333333
RAB6IP1	-0.07275
PTN	0.3198
C1orf106	-0.514769230769231
HECA	2.317
RNF122	1.092
SLC22A18AS	-0.419
GNG8	1.4975
ELP4	-0.80025
FAM65A	-0.116833333333333
RPL10A	-0.194666666666667
IRS4	0.599
MACF1	0.6735
SEC24D	0.20475
LOC374395	0.17475
TGFB2	-1.01025
MDFIC	1.353625
CHRNE	0.599
PCMTD2	0.0326666666666666
ATP6V0D1	0.0896666666666667
MTA2	0.5635
LZTR1	-0.738333333333333
RAP1A	1.00283333333333
AXIN1	0.46125
POLR1C	0.1435
TRIO	-0.430916666666667
PLXNA4A	-0.141083333333333
C5orf33	-0.146
DEPDC1B	-1.772
ZNF473	0.849666666666667
MTM1	1.95125
GPR107	0.326833333333333
CSNK1A1L	0.0978333333333333
FLJ14154	0.33675
NLRC4	4.70225
ENPP4	1.45266666666667
PADI3	0.18
RNF170	0.414625
CG018	1.78383333333333
C16orf7	-0.06575
KCNE1	1.08425
NRM	-0.913333333333333
SLC37A3	0.0977142857142857
TPD52L2	-0.041
UNC5B	0.12375
C12orf12	0.294666666666667
SDHB	-0.6395
CLRN1	0.157875
NUDT10	-1.62166666666667
UGT3A1	0.117
FBXW8	-0.359375
RHOF	0.746125
PTPLAD1	-0.954625
MYO3B	-0.42
DERA	-1.45025
TPP2	0.04075
C19orf53	0.01
GINS3	-0.806625
ST6GALNAC5	2.709
CHSY1	-0.00425
MGC15705	0.2575
GPR83	0.645833333333333
EXT2	0.127875
DOLK	-0.4175
TUBAL3	-0.907
ACVRL1	2.4207
ABL2	-0.974916666666667
C14orf156	-2.06283333333333
PTPRZ1	-2.7165
DIP2C	0.364625
LAMP1	1.39
RXRA	0.3628
MAP3K5	1.7235
ALKBH1	0.034
PDLIM7	-0.7685
ARL14	-0.344
SNIP1	0.208166666666667
TIMP3	1.43025
RGS3	0.609833333333333
SPAG16	-0.2818
ABHD4	-0.58425
ARHGEF12	-0.215333333333333
GLUD2	-0.2945
RAC2	1.7359
UAP1L1	-1.067
SLC18A3	-0.5555
YOD1	-0.67525
RALY	-0.257
HMOX2	0.856625
DGKH	1.00025
DBNDD2	0.554
YIPF4	0.562875
THAP10	-1.05575
ZNF513	0.37575
HAGHL	-0.307333333333333
ITGB4	-0.532166666666667
CCDC141	0.561
YTHDF3	0.67825
C5orf28	0.129
RPL7L1	-0.481
TMEM30B	0.457928571428571
ANKRD35	2.389
DUOXA2	-0.12425
TBC1D5	0.496875
DFNB59	-0.2535
HRH4	0.069
MYO6	0.9356
DNAJA4	1.575375
RBM24	-1.502
CEACAM20	-1.76025
RBM23	-0.0810714285714286
NGFB	0.634
C1orf63	0.2523
KRTAP7-1	-0.1855
PERLD1	0.83475
NPB	0.3685
C17orf59	1.0223
HSPBAP1	0.4985
SLC15A4	0.519625
PRTFDC1	-1.07675
OSMR	-0.388071428571429
CYSLTR2	0.575
C19orf25	0.1921
KIAA1797	-0.128
NLRP6	0.8065
FAM105B	1.2736
SCRN2	-0.444333333333333
LRRC58	-0.3867
RNF17	0.43175
NEIL3	-1.785
FAM137A	-0.9425
SKP2	-1.47725
PARVA	0.5635
PKLR	-1.6345
RNF34	0.54075
A3GALT2	-0.233
C12orf50	0.167166666666667
SUNC1	-0.7
FAM102B	-0.2065
CCT2	-1.46575
LRRC37A2	0.2985
ARF4	0.0235
SIKE	-0.015375
C8orf48	2.341
MBTPS1	-0.142142857142857
GPSN2	-0.854
NCF2	3.826
SLC12A6	0.507333333333333
MRPL48	-0.71925
HMGN3	0.553666666666667
LRRC62	-1.34125
PAX9	0.945875
FAM55A	-0.836
C20orf42	-1.2815
SCML2	-0.8855
BCL9	0.3575
FAM40A	0.2155
C9orf41	0.369166666666667
ZNF774	-0.359
LETM1	0.4675
PLXNB1	-0.715166666666667
NIPSNAP1	0.20825
USP10	-0.5685
F9	0.055
LIPE	2.1975
CNGB3	0.202
C12orf52	-0.4815
PI4K2A	0.16375
MED8	0.432125
STAT4	3.6243
FGD4	-0.184666666666667
RNF145	-0.804
WDR32	0.2071
CLDN2	-0.0468333333333333
TCEAL8	0.05725
ZMYND8	-1.2946
PDXK	0.6935625
GATAD2A	0.67125
PTGES3	-0.681
CCM2	0.41425
TAP1	2.990125
ZNF670	0.91625
ETS2	0.396214285714286
C6orf166	0.621333333333333
PRMT2	1.02492857142857
OR4B1	0.052
INTS8	0
CCDC102A	0.388
CCDC83	-2.31733333333333
ITGA1	-0.0748
EPHA5	-1.5874
FAM24B	-0.590666666666667
TSGA10	1.2565
HAL	-1.445
MYOT	0.63025
SPACA3	0.12875
BCL2L2	-0.769833333333333
CUGBP2	1.74116666666667
CCNB3	0.68925
RNF113B	1.2365
MERTK	0.84325
BAG1	-0.01175
VPS36	0.1815
ORMDL3	0.7873
C1orf190	-0.12325
ZNF625	-0.34775
CORO2B	-1.19225
ALOX15	-1.0385
CST1	0.827
NUPR1	1.978
CCL7	1.09775
SMCR5	-2.4055
DSC2	2.3045
RBMS2	0.81775
GRIK4	0.2125
TRIM65	1.0272
TMPRSS6	-0.750285714285714
TP53INP2	-1.3485
GLB1L	0.273
LOC388284	0.1185
PUS1	-0.428857142857143
BCL9L	0.651
OLFM1	0.64425
RET	-1.004625
MASTL	-0.594833333333333
ALX3	0.11125
IL1RL1	0.282333333333333
ZNF765	0.0493
C14orf138	0.22975
SNX10	0.592
TAC4	0.2665
C1orf64	-2.592375
POGK	0.815375
MAPK9	0.295
ZNF366	4.261
C8orf79	1.2793
CLDN7	1.304125
OR5AT1	0.466
TRIM37	-1.788
LRRC25	2.952
GRHL2	2.0065
TEKT3	0.1995
LASS5	-0.109666666666667
ABCC4	-0.213333333333333
DLG3	1.8005
VGLL1	4.23975
ZFP36L2	1.7355
MFRP	-0.219666666666667
KIAA1799	0.075
FLJ44379	-0.6355
PCNX	0.97925
ANXA9	-2.431
CYP4V2	1.1271
PIK3C2A	-0.3065
SRR	-0.022
NOL3	-1.96125
IFITM2	0.82
ARNTL2	0.0625
ZNF595	1.171
NLRP13	0.295
ASPH	-1.00525
CPA2	0.571
PVRIG	2.06683333333333
LEPR	-0.632
C16orf42	0.5085
SH3BGRL	1.048
FAM77D	-0.3955
FNDC7	-0.0155
C9orf6	0.430833333333333
NOTCH2NL	0.8865
PGBD1	-1.438
SYNGR2	0.598
PITPNA	0.202
PRPF4B	-0.1585
SLC43A3	-0.310571428571429
NRBP1	0.521
SLC25A22	0.19475
ILK	-0.272375
SLC22A8	0.319166666666667
MRPS7	-0.023625
PITX2	0.9045
FABP3	-0.273375
OR1L1	0.4845
LOC728215	-0.894125
BLID	-1.194
KIAA1217	1.54247058823529
TFPT	0.19475
AP4B1	0.1445
VBP1	-0.059
OR1K1	0.276
MORC3	0.8895
BHMT2	-0.113833333333333
C3orf10	0.917125
FZD7	1.2675
WFDC10A	-0.3935
PMS2CL	-0.269625
CCDC32	0.903833333333333
FA2H	-2.94775
ALG13	-0.2325
TTLL7	-1.056
SPOCK3	0.11675
SLC13A2	0.484
AIM1	1.282
GPRC6A	0.3285
EGR2	4.50725
MED11	0.19525
WWC1	0.1555
SH3GL3	-2.74225
RIF1	-0.0818571428571429
PRLH	-0.248
VLDLR	-0.7395
DBT	-0.0531875
C21orf63	1.58075
CGGBP1	-0.018875
KRTAP12-2	-0.53
TADA3L	-0.280875
ZBTB16	2.09
PDGFB	0.403625
RFX1	0.36275
UQCRB	-0.5262
LOC133874	-0.4605
HPS3	-1.471
LGALS3BP	-0.0217
DKFZP564O0823	2.11314285714286
MRFAP1L1	0.902125
HOXA10	-1.17333333333333
NGB	-0.6355
KIF21A	0.444153846153846
IFLTD1	0.3505
LZTS1	-0.972125
ARHGEF3	2.289
RHBDL3	-1.7545
CSNK1G2	0.224833333333333
ChGn	-0.282
KIAA1244	-0.533166666666667
GABRB2	0.581
MGC72080	-0.018
CD27	4.40725
EGLN1	-0.0085
PEX13	0.59025
RWDD3	-0.116
RNF12	0.522333333333333
GRIN2B	-0.834
ADAMTS14	-0.835125
DYDC2	1.40433333333333
ATP6AP1	0.6612
NR1H2	-0.0125
PDK2	0.0995
C3orf17	-0.0238333333333333
SLC38A2	-0.6725
SLC25A29	0.354833333333333
C15orf29	0.3975
ADAM9	-1.02025
TMUB2	-0.022625
GPR176	-0.4215
AGK	-0.503875
MCCD1	-0.055
NDUFA4	-0.56525
TMEM146	0.065
DUSP1	-0.70525
UNQ6975	-0.381
EMX2OS	2.645
INSM2	-0.4585
LUZP4	-0.49325
SETD6	-1.09325
P2RY2	0.8405
SLC45A2	-2.179
RABGAP1	0.471833333333333
UBXD5	-0.225375
GPRC5A	-1.764
PAK3	2.71283333333333
LOC63920	-1.08575
TGFBR1	0.1627
KRTAP6-3	-0.092
SFMBT2	0.412
CDC42	0.543875
C11orf35	-0.281
TTLL2	0.31875
UACA	0.633833333333333
CD97	0.8109
SETD5	0.2895
NINJ2	-0.09875
PTER	0.757666666666667
POMGNT1	-0.5155
KRTAP4-2	-0.535
ECGF1	3.063375
HRB	0.799818181818182
ATP1B2	-0.1849
LOC400506	-0.61375
COL4A3BP	0.10525
C6orf97	-1.1995
GRHPR	-0.255
TAS2R1	-0.101
SEMA7A	-0.7185
EDF1	-0.205
ODF2L	1.1339
PCID2	0.1905
GTF2H4	-0.225166666666667
ZCCHC3	-0.4215
CGB2	-0.313833333333333
NEUROD1	0.2325
C20orf75	-0.2905
RP5-1054A22.3	2.70483333333333
IFNA5	0.7815
ZNF134	-0.1405
MGC119295	-0.9107
ZSWIM6	-0.6355
SMEK1	1.60166666666667
PCGF2	-0.786
C1orf102	0.04525
CYP2A13	0.7425
KCNH6	-1.0784
MDM1	0.0316
ALDH7A1	-0.7855
C9orf75	-1.1195
VDAC3	0.295625
OR51T1	0.211
EIF3F	-0.442083333333333
KCNJ10	0.90875
LENG8	0.3
EDEM2	0.284416666666667
CCNJL	-0.815833333333333
DHX37	-0.6695
CRYGN	0.9885
AATF	-0.030625
ZNF630	1.39425
E2F5	-0.064
WFDC13	-1.33325
FTSJ3	-0.651
C4orf33	0.261
LHFPL4	-2.36675
C19orf56	-0.265
SMAD4	0.488625
AFM	-0.3952
G0S2	1.0565
FCHSD2	1.4937
RRP1B	0.1943
EEF1B2	-0.411
STAT6	0.399833333333333
ZNF195	-0.0145
GNL1	-0.78
ZNRF2	1.1085
PER3	0.279875
ASB16	0.10325
C10orf10	2.54621428571429
ADCY8	-2.963
C9orf58	-0.5785
ARMC10	-0.1385
PSG1	-0.3225
DHX34	0.3745
VARS2	-0.22125
NFIC	-0.4745
ITPR2	0.2835
AGXT2	0.0528333333333333
OR6K3	-0.051
H2AFZ	-0.901666666666667
MLLT3	0.967916666666667
COX4I2	1.37275
CCNT2	0.15225
PLK4	-1.46
NUMBL	-0.4385
MED16	-0.34075
PLEKHQ1	2.0755
GOSR1	0.3125
BTG4	-0.29025
RPL30	0.37025
IGSF5	0.71175
IGFL2	2.49516666666667
ELMOD2	0.239333333333333
SHC3	-1.32833333333333
HAVCR1	-0.0395
DYNC2H1	-0.61575
RNF5	-0.627333333333333
C2orf7	-0.03
NLF1	0.4055
KLHL25	0.3355
LRP10	0.1879
KRI1	0.029
PUS7L	1.03
MGMT	0.19375
HOXD1	-0.238166666666667
CSH1	0.1728
ATG16L2	-0.06625
FLJ44635	0.5395
CHODL	2.348
EXOSC8	-1.28125
SLC28A1	-0.22775
MYO7B	-0.8345
SEH1L	0.089
MTNR1A	0.0843333333333333
TSPAN5	-0.202833333333333
CDC45L	-1.233
AMIGO1	0.4695
ATAD3A	0.898375
OSGIN2	0.370333333333333
PDIK1L	0.487166666666667
DARC	3.9695
PIPSL	0.8515
SHMT1	-0.8155
CRISP3	-0.0605
POPDC2	2.96483333333333
ZRANB2	-0.222666666666667
FBXL8	0.312
TRIP13	-1.07790909090909
EIF5AL1	-0.288
POU5F1P3	-4.949
IL6	-1.018
CXorf38	0.6585
IFNA16	0.1945
FBXL2	-0.7465
BRD1	0.93875
STATH	0.48325
FBXO44	0.763666666666667
MCCC2	0.32325
CDC2	-1.3799
C5orf23	1.4835
IVD	-0.883333333333333
C10orf122	-1.27475
MSL3L1	1.5052
MVP	0.58675
EPOR	-0.9638
ZMYM1	-0.119333333333333
BCL7C	0.374333333333333
PSTPIP2	1.5566
LYPD1	-2.85975
OR8G5	0.142
ZP3	-0.164333333333333
BCAS4	0.151833333333333
EDG6	4.3615
ISY1	-0.2195
PRAMEF2	-1.27875
CUL1	0.792125
RNF213	1.572
CCRK	0.36
DHX9	0.04075
C13orf29	-0.87025
NCKAP1	0.0636666666666667
MRPL43	-0.142357142857143
XPR1	-0.47325
PKN2	0.5809
PODNL1	0.84
ZNF333	0.42175
DALRD3	-0.13025
OPN1SW	-0.099
BTBD6	0.67275
C11orf82	-0.586
OR5P3	-0.177
DUSP11	0.69725
L1CAM	-1.4742
NEK11	0.636666666666667
OR7E91P	1.3505
CNTN3	1.8892
CREB3L2	0.49825
ZBTB37	0.156
KIAA1324L	-0.44825
NDUFB10	-0.620333333333333
NUDT2	-0.15775
GTPBP8	-0.256
CACNA1D	-0.3995
PRKAA2	-0.908833333333333
PRDM8	0.3145
MGC16075	-1.14633333333333
KRT14	0.183571428571429
PP8961	0.254625
MRPL18	-0.20725
ABCG2	-2.59875
PACRG	1.36775
BBS2	-0.31675
KREMEN2	-1.334
FBXO21	-0.117
HNRPUL1	0.6945
GRB10	-0.336
CLSTN1	0.811625
LMAN2	-0.0365
C17orf61	-0.88425
NIPSNAP3A	0.67425
INSIG2	-1.03516666666667
PCDHB7	-0.429333333333333
STXBP2	0.18375
CMAH	2.02308333333333
SEMA5B	-1.47125
ZNF155	0.0678333333333333
COQ6	-0.323
PRPF4	-0.1515
TSPAN15	1.0638
VN1R5	0.0215
LATS2	0.392
SELK	0.108
PGK2	-0.376
MS4A1	4.802375
TYW3	-0.729
KRTAP5-1	0.56775
RCCD1	-0.752
BTN1A1	0.52675
DDX28	0.1225
TMEM65	1.893375
LOC92345	-0.233
TTC31	0.26075
WDR46	-0.449166666666667
CHP2	0.6295
LSP1	1.715125
ZNF542	-0.942
EXOSC1	-0.40375
ARHGAP18	0.223333333333333
LRRTM4	-0.873142857142857
MAOB	1.53541666666667
CACNB4	-0.6575
MGC33846	1.334875
RANBP3L	-0.737375
ATP5L	-0.318
ONECUT1	-3.748
NUDT9	-0.3435
TMEM149	2.7955
STX17	1.011
IGSF10	-1.987
TMPRSS9	-0.476
BMPR2	0.607
ALLC	0.3305
KLF7	0.602625
GCC1	0.9957
TIMM9	-0.70375
CDO1	4.12866666666667
MGC10701	-0.436333333333333
IFI6	2.86016666666667
FRMD8	1.76075
MGAT2	0.2795
WBP5	-0.3245
CNIH2	0.27625
KIAA0907	-0.0811
KCNH8	1.4435
CTSG	-1.8205
GRIK1	-0.805166666666667
CUL5	0.572
FRMD1	0.3965
OR9A4	0.5455
SYT6	-1.197375
FOXD4L2	1.214
ANAPC2	-0.7015
OPN5	-0.121
TAF13	-0.18675
LYG2	-0.82725
GGNBP1	0.005
C11orf40	-0.626
OTX2	-0.7145
REG4	-0.384333333333333
EIF5	-0.164
PALB2	-0.9635
SEPSECS	0.3236
RNASE3	-0.94875
TRIM49	-1.696
POLR2K	0.0261
GPR42	0.304
C8B	-3.2965
SASS6	-0.086
PREB	-0.1935
OR3A3	0.4485
TUBA8	1.534125
IGLV2-14	0.924
STIL	-1.3975
ANKFN1	-1.301
NME7	-2.02525
HOXC12	-1.39175
UBE2C	0.473
FHOD1	-1.221625
CDK2AP1	0.30675
OR6K2	0.2365
DHPS	-0.5365
RPL5	-0.446916666666667
TRGV5	0.714
LOC541472	0.76375
HCCS	-0.2074
DENND1B	0.973
LHX3	-0.204
OR5D16	0.337
CXorf57	-0.051
IRF2BP1	0.87275
NDST2	0.356666666666667
LCE3D	-0.1015
BOLL	0.132625
SYT3	-0.89275
PIH1D2	-1.3785
C20orf7	-1.24683333333333
IL1R2	2.101
SLAMF9	-0.4215
PPME1	-0.68025
PIK3CA	0.62
TRAPPC1	-0.2265
COLEC10	-0.7335
SLC9A6	0.4125
PDDC1	-0.331083333333333
CCDC53	0.05575
GK3P	-0.4475
DAZL	0.1675
BRI3	0.31175
SDK1	0.103375
CYP2C18	0.211
IFI44L	5.941625
RPL3L	-0.0575
FUT9	0.5525
KIFC2	-0.5825
PMP2	-0.500375
SLC4A9	-0.5085
PLAG1	-0.309833333333333
MYCBP2	1.12316666666667
OR4E2	1.156
CCDC65	1.40625
C16orf82	-0.092375
ENTPD4	0.482
BRP44L	0.143
PMP22CD	-0.16225
TMCO4	1.13133333333333
KCNN1	-0.533333333333333
WDR35	-0.258
CCDC80	3.07375
C3orf31	-0.4075
SLC7A9	-0.70625
TMEM190	-1.192
DBC1	-0.087
FADS3	-1.08383333333333
PDZD8	-0.267
GRM5	-0.389625
AZGP1	0.5417
PEX3	0.016
MED1	-0.440785714285714
ATG4C	0.168333333333333
HNRPH3	-0.82675
FAM109B	1.975
C4orf17	0.255
CA10	1.3455
OPRD1	-0.1595
CCL16	-1.52525
SACM1L	-0.207
CST6	3.91625
CD63	0.2701875
LGI1	-1.48
ZNF784	0.156
CRYBB1	-0.895
CX3CL1	1.12295
TOP2A	-1.6905
GYPB	-4.7035
GADD45GIP1	-0.7415
FEN1	-0.331125
IGF1R	-0.8191875
WDR72	-2.22883333333333
PURG	-0.639333333333333
DEFB126	0.25525
PKD1L1	0.750666666666667
CAV1	-2.0636
GNPDA2	0.8957
DGAT2	2.12125
NLGN1	-3.95025
STRBP	0.363875
HPRT1	-0.320333333333333
FANCI	-1.548625
PSMA7	0.617875
DBF4B	-0.9255
TTF1	-0.5475
RAD54L	-1.6145
ELOF1	-0.4815
PLAGL2	-0.4555
ZNF256	-0.3125
HMGCL	-0.21175
MSI2	-0.788833333333333
RPESP	-1.15683333333333
C11orf60	-0.469
ABCD1	0.25
ACAA1	0.2828
SPARCL1	5.18471428571429
IL6ST	0.3262
ZNF319	0.8945
TMEM109	0.3218
FAM90A1	0.1915
IL22RA1	-1.337
ATP4B	-0.185
TEC	-0.665833333333333
C7orf30	-0.43875
TXNDC2	-0.523
ABCB4	0.19075
KIAA1191	0.28675
C9orf38	-0.114
SFTPB	0.771125
CNTNAP2	-0.163916666666667
FRK	0.461
TBX19	1.8045
CHD4	0.31975
C6orf26	-1.71
MOSC2	0.12275
IKBKE	1.77975
HIF1A	-0.8645
LOC595101	0.2855
RELA	0.361333333333333
TMEM16B	-0.898666666666667
ABHD12B	-2.443
TSEN34	1.128
KIF18A	-1.51
TXNDC9	-0.395
SPATA2L	0.121
SEMA4G	-1.891
C21orf91	1.484
MATN1	-0.223
KCNIP4	0.237333333333333
TUSC1	1.756125
OR4C15	-0.64125
ARMCX6	0.3965
WBSCR27	-2.92483333333333
OR52I2	-0.661
KIAA1604	-0.305
DYNC1I1	-0.327
PPP4C	0.429
SLC47A2	-1.7045
TREH	-0.19725
CD48	4.73283333333333
ST14	1.18316666666667
PKN1	-0.353
SPON2	1.573
XBP1	0.451083333333333
SFRS12	-0.2395
EFCAB6	0.72325
SELT	-0.24175
SLC39A2	1.2165
ERF	-1.1125
ARL3	-0.1775
SURF6	-0.4556
MLLT10	0.267095238095238
FLJ11171	0.592833333333333
TDGF1	-4.36233333333333
ERCC6	0.68675
EIF2AK4	0.153875
BAZ1A	0.806833333333334
LRRN3	1.416
TMC3	-0.788
EFTUD1	-0.544
PTPRO	1.53083333333333
CLEC12A	1.807125
ACBD4	-0.196
ZDHHC14	0.15175
OTUD7B	0.725875
ACTB	0.907
MSRA	0.074875
LCE5A	0.8655
IFI35	1.1145
BSCL2	-0.0131666666666667
ANKRD12	0.969166666666667
CFHR2	0.471
RGAG1	-0.3975
HSFY1	-0.5015
SLC30A5	0.292333333333333
IMPG1	0.989
GPR109A	0.443
ZNF185	0.50075
IYD	0.44975
NPCDR1	0.4685
SERPINA13	-0.6485
HMGCLL1	-1.2945
NEUROG1	0.409
UBQLN1	0.437125
LIN37	0.57925
SOCS2	-1.532375
DSCR4	-1.6875
XKR6	0.2915
GPR142	0.584
KRTAP13-3	0.509
CCDC15	-1.145
MOS	0.122
CD1E	0.4385
OFCC1	0.442333333333333
FAM83D	-1.06875
SRFBP1	-0.66225
C9orf96	-0.5155
DHDH	1.15425
CCDC90A	-0.2775
RABL3	-0.0763
CD320	-1.6195
ANGEL2	-0.08175
MRPL21	-0.26575
SMG6	0.2745
INSR	0.5908125
FLJ14816	-1.361
GLRB	-1.9275
C9orf89	0.089
CIZ1	-0.537125
URG4	-0.619166666666667
LRDD	-1.3405
CBY1	0.34
NFX1	0.232625
MTERFD2	0.610857142857143
C19orf23	0.177
PGC	-3.055875
IER3IP1	-0.2301
RASAL2	0.676833333333333
C1orf89	-0.04975
SYNJ1	-0.17625
NFKBIE	2.14625
FLJ40125	-0.681
TCEB2	-0.6884
NOG	-1.0225
POLR2J2	-0.7765
HLA-B	3.963
PCDHA1	-0.388
PPP2R2B	0.675
ARHGEF17	0.766166666666667
TCF7L2	1.14992857142857
CHD5	0.637166666666667
ZNF431	-0.300375
TBC1D25	0.11525
ZNF800	0.2535
SCUBE2	-0.689272727272727
MYCBP	-0.118833333333333
GPX5	0.2845
C6orf129	0.1465
QSER1	0.1295
ULK2	0.889
PIGO	-0.097
NRCAM	-2.7115
SLC35E3	-0.31225
CSRP2	0.345
HYPE	0.1145
MAPK15	0.396166666666667
MGC14327	0.0445
TIMM13	-0.661333333333333
ZNF462	-0.30975
GBA3	0.21775
TEX13A	-0.1595
MCM6	-0.673555555555556
MTRF1	-0.7605
ABCA7	0.298
EIF4A2	0.216
ZC3H10	0.4227
RPGR	-0.0506666666666667
C20orf94	-0.549
RP1L1	-0.211
GPR125	-0.39325
USP22	0.0664285714285714
OR1L4	0.163
MLZE	3.239
FLJ32065	0.20225
PTCD1	-0.40225
CRTAC1	0.644333333333333
BXDC2	-0.919
C18orf1	1.4825
FAM107A	2.0115
EFNA3	0.5435
P18SRP	-0.2314
CAMKK2	0.19825
KIAA0649	-1.42575
NES	0.3165
HS6ST3	-1.115
PON2	-1.37575
TCP11L2	-0.62475
CLEC4A	3.0655
PRR12	0.3035
MLXIPL	-1.4985
C2orf50	0.5255
ZNF28	0.8025
ENC1	0.582333333333333
MAP2K1	-0.176125
FKSG2	0.799
KIAA0430	1.1325
PTP4A1	-1.16883333333333
GPR156	0.475
GTF3C6	0.17725
UBR2	0.3594
LOC388272	-0.8095
MAK	-0.0738333333333333
ACOT4	1.23325
STC2	-2.67716666666667
PIGW	-1.10075
SAE1	0.1245
COL6A1	-0.122590909090909
OAZ1	0.215333333333333
STMN4	0.5865
EDG3	-0.3
SGCE	-0.0926666666666667
IL11	-2.3125
PRSS8	1.30175
YIPF5	0.269583333333333
WNT4	3.90525
CSN2	-0.0703333333333333
TCF7	0.332
TDO2	2.00625
SAMD9	2.30425
S100A7A	0.861
MMRN1	3.32733333333333
GKAP1	-0.12725
AKR1C3	-1.91975
RNF19A	1.466625
GMDS	0.00475000000000003
YKT6	-0.0825
SPARC	0.7747
C12orf31	-0.511
UBE2V2	-0.757666666666667
FBXL18	-0.980333333333333
KIAA0460	0.9325
ADAM22	-0.03125
SERPINC1	-5.14925
KCTD21	0.726
MYOHD1	-1.5215
ZNF37A	0.2965
GTF3C1	0.0781666666666667
CTSZ	2.49075
PRNPIP	-0.70875
DRD1IP	0.14825
NR1I2	-0.783666666666667
ZNF266	0.3775
SPAG4L	0.189
COX4NB	-0.46775
SAPS1	0.938
APOA1	-3.79275
TATDN1	-0.0716666666666667
C10orf82	-1.82975
KPNB1	-0.0995
FOXO3	0.972916666666667
CRYBB2	-1.0035
ZBTB5	0.165166666666667
SLC25A38	0.10975
DCTN2	-0.546
IFT20	-0.25625
CTHRC1	2.47725
C1orf31	-0.356125
UHRF1	-0.896875
GPC6	-1.102
C10orf54	2.8965
MCF2L2	0.1585
WNT9B	-0.233625
OLA1	-1.22525
FAM120B	-0.3595
TTLL10	0.2695
CYorf15A	-5.22425
RELN	-1.3263
SCN2B	0.579666666666667
MFHAS1	0.74975
NKX3-2	-1.617
RASGRF2	0.8625
SSBP1	-1.0275
KPNA6	-0.147714285714286
LOC389118	0.0595
HS3ST4	-0.0701
SUPT7L	-0.47975
FLJ32658	-1.1205
IGFBPL1	-0.6765
KIAA1641	-0.4587
SHKBP1	0.0923333333333333
CSF1R	4.929
NAGK	1.6245
MYL2	0.37575
HIST1H4C	-1.532
TOMM7	-0.91775
ADAMTSL3	3.3064
TNFSF14	0.9205
PRRT2	-1.9235
VTA1	-0.19625
AOAH	4.46266666666667
CRISPLD2	2.03642857142857
PNN	-0.7334
TA-NFKBH	0.771
ESPN	0.54575
RBM43	-0.324
KIAA1267	0.165375
DDX3X	0.922388888888889
KIAA1576	-4.32925
PLXDC1	4.05833333333333
FLJ25801	-3.81975
HNRNPL	0.22725
RUNDC3A	0.173833333333333
CASP12	1.439
SH2D5	-1.224625
RPL26L1	-0.7615
OR51A7	-0.43775
HDC	1.578
C2orf16	-0.163833333333333
SYTL3	3.151375
GOLGA4	0.07175
NOTCH1	0.9415
ATPAF2	-0.32425
ECD	-0.4565
SSX5	-1.3405
SNAP91	0.34775
OCA2	-0.35
PNPO	-0.2725
DAPK1	1.383
PINX1	-0.208166666666667
SELENBP1	-1.013625
NEK3	-0.4695
TMED4	0.1455
SSTR4	-0.5915
FOSL1	-2.8213
CD40LG	2.457
CES1	-1.45191666666667
DCI	-0.719166666666667
B3GAT3	-0.258
STK17B	2.02375
CNTN6	0.43575
CYP3A4	-1.226
MBOAT2	-0.725
PISD	-0.06025
USP1	0.97875
PYDC1	1.83933333333333
CENPM	-0.745625
SAR1B	0.00825
TTC7B	-0.119625
DP58	0.3525
GPC1	-0.35975
RBL1	-0.9635
TMEM137	-1.39833333333333
TOB1	0.266666666666667
TCEAL1	-0.693666666666667
CENPF	-1.43418181818182
C6	1.6875
PRSS1	-4.268
PPIL6	1.06766666666667
C6orf124	0.078
ODZ4	1.0425
SNCB	-0.301
NDUFB9	0.5545
CNOT6L	1.5135
S100A9	4.14416666666667
TRIM50	0.042
KCTD1	1.597
WDR63	1.008
SPEF2	0.785125
RNGTT	0.590333333333333
CXorf22	0.9695
KCNK16	0.581
CEP250	-1.531375
ATPBD1B	-0.0795
KCNJ2	3.2455
MT1B	-1.626
ZNF684	0.0745
SLC4A1	0.19225
PDHA1	0.263
ZNF492	0.0615
TKT	-1.42525
BYSL	-0.289125
RNF38	1.216125
AHDC1	0.3735
KLHL2	0.42575
CMTM8	0.29175
DMP1	-0.8955
HERPUD2	0.605875
CRTAM	5.46333333333333
ZNF572	0.94475
TMEM16J	0.163
HSD17B2	-1.26325
UBE2G1	0.266
AHSA2	-1.08025
PELI2	-0.531
TPX2	-1.1495
ATP9B	0.829833333333333
