Hybridization REF	TCGA-AN-A04A-01A-21R-A034-07
EPN2	-0.34775
COX15	-0.103166666666667
KCNK6	0.5839
XK	-4.14875
GDA	-4.226375
HEPH	0.709875
THRAP3	0.631
MET	-1.56642857142857
PHYHIP	1.58275
LYAR	-1.95516666666667
ING3	-0.47525
AK7	-1.70175
CCT8L2	-0.438
COPS7A	-0.236333333333333
WSCD1	-1.10575
RNF185	1.19975
TNS3	0.1045
KNDC1	-0.224666666666667
RWDD4A	0.0796666666666667
MED13L	0.9462
ZFYVE1	1.15625
C7orf44	-1.28983333333333
MRPL1	-0.103
STGC3	-0.98525
TEAD1	-0.2065
RPL7A	0.533214285714286
ARL6IP1	0.609
C1orf178	-1.8925
CTAGE5	0.08625
TMEM184A	0.325166666666667
SLC25A14	0.2715
CACNG5	0.06975
ATXN10	0.3518
ECH1	0.00500000000000001
CCL22	0.2885
CYP2F1	-1.582
GADL1	0.083
TMEM19	-0.7691
RUNX3	-0.4425
EFNB1	-0.0616666666666667
LIPN	0.0785
ACSM3	-3.9085
SIGLEC8	0.523166666666667
ASCC3L1	0.24575
NOL8	-0.60725
RELT	-0.882166666666667
Magmas	0.288
PPP1R15B	0.7377
C11orf2	-0.049
VKORC1	-0.467
MGC26647	-0.239
TRPM6	0.169272727272727
UGT2B7	-3.39633333333333
FEV	0.212
FOXK2	-0.376
PDCD5	-0.430333333333333
SLC8A1	1.2946
DGUOK	-0.507333333333333
CLDN16	-0.1955
GAGE1	-0.45
RBM17	-0.3191
C1QTNF3	0.74925
VGLL3	0.140166666666667
UNQ5830	0.3835
CD1A	-2.42816666666667
SCGB1C1	-0.3645
SUPT4H1	1.3395
TRAF5	0.18475
ASAHL	-0.0475
FAM73A	0.9835
OR6B1	0.4905
WHSC1	-2.094
GFPT2	0.872
LOC339809	0.90275
STARD5	0.623
SIP1	-1.2135
DNAJC15	0.35375
STAU2	-0.303625
FAM98A	0.082875
RAD23B	0.217875
LRRC33	-1.074
CHRAC1	-0.454
C21orf89	0.57925
C19orf43	-0.0718333333333333
KLK8	1.34766666666667
CCNE1	-1.926
PKDREJ	-0.0618333333333334
SSU72	-0.091
C17orf73	0.3795
GPR78	1.368
WHSC1L1	0.0505
GSTA2	-1.55225
SMUG1	0.0598333333333333
UFM1	0.5181
AP3M2	-0.218333333333333
USP14	-0.9935
FBXL14	1.04033333333333
DSTN	1.1695
SFRS14	-1.48625
FBXO31	-0.0591666666666667
C12orf40	1.083
FRS2	0.865
NR2E3	-0.192
TUBB2C	-0.55325
GMPR	-0.902666666666667
C9orf139	0.285
ING5	-0.914357142857143
LOC730092	-0.0878333333333333
ORM1	-4.6595
RP11-11C5.2	-1.0785
HSPD1	-0.378
PIWIL3	-0.42525
C5orf13	0.6067
OR5R1	-0.232
LCOR	0.9025
PLEKHA9	-0.777
CCDC43	-0.8965
ZNF232	-0.64675
SLC6A7	-0.2115
ADH5	-0.183916666666667
SHBG	-1.05766666666667
CROCCL2	-0.85025
PANX3	0.3735
CDIPT	0.6365
SLC16A5	-1.14375
TUBB	-0.752125
TOR3A	-0.5345
PREP	-0.5555
ENTPD8	-0.0652857142857143
CHMP1B	0.4425
SYT12	0.1302
MYH6	-1.5665
MAP3K13	0.8882
KLHL30	0.170833333333333
LCMT1	0.630625
EIF1AX	-0.504
FOXD4L1	0.94
SLC24A5	-1.3875
RNF166	-0.6308
TJAP1	-1.11025
TMEM156	-0.641
ZNF239	1.5035
SNX19	0.4522
GKN1	-0.704
FCN1	0.79
C1QL1	-1.26025
ATP11C	-0.154375
ZNF35	1.1445
CARD8	-0.088625
LIMD1	-0.341
KIAA0286	-1.018
XRN2	0.276333333333333
CD6	-0.397833333333333
TOX3	1.62575
ZSCAN4	-0.4305
RSRC1	-0.54775
COG1	-0.04875
PTRF	0.7223
C16orf35	-0.086625
FBXO24	-0.2125
CHST11	0.339
THRB	0.1011
MYBPC1	1.84475
RNF39	1.04166666666667
PSMD11	-0.99475
ALAD	0.856833333333333
EN1	1.225
SLC9A9	0.1505
GSTM4	-0.8904
CDC42BPA	0.363
RCSD1	-1.288
LUC7L2	-0.5361
SPTBN1	0.1132
LOC146167	-0.0805
BAT5	0.2784
ZNF452	0.56275
LSM4	-0.780125
SRP72	-0.233333333333333
SGK269	0.188083333333333
MTX1	0.074
CENTA1	0.4955
UNQ9433	1.756
ATR	-0.533
DDX49	-0.445833333333333
PAQR8	-1.2045
C14orf174	0.62275
GBGT1	-0.15375
THAP1	0.12825
OR10K1	-0.237
RASIP1	-0.266833333333333
DPYD	-0.0749
DOHH	-0.36525
C18orf45	1.167
POF1B	1.8418
ZNF552	2.6755
USP32	0.17425
MED27	-0.0103333333333333
C14orf149	-0.719666666666667
PRDX4	-0.687
ABHD12	0.4682
AGT	-4.81975
SLC22A14	-0.45925
C1orf58	0.19675
PILRA	-2.11925
ABCF2	-0.515125
C17orf85	-0.5932
TKTL1	-1.14175
FGF1	2.85885
IL6R	-0.608166666666667
VPS25	-0.335
CHRNB2	0.949875
COL7A1	0.0998
LRRC48	1.00466666666667
SPG20	0.496166666666667
COX10	-0.3615
GCA	-1.08
ECEL1	2.20316666666667
GLG1	0.1035
SRD5A2L2	-0.00950000000000002
MUTYH	-1.02
ZNF70	-0.28075
L2HGDH	-0.9245
GPATCH2	0.09675
ZNF655	-0.537625
ZNF227	-0.253666666666667
MCOLN2	-1.19366666666667
NQO2	-1.7625
KCNQ5	0.2695
NEU1	0.338
QRICH1	0.0575
ZBTB20	0.834
RPUSD3	-0.634
EPGN	-0.7416
TSN	0.347916666666667
SPRY2	-1.68966666666667
LZTFL1	0.159875
GMFB	0.611625
PBEF1	-1.8684
HBG2	-2.54925
TMEM8	0.658
PALM2-AKAP2	0.425666666666667
NFYA	-0.39075
FAM108A1	0.9015
PBLD	1.187375
NRG4	-1.86075
PIGF	0.188
PTGER1	-0.145
NOS2A	0.707333333333333
C21orf34	-0.127166666666667
C21orf51	-0.565
IL17C	0.6395
TRMT6	-0.213833333333333
ETV2	0.0776666666666667
CCDC109A	-0.35225
MYLK2	-1.233
ATP10A	1.2134
DPH4	-0.8715
C5orf5	-0.208333333333333
KCNA4	0.682
NMNAT2	-1.35216666666667
GLYATL2	0.5355
LSMD1	-0.4745
IL23R	-1.45966666666667
NRF1	-0.37625
MUC15	-1.0765
PRDM12	-0.061
PAQR4	-0.431071428571428
RBBP6	-1.169375
IFI27	3.457
SKAP2	-0.121333333333333
TAGAP	1.193
TJP3	1.519
C9orf61	0.596
IDS	1.3675
PARG	-0.14575
LOC131149	0.774
DYRK4	0.310166666666667
MICALL1	-0.60825
GALR2	0.272
GPBP1L1	-0.18525
TBX21	1.97375
KCNJ6	0.891833333333333
GGN	0.793
CASP5	0.2565
RNF182	-4.22375
BRD4	0.18425
DOK4	-0.5545
SLC46A2	0.0263333333333333
SOX9	0.649416666666667
ZNRD1	-0.303666666666667
PRR6	-2.18125
FAU	-0.476
DTNB	0.342
CARD9	-0.192
STS-1	-0.0578333333333333
SLC4A5	0.117625
NSBP1	-2.58375
UGCGL2	-1.06958333333333
POTE15	0.4005
NOXA1	0.00825000000000001
RP13-347D8.3	-0.05175
SAMD10	-0.704833333333333
EP400NL	-1.06125
TCF21	0.029
AMELX	0.79325
JPH2	0.616
SLA	1.43575
DLST	-1.022
SEPT12	0.01475
RGS20	-3.0955
LXN	2.49716666666667
ZNF419	-0.369625
UPK3B	-0.4105
RELL1	1.455
ESPNL	1.274
KLHL21	-0.291375
PI15	0.407
C2orf61	1.074
LOC407835	0.19
RER1	0.380416666666667
ELAVL2	0.681
MGC26718	-0.8765
KLF2	2.0815
TNFAIP8L3	0.682083333333333
TFE3	0.401
C11orf17	-0.640125
15E1.2	-1.66425
SNRPC	-0.892
DLGAP1	-0.14475
PGLYRP1	0.521875
OVCH2	0.875
IRF7	0.8435
SET	0.1105
NAB2	0.192666666666667
LRP5L	-1.70925
FAM120A	0.5155625
ASCL2	1.92033333333333
SHH	0.1085
ATP5H	-0.746
THPO	0.778833333333333
TYRP1	-3.59666666666667
HIST1H3E	0.444
EIF2S1	-0.0997777777777778
TNFRSF17	-1.3355
TARSL2	1.58875
NKX2-8	0.59575
C1orf115	0.1985
LOC56964	0.512
KIAA0841	-0.86925
ISCU	-0.04
TTMA	0.128
ZNF414	-0.101
LOC441150	0.11425
RAB15	0.934
HBP1	0.583333333333333
TNNT2	-0.894666666666667
CECR5	-0.271
PHGDH	-2.2925
JRK	0.1373
XPO4	-0.9375
FAM131C	1.019
ARHGAP25	0.887666666666667
CA9	-2.51633333333333
GPR62	0.875166666666667
TLX1	1.415
GPS1	-0.84125
OR2M2	-0.831
BDP1	-0.1865
FAM70B	0.5605
RPS29	0.300833333333333
MKLN1	-0.4628
TSPAN19	-1.361
SLC29A3	1.9994
LGALS4	-0.356
USH2A	1.1525
NF1	0.303166666666667
APOBEC3A	0.982
IMPAD1	0.460166666666667
OLR1	2.089
NRAP	0.6795
HCFC1R1	0.247833333333333
TAOK2	0.374333333333333
MCM10	-2.07866666666667
MAP4K3	0.367416666666667
CBS	-2.4835
CLK3	-0.1345
PCDHGA5	0.205
ELF4	0.163
FAM71A	-0.124
C11orf49	0.4615
CLIP2	0.161
BTBD9	1.141
ZNF524	1.491
KDELR1	0.523166666666667
ZNF509	-0.5885
NCSTN	0.2385
ZNF533	0.124285714285714
PARP4	-0.608
GALNT9	0.0561666666666667
NPY	-2.58175
BEGAIN	-2.14616666666667
TMEM77	-0.110833333333333
FOXRED1	-1.626
SLC16A2	0.902666666666667
SLC35B1	0.90775
GK5	-1.01045454545455
SDCCAG10	-0.97525
C4orf20	0.0485
SLC9A2	-0.7175
ADD1	0.0693571428571429
TAL2	-0.320166666666667
ACLY	-0.504
DNAJC1	1.1795
SOST	-1.0695
USP43	0.494
CYP4F12	-1.20575
FKBP5	-0.235
CHCHD5	0.8825
NUDT22	-0.833
CCDC85B	-0.41275
OR51G2	0.442
STRN3	0.638714285714286
TMOD2	1.90575
FLI1	-0.1425
MAB21L2	-0.299833333333333
DGKQ	0.73375
VPRBP	0.182833333333333
SCNN1B	0.815
ECHDC3	1.3734
TMEM106C	-1.02425
CSNK2A2	-0.562
RPL39	1.1461
HERC3	0.8195
ZBTB47	0.337833333333333
ZNF681	-0.4855
PAGE2	-2.41725
CLIC5	1.66121428571429
RABAC1	0.864
ZFHX2	0.84275
YPEL1	0.719166666666667
KIAA0776	0.187
NR1D2	0.583
DNAJC4	0.48475
NPNT	1.5349
ZNF677	0.7645
ZNF536	0.02075
MEF2B	-0.434
PTPN4	-0.43575
CTCFL	-5.05
STX5	0.1765
CD72	0.9535
VEGFA	-1.44778947368421
XRCC1	-0.4284
MAS1L	0.263833333333333
ELL	-0.1565
SETBP1	1.146
CDH11	4.61333333333333
NDC80	-1.65292307692308
DMBX1	-4.06575
NRSN1	0.530333333333333
BAT2D1	-0.03775
CDS2	1.1295
C1orf212	-0.0655
SENP3	-0.9255
IL1F9	0.1305
EEF2K	0.5925
COG8	0.337
CEP72	-2.709
OR1L8	0.6295
MUS81	-1.25133333333333
PHYH	0.367375
GGT6	-0.0885
C22orf23	-0.774166666666666
C13orf33	3.090375
MAPK8IP2	2.08625
NELL2	2.16125
POU3F2	-2.503
ALPK1	0.51
MRPS18C	-0.78425
RPLP2	-0.184375
FGF22	0.4085
SPNS1	0.0668333333333333
ZFP1	0.57775
IL1RAPL1	-1.225
PCSK9	-3.85966666666667
NKX2-1	-0.191384615384615
C6orf189	0.55425
SP4	-0.0585
SLC11A1	1.5837
C21orf25	-0.345
ICAM2	-0.505875
SH3GL1	-0.256333333333333
GSK3B	0.0926666666666667
RALB	0.623375
PDXP	-0.4835
GNGT1	-2.23616666666667
KIR2DL1	0.5945
TNFAIP3	-0.207818181818182
C6orf32	-0.5918
CBLN2	-1.1185
PANK3	0.273875
TAAR9	0.443
WDR82	0.684285714285714
APOM	-3.924625
TRIP10	-0.30275
SPATA16	0.139666666666667
C1orf135	-2.2395
USP51	0.58575
TESK1	0.91375
C11orf64	0.1975
ZNF611	-0.2875
PDE6G	-0.2905
HLA-DQA1	2.72525
GCLC	-0.969625
SEC61A1	0.244857142857143
TWSG1	1.08258333333333
ZMYND10	0.54275
CTDP1	0.2235
ADAMTS6	0.5745
SLIT1	-1.34475
KRT86	-0.0795
KIAA0574	-0.89375
GTPBP2	-1.2148
PQLC3	0.678
PRRX2	0.7375
C15orf44	-0.0493333333333333
MKKS	-0.114875
C11orf10	-0.43775
GPR110	-0.021375
CD109	-0.771833333333333
ADCY1	0.535
RHBG	-3.09625
TP53I3	0.72925
SLC22A3	-1.1923
UCP2	-1.03825
FOXG1	-1.94833333333333
OR2AG1	-0.089
TRIM24	-0.975
PROC	-3.141375
TAAR6	-0.11375
AMTN	1.032
C10orf47	0.560166666666667
DEPDC1	-2.0875
FLJ45557	5.3585
ZDHHC17	-0.4085625
KIAA1429	1.06533333333333
KCNH1	0.13625
VNN3	0.437875
PSMAL	1.48625
PPARD	-0.011875
HFM1	-0.97725
YBX1	-0.979833333333333
ZNF695	-2.46975
SCTR	-0.673833333333333
DCDC1	-0.485
VPS26B	0.2543
MTF2	-1.14383333333333
ATP6V1F	-0.08425
CCDC94	0.4215
PERF15	-0.6675
CCL11	1.47125
LMO7	-0.475625
DCST1	0.3885
ADRBK1	-0.170875
CDRT4	-1.185375
ZNF84	-0.33125
HOXD8	3.41675
STARD8	-0.278166666666667
FOXP2	0.0825714285714285
CCDC103	-0.29475
POLR3A	-0.2159
GSC	1.60616666666667
ZNF114	-0.627333333333333
HTR7P	0.065
LALBA	0.2395
RMND5A	-0.434833333333333
PSCD2	1.04325
ZNF409	0.376
KRTAP1-3	0.244833333333333
MAF1	0.5455
LOC201725	-0.998
NRN1	-1.336625
SPAG5	-3.1955
DNAH7	0.576666666666667
FLJ43860	-0.4315
BRCA2	-1.3155
ACADM	-0.269
CXXC6	-2.748875
RAGE	-1.616
CHMP2A	0.49475
FAM8A1	0.7886
GPR21	0.7405
SLC12A3	-2.14583333333333
FVT1	1.20028571428571
ZDHHC7	0.406
FLJ44048	0.34075
SLC44A3	0.827166666666667
SDSL	0.864166666666667
MMP8	0.0276666666666667
PLA2G12B	-2.99616666666667
ACY1	-0.65625
MT1E	-0.350666666666667
OR4K15	0.093
TECTB	4.004
GPR20	0.104875
IRAK2	-0.2145
RFPL3	-0.0285714285714286
MYO9A	-0.0955
NARG1L	-1.208
BLMH	-1.8045
CCDC3	2.033
C9orf21	-0.293333333333333
KIAA0513	1.38983333333333
MIER2	-0.057
PNMA2	-0.98975
SH3BP2	0.4897
ANXA10	-1.47375
RTN2	0.654333333333333
TFB1M	-1.2465
PRPH2	2.0575
C14orf133	0.203
GOLGB1	0.73725
IRX4	1.34575
NFKBIL1	0.2305
C10orf62	-0.10425
APBB3	-0.66325
RPS10	0.4216
LOC728378	0.579
TLE3	0.980777777777778
PSMB7	-0.4065
MESDC1	0.7405
SLC6A1	-0.0533333333333333
OCLN	1.2705
PTTG3	-2.56133333333333
NAGLU	-0.318
SERTAD4	2.108625
SPRY1	1.687
FLJ10781	0.431416666666667
MYSM1	-1.4125
TRIM4	0.393714285714286
SH3YL1	-0.0951250000000001
TREM2	3.68633333333333
SERPINI1	0.94525
HDHD3	0.394
TMEM38A	-0.032375
EID2B	0.4775
TDRD3	0.466666666666667
SEDLP	0.33675
THSD7A	2.187
NDST3	-0.371666666666667
KLHL15	-0.398583333333333
DHRS12	1.2655
FBXO9	-1.27878571428571
TNPO1	-0.426083333333333
MRPL13	0.0455
SNX5	-1.27566666666667
METTL6	-0.4715
SOD1	-1.071125
CHML	-1.05616666666667
PACS1	0.7605
SIRT5	-0.1731
CAPN2	-0.015
FXYD5	-0.8215
TWISTNB	-0.2515
LRFN1	0.8704
UBE1L	0.672
UBE1C	-0.08775
OR51B2	0.262
OR4D11	-0.0415
C15orf2	2.082
NR4A1	-0.384166666666667
LOC339047	-2.9475
TRIM17	0.08925
ATP5G3	-0.601142857142857
RPL15	-0.16325
ADAMTS8	0.21525
HOXC4	-0.11
C14orf37	2.509
CEACAM5	2.64925
MYT1L	0.0364
RASA2	-0.35525
OSBPL7	-0.4355
STAG1	-0.3425
GIMAP4	3.78566666666667
FUT3	1.235
PIF1	-2.9865
LPIN2	0.1248
SH3PX3	1.24125
PDP2	-0.08525
PAPD1	0.038125
ERP27	-0.2655
APOOL	-0.3211
DIABLO	0.211
TRHR	0.185125
ARMC9	0.150375
RNF152	5.35975
SLITRK3	0.541
ZNF211	0.2372
PFDN1	-0.116875
RGS11	0.54075
HS6ST1	0.4666
AKR1D1	-0.68325
TNP2	0.111
STK31	1.736
EML4	-1.64741666666667
SGTA	-0.252666666666667
HIST1H2BI	1.21616666666667
PSMD6	-1.512
KIAA1257	2.19975
C18orf55	-0.929333333333333
FLJ20273	1.441
RPL28	-0.543166666666667
EPYC	0.72325
NOX3	-0.0705
ELAC1	-1.03933333333333
METT11D1	-1.1435
BIN2	-0.882666666666667
NACA2	-0.208
CCDC17	-1.33525
HM13	-0.2029
UBOX5	-1.33214285714286
UBE2O	-0.499625
UBL5	-0.284
APOLD1	1.347875
C9orf31	0.25475
TNFSF8	-0.2295
ARHGAP29	0.698714285714286
PROKR2	0.4815
PDE5A	0.9815
C6orf12	0.5205
TOM1L1	1.242
WHDC1	0.5355
FOXI1	0.439
RAB4A	0.1414
TMEM39B	-0.519
ATPBD1C	-0.7525
FARSA	-0.922
PLEKHG5	0.06575
CMAS	-0.907
OR7E24	-0.1215
SLC30A1	-0.504
CDC42EP5	1.24283333333333
PLAC1	-0.471
KLHL18	-0.164
LBA1	0.5497
TAZ	-0.72625
CRIP2	1.984875
BTBD11	-0.851666666666667
C16orf72	0.52725
DIO2	2.647
LRRCC1	-0.651166666666667
CCDC136	-2.5455
PRX	-0.206125
RBM5	-0.6631
TMEM85	0.000250000000000003
TUBGCP4	-1.45733333333333
APLN	1.339125
CDK7	-0.4795
SSR2	0.672916666666667
CRELD1	-0.47875
C19orf46	1.7565
GAL3ST4	0.419
KBTBD10	-1.571
IL28A	0.34175
WDR27	-1.731
MCM2	-1.21083333333333
SOX14	-0.3725
FLJ39743	0.4805
KIAA0922	-0.226125
HIPK4	0.672
FLJ25758	-0.3055
C16orf57	-0.674916666666667
PDZD2	0.70125
MCC	0.719125
HHLA3	-0.3063
ID2	-0.06575
C20orf23	2.6255
ZNF688	1.3395
APOC2	-2.47983333333333
LOC440093	-0.33725
FAM50B	1.62533333333333
PWP1	-0.5325
DNAH10	-0.35225
HIST1H2BA	1.276
GPR56	1.64766666666667
METAP2	-0.46875
PAN3	-0.0853333333333333
STXBP4	0.973125
PDHX	-0.916
MTA1	0.275083333333333
ZBED4	0.1585
ZNF720	-0.16325
CDK2	-1.799125
RHOJ	1.176375
CDC37	-0.834166666666667
ZER1	1.006625
GRK4	-0.3035
PRPH	0.8095
POLR2A	0.2555
OGFOD1	-0.6315
NOL5A	-0.8415
PHEX	-0.334
FLJ16478	0.558
C20orf117	-1.063625
CAMTA2	0.76425
C11orf74	-0.0405
DDX17	-0.35625
C5orf27	0.0955
PLEKHA2	-1.1018
PDE4DIP	-1.1487
SCN7A	-0.974
ZNF559	-0.8595
CXCL10	3.55225
ZMYM4	0.4695
STK32B	-0.513466666666667
KIAA0888	-1.7532
TACR3	0.048
CKAP2L	-1.19075
KIF1A	-0.602833333333333
RSPRY1	0.86575
VCAN	2.34975
CYP27C1	0.7675
SYDE1	-0.263666666666667
MED12L	0.052
ZDHHC21	0.396
NHS	0.3505
TM9SF3	1.01683333333333
DDHD1	0.0455
MAFG	-1.03925
BICD2	-0.112
C14orf119	0.204
C14orf43	0.792071428571429
CDH7	-0.80225
ALKBH5	-0.270785714285714
JUP	1.392
TMEM41A	0.61
MAMDC4	-1.0985
CBX3	-0.550625
LRRC18	0.12125
RBMXL2	0.3365
PLA2G4D	0.565833333333333
FGF13	1.408125
KIF3A	0.71
PDIA6	-0.93425
DCXR	0.213
CASKIN2	0.17975
EHD1	-0.0603333333333333
MARCKSL1	1.4405
ZNF496	0.00166666666666668
SCAF1	0.477
KCTD8	-0.320666666666667
TRAF3IP3	0.0794285714285714
LSR	1.49025
CXorf1	0.0283333333333333
C14orf112	0.345833333333333
EIF2B1	-0.14475
OMP	0.4435
GSTZ1	0.2135
LOC92017	0.818
ISLR2	1.4025
C12orf36	0.964
GATA2	-0.5155
GABRA5	-1.803
CELSR2	-0.134428571428571
STAM2	0.6557
TNAP	0.00650000000000001
PTPMT1	-0.908333333333333
GRP	7.296
SV2A	-0.237
MAGEA12	-4.18975
CACNG1	2.791
C18orf19	-0.68825
GSG1	-0.3505
PTPRJ	-0.222785714285714
FRMPD1	0.1345
ZNF668	0.5325
PLEKHJ1	-0.61975
ADAT1	0.1257
TMEM50A	0.44
UCN3	0.468
HOOK1	0.57675
IL17B	0.658
MLKL	-1.1205
TTC14	-1.32483333333333
KLHL5	-0.286625
CRYL1	0.111333333333333
FOXH1	0.0675
NFYB	-0.07975
PPM1G	-0.29925
GOLGA2LY1	-1.2715
NMT1	-0.869875
HADHA	-0.298
CHSY-2	3.152
PLEKHF1	0.783857142857143
SAGE1	-2.29
MUSTN1	-0.2745
SUHW4	0.597
TFEB	1.30483333333333
ZFYVE27	-0.50525
ATG12	-0.6676
BMI1	1.06457142857143
ZIM3	0.570333333333333
MYH4	4.49025
MASP1	-0.779
KIAA0984	0.82825
RPAP2	-0.78925
ASB5	-0.5125
BOLA3	-1.192
MIA3	1.04066666666667
KRT35	0.849
KIR3DL3	-1.7955
MRPL51	-1.27425
SEMA3F	1.2405
NDUFB2	-0.179166666666667
LOC253012	1.15975
FAM46C	-0.8054
G6PC	-1.77857142857143
CSAG3A	-4.85433333333333
PREX1	1.5045
SLC25A45	-0.65075
MAPKBP1	-0.0332
CPE	2.9735
GNB1	0.049625
CXCR6	0.6635
TRIM46	0.4295
C16orf3	0.615833333333333
HPSE	0.524625
TIGD3	-0.5
SPG3A	1.70425
LCAT	-1.82783333333333
ST6GAL1	-1.77972222222222
POMC	0.271
FLJ36031	-0.920166666666667
NSMAF	-0.6545
SKIL	0.784
ADSS	0.315
HMGCS1	-2.4367
POLR3F	0.605666666666667
RAB10	0.7265
ZNF277P	-0.644625
ZBTB7B	0.5395
DHRS1	0.15425
ABCC13	3.943125
CNOT3	0.0015
NFKBIA	0.646
GAK	-0.0376666666666667
SFT2D2	1.15233333333333
HOXA6	0.3595
CRTC1	0.639375
LY6D	0.294666666666667
C20orf72	-0.1645
CPT1A	0.14575
LMO1	-1.9515
EIF3I	0.32475
PRB4	0.179
MCM3APAS	-2.061
C20orf132	-1.0841
FOXF2	-0.8005
S100A12	-0.19525
MLH1	-0.479166666666667
ACTN1	1.3678
MRPL36	-0.2645
C20orf106	-1.03175
FBXO6	0.272
MKS1	0.527
CX3CR1	-1.49675
PDE1B	1.191
PLP1	-2.58275
KISS1	-0.185166666666667
C14orf2	0.2115
TBC1D3P2	-2.29825
COMMD6	0.8243
ANKRD7	-1.14125
PTCHD1	-0.828
NARS2	-1.23375
DOCK7	0.031875
FAM127B	1.1655
LOC390243	-0.4455
N6AMT2	0.5245
ZNF391	-0.5145
DNAJB14	-0.0638333333333333
WRB	-0.076625
BPI	-0.16325
TTC4	-0.851166666666667
FAM10A5	0.34925
GOT1L1	0.4147
MAGED1	0.768
RESP18	-0.45575
WFDC6	-0.36325
MT2A	-0.549
C11orf56	-0.4095
KIAA1432	0.169
ROR1	-0.700875
HSD17B14	2.02866666666667
ZFAND2B	-0.1775
SAMD4B	0.394
HEXA	-0.129375
HNRNPU	0.0919090909090909
USP39	-0.406875
NRD1	-0.81425
R3HDML	0.45275
FLT4	0.818833333333333
OMG	0.246333333333333
OR52N4	0.1785
LOC399818	-1.45475
ELA2	-2.0185
VENTXP1	0.593
RFC5	-1.5715
OR52L1	-0.676
PAX5	-0.6555
FBXO2	-0.1365
GMEB1	0.0505
AKT3	-0.239333333333333
CRB1	-1.02833333333333
CTTN	-0.0731666666666667
UTP15	-0.275833333333333
HSBP1	1.03308333333333
PHF11	0.89975
NDEL1	0.0866666666666667
USP8	-0.209
BAIAP2	0.19975
SI	0.3074
ARSJ	-0.5215
BAAT	-2.018
KCNS3	3.28233333333333
LOC126147	-0.207333333333333
TMEM37	-0.97075
C1orf162	2.86133333333333
MBD1	-0.333
ITGAL	0.1745
WDR73	0.551666666666667
GKN2	0.0485
ARFGAP1	-0.491125
SLC5A8	-0.516833333333333
ZBTB40	-0.2065
CYP4B1	-0.770833333333333
LYPLAL1	-0.408
CHST3	0.07725
MAP3K9	0.5045
BTAF1	-1.292
TFAP2E	0.3315
RBM35B	0.8175
LOC441251	-0.909166666666667
ANKRD25	-0.181944444444444
UQCRC2	0.296
MAEA	0.0355833333333333
HYAL1	-1.3128
RNPEPL1	0.3285
CPSF2	0.013625
PSD3	0.227
ABCA13	0.09675
AGR2	2.750125
GBX1	0.076
HDLBP	0.528928571428571
ACY3	-0.6155
HECW1	0.403
ZNF519	-1.558
HOPX	3.152375
ZNF304	0.62975
OR12D3	0.3565
FKSG43	-0.0895
METTL1	0.084875
MFSD3	-0.0089
PSPH	-1.21725
CLCA3	-0.698
DARS2	-0.792
CDC25A	-1.97483333333333
BAIAP2L1	-0.63825
B3GNT5	-0.317
USP29	0.42725
ARHGEF10L	0.2109
ATOX1	0.381125
ADAM30	0.84975
DNASE1	0.994
STT3A	-0.401083333333333
RAB6IP1	-0.4975
PTN	2.0699
C1orf106	-0.343538461538462
HECA	1.334
RNF122	0.638
SLC22A18AS	-0.278
GNG8	0.5255
ELP4	-0.335
FAM65A	0.346833333333333
RPL10A	0.117666666666667
IRS4	-0.3035
MACF1	0.6522
SEC24D	1.07075
LOC374395	0.269
TGFB2	-0.0345
MDFIC	0.20075
CHRNE	0.8535
PCMTD2	-0.471666666666667
ATP6V0D1	0.9645
MTA2	-0.15475
LZTR1	-0.556666666666667
RAP1A	-0.0843333333333333
AXIN1	-0.7835
POLR1C	-1.1375
TRIO	0.0418333333333333
PLXNA4A	-0.269083333333333
C5orf33	-0.87375
DEPDC1B	-3.3685
ZNF473	-0.311666666666667
MTM1	0.613375
GPR107	0.442333333333333
CSNK1A1L	0.655
FLJ14154	0.2525
NLRC4	2.73375
ENPP4	0.129666666666667
PADI3	0.0275
RNF170	-0.384625
CG018	0.118333333333333
C16orf7	-0.128
KCNE1	1.1165
NRM	-0.6275
SLC37A3	-0.558571428571429
TPD52L2	-0.7485
UNC5B	3.183
C12orf12	0.425666666666667
SDHB	-0.813
CLRN1	0.0511249999999999
NUDT10	-0.110833333333333
UGT3A1	0.39
FBXW8	0.0445
RHOF	-0.46175
PTPLAD1	-0.16675
MYO3B	-1.209
DERA	-1.375
TPP2	-0.34675
C19orf53	0.099
GINS3	-1.316125
ST6GALNAC5	1.11
CHSY1	0.88075
MGC15705	-0.0125
GPR83	-0.0756666666666666
EXT2	0.024625
DOLK	0.83725
TUBAL3	0.83475
ACVRL1	2.1336
ABL2	-0.752583333333333
C14orf156	-0.574833333333333
PTPRZ1	-2.421875
DIP2C	0.884
LAMP1	1.033625
RXRA	-0.0117
MAP3K5	1.0345
ALKBH1	0.875666666666667
PDLIM7	0.51125
ARL14	-0.371
SNIP1	-0.145
TIMP3	2.23033333333333
RGS3	0.5125
SPAG16	-0.4897
ABHD4	0.51975
ARHGEF12	0.5695
GLUD2	0.2535
RAC2	-1.0233
UAP1L1	-0.3065
SLC18A3	0.5285
YOD1	-1.19108333333333
RALY	-0.51075
HMOX2	0.767875
DGKH	0.0536666666666666
DBNDD2	1.62366666666667
YIPF4	0.702125
THAP10	-0.73575
ZNF513	0.0565
HAGHL	-0.596333333333333
ITGB4	1.23183333333333
CCDC141	-0.572
