Hybridization REF	TCGA-A2-A0YM-01A-11R-A109-07
TMEM85	-0.012875
TUBGCP4	-0.612833333333333
APLN	1.024625
CDK7	-0.2535
SSR2	1.01025
CRELD1	0.1505
C19orf46	2.0795
GAL3ST4	0.539833333333333
KBTBD10	0.08525
IL28A	0.78725
WDR27	-1.0685
MCM2	-0.0448333333333333
SOX14	0.9415
FLJ39743	0.1745
KIAA0922	1.285625
HIPK4	0.159
FLJ25758	0.037
C16orf57	0.146666666666667
PDZD2	-0.357375
MCC	-1.729875
HHLA3	-0.0636
ID2	0.941
C20orf23	-0.547666666666667
ZNF688	-0.158
APOC2	-1.44633333333333
LOC440093	0.48975
FAM50B	2.76316666666667
PWP1	-0.4485
DNAH10	0.907
HIST1H2BA	0.45975
GPR56	0.560833333333333
METAP2	-0.7935
PAN3	0.2455
STXBP4	-0.753
PDHX	-0.2735
MTA1	0.132583333333333
ZBED4	0.398125
ZNF720	-1.03475
CDK2	-0.773
RHOJ	-0.739
CDC37	-0.4
ZER1	0.253875
GRK4	-1.594
PRPH	1.86525
POLR2A	0.222125
OGFOD1	-0.72225
NOL5A	-0.87025
PHEX	-1.777
FLJ16478	1.49375
C20orf117	-1.0515
CAMTA2	0.135
C11orf74	0.1305
DDX17	-0.28925
C5orf27	0.50625
PLEKHA2	-1.0966
PDE4DIP	0.0912
SCN7A	0.22875
ZNF559	-1.17016666666667
CXCL10	4.07325
ZMYM4	0.2315
STK32B	-1.43693333333333
KIAA0888	-2.7959
TACR3	0.294
CKAP2L	0.41475
KIF1A	3.5935
RSPRY1	-0.681
VCAN	-0.25725
CYP27C1	0.2715
SYDE1	-1.35016666666667
MED12L	-0.274
ZDHHC21	1.1715
NHS	-1.342
TM9SF3	0.873
DDHD1	-0.750875
MAFG	0.0743333333333333
BICD2	-0.2223
C14orf119	-0.376
C14orf43	0.395214285714286
CDH7	-0.98275
ALKBH5	-0.0309285714285714
JUP	1.5435
TMEM41A	1.7725
MAMDC4	-0.880166666666667
CBX3	-0.051125
LRRC18	0.06025
RBMXL2	-1.021
PLA2G4D	0.753
FGF13	0.51475
KIF3A	-0.215833333333333
PDIA6	-0.45225
DCXR	-0.391
CASKIN2	0.914333333333333
EHD1	0.316333333333333
MARCKSL1	0.576666666666667
ZNF496	0.848
SCAF1	0.0375
KCTD8	-0.4445
TRAF3IP3	1.78314285714286
LSR	2.11425
CXorf1	0.191
C14orf112	-0.0738333333333333
EIF2B1	-0.063
OMP	0.673
GSTZ1	0.112
LOC92017	0.022
ISLR2	0.4215
C12orf36	0.536
GATA2	-2.68833333333333
GABRA5	-0.8585
CELSR2	-0.559428571428571
STAM2	0.4391
TNAP	-0.59
PTPMT1	-0.546666666666667
GRP	2.9925
SV2A	-1.564
MAGEA12	-4.06525
CACNG1	-0.0355
C18orf19	1.7375
GSG1	0.9785
PTPRJ	-0.532285714285714
FRMPD1	0.201
ZNF668	0.05325
PLEKHJ1	0.29575
ADAT1	-1.0345
TMEM50A	0.5618
UCN3	0.026
HOOK1	1.006875
IL17B	-0.921
MLKL	0.0743333333333333
TTC14	-3.28916666666667
KLHL5	1.29975
CRYL1	-0.938166666666667
FOXH1	0.2755
NFYB	-0.265875
PPM1G	0.1225
GOLGA2LY1	-1.05875
NMT1	-0.222625
HADHA	-0.7242
CHSY-2	1.5505
PLEKHF1	1.31435714285714
SAGE1	-2.2095
MUSTN1	-0.25075
SUHW4	-0.0215
TFEB	1.6175
ZFYVE27	-0.49675
ATG12	-1.82833333333333
BMI1	-0.476714285714286
ZIM3	0.1975
MYH4	-0.3095
MASP1	-0.911583333333333
KIAA0984	-1.407
RPAP2	-0.646
ASB5	0.0356666666666667
BOLA3	-0.79
MIA3	0.103333333333333
KRT35	0.1575
KIR3DL3	-1.282
MRPL51	0.202
SEMA3F	0.148833333333333
NDUFB2	-0.600666666666667
LOC253012	-1.0255
FAM46C	-2.255
G6PC	-2.567125
CSAG3A	-3.984
PREX1	-0.44
SLC25A45	-0.04075
MAPKBP1	0.4988
CPE	-1.8739
GNB1	0.06825
CXCR6	2.6095
TRIM46	0.74775
C16orf3	0.163166666666667
HPSE	1.970125
TIGD3	-0.17
SPG3A	2.335
LCAT	-0.7365
ST6GAL1	0.533611111111111
POMC	1.82625
FLJ36031	-0.0913333333333333
NSMAF	-0.3685
SKIL	1.2395
ADSS	0.0643333333333333
HMGCS1	-2.1944
POLR3F	-0.0426666666666667
RAB10	0.0545
ZNF277P	-0.28325
ZBTB7B	0.601375
DHRS1	-0.202375
ABCC13	-0.124625
CNOT3	0.29925
NFKBIA	1.63275
GAK	-0.0668333333333333
SFT2D2	2.63616666666667
HOXA6	-0.2815
CRTC1	0.53275
LY6D	4.85233333333333
C20orf72	-0.772666666666667
CPT1A	-0.54225
LMO1	0.9025
EIF3I	-0.483
PRB4	0.07275
MCM3APAS	-1.20975
C20orf132	-0.5043
FOXF2	-2.94275
S100A12	0.41825
MLH1	-1.69416666666667
ACTN1	1.1631
MRPL36	0.0791666666666667
C20orf106	-0.66825
FBXO6	2.04933333333333
MKS1	-0.199333333333333
CX3CR1	-2.283125
PDE1B	1.2225
PLP1	-1.001
KISS1	0.48
C14orf2	0.373
TBC1D3P2	-0.319
COMMD6	0.4492
ANKRD7	-1.12025
PTCHD1	0.05375
NARS2	-1.21825
DOCK7	-0.231125
FAM127B	0.64125
LOC390243	-0.179
N6AMT2	0.773
ZNF391	-0.3105
DNAJB14	-0.290666666666667
WRB	1.151375
BPI	0.269833333333333
TTC4	-0.365
FAM10A5	-0.9685
GOT1L1	0.0018
MAGED1	-0.161125
RESP18	-0.06975
WFDC6	0.376
MT2A	0.044
C11orf56	0.06225
KIAA1432	0.682
ROR1	-1.677375
HSD17B14	0.639
ZFAND2B	0.609
SAMD4B	0.29025
HEXA	-0.1225
HNRNPU	0.0758181818181818
USP39	0.018625
NRD1	-0.763
R3HDML	0.11125
FLT4	1.09566666666667
OMG	0.701833333333333
OR52N4	0.6485
LOC399818	0.2135
ELA2	-1.97025
VENTXP1	0.036
RFC5	-0.503
OR52L1	0.3515
PAX5	-0.0545
FBXO2	-1.28875
GMEB1	0.0795
AKT3	0.4915
CRB1	-0.539
CTTN	-0.337333333333333
UTP15	-0.567833333333333
HSBP1	-0.34075
PHF11	1.548
NDEL1	0.597666666666667
USP8	-0.7695
BAIAP2	0.544
SI	0.234333333333333
ARSJ	-0.789833333333333
BAAT	-2.4525
KCNS3	3.4685
LOC126147	-1.00283333333333
TMEM37	-0.86225
C1orf162	3.67333333333333
MBD1	-0.869
ITGAL	0.515333333333333
WDR73	-1.28816666666667
GKN2	0.247666666666667
ARFGAP1	-0.8865
SLC5A8	-0.5405
ZBTB40	-0.3342
CYP4B1	-1.70333333333333
LYPLAL1	-0.466
CHST3	1.0935
MAP3K9	0.19
BTAF1	-0.911166666666667
TFAP2E	0.324
RBM35B	0.22325
LOC441251	-0.685666666666667
ANKRD25	-1.56133333333333
UQCRC2	-0.584
MAEA	0.736583333333333
HYAL1	-2.813
RNPEPL1	0.693333333333333
CPSF2	-0.247
PSD3	-0.8372
ABCA13	2.500375
AGR2	-4.024625
GBX1	-0.225
HDLBP	0.880928571428571
ACY3	-0.16625
HECW1	-0.402
ZNF519	0.9665
HOPX	3.12442857142857
ZNF304	-0.080375
OR12D3	-0.146
FKSG43	0.375
METTL1	0.348375
MFSD3	-0.2879
PSPH	-0.19925
CLCA3	0.5975
DARS2	-0.0123333333333333
CDC25A	-0.783166666666667
BAIAP2L1	0.407
B3GNT5	3.45925
USP29	0.04
ARHGEF10L	1.8966
ATOX1	-0.422
ADAM30	-0.07975
DNASE1	-0.08
STT3A	-0.272333333333333
RAB6IP1	-0.41325
PTN	0.1783
C1orf106	2.26723076923077
HECA	1.6785
RNF122	0.86125
SLC22A18AS	-0.27
GNG8	0.354166666666667
ELP4	-0.86475
FAM65A	0.0448333333333333
RPL10A	0.0135
IRS4	0.0685
MACF1	0.4263
SEC24D	-0.25525
LOC374395	0.162
TGFB2	2.59675
MDFIC	0.626125
CHRNE	0.439166666666667
PCMTD2	-0.699
ATP6V0D1	-0.181333333333333
MTA2	0.31725
LZTR1	-0.367
RAP1A	-0.206166666666667
AXIN1	0.4125
POLR1C	0.97525
TRIO	0.2205
PLXNA4A	-0.78875
C5orf33	-1.0835
DEPDC1B	-1.20225
ZNF473	-0.4315
MTM1	0.974125
GPR107	0.6585
CSNK1A1L	-0.258166666666667
FLJ14154	0.08825
NLRC4	4.50825
ENPP4	2.30633333333333
PADI3	0.865
RNF170	0.39125
CG018	-0.0943333333333333
C16orf7	-0.2035
KCNE1	0.28925
NRM	0.2825
SLC37A3	-0.339428571428571
TPD52L2	-0.974
UNC5B	0.392
C12orf12	0.1868
SDHB	-0.5175
CLRN1	0.24425
NUDT10	-3.22216666666667
UGT3A1	0.33075
FBXW8	0.467125
RHOF	0.215
PTPLAD1	-1.1015
MYO3B	-0.071
DERA	0.42275
TPP2	0.092
C19orf53	0.1105
GINS3	-0.019
ST6GALNAC5	5.0765
CHSY1	0.0805
MGC15705	0.142
GPR83	0.1988
EXT2	-0.50425
DOLK	0.09825
TUBAL3	2.3125
ACVRL1	1.9758
ABL2	0.0315
C14orf156	-0.697833333333333
PTPRZ1	-0.968375
DIP2C	0.434
LAMP1	1.1015
RXRA	0.3528
MAP3K5	0.03425
ALKBH1	-0.439833333333333
PDLIM7	0.107375
ARL14	-0.0465
SNIP1	0.0906666666666667
TIMP3	0.17425
RGS3	0.1055
SPAG16	0.3909
ABHD4	-1.249
ARHGEF12	-0.289
GLUD2	-0.747
RAC2	-0.2546
UAP1L1	-0.3655
SLC18A3	-0.3035
YOD1	-0.53625
RALY	0.16475
HMOX2	0.493
DGKH	0.039
DBNDD2	1.9825
YIPF4	0.102
THAP10	-0.3825
ZNF513	0.3195
HAGHL	-0.0955
ITGB4	1.95433333333333
CCDC141	-1.8375
YTHDF3	1.0765
C5orf28	0.25925
RPL7L1	0.346875
TMEM30B	1.1605
ANKRD35	0.6075
DUOXA2	0.41525
TBC1D5	-0.10525
DFNB59	-0.0495
HRH4	0.4385
MYO6	2.0967
DNAJA4	1.59225
RBM24	0.23725
CEACAM20	0.18225
RBM23	-0.7965
NGFB	0.5315
C1orf63	-0.656
KRTAP7-1	-0.7755
PERLD1	0.9195
NPB	1.2955
C17orf59	-0.1219
HSPBAP1	0.6665
SLC15A4	-0.156375
PRTFDC1	2.31425
OSMR	-1.33692857142857
CYSLTR2	0.194
C19orf25	0.5588
KIAA1797	-0.7065
NLRP6	0.1795
FAM105B	0.6352
SCRN2	-1.13833333333333
LRRC58	0.1014
RNF17	0.59925
NEIL3	-0.3785
FAM137A	-1.3595
SKP2	-2.711
PARVA	0.902416666666667
PKLR	-1.6625
RNF34	0.454
A3GALT2	0.40925
C12orf50	-0.1705
SUNC1	-1.43025
FAM102B	-0.0771666666666667
CCT2	-0.77025
LRRC37A2	-0.7925
ARF4	0.3405
SIKE	0.550125
C8orf48	1.78866666666667
MBTPS1	-0.968214285714286
GPSN2	-0.5805
NCF2	4.69275
SLC12A6	0.126666666666667
MRPL48	-0.46925
HMGN3	-0.207833333333333
LRRC62	-0.97775
PAX9	-0.741375
FAM55A	0.721
C20orf42	0.255666666666667
SCML2	-1.07433333333333
BCL9	0.5485
FAM40A	-0.225
C9orf41	-0.364666666666667
ZNF774	-0.3975
LETM1	-0.13275
PLXNB1	0.567333333333333
NIPSNAP1	0.219875
USP10	-1.07375
F9	0.73575
LIPE	0.24
CNGB3	1.0515
C12orf52	0.50275
PI4K2A	-0.147125
MED8	1.65175
STAT4	1.1125
FGD4	0.351166666666667
RNF145	-1.39166666666667
WDR32	1.0605
CLDN2	0.176833333333333
TCEAL8	0.86525
ZMYND8	-1.2405
PDXK	1.4105
GATAD2A	0.18825
PTGES3	-0.9515
CCM2	0.167
TAP1	1.73525
ZNF670	0.4755
ETS2	0.776357142857143
C6orf166	1.29133333333333
PRMT2	1.79014285714286
OR4B1	0.00900000000000001
INTS8	0.1385
CCDC102A	1.21225
CCDC83	-2.41716666666667
ITGA1	-0.8205
EPHA5	-1.3184
FAM24B	-0.0993333333333333
TSGA10	1.526
HAL	-0.374666666666667
MYOT	-0.787
SPACA3	0.197
BCL2L2	-0.664166666666667
CUGBP2	1.2635
CCNB3	0.85275
RNF113B	-0.38875
MERTK	0.237
BAG1	-0.4775
VPS36	-0.254
ORMDL3	0.1756
C1orf190	-0.76075
ZNF625	-0.971
CORO2B	-2.45
ALOX15	-1.1225
CST1	0.134
NUPR1	2.3435
CCL7	4.917
SMCR5	-2.8235
DSC2	4.4845
RBMS2	0.9495
GRIK4	0.584
TRIM65	0.9155
TMPRSS6	-0.486857142857143
TP53INP2	-1.4075
GLB1L	1.11966666666667
LOC388284	-0.201333333333333
PUS1	-0.247
BCL9L	-0.5245
OLFM1	-1.79033333333333
RET	-0.41375
MASTL	-0.411166666666667
ALX3	0.46725
IL1RL1	-0.3035
ZNF765	-1.024
C14orf138	-0.19925
SNX10	1.04416666666667
TAC4	-0.0255
C1orf64	-3.1435
POGK	2.7485
MAPK9	-0.564
ZNF366	2.06025
C8orf79	0.7698
CLDN7	2.52675
OR5AT1	0.076
TRIM37	-0.8335
LRRC25	3.16075
GRHL2	2.4601
TEKT3	0.36825
LASS5	0.0383333333333333
ABCC4	0.155833333333333
DLG3	1.425375
VGLL1	3.958875
ZFP36L2	-0.104166666666667
MFRP	0.1215
KIAA1799	-0.83175
FLJ44379	0.248
PCNX	0.44025
ANXA9	-1.594
CYP4V2	0.4479
PIK3C2A	-0.5655
SRR	-0.6975
NOL3	-1.115
IFITM2	1.7765
ARNTL2	0.96825
ZNF595	0.1235
NLRP13	0.083
ASPH	-0.107125
CPA2	0.212
PVRIG	-0.971166666666667
LEPR	-1.1865
C16orf42	0.496833333333333
SH3BGRL	0.47425
FAM77D	-0.410666666666667
FNDC7	0.6645
C9orf6	0.158666666666667
NOTCH2NL	0.982833333333333
PGBD1	0.0786666666666667
SYNGR2	1.1725
PITPNA	0.2650625
PRPF4B	-0.00930000000000001
SLC43A3	0.149
NRBP1	-0.0975
SLC25A22	0.51325
ILK	0.09
SLC22A8	0.585666666666667
MRPS7	0.514875
PITX2	2.64
FABP3	-1.26175
OR1L1	0.526
LOC728215	-0.47225
BLID	-1.603
KIAA1217	1.38111764705882
TFPT	0.4035
AP4B1	-0.40075
VBP1	-0.68675
OR1K1	0.005
MORC3	1.0175
BHMT2	-0.941166666666667
C3orf10	0.7225
FZD7	2.22916666666667
WFDC10A	-1.317
PMS2CL	-0.595125
CCDC32	-0.561666666666667
FA2H	-1.38675
ALG13	-0.394
TTLL7	0.2593
SPOCK3	0.3665
SLC13A2	0.5715
AIM1	0.506
GPRC6A	0.2525
EGR2	3.85625
MED11	0.47325
WWC1	0.9545
SH3GL3	-0.14675
RIF1	0.273214285714286
PRLH	0.032
VLDLR	-1.024
DBT	0.073625
C21orf63	2.7145
CGGBP1	-0.340625
KRTAP12-2	0.4435
TADA3L	-0.021125
ZBTB16	0.3775
PDGFB	1.28875
RFX1	0.416875
UQCRB	0.43
LOC133874	-0.503
HPS3	-0.21325
LGALS3BP	1.5827
DKFZP564O0823	1.26742857142857
MRFAP1L1	0.05675
HOXA10	-2.55983333333333
NGB	0.732
KIF21A	-0.228230769230769
IFLTD1	0.123
LZTS1	-0.625875
ARHGEF3	0.10925
RHBDL3	-1.6505
CSNK1G2	0.295083333333333
ChGn	-1.5695
KIAA1244	0.366166666666667
GABRB2	0.9355
MGC72080	-0.7195
CD27	3.3645
EGLN1	-1.0385
PEX13	0.1645
RWDD3	-0.18375
RNF12	0.201333333333333
GRIN2B	-0.00600000000000001
ADAMTS14	-0.4995
DYDC2	2.64866666666667
ATP6AP1	-0.0091
NR1H2	-0.416333333333333
PDK2	-0.29025
C3orf17	0.173666666666667
SLC38A2	-0.891928571428572
SLC25A29	-0.0983333333333333
C15orf29	0.5805
ADAM9	0.845916666666667
TMUB2	0.2385
GPR176	-0.5685
AGK	-1.04975
MCCD1	0.05175
NDUFA4	-0.549
TMEM146	1.59925
DUSP1	1.05025
UNQ6975	0.434
EMX2OS	2.47275
INSM2	0.06125
LUZP4	-0.0785
SETD6	-0.46225
P2RY2	0.359
SLC45A2	-1.1075
RABGAP1	0.876166666666667
UBXD5	-0.131875
GPRC5A	-0.0857
PAK3	1.72733333333333
LOC63920	-0.0605
TGFBR1	1.1031
KRTAP6-3	0.756
SFMBT2	-0.1935
CDC42	0.148625
C11orf35	-0.652
TTLL2	0.53175
UACA	-0.667636363636364
CD97	-0.6551
SETD5	0.082625
NINJ2	0.32925
PTER	0.538
POMGNT1	-0.3865
KRTAP4-2	0.00899999999999999
ECGF1	2.814
HRB	0.901
ATP1B2	-0.6638
LOC400506	0.06225
COL4A3BP	-0.85125
C6orf97	-2.46975
GRHPR	0.828
TAS2R1	0.1805
SEMA7A	-0.238
EDF1	0.203
ODF2L	1.586
PCID2	-0.507166666666667
GTF2H4	0.444333333333333
ZCCHC3	-0.626
CGB2	-0.173166666666667
NEUROD1	-0.779
C20orf75	-0.1155
RP5-1054A22.3	2.43783333333333
IFNA5	0.6185
ZNF134	-0.971166666666667
MGC119295	-1.2058
ZSWIM6	-0.639625
SMEK1	0.1685
PCGF2	0.382375
C1orf102	0.646
CYP2A13	0.313
KCNH6	-1.0118
MDM1	-0.2123
ALDH7A1	0.4455
C9orf75	-0.364
VDAC3	0.83325
OR51T1	-0.0415
EIF3F	0.00408333333333333
KCNJ10	0.067125
LENG8	0.07375
EDEM2	-0.16075
CCNJL	1.149
DHX37	-0.0375
CRYGN	3.5045
AATF	-0.0595
ZNF630	0.350875
E2F5	0.8115
WFDC13	-0.919
FTSJ3	-0.0311666666666667
C4orf33	-0.2165
LHFPL4	-2.757
C19orf56	-0.7005
SMAD4	0.448375
AFM	-0.486
G0S2	1.69525
FCHSD2	0.1211
RRP1B	0.9037
EEF1B2	-0.156333333333333
STAT6	0.704333333333333
ZNF195	-1.06475
GNL1	-0.367666666666667
ZNRF2	0.467666666666667
PER3	0.153625
ASB16	0.1165
C10orf10	2.67307142857143
ADCY8	-2.70033333333333
C9orf58	2.63133333333333
ARMC10	-0.705
PSG1	-0.455
DHX34	-0.356
VARS2	-0.290625
NFIC	0.1485
ITPR2	1.06825
AGXT2	1.05033333333333
OR6K3	0.089
H2AFZ	0.0636666666666667
MLLT3	-0.794083333333333
COX4I2	0.47575
CCNT2	-0.13075
PLK4	-0.697625
NUMBL	0.556
MED16	0.04175
PLEKHQ1	1.247
GOSR1	0.142
BTG4	0.08075
RPL30	0.82725
IGSF5	-0.33125
IGFL2	0.227333333333333
ELMOD2	0.571666666666667
SHC3	-1.1105
HAVCR1	0.3065
DYNC2H1	-1.051875
RNF5	-0.487
C2orf7	-0.84425
NLF1	1.422
KLHL25	-0.47175
LRP10	-0.1664
KRI1	-0.36525
PUS7L	-0.257833333333333
MGMT	1.00675
HOXD1	0.440166666666667
CSH1	0.358
ATG16L2	-1.7595
FLJ44635	-0.6265
CHODL	6.1995
EXOSC8	-1.08475
SLC28A1	0.53275
MYO7B	-0.1805
SEH1L	2.1185
MTNR1A	0.204666666666667
TSPAN5	1.34416666666667
CDC45L	-1.74533333333333
AMIGO1	-0.3705
ATAD3A	0.003875
OSGIN2	1.04
PDIK1L	-0.126666666666667
DARC	1.154625
PIPSL	0.211
SHMT1	-0.617
CRISP3	0.121
POPDC2	1.54983333333333
ZRANB2	-0.661666666666667
FBXL8	0.51475
TRIP13	-0.133181818181818
EIF5AL1	-0.388
POU5F1P3	-4.66783333333333
IL6	1.15316666666667
CXorf38	-0.614166666666667
IFNA16	0.9935
FBXL2	1.49066666666667
BRD1	0.4085
STATH	0.3815
FBXO44	-0.511666666666667
MCCC2	-1.05425
CDC2	-0.3632
C5orf23	1.386
IVD	-0.7835
C10orf122	-0.24325
MSL3L1	0.432
MVP	0.0255
EPOR	-1.0974
ZMYM1	0.515166666666667
BCL7C	0.496833333333333
PSTPIP2	1.0478
LYPD1	-1.77775
OR8G5	0.1205
ZP3	0.2065
BCAS4	-1.04
EDG6	2.42725
ISY1	0.2865
PRAMEF2	-0.5125
CUL1	-1.077375
RNF213	1.3539
CCRK	0.194
DHX9	0.10975
C13orf29	1.492
NCKAP1	0.9155
MRPL43	-0.0594285714285714
XPR1	0.029
PKN2	0.9758
PODNL1	0.541
ZNF333	-0.23025
DALRD3	0.21775
OPN1SW	0.31
BTBD6	1.14725
C11orf82	-0.7635
OR5P3	0.44
DUSP11	0.2795
L1CAM	-0.0997
NEK11	1.70166666666667
OR7E91P	2.4435
CNTN3	1.3222
CREB3L2	1.282
ZBTB37	-0.344
KIAA1324L	-0.721
NDUFB10	-0.585666666666667
NUDT2	0.3965
GTPBP8	0.84225
CACNA1D	-0.060625
PRKAA2	0.562
PRDM8	0.055
MGC16075	-0.561833333333333
KRT14	1.28821428571429
PP8961	0.475375
MRPL18	-0.15375
ABCG2	-2.788
PACRG	1.51525
BBS2	0.0555
KREMEN2	0.6565
FBXO21	-0.048
HNRPUL1	0.441333333333333
GRB10	0.66775
CLSTN1	0.600625
LMAN2	-0.7637
C17orf61	-1.186
NIPSNAP3A	1.12025
INSIG2	-0.5815
PCDHB7	-0.862333333333333
STXBP2	0.281875
CMAH	0.412083333333333
SEMA5B	-1.724
ZNF155	-0.656
COQ6	-0.541666666666667
PRPF4	-0.42025
TSPAN15	1.6002
VN1R5	0.45
LATS2	0.74125
SELK	0.3755
PGK2	0.00574999999999999
MS4A1	-1.254625
TYW3	0.0891
KRTAP5-1	0.96125
RCCD1	-1.3845
BTN1A1	0.10475
DDX28	-0.37
TMEM65	1.162375
LOC92345	0.263
TTC31	-0.84625
WDR46	-0.318666666666667
CHP2	-0.9925
LSP1	1.235625
ZNF542	-1.615
EXOSC1	-0.36575
ARHGAP18	-0.290333333333333
LRRTM4	-0.6185
MAOB	0.487166666666667
CACNB4	-0.95375
MGC33846	1.23
RANBP3L	0.857875
ATP5L	-0.88925
ONECUT1	-3.112
NUDT9	-0.14325
TMEM149	1.4165
STX17	0.9
IGSF10	-1.562
TMPRSS9	0.612
BMPR2	1.23133333333333
ALLC	-0.852
KLF7	1.157125
GCC1	0.0088
TIMM9	-0.3245
CDO1	-0.9345
MGC10701	-0.362833333333333
IFI6	3.20466666666667
FRMD8	1.309
MGAT2	-0.29825
WBP5	0.707333333333333
CNIH2	1.09025
KIAA0907	-0.8383
KCNH8	2.5025
CTSG	-2.37875
GRIK1	-0.4985
CUL5	0.03375
FRMD1	0.6295
OR9A4	0.4375
SYT6	-1.782125
FOXD4L2	0.7945
ANAPC2	-0.191
OPN5	0.44
TAF13	0.21525
LYG2	-0.2575
GGNBP1	0.591
C11orf40	0.3135
OTX2	-1.5425
REG4	-0.481666666666667
EIF5	-0.37925
PALB2	-0.61325
SEPSECS	-0.5783
RNASE3	0.24725
TRIM49	-1.757
POLR2K	0.9757
GPR42	0.1955
C8B	-3.1175
SASS6	-0.726
PREB	-0.5495
OR3A3	0.569
TUBA8	0.685875
IGLV2-14	0.3235
STIL	-0.176
ANKFN1	-1.1565
NME7	-0.33
HOXC12	3.01975
UBE2C	0.04625
FHOD1	-1.698
CDK2AP1	1.45466666666667
OR6K2	0.4005
DHPS	-0.4355
RPL5	-0.2435
TRGV5	0.5395
LOC541472	0.0815
HCCS	-0.4833
DENND1B	0.081
LHX3	0.1945
OR5D16	0.2835
CXorf57	-1.06116666666667
IRF2BP1	0.2105
NDST2	0.497666666666667
LCE3D	0.4655
BOLL	0.3795
SYT3	-0.91625
PIH1D2	-1.051
C20orf7	-0.387833333333333
IL1R2	1.59966666666667
SLAMF9	0.659
PPME1	-0.687875
PIK3CA	0.4315
TRAPPC1	0.214375
COLEC10	-0.891
SLC9A6	-0.107166666666667
PDDC1	-0.418
CCDC53	-0.55625
GK3P	-0.538
DAZL	-0.42825
BRI3	0.17875
SDK1	0.301625
CYP2C18	-0.0275
IFI44L	6.281875
RPL3L	0.1785
FUT9	0.628666666666667
KIFC2	0.105
PMP2	-0.360625
SLC4A9	-0.064
PLAG1	-1.82316666666667
MYCBP2	-0.917666666666667
OR4E2	0.464
CCDC65	0.23325
C16orf82	-0.09075
ENTPD4	-0.439125
BRP44L	-0.251625
PMP22CD	0.2115
TMCO4	0.8025
KCNN1	-0.864
WDR35	0.352
CCDC80	1.28475
C3orf31	-1.207
SLC7A9	-0.482
TMEM190	-0.91125
DBC1	-1.1474
FADS3	-0.117166666666667
PDZD8	-0.126666666666667
GRM5	0.641375
AZGP1	2.6306
PEX3	-0.4145
MED1	0.484214285714286
ATG4C	-1.13366666666667
HNRPH3	-0.43825
FAM109B	2.7345
C4orf17	0.424
CA10	0.11975
OPRD1	0.212
CCL16	-1.16325
SACM1L	-0.914
CST6	4.827
CD63	0.019875
LGI1	-1.11725
ZNF784	0.96025
CRYBB1	-0.8545
CX3CL1	1.38635
TOP2A	-1.1415
GYPB	-2.749
GADD45GIP1	-0.29625
FEN1	-0.85275
IGF1R	-0.9415625
WDR72	-1.62516666666667
PURG	-1.10083333333333
DEFB126	-0.86675
PKD1L1	1.1395
CAV1	-3.0524
GNPDA2	0.2043
DGAT2	1.828125
NLGN1	-4.382
STRBP	0.8385
HPRT1	-0.434666666666667
FANCI	-1.5475
PSMA7	0.14425
DBF4B	-0.4705
TTF1	-0.06025
RAD54L	-0.3755
ELOF1	-0.13075
PLAGL2	0.14325
ZNF256	-2.42575
HMGCL	-0.102
MSI2	0.409166666666667
RPESP	-0.938
C11orf60	-1.05075
ABCD1	0.1525
ACAA1	-0.2357
SPARCL1	3.52664285714286
IL6ST	-1.2844
ZNF319	0.12625
TMEM109	0.2768
FAM90A1	1.42933333333333
IL22RA1	0.9235
ATP4B	0.6775
TEC	-0.566166666666667
C7orf30	-0.9355
TXNDC2	-0.867666666666667
ABCB4	-0.29775
KIAA1191	-0.391
C9orf38	-0.1605
SFTPB	0.686142857142857
CNTNAP2	0.765
FRK	1.4565
TBX19	0.33725
CHD4	-0.167
C6orf26	-1.77766666666667
MOSC2	0.93225
IKBKE	1.4475
HIF1A	-0.139
LOC595101	-0.011
RELA	0.4305
TMEM16B	1.53433333333333
ABHD12B	-2.23775
TSEN34	0.93875
KIF18A	-0.67975
TXNDC9	0.5705
SPATA2L	0.305
SEMA4G	-0.265
C21orf91	3.195375
MATN1	0.1415
KCNIP4	0.0123333333333333
TUSC1	1.99125
OR4C15	0.02825
ARMCX6	0.461
WBSCR27	-1.55466666666667
OR52I2	0.1705
KIAA1604	-0.36175
DYNC1I1	-1.9175
PPP4C	-0.5545
SLC47A2	-0.347
TREH	0.041125
CD48	2.85633333333333
ST14	2.33016666666667
PKN1	0.25475
SPON2	1.40775
XBP1	-1.59225
SFRS12	-0.787
EFCAB6	0.563
SELT	-0.2695
SLC39A2	1.4805
ERF	-0.416
ARL3	0.2375
SURF6	-0.2701
MLLT10	-0.205666666666667
FLJ11171	0.0363333333333333
TDGF1	-4.4695
ERCC6	0.91175
EIF2AK4	-0.065375
BAZ1A	-0.116166666666667
LRRN3	-1.01116666666667
TMC3	-0.5685
EFTUD1	-0.74975
PTPRO	1.68516666666667
CLEC12A	1.03925
ACBD4	-0.055375
ZDHHC14	-0.432375
OTUD7B	0.759125
ACTB	0.302
MSRA	0.005625
LCE5A	1.249
IFI35	1.155
BSCL2	-0.468833333333333
ANKRD12	0.919333333333333
CFHR2	0.47275
RGAG1	-0.558
HSFY1	-0.2045
SLC30A5	-0.607583333333333
IMPG1	0.7035
GPR109A	0.7655
ZNF185	1.57475
IYD	0.0265
NPCDR1	0.1035
SERPINA13	-0.011
HMGCLL1	1.66425
NEUROG1	0.8965
UBQLN1	0.3145
LIN37	0.97
