Hybridization REF	TCGA-A8-A09N-01A-11R-A00Z-07
MIF	-0.83875
TAPT1	1.991125
IRF8	2.0765
PRO0132	-0.295
HERV-FRD	-0.1125
ACD	-1.555
BCL3	1.904
SPATA13	0.055
MRLC2	0.408875
F2RL3	0.252375
CFHR3	1.309
DUSP15	-0.177
TMEM46	-0.501666666666667
SF3B4	0.072
MAP7D3	-1.582
STELLAR	-0.551
SEMA5A	-0.1671
H2BFS	-1.03225
LRRC28	-0.428666666666667
MORN2	-0.063
XYLB	-0.913
WDR21C	0.146
HIATL1	0.758
ADAMTS10	0.219666666666667
WDR55	1.1045
MFSD5	0.858333333333333
OR4N2	0.609
DUSP16	0.973666666666667
NLGN4Y	-2.2857
INHBC	0.44675
NUMA1	1.3255
DEFB123	0.074
GIPC1	-0.305
MGC27348	-0.845
FLJ33590	0.2675
FZD1	1.221
MKL1	0.349333333333333
SAA2	1.06975
C1orf94	-2.0745
C7orf28B	-0.0745
TMEM185A	0.67575
ZZZ3	-0.001
C16orf5	-0.240166666666667
GALNAC4S-6ST	1.0155
C1orf186	2.63125
IGFBP4	1.25233333333333
NDUFA10	0.566166666666667
CLIC2	-0.7385
RNF13	-0.115
GPR103	-2.07025
CD69	-2.982
MYOZ1	2.021
IFNB1	-0.3805
CLNS1A	-0.05225
CXorf45	-0.811
ZXDB	1.4065
FUNDC2	0.2095
GPA33	-0.272375
C9orf70	0.1355
SLC2A9	-0.68075
LOC126520	-0.2345
MAGEB1	-1.40525
LCE2A	-0.3065
C18orf34	1.684
FMNL2	-1.882875
KRT85	0.453
CRYGA	0.1025
GEM	1.0755
THAP6	0.9329
ALKBH3	1.08366666666667
TM6SF2	-0.22525
C20orf82	3.314
RANBP2	-0.563833333333333
LIG3	0.6691
RETSAT	2.040625
OR8S1	0.9125
CAST	-0.2895
TGFBI	-1.389
C15orf37	0.507125
PGM3	1.188
SLC4A11	-0.7655
FAM123C	0.088
TAOK1	-0.06275
CISH	3.071625
OGDHL	-3.79175
SPINT2	3.12766666666667
ZNF33A	0.8275
CLDN18	-0.106166666666667
RNF128	-2.167375
CCDC71	-0.659
RASSF6	0.232833333333333
HSPG2	0.6015
ATP6V0E1	1.743125
ABHD6	-1.07175
CD274	0.6555
GCNT1	-0.049
NT5C1A	-0.116833333333333
TM4SF5	-4.2235
C21orf58	-1.5295
SUCLA2	-0.21725
RFTN2	2.343
SCNM1	-0.402
SLC9A10	0.156
FUNDC1	1.274
SLC35F4	-3.11366666666667
AMD1	-1.2605
COL6A6	4.5435
OR4K2	0.4865
TRIB2	-1.53591666666667
LOC91461	-3.23475
GHSR	0.7095
ATP8B1	1.873625
C1orf78	1.521
RNF183	-0.5
STX4	0.6621
TPPP2	-0.929125
MYBPHL	-2.438
TXNDC6	0.3754
C9orf47	1.6935
FAM137B	0.887
FANCB	-1.5215
C11orf9	-0.77775
DPY19L1	-0.739375
VDAC2	0.592
VHL	-0.08975
LMBR1	0.157375
C8orf44	-0.2505
ZPBP	0.6385
FGF23	-1.73825
C21orf67	0.21975
PCNT	-0.595125
BCKDHB	-0.3422
GALNTL5	0.246
BET1	0.439125
ARL13A	-0.5685
HDAC6	-0.6155
N4BP3	1.586
OTOP1	0.431333333333333
TTC30A	2.466
CRISP1	0.7945
KRT32	0.3755
VSTM1	-0.431
ZNF622	0.553
POLR3B	0.754
DNAJC10	-0.323375
C12orf54	1.1965
ADIPOQ	0.6345
RIT2	-0.0823333333333333
CD44	-1.6623
ABCA3	2.086
RPS17	-1.31775
FEZF1	-0.961
PCDHB15	-0.05225
KCNMA1	1.63436363636364
CCDC116	-2.507
C15orf27	-2.9785
NARG2	0.3791875
ITGA5	-1.403625
MEFV	0.7595
TUT1	0.155875
LOC541473	-0.36025
NMBR	null
GLT1D1	-3.029
ABCB7	-0.389
PFKP	-1.44227272727273
C9orf91	2.0067
LRRC41	0.794
C1orf85	-0.0951666666666667
ATP5F1	-0.1745
STOX1	1.2895
GFOD2	-0.07575
SLC25A3	0.23725
ZNF646	-0.1628
ZAR1	-1.004
OSTbeta	-1.91
GALNT3	3.391
IFT122	0.745833333333333
LDB3	-0.185
GARNL1	-0.271571428571429
HOMEZ	0.7215
LRRC6	3.27125
ANGPTL5	-1.658
UBAC1	-0.8245
DLEU7	-0.016
RPL19	-0.708625
TOP1MT	-1.0865
LOC643641	0.85
MBD3L2	-0.767
NTSR1	-0.0956666666666667
WISP2	-0.27275
GPSM2	-0.10975
RDH10	-0.296
PRKCG	0.2875
HIST1H4J	-0.571
MON1B	-0.2379
MLF1IP	-0.223666666666667
ZNF446	0.4585
COL4A5	0.5537
SLC26A1	0.331571428571429
RGN	-2.9335
CCNB1	-1.01725
C9orf165	-0.45175
CCDC28B	-1.08875
CCDC97	0.696
FGR	1.508
MSRB3	-0.0479
EPN2	-0.36525
COX15	0.3615
KCNK6	0.826
XK	-4.081
GDA	-4.732875
HEPH	-1.1575
THRAP3	0.771625
MET	-2.43942857142857
PHYHIP	0.57825
LYAR	-1.24466666666667
ING3	-0.203
AK7	-0.77825
CCT8L2	-0.083875
COPS7A	0.572666666666667
WSCD1	-0.912
RNF185	1.4865
TNS3	1.45575
KNDC1	-1.0088
RWDD4A	0.342333333333333
MED13L	1.1409
ZFYVE1	-0.228625
C7orf44	-0.329833333333333
MRPL1	0.8675
STGC3	-1.27075
TEAD1	-1.49766666666667
RPL7A	-0.194857142857143
ARL6IP1	0.9601
C1orf178	-1.1135
CTAGE5	0.534083333333333
TMEM184A	1.06416666666667
SLC25A14	0.365
CACNG5	0.6225
ATXN10	0.3174
ECH1	0.529
CCL22	0.134
CYP2F1	-1.44233333333333
GADL1	0.2905
TMEM19	-0.5334
RUNX3	-0.465
EFNB1	-0.508
LIPN	-0.5295
ACSM3	-4.416
SIGLEC8	1.96216666666667
ASCC3L1	-0.5845
NOL8	0.768
RELT	-1.002
Magmas	-0.697
PPP1R15B	0.8031
C11orf2	0.4025
VKORC1	-0.822166666666667
MGC26647	-0.331666666666667
TRPM6	0.160583333333333
UGT2B7	-3.90233333333333
FEV	-0.3405
FOXK2	0.00429999999999999
PDCD5	-1.32433333333333
SLC8A1	1.0335
DGUOK	-1.68916666666667
CLDN16	-0.282
GAGE1	-1.085
RBM17	0.1418
C1QTNF3	0.097375
VGLL3	-0.0545
UNQ5830	0.524
CD1A	-2.40983333333333
SCGB1C1	0.348
SUPT4H1	-1.121875
TRAF5	0.50625
ASAHL	2.17125
FAM73A	0.551166666666667
OR6B1	0.4835
WHSC1	-0.77365
GFPT2	0.06225
LOC339809	0.21575
STARD5	0.469166666666667
SIP1	-1.13925
DNAJC15	0.032
STAU2	0.1148125
FAM98A	-0.162
RAD23B	0.730125
LRRC33	-1.1625
CHRAC1	0.519
C21orf89	0.693
C19orf43	0.0981666666666667
KLK8	-2.56366666666667
CCNE1	-1.62425
PKDREJ	-0.125833333333333
SSU72	0.9825
C17orf73	0.545
GPR78	0.4205
WHSC1L1	0.0788
GSTA2	-2.42275
SMUG1	0.226
UFM1	0.7701
AP3M2	-0.698666666666667
USP14	-0.308125
FBXL14	0.372666666666667
DSTN	1.89475
SFRS14	-0.75225
FBXO31	-0.443
C12orf40	0.183333333333333
FRS2	1.769
NR2E3	1.4155
TUBB2C	0.328
GMPR	0.754833333333333
C9orf139	-0.0405
ING5	-1.00135714285714
LOC730092	-0.223166666666667
ORM1	-4.432
RP11-11C5.2	-1.0455
HSPD1	-0.8576
PIWIL3	-0.40875
C5orf13	-0.198
OR5R1	0.773
LCOR	0.733
PLEKHA9	0.042
CCDC43	-0.5095
ZNF232	-0.82875
SLC6A7	0.00699999999999999
ADH5	-0.201583333333333
SHBG	-0.822166666666667
CROCCL2	-0.81875
PANX3	0.423
CDIPT	0.5585
SLC16A5	0.52875
TUBB	-0.3676875
TOR3A	0.2504
PREP	0.0605
ENTPD8	0.732285714285714
CHMP1B	0.241
SYT12	0.3063
MYH6	-2.3035
MAP3K13	1.711
KLHL30	-0.0163333333333333
LCMT1	0.623625
EIF1AX	0.625166666666667
FOXD4L1	0.2125
SLC24A5	-0.22
RNF166	-0.4496
TJAP1	0.0945
TMEM156	-1.47566666666667
ZNF239	1.70575
SNX19	1.8326
GKN1	-0.20575
FCN1	1.8148
C1QL1	-1.447
ATP11C	-0.33325
ZNF35	1.75775
CARD8	-0.69575
LIMD1	0.863166666666667
KIAA0286	0.006625
XRN2	0.347166666666667
CD6	-0.205666666666667
TOX3	3.322
ZSCAN4	-0.975833333333333
RSRC1	-0.299625
COG1	0.6655
PTRF	-0.5634
C16orf35	-0.29075
FBXO24	-0.06575
CHST11	-0.974
THRB	0.7139
MYBPC1	0.39125
RNF39	2.54983333333333
PSMD11	-0.706
ALAD	1.47533333333333
EN1	1.177
SLC9A9	0.11725
GSTM4	-0.5018
CDC42BPA	-1.05247368421053
RCSD1	-1.0375
LUC7L2	0.1079
SPTBN1	-0.1769
LOC146167	0.2855
BAT5	1.8238
ZNF452	0.179
LSM4	-0.580375
SRP72	0.3095
SGK269	-0.165083333333333
MTX1	0.16325
CENTA1	0.737
UNQ9433	0.316
ATR	0.337583333333333
DDX49	-0.102166666666667
PAQR8	-1.66666666666667
C14orf174	0.2745
GBGT1	0.1645
THAP1	0.00349999999999999
OR10K1	0.405
RASIP1	-1.548
DPYD	0.4729
DOHH	-0.22375
C18orf45	2.13225
POF1B	0.8355
ZNF552	4.12875
USP32	-1.66175
MED27	-0.598833333333333
C14orf149	-0.8245
PRDX4	-1.186
ABHD12	0.5548
AGT	-5.2925
SLC22A14	-0.05425
C1orf58	0.60375
PILRA	-0.41975
ABCF2	-0.0735
C17orf85	-0.1174
TKTL1	-2.14525
FGF1	1.6885
IL6R	-0.745
VPS25	-0.2425
CHRNB2	-0.22375
COL7A1	-1.9634
LRRC48	2.0585
SPG20	0.368833333333333
COX10	0.02925
GCA	0.18225
ECEL1	0.021
GLG1	-0.557333333333333
SRD5A2L2	-0.016
MUTYH	-0.91175
ZNF70	-0.20075
L2HGDH	-0.004
GPATCH2	1.06025
ZNF655	-0.4425
ZNF227	0.473833333333333
MCOLN2	0.077
NQO2	-0.0465
KCNQ5	-0.085
NEU1	1.0795
QRICH1	0.50925
ZBTB20	0.2225
RPUSD3	-0.4525
EPGN	-1.1336
TSN	0.0470833333333333
SPRY2	-2.91866666666667
LZTFL1	1.1255
GMFB	-0.418125
PBEF1	-0.3278
HBG2	-2.73275
TMEM8	-0.2495
PALM2-AKAP2	-0.495333333333333
NFYA	0.61425
FAM108A1	-0.04425
PBLD	1.782
NRG4	-2.62725
PIGF	-1.55175
PTGER1	-0.18125
NOS2A	-0.309166666666667
C21orf34	-0.417833333333333
C21orf51	-0.114416666666667
IL17C	0.354
TRMT6	0.303
ETV2	0.0605
CCDC109A	0.5155
MYLK2	-2.0775
ATP10A	1.0789
DPH4	0.00325
C5orf5	0.0113333333333333
KCNA4	0.0908333333333333
NMNAT2	-1.5435
GLYATL2	2.4485
LSMD1	0.0165
IL23R	-2.2815
NRF1	0.37575
MUC15	-1.91966666666667
PRDM12	-2.8075
PAQR4	0.5395
RBBP6	-1.3530625
IFI27	3.22675
SKAP2	-0.899
TAGAP	1.49675
TJP3	1.8335
C9orf61	-0.0005
IDS	-0.6905
PARG	0.5255
LOC131149	-0.282
DYRK4	0.745166666666667
MICALL1	-0.4785
GALR2	-0.553
GPBP1L1	1.19325
TBX21	4.9345
KCNJ6	-0.766166666666667
GGN	0.50825
CASP5	0.4395
RNF182	-5.7975
BRD4	0.20675
DOK4	-0.750125
SLC46A2	1.12383333333333
SOX9	0.487666666666667
ZNRD1	-0.00333333333333333
PRR6	-2.58975
FAU	-0.179375
DTNB	1.34666666666667
CARD9	-0.88625
STS-1	-1.71833333333333
SLC4A5	0.094375
NSBP1	0.85725
UGCGL2	-0.785416666666667
POTE15	2.235
NOXA1	0.712
RP13-347D8.3	0.47325
SAMD10	-0.355
EP400NL	-0.728
TCF21	0.288
AMELX	-0.26425
JPH2	0.1826
SLA	1.165125
DLST	-1.669
SEPT12	0.21125
RGS20	-4.3385
LXN	-0.2105
ZNF419	0.885875
UPK3B	-0.252166666666667
RELL1	1.23075
ESPNL	-0.677
KLHL21	0.790625
PI15	0.175
C2orf61	-0.487
LOC407835	-0.671
RER1	0.7515
ELAVL2	0.577
MGC26718	1.48075
KLF2	1.32225
TNFAIP8L3	0.899166666666667
TFE3	0.7165
C11orf17	-0.374625
15E1.2	-0.90175
SNRPC	-0.34275
DLGAP1	-1.16775
PGLYRP1	0.09775
OVCH2	0.145
IRF7	1.4954
SET	-0.5132
NAB2	-0.370166666666667
LRP5L	-0.86525
FAM120A	1.550875
ASCL2	1.14633333333333
SHH	0.182
ATP5H	-0.746833333333333
THPO	0.949166666666667
TYRP1	-2.93833333333333
HIST1H3E	0.119833333333333
EIF2S1	-0.472777777777778
TNFRSF17	-2.22166666666667
TARSL2	0.6965
NKX2-8	0.049625
C1orf115	2.429375
LOC56964	0.8935
KIAA0841	-1.30725
ISCU	-0.2655
TTMA	-0.4475
ZNF414	0.61
LOC441150	0.31925
RAB15	-0.65
HBP1	2.07566666666667
TNNT2	-1.748
CECR5	-0.8935
PHGDH	-1.016
JRK	-0.0927
XPO4	-0.932625
FAM131C	0.4525
ARHGAP25	1.32983333333333
CA9	-3.52488888888889
GPR62	1.29583333333333
TLX1	1.07116666666667
GPS1	-0.36175
OR2M2	0.1645
BDP1	-0.422428571428571
FAM70B	0.105
RPS29	-0.514916666666667
MKLN1	0.1174
TSPAN19	-2.78966666666667
SLC29A3	1.3641
LGALS4	0.317166666666667
USH2A	0.6354
NF1	-0.256333333333333
APOBEC3A	1.306
IMPAD1	1.16866666666667
OLR1	2.2045
NRAP	0.749
HCFC1R1	-0.101666666666667
TAOK2	-0.202
MCM10	-0.602
MAP4K3	-0.138416666666667
CBS	-1.858625
CLK3	0.2291
PCDHGA5	0.108
ELF4	-0.260875
FAM71A	0.682
C11orf49	0.48525
CLIP2	-0.95625
BTBD9	1.7303
ZNF524	1.034
KDELR1	0.505166666666667
ZNF509	0.3235
NCSTN	0.894
ZNF533	-0.381428571428571
PARP4	-1.35275
GALNT9	0.0696666666666667
NPY	-2.844
BEGAIN	-2.776
TMEM77	0.178333333333333
FOXRED1	-0.2455
SLC16A2	0.3915
SLC35B1	-0.5355
GK5	0.0194166666666666
SDCCAG10	-0.644
C4orf20	0.91
SLC9A2	1.95
ADD1	0.807571428571428
TAL2	-1.26816666666667
ACLY	0.286875
DNAJC1	4.352
SOST	-2.08375
USP43	1.542
CYP4F12	-2.08575
FKBP5	0.647
CHCHD5	-0.2233
NUDT22	0.27675
CCDC85B	-0.4835
OR51G2	0.914
STRN3	0.649928571428572
TMOD2	0.6295
FLI1	0.07175
MAB21L2	-1.17566666666667
DGKQ	0.4665
VPRBP	1.07816666666667
SCNN1B	0.4443
ECHDC3	2.5039
TMEM106C	0.923
CSNK2A2	-1.155
RPL39	-0.6948
HERC3	0.1235
ZBTB47	0.919833333333333
ZNF681	-0.43075
PAGE2	-2.342
CLIC5	2.3945
RABAC1	0.7285
ZFHX2	-0.45375
YPEL1	0.505166666666667
KIAA0776	-0.222
NR1D2	1.3845
DNAJC4	0.521
NPNT	3.9465
ZNF677	0.8385
ZNF536	-0.20725
MEF2B	-0.105
PTPN4	-0.820875
CTCFL	-5.834
STX5	0.859166666666667
CD72	1.87725
VEGFA	-0.559684210526316
XRCC1	0.3495
MAS1L	0.341833333333333
ELL	0.1448
SETBP1	0.64425
CDH11	3.24366666666667
NDC80	-1.62892307692308
DMBX1	-2.25375
NRSN1	0.471333333333333
BAT2D1	-0.513875
CDS2	0.519
C1orf212	0.232833333333333
SENP3	0.113
IL1F9	0.1665
EEF2K	-0.055625
COG8	0.209
CEP72	-0.75275
OR1L8	0.348
MUS81	-0.21075
PHYH	0.454375
GGT6	1.83033333333333
C22orf23	-1.14858333333333
C13orf33	2.462375
MAPK8IP2	-0.8805
NELL2	5.18425
POU3F2	-3.49716666666667
ALPK1	1.445875
MRPS18C	-0.29375
RPLP2	-0.440875
FGF22	0.116
SPNS1	-0.303
ZFP1	-0.31175
IL1RAPL1	-1.8805
PCSK9	-3.06133333333333
NKX2-1	0.0889230769230769
C6orf189	1.0195
SP4	-0.786
SLC11A1	0.9398
C21orf25	1.35133333333333
ICAM2	-0.6005
SH3GL1	-0.410833333333333
GSK3B	0.597833333333333
RALB	0.3845
PDXP	-1.47
GNGT1	-2.84514285714286
KIR2DL1	1.0625
TNFAIP3	0.123916666666667
C6orf32	0.4085
CBLN2	2.87725
PANK3	1.8495
TAAR9	0.835
WDR82	0.814714285714286
APOM	-2.98275
TRIP10	-1.503
SPATA16	0.278166666666667
C1orf135	-0.6595
USP51	-0.39675
TESK1	0.689
C11orf64	0.091
ZNF611	0.5845
PDE6G	-0.142
HLA-DQA1	3.867
GCLC	0.01125
SEC61A1	0.552642857142857
TWSG1	0.0955833333333334
ZMYND10	3.024
CTDP1	0.3065
ADAMTS6	-0.227833333333333
SLIT1	-1.27275
KRT86	0.987
KIAA0574	2.2385
GTPBP2	0.0438
PQLC3	0.91125
PRRX2	-0.591666666666667
C15orf44	0.8215
MKKS	-0.23725
C11orf10	-0.0885
GPR110	1.11525
CD109	-2.30141666666667
ADCY1	0.101333333333333
RHBG	-3.11275
TP53I3	-1.20225
SLC22A3	-2.2398
UCP2	1.401
FOXG1	-2.86516666666667
OR2AG1	0.3115
TRIM24	-0.29475
PROC	-3.7345
TAAR6	0.674
AMTN	-1.6465
C10orf47	1.14933333333333
DEPDC1	-1.24325
FLJ45557	0.295
ZDHHC17	-0.1614375
KIAA1429	1.37866666666667
KCNH1	0.71125
VNN3	0.695875
PSMAL	3.985
PPARD	0.779
HFM1	-1.74825
YBX1	-1.7815
ZNF695	-2.31525
SCTR	-0.431333333333333
DCDC1	0.242
VPS26B	1.0414
MTF2	-1.18316666666667
ATP6V1F	0.014
CCDC94	-0.648
PERF15	-0.8645
CCL11	3.679
LMO7	-0.72775
DCST1	0.752
ADRBK1	0.433375
CDRT4	0.114125
ZNF84	0.34775
HOXD8	3.837
STARD8	-0.322333333333333
FOXP2	-0.65075
CCDC103	0.0635
POLR3A	0.0923
GSC	-0.0235
ZNF114	0.0448333333333333
HTR7P	1.151
LALBA	-0.274
RMND5A	0.787833333333333
PSCD2	1.4595
ZNF409	-0.147
KRTAP1-3	0.297
MAF1	1.13825
LOC201725	-0.69
NRN1	-2.709375
SPAG5	-2.18933333333333
DNAH7	1.43166666666667
FLJ43860	-0.101
BRCA2	-0.8335
ACADM	0.659625
CXXC6	-3.01375
RAGE	-1.323
CHMP2A	0.393
FAM8A1	0.6323
GPR21	0.5005
SLC12A3	-3.037
FVT1	-0.0950714285714286
ZDHHC7	0.798375
FLJ44048	-0.08
SLC44A3	2.4975
SDSL	1.26683333333333
MMP8	-1.01425
PLA2G12B	-3.528
ACY1	0.5835
MT1E	0.618666666666667
OR4K15	2.2105
TECTB	-0.3005
GPR20	0.03375
IRAK2	-0.958
RFPL3	-0.324
MYO9A	-0.194
NARG1L	-0.829916666666667
BLMH	-1.755125
CCDC3	1.01066666666667
C9orf21	-0.586
KIAA0513	0.9775
MIER2	-0.52625
PNMA2	-1.96508333333333
SH3BP2	1.26111111111111
ANXA10	0.2875
RTN2	-0.707
TFB1M	-1.9875
PRPH2	2.30325
C14orf133	0.2855
GOLGB1	1.65725
IRX4	-0.93925
NFKBIL1	0.0863333333333333
C10orf62	-0.19725
APBB3	0.19975
RPS10	0.1646
LOC728378	1.62275
TLE3	1.70744444444444
PSMB7	-0.304875
MESDC1	0.565
SLC6A1	0.475833333333333
OCLN	1.90016666666667
PTTG3	-1.1285
NAGLU	-0.436
SERTAD4	1.5215
SPRY1	1.15275
FLJ10781	-0.0341666666666667
MYSM1	-0.3895
TRIM4	1.07007142857143
SH3YL1	0.626125
TREM2	3.4275
SERPINI1	3.20825
HDHD3	1.6575
TMEM38A	-0.89175
EID2B	-2.41325
TDRD3	-0.3495
SEDLP	1.01775
THSD7A	1.6495
NDST3	-2.486
KLHL15	-0.46425
DHRS12	1.289
FBXO9	0.152142857142857
TNPO1	0.275083333333333
MRPL13	-0.2335
SNX5	-1.68783333333333
METTL6	0.323
SOD1	0.963875
CHML	-0.432333333333333
PACS1	0.986125
SIRT5	-0.343
CAPN2	-0.365833333333333
FXYD5	-1.76883333333333
TWISTNB	-0.5265
LRFN1	0.1635
UBE1L	1.816125
UBE1C	0.862
OR51B2	-0.406
OR4D11	0.2505
C15orf2	-0.0745
NR4A1	0.175
LOC339047	-2.4995
TRIM17	-0.608125
ATP5G3	-0.7765
RPL15	-0.125083333333333
ADAMTS8	-0.4305
HOXC4	1.229
C14orf37	1.878
CEACAM5	0.854625
MYT1L	-0.868166666666667
RASA2	-0.137375
OSBPL7	-0.8945
STAG1	0.1535
GIMAP4	4.32983333333333
FUT3	2.69866666666667
PIF1	-2.58875
LPIN2	-0.4435
SH3PX3	1.1625
PDP2	-0.591
PAPD1	-0.084
ERP27	3.859
APOOL	0.0219
DIABLO	0.59175
TRHR	0.0457142857142857
ARMC9	-0.28575
RNF152	2.05225
SLITRK3	0.0386666666666667
ZNF211	1.149
PFDN1	-0.164875
RGS11	0.212125
HS6ST1	-0.07
AKR1D1	-1.37675
TNP2	0.458166666666667
STK31	0.2125
EML4	-2.16933333333333
SGTA	-0.4795
HIST1H2BI	-0.8285
PSMD6	-0.580833333333333
KIAA1257	0.963
C18orf55	-0.9095
FLJ20273	3.293625
RPL28	-0.531833333333333
EPYC	1.7265
NOX3	0.03
ELAC1	-1.57133333333333
METT11D1	-0.80025
BIN2	-0.252666666666667
NACA2	0.819
CCDC17	-0.051
HM13	0.1413
UBOX5	0.25675
UBE2O	-0.57775
UBL5	-0.73975
APOLD1	0.882625
C9orf31	0.32875
TNFSF8	0.7225
ARHGAP29	1.886
PROKR2	0.655
PDE5A	-0.762333333333333
C6orf12	-1.117
TOM1L1	0.9765
WHDC1	0.014375
FOXI1	0.2595
RAB4A	0.6264
TMEM39B	-0.487
ATPBD1C	0.05875
FARSA	-0.705
PLEKHG5	-0.1365
CMAS	0.0965
OR7E24	0.871
SLC30A1	-0.3215
CDC42EP5	0.423833333333333
PLAC1	1.0215
KLHL18	0.4015
LBA1	1.3203
TAZ	-0.56725
CRIP2	-1.153625
BTBD11	-1.40066666666667
C16orf72	0.92375
DIO2	3.7553
LRRCC1	1.09783333333333
CCDC136	-2.6095
PRX	-0.173
RBM5	0.0297
TMEM85	-0.489625
TUBGCP4	-2.16216666666667
APLN	1.239125
CDK7	-0.2055
SSR2	0.620916666666667
CRELD1	0.16125
C19orf46	2.5725
GAL3ST4	0.632
KBTBD10	0.63975
IL28A	0.60275
WDR27	-1.0535
MCM2	-0.651166666666667
SOX14	null
FLJ39743	0.454
KIAA0922	1.124875
HIPK4	-0.2565
FLJ25758	0.203
C16orf57	-0.889333333333333
PDZD2	1.209
MCC	1.588875
HHLA3	-0.171
ID2	-1.127
C20orf23	2.29225
ZNF688	0.8815
APOC2	-2.66116666666667
LOC440093	-0.65225
FAM50B	3.39633333333333
PWP1	-0.2865
DNAH10	0.6505
HIST1H2BA	0.413
GPR56	1.5915
METAP2	-0.00450000000000001
PAN3	0.145333333333333
STXBP4	-0.0366249999999999
PDHX	0.486
MTA1	-0.904083333333333
ZBED4	-0.1795
ZNF720	-0.015
CDK2	-0.647625
RHOJ	0.385375
CDC37	-0.123666666666667
ZER1	0.9065
GRK4	0.9025
PRPH	-0.09925
POLR2A	0.777375
OGFOD1	-1.0185
NOL5A	-0.68775
PHEX	3.671
FLJ16478	-0.419
C20orf117	0.011125
CAMTA2	0.5615
C11orf74	0.330333333333333
DDX17	0.0834166666666666
C5orf27	0.35275
PLEKHA2	-1.6936
PDE4DIP	0.3783
SCN7A	-0.12575
ZNF559	0.0191666666666667
CXCL10	3.88925
ZMYM4	0.00799999999999999
STK32B	1.69553333333333
KIAA0888	-1.6978
TACR3	0.025
CKAP2L	-2.34875
KIF1A	-1.40033333333333
RSPRY1	0.741
VCAN	0.85575
CYP27C1	0.0145
SYDE1	-1.533
MED12L	-1.39325
ZDHHC21	0.31825
NHS	-0.285
TM9SF3	1.53416666666667
DDHD1	-0.674125
MAFG	-1.19275
BICD2	-0.0467
C14orf119	-0.386333333333333
C14orf43	0.4175
CDH7	-1.14025
ALKBH5	0.0724285714285714
JUP	1.2675
TMEM41A	0.374
MAMDC4	-1.54833333333333
CBX3	0.66825
LRRC18	-0.09075
RBMXL2	-0.359
PLA2G4D	0.634333333333333
FGF13	0.581625
KIF3A	-0.187
PDIA6	-0.4585
DCXR	0.298
CASKIN2	-0.2275
EHD1	0.669666666666667
MARCKSL1	1.91833333333333
ZNF496	-0.398166666666667
SCAF1	0.398333333333333
KCTD8	-1.27575
TRAF3IP3	0.288357142857143
LSR	0.9065
CXorf1	-0.244
C14orf112	0.1415
EIF2B1	0.55825
OMP	0.1075
GSTZ1	-0.08725
LOC92017	0.967
ISLR2	0.772
C12orf36	1.15
GATA2	2.85383333333333
GABRA5	-2.394
CELSR2	-0.496785714285714
STAM2	0.6059
TNAP	-0.8775
PTPMT1	0.168833333333333
GRP	6.3145
SV2A	-2.402
MAGEA12	-4.48875
CACNG1	-0.5035
C18orf19	-1.6055
GSG1	-0.415333333333333
PTPRJ	1.76
FRMPD1	-0.851
ZNF668	0.3855
PLEKHJ1	-0.473375
ADAT1	-0.5169
TMEM50A	0.8075
UCN3	0.183
HOOK1	1.71125
IL17B	-1.9325
MLKL	-1.2695
TTC14	-0.027
KLHL5	0.330625
CRYL1	0.6415
FOXH1	-0.124
NFYB	0.435
PPM1G	-0.31225
GOLGA2LY1	-2.057
NMT1	-0.73175
HADHA	-0.7576
CHSY-2	2.54225
PLEKHF1	0.674857142857143
SAGE1	-3.292
MUSTN1	-0.0255
SUHW4	1.09275
TFEB	0.3405
ZFYVE27	0.19075
ATG12	-0.214166666666667
BMI1	3.135
ZIM3	0.5835
MYH4	-0.6485
MASP1	-1.49291666666667
KIAA0984	2.71225
RPAP2	-0.18875
ASB5	0.4395
BOLA3	-2.23416666666667
MIA3	1.247
KRT35	0.136
KIR3DL3	-0.394
MRPL51	0.06525
SEMA3F	1.99716666666667
NDUFB2	0.357
LOC253012	2.1125
FAM46C	-0.0672
G6PC	-1.964
CSAG3A	-4.65766666666667
PREX1	1.072
SLC25A45	0.525125
MAPKBP1	-0.3279
CPE	0.3736
GNB1	0.610625
CXCR6	2.58
TRIM46	-0.10625
C16orf3	-0.193666666666667
HPSE	0.77425
TIGD3	0.194
SPG3A	1.18975
LCAT	-1.76383333333333
ST6GAL1	-1.13735294117647
POMC	0.434
FLJ36031	0.227
NSMAF	-1.29733333333333
SKIL	2.4275
ADSS	0.716666666666667
HMGCS1	-0.7516
POLR3F	0.6905
RAB10	0.14925
ZNF277P	-1.44
ZBTB7B	1.604625
DHRS1	1.611125
ABCC13	2.33185714285714
CNOT3	0.181
NFKBIA	1.06275
GAK	0.988333333333333
SFT2D2	0.317166666666667
HOXA6	-0.4465
CRTC1	-0.112125
LY6D	-1.21383333333333
C20orf72	-1.05933333333333
CPT1A	0.35275
LMO1	-2.115
EIF3I	0.02925
PRB4	0.215
MCM3APAS	-1.607375
C20orf132	-0.2141
FOXF2	-2.36875
S100A12	0.00249999999999999
MLH1	-0.272
ACTN1	0.3944
MRPL36	-0.288333333333333
C20orf106	-0.79675
FBXO6	0.926166666666667
MKS1	0.021
CX3CR1	-2.659375
PDE1B	0.039
PLP1	-3.862
KISS1	0.0615
C14orf2	-0.893
TBC1D3P2	-2.30275
COMMD6	-0.3362
ANKRD7	-2.4455
PTCHD1	-2.0525
NARS2	-0.694
DOCK7	-0.64375
FAM127B	-0.86
