Hybridization REF	TCGA-A2-A0CM-01A-31R-A034-07
ORC2L	-0.5345
NCAPH2	-0.360666666666667
RNASET2	-0.100666666666667
WDR79	-0.501166666666667
FLJ39779	0.3805
C3orf1	0.754
DDX23	-0.239
MGC40574	0.4275
MORC4	1.0975
MYRIP	-2.48645454545455
LY6E	1.063
SLC39A11	0.735125
ATP12A	-0.489
AUP1	-0.06
PIP	0.659
CORO7	-0.315
PITPNM3	-0.1585
ENPP1	-1.972
PPP1R1C	-3.18983333333333
NRBP2	-0.242625
KCNE2	-0.1995
P2RX4	0.9615
CCND2	-1.66114285714286
OR5T3	0.6795
CUL4A	-0.0775
CFB	-0.338625
PCP4	-3.32583333333333
HEMGN	-5.89666666666667
UBIAD1	0.3965
CDC42BPB	0.417
CYB561D1	0.4775
RIMS2	-1.402
ZNF488	-1.079
RNMTL1	0.32925
SART3	0.149833333333333
CAPN10	-0.0579285714285714
CCR5	5.30666666666667
APOA1BP	1.304
NDUFS5	0.2945
PDLIM3	0.7337
VPS24	0.6224
SCN8A	-1.880375
C1orf67	-1.544
MRCL3	1.83466666666667
TMEM145	-2.6685
KCTD16	-0.229333333333333
RNF149	1.145
FDXR	-1.06675
CDCP1	1.91733333333333
PAX3	-3.0277
LASS4	-0.79775
HSD17B8	-2.09275
YAP1	-0.2115
NNT	-1.184
SC5DL	-1.303
DKFZp566H0824	-1.4525
KSR2	0.192333333333333
RAD21	0.8504
ST8SIA2	0.3705
L3MBTL3	0.3395
SNRPB	-1.099
MGC14425	-0.21225
MIF	0.06325
TAPT1	-0.4485
IRF8	2.3764
PRO0132	-0.625
HERV-FRD	-0.4455
ACD	-0.375166666666667
BCL3	1.5765
SPATA13	0.91525
MRLC2	1.31575
F2RL3	0.256875
CFHR3	1.7215
DUSP15	0.293166666666667
TMEM46	-1.21683333333333
SF3B4	0.500333333333333
MAP7D3	-1.44475
STELLAR	-0.5335
SEMA5A	-2.1791
H2BFS	0.00675
LRRC28	0.284166666666667
MORN2	0.726
XYLB	0.6555
WDR21C	0.10025
HIATL1	0.245875
ADAMTS10	0.152666666666667
WDR55	0.0885
MFSD5	0.0676666666666667
OR4N2	0.614
DUSP16	-0.0559444444444444
NLGN4Y	-2.2233
INHBC	0.202583333333333
NUMA1	-0.6495
DEFB123	0.12225
GIPC1	0.43475
MGC27348	-0.4865
FLJ33590	0.4035
FZD1	1.4599
MKL1	0.415166666666667
SAA2	3.38025
C1orf94	-1.9595
C7orf28B	0.4815
TMEM185A	0.90395
ZZZ3	0.615
C16orf5	-0.160833333333333
GALNAC4S-6ST	0.4995
C1orf186	1.096
IGFBP4	-0.504833333333333
NDUFA10	0.5705
CLIC2	0.819
RNF13	0.4215
GPR103	-1.3735
CD69	-0.53475
MYOZ1	1.65875
IFNB1	0.8005
CLNS1A	-0.657
CXorf45	-1.212
ZXDB	1.188
FUNDC2	0.00575000000000001
GPA33	-0.251875
C9orf70	0.2545
SLC2A9	0.305875
LOC126520	-0.3525
MAGEB1	-1.3905
LCE2A	1.173
C18orf34	0.6685
FMNL2	0.17575
KRT85	0.577
CRYGA	0.307
GEM	-0.02725
THAP6	0.0412
ALKBH3	-1.5005
TM6SF2	-0.06425
C20orf82	1.24125
RANBP2	0.44
LIG3	0.0737
RETSAT	-0.492875
OR8S1	1.2845
CAST	0.1805
TGFBI	0.7015
C15orf37	0.111125
PGM3	-0.323
SLC4A11	0.188375
FAM123C	0.0166666666666666
TAOK1	0.9825
CISH	-0.00149999999999999
OGDHL	-3.19175
SPINT2	1.18716666666667
ZNF33A	0.698
CLDN18	0.243
RNF128	-2.699125
CCDC71	-0.60975
RASSF6	0.429833333333333
HSPG2	0.262
ATP6V0E1	1.383875
ABHD6	-0.73875
CD274	3.796
GCNT1	0.704
NT5C1A	0.5935
TM4SF5	-3.96775
C21orf58	-1.15866666666667
SUCLA2	-1.525
RFTN2	2.00175
SCNM1	1.319
SLC9A10	-0.326
FUNDC1	-0.84475
SLC35F4	-3.28875
AMD1	0.914
COL6A6	1.2765
OR4K2	0.53
TRIB2	-0.932833333333333
LOC91461	-2.152
GHSR	0.656
ATP8B1	1.246
C1orf78	1.079
RNF183	-1.93233333333333
STX4	-0.0176
TPPP2	-0.814375
MYBPHL	-2.4105
TXNDC6	-0.0235
C9orf47	1.664
FAM137B	-0.4875
FANCB	-0.741
C11orf9	-2.4155
DPY19L1	-1.236375
VDAC2	0.272
VHL	-0.236
LMBR1	-1.05225
C8orf44	-0.72575
ZPBP	0.85975
FGF23	-1.2645
C21orf67	1.2735
PCNT	0.127375
BCKDHB	-0.6812
GALNTL5	-0.27075
BET1	-0.61175
ARL13A	-0.108
HDAC6	-0.7915
N4BP3	0.5725
OTOP1	0.151
TTC30A	0.299375
CRISP1	-0.304
KRT32	-0.049
VSTM1	0.4125
ZNF622	-0.53325
POLR3B	0.5371
DNAJC10	-0.032875
C12orf54	1.244
ADIPOQ	1.0175
RIT2	-0.17075
CD44	0.19825
ABCA3	1.381125
RPS17	-1.51875
FEZF1	0.00949999999999999
PCDHB15	-0.0812499999999999
KCNMA1	-1.65222727272727
CCDC116	-2.4145
C15orf27	-1.7205
NARG2	-0.4450625
ITGA5	-0.51425
MEFV	1.017
TUT1	-0.624125
LOC541473	-0.52
NMBR	-0.349
GLT1D1	-1.8165
ABCB7	-0.27475
PFKP	0.783909090909091
C9orf91	0.7429
LRRC41	0.123
C1orf85	1.30033333333333
ATP5F1	-0.0805
STOX1	-1.16275
GFOD2	1.32775
SLC25A3	-0.71525
ZNF646	-0.0948
ZAR1	-0.8035
OSTbeta	-2.465
GALNT3	3.15775
IFT122	-0.169
LDB3	0.0591
GARNL1	-0.464714285714286
HOMEZ	0.073
LRRC6	1.33975
ANGPTL5	-2.46875
UBAC1	-0.4395
DLEU7	-0.4905
RPL19	-0.109125
TOP1MT	0.5
LOC643641	0.179
MBD3L2	-0.00900000000000001
NTSR1	0.137333333333333
WISP2	0.42475
GPSM2	0.676125
RDH10	2.5779
PRKCG	-0.417
HIST1H4J	0.1815
MON1B	0.3546
MLF1IP	0.189833333333333
ZNF446	-0.190625
COL4A5	-1.2573
SLC26A1	0.187357142857143
RGN	-3.295875
CCNB1	-0.5905
C9orf165	0.61225
CCDC28B	-0.19125
CCDC97	1.001
FGR	2.594625
MSRB3	-0.0989
EPN2	0.317
COX15	0.169833333333333
KCNK6	-1.2486
XK	-2.0945
GDA	-5.200875
HEPH	-0.827875
THRAP3	0.791
MET	-1.39285714285714
PHYHIP	-0.65075
LYAR	-0.00166666666666667
ING3	-0.09275
AK7	-2.94475
CCT8L2	-0.201625
COPS7A	-0.5085
WSCD1	-1.2395
RNF185	0.535125
TNS3	0.0405
KNDC1	-0.6185
RWDD4A	0.303
MED13L	1.3059
ZFYVE1	0.40725
C7orf44	-0.967333333333333
MRPL1	0.758
STGC3	-1.67225
TEAD1	-0.959833333333333
RPL7A	-0.542214285714286
ARL6IP1	0.2407
C1orf178	-0.3275
CTAGE5	-0.17725
TMEM184A	-0.418666666666667
SLC25A14	0.731
CACNG5	0.4695
ATXN10	0.00720000000000001
ECH1	-0.2588
CCL22	0.25775
CYP2F1	-2.12333333333333
GADL1	0.0655
TMEM19	0.2896
RUNX3	2.09525
EFNB1	1.24283333333333
LIPN	0.489
ACSM3	-4.665
SIGLEC8	1.6885
ASCC3L1	-0.0675
NOL8	0.037125
RELT	-0.508166666666667
Magmas	0.281
PPP1R15B	0.6028
C11orf2	-0.6125
VKORC1	-0.901166666666667
MGC26647	0.122
TRPM6	0.359083333333333
UGT2B7	-3.809
FEV	0.197
FOXK2	0.7052
PDCD5	0.602666666666667
SLC8A1	2.5002
DGUOK	-0.112666666666667
CLDN16	0.5955
GAGE1	-1.817
RBM17	0.5039
C1QTNF3	0.828
VGLL3	0.0761666666666667
UNQ5830	-0.34
CD1A	-2.42983333333333
SCGB1C1	0.4555
SUPT4H1	0.077125
TRAF5	0.60475
ASAHL	0.927125
FAM73A	0.7275
OR6B1	0.6835
WHSC1	-1.5836
GFPT2	0.72025
LOC339809	0.44975
STARD5	-0.00575000000000001
SIP1	-0.51325
DNAJC15	-0.751
STAU2	-0.1743125
FAM98A	0.244625
RAD23B	0.0431875
LRRC33	-0.653
CHRAC1	-0.43175
C21orf89	0.18925
C19orf43	0.226
KLK8	2.09766666666667
CCNE1	1.992
PKDREJ	0.187
SSU72	0.805
C17orf73	0.3175
GPR78	1.234
WHSC1L1	0.9804
GSTA2	-1.65925
SMUG1	-0.462333333333333
UFM1	0.9414
AP3M2	-1.20983333333333
USP14	0.357375
FBXL14	0.478333333333333
DSTN	1.026
SFRS14	-1.13275
FBXO31	0.2095
C12orf40	-0.62275
FRS2	1.308
NR2E3	-1.645
TUBB2C	-0.3615
GMPR	-0.942333333333333
C9orf139	0.286
ING5	-0.0886428571428571
LOC730092	0.3245
ORM1	-4.3085
RP11-11C5.2	-1.75075
HSPD1	0.3232
PIWIL3	-0.1215
C5orf13	-0.9121
OR5R1	0.4605
LCOR	0.83275
PLEKHA9	-0.168
CCDC43	-0.734
ZNF232	0.259
SLC6A7	0.738
ADH5	-0.768583333333333
SHBG	-1.25166666666667
CROCCL2	0.58025
PANX3	0.253
CDIPT	-0.757
SLC16A5	-1.527
TUBB	-0.0984375
TOR3A	0.2942
PREP	0.246833333333333
ENTPD8	0.0984285714285714
CHMP1B	0.881
SYT12	-0.5879
MYH6	-1.8323
MAP3K13	1.85366666666667
KLHL30	0.389
LCMT1	-0.096875
EIF1AX	-0.4135
FOXD4L1	0.2695
SLC24A5	-1.957
RNF166	-0.6271
TJAP1	-0.07
TMEM156	0.4105
ZNF239	2.008
SNX19	0.8364
GKN1	0.29475
FCN1	3.2568
C1QL1	-0.23275
ATP11C	1.046375
ZNF35	0.95475
CARD8	0.586875
LIMD1	-0.330833333333333
KIAA0286	-0.554125
XRN2	-0.4475
CD6	0.918333333333333
TOX3	-3.370625
ZSCAN4	-1.26683333333333
RSRC1	0.606375
COG1	0.18225
PTRF	0.4335
C16orf35	0.3185
FBXO24	0.10725
CHST11	0.402
THRB	-1.1244
MYBPC1	4.7435
RNF39	0.805666666666667
PSMD11	-0.11225
ALAD	0.312833333333333
EN1	5.91575
SLC9A9	0.661
GSTM4	-0.0038
CDC42BPA	0.403052631578947
RCSD1	-0.26475
LUC7L2	-0.5515
SPTBN1	0.2927
LOC146167	0.1645
BAT5	0.7049
ZNF452	-2.300875
LSM4	-0.8815
SRP72	0.1824
SGK269	0.199666666666667
MTX1	1.012
CENTA1	-0.56225
UNQ9433	0.2755
ATR	0.42225
DDX49	0.0421666666666667
PAQR8	-0.655666666666667
C14orf174	0.034
GBGT1	-0.04325
THAP1	0.711
OR10K1	0.00900000000000001
RASIP1	-1.51716666666667
DPYD	-0.0531
DOHH	0.23425
C18orf45	1.5045
POF1B	1.2072
ZNF552	0.6225
USP32	-1.098375
MED27	-0.0961666666666667
C14orf149	0.8645
PRDX4	-0.648833333333333
ABHD12	-0.3268
AGT	-4.0615
SLC22A14	-0.06525
C1orf58	1.0205
PILRA	0.3405
ABCF2	-0.48
C17orf85	-0.0067
TKTL1	-1.2
FGF1	1.874
IL6R	1.39183333333333
VPS25	-0.4145
CHRNB2	-0.337375
COL7A1	-2.7763
LRRC48	0.655666666666667
SPG20	-0.548666666666667
COX10	0.22675
GCA	0.8225
ECEL1	0.435833333333333
GLG1	0.0173333333333333
SRD5A2L2	0.3255
MUTYH	-0.22275
ZNF70	-0.274
L2HGDH	-1.239
GPATCH2	0.793
ZNF655	-0.603
ZNF227	-0.194166666666667
MCOLN2	1.87216666666667
NQO2	-0.026
KCNQ5	0.5145
NEU1	-0.00649999999999999
QRICH1	-0.141
ZBTB20	0.225666666666667
RPUSD3	0.41975
EPGN	-1.19133333333333
TSN	0.334416666666667
SPRY2	-2.274
LZTFL1	-0.412
GMFB	0.208125
PBEF1	-0.4934
HBG2	-2.37325
TMEM8	-0.91975
PALM2-AKAP2	0.45
NFYA	0.93125
FAM108A1	0.154
PBLD	0.637375
NRG4	-2.955
PIGF	-0.863
PTGER1	0.0485
NOS2A	0.966333333333333
C21orf34	-1.5255
C21orf51	-0.159583333333333
IL17C	0.066
TRMT6	0.516333333333333
ETV2	0.453666666666667
CCDC109A	0.30775
MYLK2	-0.568
ATP10A	1.9315
DPH4	-0.156
C5orf5	0.0566666666666667
KCNA4	0.250833333333333
NMNAT2	-0.297166666666667
GLYATL2	2.869
LSMD1	-0.140375
IL23R	-1.98875
NRF1	0.3375
MUC15	3.05983333333333
PRDM12	-0.5735
PAQR4	0.564214285714286
RBBP6	-0.831875
IFI27	3.861
SKAP2	-0.407166666666667
TAGAP	3.214625
TJP3	-0.6835
C9orf61	0.352
IDS	0.353142857142857
PARG	0.37575
LOC131149	0.217
DYRK4	0.149666666666667
MICALL1	0.509
GALR2	-0.243
GPBP1L1	0.590125
TBX21	5.57575
KCNJ6	2.39966666666667
GGN	-0.09225
CASP5	1.42
RNF182	-5.69375
BRD4	0.3915
DOK4	-1.39875
SLC46A2	1.62416666666667
SOX9	3.27183333333333
ZNRD1	0.536
PRR6	-3.57925
FAU	-0.150125
DTNB	0.779666666666667
CARD9	1.95275
STS-1	1.0225
SLC4A5	0.188625
NSBP1	-1.8785
UGCGL2	-1.90383333333333
POTE15	-3.936
NOXA1	-1.383
RP13-347D8.3	0.69875
SAMD10	2.14783333333333
EP400NL	0.08875
TCF21	-0.37525
AMELX	-0.17325
JPH2	1.2849
SLA	2.44225
DLST	-0.533833333333333
SEPT12	0.882
RGS20	-1.83475
LXN	0.327
ZNF419	-0.714625
UPK3B	-0.233
RELL1	0.0885
ESPNL	-0.8015
KLHL21	1.337625
PI15	-0.3075
C2orf61	-0.8305
LOC407835	-0.507833333333333
RER1	0.257
ELAVL2	2.255
MGC26718	-1.74825
KLF2	1.823
TNFAIP8L3	1.31916666666667
TFE3	0.24
C11orf17	-0.2725
15E1.2	0.06175
SNRPC	-0.01025
DLGAP1	0.30775
PGLYRP1	0.125375
OVCH2	-0.0695
IRF7	1.7336
SET	-0.0878
NAB2	-0.340666666666667
LRP5L	-0.66375
FAM120A	0.4313125
ASCL2	0.350333333333333
SHH	-0.249
ATP5H	0.0326666666666667
THPO	-1.01933333333333
TYRP1	-4.61883333333333
HIST1H3E	0.998166666666667
EIF2S1	-0.154833333333333
TNFRSF17	0.250333333333333
TARSL2	-0.81925
NKX2-8	0.19925
C1orf115	-0.972375
LOC56964	0.5215
KIAA0841	-1.22675
ISCU	0.31
TTMA	-0.6035
ZNF414	0.135
LOC441150	1.09475
RAB15	-0.63575
HBP1	0.400333333333333
TNNT2	-0.598666666666667
CECR5	-0.325
PHGDH	-1.686125
JRK	0.4515
XPO4	0.482875
FAM131C	0.58
ARHGAP25	1.54566666666667
CA9	-3.215
GPR62	-0.00933333333333335
TLX1	3.35833333333333
GPS1	-0.11475
OR2M2	0.3095
BDP1	-0.085
FAM70B	0.329
RPS29	0.560083333333333
MKLN1	-0.7531
TSPAN19	-3.103
SLC29A3	0.8719
LGALS4	2.79533333333333
USH2A	0.0388333333333333
NF1	-0.453166666666667
APOBEC3A	4.9045
IMPAD1	0.791166666666667
OLR1	3.3605
NRAP	0.00899999999999998
HCFC1R1	0.835333333333333
TAOK2	0.162666666666667
MCM10	0.197166666666667
MAP4K3	0.08475
CBS	-0.739625
CLK3	-0.7029
PCDHGA5	0.249
ELF4	1.23825
FAM71A	0.43775
C11orf49	-0.0795
CLIP2	-0.5445
BTBD9	0.5899
ZNF524	1.38025
KDELR1	-0.0831666666666667
ZNF509	0.732
NCSTN	1.5735
ZNF533	-0.807785714285714
PARP4	0.408375
GALNT9	-0.041
NPY	-3.087
BEGAIN	-2.93016666666667
TMEM77	0.464833333333333
FOXRED1	-1.32216666666667
SLC16A2	-0.483333333333333
SLC35B1	-0.29675
GK5	0.157666666666667
SDCCAG10	-0.4305
C4orf20	-0.497
SLC9A2	-0.2905
ADD1	0.26
TAL2	-1.45066666666667
ACLY	-0.232125
DNAJC1	0.219
SOST	-1.87825
USP43	1.39266666666667
CYP4F12	-1.19925
FKBP5	0.639625
CHCHD5	-0.7404
NUDT22	-0.86
CCDC85B	-0.37675
OR51G2	0.6965
STRN3	-0.761571428571429
TMOD2	2.075
FLI1	0.2135
MAB21L2	2.485
DGKQ	0.256
VPRBP	0.009
SCNN1B	0.914
ECHDC3	2.2895
TMEM106C	-1.518
CSNK2A2	-0.5965
RPL39	0.0852
HERC3	-0.0449
ZBTB47	0.306
ZNF681	-1.16075
PAGE2	-3.015
CLIC5	3.05978571428571
RABAC1	0.90425
ZFHX2	0.801
YPEL1	-0.052
KIAA0776	-0.1875
NR1D2	0.563
DNAJC4	-0.29625
NPNT	0.3108
ZNF677	-0.7655
ZNF536	-0.94475
MEF2B	-0.0268333333333334
PTPN4	0.068625
CTCFL	-5.1
STX5	-0.0601666666666667
CD72	3.3495
VEGFA	-0.945
XRCC1	-0.4779
MAS1L	0.5125
ELL	0.2756
SETBP1	-0.80725
CDH11	3.02033333333333
NDC80	0.364
DMBX1	-3.55125
NRSN1	0.342166666666667
BAT2D1	0.596875
CDS2	0.490333333333333
C1orf212	0.3495
SENP3	-0.252875
IL1F9	0.727
EEF2K	0.220625
COG8	0.065
CEP72	-1.38225
OR1L8	-0.203
MUS81	-0.41775
PHYH	0.84625
GGT6	0.512166666666667
C22orf23	-1.0015
C13orf33	3.176625
MAPK8IP2	-0.99825
NELL2	0.30825
POU3F2	-3.59166666666667
ALPK1	1.8845
MRPS18C	0.02675
RPLP2	0.312125
FGF22	0.281
SPNS1	-0.403833333333333
ZFP1	0.2695
IL1RAPL1	-1.8815
PCSK9	-3.135
NKX2-1	-0.107928571428571
C6orf189	0.03775
SP4	0.3695
SLC11A1	2.1907
C21orf25	0.784833333333333
ICAM2	0.345125
SH3GL1	-0.264333333333333
GSK3B	0.4065
RALB	0.469625
PDXP	-1.39533333333333
GNGT1	-3.12825
KIR2DL1	1.4855
TNFAIP3	1.46141666666667
C6orf32	1.1597
CBLN2	-0.28575
PANK3	0.29425
TAAR9	-0.4545
WDR82	0.530785714285714
APOM	-3.8205
TRIP10	0.074
SPATA16	0.178666666666667
C1orf135	-0.09225
USP51	0.1295
TESK1	1.14825
C11orf64	0.306625
ZNF611	-0.3125
PDE6G	0.5825
HLA-DQA1	3.8445
GCLC	-0.23025
SEC61A1	0.338142857142857
TWSG1	-1.05025
ZMYND10	-0.3995
CTDP1	0.373375
ADAMTS6	-0.354666666666667
SLIT1	-1.2865
KRT86	3.4955
KIAA0574	-1.273
GTPBP2	-0.4007
PQLC3	0.67775
PRRX2	0.312666666666667
C15orf44	0.073
MKKS	0.1285
C11orf10	-0.5795
GPR110	0.646875
CD109	-0.176333333333333
ADCY1	-0.112166666666667
RHBG	-3.106
TP53I3	0.652375
SLC22A3	-0.9485
UCP2	-0.66
FOXG1	-2.707
OR2AG1	0.246
TRIM24	-0.8695
PROC	-3.151
TAAR6	0.2885
AMTN	-1.378
C10orf47	-0.257
DEPDC1	-0.05625
FLJ45557	0.54225
ZDHHC17	0.07375
KIAA1429	0.460166666666667
KCNH1	0.63325
VNN3	0.436375
PSMAL	1.36075
PPARD	0.294875
HFM1	-1.81725
YBX1	0.0616666666666667
ZNF695	0.04025
SCTR	-0.313166666666667
DCDC1	-0.141
VPS26B	-0.1365
MTF2	-0.141833333333333
ATP6V1F	-0.03075
CCDC94	-0.32075
PERF15	-0.358
CCL11	4.467
LMO7	-1.58225
DCST1	0.128
ADRBK1	0.00137499999999999
CDRT4	0.245875
ZNF84	-0.48775
HOXD8	-0.18025
STARD8	-0.3755
FOXP2	-1.194875
CCDC103	0.54075
POLR3A	0.1109
GSC	0.02
ZNF114	0.467166666666667
HTR7P	-0.23
LALBA	0.1035
RMND5A	0.478333333333333
PSCD2	0.5255
ZNF409	-0.162
KRTAP1-3	1.00566666666667
MAF1	0.0805
LOC201725	0.300166666666667
NRN1	-2.6365
SPAG5	-1.18766666666667
DNAH7	0.3035
FLJ43860	0.447
BRCA2	0.42425
ACADM	-0.435625
CXXC6	-2.850375
RAGE	-0.866625
CHMP2A	-0.563
FAM8A1	-0.3099
GPR21	0.3045
SLC12A3	-2.7905
FVT1	0.432428571428571
ZDHHC7	0.135375
FLJ44048	-0.423
SLC44A3	1.24516666666667
SDSL	0.330166666666667
MMP8	-1.89425
PLA2G12B	-3.67383333333333
ACY1	-0.1965
MT1E	1.82433333333333
OR4K15	0.3305
TECTB	0.146
GPR20	-0.03325
IRAK2	-0.51125
RFPL3	-0.30925
MYO9A	0.101
NARG1L	-0.598416666666667
BLMH	-0.604375
CCDC3	2.24916666666667
C9orf21	0.137166666666667
KIAA0513	0.854
MIER2	0.3465
PNMA2	-2.0005
SH3BP2	1.0812
ANXA10	-1.92875
RTN2	-1.15883333333333
TFB1M	-0.518
PRPH2	1.3835
C14orf133	0.3215
GOLGB1	0.499666666666667
IRX4	1.1485
NFKBIL1	0.249333333333333
C10orf62	0.71775
APBB3	-0.6665
RPS10	-0.325
LOC728378	-1.96075
TLE3	0.796388888888889
PSMB7	-0.118875
MESDC1	0.409
SLC6A1	0.7035
OCLN	1.77633333333333
PTTG3	-0.747166666666667
NAGLU	-0.64125
SERTAD4	1.057125
SPRY1	-0.40025
FLJ10781	-1.39125
MYSM1	-0.0275
TRIM4	0.228928571428571
SH3YL1	1.004625
TREM2	4.14783333333333
SERPINI1	0.26525
HDHD3	0.297375
TMEM38A	-0.232375
EID2B	-1.44775
TDRD3	-0.852166666666667
SEDLP	-0.3545
THSD7A	1.3015
NDST3	-2.48125
KLHL15	-0.453083333333333
DHRS12	0.3005
FBXO9	-0.460714285714286
TNPO1	-0.30575
MRPL13	0.118
SNX5	-0.792833333333333
METTL6	-0.03475
SOD1	0.561125
CHML	0.0508333333333333
PACS1	0.027375
SIRT5	-0.1236
CAPN2	0.9895
FXYD5	0.819
TWISTNB	-0.025
LRFN1	0.500333333333333
UBE1L	1.1385
UBE1C	0.24275
OR51B2	-0.346
OR4D11	-0.1725
C15orf2	0.0835
NR4A1	-0.0973333333333333
LOC339047	-1.44625
TRIM17	-1.352625
ATP5G3	-0.333285714285714
RPL15	-0.715333333333333
ADAMTS8	-1.0905
HOXC4	-0.3935
C14orf37	1.4535
CEACAM5	-0.495125
MYT1L	-0.499166666666667
RASA2	1.043875
OSBPL7	-1.0865
STAG1	0.7415
GIMAP4	5.2565
FUT3	1.50416666666667
PIF1	-1.220875
LPIN2	-0.1229
SH3PX3	0.20025
PDP2	0.06575
PAPD1	0.797375
ERP27	3.3835
APOOL	0.446
DIABLO	0.43775
TRHR	0.4235
ARMC9	-0.82425
RNF152	1.45125
SLITRK3	0.0355
ZNF211	-0.4277
PFDN1	0.04825
RGS11	-0.577125
HS6ST1	1.1539
AKR1D1	-1.87075
TNP2	0.186833333333333
STK31	-0.147666666666667
EML4	-0.315333333333333
SGTA	-0.4965
HIST1H2BI	0.100333333333333
PSMD6	-1.729
KIAA1257	1.21825
C18orf55	-0.284166666666667
FLJ20273	1.443625
RPL28	-0.474333333333333
EPYC	4.400625
NOX3	-0.147
ELAC1	0.740166666666667
METT11D1	-0.87325
BIN2	1.07766666666667
NACA2	-0.715
CCDC17	-0.47025
HM13	-0.1142
UBOX5	-0.2455
UBE2O	0.024
UBL5	-0.40775
APOLD1	0.693125
C9orf31	0.3745
TNFSF8	1.311
ARHGAP29	0.98125
PROKR2	0.679
PDE5A	-0.312166666666667
C6orf12	-0.6145
TOM1L1	-0.983
WHDC1	0.420625
FOXI1	0.755333333333333
RAB4A	0.4589
TMEM39B	0.28825
ATPBD1C	-0.2155
FARSA	-0.600166666666667
PLEKHG5	0.184
CMAS	-0.365
OR7E24	0.0625
SLC30A1	0.18525
CDC42EP5	1.04166666666667
PLAC1	-1.60325
KLHL18	0.0283333333333333
LBA1	0.8369
TAZ	-0.47975
CRIP2	0.834375
BTBD11	-1.05733333333333
C16orf72	0.87975
DIO2	0.4973
LRRCC1	0.658666666666667
CCDC136	-2.8465
PRX	-0.26825
RBM5	-0.4428
TMEM85	0.277625
TUBGCP4	-0.785666666666667
APLN	0.487625
CDK7	-0.170166666666667
SSR2	1.59841666666667
CRELD1	-0.194
C19orf46	1.43475
GAL3ST4	0.813
KBTBD10	0.42725
IL28A	0.68425
WDR27	-0.761
MCM2	-0.417666666666667
SOX14	0.064
FLJ39743	0.66
KIAA0922	0.604
HIPK4	0.233
FLJ25758	0.1485
C16orf57	0.275833333333333
PDZD2	0.033625
MCC	-0.145
HHLA3	0.1458
ID2	1.25025
C20orf23	1.12933333333333
ZNF688	0.2075
APOC2	-1.43416666666667
LOC440093	0.7225
FAM50B	1.02433333333333
PWP1	0.8225
DNAH10	1.1655
HIST1H2BA	-0.182
GPR56	0.546166666666667
METAP2	0.0905
PAN3	0.637333333333333
STXBP4	-0.689875
PDHX	-0.2735
MTA1	-0.0524166666666667
ZBED4	0.284125
ZNF720	-0.67425
CDK2	-1.584875
RHOJ	0.305375
CDC37	-0.416
ZER1	0.207875
GRK4	-0.571
PRPH	-0.804
POLR2A	0.055125
OGFOD1	-0.49525
NOL5A	-0.07175
PHEX	-0.3005
FLJ16478	1.27175
C20orf117	-0.838625
CAMTA2	0.087
C11orf74	-0.467166666666667
DDX17	-0.400083333333333
C5orf27	1.16025
PLEKHA2	-0.6504
PDE4DIP	0.0779
SCN7A	-0.36025
ZNF559	-0.899
CXCL10	4.381
ZMYM4	-0.052
STK32B	-1.43333333333333
KIAA0888	-3.3138
TACR3	0.494
CKAP2L	0.60625
KIF1A	3.096
RSPRY1	0.314
VCAN	1.06075
CYP27C1	0.1445
SYDE1	-1.67266666666667
MED12L	-0.57125
ZDHHC21	1.278
NHS	-0.1455
TM9SF3	1.56216666666667
DDHD1	-0.29075
MAFG	-0.279916666666667
BICD2	0.2666
C14orf119	-0.3325
C14orf43	0.247071428571429
CDH7	-1.83675
ALKBH5	-0.473285714285714
JUP	1.260875
TMEM41A	0.945666666666667
MAMDC4	-1.365
CBX3	-0.24025
LRRC18	0.21825
RBMXL2	-0.37725
PLA2G4D	0.491166666666667
FGF13	2.916875
KIF3A	0.268666666666667
PDIA6	-0.426
DCXR	-0.19425
CASKIN2	0.379166666666667
EHD1	0.9395
MARCKSL1	0.705166666666667
ZNF496	0.0983333333333333
SCAF1	0.0738333333333333
KCTD8	-0.5115
TRAF3IP3	1.80007142857143
LSR	1.60025
CXorf1	0.0678333333333333
C14orf112	-0.120166666666667
EIF2B1	-0.031
OMP	0.5
GSTZ1	-0.59375
LOC92017	0.4755
ISLR2	0.965
C12orf36	0.351
GATA2	-2.507
GABRA5	0.0155
CELSR2	-1.19092857142857
STAM2	0.7005
TNAP	-0.366
PTPMT1	-0.157833333333333
GRP	5.01775
SV2A	-1.73166666666667
MAGEA12	-4.4105
CACNG1	-1.895
C18orf19	-0.52175
GSG1	-0.3545
PTPRJ	0.0835714285714286
FRMPD1	-0.2855
ZNF668	0.14475
PLEKHJ1	-0.249375
ADAT1	-0.7292
TMEM50A	0.8514
UCN3	0.4
HOOK1	0.287
IL17B	-0.947
MLKL	1.36333333333333
TTC14	-1.04266666666667
KLHL5	0.74275
CRYL1	-1.32333333333333
FOXH1	0.34
NFYB	0.026
PPM1G	0.043
GOLGA2LY1	-0.617
NMT1	-0.46475
HADHA	-0.0621
CHSY-2	1.87775
PLEKHF1	3.28435714285714
SAGE1	-2.9005
MUSTN1	0.46575
SUHW4	0.7005
TFEB	1.61716666666667
ZFYVE27	0.1915
ATG12	-0.183
BMI1	0.608714285714286
ZIM3	0.179
MYH4	-0.038
MASP1	-1.39166666666667
KIAA0984	-0.9525
RPAP2	0.04975
ASB5	0.64825
BOLA3	-0.702666666666667
MIA3	0.130333333333333
