Hybridization REF	TCGA-AO-A12F-01A-11R-A115-07
METAP2	-0.879875
PAN3	1.011
STXBP4	0.855875
PDHX	-0.5675
MTA1	0.7015
ZBED4	0.230875
ZNF720	-0.21775
CDK2	-1.173375
RHOJ	1.217
CDC37	-0.5575
ZER1	-0.129875
GRK4	-1.4215
PRPH	-0.98625
POLR2A	0.416875
OGFOD1	-0.4945
NOL5A	-1.2055
PHEX	-0.999
FLJ16478	-0.139
C20orf117	-0.670625
CAMTA2	-0.18325
C11orf74	0.282333333333333
DDX17	0.228666666666667
C5orf27	0.287125
PLEKHA2	-0.577
PDE4DIP	-1.5407
SCN7A	-0.00774999999999995
ZNF559	-0.632
CXCL10	0.4915
ZMYM4	0.463
STK32B	-1.08993333333333
KIAA0888	-3.9305
TACR3	0.3345
CKAP2L	-1.0575
KIF1A	-1.0005
RSPRY1	0.5125
VCAN	1.65175
CYP27C1	-0.347
SYDE1	-1.20666666666667
MED12L	-0.926
ZDHHC21	1.8345
NHS	-1.54
TM9SF3	0.506833333333333
DDHD1	-0.425125
MAFG	0.205083333333333
BICD2	-0.022
C14orf119	-0.887
C14orf43	0.357642857142857
CDH7	-0.67525
ALKBH5	-0.34
JUP	1.4195
TMEM41A	-0.460833333333333
MAMDC4	-1.56816666666667
CBX3	-0.418375
LRRC18	0.2055
RBMXL2	-1.01666666666667
PLA2G4D	0.410333333333333
FGF13	-1.659125
KIF3A	0.5225
PDIA6	1.076
DCXR	0.27725
CASKIN2	1.264
EHD1	1.19133333333333
MARCKSL1	0.763
ZNF496	0.894
SCAF1	0.5515
KCTD8	-0.907
TRAF3IP3	0.128142857142857
LSR	2.12025
CXorf1	0.032
C14orf112	0.468
EIF2B1	-0.44175
OMP	0.266
GSTZ1	-0.6735
LOC92017	0.52375
ISLR2	1.2625
C12orf36	0.5155
GATA2	-2.03416666666667
GABRA5	-1.052
CELSR2	-0.900428571428572
STAM2	-0.0142
TNAP	-0.786
PTPMT1	0.190333333333333
GRP	3.20375
SV2A	-1.3685
MAGEA12	-3.3645
CACNG1	-1.495
C18orf19	-0.49525
GSG1	-0.543833333333333
PTPRJ	-1.16264285714286
FRMPD1	0.5795
ZNF668	0.643
PLEKHJ1	-0.6135
ADAT1	-1.5596
TMEM50A	-0.4258
UCN3	0.474
HOOK1	2.09725
IL17B	-0.842
MLKL	-0.9915
TTC14	-0.314333333333333
KLHL5	-0.697375
CRYL1	-1.19
FOXH1	0.13
NFYB	-0.747375
PPM1G	-0.1345
GOLGA2LY1	1.10175
NMT1	-0.20725
HADHA	0.2441
CHSY-2	2.31525
PLEKHF1	-0.324
SAGE1	-3.422
MUSTN1	0.1475
SUHW4	0.85775
TFEB	0.09
ZFYVE27	-0.331
ATG12	-0.418833333333333
BMI1	0.025
ZIM3	-0.1855
MYH4	-0.45
MASP1	-0.958416666666667
KIAA0984	-1.42725
RPAP2	-0.727
ASB5	-0.46075
BOLA3	-0.0276666666666667
MIA3	0.5865
KRT35	0.359
KIR3DL3	-0.2175
MRPL51	0.4275
SEMA3F	-0.207166666666667
NDUFB2	0.873666666666667
LOC253012	-1.47925
FAM46C	-2.3432
G6PC	-2.72875
CSAG3A	-3.87516666666667
PREX1	0.021
SLC25A45	0.325
MAPKBP1	0.4943
CPE	-0.7829
GNB1	-1.656125
CXCR6	0.4355
TRIM46	0.3425
C16orf3	0.8935
HPSE	0.131875
TIGD3	1.2515
SPG3A	3.36375
LCAT	-0.943
ST6GAL1	-2.23672222222222
POMC	4.0325
FLJ36031	0.293166666666667
NSMAF	-0.300833333333333
SKIL	-0.01
ADSS	1.1135
HMGCS1	-1.5933
POLR3F	-0.769833333333333
RAB10	0.542625
ZNF277P	-0.520125
ZBTB7B	-0.088125
DHRS1	-0.648142857142857
ABCC13	-0.347125
CNOT3	0.727
NFKBIA	0.88175
GAK	-0.269166666666667
SFT2D2	2.00916666666667
HOXA6	0.3665
CRTC1	0.639625
LY6D	0.2495
C20orf72	-1.47733333333333
CPT1A	-0.0035
LMO1	-2.44
EIF3I	-0.2375
PRB4	0.879
MCM3APAS	-0.441
C20orf132	-0.9322
FOXF2	-3.003
S100A12	1.162
MLH1	-0.863166666666667
ACTN1	2.1423
MRPL36	-0.320666666666667
C20orf106	-0.3605
FBXO6	-1.062
MKS1	-0.037
CX3CR1	-3.88025
PDE1B	1.977
PLP1	-0.28125
KISS1	-0.128666666666667
C14orf2	0.755833333333333
TBC1D3P2	-0.36775
COMMD6	0.6494
ANKRD7	1.266
PTCHD1	2.535375
NARS2	-0.9225
DOCK7	0.826625
FAM127B	0.107
LOC390243	0.316
N6AMT2	0.41325
ZNF391	-0.546
DNAJB14	-0.0393333333333333
WRB	-0.097625
BPI	4.29391666666667
TTC4	-0.860666666666667
FAM10A5	0.022
GOT1L1	0.2532
MAGED1	-0.137375
RESP18	0.3905
WFDC6	0.36475
MT2A	-0.7495
C11orf56	0.18075
KIAA1432	0.0825
ROR1	-1.48225
HSD17B14	0.423833333333333
ZFAND2B	0.92375
SAMD4B	1.50775
HEXA	-0.158875
HNRNPU	1.14827272727273
USP39	0.179375
NRD1	-0.73675
R3HDML	0.4585
FLT4	0.6815
OMG	-0.1195
OR52N4	0.2615
LOC399818	-1.446
ELA2	-1.829
VENTXP1	-1.35
RFC5	-1.1605
OR52L1	0.673
PAX5	0.293
FBXO2	-1.05975
GMEB1	0.9325
AKT3	-0.506666666666667
CRB1	-1.77933333333333
CTTN	1.93933333333333
UTP15	-0.7965
HSBP1	-0.3055
PHF11	0.8145
NDEL1	0.174666666666667
USP8	-0.501
BAIAP2	0.207375
SI	0.2555
ARSJ	1.01666666666667
BAAT	-2.09475
KCNS3	-0.4505
LOC126147	-0.302166666666667
TMEM37	0.131
C1orf162	3.45983333333333
MBD1	-0.7903
ITGAL	-1.4445
WDR73	0.149833333333333
GKN2	0.117166666666667
ARFGAP1	-0.307875
SLC5A8	0.1445
ZBTB40	-0.4959
CYP4B1	-0.527666666666667
LYPLAL1	-0.11675
CHST3	-0.24575
MAP3K9	0.3695
BTAF1	-1.58533333333333
TFAP2E	-0.1665
RBM35B	1.5385
LOC441251	0.799166666666667
ANKRD25	-0.627111111111111
UQCRC2	-1.047
MAEA	-0.398
HYAL1	-2.1485
RNPEPL1	-0.0275
CPSF2	-0.668625
PSD3	0.0332
ABCA13	1.161625
AGR2	-3.023
GBX1	-0.6475
HDLBP	1.17957142857143
ACY3	0.023
HECW1	-0.75775
ZNF519	-1.015
HOPX	1.96225
ZNF304	1.32975
OR12D3	-0.5995
FKSG43	0.52625
METTL1	0.60075
MFSD3	-0.0225
PSPH	0.60525
CLCA3	-0.421
DARS2	-0.210166666666667
CDC25A	-0.0488333333333333
BAIAP2L1	0.3295
B3GNT5	2.461875
USP29	-0.09475
ARHGEF10L	1.4641
ATOX1	-0.575
ADAM30	0.50175
DNASE1	0.7775
STT3A	0.227833333333333
RAB6IP1	-0.27275
PTN	0.0492
C1orf106	0.743538461538462
HECA	1.97825
RNF122	2.14725
SLC22A18AS	0.1045
GNG8	0.330666666666667
ELP4	-1.172
FAM65A	-0.00283333333333332
RPL10A	-0.987666666666667
IRS4	-0.0855
MACF1	1.492
SEC24D	-1.01975
LOC374395	0.139
TGFB2	-1.01175
MDFIC	1.299125
CHRNE	0.8035
PCMTD2	-0.125166666666667
ATP6V0D1	-0.4105
MTA2	1.8325
LZTR1	-0.202333333333333
RAP1A	-0.609
AXIN1	0.91375
POLR1C	0.08275
TRIO	0.573583333333333
PLXNA4A	-0.021
C5orf33	-0.84375
DEPDC1B	-2.017875
ZNF473	-0.1825
MTM1	-0.73575
GPR107	-0.293
CSNK1A1L	-0.141666666666667
FLJ14154	-0.47175
NLRC4	3.68175
ENPP4	1.87916666666667
PADI3	-0.9345
RNF170	-1.431625
CG018	-0.172833333333333
C16orf7	-0.0345
KCNE1	0.589
NRM	-1.181
SLC37A3	0.796428571428571
TPD52L2	-0.509833333333333
UNC5B	0.86125
C12orf12	0.1552
SDHB	-1.40725
CLRN1	0.3545
NUDT10	-2.14966666666667
UGT3A1	0.18325
FBXW8	-0.1005
RHOF	-1.376
PTPLAD1	-0.6305
MYO3B	0.2565
DERA	-0.46175
TPP2	-1.3915
C19orf53	0.371833333333333
GINS3	-1.05325
ST6GALNAC5	2.8025
CHSY1	0.33525
MGC15705	-0.3685
GPR83	0.959833333333333
EXT2	-0.346375
DOLK	-0.25775
TUBAL3	-2.15575
ACVRL1	2.1736
ABL2	0.138583333333333
C14orf156	-0.628
PTPRZ1	-3.064
DIP2C	0.234125
LAMP1	0.33125
RXRA	0.3522
MAP3K5	-0.16375
ALKBH1	-0.140166666666667
PDLIM7	-0.009625
ARL14	-1.382
SNIP1	0.155166666666667
TIMP3	1.07708333333333
RGS3	-0.079
SPAG16	0.4378
ABHD4	-0.935
ARHGEF12	-0.106416666666667
GLUD2	-1.1305
RAC2	-2.4149
UAP1L1	-0.804
SLC18A3	-0.2285
YOD1	0.7095
RALY	0.23225
HMOX2	0.72325
DGKH	0.31875
DBNDD2	1.04783333333333
YIPF4	0.712
THAP10	-1.79925
ZNF513	-0.66125
HAGHL	0.158333333333333
ITGB4	0.852333333333333
CCDC141	-1.0405
YTHDF3	0.18625
C5orf28	-0.31625
RPL7L1	0.199125
TMEM30B	0.344785714285714
ANKRD35	4.194
DUOXA2	-0.48025
TBC1D5	0.07775
DFNB59	-0.6105
HRH4	0.7965
MYO6	0.9321
DNAJA4	-1.1365
RBM24	-1.484
CEACAM20	1.03175
RBM23	-0.956142857142857
NGFB	0.749
C1orf63	-1.3821
KRTAP7-1	-0.0695
PERLD1	1.5985
NPB	0.1175
C17orf59	0.2431
HSPBAP1	0.47575
SLC15A4	-0.084
PRTFDC1	1.1275
OSMR	-1.29685714285714
CYSLTR2	-0.1
C19orf25	-0.3199
KIAA1797	-0.386
NLRP6	-0.0555
FAM105B	1.3061
SCRN2	-0.581333333333333
LRRC58	-0.0685
RNF17	0.243875
NEIL3	-0.87
FAM137A	-1.38825
SKP2	-2.35775
PARVA	0.751666666666667
PKLR	-1.518
RNF34	-1.275125
A3GALT2	-0.0685
C12orf50	0.322833333333333
SUNC1	-1.68525
FAM102B	1.32583333333333
CCT2	-1.02275
LRRC37A2	0.276
ARF4	-0.0725
SIKE	0.331125
C8orf48	-0.4155
MBTPS1	-0.327857142857143
GPSN2	-0.693
NCF2	2.0105
SLC12A6	0.1605
MRPL48	-0.95625
HMGN3	0.834833333333333
LRRC62	-1.185
PAX9	0.173125
FAM55A	0.573
C20orf42	-0.337333333333333
SCML2	-1.27166666666667
BCL9	1.5115
FAM40A	-0.8845
C9orf41	-1.24166666666667
ZNF774	-0.2405
LETM1	-0.80425
PLXNB1	0.117666666666667
NIPSNAP1	0.121875
USP10	0.08375
F9	0.36925
LIPE	3.1965
CNGB3	-0.0735
C12orf52	-0.186875
PI4K2A	-0.21575
MED8	0.14
STAT4	0.6714
FGD4	2.3885
RNF145	-1.87116666666667
WDR32	-0.5041
CLDN2	0.954333333333333
TCEAL8	-0.1265
ZMYND8	-1.019
PDXK	-0.382
GATAD2A	0.8675
PTGES3	-1.4625
CCM2	-0.4455
TAP1	-0.912625
ZNF670	0.98375
ETS2	0.172285714285714
C6orf166	0.481333333333333
PRMT2	0.858928571428572
OR4B1	0.383
INTS8	-0.026
CCDC102A	0.97825
CCDC83	-2.44316666666667
ITGA1	0.377
EPHA5	-2.2944
FAM24B	-1.41033333333333
TSGA10	-1.02675
HAL	-2.81766666666667
MYOT	-0.08625
SPACA3	0.034
BCL2L2	-0.882666666666667
CUGBP2	-0.808166666666667
CCNB3	-0.28925
RNF113B	-0.334
MERTK	-0.122
BAG1	0.10425
VPS36	-0.42525
ORMDL3	0.5903
C1orf190	0.896
ZNF625	-0.544
CORO2B	-1.84025
ALOX15	-0.741
CST1	-0.2485
NUPR1	1.48516666666667
CCL7	1.8205
SMCR5	-2.167
DSC2	4.6955
RBMS2	0.25775
GRIK4	0.3195
TRIM65	-0.288
TMPRSS6	-0.730357142857143
TP53INP2	-0.9635
GLB1L	0.830833333333333
LOC388284	-0.439666666666667
PUS1	-0.0427857142857143
BCL9L	-0.137
OLFM1	-0.60175
RET	-2.126875
MASTL	-0.6645
ALX3	0.74375
IL1RL1	-0.1785
ZNF765	-0.6
C14orf138	-1.16275
SNX10	-1.0345
TAC4	-0.00299999999999999
C1orf64	-2.66975
POGK	1.45875
MAPK9	-1.22475
ZNF366	2.6965
C8orf79	0.1515
CLDN7	-1.84475
OR5AT1	0.2155
TRIM37	-2.1135
LRRC25	1.98675
GRHL2	2.0787
TEKT3	-0.379
LASS5	-1.36066666666667
ABCC4	-1.5105
DLG3	1.67475
VGLL1	4.913125
ZFP36L2	3.02716666666667
MFRP	0.186
KIAA1799	-0.46525
FLJ44379	-0.773
PCNX	0.12
ANXA9	-2.485
CYP4V2	0.1935
PIK3C2A	0.05525
SRR	-0.459
NOL3	-1.642
IFITM2	0.2125
ARNTL2	-0.4555
ZNF595	0.0415
NLRP13	0.197
ASPH	0.68075
CPA2	0.891
PVRIG	-1.77066666666667
LEPR	-1.191
C16orf42	0.932833333333333
SH3BGRL	-0.113
FAM77D	-1.0715
FNDC7	0.375
C9orf6	-0.371
NOTCH2NL	2.181
PGBD1	-1.11383333333333
SYNGR2	-1.02283333333333
PITPNA	0.220625
PRPF4B	-0.5498
SLC43A3	-1.07671428571429
NRBP1	-0.23
SLC25A22	0.28425
ILK	-0.869625
SLC22A8	1.029
MRPS7	-0.285125
PITX2	-2.16875
FABP3	0.0265
OR1L1	0.2845
LOC728215	-0.37225
BLID	-1.43
KIAA1217	2.37052941176471
TFPT	0.29625
AP4B1	-0.987
VBP1	-1.35625
OR1K1	0.0285
MORC3	-0.68025
BHMT2	-0.038
C3orf10	0.497125
FZD7	3.95133333333333
WFDC10A	-0.3215
PMS2CL	-0.1465
CCDC32	0.0233333333333333
FA2H	-2.97975
ALG13	-0.856
TTLL7	0.4219
SPOCK3	-0.704
SLC13A2	0.8875
AIM1	0.2085
GPRC6A	0.514
EGR2	6.66125
MED11	0.214
WWC1	2.23625
SH3GL3	-2.54375
RIF1	0.943214285714286
PRLH	0.1995
VLDLR	-0.8765
DBT	0.4033125
C21orf63	-0.429
CGGBP1	-0.85075
KRTAP12-2	-0.436
TADA3L	-0.1685
ZBTB16	1.10325
PDGFB	0.784625
RFX1	0.666125
UQCRB	0.2475
LOC133874	0.079
HPS3	-2.84675
LGALS3BP	-1.3018
DKFZP564O0823	0.692714285714286
MRFAP1L1	-0.507625
HOXA10	-1.38166666666667
NGB	-0.111
KIF21A	1.20338461538462
IFLTD1	0.494
LZTS1	1.21225
ARHGEF3	0.22275
RHBDL3	-2.1095
CSNK1G2	0.880083333333333
ChGn	0.02075
KIAA1244	-0.2935
GABRB2	0.3255
MGC72080	1.5765
CD27	2.0375
EGLN1	-0.915
PEX13	1.90075
RWDD3	0.70575
RNF12	-0.134666666666667
GRIN2B	0.63
ADAMTS14	-0.520375
DYDC2	1.8585
ATP6AP1	0.2345
NR1H2	0.330833333333333
PDK2	-0.2015
C3orf17	0.0866666666666667
SLC38A2	-1.2555
SLC25A29	1.71566666666667
C15orf29	-0.32925
ADAM9	-0.366916666666667
TMUB2	-0.159875
GPR176	-0.93025
AGK	0.21025
MCCD1	0.2075
NDUFA4	1.27125
TMEM146	0.18575
DUSP1	1.219
UNQ6975	1.133
EMX2OS	3.8105
INSM2	-0.55125
LUZP4	0.1125
SETD6	1.38975
P2RY2	-0.66475
SLC45A2	-1.6955
RABGAP1	0.287
UBXD5	-0.1355
GPRC5A	-1.5879
PAK3	0.134
LOC63920	-2.197
TGFBR1	0.0329
KRTAP6-3	2.466
SFMBT2	1.59675
CDC42	-0.410125
C11orf35	-0.019
TTLL2	-0.123
UACA	0.31875
CD97	-2.0413
SETD5	0.054375
NINJ2	-0.76875
PTER	-0.519833333333333
POMGNT1	0.70425
KRTAP4-2	0.3125
ECGF1	1.42825
HRB	0.579818181818182
ATP1B2	-0.2006
LOC400506	-0.33875
COL4A3BP	0.133
C6orf97	-2.769
GRHPR	-0.344375
TAS2R1	-0.94
SEMA7A	0.0045
EDF1	0.17625
ODF2L	1.3988
PCID2	-0.605833333333333
GTF2H4	-0.490666666666667
ZCCHC3	-1.10025
CGB2	0.6305
NEUROD1	-0.0465
C20orf75	-0.2675
RP5-1054A22.3	4.67016666666667
IFNA5	0.5075
ZNF134	-0.173083333333333
MGC119295	1.4078
ZSWIM6	0.197375
SMEK1	0.5815
PCGF2	0.270125
C1orf102	1.1285
CYP2A13	1.057
KCNH6	-0.5873
MDM1	0.0177
ALDH7A1	-0.225833333333333
C9orf75	-0.5995
VDAC3	-0.9455
OR51T1	0.173
EIF3F	-1.52083333333333
KCNJ10	-0.776875
LENG8	0.429
EDEM2	0.648416666666667
CCNJL	-1.05216666666667
DHX37	0.118
CRYGN	0.295
AATF	-0.4005
ZNF630	1.2475
E2F5	0.535
WFDC13	-0.53325
FTSJ3	-0.151
C4orf33	-0.89375
LHFPL4	-2.79225
C19orf56	-0.814
SMAD4	-0.455375
AFM	-0.617666666666667
G0S2	1.9135
FCHSD2	-0.8616
RRP1B	0.1095
EEF1B2	0.0201666666666666
STAT6	-0.249166666666667
ZNF195	0.55325
GNL1	-0.672
ZNRF2	-0.529
PER3	-1.742125
ASB16	0.44225
C10orf10	2.23592857142857
ADCY8	-2.74866666666667
C9orf58	0.459166666666667
ARMC10	0.432666666666667
PSG1	-1.0295
DHX34	0.226
VARS2	-0.58375
NFIC	1.495
ITPR2	0.323
AGXT2	0.111333333333333
OR6K3	-0.1835
H2AFZ	-0.323416666666667
MLLT3	-0.757333333333333
COX4I2	2.126
CCNT2	-0.116125
PLK4	-0.96275
NUMBL	-0.4125
MED16	-0.5835
PLEKHQ1	0.9035
GOSR1	0.694944444444444
BTG4	-0.20975
RPL30	0.804583333333333
IGSF5	-0.708
IGFL2	-1.65666666666667
ELMOD2	-0.2695
SHC3	0.6955
HAVCR1	-0.1015
DYNC2H1	-0.248375
RNF5	-0.871333333333333
C2orf7	0.1145
NLF1	1.748
KLHL25	0.998
LRP10	-0.4406
KRI1	0.35325
PUS7L	-0.200166666666667
MGMT	0.01875
HOXD1	-0.638833333333333
CSH1	0.25
ATG16L2	-1.3735
FLJ44635	-0.1835
CHODL	1.4395
EXOSC8	-0.7605
SLC28A1	-0.04025
MYO7B	-0.774
SEH1L	0.4422
MTNR1A	0.2645
TSPAN5	0.2615
CDC45L	-1.39816666666667
AMIGO1	-0.044
ATAD3A	-1.113
OSGIN2	1.375
PDIK1L	-0.463166666666667
DARC	2.5885
PIPSL	0.859
SHMT1	-0.4515
CRISP3	-0.699
POPDC2	1.63033333333333
ZRANB2	-0.329
FBXL8	0.80625
TRIP13	-0.383
EIF5AL1	-0.354
POU5F1P3	-3.83066666666667
IL6	0.8115
CXorf38	-0.988
IFNA16	0.0905
FBXL2	2.4725
BRD1	0.892
STATH	0.611
FBXO44	0.417166666666667
MCCC2	-0.851
CDC2	-0.611
C5orf23	-2.39625
IVD	0.198166666666667
C10orf122	-0.9345
MSL3L1	0.4253
MVP	-0.8565
EPOR	-0.9371
ZMYM1	-1.316
BCL7C	0.738666666666667
PSTPIP2	-0.1396
LYPD1	-1.87475
OR8G5	0.3025
ZP3	-0.8855
BCAS4	-0.577416666666667
EDG6	1.419
ISY1	-0.1465
PRAMEF2	-1.4665
CUL1	-0.095625
RNF213	-0.3339
CCRK	0.447
DHX9	0.0905
C13orf29	-0.3275
NCKAP1	1.1875
MRPL43	-0.00742857142857143
XPR1	0.117
PKN2	1.6711
PODNL1	0.616
ZNF333	0.29275
DALRD3	0.057
OPN1SW	-0.011
BTBD6	0.588
C11orf82	-1.859
OR5P3	-0.2295
DUSP11	0.05225
L1CAM	-1.2386
NEK11	0.770666666666667
OR7E91P	1.9225
CNTN3	1.0663
CREB3L2	2.16225
ZBTB37	2.136
KIAA1324L	1.158
NDUFB10	0.494833333333333
NUDT2	0.0835
GTPBP8	0.3815
CACNA1D	-1.098125
PRKAA2	-0.184
PRDM8	0.618
MGC16075	-1.29183333333333
KRT14	1.75714285714286
PP8961	1.01875
MRPL18	0.3645
ABCG2	-3.43725
PACRG	2.596
BBS2	-0.15625
KREMEN2	2.654
FBXO21	0.40475
HNRPUL1	0.576083333333333
GRB10	-1.3025
CLSTN1	0.458375
LMAN2	-0.1227
C17orf61	0.568
NIPSNAP3A	-0.59375
INSIG2	-1.6575
PCDHB7	0.261666666666667
STXBP2	-1.122625
CMAH	1.19275
SEMA5B	-0.59175
ZNF155	0.165833333333333
COQ6	-0.304333333333333
PRPF4	-0.176
TSPAN15	1.7556
VN1R5	0.28975
LATS2	1.79825
SELK	0.80475
PGK2	0.06425
MS4A1	-1.491
TYW3	0.0195
KRTAP5-1	1.65625
RCCD1	-1.83566666666667
BTN1A1	-0.1405
DDX28	0.85825
TMEM65	0.73425
LOC92345	0.44775
TTC31	-0.493
WDR46	-0.483333333333333
CHP2	-1.44
LSP1	-0.260875
ZNF542	0.284
EXOSC1	-0.4545
ARHGAP18	-0.967
LRRTM4	-1.278375
MAOB	1.37441666666667
CACNB4	-1.011
MGC33846	2.090125
RANBP3L	-0.766
ATP5L	-0.60975
ONECUT1	-2.368
NUDT9	0.2205
TMEM149	-0.1145
STX17	1.11175
IGSF10	-3.86325
TMPRSS9	0.274
BMPR2	0.93425
ALLC	0.0635
KLF7	1.148375
GCC1	-0.1206
TIMM9	-0.7985
CDO1	3.32066666666667
MGC10701	-0.389
IFI6	-0.8735
FRMD8	2.02375
MGAT2	-0.5215
WBP5	0.664333333333333
CNIH2	1.222
KIAA0907	-0.4422
KCNH8	2.425
CTSG	-0.4695
GRIK1	-0.334666666666667
CUL5	-0.420625
FRMD1	0.5935
OR9A4	0.205
SYT6	-1.9825
FOXD4L2	0.398
ANAPC2	-0.6545
OPN5	0.1185
TAF13	0.991
LYG2	0.3385
GGNBP1	-0.651
C11orf40	0.643
OTX2	-0.7725
REG4	-0.279333333333333
EIF5	-0.8334375
PALB2	-0.78275
SEPSECS	-1.6534
RNASE3	-0.27875
TRIM49	-0.333
POLR2K	0.5877
GPR42	0.2805
C8B	-2.6535
SASS6	0.758
PREB	0.1725
OR3A3	0.3325
TUBA8	1.1065
IGLV2-14	-0.55725
STIL	-1.61975
ANKFN1	-1.10066666666667
NME7	-0.738
HOXC12	1.561
UBE2C	0.50525
FHOD1	-1.12375
CDK2AP1	1.86708333333333
OR6K2	0.05075
DHPS	-0.7385
RPL5	-0.532416666666667
TRGV5	0.912
LOC541472	0.682375
HCCS	-0.8409
DENND1B	1.9705
LHX3	0.3745
OR5D16	0.4155
CXorf57	-4.3448
IRF2BP1	1.18725
NDST2	0.171166666666667
LCE3D	0.1505
BOLL	0.0055
SYT3	-0.57375
PIH1D2	-1.229
C20orf7	-0.905666666666667
IL1R2	1.03083333333333
SLAMF9	0.2565
PPME1	0.1455
PIK3CA	-0.07175
TRAPPC1	0.140125
COLEC10	-1.423
SLC9A6	-0.214833333333333
PDDC1	-0.1695
CCDC53	-0.603
GK3P	-0.14625
DAZL	-1.31175
BRI3	0.1365
SDK1	0.04825
CYP2C18	0.34425
IFI44L	-0.67275
RPL3L	0.654
FUT9	0.999333333333333
KIFC2	0.374333333333333
PMP2	-0.682125
SLC4A9	0.51
PLAG1	-0.272166666666667
MYCBP2	-0.273
OR4E2	0.38
CCDC65	0.83975
C16orf82	-0.437125
ENTPD4	-0.303375
BRP44L	-0.006875
PMP22CD	-0.0025
TMCO4	0.4955
KCNN1	-0.884333333333334
WDR35	1.73825
CCDC80	2.182875
C3orf31	-1.014
SLC7A9	-1.21675
TMEM190	-0.9715
DBC1	0.964
FADS3	0.0703333333333333
PDZD8	0.308166666666667
GRM5	0.46475
AZGP1	-0.1745
PEX3	0.4545
MED1	1.02914285714286
ATG4C	-1.40416666666667
HNRPH3	-0.9355
FAM109B	1.82725
C4orf17	-0.021
CA10	-0.335
OPRD1	-0.1405
CCL16	-1.452
SACM1L	-1.21375
CST6	4.44375
CD63	0.491125
LGI1	-2.51275
ZNF784	1.0275
CRYBB1	-2.09
CX3CL1	1.055
TOP2A	-1.384625
GYPB	-3.14433333333333
GADD45GIP1	0.0215
FEN1	-0.758375
IGF1R	0.0745625
WDR72	-3.1405
PURG	-1.3395
DEFB126	-0.6675
PKD1L1	0.733
CAV1	-0.5263
GNPDA2	-0.6192
DGAT2	0.8675
NLGN1	-3.83325
STRBP	-0.359125
HPRT1	0.114
FANCI	-0.984375
PSMA7	1.469875
DBF4B	-0.598833333333333
TTF1	-1.047
RAD54L	-0.3685
ELOF1	-0.51925
PLAGL2	1.486375
ZNF256	1.11675
HMGCL	-0.8605
MSI2	0.200333333333333
RPESP	-1.7715
C11orf60	-1.3695
ABCD1	-0.6915
ACAA1	0.1592
SPARCL1	4.89085714285714
IL6ST	-0.7077
ZNF319	0.60525
TMEM109	-0.5627
FAM90A1	-0.3895
IL22RA1	-0.502
ATP4B	0.6865
TEC	-1.38233333333333
C7orf30	-1.25125
TXNDC2	-1.044
ABCB4	-0.75575
KIAA1191	0.59875
C9orf38	0.073
SFTPB	0.160625
CNTNAP2	-2.08108333333333
FRK	0.332
TBX19	2.5855
CHD4	-0.24475
C6orf26	-0.841333333333333
MOSC2	-0.62775
IKBKE	-0.6775
HIF1A	-0.476333333333333
LOC595101	-0.709
RELA	0.276666666666667
TMEM16B	-1.20566666666667
ABHD12B	-2.9575
TSEN34	0.3545
KIF18A	-1.746
TXNDC9	-0.980166666666667
SPATA2L	1.227
SEMA4G	-0.3925
C21orf91	0.564625
MATN1	-0.2425
KCNIP4	-0.0821666666666667
TUSC1	0.257625
OR4C15	0.288
ARMCX6	0.94775
WBSCR27	-1.313
OR52I2	0.133
KIAA1604	1.16425
DYNC1I1	-1.104625
PPP4C	0.19
SLC47A2	-1.5345
TREH	-0.020625
CD48	-0.617
ST14	2.18666666666667
PKN1	-0.75275
SPON2	2.12175
XBP1	-1.63741666666667
SFRS12	-1.03233333333333
EFCAB6	0.6105
SELT	-0.8105
SLC39A2	0.266
ERF	0.240666666666667
ARL3	-0.1685
SURF6	-0.1486
MLLT10	-0.471380952380952
FLJ11171	0.246666666666667
TDGF1	-4.16233333333333
ERCC6	1.905
EIF2AK4	0.06025
BAZ1A	0.7365
LRRN3	-0.872333333333333
TMC3	0.3385
EFTUD1	-0.9765
PTPRO	-0.268333333333333
CLEC12A	-0.166875
ACBD4	-0.058625
ZDHHC14	1.11825
OTUD7B	1.305625
ACTB	0.7405625
MSRA	1.176
LCE5A	1.933
IFI35	-1.055
BSCL2	-0.0045
ANKRD12	0.335166666666667
CFHR2	0.221
RGAG1	-0.561
HSFY1	-1.2335
SLC30A5	-0.84925
IMPG1	0.2455
GPR109A	0.7345
ZNF185	-1.53775
IYD	0.396
NPCDR1	2.094
SERPINA13	0.4705
HMGCLL1	-1.22575
NEUROG1	1.494
UBQLN1	-0.45225
LIN37	1.18475
SOCS2	-1.735125
DSCR4	-1.6545
XKR6	-1.1105
GPR142	0.471
KRTAP13-3	0.019
CCDC15	-1.08883333333333
MOS	0.00899999999999999
CD1E	-2.248
OFCC1	2.03783333333333
FAM83D	-1.15475
SRFBP1	-0.5745
C9orf96	0.1455
DHDH	-0.08325
CCDC90A	-0.286
RABL3	0.1371
CD320	0.382333333333333
ANGEL2	0.69075
MRPL21	1.948
SMG6	0.885833333333333
INSR	1.5005
FLJ14816	-0.625
GLRB	-1.0635
C9orf89	0.43825
CIZ1	-0.7975
URG4	-0.713833333333333
LRDD	-1.05883333333333
CBY1	0.987333333333333
NFX1	0.117875
MTERFD2	-0.292428571428571
C19orf23	0.3375
PGC	-2.423125
IER3IP1	-0.2285
