Hybridization REF	TCGA-E2-A14T-01A-11R-A115-07
PRTFDC1	-1.73675
OSMR	-2.01121428571429
CYSLTR2	0.3865
C19orf25	0.5647
KIAA1797	-0.505
NLRP6	0.898
FAM105B	-0.032
SCRN2	0.179333333333333
LRRC58	0.1994
RNF17	0.575428571428571
NEIL3	-2.2315
FAM137A	-1.61875
SKP2	-2.521
PARVA	0.277833333333333
PKLR	-2.084
RNF34	-0.09725
A3GALT2	0.5115
C12orf50	-0.388
SUNC1	-1.90225
FAM102B	0.551333333333333
CCT2	-0.169
LRRC37A2	0.372
ARF4	0.178
SIKE	0.8585
C8orf48	-0.422
MBTPS1	0.713357142857143
GPSN2	0.139
NCF2	3.302
SLC12A6	0.468666666666667
MRPL48	-1.04975
HMGN3	-1.06383333333333
LRRC62	0.3
PAX9	-2.055375
FAM55A	-1.834
C20orf42	-3.08533333333333
SCML2	-1.1145
BCL9	1.12425
FAM40A	0.52275
C9orf41	-0.335333333333333
ZNF774	-0.4385
LETM1	-0.625
PLXNB1	0.9055
NIPSNAP1	0.078
USP10	-0.23825
F9	0.06075
LIPE	3.259
CNGB3	2.0295
C12orf52	-0.160625
PI4K2A	0.207125
MED8	0.477625
STAT4	0.5803
FGD4	0.7045
RNF145	-0.717666666666667
WDR32	0.6853
CLDN2	0.00916666666666666
TCEAL8	0.5345
ZMYND8	0.474
PDXK	-0.29234375
GATAD2A	-1.089
PTGES3	-1.1755
CCM2	0.051
TAP1	0.867875
ZNF670	0.86775
ETS2	-1.19814285714286
C6orf166	-0.4075
PRMT2	0.6545
OR4B1	0.14
INTS8	-0.065
CCDC102A	-1.05075
CCDC83	2.58766666666667
ITGA1	0.3146
EPHA5	0.1662
FAM24B	-0.734333333333333
TSGA10	3.0625
HAL	-2.501
MYOT	0.04125
SPACA3	-0.426
BCL2L2	0.239333333333333
CUGBP2	-0.813
CCNB3	2.00725
RNF113B	0.112
MERTK	-0.2025
BAG1	0.49175
VPS36	-0.9665
ORMDL3	1.6321
C1orf190	0.214
ZNF625	0.3555
CORO2B	-1.61025
ALOX15	0.962
CST1	0.5955
NUPR1	1.53183333333333
CCL7	3.5665
SMCR5	-2.481
DSC2	2.215
RBMS2	-0.4645
GRIK4	-0.1
TRIM65	0.0571
TMPRSS6	1.49878571428571
TP53INP2	-0.41625
GLB1L	0.799833333333333
LOC388284	0.650666666666667
PUS1	-1.0285
BCL9L	0.371
OLFM1	1.147
RET	-1.771625
MASTL	-2.1085
ALX3	-0.36375
IL1RL1	-0.131333333333333
ZNF765	0.0121
C14orf138	-1.45825
SNX10	1.16816666666667
TAC4	0.2655
C1orf64	1.587875
POGK	0.274
MAPK9	0.65
ZNF366	2.52675
C8orf79	-0.0217
CLDN7	2.10925
OR5AT1	0.043
TRIM37	-0.49475
LRRC25	2.97825
GRHL2	3.0479
TEKT3	0.64475
LASS5	1.14483333333333
ABCC4	-2.603
DLG3	1.17675
VGLL1	0.609625
ZFP36L2	-0.188
MFRP	-0.0306666666666667
KIAA1799	0.09125
FLJ44379	2.9895
PCNX	-0.93525
ANXA9	1.1515
CYP4V2	1.6987
PIK3C2A	1.0655
SRR	-0.4495
NOL3	0.7085
IFITM2	0.217
ARNTL2	-1.696
ZNF595	0.6245
NLRP13	-0.8475
ASPH	-0.621375
CPA2	0.095
PVRIG	-1.65683333333333
LEPR	-0.952833333333333
C16orf42	0.0368333333333333
SH3BGRL	0.58
FAM77D	-1.4828
FNDC7	-0.402
C9orf6	-0.219666666666667
NOTCH2NL	1.38383333333333
PGBD1	-0.682166666666667
SYNGR2	0.994333333333333
PITPNA	-0.453
PRPF4B	-0.6438
SLC43A3	-1.04342857142857
NRBP1	0.2045
SLC25A22	0.10475
ILK	-0.568
SLC22A8	0.4025
MRPS7	-0.89125
PITX2	0.11825
FABP3	-0.58625
OR1L1	0.095
LOC728215	-0.577625
BLID	-1.049
KIAA1217	1.12282352941176
TFPT	0.63775
AP4B1	-0.0765
VBP1	-0.698
OR1K1	0.3475
MORC3	-0.1605
BHMT2	0.321333333333333
C3orf10	0.431875
FZD7	-0.845833333333333
WFDC10A	0.14
PMS2CL	0.07925
CCDC32	0.988833333333333
FA2H	0.0845
ALG13	-0.495
TTLL7	0.2224
SPOCK3	-0.32175
SLC13A2	0.382
AIM1	1.63825
GPRC6A	-0.427
EGR2	4.67575
MED11	-0.053
WWC1	2.32225
SH3GL3	-4.35775
RIF1	-0.0129285714285714
PRLH	0.221
VLDLR	-1.2665
DBT	1.3035625
C21orf63	-0.87675
CGGBP1	0.02425
KRTAP12-2	-0.3295
TADA3L	0.632625
ZBTB16	1.27575
PDGFB	2.506125
RFX1	0.21925
UQCRB	0.322
LOC133874	1.652
HPS3	-2.18875
LGALS3BP	0.0449
DKFZP564O0823	1.93321428571429
MRFAP1L1	0.921625
HOXA10	1.49016666666667
NGB	-0.1825
KIF21A	0.891307692307692
IFLTD1	0.6495
LZTS1	-0.706375
ARHGEF3	1.179
RHBDL3	0.2715
CSNK1G2	0.445416666666667
ChGn	-2.018625
KIAA1244	2.90083333333333
GABRB2	0.067
MGC72080	-0.8415
CD27	2.71425
EGLN1	-1.6298
PEX13	-0.31075
RWDD3	-0.6215
RNF12	-0.315
GRIN2B	-0.7705
ADAMTS14	-0.57275
DYDC2	1.25883333333333
ATP6AP1	2.1516
NR1H2	0.0373333333333333
PDK2	1.555
C3orf17	-0.499
SLC38A2	-1.329
SLC25A29	-1.05533333333333
C15orf29	0.325125
ADAM9	0.02725
TMUB2	0.52825
GPR176	-0.41875
AGK	-0.374875
MCCD1	0.3715
NDUFA4	0.20925
TMEM146	-0.14875
DUSP1	1.760625
UNQ6975	1.111
EMX2OS	3.25825
INSM2	-0.4185
LUZP4	-0.73225
SETD6	-0.05625
P2RY2	1.759
SLC45A2	-1.954
RABGAP1	0.6015
UBXD5	0.72875
GPRC5A	0.3397
PAK3	0.3875
LOC63920	0.4125
TGFBR1	-0.0673
KRTAP6-3	0.00625000000000002
SFMBT2	-0.597
CDC42	-0.2485
C11orf35	1.4885
TTLL2	-0.32925
UACA	0.541583333333333
CD97	-0.9862
SETD5	0.366375
NINJ2	-1.04925
PTER	-0.277
POMGNT1	1.47175
KRTAP4-2	-0.0425
ECGF1	1.858125
HRB	-0.0496363636363636
ATP1B2	-0.1175
LOC400506	0.02875
COL4A3BP	1.6365
C6orf97	1.39725
GRHPR	-0.362
TAS2R1	-0.031
SEMA7A	-0.85175
EDF1	-0.3615
ODF2L	0.8197
PCID2	-0.6235
GTF2H4	-1.1885
ZCCHC3	-0.543875
CGB2	1.05366666666667
NEUROD1	5.1475
C20orf75	0.4935
RP5-1054A22.3	1.9375
IFNA5	-0.668
ZNF134	-0.07875
MGC119295	-0.5916
ZSWIM6	0.53125
SMEK1	-0.582166666666667
PCGF2	0.616625
C1orf102	3.8265
CYP2A13	3.7905
KCNH6	0.621
MDM1	1.3203
ALDH7A1	-0.423666666666667
C9orf75	0.262
VDAC3	-0.84175
OR51T1	0.2055
EIF3F	-0.8125
KCNJ10	-0.455375
LENG8	0.102
EDEM2	0.149666666666667
CCNJL	-1.5305
DHX37	-0.6105
CRYGN	-0.042
AATF	0.225
ZNF630	1.601125
E2F5	-0.434
WFDC13	0.86975
FTSJ3	0.147333333333333
C4orf33	-0.37525
LHFPL4	-3.01725
C19orf56	-0.546083333333333
SMAD4	-0.055
AFM	-1.542
G0S2	1.76775
FCHSD2	-0.2627
RRP1B	-1.2581
EEF1B2	-1.00516666666667
STAT6	1.31316666666667
ZNF195	-0.132
GNL1	-0.198
ZNRF2	1.56066666666667
PER3	0.055625
ASB16	0.185
C10orf10	1.566
ADCY8	-3.04583333333333
C9orf58	-0.00733333333333333
ARMC10	-0.1965
PSG1	-1.0735
DHX34	-0.17625
VARS2	0.139
NFIC	1.37775
ITPR2	0.17025
AGXT2	0.5025
OR6K3	0.0855
H2AFZ	-1.41708333333333
MLLT3	-0.69675
COX4I2	1.553
CCNT2	0.42775
PLK4	-1.617125
NUMBL	-0.408666666666667
MED16	0.338
PLEKHQ1	1.30275
GOSR1	0.9175
BTG4	0.698
RPL30	0.29
IGSF5	-0.83475
IGFL2	0.7715
ELMOD2	0.450833333333333
SHC3	-0.934166666666667
HAVCR1	0.0485
DYNC2H1	0.022
RNF5	-0.0771666666666667
C2orf7	-0.492
NLF1	0.3425
KLHL25	1.03325
LRP10	0.6442
KRI1	-0.69625
PUS7L	0.721333333333333
MGMT	0.237
HOXD1	0.387
CSH1	0.0515
ATG16L2	-0.34675
FLJ44635	0.304
CHODL	-0.282
EXOSC8	-1.67975
SLC28A1	-0.291
MYO7B	-0.407
SEH1L	-0.1692
MTNR1A	0.1055
TSPAN5	0.382333333333333
CDC45L	-2.81316666666667
AMIGO1	0.329
ATAD3A	-0.59325
OSGIN2	0.747833333333333
PDIK1L	2.31883333333333
DARC	2.78175
PIPSL	0.85
SHMT1	-0.504
CRISP3	0.1925
POPDC2	2.8495
ZRANB2	-0.978833333333333
FBXL8	0.53875
TRIP13	-1.97027272727273
EIF5AL1	-0.37
POU5F1P3	-3.86183333333333
IL6	-0.518166666666667
CXorf38	-0.789833333333333
IFNA16	-0.323
FBXL2	1.258
BRD1	0.12875
STATH	0.4165
FBXO44	1.07216666666667
MCCC2	0.276
CDC2	-2.2955
C5orf23	-2.2745
IVD	0.2385
C10orf122	-2.202
MSL3L1	0.243
MVP	0.0975
EPOR	-1.1804
ZMYM1	-0.472333333333333
BCL7C	0.885833333333333
PSTPIP2	-0.7676
LYPD1	-2.74075
OR8G5	-0.3715
ZP3	0.693166666666667
BCAS4	1.12083333333333
EDG6	1.507
ISY1	-0.29675
PRAMEF2	-1.74375
CUL1	-0.044375
RNF213	0.8593
CCRK	1.108
DHX9	0.0645
C13orf29	-0.072
NCKAP1	-0.166333333333333
MRPL43	0.459928571428571
XPR1	-1.10125
PKN2	0.803
PODNL1	0.4465
ZNF333	-0.12925
DALRD3	1.1155
OPN1SW	0.431
BTBD6	0.16925
C11orf82	-3.0845
OR5P3	-0.237
DUSP11	-0.608
L1CAM	-0.2965
NEK11	1.621
OR7E91P	1.8545
CNTN3	1.5232
CREB3L2	-0.41925
ZBTB37	1.4995
KIAA1324L	2.45875
NDUFB10	0.383166666666667
NUDT2	-0.3185
GTPBP8	-0.27925
CACNA1D	1.099625
PRKAA2	0.0961666666666667
PRDM8	-0.043
MGC16075	-0.163833333333333
KRT14	0.477285714285714
PP8961	0.36825
MRPL18	-0.3805
ABCG2	-1.84975
PACRG	1.04175
BBS2	0.617
KREMEN2	-0.575
FBXO21	0.546
HNRPUL1	0.139416666666667
GRB10	-1.94475
CLSTN1	1.00225
LMAN2	0.4064
C17orf61	-0.888
NIPSNAP3A	-0.0485
INSIG2	-1.729
PCDHB7	-0.563666666666667
STXBP2	0.54025
CMAH	0.04175
SEMA5B	0.203
ZNF155	0.338333333333333
COQ6	-0.0771666666666667
PRPF4	-0.25775
TSPAN15	1.981
VN1R5	0.0405
LATS2	-0.061
SELK	-0.05925
PGK2	-0.5085
MS4A1	0.333
TYW3	-0.922
KRTAP5-1	0.4075
RCCD1	-0.871166666666667
BTN1A1	-0.035
DDX28	-0.13425
TMEM65	-0.193125
LOC92345	0.10275
TTC31	-0.5505
WDR46	-0.604333333333333
CHP2	-1.60566666666667
LSP1	1.1315
ZNF542	0.412
EXOSC1	-0.8825
ARHGAP18	-0.7015
LRRTM4	-1.609875
MAOB	0.121666666666667
CACNB4	-0.6505
MGC33846	-0.08325
RANBP3L	1.007875
ATP5L	0.241125
ONECUT1	-2.3915
NUDT9	0.432
TMEM149	0.65
STX17	-0.101
IGSF10	-3.56
TMPRSS9	0.1115
BMPR2	1.32725
ALLC	-0.06375
KLF7	0.87275
GCC1	0.6634
TIMM9	-1.514
CDO1	1.961
MGC10701	-0.9955
IFI6	0.341333333333333
FRMD8	0.452
MGAT2	-0.73225
WBP5	-0.624
CNIH2	0.0415
KIAA0907	-1.6394
KCNH8	-0.517
CTSG	-1.94525
GRIK1	-1.23266666666667
CUL5	0.29725
FRMD1	0.118
OR9A4	1.0655
SYT6	-2.25
FOXD4L2	2.21025
ANAPC2	-0.185333333333333
OPN5	0.2875
TAF13	0.13675
LYG2	-1.4775
GGNBP1	0.5115
C11orf40	0.0615
OTX2	-0.9675
REG4	0.540666666666667
EIF5	-0.79775
PALB2	-0.8605
SEPSECS	-0.5494
RNASE3	-0.2425
TRIM49	-2.241
POLR2K	0.3943
GPR42	-0.1785
C8B	-2.3385
SASS6	-0.40925
PREB	-0.5835
OR3A3	0.373
TUBA8	1.03075
IGLV2-14	-1.96225
STIL	-1.86
ANKFN1	-1.39833333333333
NME7	-0.75175
HOXC12	2.23
UBE2C	-1.377625
FHOD1	-0.660125
CDK2AP1	-0.862666666666667
OR6K2	0.3755
DHPS	0.3665
RPL5	-1.45833333333333
TRGV5	0.491
LOC541472	-0.25775
HCCS	-0.2594
DENND1B	1.6755
LHX3	-0.102
OR5D16	0.5155
CXorf57	-2.95283333333333
IRF2BP1	0.85925
NDST2	0.3055
LCE3D	0.174
BOLL	-0.092125
SYT3	0.4645
PIH1D2	0.09875
C20orf7	-0.486833333333333
IL1R2	-1.25
SLAMF9	0.562
PPME1	0.57475
PIK3CA	0.0795
TRAPPC1	-0.214
COLEC10	-1.267
SLC9A6	-0.161166666666667
PDDC1	-0.632583333333333
CCDC53	-0.27675
GK3P	-1.61375
DAZL	-1.303
BRI3	0.074
SDK1	-0.79725
CYP2C18	-0.27425
IFI44L	0.886625
RPL3L	-0.051
FUT9	-1.8855
KIFC2	0.826666666666667
PMP2	-0.31525
SLC4A9	0.6015
PLAG1	-1.215
MYCBP2	0.707333333333333
OR4E2	0.4125
CCDC65	2.83575
C16orf82	0.2445
ENTPD4	-0.623625
BRP44L	-0.683875
PMP22CD	-0.2395
TMCO4	1.96416666666667
KCNN1	-1.01466666666667
WDR35	-0.086
CCDC80	2.00175
C3orf31	-1.46025
SLC7A9	-0.65925
TMEM190	-1.204
DBC1	-0.972
FADS3	-1.03433333333333
PDZD8	0.203833333333333
GRM5	0.2595
AZGP1	3.2003
PEX3	-0.368
MED1	0.206928571428571
ATG4C	-0.865166666666667
HNRPH3	-1.204625
FAM109B	1.795
C4orf17	0.1035
CA10	1.33025
OPRD1	-0.167
CCL16	-1.55025
SACM1L	1.097
CST6	4.30125
CD63	0.2413125
LGI1	-2.5745
ZNF784	0.6325
CRYBB1	-0.7115
CX3CL1	0.32355
TOP2A	-1.119625
GYPB	-3.46283333333333
GADD45GIP1	-0.693
FEN1	-1.64175
IGF1R	2.955125
WDR72	-3.22866666666667
PURG	-1.36166666666667
DEFB126	0.1215
PKD1L1	1.619
CAV1	-2.069
GNPDA2	0.8034
DGAT2	0.977625
NLGN1	-3.47
STRBP	1.238875
HPRT1	-0.331166666666667
FANCI	-1.032
PSMA7	0.67275
DBF4B	-0.646833333333333
TTF1	-0.369
RAD54L	-2.221
ELOF1	-0.63675
PLAGL2	-0.167125
ZNF256	-0.34075
HMGCL	0.7055
MSI2	-0.899333333333333
RPESP	-1.29533333333333
C11orf60	0.53175
ABCD1	0.9285
ACAA1	1.3638
SPARCL1	4.1405
IL6ST	0.4304
ZNF319	0.766
TMEM109	0.3066
FAM90A1	0.140833333333333
IL22RA1	-0.324
ATP4B	0.5775
TEC	-0.648666666666667
C7orf30	-1.123
TXNDC2	-0.893166666666667
ABCB4	0.231
KIAA1191	0.746375
C9orf38	-0.3975
SFTPB	0.137
CNTNAP2	3.06875
FRK	0.0815
TBX19	-0.125
CHD4	0.83
C6orf26	-2.0055
MOSC2	-0.082
IKBKE	1.028
HIF1A	-1.40066666666667
LOC595101	0.2275
RELA	0.151833333333333
TMEM16B	-1.33583333333333
ABHD12B	1.8095
TSEN34	0.74475
KIF18A	-2.3525
TXNDC9	-0.179166666666667
SPATA2L	0.244
SEMA4G	-0.69
C21orf91	-1.356
MATN1	-0.1955
KCNIP4	-0.2965
TUSC1	1.79
OR4C15	0.181
ARMCX6	-0.767
WBSCR27	-0.912
OR52I2	0.148
KIAA1604	-0.4095
DYNC1I1	-0.974125
PPP4C	0.73675
SLC47A2	-2.6055
TREH	0.326875
CD48	1.16566666666667
ST14	1.7265
PKN1	-0.0375
SPON2	1.5375
XBP1	2.56258333333333
SFRS12	-0.601333333333333
EFCAB6	2.37325
SELT	-0.47975
SLC39A2	1.4695
ERF	-0.871
ARL3	0.774625
SURF6	-0.086
MLLT10	-0.666476190476191
FLJ11171	0.272333333333333
TDGF1	-3.88533333333333
ERCC6	-0.59
EIF2AK4	1.576125
BAZ1A	-0.599333333333333
LRRN3	0.395
TMC3	0.6575
EFTUD1	-0.0525
PTPRO	2.19616666666667
CLEC12A	0.663125
ACBD4	0.29675
ZDHHC14	-0.826125
OTUD7B	1.00875
ACTB	0.1660625
MSRA	-0.36275
LCE5A	0.9405
IFI35	0.1645
BSCL2	1.67
ANKRD12	1.02516666666667
CFHR2	0.58275
RGAG1	-0.6955
HSFY1	-1.187
SLC30A5	0.63925
IMPG1	0.0705
GPR109A	0.5025
ZNF185	0.71175
IYD	2.63125
NPCDR1	0.8385
SERPINA13	-1.594
HMGCLL1	2.48725
NEUROG1	0.336833333333333
UBQLN1	-0.01275
LIN37	0.20875
SOCS2	-1.75625
DSCR4	-1.7845
XKR6	-0.25575
GPR142	0.602
KRTAP13-3	0.1605
CCDC15	-0.38
MOS	0.1175
CD1E	-2.6695
OFCC1	0.361166666666667
FAM83D	-1.93475
SRFBP1	0.20375
C9orf96	-0.2065
DHDH	-0.141
CCDC90A	0.141
RABL3	-0.1277
CD320	-1.28866666666667
ANGEL2	0.17225
MRPL21	-0.44325
SMG6	0.256166666666667
INSR	0.6920625
FLJ14816	-1.2065
GLRB	3.2915
C9orf89	0.63025
CIZ1	-0.304375
URG4	0.424166666666667
LRDD	-1.1975
CBY1	0.0291666666666667
NFX1	-0.292625
MTERFD2	-0.0202857142857143
C19orf23	0.586
PGC	-2.6075
IER3IP1	0.4707
RASAL2	0.73025
C1orf89	0.221
SYNJ1	-0.33225
NFKBIE	1.1895
FLJ40125	0.7315
TCEB2	-0.1152
NOG	-2.1175
POLR2J2	-0.470666666666667
HLA-B	1.147
PCDHA1	-0.8555
PPP2R2B	-2.11725
ARHGEF17	-0.2235
TCF7L2	0.198357142857143
CHD5	-0.466333333333333
ZNF431	-0.271625
TBC1D25	0.97525
ZNF800	1.843
SCUBE2	0.187909090909091
MYCBP	1.09183333333333
GPX5	-0.0325
C6orf129	0.133166666666667
QSER1	-1.00266666666667
ULK2	2.12575
PIGO	0.145833333333333
NRCAM	-2.14007142857143
SLC35E3	1.92625
CSRP2	-2.4925
HYPE	1.102
MAPK15	0.347333333333333
MGC14327	0.01775
TIMM13	-0.184833333333333
ZNF462	-0.86925
GBA3	0.128
TEX13A	-0.3095
MCM6	-1.41888888888889
MTRF1	-0.83225
ABCA7	0.5255
EIF4A2	0.1705
ZC3H10	0.5044
RPGR	-0.388333333333333
C20orf94	1.5985
RP1L1	0.0705
GPR125	-1.8155
USP22	-0.271571428571429
OR1L4	0.0965
MLZE	-0.90375
FLJ32065	1.1965
PTCD1	0.71875
CRTAC1	1.30983333333333
BXDC2	-0.87
C18orf1	2.69016666666667
FAM107A	1.475
EFNA3	1.583
P18SRP	-0.0073
CAMKK2	0.30675
KIAA0649	0.6725
NES	-0.971
HS6ST3	3.80675
PON2	-1.944
TCP11L2	-0.204333333333333
CLEC4A	1.7475
PRR12	1.1475
MLXIPL	-0.983
C2orf50	0.586
ZNF28	1.23525
ENC1	0.275333333333333
MAP2K1	-0.49
FKSG2	0.22925
KIAA0430	-0.072
PTP4A1	-2.06011111111111
GPR156	0.408
GTF3C6	-1.425
UBR2	-0.0252
LOC388272	-0.82925
MAK	0.411833333333333
ACOT4	2.14025
STC2	-0.573666666666667
PIGW	-0.458875
SAE1	-0.408
COL6A1	0.222272727272727
OAZ1	0.788
STMN4	0.672666666666667
EDG3	0.605666666666667
SGCE	-1.8935
IL11	-1.8015
PRSS8	2.640875
YIPF5	0.638916666666667
WNT4	0.82675
CSN2	0.1005
TCF7	-2.6615
TDO2	2.56275
SAMD9	0.6860625
S100A7A	-0.225
MMRN1	2.07416666666667
GKAP1	0.23775
AKR1C3	-0.45625
RNF19A	0.970625
GMDS	-1.10725
YKT6	-0.586625
SPARC	1.0008
C12orf31	-0.58375
UBE2V2	-0.2495
FBXL18	-0.263833333333333
KIAA0460	0.59225
ADAM22	-0.621142857142857
SERPINC1	-3.95325
KCTD21	0.77075
MYOHD1	-1.13725
ZNF37A	0.170166666666667
GTF3C1	0.793333333333333
CTSZ	1.7305
PRNPIP	0.29125
DRD1IP	2.467
NR1I2	-2.227
ZNF266	-0.8983
SPAG4L	-0.098
COX4NB	-0.4245
SAPS1	2.51816666666667
APOA1	-2.822625
TATDN1	-0.683166666666667
C10orf82	-2.936
KPNB1	0.53125
FOXO3	0.785166666666667
CRYBB2	-1.291
ZBTB5	-0.9665
SLC25A38	0.19125
DCTN2	-0.584666666666667
IFT20	0.4615
CTHRC1	0.3975
C1orf31	-0.96625
UHRF1	-1.48325
GPC6	0.29525
C10orf54	1.017
MCF2L2	-0.1936
WNT9B	0.0885
OLA1	0.45325
FAM120B	0.233
TTLL10	0.359
CYorf15A	-5.00925
RELN	-2.212
SCN2B	0.611333333333333
MFHAS1	-1.78175
NKX3-2	-1.33316666666667
RASGRF2	-0.837
SSBP1	-0.946666666666667
KPNA6	0.0955
LOC389118	0.121
HS3ST4	-1.8412
SUPT7L	-0.153125
FLJ32658	-0.786
IGFBPL1	-1.724
KIAA1641	-0.4157
SHKBP1	0.0901666666666667
CSF1R	3.92725
NAGK	0.41125
MYL2	0.3795
HIST1H4C	-1.33416666666667
TOMM7	0.169625
ADAMTSL3	1.7619
TNFSF14	0.57875
PRRT2	1.85275
VTA1	-0.576125
AOAH	2.81
CRISPLD2	1.79021428571429
PNN	-1.7726
TA-NFKBH	-0.097
ESPN	0.84025
RBM43	0.993
KIAA1267	0.882875
DDX3X	-0.4585
KIAA1576	-4.671
PLXDC1	3.89283333333333
FLJ25801	-3.62625
HNRNPL	-0.4635
RUNDC3A	3.2915
CASP12	0.356
SH2D5	-1.234125
RPL26L1	-0.2755
OR51A7	0.0535
HDC	1.9525
C2orf16	-0.576666666666667
SYTL3	1.8085
GOLGA4	0.3895625
NOTCH1	-0.6695
ATPAF2	0.08575
ECD	-0.687
SSX5	-1.515
SNAP91	0.582
OCA2	-4.768
PNPO	1.257
DAPK1	0.106
PINX1	-1.57933333333333
SELENBP1	1.228375
NEK3	-0.975
TMED4	0.7865
SSTR4	0.031
FOSL1	-2.2954
CD40LG	-1.3625
CES1	0.119333333333333
DCI	0.345833333333333
B3GAT3	0.0965
STK17B	-0.86475
CNTN6	0.1985
CYP3A4	0.094
MBOAT2	-0.6165
PISD	0.632125
USP1	0.12925
PYDC1	0.495333333333333
CENPM	-1.207125
SAR1B	-0.09925
TTC7B	-0.72575
DP58	0.373
GPC1	0.637
RBL1	-2.009375
TMEM137	-1.41166666666667
TOB1	1.61916666666667
TCEAL1	0.551666666666667
CENPF	-1.34009090909091
C6	3.66366666666667
PRSS1	-0.81975
PPIL6	1.16316666666667
C6orf124	-0.307
ODZ4	1.06066666666667
SNCB	-0.09275
NDUFB9	0.793875
CNOT6L	1.35266666666667
S100A9	0.508333333333333
TRIM50	0.2855
KCTD1	2.0431
WDR63	0.6545
SPEF2	2.0455
RNGTT	-0.3525
CXorf22	1.1295
KCNK16	0.04175
CEP250	0.034375
ATPBD1B	-0.78325
KCNJ2	2.70775
MT1B	-2.0935
ZNF684	-0.387
SLC4A1	0.34975
PDHA1	0.35575
ZNF492	-0.122625
TKT	-0.47725
BYSL	-0.57375
RNF38	-0.151625
AHDC1	-0.377
KLHL2	0.95475
CMTM8	1.6155
DMP1	-2.2935
HERPUD2	0.58175
CRTAM	3.50516666666667
ZNF572	0.14175
TMEM16J	0.845
HSD17B2	-3.952
UBE2G1	-0.757125
AHSA2	-1.87825
PELI2	-1.1125
TPX2	-1.76375
ATP9B	2.15283333333333
DAZAP1	-0.178
HMGCS2	0.7385
C17orf38	0.6635
B9D1	-1.19825
NKX2-5	-1.63566666666667
KIAA1276	1.55725
LILRB2	2.7605
CSTF1	-0.837833333333333
BTN2A1	-0.446333333333333
C15orf48	3.7355
IGF2BP3	-3.465
FAM113B	1.07283333333333
HRG	0.0305
ZNF131	-0.00725
USP47	2.002
CCDC88B	-0.243375
HCN1	-1.3946
HTN1	-1.13533333333333
SYCP3	-0.65375
C13orf23	-0.1918
PAPOLA	-0.0828125
AATK	-0.0057
MSH3	0.9105
NDUFAB1	-0.9565
ITLN2	2.801
BAK1	-0.68
MRPL45	-0.0795
MTNR1B	0.0276666666666667
LOC645843	-0.5315
SPECC1L	0.136625
PGCP	0.89475
SPN	-0.462125
GPR143	2.0625
ZNF576	0.635
TMEM39A	-0.5589
ATP5D	-0.337
MAGEB3	-3.0705
RPS5	-1.26166666666667
ANP32E	-1.01164285714286
MTMR1	1.03275
YEATS4	-0.51175
SYNGAP1	-0.07325
PCOLCE	-0.551166666666667
MNS1	-1.05075
PCYT2	-0.947666666666667
ZNF182	0.021
LAX1	0.63775
SPPL2B	0.3341
ELOVL5	-0.0154
PCDHAC1	-0.0925
B4GALNT1	-0.940666666666667
BLOC1S2	0.128625
ZNF673	-0.2437
ARHGAP21	-0.75
IRX5	3.53325
LRFN5	-0.195666666666667
FAM7A1	-0.8195
RAB19	1.197
GINS1	-2.01125
ITM2B	0.6532
PAPSS2	-0.0288333333333333
OR5BF1	0.11
ACSL3	0.724375
KIAA1919	-1.08883333333333
GLT8D2	1.57775
UTRN	-0.695571428571429
CNN1	0.74825
HISPPD2A	1.2225
SDAD1	0.451125
SIGLEC9	1.58283333333333
RPL35	-0.617357142857143
C22orf26	0.7685
IMPDH2	-1.07275
WDR69	-1.5245
SEC14L5	0.866
CLTA	-0.26275
RP11-529I10.4	-0.6395
GPR37L1	0.0293333333333333
OGDH	0.352416666666667
ASB13	0.918166666666667
ZFP14	0.709
ZCRB1	1.74433333333333
KPNA3	0.04925
HSPA1L	0.84925
RHOC	0.927125
LOC554175	0.827
PPP3CA	0.5669
SLC1A7	0.2979
ZNF529	-0.898333333333333
RBED1	0.577
DDB2	-1.114
FLJ11286	0.177833333333333
SPATA1	0.5305
MKNK1	0.687666666666667
DYSF	0.557666666666667
ALKBH2	-1.2695
NKD1	-3.36366666666667
C1orf174	-1.0025
PLEKHO1	0.533833333333333
ASB10	0.202
RING1	-0.1195
NPC2	0.41475
AVPR1B	0.2725
YTHDF1	-0.08175
LMAN1L	0.1715
GSG2	-1.7825
CEP170	-0.4246
RPS4Y2	-4.83775
MSH6	-0.5825
HECTD2	-0.407
ZNF556	-3.12166666666667
PLEKHC1	-1.5225
AIRE	0.6015
BCL2L10	0.2645
LMOD3	0.586666666666667
ZBTB8	-0.177
FOXA2	-3.6982
SLCO2A1	1.4725
C3orf46	-0.5865
PRDM16	-0.629
TMEM98	-1.51675
FRMD5	-3.273
PDE6C	-0.3795
C1orf216	0.969666666666667
EP400	-0.546785714285714
PTK2	0.77125
RNF217	-0.92925
NDUFA8	-0.125
ZFAT1	0.7105
LAMP3	-0.547166666666667
GLTSCR2	0.585375
NPW	-1.5115
LLGL2	-0.2528
PPM1K	1.06433333333333
C20orf177	0.553
KIR2DL4	0.1158
NFKB2	-0.41025
C21orf122	-0.160833333333333
HESX1	-0.34275
GPR114	0.388166666666667
SLC25A35	-0.00533333333333332
GNAT1	-0.535333333333333
ORAI3	0.8985
FAM76B	-0.967875
TMEM99	0.4395
TRIM29	-0.7676
CDS1	3.71
RHEB	-0.4842
C4orf27	-0.52
