Hybridization REF	TCGA-B6-A0RU-01A-11R-A084-07
DKFZP564O0823	1.56078571428571
MRFAP1L1	0.0295
HOXA10	-0.0651666666666667
NGB	0.1255
KIF21A	-0.928692307692308
IFLTD1	0.2755
LZTS1	-0.036625
ARHGEF3	2.518
RHBDL3	-0.6345
CSNK1G2	-0.584833333333333
ChGn	-0.579625
KIAA1244	0.5785
GABRB2	0.1725
MGC72080	-0.017
CD27	2.58225
EGLN1	-0.5518
PEX13	0.387
RWDD3	0.2305
RNF12	0.0521666666666667
GRIN2B	-0.0955
ADAMTS14	-0.718875
DYDC2	-0.00449999999999999
ATP6AP1	0.1848
NR1H2	0.00983333333333333
PDK2	0.03025
C3orf17	0.0958333333333333
SLC38A2	-0.6795
SLC25A29	-0.168833333333333
C15orf29	0.089375
ADAM9	-1.16483333333333
TMUB2	-0.12275
GPR176	-0.262
AGK	-0.2325
MCCD1	0.1375
NDUFA4	0.09525
TMEM146	-0.007
DUSP1	1.56525
UNQ6975	0.464
EMX2OS	2.89875
INSM2	0.7375
LUZP4	-0.226
SETD6	-0.502
P2RY2	0.37075
SLC45A2	-1.4375
RABGAP1	0.641833333333333
UBXD5	-0.7205
GPRC5A	-2.3159
PAK3	1.4305
LOC63920	0.51625
TGFBR1	0.6608
KRTAP6-3	0.80175
SFMBT2	-0.28875
CDC42	-0.3458125
C11orf35	-0.817
TTLL2	-0.006
UACA	0.847166666666667
CD97	-1.0352
SETD5	-0.52425
NINJ2	-1.01125
PTER	-0.578333333333333
POMGNT1	0.28325
KRTAP4-2	-0.263
ECGF1	1.59275
HRB	-0.913818181818182
ATP1B2	0.4745
LOC400506	-0.4015
COL4A3BP	0.33375
C6orf97	-0.8355
GRHPR	0.75825
TAS2R1	-0.2825
SEMA7A	-0.51325
EDF1	-0.1645
ODF2L	0.2019
PCID2	-0.288333333333333
GTF2H4	-0.636166666666667
ZCCHC3	-0.304375
CGB2	0.0221666666666667
NEUROD1	-0.30425
C20orf75	-0.068
RP5-1054A22.3	2.30383333333333
IFNA5	0.2705
ZNF134	0.522083333333333
MGC119295	-0.9008
ZSWIM6	-0.414625
SMEK1	0.466333333333333
PCGF2	0.257
C1orf102	1.42075
CYP2A13	1.18
KCNH6	-1.2833
MDM1	-0.4912
ALDH7A1	1.02383333333333
C9orf75	-0.18025
VDAC3	0.330375
OR51T1	0.454
EIF3F	-0.03575
KCNJ10	-0.423
LENG8	-0.06375
EDEM2	0.273416666666667
CCNJL	-0.0386666666666667
DHX37	-1.3575
CRYGN	-0.416
AATF	-0.913125
ZNF630	1.38775
E2F5	-0.1515
WFDC13	0.03975
FTSJ3	-0.7485
C4orf33	-0.56575
LHFPL4	-2.07075
C19orf56	0.0325
SMAD4	0.35775
AFM	-0.311833333333333
G0S2	0.795
FCHSD2	0.0103
RRP1B	-0.4731
EEF1B2	-0.0605
STAT6	0.441833333333333
ZNF195	-0.607
GNL1	-0.256333333333333
ZNRF2	0.819166666666667
PER3	0.143
ASB16	-0.21025
C10orf10	2.13285714285714
ADCY8	-1.53516666666667
C9orf58	2.47133333333333
ARMC10	0.012
PSG1	-0.436
DHX34	-0.18925
VARS2	-0.966125
NFIC	0.499
ITPR2	1.195
AGXT2	0.388833333333333
OR6K3	0.0695
H2AFZ	-0.467083333333333
MLLT3	0.302333333333333
COX4I2	1.895
CCNT2	-0.51425
PLK4	-1.1495
NUMBL	-0.518
MED16	-0.603
PLEKHQ1	0.4035
GOSR1	-0.127777777777778
BTG4	-0.167
RPL30	0.987583333333333
IGSF5	0.8525
IGFL2	-0.0298333333333333
ELMOD2	0.119333333333333
SHC3	0.0875
HAVCR1	0.2835
DYNC2H1	-0.35875
RNF5	0.0245
C2orf7	1.12675
NLF1	1.427
KLHL25	0.5725
LRP10	0.439
KRI1	0.185
PUS7L	-0.7815
MGMT	0.35525
HOXD1	-0.6295
CSH1	0.2448
ATG16L2	-2.49875
FLJ44635	0.018
CHODL	1.317
EXOSC8	-1.06975
SLC28A1	-0.25675
MYO7B	-0.668166666666667
SEH1L	0.2029
MTNR1A	0.159833333333333
TSPAN5	0.728666666666667
CDC45L	-1.4005
AMIGO1	1.038
ATAD3A	-0.581125
OSGIN2	0.953333333333333
PDIK1L	0.206
DARC	3.092
PIPSL	-0.1035
SHMT1	0.19625
CRISP3	0.23
POPDC2	2.5035
ZRANB2	-0.363
FBXL8	0.74275
TRIP13	-1.24236363636364
EIF5AL1	-0.336
POU5F1P3	-4.663
IL6	-0.8015
CXorf38	-1.06333333333333
IFNA16	-0.2035
FBXL2	0.857833333333333
BRD1	0.47875
STATH	0.27725
FBXO44	-0.141333333333333
MCCC2	-0.93525
CDC2	-0.8127
C5orf23	0.20625
IVD	-1.09816666666667
C10orf122	0.03225
MSL3L1	1.0274
MVP	-0.134
EPOR	-1.0617
ZMYM1	-0.236
BCL7C	0.666
PSTPIP2	0.5422
LYPD1	-0.633
OR8G5	0.1725
ZP3	-0.0573333333333333
BCAS4	-0.480166666666667
EDG6	1.48025
ISY1	0.33725
PRAMEF2	-0.56275
CUL1	-0.094125
RNF213	-0.4838
CCRK	0.59875
DHX9	-0.022875
C13orf29	-0.8575
NCKAP1	0.483833333333333
MRPL43	0.0942857142857143
XPR1	-0.503
PKN2	0.7751
PODNL1	0.194
ZNF333	0.036375
DALRD3	-0.00225
OPN1SW	-0.1215
BTBD6	0.71975
C11orf82	-1.4845
OR5P3	0.0265
DUSP11	0.318
L1CAM	-1.4304
NEK11	1.72966666666667
OR7E91P	1.522
CNTN3	1.9109
CREB3L2	0.48625
ZBTB37	-0.1615
KIAA1324L	-0.371
NDUFB10	-0.324166666666667
NUDT2	-0.0075
GTPBP8	0.52775
CACNA1D	0.457375
PRKAA2	-0.393166666666667
PRDM8	-0.044
MGC16075	-0.7445
KRT14	2.42207142857143
PP8961	0.440375
MRPL18	-0.32
ABCG2	-1.85175
PACRG	2.35725
BBS2	-0.15075
KREMEN2	1.2645
FBXO21	0.29425
HNRPUL1	0.462166666666667
GRB10	0.71575
CLSTN1	0.42675
LMAN2	0.3069
C17orf61	-0.19325
NIPSNAP3A	1.2735
INSIG2	-1.29866666666667
PCDHB7	1.16883333333333
STXBP2	-0.63325
CMAH	0.547583333333333
SEMA5B	0.1325
ZNF155	0.3345
COQ6	-0.127166666666667
PRPF4	0.10225
TSPAN15	0.4893
VN1R5	0.35675
LATS2	0.125
SELK	0.5225
PGK2	0.43575
MS4A1	-0.8655
TYW3	-0.1257
KRTAP5-1	1.07425
RCCD1	-1.08
BTN1A1	0.13275
DDX28	0.28575
TMEM65	1.23775
LOC92345	0.10175
TTC31	-0.26125
WDR46	-0.499666666666667
CHP2	-1.018
LSP1	-0.01325
ZNF542	1.1715
EXOSC1	-0.5565
ARHGAP18	-0.6405
LRRTM4	-0.322625
MAOB	3.59791666666667
CACNB4	-0.3
MGC33846	1.612125
RANBP3L	-0.110625
ATP5L	0.18475
ONECUT1	-2.2515
NUDT9	0.13575
TMEM149	0.528
STX17	1.0785
IGSF10	-1.9535
TMPRSS9	0.336
BMPR2	0.76325
ALLC	0.17975
KLF7	-0.23375
GCC1	0.3661
TIMM9	-0.09625
CDO1	1.7675
MGC10701	-1.01483333333333
IFI6	0.954666666666667
FRMD8	0.738
MGAT2	0.3845
WBP5	1.09466666666667
CNIH2	0.92325
KIAA0907	-1.6648
KCNH8	1.4955
CTSG	-0.6255
GRIK1	0.0811666666666667
CUL5	0.88
FRMD1	0.2715
OR9A4	0.672
SYT6	-1.359125
FOXD4L2	0.0865
ANAPC2	-0.382166666666667
OPN5	0.451
TAF13	0.12525
LYG2	-0.4725
GGNBP1	0.088
C11orf40	0.098
OTX2	-0.868
REG4	-0.1825
EIF5	-0.2133125
PALB2	-0.8105
SEPSECS	-0.2989
RNASE3	-0.13225
TRIM49	-1.3925
POLR2K	1.2441
GPR42	0.252
C8B	-1.581
SASS6	-0.60025
PREB	-0.167333333333333
OR3A3	0.034
TUBA8	1.016125
IGLV2-14	-1.631
STIL	-0.64425
ANKFN1	-0.907666666666667
NME7	-0.3055
HOXC12	3.5375
UBE2C	-0.106625
FHOD1	-1.18675
CDK2AP1	1.21541666666667
OR6K2	0.21225
DHPS	-0.26975
RPL5	0.291166666666667
TRGV5	0.261
LOC541472	0.361875
HCCS	0.2668
DENND1B	0.3745
LHX3	-0.001
OR5D16	0.358
CXorf57	0.163
IRF2BP1	0.71
NDST2	0.276333333333333
LCE3D	0.104
BOLL	0.099875
SYT3	-0.872
PIH1D2	-0.54875
C20orf7	-0.135333333333333
IL1R2	-0.0798333333333333
SLAMF9	-0.18
PPME1	-0.56375
PIK3CA	0.011
TRAPPC1	-0.34125
COLEC10	-0.53425
SLC9A6	0.363666666666667
PDDC1	-0.739083333333333
CCDC53	0.348
GK3P	-0.3945
DAZL	-0.18775
BRI3	-0.3455
SDK1	-0.099
CYP2C18	-0.49375
IFI44L	2.214125
RPL3L	0.6615
FUT9	2.966
KIFC2	-0.204
PMP2	-0.15525
SLC4A9	0.439
PLAG1	-1.729
MYCBP2	-0.107333333333333
OR4E2	0.6445
CCDC65	0.753
C16orf82	0.10375
ENTPD4	-0.64475
BRP44L	0.50375
PMP22CD	-0.0255
TMCO4	1.00583333333333
KCNN1	-0.3315
WDR35	-0.1095
CCDC80	2.546625
C3orf31	-1.4045
SLC7A9	-0.8115
TMEM190	-0.9805
DBC1	3.44733333333333
FADS3	-0.968333333333333
PDZD8	-0.366166666666667
GRM5	0.077875
AZGP1	1.9527
PEX3	-0.025
MED1	-0.4365
ATG4C	-0.556
HNRPH3	-0.724
FAM109B	1.08
C4orf17	-0.1495
CA10	2.5385
OPRD1	-0.53
CCL16	-1.186
SACM1L	-0.63625
CST6	3.202
CD63	0.621625
LGI1	-1.21475
ZNF784	0.7425
CRYBB1	-1.15
CX3CL1	2.509
TOP2A	-0.888625
GYPB	-3.05633333333333
GADD45GIP1	-0.1345
FEN1	0.14825
IGF1R	-0.953
WDR72	-2.3525
PURG	0.0298333333333333
DEFB126	-0.151
PKD1L1	0.3485
CAV1	-0.5766
GNPDA2	0.1149
DGAT2	1.7635
NLGN1	-2.435
STRBP	-0.072
HPRT1	-0.248833333333333
FANCI	-1.146
PSMA7	0.475125
DBF4B	-0.881166666666667
TTF1	-0.61425
RAD54L	-1.06675
ELOF1	0.27275
PLAGL2	-0.728125
ZNF256	1.05575
HMGCL	-0.06125
MSI2	-1.47533333333333
RPESP	5.151
C11orf60	-0.377
ABCD1	0.097
ACAA1	0.8096
SPARCL1	4.94071428571429
IL6ST	0.0066
ZNF319	0.1405
TMEM109	0.0431
FAM90A1	-0.230833333333333
IL22RA1	-0.6615
ATP4B	1.633
TEC	-0.9125
C7orf30	-1.165
TXNDC2	-0.503833333333333
ABCB4	-0.16
KIAA1191	0.7935
C9orf38	-0.288
SFTPB	-0.13175
CNTNAP2	-0.294666666666667
FRK	0.1535
TBX19	-0.10125
CHD4	-0.21175
C6orf26	-1.94283333333333
MOSC2	0.91025
IKBKE	-0.1805
HIF1A	-0.763
LOC595101	-0.6255
RELA	0.00366666666666667
TMEM16B	-0.843333333333333
ABHD12B	-1.6335
TSEN34	1.31
KIF18A	-0.8795
TXNDC9	-0.588333333333333
SPATA2L	0.795
SEMA4G	-1.2825
C21orf91	0.412
MATN1	-0.553
KCNIP4	2.63566666666667
TUSC1	2.885
OR4C15	0.397
ARMCX6	1.30408333333333
WBSCR27	-2.31883333333333
OR52I2	-0.2875
KIAA1604	-0.69675
DYNC1I1	0.997125
PPP4C	-0.20975
SLC47A2	-0.8045
TREH	-0.473875
CD48	0.947
ST14	1.5255
PKN1	-0.64075
SPON2	1.86075
XBP1	-0.14625
SFRS12	-1.106
EFCAB6	0.72
SELT	0.34375
SLC39A2	0.927
ERF	-0.115666666666667
ARL3	0.179
SURF6	-0.2473
MLLT10	-0.888142857142857
FLJ11171	0.0698333333333333
TDGF1	-4.05266666666667
ERCC6	-0.4715
EIF2AK4	0.581625
BAZ1A	0.144
LRRN3	-0.224666666666667
TMC3	-0.3795
EFTUD1	-0.444
PTPRO	0.426833333333333
CLEC12A	0.13825
ACBD4	-0.22725
ZDHHC14	-0.6045
OTUD7B	-0.15
ACTB	0.6210625
MSRA	0.4585
LCE5A	1.287
IFI35	-0.3795
BSCL2	0.202333333333333
ANKRD12	0.102833333333333
CFHR2	0.3325
RGAG1	1.09
HSFY1	0.1735
SLC30A5	0.0629166666666667
IMPG1	0.2855
GPR109A	0.4785
ZNF185	0.965
IYD	0.2045
NPCDR1	0.2325
SERPINA13	0.216
HMGCLL1	-0.38725
NEUROG1	0.965666666666667
UBQLN1	0.364625
LIN37	0.545
SOCS2	-1.192625
DSCR4	-1.82575
XKR6	-0.4565
GPR142	0.1775
KRTAP13-3	0.0035
CCDC15	-0.368833333333333
MOS	0.647
CD1E	-0.0405
OFCC1	-0.202666666666667
FAM83D	0.3175
SRFBP1	0.21725
C9orf96	0.1575
DHDH	1.70175
CCDC90A	-0.9365
RABL3	0.58735
CD320	-0.186
ANGEL2	-0.158333333333333
MRPL21	-0.5505
SMG6	-0.0565
INSR	0.8548125
FLJ14816	-0.3935
GLRB	-0.6655
C9orf89	0.57275
CIZ1	-0.27575
URG4	-0.581166666666667
LRDD	-1.65433333333333
CBY1	1.4045
NFX1	0.093
MTERFD2	-0.408571428571429
C19orf23	0.117
PGC	-2.62075
IER3IP1	-0.2342
RASAL2	0.714916666666667
C1orf89	-0.65175
SYNJ1	-0.1425
NFKBIE	0.608
FLJ40125	-0.5435
TCEB2	1.0216
NOG	0.202
POLR2J2	-0.387166666666667
HLA-B	2.1065
PCDHA1	0.0445
PPP2R2B	0.1895
ARHGEF17	0.351666666666667
TCF7L2	1.50571428571429
CHD5	-0.213
ZNF431	-0.660625
TBC1D25	-0.373
ZNF800	0.12925
SCUBE2	0.435636363636364
MYCBP	0.214666666666667
GPX5	-0.036
C6orf129	0.854166666666667
QSER1	-0.109666666666667
ULK2	1.02225
PIGO	0.5045
NRCAM	-0.500571428571429
SLC35E3	-0.011875
CSRP2	0.5275
HYPE	-0.3705
MAPK15	0.00833333333333334
MGC14327	0.2765
TIMM13	-0.01
ZNF462	2.375
GBA3	0.06375
TEX13A	0.4545
MCM6	-0.368222222222222
MTRF1	-1.055625
ABCA7	-1.06175
EIF4A2	-1.015
ZC3H10	0.2391
RPGR	-0.6305
C20orf94	0.16225
RP1L1	0.026
GPR125	0.17125
USP22	0.0115714285714286
OR1L4	-0.02575
MLZE	1.27275
FLJ32065	-0.55725
PTCD1	-0.50675
CRTAC1	2.75816666666667
BXDC2	-1.409
C18orf1	1.02916666666667
FAM107A	2.0815
EFNA3	0.48
P18SRP	-0.5072
CAMKK2	0.04375
KIAA0649	-1.1035
NES	-0.150333333333333
HS6ST3	-0.91425
PON2	-0.913
TCP11L2	-0.5575
CLEC4A	1.54025
PRR12	0.3975
MLXIPL	-1.2852
C2orf50	-0.17
ZNF28	0.50725
ENC1	2.9295
MAP2K1	-0.6615
FKSG2	0.55725
KIAA0430	0.60475
PTP4A1	-0.973333333333333
GPR156	1.0835
GTF3C6	-0.49525
UBR2	-0.4966
LOC388272	-0.16725
MAK	0.0685
ACOT4	1.84675
STC2	-1.35508333333333
PIGW	0.121
SAE1	0.3775
COL6A1	0.9955
OAZ1	-0.474666666666667
STMN4	0.307833333333333
EDG3	0.275166666666667
SGCE	1.0065
IL11	-2.5455
PRSS8	1.94375
YIPF5	0.760083333333333
WNT4	1.759
CSN2	0.206666666666667
TCF7	-2.527625
TDO2	2.47675
SAMD9	-0.508875
S100A7A	0.0875
MMRN1	2.44633333333333
GKAP1	0.0825
AKR1C3	-1.310875
RNF19A	-0.052625
GMDS	0.499
YKT6	-0.277875
SPARC	1.921
C12orf31	-0.87925
UBE2V2	-0.1265
FBXL18	-0.317333333333333
KIAA0460	0.1555
ADAM22	0.317
SERPINC1	-4.8495
KCTD21	0.21625
MYOHD1	-1.27075
ZNF37A	-0.438666666666667
GTF3C1	-0.1425
CTSZ	1.87725
PRNPIP	0.210875
DRD1IP	0.286
NR1I2	-1.59416666666667
ZNF266	-0.575
SPAG4L	0.0815
COX4NB	0.2195
SAPS1	1.9755
APOA1	-3.4605
TATDN1	-0.456166666666667
C10orf82	-1.044
KPNB1	-0.9555
FOXO3	0.358083333333333
CRYBB2	0.487
ZBTB5	0.422666666666667
SLC25A38	0.1715
DCTN2	-0.0843333333333333
IFT20	-0.015
CTHRC1	1.05975
C1orf31	0.023875
UHRF1	-0.5380625
GPC6	2.89125
C10orf54	1.96025
MCF2L2	0.0195
WNT9B	0.18775
OLA1	-1.219375
FAM120B	-0.37025
TTLL10	0.027
CYorf15A	-3.9455
RELN	-1.0666
SCN2B	1.33108333333333
MFHAS1	-0.1735
NKX3-2	0.9275
RASGRF2	-0.6225
SSBP1	-0.427833333333333
KPNA6	-0.0775
LOC389118	0.217
HS3ST4	1.1291
SUPT7L	-0.62
FLJ32658	0.33
IGFBPL1	-0.09825
KIAA1641	-1.7224
SHKBP1	-0.5685
CSF1R	4.75725
NAGK	0.64125
MYL2	0.513
HIST1H4C	0.5575
TOMM7	-0.3595
ADAMTSL3	3.70277777777778
TNFSF14	-0.951
PRRT2	-2.00725
VTA1	-0.334875
AOAH	2.112
CRISPLD2	1.23585714285714
PNN	-1.0867
TA-NFKBH	-0.647
ESPN	-1.26175
RBM43	-0.339
KIAA1267	-0.181875
DDX3X	0.152666666666667
KIAA1576	-3.233
PLXDC1	3.644
FLJ25801	-3.50875
HNRNPL	0.44275
RUNDC3A	0.299833333333333
CASP12	0.661
SH2D5	-1.163
RPL26L1	0.673
OR51A7	-0.12825
HDC	0.976
C2orf16	-0.16
SYTL3	1.983375
GOLGA4	0.0616875
NOTCH1	1.007
ATPAF2	-0.03275
ECD	-0.647
SSX5	-1.21983333333333
SNAP91	0.26375
OCA2	-2.13825
PNPO	-0.273333333333333
DAPK1	1.00666666666667
PINX1	-0.0426666666666667
SELENBP1	0.616625
NEK3	-1.21558333333333
TMED4	0.120785714285714
SSTR4	-0.0345
FOSL1	-2.4015
CD40LG	0.295
CES1	-1.23166666666667
DCI	-0.3015
B3GAT3	0.219166666666667
STK17B	0.57475
CNTN6	0.277
CYP3A4	-1.125
MBOAT2	0.481214285714286
PISD	-0.378625
USP1	0.30225
PYDC1	-0.00333333333333334
CENPM	-0.0565
SAR1B	0.498
TTC7B	0.0365
DP58	0.5415
GPC1	0.193
RBL1	-0.466428571428571
TMEM137	-2.57033333333333
TOB1	0.11125
TCEAL1	0.612833333333333
CENPF	-0.411181818181818
C6	2.08683333333333
PRSS1	-3.301
PPIL6	0.162833333333333
C6orf124	0.343
ODZ4	0.436833333333333
SNCB	0.059
NDUFB9	0.60625
CNOT6L	0.290333333333333
S100A9	0.623
TRIM50	0.3375
KCTD1	2.1253
WDR63	0.0195
SPEF2	0.1365
RNGTT	-0.436
CXorf22	0.2855
KCNK16	-0.09
CEP250	-1.014875
ATPBD1B	-0.605
KCNJ2	3.87275
MT1B	-1.171
ZNF684	0.1895
SLC4A1	0.000999999999999987
PDHA1	-0.06925
ZNF492	-0.457
TKT	-0.95675
BYSL	0.200875
RNF38	0.554
AHDC1	0.414
KLHL2	0.245125
CMTM8	1.038
DMP1	0.269
HERPUD2	-0.6675
CRTAM	1.33333333333333
ZNF572	-0.06625
TMEM16J	-1.362
HSD17B2	0.22975
UBE2G1	-0.388625
AHSA2	-3.39375
PELI2	1.074
TPX2	-0.338875
ATP9B	1.2195
DAZAP1	-0.15375
HMGCS2	1.2645
C17orf38	-0.02525
B9D1	-0.326125
NKX2-5	2.19833333333333
KIAA1276	0.159
LILRB2	2.7245
CSTF1	0.262833333333333
BTN2A1	-0.530666666666667
C15orf48	3.066
IGF2BP3	-2.3085
FAM113B	-0.267166666666667
HRG	0.258625
ZNF131	-0.609
USP47	0.481428571428571
CCDC88B	-1.35425
HCN1	-0.1294
HTN1	-0.4405
SYCP3	0.053
C13orf23	-0.8798
PAPOLA	-0.018
AATK	-0.7604
MSH3	-0.3235
NDUFAB1	-0.75125
ITLN2	-0.808833333333333
BAK1	0.529166666666667
MRPL45	-0.430333333333333
MTNR1B	-0.0168333333333333
LOC645843	-0.015
SPECC1L	0.565875
PGCP	2.82275
SPN	-0.81125
GPR143	0.350333333333333
ZNF576	0.838666666666667
TMEM39A	0.7597
ATP5D	-0.624666666666667
MAGEB3	-0.7785
RPS5	0.422166666666667
ANP32E	-0.319357142857143
MTMR1	0.72275
YEATS4	-0.78
SYNGAP1	-0.282
PCOLCE	-1.025
MNS1	0.45975
PCYT2	-0.0286666666666667
ZNF182	-1.059
LAX1	-0.10575
SPPL2B	0.6121
ELOVL5	-0.7554
PCDHAC1	0.568
B4GALNT1	0.332666666666667
BLOC1S2	0.1865
ZNF673	-0.7059
ARHGAP21	0.0636666666666667
IRX5	3.061
LRFN5	0.0973333333333333
FAM7A1	-0.78875
RAB19	-0.2675
GINS1	-0.528
ITM2B	1.3498
PAPSS2	0.421916666666667
OR5BF1	0.252
ACSL3	-0.556
KIAA1919	-1.3255
GLT8D2	1.992875
UTRN	0.143357142857143
CNN1	2.91425
HISPPD2A	-0.225666666666667
SDAD1	-0.178625
SIGLEC9	0.240333333333333
RPL35	0.177928571428571
C22orf26	-0.412
IMPDH2	-0.32125
WDR69	-0.3135
SEC14L5	0.0118333333333333
CLTA	0.4455
RP11-529I10.4	-0.003
GPR37L1	0.273166666666667
OGDH	-0.192166666666667
ASB13	0.130333333333333
ZFP14	-0.28525
ZCRB1	-0.625333333333333
KPNA3	0.508
HSPA1L	0.23075
RHOC	0.463125
LOC554175	0.419
PPP3CA	0.6252
SLC1A7	-0.4103
ZNF529	-0.155
RBED1	0.31475
DDB2	-0.80475
FLJ11286	0.578833333333333
SPATA1	0.1315
MKNK1	0.2705
DYSF	1.87033333333333
ALKBH2	-0.155
NKD1	-2.67583333333333
C1orf174	-0.65775
PLEKHO1	0.393
ASB10	-0.15475
RING1	-0.0235
NPC2	1.147
AVPR1B	0.035
YTHDF1	-0.176666666666667
LMAN1L	0.2425
GSG2	-0.593
CEP170	0.1118
RPS4Y2	-5.004
MSH6	-0.082
HECTD2	-0.448833333333333
ZNF556	-2.91633333333333
PLEKHC1	0.645
AIRE	0.093
BCL2L10	1.6255
LMOD3	-0.112666666666667
ZBTB8	0.6352
FOXA2	-3.0022
SLCO2A1	2.67225
C3orf46	0.347
PRDM16	0.642333333333333
TMEM98	1.59525
FRMD5	-1.8615
PDE6C	0.6925
C1orf216	0.4445
EP400	-0.901428571428571
PTK2	0.261
RNF217	-0.1085
NDUFA8	0.511
ZFAT1	0.478
LAMP3	2.6745
GLTSCR2	0.5225
NPW	1.4755
LLGL2	-1.3803
PPM1K	-0.1215
C20orf177	0.1425
KIR2DL4	0.2413
NFKB2	-0.3435
C21orf122	0.479666666666667
HESX1	-0.415
GPR114	0.936166666666667
SLC25A35	-0.832
GNAT1	-0.24325
ORAI3	-0.20625
FAM76B	-0.746375
TMEM99	0.1255
TRIM29	2.0975
CDS1	1.26825
RHEB	0.0203
C4orf27	0.451333333333333
RAB3A	-0.707
OTUD6B	-0.5805
GPD1	1.654375
CDH15	0.739833333333333
NPM1	-0.111428571428571
TMEM117	0.09425
PRPS2	0.196583333333333
GCK	0.1325
ADRA2A	2.72483333333333
TSPYL4	-0.156
TASP1	-0.3425
WDR19	-0.179583333333333
C10orf38	0.489
PDE4C	-0.843333333333333
FYB	-0.0766666666666667
C1orf55	0.321666666666667
PPFIA3	1.04325
RAD18	-0.22075
C12orf44	0.0045
CRYBA4	-0.326
HVCN1	0.70975
TAF10	-0.334166666666667
C16orf48	-0.688333333333333
DEPDC5	0.815833333333333
LTBP1	0.1965
MAPRE1	-0.22725
FGF8	-0.098
C3orf52	-0.078375
SENP7	-0.200666666666667
LRRK2	-0.01275
RUNDC2A	0.200833333333333
KIAA0355	0.0663333333333333
CPEB1	-2.09775
PPEF2	-0.14
ABI2	-0.1795
KIAA0317	0.168125
ATF1	-0.744333333333333
DYNC1H1	0.5045
DIP	0.9135
TMEM33	0.0573333333333333
POLDIP3	1.09925
C7orf24	-0.6045
GPR171	1.8585
CDC6	-1.26666666666667
PLD1	-0.506
ITFG2	-0.3858
NDUFC1	-0.247
AKNA	-0.85875
NBR1	-0.157
PKHD1	0.9775
HPS4	-0.5587
MAFA	1.2045
ULBP3	-0.1775
DIRC1	0.413
IMMT	-0.472625
C22orf13	0.395
CEL	-0.24675
MARK3	-0.298
ADAMTS2	1.47841666666667
ARPC3	-0.620333333333333
TMEM10	0.168625
NPHS1	-0.0185
BRD8	-0.525333333333333
WDR12	-0.88875
IDI2	0.081875
HOXD13	-1.3935
OR8G2	-0.6515
SLAIN1	-0.047
GABRQ	-0.51525
NR2C2	-0.58825
NKTR	-0.9175
TLE2	1.8405
KIAA0892	-0.45
AURKA	-0.772181818181818
GPRC5C	-0.190333333333333
TBC1D9B	-0.23
PNPLA6	-0.104666666666667
AP3B1	-0.15875
NAG	0.04875
C11orf68	-0.619
AKR7A3	0.15225
AHCYL1	0.0201666666666667
COP1	0.158
RPP14	0.236833333333333
PCDHB18	0.08025
CDH24	1.29925
KRT17	1.2663
LACTB2	-0.111
DDX24	0.7302
PHACTR1	-2.46933333333333
SLC35E2	-0.4345
LOXL1	-0.425
IQSEC2	0.194375
RGSL1	0.533
PCDHGC5	-0.00650000000000001
MEGF10	1.356125
PRRX1	1.0245
ASTE1	0.992833333333333
C6orf159	-0.448
MYOD1	1.25025
GAA	-0.0285
ZNF747	0.3465
KLRC1	-1.644
IL1RL2	0.564
GDF9	0.04525
GPR119	0.247
TRAF2	-0.513666666666667
HCK	2.62316666666667
BMP6	-1.64975
IL8RA	0.4325
FLJ35848	-0.6435
EFHA1	-0.19475
CDSN	-0.409666666666667
C14orf54	0.158666666666667
LSM3	-0.2945
ZFP41	0.184
C9orf126	-0.767333333333333
VIT	0.896
SPCS3	-0.55475
DEF8	-0.4004
CHAF1A	-1.58516666666667
C1orf165	0.786833333333333
ZFPM2	0.692666666666667
FTH1	0.3545
SLC35F1	0.1895
YWHAH	0.683
C17orf66	-0.0566666666666666
ADRB1	-0.208333333333333
FOXL1	0.965
RG9MTD3	-0.299833333333333
UMPS	0.0135
MGC13008	0.082
KIAA1161	1.651
CCDC77	-1.4985
C12orf65	-0.5154
COG4	-0.358666666666667
RCP9	0.2345
RP4-692D3.1	0.917666666666667
CDC2L5	-0.178
MGC7036	0.2405
DNAJC11	-0.6515
GDF2	0.117666666666667
TIMM17A	-0.181
HNRNPA0	-0.1834
OR2H1	-0.0705
PCBP1	0.07125
COL23A1	-1.09475
LRRC2	0.674
NSD1	0.465785714285714
FLJ37078	-1.8745
WDR91	-0.365
TMEM179	-0.0595
DSCR10	-0.2125
CNDP2	0.5018
FYN	-0.0595
BEX2	2.07
KCND3	0.06625
YPEL5	1.186625
LRRC42	-0.244833333333333
C17orf45	-0.29125
ZNF649	1.2472
LOC150763	2.616375
COL5A2	1.37258333333333
CNGA2	0.402
ELA2B	-0.694
RAB9B	1.38025
FAM100A	0.061
NAIP	-0.628571428571428
MYOZ2	0.1185
SPATA12	-0.3235
XRCC4	-0.9615
CYB561	0.1217
CHST10	-0.12025
BAI1	0.213666666666667
BRSK1	-0.514833333333333
C17orf89	-0.19475
PDE6H	0.232
FLJ20309	-0.1306
MAP7	-0.2825
SCN4B	2.68875
SPAG9	-0.9304375
SERTAD1	0.656666666666667
FLJ21963	-2.448
ANTXR1	0.3175
TMPRSS13	1.74283333333333
ETV7	1.91033333333333
DGAT1	0.574833333333333
NKIRAS1	0.425333333333333
TAC3	-2.73475
CORO1C	-0.471333333333333
RAD54B	-0.5095
HRASLS3	0.278166666666667
C21orf42	0.0035
