Hybridization REF	TCGA-A8-A097-01A-11R-A034-07
TARSL2	-0.742
NKX2-8	0.042875
C1orf115	-0.674125
LOC56964	0.233
KIAA0841	-0.3385
ISCU	0.218
TTMA	-0.028
ZNF414	0.117
LOC441150	0.9695
RAB15	1.44725
HBP1	0.463
TNNT2	-1.24466666666667
CECR5	-0.44075
PHGDH	-0.786875
JRK	-0.1431
XPO4	-0.53425
FAM131C	0.804
ARHGAP25	1.26366666666667
CA9	-3.40266666666667
GPR62	2.17016666666667
TLX1	-0.258833333333333
GPS1	0.65975
OR2M2	0.2065
BDP1	0.883571428571429
FAM70B	0.3235
RPS29	-0.2495
MKLN1	-0.387
TSPAN19	-2.79875
SLC29A3	0.7037
LGALS4	0.093
USH2A	0.0941666666666667
NF1	0.747666666666667
APOBEC3A	1.20666666666667
IMPAD1	-0.307166666666667
OLR1	3.33266666666667
NRAP	-0.2655
HCFC1R1	0.391833333333333
TAOK2	0.183333333333333
MCM10	-1.20316666666667
MAP4K3	0.223666666666667
CBS	-2.542375
CLK3	-0.2306
PCDHGA5	0.2655
ELF4	0.4965
FAM71A	-0.12075
C11orf49	0.0395
CLIP2	-0.296
BTBD9	0.4405
ZNF524	1.631
KDELR1	1.0465
ZNF509	0.082
NCSTN	0.879
ZNF533	-0.0897857142857143
PARP4	-0.810125
GALNT9	0.149833333333333
NPY	-1.14775
BEGAIN	-2.82816666666667
TMEM77	0.857333333333333
FOXRED1	-1.11966666666667
SLC16A2	2.912
SLC35B1	0.30775
GK5	-0.0980833333333333
SDCCAG10	-0.5545
C4orf20	0.438
SLC9A2	-1.71425
ADD1	0.636785714285714
TAL2	-0.4215
ACLY	0.891
DNAJC1	2.7205
SOST	-1.30675
USP43	0.986833333333333
CYP4F12	-1.95825
FKBP5	0.503
CHCHD5	0.2803
NUDT22	-0.4185
CCDC85B	-0.33875
OR51G2	0.3925
STRN3	0.649214285714286
TMOD2	1.1065
FLI1	0.17625
MAB21L2	-0.398
DGKQ	0.15025
VPRBP	0.832166666666667
SCNN1B	-0.3965
ECHDC3	-0.3287
TMEM106C	0.18925
CSNK2A2	-0.206
RPL39	-0.7937
HERC3	0.177
ZBTB47	1.06666666666667
ZNF681	-0.83775
PAGE2	1.68775
CLIC5	2.168
RABAC1	2.236
ZFHX2	0.95325
YPEL1	0.328166666666667
KIAA0776	1.61225
NR1D2	0.48225
DNAJC4	-0.10525
NPNT	3.3926
ZNF677	-0.582
ZNF536	-0.492
MEF2B	-0.159
PTPN4	-0.435375
CTCFL	-5.0515
STX5	0.2135
CD72	1.9875
VEGFA	-1.05826315789474
XRCC1	0.3699
MAS1L	0.447666666666667
ELL	0.3571
SETBP1	1.29875
CDH11	3.7185
NDC80	-1.93623076923077
DMBX1	-1.32625
NRSN1	0.0995
BAT2D1	0.608625
CDS2	0.039
C1orf212	-0.2205
SENP3	-0.634
IL1F9	0.075
EEF2K	-0.465
COG8	0.283
CEP72	-1.60875
OR1L8	0.00849999999999998
MUS81	-0.347333333333333
PHYH	0.07075
GGT6	1.63633333333333
C22orf23	-0.51975
C13orf33	3.384625
MAPK8IP2	0.96475
NELL2	1.84925
POU3F2	-2.18483333333333
ALPK1	1.657375
MRPS18C	-0.53
RPLP2	-0.417375
FGF22	0.367
SPNS1	0.0111666666666667
ZFP1	-0.18825
IL1RAPL1	-0.9415
PCSK9	-3.28483333333333
NKX2-1	-0.187142857142857
C6orf189	0.72425
SP4	0.0465
SLC11A1	1.6576
C21orf25	1.0185
ICAM2	-0.1645
SH3GL1	-0.360833333333333
GSK3B	0.166833333333333
RALB	0.648375
PDXP	-1.27783333333333
GNGT1	1.241375
KIR2DL1	0.406
TNFAIP3	-0.198
C6orf32	2.4204
CBLN2	-0.68625
PANK3	0.411125
TAAR9	-0.926
WDR82	1.04414285714286
APOM	-4.34375
TRIP10	-0.50025
SPATA16	-0.00383333333333333
C1orf135	-2.4475
USP51	0.42075
TESK1	0.50125
C11orf64	0.199
ZNF611	0.691
PDE6G	0.279
HLA-DQA1	3.419375
GCLC	0.258875
SEC61A1	-0.219714285714286
TWSG1	-0.19525
ZMYND10	2.7655
CTDP1	0.72775
ADAMTS6	0.436333333333333
SLIT1	-1.82375
KRT86	-0.7575
KIAA0574	0.0235
GTPBP2	-0.5474
PQLC3	-0.43025
PRRX2	0.597166666666667
C15orf44	0.5145
MKKS	-0.63275
C11orf10	-0.41675
GPR110	2.034125
CD109	-0.437916666666667
ADCY1	-0.108833333333333
RHBG	-1.4515
TP53I3	0.12775
SLC22A3	-1.0777
UCP2	-1.4905
FOXG1	-2.18016666666667
OR2AG1	0.0795
TRIM24	-1.52675
PROC	-2.362
TAAR6	-0.218
AMTN	-1.1995
C10orf47	0.840666666666667
DEPDC1	-1.031
FLJ45557	0.7025
ZDHHC17	-0.1186875
KIAA1429	-0.411
KCNH1	0.72625
VNN3	0.222375
PSMAL	0.71075
PPARD	0.158875
HFM1	-1.1185
YBX1	-1.55133333333333
ZNF695	-0.83325
SCTR	-0.926
DCDC1	0.1445
VPS26B	-0.0265
MTF2	0.2995
ATP6V1F	0.2315
CCDC94	-0.20025
PERF15	0.1005
CCL11	1.977
LMO7	0.26625
DCST1	0.5465
ADRBK1	0.128875
CDRT4	-0.711375
ZNF84	-1.40875
HOXD8	2.26625
STARD8	-0.267
FOXP2	-0.62575
CCDC103	-0.146
POLR3A	-0.5059
GSC	-0.512833333333333
ZNF114	-2.29283333333333
HTR7P	-0.315
LALBA	0.161
RMND5A	-0.464
PSCD2	0.97575
ZNF409	0.31
KRTAP1-3	0.409333333333333
MAF1	-0.77675
LOC201725	-0.971166666666667
NRN1	-1.344125
SPAG5	-0.8445
DNAH7	0.9955
FLJ43860	0.097
BRCA2	-1.24125
ACADM	0.609
CXXC6	-3.561375
RAGE	-1.697125
CHMP2A	1.13025
FAM8A1	-0.4401
GPR21	0.5085
SLC12A3	-2.57066666666667
FVT1	1.16207142857143
ZDHHC7	0.022375
FLJ44048	0.2695
SLC44A3	2.90766666666667
SDSL	0.147333333333333
MMP8	-0.70525
PLA2G12B	-3.27466666666667
ACY1	-0.74625
MT1E	-0.616166666666667
OR4K15	-0.1195
TECTB	-0.0885
GPR20	-0.015375
IRAK2	-0.2055
RFPL3	-0.31175
MYO9A	0.32375
NARG1L	-0.493166666666667
BLMH	-0.99375
CCDC3	2.3005
C9orf21	-0.9445
KIAA0513	1.01433333333333
MIER2	0.10075
PNMA2	-1.27341666666667
SH3BP2	0.3891
ANXA10	-1.42725
RTN2	1.55216666666667
TFB1M	-2.1155
PRPH2	5.12175
C14orf133	0.0375
GOLGB1	1.0565
IRX4	0.417875
NFKBIL1	-0.0736666666666667
C10orf62	0.156
APBB3	0.2175
RPS10	-0.4684
LOC728378	0.249
TLE3	0.240222222222222
PSMB7	-0.928375
MESDC1	-0.0845
SLC6A1	1.242
OCLN	1.42983333333333
PTTG3	-1.766
NAGLU	1.03725
SERTAD4	3.126125
SPRY1	0.77375
FLJ10781	-0.45525
MYSM1	-0.555
TRIM4	0.580642857142857
SH3YL1	1.396125
TREM2	4.002
SERPINI1	1.3175
HDHD3	0.214
TMEM38A	0.318875
EID2B	0.43725
TDRD3	0.537166666666667
SEDLP	0.4485
THSD7A	1.36216666666667
NDST3	-1.335
KLHL15	-0.551833333333333
DHRS12	2.178
FBXO9	0.320214285714286
TNPO1	-0.132416666666667
MRPL13	2.5885
SNX5	-2.268
METTL6	-0.2185
SOD1	-0.335125
CHML	-1.0795
PACS1	1.2265
SIRT5	-0.8714
CAPN2	0.238333333333333
FXYD5	-0.784833333333333
TWISTNB	-0.1715
LRFN1	0.221
UBE1L	1.697875
UBE1C	-0.312
OR51B2	0.06725
OR4D11	-0.404
C15orf2	0.0485
NR4A1	-0.176833333333333
LOC339047	-1.8585
TRIM17	0.6225
ATP5G3	-0.773071428571429
RPL15	-0.3425
ADAMTS8	0.06925
HOXC4	0.321
C14orf37	2.8355
CEACAM5	4.073
MYT1L	0.717166666666667
RASA2	0.515
OSBPL7	-0.604
STAG1	-0.3385
GIMAP4	3.992
FUT3	-0.474333333333333
PIF1	-2.58625
LPIN2	0.2958
SH3PX3	0.57875
PDP2	-0.394
PAPD1	-0.4845
ERP27	1.04125
APOOL	0.0915
DIABLO	0.098
TRHR	-0.093625
ARMC9	0.553
RNF152	2.782
SLITRK3	0.280666666666667
ZNF211	-0.0327
PFDN1	0.666125
RGS11	1.069125
HS6ST1	0.3154
AKR1D1	-1.4785
TNP2	-0.283666666666667
STK31	0.768166666666667
EML4	-0.608166666666667
SGTA	-0.7235
HIST1H2BI	0.5845
PSMD6	-1.07283333333333
KIAA1257	3.327
C18orf55	0.487333333333333
FLJ20273	2.3475
RPL28	-0.532833333333333
EPYC	2.862375
NOX3	-0.5265
ELAC1	-0.162
METT11D1	-0.4545
BIN2	0.0521666666666667
NACA2	-0.51225
CCDC17	-1.335
HM13	-0.4842
UBOX5	-0.212375
UBE2O	0.0395
UBL5	-0.3905
APOLD1	0.61
C9orf31	0.39825
TNFSF8	0.6735
ARHGAP29	1.462
PROKR2	0.1055
PDE5A	2.76683333333333
C6orf12	0.175
TOM1L1	0.6135
WHDC1	-0.116
FOXI1	0.399333333333333
RAB4A	0.3763
TMEM39B	-0.73225
ATPBD1C	-0.7115
FARSA	-0.5505
PLEKHG5	-0.1025
CMAS	-0.7205
OR7E24	-0.861
SLC30A1	-0.54275
CDC42EP5	1.19883333333333
PLAC1	1.97275
KLHL18	0.0805
LBA1	1.1092
TAZ	-0.36875
CRIP2	0.86125
BTBD11	-1.20466666666667
C16orf72	0.50975
DIO2	2.0155
LRRCC1	0.917333333333333
CCDC136	-1.3415
PRX	0.05
RBM5	0.345
TMEM85	0.55125
TUBGCP4	-0.629333333333333
APLN	3.058125
CDK7	-0.637333333333333
SSR2	0.747083333333333
CRELD1	-0.14325
C19orf46	2.06575
GAL3ST4	0.5535
KBTBD10	0.39775
IL28A	-0.0215
WDR27	-1.1245
MCM2	-0.4535
SOX14	0.2575
FLJ39743	0.2305
KIAA0922	0.315875
HIPK4	-0.05
FLJ25758	1.027
C16orf57	-0.42525
PDZD2	0.7975
MCC	0.31225
HHLA3	-0.2443
ID2	1.01275
C20orf23	2.17391666666667
ZNF688	0.89725
APOC2	-1.28133333333333
LOC440093	1.24575
FAM50B	1.325
PWP1	-0.69
DNAH10	-0.12525
HIST1H2BA	-0.0285
GPR56	1.88916666666667
METAP2	-0.618625
PAN3	0.376833333333333
STXBP4	0.702875
PDHX	-0.7185
MTA1	-0.481333333333333
ZBED4	0.106875
ZNF720	0.48775
CDK2	-1.56825
RHOJ	1.20625
CDC37	-0.274166666666667
ZER1	0.474625
GRK4	0.151
PRPH	-0.52875
POLR2A	0.26475
OGFOD1	-0.2275
NOL5A	-1.10525
PHEX	2.0755
FLJ16478	0.0835
C20orf117	-0.750375
CAMTA2	0.30525
C11orf74	0.1995
DDX17	0.499333333333333
C5orf27	0.0485
PLEKHA2	-0.1398
PDE4DIP	0.1737
SCN7A	0.2155
ZNF559	-0.673333333333333
CXCL10	3.74175
ZMYM4	-0.222166666666667
STK32B	1.55913333333333
KIAA0888	-3.539
TACR3	0.494
CKAP2L	-0.0245
KIF1A	-1.37533333333333
RSPRY1	1.118
VCAN	2.22125
CYP27C1	0.556
SYDE1	-0.774166666666667
MED12L	-0.2535
ZDHHC21	1.027875
NHS	1.1705
TM9SF3	0.549
DDHD1	0.505875
MAFG	0.108
BICD2	0.841
C14orf119	0.0408333333333333
C14orf43	-0.302357142857143
CDH7	-1.37875
ALKBH5	-0.193428571428571
JUP	1.265
TMEM41A	0.168166666666667
MAMDC4	-1.492
CBX3	-0.35825
LRRC18	0.13325
RBMXL2	-0.3915
PLA2G4D	0.275833333333333
FGF13	-0.613
KIF3A	1.55366666666667
PDIA6	-0.335
DCXR	-0.1355
CASKIN2	0.273416666666667
EHD1	-0.0941666666666667
MARCKSL1	-0.1905
ZNF496	-0.104833333333333
SCAF1	0.455333333333333
KCTD8	-0.37575
TRAF3IP3	0.612357142857143
LSR	1.11975
CXorf1	-0.131166666666667
C14orf112	0.871833333333333
EIF2B1	0.25
OMP	-0.491
GSTZ1	-0.776
LOC92017	0.978
ISLR2	1.1665
C12orf36	0.3455
GATA2	-1.06583333333333
GABRA5	-3.242
CELSR2	-0.9765
STAM2	0.0499
TNAP	-0.394
PTPMT1	-1.04133333333333
GRP	7.067
SV2A	0.982666666666667
MAGEA12	1.16975
CACNG1	2.4875
C18orf19	-0.34225
GSG1	-0.567666666666667
PTPRJ	-0.2445
FRMPD1	0.4425
ZNF668	0.27825
PLEKHJ1	-1.178375
ADAT1	0.398
TMEM50A	0.1581
UCN3	-0.151
HOOK1	2.18275
IL17B	0.1705
MLKL	-0.539666666666667
TTC14	1.112
KLHL5	-0.374125
CRYL1	1.211
FOXH1	0.1435
NFYB	0.273125
PPM1G	0.0025
GOLGA2LY1	-0.73525
NMT1	0.13925
HADHA	0.3644
CHSY-2	2.65125
PLEKHF1	1.22314285714286
SAGE1	-0.233
MUSTN1	0.175
SUHW4	0.73225
TFEB	1.47533333333333
ZFYVE27	-0.70075
ATG12	-0.5515
BMI1	1.90121428571429
ZIM3	-0.228
MYH4	-0.4165
MASP1	-1.22775
KIAA0984	1.37875
RPAP2	-0.25475
ASB5	-0.4075
BOLA3	-0.7605
MIA3	1.123
KRT35	0.964
KIR3DL3	-0.475
MRPL51	-0.94225
SEMA3F	0.887666666666667
NDUFB2	0.126333333333333
LOC253012	-0.074
FAM46C	0.2914
G6PC	-2.449625
CSAG3A	1.03533333333333
PREX1	2.195
SLC25A45	-0.681125
MAPKBP1	0.3093
CPE	2.6015
GNB1	0.129375
CXCR6	1.2945
TRIM46	0.61175
C16orf3	0.324
HPSE	1.15725
TIGD3	-0.021
SPG3A	1.72
LCAT	-1.3085
ST6GAL1	-1.90522222222222
POMC	0.24975
FLJ36031	0.0363333333333333
NSMAF	-1.22933333333333
SKIL	0.95
ADSS	0.989
HMGCS1	-1.2748
POLR3F	-0.439333333333333
RAB10	0.648
ZNF277P	-0.97225
ZBTB7B	0.219
DHRS1	0.888875
ABCC13	0.030375
CNOT3	0.39075
NFKBIA	0.8695
GAK	0.279166666666667
SFT2D2	1.20133333333333
HOXA6	0.124
CRTC1	0.479625
LY6D	-0.405333333333333
C20orf72	-0.164333333333333
CPT1A	0.7195
LMO1	-1.0865
EIF3I	-0.5505
PRB4	0.145
MCM3APAS	-1.98575
C20orf132	-0.4463
FOXF2	-1.73675
S100A12	0.1195
MLH1	0.328
ACTN1	1.4492
MRPL36	-0.0693333333333333
C20orf106	-1.34225
FBXO6	0.761833333333333
MKS1	0.410833333333333
CX3CR1	-0.98425
PDE1B	0.592
PLP1	-2.16775
KISS1	-0.3525
C14orf2	-1.03633333333333
TBC1D3P2	0.36775
COMMD6	1.2633
ANKRD7	-1.555
PTCHD1	-0.813375
NARS2	-1.223
DOCK7	-0.485875
FAM127B	0.62825
LOC390243	-0.191333333333333
N6AMT2	-0.0695
ZNF391	-0.787
DNAJB14	0.966
WRB	0.218625
BPI	0.220666666666667
TTC4	-0.631666666666667
FAM10A5	-0.156
GOT1L1	0.4054
MAGED1	1.011125
RESP18	-0.26125
WFDC6	-0.1645
MT2A	-1.208
C11orf56	0.10425
KIAA1432	0.0685
ROR1	-0.931125
HSD17B14	1.68933333333333
ZFAND2B	-0.241375
SAMD4B	0.52375
HEXA	0.496125
HNRNPU	0.298681818181818
USP39	0.04225
NRD1	-0.853
R3HDML	0.1505
FLT4	0.364166666666667
OMG	0.14
OR52N4	0.5335
LOC399818	-0.85925
ELA2	-2.447
VENTXP1	1.3805
RFC5	-1.3455
OR52L1	0.535
PAX5	-0.0725
FBXO2	-0.90675
GMEB1	0.3005
AKT3	0.138333333333333
CRB1	-1.42166666666667
CTTN	1.13133333333333
UTP15	-0.184
HSBP1	0.19725
PHF11	1.32
NDEL1	0.136833333333333
USP8	0.2435
BAIAP2	-0.2310625
SI	-0.106166666666667
ARSJ	0.924833333333333
BAAT	-2.57875
KCNS3	1.56683333333333
LOC126147	-0.229166666666667
TMEM37	-0.826
C1orf162	3.02366666666667
MBD1	-0.3466
ITGAL	1.03466666666667
WDR73	0.4895
GKN2	0.126
ARFGAP1	-0.286625
SLC5A8	-1.12466666666667
ZBTB40	-0.2448
CYP4B1	2.39766666666667
LYPLAL1	0.39325
CHST3	0.389
MAP3K9	0.123
BTAF1	-1.15166666666667
TFAP2E	0.4525
RBM35B	0.64425
LOC441251	-0.4625
ANKRD25	-0.0013888888888889
UQCRC2	-0.267
MAEA	0.407333333333333
HYAL1	-1.0887
RNPEPL1	-0.074
CPSF2	-0.62725
PSD3	0.6857
ABCA13	-0.0745
AGR2	5.183875
GBX1	-0.5705
HDLBP	0.4265
ACY3	-0.82675
HECW1	-0.24725
ZNF519	-0.87425
HOPX	3.2045
ZNF304	0.835125
OR12D3	0.6725
FKSG43	-0.0555
METTL1	0.252
MFSD3	-0.978
PSPH	-1.3715
CLCA3	-0.212
DARS2	0.311333333333333
CDC25A	-1.47266666666667
BAIAP2L1	-0.74975
B3GNT5	0.510875
USP29	0.12675
ARHGEF10L	0.4498
ATOX1	0.211875
ADAM30	-0.228
DNASE1	2.38875
STT3A	-0.21325
RAB6IP1	0.21825
PTN	3.102
C1orf106	1.14692307692308
HECA	1.0595
RNF122	0.02475
SLC22A18AS	-0.449
GNG8	0.355666666666667
ELP4	-0.47725
FAM65A	0.397833333333333
RPL10A	-0.4935
IRS4	0.793
MACF1	0.4865
SEC24D	0.53275
LOC374395	-0.135
TGFB2	1.589625
MDFIC	0.083375
CHRNE	0.310833333333333
PCMTD2	0.216333333333333
ATP6V0D1	0.4735
MTA2	-0.674
LZTR1	-0.282833333333333
RAP1A	0.772333333333333
AXIN1	-0.44725
POLR1C	-0.18525
TRIO	-0.0969166666666667
PLXNA4A	0.115333333333333
C5orf33	-0.68225
DEPDC1B	-3.07725
ZNF473	0.724
MTM1	0.186375
GPR107	0.610666666666667
CSNK1A1L	1.38583333333333
FLJ14154	0.49775
NLRC4	3.762
ENPP4	1.817
PADI3	-0.5025
RNF170	-0.688875
CG018	0.310833333333333
C16orf7	-0.281
KCNE1	0.241
NRM	-0.649333333333333
SLC37A3	0.173357142857143
TPD52L2	-0.756666666666667
UNC5B	2.99375
C12orf12	0.250333333333333
SDHB	-0.89825
CLRN1	0.307625
NUDT10	-0.335166666666667
UGT3A1	0.1745
FBXW8	0.36725
RHOF	-0.981
PTPLAD1	0.442875
MYO3B	-0.82375
DERA	-1.26825
TPP2	-0.1675
C19orf53	0.1485
GINS3	-0.0455
ST6GALNAC5	0.8675
CHSY1	0.06125
MGC15705	0.481
GPR83	0.228
EXT2	0.176625
DOLK	0.40325
TUBAL3	0.11175
ACVRL1	1.9067
ABL2	-0.547416666666667
C14orf156	-1.5365
PTPRZ1	-2.71
DIP2C	1.63025
LAMP1	1.794125
RXRA	-0.0333
MAP3K5	0.06025
ALKBH1	-0.094
PDLIM7	0.110625
ARL14	-1.742
SNIP1	-0.188666666666667
TIMP3	3.1
RGS3	0.244666666666667
SPAG16	0.7933
ABHD4	0.48875
ARHGEF12	0.2255
GLUD2	-0.7385
RAC2	-1.1697
UAP1L1	-0.6205
SLC18A3	0.0655
YOD1	-0.666333333333333
RALY	-0.931
HMOX2	0.485625
DGKH	0.4665
DBNDD2	1.145
YIPF4	0.5995
THAP10	0.13375
ZNF513	0.4945
HAGHL	-0.654333333333333
ITGB4	0.164
CCDC141	-0.173
YTHDF3	-0.368
C5orf28	0.0405
RPL7L1	-0.3615
TMEM30B	1.45285714285714
ANKRD35	1.977
DUOXA2	-0.5005
TBC1D5	0.129125
DFNB59	0.153
HRH4	0.367
MYO6	1.175
DNAJA4	2.711625
RBM24	-1.28575
CEACAM20	-1.887
RBM23	0.244571428571429
NGFB	0.0625
C1orf63	-0.7946
KRTAP7-1	-0.553
PERLD1	3.01825
NPB	0.049
C17orf59	0.8625
HSPBAP1	-0.01375
SLC15A4	0.323375
PRTFDC1	-0.61475
OSMR	-1.34885714285714
CYSLTR2	0.152
C19orf25	0.0091
KIAA1797	-0.2385
NLRP6	-0.3575
FAM105B	0.3001
SCRN2	0.117833333333333
LRRC58	0.2401
RNF17	0.071625
NEIL3	-1.684
FAM137A	-1.415
SKP2	-3.03025
PARVA	1.10083333333333
PKLR	-1.6055
RNF34	-0.00674999999999999
A3GALT2	0.18125
C12orf50	-0.0763333333333333
SUNC1	-1.514
FAM102B	0.674
CCT2	-0.746
LRRC37A2	-0.2575
ARF4	1.2245
SIKE	0.35325
C8orf48	0.520333333333333
MBTPS1	0.4865
GPSN2	-0.105
NCF2	3.304
SLC12A6	0.3395
MRPL48	-0.801
HMGN3	-0.351666666666667
LRRC62	-1.30025
PAX9	0.00362500000000001
FAM55A	0.697
C20orf42	-2.34016666666667
SCML2	-1.32983333333333
BCL9	0.4215
FAM40A	0.2705
C9orf41	-0.939833333333333
ZNF774	-0.1135
LETM1	-0.757
PLXNB1	0.812166666666667
NIPSNAP1	-0.278375
USP10	-0.79675
F9	0.10475
LIPE	2.16
CNGB3	-0.208
C12orf52	-0.126
PI4K2A	0.188625
MED8	-0.311
STAT4	1.0485
FGD4	0.422333333333333
RNF145	-0.288
WDR32	0.1872
CLDN2	0.0483333333333333
TCEAL8	0.923
ZMYND8	-0.7644
PDXK	-0.139
GATAD2A	-0.1255
PTGES3	-0.487
CCM2	-0.17375
TAP1	1.876
ZNF670	-0.97225
ETS2	-0.9705
C6orf166	-0.215833333333333
PRMT2	0.158928571428571
OR4B1	0.303
INTS8	-1.0915
CCDC102A	0.9225
CCDC83	-1.58633333333333
ITGA1	0.747
EPHA5	-1.7098
FAM24B	-1.68983333333333
TSGA10	1.9735
HAL	-2.10916666666667
MYOT	-0.12025
SPACA3	-0.13625
BCL2L2	0.174833333333333
CUGBP2	0.173666666666667
CCNB3	2.07225
RNF113B	-0.041
MERTK	0.51
BAG1	-0.29875
VPS36	-0.05925
ORMDL3	2.424
C1orf190	0.69975
ZNF625	-0.671
CORO2B	-1.30425
ALOX15	1.2005
CST1	1.2545
NUPR1	2.32316666666667
CCL7	1.2665
SMCR5	-1.492
DSC2	2.609
RBMS2	0.5685
GRIK4	1.983
TRIM65	-0.2611
TMPRSS6	-0.610142857142857
TP53INP2	-0.592
GLB1L	0.548333333333333
LOC388284	0.796166666666667
PUS1	-0.558785714285714
BCL9L	-0.364
OLFM1	-1.40566666666667
RET	-0.622
MASTL	-1.72466666666667
ALX3	-0.000250000000000004
IL1RL1	0.303333333333333
ZNF765	0.0764
C14orf138	0.09175
SNX10	-0.397833333333333
TAC4	0.236
C1orf64	0.545125
POGK	0.244125
MAPK9	0.59725
ZNF366	2.7865
C8orf79	0.5159
CLDN7	2.26825
OR5AT1	0.147
TRIM37	-1.1595
LRRC25	2.353
GRHL2	2.8138
TEKT3	-0.1425
LASS5	-0.179666666666667
ABCC4	-1.71233333333333
DLG3	1.07525
VGLL1	0.720125
ZFP36L2	0.471333333333333
MFRP	-0.4455
KIAA1799	0.45075
FLJ44379	-0.278
PCNX	0.70275
ANXA9	2.0885
CYP4V2	1.0672
PIK3C2A	-0.14675
SRR	-0.336
NOL3	-0.38875
IFITM2	1.5275
ARNTL2	-1.795
ZNF595	-0.94825
NLRP13	-0.998
ASPH	0.612875
CPA2	0.079
PVRIG	-1.53
LEPR	-0.317833333333333
C16orf42	0.821833333333333
SH3BGRL	1.13025
FAM77D	1.99316666666667
FNDC7	0.141
C9orf6	-0.654333333333333
NOTCH2NL	0.791666666666667
PGBD1	0.452666666666667
SYNGR2	1.05416666666667
PITPNA	-0.3880625
PRPF4B	-1.0093
SLC43A3	-1.09335714285714
NRBP1	0.46375
SLC25A22	0.309
ILK	0.343375
SLC22A8	0.493
MRPS7	0.3985
PITX2	-1.363
FABP3	-0.140625
OR1L1	0.1725
LOC728215	0.433375
BLID	-0.911
KIAA1217	2.97294117647059
TFPT	0.2505
AP4B1	-0.313
VBP1	-1.1605
OR1K1	0.181
MORC3	-0.02925
BHMT2	0.138166666666667
C3orf10	1.110125
FZD7	0.881
WFDC10A	-1.039
PMS2CL	-0.09625
CCDC32	1.1275
FA2H	0.39375
ALG13	-0.7525
TTLL7	1.1289
SPOCK3	0.148
SLC13A2	0.395
AIM1	1.49075
GPRC6A	0.0245
EGR2	4.09
MED11	-0.04875
WWC1	1.7965
SH3GL3	-3.60225
RIF1	0.026
PRLH	-0.2595
VLDLR	-0.8775
DBT	0.8339375
C21orf63	-0.402
CGGBP1	-0.075875
KRTAP12-2	-0.113
TADA3L	-0.1715
ZBTB16	0.30675
PDGFB	1.8295
RFX1	0.282125
UQCRB	-1.0247
LOC133874	1.4295
HPS3	-0.04925
LGALS3BP	1.456
DKFZP564O0823	2.22635714285714
MRFAP1L1	0.58825
HOXA10	-0.283333333333333
NGB	-0.205
KIF21A	-0.107
IFLTD1	0.216
LZTS1	-0.07025
ARHGEF3	0.84825
RHBDL3	-2.319
CSNK1G2	-0.323416666666667
ChGn	-0.598
KIAA1244	1.20416666666667
GABRB2	-0.0655
MGC72080	-1.203
CD27	2.68
EGLN1	-1.2315
PEX13	0.982
RWDD3	0.471
RNF12	-0.812333333333333
GRIN2B	-0.0005
ADAMTS14	-0.306375
DYDC2	-0.0211666666666667
ATP6AP1	0.8552
NR1H2	0.361
PDK2	0.5755
C3orf17	-0.2365
SLC38A2	0.278785714285714
SLC25A29	-0.989
C15orf29	0.4865
ADAM9	1.09833333333333
TMUB2	0.9585
GPR176	0.23475
AGK	-0.5415
MCCD1	2.185
NDUFA4	-0.00175
TMEM146	-0.187
DUSP1	0.982125
UNQ6975	1.1385
EMX2OS	4.15275
INSM2	-0.45275
LUZP4	-0.39925
SETD6	0.796
P2RY2	1.84
SLC45A2	-1.3475
RABGAP1	0.306
UBXD5	-0.2655
GPRC5A	0.1821
PAK3	0.360666666666667
LOC63920	0.0585
TGFBR1	2.8092
KRTAP6-3	0.31725
SFMBT2	-0.07825
CDC42	-0.2476875
C11orf35	0.8595
TTLL2	0.1005
UACA	0.822916666666667
CD97	-1.2815
SETD5	0.306
NINJ2	0.16375
PTER	-0.219333333333333
POMGNT1	-0.27925
KRTAP4-2	0.0145
ECGF1	2.007125
HRB	-0.590454545454545
ATP1B2	0.0367
LOC400506	0.07025
COL4A3BP	1.4605
C6orf97	1.4215
GRHPR	0.476625
TAS2R1	0.359
SEMA7A	-0.4695
EDF1	-0.2185
ODF2L	0.8421
PCID2	0.036
GTF2H4	-0.300666666666667
ZCCHC3	-0.463
CGB2	-0.357666666666667
NEUROD1	-0.34575
C20orf75	-0.3125
RP5-1054A22.3	1.95333333333333
IFNA5	-0.1145
ZNF134	-0.00550000000000001
MGC119295	-0.9957
ZSWIM6	-0.00550000000000003
SMEK1	-0.198166666666667
PCGF2	1.433625
C1orf102	1.786
CYP2A13	0.7095
KCNH6	-0.7388
MDM1	-0.1193
ALDH7A1	0.301
C9orf75	-0.18525
VDAC3	-1.519875
OR51T1	0.274
EIF3F	-0.578
KCNJ10	-0.2465
LENG8	0.327
EDEM2	-0.111583333333333
CCNJL	-0.976
DHX37	-0.9565
CRYGN	0.236
AATF	0.245375
ZNF630	1.633375
E2F5	-0.275
WFDC13	-0.82975
FTSJ3	-0.0251666666666667
C4orf33	0.13275
LHFPL4	-2.527
C19orf56	-0.073
SMAD4	-0.004125
AFM	-0.0886666666666666
G0S2	0.484
FCHSD2	0.2069
RRP1B	-1.3427
EEF1B2	-1.119
STAT6	-0.406
ZNF195	-0.31625
GNL1	0.013
ZNRF2	0.52
PER3	0.22875
ASB16	0.22075
C10orf10	1.11714285714286
ADCY8	-3.0495
C9orf58	-2.51116666666667
